
[00:00:00.000 --> 00:00:04.600]  今天講的是大時代中的小故事
[00:01:17.200 --> 00:01:20.040]  你都要去買的
[00:01:20.040 --> 00:01:21.840]  當然 我不是一會兒叫你
[00:01:21.840 --> 00:01:23.560]  完了再去買六合彩
[00:01:23.560 --> 00:01:24.700]  這個笑話是告訴我們
[00:01:24.700 --> 00:01:27.040]  如果我們有時候要叫神幫
[00:01:27.040 --> 00:01:29.440]  我們都有我們的責任
[00:01:29.440 --> 00:01:31.700]  我們都要做我們的本分
[00:01:31.700 --> 00:01:33.240]  上帝先有平台
[00:01:33.240 --> 00:01:35.700]  當然這個平台六合彩不用的
[00:01:35.700 --> 00:01:37.860]  這個讓大家明白
[00:01:37.860 --> 00:01:39.900]  那個平台要我們幫助
[00:01:39.900 --> 00:01:43.000]  我們需要做好自己
[00:01:43.000 --> 00:01:45.600]  在Jock Hopkins
[00:01:45.600 --> 00:01:47.940]  有一個教授叫Nada
[00:01:47.940 --> 00:01:50.000]  他講到當我們生命感到
[00:01:50.000 --> 00:01:51.340]  有些不安 有些恐懼
[00:01:51.340 --> 00:01:52.500]  有些訊號
[00:01:52.500 --> 00:01:55.100]  叫我們要開始尋求幫助的時候
[00:01:55.100 --> 00:02:00.300]  往往有這些在身體的徵狀
[00:02:00.300 --> 00:02:01.640]  或者狀況
[00:02:01.640 --> 00:02:04.300]  他舉例大概有十一樣
[00:02:04.300 --> 00:02:06.700]  什麼狀況 什麼需要
[00:02:06.700 --> 00:02:09.760]  例如突然間我們的心跳加速
[00:02:09.760 --> 00:02:11.200]  啪啪 啪啪 啪啪
[00:02:11.200 --> 00:02:13.200]  你現在摸摸你的心
[00:02:13.200 --> 00:02:14.800]  都很平安
[00:02:14.800 --> 00:02:15.760]  恭喜你
[00:02:15.760 --> 00:02:19.400]  或者你喘氣不過
[00:02:19.400 --> 00:02:20.100]  很辛苦
[00:02:20.100 --> 00:02:21.940]  或者感到疲憊
[00:02:21.940 --> 00:02:23.400]  睡得很累
[00:02:23.400 --> 00:02:24.940]  又或者睡不著
[00:02:24.940 --> 00:02:27.100]  又或者你肌肉痠痛
[00:02:27.100 --> 00:02:28.500]  腸胃有問題
[00:02:28.500 --> 00:02:30.260]  就是身體開始有狀況了
[00:02:30.260 --> 00:02:32.600]  有些訊號要求救
[00:02:32.600 --> 00:02:34.400]  你瘋狂流汗
[00:02:34.400 --> 00:02:35.700]  現在你有沒有流汗
[00:02:35.700 --> 00:02:36.440]  應該不會吧
[00:02:36.440 --> 00:02:38.460]  這個氣溫除了Pastor Pam
[00:02:38.460 --> 00:02:40.300]  一個火球會流汗之後
[00:02:40.300 --> 00:02:42.060]  你未必會流汗的
[00:02:42.060 --> 00:02:44.000]  經常發抖
[00:02:44.000 --> 00:02:46.660]  很緊張 很緊張
[00:02:46.660 --> 00:02:49.660]  有時很容易受到驚嚇
[00:02:49.660 --> 00:02:50.240]  可以嗎
[00:02:50.240 --> 00:02:51.000]  沒什麼的
[00:02:51.000 --> 00:02:54.200]  但是因為你的裡面開始弱
[00:02:54.200 --> 00:02:56.400]  很少東西你都會很害怕
[00:02:56.400 --> 00:03:01.040]  還有你的喉嚨開始緊縮
[00:03:01.040 --> 00:03:03.100]  或者很容易病感冒
[00:03:03.100 --> 00:03:07.700]  因為代表我們的系統開始減低下降
[00:03:07.700 --> 00:03:09.060]  在這個時候
[00:03:09.060 --> 00:03:12.000]  重要的不單止我們知道有這個狀況
[00:03:12.000 --> 00:03:14.260]  更加我們要問自己
[00:03:14.260 --> 00:03:15.460]  我們可以找誰幫忙
[00:03:15.460 --> 00:03:17.040]  會不會找人幫忙
[00:03:17.040 --> 00:03:18.860]  有些人就怎樣都不找了
[00:03:18.860 --> 00:03:19.960]  我自己搞定
[00:03:19.960 --> 00:03:20.960]  就是搞不定
[00:03:20.960 --> 00:03:21.960]  可以找誰
[00:03:21.960 --> 00:03:25.100]  還有誰會來幫你
[00:03:25.100 --> 00:03:29.300]  今天我們看這張經文正正說了這件事
[00:03:29.300 --> 00:03:30.700]  我們有需要的時候可以怎樣
[00:03:30.700 --> 00:03:33.740]  或者我們甚至面對一些處境
[00:03:33.740 --> 00:03:35.600]  可能我們都有身體反應
[00:03:35.600 --> 00:03:37.900]  稍後都會看到一些身體反應
[00:03:37.900 --> 00:03:39.040]  究竟又是怎樣
[00:03:39.040 --> 00:03:41.840]  所以簡介這一張
[00:03:41.840 --> 00:03:44.060]  我都會先說說有些什麼事件
[00:03:44.060 --> 00:03:47.160]  接著我就會從中學習
[00:03:47.160 --> 00:03:49.060]  《廖王紀錄》第四章
[00:03:49.060 --> 00:03:50.500]  有幾件很重要的事發生
[00:03:50.500 --> 00:03:52.060]  第一件是這樣
[00:03:52.060 --> 00:03:53.400]  我們一起讀一讀
[00:03:53.400 --> 00:03:56.260]  在四章第一節
[00:03:56.260 --> 00:03:57.060]  我們一起讀
[00:03:57.060 --> 00:03:57.960]  一二三
[00:03:57.960 --> 00:04:00.500]  有一個先知門徒的妻
[00:04:00.500 --> 00:04:03.060]  哀求以利亞莎雪
[00:04:03.060 --> 00:04:05.860]  你僕人我丈夫死了
[00:04:05.860 --> 00:04:07.460]  他竟威耀我
[00:04:07.460 --> 00:04:09.260]  是你所施毒的
[00:04:09.260 --> 00:04:11.100]  現在有賊主說
[00:04:11.100 --> 00:04:13.860]  要取我兩個兒子創造我
[00:04:13.860 --> 00:04:17.360]  第一件事見到有一個寡婦
[00:04:17.360 --> 00:04:20.260]  尹以利莎一個神的僕人
[00:04:20.260 --> 00:04:22.560]  他說你僕人我丈夫死了
[00:04:22.560 --> 00:04:23.460]  他是一個什麼人
[00:04:23.460 --> 00:04:27.060]  一個敬畏神的人
[00:04:27.060 --> 00:04:29.760]  而在過程中有人來追債
[00:04:29.760 --> 00:04:31.660]  第一件事我們見到
[00:04:31.660 --> 00:04:36.460]  就是一個敬畏神的人
[00:04:36.460 --> 00:04:38.060]  他都會面對困境
[00:04:38.060 --> 00:04:39.660]  行不行
[00:04:39.660 --> 00:04:40.660]  會的
[00:04:40.660 --> 00:04:41.960]  我們都會的
[00:04:41.960 --> 00:04:44.760]  我們一個敬畏信神的人
[00:04:44.760 --> 00:04:46.760]  和不信神的人都會面對困境
[00:04:46.760 --> 00:04:49.460]  不過我們信神的人面對困境
[00:04:49.460 --> 00:04:50.660]  回應很不同
[00:04:50.660 --> 00:04:51.560]  行不行
[00:04:51.560 --> 00:04:52.760]  我們稍後再看下去
[00:04:52.760 --> 00:04:54.860]  第二件事發生
[00:04:54.860 --> 00:04:57.960]  就是記載在第八到第十節
[00:04:57.960 --> 00:04:59.260]  剛才第一件事是
[00:04:59.260 --> 00:05:02.660]  一個寡婦一個窮的人面對困難
[00:05:02.660 --> 00:05:04.860]  第二件事是一個有錢的人
[00:05:04.860 --> 00:05:05.660]  他都面對困難
[00:05:05.660 --> 00:05:06.560]  什麼困難呢
[00:05:06.560 --> 00:05:07.560]  我們一起讀讀
[00:05:07.560 --> 00:05:08.660]  第八到第十節
[00:05:08.660 --> 00:05:09.660]  一二三
[00:05:09.660 --> 00:05:12.460]  一日以利莎走到殊年
[00:05:12.460 --> 00:05:15.360]  再難過一個大門的婦人
[00:05:15.360 --> 00:05:17.060]  走到太陽關
[00:05:17.060 --> 00:05:20.660]  此後以利莎每從那裏經過
[00:05:20.660 --> 00:05:22.560]  就進去吃飯
[00:05:22.560 --> 00:05:24.560]  婦人對長夫說
[00:05:24.560 --> 00:05:27.860]  我看著那尚從往往這裏經過的
[00:05:27.860 --> 00:05:29.960]  是聖地的新人
[00:05:29.960 --> 00:05:34.460]  我們可以為她在長相國的一番笑話
[00:05:34.460 --> 00:05:36.960]  在其中看火闖牌
[00:05:36.960 --> 00:05:39.660]  卓子以至吻合
[00:05:39.660 --> 00:05:41.660]  下落往往這裏
[00:05:41.660 --> 00:05:44.060]  就可以存在其間
[00:05:44.060 --> 00:05:45.460]  這個有錢的婦人
[00:05:45.460 --> 00:05:46.560]  不單止是有錢的
[00:05:46.560 --> 00:05:47.360]  並且非常好
[00:05:47.360 --> 00:05:49.660]  他很體貼服侍神的人
[00:05:49.660 --> 00:05:51.460]  所以每次他經過以利莎
[00:05:51.460 --> 00:05:53.860]  他都請她吃飯
[00:05:53.860 --> 00:05:54.460]  這樣很好
[00:05:54.460 --> 00:05:55.060]  不單止是這樣
[00:05:55.060 --> 00:05:55.660]  我們慢慢知道
[00:05:55.660 --> 00:05:57.860]  一個跟隨服侍神的人
[00:05:57.860 --> 00:05:59.460]  要有安靜的時間
[00:05:59.460 --> 00:06:01.660]  要有分別為性的生命
[00:06:01.660 --> 00:06:04.860]  所以他為她準備了一間房
[00:06:04.860 --> 00:06:08.860]  有椅子坐著
[00:06:08.860 --> 00:06:10.560]  住在其間
[00:06:10.560 --> 00:06:12.260]  有錢的人
[00:06:12.260 --> 00:06:14.460]  在另一個不代表他
[00:06:14.460 --> 00:06:15.960]  沒有問題
[00:06:15.960 --> 00:06:17.660]  原來他也有他的問題
[00:06:17.660 --> 00:06:19.160]  第二件事件
[00:06:19.160 --> 00:06:20.060]  跟第一件事很不同
[00:06:20.060 --> 00:06:20.860]  第一件事是沒有錢
[00:06:20.860 --> 00:06:21.560]  第二件事是有錢
[00:06:21.560 --> 00:06:22.460]  不過
[00:06:22.460 --> 00:06:25.460]  原來他沒有兒子生的
[00:06:25.460 --> 00:06:28.260]  所以我們知道人生有錢
[00:06:28.260 --> 00:06:29.760]  都不可以解決所有問題
[00:06:29.760 --> 00:06:30.160]  是嗎
[00:06:30.160 --> 00:06:30.760]  行不行
[00:06:30.760 --> 00:06:32.260]  他們是針對這件事
[00:06:32.260 --> 00:06:35.360]  所以當時以利莎就幫他
[00:06:35.360 --> 00:06:37.860]  結果他有了嬰兒
[00:06:37.860 --> 00:06:38.760]  生了
[00:06:38.760 --> 00:06:39.560]  第二件事
[00:06:39.560 --> 00:06:41.760]  待會我們再慢慢仔細看每件事
[00:06:41.760 --> 00:06:42.860]  第三件事
[00:06:42.860 --> 00:06:44.360]  跟第二件事有關
[00:06:44.360 --> 00:06:46.460]  就是嬰兒出生
[00:06:46.460 --> 00:06:48.060]  成長之後
[00:06:48.060 --> 00:06:50.460]  發生第三件事
[00:06:50.460 --> 00:06:51.660]  也是很困難的事
[00:06:51.660 --> 00:06:52.460]  什麼事呢
[00:06:52.460 --> 00:06:53.360]  我們一起讀讀
[00:06:53.360 --> 00:06:55.860]  第十八節到二十節
[00:06:55.860 --> 00:06:56.760]  預備起
[00:06:56.760 --> 00:06:58.660]  孩子漸漸長大
[00:06:58.660 --> 00:07:02.360]  一日到他父親和收割的人那裏
[00:07:02.360 --> 00:07:03.960]  他對父親說
[00:07:03.960 --> 00:07:06.160]  我們求啊我們求啊
[00:07:06.160 --> 00:07:08.160]  他父親對父親說
[00:07:08.160 --> 00:07:10.860]  把他抱到他父親那裏
[00:07:10.860 --> 00:07:12.160]  沒有人抱他
[00:07:12.160 --> 00:07:16.360]  家人抱父親 孩子坐在他母親的膝上
[00:07:16.360 --> 00:07:18.360]  沒有人抱他
[00:07:18.360 --> 00:07:20.760]  他說孩子慢慢長大和父親收割
[00:07:20.760 --> 00:07:21.860]  即是他有田有地
[00:07:21.860 --> 00:07:22.760]  有錢的人
[00:07:22.760 --> 00:07:23.460]  突然間他說
[00:07:23.460 --> 00:07:24.460]  他要投呀投呀
[00:07:24.460 --> 00:07:24.960]  行不行
[00:07:24.960 --> 00:07:25.560]  他投呀投呀
[00:07:25.560 --> 00:07:26.460]  什麼事呢
[00:07:26.460 --> 00:07:27.960]  大家有沒有試過頭痛
[00:07:27.960 --> 00:07:28.960]  有吧
[00:07:28.960 --> 00:07:31.260]  我近來真的頭暈
[00:07:31.260 --> 00:07:31.760]  為什麼呢
[00:07:31.760 --> 00:07:32.960]  因為我的門徒跟我說
[00:07:32.960 --> 00:07:33.860]  喂 浸屋
[00:07:33.860 --> 00:07:35.760]  一起跑馬拉松
[00:07:35.760 --> 00:07:36.560]  你知啦
[00:07:36.560 --> 00:07:38.660]  我一被人這樣挑戰
[00:07:38.660 --> 00:07:39.660]  我就
[00:07:39.660 --> 00:07:40.560]  怕你嗎
[00:07:40.560 --> 00:07:41.660]  就報了
[00:07:41.660 --> 00:07:42.860]  一報完就祈禱啊
[00:07:42.860 --> 00:07:45.160]  神啊千萬不要抽中啊
[00:07:45.160 --> 00:07:46.360]  誰知就抽中了
[00:07:46.360 --> 00:07:46.960]  那我怎樣啊
[00:07:46.960 --> 00:07:48.460]  幾個禮拜前開始練跑啦
[00:07:48.460 --> 00:07:51.060]  一跑我就知道什麼叫我的頭啊我的頭啊
[00:07:51.060 --> 00:07:53.060]  我發現我開始中暑差不多
[00:07:53.060 --> 00:07:53.760]  行不行
[00:07:53.760 --> 00:07:54.960]  嘩 立刻頭都暈了
[00:07:54.960 --> 00:07:57.160]  又要去跑又要練
[00:07:57.160 --> 00:07:58.660]  這件事他在說
[00:07:58.660 --> 00:08:01.660]  人生總會有意外的
[00:08:01.660 --> 00:08:04.660]  行不行
[00:08:04.660 --> 00:08:05.760]  我不知道他投什麼事
[00:08:05.760 --> 00:08:06.660]  可能是中暑
[00:08:06.660 --> 00:08:07.660]  可能是撞傷
[00:08:07.660 --> 00:08:08.360]  不過
[00:08:08.360 --> 00:08:09.860]  他發生意外
[00:08:09.860 --> 00:08:11.560]  第三件事
[00:08:11.560 --> 00:08:13.360]  這個兒子死了
[00:08:13.360 --> 00:08:14.360]  行不行
[00:08:14.360 --> 00:08:16.360]  跟著當然還有第四件事
[00:08:16.360 --> 00:08:16.960]  第五件事
[00:08:16.960 --> 00:08:18.160]  我已經不夠時間了
[00:08:18.160 --> 00:08:19.160]  我還是不說了
[00:08:19.160 --> 00:08:20.160]  看一看
[00:08:20.160 --> 00:08:24.160]  看了就當知道了
[00:08:24.160 --> 00:08:26.160]  今天針對頭三件事
[00:08:26.160 --> 00:08:27.760]  我們學幾樣東西啊
[00:08:27.760 --> 00:08:28.760]  三樣東西
[00:08:28.760 --> 00:08:32.160]  跟旁邊說今天學三樣東西
[00:08:32.160 --> 00:08:33.160]  三樣東西好不好
[00:08:33.160 --> 00:08:35.560]  好 立刻進去看一看
[00:08:35.560 --> 00:08:36.560]  第一件事
[00:08:36.560 --> 00:08:37.560]  我們學一學
[00:08:37.560 --> 00:08:40.160]  作為幫助者伊利沙
[00:08:40.160 --> 00:08:42.160]  他怎樣去幫
[00:08:42.160 --> 00:08:44.160]  並且過程是什麼
[00:08:44.160 --> 00:08:45.160]  我們看一看
[00:08:45.160 --> 00:08:46.160]  作為幫助者
[00:08:46.160 --> 00:08:47.760]  我們不單止要知道
[00:08:47.760 --> 00:08:50.560]  我們並且要問清楚
[00:08:50.560 --> 00:08:51.960]  知道對方的需要
[00:08:51.960 --> 00:08:55.560]  也要勇敢去進入那個問題
[00:08:55.560 --> 00:08:56.760]  好 我們看一看
[00:08:56.760 --> 00:08:58.360]  當第一件事
[00:08:58.360 --> 00:09:02.360]  這個寡婦去找伊利沙
[00:09:02.360 --> 00:09:04.360]  她說她老公走了之後
[00:09:04.360 --> 00:09:05.360]  伊利沙做什麼呢
[00:09:05.360 --> 00:09:06.360]  我們讀一讀
[00:09:06.360 --> 00:09:08.760]  在《寮王紀下》四章二節
[00:09:08.760 --> 00:09:09.160]  一起讀
[00:09:09.160 --> 00:09:10.160]  一二三
[00:09:10.160 --> 00:09:11.960]  伊利沙問他說
[00:09:11.960 --> 00:09:14.960]  我可以為你做什麼呢
[00:09:14.960 --> 00:09:16.760]  其實我們可以有很多反應
[00:09:16.760 --> 00:09:18.560]  我們人生都很忙的
[00:09:18.560 --> 00:09:19.560]  伊利沙都很忙
[00:09:19.560 --> 00:09:20.560]  你可以聽到當務廳
[00:09:20.560 --> 00:09:22.560]  你可以聽到我為你祈禱
[00:09:22.560 --> 00:09:24.560]  你可以聽到我進入那個問題裡面
[00:09:24.560 --> 00:09:27.360]  他選擇進去這個人
[00:09:27.360 --> 00:09:30.160]  問我可以為你做什麼
[00:09:30.160 --> 00:09:33.360]  第二個場景就是那個有錢人
[00:09:33.360 --> 00:09:35.760]  本來沒有小孩
[00:09:35.760 --> 00:09:36.960]  但是他很有錢
[00:09:36.960 --> 00:09:42.160]  他問一下他這個婦人有什麼需要
[00:09:42.160 --> 00:09:47.160]  這裡有一個人名叫基哈西
[00:09:47.160 --> 00:09:47.960]  可以嗎
[00:09:47.960 --> 00:09:49.760]  是伊利亞的徒弟
[00:09:49.760 --> 00:09:50.360]  是他的僕人
[00:09:50.360 --> 00:09:51.360]  我們一起讀
[00:09:51.360 --> 00:09:53.960]  《寮王紀下》四章十四節
[00:09:53.960 --> 00:09:54.760]  預備起
[00:09:54.760 --> 00:09:57.160]  伊利沙對僕人說
[00:09:57.160 --> 00:10:00.160]  究竟當務廳做什麼呢
[00:10:00.160 --> 00:10:01.560]  伊利沙說
[00:10:01.560 --> 00:10:03.160]  當務廳有錢人
[00:10:03.160 --> 00:10:05.160]  當務廳有錢人
[00:10:05.160 --> 00:10:06.160]  他很照顧人
[00:10:06.160 --> 00:10:07.760]  很想知道旁邊的人
[00:10:07.760 --> 00:10:08.960]  好像表面上沒有什麼
[00:10:08.960 --> 00:10:11.360]  但是你有什麼需要呢
[00:10:11.360 --> 00:10:12.360]  當然你問了
[00:10:12.360 --> 00:10:13.560]  他不回答你沒有辦法
[00:10:13.560 --> 00:10:15.760]  但是他很想知道
[00:10:15.760 --> 00:10:16.760]  好了
[00:10:16.760 --> 00:10:18.560]  又去到兒子成長
[00:10:18.560 --> 00:10:20.160]  剛才說的頭暈
[00:10:20.160 --> 00:10:22.160]  不知道是不是中暑撞傷
[00:10:22.160 --> 00:10:26.760]  這個婦人寧願走去加密山
[00:10:26.760 --> 00:10:27.560]  找神人
[00:10:27.560 --> 00:10:29.360]  就是伊利沙
[00:10:29.360 --> 00:10:30.160]  有什麼事發生呢
[00:10:30.160 --> 00:10:30.760]  我們一起讀
[00:10:30.760 --> 00:10:31.760]  《二十五節》
[00:10:31.760 --> 00:10:32.360]  《二十六節》
[00:10:32.360 --> 00:10:33.360]  預備起
[00:10:33.360 --> 00:10:36.360]  婦人就往加密山去見神人
[00:10:36.360 --> 00:10:38.960]  神人遠遠地看劍下
[00:10:38.960 --> 00:10:41.160]  對僕人記下世事
[00:10:41.160 --> 00:10:43.760]  當那是年紀一天百年
[00:10:43.760 --> 00:10:45.560]  比一百年歷史差
[00:10:45.560 --> 00:10:46.760]  問下世事
[00:10:46.760 --> 00:10:47.960]  你記我媽媽
[00:10:47.960 --> 00:10:49.560]  你記我媽媽
[00:10:49.560 --> 00:10:51.160]  你記我媽媽
[00:10:51.160 --> 00:10:52.760]  他很敏銳
[00:10:52.760 --> 00:10:53.560]  看到這麼遠
[00:10:53.560 --> 00:10:55.360]  有人跑來知道一定有事
[00:10:55.360 --> 00:10:57.360]  所以他就派僕人去問
[00:10:57.360 --> 00:10:58.160]  你平安嗎
[00:10:58.160 --> 00:10:58.760]  你還好嗎
[00:10:58.760 --> 00:10:59.360]  你有沒有事嗎
[00:10:59.360 --> 00:11:01.160]  意思就是會這樣
[00:11:01.160 --> 00:11:04.760]  面對別人遇見困境的反應
[00:11:04.760 --> 00:11:07.560]  一般來說可能有這幾種
[00:11:07.560 --> 00:11:10.160]  第一就是沒有反應
[00:11:10.160 --> 00:11:11.760]  我聽完就噢
[00:11:11.760 --> 00:11:12.760]  這樣啊
[00:11:12.760 --> 00:11:13.960]  不太好
[00:11:13.960 --> 00:11:14.960]  第二
[00:11:14.960 --> 00:11:16.960]  表面上都好像沒有反應
[00:11:16.960 --> 00:11:19.360]  但是他其實是不懂反應
[00:11:19.360 --> 00:11:20.160]  有時候也是
[00:11:20.160 --> 00:11:20.960]  有些組員問
[00:11:20.960 --> 00:11:22.560]  我將我的很大的困難
[00:11:22.560 --> 00:11:24.160]  告訴小組聽
[00:11:24.160 --> 00:11:25.760]  但是他們沒有反應
[00:11:25.760 --> 00:11:27.160]  其實未必他們沒有反應
[00:11:27.160 --> 00:11:28.960]  他不知道怎麼反應
[00:11:28.960 --> 00:11:29.760]  有時候突然間
[00:11:29.760 --> 00:11:31.760]  有很大件事在家裡發生
[00:11:31.760 --> 00:11:32.360]  他怎樣呢
[00:11:32.360 --> 00:11:32.960]  他問候你
[00:11:32.960 --> 00:11:33.360]  不問候你
[00:11:33.360 --> 00:11:33.960]  出聲不出聲
[00:11:33.960 --> 00:11:35.160]  有時候很難
[00:11:35.160 --> 00:11:36.360]  不知道怎麼反應
[00:11:36.360 --> 00:11:37.160]  第三
[00:11:37.160 --> 00:11:37.960]  為他祈禱
[00:11:37.960 --> 00:11:38.960]  第四
[00:11:38.960 --> 00:11:40.960]  只是想著用自己的方法幫他
[00:11:40.960 --> 00:11:41.760]  我聽完之後
[00:11:41.760 --> 00:11:42.360]  你有病
[00:11:42.360 --> 00:11:43.760]  我找這個醫生那個醫生那個
[00:11:43.760 --> 00:11:45.560]  你沒什麼就馬上找
[00:11:45.560 --> 00:11:48.360]  但是還沒聽清楚其實他的內心
[00:11:48.360 --> 00:11:49.560]  第五
[00:11:49.560 --> 00:11:51.560]  就是聽完之後問下
[00:11:51.560 --> 00:11:53.360]  其實你有什麼需要
[00:11:53.360 --> 00:11:55.560]  以利沙選擇
[00:11:55.560 --> 00:11:57.160]  進到問題裡面
[00:11:57.160 --> 00:11:58.760]  問下當事人
[00:11:58.760 --> 00:12:01.560]  你有什麼需要
[00:12:01.560 --> 00:12:02.960]  很重要
[00:12:02.960 --> 00:12:04.960]  我記得十幾年前
[00:12:04.960 --> 00:12:06.760]  現在我們去探辦案房
[00:12:06.760 --> 00:12:08.560]  探盧小姐就習慣了
[00:12:08.560 --> 00:12:10.160]  但是剛剛開始的時候
[00:12:10.160 --> 00:12:11.760]  在我的學習裡面
[00:12:11.760 --> 00:12:12.360]  對我來說
[00:12:12.360 --> 00:12:13.760]  我都很學到
[00:12:13.760 --> 00:12:15.160]  在前輩
[00:12:15.160 --> 00:12:16.760]  在別的
[00:12:16.760 --> 00:12:18.560]  已經做開人身上的島
[00:12:18.560 --> 00:12:20.760]  我記得當時關懷毛家姐妹
[00:12:20.760 --> 00:12:22.360]  那些同工帶我
[00:12:22.360 --> 00:12:24.360]  第一次去探法
[00:12:24.360 --> 00:12:27.760]  就是去到其中有些露宿者那裡
[00:12:27.760 --> 00:12:29.560]  有一位越南人的露宿者
[00:12:29.560 --> 00:12:30.560]  我記得
[00:12:30.560 --> 00:12:32.360]  同工就帶我
[00:12:32.360 --> 00:12:33.960]  去之慘去之前
[00:12:33.960 --> 00:12:35.760]  繞了一個很大的圈
[00:12:35.760 --> 00:12:36.960]  走了很多分鐘
[00:12:36.960 --> 00:12:38.360]  去某一間餐廳
[00:12:38.360 --> 00:12:40.760]  某一杯奶茶
[00:12:40.760 --> 00:12:42.160]  好像很簡單的奶茶
[00:12:42.160 --> 00:12:43.560]  接著繞到那裡
[00:12:43.560 --> 00:12:45.360]  我就問他
[00:12:45.360 --> 00:12:47.160]  你繞到那裡那麼遠做什麼
[00:12:47.160 --> 00:12:47.760]  買杯奶茶
[00:12:47.760 --> 00:12:48.760]  買杯奶茶
[00:12:48.760 --> 00:12:49.360]  給那些露宿者
[00:12:49.360 --> 00:12:51.160]  其實奶茶直走又有
[00:12:51.160 --> 00:12:52.160]  轉又有
[00:12:52.160 --> 00:12:52.960]  歪了又有
[00:12:52.960 --> 00:12:55.360]  為什麼要走那麼遠呢
[00:12:55.360 --> 00:12:58.160]  奶茶你知道我都經常喝
[00:12:58.160 --> 00:12:59.160]  找到就買
[00:12:59.160 --> 00:13:00.360]  他說不是這樣的
[00:13:00.360 --> 00:13:01.160]  為什麼呢
[00:13:01.160 --> 00:13:02.360]  因為那個露宿者
[00:13:02.360 --> 00:13:04.560]  是喜歡喝那一間
[00:13:04.560 --> 00:13:05.560]  可以嗎
[00:13:05.560 --> 00:13:06.960]  我就心想
[00:13:06.960 --> 00:13:07.960]  嘩
[00:13:07.960 --> 00:13:09.960]  用不著這麼厭倦吧
[00:13:09.960 --> 00:13:11.360]  我就表面上
[00:13:11.360 --> 00:13:13.160]  我都很會裝
[00:13:13.160 --> 00:13:14.160]  沒事的
[00:13:14.160 --> 00:13:15.160]  可能我就
[00:13:15.160 --> 00:13:16.160]  突然間
[00:13:16.160 --> 00:13:19.360]  那個同工就很聰明
[00:13:19.360 --> 00:13:20.160]  看到我動一動
[00:13:20.160 --> 00:13:20.560]  他就問
[00:13:20.560 --> 00:13:23.160]  你覺得有什麼問題
[00:13:23.160 --> 00:13:25.360]  你問起我就說
[00:13:25.360 --> 00:13:27.160]  買杯奶茶而已
[00:13:27.160 --> 00:13:28.760]  用不著這樣
[00:13:28.760 --> 00:13:29.560]  接著他跟我說
[00:13:29.560 --> 00:13:30.560]  不是
[00:13:30.560 --> 00:13:32.160]  我們服侍人不是這樣
[00:13:32.160 --> 00:13:34.160]  你要明白他的需要
[00:13:34.160 --> 00:13:35.360]  就是服侍他的需要
[00:13:35.360 --> 00:13:37.760]  我突然間很感動
[00:13:37.760 --> 00:13:39.160]  我覺得是
[00:13:39.160 --> 00:13:40.960]  真的不是你給他什麼
[00:13:40.960 --> 00:13:42.360]  是他需要什麼
[00:13:42.360 --> 00:13:43.160]  當然我們說
[00:13:43.160 --> 00:13:44.160]  他需要的東西不是
[00:13:44.160 --> 00:13:45.760]  殺人放火
[00:13:45.760 --> 00:13:46.960]  大麻金腰帶
[00:13:46.960 --> 00:13:48.160]  不是那些
