
[00:00:00.000 --> 00:00:07.000]  我們是以詩篇119篇作為一個中心
[00:03:40.000 --> 00:03:44.000]  這八節每一個字開始的時候都是A
[00:03:44.000 --> 00:03:46.000]  那麼希伯來文是22個字母
[00:03:46.000 --> 00:03:50.000]  所以它們排下來就是有22段
[00:03:50.000 --> 00:03:52.000]  22段每段八節
[00:03:52.000 --> 00:03:56.000]  每一段裡頭的第一個字的字母
[00:03:56.000 --> 00:03:58.000]  都是同一個字母
[00:03:58.000 --> 00:04:04.000]  所以這樣的詩篇不是很多
[00:04:04.000 --> 00:04:06.000]  叫做字母詩
[00:04:06.000 --> 00:04:13.000]  字母詩篇裡頭大概有九篇
[00:04:13.000 --> 00:04:19.000]  那麼這個字最長最完整的就是119篇
[00:04:20.000 --> 00:04:26.000]  每一篇119篇每一篇的話
[00:04:26.000 --> 00:04:31.000]  都是說到神向人顯示祂的自己
[00:04:31.000 --> 00:04:35.000]  祂告訴我們神是怎樣立位神
[00:04:35.000 --> 00:04:39.000]  也告訴我們神跟人的關係是怎麼樣
[00:04:39.000 --> 00:04:42.000]  神的旨意是什麼
[00:04:42.000 --> 00:04:46.000]  人生的目的是什麼
[00:04:47.000 --> 00:04:50.000]  所以你看見這個詩篇
[00:04:50.000 --> 00:04:52.000]  寫詩的人並不是說
[00:04:52.000 --> 00:04:57.000]  他裡面有一些感動或者有一些要發揮
[00:04:57.000 --> 00:04:59.000]  就寫了這個詩
[00:04:59.000 --> 00:05:01.000]  他乃是按照神的意思
[00:05:01.000 --> 00:05:08.000]  把這個神的話重要的全面都說在這個詩篇裡頭
[00:05:08.000 --> 00:05:13.000]  為什麼要按照字母來排列呢
[00:05:13.000 --> 00:05:16.000]  因為比較容易記憶
[00:05:16.000 --> 00:05:18.000]  你要背下來之後
[00:05:18.000 --> 00:05:23.000]  第一個字母背八節以後才輪到第二個字母
[00:05:23.000 --> 00:05:25.000]  是比較容易記憶下來
[00:05:25.000 --> 00:05:34.000]  而且為什麼要用176節來表達神的話呢
[00:05:34.000 --> 00:05:40.000]  因為它表明這個裡面包含了神的智慧
[00:05:40.000 --> 00:05:43.000]  要認識神的知識
[00:05:43.000 --> 00:05:48.000]  這些重要的地方都包括在這個詩篇裡頭了
[00:05:48.000 --> 00:05:50.000]  有些德國的信徒
[00:05:50.000 --> 00:05:56.000]  他們就把這個119篇這樣寫下來
[00:05:56.000 --> 00:06:01.000]  是方便信徒能夠來讚美神
[00:06:01.000 --> 00:06:02.000]  能夠來愛神
[00:06:02.000 --> 00:06:08.000]  能夠看到神的能力的一個ABC
[00:06:08.000 --> 00:06:13.000]  把重要的信都包括在這119篇
[00:06:13.000 --> 00:06:16.000]  但是我們有這樣的詩篇
[00:06:16.000 --> 00:06:21.000]  但是我們很少有人能夠把它都背下來
[00:06:21.000 --> 00:06:25.000]  因為實在是很長也不容易
[00:06:25.000 --> 00:06:33.000]  也很少有人能夠把119篇這176節聖經都能夠明白
[00:06:33.000 --> 00:06:36.000]  都能夠融會貫通的
[00:06:36.000 --> 00:06:39.000]  但是我們看見既然是這麼重要
[00:06:39.000 --> 00:06:43.000]  所以我們也需要一起來看看
[00:06:43.000 --> 00:06:47.000]  我們要從這個詩篇119篇
[00:06:47.000 --> 00:06:52.000]  看到神的話有全並
[00:06:52.000 --> 00:06:54.000]  看到神的話是可靠的
[00:06:54.000 --> 00:06:58.000]  也看到神的話是有能力的
[00:06:58.000 --> 00:07:01.000]  那我們先來讀119篇
[00:07:01.000 --> 00:07:03.000]  我們不能夠全讀
[00:07:03.000 --> 00:07:07.000]  我們就讀第一節到第九節
[00:07:07.000 --> 00:07:09.000]  第一節到第九節
[00:07:09.000 --> 00:07:12.000]  我們一起來
[00:07:12.000 --> 00:07:14.000]  行為完全
[00:07:14.000 --> 00:07:16.000]  尊敬耶華耶華的
[00:07:16.000 --> 00:07:18.000]  這人便為有福
[00:07:18.000 --> 00:07:20.000]  遵守祂的法路
[00:07:20.000 --> 00:07:22.000]  一心以求祂的
[00:07:22.000 --> 00:07:24.000]  這人便為有福
[00:07:24.000 --> 00:07:27.000]  這人不做非議的事
[00:07:27.000 --> 00:07:29.000]  但尊敬祂的道
[00:07:29.000 --> 00:07:34.000]  耶華祢曾將祢的訓詞豐富我們
[00:07:34.000 --> 00:07:37.000]  要我們殷勤遵守
[00:07:37.000 --> 00:07:40.000]  但願我行事堅定
[00:07:40.000 --> 00:07:43.000]  可以遵守祢的律例
[00:07:43.000 --> 00:07:46.000]  我看重祢的一切命令
[00:07:46.000 --> 00:07:48.000]  久不至於羞愧
[00:07:48.000 --> 00:07:51.000]  我學了祢公義的判語
[00:07:51.000 --> 00:07:54.000]  希望以正直的心呈現祢
[00:07:54.000 --> 00:07:57.000]  我必守祢的律例
[00:07:57.000 --> 00:08:00.000]  求祢不要丟棄我
[00:08:00.000 --> 00:08:04.000]  少年人用什麼決定他的行為呢
[00:08:04.000 --> 00:08:06.000]  是要遵行祢的話
[00:08:06.000 --> 00:08:09.000]  我們聖經就先讀到這裡
[00:08:09.000 --> 00:08:11.000]  我們讀到這個
[00:08:11.000 --> 00:08:13.000]  頭九節的話
[00:08:13.000 --> 00:08:15.000]  看見有幾個
[00:08:15.000 --> 00:08:17.000]  有九個
[00:08:17.000 --> 00:08:19.000]  每節裡頭都有一個字
[00:08:19.000 --> 00:08:21.000]  都是表示聖的話
[00:08:21.000 --> 00:08:23.000]  第一節裡頭說
[00:08:23.000 --> 00:08:25.000]  遵行耶華律法
[00:08:25.000 --> 00:08:27.000]  這地方講到有律法
[00:08:27.000 --> 00:08:28.000]  律法是一個字
[00:08:28.000 --> 00:08:29.000]  第二節呢
[00:08:29.000 --> 00:08:31.000]  遵守祂的法度
[00:08:31.000 --> 00:08:33.000]  這地方也有法度
[00:08:33.000 --> 00:08:35.000]  法度也是聖的話
[00:08:35.000 --> 00:08:37.000]  第三節呢
[00:08:37.000 --> 00:08:39.000]  但遵行祂的道
[00:08:39.000 --> 00:08:41.000]  這地方又有道
[00:08:41.000 --> 00:08:45.000]  道也是表示聖的話
[00:08:45.000 --> 00:08:46.000]  第四節呢
[00:08:46.000 --> 00:08:48.000]  祂說祢的訓詞
[00:08:48.000 --> 00:08:51.000]  訓詞也是聖的話
[00:08:51.000 --> 00:08:52.000]  第五節呢
[00:08:52.000 --> 00:08:55.000]  遵守祢的律例
[00:08:55.000 --> 00:08:58.000]  律例也是聖的話
[00:08:58.000 --> 00:08:59.000]  第六節
[00:08:59.000 --> 00:09:02.000]  祂說我看懂祢的一些命令
[00:09:02.000 --> 00:09:05.000]  命令也是聖的話
[00:09:05.000 --> 00:09:06.000]  第七節
[00:09:06.000 --> 00:09:09.000]  我學了祢公義的判語
[00:09:09.000 --> 00:09:13.000]  判語也是聖的話
[00:09:13.000 --> 00:09:14.000]  第八節說
[00:09:14.000 --> 00:09:17.000]  我遵守祢的律例
[00:09:17.000 --> 00:09:19.000]  律例也是聖的話
[00:09:19.000 --> 00:09:21.000]  第九節說
[00:09:21.000 --> 00:09:23.000]  用什麼界定祂的行為呢
[00:09:23.000 --> 00:09:25.000]  是要遵行祢的話
[00:09:25.000 --> 00:09:28.000]  這地方話也是一個字
[00:09:28.000 --> 00:09:32.000]  也是表示聖的話
[00:09:32.000 --> 00:09:35.000]  所以我們先從第一節到第九節
[00:09:35.000 --> 00:09:36.000]  就看到
[00:09:36.000 --> 00:09:39.000]  祂用不同的話
[00:09:39.000 --> 00:09:41.000]  都是說聖的話
[00:09:41.000 --> 00:09:44.000]  祂用不同的字
[00:09:44.000 --> 00:09:47.000]  和同義詞來表達
[00:09:47.000 --> 00:09:49.000]  就表示聖的話
[00:09:49.000 --> 00:09:51.000]  是一個很大的範圍
[00:09:51.000 --> 00:09:54.000]  有各方面的一些重點
[00:09:54.000 --> 00:09:58.000]  那麼我們在這個題綱裡頭呢
[00:09:58.000 --> 00:10:00.000]  就把一些我們英文的
[00:10:00.000 --> 00:10:02.000]  放在一邊的話
[00:10:02.000 --> 00:10:03.000]  可以做個對照
[00:10:03.000 --> 00:10:08.000]  總的都是聖的話
[00:10:08.000 --> 00:10:10.000]  那麼我們第一個可以看到的
[00:10:10.000 --> 00:10:14.000]  就是一個律法
[00:10:14.000 --> 00:10:16.000]  這個律法在第一節我們看到了
[00:10:16.000 --> 00:10:18.000]  在以後下面也有律法的字
[00:10:18.000 --> 00:10:20.000]  一共是用了
[00:10:20.000 --> 00:10:22.000]  在這篇詩篇用了二十五次
[00:10:22.000 --> 00:10:24.000]  意思是什麼呢
[00:10:24.000 --> 00:10:26.000]  律法就是教訓
[00:10:26.000 --> 00:10:28.000]  教訓就是指導
[00:10:28.000 --> 00:10:31.000]  就相當於一個國家裡頭的憲法一樣的
[00:10:31.000 --> 00:10:32.000]  是一個總的
[00:10:32.000 --> 00:10:35.000]  律法是很大的
[00:10:35.000 --> 00:10:37.000]  很全面的
[00:10:37.000 --> 00:10:39.000]  這可以指這個律法的話
[00:10:39.000 --> 00:10:41.000]  常常聖經講到有律法
[00:10:41.000 --> 00:10:44.000]  有時候指的是摩西五經
[00:10:44.000 --> 00:10:46.000]  創世紀一直到生命紀
[00:10:46.000 --> 00:10:48.000]  這個五卷聖經
[00:10:48.000 --> 00:10:50.000]  在這個聖經裡頭
[00:10:50.000 --> 00:10:53.000]  也稱為它是律法書
[00:10:53.000 --> 00:10:55.000]  律法
[00:10:55.000 --> 00:10:58.000]  那麼這個就是一個全名
[00:10:58.000 --> 00:11:01.000]  寫在這裡頭的話呢
[00:11:01.000 --> 00:11:02.000]  說到律法的話
[00:11:02.000 --> 00:11:06.000]  是神的全名
[00:11:06.000 --> 00:11:08.000]  那麼這個律法什麼意思呢
[00:11:08.000 --> 00:11:10.000]  律法就是神的旨意
[00:11:10.000 --> 00:11:12.000]  神有祂的旨意
[00:11:12.000 --> 00:11:13.000]  對這個事情
[00:11:13.000 --> 00:11:14.000]  對人
[00:11:14.000 --> 00:11:16.000]  對這整個世界宇宙
[00:11:16.000 --> 00:11:18.000]  都有祂的旨意
[00:11:18.000 --> 00:11:21.000]  神的旨意就是對人的生活
[00:11:21.000 --> 00:11:23.000]  怎麼侍奉
[00:11:23.000 --> 00:11:25.000]  都有一個指引
[00:11:25.000 --> 00:11:27.000]  有個規定
[00:11:27.000 --> 00:11:29.000]  所以神的律法呢
[00:11:29.000 --> 00:11:31.000]  就可以看到
[00:11:31.000 --> 00:11:34.000]  好像像神一個旨意的一個規定
[00:11:34.000 --> 00:11:37.000]  一個法典一樣的規定
[00:11:37.000 --> 00:11:39.000]  這是一個法度
[00:11:39.000 --> 00:11:41.000]  這個是一個律法
[00:11:41.000 --> 00:11:42.000]  第二個字呢
[00:11:42.000 --> 00:11:45.000]  我們看到有一個叫做法度
[00:11:45.000 --> 00:11:49.000]  這個字對我們日常生活是不太用
[00:11:49.000 --> 00:11:51.000]  但是如果你看英文的話
[00:11:51.000 --> 00:11:53.000]  它叫Testimony
[00:11:53.000 --> 00:11:54.000]  就是一個見證
[00:11:54.000 --> 00:11:56.000]  所以法度意思呢
[00:11:56.000 --> 00:11:58.000]  是一個見證的意思
[00:11:58.000 --> 00:12:00.000]  它用了二三次
[00:12:00.000 --> 00:12:01.000]  也用了不少
[00:12:01.000 --> 00:12:02.000]  你讀到一百一十九篇
[00:12:02.000 --> 00:12:04.000]  也用了不少次
[00:12:04.000 --> 00:12:05.000]  這字根呢
[00:12:05.000 --> 00:12:07.000]  就是做見證
[00:12:07.000 --> 00:12:08.000]  做見證
[00:12:08.000 --> 00:12:09.000]  就聖經什麼呢
[00:12:09.000 --> 00:12:13.000]  聖經是為了神的旨意來做見證的
[00:12:13.000 --> 00:12:15.000]  所以說有這個法度
[00:12:15.000 --> 00:12:18.000]  那麼有見證的意思呢
[00:12:18.000 --> 00:12:21.000]  同時也包含有警告的意思
[00:12:21.000 --> 00:12:27.000]  要注意這個法度
[00:12:27.000 --> 00:12:30.000]  第三個字就是一個道字
[00:12:30.000 --> 00:12:33.000]  這個道字是道路的道
[00:12:33.000 --> 00:12:36.000]  為道
[00:12:36.000 --> 00:12:39.000]  聖經裡頭有說
[00:12:39.000 --> 00:12:40.000]  太書有道
[00:12:40.000 --> 00:12:42.000]  這個道是話
[00:12:42.000 --> 00:12:43.000]  但是這個地方
[00:12:43.000 --> 00:12:44.000]  這個道呢
[00:12:44.000 --> 00:12:46.000]  是這個第三界的道
[00:12:46.000 --> 00:12:49.000]  是遵行他的道
[00:12:49.000 --> 00:12:52.000]  就是走神的路
[00:12:52.000 --> 00:12:53.000]  就是意思說
[00:12:53.000 --> 00:12:54.000]  這個道什麼意思呢
[00:12:54.000 --> 00:12:56.000]  就是神的旨意
[00:12:56.000 --> 00:12:58.000]  怎麼能夠施行出來
[00:12:58.000 --> 00:13:00.000]  這樣的路
[00:13:00.000 --> 00:13:02.000]  跟我們人的路不一樣
[00:13:02.000 --> 00:13:04.000]  我們要做什麼事情
[00:13:04.000 --> 00:13:07.000]  我們都有一個走的一個方法
[00:13:07.000 --> 00:13:09.000]  一個怎麼去弄一個道
[00:13:09.000 --> 00:13:11.000]  但這個地方的道呢
[00:13:11.000 --> 00:13:13.000]  就指到神的旨意
[00:13:13.000 --> 00:13:16.000]  怎麼去實行去
[00:13:16.000 --> 00:13:19.000]  第四個訓詞
[00:13:19.000 --> 00:13:24.000]  訓詞就用了21次
[00:13:24.000 --> 00:13:25.000]  訓詞的意思呢
[00:13:25.000 --> 00:13:26.000]  就是講到
[00:13:26.000 --> 00:13:29.000]  是一個對神的旨意
[00:13:29.000 --> 00:13:30.000]  仍有個責任
[00:13:30.000 --> 00:13:32.000]  好像有個教訓
[00:13:32.000 --> 00:13:35.000]  我們應該是怎麼去遵守
[00:13:35.000 --> 00:13:38.000]  就是他對這一個事情呢
[00:13:38.000 --> 00:13:40.000]  有叫大家能注意
[00:13:40.000 --> 00:13:45.000]  而且有個監督跟注意的意思
[00:13:45.000 --> 00:13:49.000]  第五個是叫做律力
[00:13:49.000 --> 00:13:51.000]  律力用了22次
[00:13:51.000 --> 00:13:52.000]  這個律力
[00:13:52.000 --> 00:13:54.000]  這個原文的這個字根呢
[00:13:54.000 --> 00:13:57.000]  就是刻在石頭上面
[00:13:57.000 --> 00:14:02.000]  你像摩西在山上得到神的律法
[00:14:02.000 --> 00:14:03.000]  四條誡命
[00:14:03.000 --> 00:14:06.000]  他是刻在這個石頭板上
[00:14:06.000 --> 00:14:10.000]  屬於這個律力這個字根的意思呢
[00:14:10.000 --> 00:14:13.000]  就是刻在石頭上面
[00:14:13.000 --> 00:14:15.000]  不是說寫在紙上
[00:14:15.000 --> 00:14:17.000]  寫在紙上的紙很容易壞
[00:14:17.000 --> 00:14:20.000]  但是刻在這個石頭上面呢
[00:14:20.000 --> 00:14:23.000]  就是能夠存得很久很久
[00:14:23.000 --> 00:14:25.000]  就指到神的旨意呢
[00:14:25.000 --> 00:14:27.000]  有一個長久
[00:14:27.000 --> 00:14:28.000]  有個持久
[00:14:28.000 --> 00:14:30.000]  而且是刻下去
[00:14:30.000 --> 00:14:31.000]  不會改變
[00:14:31.000 --> 00:14:34.000]  有個約束的意思
[00:14:34.000 --> 00:14:36.000]  所以這個神的律力呢
[00:14:36.000 --> 00:14:38.000]  是有一個約束
[00:14:38.000 --> 00:14:40.000]  指出神的旨意裡頭
[00:14:40.000 --> 00:14:45.000]  有約束跟有個持久的意思
[00:14:45.000 --> 00:14:48.000]  第六是命令
[00:14:48.000 --> 00:14:51.000]  命令我們就比較容易理解了
[00:14:51.000 --> 00:14:53.000]  上級對下級的命令
[00:14:53.000 --> 00:14:56.000]  神對我們的命令
[00:14:56.000 --> 00:14:58.000]  甚至用了二十二次
[00:14:58.000 --> 00:15:02.000]  也不少表示神的旨意呢
[00:15:02.000 --> 00:15:04.000]  是有權定的
[00:15:04.000 --> 00:15:06.000]  神對人說的話
[00:15:06.000 --> 00:15:09.000]  有一些地方是命令
[00:15:09.000 --> 00:15:11.000]  不需要跟人討論
[00:15:11.000 --> 00:15:13.000]  就說你又必須這樣做
[00:15:13.000 --> 00:15:15.000]  不可殺人
[00:15:15.000 --> 00:15:17.000]  不可姦淫
[00:15:17.000 --> 00:15:19.000]  這些他都是屬於命令
[00:15:19.000 --> 00:15:21.000]  很清楚的
[00:15:21.000 --> 00:15:25.000]  這個命令呢
[00:15:25.000 --> 00:15:28.000]  就說到對神的旨意呢
[00:15:28.000 --> 00:15:29.000]  必須要的
[00:15:29.000 --> 00:15:31.000]  必要的一個要求
[00:15:31.000 --> 00:15:32.000]  神的旨意呢
[00:15:32.000 --> 00:15:35.000]  就是要人來聽從
[00:15:35.000 --> 00:15:37.000]  來執行
[00:15:37.000 --> 00:15:39.000]  第七個
[00:15:39.000 --> 00:15:41.000]  判予
[00:15:41.000 --> 00:15:43.000]  判予對我們說
[00:15:43.000 --> 00:15:45.000]  就不太熟悉了
[00:15:45.000 --> 00:15:47.000]  但是在法律上呢
[00:15:47.000 --> 00:15:49.000]  倒是常用到這個
[00:15:49.000 --> 00:15:51.000]  judgment
[00:15:51.000 --> 00:15:53.000]  就是判斷
[00:15:53.000 --> 00:15:54.000]  判詞
[00:15:54.000 --> 00:15:55.000]  判決
[00:15:55.000 --> 00:15:57.000]  怎麼定下來
[00:15:57.000 --> 00:16:00.000]  這就是對一些事情呢
[00:16:00.000 --> 00:16:02.000]  判斷下來
[00:16:02.000 --> 00:16:04.000]  特別是對一些有疑惑的事情
[00:16:04.000 --> 00:16:06.000]  是這樣做好呢
[00:16:06.000 --> 00:16:08.000]  是那樣的做好呢
[00:16:08.000 --> 00:16:09.000]  是這樣對呢
[00:16:09.000 --> 00:16:10.000]  還是那樣對呢
[00:16:10.000 --> 00:16:12.000]  對這樣的疑惑的事情呢
[00:16:12.000 --> 00:16:15.000]  特別是用到這個判予
[00:16:15.000 --> 00:16:16.000]  神的判予
[00:16:16.000 --> 00:16:18.000]  神說這樣就對了
[00:16:18.000 --> 00:16:21.000]  那就是祂的判予
[00:16:21.000 --> 00:16:22.000]  第八個
[00:16:22.000 --> 00:16:25.000]  就是話
[00:16:25.000 --> 00:16:26.000]  這話
[00:16:26.000 --> 00:16:28.000]  在希伯來文裡頭呢
[00:16:28.000 --> 00:16:29.000]  這話呢
[00:16:29.000 --> 00:16:31.000]  我們翻譯出來都是
[00:16:31.000 --> 00:16:32.000]  中共都是話
[00:16:32.000 --> 00:16:35.000]  但是它有兩個不同的原文
[00:16:35.000 --> 00:16:38.000]  原文有兩個不同的
[00:16:38.000 --> 00:16:39.000]  這個話呢
[00:16:39.000 --> 00:16:40.000]  第一個呢
[00:16:40.000 --> 00:16:42.000]  第一個叫deva
[00:16:42.000 --> 00:16:43.000]  deva的意思呢
[00:16:43.000 --> 00:16:45.000]  就是用來傳遞神的旨意
[00:16:45.000 --> 00:16:47.000]  是一個種的
[00:16:47.000 --> 00:16:49.000]  就是說
[00:16:49.000 --> 00:16:51.000]  神的旨意
[00:16:51.000 --> 00:16:53.000]  怎麼能夠給人知道呢
[00:16:53.000 --> 00:16:56.000]  怎麼能夠得到呢
[00:16:56.000 --> 00:16:58.000]  人怎麼能夠明白呢
[00:16:58.000 --> 00:17:00.000]  神用祂的話
[00:17:00.000 --> 00:17:02.000]  用祂的話是什麼呢
[00:17:02.000 --> 00:17:05.000]  來傳達祂的旨意
[00:17:05.000 --> 00:17:07.000]  那麼另外一個呢
[00:17:07.000 --> 00:17:08.000]  還有一個話
[00:17:08.000 --> 00:17:11.000]  也是中文都翻成話
[00:17:11.000 --> 00:17:13.000]  但在原文是另外一個字
[00:17:13.000 --> 00:17:15.000]  這個imra
[00:17:15.000 --> 00:17:17.000]  這個字的話
[00:17:17.000 --> 00:17:18.000]  就是說
[00:17:18.000 --> 00:17:22.000]  把神的旨意表達出來的話
[00:17:22.000 --> 00:17:24.000]  一個就是
[00:17:24.000 --> 00:17:28.000]  神的旨意是這樣的
[00:17:28.000 --> 00:17:29.000]  另一個呢
[00:17:29.000 --> 00:17:32.000]  神用祂的話來表達祂的旨意
[00:17:32.000 --> 00:17:35.000]  這個跟前面那個話呢
[00:17:35.000 --> 00:17:37.000]  有一些不同的主動點
[00:17:37.000 --> 00:17:38.000]  不同
[00:17:38.000 --> 00:17:40.000]  那就是說
[00:17:40.000 --> 00:17:43.000]  來表達神的旨意
[00:17:43.000 --> 00:17:47.000]  那麼裡面常也有帶音許的意思
[00:17:47.000 --> 00:17:48.000]  神也有說
[00:17:48.000 --> 00:17:50.000]  給這個話的話呢
[00:17:50.000 --> 00:17:52.000]  是給人們音許
[00:17:52.000 --> 00:17:55.000]  如果你是順從我
[00:17:55.000 --> 00:17:57.000]  我就要祝福你
[00:17:57.000 --> 00:17:59.000]  叫你出入的話都有平安
[00:17:59.000 --> 00:18:00.000]  像這些呢
[00:18:00.000 --> 00:18:02.000]  都是神的話
[00:18:02.000 --> 00:18:03.000]  有的帶音許
[00:18:03.000 --> 00:18:04.000]  那有的話呢
[00:18:04.000 --> 00:18:06.000]  就是一個神的旨意
[00:18:06.000 --> 00:18:09.000]  一個規定
[00:18:09.000 --> 00:18:11.000]  很明確的
[00:18:11.000 --> 00:18:13.000]  那麼這兩個呢有不同
[00:18:13.000 --> 00:18:18.000]  那麼跟在希臘文呢
[00:18:18.000 --> 00:18:19.000]  它也有分的
[00:18:19.000 --> 00:18:21.000]  一個就是Logos
[00:18:21.000 --> 00:18:24.000]  一個就是Rama
[00:18:24.000 --> 00:18:25.000]  它都有分
[00:18:25.000 --> 00:18:27.000]  我們不在這裡詳細的說
[00:18:27.000 --> 00:18:28.000]  就意思
[00:18:28.000 --> 00:18:29.000]  神的話呢
[00:18:29.000 --> 00:18:32.000]  有的是一個硬性的
[00:18:32.000 --> 00:18:34.000]  一個規定下來
[00:18:34.000 --> 00:18:36.000]  整個的話
[00:18:36.000 --> 00:18:40.000]  那麼有的是一句兩句的話
[00:18:40.000 --> 00:18:43.000]  是跟我們之間有關係
[00:18:43.000 --> 00:18:47.000]  在你覺得很害怕的時候
[00:18:47.000 --> 00:18:48.000]  神的話就會
[00:18:48.000 --> 00:18:52.000]  有的時候神的話就會來到你的
[00:18:52.000 --> 00:18:54.000]  來到你這裡
[00:18:54.000 --> 00:18:57.000]  說你不要害怕他們
[00:18:57.000 --> 00:18:59.000]  你不要害怕他們
[00:18:59.000 --> 00:19:02.000]  這個人能夠做什麼呢
[00:19:02.000 --> 00:19:04.000]  有神與你同在
[00:19:04.000 --> 00:19:05.000]  你不用害怕
[00:19:05.000 --> 00:19:06.000]  那有些話呢
[00:19:06.000 --> 00:19:08.000]  就帶著有音許
[00:19:08.000 --> 00:19:11.000]  帶著把神的話的光
[00:19:11.000 --> 00:19:13.000]  能夠帶給你
[00:19:13.000 --> 00:19:15.000]  屬於這個神的話
[00:19:15.000 --> 00:19:18.000]  但是不是說哪個話是重要
[00:19:18.000 --> 00:19:20.000]  覺得這個Rama很重要
[00:19:20.000 --> 00:19:23.000]  這個Logos不太重要
[00:19:23.000 --> 00:19:25.000]  並不是這樣意思
[00:19:25.000 --> 00:19:28.000]  就是一個是完整的一個話
[00:19:28.000 --> 00:19:31.000]  一個是局部應用的時候
[00:19:31.000 --> 00:19:34.000]  聽到每個人具體的事情
[00:19:34.000 --> 00:19:36.000]  他得到的話
[00:19:36.000 --> 00:19:37.000]  這是可以不同
[00:19:37.000 --> 00:19:40.000]  但總的說都是神的話
[00:19:40.000 --> 00:19:43.000]  那我們在這裡呢
[00:19:43.000 --> 00:19:44.000]  看了這個字
[00:19:44.000 --> 00:19:46.000]  這話有兩個字的話呢
[00:19:46.000 --> 00:19:50.000]  所以從剛才讀的這段聖經裡頭呢
[00:19:50.000 --> 00:19:54.000]  已經有九個不同的意思
[00:19:54.000 --> 00:19:55.000]  和不同的字
[00:19:55.000 --> 00:20:00.000]  都是說到神的話
[00:20:00.000 --> 00:20:03.000]  當然還有一些其他小的
[00:20:03.000 --> 00:20:05.000]  也不太常用的
[00:20:05.000 --> 00:20:07.000]  有些人說把信使
[00:20:07.000 --> 00:20:09.000]  也當作是神的話
[00:20:09.000 --> 00:20:11.000]  聖經裡頭的話
[00:20:11.000 --> 00:20:13.000]  有時候用信使來表達
[00:20:13.000 --> 00:20:16.000]  那麼大體上是這樣的
[00:20:16.000 --> 00:20:17.000]  但是對我們來說呢
[00:20:17.000 --> 00:20:20.000]  你很難去一個一個去分
[00:20:20.000 --> 00:20:21.000]  到底是律法呢
[00:20:21.000 --> 00:20:23.000]  到底是訓斥呢
[00:20:23.000 --> 00:20:25.000]  到底是判語呢
[00:20:25.000 --> 00:20:27.000]  我們很難分清楚
[00:20:27.000 --> 00:20:30.000]  但是我們總覺得神的話呢
