
[00:00:00.000 --> 00:00:03.000]  天父 謝謝你的恩典 是你的恩典
[00:01:39.340 --> 00:01:42.340]  普天同慶 而是在整個的過程當中
[00:01:42.340 --> 00:01:45.340]  用進食 用預備 用倒空自己
[00:01:45.340 --> 00:01:48.340]  用點燃四根不同顏色的蠟燭
[00:01:48.340 --> 00:01:51.340]  來去迎接這位君王的降生
[00:01:51.340 --> 00:01:54.340]  今天呢 我特地選了一段的經文呢
[00:01:54.340 --> 00:01:57.340]  是跟馬太福音記載耶穌的降生的經文
[00:01:57.340 --> 00:02:00.340]  是有對比的
[00:02:00.340 --> 00:02:03.340]  在馬太福音當中 耶穌的降生
[00:02:03.340 --> 00:02:06.340]  被描繪成爲一個君王
[00:02:06.340 --> 00:02:09.340]  一個王 是驚動了整個的國家
[00:02:09.340 --> 00:02:12.340]  有博士 有西律王
[00:02:12.340 --> 00:02:15.340]  還有猩猩在這邊追隨
[00:02:15.340 --> 00:02:18.340]  而在這個地方
[00:02:18.340 --> 00:02:21.340]  我要向大家來去描述一個降生
[00:02:21.340 --> 00:02:24.340]  就是 他是一個卑微的君王
[00:02:24.340 --> 00:02:27.340]  所以今天 我跟大家分享的信息的第一點就是
[00:02:27.340 --> 00:02:30.340]  耶穌
[00:02:30.340 --> 00:02:33.340]  他是卑微的降生
[00:02:33.340 --> 00:02:36.340]  怎麼說他是卑微的降生呢
[00:02:36.340 --> 00:02:39.340]  我們來看 在這一到七節當中
[00:02:39.340 --> 00:02:42.340]  耶穌的降生 也許是一件很麻煩的事情
[00:02:42.340 --> 00:02:45.340]  爲什麼麻煩呢
[00:02:45.340 --> 00:02:48.340]  因爲當時候 奧古斯都有旨意下來
[00:02:48.340 --> 00:02:51.340]  叫天下人民都報名上冊
[00:02:51.340 --> 00:02:54.340]  而且是
[00:02:54.340 --> 00:02:57.340]  在第一次行報名上冊 是要回到
[00:02:57.340 --> 00:03:00.340]  你自己的老家去報名上冊
[00:03:00.340 --> 00:03:03.340]  比如說 我現在
[00:03:03.340 --> 00:03:06.340]  我的身份證 我是香港人 但是我出生在山東
[00:03:06.340 --> 00:03:09.340]  所以如果我要 如果習近平主席
[00:03:09.340 --> 00:03:12.340]  呼籲大家要報名上冊的時候
[00:03:12.340 --> 00:03:15.340]  那我就要回到山東的老家
[00:03:15.340 --> 00:03:18.340]  去報名上冊
[00:03:18.340 --> 00:03:21.340]  那我的家 從香港到山東呢
[00:03:21.340 --> 00:03:24.340]  大概是兩千多公里
[00:03:24.340 --> 00:03:27.340]  在那個時候呢 從拿薩勒上到伯利恆
[00:03:27.340 --> 00:03:30.340]  因爲約瑟是猶太伯利恆人
[00:03:30.340 --> 00:03:33.340]  所以呢 他雖然居住在拿薩勒
[00:03:33.340 --> 00:03:36.340]  他必須帶着 已經許配給他
[00:03:36.340 --> 00:03:39.340]  跟他的妻子瑪麗亞
[00:03:39.340 --> 00:03:42.340]  一起再回到伯利恆去報名上冊
[00:03:42.340 --> 00:03:45.340]  那麼當時呢 有記載呢
[00:03:45.340 --> 00:03:48.340]  有的說這個直線距離是110公里
[00:03:48.340 --> 00:03:51.340]  有的說是120公里 總之
[00:03:51.340 --> 00:03:54.340]  對當時來講 是很遠的路程
[00:03:54.340 --> 00:03:57.340]  而且是說 是上到伯利恆去
[00:03:57.340 --> 00:04:00.340]  就是說明 伯利恆呢 是在一個比較
[00:04:00.340 --> 00:04:03.340]  山 比較在
[00:04:03.340 --> 00:04:06.340]  比較高的地方 比拿薩勒
[00:04:06.340 --> 00:04:09.340]  所以 那個時候 交通工具不發達
[00:04:09.340 --> 00:04:12.340]  他們要經歷很多的顛簸
[00:04:12.340 --> 00:04:15.340]  很多的周折 才能夠從拿薩勒
[00:04:15.340 --> 00:04:18.340]  上到伯利恆
[00:04:18.340 --> 00:04:21.340]  如果 大家都是年輕力壯的小夥子
[00:04:21.340 --> 00:04:24.340]  小姑娘 還沒有什麼
[00:04:24.340 --> 00:04:27.340]  但是那個時候 瑪麗亞的身孕已經重了
[00:04:27.340 --> 00:04:30.340]  就快到她生孩子的日子了
[00:04:30.340 --> 00:04:33.340]  也許 懷過孕的母親
[00:04:33.340 --> 00:04:36.340]  會知道 可能在
[00:04:36.340 --> 00:04:39.340]  前四五個月的時候 你還能夠
[00:04:39.340 --> 00:04:42.340]  健步如飛 好像說還不顯懷
[00:04:42.340 --> 00:04:45.340]  但是從五個月 六個月以後 那個
[00:04:45.340 --> 00:04:48.340]  肚子就會越來越大 行動就會
[00:04:48.340 --> 00:04:51.340]  越來越不方便 所以 在耶穌
[00:04:51.340 --> 00:04:54.340]  出生的時候 這一點來講 好像是一個
[00:04:54.340 --> 00:04:57.340]  很麻煩的事情 用四個字來形容
[00:04:57.340 --> 00:05:00.340]  就是生不逢時
[00:05:00.340 --> 00:05:03.340]  他出生在正好
[00:05:03.340 --> 00:05:06.340]  就是在羅馬政府的政治方面
[00:05:06.340 --> 00:05:09.340]  這個奧古斯都大帝 爲了去
[00:05:09.340 --> 00:05:12.340]  顯示他的政治的這個統御
[00:05:12.340 --> 00:05:15.340]  去呼召全國人民報名上冊
[00:05:15.340 --> 00:05:18.340]  然後又侍逢他的母親
[00:05:18.340 --> 00:05:21.340]  瑪麗亞 是在大肚子的時刻
[00:05:21.340 --> 00:05:24.340]  所以 在這個時間點上
[00:05:24.340 --> 00:05:27.340]  真的是非常的生不逢時
[00:05:27.340 --> 00:05:30.340]  不僅如此 到了伯利恆
[00:05:30.340 --> 00:05:33.340]  還是一個沒有客棧的時刻
[00:05:33.340 --> 00:05:36.340]  所有人都客滿了 只能住在
[00:05:36.340 --> 00:05:39.340]  馬槽裏 所以他真的是
[00:05:39.340 --> 00:05:42.340]  非常的
[00:05:42.340 --> 00:05:45.340]  生不逢時 可以說是他出生的
[00:05:45.340 --> 00:05:48.340]  時間點是非常的麻煩
[00:05:48.340 --> 00:05:51.340]  但是就是這樣的一個
[00:05:51.340 --> 00:05:54.340]  充滿了戲劇色彩的這樣的一個出生
[00:05:54.340 --> 00:05:57.340]  卻成就了
[00:05:57.340 --> 00:06:00.340]  在聖經當中所要預言的
[00:06:00.340 --> 00:06:03.340]  這個對彌賽亞出生的記載
[00:06:03.340 --> 00:06:06.340]  就是說 有一個嬰孩要從
[00:06:06.340 --> 00:06:09.340]  伯利恆出生 然後要出生在
[00:06:09.340 --> 00:06:12.340]  我們跟大家讀一下
[00:06:12.340 --> 00:06:15.340]  是在彌加書五章二解
[00:06:15.340 --> 00:06:18.340]  這樣講說 聖經舊約的彌加書
[00:06:18.340 --> 00:06:21.340]  五章二解 伯利恆以法他
[00:06:21.340 --> 00:06:24.340]  你在猶大築城中爲小
[00:06:24.340 --> 00:06:27.340]  將來必有一位從你那裏出來
[00:06:27.340 --> 00:06:30.340]  在以色列中爲我做掌權的
[00:06:30.340 --> 00:06:33.340]  他的根源從亙古 從太初就有
[00:06:33.340 --> 00:06:36.340]  所以看起來是一個
[00:06:36.340 --> 00:06:39.340]  歷史的演變 是一個
[00:06:39.340 --> 00:06:42.340]  政治性的一個手段 卻來成就了
[00:06:42.340 --> 00:06:45.340]  神降生的一個預言
[00:06:45.340 --> 00:06:48.340]  我不知道
[00:06:48.340 --> 00:06:51.340]  大家的出生的背景是怎麼樣
[00:06:51.340 --> 00:06:54.340]  我聽過有很多人跟我分享
[00:06:54.340 --> 00:06:57.340]  我們是出生的生不逢時
[00:06:57.340 --> 00:07:00.340]  五十年代的人有五十年代的分享
[00:07:00.340 --> 00:07:03.340]  說我們出生是生不逢時
[00:07:03.340 --> 00:07:06.340]  經歷了中國 剛剛新中國成立
[00:07:06.340 --> 00:07:09.340]  最貧窮的年代 經歷過文化大革命
[00:07:09.340 --> 00:07:12.340]  你們哪 這些八零後不懂
[00:07:12.340 --> 00:07:15.340]  然後我也聽過八零後的人跟我講
[00:07:15.340 --> 00:07:18.340]  那我自己也是八零後 跟我講說
[00:07:18.340 --> 00:07:21.340]  我們哪 是生不逢時
[00:07:21.340 --> 00:07:24.340]  什麼時候都是第一次
[00:07:24.340 --> 00:07:27.340]  遇到小學從六年制改五年制是第一次
[00:07:27.340 --> 00:07:30.340]  初中從三年制改四年制是第一次
[00:07:30.340 --> 00:07:33.340]  文理分科用這個標準分數是第一次
[00:07:33.340 --> 00:07:36.340]  然後我們八零後啊 又是這一代
[00:07:36.340 --> 00:07:39.340]  當我們老了之後 我們要養
[00:07:39.340 --> 00:07:42.340]  多少個老人呢 我們要
[00:07:42.340 --> 00:07:45.340]  獨生子女嘛 然後我們就是上有老
[00:07:45.340 --> 00:07:48.340]  下有小 我們要養幾個 要養六個
[00:07:48.340 --> 00:07:51.340]  真的是
[00:07:51.340 --> 00:07:54.340]  而且是什麼 就是進退兩難
[00:07:54.340 --> 00:07:57.340]  就是你連要
[00:07:57.340 --> 00:08:00.340]  一句不好聽就是說 你死都不能死
[00:08:00.340 --> 00:08:03.340]  因爲你還要養老人 還要養小孩
[00:08:03.340 --> 00:08:06.340]  所以說我們八零後是生不逢時
[00:08:06.340 --> 00:08:09.340]  我又聽到有九零後
[00:08:09.340 --> 00:08:12.340]  零零後可能現在還未懂得抱怨
[00:08:12.340 --> 00:08:15.340]  有九零後也跟我抱怨說
[00:08:15.340 --> 00:08:18.340]  我們纔是生不逢時呢 在這個地方
[00:08:18.340 --> 00:08:21.340]  就是一個什麼都要靠自己 什麼都要
[00:08:21.340 --> 00:08:24.340]  自主 什麼都要沒有 就是在強調一種的
[00:08:24.340 --> 00:08:27.340]  叫什麼主義來着
[00:08:27.340 --> 00:08:30.340]  我給忘了 就是九零後說
[00:08:30.340 --> 00:08:33.340]  他們自己也是
[00:08:33.340 --> 00:08:36.340]  生不逢時 好像什麼都沒有正確的答案
[00:08:36.340 --> 00:08:39.340]  都要靠着自己去來
[00:08:39.340 --> 00:08:42.340]  尋求 或者靠自己來做
[00:08:42.340 --> 00:08:45.340]  這樣的一個命定
[00:08:45.340 --> 00:08:48.340]  那麼在這個地方 耶穌出生的
[00:08:48.340 --> 00:08:51.340]  這篇的信息 他不是在跟我們
[00:08:51.340 --> 00:08:54.340]  講一個 不是在跟我們講一個
[00:08:54.340 --> 00:08:57.340]  他的出生是多麼的榮耀
[00:08:57.340 --> 00:09:00.340]  用君王的角度 用君王的相度
[00:09:00.340 --> 00:09:03.340]  來跟我們講他的出生 而是他要告訴我們
[00:09:03.340 --> 00:09:06.340]  耶穌的出生是多麼的卑微
[00:09:06.340 --> 00:09:09.340]  他的卑微
[00:09:09.340 --> 00:09:12.340]  就是在這樣一個 好像看起來
[00:09:12.340 --> 00:09:15.340]  很麻煩的這樣的一個時間點
[00:09:15.340 --> 00:09:18.340]  在一個最普通的
[00:09:18.340 --> 00:09:21.340]  在一個木匠的家庭當中
[00:09:21.340 --> 00:09:24.340]  在一個最普通的 就是連生孩子
[00:09:24.340 --> 00:09:27.340]  連住宿的地方都沒有 生在馬槽裏
[00:09:27.340 --> 00:09:30.340]  在這個地方 耶穌
[00:09:30.340 --> 00:09:33.340]  他的生命跟我們相遇
[00:09:33.340 --> 00:09:36.340]  他的相遇點在哪裏呢
[00:09:36.340 --> 00:09:39.340]  就是我們都是生不逢時的人
[00:09:39.340 --> 00:09:42.340]  我們都是有卑微的出生
[00:09:42.340 --> 00:09:45.340]  我想不管我們的外表
[00:09:45.340 --> 00:09:48.340]  是多麼的光鮮亮麗 也許我們有的人
[00:09:48.340 --> 00:09:51.340]  真的是含着金湯匙去出生的
[00:09:51.340 --> 00:09:54.340]  但是可能真的是在我們的
[00:09:54.340 --> 00:09:57.340]  在神的眼中 或者是說
[00:09:57.340 --> 00:10:00.340]  有時候我們自己看我們自己
[00:10:00.340 --> 00:10:03.340]  都會覺得是一個很卑微的出生
[00:10:03.340 --> 00:10:06.340]  那麼我們再來看
[00:10:06.340 --> 00:10:09.340]  第二點 我就想跟大家讀一下
[00:10:09.340 --> 00:10:12.340]  天使報喜訊給牧羊人
[00:10:12.340 --> 00:10:15.340]  第八節到第十四節
[00:10:15.340 --> 00:10:18.340]  我們一起來讀一下
[00:10:18.340 --> 00:10:21.340]  一 二 在伯利恆之野地裏
[00:10:21.340 --> 00:10:24.340]  有牧羊的人
[00:10:24.340 --> 00:10:27.340]  夜間按着羹刺看守羊羣
[00:10:27.340 --> 00:10:30.340]  有主的使者站在他們旁邊
[00:10:30.340 --> 00:10:33.340]  主的榮光四面照着他們
[00:10:33.340 --> 00:10:36.340]  牧羊的人就甚懼怕
[00:10:36.340 --> 00:10:39.340]  那天使對他們說
[00:10:39.340 --> 00:10:42.340]  不要懼怕
[00:10:42.340 --> 00:10:45.340]  我報給你們大喜的信息
[00:10:45.340 --> 00:10:48.340]  是關乎萬民的
[00:10:48.340 --> 00:10:51.340]  在大魏的城裏
[00:10:51.340 --> 00:10:54.340]  爲你們生了救主 就是主基督
[00:10:54.340 --> 00:10:57.340]  你們要看見一個嬰孩
[00:10:57.340 --> 00:11:00.340]  包着布 臥在馬槽裏
[00:11:00.340 --> 00:11:03.340]  那就是記號了
[00:11:03.340 --> 00:11:06.340]  忽然有一大隊天兵
[00:11:06.340 --> 00:11:09.340]  同那天使讚美神說
[00:11:09.340 --> 00:11:12.340]  在至高之處 榮耀歸於神
[00:11:12.340 --> 00:11:15.340]  在地上平安歸於
[00:11:15.340 --> 00:11:18.340]  他所喜悅的人
[00:11:18.340 --> 00:11:21.340]  我們繼續讀下去好了
[00:11:21.340 --> 00:11:24.340]  衆天使離開他們 昇天去了
[00:11:24.340 --> 00:11:27.340]  牧羊的人彼此說
[00:11:27.340 --> 00:11:30.340]  我們往伯利恆去
[00:11:30.340 --> 00:11:33.340]  看看所成的事
[00:11:33.340 --> 00:11:36.340]  就是主所指示我們的
[00:11:36.340 --> 00:11:39.340]  他們急忙去了
[00:11:39.340 --> 00:11:42.340]  就尋見瑪利亞和約瑟
[00:11:42.340 --> 00:11:45.340]  既然看見就把天使
[00:11:45.340 --> 00:11:48.340]  論着孩子的話傳開了
[00:11:48.340 --> 00:11:51.340]  凡聽見的就詫異
[00:11:51.340 --> 00:11:54.340]  牧羊之人對他們所說的話
[00:11:54.340 --> 00:11:57.340]  瑪利亞卻把
[00:11:57.340 --> 00:12:00.340]  這一切的事存在心裏
[00:12:00.340 --> 00:12:03.340]  反覆思想
[00:12:03.340 --> 00:12:06.340]  牧羊的人回去了
[00:12:06.340 --> 00:12:09.340]  因所聽見所看見的一切事
[00:12:09.340 --> 00:12:12.340]  就如天使向他們所說的
[00:12:12.340 --> 00:12:15.340]  就歸榮耀於神讚美他
[00:12:15.340 --> 00:12:18.340]  滿了八天
[00:12:18.340 --> 00:12:21.340]  就給孩子行割禮
[00:12:21.340 --> 00:12:24.340]  與他起名叫耶穌
[00:12:24.340 --> 00:12:27.340]  這就是沒有成胎以前
[00:12:27.340 --> 00:12:30.340]  天使所起的名
[00:12:30.340 --> 00:12:33.340]  剛纔我們講到了
[00:12:33.340 --> 00:12:36.340]  耶穌的出生是一個很麻煩的事情
[00:12:36.340 --> 00:12:39.340]  我把第一點歸結爲
[00:12:39.340 --> 00:12:42.340]  他的出生是一個卑微的出生
[00:12:42.340 --> 00:12:45.340]  第二點耶穌出生的記號也很特別
[00:12:45.340 --> 00:12:48.340]  他是一個卑微的記號
[00:12:48.340 --> 00:12:51.340]  那個時候跟大家講一點點背景
[00:12:51.340 --> 00:12:54.340]  中東人其實是很好客的
[00:12:54.340 --> 00:12:57.340]  所以
[00:12:57.340 --> 00:13:00.340]  他們如果是
[00:13:00.340 --> 00:13:03.340]  看到一個大肚子的孕婦
[00:13:03.340 --> 00:13:07.340]  他們是很樂意去接待的
[00:13:07.340 --> 00:13:10.340]  但是爲什麼在這個地方
[00:13:10.340 --> 00:13:13.340]  好像看起來是不給他們住呢
[00:13:13.340 --> 00:13:16.340]  那要提供一點點小小的背景
[00:13:16.340 --> 00:13:19.340]  就是中東古代的客棧
[00:13:19.340 --> 00:13:22.340]  它不像是我們現在的房間
[00:13:22.340 --> 00:13:25.340]  有總統套房
[00:13:25.340 --> 00:13:28.340]  有兩人房
[00:13:28.340 --> 00:13:31.340]  還可以分爲大牀房跟雙牀房
[00:13:31.340 --> 00:13:33.340]  還有單人房
[00:13:33.340 --> 00:13:35.340]  在中東的客棧
[00:13:35.340 --> 00:13:37.340]  他們是很多人
[00:13:37.340 --> 00:13:38.340]  就像大通鋪一樣
[00:13:38.340 --> 00:13:40.340]  有很多張牀
[00:13:40.340 --> 00:13:44.340]  我不曉得大家有沒有住過這樣的宿舍
[00:13:44.340 --> 00:13:45.340]  我讀高中的時候
[00:13:45.340 --> 00:13:49.340]  我們真的就是把一間教室變成了上下牀
[00:13:49.340 --> 00:13:52.340]  我們一個教室是住20多個人
[00:13:52.340 --> 00:13:55.340]  所以我是住過這樣子的客棧的
[00:13:55.340 --> 00:13:57.340]  住過這樣的宿舍
[00:13:57.340 --> 00:14:02.340]  這個旅店它是有很多個人 很多張牀
[00:14:02.340 --> 00:14:06.340]  很多人住在同一間的房子裏面
[00:14:06.340 --> 00:14:07.340]  所以那個時候
[00:14:07.340 --> 00:14:09.340]  如果是一個大肚婆
[00:14:09.340 --> 00:14:14.340]  要接待一個將要生產的大肚子的孕婦來講
[00:14:14.340 --> 00:14:16.340]  是很不方便的
[00:14:16.340 --> 00:14:19.340]  萬一她生了怎麼辦呢
[00:14:19.340 --> 00:14:21.340]  並不是不接待她
[00:14:21.340 --> 00:14:23.340]  而是沒有隱私
[00:14:23.340 --> 00:14:30.340]  大肚婆就要當着衆人的面進行生孩子的這樣的一個事情發生了
[00:14:30.340 --> 00:14:34.340]  所以當時的客店的店主
[00:14:34.340 --> 00:14:39.340]  是爲了給他們一個預備的地方
[00:14:39.340 --> 00:14:43.340]  那麼那個時候客店都已經滿了
[00:14:43.340 --> 00:14:44.340]  怎麼辦呢
[00:14:44.340 --> 00:14:46.340]  就是在馬槽裏
[00:14:46.340 --> 00:14:49.340]  馬槽是一個相對比較隱私的地方
[00:14:49.340 --> 00:14:53.340]  馬槽大家都知道是讓馬去應水的地方
[00:14:53.340 --> 00:14:56.340]  現在也可以去以色列的話
[00:14:56.340 --> 00:15:00.340]  也可以去找到或者是看到那個時候的印記
[00:15:00.340 --> 00:15:02.340]  就是在一個石頭上面
[00:15:02.340 --> 00:15:04.340]  中間去鑿一個洞
[00:15:04.340 --> 00:15:07.340]  在鑿一個洞注滿水的時候
[00:15:07.340 --> 00:15:09.340]  馬就可以在裏面喝水
[00:15:09.340 --> 00:15:12.340]  那麼把水抽乾了之後
[00:15:12.340 --> 00:15:13.340]  它這個洞
[00:15:13.340 --> 00:15:15.340]  它兩邊就像嬰兒牀一樣
[00:15:15.340 --> 00:15:17.340]  四邊都有圍欄的
[00:15:17.340 --> 00:15:20.340]  所以那個size正好可以把
[00:15:20.340 --> 00:15:23.340]  耶穌正好可以把BB放進去
[00:15:23.340 --> 00:15:25.340]  然後它也不會掉出來
[00:15:25.340 --> 00:15:29.340]  所以是相對比較安全的一個地方
[00:15:29.340 --> 00:15:31.340]  但是正是這樣子
[00:15:31.340 --> 00:15:35.340]  我們看起來一個最卑微 一個最原始
[00:15:35.340 --> 00:15:36.340]  甚至可以想象到
[00:15:36.340 --> 00:15:41.340]  馬槽是一個好像臭氣熏天的這樣的一個地方
[00:15:41.340 --> 00:15:45.340]  就變成了一個記號
[00:15:45.340 --> 00:15:48.340]  如果講到這個地方就要講到是說
[00:15:48.340 --> 00:15:51.340]  牧羊人的這一個背景
[00:15:51.340 --> 00:15:57.340]  在馬太福音當中
[00:15:57.340 --> 00:16:00.340]  我們也知道這個好像
[00:16:00.340 --> 00:16:04.340]  他們天使像
[00:16:04.340 --> 00:16:06.340]  在馬太福音就講到
[00:16:06.340 --> 00:16:10.340]  博士去耶路撒冷去尋找耶穌的時候
[00:16:10.340 --> 00:16:15.340]  大家記不記得西律王和耶路撒冷全城的人
[00:16:15.340 --> 00:16:18.340]  他們當時的反應是怎樣的
[00:16:18.340 --> 00:16:25.340]  他們當時的反應是他們心裏面不安 對不對
[00:16:25.340 --> 00:16:29.340]  要讓這個博士去 讓他們去找到這個BB
[00:16:29.340 --> 00:16:32.340]  然後去把他殺死
[00:16:32.340 --> 00:16:35.340]  所以一個君王的降生
[00:16:35.340 --> 00:16:40.340]  然後再對比到在馬太福音去傳講到
[00:16:40.340 --> 00:16:45.340]  這個西律王還有耶路撒冷全城的人的時候
[00:16:45.340 --> 00:16:48.340]  引起了他們的反應是不安
[00:16:48.340 --> 00:16:50.340]  但是在這個地方
[00:16:50.340 --> 00:16:54.340]  他們要來去報告這個好消息的
[00:16:54.340 --> 00:16:56.340]  就是一些的牧羊人
[00:16:56.340 --> 00:17:00.340]  所以耶穌的降生在路加福音當中
[00:17:00.340 --> 00:17:03.340]  是藉着牧羊人的宣告
[00:17:03.340 --> 00:17:05.340]  來去把這個好消息傳開的
[00:17:05.340 --> 00:17:09.340]  不是向着當時社會的達官顯貴
[00:17:09.340 --> 00:17:14.340]  而是向着一羣當時也是在社會最底層的
[00:17:14.340 --> 00:17:17.340]  最被人看不起的這羣的牧羊人
[00:17:17.340 --> 00:17:20.340]  所以好了 天使向牧羊人去顯現
[00:17:20.340 --> 00:17:23.340]  那麼不像是在東方三博士一樣
[00:17:23.340 --> 00:17:24.340]  有一顆星
[00:17:24.340 --> 00:17:27.340]  他們可以追着那顆星到什麼地方 停在哪裏
[00:17:27.340 --> 00:17:29.340]  就知道那個孩子在哪裏了
[00:17:29.340 --> 00:17:32.340]  他們要給耶穌找一個記號
[00:17:32.340 --> 00:17:34.340]  怎麼辦呢
[00:17:34.340 --> 00:17:37.340]  我想不是所有的BB都會出生在馬槽裏
[00:17:37.340 --> 00:17:42.340]  所以這個馬槽就成爲了一個記號
[00:17:42.340 --> 00:17:44.340]  可能當晚在那一個客棧裏面
[00:17:44.340 --> 00:17:47.340]  就只有這一個孕婦生了這樣的一個孩子
[00:17:47.340 --> 00:17:52.340]  所以就是在這樣的一個
[00:17:52.340 --> 00:17:54.340]  這個耶穌出生的這個記號
[00:17:54.340 --> 00:17:56.340]  就變成了一個馬槽
[00:17:56.340 --> 00:18:02.340]  就變成了是一個卑微的記號
[00:18:02.340 --> 00:18:06.340]  然後第三個地方就是
[00:18:06.340 --> 00:18:10.340]  他們是會有卑微的見證
[00:18:10.340 --> 00:18:15.340]  當這段經文特地的是在
[00:18:15.340 --> 00:18:17.340]  在經文裏面的第十四節
[00:18:17.340 --> 00:18:20.340]  跟第二十節做了一個對比
[00:18:20.340 --> 00:18:22.340]  在第十四節是天使
[00:18:22.340 --> 00:18:26.340]  是天兵跟那個天使一起讚美神說
[00:18:26.340 --> 00:18:29.340]  在至高之處榮耀歸於神
[00:18:29.340 --> 00:18:32.340]  在地上平安歸於他所喜悅的人
[00:18:32.340 --> 00:18:35.340]  這個的讚美是很威風的
[00:18:35.340 --> 00:18:40.340]  大家想想天使天君一同去來讚美
[00:18:40.340 --> 00:18:43.340]  可能剛纔我們有這樣一下
[00:18:43.340 --> 00:18:45.340]  那個時候可能叮叮噹叮叮噹
[00:18:45.340 --> 00:18:47.340]  很多很多的鈴鐺
[00:18:47.340 --> 00:18:49.340]  很多很多的讚美聲是一起的響
[00:18:49.340 --> 00:18:51.340]  是非常的威風的
[00:18:51.340 --> 00:18:53.340]  可是在二十節
[00:18:53.340 --> 00:18:55.340]  有人跟天使做了一樣的事情
[00:18:55.340 --> 00:18:57.340]  就是牧羊人
[00:18:57.340 --> 00:19:00.340]  牧羊人說正如天使向他們所說的
[00:19:00.340 --> 00:19:03.340]  就歸榮耀與神讚美他
[00:19:03.340 --> 00:19:06.340]  作者是特地把這兩個人做一個對比
[00:19:06.340 --> 00:19:08.340]  對比是告訴我們什麼呢
[00:19:08.340 --> 00:19:12.340]  就是當天使向人去顯現的時候
[00:19:12.340 --> 00:19:15.340]  那些人沒有人可以去接收到這個信息
[00:19:15.340 --> 00:19:16.340]  可以去聽到
[00:19:16.340 --> 00:19:19.340]  因爲大家都很懼怕
[00:19:19.340 --> 00:19:23.340]  天使天君這樣子一種超乎常理的
[00:19:23.340 --> 00:19:26.340]  這樣的一個很榮耀的一個顯示
[00:19:26.340 --> 00:19:28.340]  讓人懼怕
[00:19:28.340 --> 00:19:31.340]  反而接收不到這個信息
[00:19:31.340 --> 00:19:33.340]  反而是這羣牧羊人
[00:19:33.340 --> 00:19:37.340]  然後經文記載說十七節十八節
[00:19:37.340 --> 00:19:41.340]  牧羊人看見就把天使論着孩子的話傳開了
[00:19:41.340 --> 00:19:46.340]  凡聽見的就詫異牧羊之人對他們所說的話
[00:19:46.340 --> 00:19:50.340]  反而是這些人聽到了這羣的牧羊人
[00:19:50.340 --> 00:19:55.340]  這羣最平凡的人講的見證就受到了影響
[00:19:55.340 --> 00:20:01.340]  就傳開了耶穌降生的這樣的一個話
[00:20:01.340 --> 00:20:05.340]  所以在這個地方告訴我們的就是
[00:20:05.340 --> 00:20:08.340]  我們也要學習像牧羊人一樣
[00:20:08.340 --> 00:20:10.340]  像牧羊人一樣怎樣呢
[00:20:10.340 --> 00:20:13.340]  就是我們要學牧羊人
[00:20:13.340 --> 00:20:18.340]  我們這些好平凡的人反而應該是可以
