
[00:00:00.000 --> 00:00:02.380]  事實上說到門徒訓練這件事
[00:01:55.040 --> 00:01:57.040]  很多時候呢,在福音派的
[00:01:57.040 --> 00:01:59.040]  教會當中,並不是
[00:01:59.040 --> 00:02:01.040]  這麼強烈的
[00:02:01.040 --> 00:02:03.040]  所以
[00:02:03.040 --> 00:02:05.040]  當這個慢慢發展
[00:02:05.040 --> 00:02:07.040]  下來的時候,我們不知不覺地
[00:02:07.040 --> 00:02:09.040]  就覺得,我們傳福音
[00:02:09.040 --> 00:02:11.040]  就是為了一個人上天堂
[00:02:11.040 --> 00:02:13.040]  OK,信耶穌,得救
[00:02:13.040 --> 00:02:15.040]  上天堂,那他就去信耶穌
[00:02:15.040 --> 00:02:17.040]  他已經得到上天堂的門卷
[00:02:17.040 --> 00:02:19.040]  我們發覺,似乎我們的責任
[00:02:19.040 --> 00:02:21.040]  已經告一段落
[00:02:21.040 --> 00:02:23.040]  我們不經意地,有意無意地
[00:02:23.040 --> 00:02:25.040]  就停留在那個
[00:02:25.040 --> 00:02:27.040]  地步底下
[00:02:27.040 --> 00:02:29.040]  我們忽略了,原來信耶穌
[00:02:29.040 --> 00:02:31.040]  的精義
[00:02:31.040 --> 00:02:33.040]  是叫人做耶穌基督的門徒
[00:02:33.040 --> 00:02:35.040]  我們浸信會
[00:02:35.040 --> 00:02:37.040]  或者是福音派的教會
[00:02:37.040 --> 00:02:39.040]  他們都很熟悉大使命
[00:02:39.040 --> 00:02:41.040]  大使命是什麼
[00:02:41.040 --> 00:02:43.040]  所以你們要去
[00:02:43.040 --> 00:02:45.040]  使萬民著我的門徒
[00:02:45.040 --> 00:02:47.040]  所以其實在大使命
[00:02:47.040 --> 00:02:49.040]  裡面來說,根本連
[00:02:49.040 --> 00:02:51.040]  傳福音這三個字,都沒有
[00:02:51.040 --> 00:02:53.040]  你回去看看,《馬太福音》28章
[00:02:53.040 --> 00:02:55.040]  19-20節,所謂大使命
[00:02:55.040 --> 00:02:57.040]  裡面來說,沒有說你們要傳福音
[00:02:57.040 --> 00:02:59.040]  要去使萬民
[00:02:59.040 --> 00:03:01.040]  做我的門徒
[00:03:01.040 --> 00:03:03.040]  不是做信徒
[00:03:03.040 --> 00:03:05.040]  OK,但今天很多的教會
[00:03:05.040 --> 00:03:07.040]  特別是福音派的教會,很多時候
[00:03:07.040 --> 00:03:09.040]  我們只是使萬民著耶穌基督的信徒
[00:03:09.040 --> 00:03:11.040]  就將門徒
[00:03:11.040 --> 00:03:13.040]  的工作,放在一個比較次要的位置
[00:03:13.040 --> 00:03:15.040]  是不是教會裡面完全沒有
[00:03:15.040 --> 00:03:17.040]  門徒訓練的東西呢?也不是的
[00:03:17.040 --> 00:03:19.040]  主要學門徒訓練
[00:03:19.040 --> 00:03:21.040]  哪些人特別熱心的,有興趣的,就是門徒訓練班
[00:03:21.040 --> 00:03:23.040]  就是這樣
[00:03:23.040 --> 00:03:25.040]  但是不會將
[00:03:25.040 --> 00:03:27.040]  傳福音,報道
[00:03:27.040 --> 00:03:29.040]  和門徒訓練結合在一起
[00:03:29.040 --> 00:03:31.040]  但是如果我們再看看
[00:03:31.040 --> 00:03:33.040]  大使命的時候
[00:03:33.040 --> 00:03:35.040]  其實門徒報道
[00:03:35.040 --> 00:03:37.040]  門徒訓練和傳福音
[00:03:37.040 --> 00:03:39.040]  兩件事是不可分割的
[00:03:39.040 --> 00:03:41.040]  當然,我們要了解
[00:03:41.040 --> 00:03:43.040]  先傳福音,再去做門徒訓練
[00:03:43.040 --> 00:03:45.040]  但是
[00:03:45.040 --> 00:03:47.040]  門徒訓練使萬民著耶穌基督的門徒
[00:03:47.040 --> 00:03:49.040]  是最終的目標
[00:03:49.040 --> 00:03:51.040]  上帝給我們的使命是
[00:03:51.040 --> 00:03:53.040]  使人做門徒
[00:03:53.040 --> 00:03:55.040]  但是在做門徒的過程裡面
[00:03:55.040 --> 00:03:57.040]  你先要信主
[00:03:57.040 --> 00:03:59.040]  大家明不明白這個意思
[00:03:59.040 --> 00:04:01.040]  但是今天很多的教會
[00:04:01.040 --> 00:04:03.040]  忽略了門徒訓練這個工作
[00:04:03.040 --> 00:04:05.040]  所以今天
[00:04:05.040 --> 00:04:07.040]  我們講門訓報道
[00:04:07.040 --> 00:04:09.040]  希望和大家搞清楚
[00:04:09.040 --> 00:04:11.040]  這個觀念
[00:04:11.040 --> 00:04:13.040]  聖經是比較長一點的
[00:04:13.040 --> 00:04:15.040]  大家知道這幾個星期
[00:04:15.040 --> 00:04:17.040]  我們都會一起去看
[00:04:17.040 --> 00:04:19.040]  《小徒行傳》
[00:04:19.040 --> 00:04:21.040]  這個是關於聖經的背景
[00:04:21.040 --> 00:04:23.040]  所以要看一看
[00:04:23.040 --> 00:04:25.040]  《小徒行傳》十一章,19到26節
[00:04:25.040 --> 00:04:27.040]  很快讀給大家聽,大家留心去看看
[00:04:27.040 --> 00:04:29.040]  到底當日的教會
[00:04:29.040 --> 00:04:31.040]  經歷的是一些什麼事情
[00:04:31.040 --> 00:04:33.040]  《小徒行傳》十一章第19節
[00:04:33.040 --> 00:04:35.040]  就開始說
[00:04:35.040 --> 00:04:37.040]  那些因為事提反的事情
[00:04:37.040 --> 00:04:39.040]  遭患難四散的門徒
[00:04:39.040 --> 00:04:41.040]  直走到肥尼基和
[00:04:41.040 --> 00:04:43.040]  塞浦路斯並安提阿
[00:04:43.040 --> 00:04:45.040]  他們不向別人講道
[00:04:45.040 --> 00:04:47.040]  只向猶太人講
[00:04:47.040 --> 00:04:49.040]  但內中有塞浦路斯和古利內人
[00:04:49.040 --> 00:04:51.040]  他們到了安提阿
[00:04:51.040 --> 00:04:53.040]  也向希臘人傳講主耶穌
[00:04:53.040 --> 00:04:55.040]  有古卷說
[00:04:55.040 --> 00:04:57.040]  也向說希臘話的
[00:04:57.040 --> 00:04:59.040]  猶太人傳講主耶穌
[00:04:59.040 --> 00:05:01.040]  21節,主與他們同在
[00:05:01.040 --> 00:05:03.040]  信而歸主的人就很多了
[00:05:03.040 --> 00:05:05.040]  這風聲傳到耶路撒冷的
[00:05:05.040 --> 00:05:07.040]  教會的人的耳中
[00:05:07.040 --> 00:05:09.040]  他們就打發巴拿巴出去
[00:05:09.040 --> 00:05:11.040]  走到安提阿為止
[00:05:11.040 --> 00:05:13.040]  他到了那裡
[00:05:13.040 --> 00:05:15.040]  看到上帝所賜的恩
[00:05:15.040 --> 00:05:17.040]  就歡喜
[00:05:17.040 --> 00:05:19.040]  勸眾人立定心志
[00:05:19.040 --> 00:05:21.040]  恆久靠主
[00:05:21.040 --> 00:05:23.040]  這巴拿巴原是個好人
[00:05:23.040 --> 00:05:25.040]  被聖靈充滿大有信心
[00:05:25.040 --> 00:05:27.040]  於是有許多人歸服了主
[00:05:27.040 --> 00:05:29.040]  他又往大掃去找掃羅
[00:05:29.040 --> 00:05:31.040]  找著了就帶他到
[00:05:31.040 --> 00:05:33.040]  安提阿去
[00:05:33.040 --> 00:05:35.040]  他們足有一年的功夫
[00:05:35.040 --> 00:05:37.040]  和教會一同聚集
[00:05:37.040 --> 00:05:39.040]  教訓了許多人
[00:05:39.040 --> 00:05:41.040]  門徒稱為基督徒
[00:05:41.040 --> 00:05:43.040]  是從安提阿起手的
[00:05:43.040 --> 00:05:45.040]  不知道大家看這段
[00:05:45.040 --> 00:05:47.040]  第一印象是什麼
[00:05:47.040 --> 00:05:49.040]  我第一個印象就是
[00:05:49.040 --> 00:05:51.040]  當日這群基督徒
[00:05:51.040 --> 00:05:53.040]  因為斯提反的事
[00:05:53.040 --> 00:05:55.040]  斯提反是什麼事? 殉道嘛
[00:05:55.040 --> 00:05:57.040]  被石頭打死了
[00:05:57.040 --> 00:05:59.040]  於是開始在耶路撒冷的基督徒
[00:05:59.040 --> 00:06:01.040]  就聚匹匹
[00:06:01.040 --> 00:06:03.040]  許多基督徒為了逃避
[00:06:03.040 --> 00:06:05.040]  這個迫害
[00:06:05.040 --> 00:06:07.040]  就離開耶路撒冷
[00:06:07.040 --> 00:06:09.040]  但是很特別
[00:06:09.040 --> 00:06:11.040]  這群基督徒
[00:06:11.040 --> 00:06:13.040]  無論他們離開耶路撒冷去哪裏
[00:06:13.040 --> 00:06:15.040]  聖經告訴我們
[00:06:15.040 --> 00:06:17.040]  都有一個路線圖
[00:06:17.040 --> 00:06:19.040]  但是無論他們去到哪裏
[00:06:19.040 --> 00:06:21.040]  都向別人廣道
[00:06:21.040 --> 00:06:25.040]  即是傳福音
[00:06:25.040 --> 00:06:27.040]  廣道
[00:06:27.040 --> 00:06:31.040]  為什麼這群基督徒
[00:06:31.040 --> 00:06:33.040]  會這麼積極
[00:06:33.040 --> 00:06:35.040]  其實是逃難
[00:06:35.040 --> 00:06:37.040]  找個地方安居樂業
[00:06:37.040 --> 00:06:39.040]  就好了
[00:06:39.040 --> 00:06:41.040]  無論他們逃到哪裏
[00:06:41.040 --> 00:06:43.040]  聖經說他們都向別人傳道
[00:06:43.040 --> 00:06:45.040]  為什麼這群人
[00:06:45.040 --> 00:06:47.040]  會這麼做
[00:06:47.040 --> 00:06:49.040]  原因在哪裏
[00:06:49.040 --> 00:06:51.040]  為什麼會有人促使他們有這樣的反應
[00:06:51.040 --> 00:06:53.040]  如果有人問我的時候
[00:06:53.040 --> 00:06:55.040]  我覺得問題很簡單
[00:06:55.040 --> 00:06:57.040]  答案相當簡單
[00:06:57.040 --> 00:06:59.040]  因為這群基督徒
[00:06:59.040 --> 00:07:01.040]  這群信徒
[00:07:01.040 --> 00:07:03.040]  是實在信仰經歷的基督徒
[00:07:03.040 --> 00:07:07.040]  他們見過耶穌
[00:07:07.040 --> 00:07:09.040]  聽過耶穌的講道
[00:07:09.040 --> 00:07:11.040]  甚至很多人見過
[00:07:11.040 --> 00:07:13.040]  從死到復活的耶穌
[00:07:13.040 --> 00:07:15.040]  讓他們知道耶穌真是上帝的兒子
[00:07:15.040 --> 00:07:17.040]  就是他們所期待的救主
[00:07:17.040 --> 00:07:19.040]  既然他們所見到的
[00:07:19.040 --> 00:07:21.040]  是上帝的兒子
[00:07:21.040 --> 00:07:23.040]  是他們所期待的救主
[00:07:23.040 --> 00:07:25.040]  他們怎會輕易放棄信仰
[00:07:25.040 --> 00:07:27.040]  親眼見過 親耳聽過
[00:07:27.040 --> 00:07:29.040]  甚至有些人親手摸過
[00:07:29.040 --> 00:07:31.040]  耶穌是真實的
[00:07:31.040 --> 00:07:33.040]  就是我們的救主 就是上帝的兒子
[00:07:33.040 --> 00:07:35.040]  所以就算有迫害
[00:07:35.040 --> 00:07:37.040]  他們也不會因為這樣的緣故
[00:07:37.040 --> 00:07:39.040]  放下信仰
[00:07:39.040 --> 00:07:41.040]  這個經驗他們不能推翻
[00:07:41.040 --> 00:07:43.040]  不單如此
[00:07:43.040 --> 00:07:45.040]  因為他們是猶太人
[00:07:45.040 --> 00:07:47.040]  而他們相信救主是猶太人
[00:07:47.040 --> 00:07:49.040]  所以他們怎能忍得住
[00:07:49.040 --> 00:07:51.040]  不向猶太人 向自己的同胞
[00:07:51.040 --> 00:07:53.040]  分享好消息呢
[00:07:53.040 --> 00:07:57.040]  所以無論去到哪裏
[00:07:57.040 --> 00:07:59.040]  他們就傳遞給別人
[00:07:59.040 --> 00:08:01.040]  但聖經說
[00:08:01.040 --> 00:08:03.040]  其實告訴我們
[00:08:03.040 --> 00:08:05.040]  是傳給那些人
[00:08:05.040 --> 00:08:07.040]  是傳給猶太人
[00:08:07.040 --> 00:08:09.040]  因為他們覺得救恩是給猶太人的
[00:08:09.040 --> 00:08:11.040]  在那時他們有完全的體會
[00:08:11.040 --> 00:08:13.040]  明白到原來上帝的心意
[00:08:13.040 --> 00:08:15.040]  並不只是拯救猶太人
[00:08:15.040 --> 00:08:17.040]  上帝的心意是甚麼呢
[00:08:17.040 --> 00:08:19.040]  就是神愛世人
[00:08:19.040 --> 00:08:21.040]  就是神愛世界上
[00:08:21.040 --> 00:08:23.040]  每一個
[00:08:23.040 --> 00:08:25.040]  誕生在這個世界上的人
[00:08:25.040 --> 00:08:27.040]  所以我們跟著去看
[00:08:27.040 --> 00:08:29.040]  我們就會發覺
[00:08:29.040 --> 00:08:31.040]  這些散居在不同地方的猶太人
[00:08:31.040 --> 00:08:33.040]  其實不是因為受迫害
[00:08:33.040 --> 00:08:35.040]  才散開的
[00:08:35.040 --> 00:08:37.040]  受迫害的時間當然會離開
[00:08:37.040 --> 00:08:39.040]  但其實受迫害之前
[00:08:39.040 --> 00:08:41.040]  猶太人的Diaspora
[00:08:41.040 --> 00:08:43.040]  其實已經散居在羅馬帝國不同的地方
[00:08:43.040 --> 00:08:47.040]  這些耶路撒冷
[00:08:47.040 --> 00:08:49.040]  因為信仰被迫害
[00:08:49.040 --> 00:08:51.040]  而走到這些不同地方的人
[00:08:51.040 --> 00:08:53.040]  就遇到很多已經在當地生活的猶太人
[00:08:55.040 --> 00:08:57.040]  這些猶太人
[00:08:57.040 --> 00:08:59.040]  開始有第二代和第三代
[00:08:59.040 --> 00:09:01.040]  在羅馬帝國土生土長
[00:09:01.040 --> 00:09:03.040]  說甚麼呢
[00:09:03.040 --> 00:09:05.040]  當時羅馬帝國說甚麼呢
[00:09:05.040 --> 00:09:07.040]  說希臘話
[00:09:07.040 --> 00:09:09.040]  好像我們今天在美國
[00:09:09.040 --> 00:09:11.040]  土生土長的那些說甚麼呢
[00:09:11.040 --> 00:09:13.040]  說英文的
[00:09:13.040 --> 00:09:15.040]  聽不聽得懂廣東話的國語
[00:09:15.040 --> 00:09:17.040]  看你家的廣東話是國語
[00:09:17.040 --> 00:09:19.040]  聽不懂的
[00:09:19.040 --> 00:09:21.040]  所以這些猶太人散布在不同的地方
[00:09:21.040 --> 00:09:23.040]  第二代和第三代
[00:09:23.040 --> 00:09:25.040]  開始成長
[00:09:25.040 --> 00:09:27.040]  基本上是說希臘話的
[00:09:27.040 --> 00:09:29.040]  最流利的說希臘話
[00:09:29.040 --> 00:09:31.040]  不過家裏也說希伯來話
[00:09:31.040 --> 00:09:33.040]  這些從耶路撒冷出來的人
[00:09:33.040 --> 00:09:35.040]  很自然先向這群人說道
[00:09:35.040 --> 00:09:37.040]  但這群人說希臘話
[00:09:37.040 --> 00:09:39.040]  於是透過
[00:09:39.040 --> 00:09:41.040]  這群人說希臘話的猶太人
[00:09:41.040 --> 00:09:43.040]  就將這個福音
[00:09:43.040 --> 00:09:45.040]  散播到當日
[00:09:45.040 --> 00:09:47.040]  整個羅馬帝國
[00:09:47.040 --> 00:09:49.040]  繼而去到全世界
[00:09:51.040 --> 00:09:53.040]  這就是上帝的策略
[00:09:53.040 --> 00:09:55.040]  上帝傳福音的策略是甚麼呢
[00:09:55.040 --> 00:09:57.040]  就是透過有生命
[00:09:57.040 --> 00:09:59.040]  有經歷的基督徒
[00:09:59.040 --> 00:10:01.040]  將福音
[00:10:01.040 --> 00:10:03.040]  不斷向四周
[00:10:03.040 --> 00:10:05.040]  傳揚開去
[00:10:05.040 --> 00:10:07.040]  如果這群人
[00:10:07.040 --> 00:10:09.040]  不是有一個確切的信仰的經歷
[00:10:09.040 --> 00:10:11.040]  感受不到上帝那種實在
[00:10:11.040 --> 00:10:13.040]  他有甚麼可以說給人聽
[00:10:13.040 --> 00:10:15.040]  只是講道理
[00:10:15.040 --> 00:10:17.040]  講道理不夠說服力
[00:10:17.040 --> 00:10:19.040]  但我見過耶穌基督
[00:10:19.040 --> 00:10:21.040]  我也見過救主
[00:10:21.040 --> 00:10:23.040]  他真的從死裡復活了
[00:10:23.040 --> 00:10:25.040]  很多人還見證
[00:10:25.040 --> 00:10:27.040]  甚至有些人親眼見過
[00:10:27.040 --> 00:10:29.040]  所以我們所講的是真的
[00:10:29.040 --> 00:10:31.040]  我今天講給你們聽
[00:10:31.040 --> 00:10:33.040]  這個就有說道理
[00:10:33.040 --> 00:10:37.040]  所以今天為甚麼很多基督徒
[00:10:37.040 --> 00:10:39.040]  沒有這樣的動力傳福音呢
[00:10:39.040 --> 00:10:41.040]  我不敢說大家沒有信仰的經歷
[00:10:41.040 --> 00:10:43.040]  不過呢
[00:10:43.040 --> 00:10:45.040]  少
[00:10:45.040 --> 00:10:47.040]  剛才Rosa問
[00:10:47.040 --> 00:10:49.040]  安靜一下
[00:10:49.040 --> 00:10:51.040]  想想一件
[00:10:51.040 --> 00:10:53.040]  神最觸動你的經驗
[00:10:53.040 --> 00:10:55.040]  有多少人想到
[00:10:55.040 --> 00:10:57.040]  我不敢叫你們舉手
[00:10:57.040 --> 00:10:59.040]  他叫你們想的時候
[00:10:59.040 --> 00:11:01.040]  不夠時間
[00:11:01.040 --> 00:11:03.040]  可能長些時間會想到
[00:11:03.040 --> 00:11:05.040]  But be honest
[00:11:05.040 --> 00:11:07.040]  當Rosa拍出這樣的挑戰
[00:11:07.040 --> 00:11:09.040]  你想想
[00:11:09.040 --> 00:11:11.040]  一件最觸動你的
[00:11:11.040 --> 00:11:13.040]  神怎樣愛你
[00:11:13.040 --> 00:11:15.040]  你感受到神怎樣去祝福你
[00:11:15.040 --> 00:11:17.040]  怎樣疼愛我
[00:11:17.040 --> 00:11:19.040]  你想到甚麼
[00:11:19.040 --> 00:11:21.040]  如果你不是想到很多東西
[00:11:21.040 --> 00:11:23.040]  你有甚麼說給別人聽
[00:11:23.040 --> 00:11:25.040]  你有甚麼見證
[00:11:25.040 --> 00:11:27.040]  讓別人知道我所信的耶穌是真的
[00:11:27.040 --> 00:11:29.040]  耶穌真是上帝的兒子
[00:11:29.040 --> 00:11:31.040]  信祂沒有錯
[00:11:31.040 --> 00:11:33.040]  跟我一起信
[00:11:33.040 --> 00:11:35.040]  你明白我說甚麼嗎
[00:11:35.040 --> 00:11:37.040]  所以今天
[00:11:37.040 --> 00:11:39.040]  我帶給大家挑戰
[00:11:39.040 --> 00:11:41.040]  你說你信耶穌
[00:11:41.040 --> 00:11:43.040]  你要做一個有生命的基督徒
[00:11:43.040 --> 00:11:45.040]  一個有生命的基督徒
[00:11:45.040 --> 00:11:47.040]  一個有經歷的基督徒
[00:11:47.040 --> 00:11:49.040]  你必須每一天學習
[00:11:49.040 --> 00:11:51.040]  怎樣去經歷上帝
[00:11:51.040 --> 00:11:53.040]  當我們說耶穌基督
[00:11:53.040 --> 00:11:55.040]  是上帝的兒子
[00:11:55.040 --> 00:11:57.040]  這是否你所相信
[00:11:57.040 --> 00:11:59.040]  Do you believe
[00:11:59.040 --> 00:12:01.040]  你是否真的相信耶穌是上帝的兒子
[00:12:01.040 --> 00:12:03.040]  Do you
[00:12:03.040 --> 00:12:05.040]  Yes right
[00:12:05.040 --> 00:12:07.040]  Yes
[00:12:07.040 --> 00:12:09.040]  Yes
[00:12:09.040 --> 00:12:11.040]  你對耶穌所說的每一句話
[00:12:11.040 --> 00:12:13.040]  是否應該留心去聽
[00:12:13.040 --> 00:12:15.040]  認真去明白了解
[00:12:15.040 --> 00:12:17.040]  Do you
[00:12:17.040 --> 00:12:19.040]  我們相信耶穌基督有權
[00:12:19.040 --> 00:12:21.040]  並赦免我們的能力
[00:12:21.040 --> 00:12:23.040]  除去我們那種的罪疚感
[00:12:23.040 --> 00:12:25.040]  因為We all make mistake
[00:12:25.040 --> 00:12:27.040]  這個太light
[00:12:27.040 --> 00:12:29.040]  We all sin
[00:12:29.040 --> 00:12:31.040]  我們每個人都做了很多
[00:12:31.040 --> 00:12:35.040]  對神對人不足的事情
[00:12:35.040 --> 00:12:37.040]  耶穌是上帝的兒子
[00:12:37.040 --> 00:12:39.040]  有權並赦免我的罪
[00:12:39.040 --> 00:12:41.040]  拿走我心裡的罪疚
[00:12:41.040 --> 00:12:43.040]  Unfortunately
[00:12:43.040 --> 00:12:45.040]  很多基督徒
[00:12:45.040 --> 00:12:47.040]  今天仍然
[00:12:47.040 --> 00:12:49.040]  活在不同的罪疚感當中
[00:12:49.040 --> 00:12:51.040]  不斷
[00:12:51.040 --> 00:12:53.040]  自己責備自己
[00:12:53.040 --> 00:12:55.040]  然後自己想很多方法
[00:12:55.040 --> 00:12:57.040]  希望能夠擺平這件事
[00:12:57.040 --> 00:12:59.040]  這個行動告訴我們
[00:12:59.040 --> 00:13:01.040]  我們信不過
[00:13:01.040 --> 00:13:03.040]  耶穌真的能夠赦免我們的罪
[00:13:03.040 --> 00:13:05.040]  或者我們有看到
[00:13:05.040 --> 00:13:07.040]  另一個極端
[00:13:07.040 --> 00:13:09.040]  他真的能夠赦免
[00:13:09.040 --> 00:13:11.040]  所以不要緊
[00:13:11.040 --> 00:13:13.040]  人就是這麼軟弱
[00:13:13.040 --> 00:13:15.040]  我們受到肉體限制
[00:13:15.040 --> 00:13:17.040]  我們有情慾
[00:13:17.040 --> 00:13:19.040]  We fail God all of the time
[00:13:19.040 --> 00:13:21.040]  不過不要緊
[00:13:21.040 --> 00:13:23.040]  Whenever you fail God
[00:13:23.040 --> 00:13:25.040]  認罪悔改神會饒恕你的
[00:13:25.040 --> 00:13:27.040]  Take the advantage from God
[00:13:27.040 --> 00:13:29.040]  Take the advantage of God's love
[00:13:29.040 --> 00:13:31.040]  我們忘記了上帝
[00:13:31.040 --> 00:13:33.040]  是一個公義的上帝
[00:13:33.040 --> 00:13:35.040]  他萬不以有罪或無罪
[00:13:35.040 --> 00:13:37.040]  而我們活的人生
[00:13:37.040 --> 00:13:39.040]  我們的生命
[00:13:39.040 --> 00:13:41.040]  竟然每一天都這樣過
[00:13:41.040 --> 00:13:43.040]  今天很多基督徒
[00:13:43.040 --> 00:13:45.040]  稱耶穌為主
[00:13:45.040 --> 00:13:47.040]  稱上帝為主
[00:13:47.040 --> 00:13:49.040]  那就是我們是僕人
[00:13:49.040 --> 00:13:51.040]  耶穌是主
[00:13:51.040 --> 00:13:53.040]  我們是僕人
[00:13:53.040 --> 00:13:55.040]  我們作為耶穌基督的僕人
[00:13:55.040 --> 00:13:57.040]  作為上帝的僕人
[00:13:57.040 --> 00:13:59.040]  我們對上帝的吩咐和命令
[00:13:59.040 --> 00:14:01.040]  有多聽從
[00:14:01.040 --> 00:14:03.040]  我們遵守了
[00:14:03.040 --> 00:14:05.040]  多少
[00:14:05.040 --> 00:14:07.040]  今天我們講門徒訓練
[00:14:07.040 --> 00:14:09.040]  我們講門徒訓練
[00:14:09.040 --> 00:14:11.040]  門徒訓練的最終目標是什麼
[00:14:11.040 --> 00:14:15.040]  門徒訓練的最終目標是什麼
[00:14:15.040 --> 00:14:17.040]  就是做耶穌基督的門徒
[00:14:17.040 --> 00:14:19.040]  一個耶穌基督的門徒
[00:14:19.040 --> 00:14:23.040]  對耶穌基督的命令和吩咐
[00:14:23.040 --> 00:14:25.040]  必須要
[00:14:25.040 --> 00:14:27.040]  言聽計從
[00:14:27.040 --> 00:14:29.040]  必須要
[00:14:29.040 --> 00:14:31.040]  言聽計從
[00:14:31.040 --> 00:14:33.040]  無論如何
[00:14:33.040 --> 00:14:35.040]  只要是耶穌給我們一個清楚的指示和命令
[00:14:35.040 --> 00:14:37.040]  Do it anyway
[00:14:37.040 --> 00:14:39.040]  就算你不是完全明白
[00:14:39.040 --> 00:14:43.040]  我們有沒有這樣做呢
[00:14:43.040 --> 00:14:45.040]  如果沒有這樣做的時候
[00:14:45.040 --> 00:14:47.040]  Let me tell you
[00:14:47.040 --> 00:14:49.040]  你不會有很多精彩的
[00:14:49.040 --> 00:14:51.040]  熟練經歷
[00:14:51.040 --> 00:14:53.040]  我講過很多次
[00:14:53.040 --> 00:14:55.040]  因為你的熟練經歷被有限的信心限制了
[00:14:55.040 --> 00:14:57.040]  你信不過上帝
[00:14:57.040 --> 00:14:59.040]  所以你不敢去遵從
[00:15:01.040 --> 00:15:03.040]  但是當你能夠憑信心
[00:15:03.040 --> 00:15:05.040]  好吧,既然如此清楚
[00:15:05.040 --> 00:15:07.040]  雖然我覺得不太合理
[00:15:07.040 --> 00:15:09.040]  雖然我覺得好像不太妥
[00:15:09.040 --> 00:15:11.040]  不過既然如此清楚
[00:15:11.040 --> 00:15:15.040]  我就嘗試去做
[00:15:15.040 --> 00:15:17.040]  弟兄姊妹
[00:15:17.040 --> 00:15:19.040]  你就能夠像聖經所說的
