
[00:00:00.000 --> 00:00:02.240]  我昨天去看了一套電影
[00:01:54.720 --> 00:01:56.640]  我說了十萬次了
[00:01:56.640 --> 00:01:58.160]  女人有月經
[00:01:58.160 --> 00:01:59.840]  早知道是不喜歡的
[00:01:59.840 --> 00:02:01.920]  剛才的說話我聽了三十年
[00:02:01.920 --> 00:02:04.240]  文哥, 你弄清楚
[00:02:04.240 --> 00:02:05.840]  我不是你的小孩
[00:02:05.840 --> 00:02:08.720]  我做事是不用經你批准的
[00:02:08.720 --> 00:02:11.520]  我一元也不會拿你這個人的
[00:02:11.520 --> 00:02:13.360]  因為我怕知道
[00:02:13.360 --> 00:02:16.160]  如果你看不過眼的
[00:02:16.160 --> 00:02:17.920]  門口在那裡
[00:02:17.920 --> 00:02:20.240]  好走, 不送
[00:02:20.240 --> 00:02:25.040]  你們藍窩就是負責超渡先人
[00:02:25.040 --> 00:02:28.240]  我們逛街就負責超渡生人
[00:02:28.240 --> 00:02:29.920]  生人怎麼會超渡呢
[00:02:29.920 --> 00:02:31.120]  你不知所謂
[00:02:31.120 --> 00:02:32.400]  我不是的
[00:02:32.400 --> 00:02:34.640]  生人也要破地獄的
[00:02:34.640 --> 00:02:37.440]  生人也有很多地獄
[00:02:37.440 --> 00:02:51.040]  這齣電影是由陳茂然
[00:02:51.040 --> 00:02:54.480]  是他導演, 又是編劇, 也是他
[00:02:54.480 --> 00:03:00.880]  是由王子華、許冠文、韋斯瓦和朱柏康來領銜主演
[00:03:00.880 --> 00:03:07.520]  破地獄在數2024年的11月9日開始上演
[00:03:07.520 --> 00:03:13.360]  破了紀錄, 第一天的票房紀錄已經超過了555萬
[00:03:13.360 --> 00:03:19.840]  現在已經成為香港電影史上票房紀錄最高
[00:03:19.840 --> 00:03:22.800]  最賣得的一部華語片
[00:03:22.800 --> 00:03:25.360]  受到很多人的注意
[00:03:25.360 --> 00:03:31.760]  這套電影是以喪禮來做主題, 來做背景
[00:03:31.760 --> 00:03:35.840]  傳統的喪禮有一文一武
[00:03:35.840 --> 00:03:41.360]  文的就是由王子華所飾演的魏道新
[00:03:41.360 --> 00:03:44.800]  他本來是一個婚禮的策劃師
[00:03:44.800 --> 00:03:47.840]  因為在處疫情, 沒有生意
[00:03:47.840 --> 00:03:53.360]  所以他同居的女朋友就介紹他做一個喪禮的經紀人
[00:03:53.360 --> 00:03:59.360]  因為這個女朋友的叔叔和許冠文飾演的郭文一文一武
[00:03:59.360 --> 00:04:02.240]  做殯儀館喪禮的生意
[00:04:02.240 --> 00:04:06.880]  現在就給了這位魏道新來跟郭文
[00:04:06.880 --> 00:04:10.320]  也就是許冠文扮演的那個來做拍檔
[00:04:10.320 --> 00:04:16.480]  頗搞笑的, 因為這位魏道新本來是搞婚禮策劃的
[00:04:16.480 --> 00:04:20.960]  他很貪錢的, 所以想盡辦法怎樣可以賺錢
[00:04:20.960 --> 00:04:24.880]  又在喪禮介紹人買些紀念品
[00:04:24.880 --> 00:04:27.360]  人家結婚就說紀念而已
[00:04:27.360 --> 00:04:31.040]  喪禮哪有人紀念的, 所以頗搞笑的
[00:04:31.040 --> 00:04:37.440]  他最初貪錢, 但後來他學會要為死人的家屬服務
[00:04:37.440 --> 00:04:42.800]  所謂他說的, 生人都要破地獄, 生人都要被超渡
[00:04:42.800 --> 00:04:48.320]  他後來學會了, 做武的就是許冠文飾演的郭文
[00:04:48.320 --> 00:04:53.040]  這個拿磨師傅和他的子女的關係都不太好
[00:04:53.040 --> 00:04:56.640]  因為他不懂轉彎, 他很死板的
[00:04:56.640 --> 00:05:02.640]  他有個兒子叫做郭志炳, 就是由朱柏康飾演的
[00:05:02.640 --> 00:05:09.280]  他的兒子是非常痛苦, 因為爸爸要他承繼自己的依撥
[00:05:09.280 --> 00:05:13.280]  所以他不能像他妹妹一樣, 喜歡讀什麼書就讀什麼
[00:05:13.280 --> 00:05:16.800]  做什麼就做什麼, 他要做一個拿磨師
[00:05:16.800 --> 00:05:21.120]  他經常都說, 穿著這件馬騮衣服, 四處跳就好
[00:05:21.120 --> 00:05:23.600]  被他的朋友經常在笑他
[00:05:23.600 --> 00:05:28.160]  他就羨慕他妹妹了, 他的妹妹又羨慕他哥哥
[00:05:28.160 --> 00:05:32.640]  原來他的妹妹很崇拜她的爸爸
[00:05:32.640 --> 00:05:37.920]  希望都能夠做一個拿磨師, 但拿磨是全男不全女
[00:05:37.920 --> 00:05:41.680]  在電影裏面, 郭文的口頭禪就是
[00:05:41.680 --> 00:05:45.200]  祖師爺不喜歡女人, 因為女人有月經
[00:05:45.200 --> 00:05:50.720]  這個令到他女兒是非常傷心, 有心理的障礙
[00:05:50.720 --> 00:05:52.960]  她認為她爸爸不愛自己
[00:05:52.960 --> 00:05:56.960]  但後來郭文中了風, 死了之後
[00:05:56.960 --> 00:05:59.760]  她才知道原來爸爸很愛自己
[00:05:59.760 --> 00:06:03.520]  在郭文的遺書裏面, 告訴女兒
[00:06:03.520 --> 00:06:08.560]  我叫你做郭文月, 郭文的月字就是
[00:06:08.560 --> 00:06:12.000]  王字旁邊一個月兩個月, 代表珍寶
[00:06:12.000 --> 00:06:14.000]  是郭文的珍寶
[00:06:14.000 --> 00:06:17.760]  她始終在生的時候, 說不出口這些話
[00:06:17.760 --> 00:06:21.440]  不懂得和人溝通, 死後的遺言
[00:06:21.440 --> 00:06:24.480]  是讓人知道原來她很愛她的女兒
[00:06:24.480 --> 00:06:29.280]  除了這齣戲, 還有五場喪禮
[00:06:29.280 --> 00:06:35.520]  第一場當然是比較搞笑, 就是王子華
[00:06:35.520 --> 00:06:38.800]  就好像做婚禮一樣, 來辦喪事
[00:06:38.800 --> 00:06:40.800]  最後那個就是郭文
[00:06:40.800 --> 00:06:44.800]  就是許冠文飾演的角色的喪禮
[00:06:44.800 --> 00:06:48.800]  除此以外, 還有三個喪禮, 都是非常之感人
[00:06:48.800 --> 00:06:53.360]  一個是母子的關係, 媽媽死了兒子
[00:06:53.360 --> 00:06:55.360]  不捨得兒子被葬
[00:06:55.360 --> 00:06:59.600]  寧願把兒子當木乃伊, 都不肯葬了兒子
[00:06:59.600 --> 00:07:03.840]  第二個就是一對同性戀的女人
[00:07:03.840 --> 00:07:06.800]  其中一個死了, 這個人的丈夫
[00:07:06.800 --> 00:07:11.040]  很討厭太太的同性戀的伴侶
[00:07:11.040 --> 00:07:14.720]  所以不准他來看太太的屍體
[00:07:14.720 --> 00:07:19.040]  還有第三個就是文月, 就是這個女主角
[00:07:19.040 --> 00:07:22.640]  郭文的女兒, 她有一個好朋友, 是蓮姨
[00:07:22.640 --> 00:07:28.000]  蓮姨死了, 這個就是王子華飾演的偽道新話
[00:07:28.000 --> 00:07:31.040]  不要滴眼淚在先人的身上
[00:07:31.040 --> 00:07:33.520]  先人會不捨得離開的
[00:07:33.520 --> 00:07:38.480]  透過這些喪禮, 我們真的見到人與人之間的關係
[00:07:38.480 --> 00:07:42.800]  真的有很多時候真是生離死別, 依依不捨的場景
[00:07:42.800 --> 00:07:47.040]  這個就是導演陳茂賢想給我們見到
[00:07:47.040 --> 00:07:49.520]  人生究竟有什麼意義呢?
[00:07:49.520 --> 00:07:53.360]  是否生出來就注定一定要離別呢?
[00:07:53.360 --> 00:07:58.320]  《破地獄》這齣戲就是用不是很嚴肅的方法
[00:07:58.320 --> 00:08:00.320]  來探討死亡
[00:08:00.320 --> 00:08:06.160]  導演陳茂賢他因為在新冠病毒的期間
[00:08:06.160 --> 00:08:08.160]  他的婆婆去世
[00:08:08.160 --> 00:08:12.320]  以致他思索人生的意義是什麼
[00:08:12.320 --> 00:08:15.120]  陳茂賢是個佛教徒
[00:08:15.120 --> 00:08:19.840]  他明白到佛教的教義, 輪迴的信念
[00:08:19.840 --> 00:08:23.440]  但始終這些東西不能夠讓他有安慰
[00:08:23.440 --> 00:08:28.800]  他覺得每一個人出生就好像在倒數時間一樣
[00:08:28.800 --> 00:08:33.760]  當這個人與他四周圍的親朋戚友的感情越來越好
[00:08:33.760 --> 00:08:37.440]  去到一個地步就要怎樣? 就要分手
[00:08:37.440 --> 00:08:40.560]  陳茂賢不能夠接受這個事實
[00:08:40.560 --> 00:08:42.560]  他不能夠接受死亡
[00:08:42.560 --> 00:08:45.840]  在這齣劇的專訪
[00:08:45.840 --> 00:08:50.320]  陳茂賢就問他說人生究竟的意義是什麼呢?
[00:08:50.320 --> 00:08:52.320]  他希望透過這齣戲
[00:08:52.320 --> 00:08:55.200]  用死亡來探索生命的意義
[00:08:55.200 --> 00:08:58.400]  他希望能夠透過這部電影
[00:08:58.400 --> 00:09:01.120]  不單止使他自己更加完整
[00:09:01.120 --> 00:09:04.160]  也使觀眾更加完整
[00:09:04.160 --> 00:09:09.280]  佛教的觀念我們看到不能夠給到任何的答案
[00:09:09.280 --> 00:09:11.680]  不能夠給人有任何的安慰
[00:09:11.680 --> 00:09:15.520]  因為陳茂賢自己也是一個佛教徒
[00:09:15.520 --> 00:09:21.920]  所以我們不妨從其他宗教的眼光來看破地獄這齣戲
[00:09:21.920 --> 00:09:25.440]  我今天會看四個不同的角度
[00:09:25.440 --> 00:09:28.320]  第一個就是破地獄的儀式
[00:09:28.320 --> 00:09:31.520]  第二個就是破地獄的概念
[00:09:31.520 --> 00:09:34.080]  第三就是破地獄的目的
[00:09:34.080 --> 00:09:38.160]  第四就是破地獄的實例
[00:09:38.160 --> 00:09:40.880]  我們先看破地獄的儀式
[00:09:40.880 --> 00:09:44.720]  這個破地獄毫無疑問是一個道教的儀式
[00:09:44.720 --> 00:09:48.240]  通常在喪禮首夜那一晚來進行
[00:09:48.240 --> 00:09:51.760]  由道士或者是拿摩的法師
[00:09:51.760 --> 00:09:54.480]  手抱著先人的靈牌
[00:09:54.480 --> 00:09:59.840]  以如冠聶的步法或者是穿走花紋的步法
[00:09:59.840 --> 00:10:03.680]  繞過地上的瓦片和火盆
[00:10:03.680 --> 00:10:06.160]  一共是有九塊的瓦片
[00:10:06.160 --> 00:10:09.200]  象徵什麼?就是九層的地獄
[00:10:09.200 --> 00:10:12.240]  火盆是代表地獄的火
[00:10:12.240 --> 00:10:17.920]  它會圍繞著瓦片和火盆走幾圈
[00:10:17.920 --> 00:10:20.000]  不斷地來念經
[00:10:20.000 --> 00:10:23.120]  然後它會手拿圖木劍
[00:10:23.120 --> 00:10:26.480]  將地上的瓦片逐一擊破
[00:10:26.480 --> 00:10:29.200]  然後向火盆噴水
[00:10:29.200 --> 00:10:33.120]  接著抱著先人的靈牌跳過火盆
[00:10:33.120 --> 00:10:36.880]  象徵是脫離了火海 脫離了地獄
[00:10:36.880 --> 00:10:40.800]  這個儀式認為這樣就能超渡死者
[00:10:40.800 --> 00:10:42.480]  打開地獄之門
[00:10:42.480 --> 00:10:44.880]  幫助死者能夠轉世投胎
[00:10:44.880 --> 00:10:47.600]  免受地獄之苦
[00:10:47.600 --> 00:10:51.920]  陳茂然是用了很大的人力物力
[00:10:51.920 --> 00:10:56.320]  來拍攝這一場破地獄的儀式
[00:10:56.320 --> 00:10:59.440]  場面是非常令人震撼的
[00:10:59.440 --> 00:11:03.920]  但是我們要知道死者已經死去了
[00:11:03.920 --> 00:11:07.680]  就算你有更好的儀式也沒有用
[00:11:07.680 --> 00:11:11.680]  這就好像出戲的預告片
[00:11:11.680 --> 00:11:14.800]  紅磡真是一個非常有趣的地方
[00:11:14.800 --> 00:11:20.160]  每晚在紅館有演唱會 有表演
[00:11:20.160 --> 00:11:23.920]  隔一條街的殯儀館又有表演
[00:11:23.920 --> 00:11:25.760]  在那裡辦喪事
[00:11:25.760 --> 00:11:28.880]  其實這些破地獄的儀式
[00:11:28.880 --> 00:11:31.520]  真是好像一個表演一樣
[00:11:31.520 --> 00:11:34.560]  就算燒更多的金銀衣紙
[00:11:34.560 --> 00:11:36.000]  做更多的儀式
[00:11:36.000 --> 00:11:38.480]  只不過是要買一個安心
[00:11:38.480 --> 00:11:39.840]  是給誰呢
[00:11:39.840 --> 00:11:42.480]  是在世的人買一個安心
[00:11:42.480 --> 00:11:44.320]  不是給死者的
[00:11:44.320 --> 00:11:49.120]  其實用禮儀 用儀式來買一個安心
[00:11:49.120 --> 00:11:52.240]  在說宗教來說是司空見慣
[00:11:52.240 --> 00:11:56.640]  猶太教和天主教都很著重遵守禮儀
[00:11:56.640 --> 00:11:59.920]  他們認為這樣做就能夠蒙神喜悅
[00:11:59.920 --> 00:12:01.600]  就能夠得救
[00:12:01.600 --> 00:12:04.000]  在某種情況之下
[00:12:04.000 --> 00:12:06.640]  其實連基督徒都不例外
[00:12:06.640 --> 00:12:08.400]  很多基督徒都認為
[00:12:08.400 --> 00:12:11.680]  只要在報道會舉手決志
[00:12:11.680 --> 00:12:14.240]  有教會 有授勢
[00:12:14.240 --> 00:12:15.920]  就能夠得救
[00:12:15.920 --> 00:12:18.480]  但是其實一個人是不是得救
[00:12:18.480 --> 00:12:21.760]  完全跟這些禮儀行為是沒有關係
[00:12:21.760 --> 00:12:26.080]  而是一個人是不是真正跟神有密切的關係
[00:12:26.080 --> 00:12:28.880]  是不是真的有一個好的關係
[00:12:28.880 --> 00:12:31.440]  看完了破地獄的儀式
[00:12:31.440 --> 00:12:32.960]  我們看看第二點
[00:12:32.960 --> 00:12:35.040]  破地獄的概念
[00:12:35.040 --> 00:12:37.840]  這個導演他希望透過這齣戲
[00:12:37.840 --> 00:12:41.440]  能夠帶領觀眾去面對死亡
[00:12:41.440 --> 00:12:45.600]  觀眾可能是對死亡本來是有抗拒的
[00:12:45.600 --> 00:12:47.840]  漸漸能夠認識死亡
[00:12:47.840 --> 00:12:49.600]  能夠理解死亡
[00:12:49.600 --> 00:12:53.680]  而最後放下對死亡的恐懼
[00:12:53.680 --> 00:12:55.280]  在某些程度上
[00:12:55.280 --> 00:12:58.000]  這齣戲真的做到這一點
[00:12:58.000 --> 00:13:01.040]  但是死亡仍然是非常現實
[00:13:01.040 --> 00:13:02.560]  非常真實
[00:13:02.560 --> 00:13:05.040]  每個人都會經歷死亡
[00:13:05.040 --> 00:13:07.600]  這是一個千古的問題
[00:13:07.600 --> 00:13:08.800]  二千多年前
[00:13:08.800 --> 00:13:12.160]  秦始皇已經是尋求長生不老藥
[00:13:12.160 --> 00:13:16.720]  西方的人尋求Fountain of Youth不老之泉
[00:13:16.720 --> 00:13:18.480]  但是都沒有辦法找到
[00:13:18.480 --> 00:13:21.040]  沒有人能夠逃避死亡
[00:13:21.040 --> 00:13:22.960]  中國人就更加了
[00:13:22.960 --> 00:13:25.760]  他們根本就不想講死亡
[00:13:25.760 --> 00:13:28.080]  因為他們知道不能夠逃避死亡
[00:13:28.080 --> 00:13:29.840]  但是我在生的時候
[00:13:29.840 --> 00:13:32.480]  我可以逃避不講死亡
[00:13:32.480 --> 00:13:35.760]  所以他們不喜歡別人在他們面前提起死亡
[00:13:35.760 --> 00:13:38.320]  認為是不吉利的事
[00:13:38.320 --> 00:13:42.240]  其實我們要真真正正破地獄
[00:13:42.240 --> 00:13:44.160]  要破解死亡的話
[00:13:44.160 --> 00:13:47.520]  我們首先要知道死亡是什麼
[00:13:47.520 --> 00:13:51.200]  死亡可以分為身體的死亡
[00:13:51.200 --> 00:13:53.200]  和靈裡面的死亡
[00:13:53.200 --> 00:13:57.440]  身體的死亡就是和所有有生命氣息的東西分開
[00:13:57.440 --> 00:14:00.240]  就好像一個人死了之後
[00:14:00.240 --> 00:14:03.440]  他身邊的人可能哭得很傷心
[00:14:03.440 --> 00:14:06.000]  但是他已經沒有反應 沒有回應
[00:14:06.000 --> 00:14:09.440]  就是和所有生命氣息的東西分開
[00:14:09.440 --> 00:14:12.400]  身體的死亡其實並不可怕
[00:14:12.400 --> 00:14:14.640]  在聖經裡面告訴我們
[00:14:14.640 --> 00:14:17.760]  原來每個人最後都會復活
[00:14:17.760 --> 00:14:20.960]  所以身體的死亡並不可怕
[00:14:20.960 --> 00:14:23.760]  靈裡面的死亡才是可怕的
[00:14:23.760 --> 00:14:25.760]  什麼是靈裡面的死亡
[00:14:25.760 --> 00:14:27.760]  就是與神隔絕
[00:14:27.760 --> 00:14:30.240]  我們每個人生出來就是罪人
[00:14:30.240 --> 00:14:32.080]  都是與神隔開的
[00:14:32.080 --> 00:14:34.720]  但是當我們接受神的時候
[00:14:34.720 --> 00:14:37.120]  我們就能夠與神和好
[00:14:37.120 --> 00:14:40.960]  如果一個人有生之年都不接受神
[00:14:40.960 --> 00:14:42.640]  不和神和好的話
[00:14:42.640 --> 00:14:46.880]  最後他就會經歷身體的死亡和靈魂的死亡
[00:14:46.880 --> 00:14:48.640]  這個就很可怕
[00:14:48.640 --> 00:14:51.680]  在聖經裡面叫他做第二次的死亡
[00:14:51.680 --> 00:14:54.400]  就是永遠與神隔絕
[00:14:54.400 --> 00:14:56.800]  是很恐怖的一件事
[00:14:56.800 --> 00:14:58.640]  這個也是原因
[00:14:58.640 --> 00:15:02.240]  為什麼基督徒面對死亡的態度
[00:15:02.240 --> 00:15:04.720]  和非基督徒是很不同的
[00:15:04.720 --> 00:15:06.400]  對一個基督徒來說
[00:15:06.400 --> 00:15:08.880]  死亡不是一個終點
[00:15:08.880 --> 00:15:11.360]  死亡只不過是一個開始
[00:15:11.360 --> 00:15:14.640]  是永遠與神同在的開始
[00:15:14.640 --> 00:15:16.240]  也是因為這樣
[00:15:16.240 --> 00:15:21.440]  基督徒的喪禮其實和非基督徒是非常之的不同
[00:15:21.440 --> 00:15:25.440]  非基督徒的喪禮是充滿了愛動
[00:15:25.440 --> 00:15:27.360]  但是一個基督徒的喪禮
[00:15:27.360 --> 00:15:30.400]  往往就是充滿了歡喜快樂
[00:15:30.400 --> 00:15:32.240]  充滿了慶祝
[00:15:32.240 --> 00:15:35.360]  看完了破地獄的儀式
[00:15:35.360 --> 00:15:37.520]  破地獄的概念第三點
[00:15:37.520 --> 00:15:39.440]  就是破地獄的目的
[00:15:39.440 --> 00:15:42.080]  當然道教的這場法事
[00:15:42.080 --> 00:15:44.240]  這個破地獄的儀式
[00:15:44.240 --> 00:15:47.280]  就是希望超渡死者
[00:15:47.280 --> 00:15:49.280]  但是在劇中
[00:15:49.280 --> 00:15:53.120]  魏道新就是黃子華所飾演的那個人
[00:15:53.120 --> 00:15:55.920]  他說了一句很有意思的話
[00:15:55.920 --> 00:15:58.960]  他說生人都需要破地獄
[00:15:58.960 --> 00:16:01.600]  生人都有很多地獄
[00:16:01.600 --> 00:16:05.360]  生人都需要被超渡
[00:16:05.360 --> 00:16:06.960]  他說什麼呢
[00:16:06.960 --> 00:16:10.880]  生人的地獄就是人與人之間的問題
[00:16:10.880 --> 00:16:12.560]  有很多問題
[00:16:12.560 --> 00:16:15.920]  在這部戲裡面給我們看到有很多的問題
[00:16:15.920 --> 00:16:18.320]  有國民家庭的問題
[00:16:18.320 --> 00:16:19.520]  剛才已經講過了
[00:16:19.520 --> 00:16:21.120]  他和他的子女的問題
[00:16:21.120 --> 00:16:22.640]  有宗教上的問題
[00:16:22.640 --> 00:16:25.520]  國民的兒子因為想他自己的兒子
[00:16:25.520 --> 00:16:27.920]  能夠進入天主教學校
[00:16:27.920 --> 00:16:30.640]  如果是受洗的話
[00:16:30.640 --> 00:16:33.280]  他的兒子就能夠進入天主教學校
[00:16:33.280 --> 00:16:34.560]  因為你受洗的話
[00:16:34.560 --> 00:16:36.560]  他們說會加分的
[00:16:36.560 --> 00:16:38.160]  這個給我們看到
[00:16:38.160 --> 00:16:40.560]  天主教是很著重儀式
[00:16:40.560 --> 00:16:42.080]  例如洗禮
[00:16:42.080 --> 00:16:44.080]  又是因為這件事
[00:16:44.080 --> 00:16:47.440]  使得他和他的父親國民很不開心
[00:16:47.440 --> 00:16:52.480]  還有魏道新同居的女友懷了孕
[00:16:52.480 --> 00:16:55.680]  他又要想一下要不要留下這個小孩
[00:16:55.680 --> 00:16:57.920]  魏道新說我已經50歲了
[00:16:57.920 --> 00:17:00.960]  到我兒子長大成人的時候
[00:17:00.960 --> 00:17:02.960]  又是我和他要分開
[00:17:02.960 --> 00:17:04.960]  要離開他的時候
[00:17:04.960 --> 00:17:06.960]  因為魏道新已經50歲了
[00:17:06.960 --> 00:17:09.440]  他說值不值得生這個兒子出來
[00:17:09.440 --> 00:17:10.880]  你有沒有問過這個兒子
[00:17:10.880 --> 00:17:13.440]  是否希望被生出來
[00:17:13.440 --> 00:17:17.360]  這個就是導演陳茂然說的這個問題
[00:17:17.360 --> 00:17:18.560]  人生的問題
[00:17:18.560 --> 00:17:20.880]  究竟人生的意義是什麼
[00:17:20.880 --> 00:17:24.960]  是否生離死別就是人生的意義呢
[00:17:24.960 --> 00:17:29.040]  在這套戲劇裏面給我們看到
[00:17:29.040 --> 00:17:31.040]  就是叫人要把握時機
[00:17:31.040 --> 00:17:33.040]  生人都有地獄的
[00:17:33.040 --> 00:17:35.040]  所以在再世的時候
[00:17:35.040 --> 00:17:37.040]  就要擺平這些事
[00:17:37.040 --> 00:17:38.320]  要和人和解
[00:17:38.320 --> 00:17:40.320]  因為你不知道身邊的人
[00:17:40.320 --> 00:17:42.320]  什麼時候會死
[00:17:42.320 --> 00:17:44.800]  甚至不知道你自己可能還會先死
[00:17:44.800 --> 00:17:46.800]  所以我們一定要
[00:17:46.800 --> 00:17:49.280]  破解這些生人的地獄
[00:17:49.280 --> 00:17:54.160]  這套戲劇很成功地反映出這個問題
[00:17:54.160 --> 00:17:57.600]  其實人與人之間的關係
[00:17:57.600 --> 00:17:59.600]  當然重要了
[00:17:59.600 --> 00:18:01.600]  但是更重要的是什麼
[00:18:01.600 --> 00:18:03.600]  就是我們和神的關係
[00:18:03.600 --> 00:18:07.120]  這位神是創造宇宙萬物
[00:18:07.120 --> 00:18:09.120]  創造人類
[00:18:09.120 --> 00:18:11.600]  他自己放在每個人的心裏面
[00:18:11.600 --> 00:18:14.640]  這也是為什麼世上有這麼多宗教
[00:18:14.640 --> 00:18:16.640]  有這麼多不同的神
[00:18:16.640 --> 00:18:17.600]  為什麼呢
[00:18:17.600 --> 00:18:21.120]  就是因為神將他自己放在我們的心裏面
[00:18:21.120 --> 00:18:23.120]  當我們未找到的時候
[00:18:23.120 --> 00:18:25.120]  我們的心裏面是有一個虛空
[00:18:25.120 --> 00:18:26.320]  要去尋找
[00:18:26.320 --> 00:18:28.320]  才會搞出這麼多的宗教
[00:18:28.320 --> 00:18:29.840]  這麼多的神
[00:18:29.840 --> 00:18:31.840]  人生的意義
[00:18:31.840 --> 00:18:35.040]  就是應該要與神和好
[00:18:35.040 --> 00:18:37.040]  如果我們不認識神
[00:18:37.040 --> 00:18:38.240]  我們不與神和好
[00:18:38.240 --> 00:18:40.240]  我們就真的枉了這一生
[00:18:40.240 --> 00:18:42.960]  人生就變得沒有意義
[00:18:42.960 --> 00:18:46.240]  當我們與神和好的時候
[00:18:46.240 --> 00:18:48.240]  我們與人的關係
[00:18:48.240 --> 00:18:50.240]  都一樣是會改變
[00:18:50.240 --> 00:18:52.240]  聖經告訴我們
[00:18:52.240 --> 00:18:54.240]  我們與人的關係
[00:18:54.240 --> 00:18:56.240]  就是反映出我們與神的關係
[00:18:56.240 --> 00:18:59.520]  這個就帶領我們去第四點
[00:18:59.520 --> 00:19:04.000]  那你說怎樣能夠與神和好才行
[00:19:04.000 --> 00:19:06.000]  就是第四點
[00:19:06.000 --> 00:19:08.000]  破地獄的實例
[00:19:08.000 --> 00:19:10.000]  在這部電影裏面
[00:19:10.000 --> 00:19:12.000]  那些拿摩斯
[00:19:12.000 --> 00:19:14.000]  破地獄的儀式
[00:19:14.000 --> 00:19:16.000]  只不過是一場表演
[00:19:16.000 --> 00:19:18.000]  買一個安心
[00:19:18.000 --> 00:19:20.000]  但在歷史當中真的有人破了地獄
[00:19:20.000 --> 00:19:22.000]  這個就是耶穌基督
[00:19:22.000 --> 00:19:24.000]  祂替我們贖罪
[00:19:24.000 --> 00:19:26.000]  為我們死 被埋葬
[00:19:26.000 --> 00:19:28.000]  祂是去到陰間傳福音
[00:19:28.000 --> 00:19:30.000]  給陰間的異人
[00:19:30.000 --> 00:19:32.000]  在彼得前書的四章六節
[00:19:32.000 --> 00:19:34.000]  告訴我們
[00:19:34.000 --> 00:19:36.000]  然後祂帶領這些異人上到天堂
[00:19:36.000 --> 00:19:38.000]  以忽所書的四章九節
[00:19:38.000 --> 00:19:40.000]  到十節
[00:19:40.000 --> 00:19:42.000]  那你說這些是什麼人
[00:19:42.000 --> 00:19:44.000]  這些就是舊約的異人
[00:19:44.000 --> 00:19:46.000]  是耶穌基督釘十字架之前死的人
[00:19:46.000 --> 00:19:48.000]  他們只不過
[00:19:48.000 --> 00:19:50.000]  暫時在陰間來等候
[00:19:50.000 --> 00:19:52.000]  耶穌基督救贖了他們
[00:19:52.000 --> 00:19:54.000]  帶領他們去到天堂
[00:19:54.000 --> 00:19:56.000]  我們新約的人就更加幸福了
[00:19:56.000 --> 00:19:58.000]  如果接受耶穌基督
[00:19:58.000 --> 00:20:00.000]  死了之後
[00:20:00.000 --> 00:20:02.000]  我們的靈魂就能夠直接上到天堂
[00:20:02.000 --> 00:20:04.000]  與神同在
[00:20:04.000 --> 00:20:06.000]  耶穌基督戰勝了死亡
[00:20:06.000 --> 00:20:08.000]  祂在第三天復活
[00:20:08.000 --> 00:20:10.000]  給我們有永生的盼望
[00:20:10.000 --> 00:20:12.000]  我們將來
[00:20:12.000 --> 00:20:14.000]  不單止我們的靈魂
[00:20:14.000 --> 00:20:16.000]  在天上與神同在
[00:20:16.000 --> 00:20:18.000]  我們的身體都會復活
[00:20:18.000 --> 00:20:20.000]  等候有一天
