
[00:00:00.000 --> 00:00:06.680]  在2005年,當時我還在國內的河北工作的時候
[00:08:19.160 --> 00:08:22.040]  這段經文亦有很多地方看到
[00:08:22.040 --> 00:08:24.600]  保羅常常掛念他們
[00:08:24.600 --> 00:08:27.680]  每當想到他們就為他們感恩
[00:08:27.680 --> 00:08:30.800]  又常常為他們祈求
[00:08:30.800 --> 00:08:34.120]  事實上保羅亦常常用親愛的弟兄
[00:08:34.120 --> 00:08:38.520]  來形容這些「肥辣比」的信徒
[00:08:38.520 --> 00:08:43.600]  他很珍惜他們之間那份情誼
[00:08:43.600 --> 00:08:46.400]  在保羅寫的書信裏面
[00:08:46.400 --> 00:08:49.080]  有三卷叫做「監獄書信」
[00:08:49.080 --> 00:08:52.840]  即是保羅在監獄時所寫的
[00:08:52.840 --> 00:08:54.520]  一卷是「以弗所書」
[00:08:54.520 --> 00:08:56.680]  另一卷是「哥羅西書」
[00:08:56.680 --> 00:09:00.920]  第三卷就是我們今天講的「肥辣比書」
[00:09:00.920 --> 00:09:04.520]  這卷書又被稱為「喜樂書信」
[00:09:04.520 --> 00:09:06.400]  剛才讀那段經文不太長
[00:09:06.400 --> 00:09:10.600]  但你也不時看到「喜樂」重複出現
[00:09:10.600 --> 00:09:13.600]  全卷書裏面提到「喜樂」
[00:09:13.600 --> 00:09:19.280]  或相關的同義詞有十七次
[00:09:19.280 --> 00:09:23.320]  另外提到「福音」也出現了九次
[00:09:23.320 --> 00:09:28.360]  所以你看到這卷書是一個很積極
[00:09:28.360 --> 00:09:31.920]  充滿盼望的一卷書
[00:09:31.920 --> 00:09:33.400]  但我們不要忘記
[00:09:33.400 --> 00:09:39.360]  這卷書卻是保羅在監獄受苦時所寫的
[00:09:39.360 --> 00:09:42.040]  當時他承受很大的苦難
[00:09:42.040 --> 00:09:46.760]  甚至保羅想到自己不久便會受害
[00:09:46.760 --> 00:09:49.440]  所以他希望趁有機會的時候
[00:09:49.440 --> 00:09:53.200]  寫一封信給他所愛的信徒
[00:09:53.200 --> 00:09:55.440]  就是「肥辣比」的教會
[00:09:55.440 --> 00:10:01.720]  他希望來鼓勵這些為他受苦而憂愁的信徒
[00:10:01.720 --> 00:10:04.160]  甚至他覺得他現在對他們說的話
[00:10:04.160 --> 00:10:08.160]  可能是他對他們最後的忠告
[00:10:08.160 --> 00:10:11.680]  亦是對這班那麼愛他的「肥辣比」信徒
[00:10:11.680 --> 00:10:14.160]  一個由衷的感謝
[00:10:14.160 --> 00:10:17.160]  在這封書信裏面
[00:10:17.160 --> 00:10:22.760]  頭三章保羅都是勉勵「肥辣比」的信徒
[00:10:22.760 --> 00:10:24.920]  三件很重要的事
[00:10:24.920 --> 00:10:28.760]  第一就是活著要為基督
[00:10:28.760 --> 00:10:31.640]  在一章二十節裏說到
[00:10:31.640 --> 00:10:32.880]  不論是生死
[00:10:32.880 --> 00:10:34.840]  總要讓基督在我身上
[00:10:34.840 --> 00:10:37.400]  照常被尊為大
[00:10:37.400 --> 00:10:39.680]  活著要為基督
[00:10:39.680 --> 00:10:44.040]  我的生命要尊基督為大
[00:10:44.040 --> 00:10:49.240]  第二點就是勉勵他們活著要學基督
[00:10:49.240 --> 00:10:52.360]  他說你們當以基督耶穌的心為心
[00:10:52.360 --> 00:10:55.600]  鼓勵信徒我們要效法基督
[00:10:55.600 --> 00:10:57.880]  學習他的心腸
[00:10:57.880 --> 00:11:01.440]  第三就是活著要得著基督
[00:11:01.440 --> 00:11:03.360]  在三章八節裏保羅說到
[00:11:03.360 --> 00:11:06.280]  我將萬事都當作是有損的
[00:11:06.280 --> 00:11:09.800]  因為我要認識我主基督耶穌為至寶
[00:11:09.800 --> 00:11:12.200]  為了祂我將萬事都拋棄了
[00:11:12.200 --> 00:11:15.280]  看作廢物為要得著基督
[00:11:15.280 --> 00:11:21.040]  他人生的目標就是要得著這位最寶貴的救主
[00:11:21.040 --> 00:11:23.840]  來到第四章的時候
[00:11:23.840 --> 00:11:28.680]  保羅勉勵這些信徒活著靠基督
[00:11:28.680 --> 00:11:30.360]  靠基督甚麼呢?
[00:11:30.360 --> 00:11:35.320]  第一點就是要靠著主常常喜樂
[00:11:35.320 --> 00:11:38.600]  在第四至第七節裏
[00:11:38.600 --> 00:11:41.400]  他就來鼓勵信徒
[00:11:41.400 --> 00:11:45.600]  在這段經文裏我們要探討幾個問題
[00:11:45.600 --> 00:11:49.760]  一是喜樂的源頭從何而來?
[00:11:49.760 --> 00:11:52.800]  二是甚麼為之喜樂?
[00:11:52.800 --> 00:11:55.240]  三是為何要喜樂?
[00:11:55.240 --> 00:12:03.080]  四是有甚麼方法可以令自己喜樂呢?
[00:12:03.080 --> 00:12:06.960]  喜樂的源頭在第四至一開始他就說
[00:12:06.960 --> 00:12:09.560]  你們要靠著主
[00:12:09.560 --> 00:12:11.680]  是靠著主喜樂
[00:12:11.680 --> 00:12:13.680]  我相信我們可能都很明白
[00:12:13.680 --> 00:12:17.280]  當我們放眼看回我們今日身處的時代
[00:12:17.280 --> 00:12:18.760]  我們的社會
[00:12:18.760 --> 00:12:22.080]  其實有很多事情可以令我們很憂鬱
[00:12:22.080 --> 00:12:27.040]  疫情、社會運動、香港將來的前景會是怎樣
[00:12:27.040 --> 00:12:29.720]  可能我們都會很憂心
[00:12:29.720 --> 00:12:31.000]  我們如果靠自己
[00:12:31.000 --> 00:12:32.800]  我們真的沒有辦法喜樂
[00:12:32.800 --> 00:12:39.320]  但這裏說我們是要靠著主來喜樂
[00:12:39.320 --> 00:12:40.920]  怎樣靠著主?
[00:12:40.920 --> 00:12:45.120]  就是我們要堅守著對主的信心
[00:12:45.120 --> 00:12:47.120]  如果我信得過神
[00:12:47.120 --> 00:12:52.520]  信得過祂是掌管一切的救主的時候
[00:12:52.520 --> 00:12:54.640]  我就能夠以主為喜樂
[00:12:54.640 --> 00:12:57.000]  我看的不是眼前的環境
[00:12:57.000 --> 00:13:00.520]  我看的是那個我信的對象
[00:13:00.520 --> 00:13:02.640]  我堅持到對主的信心
[00:13:02.640 --> 00:13:04.720]  我就能夠喜樂
[00:13:04.720 --> 00:13:07.920]  而這個喜樂不只是現在或眼前
[00:13:07.920 --> 00:13:10.240]  而是將來任何時刻
[00:13:10.240 --> 00:13:11.400]  我們都會喜樂
[00:13:11.400 --> 00:13:17.080]  所以保羅說你們要靠著主常常喜樂
[00:13:17.080 --> 00:13:21.480]  今日香港仍然在疫情裏面
[00:13:21.480 --> 00:13:24.880]  將來會是怎樣我們都不知道
[00:13:24.880 --> 00:13:28.760]  我們看環境是真的喜樂不了
[00:13:28.760 --> 00:13:32.040]  但保羅一而再提醒我們
[00:13:32.040 --> 00:13:34.280]  我們是靠著主
[00:13:34.280 --> 00:13:36.720]  而且可以常常喜樂
[00:13:36.720 --> 00:13:41.360]  當時菲律賓的信徒其實他們都在受一些逼迫
[00:13:41.360 --> 00:13:45.680]  所以保羅都這樣勸他們要常常喜樂
[00:13:45.680 --> 00:13:48.640]  並且他還要補充多一句
[00:13:48.640 --> 00:13:51.680]  「我再說你們要喜樂」
[00:13:51.680 --> 00:13:55.880]  這個「我再說」除了他們當時都在受苦
[00:13:55.880 --> 00:13:57.920]  受逼迫
[00:13:57.920 --> 00:14:00.200]  其實甚至乎在未來的日子
[00:14:00.200 --> 00:14:02.520]  保羅都知道
[00:14:02.520 --> 00:14:05.760]  他們可能將來仍然在面對逼迫
[00:14:05.760 --> 00:14:09.760]  將來仍然也有可能他們繼續受逼迫
[00:14:09.760 --> 00:14:11.160]  同樣今日我們都是
[00:14:11.160 --> 00:14:12.160]  可能將來
[00:14:12.160 --> 00:14:13.680]  我今日很安定
[00:14:13.680 --> 00:14:16.920]  但將來我不知道會怎樣
[00:14:16.920 --> 00:14:19.600]  但保羅就說我們是靠著主
[00:14:19.600 --> 00:14:21.960]  常常喜樂
[00:14:21.960 --> 00:14:23.240]  或者你會問
[00:14:23.240 --> 00:14:24.360]  怎樣才算是喜樂
[00:14:24.360 --> 00:14:25.680]  我有時都很開心
[00:14:25.680 --> 00:14:27.840]  不過有時真的很不開心
[00:14:27.840 --> 00:14:29.480]  這個喜樂
[00:14:29.480 --> 00:14:32.080]  不是說我們在人生裏面
[00:14:32.080 --> 00:14:33.280]  完全沒有優秀
[00:14:33.280 --> 00:14:34.160]  不是
[00:14:34.160 --> 00:14:35.680]  不過就說
[00:14:35.680 --> 00:14:37.760]  我們這個喜樂
[00:14:37.760 --> 00:14:42.360]  其實是建基於信心的對象那裏
[00:14:42.360 --> 00:14:44.720]  這個喜樂是一個積極的態度
[00:14:44.720 --> 00:14:47.800]  就算我面對一些不好的事
[00:14:47.800 --> 00:14:49.400]  我身體有病患
[00:14:49.400 --> 00:14:52.440]  或者我也有些不開心的事
[00:14:52.440 --> 00:14:53.800]  但我們知道
[00:14:53.800 --> 00:14:56.040]  仍然有信心知道
[00:14:56.040 --> 00:14:59.080]  上帝在掌管一切
[00:14:59.080 --> 00:15:00.920]  我們仍然想到上帝
[00:15:00.920 --> 00:15:03.280]  這麼偉大、這麼好的時候
[00:15:03.280 --> 00:15:06.680]  他過往一直用恩典帶著我們的時候
[00:15:06.680 --> 00:15:09.800]  我們就能夠生發出那份喜樂
[00:15:09.800 --> 00:15:12.680]  即使在一個不好的環境下
[00:15:12.680 --> 00:15:15.480]  我們心裏仍然有那份安穩
[00:15:15.480 --> 00:15:17.240]  仍然有那份喜樂
[00:15:17.240 --> 00:15:21.480]  這個才真正叫做喜樂
[00:15:21.480 --> 00:15:23.480]  為甚麼要喜樂呢?
[00:15:23.480 --> 00:15:26.200]  保羅提醒這些信徒
[00:15:26.200 --> 00:15:26.960]  要喜樂
[00:15:26.960 --> 00:15:28.200]  為甚麼呢?
[00:15:28.200 --> 00:15:29.680]  接著他就說
[00:15:29.680 --> 00:15:32.640]  「要使大家看出你們謙和的心」
[00:15:32.640 --> 00:15:34.400]  「主已經近了」
[00:15:34.400 --> 00:15:36.080]  這裏的「大家」
[00:15:36.080 --> 00:15:40.400]  並不是指菲律賓教會裏面自己的信徒
[00:15:40.400 --> 00:15:44.480]  其實他是要他們看到教會外面的人
[00:15:44.480 --> 00:15:46.520]  要叫教會外面的人
[00:15:46.520 --> 00:15:50.120]  看到你們謙和的心
[00:15:50.120 --> 00:15:52.600]  這個謙和是指
[00:15:52.600 --> 00:15:55.480]  他們在逼迫和思念當中
[00:15:55.480 --> 00:15:58.840]  仍然顯出那個寬容大量
[00:15:58.840 --> 00:16:00.640]  在受到攻擊的時候
[00:16:00.640 --> 00:16:03.760]  拒絕用一些報復的行動
[00:16:03.760 --> 00:16:07.560]  去對待那些逼迫他們的人
[00:16:07.560 --> 00:16:09.640]  這個不容易做到
[00:16:09.640 --> 00:16:12.920]  但是保羅就是這樣安慰信徒
[00:16:12.920 --> 00:16:15.440]  他安慰他們
[00:16:15.440 --> 00:16:16.840]  怎樣能夠有力
[00:16:16.840 --> 00:16:19.880]  有動力產生這個謙和的心呢?
[00:16:19.880 --> 00:16:23.040]  就是他說「主已經近了」
[00:16:23.040 --> 00:16:30.360]  這句句語在原文是沒有「已經」這個詞語的
[00:16:30.360 --> 00:16:34.880]  直譯出來是「主是近的」
[00:16:34.880 --> 00:16:37.880]  這個「主是近的」的意思是
[00:16:37.880 --> 00:16:39.880]  其實神和我們在一起
[00:16:39.880 --> 00:16:42.000]  神和我們同在
[00:16:42.000 --> 00:16:43.480]  第二個意思是
[00:16:43.480 --> 00:16:45.280]  主很快再來
[00:16:45.280 --> 00:16:47.000]  有兩重的意思
[00:16:47.000 --> 00:16:51.880]  所以當我們無論面對被人逼迫
[00:16:51.880 --> 00:16:54.160]  但我們知道神和我們同在
[00:16:54.160 --> 00:16:56.160]  並且祂很快會回來
[00:16:56.160 --> 00:16:57.320]  當祂回來的時候
[00:16:57.320 --> 00:16:59.120]  我們每一個信祂的人
[00:16:59.120 --> 00:17:01.840]  我們都能夠和基督一起
[00:17:01.840 --> 00:17:04.000]  享受天上的榮耀
[00:17:04.000 --> 00:17:06.760]  當我們想到這件事的時候
[00:17:06.760 --> 00:17:10.080]  我們就能夠用一個寬宏大量的態度
[00:17:10.080 --> 00:17:14.560]  去對待那些苦待我們的人
[00:17:14.560 --> 00:17:16.320]  所以保羅提醒我們
[00:17:16.320 --> 00:17:19.120]  當你喜樂的時候
[00:17:19.120 --> 00:17:21.200]  別人看到你
[00:17:21.200 --> 00:17:22.560]  以善
[00:17:22.560 --> 00:17:24.520]  以德報怨
[00:17:24.520 --> 00:17:26.360]  哇!神又得榮耀
[00:17:26.360 --> 00:17:30.280]  你自己也能夠真的活出這個喜樂
[00:17:30.280 --> 00:17:36.520]  最後我們可以怎樣得到這個喜樂呢?
[00:17:36.520 --> 00:17:37.480]  經文教我們
[00:17:37.480 --> 00:17:40.080]  只要凡事藉著禱告祈求
[00:17:40.080 --> 00:17:41.520]  帶著感恩的心
[00:17:41.520 --> 00:17:45.400]  將你們所有的告訴神
[00:17:45.400 --> 00:17:47.800]  就算我們面對多麼不好的環境
[00:17:47.800 --> 00:17:50.840]  但是我們可以將所有我們心裡面的
[00:17:50.840 --> 00:17:53.280]  掛慮、憂愁、重擔
[00:17:53.280 --> 00:17:57.040]  我們可以隨時隨地將它們放在神的面前
[00:17:57.040 --> 00:17:58.960]  告訴神
[00:17:58.960 --> 00:18:01.560]  但這裡提醒我們一個很重要的就是
[00:18:01.560 --> 00:18:04.160]  我們要帶著一個感恩的心
[00:18:04.160 --> 00:18:05.600]  為什麼要帶著感恩的心?
[00:18:05.600 --> 00:18:07.760]  因為我們在過往的日子裡面
[00:18:07.760 --> 00:18:10.880]  你每一天都在經歷著上帝的恩典
[00:18:10.880 --> 00:18:12.520]  就算這一刻我們面對困難
[00:18:12.520 --> 00:18:15.800]  但是我們回想神一直以來的恩典
[00:18:15.800 --> 00:18:19.440]  並且我們更加確信在前面的日子
[00:18:19.440 --> 00:18:23.480]  上帝仍然是有恩典給我們
[00:18:23.480 --> 00:18:27.200]  所以其實都是在表達我們對神一份的信賴
[00:18:27.200 --> 00:18:29.280]  一份的信靠
[00:18:29.280 --> 00:18:32.640]  當我們能夠傳著一個感恩的心
[00:18:32.640 --> 00:18:35.640]  上上來到向神去禱告的時候
[00:18:35.640 --> 00:18:38.440]  我們就能夠喜樂起來
[00:18:38.440 --> 00:18:44.840]  我們能夠得著真正的平安和安息
[00:18:44.840 --> 00:18:47.880]  除了靠著主上上喜樂之外
[00:18:47.880 --> 00:18:51.880]  保羅也勉勵菲勒比的信徒
[00:18:51.880 --> 00:18:55.280]  「要靠主行事為人」
[00:18:55.280 --> 00:18:57.640]  在第八到第九節說到
[00:18:57.640 --> 00:19:03.120]  「凡是真實的、莊重的、公正的、純潔的、可愛的、聲譽好的
[00:19:03.120 --> 00:19:05.440]  無論是什麼美德、什麼稱讚
[00:19:05.440 --> 00:19:07.160]  你們都要思念
[00:19:07.160 --> 00:19:11.840]  還有就是在我身上所學習、所領受、所聽見、看見的
[00:19:11.840 --> 00:19:13.400]  都應當實行」
[00:19:13.400 --> 00:19:16.480]  總括而言就是說一切美善的
[00:19:16.480 --> 00:19:19.080]  上帝都喜悅的那些事情
[00:19:19.080 --> 00:19:22.120]  還有就是保羅的生命榜樣
[00:19:22.120 --> 00:19:25.440]  和他所教導過信徒的
[00:19:25.440 --> 00:19:28.160]  我們都要來思念
[00:19:28.160 --> 00:19:31.160]  人的思想是會影響我們的行為
[00:19:31.160 --> 00:19:34.520]  當我們常常去思念一些美善的事的時候
[00:19:34.520 --> 00:19:39.520]  我們就更加容易行出這些美善
[00:19:39.520 --> 00:19:42.520]  今天這個世界很多人的聲音
[00:19:42.520 --> 00:19:47.360]  很多似是而非、黑白不分的道理
[00:19:47.360 --> 00:19:49.440]  所以我們基督徒
[00:19:49.440 --> 00:19:53.680]  更加要來思念上帝喜悅的事
[00:19:53.680 --> 00:19:56.560]  我們要行上帝喜悅的事
[00:19:56.560 --> 00:19:59.080]  我們不是跟隨這個世界的價值觀
[00:19:59.080 --> 00:20:01.520]  不是跟隨這個世界的潮流
[00:20:01.520 --> 00:20:06.800]  而是跟隨聖經的教導和標準
[00:20:06.800 --> 00:20:09.200]  第三,保羅勸勉信徒
[00:20:09.200 --> 00:20:13.160]  就是要「靠著主凡事知足」
[00:20:13.160 --> 00:20:16.000]  這裡提到
[00:20:16.000 --> 00:20:18.840]  保羅不是由於他的缺乏
[00:20:18.840 --> 00:20:21.360]  得到菲律賓信徒的公認
[00:20:21.360 --> 00:20:22.920]  他來開心
[00:20:22.920 --> 00:20:26.880]  而是他說我已經學會了一件事
[00:20:26.880 --> 00:20:30.480]  無論在什麼情況下都可以知足
[00:20:30.480 --> 00:20:32.200]  和他已經得到秘訣
[00:20:32.200 --> 00:20:36.680]  在什麼情況下他都可以知足
[00:20:36.680 --> 00:20:40.520]  保羅的知足也是一種自足
[00:20:40.520 --> 00:20:44.200]  不過這個知足不是因為他自己有什麼厲害
[00:20:44.200 --> 00:20:47.680]  有什麼力量以致他很滿足
[00:20:47.680 --> 00:20:52.960]  而是他這個知足是因為基於耶穌基督所賜的力量
[00:20:52.960 --> 00:20:55.400]  和上帝給他的公認
[00:20:55.400 --> 00:20:57.680]  以致他能夠知足
[00:20:57.680 --> 00:21:02.400]  所以他的知足其實是以上帝為滿足
[00:21:02.400 --> 00:21:05.400]  他說他知道怎樣處富裕
[00:21:05.400 --> 00:21:08.240]  也知道怎樣處卑賤
[00:21:08.240 --> 00:21:11.280]  這個卑賤可以指到物質生活
[00:21:11.280 --> 00:21:14.640]  可能他的生活很貧窮、很缺乏
[00:21:14.640 --> 00:21:20.360]  但同樣也可以指到他為福音受苦、受逼迫
[00:21:20.360 --> 00:21:24.160]  無論是什麼情況他都能夠知足
[00:21:24.160 --> 00:21:25.840]  他在這樣的環境下
[00:21:25.840 --> 00:21:30.440]  他都能夠安然地去太賢自處
[00:21:30.440 --> 00:21:36.840]  其實保羅他原先出生在一個富裕的家庭裡面
[00:21:36.840 --> 00:21:39.480]  但他為了耶穌基督的緣故
[00:21:39.480 --> 00:21:45.680]  他放棄了一切原來人體為很寶貴的東西
[00:21:45.680 --> 00:21:49.680]  他自己把那些人體為好的東西
