
[00:00:00.000 --> 00:00:02.000]  今天這個題目就看到了
[00:01:35.000 --> 00:01:36.000]  OK
[00:01:36.000 --> 00:01:39.000]  好,下列哪個不是雅各的兒子
[00:01:39.000 --> 00:01:40.000]  好,我讀一次
[00:01:40.000 --> 00:01:42.000]  好,A是爾薩迦
[00:01:42.000 --> 00:01:43.000]  B是拿弗利他
[00:01:43.000 --> 00:01:44.000]  C是迦德
[00:01:44.000 --> 00:01:45.000]  D是皮拉
[00:01:45.000 --> 00:01:48.000]  英文嗎
[00:01:48.000 --> 00:01:49.000]  嘩,這個有點難
[00:01:49.000 --> 00:01:51.000]  可不可以叫Avenda你準備一分鐘
[00:01:51.000 --> 00:01:53.000]  你翻譯一下,我忘記打了
[00:01:53.000 --> 00:01:55.000]  嘩,這個真的要找英文
[00:01:55.000 --> 00:01:56.000]  OK
[00:01:57.000 --> 00:01:59.000]  OK,皮拉,這個,OK
[00:01:59.000 --> 00:02:02.000]  你撞吧,如果英文不懂,回去找吧
[00:02:02.000 --> 00:02:04.000]  OK,A是舉手
[00:02:04.000 --> 00:02:07.000]  OK,B是舉手
[00:02:07.000 --> 00:02:10.000]  C是舉手
[00:02:10.000 --> 00:02:12.000]  OK,D是舉手
[00:02:12.000 --> 00:02:15.000]  多了一隻手,這次KL舉手了
[00:02:15.000 --> 00:02:18.000]  這次KL舉手了,但這邊的人不舉手
[00:02:18.000 --> 00:02:21.000]  OK,我知道有人可能看不懂中文
[00:02:21.000 --> 00:02:23.000]  對了,我下次打英文名字
[00:02:23.000 --> 00:02:24.000]  對了,答案是D
[00:02:24.000 --> 00:02:25.000]  D是誰呢
[00:02:26.000 --> 00:02:29.000]  D是雅各的其中一個太太
[00:02:29.000 --> 00:02:32.000]  不是兒子,是一個女人
[00:02:32.000 --> 00:02:35.000]  好,我問兩條問題
[00:02:35.000 --> 00:02:37.000]  大家應該有一點認識
[00:02:37.000 --> 00:02:39.000]  起碼知道我有12個兒子
[00:02:39.000 --> 00:02:42.000]  其實雅各這個人物
[00:02:42.000 --> 00:02:45.000]  可以說是創世紀裡面一個很複雜
[00:02:45.000 --> 00:02:48.000]  也描寫了蝙蝠最長的人物
[00:02:48.000 --> 00:02:52.000]  簡單來說,他在創世紀第25章出現
[00:02:52.000 --> 00:02:55.000]  其實他的蹤影是到第50章才完結
[00:02:55.000 --> 00:02:58.000]  他是在埃及死亡,後來才說到
[00:02:58.000 --> 00:03:01.000]  所以雅各是一個橫跨了創世紀
[00:03:01.000 --> 00:03:03.000]  很長篇幅的人物
[00:03:03.000 --> 00:03:06.000]  當然我們和下一次柏加米說到
[00:03:06.000 --> 00:03:09.000]  我們不可能說完整個段落
[00:03:09.000 --> 00:03:12.000]  但是我們嘗試從一些比較大的主題來看
[00:03:12.000 --> 00:03:13.000]  其實雅各這個人物
[00:03:13.000 --> 00:03:17.000]  和我們有什麼相似和值得我們去想的地方
[00:03:17.000 --> 00:03:20.000]  大家最熟悉的東西
[00:03:20.000 --> 00:03:23.000]  應該就是紅豆湯事件
[00:03:24.000 --> 00:03:26.000]  有些人點頭,有些人沒有表情
[00:03:26.000 --> 00:03:28.000]  稍後也會說到這件事
[00:03:28.000 --> 00:03:31.000]  可能這個是我們對雅各的印象
[00:03:31.000 --> 00:03:36.000]  雅各是一個很擅長拿著數的人
[00:03:36.000 --> 00:03:39.000]  其實在雅各出現的段落
[00:03:39.000 --> 00:03:41.000]  第一次出現的部分
[00:03:41.000 --> 00:03:45.000]  是創世紀第25章第23節
[00:03:45.000 --> 00:03:47.000]  那是什麼事呢?
[00:03:47.000 --> 00:03:49.000]  那裡說一下背景
[00:03:49.000 --> 00:03:54.000]  就是當時以撒的妻子尼伯加
[00:03:54.000 --> 00:03:57.000]  她要生兩個雙胞胎
[00:03:57.000 --> 00:04:00.000]  裡面有兩個雙胞胎
[00:04:00.000 --> 00:04:02.000]  當時神就和她說
[00:04:02.000 --> 00:04:05.000]  將來她有兩個兒子
[00:04:05.000 --> 00:04:07.000]  將來大的要服侍小的
[00:04:07.000 --> 00:04:09.000]  大的服侍小的
[00:04:09.000 --> 00:04:12.000]  當然我們今天資習整個故事
[00:04:12.000 --> 00:04:14.000]  我們會知道上帝好像選擇了雅各
[00:04:14.000 --> 00:04:15.000]  我們會這樣想
[00:04:16.000 --> 00:04:23.000]  但是其實在經文原本的用字上
[00:04:23.000 --> 00:04:30.000]  大和小其實沒有很清楚說哪個才是subject
[00:04:30.000 --> 00:04:34.000]  我想大家就算中學也讀過英文的grammar
[00:04:34.000 --> 00:04:35.000]  subject
[00:04:35.000 --> 00:04:37.000]  換言之這一句話
[00:04:37.000 --> 00:04:40.000]  可以大的服侍小的
[00:04:40.000 --> 00:04:43.000]  理論上也可以小的服侍大
[00:04:43.000 --> 00:04:45.000]  理論上只是在說
[00:04:46.000 --> 00:04:48.000]  所以聖經的作者在這裡
[00:04:48.000 --> 00:04:50.000]  雖然英文的次序
[00:04:50.000 --> 00:04:53.000]  好像是說大的先出世的要服侍小的
[00:04:53.000 --> 00:04:57.000]  但是其實在原本的文字上是沒有那麼清晰
[00:04:57.000 --> 00:05:01.000]  就好像說故事一樣
[00:05:01.000 --> 00:05:02.000]  就好像一個問題
[00:05:02.000 --> 00:05:03.000]  大家猜一下
[00:05:03.000 --> 00:05:05.000]  其實到底這兩個兒子
[00:05:05.000 --> 00:05:07.000]  到底耶和華選擇了誰呢?
[00:05:07.000 --> 00:05:09.000]  我們今天看回就知道他選擇了雅各
[00:05:09.000 --> 00:05:11.000]  但是在當時這個
[00:05:11.000 --> 00:05:13.000]  初初介紹他們出來的時候
[00:05:13.000 --> 00:05:15.000]  就是雅各和耳掃的時候
[00:05:15.000 --> 00:05:17.000]  那個其實沒有那麼明顯
[00:05:17.000 --> 00:05:22.000]  所以如果我們用這個想法去想後面的事情
[00:05:22.000 --> 00:05:26.000]  其實雅各做的事情就不是純粹覺得他很沒有安全感
[00:05:26.000 --> 00:05:28.000]  或者純粹覺得他是不是很壞
[00:05:28.000 --> 00:05:31.000]  而是當好像上帝說選了其中一個
[00:05:31.000 --> 00:05:34.000]  但是其實不一定知道選誰的時候
[00:05:34.000 --> 00:05:38.000]  雅各就會想做很多事情去搶
[00:05:38.000 --> 00:05:41.000]  雅各這個字的意思可以是包括搶
[00:05:41.000 --> 00:05:44.000]  所以在這件事之後
[00:05:44.000 --> 00:05:47.000]  其實第一件事就是講這個紅豆湯的事件
[00:05:47.000 --> 00:05:51.000]  紅豆湯這件事兒童主義學應該有提過
[00:05:51.000 --> 00:05:54.000]  或者起碼大家聽過一些故事
[00:05:54.000 --> 00:05:56.000]  不知道有沒有臨睡聽一些聖經故事
[00:05:56.000 --> 00:05:58.000]  我以前第一次聽的故事就是臨睡
[00:05:58.000 --> 00:06:00.000]  我媽媽說這個故事給我聽
[00:06:00.000 --> 00:06:02.000]  當時只會說雅各很壞
[00:06:02.000 --> 00:06:04.000]  只會教你不要說謊
[00:06:04.000 --> 00:06:07.000]  但是如果我們放回今天
[00:06:07.000 --> 00:06:11.000]  我們用比較多的看法去看
[00:06:11.000 --> 00:06:16.000]  這個故事其實都有它一個會出現的合理性
[00:06:16.000 --> 00:06:20.000]  因為隨著雅各和耳掃兩個人成長
[00:06:20.000 --> 00:06:22.000]  其實他講到的
[00:06:22.000 --> 00:06:24.000]  耳煞就愛耳掃
[00:06:24.000 --> 00:06:26.000]  尼伯加就愛雅各
[00:06:26.000 --> 00:06:33.000]  有哪個家庭是有哥哥弟弟妹妹那些的?
[00:06:33.000 --> 00:06:35.000]  好多喔
[00:06:35.000 --> 00:06:39.000]  有哪個你們的爸媽是會喜歡你們不同的?
[00:06:39.000 --> 00:06:41.000]  不是喜歡同一個
[00:06:41.000 --> 00:06:42.000]  好像這個情況
[00:06:42.000 --> 00:06:44.000]  未必是爸爸喜歡哥哥
[00:06:44.000 --> 00:06:45.000]  總之可能爸爸喜歡你
[00:06:45.000 --> 00:06:46.000]  媽媽喜歡哥哥妹妹
[00:06:46.000 --> 00:06:48.000]  有沒有這樣的情況?
[00:06:48.000 --> 00:06:51.000]  我舉這個問題可能會有一些家庭糾紛
[00:06:51.000 --> 00:06:53.000]  家庭糾紛不要在這裡處理
[00:06:53.000 --> 00:06:55.000]  這個問題你們出門處理
[00:06:55.000 --> 00:07:00.000]  其實在這裡經文已經講了一個伏線
[00:07:00.000 --> 00:07:03.000]  其實他們不單有性格的差異
[00:07:03.000 --> 00:07:06.000]  還有家庭的問題
[00:07:06.000 --> 00:07:09.000]  用今天現代的字眼來講
[00:07:09.000 --> 00:07:12.000]  其實我們回到當時古代裡面
[00:07:12.000 --> 00:07:15.000]  其實做一家之主要有什麼特質呢?
[00:07:15.000 --> 00:07:17.000]  做一家之主要做領袖
[00:07:17.000 --> 00:07:19.000]  被人選擇做領袖
[00:07:19.000 --> 00:07:20.000]  就不是讀書的
[00:07:20.000 --> 00:07:22.000]  今天我們做了讀書的
[00:07:22.000 --> 00:07:25.000]  就可能會出來說話
[00:07:25.000 --> 00:07:27.000]  但在以前不是這樣的
[00:07:27.000 --> 00:07:29.000]  以前你要做一家之主
[00:07:29.000 --> 00:07:31.000]  特別是古代的以色列也好
[00:07:31.000 --> 00:07:34.000]  古代的中東的地方也好
[00:07:34.000 --> 00:07:37.000]  你要做一個領袖是要打仗的
[00:07:37.000 --> 00:07:39.000]  要很強壯的
[00:07:39.000 --> 00:07:42.000]  所以就這樣看這個敘述
[00:07:42.000 --> 00:07:43.000]  在牌面上
[00:07:43.000 --> 00:07:46.000]  以素的贏面是比較大的
[00:07:46.000 --> 00:07:48.000]  從外表的組合來講
[00:07:48.000 --> 00:07:52.000]  其實以素更加像是耶和華會選擇的人
[00:07:52.000 --> 00:07:54.000]  耶和華會祝福以色列
[00:07:54.000 --> 00:07:56.000]  他更加像會選擇以素
[00:07:56.000 --> 00:07:58.000]  或者至少在聖經的描述上
[00:07:58.000 --> 00:08:00.000]  好像想說這件事
[00:08:00.000 --> 00:08:03.000]  所以如果你是雅各
[00:08:03.000 --> 00:08:06.000]  可能是不甘心的
[00:08:06.000 --> 00:08:09.000]  如果有一天死了之後
[00:08:09.000 --> 00:08:13.000]  理論上是平均分家產和分家業
[00:08:13.000 --> 00:08:14.000]  但我們看回
[00:08:14.000 --> 00:08:16.000]  如果大家看回聖經
[00:08:16.000 --> 00:08:18.000]  由阿伯拉罕到以薩
[00:08:18.000 --> 00:08:21.000]  其實主要的家業都是由以薩繼承的
[00:08:21.000 --> 00:08:24.000]  阿伯拉罕的子女也有
[00:08:24.000 --> 00:08:25.000]  但就沒有那麼多
[00:08:25.000 --> 00:08:27.000]  如果以素真的繼承了
[00:08:27.000 --> 00:08:29.000]  自己就沒有了
[00:08:29.000 --> 00:08:32.000]  所以我們經常讀的紅豆湯事件
[00:08:32.000 --> 00:08:33.000]  也就是說
[00:08:33.000 --> 00:08:37.000]  雅各要以素將長子的名分賣給他
[00:08:37.000 --> 00:08:41.000]  其實他背後真的很工於心計
[00:08:41.000 --> 00:08:42.000]  他很聰明地
[00:08:42.000 --> 00:08:45.000]  他預備了很多的機會去嘗試
[00:08:45.000 --> 00:08:48.000]  幫自己搶走一些他覺得很想要的東西
[00:08:48.000 --> 00:08:50.000]  我們不看詳情
[00:08:50.000 --> 00:08:51.000]  因為一來比較長
[00:08:51.000 --> 00:08:54.000]  二來我知道很多人都不知道
[00:08:54.000 --> 00:08:58.000]  但我們只留意一下雅各在這個故事裡面的對話
[00:08:58.000 --> 00:09:01.000]  就是當以素很餓來到他面前的時候
[00:09:01.000 --> 00:09:03.000]  雅各就說
[00:09:03.000 --> 00:09:07.000]  你今天將這個長子的名分賣給我
[00:09:07.000 --> 00:09:09.000]  他很清楚的是今天
[00:09:09.000 --> 00:09:10.000]  就是現在
[00:09:10.000 --> 00:09:11.000]  基本上是說現在的意思
[00:09:11.000 --> 00:09:13.000]  就是你現在就賣給我
[00:09:13.000 --> 00:09:15.000]  甚至當以素還在思考的時候
[00:09:15.000 --> 00:09:16.000]  他就說你今天
[00:09:16.000 --> 00:09:19.000]  你現在就和我一起賣給我
[00:09:19.000 --> 00:09:23.000]  你看到他是一個很善於催逼別人做決定的人
[00:09:23.000 --> 00:09:24.000]  甚至你可以想
[00:09:24.000 --> 00:09:25.000]  可能他為了這一幕
[00:09:25.000 --> 00:09:27.000]  應該籌備了很久
[00:09:27.000 --> 00:09:30.000]  可以很冷靜地說出他想要什麼
[00:09:30.000 --> 00:09:33.000]  和可以逼到以素去做決定
[00:09:33.000 --> 00:09:35.000]  而這種其實我們說工於心計
[00:09:35.000 --> 00:09:38.000]  或者很聰明的某種智慧
[00:09:38.000 --> 00:09:41.000]  就是去幫自己搶走自己的東西
[00:09:41.000 --> 00:09:42.000]  其實在日後
[00:09:42.000 --> 00:09:45.000]  在這個場合更加重要的地方是用得上的
[00:09:45.000 --> 00:09:48.000]  就是當以撒臨死的時候
[00:09:48.000 --> 00:09:53.000]  這個就是剛才那個紅樓湯的圖畫
[00:09:53.000 --> 00:09:56.000]  是當以撒臨死的時候
[00:09:56.000 --> 00:09:59.000]  以撒要祝福他的兒子
[00:09:59.000 --> 00:10:04.000]  當時其實以撒是想祝福以素的
[00:10:04.000 --> 00:10:06.000]  很明顯選一個比較厲害的人做領袖
[00:10:06.000 --> 00:10:07.000]  選一個比較健碩的
[00:10:07.000 --> 00:10:10.000]  可能可以去到這個
[00:10:10.000 --> 00:10:11.000]  不是去打獵
[00:10:11.000 --> 00:10:12.000]  是去打仗的
[00:10:12.000 --> 00:10:16.000]  可以對抗敵人的以素做領袖的時候
[00:10:16.000 --> 00:10:20.000]  雅各的母親尼伯加
[00:10:20.000 --> 00:10:22.000]  騙了我兒子
[00:10:22.000 --> 00:10:26.000]  所以他一騙了我兒子就怎麼樣呢
[00:10:26.000 --> 00:10:28.000]  就叫雅各穿上戲服
[00:10:28.000 --> 00:10:30.000]  因為經文是說
[00:10:30.000 --> 00:10:32.000]  以素有很多毛
[00:10:32.000 --> 00:10:33.000]  雅各是毛
[00:10:33.000 --> 00:10:37.000]  所以要穿羊毛的衣服
[00:10:37.000 --> 00:10:38.000]  扮到很多毛
[00:10:38.000 --> 00:10:40.000]  因為他講到以撒
[00:10:40.000 --> 00:10:41.000]  只可以用手去摸
[00:10:41.000 --> 00:10:42.000]  看不到
[00:10:42.000 --> 00:10:45.000]  其實雅各一開始不是很情願的
[00:10:45.000 --> 00:10:48.000]  但是當他真的去到爸爸面前
[00:10:48.000 --> 00:10:50.000]  很明顯他是入戲的
[00:10:50.000 --> 00:10:54.000]  他很投入角色的扮演
[00:10:54.000 --> 00:10:56.000]  經文其實是比較長的
[00:10:56.000 --> 00:10:59.000]  但是其實我們很簡單去看
[00:10:59.000 --> 00:11:02.000]  當以撒一次又一次懷疑雅各
[00:11:02.000 --> 00:11:04.000]  在扮演的時候
[00:11:04.000 --> 00:11:05.000]  其實他很鎮定
[00:11:05.000 --> 00:11:09.000]  我們先不討論這個行為對不對
[00:11:09.000 --> 00:11:12.000]  但是雅各是一個很鎮定
[00:11:12.000 --> 00:11:15.000]  或者至少他可以掩飾到他很害怕
[00:11:15.000 --> 00:11:18.000]  或者很多怕會穿幫的人
[00:11:18.000 --> 00:11:23.000]  以致他可以去到得到他想要的這個長子的祝福
[00:11:23.000 --> 00:11:28.000]  甚至以撒三番四次都在問雅各
[00:11:28.000 --> 00:11:29.000]  你是不是我的兒子
[00:11:29.000 --> 00:11:31.000]  你的聲音又不是很像
[00:11:31.000 --> 00:11:33.000]  你真的是我的兒子嗎
[00:11:33.000 --> 00:11:35.000]  我的兒子以素嗎
[00:11:35.000 --> 00:11:44.000]  但是雅各在經文裡面很順利地通過了這些試驗
[00:11:44.000 --> 00:11:47.000]  故事如果先講到這裡
[00:11:47.000 --> 00:11:49.000]  當然我們只選了兩個段落
[00:11:49.000 --> 00:11:51.000]  但是我們會發現
[00:11:51.000 --> 00:11:55.000]  當我們不討論道德上這件事是有問題的時候
[00:11:55.000 --> 00:11:57.000]  我們會發現雅各
[00:11:57.000 --> 00:12:02.000]  由今天其實我們社會文化的人認同有很多特質
[00:12:02.000 --> 00:12:04.000]  他夠聰明
[00:12:04.000 --> 00:12:06.000]  他把握機會
[00:12:06.000 --> 00:12:11.000]  他可以為自己想要的東西準備得很充足
[00:12:11.000 --> 00:12:13.000]  他可以去演戲
[00:12:13.000 --> 00:12:16.000]  他可以在別人面前去掩飾自己的情緒
[00:12:16.000 --> 00:12:20.000]  或者他可以掩飾自己的想法
[00:12:20.000 --> 00:12:22.000]  他面對他的敗壞的時候
[00:12:22.000 --> 00:12:25.000]  他會很鎮定地去騙他
[00:12:25.000 --> 00:12:28.000]  如果我們純粹講一些技巧來說
[00:12:28.000 --> 00:12:31.000]  在今天一個競爭性很高的社會底下
[00:12:31.000 --> 00:12:32.000]  其實是很需要的
[00:12:32.000 --> 00:12:34.000]  我想競爭性很高的社會
[00:12:34.000 --> 00:12:36.000]  我不需要舉極多例子去解釋
[00:12:36.000 --> 00:12:39.000]  因為我們在座坐在這裡都在經歷
[00:12:39.000 --> 00:12:42.000]  當然我知道我們有些剛剛升上來中一
[00:12:42.000 --> 00:12:45.000]  我不知道中一的朋友在去年有沒有面試
[00:12:45.000 --> 00:12:46.000]  沒有
[00:12:46.000 --> 00:12:47.000]  可能沒有
[00:12:47.000 --> 00:12:50.000]  可能你們讀書太厲害就要被人收
[00:12:50.000 --> 00:12:54.000]  但是我剛剛在上面教的小六
[00:12:54.000 --> 00:12:55.000]  我現在選小五六
[00:12:55.000 --> 00:12:57.000]  就是小六在上面形容他
[00:12:57.000 --> 00:12:59.000]  其實小六就是大家都試過的
[00:12:59.000 --> 00:13:00.000]  找中學
[00:13:00.000 --> 00:13:02.000]  我不算你讀書很厲害
[00:13:02.000 --> 00:13:03.000]  自己進去的那些我不算
[00:13:03.000 --> 00:13:05.000]  我猜應該不是每個人都坐在那裡
[00:13:05.000 --> 00:13:07.000]  我純粹相信
[00:13:07.000 --> 00:13:09.000]  你都可能要去面試
[00:13:09.000 --> 00:13:11.000]  你要去預備
[00:13:11.000 --> 00:13:15.000]  我已經不討論你出生的時候要學好那種樂器
[00:13:15.000 --> 00:13:17.000]  上很多班我不算的那些
[00:13:17.000 --> 00:13:19.000]  我直接講到升中學
[00:13:19.000 --> 00:13:23.000]  又或者我知道我們有人應該今年準備考DSE
[00:13:23.000 --> 00:13:26.000]  和可能GCSE那些
[00:13:26.000 --> 00:13:29.000]  現在我們那個自修室常常坐那些人在那裡
[00:13:29.000 --> 00:13:30.000]  在溫習
[00:13:30.000 --> 00:13:34.000]  這個也是一個已經很近身的競爭
[00:13:34.000 --> 00:13:36.000]  或者有一些遠一點
[00:13:36.000 --> 00:13:38.000]  但是可能對mentor們來說是近一點的
[00:13:38.000 --> 00:13:40.000]  就是在職場上面
[00:13:40.000 --> 00:13:44.000]  你工作上面你怎樣可以去到升上去更高的職位
[00:13:44.000 --> 00:13:46.000]  你怎樣面對很多
[00:13:46.000 --> 00:13:53.000]  可能你的同事之間很多的競爭
[00:13:53.000 --> 00:13:55.000]  甚至是攻擊
[00:13:55.000 --> 00:13:58.000]  所以其實在一個競爭性很強的社會底下
[00:13:58.000 --> 00:14:01.000]  當然我們說亞國的特質
[00:14:01.000 --> 00:14:03.000]  亞國做的事情未必是對的
[00:14:03.000 --> 00:14:06.000]  但是他的特質某程度上他會和我們今天
[00:14:06.000 --> 00:14:10.000]  覺得要在這個環境裡面去生存是很相似的
[00:14:10.000 --> 00:14:12.000]  當然我不是叫大家不要競爭
[00:14:12.000 --> 00:14:14.000]  我不是叫大家不要讀書
[00:14:14.000 --> 00:14:17.000]  這個如果我說了大家父母會投訴
[00:14:17.000 --> 00:14:19.000]  所以我不是說這個意思
[00:14:19.000 --> 00:14:24.000]  我想大家去想的是其實我們用一個什麼心態去競爭
[00:14:24.000 --> 00:14:27.000]  用什麼心態去執著我們想要的東西
[00:14:27.000 --> 00:14:29.000]  因為剛才的故事還沒說完
[00:14:29.000 --> 00:14:34.000]  剛才我們說了前半部就是亞國有長子的祝福
[00:14:34.000 --> 00:14:36.000]  但是這個長子的祝福是騙回來的
[00:14:36.000 --> 00:14:39.000]  騙回來的後果是什麼呢
[00:14:39.000 --> 00:14:43.000]  就是首先他哥哥耳掃知道了亞國想做的事情之後
[00:14:43.000 --> 00:14:46.000]  他的反應就是想殺了他
[00:14:46.000 --> 00:14:50.000]  結果他媽媽就叫他離開這個家鄉
[00:14:50.000 --> 00:14:52.000]  那麗伯家就和兒子說
[00:14:52.000 --> 00:14:53.000]  就說不行啊
[00:14:53.000 --> 00:14:55.000]  反正你有一個祝福
[00:14:55.000 --> 00:14:57.000]  不如你先走開一陣子
[00:14:57.000 --> 00:14:58.000]  就是住一些日子
[00:14:58.000 --> 00:15:02.000]  去麗伯家的哥哥拉班那裡住一些日子
[00:15:02.000 --> 00:15:03.000]  就是亞國的舅父
[00:15:03.000 --> 00:15:05.000]  就是親戚關係上面
[00:15:05.000 --> 00:15:09.000]  就想著過一陣子之後就完結了
[00:15:09.000 --> 00:15:11.000]  那麽有一個問題
[00:15:11.000 --> 00:15:12.000]  今天最後一條問題
[00:15:12.000 --> 00:15:13.000]  放心最後一條
[00:15:13.000 --> 00:15:15.000]  好 住一些日子
[00:15:15.000 --> 00:15:17.000]  可不可以大家先猜一下
[00:15:17.000 --> 00:15:18.000]  因為有option的
[00:15:18.000 --> 00:15:19.000]  免得大家亂猜
[00:15:19.000 --> 00:15:22.000]  你覺得他離開了嘉南多久
[00:15:22.000 --> 00:15:23.000]  OK
[00:15:23.000 --> 00:15:24.000]  一年
[00:15:24.000 --> 00:15:25.000]  五年
[00:15:25.000 --> 00:15:26.000]  十年
[00:15:26.000 --> 00:15:27.000]  二十年
[00:15:27.000 --> 00:15:29.000]  麗伯家說有些日子
[00:15:29.000 --> 00:15:30.000]  就是住一陣子
[00:15:30.000 --> 00:15:31.000]  麗伯家覺得
[00:15:31.000 --> 00:15:34.000]  OK 一年的舉手
[00:15:34.000 --> 00:15:35.000]  那麽靜
[00:15:35.000 --> 00:15:37.000]  OK 五年
[00:15:37.000 --> 00:15:40.000]  十年
[00:15:40.000 --> 00:15:42.000]  又有一隻手
[00:15:42.000 --> 00:15:44.000]  OK 二十年
[00:15:44.000 --> 00:15:47.000]  那麽多人舉二十年的嗎
[00:15:47.000 --> 00:15:48.000]  有些人不舉手
[00:15:48.000 --> 00:15:50.000]  我不知道不舉手是不知道還是什麼
[00:15:50.000 --> 00:15:52.000]  其實是
[00:15:52.000 --> 00:15:54.000]  二十年
[00:15:54.000 --> 00:15:56.000]  換言之當亞國
[00:15:56.000 --> 00:15:59.000]  甚至他媽麗伯家以為
[00:15:59.000 --> 00:16:00.000]  他們真的以為
[00:16:00.000 --> 00:16:02.000]  可能亞國住一陣子就回來了
[00:16:02.000 --> 00:16:04.000]  可能住多一兩年
[00:16:04.000 --> 00:16:07.000]  但是亞國他足足離開了
[00:16:07.000 --> 00:16:09.000]  他家是二十年
[00:16:09.000 --> 00:16:10.000]  那麽這二十年是不是做
[00:16:10.000 --> 00:16:12.000]  是不是很開心呢
[00:16:12.000 --> 00:16:13.000]  那麽其實經文裡面說
[00:16:13.000 --> 00:16:15.000]  他那二十年是不開心的
[00:16:15.000 --> 00:16:16.000]  因為為什麼呢
[00:16:16.000 --> 00:16:20.000]  當亞國去到他舅父拉班那裏之後
[00:16:20.000 --> 00:16:21.000]  那麽見到
[00:16:21.000 --> 00:16:23.000]  他舅父有個
[00:16:23.000 --> 00:16:25.000]  兩個女兒
[00:16:25.000 --> 00:16:27.000]  一個女兒他很想
[00:16:27.000 --> 00:16:29.000]  想他做他的太太
[00:16:29.000 --> 00:16:31.000]  亞國想他做自己太太
[00:16:31.000 --> 00:16:32.000]  那麽於是呢
[00:16:32.000 --> 00:16:34.000]  舅父就叫他做七年的
[00:16:34.000 --> 00:16:35.000]  所以就沒了七年
[00:16:35.000 --> 00:16:36.000]  已經不是一年了
[00:16:36.000 --> 00:16:37.000]  沒了七年
[00:16:37.000 --> 00:16:40.000]  七年之後舅父騙他
[00:16:40.000 --> 00:16:43.000]  就給了他一個姐姐
[00:16:43.000 --> 00:16:47.000]  就是給了你一個他不想要的亞國
[00:16:47.000 --> 00:16:49.000]  跟亞國說如果你想娶你那個
[00:16:49.000 --> 00:16:51.000]  你做了七年
[00:16:51.000 --> 00:16:53.000]  所以你會發現
[00:16:53.000 --> 00:16:55.000]  你以為亞國很聰明很厲害
[00:16:55.000 --> 00:16:57.000]  原來亞國都會被人騙的
[00:16:57.000 --> 00:17:00.000]  還要被人騙了十四年
[00:17:00.000 --> 00:17:01.000]  想了二十年最後
[00:17:01.000 --> 00:17:03.000]  因為十四年之後他還做了六年
[00:17:03.000 --> 00:17:04.000]  還要做多
