
[00:00:00.000 --> 00:00:08.000]  大家好,我是這個節目《劉少康牧師陪你談天》的主持人劉少康牧師
[00:03:22.000 --> 00:03:24.000]  大家要很小心聽
[00:03:24.000 --> 00:03:27.000]  因為他的用語很巧妙
[00:03:27.000 --> 00:03:32.000]  那個妙就跟那個很巧妙的妙連在一起
[00:03:32.000 --> 00:03:36.000]  因為我從張牧師身上學到很多東西了
[00:03:36.000 --> 00:03:40.000]  你出來侍奉多少年了張牧師
[00:03:40.000 --> 00:03:43.000]  我是1958年
[00:03:43.000 --> 00:03:45.000]  神學畢業的
[00:03:45.000 --> 00:03:48.000]  就是在新加坡神學院
[00:03:48.000 --> 00:03:53.000]  然後轉到香港聖經學院
[00:03:53.000 --> 00:03:55.000]  香港聖經學院
[00:03:55.000 --> 00:04:02.000]  一直在三四個神學院念書畢業
[00:04:02.000 --> 00:04:06.000]  那你的老師就很多了
[00:04:06.000 --> 00:04:09.000]  新加坡神學院的老師
[00:04:09.000 --> 00:04:11.000]  香港神學院的老師
[00:04:11.000 --> 00:04:13.000]  還有哪一家呢
[00:04:13.000 --> 00:04:14.000]  劍道
[00:04:14.000 --> 00:04:16.000]  劍道神學院你也受過教
[00:04:16.000 --> 00:04:20.000]  所以很多名師名師出高徒
[00:04:20.000 --> 00:04:22.000]  所以你真的是一個高徒
[00:04:22.000 --> 00:04:25.000]  但是就不容易睡覺
[00:04:25.000 --> 00:04:27.000]  好不好講一講
[00:04:27.000 --> 00:04:30.000]  你印象最深刻
[00:04:30.000 --> 00:04:33.000]  你很景仰的老師呢
[00:04:33.000 --> 00:04:35.000]  介紹給我們聽聽
[00:04:35.000 --> 00:04:40.000]  我是覺得首先先講一個很重要的精神
[00:04:40.000 --> 00:04:42.000]  好像聖經觀
[00:04:42.000 --> 00:04:47.000]  這些老師就是把自己學過的東西
[00:04:47.000 --> 00:04:48.000]  經歷過的
[00:04:48.000 --> 00:04:52.000]  甚至像保羅虧欠的那一方面
[00:04:52.000 --> 00:04:54.000]  都分享給我們
[00:04:54.000 --> 00:04:55.000]  就是很坦白的
[00:04:55.000 --> 00:04:57.000]  沒有隱藏的
[00:04:57.000 --> 00:05:00.000]  我從小就覺得
[00:05:00.000 --> 00:05:04.000]  這些老師都這麼謙卑
[00:05:04.000 --> 00:05:06.000]  把自己的實況
[00:05:06.000 --> 00:05:07.000]  弱點
[00:05:07.000 --> 00:05:09.000]  也不講弱點
[00:05:09.000 --> 00:05:10.000]  實況
[00:05:10.000 --> 00:05:13.000]  我想一個人的實況有強有弱
[00:05:13.000 --> 00:05:17.000]  我就說用他的實況來分享的時候
[00:05:17.000 --> 00:05:19.000]  就等於我一聽
[00:05:19.000 --> 00:05:22.000]  就把我自己平衡了
[00:05:22.000 --> 00:05:25.000]  我就沒有說要隱藏什麼
[00:05:25.000 --> 00:05:28.000]  要顯露什麼
[00:05:28.000 --> 00:05:30.000]  真實的自己
[00:05:30.000 --> 00:05:33.000]  要活出真實很自然的自己
[00:05:33.000 --> 00:05:35.000]  我覺得我們做神的僕人
[00:05:35.000 --> 00:05:39.000]  不能是高顏大敬
[00:05:39.000 --> 00:05:44.000]  只是滿口那種學識文學
[00:05:44.000 --> 00:05:47.000]  有時候最虛空的人
[00:05:47.000 --> 00:05:48.000]  我常常去看
[00:05:48.000 --> 00:05:51.000]  會欣賞你的才智
[00:05:51.000 --> 00:05:56.000]  最能夠受到我認識
[00:05:56.000 --> 00:06:01.000]  他把心中真的空虛的地方
[00:06:01.000 --> 00:06:03.000]  跟你坦白的分享
[00:06:03.000 --> 00:06:05.000]  帶出來的時候原來我才說
[00:06:05.000 --> 00:06:06.000]  他也是人
[00:06:06.000 --> 00:06:08.000]  我也是人
[00:06:08.000 --> 00:06:09.000]  那麼這樣的話
[00:06:09.000 --> 00:06:12.000]  我們沒有掩飾
[00:06:12.000 --> 00:06:14.000]  也不用裝
[00:06:14.000 --> 00:06:16.000]  很坦誠
[00:06:16.000 --> 00:06:17.000]  我想今天的人
[00:06:17.000 --> 00:06:20.000]  最需要是這樣的實況
[00:06:20.000 --> 00:06:22.000]  非常謝謝張牧師
[00:06:22.000 --> 00:06:26.000]  我也算是早一輩的了
[00:06:26.000 --> 00:06:27.000]  我們那個年代
[00:06:27.000 --> 00:06:30.000]  我們都很敬重我們的老師
[00:06:30.000 --> 00:06:32.000]  因為從老師身上
[00:06:32.000 --> 00:06:34.000]  真的學到很多
[00:06:34.000 --> 00:06:37.000]  他們不當是嚴教還是僧教
[00:06:37.000 --> 00:06:39.000]  我記得我中學的時候
[00:06:39.000 --> 00:06:42.000]  有一位國文老師歐老師
[00:06:42.000 --> 00:06:44.000]  我們當時都很敬佩他
[00:06:44.000 --> 00:06:47.000]  因為他寫字在黑板上的時候
[00:06:47.000 --> 00:06:50.000]  那些字漂亮的不得了
[00:06:50.000 --> 00:06:53.000]  當時有什麼職餘生
[00:06:53.000 --> 00:06:57.000]  下一堂課來要刷黑板
[00:06:57.000 --> 00:06:59.000]  把黑板刷得乾淨
[00:06:59.000 --> 00:07:01.000]  然後下一個老師寫
[00:07:01.000 --> 00:07:04.000]  我們都捨不得把他的字除掉
[00:07:04.000 --> 00:07:05.000]  因為太漂亮了
[00:07:05.000 --> 00:07:07.000]  而我們做的文章
[00:07:07.000 --> 00:07:09.000]  拿去他批改的時候
[00:07:09.000 --> 00:07:11.000]  有什麼沒批
[00:07:11.000 --> 00:07:13.000]  斷落的批
[00:07:13.000 --> 00:07:18.000]  後面還寫一個很詳細的批文
[00:07:18.000 --> 00:07:21.000]  那你這樣批改你的作文
[00:07:21.000 --> 00:07:23.000]  你才學到中文
[00:07:23.000 --> 00:07:25.000]  現在的老師很偷懶
[00:07:25.000 --> 00:07:26.000]  這最後寫幾句
[00:07:26.000 --> 00:07:28.000]  此文不通
[00:07:28.000 --> 00:07:29.000]  怎麼不通呢
[00:07:29.000 --> 00:07:30.000]  他不告訴你
[00:07:30.000 --> 00:07:31.000]  我舉個例子
[00:07:31.000 --> 00:07:35.000]  這個所謂的批改或者解開
[00:07:35.000 --> 00:07:38.000]  是很重要
[00:07:38.000 --> 00:07:41.000]  我想我們對小朋友
[00:07:41.000 --> 00:07:43.000]  太少這樣的方式
[00:07:43.000 --> 00:07:45.000]  我那個時候就覺得
[00:07:45.000 --> 00:07:47.000]  這個保母的保
[00:07:47.000 --> 00:07:49.000]  保守的保
[00:07:49.000 --> 00:07:51.000]  寶貴的保
[00:07:51.000 --> 00:07:54.000]  那個保怎麼樣保呢
[00:07:54.000 --> 00:07:56.000]  所以老師就說
[00:07:56.000 --> 00:07:58.000]  你要有行動
[00:07:58.000 --> 00:08:01.000]  沒有行動的人
[00:08:01.000 --> 00:08:02.000]  他就不保
[00:08:02.000 --> 00:08:04.000]  什麼原因呢
[00:08:04.000 --> 00:08:07.000]  你看保字這邊寫
[00:08:07.000 --> 00:08:10.000]  人字旁一個口
[00:08:10.000 --> 00:08:14.000]  其實應該說那個是呆
[00:08:14.000 --> 00:08:15.000]  呆
[00:08:15.000 --> 00:08:17.000]  人字旁一個呆
[00:08:17.000 --> 00:08:20.000]  一個人不會用行動去保
[00:08:20.000 --> 00:08:24.000]  這個人只是呆頭呆腦
[00:08:24.000 --> 00:08:25.000]  太好了
[00:08:25.000 --> 00:08:27.000]  把這個中文字拆開
[00:08:27.000 --> 00:08:29.000]  原來有很多很深的意思
[00:08:29.000 --> 00:08:31.000]  要行動
[00:08:31.000 --> 00:08:33.000]  所以我們今天的生活
[00:08:33.000 --> 00:08:36.000]  非常有意義
[00:08:36.000 --> 00:08:39.000]  張博士剛才我跟你談天的時候
[00:08:39.000 --> 00:08:41.000]  你就提到一點
[00:08:41.000 --> 00:08:44.000]  就是現在很多的教母同工
[00:08:44.000 --> 00:08:46.000]  教會裡面的領袖
[00:08:46.000 --> 00:08:49.000]  甚至是所有的信徒
[00:08:49.000 --> 00:08:51.000]  都好像不懂得怎麼樣去
[00:08:51.000 --> 00:08:54.000]  把聖經的真理活出來
[00:08:54.000 --> 00:08:57.000]  你好不好教導我們一下
[00:08:57.000 --> 00:08:58.000]  提醒我們一下
[00:08:58.000 --> 00:08:59.000]  該怎麼樣做
[00:08:59.000 --> 00:09:02.000]  我是先從耶穌
[00:09:02.000 --> 00:09:05.000]  像因為當時候
[00:09:05.000 --> 00:09:10.000]  羅馬帝國的領導人
[00:09:10.000 --> 00:09:13.000]  宗教師的領導人
[00:09:13.000 --> 00:09:15.000]  就是尼戈狄姆
[00:09:15.000 --> 00:09:16.000]  他的談話
[00:09:16.000 --> 00:09:17.000]  不曉得大家熟不熟
[00:09:17.000 --> 00:09:19.000]  很熟悉
[00:09:19.000 --> 00:09:21.000]  當耶穌半夜
[00:09:21.000 --> 00:09:23.000]  尼戈狄姆來見他的時候
[00:09:23.000 --> 00:09:25.000]  尼戈狄姆就稱上他
[00:09:25.000 --> 00:09:29.000]  是一個良善的夫子
[00:09:29.000 --> 00:09:30.000]  耶穌就奇怪
[00:09:30.000 --> 00:09:33.000]  你為什麼稱我良善呢
[00:09:33.000 --> 00:09:37.000]  其實耶穌就馬上就告訴他
[00:09:37.000 --> 00:09:42.000]  我就從這一段話
[00:09:42.000 --> 00:09:43.000]  領受到
[00:09:43.000 --> 00:09:46.000]  其實我們每一個人
[00:09:46.000 --> 00:09:51.000]  一身上有三個字
[00:09:51.000 --> 00:09:54.000]  這三個字是分不開的
[00:09:54.000 --> 00:09:57.000]  但是還沒信的人
[00:09:57.000 --> 00:10:00.000]  跟信的人是用不同的方向
[00:10:00.000 --> 00:10:04.000]  來經歷使用
[00:10:04.000 --> 00:10:05.000]  是
[00:10:05.000 --> 00:10:06.000]  那麼耶穌就說
[00:10:06.000 --> 00:10:08.000]  嘿 尼戈狄姆
[00:10:08.000 --> 00:10:10.000]  你要重生
[00:10:10.000 --> 00:10:13.000]  不重生的人不能見神的國
[00:10:13.000 --> 00:10:14.000]  見神的國
[00:10:14.000 --> 00:10:15.000]  見
[00:10:15.000 --> 00:10:16.000]  見
[00:10:16.000 --> 00:10:17.000]  見神的國
[00:10:17.000 --> 00:10:20.000]  水和聖女生就不能見神
[00:10:20.000 --> 00:10:23.000]  一個是見 一個是近
[00:10:23.000 --> 00:10:25.000]  那麼耶穌這樣講的時候
[00:10:25.000 --> 00:10:26.000]  我就想起
[00:10:26.000 --> 00:10:29.000]  哎呀 人有靈魂
[00:10:29.000 --> 00:10:31.000]  哦 是是是
[00:10:31.000 --> 00:10:32.000]  那麼半夜來講
[00:10:32.000 --> 00:10:34.000]  耶穌的狄姆
[00:10:34.000 --> 00:10:37.000]  他就用他的體
[00:10:37.000 --> 00:10:43.000]  身體 魂 靈來見耶穌
[00:10:43.000 --> 00:10:44.000]  哦 體 靈
[00:10:44.000 --> 00:10:45.000]  體 魂 靈
[00:10:45.000 --> 00:10:46.000]  倒過來了
[00:10:46.000 --> 00:10:47.000]  結果呢
[00:10:47.000 --> 00:10:50.000]  結果耶穌不欣賞
[00:10:50.000 --> 00:10:53.000]  因為他用人的尊重 體
[00:10:53.000 --> 00:10:55.000]  見面禮
[00:10:55.000 --> 00:10:57.000]  是夫子 聽不到夫子
[00:10:57.000 --> 00:10:59.000]  良善的夫子
[00:10:59.000 --> 00:11:01.000]  然後用魂
[00:11:01.000 --> 00:11:03.000]  魂就是說欣賞
[00:11:03.000 --> 00:11:04.000]  耶穌是
[00:11:04.000 --> 00:11:07.000]  很好了 很良善
[00:11:07.000 --> 00:11:09.000]  受尊重的 精神上
[00:11:09.000 --> 00:11:11.000]  但是呢
[00:11:11.000 --> 00:11:13.000]  很妙
[00:11:13.000 --> 00:11:16.000]  耶穌就無形中就跟他說
[00:11:16.000 --> 00:11:20.000]  嘿 你的靈還沒重生
[00:11:20.000 --> 00:11:23.000]  你的靈等於說還沒用
[00:11:23.000 --> 00:11:26.000]  還沒有用到你的靈的部分
[00:11:26.000 --> 00:11:28.000]  我不曉得聽眾看
[00:11:28.000 --> 00:11:30.000]  我們今天這樣談
[00:11:30.000 --> 00:11:31.000]  要考慮一下
[00:11:31.000 --> 00:11:34.000]  你的靈動了沒有
[00:11:34.000 --> 00:11:35.000]  靈要動了
[00:11:35.000 --> 00:11:37.000]  實用了沒有
[00:11:37.000 --> 00:11:42.000]  你今天是靠體魂過一生
[00:11:42.000 --> 00:11:44.000]  所以常常是虛空
[00:11:44.000 --> 00:11:46.000]  哦 常常虛空
[00:11:46.000 --> 00:11:49.000]  因為體魂領受了
[00:11:49.000 --> 00:11:50.000]  幫不到你
[00:11:50.000 --> 00:11:51.000]  幫助不到你
[00:11:51.000 --> 00:11:53.000]  不但要幫助
[00:11:53.000 --> 00:11:55.000]  你自己要領受到
[00:11:55.000 --> 00:11:56.000]  很多很多
[00:11:56.000 --> 00:11:57.000]  還是有限
[00:11:57.000 --> 00:11:58.000]  對對 很有限
[00:11:58.000 --> 00:12:00.000]  你看你能吃多少
[00:12:00.000 --> 00:12:02.000]  你能夠戴多少
[00:12:02.000 --> 00:12:04.000]  能夠穿多少
[00:12:04.000 --> 00:12:06.000]  那魂呢 是知識
[00:12:06.000 --> 00:12:10.000]  你就是讀到最高的教育
[00:12:10.000 --> 00:12:12.000]  你又是
[00:12:12.000 --> 00:12:14.000]  能夠吸收
[00:12:14.000 --> 00:12:16.000]  但也會忘記
[00:12:16.000 --> 00:12:18.000]  人是很容易忘記的
[00:12:18.000 --> 00:12:20.000]  你念著書本
[00:12:20.000 --> 00:12:23.000]  一轉過來就記不清楚了
[00:12:23.000 --> 00:12:25.000]  所以耶穌為什麼會講靈呢
[00:12:25.000 --> 00:12:27.000]  因為你要重生
[00:12:27.000 --> 00:12:28.000]  原來啊
[00:12:28.000 --> 00:12:31.000]  我們今天就照聖經的次序
[00:12:31.000 --> 00:12:33.000]  我們認識神
[00:12:33.000 --> 00:12:35.000]  是先是靈
[00:12:35.000 --> 00:12:37.000]  先要把靈先走的
[00:12:37.000 --> 00:12:40.000]  然後才落地下田
[00:12:40.000 --> 00:12:41.000]  哦 對對對
[00:12:41.000 --> 00:12:44.000]  那就一生就不會虛空
[00:12:44.000 --> 00:12:46.000]  哦 太好了
[00:12:46.000 --> 00:12:49.000]  剛才好像你提過什麼
[00:12:49.000 --> 00:12:51.000]  靈魂體
[00:12:51.000 --> 00:12:54.000]  就是應該是一條正路
[00:12:54.000 --> 00:12:56.000]  我們應該這樣走
[00:12:56.000 --> 00:12:58.000]  結果你倒過來了
[00:12:58.000 --> 00:12:59.000]  你說一遍
[00:12:59.000 --> 00:13:00.000]  變成什麼呢
[00:13:00.000 --> 00:13:02.000]  體 魂 靈
[00:13:02.000 --> 00:13:03.000]  什麼都沒有
[00:13:03.000 --> 00:13:04.000]  就是靈了
[00:13:04.000 --> 00:13:06.000]  得到靈了
[00:13:06.000 --> 00:13:08.000]  所以體魂靈
[00:13:08.000 --> 00:13:11.000]  靠體的人幾十年
[00:13:11.000 --> 00:13:13.000]  靠魂的人
[00:13:13.000 --> 00:13:15.000]  精神都不正常了
[00:13:15.000 --> 00:13:17.000]  什麼都空
[00:13:17.000 --> 00:13:21.000]  結果人生靠先從體魂靈
[00:13:21.000 --> 00:13:23.000]  體魂開始
[00:13:23.000 --> 00:13:25.000]  到最後
[00:13:25.000 --> 00:13:27.000]  應該是靈性的靈
[00:13:27.000 --> 00:13:29.000]  結果是靈點的靈
[00:13:29.000 --> 00:13:31.000]  哦 完蛋了
[00:13:31.000 --> 00:13:32.000]  靈了
[00:13:32.000 --> 00:13:34.000]  靈魂空的
[00:13:34.000 --> 00:13:36.000]  就是人生什麼都得不到
[00:13:36.000 --> 00:13:37.000]  哇 太寶貴了
[00:13:37.000 --> 00:13:40.000]  所以今天我們為什麼要信仰
[00:13:40.000 --> 00:13:42.000]  為什麼不拜拜
[00:13:42.000 --> 00:13:44.000]  因為拜拜是用體拜
[00:13:44.000 --> 00:13:46.000]  哦 是體去拜的
[00:13:46.000 --> 00:13:50.000]  魂是迷信
[00:13:50.000 --> 00:13:52.000]  整天就是迷
[00:13:52.000 --> 00:13:53.000]  迷這個迷那個
[00:13:53.000 --> 00:13:55.000]  對對對
[00:13:55.000 --> 00:13:58.000]  但是靈很妙
[00:13:58.000 --> 00:14:00.000]  當你離開的時候
[00:14:00.000 --> 00:14:02.000]  海闊天空
[00:14:02.000 --> 00:14:03.000]  哦 對對
[00:14:03.000 --> 00:14:04.000]  因為很多人
[00:14:04.000 --> 00:14:06.000]  我們做牧者的
[00:14:06.000 --> 00:14:09.000]  接觸很多不同的信徒
[00:14:09.000 --> 00:14:11.000]  有些信徒
[00:14:11.000 --> 00:14:13.000]  他真的很通的
[00:14:13.000 --> 00:14:15.000]  他讀聖經又通
[00:14:15.000 --> 00:14:17.000]  生活又通
[00:14:17.000 --> 00:14:19.000]  適逢又愉快
[00:14:19.000 --> 00:14:21.000]  但是我要加一句
[00:14:21.000 --> 00:14:23.000]  特別是今天在世界上
[00:14:23.000 --> 00:14:25.000]  哪一個角落都有黑暗
[00:14:25.000 --> 00:14:27.000]  都有困擾
[00:14:27.000 --> 00:14:28.000]  那是一定的
[00:14:28.000 --> 00:14:29.000]  但是
[00:14:29.000 --> 00:14:31.000]  如果是他有靈的話
[00:14:31.000 --> 00:14:33.000]  這個是活得更燦爛
[00:14:33.000 --> 00:14:34.000]  對對
[00:14:34.000 --> 00:14:36.000]  活得更活潑
[00:14:36.000 --> 00:14:37.000]  更有力量
[00:14:37.000 --> 00:14:38.000]  對對對
[00:14:38.000 --> 00:14:39.000]  超然
[00:14:39.000 --> 00:14:40.000]  哦 對對對
[00:14:40.000 --> 00:14:41.000]  但是靠體魂的呢
[00:14:41.000 --> 00:14:44.000]  完全束手無策
[00:14:44.000 --> 00:14:46.000]  束手無策
[00:14:46.000 --> 00:14:47.000]  哦 張牧師
[00:14:47.000 --> 00:14:50.000]  你真的是句句良言
[00:14:50.000 --> 00:14:53.000]  叫我們受益不淺
[00:14:53.000 --> 00:14:54.000]  非常謝謝你
[00:14:54.000 --> 00:14:56.000]  那最後
[00:14:56.000 --> 00:14:59.000]  你對信徒有什麼忠告呢
[00:14:59.000 --> 00:15:02.000]  說幾個忠告給我們聽聽
[00:15:02.000 --> 00:15:03.000]  事實上
[00:15:03.000 --> 00:15:06.000]  今天全世界
[00:15:06.000 --> 00:15:09.000]  以賽亞書六十章
[00:15:09.000 --> 00:15:11.000]  以賽亞書六十章
[00:15:11.000 --> 00:15:13.000]  是你送給我們的金句
[00:15:13.000 --> 00:15:14.000]  提醒我們
[00:15:14.000 --> 00:15:17.000]  黑暗遮蓋大地
[00:15:17.000 --> 00:15:20.000]  幽暗遮蓋萬物
[00:15:20.000 --> 00:15:21.000]  那怎麼辦呢
[00:15:21.000 --> 00:15:23.000]  其實呢
[00:15:23.000 --> 00:15:25.000]  我們信仰的父神
[00:15:25.000 --> 00:15:28.000]  沒有將我們單獨站起來
[00:15:28.000 --> 00:15:30.000]  哦 我們不會孤單的
[00:15:30.000 --> 00:15:31.000]  要一起
[00:15:31.000 --> 00:15:32.000]  要興起
[00:15:32.000 --> 00:15:34.000]  興起發光
[00:15:34.000 --> 00:15:36.000]  哦 興起發光
[00:15:36.000 --> 00:15:37.000]  一起站在一起
[00:15:37.000 --> 00:15:38.000]  這個意思
[00:15:38.000 --> 00:15:39.000]  這個是所以
[00:15:39.000 --> 00:15:41.000]  其實我們就是教會
[00:15:41.000 --> 00:15:43.000]  主的身體
[00:15:43.000 --> 00:15:44.000]  主的身體
[00:15:44.000 --> 00:15:45.000]  神的家
[00:15:45.000 --> 00:15:46.000]  神的家 對
[00:15:46.000 --> 00:15:47.000]  請問
[00:15:47.000 --> 00:15:50.000]  你已經在這個範圍了嗎
[00:15:50.000 --> 00:15:52.000]  最後一節聖經
[00:15:52.000 --> 00:15:56.000]  可若翰福音十六章三十三節
[00:15:56.000 --> 00:15:58.000]  也許說
[00:15:58.000 --> 00:16:00.000]  我把這些事告訴你們
[00:16:00.000 --> 00:16:02.000]  是叫你們
[00:16:02.000 --> 00:16:03.000]  不是在世界
[00:16:03.000 --> 00:16:05.000]  在我裡面有平安
[00:16:05.000 --> 00:16:08.000]  哦 在神的裡面有平安
[00:16:08.000 --> 00:16:10.000]  不是世界的平安
[00:16:10.000 --> 00:16:12.000]  世界雖然有困難
[00:16:12.000 --> 00:16:14.000]  但你們可以放心
[00:16:14.000 --> 00:16:15.000]  為什麼
[00:16:15.000 --> 00:16:19.000]  耶穌已經兩千多年前
[00:16:19.000 --> 00:16:22.000]  勝過全世界了
[00:16:22.000 --> 00:16:24.000]  所以祝福你們
[00:16:24.000 --> 00:16:28.000]  新年平安快樂
[00:16:28.000 --> 00:16:29.000]  謝謝 謝謝
[00:16:29.000 --> 00:16:31.000]  實現祂的恩典
[00:16:31.000 --> 00:16:33.000]  謝謝 謝謝
[00:16:33.000 --> 00:16:34.000]  各位
[00:16:34.000 --> 00:16:36.000]  剛才那幾個祝福
[00:16:36.000 --> 00:16:38.000]  實在是太重要了
[00:16:38.000 --> 00:16:41.000]  因為剛才我跟張牧師
[00:16:41.000 --> 00:16:43.000]  他請我吃午餐
[00:16:43.000 --> 00:16:44.000]  跟他談
[00:16:44.000 --> 00:16:47.000]  我就發現張牧師對聖經
[00:16:47.000 --> 00:16:48.000]  非常熟悉
[00:16:48.000 --> 00:16:52.000]  而且他可以把來章來節
[00:16:52.000 --> 00:16:54.000]  他都說出來
[00:16:54.000 --> 00:16:55.000]  通常我們牧者
[00:16:55.000 --> 00:16:56.000]  很多信徒問
[00:16:56.000 --> 00:16:59.000]  牧師來節聖經在哪裡
[00:16:59.000 --> 00:17:01.000]  我就說我要查查看
[00:17:01.000 --> 00:17:03.000]  因為不容易找的
[00:17:03.000 --> 00:17:05.000]  我知道是在馬太福音
[00:17:05.000 --> 00:17:08.000]  大概是第八還是第九章
[00:17:08.000 --> 00:17:10.000]  但是來章來節我說不出來
[00:17:10.000 --> 00:17:12.000]  但是剛才張牧師
[00:17:12.000 --> 00:17:14.000]  他的經文很熟悉
[00:17:14.000 --> 00:17:16.000]  而且你熟悉經文的時候
[00:17:16.000 --> 00:17:18.000]  就前後貫通
[00:17:18.000 --> 00:17:20.000]  融會貫通
[00:17:20.000 --> 00:17:22.000]  就把那個神粹
[00:17:22.000 --> 00:17:25.000]  把那個精神都找出來了
[00:17:25.000 --> 00:17:26.000]  所以各位
[00:17:26.000 --> 00:17:28.000]  我拍這個節目
[00:17:28.000 --> 00:17:30.000]  劉少康牧師陪你談天
[00:17:30.000 --> 00:17:32.000]  陪你讀聖經
[00:17:32.000 --> 00:17:36.000]  其中一個我很主要的禱告
[00:17:36.000 --> 00:17:37.000]  也是期望
[00:17:37.000 --> 00:17:40.000]  就是大家一定要熟悉聖經
[00:17:40.000 --> 00:17:42.000]  張牧師你也講幾句
[00:17:42.000 --> 00:17:44.000]  熟悉聖經有什麼好處
[00:17:44.000 --> 00:17:46.000]  其實熟悉聖經
[00:17:46.000 --> 00:17:48.000]  不是被熟悉
[00:17:48.000 --> 00:17:51.000]  是在最需要的時候
[00:17:51.000 --> 00:17:54.000]  就好像你帶著你的錢
[00:17:54.000 --> 00:17:56.000]  還要使用
[00:17:56.000 --> 00:17:57.000]  對對對
[00:17:57.000 --> 00:17:58.000]  很實在
[00:17:58.000 --> 00:17:59.000]  對症下藥
[00:17:59.000 --> 00:18:01.000]  甚至還有
[00:18:01.000 --> 00:18:04.000]  我記得張節是怎麼記
[00:18:04.000 --> 00:18:06.000]  我們中國人不是
[00:18:06.000 --> 00:18:09.000]  這個詞這個字有諧音
[00:18:09.000 --> 00:18:12.000]  同音不同字
[00:18:12.000 --> 00:18:14.000]  所以配合起來
[00:18:14.000 --> 00:18:15.000]  我們也記得
[00:18:15.000 --> 00:18:18.000]  哪一節是哪張哪節
