
[00:00:00.000 --> 00:00:02.000]  我覺得有時人的手很特別
[00:03:15.000 --> 00:03:17.000]  但那些小朋友
[00:03:17.000 --> 00:03:19.000]  在當時在猶太的地方裏面
[00:03:19.000 --> 00:03:21.000]  是不重視小朋友的
[00:03:21.000 --> 00:03:23.000]  覺得小朋友沒什麼實力
[00:03:23.000 --> 00:03:24.000]  有些小朋友來
[00:03:24.000 --> 00:03:26.000]  於是有些門徒就來跟他說
[00:03:26.000 --> 00:03:27.000]  走
[00:03:27.000 --> 00:03:28.000]  小朋友走開
[00:03:28.000 --> 00:03:29.000]  不要鬧了
[00:03:29.000 --> 00:03:31.000]  但耶穌怎麼說呢
[00:03:31.000 --> 00:03:34.000]  那時有人帶著小孩子來見耶穌
[00:03:34.000 --> 00:03:36.000]  要耶穌給他們按手禱告
[00:03:36.000 --> 00:03:38.000]  門徒就責備那些人
[00:03:38.000 --> 00:03:39.000]  耶穌說
[00:03:39.000 --> 00:03:42.000]  讓小孩子到我這裡來
[00:03:42.000 --> 00:03:44.000]  不要禁止他們
[00:03:44.000 --> 00:03:48.000]  因為在天國的正是這樣的人
[00:03:48.000 --> 00:03:50.000]  耶穌給他們按手
[00:03:50.000 --> 00:03:52.000]  就離開那地方去了
[00:03:52.000 --> 00:03:56.000]  耶穌罵自己的門徒
[00:03:56.000 --> 00:03:58.000]  為什麼
[00:03:58.000 --> 00:04:00.000]  為什麼你阻止他們
[00:04:00.000 --> 00:04:02.000]  耶穌重視小孩子
[00:04:02.000 --> 00:04:04.000]  很寶貴
[00:04:04.000 --> 00:04:06.000]  原來這個就是我們的生命
[00:04:06.000 --> 00:04:07.000]  重視生命
[00:04:07.000 --> 00:04:10.000]  我自己很著緊小孩子
[00:04:10.000 --> 00:04:12.000]  所以現在如果你是基督徒
[00:04:12.000 --> 00:04:13.000]  都請你為我們祈禱
[00:04:13.000 --> 00:04:14.000]  我們很迫切
[00:04:14.000 --> 00:04:16.000]  很想請一個人進去
[00:04:16.000 --> 00:04:19.000]  梁醒德小學做學生工作
[00:04:19.000 --> 00:04:21.000]  但還沒有請到
[00:04:21.000 --> 00:04:23.000]  我上個星期去葵涌
[00:04:23.000 --> 00:04:26.000]  因為葵涌較多成年人
[00:04:26.000 --> 00:04:27.000]  在我們當中
[00:04:27.000 --> 00:04:29.000]  應該有兩批人在我們當中
[00:04:29.000 --> 00:04:32.000]  但最近來了一些中一的小孩子
[00:04:32.000 --> 00:04:33.000]  嘩
[00:04:33.000 --> 00:04:34.000]  我吃了很多糖
[00:04:34.000 --> 00:04:35.000]  很寶貴
[00:04:35.000 --> 00:04:36.000]  雖然我一個月去一次
[00:04:36.000 --> 00:04:38.000]  我上個月就約定這些小孩子
[00:04:38.000 --> 00:04:40.000]  你們上崇拜之前
[00:04:40.000 --> 00:04:42.000]  我請你吃早餐
[00:04:42.000 --> 00:04:43.000]  他們很樂意
[00:04:43.000 --> 00:04:44.000]  你帶多些同學來
[00:04:44.000 --> 00:04:46.000]  那天來了十二個同學
[00:04:46.000 --> 00:04:47.000]  平時只有三、四個
[00:04:47.000 --> 00:04:50.000]  那天來了十二個
[00:04:50.000 --> 00:04:51.000]  但OK的
[00:04:51.000 --> 00:04:53.000]  我很樂意的
[00:04:53.000 --> 00:04:55.000]  我請了他們吃早餐
[00:04:55.000 --> 00:04:57.000]  二十多元一個早餐
[00:04:57.000 --> 00:04:58.000]  十二個人
[00:04:58.000 --> 00:04:59.000]  你想一想
[00:04:59.000 --> 00:05:01.000]  我差不多用了三百多元
[00:05:01.000 --> 00:05:02.000]  剛才呢
[00:05:02.000 --> 00:05:05.000]  剛才我又去了戶外團契
[00:05:05.000 --> 00:05:07.000]  不知道大家知不知道
[00:05:07.000 --> 00:05:08.000]  大美督上面
[00:05:08.000 --> 00:05:09.000]  有一個地方
[00:05:09.000 --> 00:05:11.000]  是給女孩子戒毒的
[00:05:11.000 --> 00:05:13.000]  我特意買了兩打西餅去
[00:05:13.000 --> 00:05:15.000]  還不是那些普通的
[00:05:15.000 --> 00:05:17.000]  即是十多元一個那些
[00:05:17.000 --> 00:05:18.000]  我其實有餅卡
[00:05:18.000 --> 00:05:19.000]  但他們覺得我很傻
[00:05:19.000 --> 00:05:21.000]  我不用餅卡去換
[00:05:21.000 --> 00:05:22.000]  我覺得這樣的時候
[00:05:22.000 --> 00:05:23.000]  不是很真心
[00:05:23.000 --> 00:05:24.000]  即是很隨便
[00:05:24.000 --> 00:05:26.000]  我就可以拿幾張餅卡去換
[00:05:26.000 --> 00:05:29.000]  我真是用錢去買
[00:05:29.000 --> 00:05:30.000]  然後放下給他們吃
[00:05:30.000 --> 00:05:33.000]  因為我重視每一個人
[00:05:33.000 --> 00:05:34.000]  耶穌基督
[00:05:34.000 --> 00:05:36.000]  祂不單單有一個慈愛的手
[00:05:36.000 --> 00:05:38.000]  更加有一個憐憫的雙手
[00:05:38.000 --> 00:05:41.000]  為甚麼我會重視這些人呢
[00:05:41.000 --> 00:05:43.000]  在《馬太福音》第八章第三節裏面
[00:05:43.000 --> 00:05:44.000]  記載一件事是甚麼呢
[00:05:44.000 --> 00:05:46.000]  有些麻瘋病者
[00:05:46.000 --> 00:05:48.000]  麻瘋病在當時來講
[00:05:48.000 --> 00:05:51.000]  是被視為罪人的
[00:05:51.000 --> 00:05:53.000]  其實不一定是麻瘋病者是罪人
[00:05:53.000 --> 00:05:55.000]  即是很簡單舉個例
[00:05:55.000 --> 00:05:57.000]  如果你的朋友有病
[00:05:57.000 --> 00:05:58.000]  你跟他說
[00:05:58.000 --> 00:05:59.000]  甚麼病呀
[00:05:59.000 --> 00:06:01.000]  看醫生啦
[00:06:01.000 --> 00:06:02.000]  不要說了
[00:06:02.000 --> 00:06:04.000]  我都不知道為甚麼會那麼壞
[00:06:04.000 --> 00:06:06.000]  想一想大陸就有這些病
[00:06:06.000 --> 00:06:07.000]  皮膚病
[00:06:07.000 --> 00:06:08.000]  類似啦
[00:06:08.000 --> 00:06:09.000]  那即是甚麼病呢
[00:06:09.000 --> 00:06:10.000]  愛滋病
[00:06:10.000 --> 00:06:11.000]  嘩
[00:06:11.000 --> 00:06:12.000]  你即刻彈開
[00:06:12.000 --> 00:06:13.000]  然後說你個衰仔
[00:06:13.000 --> 00:06:14.000]  你搞甚麼呀
[00:06:14.000 --> 00:06:15.000]  搞到愛滋病
[00:06:15.000 --> 00:06:18.000]  愛滋病可以是傳染回來的
[00:06:18.000 --> 00:06:19.000]  大家記得在非洲
[00:06:19.000 --> 00:06:21.000]  我們上個月
[00:06:21.000 --> 00:06:23.000]  有一班非洲的細蚊仔來
[00:06:23.000 --> 00:06:26.000]  我今年去過烏干達
[00:06:26.000 --> 00:06:28.000]  下一年九月我會再去
[00:06:28.000 --> 00:06:30.000]  因為我很想關心這些人
[00:06:30.000 --> 00:06:33.000]  很多細蚊仔是有愛滋病
[00:06:33.000 --> 00:06:35.000]  有些婦女是有愛滋病
[00:06:35.000 --> 00:06:37.000]  她們是被人強暴
[00:06:37.000 --> 00:06:39.000]  但細蚊仔為甚麼會有愛滋病呢
[00:06:39.000 --> 00:06:41.000]  幾歲的細蚊仔
[00:06:41.000 --> 00:06:43.000]  因為父母有愛滋病
[00:06:43.000 --> 00:06:46.000]  於是一直傳到她那裏
[00:06:46.000 --> 00:06:49.000]  當耶穌那個年代
[00:06:49.000 --> 00:06:51.000]  愛滋病是一個罪人
[00:06:51.000 --> 00:06:53.000]  有一個麻瘋病者
[00:06:53.000 --> 00:06:55.000]  求耶穌來醫治的時候
[00:06:55.000 --> 00:06:57.000]  耶穌怎樣來醫治他呢
[00:06:57.000 --> 00:06:58.000]  我們一齊來看
[00:06:58.000 --> 00:07:00.000]  馬達福音第八章第三節
[00:07:00.000 --> 00:07:01.000]  我們一齊來讀出來好嗎
[00:07:01.000 --> 00:07:02.000]  第八章第三節
[00:07:02.000 --> 00:07:03.000]  我們一齊來讀出來好嗎
[00:07:03.000 --> 00:07:04.000]  預備一二三
[00:07:10.000 --> 00:07:13.000]  立刻就潔淨了
[00:07:13.000 --> 00:07:15.000]  憐憫 憐憫
[00:07:15.000 --> 00:07:18.000]  這些麻瘋病者
[00:07:18.000 --> 00:07:20.000]  大家有沒有忘記麻瘋是會怎樣
[00:07:20.000 --> 00:07:22.000]  會傳染的
[00:07:22.000 --> 00:07:24.000]  大家知不知道以前香港六十年代之前
[00:07:24.000 --> 00:07:25.000]  還有麻瘋病的
[00:07:25.000 --> 00:07:26.000]  都很厲害的
[00:07:26.000 --> 00:07:28.000]  所以知不知道麻瘋病送去哪個地方
[00:07:28.000 --> 00:07:30.000]  喜寧洲
[00:07:30.000 --> 00:07:32.000]  因為困住你在島上
[00:07:32.000 --> 00:07:34.000]  你走不出來的
[00:07:34.000 --> 00:07:37.000]  麻瘋病在耶穌那個年代裏面
[00:07:37.000 --> 00:07:39.000]  是不單單被人輕視
[00:07:39.000 --> 00:07:40.000]  不單止
[00:07:40.000 --> 00:07:42.000]  還是一個很沒有自尊的
[00:07:42.000 --> 00:07:44.000]  他不可以出街
[00:07:44.000 --> 00:07:46.000]  如果他出街的話
[00:07:46.000 --> 00:07:48.000]  他要拿著一個鈴鐺
[00:07:48.000 --> 00:07:49.000]  為什麼呢
[00:07:49.000 --> 00:07:51.000]  他要很生氣
[00:07:51.000 --> 00:07:52.000]  如果離遠
[00:07:52.000 --> 00:07:54.000]  有人快要迎面來
[00:07:54.000 --> 00:07:55.000]  他就搖鈴鐺
[00:07:55.000 --> 00:07:56.000]  然後大聲說
[00:07:56.000 --> 00:07:57.000]  我麻瘋的
[00:07:57.000 --> 00:07:59.000]  讓那些人來避開他
[00:07:59.000 --> 00:08:00.000]  如果他沒有這樣做的時候
[00:08:00.000 --> 00:08:01.000]  你經過見到他麻瘋
[00:08:01.000 --> 00:08:02.000]  而沒有出聲
[00:08:02.000 --> 00:08:04.000]  馬上就拿石頭扔他
[00:08:04.000 --> 00:08:05.000]  一個已經有病
[00:08:05.000 --> 00:08:07.000]  還要自揭瘡疤
[00:08:07.000 --> 00:08:08.000]  其實很痛苦
[00:08:08.000 --> 00:08:10.000]  所以耶穌治他的時候很特別
[00:08:10.000 --> 00:08:11.000]  如果我們熟悉耶穌
[00:08:11.000 --> 00:08:14.000]  可以叫他死了四天的拉薩路
[00:08:14.000 --> 00:08:15.000]  從死裏面復活
[00:08:15.000 --> 00:08:17.000]  不需要碰他
[00:08:17.000 --> 00:08:19.000]  耶穌第一個神蹟是水變酒
[00:08:19.000 --> 00:08:20.000]  也完全沒有碰那些水
[00:08:20.000 --> 00:08:22.000]  那些水可以變成為酒
[00:08:22.000 --> 00:08:25.000]  但為什麼耶穌這次要摸這個麻瘋病者呢
[00:08:25.000 --> 00:08:30.000]  原來不單止要醫治他身體的病
[00:08:30.000 --> 00:08:33.000]  是醫治他們心靈的傷痛
[00:08:34.000 --> 00:08:36.000]  耶穌摸他的時候
[00:08:36.000 --> 00:08:37.000]  他得到潔淨
[00:08:37.000 --> 00:08:41.000]  耶穌說我不介意你的麻瘋病
[00:08:41.000 --> 00:08:44.000]  很久之前我記得
[00:08:44.000 --> 00:08:46.000]  一幕的景況
[00:08:46.000 --> 00:08:48.000]  是令我很深感受
[00:08:48.000 --> 00:08:50.000]  我坐車入粉嶺
[00:08:50.000 --> 00:08:53.000]  在樓上
[00:08:53.000 --> 00:08:55.000]  都未滿
[00:08:55.000 --> 00:08:57.000]  都有些位置
[00:08:57.000 --> 00:08:59.000]  那時四點多鐘
[00:08:59.000 --> 00:09:01.000]  有一個應該是做完地盤
[00:09:01.000 --> 00:09:03.000]  或者建築工人
[00:09:03.000 --> 00:09:05.000]  身水身汗
[00:09:05.000 --> 00:09:07.000]  穿著背心
[00:09:07.000 --> 00:09:09.000]  上車
[00:09:09.000 --> 00:09:13.000]  他坐在三個位置的馬路邊
[00:09:13.000 --> 00:09:15.000]  即是跋路邊那裏
[00:09:15.000 --> 00:09:17.000]  但窗口那裏
[00:09:17.000 --> 00:09:19.000]  是有一個女孩
[00:09:19.000 --> 00:09:21.000]  我記得我坐在後面
[00:09:21.000 --> 00:09:23.000]  那女孩的反應很大
[00:09:23.000 --> 00:09:25.000]  她看一看
[00:09:25.000 --> 00:09:27.000]  那個人都沒有什麼反應
[00:09:27.000 --> 00:09:29.000]  然後那個女孩
[00:09:29.000 --> 00:09:31.000]  可能覺得有一陣氣味
[00:09:31.000 --> 00:09:33.000]  不過我鼻是濕濕的
[00:09:33.000 --> 00:09:35.000]  我聞不到
[00:09:35.000 --> 00:09:37.000]  那個女孩馬上起來
[00:09:37.000 --> 00:09:39.000]  用一種較為鄙視的眼光
[00:09:39.000 --> 00:09:41.000]  看一看這個人
[00:09:41.000 --> 00:09:43.000]  然後走去後面坐
[00:09:43.000 --> 00:09:47.000]  我不知道這個女孩
[00:09:47.000 --> 00:09:49.000]  鄙視眼光看這個人
[00:09:49.000 --> 00:09:51.000]  會不會對這個人造成一個傷害
[00:09:51.000 --> 00:09:53.000]  有時候你們一個無言之間的表情
[00:09:53.000 --> 00:09:55.000]  一些無心的說話
[00:09:55.000 --> 00:09:57.000]  可能傷害了這個人
[00:09:57.000 --> 00:09:59.000]  我覺得那個人很慘
[00:10:01.000 --> 00:10:03.000]  他沒有做任何事情
[00:10:03.000 --> 00:10:05.000]  他不是故意黏在身上
[00:10:05.000 --> 00:10:07.000]  而是博夢
[00:10:07.000 --> 00:10:09.000]  在中間漏空了一個身位
[00:10:09.000 --> 00:10:11.000]  但卻被人歧視
[00:10:11.000 --> 00:10:13.000]  原來這個世界裏
[00:10:13.000 --> 00:10:15.000]  有很多人需要我們去關心
[00:10:15.000 --> 00:10:17.000]  需要我們去憐憫
[00:10:17.000 --> 00:10:19.000]  我們的主要是用憐憫的手
[00:10:19.000 --> 00:10:21.000]  來摸這個麻瘋病者
[00:10:21.000 --> 00:10:23.000]  去接納他
[00:10:23.000 --> 00:10:25.000]  去建立他
[00:10:25.000 --> 00:10:27.000]  剛才我又做了一樣很特別的事
[00:10:27.000 --> 00:10:29.000]  那班戒毒的人
[00:10:29.000 --> 00:10:31.000]  很喜歡見到我
[00:10:31.000 --> 00:10:33.000]  叫我多點來
[00:10:33.000 --> 00:10:35.000]  我這幾年
[00:10:35.000 --> 00:10:37.000]  只來過一次
[00:10:37.000 --> 00:10:39.000]  我平時星期日是很難來的
[00:10:39.000 --> 00:10:41.000]  很慘
[00:10:41.000 --> 00:10:43.000]  後來我就
[00:10:43.000 --> 00:10:45.000]  煞辣之間感動
[00:10:45.000 --> 00:10:47.000]  但我答應了我要做
[00:10:47.000 --> 00:10:49.000]  我以後每個月會一次來跟你們查經
[00:10:49.000 --> 00:10:51.000]  他們很開心
[00:10:51.000 --> 00:10:53.000]  我說以後每個月的
[00:10:53.000 --> 00:10:55.000]  第二個星期一早上
[00:10:55.000 --> 00:10:57.000]  我過來跟你們聊天
[00:10:57.000 --> 00:10:59.000]  他們人不多
[00:10:59.000 --> 00:11:01.000]  我今天去港島的時候
[00:11:01.000 --> 00:11:03.000]  只有七個人
[00:11:03.000 --> 00:11:05.000]  但我覺得每一個生命都很寶貴
[00:11:05.000 --> 00:11:07.000]  這班人是吸毒的人
[00:11:07.000 --> 00:11:09.000]  但神看我們不是看我們的罪
[00:11:09.000 --> 00:11:11.000]  是看我們的生命
[00:11:11.000 --> 00:11:13.000]  但這個世界不是這樣
[00:11:13.000 --> 00:11:15.000]  你看這個小朋友
[00:11:15.000 --> 00:11:17.000]  他燒爛了臉
[00:11:17.000 --> 00:11:19.000]  我常常用這張去提醒我們
[00:11:19.000 --> 00:11:21.000]  去一間幼稚園幫我按一張
[00:11:21.000 --> 00:11:23.000]  麻煩幫我們按一張
[00:11:25.000 --> 00:11:27.000]  這時候有個小朋友
[00:11:27.000 --> 00:11:29.000]  他燒爛了臉
[00:11:29.000 --> 00:11:31.000]  他很想去讀書
[00:11:31.000 --> 00:11:33.000]  但學校不肯收他
[00:11:33.000 --> 00:11:35.000]  就好像現在香港
[00:11:35.000 --> 00:11:37.000]  越來越多直資學校
[00:11:37.000 --> 00:11:39.000]  他可以控制收生
[00:11:39.000 --> 00:11:41.000]  他不是沒有錢
[00:11:41.000 --> 00:11:43.000]  你留意到在上面
[00:11:43.000 --> 00:11:45.000]  已經有人給了錢他
[00:11:45.000 --> 00:11:47.000]  但學校不肯收他
[00:11:47.000 --> 00:11:49.000]  因為你的樣子很難看
[00:11:49.000 --> 00:11:51.000]  容易你嚇到同學
[00:11:51.000 --> 00:11:53.000]  同學會走
[00:11:53.000 --> 00:11:55.000]  我常常都說
[00:11:55.000 --> 00:11:57.000]  你很有愛心你覺得不應該這樣對這個小朋友
[00:11:57.000 --> 00:11:59.000]  但如果你的小朋友跟你說
[00:11:59.000 --> 00:12:01.000]  今天放學回來
[00:12:01.000 --> 00:12:03.000]  跟你很害怕
[00:12:03.000 --> 00:12:05.000]  小朋友燒爛了臉
[00:12:05.000 --> 00:12:07.000]  坐在我旁邊
[00:12:07.000 --> 00:12:09.000]  你會怎樣
[00:12:09.000 --> 00:12:11.000]  你會說傻吧
[00:12:11.000 --> 00:12:13.000]  我看你老爸都順眼
[00:12:13.000 --> 00:12:15.000]  會不會這樣
[00:12:15.000 --> 00:12:17.000]  不會的
[00:12:17.000 --> 00:12:19.000]  你可能馬上跟他出頭
[00:12:19.000 --> 00:12:21.000]  原來人就是這樣
[00:12:21.000 --> 00:12:23.000]  神的神
[00:12:23.000 --> 00:12:25.000]  還有他會帶去
[00:12:25.000 --> 00:12:27.000]  輔助幫助
[00:12:27.000 --> 00:12:29.000]  醫治有需要的人
[00:12:29.000 --> 00:12:31.000]  一個夠急的手
[00:12:31.000 --> 00:12:33.000]  耶穌去愛彼得
[00:12:33.000 --> 00:12:35.000]  彼得是他的首席門徒
[00:12:35.000 --> 00:12:37.000]  後來彼得的岳母
[00:12:37.000 --> 00:12:39.000]  病了
[00:12:39.000 --> 00:12:41.000]  耶穌走去見他
[00:12:41.000 --> 00:12:43.000]  然後聖經說到耶穌
[00:12:43.000 --> 00:12:45.000]  把他的手一摸
[00:12:45.000 --> 00:12:47.000]  熱就退了
[00:12:47.000 --> 00:12:49.000]  他就起來服侍耶穌
[00:12:49.000 --> 00:12:51.000]  很震
[00:12:51.000 --> 00:12:53.000]  然後很寶貴
[00:12:53.000 --> 00:12:55.000]  就去服侍
[00:12:55.000 --> 00:12:57.000]  人有時候有病
[00:12:57.000 --> 00:12:59.000]  但我們很想得到醫治
[00:12:59.000 --> 00:13:01.000]  但有時候人很有限
[00:13:01.000 --> 00:13:03.000]  很簡單下面第一張照片
[00:13:03.000 --> 00:13:05.000]  大家一定會知道是誰
[00:13:05.000 --> 00:13:07.000]  梅艷芳
[00:13:07.000 --> 00:13:09.000]  梅艷芳有很多很多錢
[00:13:09.000 --> 00:13:11.000]  我相信梅艷芳比你更加有錢
[00:13:11.000 --> 00:13:13.000]  但甚至國內
[00:13:13.000 --> 00:13:15.000]  裡面很多名醫
[00:13:15.000 --> 00:13:17.000]  去醫她
[00:13:17.000 --> 00:13:19.000]  結果
[00:13:19.000 --> 00:13:21.000]  弓頸癌
[00:13:21.000 --> 00:13:23.000]  把她帶走了
[00:13:23.000 --> 00:13:25.000]  但更不幸的是
[00:13:25.000 --> 00:13:27.000]  她的哥哥和媽媽
[00:13:27.000 --> 00:13:29.000]  不斷用她的錢
[00:13:29.000 --> 00:13:31.000]  最近還要把她的物品
[00:13:31.000 --> 00:13:33.000]  拍賣
[00:13:33.000 --> 00:13:35.000]  所以很可悲
[00:13:35.000 --> 00:13:37.000]  這次可能有些人我們不太熟悉
[00:13:37.000 --> 00:13:39.000]  旁邊那個人
[00:13:39.000 --> 00:13:41.000]  叫做黃耀君
[00:13:41.000 --> 00:13:43.000]  他是國內
[00:13:43.000 --> 00:13:45.000]  裡面一位很有錢的人
[00:13:45.000 --> 00:13:47.000]  35億的身家
[00:13:47.000 --> 00:13:49.000]  但他腸癌
[00:13:49.000 --> 00:13:51.000]  35億不能換到
[00:13:51.000 --> 00:13:53.000]  他一吋的腸
[00:13:53.000 --> 00:13:55.000]  你看看他健康
[00:13:55.000 --> 00:13:57.000]  結果直腸癌
[00:13:57.000 --> 00:13:59.000]  把他帶走了
[00:13:59.000 --> 00:14:01.000]  另外一個
[00:14:01.000 --> 00:14:03.000]  叫做張生宇
[00:14:03.000 --> 00:14:05.000]  他比你更加懂醫術
[00:14:05.000 --> 00:14:07.000]  為什麼呢
[00:14:07.000 --> 00:14:09.000]  北京最出名的那間藥房是哪間
[00:14:09.000 --> 00:14:11.000]  是同仁堂
[00:14:11.000 --> 00:14:13.000]  他就是同仁堂的董事長
[00:14:13.000 --> 00:14:15.000]  他也是一個醫生
[00:14:15.000 --> 00:14:17.000]  但他心臟病突發
[00:14:17.000 --> 00:14:19.000]  只是39歲
[00:14:19.000 --> 00:14:21.000]  還有一位
[00:14:21.000 --> 00:14:23.000]  就是上海中發電器集團的董事長
[00:14:23.000 --> 00:14:25.000]  叫做南文
[00:14:25.000 --> 00:14:27.000]  他患了急性的腦血全失
[00:14:27.000 --> 00:14:29.000]  突然之間跌在地上
[00:14:29.000 --> 00:14:31.000]  就死了
