
[00:00:00.000 --> 00:00:04.560]  有時候說話會帶來很多的效果
[00:01:32.360 --> 00:01:36.520]  在社會也好,在政治的層面也好
[00:01:36.520 --> 00:01:40.560]  很多時候我們都會聽到一些黑材料
[00:01:40.560 --> 00:01:45.040]  所謂黑材料,它不是說假話,是說真話
[00:01:45.040 --> 00:01:48.520]  不過專門說別人的壞話,而不說別人的好話
[00:01:48.520 --> 00:01:53.960]  我曾經說過一個故事
[00:01:53.960 --> 00:01:56.680]  說到一個新同事
[00:01:56.680 --> 00:01:59.960]  一個團隊裡面有十個人
[00:01:59.960 --> 00:02:03.800]  每一次吃飯他都會叫那八個,但只叫剩下一個
[00:02:03.800 --> 00:02:07.000]  老闆問他,你怎樣來到這裡
[00:02:07.000 --> 00:02:09.920]  他說是有一個不來
[00:02:09.920 --> 00:02:13.520]  老闆當然想那個人和你有什麼不妥
[00:02:13.520 --> 00:02:16.520]  其實就不是他和她不妥
[00:02:16.520 --> 00:02:18.680]  不過不說後面那一句
[00:02:18.680 --> 00:02:24.360]  以致這些是什麼呢?是一種詭詐的說話
[00:02:24.360 --> 00:02:27.800]  說了一半的事實,但沒有說另外一半的事實
[00:02:27.800 --> 00:02:29.360]  為的是什麼呢?
[00:02:29.360 --> 00:02:35.280]  可能是跟那個同事有些過不去,有些過節
[00:02:35.280 --> 00:02:38.000]  這些都是一些說話
[00:02:38.000 --> 00:02:41.440]  而在今天我們這個《雅各書》裡面
[00:02:41.440 --> 00:02:42.600]  去到也都是說說話
[00:02:42.600 --> 00:02:48.080]  我將這段經文用一個總題來說說話
[00:02:48.080 --> 00:02:52.400]  說說話裡面,是說到一些正面的教導
[00:02:52.400 --> 00:02:56.320]  我們聽到之前有三個例子的時候
[00:02:56.320 --> 00:02:58.840]  《雅各》是怎樣跟我們說呢?
[00:02:58.840 --> 00:03:04.400]  在《雅各書》第十二節,這五章十二節
[00:03:04.400 --> 00:03:07.160]  我們一起來讀,預備起
[00:03:07.160 --> 00:03:15.480]  「我的弟兄們,最要緊的是不可起誓,不可指著天起誓,也不可指著地起誓
[00:03:15.480 --> 00:03:18.000]  無論何誓都不可起
[00:03:18.000 --> 00:03:22.520]  你們說話,是就說是,不是就說不是
[00:03:22.520 --> 00:03:25.760]  免得你們落在審判之下」
[00:03:25.760 --> 00:03:27.880]  好,以後我們一同討論
[00:03:27.880 --> 00:03:30.320]  主要是懇求天父讓我們有正直的靈
[00:03:30.320 --> 00:03:37.160]  以致我們所行所作的,都能夠被主的說話
[00:03:37.160 --> 00:03:40.480]  被你的真理,被你去到模造我們
[00:03:40.480 --> 00:03:43.160]  成為一個更得神你使用的人
[00:03:43.160 --> 00:03:46.920]  叫我們在獅頭上,在我們身體言語上
[00:03:46.920 --> 00:03:48.960]  都能夠榮耀主你的名
[00:03:48.960 --> 00:03:51.720]  「祷告乃奉主耶穌基督的名字祈求」
[00:03:51.720 --> 00:03:53.680]  對不對?
[00:03:53.680 --> 00:03:56.600]  好,在經文裡面就說到「起誓」
[00:03:56.600 --> 00:03:58.960]  其實「起誓」這個動作
[00:03:58.960 --> 00:04:03.240]  不只是亞國新約時代才有的
[00:04:03.240 --> 00:04:07.080]  舊約也有的,在生命紀第六章十三節那裡
[00:04:07.080 --> 00:04:10.840]  神是鼓勵人遵守誓約
[00:04:10.840 --> 00:04:15.080]  神是鼓勵人遵守誓約
[00:04:15.080 --> 00:04:20.600]  他也是以他的名字來做誓約的中間人
[00:04:20.600 --> 00:04:23.440]  那麼「起誓」,為什麼要「起誓」呢?
[00:04:23.440 --> 00:04:27.760]  就是有兩個人,雙方都不信任對方
[00:04:27.760 --> 00:04:29.560]  就要找第三個公正的人
[00:04:29.560 --> 00:04:34.720]  這個人一定,兩個都認為他是一個正直公義的人
[00:04:34.720 --> 00:04:36.760]  一有「起誓」起來
[00:04:36.760 --> 00:04:42.080]  需要平反,或者需要講仇也好
[00:04:42.080 --> 00:04:45.200]  那個中間人就很重要
[00:04:45.200 --> 00:04:49.640]  而這個中間人就一定是兩個都信得過的
[00:04:49.640 --> 00:04:55.840]  所以就要在這裡做一個協調的工作
[00:04:55.840 --> 00:04:59.920]  希伯來人的社會裡面最高的權威是誰呢?
[00:04:59.920 --> 00:05:01.400]  就是上帝
[00:05:01.400 --> 00:05:02.840]  人也信不過的
[00:05:02.840 --> 00:05:08.080]  所以就向神做一個「起誓」
[00:05:08.080 --> 00:05:13.880]  而「起誓」這個其實不只是希伯來人
[00:05:13.880 --> 00:05:16.240]  這個民族才有的
[00:05:16.240 --> 00:05:21.080]  其他的外邦也有這個動作
[00:05:21.080 --> 00:05:24.720]  而「起誓」的過程是十分嚴肅的
[00:05:24.720 --> 00:05:27.480]  一點也不兒戲的
[00:05:27.480 --> 00:05:30.920]  無論是正的、邪的、黑的、白的
[00:05:30.920 --> 00:05:32.840]  好人或者壞人
[00:05:32.840 --> 00:05:35.440]  一去到「起誓」這個位置
[00:05:35.440 --> 00:05:36.960]  若果是認真的話
[00:05:36.960 --> 00:05:38.360]  就一定的
[00:05:38.360 --> 00:05:39.560]  一點也很嚴肅的
[00:05:39.560 --> 00:05:41.480]  一定是很嚴肅的
[00:05:41.480 --> 00:05:44.480]  這樣我就見識得少了
[00:05:44.480 --> 00:05:48.080]  看電視、看電影那些港產片
[00:05:48.080 --> 00:05:50.040]  那些黑幫在那裡講仇
[00:05:50.040 --> 00:05:52.080]  講到最後就是大家
[00:05:52.080 --> 00:05:53.560]  我們現在一起立約
[00:05:53.560 --> 00:05:55.200]  以後你走你的路
[00:05:55.200 --> 00:05:57.360]  我走我的貨
[00:05:57.360 --> 00:05:58.560]  這樣的事情
[00:05:58.560 --> 00:06:02.520]  大家雙方都「河水不犯井水」
[00:06:02.520 --> 00:06:03.960]  這樣的說話
[00:06:03.960 --> 00:06:05.240]  接著是怎樣呢?
[00:06:05.240 --> 00:06:08.280]  我們在二哥面前
[00:06:08.280 --> 00:06:10.680]  他們說「一起起誓」
[00:06:10.680 --> 00:06:12.520]  說著說著
[00:06:12.520 --> 00:06:15.600]  電視機的尺度是高一點的
[00:06:15.600 --> 00:06:17.440]  說話要小心一點
[00:06:17.440 --> 00:06:22.320]  那些對白我們都聽得很文驟驟的
[00:06:22.320 --> 00:06:25.160]  電影的尺度比較寬鬆一點
[00:06:25.160 --> 00:06:27.040]  聽多了很多
[00:06:27.040 --> 00:06:29.680]  我們黑社會的術語
[00:06:29.680 --> 00:06:31.680]  聽得到的
[00:06:31.680 --> 00:06:35.560]  無論是在電影也好
[00:06:35.560 --> 00:06:36.880]  電視也好
[00:06:36.880 --> 00:06:40.200]  我們聽到雙方的誓詞在裡面
[00:06:40.200 --> 00:06:42.280]  都是很嚴肅的
[00:06:42.280 --> 00:06:44.520]  都很謹慎的
[00:06:44.520 --> 00:06:45.600]  唯獨是
[00:06:45.600 --> 00:06:47.480]  這些一點都不像黑幫
[00:06:47.480 --> 00:06:49.560]  因為沒有髒話
[00:06:49.560 --> 00:06:51.080]  裡面沒有髒話
[00:06:51.080 --> 00:06:55.600]  這就是對誓言很嚴謹
[00:06:55.600 --> 00:07:01.000]  在神明面前一點都不可以有任何兒戲的動作
[00:07:01.000 --> 00:07:04.800]  所以誓詞
[00:07:04.800 --> 00:07:06.480]  起誓的內容
[00:07:06.480 --> 00:07:09.480]  就好像我們立誓
[00:07:09.480 --> 00:07:11.320]  決誓的時候也是
[00:07:11.320 --> 00:07:12.720]  我們都是很謹慎的
[00:07:12.720 --> 00:07:15.160]  我們決意跟從主
[00:07:15.160 --> 00:07:18.600]  一點都不是兒戲的一件事情
[00:07:18.600 --> 00:07:22.840]  在這個過程裡面
[00:07:22.840 --> 00:07:26.000]  如果誓言破壞了
[00:07:26.000 --> 00:07:27.240]  就變成什麼呢
[00:07:27.240 --> 00:07:29.200]  就是食言
[00:07:29.200 --> 00:07:32.080]  誓言一沒了就變成食言
[00:07:32.080 --> 00:07:34.280]  甚至我們的行為
[00:07:34.280 --> 00:07:35.760]  我們的動作
[00:07:35.760 --> 00:07:38.920]  都是在這個誓言裡面
[00:07:38.920 --> 00:07:40.880]  也是語言的裡頭
[00:07:40.880 --> 00:07:44.000]  我們有所謂身體語言
[00:07:44.000 --> 00:07:46.000]  很多時候我們都說
[00:07:46.000 --> 00:07:48.160]  我們對腳是最誠實的
[00:07:48.160 --> 00:07:49.040]  喜歡回家
[00:07:49.040 --> 00:07:50.160]  喜歡去哪裡就去哪裡
[00:07:50.160 --> 00:07:52.840]  不喜歡就立刻站起來就走人了
[00:07:52.840 --> 00:07:56.400]  對腳是最誠實的
[00:07:56.400 --> 00:07:58.160]  我們很多時候都是這樣說
[00:07:58.160 --> 00:07:59.880]  身體語言
[00:07:59.880 --> 00:08:02.840]  甚至有時候我們說
[00:08:02.840 --> 00:08:09.680]  媽媽叫我們吸塵、洗地、洗碗
[00:08:09.680 --> 00:08:11.480]  做一些家務
[00:08:11.480 --> 00:08:12.880]  臨出門口之前
[00:08:12.880 --> 00:08:14.640]  「姣豬」你知道嗎
[00:08:14.640 --> 00:08:16.160]  「鵝」
[00:08:16.160 --> 00:08:17.280]  應一應
[00:08:17.280 --> 00:08:18.440]  如果回到家的時候
[00:08:18.440 --> 00:08:20.880]  乾乾淨淨就沒問題了
[00:08:20.880 --> 00:08:22.840]  但是那些東西好像沒有動過
[00:08:22.840 --> 00:08:26.280]  就是說之前跟媽媽答應了的那些東西
[00:08:26.280 --> 00:08:28.840]  就沒了一件事
[00:08:28.840 --> 00:08:30.280]  身體語言
[00:08:30.280 --> 00:08:34.800]  都是我們的表達
[00:08:34.800 --> 00:08:36.440]  而亞國在這裡所說
[00:08:36.440 --> 00:08:39.960]  不可起誓的原因是什麼呢
[00:08:39.960 --> 00:08:43.440]  當一個人有誠信的話
[00:08:43.440 --> 00:08:45.640]  還需要起誓嗎
[00:08:45.640 --> 00:08:47.360]  不需要的
[00:08:47.360 --> 00:08:48.840]  不需要跟對方起什麼誓
[00:08:48.840 --> 00:08:50.160]  立什麼約
[00:08:50.160 --> 00:08:51.840]  大家說個「信」字
[00:08:51.840 --> 00:08:54.440]  你信我,我信你
[00:08:54.440 --> 00:08:56.400]  有時候親戚也是這樣
[00:08:56.400 --> 00:08:57.640]  借了錢
[00:08:57.640 --> 00:09:00.280]  寫個借據給你
[00:09:00.280 --> 00:09:02.080]  你都不信,不行的
[00:09:02.080 --> 00:09:02.960]  不用了,不用了
[00:09:02.960 --> 00:09:05.040]  這些
[00:09:05.040 --> 00:09:07.520]  那個生命已經表達了
[00:09:07.520 --> 00:09:09.160]  那個誠信在這裡
[00:09:09.160 --> 00:09:10.360]  還立什麼誓約
[00:09:10.360 --> 00:09:12.600]  不需要的
[00:09:12.600 --> 00:09:15.480]  而接下來
[00:09:15.480 --> 00:09:17.640]  我們的誓言之後
[00:09:17.640 --> 00:09:20.160]  就是我們禱告之言
[00:09:20.160 --> 00:09:22.960]  在十三節到十八節
[00:09:22.960 --> 00:09:25.840]  可以有三個層次的
[00:09:25.840 --> 00:09:30.280]  來表達禱告裡面的一些說話
[00:09:30.280 --> 00:09:34.560]  第一個就是個人的一個禱告之言
[00:09:34.560 --> 00:09:36.440]  就是第十三節
[00:09:36.440 --> 00:09:39.240]  他說「你們中間有受苦的他就該禱告
[00:09:39.240 --> 00:09:42.280]  有喜樂的他就該歌頌」
[00:09:42.280 --> 00:09:46.000]  這個一開始的時候是一個眾數
[00:09:46.000 --> 00:09:47.320]  但是後面
[00:09:47.320 --> 00:09:50.280]  在原文裡面都是單數的
[00:09:50.280 --> 00:09:51.320]  他一個
[00:09:51.320 --> 00:09:53.400]  這樣一會兒再說
[00:09:53.400 --> 00:09:56.120]  第二個就是一個領袖
[00:09:56.120 --> 00:09:58.200]  長老的禱告
[00:09:58.200 --> 00:10:00.160]  那個禱告裡面
[00:10:00.160 --> 00:10:06.480]  也是有醫病的功能
[00:10:06.480 --> 00:10:09.640]  而第三個是什麼呢
[00:10:09.640 --> 00:10:13.200]  第十六節這裡
[00:10:13.200 --> 00:10:16.880]  就是講到「彼此認罪待求」
[00:10:16.880 --> 00:10:18.600]  這個禱告
[00:10:18.600 --> 00:10:20.160]  這個是眾人
[00:10:20.160 --> 00:10:22.200]  由個人、教會的領袖
[00:10:22.200 --> 00:10:25.520]  以至眾人的一個禱告
[00:10:25.520 --> 00:10:27.840]  三個的不同層次
[00:10:27.840 --> 00:10:30.400]  在個人的禱告裡面
[00:10:30.400 --> 00:10:32.400]  就是說「在你們中間」
[00:10:32.400 --> 00:10:33.880]  就是在這裡這麼多個
[00:10:33.880 --> 00:10:35.120]  有一個而已
[00:10:35.120 --> 00:10:36.880]  有一個心裡面是很不舒服
[00:10:36.880 --> 00:10:38.200]  為什麼不舒服呢?
[00:10:38.200 --> 00:10:40.640]  可能是不能出門
[00:10:40.640 --> 00:10:43.360]  引致有情緒病
[00:10:43.360 --> 00:10:44.600]  所以那個受苦
[00:10:44.600 --> 00:10:47.960]  不一定是身體上的一些損傷
[00:10:47.960 --> 00:10:51.800]  可能是心靈上的一種受苦
[00:10:51.800 --> 00:10:55.400]  而這個在雅各的時代
[00:10:55.400 --> 00:10:57.080]  是很具體的
[00:10:57.080 --> 00:10:57.640]  為什麼呢?
[00:10:57.640 --> 00:10:59.600]  因為雅各的時代
[00:10:59.600 --> 00:11:02.600]  第一代的信徒是怎樣的呢?
[00:11:02.600 --> 00:11:05.160]  受著社會的環境影響
[00:11:05.160 --> 00:11:06.960]  他們是受迫害的
[00:11:06.960 --> 00:11:08.600]  我們看《使徒行傳》
[00:11:08.600 --> 00:11:11.040]  保羅也是被迫害的
[00:11:11.040 --> 00:11:13.120]  後來他回轉了
[00:11:13.120 --> 00:11:14.240]  歸順基督
[00:11:14.240 --> 00:11:16.320]  事情有沒有改變呢?
[00:11:16.320 --> 00:11:17.360]  沒有的
[00:11:17.360 --> 00:11:18.600]  環境還是這樣
[00:11:18.600 --> 00:11:21.840]  甚至保羅也被迫害了
[00:11:21.840 --> 00:11:23.360]  又被石頭扔了
[00:11:23.360 --> 00:11:25.800]  看哥倫多後書就知道了
[00:11:25.800 --> 00:11:28.400]  環境沒有改變
[00:11:28.400 --> 00:11:34.400]  但是他仍然是受著社會的處境
[00:11:34.400 --> 00:11:36.360]  被迫害
[00:11:36.360 --> 00:11:39.920]  當時這些迫不及待的事情
[00:11:39.920 --> 00:11:42.240]  也是平常事
[00:11:42.240 --> 00:11:44.720]  沒有怎樣的程度
[00:11:44.720 --> 00:11:47.720]  而在受苦的裡面
[00:11:47.720 --> 00:11:51.520]  信徒遇到一些軟弱的問題
[00:11:51.520 --> 00:11:53.840]  當我們看經文的時候
[00:11:53.840 --> 00:11:57.040]  就會看到一個程序
[00:11:57.040 --> 00:12:01.720]  受苦、禱告、喜樂、歌頌
[00:12:01.720 --> 00:12:03.120]  好像一個程序
[00:12:03.120 --> 00:12:04.520]  一個疊一個
[00:12:04.520 --> 00:12:11.320]  受苦、禱告、喜樂、歌頌
[00:12:11.320 --> 00:12:13.840]  遇到苦難的時候
[00:12:13.840 --> 00:12:18.160]  我們都已經哀哼
[00:12:18.160 --> 00:12:21.040]  忠也諧
[00:12:21.040 --> 00:12:22.280]  都不知道怎麼辦
[00:12:22.280 --> 00:12:25.880]  看到一些事情看不過眼
[00:12:25.880 --> 00:12:29.120]  甚至乎要找人去傾訴
[00:12:29.120 --> 00:12:30.800]  但是阿郭在這裡
[00:12:30.800 --> 00:12:32.640]  他說遇到這些事情
[00:12:32.640 --> 00:12:34.720]  去到禱告
[00:12:34.720 --> 00:12:37.680]  遇到這些事情去到禱告
[00:12:37.680 --> 00:12:39.600]  而在禱告的過程裡面
[00:12:39.600 --> 00:12:42.720]  是需要竭力去到禱告
[00:12:42.720 --> 00:12:46.280]  因為向著一個看不到
[00:12:46.280 --> 00:12:48.200]  但是需要經歷的神
[00:12:48.200 --> 00:12:50.000]  去到禱告
[00:12:50.000 --> 00:12:52.280]  而這個禱告裡面
[00:12:52.280 --> 00:12:53.560]  突然之間有一刻
[00:12:53.560 --> 00:12:55.720]  我們叫做有亮光
[00:12:55.720 --> 00:12:56.960]  重新得著能力
[00:12:56.960 --> 00:12:58.520]  見到一些事情
[00:12:58.520 --> 00:13:00.680]  或者體會到一些事情
[00:13:00.680 --> 00:13:02.400]  是可以重新得力的
[00:13:02.400 --> 00:13:03.400]  環境沒變
[00:13:03.400 --> 00:13:04.320]  好像保羅一樣
[00:13:04.320 --> 00:13:05.960]  環境沒變
[00:13:05.960 --> 00:13:10.160]  但是神賜給他一顆平靜的心
[00:13:10.160 --> 00:13:13.120]  是超越了環境這些因素
[00:13:13.120 --> 00:13:15.560]  生命有了出路
[00:13:15.560 --> 00:13:19.320]  這樣見到一個更高的境界
[00:13:19.320 --> 00:13:20.760]  隨之而來
[00:13:20.760 --> 00:13:23.960]  是輕鬆
[00:13:23.960 --> 00:13:26.800]  不再被這些事情去到困擾
[00:13:26.800 --> 00:13:28.520]  出街也不怕了
[00:13:28.520 --> 00:13:32.400]  也跟別人說我是基督徒也不怕了
[00:13:32.400 --> 00:13:34.920]  這種鬆弛
[00:13:34.920 --> 00:13:38.000]  以致它帶著一份歡喜快樂的心情
[00:13:38.000 --> 00:13:39.160]  去到面對
[00:13:39.160 --> 00:13:43.880]  仍然在苦難中的生活狀態裡面
[00:13:43.880 --> 00:13:45.360]  隨之而來
[00:13:45.360 --> 00:13:47.120]  就是歌頌
[00:13:47.120 --> 00:13:50.080]  歌頌在原文這裡是彈琴
[00:13:50.080 --> 00:13:53.240]  不是很多人都懂得彈琴
[00:13:53.240 --> 00:13:54.320]  但是
[00:13:54.320 --> 00:13:56.840]  我們也懂得哼歌
[00:13:56.840 --> 00:14:00.360]  不懂得唱歌的歌詞又如何呢?
[00:14:00.360 --> 00:14:02.920]  有很多人懂得吹口哨
[00:14:02.920 --> 00:14:08.080]  我們也應該明白
[00:14:08.080 --> 00:14:11.920]  一個人為什麼一直走一直唱歌呢?
[00:14:11.920 --> 00:14:14.720]  我們一定會問他一句
[00:14:14.720 --> 00:14:16.720]  有什麼事這麼開心?
[00:14:16.720 --> 00:14:17.920]  不會說
[00:14:17.920 --> 00:14:19.720]  為什麼今天很淒涼?
[00:14:19.720 --> 00:14:20.880]  不會這樣問他
[00:14:20.880 --> 00:14:22.200]  吹口哨的也是
[00:14:22.200 --> 00:14:23.280]  這麼輕佻的
[00:14:23.280 --> 00:14:25.720]  當然是今天不知道有什麼好消息
[00:14:25.720 --> 00:14:28.360]  聽到什麼好消息
[00:14:28.360 --> 00:14:29.720]  就是這樣
[00:14:29.720 --> 00:14:31.840]  在一個苦難當中
[00:14:31.840 --> 00:14:33.880]  經歷了禱告
[00:14:33.880 --> 00:14:35.640]  過了
[00:14:35.640 --> 00:14:37.680]  能夠超越了這個苦難
[00:14:37.680 --> 00:14:39.200]  人就輕鬆上來
[00:14:39.200 --> 00:14:40.680]  我們信徒多了一些
[00:14:40.680 --> 00:14:42.320]  就是唱聖詩
[00:14:42.320 --> 00:14:44.080]  所以詩歌裡面
[00:14:44.080 --> 00:14:46.480]  充滿了很多教導給我們
[00:14:46.480 --> 00:14:48.760]  所以
[00:14:48.760 --> 00:14:51.000]  現在轉了世紀重戰
[00:14:51.000 --> 00:14:57.040]  更加有更多現代的詩歌讓我們去經歷
[00:14:57.040 --> 00:14:59.960]  這是一個個人的禱告
[00:14:59.960 --> 00:15:03.240]  另外一個就是長老的禱告
[00:15:03.240 --> 00:15:06.120]  長老的禱告說到沒柔
[00:15:06.120 --> 00:15:10.160]  其實沒柔不僅僅是雅各所提及
[00:15:10.160 --> 00:15:11.880]  在舊約也有
[00:15:11.880 --> 00:15:13.760]  說到沒柔這件事情
[00:15:13.760 --> 00:15:15.160]  在新約
[00:15:15.160 --> 00:15:16.320]  耶穌也說好
[00:15:16.320 --> 00:15:22.280]  撒瑪利亞人輔助的傷者也幫他抹柔
[00:15:22.280 --> 00:15:24.480]  今天我們也會抹柔的
[00:15:24.480 --> 00:15:26.080]  不是諧柔
[00:15:26.080 --> 00:15:27.920]  也會抹什麼呢
[00:15:27.920 --> 00:15:29.520]  頭痛
[00:15:29.520 --> 00:15:32.000]  有點刺刺的
[00:15:32.000 --> 00:15:33.840]  周居雲浪
[00:15:33.840 --> 00:15:35.240]  搓一搓鼻子
[00:15:35.240 --> 00:15:36.920]  那些白花柔
[00:15:36.920 --> 00:15:39.240]  順便賣一下廣告
[00:15:39.240 --> 00:15:41.560]  唐太宗那些
[00:15:41.560 --> 00:15:44.960]  在家裡身體不舒服
[00:15:44.960 --> 00:15:47.000]  那些不是用來聞的
[00:15:47.000 --> 00:15:52.000]  搓一下手搓一下腳也挺輕鬆的
[00:15:52.000 --> 00:15:54.360]  我也是這個年紀要用的
[00:15:54.360 --> 00:15:56.000]  這樣就
[00:15:56.000 --> 00:15:57.600]  約柔
[00:15:57.600 --> 00:16:00.640]  其實在長老的禱告裡面
[00:16:00.640 --> 00:16:03.680]  查柔不是重點
[00:16:03.680 --> 00:16:06.280]  而是查柔之後的禱告
[00:16:06.280 --> 00:16:08.200]  查柔之後的禱告
[00:16:08.200 --> 00:16:10.400]  不是一邊查一邊祈禱
[00:16:10.400 --> 00:16:12.960]  是查了之後去到禱告
[00:16:12.960 --> 00:16:16.800]  那個受助者
[00:16:16.800 --> 00:16:19.280]  是他說病了
[00:16:19.280 --> 00:16:22.080]  病可能是真的身體有些損傷
[00:16:22.080 --> 00:16:23.080]  所以病
[00:16:23.080 --> 00:16:27.040]  腰酸背痛所以要查一些藥油
[00:16:27.040 --> 00:16:29.280]  來治療他
[00:16:29.280 --> 00:16:30.880]  但是
[00:16:30.880 --> 00:16:32.080]  這個病
[00:16:32.080 --> 00:16:35.840]  從上文和社會背景來看
[00:16:35.840 --> 00:16:38.440]  這個病是一個屬靈的病
[00:16:38.440 --> 00:16:40.240]  心靈的病
[00:16:40.240 --> 00:16:42.120]  我們會有焦慮
[00:16:42.120 --> 00:16:44.840]  環境令自己有狂躁症
[00:16:44.840 --> 00:16:48.560]  或者是突然有一個
[00:16:48.560 --> 00:16:51.920]  不知為何有一個自閉
[00:16:51.920 --> 00:16:55.680]  令自己的情緒出現很多很多的問題
[00:16:55.680 --> 00:16:57.920]  是這種病
[00:16:57.920 --> 00:16:58.920]  這樣就
[00:16:58.920 --> 00:17:00.760]  所以在這個禱告裡面
[00:17:00.760 --> 00:17:03.840]  讓這個被訪者
[00:17:03.840 --> 00:17:05.440]  或者這個病人
[00:17:05.440 --> 00:17:07.920]  去到可以透過禱告當中
[00:17:07.920 --> 00:17:12.840]  讓他抓緊這個福音的應許
[00:17:12.840 --> 00:17:14.000]  真理
[00:17:14.000 --> 00:17:15.960]  神的醫治
[00:17:15.960 --> 00:17:20.640]  在這個當中脫離了那個綑綁
[00:17:20.640 --> 00:17:23.520]  我們教睦同工也是
[00:17:23.520 --> 00:17:25.520]  每一次去到
[00:17:25.520 --> 00:17:26.480]  探病也好
[00:17:26.480 --> 00:17:27.920]  或者探訪也好
[00:17:27.920 --> 00:17:32.600]  一定會和某一些被訪者去到禱告
[00:17:32.600 --> 00:17:34.200]  雖然我們沒有帶藥油
[00:17:34.200 --> 00:17:36.320]  但是聖靈的恩高
[00:17:36.320 --> 00:17:37.800]  都可以幫助得到
[00:17:37.800 --> 00:17:41.560]  我們去到做這樣的一個效果
[00:17:41.560 --> 00:17:44.200]  所以我們去到探訪的時候
[00:17:44.200 --> 00:17:48.120]  都會為弟兄姊妹去到禱告
[00:17:48.120 --> 00:17:52.320]  第三個就是眾人的禱告
[00:17:52.320 --> 00:17:54.160]  說到這個
[00:17:54.160 --> 00:17:55.680]  是
[00:17:55.680 --> 00:17:57.320]  在經文裡面
[00:17:57.320 --> 00:17:59.880]  所以你們要彼此認罪
[00:17:59.880 --> 00:18:01.120]  互相代求
[00:18:01.120 --> 00:18:03.400]  使你們得醫治
[00:18:03.400 --> 00:18:07.040]  使你們可以得醫治
[00:18:07.040 --> 00:18:09.480]  怎樣彼此認罪
[00:18:09.480 --> 00:18:11.200]  互相代求呢?
[00:18:11.200 --> 00:18:15.320]  最後又是怎樣得到醫治呢?
[00:18:15.320 --> 00:18:17.120]  有一個前輩
[00:18:17.120 --> 00:18:18.840]  一家人
[00:18:18.840 --> 00:18:20.920]  基督徒年輕的時候
[00:18:20.920 --> 00:18:23.800]  和家人一起吃飯
[00:18:23.800 --> 00:18:25.440]  但是他心裡面很混亂
[00:18:25.440 --> 00:18:28.040]  因為他做錯了事情
[00:18:28.040 --> 00:18:30.680]  很對不起家人
[00:18:30.680 --> 00:18:32.240]  吃飯
[00:18:32.240 --> 00:18:34.280]  但是吃得很不安心
[00:18:34.280 --> 00:18:38.040]  然後他覺得
[00:18:38.040 --> 00:18:39.000]  不說不行
[00:18:39.000 --> 00:18:40.240]  一定要說
[00:18:40.240 --> 00:18:43.160]  然後就放下一碗飯
[00:18:43.160 --> 00:18:45.320]  很嚴肅的跟家人說
[00:18:45.320 --> 00:18:48.560]  我想有些事情要跟你們說
[00:18:48.560 --> 00:18:51.040]  家人很緊張
[00:18:51.040 --> 00:18:53.360]  為什麼會有這樣的氣氛
[00:18:53.360 --> 00:18:54.840]  這樣說話
[00:18:54.840 --> 00:18:58.600]  然後每個人都睜開眼睛看一看
[00:18:58.600 --> 00:19:00.160]  究竟什麼事情呢?
[00:19:00.160 --> 00:19:02.600]  為什麼這麼嚴肅?
[00:19:02.600 --> 00:19:05.880]  然後就吞吞吐吐
[00:19:05.880 --> 00:19:07.440]  一五一十說出來
[00:19:07.440 --> 00:19:11.280]  他說其實前幾天
[00:19:11.280 --> 00:19:13.120]  那瓶醬油是我打爛的
