
[00:00:00.000 --> 00:00:05.300]  我們今天的講題是「複從口出」
[00:03:55.100 --> 00:03:59.980]  食用預先製造了異教臣子的肉
[00:03:59.980 --> 00:04:03.020]  但當他們去缺席參與的時候
[00:04:03.020 --> 00:04:07.260]  就引起了一些人的懷疑和不信任的情緒
[00:04:07.260 --> 00:04:10.940]  加深了當地的民眾和政府
[00:04:10.940 --> 00:04:13.380]  對他們有敵視的態度
[00:04:13.380 --> 00:04:16.660]  這種敵視的態度更衝擊了他們的信仰
[00:04:16.660 --> 00:04:18.660]  經濟、法律
[00:04:18.660 --> 00:04:22.260]  各方面原本享有的權利
[00:04:22.260 --> 00:04:24.460]  因為他們的信仰不同
[00:04:24.460 --> 00:04:26.100]  他們的遭遇
[00:04:26.100 --> 00:04:29.900]  以至他們這一方面都可能被剝奪了
[00:04:29.900 --> 00:04:34.660]  而在希伯來書11章35至38節都提到
[00:04:34.660 --> 00:04:38.340]  初期教會實在面對怎樣的逼迫呢
[00:04:38.340 --> 00:04:41.900]  讓我讀給大家聽就可以了
[00:04:41.900 --> 00:04:45.940]  「又有人忍受嚴刑 不肯苟且得釋放
[00:04:45.940 --> 00:04:48.500]  為要得著更美的復活
[00:04:48.500 --> 00:04:52.420]  又有人忍受戲弄 鞭打 困鎖
[00:04:52.420 --> 00:04:55.060]  監禁各等的磨練
[00:04:55.060 --> 00:04:58.420]  被石頭打死 被鋸死
[00:04:58.420 --> 00:05:00.980]  受屍探 被刀殺
[00:05:00.980 --> 00:05:03.380]  披著綿羊 山羊的皮
[00:05:03.380 --> 00:05:06.020]  各處奔走
[00:05:06.020 --> 00:05:09.300]  受貧乏 患難 苦害
[00:05:09.300 --> 00:05:12.740]  在曠野 山嶺 山洞 地穴
[00:05:12.740 --> 00:05:15.940]  漂流無定」
[00:05:15.940 --> 00:05:21.900]  這些就是他們當時遭遇的一些警方
[00:05:21.900 --> 00:05:26.020]  我們看到他們原來真的不止受到政府
[00:05:26.020 --> 00:05:30.940]  不止政府 社會都對他們有些逼迫和鄙視
[00:05:30.940 --> 00:05:35.460]  甚至他們這些逼迫是生命攸關 都非同小可
[00:05:35.460 --> 00:05:38.980]  而當時的信眾受到社會的這些鄙視的時候
[00:05:38.980 --> 00:05:40.460]  這些逼迫的時候
[00:05:40.460 --> 00:05:43.980]  或者我們說是一些不公平的對待的時候
[00:05:43.980 --> 00:05:47.020]  他們心裏面可想而知
[00:05:47.020 --> 00:05:49.860]  都應該充滿了很多不滿
[00:05:49.860 --> 00:05:51.980]  和不忿的情緒
[00:05:51.980 --> 00:05:55.420]  按一般正常人的反應或者表現
[00:05:55.420 --> 00:05:58.420]  這些都會令到人很生氣
[00:05:58.420 --> 00:06:03.660]  還有這些生氣的情緒會繼續引發更負面的情緒
[00:06:03.660 --> 00:06:05.660]  就是一些報復
[00:06:05.660 --> 00:06:09.140]  或者甚至有一些不止心裏面是這樣
[00:06:09.140 --> 00:06:12.300]  都可能會做出來
[00:06:12.300 --> 00:06:16.740]  到時候真的做出來的時候就會一發不可收拾
[00:06:16.740 --> 00:06:20.340]  因此彼得就寫信給這些信徒
[00:06:20.340 --> 00:06:25.780]  在第二第三章那裏他就勸勉信徒在社會上
[00:06:25.780 --> 00:06:29.700]  工作上和家庭上要有好的行為
[00:06:29.700 --> 00:06:33.580]  而在我們剛才讀到的三章八至十二節
[00:06:33.580 --> 00:06:35.860]  他實在說到最後了
[00:06:35.860 --> 00:06:38.820]  做出一個總結 為甚麼這樣說呢
[00:06:38.820 --> 00:06:41.540]  在第八節他說到總而言之
[00:06:41.540 --> 00:06:46.980]  實在很多學者都覺得這個意思就是最後
[00:06:46.980 --> 00:06:50.020]  彼得就在這裏做出一個總結
[00:06:50.020 --> 00:06:54.020]  勉勵信徒在這個群體裏面要怎樣
[00:06:54.020 --> 00:07:00.420]  同心體恤 相愛 要恩慈 要有謙卑
[00:07:00.420 --> 00:07:03.700]  最重要的是說甚麼呢 實在
[00:07:03.700 --> 00:07:09.340]  我覺得他是想說指向著一個怎樣的生命
[00:07:09.340 --> 00:07:12.660]  這個生命就是不會自以為是
[00:07:12.660 --> 00:07:14.980]  能夠感同身受
[00:07:14.980 --> 00:07:19.140]  願意饒恕 願意以愛相待
[00:07:19.140 --> 00:07:22.300]  存著善心去善待別人
[00:07:22.300 --> 00:07:26.500]  沒有就著只有祝福的一個生命
[00:07:26.500 --> 00:07:32.100]  而在實踐時間他有外座一些可見的行為
[00:07:32.100 --> 00:07:34.300]  就好像第九節所說的
[00:07:34.300 --> 00:07:39.660]  不以惡報惡 以辱罵還辱罵 禱要祝福
[00:07:39.660 --> 00:07:42.740]  就好像我們今天的講題那樣
[00:07:42.740 --> 00:07:49.980]  福從口出 是沒有就著只有祝福的生命
[00:07:49.980 --> 00:07:53.140]  而彼得還是覺得還不夠
[00:07:53.140 --> 00:07:54.980]  只是這樣自己講還不夠
[00:07:54.980 --> 00:08:01.740]  他引用了大衛在逃避蘇羅追殺的時候所寫的詩篇
[00:08:01.740 --> 00:08:05.940]  第34篇的12至16章
[00:08:05.940 --> 00:08:09.380]  去說明和支持他的教導
[00:08:09.380 --> 00:08:17.900]  而實在他的詩篇引述在我們剛才所讀的經文哪裏呢
[00:08:17.900 --> 00:08:22.260]  就是剛才的第3章10節至12節
[00:08:22.260 --> 00:08:27.220]  實在是他引用大衛所說的話
[00:08:27.220 --> 00:08:30.060]  而在這裏的內文裏面
[00:08:30.060 --> 00:08:34.020]  大家看回第9節和第10節裏面
[00:08:34.020 --> 00:08:39.340]  他不約而同都說到人口中所出的話
[00:08:39.340 --> 00:08:43.380]  並要求人在口舌上不要作惡
[00:08:43.380 --> 00:08:49.180]  不要出惡言 不要說詭詐的話
[00:08:49.180 --> 00:08:51.700]  不過大家知不知道什麼叫惡呢
[00:08:51.700 --> 00:08:53.780]  很惡的嘛
[00:08:53.780 --> 00:08:55.700]  什麼意思呢 實在什麼叫惡呢
[00:08:55.700 --> 00:08:58.180]  這裏的意思就是說一些不好的
[00:08:58.180 --> 00:09:03.380]  有害的 或者造成傷害的一些行為或者說話
[00:09:03.380 --> 00:09:06.060]  而惡言通常都是
[00:09:06.060 --> 00:09:09.100]  如果我們面對衝突的時候
[00:09:09.100 --> 00:09:13.780]  人感受到那種被壓迫或者被傷害的時候
[00:09:13.780 --> 00:09:16.380]  人容易情緒失控
[00:09:16.380 --> 00:09:19.660]  失去理智我們就容易作出反擊
[00:09:19.660 --> 00:09:21.980]  說一些不應該說的話
[00:09:21.980 --> 00:09:26.420]  傷害對方 這些就是惡言
[00:09:26.420 --> 00:09:29.740]  實在大家應該都很熟悉的
[00:09:29.740 --> 00:09:32.460]  最近都有則新聞是這樣
[00:09:32.460 --> 00:09:39.260]  有兩個在街頭爭執兩派的人
[00:09:39.260 --> 00:09:44.740]  一個應該是一個門派的人
[00:09:44.740 --> 00:09:47.460]  然後另外來反這個門派
[00:09:47.460 --> 00:09:49.900]  於是警方介入
[00:09:49.900 --> 00:09:54.660]  然後途人又覺得警方做得不好
[00:09:54.660 --> 00:09:59.180]  於是有個途人跟警方發生爭執
[00:09:59.180 --> 00:10:02.300]  被人發現原來他是老師
[00:10:02.300 --> 00:10:07.100]  為什麼老師會口出粗言呢
[00:10:07.100 --> 00:10:11.900]  實在大家都要再去找的時候
[00:10:11.900 --> 00:10:14.060]  在我們現實生活裏面
[00:10:14.060 --> 00:10:16.140]  實在很多這些情況
[00:10:16.140 --> 00:10:18.860]  我們很多時候我們不斷地被傷害
[00:10:18.860 --> 00:10:23.540]  然後同時不斷地去傷害我們周圍身邊的人
[00:10:23.540 --> 00:10:27.500]  這些衝突實在我們說應該較好的處理就是怎樣
[00:10:27.500 --> 00:10:30.540]  退讓一下 忍一時之氣
[00:10:30.540 --> 00:10:32.540]  海闊天空
[00:10:32.540 --> 00:10:36.540]  不過想想在這麼激氣的情況下
[00:10:36.540 --> 00:10:39.940]  不做反擊都很難得的了
[00:10:39.940 --> 00:10:42.340]  都不是一般人可以做得到
[00:10:42.340 --> 00:10:46.940]  起碼剛才我說那位老師都忍不住了
[00:10:46.940 --> 00:10:50.500]  但是彼得在書信裏面提倡的
[00:10:50.500 --> 00:10:56.140]  他是一個反婦人的常理 常態
[00:10:56.140 --> 00:11:00.740]  他說「不但不要反擊 還要送上祝福」
[00:11:00.740 --> 00:11:06.380]  即是詩篇所說的「離惡行善」
[00:11:06.380 --> 00:11:11.100]  意思就是不止於不作惡
[00:11:11.100 --> 00:11:13.220]  還要行善
[00:11:13.220 --> 00:11:17.820]  我們再看看經文第八節和第十一節
[00:11:17.820 --> 00:11:22.620]  他說「不以惡報惡 以辱罵還辱罵 倒要祝福」
[00:11:22.620 --> 00:11:26.860]  然後第十一節說「要離惡行善」
[00:11:26.860 --> 00:11:30.500]  兩句話本身的意義是相同的
[00:11:30.500 --> 00:11:39.180]  簡單來說 意思是要人以善報惡 或者叫以善成惡
[00:11:39.180 --> 00:11:41.180]  意思是甚麼呢
[00:11:41.180 --> 00:11:46.300]  就是說人要離開罪惡 不過只是離開不足夠
[00:11:46.300 --> 00:11:51.780]  還要做一些事 就是行善
[00:11:51.780 --> 00:12:00.180]  這個和經文下面所說的「尋求和睦 一心追趕」是非常有關聯
[00:12:00.180 --> 00:12:06.860]  要祝福 要行善 就不單止要停止報復 停止反擊傷害
[00:12:06.860 --> 00:12:09.860]  更是要與人和睦相處
[00:12:09.860 --> 00:12:13.500]  意思是「饒恕傷害你的人」
[00:12:13.500 --> 00:12:17.340]  因為當我們說不能夠饒恕的時候
[00:12:17.340 --> 00:12:22.260]  代表我們不能夠與對方和平相處
[00:12:22.260 --> 00:12:29.780]  被傷害不去報復 還要饒恕善待加害你的人
[00:12:29.780 --> 00:12:32.100]  真的很難
[00:12:32.100 --> 00:12:39.140]  所以經文這樣說 要追求 要追趕
[00:12:39.140 --> 00:12:42.820]  「尋求和追趕」的意思實在是一樣的
[00:12:42.820 --> 00:12:45.420]  不過為甚麼要說兩次呢
[00:12:45.420 --> 00:12:50.460]  就是說我們要很努力 很努力去做
[00:12:50.460 --> 00:12:52.820]  要負上代價
[00:12:52.820 --> 00:12:59.340]  一般人這樣說 不以牙還牙 以眼還眼
[00:12:59.340 --> 00:13:02.780]  而又要拒絕報復
[00:13:02.780 --> 00:13:06.220]  這些心態是非常崇高的
[00:13:06.220 --> 00:13:08.780]  不是我們一般人可以做得到
[00:13:08.780 --> 00:13:12.140]  尤其是你想一下 當時的信徒
[00:13:12.140 --> 00:13:15.300]  在一些生死有關的迫害裏面
[00:13:15.300 --> 00:13:19.460]  叫他們拒絕報復 拒絕以暴欲暴
[00:13:19.460 --> 00:13:22.180]  還要以善勝惡
[00:13:22.180 --> 00:13:25.060]  真的一點都不容易
[00:13:25.060 --> 00:13:27.460]  如果由我來說來
[00:13:27.460 --> 00:13:32.100]  可能大家都覺得差一點點 不夠說服力
[00:13:32.100 --> 00:13:36.180]  不過我們知道這封信是由彼得寫的
[00:13:36.180 --> 00:13:39.700]  彼得很有說服力
[00:13:39.700 --> 00:13:45.540]  因為他遭遇過甚麼叫苦難
[00:13:45.540 --> 00:13:46.980]  他受過甚麼苦難呢
[00:13:46.980 --> 00:13:50.340]  大家如果有興趣就回去看看
[00:13:50.340 --> 00:13:53.300]  《使徒行傳》第四章和第五章
[00:13:53.300 --> 00:13:57.940]  我們看到彼得自從耶穌升天之後
[00:13:57.940 --> 00:14:00.580]  他都很努力去傳福音
[00:14:00.580 --> 00:14:04.100]  他因為傳福音的行善
[00:14:04.100 --> 00:14:08.620]  他都被祭司長和官員恐嚇
[00:14:08.620 --> 00:14:10.620]  口頭上的恐嚇
[00:14:10.620 --> 00:14:14.020]  又被囚禁 被打
[00:14:14.020 --> 00:14:16.700]  不過他都做到一件事
[00:14:16.700 --> 00:14:19.740]  罵不還口 打不還手
[00:14:19.740 --> 00:14:21.380]  他從來沒有埋怨過
[00:14:21.380 --> 00:14:24.220]  沒有埋怨過上帝為何他要遭遇這些事
[00:14:24.220 --> 00:14:25.580]  他都沒有一種苦毒
[00:14:25.580 --> 00:14:28.540]  沒有一種復仇的情緒
[00:14:28.540 --> 00:14:31.180]  他從來沒有為自己爭取過甚麼
[00:14:31.180 --> 00:14:33.780]  只是一味的努力去傳福音
[00:14:33.780 --> 00:14:36.620]  叫人得福
[00:14:36.620 --> 00:14:38.420]  不單止這樣
[00:14:38.420 --> 00:14:40.020]  我們知道
[00:14:40.020 --> 00:14:45.020]  經文裏面引述了大衛的詩篇
[00:14:45.020 --> 00:14:47.220]  實在大衛都做到了
[00:14:47.220 --> 00:14:50.940]  不以惡報惡 是以善勝惡
[00:14:50.940 --> 00:14:52.700]  他怎樣做到呢
[00:14:52.700 --> 00:14:55.220]  他寫這篇詩篇的時候
[00:14:55.220 --> 00:14:58.620]  正是被訴羅追殺
[00:14:58.620 --> 00:15:01.460]  他要去到外邦的地方
[00:15:01.460 --> 00:15:04.460]  又要避開這些人對他的加害
[00:15:04.460 --> 00:15:08.300]  以致他真的要扮瘋
[00:15:08.300 --> 00:15:10.780]  實在那個時候很狼狽
[00:15:10.780 --> 00:15:12.620]  之後呢
[00:15:12.620 --> 00:15:15.140]  他都遇到有兩次的機會
[00:15:15.140 --> 00:15:16.740]  在訴羅的追殺裏面
[00:15:16.740 --> 00:15:22.100]  實在有兩次機會去取訴羅的命
[00:15:22.100 --> 00:15:24.500]  不過他都沒有這樣做
[00:15:24.500 --> 00:15:26.180]  他只是在訴羅身邊
[00:15:26.180 --> 00:15:28.660]  拿走了他身邊一些物件
[00:15:28.660 --> 00:15:32.180]  向他釋出善意
[00:15:32.180 --> 00:15:35.300]  即使最後有人將訴羅的頭
[00:15:35.300 --> 00:15:37.900]  拿來向他邀功
[00:15:37.900 --> 00:15:42.820]  他一點都沒有因為訴羅的死亡而歡喜
[00:15:42.820 --> 00:15:44.900]  他真的做到了
[00:15:44.900 --> 00:15:47.860]  他自己所寫的詩篇所說的
[00:15:47.860 --> 00:15:49.660]  他沒有以惡報惡
[00:15:49.660 --> 00:15:53.620]  反而以善報惡
[00:15:53.620 --> 00:15:55.380]  我們又問
[00:15:55.380 --> 00:15:57.660]  為何要離惡行善
[00:15:57.660 --> 00:16:01.020]  為何要以善勝惡
[00:16:01.020 --> 00:16:03.180]  有人會這樣說
[00:16:03.180 --> 00:16:08.220]  今天這些東西不合用 都沒有用
[00:16:08.220 --> 00:16:10.260]  過時了
[00:16:10.260 --> 00:16:12.100]  善待我們的仇敵
[00:16:12.100 --> 00:16:14.260]  打不還手
[00:16:14.260 --> 00:16:16.180]  到今天不應該這樣
[00:16:16.180 --> 00:16:17.900]  我們應該怎樣
[00:16:17.900 --> 00:16:20.580]  站出來跟他們拼了
[00:16:20.580 --> 00:16:22.580]  我們要有立場
[00:16:22.580 --> 00:16:26.380]  我們要維護我們的權益
[00:16:26.380 --> 00:16:28.580]  不過正經真的這樣教我們
[00:16:28.580 --> 00:16:31.740]  離惡行善 以善報惡
[00:16:31.740 --> 00:16:33.580]  究竟為甚麼呢
[00:16:33.580 --> 00:16:35.740]  答案在第九節
[00:16:35.740 --> 00:16:38.140]  「你們是為此蒙召
[00:16:38.140 --> 00:16:40.660]  好叫你們承受福氣」
[00:16:40.660 --> 00:16:43.820]  因為神不能夠容讓罪惡
[00:16:43.820 --> 00:16:47.060]  唯有離惡行善的人才能夠承受
[00:16:47.060 --> 00:16:49.740]  從神而來的福氣
[00:16:49.740 --> 00:16:52.020]  奧古斯丁一個
[00:16:52.020 --> 00:16:54.660]  中古時代的神學家
[00:16:54.660 --> 00:16:56.260]  他這樣說過
[00:16:56.260 --> 00:17:00.220]  以惡報善是屬魔鬼的
[00:17:00.220 --> 00:17:03.380]  以善報善是屬人的
[00:17:03.380 --> 00:17:08.060]  只有以善報惡是屬神的
[00:17:08.060 --> 00:17:09.740]  以致我們要知道
[00:17:09.740 --> 00:17:11.740]  我們屬神的一班人
[00:17:11.740 --> 00:17:15.260]  當然要跟神的方法
[00:17:15.260 --> 00:17:20.460]  原來以善聖惡是唯一的辦法
[00:17:20.460 --> 00:17:25.060]  可以將罪惡化為祝福
[00:17:25.060 --> 00:17:29.420]  耶穌在十字架上親自實踐了這個教訓
[00:17:29.420 --> 00:17:31.740]  耶穌正在十字架上
[00:17:31.740 --> 00:17:35.300]  被釘在兩個囚犯之間的時候
[00:17:35.300 --> 00:17:37.300]  有一個笑祂
[00:17:37.300 --> 00:17:42.500]  周圍的群眾都在嘲弄祂
[00:17:42.500 --> 00:17:45.100]  說:「如果你是神的兒子
[00:17:45.100 --> 00:17:48.780]  就從十字架上下來吧」
[00:17:48.780 --> 00:17:52.020]  或者很虛輕的說
[00:17:52.020 --> 00:17:57.140]  「祂救得人家,救不了自己了」
[00:17:57.140 --> 00:17:59.740]  耶穌並沒有斥責這些人
[00:17:59.740 --> 00:18:02.100]  只是祂對其中一個
[00:18:02.100 --> 00:18:04.940]  跟祂一起釘在十字架上的人
[00:18:04.940 --> 00:18:06.860]  祂承諾,祂說:
[00:18:06.860 --> 00:18:09.980]  「今天你要跟我再落圓裡」
[00:18:09.980 --> 00:18:13.620]  耶穌有為周圍的群眾祈禱
[00:18:13.620 --> 00:18:16.780]  祂說:「父啊,赦免他們
[00:18:16.780 --> 00:18:21.500]  因為他們所做的,他們不曉得」
[00:18:21.500 --> 00:18:27.220]  祂身邊的人,世人都要去傷害
[00:18:27.220 --> 00:18:28.980]  要去殺害祂
[00:18:28.980 --> 00:18:32.420]  但耶穌卻堅持以良善對待他們
[00:18:32.420 --> 00:18:37.300]  祂從來不是要毀滅
[00:18:37.300 --> 00:18:40.620]  而是要藉著犧牲勝過死亡
[00:18:40.620 --> 00:18:42.340]  克服邪惡
[00:18:42.340 --> 00:18:43.820]  祂戰勝了
[00:18:43.820 --> 00:18:46.420]  不過不是用刀劍
[00:18:46.420 --> 00:18:48.220]  而是十字架
[00:18:48.220 --> 00:18:49.780]  祂不是用勢力
[00:18:49.780 --> 00:18:53.380]  而是用慈愛和良善
[00:18:53.380 --> 00:18:54.540]  今天作為信徒
[00:18:54.540 --> 00:18:57.540]  我們要做的是要愛生命
[00:18:57.540 --> 00:19:00.220]  承受從神而來的福氣
[00:19:00.220 --> 00:19:02.820]  所以我們要以正面的心態
[00:19:02.820 --> 00:19:06.980]  去面對一切形式的迫害和傷害
[00:19:06.980 --> 00:19:09.980]  心底裡要拒絕以惡報惡
[00:19:09.980 --> 00:19:12.060]  拒絕以眼還眼
[00:19:12.060 --> 00:19:13.660]  拒絕報仇
[00:19:13.660 --> 00:19:15.860]  拒絕仇恨
[00:19:15.860 --> 00:19:17.420]  唯有選擇以善勝惡
[00:19:17.420 --> 00:19:20.620]  以愛心以善意對待憎恨
[00:19:20.620 --> 00:19:23.820]  以愛和恩慈回報加害者
[00:19:23.820 --> 00:19:27.860]  才能讓仇惡仇恨和不滿
[00:19:27.860 --> 00:19:31.100]  無法延續下去
[00:19:31.100 --> 00:19:34.900]  罪惡不再有能力繼續滋生
[00:19:34.900 --> 00:19:38.620]  祝福代替咒助
[00:19:38.620 --> 00:19:41.420]  讓我們的敵人驚訝
[00:19:41.420 --> 00:19:45.180]  因此我們就能夠打破人與人之間
[00:19:45.180 --> 00:19:50.900]  因為彼此傷害而生的一些隔膜
[00:19:50.900 --> 00:19:52.980]  在網上我看到一則故事
[00:19:52.980 --> 00:19:54.060]  也很有意思
[00:19:54.060 --> 00:19:55.900]  很想跟大家在這裡分享
[00:19:55.900 --> 00:19:57.900]  話說有一對夫婦
[00:19:57.900 --> 00:20:01.780]  婚後生下了一個男孩
[00:20:01.780 --> 00:20:04.500]  夫妻本來都很恩愛的
[00:20:04.500 --> 00:20:07.580]  男孩更是他們兩個人的寶貝
[00:20:07.580 --> 00:20:10.860]  當這個小朋友兩歲的時候
[00:20:10.860 --> 00:20:12.180]  一個早晨
[00:20:12.180 --> 00:20:14.500]  做丈夫的上班之前
[00:20:14.500 --> 00:20:19.420]  看到桌上有一個打開蓋的藥水瓶
[00:20:19.420 --> 00:20:21.420]  但因為要趕著上班
[00:20:21.420 --> 00:20:24.420]  只能大聲地告訴妻子
[00:20:24.420 --> 00:20:27.220]  記得要蓋好蓋子
[00:20:27.220 --> 00:20:30.620]  匆匆忙忙地走了
[00:20:30.620 --> 00:20:34.540]  妻子在廚房裡很忙碌
[00:20:34.540 --> 00:20:37.700]  忘記了丈夫所說的
[00:20:37.700 --> 00:20:39.860]  小朋友不知道就女
[00:20:39.860 --> 00:20:42.780]  就去玩藥水瓶
[00:20:42.780 --> 00:20:46.260]  看到裡面的藥水顏色很漂亮
[00:20:46.260 --> 00:20:47.180]  覺得很好奇
[00:20:47.180 --> 00:20:50.180]  於是一口氣就喝光了
[00:20:50.180 --> 00:20:53.740]  很可惜的是藥水的成份很高
[00:20:53.740 --> 00:20:58.180]  成年人服用一些都已經不得了
[00:20:58.180 --> 00:21:02.540]  而這個小朋友服食這個藥過量
[00:21:02.540 --> 00:21:04.540]  雖然能夠及時送院
[00:21:04.540 --> 00:21:08.220]  但仍舊反魂乏術
[00:21:08.220 --> 00:21:12.140]  妻子被突如其來的意外嚇呆了
[00:21:12.140 --> 00:21:15.540]  不知如何面對丈夫
[00:21:15.540 --> 00:21:17.900]  焦急的丈夫趕到醫院
[00:21:17.900 --> 00:21:19.980]  知道惡後非常傷心
[00:21:19.980 --> 00:21:22.020]  看著兒子的屍體
[00:21:22.020 --> 00:21:25.140]  看著妻子一眼
[00:21:25.140 --> 00:21:28.140]  他對妻子說了一句話
[00:21:28.140 --> 00:21:30.220]  他說
[00:21:30.220 --> 00:21:33.780]  「我愛你」
[00:21:33.780 --> 00:21:36.060]  因為這個丈夫願意體恤
[00:21:36.060 --> 00:21:38.780]  他願意原諒
[00:21:38.780 --> 00:21:42.260]  他願意切身處地想起妻子的狀況
[00:21:42.260 --> 00:21:46.780]  他知道不單他自己失去了孩子
[00:21:46.780 --> 00:21:50.180]  而是妻子也同樣失去了兒子
[00:21:50.180 --> 00:21:54.140]  結局是雖然小朋友死了
[00:21:54.140 --> 00:21:56.220]  夫妻兩人仍會傷心
[00:21:56.220 --> 00:21:58.940]  但他們可以一起面對
[00:21:58.940 --> 00:22:01.500]  重新出發
[00:22:01.500 --> 00:22:03.980]  不過在現實的警方裡面
[00:22:03.980 --> 00:22:07.740]  我曾經碰過類似的事件
[00:22:07.740 --> 00:22:11.500]  我見過一對這樣的夫婦
[00:22:11.500 --> 00:22:13.700]  不過他們的反應和結局
[00:22:13.700 --> 00:22:16.780]  和我剛才所說的很不同
[00:22:16.780 --> 00:22:19.500]  因為我所認識的這對夫婦
[00:22:19.500 --> 00:22:22.220]  她們選擇了彼此埋怨
[00:22:22.220 --> 00:22:24.540]  她們不能原諒對方
[00:22:24.540 --> 00:22:27.060]  最終彼此傷害
[00:22:27.060 --> 00:22:30.940]  以至最終離婚收場
[00:22:30.940 --> 00:22:35.500]  今天我們未必能遇到信仰磨爛
[00:22:35.500 --> 00:22:38.460]  像彼得那個時候那樣
[00:22:38.460 --> 00:22:40.780]  不過人生中總是難免
[00:22:40.780 --> 00:22:43.300]  有很多突如其來的事
[00:22:43.300 --> 00:22:45.060]  叫我們措手不及
[00:22:45.060 --> 00:22:48.100]  心靈或肉體都受到傷害
[00:22:48.100 --> 00:22:50.940]  我們無法避開
[00:22:50.940 --> 00:22:52.500]  也無法損害
[00:22:52.500 --> 00:22:55.260]  不讓別人傷害我們
[00:22:55.260 --> 00:22:57.140]  但我們仍然有自由選擇
