
[00:00:00.000 --> 00:00:02.000]  各位來賓 平安
[00:05:02.000 --> 00:05:05.000]  他們面對著亞述國的威脅
[00:05:05.000 --> 00:05:08.000]  所以他們不專心依靠耶和華
[00:05:09.000 --> 00:05:14.000]  他們卻投向阿蘭和他們結盟
[00:05:14.000 --> 00:05:17.000]  希望去反抗亞述國
[00:05:17.000 --> 00:05:24.000]  結果以色列的王比加在位的時候
[00:05:24.000 --> 00:05:28.000]  亞述王提格拉比列色就來到了
[00:05:28.000 --> 00:05:30.000]  去攻取了很多地方
[00:05:30.000 --> 00:05:33.000]  包括加利利和拿忽他利的全地
[00:05:33.000 --> 00:05:36.000]  將人們擄到亞述去
[00:05:37.000 --> 00:05:40.000]  沒多久 大概在主前的722年
[00:05:40.000 --> 00:05:46.000]  新的亞述王薩曼以色的大軍打到以色列
[00:05:46.000 --> 00:05:49.000]  以至以色列的首都薩瑪利亞都陷落
[00:05:49.000 --> 00:05:52.000]  成為了亞述的薩瑪利亞省
[00:05:52.000 --> 00:05:55.000]  以色列人被人擄到亞述
[00:05:55.000 --> 00:06:00.000]  而亞述國將很多外族人遷入薩瑪利亞
[00:06:00.000 --> 00:06:04.000]  所以我們在聖經讀到後期有薩瑪利亞人
[00:06:05.000 --> 00:06:08.000]  以色列人與這些外族人混雜通婚
[00:06:08.000 --> 00:06:12.000]  之後生下來的下一代就是這些薩瑪利亞人
[00:06:12.000 --> 00:06:18.000]  北國以色列到了主前的722年就滅了
[00:06:18.000 --> 00:06:20.000]  在經文中
[00:06:20.000 --> 00:06:24.000]  這就是當時薩瑪利亞城被攻陷的情況
[00:06:24.000 --> 00:06:27.000]  今天經文的第一節說到
[00:06:27.000 --> 00:06:30.000]  那受過困苦的
[00:06:31.000 --> 00:06:37.000]  是指神藉著亞述國臨到以色列人身上的審判
[00:06:37.000 --> 00:06:40.000]  但是在審判背後
[00:06:40.000 --> 00:06:45.000]  我們又看到隱藏著一線曙光
[00:06:45.000 --> 00:06:50.000]  就是背後指向將來救恩的盼望
[00:06:50.000 --> 00:06:54.000]  我們再看看頭三節的經文
[00:06:54.000 --> 00:06:57.000]  它說到那些受過困苦的
[00:06:57.000 --> 00:06:59.000]  不會再見到幽暗
[00:07:00.000 --> 00:07:01.000]  不會得到榮耀
[00:07:01.000 --> 00:07:03.000]  又看到大光
[00:07:03.000 --> 00:07:05.000]  有光照耀他們
[00:07:05.000 --> 00:07:08.000]  並且說到那些國民將會增多
[00:07:08.000 --> 00:07:11.000]  他們會很歡樂和快樂
[00:07:11.000 --> 00:07:19.000]  這套意思是指當亞述王
[00:07:19.000 --> 00:07:24.000]  他們首先奪取了北國的西布倫和拿弗塔利地
[00:07:24.000 --> 00:07:29.000]  之後那些神的百姓就落入一個困苦無望的境況
[00:07:30.000 --> 00:07:32.000]  但是這段經文告訴我們
[00:07:32.000 --> 00:07:36.000]  到將來神的拯救會臨到這些地方的人
[00:07:36.000 --> 00:07:39.000]  以致他們可以歡喜快樂
[00:07:39.000 --> 00:07:41.000]  在這段經文裏面
[00:07:41.000 --> 00:07:43.000]  我們再看下去的時候
[00:07:43.000 --> 00:07:47.000]  你會發現他們有幾個原因令他們歡欣快樂
[00:07:47.000 --> 00:07:51.000]  我們在第四至第六節看到有三次的因為
[00:07:51.000 --> 00:07:53.000]  這是新譯本的翻譯
[00:07:53.000 --> 00:07:57.000]  我們總結一下他們歡喜快樂的原因
[00:07:58.000 --> 00:08:05.000]  第一個是說到神的子民不會再受到亞述國的壓迫
[00:08:05.000 --> 00:08:07.000]  他們不再受奴役之苦
[00:08:07.000 --> 00:08:12.000]  第二個原因是說國家會太平
[00:08:12.000 --> 00:08:14.000]  戰爭會永遠止息
[00:08:14.000 --> 00:08:22.000]  那裏說到雀鵲和血中的蒲都會燒毀成為燒火的燃料
[00:08:22.000 --> 00:08:25.000]  其實是指以後都不會再有戰爭
[00:08:26.000 --> 00:08:30.000]  但是這裏隱藏著告訴我們
[00:08:30.000 --> 00:08:33.000]  這些不是靠神的子民自己有能力做到
[00:08:33.000 --> 00:08:36.000]  其實是上帝親自為他們征戰
[00:08:36.000 --> 00:08:38.000]  以致可以得勝
[00:08:38.000 --> 00:08:40.000]  第三個原因是說
[00:08:40.000 --> 00:08:45.000]  上帝會為他們預備一個完美理想的君王
[00:08:45.000 --> 00:08:47.000]  就是耶穌基督
[00:08:47.000 --> 00:08:52.000]  這個耶穌基督出自大衛的家
[00:08:53.000 --> 00:08:56.000]  擁有權能智慧而且愛護百姓
[00:08:56.000 --> 00:08:58.000]  令國家永遠太平
[00:08:58.000 --> 00:09:05.000]  我們再仔細一點來看這位理想的君王耶穌基督
[00:09:05.000 --> 00:09:09.000]  這裏有兩點值得我們留意
[00:09:09.000 --> 00:09:12.000]  說到他的政權
[00:09:12.000 --> 00:09:19.000]  這位君王的政權是很特別的
[00:09:20.000 --> 00:09:23.000]  其實政權都會擔在他的肩頭上
[00:09:23.000 --> 00:09:27.000]  而他的政權和平安都無窮無盡地增加
[00:09:27.000 --> 00:09:33.000]  這裏是說到耶穌基督將來來統治這個世界的時候
[00:09:33.000 --> 00:09:39.000]  他將會以公平公義去承擔治理大地的權柄
[00:09:39.000 --> 00:09:44.000]  並且他治理的國度是持續到永遠
[00:09:44.000 --> 00:09:46.000]  不會有多少年期
[00:09:46.000 --> 00:09:48.000]  不用多少任
[00:09:49.000 --> 00:09:52.000]  第二方面我們要留意的就是他的名稱
[00:09:52.000 --> 00:09:58.000]  耶穌的名稱在這裏有四點
[00:09:58.000 --> 00:10:00.000]  他是奇妙的賊士
[00:10:00.000 --> 00:10:02.000]  是全能的神
[00:10:02.000 --> 00:10:04.000]  永恆的父和平之君
[00:10:04.000 --> 00:10:06.000]  說到奇妙賊士
[00:10:06.000 --> 00:10:09.000]  他是一個很奇妙的設計者
[00:10:09.000 --> 00:10:12.000]  他也是我們人生的一個參謀顧問
[00:10:12.000 --> 00:10:14.000]  他很明白我們
[00:10:14.000 --> 00:10:16.000]  他知道我們一切
[00:10:16.000 --> 00:10:18.000]  他明白我們的軟弱
[00:10:19.000 --> 00:10:22.000]  他視我們英文為counselor
[00:10:22.000 --> 00:10:24.000]  他好像輔導我們
[00:10:24.000 --> 00:10:27.000]  我們的人生都可以來請教他
[00:10:27.000 --> 00:10:32.000]  全能的神指導原文的意思
[00:10:32.000 --> 00:10:34.000]  有上帝是勇士的意思
[00:10:34.000 --> 00:10:36.000]  即是說這個神是一個勇士
[00:10:36.000 --> 00:10:38.000]  他是一個很大能、很有能力的
[00:10:38.000 --> 00:10:43.000]  永恆的父很明顯地指導他就是那位的神
[00:10:43.000 --> 00:10:45.000]  他指導神的神聖
[00:10:46.000 --> 00:10:49.000]  和平之君就是帶出耶穌基督
[00:10:49.000 --> 00:10:53.000]  祂是使人和神恢復和好關係的橋樑
[00:10:53.000 --> 00:10:56.000]  我們看完這七節的經文
[00:10:56.000 --> 00:10:59.000]  有什麼值得我們反思和應用呢
[00:10:59.000 --> 00:11:03.000]  我將它歸納為三點
[00:11:03.000 --> 00:11:05.000]  第一,我們要來思想
[00:11:05.000 --> 00:11:09.000]  今日我們的世代經常說要爭取民主
[00:11:09.000 --> 00:11:11.000]  很多政權的改變
[00:11:11.000 --> 00:11:13.000]  但其實我們要知道
[00:11:13.000 --> 00:11:15.000]  世上沒有絕對可靠的政權
[00:11:16.000 --> 00:11:19.000]  過去的歷史讓我們看到
[00:11:19.000 --> 00:11:21.000]  很多政權的更迭
[00:11:21.000 --> 00:11:23.000]  無論是民主的國家也好
[00:11:23.000 --> 00:11:25.000]  獨裁的政權也好
[00:11:25.000 --> 00:11:27.000]  君主憲制的國家也好
[00:11:27.000 --> 00:11:29.000]  其實沒有一個能夠為人
[00:11:29.000 --> 00:11:33.000]  帶來真正的幸福和和平
[00:11:33.000 --> 00:11:35.000]  我們看到
[00:11:35.000 --> 00:11:39.000]  之前有阿拉伯之春
[00:11:39.000 --> 00:11:41.000]  行不行呢
[00:11:42.000 --> 00:11:46.000]  這些政權可不可靠呢
[00:11:46.000 --> 00:11:49.000]  還有這些
[00:11:49.000 --> 00:11:52.000]  其實沒有一個是靠得住的
[00:11:52.000 --> 00:11:55.000]  年復年 日復日
[00:11:55.000 --> 00:11:57.000]  朝代的興衰
[00:11:57.000 --> 00:11:59.000]  只不過好像在歷史的洪流裡
[00:11:59.000 --> 00:12:01.000]  不斷地重複
[00:12:01.000 --> 00:12:05.000]  其實傳道書有一句說話很有意思
[00:12:05.000 --> 00:12:07.000]  我們一起讀讀
[00:12:07.000 --> 00:12:09.000]  去控的去控 去控的去控
[00:12:09.000 --> 00:12:11.000]  一切都是虛空
[00:12:12.000 --> 00:12:13.000]  一代過去一代又來
[00:12:13.000 --> 00:12:15.000]  地卻永遠存在
[00:12:15.000 --> 00:12:17.000]  已有的事必在有
[00:12:17.000 --> 00:12:19.000]  作過的事必在作
[00:12:19.000 --> 00:12:21.000]  日光之下並無新事
[00:12:21.000 --> 00:12:23.000]  有什麼事人可以說
[00:12:23.000 --> 00:12:25.000]  看那這是新的
[00:12:25.000 --> 00:12:27.000]  其實很久以前已經有了
[00:12:27.000 --> 00:12:30.000]  在我們之前早就有了
[00:12:30.000 --> 00:12:34.000]  剛才我說到很多人在追求民主
[00:12:34.000 --> 00:12:36.000]  其實我不是說民主不好
[00:12:36.000 --> 00:12:38.000]  它有它相對優勝的地方
[00:12:38.000 --> 00:12:40.000]  不過我想說的是
[00:12:41.000 --> 00:12:42.000]  無論人怎樣去爭取民主
[00:12:42.000 --> 00:12:45.000]  都不可能建立一個真正民主的政權
[00:12:45.000 --> 00:12:49.000]  更加沒有說是一個絕對可靠的政權
[00:12:49.000 --> 00:12:53.000]  第二點值得我們思想的就是
[00:12:53.000 --> 00:12:55.000]  其實人離開神之後
[00:12:55.000 --> 00:12:57.000]  可以說沒有出路
[00:12:57.000 --> 00:12:59.000]  我們看歷史 神的子民
[00:12:59.000 --> 00:13:02.000]  他們因為搏逆神 離棄神
[00:13:02.000 --> 00:13:04.000]  轉去拜偶像
[00:13:04.000 --> 00:13:06.000]  以及去倚靠外族的幫助
[00:13:06.000 --> 00:13:09.000]  最終導致了國破家亡
[00:13:10.000 --> 00:13:11.000]  受盡壓迫
[00:13:11.000 --> 00:13:14.000]  而人類的始祖亞當夏娃
[00:13:14.000 --> 00:13:16.000]  她也因為搏逆神
[00:13:16.000 --> 00:13:19.000]  而走上死亡的道路
[00:13:19.000 --> 00:13:22.000]  因為罪的功架就是死
[00:13:22.000 --> 00:13:25.000]  同樣我相信我們每一個人的人生
[00:13:25.000 --> 00:13:27.000]  如果離開神都沒有出路
[00:13:27.000 --> 00:13:29.000]  或者你會覺得
[00:13:29.000 --> 00:13:31.000]  不是啊 我都很好
[00:13:31.000 --> 00:13:33.000]  甚至有些人說我不信神
[00:13:33.000 --> 00:13:35.000]  但我的一生我可以名成利就
[00:13:35.000 --> 00:13:37.000]  呼風喚雨
[00:13:38.000 --> 00:13:40.000]  但是不一定活得快樂
[00:13:40.000 --> 00:13:43.000]  我曾經有一次看到一段報道
[00:13:43.000 --> 00:13:47.000]  是關於阿里巴巴的創辦人馬雲先生
[00:13:47.000 --> 00:13:50.000]  他在2014年3月
[00:13:50.000 --> 00:13:54.000]  他曾經被美國財經雜誌《財富》
[00:13:54.000 --> 00:13:59.000]  選為全球50位最偉大的領袖之一
[00:13:59.000 --> 00:14:01.000]  他的身家財富
[00:14:01.000 --> 00:14:05.000]  也曾經令他擠身亞洲首富的地位
[00:14:06.000 --> 00:14:08.000]  不過他最快樂的
[00:14:08.000 --> 00:14:10.000]  不是他現在坐擁
[00:14:10.000 --> 00:14:13.000]  不知道多少百億的身家的時候
[00:14:13.000 --> 00:14:15.000]  而是當年他說
[00:14:15.000 --> 00:14:17.000]  每個月只賺90元的時候
[00:14:17.000 --> 00:14:20.000]  是他人生最快樂的時間
[00:14:20.000 --> 00:14:25.000]  今天他雖然有很多很多的錢
[00:14:25.000 --> 00:14:27.000]  不過他仍然逃避不了
[00:14:27.000 --> 00:14:29.000]  有生老病死
[00:14:29.000 --> 00:14:31.000]  有一天離開世界的時候
[00:14:31.000 --> 00:14:34.000]  他和我們一樣都是兩手空空
[00:14:35.000 --> 00:14:37.000]  有一句話很有意思
[00:14:37.000 --> 00:14:39.000]  哪怕你家財萬貫
[00:14:39.000 --> 00:14:41.000]  一日不過三餐
[00:14:41.000 --> 00:14:44.000]  哪怕你廣廈萬間
[00:14:44.000 --> 00:14:46.000]  夜眠不過三尺
[00:14:46.000 --> 00:14:50.000]  當我們每一個人殺手塵寰的時候
[00:14:50.000 --> 00:14:55.000]  其實我們都是塵歸塵 土歸土
[00:14:55.000 --> 00:14:59.000]  但是我們將來的歸宿又會在哪裡呢?
[00:14:59.000 --> 00:15:02.000]  就算我們現在還沒有去到
[00:15:02.000 --> 00:15:04.000]  我面對生死關頭
[00:15:05.000 --> 00:15:07.000]  但當我們走到窮途末路的時候
[00:15:07.000 --> 00:15:10.000]  就很容易因為絕望而放棄自己
[00:15:10.000 --> 00:15:12.000]  甚至放棄生命
[00:15:12.000 --> 00:15:15.000]  我看過一條公式
[00:15:15.000 --> 00:15:19.000]  它說到一個人就算你多好
[00:15:19.000 --> 00:15:21.000]  如果你沒有了神的話
[00:15:21.000 --> 00:15:23.000]  你就一無所有
[00:15:23.000 --> 00:15:25.000]  但倒過來
[00:15:25.000 --> 00:15:27.000]  如果一個人就算一無所有
[00:15:27.000 --> 00:15:30.000]  但如果他能夠找到神的話
[00:15:30.000 --> 00:15:33.000]  他就很豐盛
[00:15:34.000 --> 00:15:38.000]  我最近看到德聖堂
[00:15:38.000 --> 00:15:41.000]  他們在12月12日那天有洗禮
[00:15:41.000 --> 00:15:43.000]  製作了一本見證集
[00:15:43.000 --> 00:15:45.000]  我一口氣看完覺得很感動
[00:15:45.000 --> 00:15:50.000]  裡面每一個人都在絕路當中
[00:15:50.000 --> 00:15:52.000]  來遇見耶穌基督
[00:15:52.000 --> 00:15:55.000]  以致他整個生命扭轉不再一樣
[00:15:55.000 --> 00:15:59.000]  德聖堂都送了30本給我們
[00:15:59.000 --> 00:16:01.000]  放在那裡
[00:16:02.000 --> 00:16:04.000]  大家在聖餐會時都可以拿
[00:16:04.000 --> 00:16:06.000]  我們人多
[00:16:06.000 --> 00:16:09.000]  相信每一個家庭單位拿一本都可以
[00:16:09.000 --> 00:16:11.000]  值得大家來看
[00:16:11.000 --> 00:16:13.000]  我相信對我們有很大的鼓勵
[00:16:13.000 --> 00:16:16.000]  就算我們教會裡面
[00:16:16.000 --> 00:16:19.000]  我記得我們傳音堂的第一個安職禮拜
[00:16:19.000 --> 00:16:22.000]  我們就為張健銘姊妹來做
[00:16:22.000 --> 00:16:25.000]  這個姊妹她六十歲多一點
[00:16:25.000 --> 00:16:29.000]  她患了癌症
[00:16:29.000 --> 00:16:31.000]  在她離世之前
[00:16:32.000 --> 00:16:33.000]  我問她
[00:16:33.000 --> 00:16:35.000]  你知道自己的情況
[00:16:35.000 --> 00:16:37.000]  你害不害怕
[00:16:37.000 --> 00:16:39.000]  她很堅定地說
[00:16:39.000 --> 00:16:41.000]  我不怕 因為我已經有神
[00:16:41.000 --> 00:16:44.000]  我想一個人在面對死亡的時候
[00:16:44.000 --> 00:16:46.000]  他仍然有那份盼望
[00:16:46.000 --> 00:16:48.000]  有那份把握
[00:16:48.000 --> 00:16:51.000]  我相信這個正是告訴我們
[00:16:51.000 --> 00:16:53.000]  就算在絕望當中
[00:16:53.000 --> 00:16:55.000]  我們因著有耶穌
[00:16:55.000 --> 00:16:57.000]  我們仍然有那份盼望
[00:16:57.000 --> 00:17:00.000]  第三點就是
[00:17:01.000 --> 00:17:03.000]  唯有耶穌是世界和人的希望
[00:17:03.000 --> 00:17:05.000]  我們經常聽到很多人說
[00:17:05.000 --> 00:17:07.000]  希望世界和平
[00:17:07.000 --> 00:17:10.000]  但事實也告訴我們
[00:17:10.000 --> 00:17:12.000]  沒有一個政權
[00:17:12.000 --> 00:17:14.000]  沒有任何一位統治者
[00:17:14.000 --> 00:17:17.000]  可以帶來真正的和平和希望
[00:17:17.000 --> 00:17:19.000]  在2014年
[00:17:19.000 --> 00:17:21.000]  因為烏干達的總統
[00:17:21.000 --> 00:17:24.000]  他反對同性戀法的通過
[00:17:24.000 --> 00:17:27.000]  所以當時的美國總統奧巴馬
[00:17:28.000 --> 00:17:32.000]  表示要取消4億美元對他們的援助
[00:17:32.000 --> 00:17:37.000]  烏干達總統有一個很特別的回應
[00:17:37.000 --> 00:17:39.000]  他說了一番這樣的說話
[00:17:39.000 --> 00:17:42.000]  他說4億美元不需要
[00:17:42.000 --> 00:17:45.000]  能夠救助烏干達人民的方法
[00:17:45.000 --> 00:17:47.000]  不是美國的援助
[00:17:47.000 --> 00:17:50.000]  而是按照上帝的旨意活著
[00:17:50.000 --> 00:17:52.000]  在當時來說
[00:17:52.000 --> 00:17:55.000]  用人的眼光、價值觀、標準
[00:17:56.000 --> 00:17:58.000]  很多人甚至很多國家
[00:17:58.000 --> 00:18:01.000]  都在批評烏干達總統的做法
[00:18:01.000 --> 00:18:04.000]  但我相信他說的那番話
[00:18:04.000 --> 00:18:06.000]  卻是絕對正確的
[00:18:06.000 --> 00:18:09.000]  這個世界有很多宗教
[00:18:09.000 --> 00:18:11.000]  有很多學說
[00:18:11.000 --> 00:18:14.000]  但除了耶穌之外
[00:18:14.000 --> 00:18:16.000]  沒有人敢說
[00:18:16.000 --> 00:18:19.000]  我就是道路、真理、生命
[00:18:19.000 --> 00:18:21.000]  如果不藉著我
[00:18:21.000 --> 00:18:23.000]  沒有一個人能去到父那裡
[00:18:24.000 --> 00:18:26.000]  耶穌基督是唯一的道路
[00:18:26.000 --> 00:18:28.000]  唯一的真理
[00:18:28.000 --> 00:18:30.000]  唯一的生命
[00:18:30.000 --> 00:18:33.000]  因為唯有祂能夠從死裡復活
[00:18:33.000 --> 00:18:37.000]  唯有祂真正戰勝了罪惡和死亡
[00:18:37.000 --> 00:18:39.000]  因為祂就是神
[00:18:39.000 --> 00:18:44.000]  接著我們有一些的應用
[00:18:44.000 --> 00:18:46.000]  我都將它歸納三點
[00:18:46.000 --> 00:18:48.000]  第一就是我們要為著神的國
[00:18:48.000 --> 00:18:50.000]  早日降臨而努力
[00:18:50.000 --> 00:18:53.000]  我相信當我們環顧今天的世代
[00:18:54.000 --> 00:18:56.000]  我們都看到很多苦難
[00:18:56.000 --> 00:18:59.000]  很多不好的事情
[00:18:59.000 --> 00:19:02.000]  有時我們都覺得很無助
[00:19:02.000 --> 00:19:07.000]  但當我們明白世界上沒有任何一個政權
[00:19:07.000 --> 00:19:10.000]  能夠為人帶來真正美好和平的生活
[00:19:10.000 --> 00:19:14.000]  唯有直到耶穌基督再來臨的時候
[00:19:14.000 --> 00:19:16.000]  掌權的時候
[00:19:16.000 --> 00:19:18.000]  才能夠真正有一個新天新地
[00:19:18.000 --> 00:19:21.000]  聖經啟示錄也這樣
[00:19:22.000 --> 00:19:24.000]  給了我們這段盼望的說話
[00:19:24.000 --> 00:19:26.000]  我們一起讀
[00:19:26.000 --> 00:19:29.000]  我聽見有大聲音從寶座那裡發出來說
[00:19:29.000 --> 00:19:31.000]  看那神的帳幕在人間
[00:19:31.000 --> 00:19:33.000]  他要與人同住
[00:19:33.000 --> 00:19:35.000]  他們要作他的子民
[00:19:35.000 --> 00:19:37.000]  神要親自與他們同在
[00:19:37.000 --> 00:19:39.000]  要作他們的神
[00:19:39.000 --> 00:19:41.000]  他要抹去他們的一切眼淚
[00:19:41.000 --> 00:19:43.000]  不再有死亡
[00:19:43.000 --> 00:19:46.000]  也不再有悲哀 哭號 痛苦
[00:19:46.000 --> 00:19:49.000]  因為先前的事都過去了
[00:19:50.000 --> 00:19:53.000]  我相信我們都很希望往後的人生
[00:19:53.000 --> 00:19:56.000]  沒有眼淚 沒有疾病 沒有死亡
[00:19:56.000 --> 00:19:58.000]  不再有悲哀 哭號 痛苦
[00:19:58.000 --> 00:20:00.000]  神與我們同在
[00:20:00.000 --> 00:20:03.000]  如果我們都有這樣的盼望的時候
[00:20:03.000 --> 00:20:05.000]  其實我們都要努力
[00:20:05.000 --> 00:20:07.000]  你說這麼偉大的工程
[00:20:07.000 --> 00:20:09.000]  我可以做些什麼呢
[00:20:09.000 --> 00:20:13.000]  其實聖經也給了我們一些教導
[00:20:13.000 --> 00:20:15.000]  耶穌教我們禱告的時候
[00:20:15.000 --> 00:20:17.000]  我們要這樣求
[00:20:17.000 --> 00:20:19.000]  父啊 願祢的名被尊為聖
[00:20:20.000 --> 00:20:21.000]  願祢的國降臨
[00:20:21.000 --> 00:20:24.000]  我想我們可以做的第一件事
[00:20:24.000 --> 00:20:28.000]  就是祢禱告神的國早日降臨
[00:20:28.000 --> 00:20:31.000]  另外在《馬太福音》也提到
[00:20:31.000 --> 00:20:34.000]  天國的福音要傳遍天下
[00:20:34.000 --> 00:20:36.000]  向萬民作見證
[00:20:36.000 --> 00:20:38.000]  然後結局才來到
[00:20:38.000 --> 00:20:41.000]  若我們都盼望主早日再來的時候
[00:20:41.000 --> 00:20:44.000]  我們都要努力地傳福音
[00:20:44.000 --> 00:20:46.000]  不論是本地的差傳
[00:20:46.000 --> 00:20:49.000]  或者是海外普世的宣教
[00:20:50.000 --> 00:20:53.000]  我們都要努力地參與
[00:20:53.000 --> 00:20:57.000]  第二點就是
[00:20:57.000 --> 00:21:00.000]  我們要為國家民族歸主來努力
[00:21:00.000 --> 00:21:02.000]  我們剛才也看到
[00:21:02.000 --> 00:21:05.000]  一個國家民族的前途
[00:21:05.000 --> 00:21:09.000]  不是掌管在某一個政權
[00:21:09.000 --> 00:21:11.000]  或者政治領袖的手上
[00:21:11.000 --> 00:21:15.000]  因為每一個人都有罪 有私心
[00:21:15.000 --> 00:21:18.000]  一個人如果大權在握的時候
[00:21:19.000 --> 00:21:21.000]  往往很容易令到他腐敗
[00:21:21.000 --> 00:21:24.000]  最近也讀到一篇文章
[00:21:24.000 --> 00:21:26.000]  作者提到
[00:21:26.000 --> 00:21:28.000]  自從啟蒙運動以來
