
[00:00:00.000 --> 00:00:08.000]  今天跟大家分享的是以色列先知的經歷
[00:02:45.000 --> 00:02:47.000]  最後大家分手的時候
[00:02:47.000 --> 00:02:49.000]  兩個宣教士是彼此祝福
[00:02:49.000 --> 00:02:54.000]  而最後兩個都犧牲死了
[00:02:54.000 --> 00:02:57.000]  政治很難有一定的答案
[00:02:57.000 --> 00:03:01.000]  因為世上的事總是過眼雲煙
[00:03:01.000 --> 00:03:03.000]  我聽我父母
[00:03:03.000 --> 00:03:06.000]  我媽媽說上海被日軍攻陷
[00:03:06.000 --> 00:03:07.000]  那時候她流淚
[00:03:07.000 --> 00:03:09.000]  那時候十幾歲的女孩子
[00:03:09.000 --> 00:03:12.000]  後來南京大屠殺
[00:03:12.000 --> 00:03:14.000]  八年的抗戰
[00:03:14.000 --> 00:03:16.000]  父母當時不知道怎麼經過
[00:03:16.000 --> 00:03:19.000]  我們沒有經過那個歲月
[00:03:19.000 --> 00:03:22.000]  但是過眼雲煙歷史就過去了
[00:03:22.000 --> 00:03:28.000]  接著到我們初中文化大革命
[00:03:28.000 --> 00:03:30.000]  香港有六七暴動
[00:03:30.000 --> 00:03:32.000]  自從那時候放催淚彈以後
[00:03:32.000 --> 00:03:37.000]  香港都沒有因為暴動而放催淚彈
[00:03:37.000 --> 00:03:41.000]  是因為WTO曾經有非香港人暴動放過
[00:03:41.000 --> 00:03:44.000]  可以說香港都很太平的長大
[00:03:44.000 --> 00:03:47.000]  我們看過每一個很可怕的年代
[00:03:47.000 --> 00:03:49.000]  文革那時候
[00:03:49.000 --> 00:03:52.000]  日子總會過去
[00:03:52.000 --> 00:03:54.000]  過了之後歷史就像過眼雲煙
[00:03:54.000 --> 00:03:58.000]  當時聲沙力竭要求的原來
[00:03:58.000 --> 00:04:00.000]  又會慢慢地過了
[00:04:00.000 --> 00:04:03.000]  終於又爭取到很多你要爭取的東西
[00:04:03.000 --> 00:04:05.000]  但是無論如何
[00:04:05.000 --> 00:04:09.000]  真正的舊恩在我們心靈裏面是最寶貴
[00:04:09.000 --> 00:04:11.000]  當以世傑面對國破家亡
[00:04:11.000 --> 00:04:13.000]  我不知道那個年代又有什麼痛苦
[00:04:13.000 --> 00:04:15.000]  我們不是那個年代的人
[00:04:15.000 --> 00:04:20.000]  但他心中甚苦靈性憤激你就知道
[00:04:20.000 --> 00:04:24.000]  那個是一個幾沒有盼望的年代
[00:04:24.000 --> 00:04:26.000]  但是在一個沒有盼望的年代
[00:04:26.000 --> 00:04:28.000]  上帝向我們顯現
[00:04:28.000 --> 00:04:31.000]  告訴我們前面還有希望
[00:04:31.000 --> 00:04:33.000]  因為另一面的世界
[00:04:33.000 --> 00:04:35.000]  天向他打開了
[00:04:35.000 --> 00:04:38.000]  這個宇宙在後面的掌管者
[00:04:38.000 --> 00:04:40.000]  真正公義慈愛的主在後面
[00:04:40.000 --> 00:04:43.000]  今天你遭遇的所有艱難困苦
[00:04:43.000 --> 00:04:44.000]  是一定能夠渡過
[00:04:44.000 --> 00:04:49.000]  因為神告訴我們前面是有希望
[00:04:49.000 --> 00:04:51.000]  當以世傑遇到上帝
[00:04:51.000 --> 00:04:53.000]  真是很悲苦的
[00:04:53.000 --> 00:04:55.000]  又很激情的
[00:04:55.000 --> 00:04:58.000]  為什麼會發生這樣的事呢
[00:04:58.000 --> 00:05:01.000]  但是神的手在他後面
[00:05:01.000 --> 00:05:03.000]  神的靈將他舉起來
[00:05:03.000 --> 00:05:04.000]  神的手
[00:05:04.000 --> 00:05:05.000]  原文就是他的手
[00:05:05.000 --> 00:05:07.000]  他的手托著
[00:05:07.000 --> 00:05:08.000]  以世傑才知道
[00:05:08.000 --> 00:05:09.000]  讓他對前面有盼望
[00:05:09.000 --> 00:05:11.000]  所以以世傑知道將來
[00:05:11.000 --> 00:05:12.000]  枯骨會復活
[00:05:12.000 --> 00:05:14.000]  以色列會復國
[00:05:14.000 --> 00:05:16.000]  他更看到耶穌基督未來
[00:05:16.000 --> 00:05:18.000]  和新天新地的未來
[00:05:18.000 --> 00:05:20.000]  原來神體的世界遠遠大過我們
[00:05:20.000 --> 00:05:24.000]  單從目前政治或者社會看到的問題
[00:05:24.000 --> 00:05:26.000]  你上帝的靈臨到先知的時候
[00:05:26.000 --> 00:05:28.000]  先知的眼界
[00:05:28.000 --> 00:05:29.000]  即是眼光就不同
[00:05:29.000 --> 00:05:32.000]  他看到一個長遠的人類的前途
[00:05:32.000 --> 00:05:36.000]  不只是他當前這個國家民族的悲劇
[00:05:36.000 --> 00:05:39.000]  上帝的靈就是他有力的手
[00:05:39.000 --> 00:05:41.000]  原文就是他的手
[00:05:41.000 --> 00:05:44.000]  上帝的手在先知的身上
[00:05:44.000 --> 00:05:48.000]  使他看到前面是有希望
[00:05:48.000 --> 00:05:53.000]  今年年頭我去到四川
[00:05:53.000 --> 00:05:55.000]  因為我們在四川地震的時候
[00:05:55.000 --> 00:05:57.000]  好像很艱難
[00:05:57.000 --> 00:06:00.000]  現在又過眼雲已經過了
[00:06:00.000 --> 00:06:02.000]  當時地震去到幫助四川
[00:06:02.000 --> 00:06:06.000]  我們的機構一直五年
[00:06:06.000 --> 00:06:09.000]  我們繼續做心靈重建
[00:06:09.000 --> 00:06:10.000]  因為我們錢不是很多
[00:06:10.000 --> 00:06:13.000]  我們起家學校的錢很少
[00:06:13.000 --> 00:06:16.000]  但我們的錢足夠幫助心靈重建
[00:06:16.000 --> 00:06:18.000]  我們有心理專家
[00:06:18.000 --> 00:06:23.000]  和一些訓練國內的心理專家
[00:06:23.000 --> 00:06:27.000]  也有基督徒有愛心的心理專家
[00:06:27.000 --> 00:06:31.000]  去輔導支持受苦的人
[00:06:31.000 --> 00:06:34.000]  我們也去資助西南民族大學
[00:06:34.000 --> 00:06:39.000]  去建立一些心理輔導的工作
[00:06:39.000 --> 00:06:42.000]  而我們資助這班很貧窮的學生
[00:06:42.000 --> 00:06:45.000]  其中一個叫阿宇
[00:06:45.000 --> 00:06:48.000]  當他起來分享他過去的時期
[00:06:48.000 --> 00:06:51.000]  他一說就哭了
[00:06:51.000 --> 00:06:53.000]  因為他說他哥哥在他很小的時候
[00:06:53.000 --> 00:06:55.000]  已經出去打工
[00:06:55.000 --> 00:06:56.000]  哥哥也很小
[00:06:56.000 --> 00:06:59.000]  在中國有時十五歲就出去打工
[00:06:59.000 --> 00:07:00.000]  農民工
[00:07:00.000 --> 00:07:02.000]  他打工打得很辛苦
[00:07:02.000 --> 00:07:03.000]  去養育他
[00:07:03.000 --> 00:07:05.000]  讓他有機會去讀書
[00:07:05.000 --> 00:07:08.000]  終於他現在考到大學
[00:07:08.000 --> 00:07:09.000]  他是少數民族
[00:07:09.000 --> 00:07:11.000]  所以入了民族大學
[00:07:11.000 --> 00:07:14.000]  而他去探望哥哥
[00:07:14.000 --> 00:07:15.000]  去探望哥哥才知道
[00:07:15.000 --> 00:07:19.000]  原來他哥哥的生活是這麼悲苦的
[00:07:19.000 --> 00:07:23.000]  這幅照片就是拍攝那些農民工的生活
[00:07:23.000 --> 00:07:25.000]  在城市裏面
[00:07:25.000 --> 00:07:28.000]  那些農民工出去的生活環境
[00:07:28.000 --> 00:07:31.000]  當我去到中國最窮的地方
[00:07:31.000 --> 00:07:34.000]  無論農村或者城市民工的家
[00:07:34.000 --> 00:07:36.000]  是很難想像
[00:07:36.000 --> 00:07:38.000]  窮是窮到這樣
[00:07:38.000 --> 00:07:40.000]  所以當阿宇看見哥哥
[00:07:40.000 --> 00:07:43.000]  原來十多年在這麼艱苦的環境裏
[00:07:43.000 --> 00:07:44.000]  就是為了供他讀書
[00:07:44.000 --> 00:07:46.000]  他一說就哭了
[00:07:46.000 --> 00:07:47.000]  不過呢
[00:07:47.000 --> 00:07:50.000]  當他讀書也是很艱難
[00:07:50.000 --> 00:07:51.000]  因為哥哥的錢也很少
[00:07:51.000 --> 00:07:55.000]  當他遇到我們這班人去支持他的時候
[00:07:55.000 --> 00:07:58.000]  他感受到有一種難以想像
[00:07:58.000 --> 00:08:00.000]  就是不是親人
[00:08:00.000 --> 00:08:02.000]  原來是可以愛他的
[00:08:02.000 --> 00:08:04.000]  可以不認識他
[00:08:04.000 --> 00:08:05.000]  我們可以愛他
[00:08:05.000 --> 00:08:09.000]  使他家裏有盼望
[00:08:09.000 --> 00:08:10.000]  他講到哥哥的故事
[00:08:10.000 --> 00:08:13.000]  我想起了文藝復興的時代
[00:08:13.000 --> 00:08:14.000]  文藝復興的時代
[00:08:14.000 --> 00:08:18.000]  那個世界好像是充滿希望的
[00:08:18.000 --> 00:08:20.000]  很多偉大的畫
[00:08:20.000 --> 00:08:24.000]  但是當時的窮人是沒有前途的
[00:08:24.000 --> 00:08:26.000]  沒有前途的窮人生活得很艱難
[00:08:26.000 --> 00:08:29.000]  其中有一個叫杜納
[00:08:29.000 --> 00:08:30.000]  兩兄弟
[00:08:30.000 --> 00:08:32.000]  其實他有十八個兄弟姊妹
[00:08:32.000 --> 00:08:33.000]  家裏太多人
[00:08:33.000 --> 00:08:35.000]  沒辦法供他讀書
[00:08:35.000 --> 00:08:36.000]  在左邊這幅圖
[00:08:36.000 --> 00:08:37.000]  那個是杜納
[00:08:37.000 --> 00:08:39.000]  後來著名的畫家
[00:08:39.000 --> 00:08:41.000]  右邊是他哥哥
[00:08:41.000 --> 00:08:43.000]  他們兩個都是畫畫的天才
[00:08:43.000 --> 00:08:45.000]  他的畫畫很出色
[00:08:45.000 --> 00:08:46.000]  但是兩個沒錢讀書
[00:08:46.000 --> 00:08:49.000]  沒辦法接受到藝術的訓練
[00:08:49.000 --> 00:08:52.000]  他們都沒有了前途
[00:08:52.000 --> 00:08:54.000]  他哥哥說不如這樣吧
[00:08:54.000 --> 00:08:56.000]  我去打工供你讀書
[00:08:56.000 --> 00:08:59.000]  於是他哥哥去做玻璃工人
[00:08:59.000 --> 00:09:04.000]  文藝復興開始有很漂亮的玻璃
[00:09:04.000 --> 00:09:06.000]  在這些製玻璃的地方
[00:09:06.000 --> 00:09:07.000]  其實都是很艱苦的
[00:09:07.000 --> 00:09:08.000]  這幅畫是那個年代
[00:09:08.000 --> 00:09:11.000]  畫了製玻璃工人的生活
[00:09:11.000 --> 00:09:12.000]  他製出了玻璃
[00:09:12.000 --> 00:09:13.000]  在這幅畫下半
[00:09:13.000 --> 00:09:16.000]  我們去威尼斯都買到很漂亮的玻璃
[00:09:16.000 --> 00:09:18.000]  但是在那個年代
[00:09:18.000 --> 00:09:19.000]  做玻璃的人
[00:09:19.000 --> 00:09:22.000]  手臂時常都被割傷
[00:09:22.000 --> 00:09:26.000]  哥哥又去做煤礦的工人
[00:09:26.000 --> 00:09:30.000]  由當杜勒長大畫畫
[00:09:30.000 --> 00:09:33.000]  他讀完書畫畫很成功
[00:09:33.000 --> 00:09:38.000]  他畫的素描很受歡迎
[00:09:38.000 --> 00:09:40.000]  他畫出那種窮人跳舞的活潑
[00:09:40.000 --> 00:09:44.000]  又畫出耶穌復活時那種神聖
[00:09:44.000 --> 00:09:46.000]  他畫的巨型大畫
[00:09:46.000 --> 00:09:51.000]  更加表達了畫家的青出於藍的力量
[00:09:51.000 --> 00:09:55.000]  當他開始賣他第一批的素描
[00:09:55.000 --> 00:09:56.000]  賣到不淺
[00:09:56.000 --> 00:09:58.000]  他趕緊回家
[00:09:58.000 --> 00:10:00.000]  哥哥我現在賺到錢了
[00:10:00.000 --> 00:10:03.000]  到我回來供你去讀書
[00:10:03.000 --> 00:10:08.000]  當時哥哥已經做了工一段時間
[00:10:08.000 --> 00:10:11.000]  哥哥說我不能夠再畫畫了
[00:10:11.000 --> 00:10:13.000]  他伸出雙手給他看
[00:10:13.000 --> 00:10:17.000]  因為我的手被玻璃割傷了很多
[00:10:17.000 --> 00:10:20.000]  又因為搬煤變得很粗
[00:10:20.000 --> 00:10:26.000]  所以我不能夠再畫畫了
[00:10:26.000 --> 00:10:30.000]  這個哥哥進了房間
[00:10:30.000 --> 00:10:32.000]  關上門
[00:10:32.000 --> 00:10:36.000]  掩著門在那裡祈禱
[00:10:36.000 --> 00:10:40.000]  而杜勒去房門那裡看一看
[00:10:40.000 --> 00:10:42.000]  掩著門那裡看到
[00:10:42.000 --> 00:10:49.000]  哥哥合十了很粗的雙手
[00:10:49.000 --> 00:10:51.000]  這個手的確很粗
[00:10:51.000 --> 00:10:57.000]  但哥哥說天父讓我將我的才華給了我弟弟
[00:10:57.000 --> 00:11:02.000]  請你將你給我的才華給我弟弟
[00:11:02.000 --> 00:11:05.000]  於是杜勒將他的手畫了下來
[00:11:05.000 --> 00:11:08.000]  這個就是著名的祈禱的手
[00:11:08.000 --> 00:11:10.000]  這個手有很多的筋
[00:11:10.000 --> 00:11:11.000]  很多的血管
[00:11:11.000 --> 00:11:13.000]  那些皮很粗
[00:11:13.000 --> 00:11:16.000]  那些骨節很大
[00:11:16.000 --> 00:11:21.000]  杜勒將他哥哥那種艱難畫了下來
[00:11:21.000 --> 00:11:26.000]  成為世界古今非常偉大的一幅畫
[00:11:26.000 --> 00:11:30.000]  他畫的那麼多畫最著名的就是這幅
[00:11:30.000 --> 00:11:34.000]  後人將他的畫畫得對手還艱苦一點
[00:11:34.000 --> 00:11:39.000]  他表達很多工人很艱辛
[00:11:39.000 --> 00:11:41.000]  這是他哥哥年紀大了
[00:11:41.000 --> 00:11:46.000]  他沒辦法成為一個高階層的人
[00:11:46.000 --> 00:11:48.000]  但他犧牲了自己
[00:11:48.000 --> 00:11:51.000]  讓杜勒畫出了天地的美
[00:11:51.000 --> 00:11:54.000]  畫出了上帝的神聖
[00:11:54.000 --> 00:12:01.000]  我們中國很多時候跟農民一起
[00:12:01.000 --> 00:12:05.000]  這幅圖是我們在冰雪災的時候
[00:12:05.000 --> 00:12:08.000]  我們在加拿大籌了十萬加幣
[00:12:08.000 --> 00:12:10.000]  跟很多社團一起
[00:12:10.000 --> 00:12:14.000]  我們將十萬元賣了二十三萬公斤的米
[00:12:14.000 --> 00:12:17.000]  去派給農民
[00:12:17.000 --> 00:12:21.000]  下角就是我們親手將米派給農民
[00:12:21.000 --> 00:12:25.000]  因為我們的錢不會交給官就走了
[00:12:25.000 --> 00:12:29.000]  我們一定要親自將我們籌到的錢
[00:12:29.000 --> 00:12:32.000]  直接給我們資助的人
[00:12:32.000 --> 00:12:34.000]  所以我們親手將米派給農民
[00:12:34.000 --> 00:12:38.000]  你看他的樣子是很迷茫
[00:12:38.000 --> 00:12:39.000]  沒有什麼希望
[00:12:39.000 --> 00:12:41.000]  但是很慈悲
[00:12:41.000 --> 00:12:45.000]  我拍他們的背部有很多泥
[00:12:45.000 --> 00:12:46.000]  跟他們握手
[00:12:46.000 --> 00:12:51.000]  他們的手是很髒和很粗
[00:12:51.000 --> 00:12:54.000]  所以這些是艱苦人民的手
[00:12:54.000 --> 00:12:57.000]  他們的手是很粗
[00:12:57.000 --> 00:13:01.000]  跟這些農民和民工握手的時候
[00:13:01.000 --> 00:13:03.000]  他們手上有很多繭
[00:13:03.000 --> 00:13:07.000]  是他們付出了很多生命的代價
[00:13:07.000 --> 00:13:10.000]  勞動的代價
[00:13:10.000 --> 00:13:14.000]  為了賺錢給子女讀書
[00:13:14.000 --> 00:13:18.000]  在中國有一億五千萬的農民工
[00:13:18.000 --> 00:13:20.000]  湧入城市謀生
[00:13:20.000 --> 00:13:23.000]  這些曾經被稱為蠻流
[00:13:23.000 --> 00:13:26.000]  因為每個人都不是受很高教育的人
[00:13:26.000 --> 00:13:29.000]  他們都沒有什麼文化
[00:13:29.000 --> 00:13:31.000]  甚至不是很識字
[00:13:31.000 --> 00:13:34.000]  他們帶著很多迷茫的神情
[00:13:34.000 --> 00:13:36.000]  拿著很多的行李
[00:13:36.000 --> 00:13:38.000]  一袋一袋的東西走出城
[00:13:38.000 --> 00:13:42.000]  因為農村很窮
[00:13:42.000 --> 00:13:44.000]  我很深印象
[00:13:44.000 --> 00:13:45.000]  有很多女孩子
[00:13:45.000 --> 00:13:49.000]  十五歲父母就叫她出去做工
[00:13:49.000 --> 00:13:52.000]  賺的錢希望可以供弟弟讀書
[00:13:52.000 --> 00:13:57.000]  很多女孩子犧牲了無數教育的機會
[00:13:57.000 --> 00:13:58.000]  而我最震撼的就是
[00:13:58.000 --> 00:14:00.000]  很多女孩子十五歲出去
[00:14:00.000 --> 00:14:01.000]  好像這些照片
[00:14:01.000 --> 00:14:04.000]  她們是做那些車衣等等
[00:14:04.000 --> 00:14:06.000]  可能都被人欺壓
[00:14:06.000 --> 00:14:09.000]  到十七八歲靚的時候
[00:14:09.000 --> 00:14:12.000]  很多就會被色情的地方
[00:14:12.000 --> 00:14:16.000]  吸引她們去賺多很多錢
[00:14:16.000 --> 00:14:21.000]  但她們的生命就在那裡被摧毀了
[00:14:21.000 --> 00:14:24.000]  我剛出來教書的時候
[00:14:24.000 --> 00:14:26.000]  剛讀完碩士
[00:14:26.000 --> 00:14:28.000]  我都去大專浸會大學
[00:14:28.000 --> 00:14:30.000]  現在是大學
[00:14:30.000 --> 00:14:35.000]  當時我就常去幫香港的福音戒毒
[00:14:35.000 --> 00:14:37.000]  我去探那些吸毒的人
[00:14:37.000 --> 00:14:40.000]  其中有一間農屋裡面
[00:14:40.000 --> 00:14:41.000]  有一個婆婆
[00:14:41.000 --> 00:14:43.000]  在九龍城旁邊
[00:14:43.000 --> 00:14:45.000]  有一間叫光明公寓
[00:14:45.000 --> 00:14:47.000]  其實一點都不光明
[00:14:47.000 --> 00:14:49.000]  很黑的公寓
[00:14:49.000 --> 00:14:50.000]  我進去
[00:14:50.000 --> 00:14:52.000]  到處都是那些農的床
[00:14:52.000 --> 00:14:53.000]  三層的床
[00:14:53.000 --> 00:14:54.000]  一個床位一個床位
[00:14:54.000 --> 00:14:57.000]  租給最窮的人
[00:14:57.000 --> 00:15:02.000]  有一個婆婆租一個大概五十呎左右的位置
[00:15:02.000 --> 00:15:03.000]  有一間小房間
[00:15:03.000 --> 00:15:05.000]  她放了一張床
[00:15:05.000 --> 00:15:06.000]  我們進去探望她
[00:15:06.000 --> 00:15:08.000]  一問她婆婆怎麼樣
[00:15:08.000 --> 00:15:10.000]  她就哭了
[00:15:10.000 --> 00:15:12.000]  因為她做妓女
[00:15:12.000 --> 00:15:15.000]  是做到六十幾歲
[00:15:15.000 --> 00:15:16.000]  到七十歲
[00:15:16.000 --> 00:15:18.000]  她現在七十幾歲
[00:15:18.000 --> 00:15:20.000]  她沒有再做妓女
[00:15:20.000 --> 00:15:23.000]  是靠政府少錢維持生活
[00:15:23.000 --> 00:15:24.000]  沒有人看得起她
[00:15:24.000 --> 00:15:26.000]  沒有人愛她關懷她
[00:15:26.000 --> 00:15:29.000]  只有我們這些基督徒上去關心她
[00:15:29.000 --> 00:15:31.000]  一見我們問好嗎
[00:15:31.000 --> 00:15:32.000]  她就哭
[00:15:32.000 --> 00:15:35.000]  因為她找到可以哭的對象
[00:15:35.000 --> 00:15:37.000]  由於我見過這個哭泣的婆婆
[00:15:37.000 --> 00:15:39.000]  我很怕中國
[00:15:39.000 --> 00:15:44.000]  現在很多女孩陷入色情架步的時候
[00:15:44.000 --> 00:15:47.000]  幾十年後會不會都是這個婆婆
[00:15:47.000 --> 00:15:48.000]  這樣做妓女
[00:15:48.000 --> 00:15:50.000]  做到六十幾七十歲
[00:15:50.000 --> 00:15:52.000]  我問過
[00:15:52.000 --> 00:15:58.000]  中國剛開始為窮人籌款的年代
[00:15:58.000 --> 00:16:00.000]  我們想辦法幫你
[00:16:00.000 --> 00:16:03.000]  我去到民政部
[00:16:03.000 --> 00:16:06.000]  見到民政部長嚴明福先生
[00:16:06.000 --> 00:16:08.000]  大家記得嚴明福
[00:16:08.000 --> 00:16:13.000]  1989年他曾經和學生對話的一個副總理
[00:16:13.000 --> 00:16:16.000]  當時退休做民政部
[00:16:16.000 --> 00:16:18.000]  扶貧的工作
[00:16:18.000 --> 00:16:20.000]  我講到妓女的問題
[00:16:20.000 --> 00:16:22.000]  他說我們都很難幫助妓女
[00:16:22.000 --> 00:16:25.000]  因為中國不承認有妓女
[00:16:25.000 --> 00:16:28.000]  唯一可以做的就是她生了愛滋病之後
[00:16:28.000 --> 00:16:30.000]  或者吸毒之後
[00:16:30.000 --> 00:16:33.000]  我覺得這樣太難了
[00:16:33.000 --> 00:16:37.000]  生了愛滋病她還有希望嗎
[00:16:37.000 --> 00:16:41.000]  還有什麼辦法
[00:16:41.000 --> 00:16:45.000]  嚴部長說你幫到她讀書
[00:16:45.000 --> 00:16:48.000]  初中畢業不用出來打工
[00:16:48.000 --> 00:16:51.000]  只要讀書讀下去他們就有希望
[00:16:51.000 --> 00:16:53.000]  這樣就開始了我們
[00:16:53.000 --> 00:16:55.000]  本來只是做文化的交流工作
[00:16:55.000 --> 00:16:57.000]  在大學講學
[00:16:57.000 --> 00:17:00.000]  突然我們一班人衝去農村
[00:17:00.000 --> 00:17:03.000]  當你見到他們需要你就不能停止
[00:17:03.000 --> 00:17:06.000]  我們就早十幾年在農村
[00:17:06.000 --> 00:17:09.000]  還有這個魯先生我們看這幅相
[00:17:09.000 --> 00:17:12.000]  因為我曾經在蘭州大學講學的時候
[00:17:12.000 --> 00:17:15.000]  早上要搭八點鐘飛機
[00:17:15.000 --> 00:17:18.000]  所以五六點就搭車去
[00:17:18.000 --> 00:17:22.000]  在公路上見到很多很老的人出來
[00:17:22.000 --> 00:17:25.000]  身材挺有肌肉的
[00:17:25.000 --> 00:17:27.000]  因為他們都是勞工的人
[00:17:27.000 --> 00:17:29.000]  但做到很老
[00:17:29.000 --> 00:17:31.000]  他們工資才十幾元一日
[00:17:31.000 --> 00:17:33.000]  這樣捱世界
[00:17:33.000 --> 00:17:37.000]  做到很老都要做體力勞動的工作
[00:17:37.000 --> 00:17:41.000]  我忽然覺得很多這些人
[00:17:41.000 --> 00:17:44.000]  他們流汗流淚
[00:17:44.000 --> 00:17:47.000]  是沒有人去愛他們
[00:17:47.000 --> 00:17:49.000]  他們居住的環境非常惡劣
[00:17:49.000 --> 00:17:52.000]  當農民工走出城市
[00:17:52.000 --> 00:17:56.000]  早期我們看到這些相
[00:17:56.000 --> 00:17:58.000]  所表達的那種
[00:17:58.000 --> 00:18:02.000]  非常難以想像的居住環境
[00:18:02.000 --> 00:18:05.000]  雨哥哥也是在這樣的環境長大
[00:18:05.000 --> 00:18:08.000]  我都去探過這些農民工
[00:18:08.000 --> 00:18:11.000]  他們又生了很多子女在城市
[00:18:11.000 --> 00:18:12.000]  或者帶子女出去
[00:18:12.000 --> 00:18:15.000]  但這些孩子沒辦法受到正規的教育
[00:18:15.000 --> 00:18:18.000]  因為城市不讓他們進普通的學校
[00:18:18.000 --> 00:18:21.000]  靠一些很逗泥的文工學校
[00:18:21.000 --> 00:18:25.000]  去讓他們讀書
[00:18:25.000 --> 00:18:29.000]  他們五歲的時候就在書桌
[00:18:29.000 --> 00:18:32.000]  看到五歲
[00:18:32.000 --> 00:18:35.000]  當我們見到這些孩子
[00:18:35.000 --> 00:18:37.000]  他們的艱難
[00:18:37.000 --> 00:18:40.000]  你只覺得你的錢太少
[00:18:40.000 --> 00:18:42.000]  你幫不了那麼多
[00:18:42.000 --> 00:18:44.000]  成億計的窮人
[00:18:44.000 --> 00:18:46.000]  我們資助的只是很少
[00:18:46.000 --> 00:18:50.000]  只資助到幾十個
[00:18:50.000 --> 00:18:52.000]  但因為他們的手
[00:18:52.000 --> 00:18:55.000]  他們建了很多高樓大廈
[00:18:55.000 --> 00:19:01.000]  中國有令人驕傲的一些大城市出現
[00:19:01.000 --> 00:19:03.000]  但當建到高處
[00:19:03.000 --> 00:19:06.000]  這些工人遙望遠方
[00:19:06.000 --> 00:19:08.000]  真是無盡的辛酸
[00:19:08.000 --> 00:19:10.000]  他們看不到故鄉
[00:19:10.000 --> 00:19:13.000]  距離他們的子女很遠
[00:19:13.000 --> 00:19:14.000]  如果子女在鄉下
[00:19:14.000 --> 00:19:16.000]  我們都幫助很多他們的子女
[00:19:16.000 --> 00:19:19.000]  那些叫留守兒童
[00:19:19.000 --> 00:19:22.000]  我們去探望那些在城市裏面的小朋友
[00:19:22.000 --> 00:19:26.000]  這些就是城市裏面工人住的地方
[00:19:26.000 --> 00:19:27.000]  你猜這裏是哪裏呢?
[00:19:27.000 --> 00:19:30.000]  這裏叫上海
