
[00:00:00.000 --> 00:00:02.680]  好,今日的題目就是
[00:04:43.200 --> 00:04:44.240]  跟男生交往
[00:04:44.240 --> 00:04:45.320]  跟女生交往
[00:04:45.320 --> 00:04:46.760]  甚至長大一點
[00:04:46.760 --> 00:04:49.040]  你們會去拍拖
[00:04:49.040 --> 00:04:51.360]  認識異性的朋友
[00:04:51.360 --> 00:04:53.200]  我近期看了一篇
[00:04:53.200 --> 00:04:54.920]  預備講章的時候
[00:04:54.920 --> 00:04:58.360]  看了一個挺有趣的研究
[00:04:58.360 --> 00:05:00.320]  這個有趣的就是
[00:05:00.320 --> 00:05:05.960]  看看這三個牽手有什麼不一樣
[00:05:05.960 --> 00:05:06.760]  第一個
[00:05:06.760 --> 00:05:08.120]  我退開一點
[00:05:08.120 --> 00:05:10.920]  第一個牽手
[00:05:10.920 --> 00:05:15.440]  第二款的牽手
[00:05:15.440 --> 00:05:18.040]  第三款的牽手
[00:05:18.040 --> 00:05:19.960]  三個牽手的演訓
[00:05:19.960 --> 00:05:22.720]  你覺得哪一個應該是
[00:05:22.720 --> 00:05:28.400]  哪一個感情是最好的
[00:05:28.400 --> 00:05:32.400]  哪一個
[00:05:32.400 --> 00:05:35.920]  碰手還是十指緊扣
[00:05:35.920 --> 00:05:38.920]  還是中間呢
[00:05:38.920 --> 00:05:41.280]  十指緊扣
[00:05:41.280 --> 00:05:45.280]  十指緊扣就是代表感情好一點
[00:05:45.280 --> 00:05:46.400]  為什麼呢
[00:05:46.400 --> 00:05:51.160]  為什麼不是第一個輕輕拖著呢
[00:05:51.160 --> 00:05:53.120]  這個研究很特別
[00:05:53.120 --> 00:05:54.640]  它告訴我們
[00:05:54.640 --> 00:05:59.480]  如果第一幅圖
[00:05:59.480 --> 00:06:01.680]  在火車軌那裡
[00:06:01.680 --> 00:06:07.160]  如果男生手向下拖著女生
[00:06:07.160 --> 00:06:08.600]  就是告訴你
[00:06:08.600 --> 00:06:15.240]  這一段感情是男生追女生的
[00:06:15.240 --> 00:06:19.200]  第二幅圖畫中間那個
[00:06:19.200 --> 00:06:22.760]  你看到第二幅圖畫是怎樣的
[00:06:22.760 --> 00:06:26.680]  第二幅圖畫是拖著一點
[00:06:26.680 --> 00:06:31.240]  這個就是剛剛拍拖無奈的
[00:06:31.240 --> 00:06:34.840]  還是互相認識的
[00:06:34.840 --> 00:06:38.040]  第三個十指緊扣
[00:06:38.040 --> 00:06:44.600]  已去到一個可以被公開承認的一段關係
[00:06:44.600 --> 00:06:49.440]  所以如果你開始拍拖的時候
[00:06:49.440 --> 00:06:54.960]  就自己想想你的拖手應該是怎樣演進
[00:06:54.960 --> 00:06:57.560]  那你會想一下
[00:06:57.560 --> 00:07:01.600]  拍拖的時候有沒有想過自己拍拖會做些什麼
[00:07:01.600 --> 00:07:02.240]  做些什麼
[00:07:02.240 --> 00:07:05.240]  會親親
[00:07:05.240 --> 00:07:08.400]  親親
[00:07:08.400 --> 00:07:13.160]  還有很大膽
[00:07:13.160 --> 00:07:14.760]  一開始
[00:07:14.760 --> 00:07:16.760]  怎樣一開始就親親
[00:07:16.760 --> 00:07:18.200]  撐枱腳
[00:07:18.200 --> 00:07:20.920]  撐枱腳
[00:07:20.920 --> 00:07:24.080]  會不會看日落
[00:07:24.080 --> 00:07:26.920]  都會看日落
[00:07:26.920 --> 00:07:29.160]  已經想好了
[00:07:29.160 --> 00:07:33.520]  有聽到剛才有說
[00:07:33.520 --> 00:07:35.120]  會看日落
[00:07:35.120 --> 00:07:36.480]  撐枱腳
[00:07:36.480 --> 00:07:38.400]  看戲
[00:07:38.400 --> 00:07:41.680]  剛才說到
[00:07:41.680 --> 00:07:45.720]  我們要去到一個自己
[00:07:45.720 --> 00:07:49.000]  剛才有同學說要自結
[00:07:49.000 --> 00:07:53.480]  拍拖去到一些位置的時候
[00:07:53.480 --> 00:07:58.040]  去到這些位置的時候要親親
[00:07:58.040 --> 00:08:01.800]  那怎樣好呢
[00:08:01.800 --> 00:08:04.120]  男方先出動
[00:08:04.120 --> 00:08:07.240]  男方同不同意
[00:08:07.240 --> 00:08:11.800]  同不同意男方先出動
[00:08:11.800 --> 00:08:16.240]  男方沒有否認
[00:08:16.240 --> 00:08:18.800]  Maurice都點頭了
[00:08:18.800 --> 00:08:20.680]  那女生呢
[00:08:20.680 --> 00:08:25.200]  女生贊不贊同
[00:08:25.200 --> 00:08:27.880]  男生要主動一點
[00:08:27.880 --> 00:08:35.680]  但是去到這個部分的時候
[00:08:35.680 --> 00:08:42.240]  我想說就要停了
[00:08:42.240 --> 00:08:43.240]  什麼叫停呢
[00:08:43.240 --> 00:08:44.760]  就是去到
[00:08:44.760 --> 00:08:48.000]  當你去拍拖的時候
[00:08:48.000 --> 00:08:50.880]  去到這個
[00:08:50.880 --> 00:08:56.920]  同學說要去到親親這個stage
[00:08:56.920 --> 00:08:58.760]  就要停了
[00:08:58.760 --> 00:09:04.400]  因為神再告訴我們一個很重要的事情
[00:09:04.400 --> 00:09:07.000]  就是神的呼召告訴我們
[00:09:07.000 --> 00:09:08.720]  神召我們
[00:09:08.720 --> 00:09:12.840]  不是要我們尖嚴污究
[00:09:12.840 --> 00:09:15.920]  而是要我們誠誠
[00:09:15.920 --> 00:09:20.200]  要我們超越over and above
[00:09:20.200 --> 00:09:23.920]  超越彼此的尊重
[00:09:23.920 --> 00:09:27.280]  超越神的教導
[00:09:27.280 --> 00:09:30.880]  我們每一個人都是
[00:09:30.880 --> 00:09:35.200]  被神選召成為一個聖傑的器皿
[00:09:35.200 --> 00:09:38.160]  無論你剛才是敬拜隊
[00:09:38.160 --> 00:09:41.960]  無論你是後面的ambassador或者PA team
[00:09:41.960 --> 00:09:47.560]  你們都是被神用的一個很貴重的器皿
[00:09:47.560 --> 00:09:50.160]  就好像在聖經裡面
[00:09:50.160 --> 00:09:51.840]  分別為聖的人
[00:09:51.840 --> 00:09:54.520]  都有一些事情是不能做的
[00:09:54.520 --> 00:09:57.560]  有沒有聽過拿勢爾人
[00:09:57.560 --> 00:09:58.880]  有沒有聽過
[00:09:58.880 --> 00:10:02.800]  拿勢爾人最出名的人就是參孫
[00:10:02.800 --> 00:10:04.760]  參孫記不記得
[00:10:04.760 --> 00:10:07.240]  參孫他是怎樣
[00:10:07.240 --> 00:10:07.880]  很大力
[00:10:07.880 --> 00:10:10.440]  他是靠什麼很大力
[00:10:10.440 --> 00:10:11.560]  他的頭髮
[00:10:11.560 --> 00:10:13.840]  拿勢爾人有一個傳統
[00:10:13.840 --> 00:10:15.440]  因為他是分別為聖
[00:10:15.440 --> 00:10:16.880]  被神用的
[00:10:16.880 --> 00:10:20.200]  他是不能夠喝酒
[00:10:20.200 --> 00:10:22.120]  不可以碰酒
[00:10:22.120 --> 00:10:25.560]  甚至是能夠做酒的醋
[00:10:25.560 --> 00:10:27.400]  葡萄
[00:10:27.400 --> 00:10:28.840]  他都不能碰
[00:10:28.840 --> 00:10:32.320]  還有他不可以剪他的頭髮
[00:10:32.320 --> 00:10:35.600]  他們每一年只規定了一天
[00:10:35.600 --> 00:10:39.240]  是可以整理他的頭髮
[00:10:39.240 --> 00:10:41.200]  還有第三樣東西就是
[00:10:41.200 --> 00:10:43.080]  他不可以碰任何
[00:10:43.080 --> 00:10:45.120]  即是不可以碰屍體的
[00:10:45.120 --> 00:10:47.880]  即是就算是親人的屍體
[00:10:47.880 --> 00:10:49.320]  他都不可以碰的
[00:10:49.320 --> 00:10:51.560]  這些就是分別為聖
[00:10:51.560 --> 00:10:53.920]  有一些規矩的
[00:10:53.920 --> 00:10:56.640]  就是不可以做的
[00:10:56.640 --> 00:11:00.160]  神要我們作為一個基督的門徒
[00:11:00.160 --> 00:11:04.240]  我們要守著聖潔
[00:11:04.240 --> 00:11:09.040]  為什麼我們今個月要講這個題目呢
[00:11:09.040 --> 00:11:13.120]  就覺得因為你們個個都長大了
[00:11:13.120 --> 00:11:18.360]  你們都開始會和異性相處
[00:11:18.360 --> 00:11:20.120]  異性相處的時間
[00:11:20.120 --> 00:11:24.920]  你們要怎樣去行在合神心意的當中
[00:11:24.920 --> 00:11:26.840]  行在聖潔的當中
[00:11:26.840 --> 00:11:28.720]  這個很重要
[00:11:28.720 --> 00:11:31.240]  如果你只是單憑
[00:11:31.240 --> 00:11:33.680]  即是靠你的自己想
[00:11:33.680 --> 00:11:36.240]  或者靠肉體去做
[00:11:36.240 --> 00:11:39.840]  就不一定是神所喜悅的
[00:11:39.840 --> 00:11:44.400]  還有有時候去到一些
[00:11:44.400 --> 00:11:46.200]  很特別的情況
[00:11:46.200 --> 00:11:49.440]  你愛到那個人非常之不得了
[00:11:49.440 --> 00:11:51.840]  非常之不得了
[00:11:51.840 --> 00:11:55.280]  甚至去做一些
[00:11:55.280 --> 00:12:00.520]  將你很愛的人的名字紋在身上
[00:12:00.520 --> 00:12:03.240]  這個都不是神喜悅的事
[00:12:03.240 --> 00:12:09.000]  你首先不要自己去自殘身體
[00:12:09.000 --> 00:12:14.280]  這個亦都不是你父母喜悅的事
[00:12:14.280 --> 00:12:20.400]  所以我希望你都要去留意
[00:12:20.400 --> 00:12:25.280]  神給我們每一個人都有自由的選擇權利
[00:12:25.280 --> 00:12:27.920]  知道什麼是應該做
[00:12:27.920 --> 00:12:30.280]  什麼是不應該做
[00:12:30.280 --> 00:12:32.320]  什麼是聖潔的
[00:12:32.320 --> 00:12:36.400]  記不記得我教書之前是做什麼的
[00:12:36.400 --> 00:12:38.320]  有沒有記得
[00:12:38.320 --> 00:12:39.680]  記者
[00:12:39.680 --> 00:12:40.760]  做記者
[00:12:40.760 --> 00:12:43.680]  知不知道做記者升職
[00:12:43.680 --> 00:12:46.280]  會升什麼職
[00:12:46.280 --> 00:12:47.600]  做編輯
[00:12:47.600 --> 00:12:48.400]  對了
[00:12:48.400 --> 00:12:49.080]  做編輯
[00:12:49.080 --> 00:12:53.320]  那時我就被升職去做編輯
[00:12:53.320 --> 00:12:58.600]  但是因為我的報社有很多不同本雜誌
[00:12:58.600 --> 00:13:02.400]  但是他竟然升我去做一本
[00:13:02.400 --> 00:13:04.400]  做總編輯
[00:13:04.400 --> 00:13:07.200]  做一本說聽到總編輯你一定會去的
[00:13:07.200 --> 00:13:10.200]  但是當我那時已經有記錄圖
[00:13:10.200 --> 00:13:13.160]  他要我去做那本總編輯的書
[00:13:13.160 --> 00:13:15.080]  叫做Penthouse
[00:13:15.080 --> 00:13:17.480]  有沒有人聽過
[00:13:17.480 --> 00:13:19.480]  小朋友不知道應該是Mentor知道
[00:13:19.480 --> 00:13:22.160]  Penthouse
[00:13:22.160 --> 00:13:28.920]  Penthouse就是一本成人雜誌
[00:13:28.920 --> 00:13:33.000]  就是男性看的成人雜誌
[00:13:33.000 --> 00:13:34.520]  我就覺得
[00:13:34.520 --> 00:13:37.080]  首先我是一個女的
[00:13:37.080 --> 00:13:39.960]  我沒理由去做一本這樣的雜誌
[00:13:39.960 --> 00:13:42.560]  第二就是覺得我是記錄圖
[00:13:42.560 --> 00:13:45.760]  我亦都沒可能會做一本這樣的書
[00:13:45.760 --> 00:13:48.320]  於是我就拒絕了
[00:13:48.320 --> 00:13:50.080]  但是我又沒有辭職
[00:13:50.080 --> 00:13:51.840]  他依然都升我職
[00:13:51.840 --> 00:13:55.120]  結果我就去做一本什麼書呢
[00:13:55.120 --> 00:13:56.480]  有一本叫做
[00:13:56.480 --> 00:13:57.920]  你們可能認識
[00:13:57.920 --> 00:13:59.920]  叫做米奇月刊
[00:13:59.920 --> 00:14:07.720]  整個很跌宕
[00:14:07.720 --> 00:14:11.960]  一個明明是做一個大人看的書
[00:14:11.960 --> 00:14:14.080]  突然之間都升職
[00:14:14.080 --> 00:14:15.800]  不如你去做小朋友書吧
[00:14:15.800 --> 00:14:17.680]  米奇吧
[00:14:17.680 --> 00:14:21.120]  所以其實神都很幽默的
[00:14:21.120 --> 00:14:23.120]  他都會照樣給你升職
[00:14:23.120 --> 00:14:24.320]  都會保護你
[00:14:24.320 --> 00:14:28.040]  只要你行在神心意當中
[00:14:28.040 --> 00:14:31.160]  其實我們說
[00:14:31.160 --> 00:14:32.680]  拍拖
[00:14:32.680 --> 00:14:34.840]  選擇女朋友
[00:14:34.840 --> 00:14:36.160]  選擇男朋友
[00:14:36.160 --> 00:14:38.320]  我們應該有些什麼
[00:14:38.320 --> 00:14:46.840]  才可以合乎剛才保羅的教導等候
[00:14:46.840 --> 00:14:48.320]  你有沒有想過
[00:14:48.320 --> 00:14:51.320]  神會為你
[00:14:51.320 --> 00:14:55.320]  去選擇一個最美最好的老婆呢?
[00:14:55.320 --> 00:14:56.400]  有沒有想過
[00:14:56.400 --> 00:14:58.120]  神會為你選擇一個
[00:14:58.120 --> 00:15:01.240]  最好最好的老公呢?
[00:15:01.240 --> 00:15:02.520]  你自己
[00:15:02.520 --> 00:15:05.960]  有沒有為你自己的將來
[00:15:05.960 --> 00:15:08.400]  另一半好好祈禱呢?
[00:15:08.400 --> 00:15:10.200]  神教我們
[00:15:10.200 --> 00:15:12.520]  要去等候
[00:15:12.520 --> 00:15:14.720]  還有你相不相信
[00:15:14.720 --> 00:15:18.640]  神會給你最好的東西呢?
[00:15:18.640 --> 00:15:20.720]  如果你能夠相信
[00:15:20.720 --> 00:15:24.120]  神給你最好的東西的時候
[00:15:24.120 --> 00:15:25.680]  我猜你就不會用
[00:15:25.680 --> 00:15:29.480]  你自己的方法去做了
[00:15:29.480 --> 00:15:31.840]  如果當有一天
[00:15:31.840 --> 00:15:33.160]  你發現
[00:15:33.160 --> 00:15:37.240]  你現在已經有心儀的對象的時候
[00:15:37.240 --> 00:15:41.400]  你應該第一件事是怎樣做呢?
[00:15:41.400 --> 00:15:44.280]  你會怎樣做呢?
[00:15:44.280 --> 00:15:46.040]  什麼?
[00:15:46.040 --> 00:15:47.720]  了解?
[00:15:47.720 --> 00:15:48.360]  表白
[00:15:48.360 --> 00:15:54.880]  你一走過去就表白了
[00:15:54.880 --> 00:15:58.200]  那你現在有沒有的?
[00:15:58.200 --> 00:16:01.120]  你表白了沒有?
[00:16:01.120 --> 00:16:01.960]  你沒有喜歡人
[00:16:01.960 --> 00:16:03.960]  OK OK 未找到而已
[00:16:03.960 --> 00:16:05.760]  OK 未找到而已
[00:16:05.760 --> 00:16:09.360]  好 我們必須相信
[00:16:09.360 --> 00:16:13.080]  神必然會給最好最好的
[00:16:13.080 --> 00:16:15.280]  最好的另一半我們
[00:16:15.280 --> 00:16:18.600]  因為開始之先
[00:16:18.600 --> 00:16:20.040]  在創世紀
[00:16:20.040 --> 00:16:24.880]  神已經為了人類
[00:16:24.880 --> 00:16:31.600]  最好的就是二人總比一人好
[00:16:31.600 --> 00:16:35.280]  所以神為我們每一個人
[00:16:35.280 --> 00:16:40.880]  都預備一個最好的異性伴侶給我們
[00:16:40.880 --> 00:16:42.560]  我很強調
[00:16:42.560 --> 00:16:45.200]  是異性的伴侶給我們
[00:16:45.200 --> 00:16:46.680]  神設立婚姻
[00:16:46.680 --> 00:16:48.960]  是一男一女的婚姻
[00:16:48.960 --> 00:16:52.360]  也是透過一男一女
[00:16:52.360 --> 00:16:55.160]  去繁衍我們的下一代
[00:16:55.160 --> 00:16:57.920]  我經常和大家說
[00:16:57.920 --> 00:17:01.560]  同性戀在研究的過程當中
[00:17:01.560 --> 00:17:03.960]  從來沒有告訴我們
[00:17:03.960 --> 00:17:05.880]  是天生的
[00:17:05.880 --> 00:17:08.960]  這麼久的研究都沒有說過
[00:17:08.960 --> 00:17:13.400]  所以如果身邊有朋友是這樣的
[00:17:13.400 --> 00:17:15.400]  我身邊也有一些朋友是這樣的
[00:17:15.400 --> 00:17:18.400]  但我們都是要包容和愛他
[00:17:18.400 --> 00:17:19.760]  和他同行的
[00:17:19.760 --> 00:17:26.680]  但這不是一個正確的交往態度
[00:17:26.680 --> 00:17:29.280]  因為我們覺得
[00:17:29.280 --> 00:17:31.920]  在我們生命裏面有神
[00:17:31.920 --> 00:17:36.920]  你的生命才會完美和過得很好的
[00:17:36.920 --> 00:17:38.760]  我們一生的追求
[00:17:38.760 --> 00:17:43.800]  不是追求一剎那的情慾
[00:17:43.800 --> 00:17:45.560]  我們剛才一直在說
[00:17:45.560 --> 00:17:51.280]  就是叫我們自潔和要聖潔我們自己
[00:17:51.280 --> 00:17:54.000]  聖潔我們自己包括很多事情
[00:17:54.000 --> 00:17:57.560]  一會兒你們去分組小組討論的時候
[00:17:57.560 --> 00:18:03.080]  老師可以繼續和他們深入地去傾談
[00:18:03.080 --> 00:18:05.480]  我估計在不同的年級裏面
[00:18:05.480 --> 00:18:09.960]  你們各自都有自己一些問題
[00:18:09.960 --> 00:18:13.600]  或者你自己有一些經歷可以分享
[00:18:13.600 --> 00:18:15.240]  當然不是在這裏分享
[00:18:15.240 --> 00:18:19.160]  一會兒你們小組的時候可以互相討論
[00:18:19.160 --> 00:18:23.160]  我想今天給你們多些時間進行討論
[00:18:23.160 --> 00:18:26.840]  我很希望透過這個月
[00:18:26.840 --> 00:18:31.880]  我們一連串的說關於交往
[00:18:31.880 --> 00:18:33.480]  去到戀愛
[00:18:33.480 --> 00:18:36.440]  拍拖你要持守的一些界線
[00:18:36.440 --> 00:18:40.160]  還有去到你將要踏入婚姻的時候
[00:18:40.160 --> 00:18:41.760]  你要怎樣呢
[00:18:41.760 --> 00:18:44.800]  我們會繼續一路探討
[00:18:44.800 --> 00:18:47.000]  所以我們先有一個祈禱
[00:18:47.000 --> 00:18:48.480]  求主繼續帶領我們
[00:18:48.480 --> 00:18:51.600]  一會兒分組的時候有美好的討論
[00:18:51.600 --> 00:18:55.600]  我們一起祈禱
[00:18:55.600 --> 00:18:56.960]  擦天賦上帝
[00:18:56.960 --> 00:18:59.840]  多謝祢給我們有一起分享
[00:18:59.840 --> 00:19:01.480]  一起討論的時間
[00:19:01.480 --> 00:19:05.280]  求主祢也給我們可以一同追求
[00:19:05.280 --> 00:19:07.560]  那份在你裏面的聖潔
[00:19:07.560 --> 00:19:12.240]  在你裏面那份毫無玷污的聖潔
[00:19:12.240 --> 00:19:15.520]  願主祢繼續在我們一生裏面帶領著我們
[00:19:15.520 --> 00:19:19.120]  讓我們明白甚麼才是合理心意的
[00:19:19.120 --> 00:19:23.160]  願我們成為最寶貴最尊貴的一個器皿
[00:19:23.160 --> 00:19:24.480]  任憑主用
[00:19:24.480 --> 00:19:26.940]  我們同心禱告 奉主明求
[00:19:26.940 --> 00:19:28.940]  阿門
