
[00:00:00.000 --> 00:00:03.560]  今天的題目是"誰是主角"
[00:03:47.360 --> 00:03:49.520]  生日的派對
[00:03:49.520 --> 00:03:51.120]  生日派對經常都會發生
[00:03:51.120 --> 00:03:53.760]  生日派對的主角當然是生日的那個
[00:03:53.760 --> 00:03:58.560]  大家不知道我們梁牧師早幾天才生日
[00:03:58.560 --> 00:04:01.280]  如果你們有Facebook的話應該看到
[00:04:01.280 --> 00:04:02.800]  梁牧師早幾天才生日
[00:04:02.800 --> 00:04:07.200]  我們一羣童工就跟他搞了個驚喜的派對
[00:04:07.200 --> 00:04:09.360]  買了蛋糕,打算跟他切蛋糕
[00:04:09.360 --> 00:04:10.400]  很開心
[00:04:10.400 --> 00:04:13.520]  其實我們一羣童工都習慣了
[00:04:13.520 --> 00:04:16.800]  你們說驚喜,其實都不再是一些驚喜了
[00:04:16.800 --> 00:04:17.840]  因爲都知道
[00:04:17.840 --> 00:04:19.360]  但是差不多叫他下來的時候
[00:04:19.360 --> 00:04:22.640]  他已經知道叫他下去幹什麼了
[00:04:22.640 --> 00:04:25.120]  但仍然很開心的
[00:04:25.120 --> 00:04:28.400]  繼續假裝驚喜地跟我們拍照
[00:04:28.400 --> 00:04:30.320]  唱生日歌
[00:04:30.320 --> 00:04:34.720]  但是這件事令我想起兩年前的一個趣事
[00:04:34.720 --> 00:04:38.560]  當年也是主日崇拜結束了
[00:04:38.560 --> 00:04:40.560]  又是梁牧師生日
[00:04:40.560 --> 00:04:43.600]  然後童工那時候還沒搬來這裏
[00:04:43.600 --> 00:04:45.040]  還在太子
[00:04:45.040 --> 00:04:47.920]  童工就預備了蛋糕
[00:04:47.920 --> 00:04:49.120]  我們就說
[00:04:49.120 --> 00:04:51.760]  我們一結束崇拜就立刻回到寫字樓
[00:04:51.760 --> 00:04:55.440]  叫Joyce E她的好幫手去找她回來
[00:04:55.440 --> 00:04:57.520]  給她一個驚喜
[00:04:57.520 --> 00:04:59.760]  太子那裏有三層樓
[00:04:59.760 --> 00:05:02.720]  Joyce E找遍了三層樓
[00:05:02.720 --> 00:05:04.480]  都找不到梁牧師
[00:05:04.480 --> 00:05:07.040]  原來她有時走了
[00:05:07.040 --> 00:05:08.720]  哇,這個驚喜真是大了
[00:05:08.720 --> 00:05:10.880]  那就驚喜了我們
[00:05:10.880 --> 00:05:12.480]  結果怎麼樣呢
[00:05:12.480 --> 00:05:16.240]  結果就是我們跟梁牧師的照片拍照
[00:05:16.240 --> 00:05:19.840]  我們生日歌照唱的
[00:05:19.840 --> 00:05:21.680]  照切生日蛋糕的
[00:05:21.680 --> 00:05:22.960]  但是很開心
[00:05:22.960 --> 00:05:24.320]  爲什麼這張照片這麼小呢
[00:05:24.320 --> 00:05:27.760]  原因是在我們唱生日歌的時候
[00:05:27.760 --> 00:05:29.200]  我截出來的
[00:05:29.200 --> 00:05:31.280]  那次真的很開心
[00:05:31.280 --> 00:05:35.360]  原來生日派對沒有了主角
[00:05:35.360 --> 00:05:37.840]  真的挺驚喜的
[00:05:37.840 --> 00:05:39.840]  真的令我們
[00:05:39.840 --> 00:05:42.320]  唉,不過我們繼續下去吧
[00:05:42.320 --> 00:05:44.560]  但是我在想到今天
[00:05:44.560 --> 00:05:48.000]  教會的主角不知道是誰呢
[00:05:48.000 --> 00:05:51.040]  如果教會沒有了這個主角的時候
[00:05:51.040 --> 00:05:53.040]  我們的心情會是怎樣呢
[00:05:53.040 --> 00:05:57.200]  我們會不會有些驚慌的狀態呢
[00:05:57.200 --> 00:05:58.960]  看看今天那幾節聖經
[00:05:58.960 --> 00:06:01.520]  又爲我們帶來什麼提醒好不好
[00:06:01.520 --> 00:06:02.880]  不過在進入之前
[00:06:02.880 --> 00:06:05.680]  又看看一些背景
[00:06:05.680 --> 00:06:11.600]  哥林多前書是寫給哥林多教會的
[00:06:11.600 --> 00:06:13.760]  保羅是《新約聖經》裏面
[00:06:13.760 --> 00:06:16.000]  一個如果以書卷的數目
[00:06:16.000 --> 00:06:17.840]  最多產的作者
[00:06:17.840 --> 00:06:20.480]  他的書信的內容很重要
[00:06:20.480 --> 00:06:23.760]  都成爲《新約聖經》的正典
[00:06:23.760 --> 00:06:27.600]  也就是成爲我們基督教教義
[00:06:27.600 --> 00:06:30.400]  一個很重要的部分
[00:06:30.400 --> 00:06:33.360]  保羅和哥林多教會的信徒
[00:06:33.360 --> 00:06:35.440]  有特別親密的關係
[00:06:35.440 --> 00:06:36.560]  爲什麼呢
[00:06:36.560 --> 00:06:39.120]  因爲這間教會是他親自建立的
[00:06:39.120 --> 00:06:44.000]  另外他在這間教會差不多留了一年半的時間
[00:06:44.000 --> 00:06:48.400]  我相信當地教會的很多信徒弟兄姐妹
[00:06:48.400 --> 00:06:50.160]  都是保羅帶信耶穌的
[00:06:50.160 --> 00:06:52.560]  並且他自己親自牧養的
[00:06:52.560 --> 00:06:56.960]  所以他和這間教會的關係非常之密切
[00:06:56.960 --> 00:06:58.960]  上個禮拜陳牧師也說了
[00:06:58.960 --> 00:07:01.440]  保羅的書信有一定的格式
[00:07:01.440 --> 00:07:04.720]  他會先介紹一下寫信的人
[00:07:04.720 --> 00:07:06.960]  又介紹一下收信的人
[00:07:06.960 --> 00:07:09.280]  然後就會問案
[00:07:09.280 --> 00:07:11.920]  因着保羅和這羣人這麼密切
[00:07:11.920 --> 00:07:15.920]  他一問完案就直入這間教會的問題
[00:07:15.920 --> 00:07:18.960]  因爲保羅很多時候寫信給某間教會
[00:07:18.960 --> 00:07:21.920]  都是要處理那間教會的問題
[00:07:21.920 --> 00:07:24.720]  究竟保羅這麼心急
[00:07:24.720 --> 00:07:28.560]  要處理這間教會一個什麼問題呢
[00:07:28.560 --> 00:07:30.400]  我們一起看看這個背景
[00:07:30.400 --> 00:07:32.640]  一起讀第十節
[00:07:32.640 --> 00:07:33.920]  1,2,3
[00:07:36.960 --> 00:07:40.480]  保羅一定是寫信給牧祖書信的人
[00:07:40.480 --> 00:07:42.800]  給牧祖參考的那羣人
[00:07:42.800 --> 00:07:44.400]  只要一心一意
[00:07:44.400 --> 00:07:46.000]  給予信息
[00:07:46.000 --> 00:07:47.360]  沒看完問題之前
[00:07:47.360 --> 00:07:49.040]  我想大家留意一點
[00:07:49.040 --> 00:07:52.480]  保羅一開始就教導、勸勉
[00:07:52.480 --> 00:07:53.040]  但很有趣
[00:07:53.040 --> 00:07:57.680]  他一開始就稱呼這間教會的弟兄姐妹做什麼
[00:07:57.680 --> 00:07:58.800]  弟兄們
[00:07:58.800 --> 00:07:59.600]  他是牧者
[00:07:59.600 --> 00:08:03.680]  不過一開始就稱呼他們弟兄們
[00:08:03.680 --> 00:08:04.240]  很有趣
[00:08:04.240 --> 00:08:06.480]  原來在哥倫多前書裏面
[00:08:06.480 --> 00:08:11.280]  保羅這麼稱呼哥倫多教會的弟兄姐妹做弟兄們
[00:08:11.280 --> 00:08:14.000]  有39次那麼多
[00:08:14.000 --> 00:08:15.360]  39次
[00:08:15.360 --> 00:08:16.800]  比起其他書信
[00:08:16.800 --> 00:08:19.040]  就算第二多
[00:08:19.040 --> 00:08:22.160]  就是羅馬書和貼薩羅尼加前書
[00:08:22.160 --> 00:08:24.160]  每一卷都是19次
[00:08:24.160 --> 00:08:26.800]  都沒及這裏的一半
[00:08:26.800 --> 00:08:29.360]  保羅其實很疼他們
[00:08:29.360 --> 00:08:33.440]  很想用一個牧者心腸
[00:08:33.440 --> 00:08:36.080]  爲父的心去勸勉他們
[00:08:36.080 --> 00:08:41.840]  用一個柔和的方法去勸導他們迴轉
[00:08:41.840 --> 00:08:43.280]  不過
[00:08:43.280 --> 00:08:49.360]  保羅那麼柔和會不會淡化了這個問題的嚴重性呢?
[00:08:49.360 --> 00:08:51.200]  我又未必這麼看
[00:08:51.200 --> 00:08:58.320]  大家看看保羅用誰的名字去勸他們
[00:08:58.320 --> 00:09:00.240]  主耶穌基督
[00:09:00.240 --> 00:09:01.760]  你再細心一點看
[00:09:01.760 --> 00:09:03.440]  他不是直接用主的名字
[00:09:03.440 --> 00:09:04.960]  或者直着耶穌的名字
[00:09:04.960 --> 00:09:06.560]  或者直着基督的名字
[00:09:06.560 --> 00:09:10.160]  他是直着主耶穌基督的名字
[00:09:10.160 --> 00:09:12.880]  是一個全名來的
[00:09:12.880 --> 00:09:14.560]  其實想說什麼呢?
[00:09:14.560 --> 00:09:17.680]  其實這裏可能是特顯
[00:09:17.680 --> 00:09:20.000]  他教導的權柄在哪裏出來
[00:09:20.000 --> 00:09:23.120]  並且特顯事情的嚴重性
[00:09:23.120 --> 00:09:26.000]  大家要很認真地去面對
[00:09:26.000 --> 00:09:28.800]  他究竟認真面對些什麼呢?
[00:09:28.800 --> 00:09:34.960]  其實《伊節聖經》裏面有正的方向和反的方向
[00:09:34.960 --> 00:09:36.880]  就是有些事情他們需要做
[00:09:36.880 --> 00:09:38.960]  有些事情他們不可以做
[00:09:38.960 --> 00:09:42.960]  那麼看看有哪些事情他們需要做?
[00:09:42.960 --> 00:09:45.120]  有哪三樣事情他們需要做呢?
[00:09:45.120 --> 00:09:46.800]  說一樣的話
[00:09:46.800 --> 00:09:48.080]  還有呢?
[00:09:48.080 --> 00:09:49.120]  一心一意
[00:09:49.120 --> 00:09:50.640]  還有呢?
[00:09:50.640 --> 00:09:52.240]  彼此相合
[00:09:52.240 --> 00:09:56.480]  原來說一樣的話在原文是要相同的意思
[00:09:56.480 --> 00:09:59.600]  而一心一意是相同的心思
[00:09:59.600 --> 00:10:01.440]  相同的意念
[00:10:01.440 --> 00:10:05.680]  彼此相合就是叫我們團結起來
[00:10:05.680 --> 00:10:06.560]  咦?
[00:10:06.560 --> 00:10:08.240]  很多的相同
[00:10:08.240 --> 00:10:09.280]  團結
[00:10:09.280 --> 00:10:11.600]  似乎帶來一個很重要的信息
[00:10:11.600 --> 00:10:13.600]  就是合一
[00:10:13.600 --> 00:10:15.520]  基督教很重要的信息
[00:10:15.520 --> 00:10:17.200]  我遲些會說多一點
[00:10:17.200 --> 00:10:20.240]  那是不是代表什麼東西都是一模一樣的呢?
[00:10:20.240 --> 00:10:23.280]  我想聰明的你絕對相信不是
[00:10:23.280 --> 00:10:24.240]  但是究竟是怎樣
[00:10:24.240 --> 00:10:26.240]  我們在第一點的時候再看多一點
[00:10:26.240 --> 00:10:33.280]  但是我想看一下有什麼是保羅說不可以做的?
[00:10:33.280 --> 00:10:35.040]  不可結黨
[00:10:35.040 --> 00:10:37.680]  結黨的原文是分裂
[00:10:37.680 --> 00:10:38.400]  撕裂
[00:10:38.400 --> 00:10:41.360]  將一個完整的身體破壞了
[00:10:41.360 --> 00:10:44.240]  保羅很認真地面對這個問題
[00:10:44.240 --> 00:10:48.320]  不可結黨
[00:10:48.320 --> 00:10:52.560]  這個問題有多嚴重呢?
[00:10:52.560 --> 00:10:55.360]  就進入我們今天的第一點了
[00:10:55.360 --> 00:10:58.080]  今天我跟大家說兩點
[00:10:58.080 --> 00:10:59.360]  是不是很開心?
[00:10:59.360 --> 00:11:00.880]  昨天有弟兄很害怕
[00:11:00.880 --> 00:11:02.160]  我其中一個組長
[00:11:02.160 --> 00:11:03.760]  我說完之後他告訴我
[00:11:03.760 --> 00:11:06.000]  我看到你說第二點的時候
[00:11:06.000 --> 00:11:08.560]  都已經去到不知幾點了
[00:11:08.560 --> 00:11:09.200]  他說
[00:11:09.200 --> 00:11:09.920]  哇
[00:11:09.920 --> 00:11:12.000]  那今天不是很大件事嗎?
[00:11:12.000 --> 00:11:12.640]  我說
[00:11:12.640 --> 00:11:13.440]  不用怕
[00:11:13.440 --> 00:11:14.480]  其實我忘記了說
[00:11:14.480 --> 00:11:15.760]  我今天說兩點
[00:11:15.760 --> 00:11:18.240]  我說今天先補給弟兄姐妹聽
[00:11:18.240 --> 00:11:19.600]  我今天說兩點
[00:11:19.600 --> 00:11:21.360]  但我先進入第一點
[00:11:21.360 --> 00:11:22.400]  第一點是
[00:11:22.400 --> 00:11:25.680]  小心結黨紛爭
[00:11:25.680 --> 00:11:28.800]  因爲這個會拆毀基督的身體
[00:11:28.800 --> 00:11:30.080]  我們讀第一
[00:11:30.080 --> 00:11:31.760]  第十一和第十二節
[00:11:31.760 --> 00:11:33.200]  一二三
[00:11:33.200 --> 00:11:35.440]  因爲加羅是加羅的恩
[00:11:35.440 --> 00:11:38.080]  肯對我提起弟兄們國
[00:11:38.080 --> 00:11:40.560]  使你們中間有紛爭
[00:11:40.560 --> 00:11:43.440]  我們堅持就使你們國人殉
[00:11:43.440 --> 00:11:45.040]  可謂屬普羅的
[00:11:45.040 --> 00:11:46.880]  可謂屬阿普羅的
[00:11:46.880 --> 00:11:48.480]  可謂屬基伯的
[00:11:48.480 --> 00:11:51.200]  可謂屬基督的
[00:11:51.200 --> 00:11:52.000]  對哦
[00:11:52.000 --> 00:11:54.800]  這裏一開始他又稱呼他們做什麼?
[00:11:54.800 --> 00:11:56.800]  弟兄們
[00:11:56.800 --> 00:11:59.760]  證明普羅很緊張他們的生命
[00:11:59.760 --> 00:12:03.040]  很緊張他們的關係
[00:12:03.040 --> 00:12:04.240]  他們發生了什麼問題?
[00:12:04.240 --> 00:12:04.800]  普羅說
[00:12:04.800 --> 00:12:08.240]  我聽到你們中間有什麼問題?
[00:12:08.240 --> 00:12:09.360]  紛爭
[00:12:09.360 --> 00:12:11.440]  幹嘛吵架?
[00:12:11.440 --> 00:12:15.520]  但這件事有人去報告給普羅知道的
[00:12:15.520 --> 00:12:19.040]  那誰去告訴普羅?
[00:12:19.040 --> 00:12:22.240]  甲奈是甲女的人
[00:12:22.240 --> 00:12:25.120]  原來甲奈是一個女性的名字
[00:12:25.120 --> 00:12:27.760]  但千萬不要有性別歧視
[00:12:27.760 --> 00:12:30.160]  不只是女人才說是非
[00:12:30.160 --> 00:12:31.520]  不要搞錯了
[00:12:31.520 --> 00:12:37.200]  其實她是這個姐妹家裏面的人
[00:12:37.200 --> 00:12:39.840]  普羅沒有這個意思
[00:12:39.840 --> 00:12:41.360]  大家不要搞錯了
[00:12:41.360 --> 00:12:44.080]  不過爲什麼普羅在這裏要指名道姓
[00:12:44.080 --> 00:12:47.680]  說是誰來告訴他呢?
[00:12:47.680 --> 00:12:49.360]  其實是很重要的
[00:12:49.360 --> 00:12:51.360]  如果一些重要的議題
[00:12:51.360 --> 00:12:53.920]  你去說別人不對的話
[00:12:53.920 --> 00:12:55.920]  而沒有出處的話
[00:12:55.920 --> 00:12:57.600]  沒有來源的話
[00:12:57.600 --> 00:13:00.400]  其實這是很不恰當的行爲
[00:13:00.400 --> 00:13:01.520]  你去指控別人
[00:13:01.520 --> 00:13:03.840]  你也要說是誰說的
[00:13:03.840 --> 00:13:05.440]  否則沒有人知道的時候
[00:13:05.440 --> 00:13:08.080]  差不多是莫須有
[00:13:08.080 --> 00:13:09.840]  我聽到有人這樣說你
[00:13:09.840 --> 00:13:10.880]  那你聽到
[00:13:10.880 --> 00:13:12.880]  那你作出來也行
[00:13:12.880 --> 00:13:14.880]  所以有些嚴重的事
[00:13:14.880 --> 00:13:16.960]  爲免額外的麻煩
[00:13:16.960 --> 00:13:20.000]  其實這是很恰當的做法
[00:13:20.000 --> 00:13:22.240]  所以我們想看
[00:13:22.240 --> 00:13:24.560]  真的有這樣的事
[00:13:24.560 --> 00:13:26.160]  在哥倫多教會里面
[00:13:26.160 --> 00:13:29.600]  真的有人在叫教
[00:13:29.600 --> 00:13:31.360]  他們的問題大不大呢?
[00:13:31.360 --> 00:13:33.120]  不知道大家在這兩節聖經裏面
[00:13:33.120 --> 00:13:34.240]  有人覺得大
[00:13:34.240 --> 00:13:35.760]  爲什麼大?
[00:13:35.760 --> 00:13:38.080]  他們分黨很嚴重
[00:13:38.080 --> 00:13:40.800]  分成了多少黨?
[00:13:40.800 --> 00:13:42.720]  四黨
[00:13:42.720 --> 00:13:44.400]  有哪四黨呢?
[00:13:44.400 --> 00:13:45.600]  屬保羅
[00:13:45.600 --> 00:13:46.800]  屬阿波羅
[00:13:46.800 --> 00:13:48.080]  屬基法
[00:13:48.080 --> 00:13:49.360]  屬基督
[00:13:49.360 --> 00:13:51.600]  四分五裂
[00:13:51.600 --> 00:13:54.400]  情況很嚴重
[00:13:54.400 --> 00:13:57.360]  這麼嚴重的問題
[00:13:57.360 --> 00:13:59.200]  究竟發生什麼事呢?
[00:13:59.200 --> 00:14:02.000]  還要基督就不得了
[00:14:02.000 --> 00:14:03.280]  名字很大
[00:14:03.280 --> 00:14:06.080]  其他三個都不少
[00:14:06.080 --> 00:14:10.160]  不是寂寂無名的豬仔
[00:14:10.160 --> 00:14:11.760]  三個都是大人物
[00:14:11.760 --> 00:14:15.200]  是當時非常重要的教會領袖
[00:14:15.200 --> 00:14:17.200]  那怎麼辦呢?
[00:14:17.200 --> 00:14:18.240]  這個問題怎麼辦呢?
[00:14:18.240 --> 00:14:19.280]  我們看深一點
[00:14:19.280 --> 00:14:22.400]  每一黨看深一點
[00:14:22.400 --> 00:14:23.520]  保羅黨
[00:14:23.520 --> 00:14:25.600]  保羅黨究竟是什麼人呢?
[00:14:25.600 --> 00:14:29.520]  一羣忠心追隨
[00:14:29.520 --> 00:14:31.920]  創堂主任的人
[00:14:31.920 --> 00:14:35.040]  保羅是哥倫多教會的始創人
[00:14:35.040 --> 00:14:37.840]  忠心追隨他很正常
[00:14:37.840 --> 00:14:40.880]  因爲他可能是他帶信耶穌的
[00:14:40.880 --> 00:14:42.160]  他牧養的
[00:14:42.160 --> 00:14:43.680]  這個領袖這麼好
[00:14:43.680 --> 00:14:44.960]  爲什麼不追隨他?
[00:14:44.960 --> 00:14:46.240]  當然沒有問題
[00:14:46.240 --> 00:14:48.400]  羊當然是跟隨牧者的
[00:14:48.400 --> 00:14:51.600]  不過如果他們推崇牧者
[00:14:51.600 --> 00:14:53.200]  推崇到一個地步
[00:14:53.200 --> 00:14:55.120]  好像神一樣拜
[00:14:55.120 --> 00:14:57.040]  那就有問題了
[00:14:57.040 --> 00:15:00.640]  並且搞到教會四分五裂
[00:15:00.640 --> 00:15:03.360]  那就有問題了
[00:15:03.360 --> 00:15:07.280]  今天我們也要小心
[00:15:07.280 --> 00:15:13.040]  究竟我們怎麼去看我們的牧者呢?
[00:15:13.040 --> 00:15:18.160]  第二黨叫做阿波羅黨
[00:15:18.160 --> 00:15:23.200]  阿波羅是一個當時很出名的
[00:15:23.200 --> 00:15:24.400]  其中一個港元
[00:15:24.400 --> 00:15:26.000]  爲什麼他這麼厲害呢?
[00:15:26.000 --> 00:15:30.800]  原來在《仕途行傳》18章24-28節
[00:15:30.800 --> 00:15:33.200]  連保羅都贊過他
[00:15:33.200 --> 00:15:36.560]  原來他是一個很有港道恩賜的人
[00:15:36.560 --> 00:15:40.320]  並且他非常有學識
[00:15:40.320 --> 00:15:44.560]  所以他的修持技巧非常好
[00:15:44.560 --> 00:15:47.680]  他還要精通聖經
[00:15:47.680 --> 00:15:49.680]  很熟悉舊約聖經
[00:15:49.680 --> 00:15:53.840]  你問我爲什麼只熟悉舊約聖經呢?
[00:15:53.840 --> 00:15:57.360]  因爲當時還沒有新約聖經
[00:15:57.360 --> 00:15:59.520]  也就是說他很熟悉聖經
[00:15:59.520 --> 00:16:02.080]  這個港元真的厲害了
[00:16:02.080 --> 00:16:06.880]  還有他來自一個大城市叫做阿力山大
[00:16:06.880 --> 00:16:08.800]  保羅也很有恩賜
[00:16:08.800 --> 00:16:11.520]  保羅也來自一個大城市叫做大掃
[00:16:11.520 --> 00:16:15.200]  不過阿力山大比大掃更大
[00:16:15.200 --> 00:16:18.160]  連保羅都贊這個牧者很有恩賜
[00:16:18.160 --> 00:16:21.120]  在哥倫多也是一個大城市
[00:16:21.120 --> 00:16:23.920]  裏面當然有很多知識分子
[00:16:23.920 --> 00:16:30.560]  甚至有很多推崇當時希羅哲學的哲學家
[00:16:30.560 --> 00:16:33.440]  這羣人這麼厲害
[00:16:33.440 --> 00:16:35.520]  當然要跟隨他
[00:16:35.520 --> 00:16:40.080]  心想我當然要跟隨那個敬人
[00:16:40.080 --> 00:16:41.840]  其實現在這個社會
[00:16:41.840 --> 00:16:47.120]  很多人只是抱着追星的心態去追港元
[00:16:47.120 --> 00:16:54.000]  究竟上帝是否要我們這樣追明港元呢?
[00:16:54.000 --> 00:16:56.640]  第三派叫做基法黨
[00:16:56.640 --> 00:16:58.240]  什麼是基法?
[00:16:58.240 --> 00:16:59.840]  誰是基法?
[00:16:59.840 --> 00:17:01.920]  彼得 即是彼得黨
[00:17:01.920 --> 00:17:04.800]  所以我們相信跟隨彼得黨的那些
[00:17:04.800 --> 00:17:07.920]  大部分是猶太基督徒
[00:17:07.920 --> 00:17:10.320]  爲什麼要這麼想呢?
[00:17:10.320 --> 00:17:11.920]  原本是猶太籍
[00:17:11.920 --> 00:17:13.280]  去了哥倫多
[00:17:13.280 --> 00:17:14.800]  又信了耶穌
[00:17:14.800 --> 00:17:18.560]  原來彼得曾經到訪過哥倫多
[00:17:18.560 --> 00:17:21.440]  你想想那個是彼得
[00:17:21.440 --> 00:17:25.520]  由耶路撒冷總會那裏出來
[00:17:25.520 --> 00:17:26.880]  去到哥倫多
[00:17:26.880 --> 00:17:31.200]  他還要是十二使徒之首
[00:17:31.200 --> 00:17:32.560]  厲不厲害?
[00:17:32.560 --> 00:17:35.360]  哇!又見到一個大人物來了
[00:17:35.360 --> 00:17:38.720]  我在想一箇中國人去到外國生活
[00:17:38.720 --> 00:17:40.720]  見到一箇中國人已經很開心了
[00:17:40.720 --> 00:17:42.000]  很有親切感了
[00:17:42.000 --> 00:17:45.520]  何況這羣基督徒見到一個大人物來到
[00:17:45.520 --> 00:17:46.800]  我立刻就覺得
[00:17:46.800 --> 00:17:48.240]  哎呀!我們真是跟彼得了
[00:17:48.240 --> 00:17:51.200]  彼得真是厲害 真是好了
[00:17:51.200 --> 00:17:55.120]  不過他們又跌入了另外一個容易踩的陷阱
[00:17:55.120 --> 00:18:00.640]  就是他們很容易落回去猶太教的律法主義
[00:18:00.640 --> 00:18:03.840]  猶太教很講究做好外面的律法
[00:18:03.840 --> 00:18:07.360]  不過不講裏面生命的轉化
[00:18:07.360 --> 00:18:09.440]  所以這羣基督徒要小心
[00:18:09.440 --> 00:18:10.960]  額外的小心
[00:18:10.960 --> 00:18:16.880]  不要跌入一個律法主義的試探裏面
[00:18:16.880 --> 00:18:18.720]  以爲做了很多事
[00:18:18.720 --> 00:18:20.720]  但原來生命沒有變
