
[00:00:00.000 --> 00:00:02.500]  各位電影姐妹大家平安
[00:02:34.580 --> 00:02:36.940]  不被拆毀了」
[00:02:36.940 --> 00:02:40.540]  那些門徒臉都青了
[00:02:40.540 --> 00:02:43.580]  剛剛才看到這麼宏偉的聖殿被拆毀
[00:02:43.580 --> 00:02:45.020]  沒理由的
[00:02:45.020 --> 00:02:47.860]  難道就是主耶穌時時說
[00:02:47.860 --> 00:02:50.860]  祂會走然後一天會再回來
[00:02:50.860 --> 00:02:54.020]  就是世界沒了
[00:02:54.020 --> 00:02:56.020]  於是不敢出聲
[00:02:56.020 --> 00:02:57.740]  他們離開了聖殿
[00:02:57.740 --> 00:02:59.540]  就下山到吉倫溪
[00:02:59.540 --> 00:03:01.740]  再上山就是鑒欖山
[00:03:01.740 --> 00:03:06.300]  剛剛鑒欖山就對著耶路撒冷舊城
[00:03:06.300 --> 00:03:08.300]  看到聖殿
[00:03:08.300 --> 00:03:13.060]  現在在那裏有一間主哭耶經堂
[00:03:13.060 --> 00:03:15.620]  主耶穌為耶路撒冷哀哭的地方
[00:03:15.620 --> 00:03:17.620]  傳統上這樣說
[00:03:17.620 --> 00:03:21.140]  「耶穌在鑒欖山上坐著
[00:03:21.140 --> 00:03:23.700]  門徒暗暗地來說
[00:03:23.700 --> 00:03:27.740]  請告訴我們什麼時候有這些事
[00:03:27.740 --> 00:03:32.140]  你降臨和世界的沒了有什麼預兆呢?」
[00:03:32.140 --> 00:03:35.300]  那些門徒就很緊張
[00:03:35.300 --> 00:03:37.140]  不敢大聲說
[00:03:37.140 --> 00:03:37.940]  為什麼呢?
[00:03:37.940 --> 00:03:39.700]  在門徒裏面怕什麼呢?
[00:03:39.700 --> 00:03:41.300]  老師有這個問題
[00:03:41.300 --> 00:03:42.340]  不怕問的
[00:03:42.340 --> 00:03:43.700]  不過如果大聲說
[00:03:43.700 --> 00:03:47.660]  周圍的公眾地方聽到說世界沒了
[00:03:47.660 --> 00:03:49.300]  真的會很害怕
[00:03:49.300 --> 00:03:51.660]  於是就不敢大聲說
[00:03:51.660 --> 00:03:52.540]  就小聲說
[00:03:52.540 --> 00:03:53.620]  「老師!老師!
[00:03:53.620 --> 00:03:55.620]  什麼時候會這樣發生?
[00:03:55.620 --> 00:03:58.060]  一塊石不留在另一塊石頭上
[00:03:58.060 --> 00:04:00.060]  即是聖殿被拆毀了
[00:04:00.060 --> 00:04:04.220]  那應該是你降臨或者世界的沒了的了
[00:04:04.220 --> 00:04:05.740]  是有什麼預兆呢?
[00:04:05.740 --> 00:04:07.300]  最重要是說一聲來聽聽
[00:04:07.300 --> 00:04:08.780]  什麼時候會發生
[00:04:08.780 --> 00:04:11.660]  還有有什麼預兆
[00:04:11.660 --> 00:04:12.980]  我們先準備
[00:04:12.980 --> 00:04:14.980]  逃跑也比較容易
[00:04:14.980 --> 00:04:16.420]  耶穌就回答說
[00:04:16.420 --> 00:04:18.860]  「你們要謹慎
[00:04:18.860 --> 00:04:20.500]  免得有人迷惑你們
[00:04:20.500 --> 00:04:21.340]  小心啊
[00:04:21.340 --> 00:04:23.620]  因為會有人迷惑你的
[00:04:23.620 --> 00:04:26.420]  怎麼迷惑呢?
[00:04:26.420 --> 00:04:27.180]  大家留意
[00:04:27.180 --> 00:04:28.020]  小心啊
[00:04:28.020 --> 00:04:32.260]  因為將來有好些人冒我的名來說
[00:04:32.260 --> 00:04:33.700]  我是基督
[00:04:33.700 --> 00:04:36.260]  並且要迷惑許多人
[00:04:36.260 --> 00:04:39.500]  當有人來到說我是基督的
[00:04:39.500 --> 00:04:41.860]  那你就知道這個一定不是基督
[00:04:41.860 --> 00:04:45.060]  因為他是冒我的名來的了
[00:04:45.060 --> 00:04:46.100]  我是基督
[00:04:46.100 --> 00:04:47.340]  如果有基督
[00:04:47.340 --> 00:04:49.460]  我們將來會看到的是什麼呢?
[00:04:49.460 --> 00:04:52.580]  是騎著白馬從天而降
[00:04:52.580 --> 00:04:54.020]  列天而降
[00:04:54.020 --> 00:04:55.380]  那天才是
[00:04:55.380 --> 00:04:58.980]  如果世上有一個人說他是基督在世
[00:04:58.980 --> 00:05:01.380]  是被基督派來
[00:05:01.380 --> 00:05:04.180]  是他代表基督等等這些
[00:05:04.180 --> 00:05:08.420]  這些都是迷惑眾人的了
[00:05:08.420 --> 00:05:12.220]  「你們也要聽見打仗和打仗的風聲
[00:05:12.220 --> 00:05:13.620]  總不要驚慌
[00:05:13.620 --> 00:05:18.460]  因為這些是必須有的指示會期還未到」
[00:05:18.460 --> 00:05:21.340]  另外你會聽到是「打仗」
[00:05:21.340 --> 00:05:24.260]  「聽見打仗和打仗的風聲」
[00:05:24.260 --> 00:05:26.580]  「打仗的風聲」就是
[00:05:26.580 --> 00:05:28.060]  哇!哪裡會打啊?
[00:05:28.060 --> 00:05:30.220]  或者哪裡正在打啊?
[00:05:30.220 --> 00:05:31.540]  其實哪裡會打
[00:05:31.540 --> 00:05:33.740]  哪裡正在打就是打仗
[00:05:33.740 --> 00:05:38.220]  你會聽到「啊!打仗啊!」
[00:05:38.220 --> 00:05:39.900]  那如果打仗呢?
[00:05:39.900 --> 00:05:44.620]  其實很有可能是指我們這裡要打了
[00:05:44.620 --> 00:05:46.260]  「打仗的風聲」可能就是
[00:05:46.260 --> 00:05:50.900]  哪裡哪裡遙遠的地方正在打啊
[00:05:50.900 --> 00:05:52.460]  總之近就好
[00:05:52.460 --> 00:05:54.020]  自己這裡打就更害怕了
[00:05:54.020 --> 00:05:55.180]  遠一點打都害怕
[00:05:55.180 --> 00:05:56.300]  怕打到來
[00:05:56.300 --> 00:05:58.300]  「總不要驚慌」
[00:05:58.300 --> 00:06:01.100]  這個「總不要驚慌」就說不要怕打仗
[00:06:01.100 --> 00:06:03.420]  不是啊 打仗誰都怕
[00:06:03.420 --> 00:06:05.740]  「總不要驚慌」的意思就是說
[00:06:05.740 --> 00:06:07.740]  不要覺得稀奇
[00:06:07.740 --> 00:06:09.340]  「啊!有仗打嗎?」
[00:06:09.340 --> 00:06:09.980]  不是
[00:06:09.980 --> 00:06:13.740]  是因為這些時事必須有的
[00:06:13.740 --> 00:06:16.580]  你聽到打仗或者打仗的風聲
[00:06:16.580 --> 00:06:17.620]  不要覺得稀奇
[00:06:17.620 --> 00:06:18.420]  不要覺得奇怪
[00:06:18.420 --> 00:06:20.460]  「啊!有仗打嗎?好和平啊」
[00:06:20.460 --> 00:06:21.140]  不是
[00:06:21.140 --> 00:06:24.020]  因為是必須有的
[00:06:24.020 --> 00:06:27.060]  有人冒我的名來說我是基督
[00:06:27.060 --> 00:06:29.620]  又聽到打仗和打仗的風聲
[00:06:29.620 --> 00:06:31.620]  不要覺得奇怪
[00:06:31.620 --> 00:06:33.300]  不過是一定有的
[00:06:33.300 --> 00:06:37.060]  只不過是末期還沒有到
[00:06:37.060 --> 00:06:41.220]  未到末期
[00:06:41.220 --> 00:06:43.020]  這些事會發生而已
[00:06:43.020 --> 00:06:46.460]  你會發覺現在這些已經發生了
[00:06:46.460 --> 00:06:48.780]  正在發生了
[00:06:48.780 --> 00:06:54.620]  譬如中國有一個異端叫東方閃電
[00:06:54.620 --> 00:06:59.820]  東方這個女士就說她是基督
[00:06:59.820 --> 00:07:01.820]  基督在世了
[00:07:01.820 --> 00:07:04.060]  所以叫東方閃電
[00:07:04.060 --> 00:07:08.300]  很多人都說自己是基督
[00:07:08.300 --> 00:07:13.140]  韓國以前的統一教等等
[00:07:13.140 --> 00:07:14.820]  末期還沒有到
[00:07:14.820 --> 00:07:15.820]  這個打仗是什麼呢?
[00:07:15.820 --> 00:07:18.580]  是民攻打民,國攻打國
[00:07:18.580 --> 00:07:20.580]  多處有饑荒地震
[00:07:20.580 --> 00:07:22.580]  你看到這些就知道差不多了
[00:07:22.580 --> 00:07:27.620]  「這都是災難的起頭」
[00:07:27.620 --> 00:07:30.100]  是主耶穌說的
[00:07:30.100 --> 00:07:35.300]  見到以上那些只不過是災難的起頭
[00:07:35.300 --> 00:07:42.100]  未是末期完結來到
[00:07:42.100 --> 00:07:44.100]  只不過是有很多災難
[00:07:44.100 --> 00:07:47.100]  總結來說第八節就是說
[00:07:47.100 --> 00:07:49.700]  在末期要來到的時候
[00:07:49.700 --> 00:07:52.580]  是有很多很多災難
[00:07:52.580 --> 00:07:56.620]  其中包括了有些人沒記到名字
[00:07:56.620 --> 00:07:58.060]  有很多打仗
[00:07:58.060 --> 00:08:00.620]  饑荒地震都會發生
[00:08:00.620 --> 00:08:02.220]  災難起頭
[00:08:02.220 --> 00:08:04.220]  這個災難起了頭沒有呢?
[00:08:04.220 --> 00:08:07.220]  到現在自然起了
[00:08:07.220 --> 00:08:11.500]  因為其實如果說末期
[00:08:11.500 --> 00:08:15.740]  就是希伯來書一開始就說
[00:08:15.740 --> 00:08:18.900]  上主是以前藉著多次多方藉
[00:08:18.900 --> 00:08:20.900]  先知曉遇列祖
[00:08:20.900 --> 00:08:23.900]  也就是在末世的時候
[00:08:23.900 --> 00:08:26.300]  用祂的兒子曉遇我們
[00:08:26.300 --> 00:08:29.300]  因此你會知道當主耶穌一來
[00:08:29.300 --> 00:08:33.620]  這個世界就可以進入了末世的時代
[00:08:33.620 --> 00:08:35.100]  不過不是末後
[00:08:35.100 --> 00:08:36.300]  是末世的時代
[00:08:36.300 --> 00:08:38.300]  現在災難起頭了
[00:08:38.300 --> 00:08:42.700]  末世、末期就慢慢來到
[00:08:42.700 --> 00:08:43.500]  第九節
[00:08:43.500 --> 00:08:46.500]  「那時人要把你們陷在患難裡
[00:08:46.500 --> 00:08:47.500]  殺害你們
[00:08:47.500 --> 00:08:51.500]  你們又要為我的名避萬民恨惡」
[00:08:51.500 --> 00:08:52.900]  因此你會見到
[00:08:52.900 --> 00:08:56.900]  原來會發生基督徒被陷害
[00:08:56.900 --> 00:08:58.900]  在患難裡甚至殺害
[00:08:58.900 --> 00:09:02.300]  因為信耶穌而被恨惡
[00:09:02.300 --> 00:09:07.300]  我們很感恩在香港暫時沒有這個情況發生
[00:09:07.300 --> 00:09:09.300]  起碼沒有公開這個情況
[00:09:09.300 --> 00:09:13.300]  不過很多人是會不歡喜我們基督徒的
[00:09:13.300 --> 00:09:15.300]  其實不歡喜基督徒是必然的
[00:09:15.300 --> 00:09:19.300]  因為主耶穌說你們在世上有苦難的
[00:09:19.300 --> 00:09:23.300]  另外世人恨你們,為甚麼會恨我們呢?
[00:09:23.300 --> 00:09:25.300]  因為我們不屬於這個世界
[00:09:25.300 --> 00:09:28.300]  自然世界就恨你們了
[00:09:28.300 --> 00:09:30.300]  這是主耶穌自己已經說了
[00:09:30.300 --> 00:09:33.300]  所以被恨惡是必然的
[00:09:33.300 --> 00:09:38.300]  「是為我的名避萬民恨惡,甚至患難殺害」
[00:09:38.300 --> 00:09:39.300]  有些地方是這樣嗎?
[00:09:39.300 --> 00:09:42.300]  有,非洲很多地方是這樣
[00:09:42.300 --> 00:09:45.300]  我剛剛適逢
[00:09:45.300 --> 00:09:50.300]  今時今日遭遇到印度、巴基斯坦打仗
[00:09:50.300 --> 00:09:52.300]  我們打了幾十年了,又打
[00:09:52.300 --> 00:09:55.300]  印度又說斷電
[00:09:55.300 --> 00:09:58.300]  飛機被擊落等等,很混亂
[00:09:58.300 --> 00:10:07.300]  我就給信息給我們在印度的合作夥伴機構
[00:10:07.300 --> 00:10:10.300]  問他們你們有沒有甚麼遭遇患難
[00:10:10.300 --> 00:10:15.300]  他們說我們在首都暫時沒有甚麼事
[00:10:15.300 --> 00:10:22.300]  不過政府仍然繼續抓基督徒去坐牢
[00:10:22.300 --> 00:10:26.300]  用一些名義抓基督徒去坐牢
[00:10:26.300 --> 00:10:29.300]  所以請你為我們祈禱
[00:10:29.300 --> 00:10:34.300]  印度今日的政府是以印度教為主
[00:10:34.300 --> 00:10:37.300]  用印度教去打擊伊斯蘭,打擊基督教
[00:10:37.300 --> 00:10:40.300]  很民粹主義
[00:10:40.300 --> 00:10:44.300]  令今日的掌權者可以站上位置
[00:10:44.300 --> 00:10:48.300]  現在很多世界各國的掌權者都用民粹主義
[00:10:48.300 --> 00:10:54.300]  我們是甚麼人?我們要怎樣?我們要趕走甚麼人?
[00:10:54.300 --> 00:10:58.300]  民粹主義來建立
[00:10:58.300 --> 00:11:03.300]  基督教是首當其衝之一被逼迫
[00:11:03.300 --> 00:11:07.300]  現在伊斯蘭也不好過了
[00:11:07.300 --> 00:11:11.300]  他們說基督徒被人無緣無故抓去坐牢
[00:11:11.300 --> 00:11:14.300]  在印度這些地方抓你坐牢就抓你
[00:11:14.300 --> 00:11:17.300]  不用說了,這樣就會發生
[00:11:17.300 --> 00:11:23.300]  那時有很多人跌倒,彼此陷害彼此恨惡
[00:11:23.300 --> 00:11:28.300]  那些人跌倒,信心軟弱
[00:11:28.300 --> 00:11:31.300]  有人問你還有誰信耶穌?
[00:11:31.300 --> 00:11:35.300]  你快點說出來,不說?我說,我說,我說
[00:11:35.300 --> 00:11:39.300]  彼此陷害彼此恨惡,他很壞,他做甚麼做甚麼
[00:11:39.300 --> 00:11:42.300]  在教會裏面怎樣怎樣,不要說
[00:11:42.300 --> 00:11:45.300]  以求脫身
[00:11:45.300 --> 00:11:49.300]  很多人會跌倒,陷害和恨惡別人
[00:11:49.300 --> 00:11:54.300]  而且很多假先知起來,有遺惑到很多人
[00:11:54.300 --> 00:11:57.300]  跟著這個社會上不法的事增多
[00:11:57.300 --> 00:12:00.300]  愛心漸漸冷淡
[00:12:00.300 --> 00:12:03.300]  不法的事增多,你知道我舉個例子
[00:12:03.300 --> 00:12:05.300]  甚麼叫不法的事增多
[00:12:05.300 --> 00:12:08.300]  許多人的愛心會漸漸冷淡呢?
[00:12:08.300 --> 00:12:12.300]  譬如有個老人家跌倒在地上
[00:12:12.300 --> 00:12:16.300]  現在很多人不敢扶,不敢碰
[00:12:16.300 --> 00:12:20.300]  只問你沒事吧,跟你叫白車吧
[00:12:20.300 --> 00:12:24.300]  為甚麼?如果我碰他,扶他,給他白花油
[00:12:24.300 --> 00:12:30.300]  查一查他有事,他就會說家人會賴我
[00:12:30.300 --> 00:12:33.300]  怎樣怎樣,所以現在不理的
[00:12:33.300 --> 00:12:37.300]  快點轉頭走,不要搞了這件事
[00:12:37.300 --> 00:12:39.300]  等其他人會報警
[00:12:39.300 --> 00:12:45.300]  愛心逐漸冷淡,以免自己惹禍上身
[00:12:45.300 --> 00:12:49.300]  沒有人出來承擔,沒有人幫你
[00:12:49.300 --> 00:12:55.300]  今天發生的事,唯有忍耐到底的必然得救
[00:12:55.300 --> 00:13:00.300]  忍耐到底,這叫我們忍耐到底必然得救
[00:13:00.300 --> 00:13:05.300]  原來得救不是靠信心的,要靠忍耐到底才得救嗎?
[00:13:05.300 --> 00:13:13.300]  不是的,這裡解釋得救這句字不是指我們的救恩
[00:13:13.300 --> 00:13:18.300]  在猶太人裏面,很多時候他們會輕說
[00:13:18.300 --> 00:13:23.300]  我真的病了很久,新冠很慘,長新冠
[00:13:23.300 --> 00:13:26.300]  不過我希望靠著藥物,靠著禱告
[00:13:26.300 --> 00:13:29.300]  終必叫我得救的
[00:13:29.300 --> 00:13:32.300]  如果這樣說,保羅也說過類似的說話
[00:13:32.300 --> 00:13:36.300]  得救不是指救恩,不是指永生
[00:13:36.300 --> 00:13:41.300]  而是指被釋放,或者是指經過到
[00:13:41.300 --> 00:13:44.300]  出到來,痊癒了這樣的意思
[00:13:44.300 --> 00:13:47.300]  唯有忍耐到底,用我們堅忍到底
[00:13:47.300 --> 00:13:52.300]  然後我們會在那件事裏面勝過出來
[00:13:52.300 --> 00:13:54.300]  24章14字要留意
[00:13:54.300 --> 00:13:57.300]  就是天國的呼音要傳遍天下
[00:13:57.300 --> 00:14:02.300]  對萬民作見證,然後末期才來到
[00:14:02.300 --> 00:14:07.300]  那裡是災難的起頭,現在就說末期才來到
[00:14:07.300 --> 00:14:13.300]  其中一個很重要的就是天國呼音會傳遍天下
[00:14:13.300 --> 00:14:16.300]  對萬民作見證,不是叫萬民都信主
[00:14:16.300 --> 00:14:21.300]  是對萬民作見證,然後末期才會到
[00:14:21.300 --> 00:14:24.300]  因此到最後結尾,末期的時候
[00:14:24.300 --> 00:14:27.300]  是呼音會傳遍天下
[00:14:27.300 --> 00:14:31.300]  雖然今天見到很多困難,很多壁壩,很多難處
[00:14:31.300 --> 00:14:34.300]  不過你要知道其實今天天國的呼音
[00:14:34.300 --> 00:14:37.300]  在世界各地都是在廣傳的
[00:14:37.300 --> 00:14:39.300]  你都要為這件事祈禱
[00:14:39.300 --> 00:14:42.300]  自己都要努力去傳揚呼音
[00:14:42.300 --> 00:14:46.300]  我自己看完這段聖經
[00:14:46.300 --> 00:14:48.300]  思想、默想的時候
[00:14:48.300 --> 00:14:51.300]  世間末了的預兆,主耶穌說的
[00:14:51.300 --> 00:14:53.300]  想了幾樣東西
[00:14:53.300 --> 00:14:55.300]  第一樣,主耶穌祝福門徒
[00:14:55.300 --> 00:14:59.300]  你和我要堅忍
[00:14:59.300 --> 00:15:04.300]  第四節,24章第四就說要謹慎
[00:15:04.300 --> 00:15:06.300]  謹慎的意思就是小心
[00:15:06.300 --> 00:15:08.300]  真的假的
[00:15:08.300 --> 00:15:11.300]  聽完這些說話,看完這些訊息
[00:15:11.300 --> 00:15:13.300]  要分辨
[00:15:13.300 --> 00:15:15.300]  不要人說你就信
[00:15:15.300 --> 00:15:18.300]  要分辨,我是基督,咦,基督來了
[00:15:18.300 --> 00:15:20.300]  不要那麼容易信
[00:15:20.300 --> 00:15:23.300]  要分辨,要謹慎才是分辨
[00:15:23.300 --> 00:15:25.300]  另外要冷靜
[00:15:25.300 --> 00:15:27.300]  不要驚慌
[00:15:27.300 --> 00:15:30.300]  哎呀,死了死了,哪裡有槍彈
[00:15:30.300 --> 00:15:32.300]  死了死了,那些數字會跌
[00:15:32.300 --> 00:15:34.300]  死了死了,那些數字會升
[00:15:34.300 --> 00:15:37.300]  總之有數字升就怕,有數字跌就怕
[00:15:37.300 --> 00:15:39.300]  升就怕追不及
[00:15:39.300 --> 00:15:41.300]  跌就怕賣不及
[00:15:41.300 --> 00:15:44.300]  總之很害怕,什麼都害怕
[00:15:44.300 --> 00:15:46.300]  哎呀,這裡有事,那裡有事
[00:15:46.300 --> 00:15:49.300]  哪裡會沒事的呢?
[00:15:49.300 --> 00:15:53.300]  這個世界哪裡是完全樂土,很平安的呢?
[00:15:53.300 --> 00:15:55.300]  對不起,沒有了
[00:15:55.300 --> 00:15:57.300]  有些真的武將打了一門
[00:15:57.300 --> 00:16:00.300]  那裡沒有戰略的重要性,武將打了那些地方
[00:16:00.300 --> 00:16:04.300]  不過那些地方就很窮,自然
[00:16:04.300 --> 00:16:06.300]  就很靜
[00:16:06.300 --> 00:16:12.300]  所以你其實無一處是可以完全平安容身的
[00:16:12.300 --> 00:16:16.300]  什麼都好的,除了天堂上沒有了
[00:16:16.300 --> 00:16:18.300]  要謹慎,要冷靜
[00:16:18.300 --> 00:16:21.300]  還有要忍耐到底
[00:16:21.300 --> 00:16:24.300]  就是二十四章第十三節說的
[00:16:24.300 --> 00:16:28.300]  所以我將這三點綜合起來就是兩個字
[00:16:28.300 --> 00:16:32.300]  主耶穌祝福門徒要堅忍
[00:16:32.300 --> 00:16:34.300]  面對這些事情的時候堅忍
[00:16:34.300 --> 00:16:38.300]  無論是遇到什麼,被人陷害
[00:16:38.300 --> 00:16:43.300]  被別人恨惡,別人不喜歡你
[00:16:43.300 --> 00:16:49.300]  各樣事情無論是冤枉你還是什麼都不要緊
[00:16:49.300 --> 00:16:54.300]  堅忍,遇到困難、飢餓、饑荒地震
[00:16:54.300 --> 00:16:58.300]  堅忍,甚至有時候可能會受傷失去性命
[00:16:58.300 --> 00:17:03.300]  堅忍就是我們堅持著信仰這樣的意思
[00:17:03.300 --> 00:17:05.300]  第二就是預兆是什麼呢?
[00:17:05.300 --> 00:17:08.300]  預兆就是罪惡與混亂
[00:17:08.300 --> 00:17:12.300]  如果你這樣看,就可以看到有十個
[00:17:12.300 --> 00:17:14.300]  不過第十一個天國,福音傳遍天下
[00:17:14.300 --> 00:17:17.300]  起碼有十個罪惡與混亂
[00:17:17.300 --> 00:17:19.300]  多人假冒基督
[00:17:19.300 --> 00:17:20.300]  第二,打仗
[00:17:20.300 --> 00:17:21.300]  第三,饑荒
[00:17:21.300 --> 00:17:22.300]  第四,地震
[00:17:22.300 --> 00:17:24.300]  第五,信徒遭遇患難
[00:17:24.300 --> 00:17:25.300]  第六,被殺害
[00:17:25.300 --> 00:17:29.300]  第七,被恨惡
[00:17:29.300 --> 00:17:31.300]  第六,被殺害
[00:17:31.300 --> 00:17:33.300]  第七,被恨惡
[00:17:33.300 --> 00:17:35.300]  第八,多人跌倒
[00:17:35.300 --> 00:17:37.300]  很多人跌倒
[00:17:37.300 --> 00:17:39.300]  第九,彼此陷害
[00:17:39.300 --> 00:17:41.300]  第十,不法的事增多
[00:17:41.300 --> 00:17:43.300]  愛心冷淡
[00:17:43.300 --> 00:17:45.300]  這個世界是沒有愛的
[00:17:45.300 --> 00:17:47.300]  起碼有這十個預兆
[00:17:47.300 --> 00:17:52.300]  我將這十個預兆綜合成罪惡與混亂
[00:17:52.300 --> 00:17:56.300]  第十一,不是罪惡與混亂
[00:17:56.300 --> 00:17:59.300]  天國,福音傳遍天下
[00:17:59.300 --> 00:18:02.300]  第十一個是好事
[00:18:02.300 --> 00:18:04.300]  不是罪惡與混亂
[00:18:04.300 --> 00:18:06.300]  不過是講到預兆
[00:18:06.300 --> 00:18:08.300]  所以我都講了
[00:18:08.300 --> 00:18:10.300]  不要以為只是壞事
[00:18:10.300 --> 00:18:12.300]  天國,福音會傳遍天下
[00:18:12.300 --> 00:18:15.300]  都是一個重要的預兆
[00:18:15.300 --> 00:18:17.300]  第三,我在想
[00:18:17.300 --> 00:18:20.300]  何時才是末期呢?
[00:18:20.300 --> 00:18:23.300]  末期是最終的預兆
[00:18:23.300 --> 00:18:26.300]  就是天國,福音傳遍天下
[00:18:26.300 --> 00:18:29.300]  就是上一點的第十一項
[00:18:29.300 --> 00:18:30.300]  大家信不信
[00:18:30.300 --> 00:18:32.300]  天國,福音在這麼艱難
[00:18:32.300 --> 00:18:34.300]  仍然傳遍天下呢?
[00:18:34.300 --> 00:18:36.300]  我非常信
[00:18:36.300 --> 00:18:39.300]  就是我在印度已經見到
[00:18:39.300 --> 00:18:43.300]  我們那個伊斯蘭信仰背景
[00:18:43.300 --> 00:18:47.300]  而改了信耶穌的partner機構
[00:18:47.300 --> 00:18:50.300]  它一年帶來千多人缺志
[00:18:50.300 --> 00:18:52.300]  帶來千多個伊斯蘭教徒
[00:18:52.300 --> 00:18:54.300]  缺志信耶穌
[00:18:54.300 --> 00:18:56.300]  信仰與我們完全一樣
[00:18:56.300 --> 00:18:58.300]  他們在伊斯蘭裏面叫
[00:18:58.300 --> 00:18:59.300]  Jesus follower
[00:18:59.300 --> 00:19:01.300]  耶穌跟隨者
[00:19:01.300 --> 00:19:05.300]  每年都有千多人缺志
[00:19:05.300 --> 00:19:07.300]  在貧民村裏面
[00:19:07.300 --> 00:19:09.300]  真的窮人有福音傳給他們
[00:19:09.300 --> 00:19:12.300]  天國一路的擴展
[00:19:12.300 --> 00:19:14.300]  求主自己幫助
[00:19:14.300 --> 00:19:16.300]  讓我們記得
[00:19:16.300 --> 00:19:18.300]  末期最終的預兆
[00:19:18.300 --> 00:19:22.300]  就是天國的福音傳遍天下
[00:19:22.300 --> 00:19:23.300]  在這裏我都要鼓勵你
[00:19:23.300 --> 00:19:25.300]  無論得時不得時
[00:19:25.300 --> 00:19:27.300]  總要傳到
[00:19:27.300 --> 00:19:29.300]  無要傳到
[00:19:29.300 --> 00:19:31.300]  要將福音講給人聽
[00:19:31.300 --> 00:19:33.300]  將耶穌的名帶給人
[00:19:33.300 --> 00:19:35.300]  不要怕這麼醜
[00:19:35.300 --> 00:19:36.300]  像耶穌一樣
[00:19:36.300 --> 00:19:37.300]  經常都是耶穌
[00:19:37.300 --> 00:19:38.300]  耶穌前耶穌後
[00:19:38.300 --> 00:19:39.300]  不要緊
[00:19:39.300 --> 00:19:41.300]  他說我釘十字架都可以
