
[00:00:00.000 --> 00:00:09.500]  在這裏跟大家拜個年,祝大家新年快樂,身體健康,靈性興黃,新年進步!
[00:03:49.500 --> 00:03:51.500]  真好啊!
[00:03:51.500 --> 00:03:59.500]  求神幫助我們有所增長,能夠學會基督的成長。
[00:04:00.500 --> 00:04:05.500]  我們再說這段經文是唯一處提及到主耶穌基督成長的記錄。
[00:04:05.500 --> 00:04:10.500]  早在這個時候,主耶穌已經成爲我們學校的榜樣了。
[00:04:10.500 --> 00:04:13.500]  所以,不要怕祂小。
[00:04:13.500 --> 00:04:19.500]  最重要的是,不要小看我們年輕。
[00:04:19.500 --> 00:04:29.500]  前段時間我在新華和團契分享,不要叫人小看你年老,不要叫人小看你年長。
[00:04:30.500 --> 00:04:37.500]  所以,無論任何階段,我們都能夠繼續成長,成爲別人的好榜樣。
[00:04:37.500 --> 00:04:43.500]  主耶穌在這麼小的時候,已經成爲我們很好的榜樣。
[00:04:43.500 --> 00:04:48.500]  當然,祂是神的兒子,是我們學校最高的榜樣。
[00:04:48.500 --> 00:04:52.500]  這段記錄,大家留意,它們好像是過節的。
[00:04:52.500 --> 00:04:56.500]  所以,在猶太人裏面,這個逾越節是有一個很大的節期。
[00:04:57.500 --> 00:05:00.500]  就像今天我們過了龍歷新年一樣。
[00:05:00.500 --> 00:05:05.500]  所以,他們最寶貴,就像剛纔埃塞尚魯說的,我們最好的過節做什麼呢?
[00:05:05.500 --> 00:05:08.500]  就是去聖殿慶拜。
[00:05:08.500 --> 00:05:16.500]  所以,他們就去聖殿慶拜,從拿撒冷一直到耶路撒冷,走幾天的路程。
[00:05:16.500 --> 00:05:25.500]  當時很熱鬧,因爲所有這些上去過節的猶太人,就像今天我們過年過節那樣,集體一起。
[00:05:26.500 --> 00:05:32.500]  非常快樂,很高的氣氛,一起上去聖殿慶拜,一起回來。
[00:05:32.500 --> 00:05:42.500]  所以,這個就是他們過節的時候,雨中痛落,更加以神爲樂,一段非常美好的時光。
[00:05:42.500 --> 00:05:53.500]  所以,聖殷仔和隔離倫社的人走在一起,大人很放心,叫他們自己玩,跟着隊,一起走路,一起去,一起回來。
[00:05:54.500 --> 00:06:09.500]  所以,我們剛纔留意到,他們父母都不知道,主耶穌基督還沒走,回到拿撒冷的時候還沒走,還留在聖殿裏面,他們都不知道,過了一天才知道,就是這個原因。
[00:06:09.500 --> 00:06:15.500]  所以我們見到,這個是充滿着快樂,一個美好的時候。
[00:06:16.500 --> 00:06:33.500]  在這當中,我們見到耶穌基督給我們美好的榜樣,在這裏留意到,頭一節和最後這一節,都是這樣說的,我們在這裏體會到,耶穌基督的成長是全面均衡的成長。
[00:06:33.500 --> 00:06:45.500]  爲什麼呢?一開始第四十節就這麼說:孩子,漸漸長大,強健起來,充滿智慧,又有上帝的恩在他身上。
[00:06:46.500 --> 00:07:12.500]  最後結束,又是類似的經文記載,耶穌的智慧和新良,還沒止,和並上帝喜愛他的心,和人喜愛他的心,都一起增長,所以這是全面均衡的成長,全面均衡的成長。
[00:07:13.500 --> 00:07:40.500]  所以我們看見,這包括了所有方面,包括起碼這幾方面,第一,智慧代表什麼?代表智力,這裏也包括Mental,Mental就是內心,不單止是IQ,也是代表我們的EQ,就是我們心靈裏面充滿的智慧。
[00:07:41.500 --> 00:08:10.500]  第二,新良,新良代表什麼?新良代表體力,我們現在拜年最多是祝大傢什麼?身體健康,因爲這個真的很重要,沒有健康就做不到事,所以體力,我們發覺耶穌基督有很好的體力,所以後來我們看見他承受很大的人生的責任,他做大哥,要擔起全頭家,爸爸早就離開了,他是木匠,是神。
[00:08:11.500 --> 00:08:32.500]  是神的兒子,有很多勞苦工作,後來我們看見他真的爲我們揹負我們的痛苦,忍受鞭傷,在極其痛苦,體力很弱,不能睡覺的情況,還要背起沉重的十字架,如果沒有這些體力,真的承受不了。
[00:08:33.500 --> 00:09:02.500]  當然,耶穌也耗盡了所有的一切,就是獻上,成爲贖罪祭,爲我們犧牲。所以,他的體力也是很好的,然後呢,神的愛,這個代表什麼?與神的關係,這個是與神的關係,靈性上,靈性上有美好的成長,然後呢,還有什麼?有神的愛,還有什麼?
[00:09:03.500 --> 00:09:30.500]  是,有人愛,人愛就是代表與人的關係,與人的關係,這個代表relational,或者social的一方面。所以,我們看見他,自小就能夠對立如流,和那些很年長的人,也可以打成一片,那些大人看見他,覺得他很聰明,他也很尊敬那些年長,尊敬他的父母。
[00:09:31.500 --> 00:10:00.500]  所以,我們看見他與人的關係很好,我們看到這裏,他是有一個很均衡的成長,當然,在聖經裏面,字眼沒有說,但是我們的內容能夠明白,他在情感上,剛纔我說到的這個智力,也包括他的mental,代表他的情感上,非常地健康,他能夠很明白人家心裏面的問題。
[00:10:01.500 --> 00:10:19.500]  所以,我們看到耶穌基督在這裏,不是單方面,是全面的,不是側向一邊,而是平衡的,均衡的,來成長的。
[00:10:20.500 --> 00:10:34.500]  大家覺得自己是否均衡呢?智力好嗎?mental health好嗎?physical health好嗎?
[00:10:35.500 --> 00:10:53.500]  有些人仍然在鬥,我們這麼上一年多就不會說perfect了,覺得他也不錯了,所以最重要祝大家身體健康,也希望是的,但是,也不要只是身體健康,漏了其他那幾樣,那就不均衡了。
[00:10:54.500 --> 00:11:13.500]  靈性好嗎?跟神的愛的關係好嗎?也好,也不錯。要不要進步?每個人都要進步,因爲我們愛神的心永遠都不夠。
[00:11:14.500 --> 00:11:28.500]  跟人的關係好嗎?有些入頭有些不敢說,有些有點領導,又要一起進步。
[00:11:29.500 --> 00:11:48.500]  有哪一樣特別好的?特別好有哪一樣?情感特別好,智力特別好,知識,智慧包括知識,知識很豐富,好不好?好。
[00:11:49.500 --> 00:12:09.500]  現在你不懂就很容易了,有個大學叫Google大學,上兩堂課,現在知識爆炸,不過如果我們只是知識爆炸,但是又不去見人,跟人的關係好不好?
[00:12:10.500 --> 00:12:27.500]  所以在網上的弟兄姊妹,如果你可以的,不要只是躲在家裏,要回來,因爲只是在家裏看Google大學上課,就偏在一邊了,很容易危險。
[00:12:28.500 --> 00:12:57.500]  所以要追求各方面平衡,能夠均衡地成長,事實上我們華人都有很多時候不均衡,因爲好像你留意一下我們很着重什麼?很着重子女讀書很厲害,但是又不太着重他們的靈性,或者有時候不太着重他們和人的關係,只是要他們讀書很厲害。
[00:12:58.500 --> 00:13:18.500]  所以有時候我們中國人也有時候會偏變,偏差一面。我們基督徒有沒有偏變?基督徒有沒有偏變?都有,所以如果你不好好的來追求,好像耶穌基督這樣全面成長,有時候做基督徒也會偏變,這個也是有時候我們的危機。
[00:13:19.500 --> 00:13:34.500]  在過往基督教的歷史裏面,事實上有很多地方有偏差,或者走極端,有的時候偏在一邊,沒有全面的認識聖經的真理或者神學,有時候會走危險。
[00:13:35.500 --> 00:14:02.500]  所以我們求神幫助,好像很多年前他們很反對神學知識,在我們中國教會初期的時候很反對神學知識,反對神學追求,那些傳道人不需要讀神學,認爲讀神學追求知識不着重靈性。
[00:14:03.500 --> 00:14:22.500]  所以現在我們越來越發展,很多我們的華人教會很着重全面的靈性,侍奉,身體,智力,神學的知識,實際的去目會,現在神學院真的嚴格很多,和全面很多。
[00:14:23.500 --> 00:14:45.500]  反過來,西方神學院也有問題,他們着重知識很強,但有時候不太着重靈性的栽培,知識很強,但很少着重祈禱,很少着重靈脩的操練,所以近年來這幾十年,大家一起去反省,從這些極端的改變回來。
[00:14:46.500 --> 00:14:55.500]  現在很多西方神學院都很着重靈脩神學,着重靈命塑造這方面,這是非常好的事。
[00:14:56.500 --> 00:15:21.500]  所以,有時候我們很容易會偏偏的,我們不小心,我們基督徒很容易會有不完整的成長。有些人很反對教會不應該辦健康講座,或者是講心理學,以往有一段時間是很反對這些的。
[00:15:22.500 --> 00:15:31.500]  後來慢慢又覺得,其實不是啊,在教會里面我們也應該去着求,所以我們有個團計叫做"運動團計",挺好的。
[00:15:32.500 --> 00:15:53.500]  我們有心理學,其實有很多地方有時候會着重人性化,人本化,是有危險的。但是如果我們知道,那些心理學是神的,幫助我們瞭解我們人性,情緒的健康,如何用聖經的原則去解決它。
[00:15:54.500 --> 00:16:13.500]  用基督教的亮光和神學的聖經給我們的引導,瞭解人性,瞭解心理,瞭解家庭,婚姻,如何親子,這些都是很重要的,我們基督徒需要平衡的追求。
[00:16:14.500 --> 00:16:28.500]  所以我自己在我的研究論文裏,把心理學和聖經的神學結合在一起,寫了一個序言,特別是提到我們基督教對心理學的看法,應該怎麼看。
[00:16:29.500 --> 00:16:47.500]  所以我們看到這些都是需要一個平衡的看法,平衡的追求。今天也有些基督徒只是着重身體,身體健康最重要,健不健康最重要,真的。但是很少着重靈性。
[00:16:48.500 --> 00:16:59.500]  有些基督徒每天都着重很多運動,健康飲食,但是又不見他們每天都很好的靈脩,讀經,回教會。
[00:17:00.500 --> 00:17:19.500]  有時候就寫在一邊,我們着重身體,但是沒有着重靈性。反過來,有些基督徒又着重靈性,又不着重身體,又是一個問題。所以他們認爲靈性最重要,又不注重身體健康,又沒有健康常識。
[00:17:20.500 --> 00:17:31.500]  有些基督徒也偏扁,結果有些基督徒,醫生不肯去看,他認爲要祈禱就可以了。也是一個極端的看法。
[00:17:31.500 --> 00:17:40.500]  所以就這樣講很多的例子,你就知道,做基督徒有時候都會有容易偏差,會走極端,有時候不平衡。
[00:17:41.500 --> 00:17:54.500]  那自己在哪一方面不夠平衡呢?今年我們只着重身體健康,完全不着重每天靈脩,追求神那些,那就不平衡了,今年要進步一下。
[00:17:54.500 --> 00:18:07.500]  你說我只着重祈禱,讀經,很少注重飲食健康,運動。那今年你的目標就是做多些運動,注重身體健康。
[00:18:08.500 --> 00:18:22.500]  因爲我們全個人都是屬於神的,不復分割他,只是靈性和身體,或者只是情緒。因爲我們全人都是屬於上帝的。
[00:18:22.500 --> 00:18:28.500]  過往也有一些神學的看法,將靈魂體分割掉。
[00:18:29.500 --> 00:18:41.500]  所以曾經有段時間中學教會很着重我們的魂要控制我們的身體,那個靈要控制我們的魂等等,這些說法。
[00:18:41.500 --> 00:18:50.500]  其實這種說法也有它的毛病在當中,雖然不是絕對的錯,但是也有它的毛病。
[00:18:51.500 --> 00:19:04.500]  在聖經中正確的看法還是偏差的,因爲神創造我們的時候,身體和靈魂是全人的,整體的,是不應該將它完全分割的。
[00:19:04.500 --> 00:19:18.500]  其實初期教會面對樂斯底主義,在希臘的哲學中,他們將身體和靈魂完全分割了,這個二分法,或者二元論,這種看法是異端的。
[00:19:19.500 --> 00:19:29.500]  所以,他們這種極端的將身體和靈魂分割的看法,其實是不合聖經的。
[00:19:29.500 --> 00:19:42.500]  在聖經中,其實很着重我們的身體和靈魂是整體的,我們全人是神所創造的,神要拯救我們的靈魂,將來我們的身體要復活的。
[00:19:43.500 --> 00:19:49.500]  所以,這是我們最終的完成,神的救贖的計劃。
[00:19:49.500 --> 00:19:52.500]  真是新年有很多氣氛啊!
[00:19:52.500 --> 00:19:56.500]  請留意一下,將你的手機關掉。
[00:19:56.500 --> 00:20:01.500]  有時候我也會記得,我們有體諒,不要緊,提醒了就好了。
[00:20:04.500 --> 00:20:15.500]  你家裏就不要說,我家裏現在沒有人打藥啊,不是啊,我家裏有更多打藥啊,請你暫時在家裏崇拜的時候,不要一邊聽講道,一邊喫早餐,好嗎?
[00:20:15.500 --> 00:20:20.500]  專心崇拜,關掉電話,在這個時候分別爲聖。
[00:20:20.500 --> 00:20:27.500]  所以,我們在這裏,給我們看見,真是,這種情況。
[00:20:28.500 --> 00:20:34.500]  另一種極端是什麼呢?有時候就是,我着重靈性就好了,跟神的關係。
[00:20:34.500 --> 00:20:40.500]  我不需要跟人的關係好,你有沒有聽過基督徒這樣追求的?
[00:20:40.500 --> 00:20:46.500]  所以,跟神的關係好就行了,跟人的關係,沒什麼所謂。
[00:20:46.500 --> 00:20:55.500]  意思是什麼呢?有時候他很屬靈,但是呢,一跟人相處,就會狀板多於喫飯。
[00:20:57.500 --> 00:21:07.500]  又不懂禮貌,又不分先後,又不分大小。
[00:21:07.500 --> 00:21:13.500]  總之,就無法分寸。
[00:21:13.500 --> 00:21:16.500]  所以,我們發覺,這種情況也是這樣。
[00:21:16.500 --> 00:21:24.500]  他做基督徒很多年了,翻譯了很多年了,追求聖經知識很多了,但是他一跟人相處,就有很多問題。
[00:21:25.500 --> 00:21:28.500]  這又是另一種極端,或者不平衡。
[00:21:28.500 --> 00:21:36.500]  反過來,有些基督徒很圓滑,做人面面俱圓,人人都覺得他好。
[00:21:36.500 --> 00:21:43.500]  聖經說,人人都說你好的時候,就會有禍了。
[00:21:43.500 --> 00:21:47.500]  因爲他總是不得罪人,爲什麼呢?因爲他沒有原則。
[00:21:48.500 --> 00:21:55.500]  他總是,人家說什麼,他就說很OK,人家說什麼,就說YES。他沒有真理原則。
[00:21:55.500 --> 00:22:04.500]  他跟神的關係不是很好,所以他就靠人肯定他,靠人家來給他的價值。
[00:22:04.500 --> 00:22:08.500]  所以這又是另一種極端的問題。
[00:22:09.500 --> 00:22:23.500]  就這樣說,如果你偏向一邊,沒有留意另一方面的時候,我們的成長就不完整,我們的成長就不均衡,我們的成長就會走極端。
[00:22:23.500 --> 00:22:27.500]  這樣就不像主耶穌。
[00:22:27.500 --> 00:22:34.500]  所以我們發覺,在我們家裏邊,當你有些未信主的家人,你要懂得和他們相處。
[00:22:35.500 --> 00:22:44.500]  因爲你不能用你的一套,硬套在他們身上,他們覺得你很熟練,但是你卻不能夠和他們有所共鳴。
[00:22:44.500 --> 00:23:00.500]  當然我們向不同人拜年的時候,有不同的說法,但是我們其實就是神給我們的智慧,如何和他們,又有真理的原則,但是又能夠和他們有好的關係。
[00:23:01.500 --> 00:23:06.500]  這個真的是需要神給我們的聰明智慧。
[00:23:06.500 --> 00:23:10.500]  我們都是一路這樣學習,因爲有時候撞了板,一路這樣學習。
[00:23:10.500 --> 00:23:20.500]  我過往想起年輕的時候,有些事情,因爲信仰的表達,但是得罪了人,但是可能會有些方法做得好一點。
[00:23:20.500 --> 00:23:24.500]  我現在重新做過,我會學習做得好一點。
[00:23:25.500 --> 00:23:35.500]  當然神欣賞我們,我們對祂的心,總是我們對神敬畏,從神那裏希望祂的血是最好的。
[00:23:35.500 --> 00:23:44.500]  但是神希望我們像主耶穌一樣,祂既和很多人有清楚的立場,祂也不怕得罪人。
[00:23:45.500 --> 00:23:56.500]  但是同時祂也成爲罪人的朋友,那些別人也拒絕祂的,祂能夠和他們成爲有美好的關係。
[00:23:56.500 --> 00:24:03.500]  所以耶穌基督實在是在不同的人當中,好像保留說做不同的人,爲要多得人。
[00:24:04.500 --> 00:24:18.500]  所以這就是這種屬靈的智慧,和神的關係,和人的關係,能夠有新心靈各方面的健康,和一個正常的心靈。
[00:24:18.500 --> 00:24:25.500]  所以在這裏我們看到這是一種非常好的,讓我們學習的榜樣。
[00:24:26.500 --> 00:24:36.500]  我們今年檢討一下哪一方面有缺陷的,我們重新在那方面來補足一下,重新學習一下,重新進步一下。
[00:24:36.500 --> 00:24:43.500]  求主幫助我們學習耶穌,全面均衡成長。Amen!
[00:24:43.500 --> 00:24:49.500]  第二我們看到,這就是耶穌第二個給我們在這裏看到的好榜樣。
[00:24:50.500 --> 00:25:00.500]  不單止是祂的智慧、新量、神和人在祂的心裏一體增長。在這裏給我們看到耶穌有一個很清楚的人生的目的,這個很重要。
[00:25:00.500 --> 00:25:09.500]  耶穌這麼說,祂爲什麼找我呢?豈不知我應當以我父的事爲念嗎?
[00:25:10.500 --> 00:25:25.500]  在耶穌聖經裏面記載第一句講的說話,你知不知道是哪一句?在耶穌四個福音書裏面,加上聖唐傳,耶穌有講話的,有記載。
[00:25:25.500 --> 00:25:35.500]  如果你讀一些聖經,叫紅字聖經,紅字聖經就是說耶穌講的那些,祂就用紅字寫的,有沒有讀過這些聖經?有吧!
[00:25:36.500 --> 00:25:47.500]  你知不知道第一句紅字聖經在聖經裏面出現,耶穌講第一句說話是哪一句說話?就是這一句,因爲是最年輕的。
[00:25:47.500 --> 00:25:58.500]  在十二歲的時候,祂就開始講這句說話,可見祂的人生的目的很正確,一開始就很正確。
[00:25:59.500 --> 00:26:20.500]  其實,飛基督徒是否注重知識?當然是注重知識,我們應該向他們請教,有些飛基督徒的朋友、親戚、朋友、鄰舍,他們認識的東西很多,認識的東西比我們多很多,當然有些東西我們可以幫助他們。
[00:26:21.500 --> 00:26:35.500]  學問、健康、人際關係、教育原則、處理家庭、婚姻家庭。
[00:26:36.500 --> 00:26:55.500]  飛基督徒絕對不差,有沒有你的同事、同學,真是很好的東西,你很佩服他們,做人很得體、很禮貌,他們待人處世,你都覺得很佩服。
[00:26:56.500 --> 00:27:16.500]  事實上,教育原理,得、治、體、羣、美,着不着重?都着重啊,人世間都着重這些,很平衡,得、治、體、羣、美,所以正確的成長,平衡的成長,應該包括這些。
[00:27:17.500 --> 00:27:38.500]  聖經裏面有所有,所以好啊。但是飛基督徒和我們不同的,一樣東西很不同,就是這些,所有這些一體,好了,你很好了,很均衡了,很有成就了,得、治、體、羣、美都很好了,身體、智慧與人關係都很好了。
[00:27:39.500 --> 00:27:48.500]  但是究竟有什麼目標呢?有什麼目的呢?你身體很好,長命百歲,究竟你活在這個世界有什麼目的呢?
[00:27:48.500 --> 00:27:57.500]  你人世關係好好,面面俱圓,個個都說你好了,那究竟你在這個人世當中有什麼目的呢?
[00:27:58.500 --> 00:28:17.500]  所以,所有這些好,是有一個目的的,去帶動我們,所以叫做purpose driven,就是說你人生有什麼目的,去令到你去操練,我要和人的關係更加好,我的身體更加健康,我的智商,我的EQ,我的IQ都要好。
[00:28:18.500 --> 00:28:35.500]  那我們這些好,是爲了什麼呢?爲了炫耀自己?爲了你說我做人多成功?不是啊,你說我很厲害,我做生意很厲害,我很聰明,那究竟是爲了什麼呢?是爲了你,還是爲了誰呢?
[00:28:36.500 --> 00:28:51.500]  所以耶穌說,所有這些好,均衡的成長,所有這些好,是爲了一個目的,目的就是以我的父爲念,所以弟兄姊妹,祝你身體健康,真的好啊,但我們身體健康,我們做什麼呢?
[00:28:51.500 --> 00:29:01.500]  祝你長壽百歲,那長壽百歲,究竟你活在這個世界有什麼目的呢?
[00:29:03.500 --> 00:29:23.500]  所以我們看到,原來耶穌基督給我們的榜樣就是,祂以父的事爲念,所有這些一切,爲了榮耀神,所有這些一切,爲了要預備自己,讓神去使用,這個就是耶穌基督成長的目的,以祂的父的事爲念。
[00:29:24.500 --> 00:29:40.500]  所以原來,我們所有的一切,我們的身體、靈魂、全人,都要爲主,爲耶穌而活,爲主的事,來擺上我們的人生,神給我們一切這些福氣。
[00:29:41.500 --> 00:29:58.500]  這個就是我們人生的目標,完全爲神而活,紀念天父的事。所以耶穌教我們的祈禱也是,我們在天上的父,願禰的國降臨,願禰的子以行在地上,如同行在天上。
[00:29:59.500 --> 00:30:15.500]  這三個願,就是耶穌基督在開始的時候,就已經立定心志來到這個世界,祂的目標。這個原文,其實最簡單的譯法就是,在我父親的家裏。
[00:30:16.500 --> 00:30:36.500]  所以當瑪利亞和約瑟問他,你在這裏幹什麼?他說,爲什麼你找我呢?你豈不知我在我父親的家裏是什麼?所以耶穌說,其實我在這個世界上,以我父親的家爲我的家,以我父親的家爲念。
[00:30:37.500 --> 00:31:06.500]  當然,這個和合本也翻譯得很好,他說,我應當以我父親的事爲念。所以意思就是,我以我父親,以父親爲我的爸爸,以我父親的家爲我最終的歸宿,以父親的家爲我的所有,以父親的事爲我人生的目標,以父親的事爲我這個人生活着的意義的最終。
[00:31:07.500 --> 00:31:15.500]  這個就是耶穌基督告訴我們祂人生目的的正確。
[00:31:15.500 --> 00:31:32.500]  我們人和其他動物不同的地方就是我們有靈,這是真的。我們有一個靈魂,這樣才完整。所以神創造人的時候,完整的人是有靈魂,有身體。
[00:31:33.500 --> 00:31:57.500]  所以靈魂是幫助我們和神溝通的。我們從來沒有見過動物有宗教活動的,有沒有?有沒有見到你的貓拿着香拜神?如果有,肯定那隻貓是AI貓(Artificial Intelligence)。
[00:31:58.500 --> 00:32:19.500]  所以它不是人造出來的,它裏面沒有靈魂的,沒有見到動物有靈魂的,見到這個世界裏面沒有任何一樣東西,好像人一樣有那麼多,在每樣東西都牽涉一些宗教性的,在美術有,音樂有,在過年過節的節日有。
[00:32:20.500 --> 00:32:38.500]  當然,就是因爲人裏面有一種渴慕與靈魂裏面的那種需要,來到這種渴慕。只有神能夠滿足,也只有人有這個能力去和神交通。
[00:32:39.500 --> 00:33:00.500]  所以,如果我們缺少了這部分,就等於跟動物一樣,不同的地方就是我們能夠與神交通。所以神創造我們人的目的,就不只是爲了喫飯,就是睡覺,然後過了一年,最後過了兩年,過了三年,十幾年,動物就死了。
[00:33:01.500 --> 00:33:13.500]  當然,動物比人還要長命,有哪些動物比人還要長命呢?鯨魚啊,烏龜啊,有些植物都比人還要長命,你知道嗎?
[00:33:17.500 --> 00:33:43.500]  人生命的目的究竟是爲了什麼呢?如果我們一年過了一年,喫飯,睡覺,循環,然後有一天就結束了,就算有多少健康也好,多少學問也好,多少知識也好,在這個世界上認識多少人也好,最後也等於沒有,就等於像動物一樣。
[00:33:44.500 --> 00:33:59.500]  我們養過狗,養過貓,養過魚,我們知道有一天,養過植物,養過這些,有一天,那是不是人就是這樣呢?不是。我們人有永遠的靈魂,這就是我們特別的地方。
[00:34:00.500 --> 00:34:28.500]  所以今天我們活着,我們在人生當中是有一個目的的,這個目的是一個神聖的目的,這個神聖的目的就是爲了我們完成神創造我們的目的,拯救我們的目的,我們以父的事爲念,在人生當中我們能夠連接於上帝創造主,其實活出上帝在我們人生當中的計劃和意義,這個就是我們人生的目的。
[00:34:29.500 --> 00:34:45.500]  所以真正的屬靈,不是撇棄,又不是隻擁有一些熟悉的學問知識,甚至聖經的知識,或者是身體的健康,人際關係等等,這些都是很好的,是神給我們的祝福。
[00:34:46.500 --> 00:35:10.500]  但是神祝福我們這些,是要我們完成我們人生的目的,是叫我們能夠盡心,儘性,盡意,盡力,平不平衡?盡心,儘性,盡意,盡力,平衡咯,全部都平衡咯,有心有性有意有力,即是你得志體羣,什麼都有齊。
[00:35:11.500 --> 00:35:23.500]  然後盡心,儘性,盡意,盡力去愛你的上帝,盡心,儘性,盡意,盡力去愛主你的神。
[00:35:24.500 --> 00:35:46.500]  其次也相仿,就是愛你,好似愛你這樣去愛人,要不要愛你自己?要,不過不是人本主義那種愛你自己,什麼都要self center那種愛你自己,是用神的眼光去愛你自己。
[00:35:47.500 --> 00:36:15.500]  即是說神這樣愛我,我要活着我的人生,要去完成一個神在我身上的美好的計劃,去愛我自己,去看重我在神眼中的寶貴,我的價值不是在乎人怎樣看我,我的價值不是在乎我有多少錢,我的價值不是在乎我有多厲害的學問,我的價值是在乎神很愛我,很愛你。
[00:36:16.500 --> 00:36:32.500]  愛人,好似這樣愛法,所以看人都是這樣,不是在乎他有多少學問,他有多少知識,他有多少金錢,他有多厲害,是因爲神愛他,所以神愛他,我們也愛他。
[00:36:32.500 --> 00:36:42.500]  Amen?盡心,盡意,儘性,盡力,愛主你的神,這個就是你的目的。
[00:36:43.500 --> 00:36:47.500]  其次,愛人如己。
[00:36:47.500 --> 00:37:04.500]  所以這個就是神給我們,以神居首位,對於聖靈在我們身上的幫助,尋求祂的幫助,活出聖靈所結的果子。聖靈所結的果子真是多方面,真是很均衡。
[00:37:05.500 --> 00:37:22.500]  所以我們不分割,這個是屬靈還是屬世,其實屬靈和屬世的意思就是說,你是不是依靠聖靈去過你再世的生活,這樣的意思。
[00:37:22.500 --> 00:37:30.500]  所以不是有些東西,我回教會就屬靈,我上班我就可以屬世,這樣就不對了。
[00:37:31.500 --> 00:37:50.500]  有一次有一個座談會,在一個大學裏,來幫助學生考慮他們將來的職業,請了好幾位嘉賓做一個座談會,座談的嘉賓。
[00:37:51.500 --> 00:38:01.500]  通常先介紹一下他們的職業,將來你們的職業裏面想做些什麼,可以聽他們怎樣講,怎樣去考慮他們人生的職業。
[00:38:01.500 --> 00:38:07.500]  第一個介紹他自己的什麼名字,我是律師,我的職業是律師。
[00:38:07.500 --> 00:38:20.500]  第二個介紹我什麼名字,我做business,我自己開我的small business,我是一個企業家,所以他就介紹他自己。
[00:38:21.500 --> 00:38:32.500]  因爲這是基督教大學,第三個介紹我是一個傳道人,所以我人生是蒙神呼召,我的人生目的就是傳道人。
[00:38:32.500 --> 00:38:38.500]  第四個介紹他自己的什麼名字,我是醫生。
[00:38:39.500 --> 00:38:54.500]  第五個介紹他介紹他自己的人生呼召,我是基督徒。所以當其他人介紹他自己的職業的時候,這個人介紹他是基督徒。
[00:38:55.500 --> 00:39:09.500]  我人生的照明,其實這個vocation的意思,vocation大家知道是職業,vocation的意思就是一個照明,意思是說你透過這個職業去完成你人生的一個目的,一個照明。
