
[00:00:00.000 --> 00:00:03.000]  各位電影姊妹 各位朋友 早安
[00:01:58.000 --> 00:02:01.000]  又可以承擔自己所做的事的後果
[00:02:01.000 --> 00:02:03.000]  做得出就不怕認
[00:02:03.000 --> 00:02:06.000]  有些人更加加上了一些外在的表現
[00:02:06.000 --> 00:02:08.000]  譬如說氣宇軒昂
[00:02:08.000 --> 00:02:11.000]  給人一些很有信心的感覺 信得過的
[00:02:11.000 --> 00:02:14.000]  學富五車 說話很有學識
[00:02:14.000 --> 00:02:19.000]  衣著整潔 讓人覺得他懂得尊重每一個場合
[00:02:20.000 --> 00:02:22.000]  各位電影姐妹 各位朋友
[00:02:22.000 --> 00:02:25.000]  不知道你又怎樣去解讀甚麼是夠man呢
[00:02:25.000 --> 00:02:28.000]  不如讓我們在聖經當中
[00:02:28.000 --> 00:02:31.000]  藉著神的啟示 神音默示
[00:02:31.000 --> 00:02:33.000]  藉著若白的生平事蹟
[00:02:33.000 --> 00:02:35.000]  看看甚麼是一個好男人
[00:02:35.000 --> 00:02:37.000]  一個好man 一個好丈夫
[00:02:37.000 --> 00:02:40.000]  然後成為一個好man的父親
[00:02:40.000 --> 00:02:43.000]  我們再看若白記第一章
[00:02:43.000 --> 00:02:46.000]  剛才主席跟我們很清楚地讀出來
[00:02:51.000 --> 00:02:54.000]  若白記第一章 第一節
[00:02:54.000 --> 00:02:57.000]  第一方面想跟大家分享的是
[00:02:57.000 --> 00:02:59.000]  講到若白的生命表現
[00:02:59.000 --> 00:03:00.000]  他是一個好man
[00:03:00.000 --> 00:03:03.000]  經文第一章第一節裏說
[00:03:03.000 --> 00:03:05.000]  烏斯地有一個人
[00:03:05.000 --> 00:03:07.000]  很特別地在這裏寫
[00:03:07.000 --> 00:03:08.000]  烏斯地有一個人
[00:03:08.000 --> 00:03:12.000]  不是說烏斯地 若白甚麼甚麼
[00:03:12.000 --> 00:03:13.000]  他只是說他是一個人
[00:03:13.000 --> 00:03:15.000]  一個人就好像我和你一樣
[00:03:15.000 --> 00:03:17.000]  有感情 有生活
[00:03:17.000 --> 00:03:20.000]  烏斯在哪裏呢 大家有空就回去看看
[00:03:20.000 --> 00:03:23.000]  聖經地圖有 教會聖經後面也有
[00:03:23.000 --> 00:03:24.000]  很多聖經後面也有
[00:03:24.000 --> 00:03:26.000]  烏斯在以東的地方
[00:03:26.000 --> 00:03:28.000]  大約在死海南部
[00:03:28.000 --> 00:03:31.000]  和紅海以北的一個地方
[00:03:31.000 --> 00:03:34.000]  烏斯地有一個人 他叫若白
[00:03:34.000 --> 00:03:35.000]  這個人怎樣呢
[00:03:35.000 --> 00:03:37.000]  聖經說他是完全正直
[00:03:37.000 --> 00:03:39.000]  敬畏神 遠離惡事
[00:03:39.000 --> 00:03:43.000]  完全 完全是表示他成熟
[00:03:43.000 --> 00:03:47.000]  是完備 但不表示他絕對沒有犯罪
[00:03:47.000 --> 00:03:50.000]  只不過是說他在靈命上是一個大人
[00:03:50.000 --> 00:03:51.000]  他已經長大成人
[00:03:51.000 --> 00:03:53.000]  他不是一個屬靈上的嬰兒
[00:03:53.000 --> 00:03:55.000]  他不是初信主那些
[00:03:55.000 --> 00:03:59.000]  這節經文給若白的一個評語
[00:03:59.000 --> 00:04:01.000]  就是說他是一個好人
[00:04:01.000 --> 00:04:04.000]  但到底他怎樣好
[00:04:04.000 --> 00:04:08.000]  有多好 就沒有說
[00:04:08.000 --> 00:04:10.000]  我們就需要從另一段經文裏
[00:04:10.000 --> 00:04:13.000]  了解一下若白到底怎樣好
[00:04:13.000 --> 00:04:15.000]  他對人怎樣好
[00:04:15.000 --> 00:04:18.000]  另一段經文是在約伯記第31章
[00:04:18.000 --> 00:04:20.000]  我沒有告訴主席
[00:04:20.000 --> 00:04:21.000]  所以沒有印出來
[00:04:21.000 --> 00:04:23.000]  大家就需要看一下
[00:04:23.000 --> 00:04:25.000]  你可以打開教會的聖經
[00:04:25.000 --> 00:04:26.000]  約伯記第31章
[00:04:26.000 --> 00:04:28.000]  又或者看電子版的聖經
[00:04:28.000 --> 00:04:31.000]  其實我都做了powerpoint
[00:04:31.000 --> 00:04:35.000]  如果我們只看約伯記第31章這段經文
[00:04:35.000 --> 00:04:36.000]  我們可能會覺得
[00:04:36.000 --> 00:04:40.000]  若白很恣意 誇讚自己的行為
[00:04:40.000 --> 00:04:43.000]  整章聖經說自己做了什麼好事
[00:04:43.000 --> 00:04:45.000]  讚自己的行為
[00:04:45.000 --> 00:04:46.000]  但我們不同
[00:04:46.000 --> 00:04:49.000]  我們有約伯記第一至第二章的背景
[00:04:49.000 --> 00:04:50.000]  我們知道當時
[00:04:50.000 --> 00:04:52.000]  若白是受到撒旦的試探
[00:04:52.000 --> 00:04:54.000]  經歷了很大很大的苦難
[00:04:54.000 --> 00:04:57.000]  而他的朋友就強硬要說他
[00:04:57.000 --> 00:04:58.000]  說他因為犯了罪
[00:04:58.000 --> 00:05:00.000]  所以遭遇這些災難
[00:05:00.000 --> 00:05:03.000]  若白和他的朋友辯論的時候
[00:05:03.000 --> 00:05:06.000]  為了要幫自己解說
[00:05:06.000 --> 00:05:10.000]  所以就有約伯記第31章這個記載
[00:05:10.000 --> 00:05:12.000]  我們看看約伯記第31章
[00:05:12.000 --> 00:05:14.000]  我們會分段去看
[00:05:14.000 --> 00:05:16.000]  第一至第四節
[00:05:16.000 --> 00:05:17.000]  首先是第一至第四節
[00:05:17.000 --> 00:05:19.000]  大家都有看到 預備
[00:05:19.000 --> 00:05:21.000]  我想請弟兄
[00:05:21.000 --> 00:05:23.000]  或者在場的藍線
[00:05:23.000 --> 00:05:26.000]  讀出約伯記第31章一至四節
[00:05:26.000 --> 00:05:29.000]  找到了 預備開始
[00:05:29.000 --> 00:05:35.000]  我與眼睛泪若怎能戀戀尖望處女呢
[00:05:35.000 --> 00:05:38.000]  從至上的神所得之分
[00:05:38.000 --> 00:05:42.000]  從至高全能者所得之業是什麼呢
[00:05:42.000 --> 00:05:45.000]  豈不是禍患臨到不義的
[00:05:45.000 --> 00:05:48.000]  災害臨到作孽的呢
[00:05:48.000 --> 00:05:51.000]  神豈不是察看我的道路
[00:05:51.000 --> 00:05:54.000]  數點我的腳步呢
[00:05:54.000 --> 00:05:57.000]  約伯在這段經文裡
[00:05:57.000 --> 00:06:02.000]  表現出他有一個純正的心思
[00:06:02.000 --> 00:06:12.000]  約伯明白到眼睛與意念彼此之間的關係
[00:06:12.000 --> 00:06:15.000]  他曾經定義不准許他的眼睛誘惑他
[00:06:15.000 --> 00:06:18.000]  使他的心思偏差
[00:06:18.000 --> 00:06:21.000]  一個慾念會產生另一個慾念
[00:06:21.000 --> 00:06:24.000]  就像大衛和拔士巴的罪行
[00:06:24.000 --> 00:06:27.000]  也是在他窺看的沐浴後發生
[00:06:27.000 --> 00:06:30.000]  但約伯卻要與自己的眼睛立約
[00:06:30.000 --> 00:06:33.000]  要拼取一切引起慾念的思路
[00:06:33.000 --> 00:06:35.000]  約伯是有智慧的
[00:06:35.000 --> 00:06:38.000]  他能夠看出試探的模式
[00:06:38.000 --> 00:06:41.000]  感官的刺激 生發慾念
[00:06:41.000 --> 00:06:43.000]  然後付諸行動
[00:06:43.000 --> 00:06:46.000]  他更知道神會察看他的道路
[00:06:46.000 --> 00:06:50.000]  是不能瞞騙神的
[00:06:52.000 --> 00:06:55.000]  第四節:神豈不察看我的道路
[00:06:55.000 --> 00:06:57.000]  數點我的腳步呢?
[00:06:57.000 --> 00:07:01.000]  所以我們也要留意
[00:07:01.000 --> 00:07:06.000]  我們所看的書籍 報刊 電影 電視節目
[00:07:06.000 --> 00:07:09.000]  或者是網上的資訊
[00:07:09.000 --> 00:07:12.000]  小心這些都會引起我們眼目的情慾
[00:07:12.000 --> 00:07:15.000]  然後可能會引發一些慾念
[00:07:15.000 --> 00:07:17.000]  叫我們犯罪
[00:07:17.000 --> 00:07:21.000]  第二段經文就是跟著那段
[00:07:21.000 --> 00:07:26.000]  第五至第八節
[00:07:26.000 --> 00:07:31.000]  接下來請姐妹幫我讀出第五至第八節
[00:07:31.000 --> 00:07:33.000]  預備起
[00:07:33.000 --> 00:07:35.000]  我若與虛方同行
[00:07:35.000 --> 00:07:37.000]  腳若追隨詭詐
[00:07:37.000 --> 00:07:40.000]  我若被公道的天秤稱道
[00:07:40.000 --> 00:07:43.000]  使神可以知道我的純正
[00:07:43.000 --> 00:07:46.000]  我的腳步若偏離正路
[00:07:46.000 --> 00:07:49.000]  我的心若隨著我的眼目
[00:07:49.000 --> 00:07:52.000]  若有些污黏在我手上
[00:07:52.000 --> 00:07:55.000]  就願我所種的有別人吃
[00:07:55.000 --> 00:07:58.000]  我田所產的被拔出來
[00:07:58.000 --> 00:08:02.000]  這裡說到若白有表裡一致的生活
[00:08:02.000 --> 00:08:07.000]  他的生活和動機是忠誠 正直 表裡一致
[00:08:07.000 --> 00:08:10.000]  有時候不如意的際遇
[00:08:10.000 --> 00:08:12.000]  或者是不公平的苦難
[00:08:12.000 --> 00:08:17.000]  會導致人離棄聖經和基督教的信仰
[00:08:17.000 --> 00:08:19.000]  若白沒有這樣做
[00:08:19.000 --> 00:08:22.000]  他是過著表裡一致的生活
[00:08:22.000 --> 00:08:25.000]  他厭惡虛方
[00:08:25.000 --> 00:08:28.000]  以上兩點都是態度方面
[00:08:28.000 --> 00:08:30.000]  接下來是關於行為方面
[00:08:30.000 --> 00:08:34.000]  特別是待人接物方面
[00:08:34.000 --> 00:08:38.000]  我們看第九至十二節
[00:08:38.000 --> 00:08:43.000]  接下來請弟兄或男士幫我讀出第九至十二節
[00:08:43.000 --> 00:08:44.000]  預備起
[00:08:44.000 --> 00:08:48.000]  我若受迷惑 向婦人起淫念
[00:08:48.000 --> 00:08:51.000]  在淪舍的門外遵服
[00:08:51.000 --> 00:08:54.000]  就願我的妻子給別人推磨
[00:08:54.000 --> 00:08:56.000]  別人也與她同室
[00:08:56.000 --> 00:09:01.000]  因為這是大罪 是審判官當罰的罪孽
[00:09:01.000 --> 00:09:05.000]  這本是火焚燒 直到毀滅
[00:09:05.000 --> 00:09:09.000]  必拔除我所有的家產
[00:09:09.000 --> 00:09:14.000]  若白是一個忠誠的丈夫
[00:09:14.000 --> 00:09:16.000]  在婚姻的生活上
[00:09:16.000 --> 00:09:18.000]  若白對妻子保持忠誠
[00:09:18.000 --> 00:09:21.000]  禁戒自己不發展婚姻以外的性關係
[00:09:21.000 --> 00:09:23.000]  他知道這是大罪
[00:09:23.000 --> 00:09:26.000]  也會帶來可怕的後果
[00:09:26.000 --> 00:09:28.000]  有一位牧師這樣祈禱
[00:09:28.000 --> 00:09:32.000]  他說:「主啊!如果我將來會對我的妻子不忠誠
[00:09:32.000 --> 00:09:34.000]  以致祢的名被羞辱的話
[00:09:34.000 --> 00:09:39.000]  求祢在我犯罪之前取去我的性命」
[00:10:04.000 --> 00:10:21.000]  若白是一個公平的僱主
[00:10:21.000 --> 00:10:24.000]  若白以公平去對待他的奴僕
[00:10:24.000 --> 00:10:27.000]  因為他認識到自己和他們一樣
[00:10:27.000 --> 00:10:29.000]  都是神所創造
[00:10:29.000 --> 00:10:35.000]  並且有一天他們都要同在一位公義聖潔的神面前交仗
[00:10:35.000 --> 00:10:39.000]  所以他要做公平的僱主
[00:10:39.000 --> 00:10:43.000]  接下來這段是關於他如何做一個慷慨的倫謝
[00:10:43.000 --> 00:10:47.000]  在第十六至二十三節
[00:10:47.000 --> 00:10:51.000]  經文說:「我若不容貧寒人得其所願
[00:10:51.000 --> 00:10:54.000]  或叫寡婦眼中失望
[00:10:54.000 --> 00:10:56.000]  或獨自吃我一點食物
[00:10:56.000 --> 00:10:59.000]  孤兒沒有與我同吃
[00:10:59.000 --> 00:11:01.000]  從幼年時孤兒與我同長
[00:11:01.000 --> 00:11:03.000]  好像父子一樣
[00:11:03.000 --> 00:11:06.000]  我從出無福就輔助寡婦
[00:11:06.000 --> 00:11:09.000]  我若見人因無依死亡
[00:11:09.000 --> 00:11:12.000]  或見窮乏人身無遮蓋
[00:11:12.000 --> 00:11:15.000]  我若不使他因我讓的無德得戀
[00:11:15.000 --> 00:11:17.000]  為我祝福
[00:11:17.000 --> 00:11:20.000]  我若在城門口見有幫助我的
[00:11:20.000 --> 00:11:22.000]  舉手攻擊孤兒
[00:11:22.000 --> 00:11:26.000]  情願我的肩頭從缺盆骨脫落
[00:11:26.000 --> 00:11:29.000]  我的臂膀從羊齒骨截斷
[00:11:29.000 --> 00:11:32.000]  因神降的災禍使我恐懼
[00:11:32.000 --> 00:11:34.000]  因他的威嚴我不能妄為
[00:11:34.000 --> 00:11:36.000]  約伯正直的行為
[00:11:36.000 --> 00:11:40.000]  惠及他周圍不幸的人」
[00:11:40.000 --> 00:11:46.000]  第六段經文在第二十四至二十八節
[00:11:46.000 --> 00:11:52.000]  第六段經文在第二十四至二十八節
[00:12:16.000 --> 00:12:24.000]  約伯是一個敬畏神的財主
[00:12:24.000 --> 00:12:26.000]  他不但很有錢
[00:12:26.000 --> 00:12:28.000]  還很有地位
[00:12:28.000 --> 00:12:31.000]  但是約伯敬畏神
[00:12:31.000 --> 00:12:33.000]  他不倚靠財富
[00:12:33.000 --> 00:12:36.000]  不會崇尚金錢物質
[00:12:36.000 --> 00:12:39.000]  他也不敬拜偶像
[00:12:39.000 --> 00:12:40.000]  或者解釋一下
[00:12:40.000 --> 00:12:44.000]  第二十七節說到他口變親手
[00:12:44.000 --> 00:12:49.000]  其實用口親手是一種敬拜的方式
[00:12:49.000 --> 00:12:54.000]  當時人們和偶像親嘴表示一種崇敬
[00:12:54.000 --> 00:12:56.000]  例如他敬拜金牛獨的偶像
[00:12:56.000 --> 00:12:59.000]  他會和金牛獨親嘴表示敬拜
[00:12:59.000 --> 00:13:02.000]  但偶像不是在他的眼前
[00:13:02.000 --> 00:13:04.000]  例如太陽月亮
[00:13:04.000 --> 00:13:06.000]  約見太陽發光
[00:13:06.000 --> 00:13:08.000]  明月行在空中
[00:13:08.000 --> 00:13:10.000]  如果他敬拜的偶像是太陽月亮
[00:13:10.000 --> 00:13:16.000]  他就會用嘴親手代替叩拜
[00:13:16.000 --> 00:13:18.000]  跟我們的非敏差不多
[00:13:18.000 --> 00:13:23.000]  是他們敬拜的一種方式
[00:13:23.000 --> 00:13:27.000]  接著那段經文是
[00:13:27.000 --> 00:13:30.000]  二十九節至三十二節
[00:13:30.000 --> 00:13:32.000]  同樣是三十一章
[00:13:32.000 --> 00:13:35.000]  二十九節至三十二節
[00:13:35.000 --> 00:13:37.000]  請姐妹幫我讀出
[00:13:37.000 --> 00:13:38.000]  預備起
[00:13:38.000 --> 00:13:42.000]  我若見恨我的租部就歡喜
[00:13:42.000 --> 00:13:44.000]  見他遭災便高興
[00:13:44.000 --> 00:13:46.000]  我沒有用口犯罪
[00:13:46.000 --> 00:13:48.000]  就助他的生命
[00:13:48.000 --> 00:13:51.000]  若我帳篷的人未常說
[00:13:51.000 --> 00:13:54.000]  誰不以主人的食物吃飽呢
[00:13:54.000 --> 00:13:58.000]  從來我沒有用客裡在街上住宿
[00:13:58.000 --> 00:14:03.000]  卻開門迎接行路的人
[00:14:03.000 --> 00:14:07.000]  這裡說到約伯是一個寬宏氣量的人
[00:14:07.000 --> 00:14:10.000]  約伯從來沒有對恨惡他的人幸災樂禍
[00:14:10.000 --> 00:14:13.000]  他甚至熱誠地接待陌生人
[00:14:13.000 --> 00:14:17.000]  他是仁慈忠厚的
[00:14:17.000 --> 00:14:20.000]  如果有一個如此完美的人在你面前出現
[00:14:20.000 --> 00:14:22.000]  我相信你也很想跟他做朋友
[00:14:22.000 --> 00:14:24.000]  七樣特質
[00:14:24.000 --> 00:14:25.000]  純正的心思
[00:14:25.000 --> 00:14:27.000]  表裡一致的生活
[00:14:27.000 --> 00:14:29.000]  一個忠誠的丈夫
[00:14:29.000 --> 00:14:30.000]  公平的僱主
[00:14:30.000 --> 00:14:32.000]  慷慨的鄰舍
[00:14:32.000 --> 00:14:34.000]  敬畏神的財主
[00:14:34.000 --> 00:14:38.000]  和一個寬宏氣量的人
[00:14:38.000 --> 00:14:39.000]  弟兄姊妹
[00:14:39.000 --> 00:14:45.000]  我們是否也想追求這些美好的生命素質呢?
[00:14:45.000 --> 00:14:48.000]  我想問在座有沒有未結婚的弟兄
[00:14:48.000 --> 00:14:50.000]  可以舉手嗎?
[00:14:50.000 --> 00:14:51.000]  沒有嗎?
[00:14:51.000 --> 00:14:52.000]  有的,我看見了
[00:14:52.000 --> 00:14:53.000]  不用害羞
[00:14:53.000 --> 00:14:54.000]  看見了
[00:14:54.000 --> 00:14:55.000]  未結婚的弟兄
[00:14:55.000 --> 00:14:57.000]  有些事要跟你說
[00:14:57.000 --> 00:15:03.000]  奉勸你不要只對你心儀的對象獻殷勤
[00:15:03.000 --> 00:15:05.000]  忽略對所有人
[00:15:05.000 --> 00:15:07.000]  真心對所有人好
[00:15:07.000 --> 00:15:09.000]  為甚麼呢?
[00:15:09.000 --> 00:15:12.000]  有時弟兄想追求他的對象
[00:15:12.000 --> 00:15:14.000]  就在他面前獻殷勤對他好
[00:15:14.000 --> 00:15:16.000]  對其他人可能很冷漠
[00:15:16.000 --> 00:15:17.000]  不關心
[00:15:17.000 --> 00:15:19.000]  不知道你有沒有坐過地鐵
[00:15:19.000 --> 00:15:20.000]  看見別人掛念拍拖
[00:15:20.000 --> 00:15:21.000]  融融細語
[00:15:21.000 --> 00:15:24.000]  看見老人家不讓座
[00:15:24.000 --> 00:15:26.000]  女人懷孕很辛苦
[00:15:26.000 --> 00:15:27.000]  又不讓座
[00:15:27.000 --> 00:15:28.000]  不斷掛念聊天
[00:15:28.000 --> 00:15:29.000]  很陶醉
[00:15:29.000 --> 00:15:30.000]  很甜蜜
[00:15:30.000 --> 00:15:32.000]  其實也要留意
[00:15:32.000 --> 00:15:34.000]  他們是一對夫婦
[00:15:34.000 --> 00:15:37.000]  起初未結婚時
[00:15:37.000 --> 00:15:39.000]  不是同一團契
[00:15:39.000 --> 00:15:41.000]  大家認識但不太熟
[00:15:41.000 --> 00:15:43.000]  弟兄想追求姐妹
[00:15:43.000 --> 00:15:46.000]  但姐妹覺得跟你不太熟
[00:15:46.000 --> 00:15:48.000]  但弟兄口碑好
[00:15:48.000 --> 00:15:51.000]  有時導師稱讚他
[00:15:51.000 --> 00:15:52.000]  他人很好
[00:15:52.000 --> 00:15:53.000]  很有禮貌
[00:15:53.000 --> 00:15:54.000]  很關心人
[00:15:54.000 --> 00:15:56.000]  侍奉有熱心
[00:15:56.000 --> 00:15:57.000]  很愛主
[00:15:57.000 --> 00:15:59.000]  姐妹說不妨給他機會
[00:15:59.000 --> 00:16:01.000]  後來他們結婚了
[00:16:01.000 --> 00:16:04.000]  各位未結婚的弟兄
[00:16:04.000 --> 00:16:07.000]  不要只對心儀對象獻殷勤
[00:16:07.000 --> 00:16:10.000]  要真心對所有人好
[00:16:10.000 --> 00:16:12.000]  做一個口碑
[00:16:12.000 --> 00:16:14.000]  成為一個好man
[00:16:14.000 --> 00:16:15.000]  要成為好丈夫
[00:16:15.000 --> 00:16:18.000]  好父親的先決條件
[00:16:18.000 --> 00:16:21.000]  其實約伯不是完全沒有犯罪
[00:16:21.000 --> 00:16:24.000]  因為約伯第一章有憲制
[00:16:24.000 --> 00:16:26.000]  憲制表明他知道
[00:16:26.000 --> 00:16:29.000]  自己達不到神聖結的標準
[00:16:29.000 --> 00:16:32.000]  但就他基本的態度
[00:16:32.000 --> 00:16:34.000]  和人生方向來看
[00:16:34.000 --> 00:16:36.000]  他是純正的
[00:16:36.000 --> 00:16:39.000]  朋友所指責他的偽善或犯罪
[00:16:39.000 --> 00:16:41.000]  其實他一樣都沒有做過
[00:16:41.000 --> 00:16:44.000]  約伯完全正直
[00:16:44.000 --> 00:16:46.000]  遠離惡事
[00:16:46.000 --> 00:16:49.000]  因為他敬畏神
[00:16:49.000 --> 00:16:52.000]  第二方面和大家思想
[00:16:52.000 --> 00:16:54.000]  他和妻子的關係
[00:16:54.000 --> 00:16:57.000]  他是一個很man的丈夫
[00:16:57.000 --> 00:17:01.000]  經文記載在第二章9至10節
[00:17:01.000 --> 00:17:26.000]  妻子在苦難當中
[00:17:26.000 --> 00:17:28.000]  好像不太了解他
[00:17:28.000 --> 00:17:30.000]  不明白他的心情
[00:17:30.000 --> 00:17:32.000]  以致不能成為他的支持
[00:17:32.000 --> 00:17:35.000]  反而叫他放棄信仰
[00:17:35.000 --> 00:17:37.000]  放棄希望
[00:17:37.000 --> 00:17:39.000]  死了他吧
[00:17:39.000 --> 00:17:41.000]  可能妻子眼見約伯
[00:17:41.000 --> 00:17:44.000]  已經沒有所有的財富
[00:17:44.000 --> 00:17:45.000]  所有的兒女
[00:17:45.000 --> 00:17:47.000]  甚至沒有健康
[00:17:47.000 --> 00:17:50.000]  她自己已經沒有信心
[00:17:50.000 --> 00:17:54.000]  約伯在今生裏可以得到這些
[00:17:54.000 --> 00:17:55.000]  可以理解的
[00:17:55.000 --> 00:17:57.000]  其實他見到丈夫受苦
[00:17:57.000 --> 00:18:00.000]  心裏都不會好受
[00:18:00.000 --> 00:18:01.000]  不要忘記
[00:18:01.000 --> 00:18:05.000]  他一樣在經歷家庭的巨變
[00:18:05.000 --> 00:18:09.000]  但他沒有約伯的健康問題
[00:18:09.000 --> 00:18:11.000]  其實約伯的妻子
[00:18:11.000 --> 00:18:14.000]  都認定約伯的純正
[00:18:14.000 --> 00:18:15.000]  經文說
[00:18:15.000 --> 00:18:16.000]  妻子對他說
[00:18:16.000 --> 00:18:18.000]  你仍然持守你的純正
[00:18:18.000 --> 00:18:20.000]  其實約伯真的很難得
[00:18:20.000 --> 00:18:21.000]  因為人可以在外面
[00:18:21.000 --> 00:18:22.000]  扮演一個好人
[00:18:22.000 --> 00:18:23.000]  正人君子
[00:18:23.000 --> 00:18:25.000]  但他的妻子最清楚
[00:18:25.000 --> 00:18:27.000]  他是否假無為善的人
[00:18:27.000 --> 00:18:29.000]  約伯的妻子認定
[00:18:29.000 --> 00:18:31.000]  他是純正
[00:18:31.000 --> 00:18:34.000]  認為他是無辜受苦
[00:18:34.000 --> 00:18:35.000]  丈夫的遭遇
[00:18:35.000 --> 00:18:37.000]  不是罪有應得
[00:18:37.000 --> 00:18:39.000]  但既然他的純正
[00:18:39.000 --> 00:18:41.000]  不能帶來神的祝福
[00:18:41.000 --> 00:18:43.000]  乾脆放棄信仰
[00:18:43.000 --> 00:18:44.000]  死了就算了
[00:18:44.000 --> 00:18:47.000]  何必每天受到痛苦的煎熬呢?
[00:18:47.000 --> 00:18:50.000]  就好像一些長期病患者的家屬
[00:18:50.000 --> 00:18:51.000]  見到自己的親人
[00:18:51.000 --> 00:18:53.000]  在極大的痛苦當中
[00:18:53.000 --> 00:18:55.000]  有時都會有這個念頭
[00:18:55.000 --> 00:18:57.000]  寧願他死了就好了
[00:18:57.000 --> 00:18:58.000]  見到他那麼辛苦
[00:18:58.000 --> 00:19:01.000]  自己也很難受
[00:19:01.000 --> 00:19:02.000]  但我們另一方面
[00:19:02.000 --> 00:19:03.000]  看回約伯
[00:19:03.000 --> 00:19:04.000]  我們都可以想像
[00:19:04.000 --> 00:19:06.000]  約伯是很難過
[00:19:06.000 --> 00:19:07.000]  連他最親密的人
[00:19:07.000 --> 00:19:09.000]  都不支持他
[00:19:09.000 --> 00:19:11.000]  不鼓勵他要有信心
[00:19:11.000 --> 00:19:13.000]  卻叫他放棄
[00:19:13.000 --> 00:19:15.000]  各位姊妹
[00:19:15.000 --> 00:19:16.000]  當你的丈夫
[00:19:16.000 --> 00:19:17.000]  在困境當中的時候
[00:19:17.000 --> 00:19:19.000]  留心你的說話和態度
[00:19:19.000 --> 00:19:21.000]  你是最容易打殘他的人
[00:19:21.000 --> 00:19:23.000]  當他身邊的朋友
[00:19:23.000 --> 00:19:25.000]  親人支持他
[00:19:25.000 --> 00:19:27.000]  叫他撐住
[00:19:27.000 --> 00:19:28.000]  堅持下去
[00:19:28.000 --> 00:19:29.000]  不要放棄
[00:19:29.000 --> 00:19:30.000]  你就說你不行了
[00:19:30.000 --> 00:19:31.000]  放棄吧
[00:19:31.000 --> 00:19:33.000]  你就最容易打殘他
[00:19:33.000 --> 00:19:35.000]  約伯面對這樣的情景
[00:19:35.000 --> 00:19:37.000]  他一直沒有離棄
[00:19:37.000 --> 00:19:39.000]  和怨恨他的妻子
[00:19:39.000 --> 00:19:41.000]  約伯對他妻子的說話
[00:19:41.000 --> 00:19:43.000]  不是要定她罪
[00:19:43.000 --> 00:19:45.000]  看回經文
[00:19:45.000 --> 00:19:46.000]  約伯對她說
[00:19:46.000 --> 00:19:49.000]  「你說話像愚頑的婦人一樣」
[00:19:49.000 --> 00:19:50.000]  留意
[00:19:50.000 --> 00:19:52.000]  約伯沒有罵她
[00:19:52.000 --> 00:19:53.000]  「你是愚頑的婦人」
[00:19:53.000 --> 00:19:55.000]  他只是說她像
[00:19:55.000 --> 00:19:56.000]  說她像
[00:19:56.000 --> 00:19:58.000]  像就不是了
[00:19:58.000 --> 00:19:59.000]  還有
[00:19:59.000 --> 00:20:00.000]  不是說她人像
[00:20:00.000 --> 00:20:02.000]  是說她說話像
[00:20:02.000 --> 00:20:06.000]  說話就像那些愚頑的婦人
