
[00:00:00.000 --> 00:00:05.500]  就準備2019年盼望這是一個蒙福的一年 對不對
[00:03:25.500 --> 00:03:29.500]  我們讚美神 這是一個神所喜悅的生活
[00:03:29.500 --> 00:03:31.500]  這是一個聖靈充滿的生活
[00:03:31.500 --> 00:03:33.500]  好 第二節 接着要說什麼
[00:03:33.500 --> 00:03:35.500]  十九節說什麼
[00:03:35.500 --> 00:03:37.500]  二十節說什麼
[00:03:37.500 --> 00:03:39.500]  凡事要奉我們主耶穌基督的名
[00:03:39.500 --> 00:03:42.500]  常常感謝無損
[00:03:42.500 --> 00:03:46.500]  所以 giving thanks 感謝
[00:03:46.500 --> 00:03:49.500]  基督徒是一個感謝的生活
[00:03:49.500 --> 00:03:53.500]  被聖靈充滿的是一個感謝
[00:03:53.500 --> 00:03:54.500]  感謝的生活
[00:03:54.500 --> 00:03:57.500]  凡事感謝 隨時隨地的感謝
[00:03:57.500 --> 00:03:59.500]  所以讚美跟感謝連在一起的
[00:03:59.500 --> 00:04:01.500]  讚美跟感謝不可能分開的
[00:04:01.500 --> 00:04:02.500]  是不是
[00:04:02.500 --> 00:04:03.500]  一個讚美神的人
[00:04:03.500 --> 00:04:06.500]  他一定也是一個感謝神的人
[00:04:06.500 --> 00:04:07.500]  謝謝各位
[00:04:07.500 --> 00:04:09.500]  好 講完這個之後
[00:04:09.500 --> 00:04:13.500]  二十一節就突然來了這麼一句話
[00:04:13.500 --> 00:04:20.500]  又當純正爲基督的心怎麼樣
[00:04:20.500 --> 00:04:25.500]  這節聖經呢
[00:04:25.500 --> 00:04:28.500]  也是我聽到有人把這節聖經
[00:04:28.500 --> 00:04:31.500]  拿來用在後面的這一段聖經
[00:04:31.500 --> 00:04:34.500]  也就是二十二節開始到哪裏
[00:04:34.500 --> 00:04:36.500]  到三十三節
[00:04:36.500 --> 00:04:38.500]  二十二節到三十三節
[00:04:38.500 --> 00:04:41.500]  在講什麼
[00:04:41.500 --> 00:04:42.500]  看一下你的聖經
[00:04:42.500 --> 00:04:44.500]  在講什麼
[00:04:44.500 --> 00:04:46.500]  講到夫妻怎麼樣
[00:04:46.500 --> 00:04:47.500]  相處對不對
[00:04:47.500 --> 00:04:50.500]  所以做妻子的應當
[00:04:50.500 --> 00:04:53.500]  順服丈夫
[00:04:53.500 --> 00:04:55.500]  好像講得有點不願好
[00:04:55.500 --> 00:04:57.500]  做妻子的應當
[00:04:57.500 --> 00:04:59.500]  順服丈夫
[00:04:59.500 --> 00:05:03.500]  請問丁子妹
[00:05:03.500 --> 00:05:04.500]  特別是姐妹
[00:05:04.500 --> 00:05:07.500]  因爲弟兄一定很高興
[00:05:07.500 --> 00:05:10.500]  我們下次再說
[00:05:10.500 --> 00:05:12.500]  我今天是要讓你看見
[00:05:12.500 --> 00:05:14.500]  這之間的關係上下的關係
[00:05:14.500 --> 00:05:18.500]  所以有的人就用這節聖經說
[00:05:18.500 --> 00:05:21.500]  聖經上告訴我們要彼此順服
[00:05:21.500 --> 00:05:22.500]  沒有說我做妻子的
[00:05:22.500 --> 00:05:24.500]  一定要順服你丈夫
[00:05:24.500 --> 00:05:25.500]  那個意思就是說
[00:05:25.500 --> 00:05:32.500]  做丈夫的也要怎麼樣
[00:05:32.500 --> 00:05:35.500]  可是這裏講彼此順服
[00:05:35.500 --> 00:05:37.500]  所以到底這裏彼此順服
[00:05:37.500 --> 00:05:39.500]  是什麼意思呢
[00:05:39.500 --> 00:05:42.500]  好了
[00:05:42.500 --> 00:05:43.500]  這個等一下
[00:05:43.500 --> 00:05:46.500]  與之後是且聽耐心聽
[00:05:46.500 --> 00:05:49.500]  我現在先賣給觀衆先不說
[00:05:49.500 --> 00:05:51.500]  所以我讓你看見彼此順服
[00:05:51.500 --> 00:05:53.500]  是在這一段聖經裏面
[00:05:53.500 --> 00:05:55.500]  接着十八節
[00:05:55.500 --> 00:05:58.500]  讓我們看見一個被聖靈充滿聖火
[00:05:58.500 --> 00:06:01.500]  就是他其實在講一個團體
[00:06:01.500 --> 00:06:07.500]  就是一個彼此順服的團體
[00:06:07.500 --> 00:06:09.500]  所以你把這個彼此順服
[00:06:09.500 --> 00:06:11.500]  這個帶到後面去
[00:06:11.500 --> 00:06:13.500]  合不合適呢
[00:06:13.500 --> 00:06:15.500]  我們等一下再說
[00:06:15.500 --> 00:06:18.500]  首先我們要看這節聖經
[00:06:18.500 --> 00:06:20.500]  又當純敬畏嫉妒的心
[00:06:20.500 --> 00:06:25.500]  彼此順服是不是
[00:06:25.500 --> 00:06:27.500]  後面一共講到
[00:06:27.500 --> 00:06:29.500]  不僅僅是夫妻關係
[00:06:29.500 --> 00:06:32.500]  講到了三個關係
[00:06:32.500 --> 00:06:34.500]  夫妻關係
[00:06:34.500 --> 00:06:36.500]  父子關係
[00:06:36.500 --> 00:06:37.500]  還有呢
[00:06:37.500 --> 00:06:39.500]  主僕關係
[00:06:39.500 --> 00:06:41.500]  這三方面的關係
[00:06:41.500 --> 00:06:43.500]  都很重要
[00:06:43.500 --> 00:06:45.500]  這三方面的關係
[00:06:45.500 --> 00:06:47.500]  跟前面二十一節
[00:06:47.500 --> 00:06:51.500]  有沒有關係呢
[00:06:51.500 --> 00:06:53.500]  有沒有
[00:06:53.500 --> 00:06:55.500]  有
[00:06:55.500 --> 00:06:58.500]  有關係
[00:06:58.500 --> 00:07:02.500]  其實你去看後面的夫妻關係
[00:07:02.500 --> 00:07:06.500]  裏面講到順服的時候呢
[00:07:06.500 --> 00:07:10.500]  它其實原文裏面沒有的
[00:07:10.500 --> 00:07:12.500]  但是因爲二十一節
[00:07:12.500 --> 00:07:14.500]  講到順服
[00:07:14.500 --> 00:07:16.500]  所以呢
[00:07:16.500 --> 00:07:18.500]  從後面的這個聖經裏面
[00:07:18.500 --> 00:07:20.500]  講到夫妻關係的時候
[00:07:20.500 --> 00:07:22.500]  他就把它順服加上去
[00:07:22.500 --> 00:07:25.500]  懂這意思嗎
[00:07:25.500 --> 00:07:29.500]  所以二十一節其實是帶出來了
[00:07:29.500 --> 00:07:34.500]  後面的這三層的人際關係
[00:07:34.500 --> 00:07:37.500]  這三層的關係裏面都講到順服
[00:07:37.500 --> 00:07:38.500]  好我們看
[00:07:38.500 --> 00:07:42.500]  第一個做妻子的要順服丈夫
[00:07:42.500 --> 00:07:46.500]  做兒女的要親從父母
[00:07:46.500 --> 00:07:47.500]  是不是
[00:07:47.500 --> 00:07:54.500]  做僕人的要順服主人
[00:07:54.500 --> 00:07:57.500]  好丁子妹
[00:07:57.500 --> 00:07:59.500]  後面這個我們慢慢來看
[00:07:59.500 --> 00:08:01.500]  後面講的這篇都提到順服
[00:08:01.500 --> 00:08:04.500]  所以今天這個順服
[00:08:04.500 --> 00:08:09.500]  開啓了順服的這個系列的第一講
[00:08:09.500 --> 00:08:10.500]  那丁子妹
[00:08:10.500 --> 00:08:13.500]  其實我們中國人呢
[00:08:13.500 --> 00:08:16.500]  我們中國人也都懂這個道理
[00:08:16.500 --> 00:08:17.500]  是不是
[00:08:17.500 --> 00:08:19.500]  中國人有三綱
[00:08:19.500 --> 00:08:20.500]  然後呢
[00:08:20.500 --> 00:08:22.500]  五常
[00:08:22.500 --> 00:08:23.500]  是不是
[00:08:23.500 --> 00:08:25.500]  那三綱是哪三綱呢
[00:08:25.500 --> 00:08:28.500]  君爲臣綱
[00:08:28.500 --> 00:08:30.500]  父爲侄綱
[00:08:30.500 --> 00:08:34.500]  夫爲妻綱
[00:08:34.500 --> 00:08:37.500]  所以君是臣
[00:08:37.500 --> 00:08:38.500]  子是父
[00:08:38.500 --> 00:08:39.500]  妻是夫
[00:08:39.500 --> 00:08:44.500]  三者順天下治
[00:08:44.500 --> 00:08:51.500]  三者利天下亂
[00:08:51.500 --> 00:08:54.500]  丁子妹
[00:08:54.500 --> 00:08:57.500]  中國人講到這一個三綱的時候
[00:08:57.500 --> 00:08:58.500]  其實他的強烈意見就是說
[00:08:58.500 --> 00:09:01.500]  次序很重要
[00:09:01.500 --> 00:09:03.500]  但是你會發現
[00:09:03.500 --> 00:09:07.500]  今天這個時代有一個現象是什麼
[00:09:07.500 --> 00:09:12.500]  就是我們要自由
[00:09:12.500 --> 00:09:15.500]  所以自由帶來一個結果就是什麼
[00:09:15.500 --> 00:09:20.500]  到最後就變成是沒有次序
[00:09:20.500 --> 00:09:25.500]  你看巴黎到現在
[00:09:25.500 --> 00:09:28.500]  已經多久了
[00:09:28.500 --> 00:09:31.500]  到現在還在示威
[00:09:31.500 --> 00:09:35.500]  黃背心還是上去
[00:09:35.500 --> 00:09:37.500]  搞的一個結果
[00:09:37.500 --> 00:09:42.500]  整個巴黎整個法國的經濟受影響
[00:09:42.500 --> 00:09:44.500]  先聽子妹
[00:09:44.500 --> 00:09:47.500]  一個國家當他突蓄的時候呢
[00:09:47.500 --> 00:09:51.500]  你會發現這個格局會陷入一個很可怕的光景
[00:09:51.500 --> 00:09:53.500]  我在導報會提過
[00:09:53.500 --> 00:09:56.500]  我說委內瑞拉
[00:09:56.500 --> 00:09:59.500]  拉丁美洲的這個國家
[00:09:59.500 --> 00:10:04.500]  到現在幾乎已經變成是一個非常可怕的一個光景
[00:10:04.500 --> 00:10:06.500]  還有其他的
[00:10:06.500 --> 00:10:07.500]  薩爾瓦多
[00:10:07.500 --> 00:10:08.500]  尼加拉瓜
[00:10:08.500 --> 00:10:09.500]  瓜地馬拉
[00:10:09.500 --> 00:10:12.500]  這些國家都是如此
[00:10:12.500 --> 00:10:15.500]  對這些君王實在是不好
[00:10:15.500 --> 00:10:18.500]  那怎麼辦呢
[00:10:18.500 --> 00:10:22.500]  拉丁美洲人大概比較不會那麼暴力
[00:10:22.500 --> 00:10:25.500]  法國人最有名的一句話是什麼
[00:10:25.500 --> 00:10:27.500]  不自由
[00:10:27.500 --> 00:10:28.500]  污淋死
[00:10:28.500 --> 00:10:31.500]  污淋死是不是
[00:10:31.500 --> 00:10:33.500]  所以你知道
[00:10:33.500 --> 00:10:35.500]  法國大革命
[00:10:35.500 --> 00:10:38.500]  跟英國有一個很大的差別
[00:10:38.500 --> 00:10:41.500]  英國沒有發生像法國的大革命
[00:10:41.500 --> 00:10:45.500]  是因爲出來了一個John Wesley
[00:10:45.500 --> 00:10:48.500]  藉着John Wesley帶來了一個蜀民的復興
[00:10:48.500 --> 00:10:50.500]  所以整個的社會
[00:10:50.500 --> 00:10:54.500]  整個的國家被反過來
[00:10:54.500 --> 00:10:57.500]  這讓我們看見一個很重要的一件事情
[00:10:57.500 --> 00:10:58.500]  就是什麼
[00:10:58.500 --> 00:11:00.500]  如果神來做工
[00:11:00.500 --> 00:11:04.500]  如果我們按照上帝的方式來做事
[00:11:04.500 --> 00:11:08.500]  上帝所做的遠超過你我所能做的
[00:11:08.500 --> 00:11:09.500]  Amen
[00:11:09.500 --> 00:11:11.500]  所以在這裏提到說
[00:11:11.500 --> 00:11:16.500]  我們要從敬畏基督的心彼此順服
[00:11:16.500 --> 00:11:19.500]  首先我們要看順服這件事情的重要性
[00:11:19.500 --> 00:11:20.500]  我們來讀這段聖經
[00:11:20.500 --> 00:11:22.500]  生命紀二十八章
[00:11:22.500 --> 00:11:23.500]  第一節第二節
[00:11:23.500 --> 00:11:25.500]  這一段聖經我們一起來唸
[00:11:25.500 --> 00:11:26.500]  來預備請
[00:11:26.500 --> 00:11:29.500]  如果留意聽從眼的話
[00:11:29.500 --> 00:11:31.500]  一生的話
[00:11:31.500 --> 00:11:34.500]  只能爲你愛你
[00:11:34.500 --> 00:11:37.500]  就是我今日所公佈的
[00:11:37.500 --> 00:11:41.500]  他必使你超乎天下光明之上
[00:11:41.500 --> 00:11:43.500]  如果聽從眼的話
[00:11:43.500 --> 00:11:45.500]  一生的話
[00:11:45.500 --> 00:11:48.500]  這一切都必追隨你
[00:11:48.500 --> 00:11:50.500]  引到你身上來
[00:11:50.500 --> 00:11:52.500]  如果聽從眼的話
[00:11:52.500 --> 00:11:54.500]  一生的話
[00:11:54.500 --> 00:11:58.500]  不輕鬆遵循他的一切戒病律令
[00:11:58.500 --> 00:12:01.500]  就是我今日所公佈的
[00:12:01.500 --> 00:12:04.500]  這一切的作主都必追隨你
[00:12:04.500 --> 00:12:06.500]  引到你身上來
[00:12:06.500 --> 00:12:10.500]  這是當初上帝對以色列人所說的
[00:12:10.500 --> 00:12:12.500]  很清楚的
[00:12:12.500 --> 00:12:15.500]  祝福跟作主
[00:12:15.500 --> 00:12:16.500]  很清楚的
[00:12:16.500 --> 00:12:18.500]  神沒有所謂的其中
[00:12:18.500 --> 00:12:20.500]  如果不要祝福我也不要作主
[00:12:20.500 --> 00:12:22.500]  我中間就好了
[00:12:22.500 --> 00:12:24.500]  我平生無大志
[00:12:24.500 --> 00:12:25.500]  我也不要第一名
[00:12:25.500 --> 00:12:27.500]  但是我也不要最後一名
[00:12:27.500 --> 00:12:29.500]  我中間及格就好
[00:12:29.500 --> 00:12:31.500]  在上帝的眼中你會發現
[00:12:31.500 --> 00:12:32.500]  常常神就是怎麼樣
[00:12:32.500 --> 00:12:34.500]  是善
[00:12:34.500 --> 00:12:36.500]  就是惡
[00:12:36.500 --> 00:12:39.500]  不是就是是
[00:12:39.500 --> 00:12:40.500]  是與不是
[00:12:40.500 --> 00:12:43.500]  你不能夠說我不是
[00:12:43.500 --> 00:12:45.500]  所以神很清楚說
[00:12:45.500 --> 00:12:47.500]  如果你遵守就謀福
[00:12:47.500 --> 00:12:50.500]  你不遵守就怎麼樣
[00:12:50.500 --> 00:12:53.500]  就作主
[00:12:53.500 --> 00:12:55.500]  掃羅就是一個很好的例子
[00:12:55.500 --> 00:12:58.500]  我們看看掃羅
[00:12:58.500 --> 00:12:59.500]  我們都知道掃羅
[00:12:59.500 --> 00:13:02.500]  上帝吩咐他去打亞馬利亞盟
[00:13:02.500 --> 00:13:04.500]  對不對
[00:13:04.500 --> 00:13:05.500]  然後他告訴他
[00:13:05.500 --> 00:13:08.500]  把亞馬利亞人打敗之後
[00:13:08.500 --> 00:13:12.500]  要做什麼事情
[00:13:12.500 --> 00:13:13.500]  要把他們所有的
[00:13:13.500 --> 00:13:18.500]  統統的把他趕去殺掉
[00:13:18.500 --> 00:13:21.500]  那就是什麼意思
[00:13:21.500 --> 00:13:22.500]  上帝這樣做
[00:13:22.500 --> 00:13:24.500]  你研究舊約歷史的人
[00:13:24.500 --> 00:13:26.500]  你大概知道什麼原因
[00:13:26.500 --> 00:13:27.500]  但是如果你今天
[00:13:27.500 --> 00:13:29.500]  不管上帝他什麼原因
[00:13:29.500 --> 00:13:31.500]  你就用我們人的頭腦來想
[00:13:31.500 --> 00:13:34.500]  你大概會非常同情掃羅
[00:13:34.500 --> 00:13:36.500]  掃羅最後
[00:13:36.500 --> 00:13:38.500]  也會把他統統趕去殺掉
[00:13:38.500 --> 00:13:40.500]  甚至他說你所有的這些東西
[00:13:40.500 --> 00:13:42.500]  你統統把他滅掉
[00:13:42.500 --> 00:13:45.500]  不要有什麼戰利品
[00:13:45.500 --> 00:13:50.500]  那掃羅怎麼做
[00:13:50.500 --> 00:13:53.500]  掃羅把那些僧樹
[00:13:53.500 --> 00:13:55.500]  那些好的肥壯的
[00:13:55.500 --> 00:13:58.500]  把那些當中有一些什麼
[00:13:58.500 --> 00:14:01.500]  哇黃金啊還有呢
[00:14:01.500 --> 00:14:03.500]  珍珠瑪瑙啊
[00:14:03.500 --> 00:14:04.500]  把這些東西怎麼樣
[00:14:04.500 --> 00:14:07.500]  他就把他留下來
[00:14:07.500 --> 00:14:09.500]  如果是你你做不做
[00:14:09.500 --> 00:14:13.500]  你要不要這樣做
[00:14:13.500 --> 00:14:18.500]  如果是你這樣做不這樣做
[00:14:18.500 --> 00:14:22.500]  要不要做嘛
[00:14:22.500 --> 00:14:29.500]  你很迷你你很誠實
[00:14:29.500 --> 00:14:31.500]  弟兄姊妹
[00:14:31.500 --> 00:14:33.500]  這就是我們很多時候
[00:14:33.500 --> 00:14:35.500]  我們看重的
[00:14:35.500 --> 00:14:37.500]  不是神怎麼說
[00:14:37.500 --> 00:14:39.500]  我們看重的是
[00:14:39.500 --> 00:14:41.500]  這件事情做跟不做
[00:14:41.500 --> 00:14:42.500]  對我有沒有益處
[00:14:42.500 --> 00:14:45.500]  懂這意思嗎
[00:14:45.500 --> 00:14:47.500]  所以在我們生活當中
[00:14:47.500 --> 00:14:48.500]  在你公司做事情
[00:14:48.500 --> 00:14:49.500]  你在外面生活
[00:14:49.500 --> 00:14:50.500]  或者是你教導孩子
[00:14:50.500 --> 00:14:52.500]  或者是你夫妻之間的關係
[00:14:52.500 --> 00:14:54.500]  全都跟這有關係
[00:14:54.500 --> 00:14:56.500]  也就是說
[00:14:56.500 --> 00:14:59.500]  我爲什麼要做掃羅
[00:14:59.500 --> 00:15:04.500]  爲什麼
[00:15:04.500 --> 00:15:07.500]  爲什麼要做掃羅
[00:15:07.500 --> 00:15:11.500]  所以有一次有一個師母
[00:15:11.500 --> 00:15:13.500]  她也是在婚姻方面
[00:15:13.500 --> 00:15:16.500]  是很有長久的
[00:15:16.500 --> 00:15:19.500]  也寫了一些書
[00:15:19.500 --> 00:15:21.500]  有一次她在講座當中
[00:15:21.500 --> 00:15:22.500]  她就分享到
[00:15:22.500 --> 00:15:23.500]  做姐妹
[00:15:23.500 --> 00:15:26.500]  順扶妻子的重要性等等這些
[00:15:26.500 --> 00:15:28.500]  然後呢就有人
[00:15:28.500 --> 00:15:29.500]  講完之後
[00:15:29.500 --> 00:15:33.500]  Q&A時間就有一個姐妹就發問
[00:15:33.500 --> 00:15:35.500]  她說師母啊
[00:15:35.500 --> 00:15:37.500]  你今天講的都很有道理
[00:15:37.500 --> 00:15:39.500]  但是呢
[00:15:39.500 --> 00:15:42.500]  假設我的先生他是舌頭
[00:15:42.500 --> 00:15:44.500]  我要不要順扶他
[00:15:44.500 --> 00:15:46.500]  舌頭啊
[00:15:46.500 --> 00:15:47.500]  我第一場講舌頭的時候
[00:15:47.500 --> 00:15:49.500]  就有人說販賣人口的舌頭
[00:15:49.500 --> 00:15:50.500]  不是
[00:15:50.500 --> 00:15:52.500]  舌的頭
[00:15:52.500 --> 00:15:54.500]  如果我的先生是舌頭
[00:15:54.500 --> 00:15:55.500]  她的意思就是說
[00:15:55.500 --> 00:15:57.500]  如果我的先生像舌那樣子的
[00:15:57.500 --> 00:15:58.500]  壞那樣子的
[00:15:58.500 --> 00:15:59.500]  被炸那樣子的
[00:15:59.500 --> 00:16:00.500]  這樣子的頭的話
[00:16:00.500 --> 00:16:01.500]  我還要不要順扶他
[00:16:01.500 --> 00:16:03.500]  請問要不要姐妹
[00:16:03.500 --> 00:16:05.500]  要不要
[00:16:05.500 --> 00:16:06.500]  要
[00:16:06.500 --> 00:16:09.500]  不要
[00:16:09.500 --> 00:16:13.500]  還有弟兄家族正義呢
[00:16:13.500 --> 00:16:18.500]  爲什麼不要
[00:16:18.500 --> 00:16:19.500]  OK好
[00:16:19.500 --> 00:16:21.500]  那你要加上說他違反神
[00:16:21.500 --> 00:16:22.500]  對不對
[00:16:22.500 --> 00:16:23.500]  可是他是舌頭
[00:16:23.500 --> 00:16:29.500]  這句話並沒有說他是違反神哦
[00:16:29.500 --> 00:16:31.500]  哇好看
[00:16:31.500 --> 00:16:32.500]  這個太複雜了
[00:16:32.500 --> 00:16:34.500]  我應該
[00:16:34.500 --> 00:16:36.500]  不過這個是那個姐妹問的問題
[00:16:36.500 --> 00:16:39.500]  後來這個師母就回答她說
[00:16:39.500 --> 00:16:40.500]  就算是舌頭
[00:16:40.500 --> 00:16:43.500]  你也要順扶他
[00:16:43.500 --> 00:16:46.500]  聖經裏面只有告訴我們
[00:16:46.500 --> 00:16:47.500]  一個情況之下
[00:16:47.500 --> 00:16:48.500]  你不要順扶
[00:16:48.500 --> 00:16:53.500]  什麼情況
[00:16:53.500 --> 00:16:56.500]  就是如果他是很清楚的
[00:16:56.500 --> 00:16:58.500]  違背上帝的旨意
[00:16:58.500 --> 00:17:00.500]  是不是
[00:17:00.500 --> 00:17:02.500]  但爲什麼其實在我們生活當中
[00:17:02.500 --> 00:17:04.500]  很多時候
[00:17:04.500 --> 00:17:07.500]  大概都不到那個程度
[00:17:07.500 --> 00:17:09.500]  大概都是習慣不同
[00:17:09.500 --> 00:17:10.500]  大概都是什麼
[00:17:10.500 --> 00:17:11.500]  個性不同
[00:17:11.500 --> 00:17:13.500]  原生家庭不同
[00:17:13.500 --> 00:17:17.500]  所以這些的不同造成我們跟人之間
[00:17:17.500 --> 00:17:21.500]  我們很難做到放下自己去順扶別人
[00:17:21.500 --> 00:17:22.500]  是嗎
[00:17:22.500 --> 00:17:24.500]  不僅僅是夫妻關係
[00:17:24.500 --> 00:17:27.500]  祖父關係
[00:17:27.500 --> 00:17:29.500]  同公關係
[00:17:29.500 --> 00:17:33.500]  很多的關係都牽扯到這個問題
[00:17:33.500 --> 00:17:37.500]  掃樓他因爲不聽上帝的話
[00:17:37.500 --> 00:17:39.500]  沒有把當滅之目
[00:17:39.500 --> 00:17:40.500]  通通把它滅盡
[00:17:40.500 --> 00:17:42.500]  最後帶來的一個結果是什麼呢
[00:17:42.500 --> 00:17:47.500]  我們起來讀這段聖經好不好
[00:17:47.500 --> 00:17:49.500]  我們來讀這段聖經
[00:17:49.500 --> 00:17:50.500]  預備請
[00:17:50.500 --> 00:17:54.500]  耶和華喜悅觀濟和平安寢
[00:17:54.500 --> 00:17:57.500]  豈如喜悅人聽從他的話呢
[00:17:57.500 --> 00:18:00.500]  聽命勝於獻祭
[00:18:00.500 --> 00:18:03.500]  順從勝於公養的自由
[00:18:03.500 --> 00:18:07.500]  悖逆的罪與賢恕的罪相同
[00:18:07.500 --> 00:18:12.500]  頑固的罪與愛虛審和孔孝的罪相同
[00:18:12.500 --> 00:18:15.500]  你既厭棄耶和華的命令
[00:18:15.500 --> 00:18:23.500]  耶和華也厭棄你作王
[00:18:23.500 --> 00:18:27.500]  這裏講得很嚴重
[00:18:27.500 --> 00:18:35.500]  神說你悖逆的罪是跟賢恕的罪相同
[00:18:35.500 --> 00:18:38.500]  頑固的罪跟拜偶像的罪相同
[00:18:38.500 --> 00:18:42.500]  弟兄姊妹我們會不會去拜偶像
[00:18:42.500 --> 00:18:45.500]  如果你看當初以色列人拜偶像的話
[00:18:45.500 --> 00:18:47.500]  是要被打死
[00:18:47.500 --> 00:18:48.500]  是不是
[00:18:48.500 --> 00:18:51.500]  這是神非常厭惡的一件事情
[00:18:51.500 --> 00:18:53.500]  但弟兄姊妹我們沒有想到
[00:18:53.500 --> 00:18:55.500]  原來拜偶像跟悖逆
[00:18:55.500 --> 00:18:58.500]  在神的眼中放在是同等的罪
[00:18:58.500 --> 00:18:59.500]  看到沒有
[00:18:59.500 --> 00:19:03.500]  所以請問不順服是小罪還大罪
[00:19:03.500 --> 00:19:06.500]  雖然有人講說罪沒有分大小
[00:19:06.500 --> 00:19:09.500]  罪就是罪
[00:19:09.500 --> 00:19:13.500]  這樣說的話是有點模糊了焦點
[00:19:13.500 --> 00:19:15.500]  瞭解我意思嗎
[00:19:15.500 --> 00:19:17.500]  所以很多人用這樣子來講
[00:19:17.500 --> 00:19:18.500]  他犯罪我也犯罪
[00:19:18.500 --> 00:19:19.500]  我們都是罪人
[00:19:19.500 --> 00:19:20.500]  我們沒資格怎麼樣
[00:19:20.500 --> 00:19:21.500]  但是弟兄姊妹清清楚楚
[00:19:21.500 --> 00:19:25.500]  聖經上裏面有好幾次地方提到
[00:19:25.500 --> 00:19:27.500]  神說最恨惡的是什麼
[00:19:27.500 --> 00:19:28.500]  有沒有
