
[00:00:00.000 --> 00:00:03.080]  好,我們另有神的話要知先,我先低頭我們圖告,好嗎?
[00:06:43.360 --> 00:06:46.720]  媽媽說,不是,我生你的時候,我更痛
[00:06:46.720 --> 00:06:50.240]  我流的血更多,你這兩滴,小事了,是不是?
[00:06:50.240 --> 00:06:53.120]  媽媽不一定要割傷那隻手的
[00:06:53.120 --> 00:06:57.640]  但是會經歷那種痛楚,一定是比女兒割傷手更加強
[00:06:57.640 --> 00:07:00.040]  耶穌基督都經常失戀
[00:07:00.040 --> 00:07:02.040]  你想一下我們
[00:07:02.040 --> 00:07:04.960]  世人不認識神的愛
[00:07:04.960 --> 00:07:07.840]  神很愛我們,但是祂是一個苦戀者
[00:07:07.840 --> 00:07:09.840]  我們一群屬神的兒女
[00:07:09.840 --> 00:07:11.840]  很真
[00:07:11.840 --> 00:07:14.800]  我們已經成為神的兒女了
[00:07:14.800 --> 00:07:17.160]  但是我們對神的愛又如何呢?
[00:07:17.160 --> 00:07:19.960]  有時候我們只是將神放在一旁
[00:07:19.960 --> 00:07:22.200]  我們比較喜歡看某些節目
[00:07:22.200 --> 00:07:24.200]  多於看聖經
[00:07:24.200 --> 00:07:26.600]  神很多時候都是苦戀著我們
[00:07:26.600 --> 00:07:29.000]  更加重要的是,剛才我所說的
[00:07:29.000 --> 00:07:33.000]  耶穌基督面對撒旦很大的挑戰,但是祂勝過了撒旦
[00:07:33.000 --> 00:07:35.640]  所以可以帶給我們一個很重要的信息
[00:07:35.640 --> 00:07:39.080]  我們一起來讀希伯來書第四章十五到第十六節
[00:07:39.080 --> 00:07:41.080]  我們一起來讀出
[00:08:02.600 --> 00:08:06.400]  我們的主在人世間裡面面對很多的挑戰
[00:08:06.400 --> 00:08:09.680]  經歷人世間很多的苦楚,所以祂了解我們
[00:08:09.680 --> 00:08:14.600]  那我怎樣去回應就是我們可以坦然無懼的來到施恩在面前
[00:08:14.600 --> 00:08:17.200]  來求神來連恤我們
[00:08:17.200 --> 00:08:18.720]  神就是連恤我們
[00:08:18.720 --> 00:08:22.080]  連恤代替了那份的愛
[00:08:22.080 --> 00:08:24.080]  代替了那份的冷漠
[00:08:24.080 --> 00:08:27.680]  在這個世界裡面很多人都很冷漠
[00:08:27.680 --> 00:08:30.480]  但是不得不承認有時候人的冷漠是基於一些因素的
[00:08:30.480 --> 00:08:32.840]  在國內裡面很多人害怕的
[00:08:32.840 --> 00:08:36.440]  就是當你去幫助一個人可能你要隨時惹禍上身
[00:08:36.440 --> 00:08:38.440]  試過有幾個案例都是這樣
[00:08:38.440 --> 00:08:40.920]  有一個年輕人扶起一個跌倒的婆婆
[00:08:40.920 --> 00:08:43.720]  但是被婆婆告他,說他跌倒
[00:08:43.720 --> 00:08:48.040]  然後就要一個醫療上的賠償是非常非常大的
[00:08:48.040 --> 00:08:51.560]  這一段的新聞都是有一個年輕人都是幫人
[00:08:51.560 --> 00:08:53.880]  但是又被人家來帶誣衊他
[00:08:53.880 --> 00:08:55.560]  好心是沒有好報的
[00:08:55.560 --> 00:08:58.760]  幸好就有閉路電視拍到
[00:08:58.760 --> 00:09:01.880]  這樣他才可以沉冤得雪
[00:09:01.880 --> 00:09:04.280]  如果不是的時候他就怎樣呢?
[00:09:04.280 --> 00:09:10.440]  他就反而是幫人的時候惹來一身的大災難
[00:09:10.440 --> 00:09:14.200]  所以今天有時候這個世界就是都很悲哀的
[00:09:14.200 --> 00:09:15.720]  是你不敢去幫人
[00:09:15.720 --> 00:09:17.480]  因為太多的虛假
[00:09:17.480 --> 00:09:20.760]  就正如你記不記得那個媽媽在那裡說
[00:09:20.760 --> 00:09:23.280]  我不見了我女兒,陪到女子中學
[00:09:23.280 --> 00:09:25.640]  那些學生多有愛心
[00:09:25.640 --> 00:09:27.400]  設計不同的海報
[00:09:27.400 --> 00:09:30.240]  貼在九龍城區,叫那些人來幫
[00:09:30.240 --> 00:09:33.080]  原來他們這份的愛就被人利用
[00:09:33.080 --> 00:09:36.680]  所以有時候我不怪得這個世界的人是越來越冷漠
[00:09:36.680 --> 00:09:38.960]  就是因為人的罪的緣故
[00:09:38.960 --> 00:09:41.440]  但是我跳下去了,不用看這一章
[00:09:41.440 --> 00:09:43.800]  我們去看到的時候
[00:09:43.800 --> 00:09:46.480]  今天如果我們見到我們認識的人
[00:09:46.480 --> 00:09:49.760]  他真的有需要而我們有能力的時候
[00:09:49.760 --> 00:09:54.600]  我們會不會去施予援手呢?
[00:09:54.600 --> 00:09:58.320]  當然今天我們不只是向外
[00:09:58.320 --> 00:10:01.320]  我見到一些弟兄姊妹,我見到一些年輕人很好
[00:10:01.320 --> 00:10:04.520]  在很冷的時候走去深水埗
[00:10:04.520 --> 00:10:06.880]  去探訪那些露宿者
[00:10:06.880 --> 00:10:09.360]  去關心他們,這個值得欣賞的
[00:10:09.360 --> 00:10:11.480]  但這些不是我們恆常會做的
[00:10:11.480 --> 00:10:13.360]  你不會每天都去做這件事
[00:10:13.360 --> 00:10:15.600]  有時候我們知道是什麼呢?
[00:10:15.600 --> 00:10:18.400]  中國人有一句諺語,不知道大家知不知道為什麼
[00:10:18.400 --> 00:10:21.680]  「翻江燈籠」,知不知道後面那句歇口語是什麼?
[00:10:21.680 --> 00:10:24.280]  「照遠不照近」
[00:10:24.280 --> 00:10:28.200]  原來有時候我們只是去留意外面的東西
[00:10:28.200 --> 00:10:30.240]  但是忽略了內裡的東西
[00:10:30.240 --> 00:10:31.720]  特別是男性
[00:10:31.720 --> 00:10:33.240]  很多男人是怎樣呢?
[00:10:33.240 --> 00:10:35.440]  很顧朋友,但是不顧自己的家
[00:10:35.440 --> 00:10:37.120]  朋友有事的時候撲過去
[00:10:37.120 --> 00:10:39.920]  有需要就拿錢出來,但是不夠錢給家用
[00:10:39.920 --> 00:10:43.760]  有時候就是這樣,有時候我們只是照顧了外面的人
[00:10:43.760 --> 00:10:47.040]  是我們要去關心有需要的人
[00:10:47.040 --> 00:10:50.040]  但最重要的是我們周遭的人
[00:10:50.040 --> 00:10:51.640]  我們的家人
[00:10:51.640 --> 00:10:53.640]  我們的同事
[00:10:53.640 --> 00:10:55.040]  我們的同學
[00:10:55.040 --> 00:10:56.160]  我們有沒有照顧
[00:10:56.160 --> 00:10:58.160]  熟的人有時候我們容易批評
[00:10:58.160 --> 00:11:00.360]  很容易就來定他們的錯
[00:11:00.360 --> 00:11:04.680]  但是你有沒有定到,看到他們背後所面對的壓力
[00:11:04.680 --> 00:11:08.240]  所承受的擔子是何等的重
[00:11:08.240 --> 00:11:12.440]  其實聖誕節就是講到神的愛,愛就是體諒
[00:11:12.440 --> 00:11:14.440]  如果我們多了體諒的時候
[00:11:14.440 --> 00:11:17.760]  我們就會多了了解,少了那種的爭拗
[00:11:17.760 --> 00:11:23.440]  今天我們會不會有這份的愛在當中去體恤
[00:11:23.440 --> 00:11:25.440]  甚至有時候教會也一樣
[00:11:25.440 --> 00:11:30.560]  基督徒不要怪我,有一些宣教士的情意結
[00:11:30.560 --> 00:11:32.200]  宣教士很偉大
[00:11:32.200 --> 00:11:34.200]  於是我們教會也一樣
[00:11:34.200 --> 00:11:36.560]  有一個差關小組
[00:11:36.560 --> 00:11:40.640]  給宣教士一到節日的時候,我們會去問候他
[00:11:40.640 --> 00:11:43.400]  我們會寄一些卡給他,送一些小禮物給他
[00:11:43.400 --> 00:11:45.400]  我們是直接定了一個規矩來的
[00:11:45.400 --> 00:11:47.400]  這個我是欣賞
[00:11:47.400 --> 00:11:49.400]  但可能自己教會的目者
[00:11:49.400 --> 00:11:51.400]  在這方面是沒有去想到
[00:11:51.400 --> 00:11:54.280]  所以這個我們也需要去反思
[00:11:54.280 --> 00:11:56.680]  更加重要的一個問題是什麼呢?
[00:11:56.680 --> 00:11:57.680]  冷漠
[00:11:57.680 --> 00:11:59.680]  在這個社會裏面
[00:11:59.680 --> 00:12:02.360]  我們受著消費主義的影響
[00:12:02.360 --> 00:12:04.360]  很多人都在說我的權利
[00:12:04.360 --> 00:12:06.120]  我要得到的是什麼?
[00:12:06.120 --> 00:12:08.120]  我的感受是怎樣?
[00:12:08.120 --> 00:12:10.120]  所以你們剛剛看到
[00:12:10.120 --> 00:12:12.520]  終審庭就判決了一件案
[00:12:12.520 --> 00:12:14.520]  可能很多人都會很嘩然的
[00:12:14.520 --> 00:12:16.520]  來香港還不夠一年
[00:12:16.520 --> 00:12:18.520]  就可以來申請公援
[00:12:18.520 --> 00:12:20.520]  沒有人說這是我的權利
[00:12:20.520 --> 00:12:22.520]  我來了這裡就有這樣的權利
[00:12:22.520 --> 00:12:24.520]  我可以來得及去拿了
[00:12:24.520 --> 00:12:26.520]  人就講求權利
[00:12:26.520 --> 00:12:28.520]  但我沒有去想過
[00:12:28.520 --> 00:12:30.520]  我要付出什麼
[00:12:30.520 --> 00:12:32.520]  我曾經為這個社會做了什麼事
[00:12:32.520 --> 00:12:34.520]  今天
[00:12:34.520 --> 00:12:36.520]  在這個消費主義的影響底下
[00:12:36.520 --> 00:12:38.520]  基督徒都會受影響
[00:12:38.520 --> 00:12:40.520]  有時候我們選擇教會的時候
[00:12:40.520 --> 00:12:42.520]  就會去看這間教會的敬拜
[00:12:42.520 --> 00:12:44.520]  行不行呢?
[00:12:44.520 --> 00:12:46.520]  那些音響好不好呢?
[00:12:46.520 --> 00:12:48.520]  那些訊息有沒有給我一些幫助呢?
[00:12:48.520 --> 00:12:50.520]  中間有些很沉悶
[00:12:50.520 --> 00:12:52.520]  於是就會走了
[00:12:52.520 --> 00:12:54.520]  有時候我們注重我們內在的感受
[00:12:54.520 --> 00:12:57.520]  過於了我們的毀身
[00:12:57.520 --> 00:13:00.520]  敬拜其實是整個過程
[00:13:00.520 --> 00:13:03.520]  敬拜不單單我們要聽一篇訊息
[00:13:03.520 --> 00:13:06.520]  我們更加要向神來呈獻
[00:13:06.520 --> 00:13:08.520]  我們其實應該要去檢視
[00:13:08.520 --> 00:13:10.520]  我今天的敬拜
[00:13:10.520 --> 00:13:14.520]  我的唱詩、我的禱告、我的專注
[00:13:14.520 --> 00:13:16.520]  能不能夠蒙神的喜悅呢?
[00:13:16.520 --> 00:13:19.520]  而不是講我有沒有感覺
[00:13:19.520 --> 00:13:21.520]  有時候我們已經將那個焦點
[00:13:21.520 --> 00:13:23.520]  又是轉移了
[00:13:23.520 --> 00:13:25.520]  由敬拜神的焦點
[00:13:25.520 --> 00:13:27.520]  替代了什麼呢?
[00:13:27.520 --> 00:13:29.520]  就是我自己的感受
[00:13:29.520 --> 00:13:30.520]  有時候我們就很糟糕
[00:13:30.520 --> 00:13:32.520]  就是我們甚至回到教會的時候
[00:13:32.520 --> 00:13:34.520]  基督徒都很冷漠的
[00:13:34.520 --> 00:13:38.520]  就是我們教會已經少了這件事
[00:13:38.520 --> 00:13:40.520]  以前在父善年代
[00:13:40.520 --> 00:13:42.520]  我們是會有這件事
[00:13:42.520 --> 00:13:44.520]  就是我們會聚會的時候
[00:13:44.520 --> 00:13:46.520]  希望大家來問安
[00:13:46.520 --> 00:13:47.520]  彼此去問安
[00:13:47.520 --> 00:13:48.520]  我今天會做這件事的
[00:13:48.520 --> 00:13:49.520]  平時沒有
[00:13:49.520 --> 00:13:50.520]  就是希望大家
[00:13:50.520 --> 00:13:52.520]  一會兒我都會叫大家捉一捉
[00:13:52.520 --> 00:13:53.520]  旁邊前後左右那些
[00:13:53.520 --> 00:13:55.520]  聖誕快樂、新年進步
[00:13:55.520 --> 00:13:57.520]  但其實有時候我很害怕的
[00:13:57.520 --> 00:13:58.520]  為什麼呢?
[00:13:58.520 --> 00:14:00.520]  有時候有些人很冷漠的
[00:14:00.520 --> 00:14:02.520]  你對著他:啊!聖誕快樂
[00:14:02.520 --> 00:14:05.520]  他簡直黑面
[00:14:05.520 --> 00:14:06.520]  瞪著你
[00:14:06.520 --> 00:14:08.520]  是真的
[00:14:08.520 --> 00:14:10.520]  我都要欣賞或者多謝
[00:14:10.520 --> 00:14:11.520]  做詩詩的那些
[00:14:11.520 --> 00:14:13.520]  我真的很坦誠
[00:14:13.520 --> 00:14:15.520]  有時候我見到一些人進來的時候
[00:14:15.520 --> 00:14:17.520]  是很冷漠的
[00:14:17.520 --> 00:14:19.520]  跟他打招呼
[00:14:19.520 --> 00:14:20.520]  他是沒有反應的
[00:14:20.520 --> 00:14:23.520]  當然可能他帶著很大的重擔
[00:14:23.520 --> 00:14:25.520]  可能他很不開心
[00:14:25.520 --> 00:14:27.520]  但有時候原來你跟他打招呼
[00:14:27.520 --> 00:14:29.520]  他連基本的禮貌都沒有
[00:14:29.520 --> 00:14:31.520]  有時候有些人會想
[00:14:31.520 --> 00:14:33.520]  基督徒會是這樣嗎?
[00:14:33.520 --> 00:14:35.520]  剛才我剛剛跟一個人很早來
[00:14:35.520 --> 00:14:36.520]  聊天很開心
[00:14:36.520 --> 00:14:37.520]  他說他回到福音崇拜
[00:14:37.520 --> 00:14:38.520]  回到之後
[00:14:38.520 --> 00:14:41.520]  現在嘗試回到我們的大堂崇拜
[00:14:41.520 --> 00:14:42.520]  我問他:你信了沒有?
[00:14:42.520 --> 00:14:43.520]  他說:我還沒有信
[00:14:43.520 --> 00:14:44.520]  不過他很好心
[00:14:44.520 --> 00:14:46.520]  希望今天這些訊息對他有幫助
[00:14:46.520 --> 00:14:47.520]  但我很怕一會兒
[00:14:47.520 --> 00:14:49.520]  大家一起來關心問候
[00:14:49.520 --> 00:14:51.520]  不信的話那些人都會聽話的
[00:14:51.520 --> 00:14:53.520]  跟你關心問候的時候
[00:14:53.520 --> 00:14:55.520]  旁邊的人都黑面對著你
[00:14:55.520 --> 00:14:58.520]  這樣可能很影響到他的信仰
[00:14:58.520 --> 00:15:01.520]  所以今天求神有幫助我們
[00:15:01.520 --> 00:15:02.520]  或許是
[00:15:02.520 --> 00:15:04.520]  可能我們有很多不同的經歷
[00:15:04.520 --> 00:15:06.520]  可能我們是來自另一個教會
[00:15:06.520 --> 00:15:07.520]  我們很想隱藏
[00:15:07.520 --> 00:15:09.520]  我們不是很想跟別人有基本的招呼
[00:15:09.520 --> 00:15:11.520]  但正如我所說
[00:15:11.520 --> 00:15:13.520]  基本的禮貌
[00:15:13.520 --> 00:15:15.520]  基本的笑容
[00:15:15.520 --> 00:15:16.520]  我希望我們有
[00:15:16.520 --> 00:15:17.520]  雖然不是虛假
[00:15:17.520 --> 00:15:18.520]  一定不是虛假
[00:15:18.520 --> 00:15:20.520]  所以求神有幫助我們
[00:15:20.520 --> 00:15:22.520]  在這個聖誕節裏面
[00:15:22.520 --> 00:15:25.520]  我們是以體恤代替了冷漠
[00:15:25.520 --> 00:15:29.520]  第二方面就是以謙卑來代替了驕傲
[00:15:29.520 --> 00:15:32.520]  主耶穌降生的地方
[00:15:32.520 --> 00:15:37.520]  是一個名不見經傳的伯利恆城
[00:15:37.520 --> 00:15:40.520]  伯利恆城如果不是因為耶穌降生是沒有人知道的
[00:15:40.520 --> 00:15:42.520]  但是耶穌降生的地方
[00:15:42.520 --> 00:15:44.520]  更加是伯利恆城裏面的一個
[00:15:44.520 --> 00:15:46.520]  臭氣昏天的馬槽裏面
[00:15:46.520 --> 00:15:48.520]  陪伴著耶穌的
[00:15:48.520 --> 00:15:50.520]  是充滿了異味
[00:15:50.520 --> 00:15:52.520]  甚至是糞便的一個地方
[00:15:52.520 --> 00:15:56.520]  耶穌不是降生在一個輝煌的皇宮
[00:15:56.520 --> 00:15:58.520]  或者豪宅裏面
[00:15:58.520 --> 00:16:00.520]  這就顯示了甚麼呢
[00:16:00.520 --> 00:16:04.520]  他是以謙卑來到人世間
[00:16:04.520 --> 00:16:07.520]  他生長於一個貧窮的家庭裏面
[00:16:07.520 --> 00:16:11.520]  及後他出來天國就是流傳天國的道理的時候
[00:16:11.520 --> 00:16:13.520]  都是用謙卑的心來對待人
[00:16:13.520 --> 00:16:16.520]  面對一個盲眼的乞丐
[00:16:16.520 --> 00:16:19.520]  耶穌很恭敬的在他面前問
[00:16:19.520 --> 00:16:22.520]  我可以為你做些甚麼
[00:16:22.520 --> 00:16:25.520]  就好像一個聽候差遣的僕人那樣
[00:16:25.520 --> 00:16:30.520]  但是他面對的是一個被人看不起的乞丐
[00:16:30.520 --> 00:16:33.520]  縱使主耶穌受人歡迎
[00:16:33.520 --> 00:16:35.520]  但是他入城的時候
[00:16:35.520 --> 00:16:37.520]  他特意選擇一隻驢驅
[00:16:37.520 --> 00:16:40.520]  而不是選擇一隻馬
[00:16:40.520 --> 00:16:41.520]  你還是可以入城
[00:16:41.520 --> 00:16:45.520]  這就代表了他那種的謙卑
[00:16:45.520 --> 00:16:48.520]  及後他更加要來示範
[00:16:48.520 --> 00:16:50.520]  作為一個領袖是怎樣
[00:16:50.520 --> 00:16:53.520]  他甘心情願地為門徒來洗腳
[00:16:53.520 --> 00:16:56.520]  所以主耶穌他自己怎樣宣告呢
[00:16:56.520 --> 00:16:58.520]  我們一起來讀白帝福音十一章二十九字
[00:16:58.520 --> 00:17:00.520]  我們一起來讀出
[00:17:00.520 --> 00:17:02.520]  我心裡柔和謙卑
[00:17:02.520 --> 00:17:05.520]  你們幫付我的額
[00:17:05.520 --> 00:17:06.520]  學我的樣式
[00:17:06.520 --> 00:17:10.520]  這樣你們心裡就必得享安息
[00:17:10.520 --> 00:17:11.520]  主耶穌很清楚地說
[00:17:11.520 --> 00:17:14.520]  我是心裡柔和謙卑
[00:17:14.520 --> 00:17:19.520]  謙卑是令到我們可以來擺下自己
[00:17:19.520 --> 00:17:22.520]  懂得來欣賞別人
[00:17:22.520 --> 00:17:24.520]  好僧人的人性是甚麼呢
