
[00:00:00.000 --> 00:00:03.120]  我們要講講聖誕節的故事
[00:03:33.560 --> 00:03:36.280]  我說其實是有幾個
[00:03:36.280 --> 00:03:37.560]  可能是一群人
[00:03:37.560 --> 00:03:38.720]  眾數
[00:03:38.720 --> 00:03:39.720]  有些博士
[00:03:39.720 --> 00:03:42.200]  從東方來到耶路撒冷
[00:03:42.200 --> 00:03:44.200]  博士是甚麼呢
[00:03:44.200 --> 00:03:47.880]  有些翻譯做博士我們就想起PhD
[00:03:47.880 --> 00:03:49.480]  有博士學位的人
[00:03:49.480 --> 00:03:50.560]  其實不是的
[00:03:50.560 --> 00:03:52.280]  當時近東的世界裡面
[00:03:52.280 --> 00:03:53.760]  所謂博士Magi
[00:03:53.760 --> 00:03:56.920]  其實他們就是一些上升的人
[00:03:56.920 --> 00:03:58.920]  或者是看天象的人
[00:03:58.920 --> 00:04:01.280]  當時近東的世界裡面
[00:04:01.280 --> 00:04:03.920]  最流行或者最看得多
[00:04:03.920 --> 00:04:07.920]  這些上升、占卜、搜冊
[00:04:07.920 --> 00:04:10.080]  這些說明書是從哪裡來的
[00:04:10.080 --> 00:04:11.680]  是從巴比倫那裡來的
[00:04:11.680 --> 00:04:13.280]  所以這群人是從小到大
[00:04:13.280 --> 00:04:15.280]  他們在宮廷裡面學習
[00:04:15.280 --> 00:04:18.200]  這些天文、地理
[00:04:18.200 --> 00:04:20.200]  這群所謂當時的學者
[00:04:20.200 --> 00:04:22.560]  他們做這件事是做甚麼的呢
[00:04:22.560 --> 00:04:25.280]  是幫宮廷打工的
[00:04:25.280 --> 00:04:27.000]  就是告訴宮廷
[00:04:27.000 --> 00:04:28.560]  告訴朝廷
[00:04:28.560 --> 00:04:30.120]  有甚麼空少
[00:04:30.120 --> 00:04:32.600]  或者有甚麼好的兆頭等等
[00:04:32.600 --> 00:04:35.080]  有少許像天理報告的
[00:04:35.080 --> 00:04:37.360]  或者他們看那些雲情
[00:04:37.360 --> 00:04:40.280]  這群就是所謂的博士
[00:04:40.280 --> 00:04:43.760]  或者新日本翻譯做占星家
[00:04:43.760 --> 00:04:45.240]  原意就是這樣
[00:04:45.240 --> 00:04:51.520]  他們研究、通曉一些天文、地理等等
[00:04:51.520 --> 00:04:55.600]  你看這個故事的時候
[00:04:55.600 --> 00:05:00.080]  如果我們是一個所謂猶太人認為的外邦人去看
[00:05:00.080 --> 00:05:02.480]  就不是很詫異的
[00:05:02.480 --> 00:05:05.640]  外邦人看回外邦人
[00:05:05.640 --> 00:05:07.880]  他們大家都是迷信的人
[00:05:07.880 --> 00:05:11.720]  有誰覺得《格雷倫社》
[00:05:11.720 --> 00:05:13.720]  他們是看通聖
[00:05:13.720 --> 00:05:15.200]  是覺得很詫異的
[00:05:15.200 --> 00:05:17.360]  不會的
[00:05:17.360 --> 00:05:20.960]  但如果你是猶太人的讀者
[00:05:20.960 --> 00:05:22.560]  如果看到這段聖經的時候
[00:05:22.560 --> 00:05:25.320]  他們就會覺得很奇怪
[00:05:25.320 --> 00:05:26.360]  為甚麼呢
[00:05:26.360 --> 00:05:31.040]  因為這群所謂占星迷信的人
[00:05:31.040 --> 00:05:35.680]  去看天象、去預測運程等等
[00:05:35.680 --> 00:05:38.080]  這群人對於猶太人來說
[00:05:38.080 --> 00:05:40.160]  是一些所謂的Pagans
[00:05:40.160 --> 00:05:44.600]  他們是想用人的方法來控制上帝
[00:05:44.600 --> 00:05:47.160]  或者控制未來
[00:05:47.160 --> 00:05:49.320]  在猶太人的信仰裏面是絕對接受不了的
[00:05:49.320 --> 00:05:49.960]  為甚麼呢
[00:05:49.960 --> 00:05:53.360]  因為上帝是親口說話的上帝
[00:05:53.360 --> 00:05:55.000]  上帝所說話
[00:05:55.000 --> 00:05:59.480]  或者他給我們生命裏面的原則
[00:05:59.480 --> 00:06:02.320]  給我們生命裏面的教導
[00:06:02.320 --> 00:06:04.280]  是上帝直接給我們有律法的
[00:06:04.280 --> 00:06:05.600]  親自啟示的
[00:06:05.600 --> 00:06:07.960]  去猜探他的僕人、先師等等
[00:06:07.960 --> 00:06:10.720]  來講清楚他的說話
[00:06:10.720 --> 00:06:12.880]  因為猶太人在聖經裏面說的上帝
[00:06:12.880 --> 00:06:16.280]  因為上帝是清清楚楚地告訴你
[00:06:16.280 --> 00:06:19.760]  你的生命裏面的方向、價值等等
[00:06:19.760 --> 00:06:21.640]  所以猶太人是看不起
[00:06:21.640 --> 00:06:24.240]  看不起這群外邦人的
[00:06:24.240 --> 00:06:27.080]  這群人是一些他們會嘲笑的人
[00:06:27.080 --> 00:06:28.840]  看不起的人
[00:06:28.840 --> 00:06:31.240]  但是在這個故事裏面
[00:06:31.240 --> 00:06:34.240]  這群所謂博士或者占星家
[00:06:34.240 --> 00:06:37.680]  他們就是純粹看到一顆星
[00:06:37.680 --> 00:06:39.600]  一個特別的兆頭
[00:06:39.600 --> 00:06:42.800]  只是靠著這個這麼小的啟示
[00:06:42.800 --> 00:06:44.800]  沒有多少清楚的內容
[00:06:44.800 --> 00:06:46.840]  他們就跟著這顆星
[00:06:46.840 --> 00:06:50.800]  然後去找這個剛剛出生的耶穌
[00:06:50.800 --> 00:06:52.440]  為了去敬拜祂
[00:06:52.440 --> 00:06:56.160]  這個是第一個角色
[00:06:56.160 --> 00:06:57.920]  就是這群的博士
[00:06:57.920 --> 00:07:02.360]  另外就是這群的經學家
[00:07:02.360 --> 00:07:05.200]  因為這些的博士來到
[00:07:05.200 --> 00:07:06.640]  麻煩幫我advance
[00:07:06.640 --> 00:07:10.680]  來到耶路撒冷的時候
[00:07:10.680 --> 00:07:12.200]  希律王就知道了
[00:07:12.200 --> 00:07:15.600]  因為他們這群博士來到耶路撒冷宮廷的時候
[00:07:15.600 --> 00:07:19.320]  當然他們就是找這個皇帝
[00:07:19.320 --> 00:07:21.720]  就是宮廷裏面出生了一個皇帝
[00:07:21.720 --> 00:07:25.040]  然後他們想去朝拜他或者送上禮物等等
[00:07:25.040 --> 00:07:28.000]  他們當然第一個地方就是去京都
[00:07:28.000 --> 00:07:29.840]  就是去當時巴勒斯坦地
[00:07:29.840 --> 00:07:31.760]  耶路撒冷的京都
[00:07:31.760 --> 00:07:34.320]  他們第一個當然要見當時的皇帝
[00:07:34.320 --> 00:07:35.800]  就是大希律王
[00:07:35.800 --> 00:07:38.760]  大希律王聽見了就心裏面不安了
[00:07:38.760 --> 00:07:41.640]  耶路撒冷合成的人也都不安
[00:07:41.640 --> 00:07:46.320]  他就召齊了祭司長和民間的文士
[00:07:46.320 --> 00:07:48.760]  那些scribes或者經學家
[00:07:48.760 --> 00:07:52.840]  問他們說基督當生在何處
[00:07:52.840 --> 00:07:57.680]  這裡講到這些的經學家
[00:07:57.680 --> 00:08:00.200]  文士或者祭司長等等
[00:08:00.200 --> 00:08:03.800]  就被召集進去大希律的宮廷
[00:08:03.800 --> 00:08:06.960]  大希律是什麼人呢?
[00:08:06.960 --> 00:08:09.360]  大希律王其實就是半個猶太人
[00:08:09.360 --> 00:08:10.800]  他本身是以東人
[00:08:10.800 --> 00:08:14.240]  因為以前瑪加比時代以東地方被佔領了
[00:08:14.240 --> 00:08:17.560]  所以這群以東人被逼做了半個猶太人
[00:08:17.560 --> 00:08:21.520]  所以大希律王聽見一件這樣的事
[00:08:21.520 --> 00:08:25.280]  說有一個新生的猶太人的王會出現
[00:08:25.280 --> 00:08:28.400]  大希律王作為一個半個猶太人
[00:08:28.400 --> 00:08:31.200]  他都知道猶太人的律法和經典
[00:08:31.200 --> 00:08:35.200]  他都清楚或者知道聽聞過
[00:08:35.200 --> 00:08:37.480]  舊約聖經裡面有預言過
[00:08:37.480 --> 00:08:40.840]  一位新生王出現
[00:08:40.840 --> 00:08:43.120]  但是他知道一點不知道一點
[00:08:43.120 --> 00:08:45.760]  所以他就去問當時的phd
[00:08:45.760 --> 00:08:48.760]  問那些經學家或者民事
[00:08:48.760 --> 00:08:49.800]  祭司長
[00:08:49.800 --> 00:08:51.560]  叫他們查考一下聖經
[00:08:51.560 --> 00:08:54.560]  聖經裡面哪裡有講
[00:08:54.560 --> 00:08:57.080]  預言有一個新生王出現
[00:08:57.080 --> 00:09:01.080]  並且聖經裡面有沒有講他在哪裡出生
[00:09:01.080 --> 00:09:03.360]  在哪裡出生
[00:09:03.360 --> 00:09:06.640]  所以他們被召入宮的時候
[00:09:06.640 --> 00:09:10.200]  就去到第五節
[00:09:10.200 --> 00:09:11.880]  他們就說
[00:09:11.880 --> 00:09:16.320]  行不行
[00:09:16.320 --> 00:09:17.160]  他們回答說
[00:09:17.160 --> 00:09:19.000]  那些經學家就回答說
[00:09:19.000 --> 00:09:20.880]  在猶太的伯利恆
[00:09:20.880 --> 00:09:23.400]  因為先知記住
[00:09:23.400 --> 00:09:24.760]  記住什麼
[00:09:24.760 --> 00:09:27.440]  猶太地的伯利恆
[00:09:27.440 --> 00:09:29.960]  你在猶大諸城中
[00:09:29.960 --> 00:09:31.640]  並不是最少的
[00:09:31.640 --> 00:09:35.720]  因為將來有一位君王要從你那裡出來
[00:09:35.720 --> 00:09:37.600]  牧養我的以色列民
[00:09:37.600 --> 00:09:39.680]  這些經學家
[00:09:39.680 --> 00:09:42.320]  或者讀聖經讀得很熟的
[00:09:42.320 --> 00:09:44.400]  他們一看就看到
[00:09:44.400 --> 00:09:46.440]  就在哪裡出現
[00:09:46.440 --> 00:09:48.240]  他說先知上面記著
[00:09:48.240 --> 00:09:49.400]  他沒有講誰是先知
[00:09:49.400 --> 00:09:51.560]  你記不記得誰
[00:09:51.560 --> 00:09:54.800]  記不記得是誰 是不是爾賽
[00:09:54.800 --> 00:09:56.320]  是不是耶利米
[00:09:56.320 --> 00:09:58.120]  是不是達爾尼
[00:09:58.120 --> 00:09:59.920]  誰是先知
[00:09:59.920 --> 00:10:01.440]  尼迦
[00:10:01.440 --> 00:10:02.760]  是誰
[00:10:02.760 --> 00:10:03.920]  尼迦是先知
[00:10:03.920 --> 00:10:06.440]  你不是很清楚
[00:10:06.440 --> 00:10:08.920]  因為你不是經學家
[00:10:08.920 --> 00:10:11.240]  那些熟悉聖經的一翻就知道
[00:10:11.240 --> 00:10:12.040]  尼迦書
[00:10:12.040 --> 00:10:13.520]  尼迦書有沒有看過
[00:10:13.520 --> 00:10:15.200]  看都沒有看過
[00:10:15.200 --> 00:10:17.280]  因為這些聖經的專家
[00:10:17.280 --> 00:10:18.480]  一翻就翻開
[00:10:18.480 --> 00:10:22.080]  他們就說當然是新生王在哪裡出現
[00:10:22.080 --> 00:10:23.560]  伯利恆
[00:10:23.560 --> 00:10:24.880]  伯利恆是什麼地方
[00:10:24.880 --> 00:10:26.400]  本身大衛
[00:10:26.400 --> 00:10:28.120]  你記得舊約裡面有一個很出名的王
[00:10:28.120 --> 00:10:29.680]  叫做大衛王
[00:10:29.680 --> 00:10:30.680]  King David
[00:10:30.680 --> 00:10:33.120]  他的祖家或者他的官籍
[00:10:33.120 --> 00:10:34.920]  籍貫
[00:10:34.920 --> 00:10:35.600]  他的鄉下
[00:10:35.600 --> 00:10:37.560]  就是在Bethlehem
[00:10:37.560 --> 00:10:41.680]  所以一翻就翻到尼迦書裡面
[00:10:41.680 --> 00:10:43.240]  其中一章第五章
[00:10:43.240 --> 00:10:45.120]  就講到新生王會出現
[00:10:45.120 --> 00:10:49.400]  大概在尼迦書那裡預言一個尼塞亞出現
[00:10:49.400 --> 00:10:50.520]  一個新生王出現
[00:10:50.520 --> 00:10:52.640]  那個上文下理大概是上帝說
[00:10:52.640 --> 00:10:55.360]  給當時的貝約的以色列國聽
[00:10:55.360 --> 00:10:57.560]  我將會有一個新的王
[00:10:57.560 --> 00:10:59.080]  新的王朝出現
[00:10:59.080 --> 00:11:01.400]  而那個新的王朝不是在耶路撒冷出現
[00:11:01.400 --> 00:11:03.760]  是在大衛出生的那個地方
[00:11:03.760 --> 00:11:07.520]  就是會有一個新的大衛的君王會再出現的
[00:11:07.520 --> 00:11:09.320]  這個新的國度會再來到的
[00:11:09.320 --> 00:11:10.840]  這個就是幾百年前
[00:11:10.840 --> 00:11:13.120]  在尼迦書在舊約裡面
[00:11:13.120 --> 00:11:15.280]  一早預言了
[00:11:15.280 --> 00:11:17.760]  大衛的王朝
[00:11:17.760 --> 00:11:19.320]  會再出現
[00:11:19.320 --> 00:11:23.760]  大衛的故鄉伯利恆會有一個新的王出現
[00:11:23.760 --> 00:11:27.320]  這個就是第二班的角色
[00:11:27.320 --> 00:11:29.160]  這裡講到這些經學家或者文士
[00:11:29.160 --> 00:11:31.320]  或者祭司長他們最熟悉聖經的
[00:11:31.320 --> 00:11:34.360]  並且是熟得曉通的
[00:11:34.360 --> 00:11:39.400]  並且在地理上他們是最接近伯利恆的
[00:11:39.400 --> 00:11:40.200]  他們在哪裡?
[00:11:40.200 --> 00:11:42.880]  在耶路撒冷是吧?
[00:11:42.880 --> 00:11:46.040]  新生王在哪裡出現?
[00:11:46.040 --> 00:11:47.280]  伯利恆是吧?
[00:11:47.280 --> 00:11:48.200]  伯利恆
[00:11:48.200 --> 00:11:50.880]  耶路撒冷下去伯利恆就是在南面的
[00:11:50.880 --> 00:11:53.600]  大概兩三個公里而已
[00:11:53.600 --> 00:11:55.240]  如果你走路的話
[00:11:55.240 --> 00:11:58.240]  應該三個小時就到了
[00:11:58.240 --> 00:12:00.360]  他們就知道
[00:12:00.360 --> 00:12:02.440]  聖經一早預言了
[00:12:02.440 --> 00:12:03.720]  有一個新生王出現
[00:12:03.720 --> 00:12:06.000]  是上帝派來的
[00:12:06.000 --> 00:12:09.720]  但是他們就是手指頭都不動
[00:12:09.720 --> 00:12:11.760]  這個就很大對比了
[00:12:11.760 --> 00:12:13.360]  那些所謂東方的博士
[00:12:13.360 --> 00:12:15.360]  猶太人看不起的那班人
[00:12:15.360 --> 00:12:19.680]  只是靠著一顆星去拜這位新生王
[00:12:19.680 --> 00:12:23.720]  另外對比的就是這班所謂的經學家
[00:12:23.720 --> 00:12:28.280]  這些經學家他們知道通曉到
[00:12:28.280 --> 00:12:31.360]  連那個新生王在哪裡出生
[00:12:31.360 --> 00:12:33.360]  他們都明白的
[00:12:33.360 --> 00:12:35.520]  明白的時候問一下你等等
[00:12:35.520 --> 00:12:41.880]  他們就沒有去找這個新生王
[00:12:41.880 --> 00:12:47.440]  反而是這班東方來的博士
[00:12:47.440 --> 00:12:50.200]  接著這個故事就講到
[00:12:50.200 --> 00:12:52.440]  這個大喜律王見到
[00:12:52.440 --> 00:12:54.800]  就是問過這班聖經學者
[00:12:54.800 --> 00:12:58.040]  就問清楚在伯利恆出生
[00:12:58.040 --> 00:13:00.440]  然後這些博士來到的時候
[00:13:00.440 --> 00:13:02.440]  就問清楚那顆星到底什麼時候出現的
[00:13:02.440 --> 00:13:04.760]  因為他們是老遠地方來的
[00:13:04.760 --> 00:13:07.960]  查問清楚大概應該是兩年前就出現的
[00:13:07.960 --> 00:13:10.600]  所以這些博士就travel了兩年的時間
[00:13:10.600 --> 00:13:14.240]  就來到耶路撒冷
[00:13:14.240 --> 00:13:15.120]  來到以色列
[00:13:15.120 --> 00:13:17.120]  來到去找這個新生王
[00:13:17.120 --> 00:13:20.360]  於是大喜律召見了這些博士之後
[00:13:20.360 --> 00:13:21.960]  他知道是兩年前左右
[00:13:21.960 --> 00:13:25.160]  他就知道這個小孩應該是兩年前已經出生了
[00:13:25.160 --> 00:13:27.880]  所以馬太坊第二章這個故事
[00:13:27.880 --> 00:13:30.960]  當這些博士來到去見耶穌的時候
[00:13:30.960 --> 00:13:32.960]  耶穌大概幾歲?
[00:13:32.960 --> 00:13:34.960]  一歲多兩歲是嗎?
[00:13:34.960 --> 00:13:40.160]  所以你看到馬太坊第二章這個故事的時候
[00:13:40.160 --> 00:13:42.640]  他應該不是耶穌
[00:13:42.640 --> 00:13:44.640]  應該不是一個baby躺在那裡
[00:13:44.640 --> 00:13:46.640]  大概是一兩歲了
[00:13:46.640 --> 00:13:48.640]  那些走走跌跌在那裡搞事的
[00:13:48.640 --> 00:13:50.640]  我們教會很多
[00:13:50.640 --> 00:13:54.960]  大概是這個時間
[00:13:54.960 --> 00:13:58.880]  所以他們就來找這個小孩耶穌
[00:13:58.880 --> 00:14:00.880]  小孩子耶穌
[00:14:00.880 --> 00:14:02.880]  接著就到第九節
[00:14:02.880 --> 00:14:07.960]  希律王知道大概這個新生王什麼時候出現
[00:14:07.960 --> 00:14:09.960]  他其實就是想殺他
[00:14:09.960 --> 00:14:11.960]  到第九節
[00:14:11.960 --> 00:14:15.960]  他們聽見希律王的話就去了
[00:14:15.960 --> 00:14:18.960]  他們是博士
[00:14:18.960 --> 00:14:21.960]  博士聽見王的話就去了
[00:14:21.960 --> 00:14:27.960]  忽然在東方所看到的那顆火星在前面
[00:14:27.960 --> 00:14:31.960]  引領他們一直走到小孩子所在的地方之上
[00:14:31.960 --> 00:14:33.960]  停住了
[00:14:33.960 --> 00:14:35.960]  他們看見那星就非常歡喜
[00:14:35.960 --> 00:14:37.960]  盡了防止
[00:14:37.960 --> 00:14:39.960]  看見小孩子和他母親瑪利亞
[00:14:39.960 --> 00:14:44.960]  他們就俯伏在那小孩子揭開寶盒
[00:14:44.960 --> 00:14:48.960]  拿出黃金、乳香、抹藥
[00:14:48.960 --> 00:14:52.960]  作為禮物獻給這位小孩子
[00:14:52.960 --> 00:14:57.960]  這就是為什麼後期的人去想像聖誕節的時候
[00:14:57.960 --> 00:14:59.960]  有三個博士
[00:14:59.960 --> 00:15:01.960]  當然每人一份
[00:15:01.960 --> 00:15:03.960]  沒理由一個人拿三份禮物
[00:15:03.960 --> 00:15:05.960]  有九份
[00:15:05.960 --> 00:15:08.960]  所以三份禮物出現就認為有三個博士
[00:15:08.960 --> 00:15:10.960]  當然不一定是這樣
[00:15:10.960 --> 00:15:12.960]  無論如何他們將最貴重的東西獻上
[00:15:12.960 --> 00:15:14.960]  然後去敬拜
[00:15:14.960 --> 00:15:19.960]  俯伏在小孩子的前面
[00:15:19.960 --> 00:15:21.960]  大家留意
[00:15:21.960 --> 00:15:25.960]  這班所謂猶太人看不起的人
[00:15:25.960 --> 00:15:29.960]  對上帝根本是一知半解
[00:15:29.960 --> 00:15:33.960]  就是憑著一顆星走幾百里路
[00:15:33.960 --> 00:15:36.960]  反而在這個故事裡面
[00:15:36.960 --> 00:15:39.960]  他們是最懂聖誕的人
[00:15:39.960 --> 00:15:43.960]  他們最明白聖誕節是一回什麼事
[00:15:43.960 --> 00:15:47.960]  就是這位生下來作我們王的耶穌
[00:15:47.960 --> 00:15:50.960]  是值得我們去敬拜
[00:15:50.960 --> 00:15:52.960]  居然在這個故事裡面
[00:15:52.960 --> 00:15:54.960]  是一班本身迷信的人
[00:15:54.960 --> 00:15:56.960]  沒看過聖經
[00:15:56.960 --> 00:15:58.960]  不清楚基督教信仰
[00:15:58.960 --> 00:16:00.960]  不清楚聖經信仰
[00:16:00.960 --> 00:16:02.960]  他們來到去下拜
[00:16:02.960 --> 00:16:06.960]  並且預備好去敬拜這位主
[00:16:06.960 --> 00:16:08.960]  那些通曉聖經的人
[00:16:08.960 --> 00:16:10.960]  反而
[00:16:10.960 --> 00:16:12.960]  所謂take it for granted
[00:16:12.960 --> 00:16:14.960]  完全不理會
[00:16:14.960 --> 00:16:18.960]  有時我覺得
[00:16:18.960 --> 00:16:20.960]  在教會裡面
[00:16:20.960 --> 00:16:22.960]  最教導我如何做基督徒的人
[00:16:22.960 --> 00:16:24.960]  就是一些
[00:16:24.960 --> 00:16:26.960]  未信
[00:16:26.960 --> 00:16:28.960]  或者剛信的那些
[00:16:28.960 --> 00:16:30.960]  對嗎
[00:16:30.960 --> 00:16:32.960]  他最讓我看到
[00:16:32.960 --> 00:16:34.960]  到底什麼叫做
[00:16:34.960 --> 00:16:36.960]  尋找上帝
[00:16:36.960 --> 00:16:38.960]  什麼叫做敬拜上帝
[00:16:38.960 --> 00:16:42.960]  真人
[00:16:42.960 --> 00:16:44.960]  看見一些初信
[00:16:44.960 --> 00:16:46.960]  或者準備去受洗
[00:16:46.960 --> 00:16:48.960]  雖然他們不知道很多
[00:16:48.960 --> 00:16:50.960]  是吧
[00:16:50.960 --> 00:16:52.960]  我們剛剛上個禮拜
[00:16:52.960 --> 00:16:54.960]  預備有幾個弟兄姊妹
[00:16:54.960 --> 00:16:58.960]  他們去受浸
[00:16:58.960 --> 00:17:00.960]  下個禮拜他們去受浸
[00:17:00.960 --> 00:17:02.960]  每逢受浸之前
[00:17:02.960 --> 00:17:04.960]  我們都會做一些面試
[00:17:04.960 --> 00:17:06.960]  網上做或者實體做
[00:17:06.960 --> 00:17:08.960]  我們就問一下
[00:17:08.960 --> 00:17:10.960]  所謂舊的一套
[00:17:10.960 --> 00:17:12.960]  我們叫做查問信德
[00:17:12.960 --> 00:17:14.960]  信德
[00:17:14.960 --> 00:17:16.960]  查問信德
[00:17:16.960 --> 00:17:18.960]  了解他信的是不是真確
[00:17:18.960 --> 00:17:20.960]  和在基本上
[00:17:20.960 --> 00:17:22.960]  他能夠掌握到
[00:17:22.960 --> 00:17:24.960]  其實那些問題
[00:17:24.960 --> 00:17:26.960]  是很簡單的問題
[00:17:26.960 --> 00:17:28.960]  他們就去回答
[00:17:28.960 --> 00:17:30.960]  其實答案也是非常之
[00:17:30.960 --> 00:17:32.960]  簡單
[00:17:32.960 --> 00:17:34.960]  但你看到他們去到預備
[00:17:34.960 --> 00:17:36.960]  寫見證
[00:17:36.960 --> 00:17:40.960]  在他們的生命裡面
[00:17:40.960 --> 00:17:42.960]  如何遇上這位救主
[00:17:42.960 --> 00:17:44.960]  你聽回他們的故事
[00:17:44.960 --> 00:17:46.960]  聽回他們的故事的時候
[00:17:46.960 --> 00:17:48.960]  你會發現
[00:17:48.960 --> 00:17:50.960]  那些是真心
[00:17:50.960 --> 00:17:52.960]  去相信
[00:17:52.960 --> 00:17:54.960]  真心去認定
[00:17:54.960 --> 00:17:56.960]  耶穌是他們的主
[00:17:56.960 --> 00:17:58.960]  相反
[00:17:58.960 --> 00:18:02.960]  有時候一些通曉聖經的人
[00:18:02.960 --> 00:18:06.960]  通曉聖經的人
[00:18:06.960 --> 00:18:08.960]  回教會很久的人
[00:18:08.960 --> 00:18:10.960]  以為自己知道很多的人
[00:18:10.960 --> 00:18:12.960]  那些人反而覺得
