
[00:00:00.000 --> 00:00:05.600]  我今天的題目不是這樣安排的
[00:03:26.400 --> 00:03:28.400]  那種幫助
[00:03:28.400 --> 00:03:31.200]  仰上的人都讚嘆
[00:03:31.200 --> 00:03:32.400]  我們這樣祈禱
[00:03:32.400 --> 00:03:34.600]  感恩奉耶穌基督的名
[00:03:34.600 --> 00:03:37.800]  誠心所願
[00:03:37.800 --> 00:03:41.800]  今天的題目其實有點繁薄
[00:03:41.800 --> 00:03:44.600]  《平凡的神蹟》
[00:03:44.600 --> 00:03:50.200]  神蹟又怎會平凡呢
[00:03:50.200 --> 00:03:52.800]  神蹟當然是不平凡的
[00:03:52.800 --> 00:03:54.600]  《平凡的神蹟》
[00:03:54.600 --> 00:03:59.200]  就好像我們說醜陋的美女
[00:03:59.200 --> 00:04:02.000]  嚴厲的慈母
[00:04:02.000 --> 00:04:07.000]  都是有一點矛盾性
[00:04:07.000 --> 00:04:09.600]  在我們基督教的語言裡面
[00:04:09.600 --> 00:04:14.600]  其中有一個比較有張力有矛盾的字
[00:04:14.600 --> 00:04:17.400]  叫做「無能者的大能」
[00:04:17.400 --> 00:04:19.600]  大家有沒有聽過
[00:04:19.600 --> 00:04:21.600]  「無能者的大能」
[00:04:21.600 --> 00:04:26.800]  這是盧雲神父很著名的演繹
[00:04:26.800 --> 00:04:28.600]  我們今天下午有一個全堂盡修
[00:04:28.600 --> 00:04:30.800]  給你們一點廣告
[00:04:30.800 --> 00:04:32.600]  三點半
[00:04:32.600 --> 00:04:34.800]  又是我負責講
[00:04:34.800 --> 00:04:39.600]  信徒培育部的主席約我負責講
[00:04:39.600 --> 00:04:42.000]  講明是講一段聖經
[00:04:42.000 --> 00:04:44.400]  就是說凡勞苦擔重擔的人
[00:04:44.400 --> 00:04:46.000]  可以到主那裡來
[00:04:46.000 --> 00:04:47.400]  我定了一個題目叫做
[00:04:47.400 --> 00:04:52.200]  「輕散的擔子」
[00:04:52.200 --> 00:04:53.600]  他叫我講聖經
[00:04:53.600 --> 00:04:55.200]  其實我是很聽話的
[00:04:55.200 --> 00:04:56.800]  別人給我題目叫我講聖經
[00:04:56.800 --> 00:04:57.600]  我就講聖經
[00:04:57.600 --> 00:04:59.400]  叫我講專題我就講專題
[00:04:59.400 --> 00:05:01.600]  講專題你可以講很多其他的東西
[00:05:01.600 --> 00:05:03.800]  但講聖經就真的要講聖經
[00:05:03.800 --> 00:05:05.000]  所以我又很乖
[00:05:05.000 --> 00:05:06.400]  但這個題目
[00:05:06.400 --> 00:05:13.400]  有些聖經我以前沒有講過
[00:05:13.400 --> 00:05:15.200]  所以就要預備
[00:05:15.200 --> 00:05:17.000]  所以用了一點時間預備
[00:05:17.000 --> 00:05:19.400]  大家想聽就可以
[00:05:19.400 --> 00:05:22.200]  賣個廣告點半鐘下去
[00:05:22.200 --> 00:05:24.600]  好像一個接續篇一樣
[00:05:24.600 --> 00:05:27.600]  輕散的擔子其實都是有矛盾的
[00:05:27.600 --> 00:05:30.200]  擔子又怎會輕散呢?
[00:05:30.200 --> 00:05:32.400]  輕散就不是擔子
[00:05:32.400 --> 00:05:34.200]  不過我們看聖經的時候
[00:05:34.200 --> 00:05:35.600]  或者我們思考問題的時候
[00:05:35.600 --> 00:05:38.800]  一定要處理到這個矛盾和張力
[00:05:38.800 --> 00:05:43.000]  否則就沒辦法明白
[00:05:43.000 --> 00:05:48.200]  如果我們今天的題目並不繁薄
[00:05:48.200 --> 00:05:51.400]  而可以從另外一個角度去理解的話
[00:05:51.400 --> 00:05:56.800]  我們可以說是一個不平凡的神蹟
[00:05:56.800 --> 00:05:59.000]  為什麼這樣說呢?
[00:05:59.000 --> 00:06:01.400]  這個神蹟
[00:06:01.400 --> 00:06:04.800]  不單止是約翰福音獨有的神蹟
[00:06:04.800 --> 00:06:07.000]  而且約翰福音將祂擺在第一
[00:06:07.000 --> 00:06:10.200]  祂說這是耶穌所走的頭一個神蹟
[00:06:10.200 --> 00:06:12.000]  擺在第一
[00:06:12.000 --> 00:06:18.800]  有的聖經學者曾經這樣去處理約翰福音的神蹟
[00:06:18.800 --> 00:06:20.600]  他說由第一個水變走的神蹟
[00:06:20.600 --> 00:06:23.400]  到最後一個拉撒路復活的神蹟
[00:06:23.400 --> 00:06:25.600]  那個神蹟好像有進階性
[00:06:25.600 --> 00:06:31.000]  越來越厲害
[00:06:31.000 --> 00:06:35.800]  不過我有少許保留這種的解釋
[00:06:35.800 --> 00:06:38.400]  神蹟是不是可以拿來這樣比較
[00:06:38.400 --> 00:06:39.200]  有的是厲害一點
[00:06:39.200 --> 00:06:40.600]  有的是沒那麼厲害
[00:06:40.600 --> 00:06:42.600]  平靜風浪就厲害一點
[00:06:42.600 --> 00:06:45.400]  醫治就沒死人復活那麼厲害
[00:06:45.400 --> 00:06:46.800]  我們可能會這樣去比較
[00:06:46.800 --> 00:06:49.000]  這個是我們的習慣
[00:06:49.000 --> 00:06:51.800]  首先我們講教育
[00:06:51.800 --> 00:06:53.800]  當然是教博士的厲害一點
[00:06:53.800 --> 00:06:56.000]  教碩士的沒那麼厲害
[00:06:56.000 --> 00:06:58.200]  教大學本科的又更加差一點
[00:06:58.200 --> 00:07:00.800]  教中學、小學、幼稚園
[00:07:00.800 --> 00:07:02.800]  一路比下來
[00:07:02.800 --> 00:07:05.800]  是不是這樣比的呢?
[00:07:05.800 --> 00:07:06.800]  似乎不是
[00:07:06.800 --> 00:07:09.800]  每一個階段的教育
[00:07:09.800 --> 00:07:13.400]  其實都那麼重要
[00:07:13.400 --> 00:07:16.800]  不可以用一種這樣的性質來比
[00:07:16.800 --> 00:07:18.800]  神蹟鋪出來的時候
[00:07:18.800 --> 00:07:23.400]  有它個別不同的獨特性和意義
[00:07:23.400 --> 00:07:26.800]  我個人並不贊成
[00:07:26.800 --> 00:07:32.800]  向神蹟互相比說這個是厲害一點那個沒那麼厲害
[00:07:32.800 --> 00:07:36.400]  而且這個神蹟也是很獨特的
[00:07:36.400 --> 00:07:38.800]  為什麼呢?
[00:07:38.800 --> 00:07:43.600]  這個神蹟是有別於其他的神蹟
[00:07:43.600 --> 00:07:47.600]  它甚至打破了我們對神蹟的觀念
[00:07:47.600 --> 00:07:49.400]  因為這個神蹟
[00:07:49.400 --> 00:07:51.400]  它不是解困
[00:07:51.400 --> 00:07:52.800]  通常就是很糟糕
[00:07:52.800 --> 00:07:54.000]  平靜風浪那樣
[00:07:54.000 --> 00:07:55.000]  嘩!真的死定了
[00:07:55.000 --> 00:07:55.800]  是不是呢?
[00:07:55.800 --> 00:07:57.400]  耶穌出來平靜風浪
[00:07:57.400 --> 00:07:59.400]  我們對神蹟的理解就是
[00:07:59.400 --> 00:08:00.800]  神突然間介入
[00:08:00.800 --> 00:08:03.600]  終止了那些災難、那些不幸
[00:08:03.600 --> 00:08:06.600]  神蹟性的拯救
[00:08:06.600 --> 00:08:08.600]  多數都是這樣的
[00:08:08.600 --> 00:08:10.200]  你看聖經裡面出現的神蹟
[00:08:10.200 --> 00:08:13.800]  很多都是拯救的
[00:08:13.800 --> 00:08:15.000]  或者是醫治的
[00:08:15.000 --> 00:08:18.800]  或者是救助的
[00:08:18.800 --> 00:08:23.400]  也都不是一種的公認
[00:08:23.400 --> 00:08:26.400]  譬如最簡單,五餅二魚
[00:08:26.400 --> 00:08:29.000]  個個沒得吃
[00:08:29.000 --> 00:08:31.000]  餓到腳都軟了
[00:08:31.000 --> 00:08:32.400]  怎麼走回家呢?
[00:08:32.400 --> 00:08:34.400]  所以耶穌就說
[00:08:34.400 --> 00:08:36.600]  你給他們吃吧
[00:08:36.600 --> 00:08:40.000]  於是就提供了他們身體的能量
[00:08:40.000 --> 00:08:42.600]  讓他們可以走回家
[00:08:42.600 --> 00:08:45.400]  它有一個公認在這裡
[00:08:45.400 --> 00:08:50.400]  那麼這個神蹟是什麼性質的呢?
[00:08:50.400 --> 00:08:56.600]  這個神蹟可以說是可有可無的
[00:08:56.600 --> 00:08:58.400]  水變酒
[00:08:58.400 --> 00:09:01.600]  人們參加派對、參加宴席
[00:09:01.600 --> 00:09:04.400]  吃著吃著,酒用盡了
[00:09:04.400 --> 00:09:09.600]  是有點掃興的
[00:09:09.600 --> 00:09:10.600]  那就算了
[00:09:10.600 --> 00:09:13.000]  喝完就算了
[00:09:13.000 --> 00:09:14.600]  是不是?
[00:09:14.600 --> 00:09:16.000]  對不對?
[00:09:16.000 --> 00:09:17.400]  為什麼要勞煩耶穌
[00:09:17.400 --> 00:09:19.600]  做些事情、做個神蹟出來呢?
[00:09:19.600 --> 00:09:24.200]  大家想不想到一個理由呢?
[00:09:24.200 --> 00:09:26.600]  是不是?
[00:09:26.600 --> 00:09:28.400]  它不同其他的
[00:09:28.400 --> 00:09:32.200]  其他的就是你不做是不行的
[00:09:32.200 --> 00:09:36.600]  起碼就是會有一些問題會出現
[00:09:36.600 --> 00:09:38.400]  但這裡真的沒問題的
[00:09:38.400 --> 00:09:40.400]  你發不發覺?
[00:09:40.400 --> 00:09:42.000]  第一個神蹟
[00:09:42.000 --> 00:09:45.600]  這個水變酒的神蹟
[00:09:45.600 --> 00:09:46.600]  喝著喝著
[00:09:46.600 --> 00:09:50.800]  差不多了,七成八成了
[00:09:50.800 --> 00:09:52.800]  完全沒有了
[00:09:52.800 --> 00:09:57.000]  是不是?
[00:09:57.000 --> 00:09:58.600]  你說這個神蹟是否很特別呢?
[00:09:58.600 --> 00:10:01.800]  是有別於其他的神蹟
[00:10:01.800 --> 00:10:07.000]  幾乎沒有一個神蹟是這樣的
[00:10:07.000 --> 00:10:10.800]  為什麼耶穌會走這個神蹟呢?
[00:10:10.800 --> 00:10:14.200]  我們要思索
[00:10:14.200 --> 00:10:17.600]  為什麼約翰福音要記下這個神蹟
[00:10:17.600 --> 00:10:19.000]  耶穌走了很多個神蹟
[00:10:19.000 --> 00:10:20.200]  聖經說
[00:10:20.200 --> 00:10:24.800]  「沒有一記下來」
[00:10:24.800 --> 00:10:27.000]  約翰福音用了這麼完整的篇幅
[00:10:27.000 --> 00:10:28.600]  把它記下來
[00:10:28.600 --> 00:10:29.800]  就是說
[00:10:29.800 --> 00:10:33.800]  它是有一個我們要明白的意思
[00:10:33.800 --> 00:10:35.400]  它有一個很重要的意思
[00:10:35.400 --> 00:10:37.200]  才這樣記下來
[00:10:37.200 --> 00:10:38.400]  這個我們要讀
[00:10:38.400 --> 00:10:39.400]  但我們會問
[00:10:39.400 --> 00:10:41.400]  這個神蹟究竟在說什麼?
[00:10:41.400 --> 00:10:46.000]  表達了什麼呢?
[00:10:46.000 --> 00:10:47.800]  在阿拿有一個婚宴
[00:10:47.800 --> 00:10:49.600]  耶穌的母親在那裡
[00:10:49.600 --> 00:10:51.800]  耶穌和祂的門徒都被請去
[00:10:51.800 --> 00:10:54.200]  這應該是一個親人
[00:10:54.200 --> 00:10:55.000]  酒用完了
[00:10:55.000 --> 00:10:56.200]  耶穌的母親就說
[00:10:56.200 --> 00:10:58.000]  他們不要走了
[00:10:58.000 --> 00:10:59.400]  耶穌就說
[00:10:59.400 --> 00:11:00.800]  「母親,我與你何干?
[00:11:00.800 --> 00:11:02.400]  我的時候還會有到?」
[00:11:02.400 --> 00:11:05.200]  這些我們跳過了,不要說了
[00:11:05.200 --> 00:11:08.400]  祂的母親就對傭人說
[00:11:08.400 --> 00:11:10.000]  「祂告訴你們什麼
[00:11:10.000 --> 00:11:12.400]  你們就照去做吧」
[00:11:12.400 --> 00:11:13.800]  就猶太人的潔淨規矩
[00:11:13.800 --> 00:11:16.200]  有六口石缸放在那裡
[00:11:16.200 --> 00:11:19.200]  每口可以乘兩三桶水
[00:11:19.200 --> 00:11:20.200]  耶穌對傭人說
[00:11:20.200 --> 00:11:21.400]  把缸倒滿水
[00:11:21.400 --> 00:11:22.400]  他們就倒滿了
[00:11:22.400 --> 00:11:23.600]  直到缸口
[00:11:23.600 --> 00:11:24.200]  耶穌又說
[00:11:24.200 --> 00:11:25.800]  「現在曉出來
[00:11:25.800 --> 00:11:28.000]  送給宴會總管」
[00:11:28.000 --> 00:11:30.400]  他們就送去了
[00:11:30.400 --> 00:11:33.000]  宴會的總管嘗了水變酒的酒
[00:11:33.000 --> 00:11:34.800]  不知道從哪裡來的
[00:11:34.800 --> 00:11:35.800]  就對人說
[00:11:35.800 --> 00:11:39.800]  人家擺上的都是先喝完那些好酒
[00:11:39.800 --> 00:11:41.200]  那些人喝到七七八八
[00:11:41.200 --> 00:11:42.800]  都不太懂得分好壞的時候
[00:11:42.800 --> 00:11:46.800]  就給他喝那些差的酒
[00:11:46.800 --> 00:11:48.200]  是這樣的
[00:11:48.200 --> 00:11:49.800]  為什麼這個主人這麼有趣呢?
[00:11:49.800 --> 00:11:51.800]  把那些差的酒都給人喝了
[00:11:51.800 --> 00:11:55.600]  就拿些好的酒出來呢?
[00:11:55.600 --> 00:11:57.600]  是不是孤寒呢?
[00:11:57.600 --> 00:12:01.400]  這是耶穌所行的第一個神蹟
[00:12:01.400 --> 00:12:03.600]  這個不是祂出來行的第一個神蹟
[00:12:03.600 --> 00:12:07.600]  是在約翰福音的鋪排裡面的第一個神蹟
[00:12:07.600 --> 00:12:17.600]  這個就是水變酒的處境
[00:12:17.600 --> 00:12:19.800]  筵席未曾圓
[00:12:19.800 --> 00:12:22.400]  酒就用完了
[00:12:22.400 --> 00:12:23.800]  主人
[00:12:23.800 --> 00:12:26.200]  宴會的主人
[00:12:26.200 --> 00:12:30.600]  其實是有些焦慮和尷尬
[00:12:30.600 --> 00:12:31.400]  客人繼續說
[00:12:31.400 --> 00:12:32.400]  「拿酒來,拿酒來」
[00:12:32.400 --> 00:12:34.000]  拿不到酒來
[00:12:34.000 --> 00:12:39.600]  其實也會令到整個的婚宴失色
[00:12:39.600 --> 00:12:43.200]  而那些客人也會失望
[00:12:43.200 --> 00:12:48.000]  真的有少少掃興
[00:12:48.000 --> 00:12:49.800]  是一個這樣的處境
[00:12:49.800 --> 00:12:52.200]  沒有病、沒有痛、沒有大礙
[00:12:52.200 --> 00:12:58.600]  就是這樣
[00:12:58.600 --> 00:13:00.600]  筵席未圓
[00:13:00.600 --> 00:13:04.200]  酒用盡了
[00:13:04.200 --> 00:13:08.200]  如果我們去比喻我們的人生
[00:13:08.200 --> 00:13:11.000]  人生的筵席未圓
[00:13:11.000 --> 00:13:17.200]  我們的歡樂就沒有了
[00:13:17.200 --> 00:13:20.200]  婚姻都還未結束
[00:13:20.200 --> 00:13:25.200]  我們的愛情就沒有了
[00:13:25.200 --> 00:13:26.200]  最糟糕的就是
[00:13:26.200 --> 00:13:27.600]  婚姻都未開始
[00:13:27.600 --> 00:13:29.200]  愛情就沒有了
[00:13:29.200 --> 00:13:31.800]  這樣就更糟糕
[00:13:31.800 --> 00:13:34.800]  關係仍然在
[00:13:34.800 --> 00:13:37.400]  但是感情沒有了
[00:13:37.400 --> 00:13:39.000]  工作都未曾結束
[00:13:39.000 --> 00:13:42.400]  但是熱情沒有了
[00:13:42.400 --> 00:13:47.200]  都是很掃興的事
[00:13:47.200 --> 00:13:50.600]  筵席未圓
[00:13:50.600 --> 00:13:51.800]  沒有了酒
[00:13:51.800 --> 00:13:54.000]  沒有了令到那個筵席
[00:13:54.000 --> 00:13:58.000]  可以歡樂地延續下去
[00:13:58.000 --> 00:14:07.200]  酒就是這個筵席的主角
[00:14:07.200 --> 00:14:08.800]  水變酒
[00:14:08.800 --> 00:14:12.200]  就是使得這個筵席的歡樂
[00:14:12.200 --> 00:14:15.800]  可以繼續
[00:14:15.800 --> 00:14:19.200]  或者說使得這個筵席不會因為
[00:14:19.200 --> 00:14:21.200]  沒有了酒、沒有了歡樂
[00:14:21.200 --> 00:14:23.600]  而提早結束
[00:14:23.600 --> 00:14:25.600]  我們常說「去飲去飲」
[00:14:25.600 --> 00:14:27.200]  到今天都是這樣說的
[00:14:27.200 --> 00:14:29.600]  有沒有人說「去食」的?
[00:14:29.600 --> 00:14:30.600]  沒有這樣說的
[00:14:30.600 --> 00:14:31.600]  不知道為什麼
[00:14:31.600 --> 00:14:35.800]  到今天都是說「去飲」的
[00:14:35.800 --> 00:14:38.400]  就是擺酒擺酒
[00:14:38.400 --> 00:14:51.200]  明明沒有酒的都叫擺酒的
[00:14:51.200 --> 00:14:58.600]  因為這個筵席的焦點是什麼呢?
[00:14:58.600 --> 00:15:01.000]  是那種歡樂
[00:15:01.000 --> 00:15:04.600]  而酒就是那個歡樂的媒介
[00:15:04.600 --> 00:15:07.600]  或者象徵
[00:15:07.600 --> 00:15:11.200]  如果筵席沒有歡樂
[00:15:11.200 --> 00:15:15.400]  這個筵席是一個很難受的筵席
[00:15:15.400 --> 00:15:18.000]  所以很多人不喜歡去飲
[00:15:18.000 --> 00:15:18.600]  很難受
[00:15:18.600 --> 00:15:22.800]  我們那些應酬的
[00:15:22.800 --> 00:15:24.400]  如果人生是一個筵席
[00:15:24.400 --> 00:15:26.200]  婚姻是一個筵席
[00:15:26.200 --> 00:15:27.600]  關係是一個筵席
[00:15:27.600 --> 00:15:29.400]  工作是一個筵席
[00:15:29.400 --> 00:15:32.200]  我們需要有這個歡樂
[00:15:32.200 --> 00:15:38.400]  水變酒其實不是一個實用的神蹟
[00:15:38.400 --> 00:15:41.800]  而是一個歡樂的神蹟
[00:15:41.800 --> 00:15:45.000]  神要在這個筵席裏面
[00:15:45.000 --> 00:15:49.400]  祂放下加添這個歡樂
[00:15:49.400 --> 00:15:53.000]  那歡樂重不重要呢?
[00:15:53.000 --> 00:15:56.800]  其實歡樂是很重要的
[00:15:56.800 --> 00:15:59.400]  有時我們覺得耶穌很認真
[00:15:59.400 --> 00:16:02.600]  很嚴肅
[00:16:02.600 --> 00:16:07.000]  所以我們將歡樂的形象
[00:16:07.000 --> 00:16:09.000]  和這個對立起來
[00:16:09.000 --> 00:16:14.800]  其實耶穌是很重視歡樂的
[00:16:14.800 --> 00:16:19.600]  耶穌是一個很重視歡樂
[00:16:19.600 --> 00:16:23.400]  而應該是一個相當有趣的人
[00:16:23.400 --> 00:16:26.800]  因為祂講的故事那個比喻很人性化
[00:16:26.800 --> 00:16:28.600]  甚至很趣味化
[00:16:28.600 --> 00:16:31.600]  一個古板的人
[00:16:31.600 --> 00:16:34.800]  是講不到這些故事的
[00:16:34.800 --> 00:16:36.800]  當那些小孩子來到耶穌面前的時候
[00:16:36.800 --> 00:16:39.000]  那些門徒說:叫他走!叫他走!
[00:16:39.000 --> 00:16:40.000]  很煩啊
[00:16:40.000 --> 00:16:42.400]  耶穌抱起他
[00:16:42.400 --> 00:16:44.800]  讓小孩子到我這裏來
[00:16:44.800 --> 00:16:50.600]  是一個很親和的人
[00:16:50.600 --> 00:16:53.600]  甚至祂說:你們要唱歌
[00:16:53.600 --> 00:16:55.200]  要讚美
[00:16:55.200 --> 00:16:57.400]  否則石頭也要開聲
[00:16:57.400 --> 00:17:00.400]  一個時常歌唱的人
[00:17:00.400 --> 00:17:02.400]  重視歌唱的人
[00:17:02.400 --> 00:17:05.800]  是一個怎樣的人?
[00:17:05.800 --> 00:17:08.200]  耶穌是一個這樣的人
[00:17:08.200 --> 00:17:12.400]  我們不要經常說祂是一個很嚴肅的
[00:17:12.400 --> 00:17:15.800]  每個人見到祂都要站後十呎八呎
[00:17:15.800 --> 00:17:17.000]  不是這樣的
[00:17:17.000 --> 00:17:23.400]  很多人來跟祂、黏著祂
[00:17:23.400 --> 00:17:25.600]  我相信
[00:17:25.600 --> 00:17:29.400]  所謂的時常都很開心
[00:17:29.400 --> 00:17:31.600]  雖然祂的擔子很沉重
[00:17:31.600 --> 00:17:34.800]  但是祂背得很輕
[00:17:34.800 --> 00:17:38.200]  祂是一個歡樂的人
[00:17:38.200 --> 00:17:47.000]  我不知道你有沒有這樣的印象對著耶穌
[00:17:47.000 --> 00:17:49.800]  一個健康的心靈
[00:17:49.800 --> 00:17:53.400]  是開心的
[00:17:53.400 --> 00:17:56.800]  有些弟兄姊妹說
[00:17:56.800 --> 00:18:01.400]  牧師我見到你經常都笑笑口
[00:18:01.400 --> 00:18:06.600]  很正常的,我是正常人
[00:18:06.600 --> 00:18:10.400]  事實就是笑笑口
[00:18:10.400 --> 00:18:11.600]  應該是這樣的
[00:18:11.600 --> 00:18:13.800]  所以耶穌說我們要迴轉向小孩子
[00:18:13.800 --> 00:18:15.600]  小孩子最大的特徵是什麼呢?
[00:18:15.600 --> 00:18:17.200]  他經常都笑
[00:18:17.200 --> 00:18:21.600]  經常都玩
[00:18:21.600 --> 00:18:26.400]  我都是寓工作於娛樂的人
[00:18:26.400 --> 00:18:29.800]  是可以這樣的
[00:18:29.800 --> 00:18:34.200]  而聖靈的果子當中都有喜樂
[00:18:34.200 --> 00:18:37.200]  保羅都叫我們常常喜樂
[00:18:37.200 --> 00:18:45.600]  所以基督徒其實是應該有一個喜樂的特質
[00:18:45.600 --> 00:18:49.200]  如果我們不能夠有這個喜樂的特質
[00:18:49.200 --> 00:18:50.400]  我們就要想一想
[00:18:50.400 --> 00:18:58.800]  賢侄也是應該有一個喜樂的特質
[00:18:58.800 --> 00:19:05.000]  我星期日有時晚上見到英執事
[00:19:05.000 --> 00:19:08.400]  他在那裏沒有離開
[00:19:08.400 --> 00:19:11.200]  有些小朋友在那裏玩
[00:19:11.200 --> 00:19:14.400]  他說那些是孫子
[00:19:14.400 --> 00:19:16.000]  玩得很開心
[00:19:16.000 --> 00:19:18.800]  他和孫子一樣開心
[00:19:18.800 --> 00:19:22.000]  我昨天見到馮淑萍執事
[00:19:22.000 --> 00:19:26.600]  他們參加過幼稚園的小蜜蜂
[00:19:26.600 --> 00:19:29.800]  她不斷拍照給孫女看
[00:19:29.800 --> 00:19:32.600]  她在相機裏給我看她的孫女
[00:19:32.600 --> 00:19:35.400]  孫女很喜歡跳舞、很喜歡動
[00:19:35.400 --> 00:19:40.400]  她介紹的時候我看到她都很開心
[00:19:40.400 --> 00:19:44.200]  那些做父母的或者做長輩的
[00:19:44.200 --> 00:19:48.200]  見到那些兒女玩得很開心
[00:19:48.200 --> 00:19:52.800]  她就很開心
[00:19:52.800 --> 00:19:58.000]  我們的天父見到我們就會頭癢
[00:19:58.000 --> 00:20:00.800]  見到我們都不開心
[00:20:00.800 --> 00:20:03.600]  要麼就按按鈕
[00:20:03.600 --> 00:20:05.000]  要麼就打999
[00:20:05.000 --> 00:20:07.400]  我不行了,你救我吧
[00:20:07.400 --> 00:20:12.000]  要麼就愁眉苦臉
[00:20:12.000 --> 00:20:14.200]  天父都喜歡見到我們很開心
[00:20:14.200 --> 00:20:18.000]  他也很開心
[00:20:18.000 --> 00:20:23.800]  我們不開心他怎麼開心呢?
[00:20:23.800 --> 00:20:33.000]  所以我們應該開心的,是不是?
[00:20:33.000 --> 00:20:36.000]  要記住
[00:20:36.000 --> 00:20:41.200]  上帝不是警察幫你抓壞人
[00:20:41.200 --> 00:20:45.800]  也不是消防員,只是救你脫險
[00:20:45.800 --> 00:20:50.200]  他也不是律師,不是法官,只是為你辯護,還你清白
[00:20:50.200 --> 00:20:54.200]  他也不是醫生,只是醫你病,活你命
[00:20:54.200 --> 00:20:57.800]  他是天父
[00:20:57.800 --> 00:21:05.600]  他是等待和你和我分享他的喜悅
