
[00:00:00.000 --> 00:00:03.440]  看完節目我們繼續思想復活的大能訊息的系列
[00:04:30.760 --> 00:04:32.720]  剛才我們讀的那段經文裡
[00:04:32.720 --> 00:04:36.480]  給了我們七個基督復活
[00:04:36.480 --> 00:04:42.080]  我們也能夠同樣地得著這七樣盼望
[00:04:42.080 --> 00:04:45.600]  我們看看信耶穌不僅是上天堂
[00:04:45.600 --> 00:04:50.040]  信耶穌能夠給我們七樣不同的新盼望
[00:04:50.040 --> 00:04:53.840]  我們很快看看保羅跟我們怎麼說
[00:04:53.840 --> 00:04:58.360]  第一件事是要有一個新的認知
[00:04:58.360 --> 00:05:00.800]  使我認識基督
[00:05:00.800 --> 00:05:02.920]  知道祂復活的大能
[00:05:02.920 --> 00:05:05.000]  並且知道跟祂一起受苦
[00:05:05.000 --> 00:05:07.200]  效法祂的死
[00:05:07.200 --> 00:05:09.600]  保羅第一件事知道的就是
[00:05:09.600 --> 00:05:10.760]  我信了主之後
[00:05:10.760 --> 00:05:12.080]  我知道基督
[00:05:12.080 --> 00:05:16.120]  其實在原文裡只有一個「知道」
[00:05:16.120 --> 00:05:20.040]  但是《和修本》、《華學本》就連續說了三個「知道」
[00:05:20.040 --> 00:05:23.320]  第一個認識其實都是「Gnosis」這個字
[00:05:23.320 --> 00:05:24.520]  為什麼呢?
[00:05:24.520 --> 00:05:26.600]  因為它在原文裡
[00:05:26.600 --> 00:05:28.480]  它依然有一個連接詞
[00:05:28.480 --> 00:05:29.880]  說到我認識基督
[00:05:29.880 --> 00:05:31.200]  認識祂的甚麼
[00:05:31.200 --> 00:05:32.360]  下面這兩樣東西
[00:05:32.360 --> 00:05:33.800]  就是認識祂復活的大能
[00:05:33.800 --> 00:05:37.400]  和認識跟祂一同受苦
[00:05:37.400 --> 00:05:41.920]  保羅在這裡特別用「Gnosis」這個字
[00:05:41.920 --> 00:05:43.560]  是很有意思的
[00:05:43.560 --> 00:05:47.680]  如果你記得保羅在新約的書信裡面
[00:05:47.680 --> 00:05:49.600]  上次都很喜歡用一個字
[00:05:49.600 --> 00:05:50.800]  叫「真知道」
[00:05:50.800 --> 00:05:54.160]  好像在《易義發碩書》一章十七節裡面說
[00:05:54.160 --> 00:05:57.040]  保羅說「使你們真知道祂」
[00:05:57.040 --> 00:06:03.080]  新漢語譯本譯作「充分認識」
[00:06:03.080 --> 00:06:04.920]  甚麼叫「真知道」呢?
[00:06:04.920 --> 00:06:07.600]  其實保羅說有些東西是「假知道」
[00:06:07.600 --> 00:06:10.240]  我們經常聽到的「假新聞」
[00:06:10.240 --> 00:06:13.160]  「知道」也有「真」和「假」
[00:06:13.160 --> 00:06:15.160]  為什麼會有這樣的說法呢?
[00:06:15.160 --> 00:06:19.280]  原來保羅通常用「Gnosis」就是「知道」
[00:06:19.280 --> 00:06:21.480]  如果用「真知道」就是「Epigenosis」
[00:06:21.480 --> 00:06:24.560]  「Epid」就是英文有時也用這個字
[00:06:24.560 --> 00:06:25.600]  「Epidemic」
[00:06:25.600 --> 00:06:27.400]  就是我們「Pandemic」
[00:06:27.400 --> 00:06:32.680]  「Epidemic」也是廣泛或者是巨大的意思
[00:06:32.680 --> 00:06:34.120]  不僅是「知道」
[00:06:34.120 --> 00:06:38.120]  是嚴重地、巨大地、充分地「知道」
[00:06:38.120 --> 00:06:39.920]  充分地「認識」
[00:06:39.920 --> 00:06:41.920]  保羅在說甚麼呢?
[00:06:41.920 --> 00:06:45.920]  保羅在說當耶穌基督復活之後
[00:06:45.920 --> 00:06:49.400]  我們不是再相信一個死了的
[00:06:49.400 --> 00:06:59.440]  在地上傳完他的道理、真理之後就死了的宗教主角
[00:06:59.440 --> 00:07:01.760]  很多宗教都是這樣
[00:07:01.760 --> 00:07:06.160]  但是當耶穌基督復活時帶給我們一件很重要的事
[00:07:06.160 --> 00:07:10.840]  我們認識祂再不是一個道理
[00:07:10.840 --> 00:07:13.800]  保羅本身一直在說
[00:07:13.800 --> 00:07:15.800]  「我將萬事看作糞土」
[00:07:15.800 --> 00:07:17.440]  「我以前的東西已經拋棄」
[00:07:17.440 --> 00:07:18.240]  為什麼呢?
[00:07:18.240 --> 00:07:20.800]  因為他以前也很認識上帝
[00:07:20.800 --> 00:07:24.560]  很認識他所信的希伯來人的上帝
[00:07:24.560 --> 00:07:26.840]  在他未成熟耶穌基督之前
[00:07:26.840 --> 00:07:32.440]  他根本就是一個所謂的信仰裡面的「PhD」
[00:07:32.440 --> 00:07:34.240]  他認識他的上帝
[00:07:34.240 --> 00:07:38.560]  他有很多關於舊約裡面的上帝的知識
[00:07:38.560 --> 00:07:44.240]  但是這些知識不能夠幫助他真正認識這位上帝
[00:07:44.240 --> 00:07:48.800]  因為這位上帝沒有辦法跟他有一個個人的關係
[00:07:48.800 --> 00:07:51.760]  但是當耶穌基督復活之後
[00:07:51.760 --> 00:07:54.160]  當在大馬錫的路上的時候
[00:07:54.160 --> 00:07:56.800]  他真正能夠跟這位活的
[00:07:56.800 --> 00:07:59.040]  這位已經復活的不是死了的
[00:07:59.040 --> 00:08:03.560]  而是復活了的耶穌基督相遇
[00:08:03.560 --> 00:08:06.080]  而這位復活了的
[00:08:06.080 --> 00:08:08.880]  我們所信的耶穌基督
[00:08:08.880 --> 00:08:11.520]  不僅是給了我們道理
[00:08:11.520 --> 00:08:13.360]  而是讓我們能夠親身經歷他
[00:08:13.360 --> 00:08:16.400]  所以為什麼復活對我們來說這麼重要呢?
[00:08:16.400 --> 00:08:19.200]  因為我們不只是認識一套道理
[00:08:19.200 --> 00:08:21.240]  不只是認識一個死了的上帝
[00:08:21.240 --> 00:08:23.760]  而是一個仍然活著
[00:08:23.760 --> 00:08:26.200]  仍然給我們有機會去體驗他
[00:08:26.200 --> 00:08:28.560]  跟我們每天同行
[00:08:28.560 --> 00:08:31.360]  跟我們能夠有親密關係的
[00:08:31.360 --> 00:08:33.560]  就是一個上帝
[00:08:33.560 --> 00:08:36.360]  所以保羅有時候在聖經裡面說
[00:08:36.360 --> 00:08:37.880]  不是單純知道
[00:08:37.880 --> 00:08:39.560]  是要真真正正知道
[00:08:39.560 --> 00:08:45.960]  因為希臘人當他們面對很多信仰的內容的時候
[00:08:45.960 --> 00:08:49.280]  他們都是純粹是一個很頭腦知識的
[00:08:49.280 --> 00:08:53.720]  甚至是諾斯底派裡面的一些教派
[00:08:53.720 --> 00:08:58.880]  他們都是思想到信仰就好像一個哲學一樣
[00:08:58.880 --> 00:09:00.760]  你信一套道理
[00:09:00.760 --> 00:09:03.240]  你信一套學問
[00:09:03.240 --> 00:09:05.080]  你信了就行了
[00:09:05.080 --> 00:09:06.200]  你信了就有了
[00:09:06.200 --> 00:09:08.000]  不信了就沒有了
[00:09:08.000 --> 00:09:10.680]  但是在我們的信仰裡面
[00:09:10.680 --> 00:09:14.760]  信耶穌不是信一套道理這麼簡單
[00:09:14.760 --> 00:09:17.480]  今天很多基督徒拿了一套道理
[00:09:17.480 --> 00:09:18.920]  就是信耶穌得永生
[00:09:18.920 --> 00:09:20.920]  信耶穌我罪得赦免
[00:09:20.920 --> 00:09:25.320]  我們完全沒有了那種頭腦的知識
[00:09:25.320 --> 00:09:28.160]  但是我們沒有了那份affective
[00:09:28.160 --> 00:09:32.880]  那份和上帝建立關係的親密的經歷
[00:09:32.880 --> 00:09:35.440]  那個是叫做affective knowing
[00:09:35.440 --> 00:09:38.400]  為什麼新漢語我比較喜歡這個譯本呢?
[00:09:38.400 --> 00:09:40.600]  就是這樣我們就可以認識他
[00:09:40.600 --> 00:09:41.800]  認識他什麼呢?
[00:09:41.800 --> 00:09:44.200]  就是體驗他復活的大能
[00:09:44.200 --> 00:09:46.000]  這個就是保羅的心態
[00:09:46.000 --> 00:09:47.640]  新漢語的譯出心態
[00:09:47.640 --> 00:09:50.000]  我認識什麼不是頭腦知識
[00:09:50.000 --> 00:09:54.080]  是我真正能夠體驗的experience
[00:09:54.080 --> 00:09:58.360]  就是能夠體驗到什麼叫做復活的大能
[00:09:58.360 --> 00:10:01.040]  他是和我一同的活著
[00:10:01.040 --> 00:10:02.600]  我不是一個死了的上帝
[00:10:02.600 --> 00:10:05.680]  我可以每天和他一同的親近
[00:10:05.680 --> 00:10:08.080]  我今天早上才剛和他聊完天
[00:10:08.080 --> 00:10:09.920]  你不要當上帝是死了才行
[00:10:09.920 --> 00:10:12.880]  頂尖的今天很多基督徒
[00:10:12.880 --> 00:10:15.560]  只有頭腦的知識
[00:10:15.560 --> 00:10:19.320]  他們知道耶穌復活了
[00:10:19.320 --> 00:10:21.520]  他們知道他們的罪得赦免
[00:10:21.520 --> 00:10:25.480]  他們知道我們可以信耶穌上天堂
[00:10:25.480 --> 00:10:27.800]  但是我想問一下弟兄姊妹
[00:10:27.800 --> 00:10:32.760]  你有沒有每天經歷這位已經復活了的主
[00:10:32.760 --> 00:10:34.200]  你有沒有經歷他
[00:10:34.200 --> 00:10:40.520]  或者你的信仰只是純粹一個頭腦的認知呢?
[00:10:40.520 --> 00:10:44.040]  保羅說第一樣能給我的盼望是信耶穌
[00:10:44.040 --> 00:10:46.600]  是我不是信了一套道理
[00:10:46.600 --> 00:10:49.960]  是一個個人的關係
[00:10:49.960 --> 00:10:53.600]  弟兄姊妹保羅更加提醒弟兄姊妹
[00:10:53.600 --> 00:10:59.000]  因我以認識我主基督耶穌為至寶
[00:10:59.000 --> 00:11:00.800]  保羅說什麼呢?
[00:11:00.800 --> 00:11:02.560]  他不是認識上帝
[00:11:02.560 --> 00:11:05.600]  是認識我的主耶穌基督
[00:11:05.600 --> 00:11:08.440]  英文譯作My Lord
[00:11:08.440 --> 00:11:11.040]  這個不是梁牧師的上帝
[00:11:11.040 --> 00:11:13.960]  這個不是保羅的上帝這麼簡單
[00:11:13.960 --> 00:11:16.200]  這個應該是我們的上帝
[00:11:16.200 --> 00:11:20.840]  我但願弟兄姊妹每個都能有這種affective knowing
[00:11:20.840 --> 00:11:22.920]  就是不是頭腦知識
[00:11:22.920 --> 00:11:24.680]  不是一套道理
[00:11:24.680 --> 00:11:28.200]  不是十字架上的耶穌已經死了
[00:11:28.200 --> 00:11:31.880]  我們得著這個救恩謝罪
[00:11:31.880 --> 00:11:32.840]  不是
[00:11:32.840 --> 00:11:37.720]  而是你能夠將耶穌基督成為你生命的主
[00:11:37.720 --> 00:11:39.720]  My Lord
[00:11:39.720 --> 00:11:42.440]  這是保羅給我們的第一個盼望
[00:11:42.440 --> 00:11:44.320]  原來基督的福給了我們
[00:11:44.320 --> 00:11:48.880]  有一個和上帝每天可以走在一起
[00:11:48.880 --> 00:11:50.000]  愛的、活的關係
[00:11:50.000 --> 00:11:51.520]  第二樣是新的遺訓
[00:11:51.520 --> 00:11:53.280]  一個永恆的保障
[00:11:53.280 --> 00:11:56.000]  不得已在他裡面
[00:11:56.000 --> 00:11:59.400]  「在他裡面」英文譯作in Christ
[00:11:59.400 --> 00:12:02.600]  「在他裡面」如果你看新像裡面
[00:12:02.600 --> 00:12:08.720]  有超過三十次是譯作「在他裡面」
[00:12:08.720 --> 00:12:12.000]  「在他裡面」我們大家都了解
[00:12:12.000 --> 00:12:14.760]  是和基督聯繫在一起
[00:12:14.760 --> 00:12:18.000]  就好像《加拉提書》二章二十節所說
[00:12:18.000 --> 00:12:19.520]  基督在我裡面活著
[00:12:19.520 --> 00:12:22.880]  我如今活著也是因為基督的緣故
[00:12:22.880 --> 00:12:26.400]  什麼叫做「在他裡面」呢?
[00:12:26.400 --> 00:12:29.840]  很簡單的一些比喻
[00:12:29.840 --> 00:12:38.600]  我看著你在一輛勞斯萊斯的房車裡面
[00:12:38.600 --> 00:12:40.880]  看到你坐在裡面
[00:12:40.880 --> 00:12:42.960]  你在車裡面
[00:12:42.960 --> 00:12:45.120]  我看到的不只是你的樣子
[00:12:45.120 --> 00:12:47.280]  而是看到這輛車
[00:12:47.280 --> 00:12:49.920]  我亦看到你坐在這輛車裡面的時候
[00:12:49.920 --> 00:12:52.480]  當然有些身份在當中
[00:12:52.480 --> 00:12:55.360]  或者你在一個皇宮裡面
[00:12:55.360 --> 00:12:57.040]  和我打招呼
[00:12:57.040 --> 00:12:59.920]  我看到你的樣子在皇宮窗那裡
[00:12:59.920 --> 00:13:02.240]  但是我看到不只是你的樣子
[00:13:02.240 --> 00:13:03.840]  也是整座皇宮
[00:13:03.840 --> 00:13:05.800]  《保羅》或者《聖經》的作者嘗試說
[00:13:05.800 --> 00:13:07.560]  我們要在基督的裡面
[00:13:07.560 --> 00:13:10.760]  上帝當看到你的時候
[00:13:10.760 --> 00:13:12.200]  祂不只是看到你
[00:13:12.200 --> 00:13:14.240]  看到你的時候就不行了
[00:13:14.240 --> 00:13:17.120]  因為我們每一個都是有罪的
[00:13:17.120 --> 00:13:18.600]  污穢的罪人
[00:13:18.600 --> 00:13:21.000]  但是祂看到的就是耶穌基督
[00:13:21.000 --> 00:13:23.560]  所以當上帝看到耶穌基督
[00:13:23.560 --> 00:13:25.920]  在基督裡面
[00:13:25.920 --> 00:13:32.080]  我們能夠學習領受上帝對我們這份新的看法
[00:13:32.080 --> 00:13:33.440]  新的保障
[00:13:33.440 --> 00:13:36.760]  這也是《聖經》給予我們新的盼望
[00:13:36.760 --> 00:13:41.760]  第三個盼望就是新的德性 戰勝死亡
[00:13:41.760 --> 00:13:44.160]  很明顯就是保羅所說的
[00:13:44.160 --> 00:13:45.280]  使我認識基督
[00:13:45.280 --> 00:13:46.480]  知道祂復活的大能
[00:13:46.480 --> 00:13:48.640]  並且知道和祂一同受苦下發祂的死
[00:13:48.640 --> 00:13:52.000]  或許我又得以從死人中復活
[00:13:52.000 --> 00:13:53.760]  如果你聽完第一節
[00:13:53.760 --> 00:13:59.000]  就覺得好像保羅也不太肯定
[00:13:59.000 --> 00:14:02.120]  如果你看大部分的作者
[00:14:02.120 --> 00:14:04.440]  保羅在這裡說了兩個「或許」
[00:14:04.440 --> 00:14:06.520]  一會兒他也說了「或許」
[00:14:06.520 --> 00:14:09.240]  「或許」不是說他懷疑
[00:14:09.240 --> 00:14:12.960]  而是他在上帝面前謙卑下來
[00:14:12.960 --> 00:14:15.080]  他想告訴大家
[00:14:15.080 --> 00:14:17.520]  不是因為他做了什麼
[00:14:17.520 --> 00:14:22.320]  可以去贊取這個勝利
[00:14:22.320 --> 00:14:24.720]  他想告訴大家
[00:14:24.720 --> 00:14:28.320]  因為主權完全在上帝當中
[00:14:28.320 --> 00:14:30.440]  他的盼望是什麼呢?
[00:14:30.440 --> 00:14:31.560]  他的盼望就是
[00:14:31.560 --> 00:14:34.200]  他能夠有一天戰勝死亡
[00:14:34.200 --> 00:14:36.080]  這也是《聖經》裡面所說的
[00:14:36.080 --> 00:14:38.160]  我們每一個人能夠戰勝死亡
[00:14:38.160 --> 00:14:39.160]  怎樣能夠戰勝死亡呢?
[00:14:39.160 --> 00:14:41.000]  死亡再不是一個終局
[00:14:41.000 --> 00:14:45.360]  而是另外一個新的生命的開始
[00:14:45.360 --> 00:14:52.240]  最近我在香港認識了一位三十多年的老人家去世
[00:14:52.240 --> 00:14:55.800]  他的家人和弟兄姊妹
[00:14:55.800 --> 00:15:01.040]  邀請我去拍一個短短的短片
[00:15:01.040 --> 00:15:02.520]  去講他的見證
[00:15:02.520 --> 00:15:05.720]  當我在思考這位姊妹
[00:15:05.720 --> 00:15:08.120]  這位老人家過去
[00:15:08.120 --> 00:15:10.120]  他由一個普通的信徒
[00:15:10.120 --> 00:15:12.560]  到五十多歲的時候
[00:15:12.560 --> 00:15:14.560]  決定入神樂園讀書
[00:15:14.560 --> 00:15:18.760]  用他的晚年來服侍
[00:15:18.760 --> 00:15:22.960]  接著他就做了一個傳道人
[00:15:22.960 --> 00:15:24.280]  他不是做了很長的時間
[00:15:24.280 --> 00:15:25.720]  做了幾年左右
[00:15:25.720 --> 00:15:26.920]  他就要退休了
[00:15:26.920 --> 00:15:28.560]  六十歲退休
[00:15:28.560 --> 00:15:31.800]  但是退休之後他繼續擔任執事的工作
[00:15:31.800 --> 00:15:32.800]  服侍
[00:15:32.800 --> 00:15:37.400]  繼續是老人家常青區的區務
[00:15:37.400 --> 00:15:40.080]  直至他身體不能夠再承受
[00:15:40.080 --> 00:15:41.400]  過了幾年
[00:15:41.400 --> 00:15:43.400]  都是餓病在家中
[00:15:43.400 --> 00:15:47.040]  我有機會有一次回香港探望他的時候
[00:15:47.040 --> 00:15:49.040]  他仍然很喜樂
[00:15:49.040 --> 00:15:50.600]  他告訴我
[00:15:50.600 --> 00:15:54.400]  面對死亡不是一回事
[00:15:54.400 --> 00:15:58.520]  因為他知道死亡之後
[00:15:58.520 --> 00:16:02.000]  我們的生命會繼續延續下去
[00:16:02.000 --> 00:16:04.800]  這種盼望
[00:16:04.800 --> 00:16:07.480]  以致他知道死了之後會怎樣
[00:16:07.480 --> 00:16:10.000]  他能夠活在今天
[00:16:10.000 --> 00:16:14.200]  如何把握今天現有在地上的時間
[00:16:14.200 --> 00:16:19.320]  保羅在哥倫多前書和後書都告訴我們
[00:16:19.320 --> 00:16:21.440]  如果死人沒有復活的時候
[00:16:21.440 --> 00:16:24.040]  我們不如吃喝罷了
[00:16:24.040 --> 00:16:26.040]  因為明天就要死了
[00:16:26.040 --> 00:16:28.640]  但是我們會和耶穌復活
[00:16:28.640 --> 00:16:29.160]  為什麼?
[00:16:29.160 --> 00:16:30.760]  因為復活了的耶穌基督
[00:16:30.760 --> 00:16:34.120]  能夠給予我們復活的盼望
[00:16:34.120 --> 00:16:36.120]  因為耶穌基督在歷史上
[00:16:36.120 --> 00:16:38.760]  顯明給我們看
[00:16:38.760 --> 00:16:40.360]  這個榜樣就是
[00:16:40.360 --> 00:16:42.360]  死亡不是終結
[00:16:42.360 --> 00:16:44.800]  耶穌基督也經歷過死亡
[00:16:44.800 --> 00:16:48.200]  但是祂應許的復活
[00:16:48.200 --> 00:16:52.480]  是自己親自示範給我們看
[00:16:52.480 --> 00:16:53.800]  以致告訴我們
[00:16:53.800 --> 00:16:57.440]  死亡不再是人的終結
[00:16:57.440 --> 00:17:01.640]  第四點,給予我們一個新的意義
[00:17:01.640 --> 00:17:03.840]  我想保羅在人生裡
[00:17:03.840 --> 00:17:05.840]  最開心的就是這一點
[00:17:05.840 --> 00:17:06.560]  看看他怎麼說
[00:17:06.560 --> 00:17:07.760]  並且在他裡面
[00:17:07.760 --> 00:17:10.480]  不是有自己的律法而得的義
[00:17:10.480 --> 00:17:12.480]  而是有信基督的義
[00:17:12.480 --> 00:17:17.400]  而是基於信從上帝而來的義
[00:17:17.400 --> 00:17:18.520]  說到義
[00:17:18.520 --> 00:17:20.400]  我們常常看義
[00:17:20.400 --> 00:17:21.400]  有沒有義氣
[00:17:21.400 --> 00:17:22.400]  就像黑社會一樣
[00:17:22.400 --> 00:17:24.400]  但是聖經裡說的義是很不同的
[00:17:24.400 --> 00:17:27.400]  義就是英文譯為Righteousness
[00:17:27.400 --> 00:17:29.400]  而Kasune這個字
[00:17:29.400 --> 00:17:34.880]  是指你和上帝再次和好
[00:17:34.880 --> 00:17:36.880]  是被上帝接納
[00:17:36.880 --> 00:17:40.800]  上帝看見你的污穢
[00:17:40.800 --> 00:17:42.000]  看見你犯的罪
[00:17:42.000 --> 00:17:43.440]  但是在基督裡面
[00:17:43.440 --> 00:17:45.440]  祂遮蓋了你
[00:17:45.440 --> 00:17:46.880]  所以保羅就說
[00:17:46.880 --> 00:17:49.680]  再不是因為我要做很多事情
[00:17:49.680 --> 00:17:52.440]  以往保羅就是做了很多事情
[00:17:52.440 --> 00:17:56.240]  我讀經、我祈禱、我獻祭
[00:17:56.240 --> 00:18:00.040]  我為主去行善
[00:18:00.040 --> 00:18:01.520]  他想著這些做了很多事情
[00:18:01.520 --> 00:18:03.840]  就能夠賺取上帝的義
[00:18:03.840 --> 00:18:05.120]  就像馬丁路德
[00:18:05.120 --> 00:18:10.520]  以往聽過他的自傳
[00:18:10.520 --> 00:18:12.840]  他在其中一件事
[00:18:12.840 --> 00:18:15.440]  就是他怎麼面對罪和罪疚
[00:18:15.440 --> 00:18:17.440]  有些人會犯罪
[00:18:17.440 --> 00:18:18.440]  但是犯了罪之後
[00:18:18.440 --> 00:18:21.120]  我怎麼能夠克服、戰勝這些罪呢
[00:18:21.120 --> 00:18:22.720]  於是他就用了很多方法
[00:18:22.720 --> 00:18:28.680]  祈禱、讀經、甚至幾個小時困在地下室裡
[00:18:28.680 --> 00:18:31.520]  鞭打自己、祈禱
[00:18:31.520 --> 00:18:33.120]  希望可以克服這些罪
[00:18:33.120 --> 00:18:34.120]  始終都不行
[00:18:34.120 --> 00:18:38.480]  但是當他看到《羅馬書》第八章裡
[00:18:38.480 --> 00:18:42.680]  講到耶穌基督才是德性的源頭
[00:18:42.680 --> 00:18:45.000]  保羅他自己明白一件事
[00:18:45.000 --> 00:18:47.000]  不是要做任何事情
[00:18:47.000 --> 00:18:50.200]  而是他真正找到的
[00:18:50.200 --> 00:18:52.200]  我們努力去做
[00:18:52.200 --> 00:18:57.480]  但不是因為我們努力可以賺取上帝賦予的義
[00:18:57.480 --> 00:19:00.640]  上帝賦予的義是基督的義
[00:19:00.640 --> 00:19:04.080]  而基督的義就是你能夠信耶穌基督
[00:19:04.080 --> 00:19:06.560]  是從上帝而來
[00:19:06.560 --> 00:19:09.440]  不是我們自己可以拿到、爭取到
[00:19:09.440 --> 00:19:12.280]  這就是《約文一書》一章九節裡說的
[00:19:12.280 --> 00:19:13.640]  我們若認自己的罪
[00:19:13.640 --> 00:19:15.440]  神是信實的、是公義的
[00:19:15.440 --> 00:19:17.440]  神是信實的,因為祂是答應你的
[00:19:17.440 --> 00:19:24.120]  祂是公義的,因為祂已經將這份怒氣轉嫁給十字架上的耶穌基督
[00:19:24.120 --> 00:19:27.080]  所以現在祂看到的是耶穌基督
[00:19:27.080 --> 00:19:30.640]  祂看到的是你是被稱為義的人
