
[00:00:00.000 --> 00:00:03.000]  就是你們要讚美神的意思
[00:01:59.000 --> 00:02:02.000]  今早在食肆那裡才有一個白話
[00:02:02.000 --> 00:02:07.000]  昨晚可能看到戴紅帽宣傳耶穌
[00:02:07.000 --> 00:02:10.000]  其實紅帽跟耶穌沒有什麼關係
[00:02:10.000 --> 00:02:13.000]  他們誤會紅帽就是耶穌
[00:02:13.000 --> 00:02:16.000]  可能是把聖誕老人搞亂了
[00:02:16.000 --> 00:02:18.000]  很多人覺得聖誕節很重要慶祝
[00:02:18.000 --> 00:02:20.000]  因為大家可以在這裡狂歡作樂
[00:02:20.000 --> 00:02:25.000]  昨晚難得一次通宵坐車都沒問題
[00:02:25.000 --> 00:02:29.000]  聖誕節之所以關乎世界每一個人
[00:02:29.000 --> 00:02:35.000]  是因為聖誕節是一個關乎每一個人生命的節日
[00:02:35.000 --> 00:02:39.000]  聖經說 提摩太前書一章十五節
[00:02:39.000 --> 00:02:44.000]  者話可信 值得完全的接受
[00:02:44.000 --> 00:02:49.000]  基督耶穌到世上來 是要拯救罪人
[00:02:49.000 --> 00:02:54.000]  而在罪人中 我是一個罪魁
[00:02:54.000 --> 00:02:57.000]  甚至天使對瑪利亞說
[00:02:57.000 --> 00:02:59.000]  你將會生一個嬰兒
[00:02:59.000 --> 00:03:01.000]  你要吸起名叫耶穌
[00:03:01.000 --> 00:03:04.000]  因為我要從我百姓當中
[00:03:04.000 --> 00:03:09.000]  救我百姓從罪裡面走出來
[00:03:09.000 --> 00:03:13.000]  從剛才所讀的經文告訴你
[00:03:13.000 --> 00:03:18.000]  其實聖誕節不是單單紀念一位叫耶穌的人
[00:03:18.000 --> 00:03:20.000]  而是祂出世
[00:03:20.000 --> 00:03:27.000]  所以有些人又到耶誕 即耶穌誕
[00:03:27.000 --> 00:03:32.000]  其實聖誕節是紀念一位叫基督耶穌的神
[00:03:32.000 --> 00:03:34.000]  是有基督的
[00:03:34.000 --> 00:03:36.000]  祂的名字是拯救
[00:03:36.000 --> 00:03:38.000]  祂是君王
[00:03:38.000 --> 00:03:40.000]  是全人類的救主
[00:03:40.000 --> 00:03:43.000]  是跟祂同在的
[00:03:43.000 --> 00:03:48.000]  基督耶穌牽迫來這個塵世
[00:03:48.000 --> 00:03:52.000]  不是為了威嚇世 指手畫腳
[00:03:52.000 --> 00:03:56.000]  祂來這個塵世是要拯救世界上所有的罪人
[00:03:56.000 --> 00:03:59.000]  包括你和我
[00:03:59.000 --> 00:04:06.000]  祂的誕生絕對配稱為聖誕
[00:04:06.000 --> 00:04:09.000]  今天世界上有很多叫聖人
[00:04:09.000 --> 00:04:12.000]  但祂們的出世不可以被稱為聖誕
[00:04:12.000 --> 00:04:16.000]  唯獨被稱為耶穌的
[00:04:16.000 --> 00:04:19.000]  祂是王 祂是彌賽 祂是拯救者
[00:04:19.000 --> 00:04:21.000]  祂是真正的聖者
[00:04:21.000 --> 00:04:23.000]  祂是真正的聖人
[00:04:23.000 --> 00:04:28.000]  所以祂誕生是真正的聖誕節
[00:04:28.000 --> 00:04:32.000]  聖經說 因為世人都犯了罪
[00:04:32.000 --> 00:04:33.000]  什麼叫罪?
[00:04:33.000 --> 00:04:37.000]  罪是你應該做 但你不去做
[00:04:37.000 --> 00:04:39.000]  不應該做的
[00:04:39.000 --> 00:04:42.000]  你犯法犯罪的事 你偏偏去做
[00:04:42.000 --> 00:04:45.000]  做到加零一 這些就是罪
[00:04:45.000 --> 00:04:48.000]  其實不單止在行為上
[00:04:48.000 --> 00:04:51.000]  聖經提到的罪是包括我們思想
[00:04:51.000 --> 00:04:53.000]  我們思想想一些不對的事
[00:04:53.000 --> 00:04:56.000]  其實已經犯了罪了
[00:04:56.000 --> 00:04:59.000]  聖經說 罪的結果就是死
[00:04:59.000 --> 00:05:02.000]  所以為什麼耶穌基督要降生
[00:05:02.000 --> 00:05:05.000]  為什麼有聖誕節 是因為世人都犯了罪
[00:05:05.000 --> 00:05:09.000]  耶穌愛我們 祂來這個世界
[00:05:09.000 --> 00:05:14.000]  所以罪帶來人 只有絕望等死
[00:05:14.000 --> 00:05:18.000]  所以聖誕節是很重要的
[00:05:18.000 --> 00:05:21.000]  除此之外 聖經告訴我們
[00:05:21.000 --> 00:05:24.000]  聖誕的主角 主耶穌基督
[00:05:24.000 --> 00:05:26.000]  祂是世界的真光
[00:05:26.000 --> 00:05:30.000]  主耶穌是世界的真光
[00:05:30.000 --> 00:05:32.000]  我們讀約翰福音八章十二節
[00:05:32.000 --> 00:05:35.000]  耶穌又對人眾人說
[00:05:35.000 --> 00:05:37.000]  我至世界的光
[00:05:37.000 --> 00:05:40.000]  跟從我的 必不在黑暗裡走
[00:05:40.000 --> 00:05:43.000]  卻要得著生命的光
[00:05:43.000 --> 00:05:46.000]  光的相對是什麼
[00:05:46.000 --> 00:05:48.000]  就是黑
[00:05:48.000 --> 00:05:51.000]  很少人喜歡黑
[00:05:51.000 --> 00:05:54.000]  除了我們玩遊戲的時候
[00:05:54.000 --> 00:05:56.000]  我們黑黑玩遊戲
[00:05:56.000 --> 00:05:58.000]  或者進戲院的時候
[00:05:58.000 --> 00:05:59.000]  我們才會喜歡黑
[00:05:59.000 --> 00:06:01.000]  戲院白光光 看不到戲
[00:06:01.000 --> 00:06:03.000]  但幾黑的戲院
[00:06:03.000 --> 00:06:05.000]  至少什麼
[00:06:05.000 --> 00:06:07.000]  至少你看到兩個字 是什麼字
[00:06:07.000 --> 00:06:09.000]  出爐 綠色的
[00:06:09.000 --> 00:06:11.000]  如果沒有就亂七八糟
[00:06:11.000 --> 00:06:13.000]  長期黑暗裡面
[00:06:13.000 --> 00:06:15.000]  是會令人怎樣的
[00:06:15.000 --> 00:06:17.000]  令人害怕
[00:06:17.000 --> 00:06:19.000]  令人情緒低落
[00:06:19.000 --> 00:06:22.000]  很記得我讀小學的時候
[00:06:22.000 --> 00:06:26.000]  我印象 老師要罰那些最壞的學生
[00:06:26.000 --> 00:06:28.000]  就出一個絕招
[00:06:28.000 --> 00:06:32.000]  這個絕招就是把他們帶回房間裡
[00:06:32.000 --> 00:06:34.000]  每個出來的孩子
[00:06:34.000 --> 00:06:36.000]  那些頑皮的孩子
[00:06:36.000 --> 00:06:38.000]  就是我的同學
[00:06:38.000 --> 00:06:40.000]  哭著出來的
[00:06:40.000 --> 00:06:42.000]  平時很威風 很小 很兇
[00:06:42.000 --> 00:06:45.000]  那些頑皮的孩子出來哭苦哭罰
[00:06:45.000 --> 00:06:47.000]  後來才知道
[00:06:47.000 --> 00:06:49.000]  原來老師運去什麼
[00:06:49.000 --> 00:06:51.000]  黑房
[00:06:51.000 --> 00:06:54.000]  黑會令我們害怕
[00:06:54.000 --> 00:06:56.000]  令我們幸福的
[00:06:56.000 --> 00:06:58.000]  記得有機會去加拿大
[00:06:58.000 --> 00:07:00.000]  問那些人
[00:07:00.000 --> 00:07:01.000]  我六月去的時候
[00:07:01.000 --> 00:07:03.000]  每個人都說天氣很美
[00:07:03.000 --> 00:07:04.000]  他說不是啊
[00:07:04.000 --> 00:07:06.000]  到冬天的時候你知味道
[00:07:06.000 --> 00:07:08.000]  原來冬天很長時間
[00:07:08.000 --> 00:07:10.000]  他們在灰暗裡面
[00:07:10.000 --> 00:07:11.000]  我說那些人怎樣的
[00:07:11.000 --> 00:07:13.000]  心情不太美
[00:07:13.000 --> 00:07:15.000]  北歐的人是這樣的
[00:07:15.000 --> 00:07:17.000]  日短夜長的
[00:07:17.000 --> 00:07:19.000]  他們住得不開心的
[00:07:19.000 --> 00:07:21.000]  原來暗
[00:07:21.000 --> 00:07:22.000]  灰暗
[00:07:22.000 --> 00:07:24.000]  是令人心情低落的
[00:07:26.000 --> 00:07:29.000]  如果灰暗都令人不安
[00:07:29.000 --> 00:07:31.000]  更何況黑暗呢
[00:07:31.000 --> 00:07:33.000]  因為人在黑暗裡面
[00:07:33.000 --> 00:07:35.000]  看不到任何東西
[00:07:35.000 --> 00:07:37.000]  找不到出路
[00:07:37.000 --> 00:07:38.000]  舉步維艱
[00:07:38.000 --> 00:07:39.000]  不是腳沒有力
[00:07:39.000 --> 00:07:41.000]  是因為害怕
[00:07:41.000 --> 00:07:44.000]  我怕踩下去不知道會怎樣
[00:07:44.000 --> 00:07:46.000]  我曾經去過
[00:07:46.000 --> 00:07:48.000]  參加教會一個
[00:07:48.000 --> 00:07:50.000]  基督小精兵
[00:07:50.000 --> 00:07:52.000]  不知道是什麼
[00:07:52.000 --> 00:07:54.000]  在西貢一個島裡面的
[00:07:54.000 --> 00:07:56.000]  其中一個遊戲
[00:07:56.000 --> 00:07:58.000]  就要躲在很黑的地方
[00:07:58.000 --> 00:07:59.000]  走一段路
[00:07:59.000 --> 00:08:01.000]  是真的很黑的
[00:08:01.000 --> 00:08:04.000]  每一步都要很小心
[00:08:04.000 --> 00:08:08.000]  黑暗亦都予人一種不好的形象
[00:08:08.000 --> 00:08:10.000]  有些社團
[00:08:10.000 --> 00:08:13.000]  好聽叫三合會組織
[00:08:13.000 --> 00:08:15.000]  不好聽叫什麼
[00:08:15.000 --> 00:08:16.000]  黑社會組織
[00:08:16.000 --> 00:08:18.000]  又不叫白社會
[00:08:18.000 --> 00:08:19.000]  總是黑社會
[00:08:19.000 --> 00:08:20.000]  黑給人的感覺是什麼
[00:08:20.000 --> 00:08:22.000]  不是太好的
[00:08:22.000 --> 00:08:24.000]  經常都聽到有些人說
[00:08:24.000 --> 00:08:27.000]  你做了一些不見光的事
[00:08:27.000 --> 00:08:29.000]  去稱讚你還是罵你
[00:08:29.000 --> 00:08:31.000]  當然是罵你
[00:08:31.000 --> 00:08:34.000]  不見光的事
[00:08:34.000 --> 00:08:36.000]  各位在座當中
[00:08:36.000 --> 00:08:38.000]  包括台後的
[00:08:38.000 --> 00:08:41.000]  你覺得你人生是一片光明
[00:08:41.000 --> 00:08:43.000]  是不是
[00:08:43.000 --> 00:08:44.000]  我恭喜你
[00:08:44.000 --> 00:08:46.000]  如果你覺得你人生是一片光明
[00:08:46.000 --> 00:08:48.000]  我恭喜你
[00:08:48.000 --> 00:08:49.000]  但是你基於什麼
[00:08:49.000 --> 00:08:52.000]  來回答我這個問題
[00:08:52.000 --> 00:08:55.000]  是基於你所擁有
[00:08:55.000 --> 00:08:56.000]  或者你的信仰
[00:08:56.000 --> 00:08:58.000]  你的信念
[00:08:58.000 --> 00:09:00.000]  或者你對將來有一份把握
[00:09:00.000 --> 00:09:04.000]  所以你覺得你人生是一片光明
[00:09:04.000 --> 00:09:05.000]  再問
[00:09:05.000 --> 00:09:07.000]  有沒有我們當中的朋友
[00:09:07.000 --> 00:09:10.000]  你覺得你自己人生現在
[00:09:10.000 --> 00:09:12.000]  活得很黑暗
[00:09:12.000 --> 00:09:14.000]  看不到前路
[00:09:14.000 --> 00:09:16.000]  心裡面很不安樂
[00:09:16.000 --> 00:09:20.000]  很恐懼沒有把握
[00:09:20.000 --> 00:09:21.000]  感受不到愛
[00:09:21.000 --> 00:09:23.000]  我不知道什麼叫愛
[00:09:23.000 --> 00:09:25.000]  我很多年沒有感受到愛
[00:09:25.000 --> 00:09:30.000]  我沒有愛
[00:09:30.000 --> 00:09:31.000]  是不是因為這樣
[00:09:31.000 --> 00:09:36.000]  你覺得你人生在黑暗裡面
[00:09:36.000 --> 00:09:37.000]  說到光
[00:09:37.000 --> 00:09:39.000]  我們最想到的是不是
[00:09:39.000 --> 00:09:41.000]  當然是太陽光
[00:09:41.000 --> 00:09:44.000]  我們廣東話叫熱頭
[00:09:44.000 --> 00:09:47.000]  陽光讓我們看到路
[00:09:47.000 --> 00:09:49.000]  是不是
[00:09:49.000 --> 00:09:50.000]  那些行山人士說
[00:09:50.000 --> 00:09:53.000]  趁未天黑快點下山
[00:09:53.000 --> 00:09:54.000]  不會說趁天光快點下山
[00:09:54.000 --> 00:09:56.000]  不會的
[00:09:56.000 --> 00:09:59.000]  趁未黑就快點下山
[00:09:59.000 --> 00:10:06.000]  因為只有白天才可以找回頭路
[00:10:06.000 --> 00:10:07.000]  七十年代初
[00:10:07.000 --> 00:10:09.000]  我有機會坐朋友的車
[00:10:09.000 --> 00:10:11.000]  老爺車
[00:10:11.000 --> 00:10:12.000]  去博弗林
[00:10:12.000 --> 00:10:13.000]  應該是去南區的
[00:10:13.000 --> 00:10:15.000]  經博弗林道
[00:10:15.000 --> 00:10:17.000]  應該去那裡南區
[00:10:17.000 --> 00:10:18.000]  我印象
[00:10:18.000 --> 00:10:19.000]  很深刻的印象
[00:10:19.000 --> 00:10:20.000]  不是高樓大廈
[00:10:20.000 --> 00:10:23.000]  兩邊都是樹林
[00:10:23.000 --> 00:10:25.000]  那時候兩邊都是樹林
[00:10:25.000 --> 00:10:26.000]  走來走去
[00:10:26.000 --> 00:10:28.000]  司機都說還沒到
[00:10:28.000 --> 00:10:30.000]  後來的車又好像
[00:10:30.000 --> 00:10:31.000]  有些死火那樣
[00:10:31.000 --> 00:10:32.000]  又要下去
[00:10:32.000 --> 00:10:34.000]  滾進水裡
[00:10:34.000 --> 00:10:35.000]  我的印象是這樣
[00:10:35.000 --> 00:10:37.000]  後來才知道
[00:10:37.000 --> 00:10:41.000]  原來司機調轉路來走
[00:10:41.000 --> 00:10:43.000]  因為兩邊都是樹林
[00:10:43.000 --> 00:10:46.000]  根本看不到誰向哪邊
[00:10:46.000 --> 00:10:47.000]  因為在晚上
[00:10:47.000 --> 00:10:48.000]  沒有街燈
[00:10:48.000 --> 00:10:49.000]  沒有導航
[00:10:49.000 --> 00:10:51.000]  所以走錯路
[00:10:51.000 --> 00:10:54.000]  所以光很重要
[00:10:54.000 --> 00:10:55.000]  光讓我們看到
[00:10:55.000 --> 00:10:56.000]  原來在我們周圍的環境裡面
[00:10:56.000 --> 00:10:57.000]  有很多塵
[00:10:57.000 --> 00:10:59.000]  你覺得要很乾淨
[00:10:59.000 --> 00:11:00.000]  當有太陽光的時候
[00:11:00.000 --> 00:11:05.000]  你看到塵是飛來飛去的
[00:11:05.000 --> 00:11:06.000]  X光可以看到
[00:11:06.000 --> 00:11:07.000]  你的骨有沒有斷
[00:11:07.000 --> 00:11:10.000]  你的肺有沒有花
[00:11:10.000 --> 00:11:11.000]  半夜起床的時候
[00:11:11.000 --> 00:11:12.000]  你不會找東西的時候
[00:11:12.000 --> 00:11:13.000]  開著大燈
[00:11:13.000 --> 00:11:15.000]  讓你的家人罵死
[00:11:15.000 --> 00:11:17.000]  你現在開手機
[00:11:17.000 --> 00:11:18.000]  或者電筒
[00:11:18.000 --> 00:11:20.000]  去找你要找的東西
[00:11:20.000 --> 00:11:21.000]  我記得有一次
[00:11:21.000 --> 00:11:23.000]  跟教會的團契去生活營
[00:11:23.000 --> 00:11:24.000]  不知道哪個地方
[00:11:24.000 --> 00:11:25.000]  一個天台裡面
[00:11:25.000 --> 00:11:27.000]  我們在那裡燒東西吃
[00:11:27.000 --> 00:11:28.000]  燒到尾聲
[00:11:28.000 --> 00:11:29.000]  都夜了
[00:11:29.000 --> 00:11:31.000]  燒完剩下的
[00:11:31.000 --> 00:11:33.000]  大家很開心
[00:11:33.000 --> 00:11:34.000]  大家都稱讚自己
[00:11:34.000 --> 00:11:35.000]  你看我燒得多好
[00:11:35.000 --> 00:11:36.000]  多好吃多香
[00:11:36.000 --> 00:11:37.000]  在那裡稱讚
[00:11:37.000 --> 00:11:38.000]  太晚了
[00:11:38.000 --> 00:11:39.000]  燒完了
[00:11:39.000 --> 00:11:40.000]  全部都燒完了
[00:11:40.000 --> 00:11:41.000]  拿到下面
[00:11:41.000 --> 00:11:42.000]  慢慢再吃
[00:11:42.000 --> 00:11:44.000]  一拿到下面
[00:11:44.000 --> 00:11:45.000]  開著燈
[00:11:45.000 --> 00:11:46.000]  一看
[00:11:46.000 --> 00:11:47.000]  嘩
[00:11:47.000 --> 00:11:48.000]  這些是什麼
[00:11:48.000 --> 00:11:50.000]  我們吃炭還是吃什麼
[00:11:50.000 --> 00:11:51.000]  剛才我們感覺良好
[00:11:51.000 --> 00:11:53.000]  那些宵夜吃的燒烤
[00:11:53.000 --> 00:11:57.000]  原來是一大堆炭
[00:11:57.000 --> 00:11:58.000]  今天人生
[00:11:58.000 --> 00:12:00.000]  就好像我們在天堂裡面
[00:12:00.000 --> 00:12:01.000]  黑漆漆
[00:12:01.000 --> 00:12:02.000]  是靠那些微弱的
[00:12:02.000 --> 00:12:03.000]  那些燒烤的火
[00:12:03.000 --> 00:12:05.000]  我們以為很漂亮
[00:12:05.000 --> 00:12:06.000]  很好吃
[00:12:06.000 --> 00:12:09.000]  原來我們在吃炭
[00:12:09.000 --> 00:12:11.000]  今天很多香港人
[00:12:11.000 --> 00:12:13.000]  都在沒有光
[00:12:13.000 --> 00:12:16.000]  或者不夠光的生活裡面
[00:12:16.000 --> 00:12:17.000]  我們沒有缺電
[00:12:17.000 --> 00:12:20.000]  原來香港燈火通明的
[00:12:20.000 --> 00:12:22.000]  特別是昨晚
[00:12:22.000 --> 00:12:24.000]  日日夜夜生光
[00:12:24.000 --> 00:12:29.000]  有些街燈是不會熄的
[00:12:29.000 --> 00:12:31.000]  但是我想說
[00:12:31.000 --> 00:12:32.000]  我想說
[00:12:32.000 --> 00:12:33.000]  香港很多人
[00:12:33.000 --> 00:12:39.000]  是活在一個沒有認識真光的日子裡面
[00:12:39.000 --> 00:12:42.000]  很多人不認識耶穌基督是誰
[00:12:42.000 --> 00:12:44.000]  以致他們自己活
[00:12:44.000 --> 00:12:47.000]  不知道自己為什麼而生活
[00:12:47.000 --> 00:12:48.000]  我這麼辛苦做事
[00:12:48.000 --> 00:12:49.000]  儲錢
[00:12:49.000 --> 00:12:50.000]  為了什麼
[00:12:50.000 --> 00:12:52.000]  不知道
[00:12:52.000 --> 00:12:54.000]  有些人甚至覺得
[00:12:54.000 --> 00:12:55.000]  自己在這裡生活
[00:12:55.000 --> 00:12:57.000]  多好
[00:12:57.000 --> 00:12:59.000]  所謂的自我膨脹
[00:12:59.000 --> 00:13:00.000]  我現在生活多好
[00:13:00.000 --> 00:13:02.000]  不錯
[00:13:02.000 --> 00:13:06.000]  以致我不知道死是何物
[00:13:06.000 --> 00:13:09.000]  真的不會死
[00:13:09.000 --> 00:13:11.000]  沒有光
[00:13:11.000 --> 00:13:13.000]  人就無知
[00:13:13.000 --> 00:13:15.000]  就算知道有光
[00:13:15.000 --> 00:13:17.000]  知道耶穌
[00:13:17.000 --> 00:13:19.000]  我也當不知道
[00:13:19.000 --> 00:13:21.000]  以致我看不到自己本相
[00:13:21.000 --> 00:13:26.000]  結果就是步向滅亡
[00:13:26.000 --> 00:13:27.000]  聖經告訴你
[00:13:27.000 --> 00:13:31.000]  耶穌的本體就是真光
[00:13:31.000 --> 00:13:34.000]  祂的光比太陽更光
[00:13:34.000 --> 00:13:35.000]  祂的熱
[00:13:35.000 --> 00:13:36.000]  祂的威力
[00:13:36.000 --> 00:13:38.000]  好像火一樣
[00:13:38.000 --> 00:13:41.000]  所以沒有人憑肉眼可以見到耶穌
[00:13:41.000 --> 00:13:43.000]  一見祂就會死
[00:13:43.000 --> 00:13:45.000]  祂來這個世界
[00:13:45.000 --> 00:13:47.000]  是一個充滿罪的世界
[00:13:47.000 --> 00:13:48.000]  但是來這個世界
[00:13:48.000 --> 00:13:50.000]  不是要審判我們
[00:13:50.000 --> 00:13:51.000]  祂來這個世界
[00:13:51.000 --> 00:13:54.000]  要讓我們世人看到自己的罪
[00:13:54.000 --> 00:13:56.000]  看到我們問題的真相
[00:13:56.000 --> 00:13:58.000]  看到為什麼我們今天這麼痛苦
[00:13:58.000 --> 00:13:59.000]  為什麼我們不明白
[00:13:59.000 --> 00:14:00.000]  體會不到愛
[00:14:00.000 --> 00:14:04.000]  是因為罪
[00:14:04.000 --> 00:14:05.000]  聖經說
[00:14:05.000 --> 00:14:08.000]  我就是來到世上的光
[00:14:08.000 --> 00:14:12.000]  凡信我的不住在黑暗裡
[00:14:12.000 --> 00:14:13.000]  所以信耶穌
[00:14:13.000 --> 00:14:14.000]  你經常聽別人說
[00:14:14.000 --> 00:14:15.000]  信耶穌
[00:14:15.000 --> 00:14:16.000]  你要信耶穌
[00:14:16.000 --> 00:14:18.000]  信耶穌不是只有名字
[00:14:18.000 --> 00:14:20.000]  你要信耶穌
[00:14:20.000 --> 00:14:22.000]  或者你要信耶穌
[00:14:22.000 --> 00:14:23.000]  讓你的精神有寄託
[00:14:23.000 --> 00:14:25.000]  不是
[00:14:25.000 --> 00:14:29.000]  信耶穌是一種生命的投靠
[00:14:29.000 --> 00:14:32.000]  是從一個跟上帝完全沒有關係
[00:14:32.000 --> 00:14:34.000]  隔絕的關係
[00:14:34.000 --> 00:14:36.000]  進入到一個很深
[00:14:36.000 --> 00:14:37.000]  很真的關係
[00:14:37.000 --> 00:14:39.000]  就是祂是我們的天父
[00:14:39.000 --> 00:14:42.000]  我們是祂的兒女
[00:14:42.000 --> 00:14:44.000]  一個真正信耶穌的人
[00:14:44.000 --> 00:14:47.000]  是不論過去的
[00:14:47.000 --> 00:14:48.000]  一個信耶穌的人
[00:14:48.000 --> 00:14:50.000]  他在神的面前
[00:14:50.000 --> 00:14:53.000]  是一個新造的人
[00:14:53.000 --> 00:14:57.000]  生命是會改變的
[00:14:57.000 --> 00:14:58.000]  很多人信耶穌
[00:14:58.000 --> 00:15:01.000]  不是因為牧師說得很聽得到
[00:15:01.000 --> 00:15:02.000]  是因為看到他身邊
[00:15:02.000 --> 00:15:06.000]  信耶穌的家人、朋友、死黨
[00:15:06.000 --> 00:15:08.000]  他生命的美麗
[00:15:08.000 --> 00:15:12.000]  以致他知道耶穌是真神
[00:15:12.000 --> 00:15:13.000]  一個信耶穌的人
[00:15:13.000 --> 00:15:17.000]  不會再喜歡住在黑暗裡面
[00:15:17.000 --> 00:15:21.000]  繼續最終的生活
[00:15:21.000 --> 00:15:23.000]  我讀神學的時候有一個師兄
[00:15:23.000 --> 00:15:25.000]  他還沒讀神學之前
[00:15:25.000 --> 00:15:26.000]  他坐牢
[00:15:26.000 --> 00:15:29.000]  就是黑社會坐牢
[00:15:29.000 --> 00:15:31.000]  他悔改信耶穌
[00:15:31.000 --> 00:15:33.000]  你要監禁有什麼出路
[00:15:33.000 --> 00:15:34.000]  死路一條
[00:15:34.000 --> 00:15:35.000]  不是的
[00:15:35.000 --> 00:15:38.000]  他的生命被耶穌改變
[00:15:38.000 --> 00:15:40.000]  他把他的生命奉獻
[00:15:40.000 --> 00:15:41.000]  讀神學
[00:15:41.000 --> 00:15:43.000]  做全多人
[00:15:43.000 --> 00:15:45.000]  幫助更多更多的人
[00:15:45.000 --> 00:15:48.000]  去歸向耶穌的毒
[00:15:48.000 --> 00:15:51.000]  聖經說人在黑夜行走
[00:15:51.000 --> 00:15:53.000]  就會跌倒
[00:15:53.000 --> 00:15:56.000]  因為祂沒有光
[00:15:56.000 --> 00:15:58.000]  耶穌是真光
[00:15:58.000 --> 00:16:01.000]  不是電池發出的光
[00:16:01.000 --> 00:16:03.000]  祂不需要外援的光
[00:16:03.000 --> 00:16:05.000]  祂不用充電
[00:16:05.000 --> 00:16:07.000]  耶穌本身就是光
[00:16:07.000 --> 00:16:08.000]  是永恆的光
[00:16:08.000 --> 00:16:10.000]  是最大的保證
[00:16:10.000 --> 00:16:11.000]  世界上沒有一個光
[00:16:11.000 --> 00:16:14.000]  是可以永遠保證的
[00:16:14.000 --> 00:16:16.000]  唯獨耶穌這裡
[00:16:16.000 --> 00:16:18.000]  耶穌不單只是真光
[00:16:18.000 --> 00:16:22.000]  祂更加是人類的生命
[00:16:22.000 --> 00:16:26.000]  耶穌能夠賜給世人生命
[00:16:26.000 --> 00:16:27.000]  我們知道
[00:16:27.000 --> 00:16:30.000]  太陽提供地球的光和熱
[00:16:30.000 --> 00:16:32.000]  是我們世界的人
[00:16:32.000 --> 00:16:33.000]  可以這麼說
[00:16:33.000 --> 00:16:35.000]  是一個很重要的條件
[00:16:35.000 --> 00:16:36.000]  沒有太陽
[00:16:36.000 --> 00:16:39.000]  我們不存得多久
[00:16:39.000 --> 00:16:41.000]  太陽給我們的溫暖
[00:16:41.000 --> 00:16:43.000]  今天也有點熱
[00:16:43.000 --> 00:16:44.000]  太陽可以消毒
[00:16:44.000 --> 00:16:46.000]  很多人把我家的東西
[00:16:46.000 --> 00:16:47.000]  全部搬出來
[00:16:47.000 --> 00:16:50.000]  殺菌消毒
[00:16:50.000 --> 00:16:53.000]  是人需要的健康元素
[00:16:53.000 --> 00:16:55.000]  生活動力的來源
[00:16:55.000 --> 00:16:58.000]  植物只能夠增長
[00:16:58.000 --> 00:17:01.000]  是靠太陽的光合作用
[00:17:01.000 --> 00:17:04.000]  提供二氧化碳和氧氣
[00:17:04.000 --> 00:17:05.000]  沒有陽光
