
[00:00:00.000 --> 00:00:04.880]  今天講到的主題是「在信裡沒有Taco」
[00:02:02.080 --> 00:02:05.080]  其實保羅在說什麼呢?
[00:02:05.080 --> 00:02:07.080]  其實保羅不是說
[00:02:07.080 --> 00:02:10.080]  口裡承認,心裡相信就行了嗎?
[00:02:10.080 --> 00:02:13.080]  我口裡承認,心裡相信就行了
[00:02:13.080 --> 00:02:15.080]  但其實重申一次
[00:02:15.080 --> 00:02:17.080]  在保羅的時代
[00:02:17.080 --> 00:02:19.080]  口裡承認不是只有一張嘴的
[00:02:19.080 --> 00:02:22.080]  在保羅寫羅馬書的時候
[00:02:22.080 --> 00:02:25.080]  口裡承認輕則沒了工作
[00:02:25.080 --> 00:02:27.080]  重則可以失去生命
[00:02:27.080 --> 00:02:29.080]  是那個口裡承認
[00:02:29.080 --> 00:02:30.080]  在那個時代
[00:02:30.080 --> 00:02:32.080]  我們口裡承認自己是基督徒的時候
[00:02:32.080 --> 00:02:34.080]  是有代價的
[00:02:34.080 --> 00:02:37.080]  這是保羅所說的口裡承認
[00:02:37.080 --> 00:02:41.080]  所以當保羅形容大象的時候
[00:02:41.080 --> 00:02:45.080]  他會說大象就好像一條蛇
[00:02:45.080 --> 00:02:50.080]  到雅各摸著大象尾巴的時候
[00:02:50.080 --> 00:02:54.080]  他會形容大象就像一條繩
[00:02:54.080 --> 00:02:57.080]  有些人就這樣看聖經
[00:02:57.080 --> 00:03:00.080]  就會覺得好像在前後矛盾
[00:03:00.080 --> 00:03:03.080]  究竟大象是像一條蛇還是像一條繩呢?
[00:03:03.080 --> 00:03:05.080]  是不是他們在吵架呢?
[00:03:05.080 --> 00:03:08.080]  是不是聖經前後有矛盾呢?
[00:03:08.080 --> 00:03:09.080]  其實不是
[00:03:09.080 --> 00:03:12.080]  保羅和雅各只不過是用不同的角度
[00:03:12.080 --> 00:03:16.080]  去描述同一個真理
[00:03:16.080 --> 00:03:18.080]  所以他們不是在吵架
[00:03:18.080 --> 00:03:21.080]  最後第三個人
[00:03:21.080 --> 00:03:24.080]  主耶穌的大弟子彼得
[00:03:24.080 --> 00:03:26.080]  中間這個人摸著大象
[00:03:26.080 --> 00:03:29.080]  好像一塊牆一樣
[00:03:29.080 --> 00:03:31.080]  我們看看彼得的角度
[00:03:31.080 --> 00:03:33.080]  由彼得的角度去看
[00:03:33.080 --> 00:03:35.080]  他怎樣去描述信心呢?
[00:03:35.080 --> 00:03:38.080]  原來信心只不過是一個開始
[00:03:38.080 --> 00:03:40.080]  信心是一個基石
[00:03:40.080 --> 00:03:44.080]  上個星期我們有九個youth浸禮
[00:03:44.080 --> 00:03:45.080]  我經常跟他們說
[00:03:45.080 --> 00:03:47.080]  浸禮是一個開始
[00:03:47.080 --> 00:03:49.080]  浸禮是一個開始
[00:03:49.080 --> 00:03:50.080]  它不是一個結束
[00:03:50.080 --> 00:03:52.080]  浸禮是一個開始
[00:03:52.080 --> 00:03:53.080]  彼得也是這樣說
[00:03:53.080 --> 00:03:55.080]  開始之後又要有德行
[00:03:55.080 --> 00:03:57.080]  德行是什麼呢?
[00:03:57.080 --> 00:03:58.080]  德行就是character
[00:03:58.080 --> 00:04:00.080]  即是有少少的果子
[00:04:00.080 --> 00:04:03.080]  信心之後又要有德行
[00:04:03.080 --> 00:04:05.080]  德行之後又要有知識
[00:04:05.080 --> 00:04:06.080]  我們要讀聖經
[00:04:06.080 --> 00:04:08.080]  才可以明白神的心意
[00:04:08.080 --> 00:04:09.080]  要有知識
[00:04:09.080 --> 00:04:11.080]  我們一起要繼續去查經
[00:04:11.080 --> 00:04:14.080]  有了知識就開始要有節制
[00:04:14.080 --> 00:04:15.080]  為什麼呢?
[00:04:15.080 --> 00:04:18.080]  因為那些人懂得多就開始喜歡
[00:04:18.080 --> 00:04:19.080]  teaching mode
[00:04:19.080 --> 00:04:20.080]  lecture mode
[00:04:20.080 --> 00:04:21.080]  有時候我都要節制
[00:04:21.080 --> 00:04:22.080]  我對著那些youth
[00:04:22.080 --> 00:04:23.080]  不能夠天天說教
[00:04:23.080 --> 00:04:25.080]  天天都要教他們
[00:04:25.080 --> 00:04:26.080]  我的女兒有時候跟我說
[00:04:26.080 --> 00:04:28.080]  你再說我就
[00:04:28.080 --> 00:04:30.080]  往反方向去
[00:04:30.080 --> 00:04:32.080]  所以有了知識就要有節制
[00:04:32.080 --> 00:04:34.080]  有了節制之後又要忍耐
[00:04:34.080 --> 00:04:35.080]  要懂得忍耐
[00:04:35.080 --> 00:04:37.080]  忍耐是一個功課
[00:04:37.080 --> 00:04:38.080]  什麼是生忍耐?
[00:04:38.080 --> 00:04:40.080]  患難生忍耐
[00:04:40.080 --> 00:04:42.080]  所以去到差不多
[00:04:42.080 --> 00:04:44.080]  基督徒我們要經歷一些患難
[00:04:44.080 --> 00:04:46.080]  讓我們去練習忍耐
[00:04:46.080 --> 00:04:48.080]  走到這裏
[00:04:48.080 --> 00:04:50.080]  原來我們才真正
[00:04:50.080 --> 00:04:53.080]  去結出這個敬虔的果子
[00:04:53.080 --> 00:04:54.080]  敬虔原來
[00:04:54.080 --> 00:04:55.080]  Godliness
[00:04:55.080 --> 00:04:56.080]  英文叫做Godliness
[00:04:56.080 --> 00:04:58.080]  敬虔原來的意思就是
[00:04:58.080 --> 00:04:59.080]  走到這一步
[00:04:59.080 --> 00:05:01.080]  我們才真正的開始
[00:05:01.080 --> 00:05:03.080]  懂得去愛神
[00:05:03.080 --> 00:05:05.080]  要懂得去愛神
[00:05:05.080 --> 00:05:09.080]  才慢慢開始學習去愛弟兄
[00:05:09.080 --> 00:05:10.080]  即是回到教會
[00:05:10.080 --> 00:05:13.080]  我們才懂得去愛我們的弟兄姊妹
[00:05:13.080 --> 00:05:15.080]  要懂得去愛我們的弟兄姊妹
[00:05:15.080 --> 00:05:16.080]  我們才有這樣的心智
[00:05:16.080 --> 00:05:18.080]  走出去去愛眾人
[00:05:18.080 --> 00:05:20.080]  有這個大愛
[00:05:20.080 --> 00:05:23.080]  原來彼得將愛神和愛人
[00:05:23.080 --> 00:05:25.080]  放到結尾
[00:05:25.080 --> 00:05:27.080]  告訴我們這個大誡命
[00:05:27.080 --> 00:05:29.080]  不是那麼容易走出來的
[00:05:29.080 --> 00:05:31.080]  這個愛神愛人的大誡命
[00:05:31.080 --> 00:05:32.080]  不是那麼容易走出來的
[00:05:32.080 --> 00:05:36.080]  是一個屬靈成長的結果
[00:05:36.080 --> 00:05:40.080]  所以這個就是彼得的Perspective
[00:05:40.080 --> 00:05:41.080]  是彼得的看見
[00:05:41.080 --> 00:05:43.080]  所以我們總結一下
[00:05:43.080 --> 00:05:44.080]  主耶穌三個大弟子
[00:05:44.080 --> 00:05:46.080]  他們在說什麼
[00:05:46.080 --> 00:05:48.080]  其實他們是互相呼應
[00:05:48.080 --> 00:05:50.080]  不是互相打架
[00:05:50.080 --> 00:05:52.080]  原來保羅在說
[00:05:52.080 --> 00:05:54.080]  行為
[00:05:54.080 --> 00:05:56.080]  即是我們不可以靠善事
[00:05:56.080 --> 00:05:58.080]  去產生信心
[00:05:58.080 --> 00:06:00.080]  因為這個世界很多人都做善事
[00:06:00.080 --> 00:06:01.080]  做很多善事
[00:06:01.080 --> 00:06:03.080]  我們不能夠靠做善事
[00:06:03.080 --> 00:06:06.080]  去產生和神有一個關係
[00:06:06.080 --> 00:06:07.080]  有一個信心
[00:06:07.080 --> 00:06:09.080]  而雅各在說什麼呢
[00:06:09.080 --> 00:06:11.080]  雅各在說
[00:06:11.080 --> 00:06:12.080]  當我們和主耶穌
[00:06:12.080 --> 00:06:14.080]  和神有一個關係的時候
[00:06:14.080 --> 00:06:16.080]  必然會產生一個行為
[00:06:16.080 --> 00:06:18.080]  一個好的行為
[00:06:18.080 --> 00:06:20.080]  而彼得在說什麼呢
[00:06:20.080 --> 00:06:21.080]  彼得在說
[00:06:21.080 --> 00:06:23.080]  信心是一個開始
[00:06:23.080 --> 00:06:25.080]  贈禮是一個開始
[00:06:25.080 --> 00:06:27.080]  贈禮不是我們人生的高光時刻
[00:06:27.080 --> 00:06:29.080]  不是我們很成熟去贈禮
[00:06:29.080 --> 00:06:31.080]  贈禮是一個開始
[00:06:31.080 --> 00:06:32.080]  你有了信心之後
[00:06:32.080 --> 00:06:34.080]  你才可以繼續去成長
[00:06:34.080 --> 00:06:36.080]  在主裡面成長
[00:06:36.080 --> 00:06:39.080]  不是靠我們自己去成長
[00:06:39.080 --> 00:06:42.080]  所以很多人手做的東西
[00:06:42.080 --> 00:06:44.080]  是很漂亮的
[00:06:44.080 --> 00:06:46.080]  靠人手做出來的東西
[00:06:46.080 --> 00:06:48.080]  輪廓是很分明
[00:06:48.080 --> 00:06:50.080]  影子是很漂亮的
[00:06:50.080 --> 00:06:52.080]  而一些真實的影子
[00:06:52.080 --> 00:06:54.080]  自然流露出來的影子
[00:06:54.080 --> 00:06:56.080]  你反而一看下去
[00:06:56.080 --> 00:06:58.080]  都不知道本相是什麼
[00:06:58.080 --> 00:07:00.080]  你是不知道它是什麼
[00:07:00.080 --> 00:07:01.080]  自然流露出來的影子
[00:07:01.080 --> 00:07:03.080]  如果我們對比一下
[00:07:03.080 --> 00:07:05.080]  人手做出來的影子
[00:07:05.080 --> 00:07:07.080]  有時候是更加漂亮
[00:07:07.080 --> 00:07:08.080]  光鮮
[00:07:08.080 --> 00:07:09.080]  就好像這個世界
[00:07:09.080 --> 00:07:11.080]  很多慈善機構
[00:07:11.080 --> 00:07:13.080]  一拿出來就一大張支票
[00:07:13.080 --> 00:07:14.080]  很漂亮
[00:07:14.080 --> 00:07:15.080]  很光鮮
[00:07:15.080 --> 00:07:16.080]  但是
[00:07:16.080 --> 00:07:19.080]  人手做的東西有一個漏洞
[00:07:19.080 --> 00:07:20.080]  就是
[00:07:20.080 --> 00:07:22.080]  一定要有一個聚光燈
[00:07:22.080 --> 00:07:24.080]  一定要打一盞聚光燈下去
[00:07:24.080 --> 00:07:26.080]  一定要有一面很漂亮
[00:07:26.080 --> 00:07:28.080]  很平整的牆
[00:07:28.080 --> 00:07:31.080]  它才會營造出這個影子的效果
[00:07:31.080 --> 00:07:34.080]  而一些自然流露出來的影子
[00:07:34.080 --> 00:07:37.080]  有時候是沒那麼漂亮的
[00:07:37.080 --> 00:07:39.080]  但是
[00:07:39.080 --> 00:07:41.080]  自然流露出來的影子
[00:07:41.080 --> 00:07:45.080]  卻是不需要有聚光燈的
[00:07:45.080 --> 00:07:48.080]  你晚上哪怕月亮有一點光
[00:07:48.080 --> 00:07:50.080]  就已經反映出那個影子
[00:07:50.080 --> 00:07:52.080]  很少好事的光
[00:07:52.080 --> 00:07:53.080]  就可以反映出
[00:07:53.080 --> 00:07:55.080]  這個自然流露出來的影子
[00:07:55.080 --> 00:07:58.080]  而這個影子是更加立體
[00:07:58.080 --> 00:08:01.080]  更加有力量的
[00:08:01.080 --> 00:08:05.080]  我感恩活因教會走到現在
[00:08:05.080 --> 00:08:08.080]  我們出來的意象是一片青草地
[00:08:08.080 --> 00:08:10.080]  我感恩到今時今日
[00:08:10.080 --> 00:08:12.080]  我們都是維持得很好
[00:08:12.080 --> 00:08:13.080]  這一片青草地
[00:08:13.080 --> 00:08:15.080]  而我更加珍惜的是
[00:08:15.080 --> 00:08:16.080]  在這個教會裡
[00:08:16.080 --> 00:08:18.080]  無論我和年輕人也好
[00:08:18.080 --> 00:08:20.080]  到小組也好
[00:08:20.080 --> 00:08:24.080]  我都有機會和大家分享我的軟弱
[00:08:24.080 --> 00:08:26.080]  不單止分享
[00:08:26.080 --> 00:08:28.080]  不單止分享我的軟弱
[00:08:28.080 --> 00:08:31.080]  也可以被人接納
[00:08:31.080 --> 00:08:33.080]  不單止可以接納
[00:08:33.080 --> 00:08:35.080]  弟兄姊妹還可以有一個角色
[00:08:35.080 --> 00:08:37.080]  就是可以督察我
[00:08:37.080 --> 00:08:39.080]  這是很難得的
[00:08:39.080 --> 00:08:41.080]  你可以在小組裡
[00:08:41.080 --> 00:08:43.080]  分享你自己的軟弱
[00:08:43.080 --> 00:08:45.080]  不單止被接納
[00:08:45.080 --> 00:08:48.080]  還要有一些很成熟的弟兄姊妹
[00:08:48.080 --> 00:08:51.080]  可以保持你負責任
[00:08:51.080 --> 00:08:53.080]  這是最寶貴的
[00:08:53.080 --> 00:08:54.080]  有些人聽完就算了
[00:08:54.080 --> 00:08:55.080]  為你祈禱
[00:08:55.080 --> 00:08:57.080]  但是如果你們身邊真的有弟兄姊妹
[00:08:57.080 --> 00:08:59.080]  她可以督察你
[00:08:59.080 --> 00:09:00.080]  可以指正你
[00:09:00.080 --> 00:09:02.080]  而你又覺得很舒服
[00:09:02.080 --> 00:09:03.080]  這個時候
[00:09:03.080 --> 00:09:06.080]  我們就真的可以活出這個信仰
[00:09:06.080 --> 00:09:07.080]  所以我鼓勵
[00:09:07.080 --> 00:09:11.080]  我們當中還沒有落到小組機會的弟兄姊妹
[00:09:11.080 --> 00:09:14.080]  要參加這個小組
[00:09:14.080 --> 00:09:16.080]  教會的其中一個目的是什麼?
[00:09:16.080 --> 00:09:18.080]  激發愛心
[00:09:18.080 --> 00:09:20.080]  我們要在小組裡
[00:09:20.080 --> 00:09:22.080]  坦誠流露自己的軟弱
[00:09:22.080 --> 00:09:23.080]  被接納
[00:09:23.080 --> 00:09:25.080]  被保持責任的時候
[00:09:25.080 --> 00:09:27.080]  我們才可以為神
[00:09:27.080 --> 00:09:29.080]  作出更加多的工作
[00:09:29.080 --> 00:09:31.080]  因為其實亞各書說的行為
[00:09:31.080 --> 00:09:33.080]  不是我們做善事
[00:09:33.080 --> 00:09:35.080]  不是我們走出去做什麼
[00:09:35.080 --> 00:09:37.080]  這個行為是我們信心自然
[00:09:37.080 --> 00:09:39.080]  反映出來的果子
[00:09:39.080 --> 00:09:43.080]  今天我們有四點
[00:09:43.080 --> 00:09:45.080]  Tako其實有四個意思
[00:09:45.080 --> 00:09:46.080]  我整理一下
[00:09:46.080 --> 00:09:48.080]  Tako比較容易記
[00:09:48.080 --> 00:09:49.080]  第一個
[00:09:49.080 --> 00:09:50.080]  在信裡面
[00:09:50.080 --> 00:09:51.080]  是沒有talk alone
[00:09:51.080 --> 00:09:52.080]  在信裡面
[00:09:52.080 --> 00:09:54.080]  不是只有講字
[00:09:54.080 --> 00:09:55.080]  在信裡面
[00:09:55.080 --> 00:09:56.080]  是沒有afraid
[00:09:56.080 --> 00:09:57.080]  在信裡面
[00:09:57.080 --> 00:09:59.080]  是沒有懼怕
[00:09:59.080 --> 00:10:00.080]  第三點
[00:10:00.080 --> 00:10:01.080]  在信裡面
[00:10:01.080 --> 00:10:02.080]  是沒有calculation
[00:10:02.080 --> 00:10:04.080]  沒有計算
[00:10:04.080 --> 00:10:05.080]  第四點
[00:10:05.080 --> 00:10:06.080]  在信裡面
[00:10:06.080 --> 00:10:07.080]  是沒有退路的
[00:10:07.080 --> 00:10:08.080]  沒有opt out
[00:10:08.080 --> 00:10:09.080]  我們來看看第一點
[00:10:09.080 --> 00:10:11.080]  不要大隻說
[00:10:11.080 --> 00:10:13.080]  二章十四節那裡這樣說
[00:10:13.080 --> 00:10:14.080]  亞各說
[00:10:14.080 --> 00:10:15.080]  我的弟兄啊
[00:10:15.080 --> 00:10:17.080]  如果有人說
[00:10:17.080 --> 00:10:18.080]  自己有信心
[00:10:18.080 --> 00:10:19.080]  卻沒有行為
[00:10:19.080 --> 00:10:21.080]  有什麼益處呢?
[00:10:21.080 --> 00:10:24.080]  這信心能夠他嗎?
[00:10:24.080 --> 00:10:26.080]  這信心能夠他嗎?
[00:10:26.080 --> 00:10:28.080]  其實是一個諷刺的問法
[00:10:28.080 --> 00:10:30.080]  亞各其實是說
[00:10:30.080 --> 00:10:31.080]  這信心
[00:10:31.080 --> 00:10:33.080]  豈能夠他嗎?
[00:10:33.080 --> 00:10:34.080]  豈能的意思
[00:10:34.080 --> 00:10:35.080]  是什麼?
[00:10:35.080 --> 00:10:36.080]  就是不能了
[00:10:36.080 --> 00:10:37.080]  這樣的信心
[00:10:37.080 --> 00:10:39.080]  只有講字的信心
[00:10:39.080 --> 00:10:41.080]  是不能夠他的
[00:10:41.080 --> 00:10:43.080]  而這樣的message
[00:10:43.080 --> 00:10:45.080]  重要的事情
[00:10:45.080 --> 00:10:46.080]  三次以上
[00:10:46.080 --> 00:10:48.080]  亞各在十七節到二十六節
[00:10:48.080 --> 00:10:50.080]  短短幾句經文
[00:10:50.080 --> 00:10:51.080]  重複了三次
[00:10:51.080 --> 00:10:53.080]  信心沒有行為是死的
[00:10:53.080 --> 00:10:54.080]  不是說了一次
[00:10:54.080 --> 00:10:55.080]  說了三次
[00:10:55.080 --> 00:10:57.080]  信心沒有行為是死的
[00:10:57.080 --> 00:10:59.080]  信心沒有行為是死的
[00:10:59.080 --> 00:11:01.080]  嘩
[00:11:01.080 --> 00:11:03.080]  他不是輕輕帶過
[00:11:03.080 --> 00:11:05.080]  他是鄭重的說了三次
[00:11:05.080 --> 00:11:07.080]  鄭重的說了三次
[00:11:07.080 --> 00:11:09.080]  我們就要問
[00:11:09.080 --> 00:11:11.080]  其實什麼叫做行為?
[00:11:11.080 --> 00:11:13.080]  什麼叫做行為?
[00:11:13.080 --> 00:11:14.080]  在亞各書裡面
[00:11:14.080 --> 00:11:15.080]  那個行為
[00:11:15.080 --> 00:11:17.080]  他不是指明
[00:11:17.080 --> 00:11:20.080]  你真的要做什麼
[00:11:20.080 --> 00:11:22.080]  你要做ABCDEFG
[00:11:22.080 --> 00:11:24.080]  亞各書不是這樣說
[00:11:24.080 --> 00:11:26.080]  反而他說了很多
[00:11:26.080 --> 00:11:28.080]  你不要去做什麼
[00:11:28.080 --> 00:11:30.080]  你不要去做什麼
[00:11:30.080 --> 00:11:32.080]  所以行為不是你去做什麼
[00:11:32.080 --> 00:11:35.080]  更多的是你不要去做什麼
[00:11:35.080 --> 00:11:37.080]  我們來看看
[00:11:37.080 --> 00:11:40.080]  大丈夫有所為有所不為
[00:11:40.080 --> 00:11:43.080]  亞各書有很多不所為的例子
[00:11:43.080 --> 00:11:45.080]  第一叫我們不要偏心待人
[00:11:45.080 --> 00:11:47.080]  不要覺得有些人有錢
[00:11:47.080 --> 00:11:49.080]  就對他好一點
[00:11:49.080 --> 00:11:50.080]  不要用口傷人
[00:11:50.080 --> 00:11:52.080]  我們要勒住我們的舌頭
[00:11:52.080 --> 00:11:54.080]  不要用口傷人
[00:11:54.080 --> 00:11:56.080]  最重要在中間夾住的
[00:11:56.080 --> 00:11:58.080]  就是不要言行不一
[00:11:58.080 --> 00:12:00.080]  不要說一套做一套
[00:12:00.080 --> 00:12:01.080]  不要心存妒忌
[00:12:01.080 --> 00:12:03.080]  不要製造紛爭
[00:12:03.080 --> 00:12:05.080]  而這個不要言行不一
[00:12:05.080 --> 00:12:08.080]  這個很重要夾在中間
[00:12:08.080 --> 00:12:10.080]  很重要很重要
[00:12:10.080 --> 00:12:12.080]  什麼叫做言行一致呢?
[00:12:12.080 --> 00:12:14.080]  Integrity
[00:12:14.080 --> 00:12:16.080]  我經常教導年輕人
[00:12:16.080 --> 00:12:17.080]  什麼叫做Integrity呢?
[00:12:17.080 --> 00:12:20.080]  就是當沒有人看到你做事的時候
[00:12:20.080 --> 00:12:22.080]  你依然做對的事
[00:12:22.080 --> 00:12:24.080]  沒有人看到你的時候
[00:12:24.080 --> 00:12:25.080]  依然做對的事
[00:12:25.080 --> 00:12:27.080]  要言行一致
[00:12:27.080 --> 00:12:28.080]  很多人說下一代
[00:12:28.080 --> 00:12:30.080]  Gen Z最大的struggle
[00:12:30.080 --> 00:12:31.080]  為什麼不回來教會呢?
[00:12:31.080 --> 00:12:34.080]  就是他看到教會的一些前輩
[00:12:34.080 --> 00:12:36.080]  說一套做一套
[00:12:36.080 --> 00:12:38.080]  這個是最令他們不想回教會的
[00:12:38.080 --> 00:12:40.080]  一個最大的因素
[00:12:40.080 --> 00:12:43.080]  而我們如果真的想傳承
[00:12:43.080 --> 00:12:45.080]  將這個信仰傳給我們下一代
[00:12:45.080 --> 00:12:47.080]  我們最緊要做的事
[00:12:47.080 --> 00:12:50.080]  就是盡量盡量做到言行一致
[00:12:50.080 --> 00:12:52.080]  不是說你說得有多漂亮
[00:12:52.080 --> 00:12:54.080]  你可以說到自己不漂亮
[00:12:54.080 --> 00:12:56.080]  但你內外要一致
[00:12:56.080 --> 00:12:58.080]  The power of integrity
[00:12:58.080 --> 00:13:00.080]  is more powerful than beautiful words
[00:13:00.080 --> 00:13:02.080]  有時候我們說的話可以很漂亮
[00:13:02.080 --> 00:13:04.080]  但我們做的事
[00:13:04.080 --> 00:13:06.080]  是不是跟我們說的話是一致呢?
[00:13:06.080 --> 00:13:08.080]  這個真的很重要
[00:13:08.080 --> 00:13:10.080]  很重要很重要
[00:13:10.080 --> 00:13:14.080]  上星期我們有九個新生命在教會誕生
[00:13:14.080 --> 00:13:16.080]  我們給他們掌聲
[00:13:16.080 --> 00:13:18.080]  榮耀歸給主
[00:13:18.080 --> 00:13:23.080]  五年前當神父召我去侍奉他們的時候
[00:13:23.080 --> 00:13:26.080]  我真的不覺得自己可以做到什麼
[00:13:26.080 --> 00:13:29.080]  我一直以來都完全不覺得自己可以做到什麼
[00:13:29.080 --> 00:13:32.080]  但看到每一年
[00:13:32.080 --> 00:13:37.080]  每一年都有一批一批的年青人跟隨著
[00:13:37.080 --> 00:13:41.080]  我們看到中間的核心力量是我們的團隊
[00:13:41.080 --> 00:13:44.080]  我們有UK,我們有Ricky
[00:13:44.080 --> 00:13:47.080]  今年我們有Kitman,我們有Kathleen在當中侍奉
[00:13:47.080 --> 00:13:50.080]  去守護他們,去陪伴他們
[00:13:50.080 --> 00:13:53.080]  我們不是說在中間做了什麼激勵人心的事
[00:13:53.080 --> 00:13:55.080]  不是說經常都要激勵他們
[00:13:55.080 --> 00:13:57.080]  但你看到Candace分享
[00:13:57.080 --> 00:14:01.080]  他們讚美神的是法治內心
[00:14:01.080 --> 00:14:04.080]  而這個成果不是我們在當中做了什麼
[00:14:04.080 --> 00:14:07.080]  而是靠每一個大人在裡面侍奉的時候
[00:14:07.080 --> 00:14:09.080]  是言行一致
[00:14:09.080 --> 00:14:11.080]  他們看到的
[00:14:11.080 --> 00:14:16.080]  兩年前有兩個年青人走來問我
[00:14:16.080 --> 00:14:24.080]  為什麼Pastor Jackie在廁所抹桌面
[00:14:24.080 --> 00:14:28.080]  他不是一個Campus Pastor來的嗎
[00:14:28.080 --> 00:14:31.080]  真人真事
[00:14:31.080 --> 00:14:34.080]  我看著他說
[00:14:34.080 --> 00:14:37.080]  你知道我們說我們是Servant Leader
[00:14:37.080 --> 00:14:39.080]  不是只有港字
[00:14:39.080 --> 00:14:42.080]  這些對他們來說是很有力量
[00:14:42.080 --> 00:14:46.080]  最容易大濟港的是我們
[00:14:46.080 --> 00:14:48.080]  港就很容易
[00:14:48.080 --> 00:14:53.080]  但盡量盡量在生活當中守住每一個見證
[00:14:53.080 --> 00:14:56.080]  不要在他們面前做到大濟港
[00:14:56.080 --> 00:14:59.080]  還有一次我記得我在港台上
[00:14:59.080 --> 00:15:02.080]  你知道我有時候說話都不經大腦
[00:15:02.080 --> 00:15:04.080]  都容易得罪別人
[00:15:04.080 --> 00:15:07.080]  有一個年青人早上跟我分享了他的故事之後
[00:15:07.080 --> 00:15:12.080]  我就順口把他的故事說出來
[00:15:12.080 --> 00:15:14.080]  完了之後
[00:15:14.080 --> 00:15:15.080]  很好啊
[00:15:15.080 --> 00:15:17.080]  這個世代的年青人很直接
[00:15:17.080 --> 00:15:19.080]  完了之後他就跟我說
[00:15:19.080 --> 00:15:20.080]  Confront我
[00:15:20.080 --> 00:15:22.080]  他說Pastor Zen, I don't appreciate it
[00:15:22.080 --> 00:15:25.080]  為什麼你把我的故事這樣分享出去
[00:15:25.080 --> 00:15:27.080]  我覺得你很不尊重我
[00:15:27.080 --> 00:15:30.080]  我看著他幾秒
[00:15:30.080 --> 00:15:34.080]  我立刻有一點想辯護我自己
[00:15:34.080 --> 00:15:36.080]  但是不行
[00:15:36.080 --> 00:15:38.080]  我要說I am sorry
[00:15:38.080 --> 00:15:41.080]  其實我練習I am sorry練習了兩個階段
[00:15:41.080 --> 00:15:43.080]  第一個階段就是
[00:15:43.080 --> 00:15:45.080]  I am sorry law
