
[00:00:00.000 --> 00:00:02.000]  在還沒開始講到之前
[00:04:23.040 --> 00:04:25.040]  在2003年的決定
[00:04:25.040 --> 00:04:27.040]  都是一腔熱誠
[00:04:27.040 --> 00:04:29.040]  如果
[00:04:29.040 --> 00:04:31.040]  去到現在這個場景
[00:04:31.040 --> 00:04:33.040]  我猜我的決定
[00:04:33.040 --> 00:04:35.040]  可能和當時
[00:04:35.040 --> 00:04:37.040]  很不同
[00:04:37.040 --> 00:04:39.040]  不過
[00:04:39.040 --> 00:04:41.040]  到後來她爸爸終於
[00:04:41.040 --> 00:04:43.040]  都接受了
[00:04:43.040 --> 00:04:45.040]  她女兒的決定
[00:04:45.040 --> 00:04:47.040]  尊重她的決定
[00:04:47.040 --> 00:04:49.040]  在女兒要搬回宿舍之前
[00:04:49.040 --> 00:04:51.040]  這個爸爸
[00:04:51.040 --> 00:04:53.040]  就將她當年
[00:04:53.040 --> 00:04:55.040]  在03年用過的
[00:04:55.040 --> 00:04:57.040]  dirty team用過的
[00:04:57.040 --> 00:04:59.040]  護眼鏡
[00:04:59.040 --> 00:05:01.040]  就拿來
[00:05:01.040 --> 00:05:03.040]  說要送給女兒
[00:05:03.040 --> 00:05:05.040]  他這樣跟女兒說
[00:05:05.040 --> 00:05:07.040]  我也知道的
[00:05:07.040 --> 00:05:09.040]  我知道你有裝備
[00:05:09.040 --> 00:05:11.040]  其實我這個
[00:05:11.040 --> 00:05:13.040]  用過的護眼鏡
[00:05:13.040 --> 00:05:15.040]  對你來說可能沒什麼用
[00:05:15.040 --> 00:05:17.040]  不過姑且你收了它
[00:05:17.040 --> 00:05:19.040]  就當是一個
[00:05:19.040 --> 00:05:21.040]  平安符
[00:05:21.040 --> 00:05:23.040]  這個裝備
[00:05:23.040 --> 00:05:25.040]  就代表著爸爸很想你
[00:05:25.040 --> 00:05:27.040]  平安無事
[00:05:27.040 --> 00:05:29.040]  完好無缺的可以回來
[00:05:29.040 --> 00:05:31.040]  我看完這個故事
[00:05:31.040 --> 00:05:33.040]  之後我心裡很受感動
[00:05:33.040 --> 00:05:35.040]  其實父母愛子女的心
[00:05:35.040 --> 00:05:37.040]  表露無遺
[00:05:37.040 --> 00:05:39.040]  另外
[00:05:39.040 --> 00:05:41.040]  我會想到這個爸爸
[00:05:41.040 --> 00:05:43.040]  那個裝備那個護眼鏡
[00:05:43.040 --> 00:05:45.040]  對他爸爸來說
[00:05:45.040 --> 00:05:47.040]  正如他所說
[00:05:47.040 --> 00:05:49.040]  只不過是一個平安符
[00:05:49.040 --> 00:05:51.040]  但是我會聯想到
[00:05:51.040 --> 00:05:53.040]  其實這個是代表著
[00:05:53.040 --> 00:05:55.040]  他們父女倆的同行
[00:05:55.040 --> 00:05:57.040]  其實是一份
[00:05:57.040 --> 00:05:59.040]  使命的延伸
[00:05:59.040 --> 00:06:01.040]  另外
[00:06:01.040 --> 00:06:03.040]  我又會想
[00:06:03.040 --> 00:06:05.040]  其實我也有兩個兒子
[00:06:05.040 --> 00:06:07.040]  兩個兒子的爸爸
[00:06:07.040 --> 00:06:09.040]  我會想到
[00:06:09.040 --> 00:06:11.040]  我又可以怎樣
[00:06:11.040 --> 00:06:13.040]  和我自己的兒子同行呢
[00:06:13.040 --> 00:06:15.040]  在這段日子裡
[00:06:15.040 --> 00:06:17.040]  早前的
[00:06:17.040 --> 00:06:19.040]  疫情裡
[00:06:19.040 --> 00:06:21.040]  我也知道
[00:06:21.040 --> 00:06:23.040]  很多人因為疫情
[00:06:23.040 --> 00:06:25.040]  要經歷留在家裡工作
[00:06:25.040 --> 00:06:27.040]  要home office
[00:06:27.040 --> 00:06:29.040]  多了機會
[00:06:29.040 --> 00:06:31.040]  和子女相處
[00:06:31.040 --> 00:06:33.040]  一起生活
[00:06:33.040 --> 00:06:35.040]  享受
[00:06:35.040 --> 00:06:37.040]  我聽到其中有很多家庭
[00:06:37.040 --> 00:06:39.040]  所呈現的圖畫
[00:06:39.040 --> 00:06:41.040]  並不是那麼溫馨
[00:06:41.040 --> 00:06:43.040]  不是那麼親密
[00:06:43.040 --> 00:06:45.040]  不是那種
[00:06:45.040 --> 00:06:47.040]  樂也融融的畫面
[00:06:47.040 --> 00:06:49.040]  反而
[00:06:49.040 --> 00:06:51.040]  因為家裡空間
[00:06:51.040 --> 00:06:53.040]  小了
[00:06:53.040 --> 00:06:55.040]  衝突自然多了
[00:06:55.040 --> 00:06:57.040]  家裡充滿著
[00:06:57.040 --> 00:06:59.040]  火藥味
[00:06:59.040 --> 00:07:01.040]  就好像戰場一樣
[00:07:01.040 --> 00:07:03.040]  那怎麼辦呢
[00:07:03.040 --> 00:07:05.040]  是不是要參加網上的
[00:07:05.040 --> 00:07:07.040]  親子講座
[00:07:07.040 --> 00:07:09.040]  從中學多一兩招
[00:07:09.040 --> 00:07:11.040]  來化解
[00:07:11.040 --> 00:07:13.040]  面前家庭的衝突呢
[00:07:13.040 --> 00:07:15.040]  我又會想
[00:07:15.040 --> 00:07:17.040]  究竟聖經
[00:07:17.040 --> 00:07:19.040]  在這方面有沒有什麼教導
[00:07:19.040 --> 00:07:21.040]  讓我們可以去
[00:07:21.040 --> 00:07:23.040]  學校呢
[00:07:23.040 --> 00:07:25.040]  就讓我們進入經文
[00:07:25.040 --> 00:07:27.040]  藉著今天的經文
[00:07:27.040 --> 00:07:29.040]  讓我們看看
[00:07:29.040 --> 00:07:31.040]  我們可以怎樣在主計裡
[00:07:31.040 --> 00:07:33.040]  來做父母
[00:07:33.040 --> 00:07:35.040]  同樣的
[00:07:35.040 --> 00:07:37.040]  作為子女的你們
[00:07:37.040 --> 00:07:39.040]  又可以怎樣藉著今天的經文提醒
[00:07:39.040 --> 00:07:41.040]  可以在主計裡去作兒女
[00:07:41.040 --> 00:07:43.040]  我今天會和大家去看的經文
[00:07:43.040 --> 00:07:45.040]  是二忽所書
[00:07:45.040 --> 00:07:47.040]  六章一至四節
[00:07:47.040 --> 00:07:49.040]  而講題就是
[00:07:49.040 --> 00:07:51.040]  在主裡的跨代同行
[00:07:51.040 --> 00:07:53.040]  我們先來看第一至第三節
[00:07:53.040 --> 00:07:55.040]  請大家
[00:07:55.040 --> 00:07:57.040]  看內頁
[00:07:57.040 --> 00:07:59.040]  看經文
[00:07:59.040 --> 00:08:01.040]  我讀給大家聽
[00:08:01.040 --> 00:08:03.040]  你們做子女的
[00:08:03.040 --> 00:08:05.040]  要在主裡聽從父母
[00:08:05.040 --> 00:08:07.040]  這是理所當然的
[00:08:07.040 --> 00:08:09.040]  要孝敬父母
[00:08:09.040 --> 00:08:11.040]  使你得福
[00:08:11.040 --> 00:08:13.040]  在世長壽
[00:08:13.040 --> 00:08:15.040]  這是第一條
[00:08:15.040 --> 00:08:17.040]  大英許的誡明
[00:08:17.040 --> 00:08:19.040]  史圖保羅就在這裡提到
[00:08:19.040 --> 00:08:21.040]  在家裡父母子女之間的關係
[00:08:21.040 --> 00:08:23.040]  他先講
[00:08:23.040 --> 00:08:25.040]  做子女對父母的責任
[00:08:25.040 --> 00:08:27.040]  他要提
[00:08:27.040 --> 00:08:29.040]  就是提子女要留意的
[00:08:29.040 --> 00:08:31.040]  兩方面的事情
[00:08:31.040 --> 00:08:33.040]  是什麼呢
[00:08:33.040 --> 00:08:35.040]  我們一起看看
[00:08:35.040 --> 00:08:37.040]  第一樣在第一節
[00:08:37.040 --> 00:08:39.040]  就是要我們做子女的
[00:08:39.040 --> 00:08:41.040]  要在主計裡
[00:08:41.040 --> 00:08:43.040]  去聽從父母
[00:08:43.040 --> 00:08:45.040]  子女要聽從父母
[00:08:45.040 --> 00:08:47.040]  並不是以色列人
[00:08:47.040 --> 00:08:49.040]  自有的教導
[00:08:49.040 --> 00:08:51.040]  我會想起我們中國的
[00:08:51.040 --> 00:08:53.040]  孔子的儒家思想
[00:08:53.040 --> 00:08:55.040]  有孝的教導
[00:08:55.040 --> 00:08:57.040]  大家應該不陌生
[00:08:57.040 --> 00:08:59.040]  可能你們也有聽過
[00:08:59.040 --> 00:09:01.040]  百行以孝為先
[00:09:01.040 --> 00:09:03.040]  以孝治國
[00:09:03.040 --> 00:09:05.040]  君要臣死
[00:09:05.040 --> 00:09:07.040]  不死不中
[00:09:07.040 --> 00:09:09.040]  父要子亡
[00:09:09.040 --> 00:09:11.040]  不亡不孝
[00:09:11.040 --> 00:09:13.040]  但我想儒家所說的
[00:09:13.040 --> 00:09:15.040]  所提倡的孝道
[00:09:15.040 --> 00:09:17.040]  原來和我們聖經所說的
[00:09:17.040 --> 00:09:19.040]  孝其實不重相同
[00:09:19.040 --> 00:09:21.040]  保羅在這裡提到
[00:09:21.040 --> 00:09:23.040]  子女要聽從父母
[00:09:23.040 --> 00:09:25.040]  並不是建基於
[00:09:25.040 --> 00:09:27.040]  儒家這套的
[00:09:27.040 --> 00:09:29.040]  孝道的思想裡
[00:09:29.040 --> 00:09:31.040]  反而是建基於
[00:09:31.040 --> 00:09:33.040]  我們的上主明確的要求裡
[00:09:33.040 --> 00:09:35.040]  因為上主曾經
[00:09:35.040 --> 00:09:37.040]  吩咐過
[00:09:37.040 --> 00:09:39.040]  我們人就要聽從
[00:09:39.040 --> 00:09:41.040]  所以保羅在這裡說
[00:09:41.040 --> 00:09:43.040]  子女應該
[00:09:43.040 --> 00:09:45.040]  這樣做
[00:09:45.040 --> 00:09:47.040]  這是理所當然的
[00:09:47.040 --> 00:09:49.040]  是對的,是應該的
[00:09:49.040 --> 00:09:51.040]  這是合理的
[00:09:51.040 --> 00:09:53.040]  還有這裡提到
[00:09:53.040 --> 00:09:55.040]  做子女的要聽從父母
[00:09:55.040 --> 00:09:57.040]  我想
[00:09:57.040 --> 00:09:59.040]  我想大家去留意的
[00:09:59.040 --> 00:10:01.040]  重點就是在主裡
[00:10:01.040 --> 00:10:03.040]  這三個字
[00:10:03.040 --> 00:10:05.040]  要留意的是保羅提出
[00:10:05.040 --> 00:10:07.040]  在主裡聽從
[00:10:07.040 --> 00:10:09.040]  這不是一個消極的說法
[00:10:09.040 --> 00:10:11.040]  就好像和我們一群
[00:10:11.040 --> 00:10:13.040]  信了耶穌的子女說
[00:10:13.040 --> 00:10:15.040]  如果我們的父母還沒有
[00:10:15.040 --> 00:10:17.040]  信耶穌的話
[00:10:17.040 --> 00:10:19.040]  我們也可以不用聽他們的話
[00:10:19.040 --> 00:10:21.040]  保羅不是這個意思
[00:10:21.040 --> 00:10:23.040]  他說的是積極的
[00:10:23.040 --> 00:10:25.040]  他明明叫我們
[00:10:25.040 --> 00:10:27.040]  做子女的要在主裡
[00:10:27.040 --> 00:10:29.040]  聽從父母
[00:10:29.040 --> 00:10:31.040]  在主裡聽從
[00:10:31.040 --> 00:10:33.040]  是什麼意思呢
[00:10:33.040 --> 00:10:35.040]  其實這個代表著
[00:10:35.040 --> 00:10:37.040]  我們要在上主的心意
[00:10:37.040 --> 00:10:39.040]  在上主的準則裡
[00:10:39.040 --> 00:10:41.040]  去聽從父母
[00:10:41.040 --> 00:10:43.040]  其實這個是包含著
[00:10:43.040 --> 00:10:45.040]  按著上主的吩咐
[00:10:45.040 --> 00:10:47.040]  去聽從的意思
[00:10:47.040 --> 00:10:49.040]  按著上主已經吩咐了我們
[00:10:49.040 --> 00:10:51.040]  做子女的
[00:10:51.040 --> 00:10:53.040]  就要聽從父母
[00:10:53.040 --> 00:10:55.040]  所以
[00:10:55.040 --> 00:10:57.040]  我們要在主的吩咐裡
[00:10:57.040 --> 00:10:59.040]  在主的誡命裡
[00:10:59.040 --> 00:11:01.040]  去聽從父母
[00:11:01.040 --> 00:11:03.040]  也因為這樣
[00:11:03.040 --> 00:11:05.040]  所以保羅在第二節
[00:11:05.040 --> 00:11:07.040]  引用舊約十誡的經文
[00:11:07.040 --> 00:11:09.040]  告訴我們
[00:11:09.040 --> 00:11:11.040]  指出這個吩咐
[00:11:11.040 --> 00:11:13.040]  保羅藉著十誡
[00:11:13.040 --> 00:11:15.040]  告訴我們
[00:11:15.040 --> 00:11:17.040]  做子女的要留意
[00:11:17.040 --> 00:11:19.040]  第二方面的事情
[00:11:19.040 --> 00:11:21.040]  就是要孝敬父母
[00:11:21.040 --> 00:11:23.040]  孝敬父母是十誡裡
[00:11:23.040 --> 00:11:25.040]  關於人倫的誡命
[00:11:25.040 --> 00:11:27.040]  的第一條
[00:11:27.040 --> 00:11:29.040]  還是大英許的誡命
[00:11:29.040 --> 00:11:31.040]  就是說
[00:11:31.040 --> 00:11:33.040]  你若果肯去遵守
[00:11:33.040 --> 00:11:35.040]  跟從的話
[00:11:35.040 --> 00:11:37.040]  就會蒙上帝的賜福
[00:11:37.040 --> 00:11:39.040]  反過來說
[00:11:39.040 --> 00:11:41.040]  你不守這條誡命就有禍了
[00:11:41.040 --> 00:11:43.040]  很明顯
[00:11:43.040 --> 00:11:45.040]  保羅想告訴我們
[00:11:45.040 --> 00:11:47.040]  做子女的
[00:11:47.040 --> 00:11:49.040]  我們可以如何具體地
[00:11:49.040 --> 00:11:51.040]  去表現我們聽從父母的話
[00:11:51.040 --> 00:11:53.040]  就是孝敬父母
[00:11:53.040 --> 00:11:55.040]  這是我們做子女
[00:11:55.040 --> 00:11:57.040]  應該有的態度
[00:11:57.040 --> 00:11:59.040]  但是你可能
[00:11:59.040 --> 00:12:01.040]  想你留意的話
[00:12:01.040 --> 00:12:03.040]  其實當你去
[00:12:03.040 --> 00:12:05.040]  思考這條經文的時候
[00:12:05.040 --> 00:12:07.040]  經文裡面
[00:12:07.040 --> 00:12:09.040]  沒有很清楚地告訴你
[00:12:09.040 --> 00:12:11.040]  怎樣做
[00:12:11.040 --> 00:12:13.040]  怎樣做才算孝敬父母呢
[00:12:13.040 --> 00:12:15.040]  很明顯
[00:12:15.040 --> 00:12:17.040]  每一個家庭
[00:12:17.040 --> 00:12:19.040]  每一個處境都不一樣
[00:12:19.040 --> 00:12:21.040]  有些經濟環境差的家庭
[00:12:21.040 --> 00:12:23.040]  父母真的很需要
[00:12:23.040 --> 00:12:25.040]  做子女的
[00:12:25.040 --> 00:12:27.040]  每個月去給家用
[00:12:27.040 --> 00:12:29.040]  去供養他們
[00:12:29.040 --> 00:12:31.040]  代表著你的孝心
[00:12:31.040 --> 00:12:33.040]  家境好的父母呢
[00:12:33.040 --> 00:12:35.040]  雖然可能不用子女的供養
[00:12:35.040 --> 00:12:37.040]  但是做子女的
[00:12:37.040 --> 00:12:39.040]  我們都可以給一些茶錢
[00:12:39.040 --> 00:12:41.040]  給一些零用錢給父母
[00:12:41.040 --> 00:12:43.040]  來表達我們的孝心
[00:12:43.040 --> 00:12:45.040]  除了錢之外
[00:12:45.040 --> 00:12:47.040]  其實
[00:12:47.040 --> 00:12:49.040]  作為子女的你
[00:12:49.040 --> 00:12:51.040]  其實可以抽多一點時間去陪伴
[00:12:51.040 --> 00:12:53.040]  去聆聽
[00:12:53.040 --> 00:12:55.040]  你父母的傾訴
[00:12:55.040 --> 00:12:57.040]  其實這些都很實際
[00:12:57.040 --> 00:12:59.040]  很實在地表達你的
[00:12:59.040 --> 00:13:01.040]  孝心
[00:13:01.040 --> 00:13:03.040]  我相信縱使你們真的長大了
[00:13:03.040 --> 00:13:05.040]  長大成人
[00:13:05.040 --> 00:13:07.040]  你的父母
[00:13:07.040 --> 00:13:09.040]  仍然是很疼愛你們的
[00:13:09.040 --> 00:13:11.040]  仍然是很想
[00:13:11.040 --> 00:13:13.040]  很樂於
[00:13:13.040 --> 00:13:15.040]  去聽到
[00:13:15.040 --> 00:13:17.040]  去見到你們的面
[00:13:17.040 --> 00:13:19.040]  當然
[00:13:19.040 --> 00:13:21.040]  很喜歡和你們聊天
[00:13:21.040 --> 00:13:23.040]  行話家常
[00:13:23.040 --> 00:13:25.040]  大家都知道
[00:13:25.040 --> 00:13:27.040]  其實我自己一個大兒子
[00:13:27.040 --> 00:13:29.040]  還在英國讀書
[00:13:29.040 --> 00:13:31.040]  他平常的日子裏面
[00:13:31.040 --> 00:13:33.040]  他會每個星期
[00:13:33.040 --> 00:13:35.040]  每個星期約我和我太太
[00:13:35.040 --> 00:13:37.040]  去聊天
[00:13:37.040 --> 00:13:39.040]  那麼
[00:13:39.040 --> 00:13:41.040]  他這種做法
[00:13:41.040 --> 00:13:43.040]  其實讓我感受到
[00:13:43.040 --> 00:13:45.040]  他對我和我太太的那種
[00:13:45.040 --> 00:13:47.040]  孝心
[00:13:47.040 --> 00:13:49.040]  他這種行動
[00:13:49.040 --> 00:13:51.040]  我想說的就是
[00:13:51.040 --> 00:13:53.040]  不是偶爾發生的
[00:13:53.040 --> 00:13:55.040]  不是即興的
[00:13:55.040 --> 00:13:57.040]  而是每個星期
[00:13:57.040 --> 00:13:59.040]  持之以恆
[00:13:59.040 --> 00:14:01.040]  他會主動地約我們
[00:14:01.040 --> 00:14:03.040]  聊天
[00:14:03.040 --> 00:14:05.040]  雖然
[00:14:05.040 --> 00:14:07.040]  每次的聊天都不會是
[00:14:07.040 --> 00:14:09.040]  那些深情對話
[00:14:09.040 --> 00:14:11.040]  只不過是行話家常
[00:14:11.040 --> 00:14:13.040]  聊聊天
[00:14:13.040 --> 00:14:15.040]  不過他這個行動正正表達
[00:14:15.040 --> 00:14:17.040]  他重視
[00:14:17.040 --> 00:14:19.040]  他的父母
[00:14:19.040 --> 00:14:21.040]  關心他的父母
[00:14:21.040 --> 00:14:23.040]  這個讓我心裏很開心
[00:14:23.040 --> 00:14:25.040]  每到
[00:14:25.040 --> 00:14:27.040]  父親節或者母親節
[00:14:27.040 --> 00:14:29.040]  這些時間
[00:14:29.040 --> 00:14:31.040]  在社交網站裏
[00:14:31.040 --> 00:14:33.040]  例如Facebook
[00:14:33.040 --> 00:14:35.040]  IG
[00:14:35.040 --> 00:14:37.040]  就會有很多人post一些
[00:14:37.040 --> 00:14:39.040]  歡慶的照片
[00:14:39.040 --> 00:14:41.040]  甚至有洗板的現象
[00:14:41.040 --> 00:14:43.040]  其實這個不奇怪
[00:14:43.040 --> 00:14:45.040]  因為子女懂得在這些時候
[00:14:45.040 --> 00:14:47.040]  記得
[00:14:47.040 --> 00:14:49.040]  約父母和他們慶祝
[00:14:49.040 --> 00:14:51.040]  是一件好事
[00:14:51.040 --> 00:14:53.040]  不過
[00:14:53.040 --> 00:14:55.040]  我衷心地想你們去想一想
[00:14:55.040 --> 00:14:57.040]  除此之外
[00:14:59.040 --> 00:15:01.040]  平時的日子裏
[00:15:01.040 --> 00:15:03.040]  你又會為你的父母
[00:15:03.040 --> 00:15:05.040]  做些什麼
[00:15:05.040 --> 00:15:07.040]  孝敬父母
[00:15:07.040 --> 00:15:09.040]  我相信不可能只是一些特別的日子
[00:15:09.040 --> 00:15:11.040]  去做一些特別的事
[00:15:11.040 --> 00:15:13.040]  我們有沒有
[00:15:13.040 --> 00:15:15.040]  懂得在平常的生活裏
[00:15:15.040 --> 00:15:17.040]  多些抽時間
[00:15:17.040 --> 00:15:19.040]  去關注他們
[00:15:19.040 --> 00:15:21.040]  為他們做一些平常的事
[00:15:21.040 --> 00:15:23.040]  例如
[00:15:23.040 --> 00:15:25.040]  打個電話去問候一下
[00:15:25.040 --> 00:15:27.040]  你的父母
[00:15:27.040 --> 00:15:29.040]  又或者
[00:15:29.040 --> 00:15:31.040]  偶爾約他們
[00:15:31.040 --> 00:15:33.040]  喝下早茶
[00:15:33.040 --> 00:15:35.040]  聊下天
[00:15:35.040 --> 00:15:37.040]  我想做前者
[00:15:37.040 --> 00:15:39.040]  在這些特別的日子去做特別的事
[00:15:39.040 --> 00:15:41.040]  其實
[00:15:41.040 --> 00:15:43.040]  不是很難
[00:15:43.040 --> 00:15:45.040]  反而後者
[00:15:45.040 --> 00:15:47.040]  在你平常的日子
[00:15:47.040 --> 00:15:49.040]  去做平常的事
[00:15:49.040 --> 00:15:51.040]  我會說是挑戰你
[00:15:51.040 --> 00:15:53.040]  但是
