
[00:00:00.000 --> 00:00:05.000]  弟兄姊妹,讓我們開始的時候再次禱告
[00:04:33.000 --> 00:04:37.000]  我們有幾個核心字是編織整個訊息
[00:04:37.000 --> 00:04:39.000]  那些字是甚麼字呢?
[00:04:39.000 --> 00:04:42.000]  他說你們要謹慎
[00:04:42.000 --> 00:04:45.000]  要警醒禱告
[00:04:45.000 --> 00:04:47.000]  要警醒
[00:04:47.000 --> 00:04:50.000]  在這些字以外他再加上其他的字
[00:04:50.000 --> 00:04:53.000]  他說不要驚慌第七節那裏說
[00:04:53.000 --> 00:04:56.000]  第十八節那裏說你要祈求
[00:04:56.000 --> 00:05:00.000]  第二十八節那裏說你們要去學
[00:05:00.000 --> 00:05:04.000]  全段的意思和目的非常非常清楚
[00:05:04.000 --> 00:05:08.000]  耶穌在這裏不是講預測
[00:05:08.000 --> 00:05:11.000]  或者提供將來的資訊
[00:05:11.000 --> 00:05:17.000]  而是教導門徒如何去面對災難和迫害
[00:05:17.000 --> 00:05:21.000]  簡單來說在馬可福音十三章的訊息
[00:05:21.000 --> 00:05:25.000]  耶穌講論的焦點是放在當下
[00:05:25.000 --> 00:05:28.000]  而不是放在將來
[00:05:28.000 --> 00:05:30.000]  有了這個理解之後
[00:05:30.000 --> 00:05:34.000]  我們再回到今天講的馬可福音十三章
[00:05:34.000 --> 00:05:36.000]  二十四到三十七節
[00:05:36.000 --> 00:05:38.000]  我們在主再來的日子裏面
[00:05:38.000 --> 00:05:40.000]  我們今天學兩樣東西
[00:05:40.000 --> 00:05:44.000]  第一個重新抓住一個相信
[00:05:44.000 --> 00:05:50.000]  第二樣就是重新去作一個立志
[00:05:50.000 --> 00:05:54.000]  第一個我們要重新抓緊的相信是甚麼呢?
[00:05:54.000 --> 00:05:56.000]  就是相信主必然會再來
[00:05:56.000 --> 00:06:00.000]  我們可以靠主去跨性苦難
[00:06:00.000 --> 00:06:05.000]  經文第二十四到三十一節是一個段落
[00:06:05.000 --> 00:06:08.000]  這個段落講兩件事
[00:06:08.000 --> 00:06:13.000]  第一就是災難之後和人子的彰顯
[00:06:13.000 --> 00:06:15.000]  在二十四到二十七節
[00:06:15.000 --> 00:06:22.000]  集中的是講人子彰顯時的境況
[00:06:22.000 --> 00:06:26.000]  而第二個部分就是二十八到三十一節
[00:06:26.000 --> 00:06:29.000]  那裏是講到一個無花果樹的比喻
[00:06:29.000 --> 00:06:31.000]  涉及的是一個時間性
[00:06:31.000 --> 00:06:33.000]  時間性是甚麼呢?
[00:06:33.000 --> 00:06:37.000]  就是人子回來近
[00:06:37.000 --> 00:06:41.000]  第一個部分就是二十四到二十八節
[00:06:41.000 --> 00:06:44.000]  其實是整卷我們今天要讀的經文裏面
[00:06:44.000 --> 00:06:46.000]  最難解釋的部分
[00:06:46.000 --> 00:06:51.000]  學者對這個解釋有不同的看法
[00:06:51.000 --> 00:06:53.000]  簡單來說可以有兩個看法
[00:06:53.000 --> 00:06:55.000]  第一個看法就是認為
[00:06:55.000 --> 00:06:59.000]  二十四到三十一節所描述的事
[00:06:59.000 --> 00:07:03.000]  是關乎末後要發生的事
[00:07:03.000 --> 00:07:05.000]  二十四節開頭第一句是說
[00:07:05.000 --> 00:07:08.000]  那災難以後
[00:07:08.000 --> 00:07:11.000]  明顯地是將和十四至二十三節
[00:07:11.000 --> 00:07:14.000]  所記載的事分別了出來
[00:07:14.000 --> 00:07:18.000]  在時間的敘述上是有分別的
[00:07:18.000 --> 00:07:21.000]  而第二十六節裏面說
[00:07:21.000 --> 00:07:23.000]  人要看見人子
[00:07:23.000 --> 00:07:26.000]  要帶著大能力和榮耀
[00:07:26.000 --> 00:07:28.000]  加上雲彩的來到
[00:07:28.000 --> 00:07:29.000]  的記載
[00:07:29.000 --> 00:07:31.000]  加上這兩個部分
[00:07:31.000 --> 00:07:35.000]  讓我們很容易接受和相信
[00:07:35.000 --> 00:07:40.000]  這段經文是集中講人類終局歷史
[00:07:40.000 --> 00:07:42.000]  而去講的教導
[00:07:42.000 --> 00:07:45.000]  這個很多時候也是我們華人教會
[00:07:45.000 --> 00:07:50.000]  所去到接受和所去到教導的
[00:07:50.000 --> 00:07:52.000]  第二個看法是什麼看法呢
[00:07:52.000 --> 00:07:55.000]  就是結合歷史所發生的事件
[00:07:55.000 --> 00:07:58.000]  和當時猶太人的背景
[00:07:58.000 --> 00:08:00.000]  去揣釋經文的含義
[00:08:00.000 --> 00:08:02.000]  這個方法
[00:08:02.000 --> 00:08:07.000]  也會是我這次講道所採取的進路
[00:08:07.000 --> 00:08:09.000]  希望給大家一個新的角度
[00:08:09.000 --> 00:08:13.000]  去理解這段經文
[00:08:13.000 --> 00:08:17.000]  承接第五至二十三節的緊張
[00:08:17.000 --> 00:08:21.000]  那個緊張是說耶路撒冷將要被毀滅
[00:08:21.000 --> 00:08:27.000]  耶穌沒有回答門徒在第三至四節的提問
[00:08:27.000 --> 00:08:29.000]  第三至四節的提問是在問什麼呢
[00:08:29.000 --> 00:08:38.000]  耶穌說究竟聖殿被毀有什麼徵兆和何時
[00:08:38.000 --> 00:08:44.000]  但是在第五至十三節,耶穌沒有說有什麼徵兆
[00:08:44.000 --> 00:08:49.000]  在第十四至二十三節開始說多一點
[00:08:49.000 --> 00:08:54.000]  去到現在的第二十四、二十五、二十六節
[00:08:54.000 --> 00:08:58.000]  耶穌開始引用舊約先知的講論
[00:08:58.000 --> 00:09:03.000]  去回答第三節和第四節的問題
[00:09:03.000 --> 00:09:06.000]  如果我們純從字面去解釋
[00:09:06.000 --> 00:09:09.000]  第二十四至二十五節說
[00:09:09.000 --> 00:09:14.000]  日頭要變黑了,月亮也不放光
[00:09:14.000 --> 00:09:20.000]  眾星要從天上墜落,天勢都要震動
[00:09:20.000 --> 00:09:22.000]  在說什麼呢?
[00:09:22.000 --> 00:09:25.000]  這些全部是在說天文現象
[00:09:25.000 --> 00:09:27.000]  天文現象的變化
[00:09:27.000 --> 00:09:32.000]  天文現象的長短、消長
[00:09:32.000 --> 00:09:37.000]  但在舊約經卷裡,類似的記載就不是
[00:09:37.000 --> 00:09:39.000]  就是說到神的彰顯
[00:09:39.000 --> 00:09:41.000]  我在這裡補充一點
[00:09:41.000 --> 00:09:46.000]  想問大家,如果我跟你說一句話
[00:09:46.000 --> 00:09:49.000]  和尚打散
[00:09:49.000 --> 00:09:52.000]  大家知道下面那句是什麼嗎?
[00:09:52.000 --> 00:09:55.000]  無法無天
[00:09:55.000 --> 00:09:59.000]  如果我們說黃河之水從天上來
[00:09:59.000 --> 00:10:02.000]  下面那句大家就知道了
[00:10:02.000 --> 00:10:07.000]  為什麼我們知道說上暖就會知道下暖?
[00:10:07.000 --> 00:10:11.000]  是因為我們都有共同的文化
[00:10:11.000 --> 00:10:12.000]  我們有這樣的背景
[00:10:12.000 --> 00:10:15.000]  所以我們知道說一部分
[00:10:15.000 --> 00:10:18.000]  我們就知道其實想表達什麼
[00:10:18.000 --> 00:10:21.000]  同樣的,在經文第二十四至二十五節
[00:10:21.000 --> 00:10:25.000]  其實是出自舊約的經卷
[00:10:25.000 --> 00:10:31.000]  對當時的人來說,這些經卷是有它特定的意思
[00:10:31.000 --> 00:10:34.000]  日頭要變為黑,月亮也不放光
[00:10:34.000 --> 00:10:37.000]  眾星要從天上墜落,天勢都要震動
[00:10:37.000 --> 00:10:41.000]  說的是在詩篇裡,在舊約裡
[00:10:41.000 --> 00:10:46.000]  在神的彰顯,他說地要震動
[00:10:46.000 --> 00:10:48.000]  地要被消化
[00:10:48.000 --> 00:10:52.000]  這些全部是在說神祂自己的彰顯
[00:10:52.000 --> 00:10:56.000]  而祂的彰顯很多時會帶來審判
[00:10:56.000 --> 00:10:58.000]  審判外邦的勢力
[00:10:58.000 --> 00:11:02.000]  外邦的神將要被消化
[00:11:02.000 --> 00:11:04.000]  有了這樣的理解的時候
[00:11:04.000 --> 00:11:07.000]  我們再去看回這些經文
[00:11:07.000 --> 00:11:08.000]  在十三章裡面
[00:11:08.000 --> 00:11:11.000]  其實耶穌一直在說的講論
[00:11:11.000 --> 00:11:14.000]  並不是說到很遙遠的事
[00:11:14.000 --> 00:11:16.000]  其實祂所提及的東西
[00:11:16.000 --> 00:11:20.000]  是比我們想像之中更加的靠近
[00:11:20.000 --> 00:11:26.000]  特別是對身為猶太人的彼得、雅各、約翰和安德烈
[00:11:26.000 --> 00:11:28.000]  我們看回前一點的經文
[00:11:28.000 --> 00:11:29.000]  在第六第七節
[00:11:29.000 --> 00:11:32.000]  經文裡面說你們有受苦
[00:11:32.000 --> 00:11:33.000]  有什麼苦受
[00:11:33.000 --> 00:11:37.000]  就是人說祂是基督
[00:11:37.000 --> 00:11:41.000]  又說要聽到戰爭的呼聲
[00:11:41.000 --> 00:11:42.000]  我們看回歷史
[00:11:42.000 --> 00:11:46.000]  其實在主耶穌出生之前和出生之後
[00:11:46.000 --> 00:11:50.000]  都不斷有人在自稱祂是基督
[00:11:50.000 --> 00:11:52.000]  你來跟我吧
[00:11:52.000 --> 00:11:55.000]  又例如我們再看的時候
[00:11:55.000 --> 00:12:00.000]  在整個耶穌的年代
[00:12:00.000 --> 00:12:04.000]  戰爭的呼聲是不斷上演的
[00:12:04.000 --> 00:12:09.000]  當時猶太的地方耶路撒冷是一個軍事的重鎮
[00:12:09.000 --> 00:12:12.000]  而羅馬帝國的東部
[00:12:12.000 --> 00:12:17.000]  其實和他的外族有很多不同的戰爭
[00:12:17.000 --> 00:12:21.000]  而身在其中一個戰略重鎮的耶路撒冷
[00:12:21.000 --> 00:12:27.000]  根本就是不斷聽到戰爭的呼聲
[00:12:27.000 --> 00:12:28.000]  在第十四節
[00:12:28.000 --> 00:12:33.000]  那裡說漢堅那行毀壞可憎的
[00:12:33.000 --> 00:12:36.000]  站在不當站的地方
[00:12:36.000 --> 00:12:37.000]  在公元前四十年
[00:12:37.000 --> 00:12:42.000]  當時羅馬的皇帝提比留的繼承人戈尤
[00:12:42.000 --> 00:12:47.000]  他打算為自己建造一座很高很高的像
[00:12:47.000 --> 00:12:51.000]  要將這個像放在聖殿裡面
[00:12:51.000 --> 00:12:53.000]  目的只有一個
[00:12:53.000 --> 00:12:55.000]  就是要去褻瀆上帝
[00:12:55.000 --> 00:12:58.000]  是刻意的去褻瀆上帝
[00:12:58.000 --> 00:13:00.000]  有了這個歷史的背景的時候
[00:13:00.000 --> 00:13:01.000]  當我們再看回
[00:13:01.000 --> 00:13:03.000]  我們就會明白
[00:13:03.000 --> 00:13:06.000]  行毀壞可憎的
[00:13:06.000 --> 00:13:08.000]  站在那裡?
[00:13:08.000 --> 00:13:10.000]  站在不當站的地方
[00:13:10.000 --> 00:13:12.000]  你再看後面那裡
[00:13:12.000 --> 00:13:15.000]  讀者經的人要什麼?
[00:13:15.000 --> 00:13:18.000]  要議會
[00:13:18.000 --> 00:13:19.000]  第十七節
[00:13:19.000 --> 00:13:20.000]  那裡說
[00:13:20.000 --> 00:13:23.000]  這些日子必有災難
[00:13:23.000 --> 00:13:27.000]  剛才我說這個災難是針對什麼人去說的?
[00:13:27.000 --> 00:13:30.000]  針對猶太人去說的
[00:13:30.000 --> 00:13:37.000]  主後七十年整個聖殿被破壞
[00:13:37.000 --> 00:13:40.000]  如果看回原本字眼的意思
[00:13:40.000 --> 00:13:45.000]  不是那座聖殿那座建築物被毀壞
[00:13:45.000 --> 00:13:50.000]  而是整個聖殿山的範圍都要被毀壞
[00:13:50.000 --> 00:13:56.000]  換句話說耶路撒冷都要被毀壞
[00:13:56.000 --> 00:13:59.000]  經文第三十節到三十一節
[00:13:59.000 --> 00:14:02.000]  耶穌對四位門徒說
[00:14:02.000 --> 00:14:04.000]  我實在告訴你們
[00:14:04.000 --> 00:14:07.000]  這世代還沒有過去
[00:14:07.000 --> 00:14:09.000]  這些事都要成就
[00:14:09.000 --> 00:14:11.000]  天地要廢去
[00:14:11.000 --> 00:14:14.000]  我的話卻不能廢去
[00:14:14.000 --> 00:14:16.000]  耶穌肯定告訴門徒
[00:14:16.000 --> 00:14:18.000]  在門徒的有生之年
[00:14:18.000 --> 00:14:21.000]  你們將會見證那個可怕
[00:14:21.000 --> 00:14:24.000]  但卻極具歷史意義的事
[00:14:24.000 --> 00:14:27.000]  對猶太人來說是一個浩劫
[00:14:27.000 --> 00:14:32.000]  這個浩劫就是聖殿被毀
[00:14:32.000 --> 00:14:33.000]  這個宣告
[00:14:33.000 --> 00:14:37.000]  耶穌對門徒的宣告也間接說
[00:14:37.000 --> 00:14:40.000]  經文的意義在當下
[00:14:40.000 --> 00:14:43.000]  而不是在遙遠的未來
[00:14:43.000 --> 00:14:45.000]  另一個我們要處理的經文
[00:14:45.000 --> 00:14:46.000]  就是第二十六節
[00:14:46.000 --> 00:14:49.000]  也是很多時候我們會感覺到
[00:14:49.000 --> 00:14:52.000]  很混亂和很纏繞的地方
[00:14:52.000 --> 00:14:56.000]  看《馬太福音》的二十四章第三十節
[00:14:56.000 --> 00:14:58.000]  如果你有時間可以翻到那裡
[00:14:58.000 --> 00:15:00.000]  沒有的就聽我讀
[00:15:00.000 --> 00:15:04.000]  「那時人子的笑頭要顯在天上
[00:15:04.000 --> 00:15:07.000]  地上的萬族都要哀號
[00:15:07.000 --> 00:15:09.000]  他們要看見人子有能力
[00:15:09.000 --> 00:15:11.000]  有大榮耀
[00:15:11.000 --> 00:15:13.000]  駕著天上的雲降臨」
[00:15:13.000 --> 00:15:15.000]  我特別想大家留意
[00:15:15.000 --> 00:15:18.000]  這裡是說地上的萬族
[00:15:18.000 --> 00:15:21.000]  但如果我們看《馬可福音》十三章第二十六節
[00:15:21.000 --> 00:15:22.000]  這裡只是說
[00:15:22.000 --> 00:15:25.000]  「那時他們要看見人子有大能力
[00:15:25.000 --> 00:15:26.000]  大榮耀
[00:15:26.000 --> 00:15:28.000]  駕雲降臨」
[00:15:28.000 --> 00:15:31.000]  「馬太」將「他們」這個字
[00:15:31.000 --> 00:15:34.000]  直指為地上的萬族
[00:15:34.000 --> 00:15:39.000]  如果我們再看《馬太福音》二十四章第三節
[00:15:39.000 --> 00:15:41.000]  就是剛才我一開始說到的
[00:15:41.000 --> 00:15:44.000]  「你降臨」和「世界的末了」
[00:15:44.000 --> 00:15:46.000]  將這兩樣東西結合
[00:15:46.000 --> 00:15:49.000]  很明顯馬太將耶穌的言論
[00:15:49.000 --> 00:15:53.000]  理解為末後人子再來的那幅圖畫
[00:15:53.000 --> 00:15:55.000]  究竟會是怎樣
[00:15:55.000 --> 00:15:57.000]  但當我們看回《馬可》的時候
[00:15:57.000 --> 00:16:03.000]  《馬可》對耶穌的理解並不等同於「馬太」
[00:16:03.000 --> 00:16:05.000]  在《馬可福音》十三章第二十六節
[00:16:05.000 --> 00:16:11.000]  「他們」這個字其實沒有指明一個特定的對象
[00:16:11.000 --> 00:16:15.000]  也沒有提到「你降臨」和「世界的末了」
[00:16:15.000 --> 00:16:18.000]  這句話如果打開《勞加福音》
[00:16:18.000 --> 00:16:22.000]  都是沒有提及過的
[00:16:22.000 --> 00:16:24.000]  所以我們可以這樣說
[00:16:24.000 --> 00:16:28.000]  《馬太福音》作者對耶穌言論的理解
[00:16:28.000 --> 00:16:31.000]  和《馬可福音》作者對耶穌言論的理解
[00:16:31.000 --> 00:16:35.000]  是截然不同的理解
[00:16:35.000 --> 00:16:36.000]  問一問大家
[00:16:36.000 --> 00:16:41.000]  現在大家知不知道在讀的那段經文是甚麼福音書
[00:16:41.000 --> 00:16:43.000]  《馬可》嘛
[00:16:43.000 --> 00:16:45.000]  如果我們去讀《馬可福音》的時候
[00:16:45.000 --> 00:16:49.000]  我們就要用《馬可福音》作者的思路
[00:16:49.000 --> 00:16:52.000]  去理解他要表達的訊息
[00:16:52.000 --> 00:16:57.000]  我們就不要將《馬太》的思想放進去
[00:16:57.000 --> 00:17:01.000]  去理解《馬可》要表達的事情
[00:17:01.000 --> 00:17:06.000]  《馬太》它要著重的是將來和末後所發生的事
[00:17:06.000 --> 00:17:08.000]  而相對來說
[00:17:08.000 --> 00:17:15.000]  《馬可》更加多的是著重在現世和當下所發生的事
[00:17:15.000 --> 00:17:20.000]  《馬可》它很看重的就是門徒究竟如何去面對
[00:17:20.000 --> 00:17:24.000]  那個快來的災難和逼迫
[00:17:24.000 --> 00:17:26.000]  《馬可福音》的十三章
[00:17:26.000 --> 00:17:28.000]  二十四到二十五節
[00:17:28.000 --> 00:17:32.000]  這裡剛才說日頭要變為黑月亮也不放光等等等等
[00:17:32.000 --> 00:17:37.000]  所描述的是一個將要被神審判的情景
[00:17:37.000 --> 00:17:40.000]  而這次被審判的對象是誰呢?
[00:17:40.000 --> 00:17:42.000]  就是以色列人
[00:17:42.000 --> 00:17:48.000]  怎麼知道呢?因為聖殿將要被毀壞
[00:17:48.000 --> 00:17:50.000]  二十六節他提到
[00:17:50.000 --> 00:17:52.000]  人子要大有能力大榮耀
[00:17:52.000 --> 00:17:54.000]  教人的降臨
[00:17:54.000 --> 00:17:56.000]  他又說他差遣天使
[00:17:56.000 --> 00:17:58.000]  要將選民從四方聚集
[00:17:58.000 --> 00:18:01.000]  這裡他特別提到一件事
[00:18:01.000 --> 00:18:06.000]  就是提到這個人子就是神自己
[00:18:06.000 --> 00:18:08.000]  你怎麼知道?
[00:18:08.000 --> 00:18:11.000]  唯有神才能夠差遣天使
[00:18:11.000 --> 00:18:13.000]  這個也是出自舊約
[00:18:13.000 --> 00:18:15.000]  在《大義利書》裡說
[00:18:15.000 --> 00:18:17.000]  將來有一個像人子的
[00:18:17.000 --> 00:18:19.000]  要做的事情就是家族雲彩
[00:18:19.000 --> 00:18:21.000]  大榮耀的降臨
[00:18:21.000 --> 00:18:24.000]  現在這裡他說的不是像人子
[00:18:24.000 --> 00:18:26.000]  他說的是什麼呢?
[00:18:26.000 --> 00:18:28.000]  人子
[00:18:28.000 --> 00:18:30.000]  這個人子有什麼能力呢?
[00:18:30.000 --> 00:18:33.000]  他可以差遣天使
[00:18:33.000 --> 00:18:37.000]  而人子也很直接說是誰呢?
[00:18:37.000 --> 00:18:39.000]  就是主耶穌他自己
[00:18:39.000 --> 00:18:43.000]  他在這裡告訴我們一件很重要的事
[00:18:43.000 --> 00:18:45.000]  就是一個災難
[00:18:45.000 --> 00:18:47.000]  人看來毫無盼望
[00:18:47.000 --> 00:18:49.000]  一個絕路的環境
[00:18:49.000 --> 00:18:53.000]  人子是會降臨在這個世間
[00:18:53.000 --> 00:18:55.000]  人子是沒有忘記
[00:18:55.000 --> 00:18:57.000]  他的百姓的苦況
[00:18:57.000 --> 00:18:59.000]  他要來到
[00:18:59.000 --> 00:19:01.000]  他要扭轉命運
[00:19:01.000 --> 00:19:03.000]  他要拯救門徒
[00:19:03.000 --> 00:19:05.000]  於水深火熱的當中
[00:19:05.000 --> 00:19:07.000]  並且要將這些門徒
[00:19:07.000 --> 00:19:11.000]  焦聚到他面前
[00:19:11.000 --> 00:19:13.000]  什麼時候呢?
[00:19:13.000 --> 00:19:15.000]  他說近了
[00:19:15.000 --> 00:19:17.000]  28至31節
[00:19:17.000 --> 00:19:20.000]  他就說夏天有多近
[00:19:20.000 --> 00:19:22.000]  他說近到門口了
[00:19:22.000 --> 00:19:25.000]  但是沒有說具體時間
[00:19:25.000 --> 00:19:29.000]  他就說這件事發生很近
[00:19:29.000 --> 00:19:31.000]  對當時的門徒
[00:19:31.000 --> 00:19:33.000]  這個很近是非常非常重要
[00:19:33.000 --> 00:19:35.000]  因為他們正在受苦
[00:19:35.000 --> 00:19:37.000]  而在受苦的當中
[00:19:37.000 --> 00:19:39.000]  他知道主耶穌將會再來
[00:19:39.000 --> 00:19:41.000]  這是他們有能力
[00:19:41.000 --> 00:19:43.000]  去面對苦難
[00:19:43.000 --> 00:19:45.000]  也繼續有盼望的原因
[00:19:45.000 --> 00:19:48.000]  去到這裡
[00:19:48.000 --> 00:19:51.000]  在13章的24至31節
[00:19:51.000 --> 00:19:53.000]  說了很長
[00:19:53.000 --> 00:19:55.000]  我做一個簡單的整理
[00:19:55.000 --> 00:19:57.000]  第一個整理是什麼呢?
[00:19:57.000 --> 00:20:00.000]  馬可所說對耶穌說話的理解
[00:20:00.000 --> 00:20:02.000]  是當下的
[00:20:02.000 --> 00:20:05.000]  而不是說將來
[00:20:05.000 --> 00:20:07.000]  第二個理解是什麼呢?
[00:20:07.000 --> 00:20:09.000]  主會駕駛雲彩降臨
[00:20:09.000 --> 00:20:11.000]  他要焦聚選民
[00:20:11.000 --> 00:20:13.000]  去歸他
[00:20:13.000 --> 00:20:15.000]  就是說耶穌是會出現
[00:20:15.000 --> 00:20:17.000]  不過沒有說什麼時候
[00:20:17.000 --> 00:20:19.000]  第三
[00:20:19.000 --> 00:20:20.000]  基督是大有能力
[00:20:20.000 --> 00:20:22.000]  大有榮耀的降臨
[00:20:22.000 --> 00:20:25.000]  他會戰勝邪惡的勢力
[00:20:25.000 --> 00:20:26.000]  信徒跟著他
[00:20:26.000 --> 00:20:29.000]  就能夠跨勝這些苦難
[00:20:29.000 --> 00:20:32.000]  這是第24到31節
[00:20:32.000 --> 00:20:35.000]  要表達的幾個重要的信息
[00:20:35.000 --> 00:20:38.000]  回到我們現實的生活中
[00:20:38.000 --> 00:20:41.000]  對我們有什麼提醒呢?
[00:20:41.000 --> 00:20:43.000]  耶穌門徒所處的年代
[00:20:43.000 --> 00:20:46.000]  是一個多變和動盪的年代
[00:20:46.000 --> 00:20:48.000]  在這個年代的前後
[00:20:48.000 --> 00:20:52.000]  信徒是飽受戰爭的威脅
[00:20:52.000 --> 00:20:55.000]  但是他無法自保
[00:20:55.000 --> 00:20:58.000]  羅馬政府不友善的對待
[00:20:58.000 --> 00:21:00.000]  整個民族失去了
[00:21:00.000 --> 00:21:03.000]  他們可以自主的空間和權利
[00:21:03.000 --> 00:21:05.000]  在經濟上
[00:21:05.000 --> 00:21:07.000]  在政策上
[00:21:07.000 --> 00:21:10.000]  猶太人不斷受到
[00:21:10.000 --> 00:21:14.000]  外邦人的欺壓和打壓
[00:21:14.000 --> 00:21:17.000]  面對權貴的貪婪
[00:21:17.000 --> 00:21:19.000]  制度的腐敗
[00:21:19.000 --> 00:21:20.000]  宗教領袖的變質
[00:21:20.000 --> 00:21:21.000]  如果你記得的
