
[00:00:00.000 --> 00:00:02.800]  慈悲仁愛的天父
[00:02:16.000 --> 00:02:19.000]  沒有一個人去接待他
[00:02:19.000 --> 00:02:20.000]  他很失望
[00:02:20.000 --> 00:02:24.000]  他起初帶著一些期望進入教會
[00:02:24.000 --> 00:02:26.000]  這是在甘地人生裏面
[00:02:26.000 --> 00:02:29.000]  對基督教一個很大的提醒
[00:02:29.000 --> 00:02:31.000]  第二個就是甘地
[00:02:31.000 --> 00:02:34.000]  他說他能夠幫助印度獨立成功
[00:02:34.000 --> 00:02:37.000]  他在耶穌身上學了兩個重要的功課
[00:02:37.000 --> 00:02:41.000]  第一就是一個簡樸生活
[00:02:41.000 --> 00:02:44.000]  我覺得印度人學簡樸生活其實很容易
[00:02:44.000 --> 00:02:46.000]  因為他本身已經很簡樸
[00:02:46.000 --> 00:02:48.000]  有一次有一個聚會
[00:02:48.000 --> 00:02:53.000]  請我去分享怎樣在教會學習扶貧
[00:02:53.000 --> 00:02:55.000]  我也有些經驗
[00:02:55.000 --> 00:02:57.000]  因為我以前也是窮的
[00:02:57.000 --> 00:02:59.000]  做小販、做街邊攤
[00:02:59.000 --> 00:03:01.000]  扶貧我所有經驗都對著鏡子
[00:03:01.000 --> 00:03:03.000]  扶貧就是扶我自己
[00:03:03.000 --> 00:03:05.000]  是不是?
[00:03:05.000 --> 00:03:07.000]  所以他說簡樸生活
[00:03:07.000 --> 00:03:09.000]  其實對他來說是不簡單的
[00:03:09.000 --> 00:03:11.000]  如果你有條件
[00:03:11.000 --> 00:03:13.000]  他去讀法律
[00:03:13.000 --> 00:03:14.000]  在英國留學
[00:03:14.000 --> 00:03:15.000]  他回到印度
[00:03:15.000 --> 00:03:20.000]  其實他有條件可以活一個很舒適的生活
[00:03:20.000 --> 00:03:22.000]  但是他放下
[00:03:22.000 --> 00:03:25.000]  他跟耶穌好像道成肉身般的榜樣
[00:03:25.000 --> 00:03:29.000]  去跟那些貧苦大眾過簡樸的生活
[00:03:29.000 --> 00:03:30.000]  這個就不簡單了
[00:03:30.000 --> 00:03:32.000]  第二個他從耶穌身上學到的是
[00:03:32.000 --> 00:03:34.000]  非暴力的抗爭
[00:03:34.000 --> 00:03:35.000]  non-violence
[00:03:35.000 --> 00:03:36.000]  這個就出名了
[00:03:36.000 --> 00:03:38.000]  今天我們看約翰福音十八章
[00:03:38.000 --> 00:03:40.000]  這裡說到耶穌被捕
[00:03:40.000 --> 00:03:42.000]  你留意他很有趣的
[00:03:42.000 --> 00:03:44.000]  當中有人拔刀斬人
[00:03:44.000 --> 00:03:46.000]  斬了耳朵
[00:03:46.000 --> 00:03:50.000]  耶穌竟然可以馬上治好他
[00:03:50.000 --> 00:03:52.000]  耶穌除了很淡定之外
[00:03:52.000 --> 00:03:54.000]  還可以在危急關頭
[00:03:54.000 --> 00:03:57.000]  還可以將敵人的耳朵治好
[00:03:57.000 --> 00:04:00.000]  耶穌是很厲害
[00:04:00.000 --> 00:04:03.000]  有力量
[00:04:03.000 --> 00:04:05.000]  有能力
[00:04:05.000 --> 00:04:09.000]  但是耶穌不用他的大能
[00:04:09.000 --> 00:04:13.000]  所以有很多人形容他是一個無能的大能者
[00:04:13.000 --> 00:04:15.000]  無能是他放下自己
[00:04:15.000 --> 00:04:17.000]  不抵抗
[00:04:17.000 --> 00:04:19.000]  不用任何武力
[00:04:19.000 --> 00:04:21.000]  不用任何他個人的力量
[00:04:21.000 --> 00:04:23.000]  去攔阻
[00:04:23.000 --> 00:04:25.000]  對他的迫害
[00:04:25.000 --> 00:04:28.000]  甚至是殺死他
[00:04:28.000 --> 00:04:31.000]  簡樸生活和非暴力
[00:04:31.000 --> 00:04:33.000]  都是甘地學的
[00:04:33.000 --> 00:04:35.000]  還有一個甘地夫人很喜歡說的
[00:04:35.000 --> 00:04:37.000]  就是
[00:04:37.000 --> 00:04:39.000]  如果人們信耶穌
[00:04:39.000 --> 00:04:41.000]  就不是信基督徒
[00:04:41.000 --> 00:04:45.000]  如果你看到基督徒的生命好不好
[00:04:45.000 --> 00:04:47.000]  那你不用失望
[00:04:47.000 --> 00:04:49.000]  因為我們不是信基督徒
[00:04:49.000 --> 00:04:51.000]  我們是信基督
[00:04:51.000 --> 00:04:53.000]  舉個例子
[00:04:53.000 --> 00:04:55.000]  你會不會有些銀紙呢
[00:04:55.000 --> 00:04:57.000]  就是這些
[00:04:57.000 --> 00:04:59.000]  是不是
[00:04:59.000 --> 00:05:01.000]  這些我隨身帶著一點
[00:05:01.000 --> 00:05:03.000]  我有什麼緊急乘的士就靠它
[00:05:03.000 --> 00:05:05.000]  別人不會認八達通
[00:05:05.000 --> 00:05:07.000]  如果我扔這些銀紙在地上
[00:05:07.000 --> 00:05:09.000]  踩到髒兮兮
[00:05:09.000 --> 00:05:11.000]  然後說
[00:05:11.000 --> 00:05:13.000]  如果髒了的錢你要不要
[00:05:13.000 --> 00:05:15.000]  要
[00:05:15.000 --> 00:05:17.000]  你看到有些人在地上撿
[00:05:17.000 --> 00:05:19.000]  髒的
[00:05:19.000 --> 00:05:21.000]  都要
[00:05:21.000 --> 00:05:23.000]  其實錢是很髒的
[00:05:23.000 --> 00:05:25.000]  因為很多人碰過
[00:05:25.000 --> 00:05:27.000]  所以基督徒
[00:05:27.000 --> 00:05:29.000]  你會不會說
[00:05:29.000 --> 00:05:31.000]  這個基督徒這麼差
[00:05:31.000 --> 00:05:33.000]  這麼不好見證
[00:05:33.000 --> 00:05:35.000]  我真的不會信
[00:05:35.000 --> 00:05:37.000]  你會不會有些銀紙
[00:05:37.000 --> 00:05:39.000]  是假銀紙
[00:05:39.000 --> 00:05:41.000]  你就說我不再用這些銀紙
[00:05:41.000 --> 00:05:43.000]  全部給你
[00:05:43.000 --> 00:05:45.000]  你明白嗎
[00:05:45.000 --> 00:05:47.000]  你不會因為有假銀紙
[00:05:47.000 --> 00:05:49.000]  你就拒絕
[00:05:49.000 --> 00:05:51.000]  不用銀紙
[00:05:51.000 --> 00:05:53.000]  你都不應該因為有一兩個
[00:05:53.000 --> 00:05:55.000]  甚至一班我們覺得不好的基督徒
[00:05:55.000 --> 00:05:57.000]  生命很差
[00:05:57.000 --> 00:05:59.000]  很惡劣的你就不信耶穌
[00:05:59.000 --> 00:06:01.000]  但甘地
[00:06:01.000 --> 00:06:03.000]  我今天想說
[00:06:03.000 --> 00:06:05.000]  他在他人生裏面
[00:06:05.000 --> 00:06:07.000]  他形容人生有七宗罪
[00:06:07.000 --> 00:06:09.000]  一個不信的人給我們的提醒
[00:06:09.000 --> 00:06:11.000]  是什麼呢
[00:06:11.000 --> 00:06:13.000]  他說這個世界有七宗罪
[00:06:13.000 --> 00:06:15.000]  第一就是沒有努力過的財富
[00:06:15.000 --> 00:06:17.000]  你沒有努力過
[00:06:17.000 --> 00:06:19.000]  而得到的財富
[00:06:19.000 --> 00:06:21.000]  他覺得這個是罪
[00:06:21.000 --> 00:06:23.000]  第二就是沒有良心的享樂
[00:06:23.000 --> 00:06:25.000]  其實我不太明白他這句話
[00:06:25.000 --> 00:06:27.000]  享樂
[00:06:27.000 --> 00:06:29.000]  要有良心的嗎
[00:06:29.000 --> 00:06:31.000]  是不是
[00:06:31.000 --> 00:06:33.000]  可能我想他引導很多窮人
[00:06:33.000 --> 00:06:35.000]  你享樂的時候
[00:06:35.000 --> 00:06:37.000]  你會不會想想其他人
[00:06:37.000 --> 00:06:39.000]  你大魚大肉
[00:06:39.000 --> 00:06:41.000]  你吃九次的時候
[00:06:41.000 --> 00:06:43.000]  就你旁邊那個
[00:06:43.000 --> 00:06:45.000]  瘦到一棵骨
[00:06:45.000 --> 00:06:47.000]  你有沒有良心
[00:06:47.000 --> 00:06:49.000]  一個沒有良心的享樂
[00:06:49.000 --> 00:06:51.000]  還有一個沒有人性的科學
[00:06:51.000 --> 00:06:53.000]  這些去到倫理道德
[00:06:53.000 --> 00:06:55.000]  第四個
[00:06:55.000 --> 00:06:57.000]  一個沒有品格的知識
[00:06:57.000 --> 00:06:59.000]  一個沒有原則的政治
[00:06:59.000 --> 00:07:01.000]  和沒有道德的商業
[00:07:01.000 --> 00:07:03.000]  我講了六樣
[00:07:03.000 --> 00:07:05.000]  記不記得
[00:07:05.000 --> 00:07:07.000]  第一沒有努力過的財富
[00:07:07.000 --> 00:07:09.000]  第二
[00:07:09.000 --> 00:07:11.000]  沒有良心的享樂
[00:07:11.000 --> 00:07:13.000]  沒有人性的科學
[00:07:13.000 --> 00:07:15.000]  沒有品格的知識
[00:07:15.000 --> 00:07:17.000]  沒有原則的政治
[00:07:17.000 --> 00:07:19.000]  沒有道德的商業
[00:07:19.000 --> 00:07:21.000]  還有最後一個對我們的提醒
[00:07:21.000 --> 00:07:23.000]  就是一個沒有犧牲的信仰
[00:07:23.000 --> 00:07:25.000]  一個沒有犧牲的敬拜
[00:07:25.000 --> 00:07:27.000]  你一個不信耶穌的人
[00:07:27.000 --> 00:07:29.000]  他都認識耶穌
[00:07:29.000 --> 00:07:31.000]  簡樸生活
[00:07:31.000 --> 00:07:33.000]  認識耶穌的非暴力
[00:07:33.000 --> 00:07:35.000]  那種用柔和的力量
[00:07:35.000 --> 00:07:37.000]  來抗爭
[00:07:37.000 --> 00:07:39.000]  要求一個合理的要求
[00:07:39.000 --> 00:07:41.000]  何況我們今天是基督徒
[00:07:41.000 --> 00:07:43.000]  今天藉著這段聖經
[00:07:43.000 --> 00:07:45.000]  我們很想認識
[00:07:45.000 --> 00:07:47.000]  一個沒有犧牲的信仰
[00:07:47.000 --> 00:07:49.000]  是何等的缺陷
[00:07:49.000 --> 00:07:51.000]  一個沒有犧牲勇氣的信仰
[00:07:51.000 --> 00:07:53.000]  是一個何等褪色的信仰
[00:07:53.000 --> 00:07:55.000]  我們一起讀讀今天
[00:07:55.000 --> 00:07:57.000]  約翰福音十八章
[00:07:57.000 --> 00:07:59.000]  我們先讀一到三節
[00:07:59.000 --> 00:08:01.000]  十八章一到三節
[00:08:01.000 --> 00:08:03.000]  找到我們一起讀
[00:08:03.000 --> 00:08:05.000]  這三節經文
[00:08:33.000 --> 00:08:35.000]  這裡是什麼元?
[00:08:35.000 --> 00:08:37.000]  這是赫西瑪利元
[00:08:37.000 --> 00:08:39.000]  Jesus man
[00:08:39.000 --> 00:08:41.000]  經文說
[00:08:41.000 --> 00:08:43.000]  耶穌說完這番說話
[00:08:43.000 --> 00:08:45.000]  兩星期前
[00:08:45.000 --> 00:08:47.000]  多瑞傳到約翰福音十七章
[00:08:47.000 --> 00:08:49.000]  耶穌在牢房裡
[00:08:49.000 --> 00:08:51.000]  完成了預熱節的晚餐
[00:08:51.000 --> 00:08:53.000]  他在那裡
[00:08:53.000 --> 00:08:55.000]  為門徒洗腳
[00:08:55.000 --> 00:08:57.000]  然後賣主的猶大離開
[00:08:57.000 --> 00:08:59.000]  他就給耶穌新的命令
[00:08:59.000 --> 00:09:01.000]  給耶穌新的禱告方式
[00:09:01.000 --> 00:09:03.000]  給他們有安慰
[00:09:03.000 --> 00:09:05.000]  給他們有預備
[00:09:05.000 --> 00:09:07.000]  又應許給他們聖靈
[00:09:07.000 --> 00:09:09.000]  又說將來他們會遇到什麼事
[00:09:09.000 --> 00:09:11.000]  他說你們將會悲哀
[00:09:11.000 --> 00:09:13.000]  但是很快
[00:09:13.000 --> 00:09:15.000]  過不多時
[00:09:15.000 --> 00:09:17.000]  你就會有喜樂
[00:09:17.000 --> 00:09:19.000]  一番離別之前的祝福
[00:09:19.000 --> 00:09:21.000]  教導
[00:09:21.000 --> 00:09:23.000]  又說到將來他們的使命
[00:09:23.000 --> 00:09:25.000]  因為耶穌基督知道
[00:09:25.000 --> 00:09:27.000]  他上十字架之後
[00:09:27.000 --> 00:09:29.000]  他再見門徒的時候
[00:09:29.000 --> 00:09:31.000]  都要隔一段
[00:09:31.000 --> 00:09:33.000]  隔幾天的時間
[00:09:33.000 --> 00:09:35.000]  他們這班門徒
[00:09:35.000 --> 00:09:37.000]  會有跌倒
[00:09:37.000 --> 00:09:39.000]  但耶穌說他已經有為他們禱告
[00:09:39.000 --> 00:09:41.000]  所以十七章
[00:09:41.000 --> 00:09:43.000]  耶穌教導完之後
[00:09:43.000 --> 00:09:45.000]  耶穌就給他們一個
[00:09:45.000 --> 00:09:47.000]  我們稱為大祭司
[00:09:47.000 --> 00:09:49.000]  或者上次多瑞傳到說
[00:09:49.000 --> 00:09:51.000]  一個奉獻
[00:09:51.000 --> 00:09:53.000]  為他們
[00:09:53.000 --> 00:09:55.000]  為整個教會
[00:09:55.000 --> 00:09:57.000]  不單止是門徒
[00:09:57.000 --> 00:09:59.000]  我們禱告
[00:09:59.000 --> 00:10:01.000]  其實我們很喜歡一個禱告
[00:10:01.000 --> 00:10:03.000]  可以跨越二百年
[00:10:03.000 --> 00:10:05.000]  二千年
[00:10:05.000 --> 00:10:07.000]  這個禱告原來
[00:10:07.000 --> 00:10:09.000]  由二千多年前一直到現在
[00:10:09.000 --> 00:10:11.000]  都有效
[00:10:11.000 --> 00:10:13.000]  神的禱告
[00:10:13.000 --> 00:10:15.000]  就是叫我們可以活在真理裏面
[00:10:15.000 --> 00:10:17.000]  在群體裏面
[00:10:17.000 --> 00:10:19.000]  合一
[00:10:19.000 --> 00:10:21.000]  和神會保守我們
[00:10:21.000 --> 00:10:23.000]  十七章十二節說
[00:10:23.000 --> 00:10:25.000]  神會保守我們一個都不會失落
[00:10:25.000 --> 00:10:27.000]  在世卻不屬世
[00:10:27.000 --> 00:10:29.000]  我們在世卻不屬世
[00:10:29.000 --> 00:10:31.000]  即是說我們已經穩如泰山
[00:10:31.000 --> 00:10:33.000]  我們不用害怕
[00:10:33.000 --> 00:10:35.000]  有幾次搭飛機
[00:10:35.000 --> 00:10:37.000]  我是有點害怕
[00:10:37.000 --> 00:10:39.000]  特別有氣流的時候
[00:10:39.000 --> 00:10:41.000]  我就想
[00:10:41.000 --> 00:10:43.000]  我這麼年輕死了也很浪費
[00:10:43.000 --> 00:10:45.000]  我就想其實我也不年輕
[00:10:45.000 --> 00:10:47.000]  我心境是年輕
[00:10:47.000 --> 00:10:49.000]  我就想應該也不年輕
[00:10:49.000 --> 00:10:51.000]  政府
[00:10:51.000 --> 00:10:53.000]  有這樣的年紀可以申請退休
[00:10:53.000 --> 00:10:55.000]  最近有些弟兄
[00:10:55.000 --> 00:10:57.000]  又不懂做
[00:10:57.000 --> 00:10:59.000]  有些弟兄姊妹
[00:10:59.000 --> 00:11:01.000]  偶爾就說牧師你肥了
[00:11:01.000 --> 00:11:03.000]  然後說
[00:11:03.000 --> 00:11:05.000]  你多了白頭髮
[00:11:05.000 --> 00:11:07.000]  牧師你老了
[00:11:07.000 --> 00:11:09.000]  我說
[00:11:09.000 --> 00:11:11.000]  是喔
[00:11:11.000 --> 00:11:13.000]  其中一件事我發覺
[00:11:13.000 --> 00:11:15.000]  我未意識到自己老
[00:11:15.000 --> 00:11:17.000]  就是
[00:11:17.000 --> 00:11:19.000]  當我去到不同地方
[00:11:19.000 --> 00:11:21.000]  見到二十多三十歲的弟兄姊妹
[00:11:21.000 --> 00:11:23.000]  三十歲的弟兄姊妹
[00:11:23.000 --> 00:11:25.000]  叫我全叔叔
[00:11:25.000 --> 00:11:29.000]  全叔叔
[00:11:29.000 --> 00:11:31.000]  我覺得他們很大個
[00:11:31.000 --> 00:11:33.000]  像平輩般聊天
[00:11:33.000 --> 00:11:35.000]  我已經是全叔叔
[00:11:35.000 --> 00:11:37.000]  就是這樣
[00:11:37.000 --> 00:11:39.000]  有些人抱著小朋友
[00:11:39.000 --> 00:11:41.000]  全叔叔
[00:11:41.000 --> 00:11:43.000]  他們的小朋友會叫我
[00:11:43.000 --> 00:11:45.000]  Grand Uncle
[00:11:45.000 --> 00:11:49.000]  即是那些叫
[00:11:49.000 --> 00:11:51.000]  公公
[00:11:51.000 --> 00:11:53.000]  劉公公
[00:11:53.000 --> 00:11:57.000]  我們很忌諱
[00:11:57.000 --> 00:11:59.000]  叫公公
[00:11:59.000 --> 00:12:01.000]  但你知道
[00:12:01.000 --> 00:12:03.000]  說到哪裡
[00:12:03.000 --> 00:12:09.000]  對了
[00:12:09.000 --> 00:12:11.000]  有些人就說
[00:12:11.000 --> 00:12:13.000]  我很怕坐飛機
[00:12:13.000 --> 00:12:15.000]  一跳就很遠
[00:12:15.000 --> 00:12:17.000]  害怕
[00:12:17.000 --> 00:12:19.000]  耶穌預備那些門徒
[00:12:19.000 --> 00:12:21.000]  因為耶穌要被捕
[00:12:21.000 --> 00:12:23.000]  其實耶穌老早就預言了
[00:12:23.000 --> 00:12:25.000]  其實耶穌
[00:12:25.000 --> 00:12:27.000]  你知道他是王
[00:12:27.000 --> 00:12:29.000]  他就是神差
[00:12:29.000 --> 00:12:31.000]  尼塞亞君王
[00:12:31.000 --> 00:12:33.000]  但耶穌在
[00:12:33.000 --> 00:12:35.000]  來到被捕之前
[00:12:35.000 --> 00:12:37.000]  他做完大祭司
[00:12:37.000 --> 00:12:39.000]  獻上
[00:12:39.000 --> 00:12:41.000]  為整個教會
[00:12:41.000 --> 00:12:43.000]  為神所拯救的
[00:12:43.000 --> 00:12:45.000]  整個祭司的族群
[00:12:45.000 --> 00:12:47.000]  整個教會
[00:12:47.000 --> 00:12:49.000]  以往的、現在的、將來的
[00:12:49.000 --> 00:12:51.000]  所有屬神的人禱告
[00:12:51.000 --> 00:12:53.000]  但禱告完
[00:12:53.000 --> 00:12:55.000]  他再來克西瑪利園禱告
[00:12:55.000 --> 00:12:57.000]  約翰沒有記載
[00:12:57.000 --> 00:12:59.000]  克西瑪利園裡面
[00:12:59.000 --> 00:13:01.000]  耶穌的事
[00:13:01.000 --> 00:13:03.000]  也沒有記載
[00:13:03.000 --> 00:13:05.000]  他訂立聖餐
[00:13:05.000 --> 00:13:07.000]  因為那時馬太、馬可、路加福音
[00:13:07.000 --> 00:13:09.000]  這幾本福音書
[00:13:09.000 --> 00:13:11.000]  已經在教會裡很多人認識
[00:13:11.000 --> 00:13:13.000]  他寫讓福音這一段
[00:13:13.000 --> 00:13:15.000]  他知道很多人已經明白
[00:13:15.000 --> 00:13:17.000]  他刻意要寫
[00:13:17.000 --> 00:13:19.000]  耶穌是王,耶穌是那位
[00:13:19.000 --> 00:13:21.000]  我是的君王
[00:13:21.000 --> 00:13:23.000]  他縱然預備去被捕
[00:13:23.000 --> 00:13:25.000]  之前
[00:13:25.000 --> 00:13:27.000]  其他福音書形容他
[00:13:27.000 --> 00:13:29.000]  他禱告的時候在克西瑪利園
[00:13:29.000 --> 00:13:31.000]  他跟門徒說
[00:13:31.000 --> 00:13:33.000]  我現在心裡憂慮,幾乎要死
[00:13:33.000 --> 00:13:35.000]  你們要警醒禱告
[00:13:35.000 --> 00:13:37.000]  我去前面禱告,你們要警醒
[00:13:37.000 --> 00:13:39.000]  耶穌禱告的時候
[00:13:39.000 --> 00:13:41.000]  汗如雨下
[00:13:41.000 --> 00:13:43.000]  像血一樣滴
[00:13:43.000 --> 00:13:45.000]  他說他甚為驚恐
[00:13:45.000 --> 00:13:47.000]  因為他想到自己要上十字架
[00:13:47.000 --> 00:13:49.000]  被煎熬、被殺害、被凌辱
[00:13:49.000 --> 00:13:51.000]  要死
[00:13:51.000 --> 00:13:53.000]  莎士比亞說
[00:13:53.000 --> 00:13:55.000]  如果一個懦弱的人一生死很多次
[00:13:55.000 --> 00:13:57.000]  因為還沒死就已經很害怕
[00:13:57.000 --> 00:13:59.000]  我覺得這件事很有意思
[00:13:59.000 --> 00:14:01.000]  一個懦弱的人一生死很多次
[00:14:01.000 --> 00:14:03.000]  其實我們一生只死一次
[00:14:03.000 --> 00:14:05.000]  但如果你是一個懦弱
[00:14:05.000 --> 00:14:07.000]  很驚恐的人
[00:14:07.000 --> 00:14:09.000]  你會死一次
[00:14:09.000 --> 00:14:11.000]  馬克亞瑟將軍說
[00:14:11.000 --> 00:14:13.000]  如果勇敢
[00:14:13.000 --> 00:14:15.000]  代表一個人沒有驚恐
[00:14:15.000 --> 00:14:17.000]  我沒見過一個勇敢的人
[00:14:17.000 --> 00:14:19.000]  因為每一個人都會恐懼
[00:14:19.000 --> 00:14:21.000]  耶穌基督作為一個完全的人
[00:14:21.000 --> 00:14:23.000]  都不例外
[00:14:23.000 --> 00:14:25.000]  他縱然是神的兒子
[00:14:25.000 --> 00:14:27.000]  他放下了自己所有的能力
[00:14:27.000 --> 00:14:29.000]  像菲律賓書2章說
[00:14:29.000 --> 00:14:31.000]  耶穌基督十字架道路
[00:14:31.000 --> 00:14:33.000]  是什麼?
[00:14:33.000 --> 00:14:35.000]  就是他不以自己是神
[00:14:35.000 --> 00:14:37.000]  與神同等
[00:14:37.000 --> 00:14:39.000]  他是抓住
[00:14:39.000 --> 00:14:41.000]  強奪
[00:14:41.000 --> 00:14:43.000]  他不會因為自己是神的兒子就抓住
[00:14:43.000 --> 00:14:45.000]  第一
[00:14:45.000 --> 00:14:47.000]  他沒有抓住
[00:14:47.000 --> 00:14:49.000]  他犯了虛己
[00:14:49.000 --> 00:14:51.000]  他放下了自己
[00:14:51.000 --> 00:14:53.000]  沒有抓住
[00:14:53.000 --> 00:14:55.000]  他放下了
[00:14:55.000 --> 00:14:57.000]  他成為一個人
[00:14:57.000 --> 00:14:59.000]  神成為人
[00:14:59.000 --> 00:15:01.000]  他還要做奴僕
[00:15:01.000 --> 00:15:03.000]  他自甘卑微
[00:15:03.000 --> 00:15:05.000]  他沒有強奪
[00:15:05.000 --> 00:15:07.000]  他虛己
[00:15:07.000 --> 00:15:09.000]  他成為人
[00:15:09.000 --> 00:15:11.000]  他又成為奴僕
[00:15:11.000 --> 00:15:13.000]  他還願意做一個自甘卑微的奴僕
[00:15:13.000 --> 00:15:15.000]  還要馴服至死
[00:15:15.000 --> 00:15:17.000]  但最後
[00:15:17.000 --> 00:15:19.000]  更甚的
[00:15:19.000 --> 00:15:21.000]  十字架道路是死在十字架上
[00:15:21.000 --> 00:15:23.000]  你知道耶穌
[00:15:23.000 --> 00:15:25.000]  作為一個王
[00:15:25.000 --> 00:15:27.000]  萬事都在他掌握裏面
[00:15:27.000 --> 00:15:29.000]  如果你留意福音書
[00:15:29.000 --> 00:15:31.000]  很清楚的
[00:15:31.000 --> 00:15:33.000]  馬克福音裏面有兩處說得很清楚
[00:15:33.000 --> 00:15:35.000]  他早上就經過
[00:15:35.000 --> 00:15:37.000]  鑒嵐山過去耶路撒冷的地區
[00:15:37.000 --> 00:15:39.000]  晚上他就會回到
[00:15:39.000 --> 00:15:41.000]  伯大尼的村莊
[00:15:41.000 --> 00:15:43.000]  他從來不會停留在
[00:15:43.000 --> 00:15:45.000]  猶太人那些
[00:15:45.000 --> 00:15:47.000]  武力管治之下的範圍
[00:15:47.000 --> 00:15:49.000]  他會離開耶路撒冷
[00:15:49.000 --> 00:15:51.000]  每一天
[00:15:51.000 --> 00:15:53.000]  他就算死在耶路撒冷
[00:15:53.000 --> 00:15:55.000]  他都會離開耶路撒冷不留在裏面
[00:15:55.000 --> 00:15:57.000]  因為猶太人要殺他
[00:15:57.000 --> 00:15:59.000]  耶穌基督掌握住
[00:15:59.000 --> 00:16:01.000]  自己的時間
[00:16:01.000 --> 00:16:03.000]  但他是留在耶路撒冷
[00:16:03.000 --> 00:16:05.000]  撒冷過夜
[00:16:05.000 --> 00:16:07.000]  經文第一節說
[00:16:07.000 --> 00:16:09.000]  耶穌同沒
[00:16:09.000 --> 00:16:11.000]  他講完這些說話
[00:16:11.000 --> 00:16:13.000]  他去赫西馬利園禱告
[00:16:13.000 --> 00:16:15.000]  他經過吸倫溪
[00:16:15.000 --> 00:16:17.000]  他在食御節晚餐
[00:16:17.000 --> 00:16:19.000]  經過吸倫溪
[00:16:19.000 --> 00:16:21.000]  上到去耶路撒冷裏面的
[00:16:21.000 --> 00:16:23.000]  赫西馬利園禱告
[00:16:23.000 --> 00:16:25.000]  如果讓我們寫福音書
[00:16:25.000 --> 00:16:27.000]  這些重要的時刻
[00:16:27.000 --> 00:16:29.000]  我們一定會記錄
[00:16:29.000 --> 00:16:31.000]  因為其他福音書有寫
[00:16:31.000 --> 00:16:33.000]  約翰沒有寫
[00:16:33.000 --> 00:16:35.000]  他只是說他來到這裏
[00:16:35.000 --> 00:16:37.000]  第二節說出賣耶穌的猶太人
[00:16:37.000 --> 00:16:39.000]  到知道這個地方
[00:16:39.000 --> 00:16:41.000]  因為門徒和耶穌
[00:16:41.000 --> 00:16:43.000]  屢次在這裏聚集
