
[00:00:00.000 --> 00:00:06.720]  相信在座的每一位都對考試測驗很熟悉
[00:02:10.640 --> 00:02:14.400]  不是單是透過我們吸取知識
[00:02:14.400 --> 00:02:16.400]  有時候我們要找一些資料
[00:02:16.400 --> 00:02:18.320]  想去維基百貨
[00:02:18.320 --> 00:02:19.840]  找找那個人有什麼資料
[00:02:19.840 --> 00:02:23.000]  我們就知道那個人的來龍去脈
[00:02:23.000 --> 00:02:26.680]  但是聖經裡面所講的不是這種的認識
[00:02:26.680 --> 00:02:28.960]  聖經裡面所講的基於一種關係
[00:02:28.960 --> 00:02:33.920]  一種親密的相交裡面而產生的一種認識
[00:02:33.920 --> 00:02:35.720]  我們一同來看看
[00:02:35.720 --> 00:02:39.680]  這個能夠產生對神有真實認識的關係
[00:02:39.680 --> 00:02:41.840]  是一個什麼樣的關係?
[00:02:41.840 --> 00:02:48.600]  有人說「凡遵守主導的,愛神的心在他裡面,實在是完全的」
[00:02:48.600 --> 00:02:52.520]  這些人是住在耶穌基督裡面
[00:02:52.520 --> 00:02:57.640]  也會按照耶穌基督所行的去行
[00:02:57.640 --> 00:02:59.320]  約翰對這個關係的描述
[00:02:59.320 --> 00:03:02.920]  就是說我們住在基督裡面
[00:03:02.920 --> 00:03:04.880]  那我們要問的是什麼意思?
[00:03:04.880 --> 00:03:07.240]  什麼叫做住在基督裡面?
[00:03:07.240 --> 00:03:08.960]  我們日常的對話不會這麼說的
[00:03:08.960 --> 00:03:11.080]  我住在某某人的裡面不會這麼說
[00:03:11.080 --> 00:03:12.560]  嚇死人嗎?
[00:03:12.560 --> 00:03:14.840]  不過當然我們小時候當然是什麼?
[00:03:14.840 --> 00:03:20.040]  我們會住老爸的、吃老爸的
[00:03:20.040 --> 00:03:21.600]  住爸爸的、吃爸爸的
[00:03:21.600 --> 00:03:24.240]  而實際上我們作為一個受造之物
[00:03:24.240 --> 00:03:29.680]  今天我們每一個人其實都是吃天父上帝的、住天父上帝的
[00:03:29.680 --> 00:03:33.840]  不過這並不是使徒約翰需要表達的事情
[00:03:33.840 --> 00:03:36.280]  使徒約翰這裡所講的意思是
[00:03:36.280 --> 00:03:42.120]  一旦我們有了住在耶穌基督裡的關係的時候
[00:03:42.120 --> 00:03:48.600]  我們就很自然會按照耶穌基督主所行的去行
[00:03:48.600 --> 00:03:51.400]  約翰進一步的說
[00:03:51.400 --> 00:03:53.320]  那些住在耶穌基督裡的人
[00:03:53.320 --> 00:03:54.440]  也是住在什麼?
[00:03:54.440 --> 00:03:56.600]  光明當中
[00:03:56.600 --> 00:03:57.120]  很簡單
[00:03:57.120 --> 00:03:57.920]  聖經告訴我們
[00:03:57.920 --> 00:04:00.440]  耶穌基督就是世界的光
[00:04:00.440 --> 00:04:03.120]  在祂裡面無無黑暗
[00:04:03.120 --> 00:04:04.000]  有沒有人告訴我們
[00:04:04.000 --> 00:04:06.040]  我們的言語「行」
[00:04:06.040 --> 00:04:07.920]  都行在光明當中
[00:04:07.920 --> 00:04:09.520]  在光明裡面被顯明出來
[00:04:09.520 --> 00:04:11.880]  也是神所接受的
[00:04:11.880 --> 00:04:13.040]  神所接受
[00:04:13.040 --> 00:04:17.400]  那有什麼是神並不接受的?
[00:04:17.400 --> 00:04:20.320]  約翰在這裡舉了一個例子給我們看
[00:04:20.320 --> 00:04:21.160]  他說
[00:04:21.160 --> 00:04:23.720]  那些恨帝興的
[00:04:23.720 --> 00:04:26.240]  這幫人仍然在黑暗裡面
[00:04:26.240 --> 00:04:27.080]  剛才說過了
[00:04:27.080 --> 00:04:29.240]  在耶穌基督裡面是沒有黑暗的
[00:04:29.240 --> 00:04:33.960]  所以如果一個人仍然留在黑暗當中的時候
[00:04:33.960 --> 00:04:37.320]  很明顯他不住在耶穌基督裡
[00:04:37.320 --> 00:04:39.600]  也跟耶穌基督沒有關係
[00:04:39.600 --> 00:04:44.200]  也並不真正認識耶穌基督
[00:04:44.200 --> 00:04:49.080]  很多年前我跟一個信徒領袖聊天
[00:04:49.080 --> 00:04:50.600]  由於性格上的衝突
[00:04:50.600 --> 00:04:52.600]  或者做事方式的不同
[00:04:52.600 --> 00:04:57.440]  這個信徒領袖跟另外一個帝興相處不了
[00:04:57.440 --> 00:04:58.920]  聊到這件事的時候
[00:04:58.920 --> 00:05:01.120]  這個信徒的領袖跟我說
[00:05:01.120 --> 00:05:03.360]  我沒有討厭這個帝興
[00:05:03.360 --> 00:05:05.560]  我只不過是不喜歡他
[00:05:05.560 --> 00:05:06.280]  我就想
[00:05:06.280 --> 00:05:08.880]  這個帝興也很熟悉聖經
[00:05:08.880 --> 00:05:10.880]  知道聖經不允許憎恨
[00:05:10.880 --> 00:05:11.920]  我沒有憎恨他
[00:05:11.920 --> 00:05:15.680]  只不過我不喜歡他
[00:05:15.680 --> 00:05:17.560]  是不是真的?
[00:05:17.560 --> 00:05:21.720]  是不是只要我們不恨護我們的帝興
[00:05:21.720 --> 00:05:27.360]  基督徒就可以不喜歡帝興呢?
[00:05:27.360 --> 00:05:30.840]  有一次一個剛剛畢業的神學生
[00:05:30.840 --> 00:05:33.560]  開始了在一間教會裡面服侍
[00:05:33.560 --> 00:05:35.240]  不知道什麼原因
[00:05:35.240 --> 00:05:41.960]  這個牧師就跟當時的信徒領袖關係變得不好
[00:05:41.960 --> 00:05:47.560]  很多事情這幫基督徒的信徒領袖
[00:05:47.560 --> 00:05:52.120]  就跟這個牧師變得兩樣都不合作
[00:05:52.120 --> 00:05:55.080]  最令到這個牧師很困惑的就是說
[00:05:55.080 --> 00:05:57.920]  這幫人明明是很愛主的基督徒
[00:05:57.920 --> 00:05:59.080]  當中有主學的老師
[00:05:59.080 --> 00:05:59.920]  有崇拜的主席
[00:05:59.920 --> 00:06:02.080]  有小組的組長
[00:06:02.080 --> 00:06:03.920]  這幫人都很願意侍奉
[00:06:03.920 --> 00:06:06.280]  有拾一奉獻 有努力全福音
[00:06:06.280 --> 00:06:10.560]  見到人的時候永遠都是充滿一個陽光的笑容
[00:06:10.560 --> 00:06:13.280]  但是這幫人當中的特別的領袖
[00:06:13.280 --> 00:06:16.160]  當他單獨跟這個牧師在一起的時候
[00:06:16.160 --> 00:06:20.600]  這個領袖總是面上帶著無比的仇恨
[00:06:20.600 --> 00:06:22.400]  惡言相向
[00:06:22.400 --> 00:06:25.120]  這個牧師就感到很困惑
[00:06:25.120 --> 00:06:27.520]  一個真正認識神
[00:06:27.520 --> 00:06:31.360]  一個真正愛神的人住在基督耶穌裡面的基督徒
[00:06:31.360 --> 00:06:38.800]  怎麼可能可以對另外一個弟兄表現到這樣的仇恨呢
[00:06:38.800 --> 00:06:40.520]  保羅提醒我們
[00:06:40.520 --> 00:06:42.680]  人若無有
[00:06:42.680 --> 00:06:44.400]  自己還以為有
[00:06:44.400 --> 00:06:46.000]  就是自欺了
[00:06:46.000 --> 00:06:51.080]  各人應當測驗自己的行為
[00:06:51.080 --> 00:06:52.920]  我想問大家
[00:06:52.920 --> 00:06:55.520]  你覺得你愛神愛人嗎
[00:06:55.520 --> 00:07:00.080]  你覺得你認識耶穌基督嗎
[00:07:00.080 --> 00:07:01.720]  如果我們真的認識耶穌基督的話
[00:07:01.720 --> 00:07:03.480]  感謝主
[00:07:03.480 --> 00:07:05.640]  但是如果我們沒有實際認識耶穌基督
[00:07:05.640 --> 00:07:09.280]  而我們覺得自己認識耶穌基督的話
[00:07:09.280 --> 00:07:11.280]  請你告訴我們
[00:07:11.280 --> 00:07:14.080]  我們就是欺騙自己
[00:07:14.080 --> 00:07:17.200]  空有對神的知識
[00:07:17.200 --> 00:07:20.200]  而沒有真正的認識神
[00:07:20.200 --> 00:07:21.760]  沒有用的
[00:07:21.760 --> 00:07:23.880]  請你不要自欺
[00:07:23.880 --> 00:07:24.920]  指導保羅說
[00:07:24.920 --> 00:07:27.360]  我們必須測驗自己的行為
[00:07:27.360 --> 00:07:29.360]  什麼行為
[00:07:29.360 --> 00:07:30.640]  要是告訴我們
[00:07:30.640 --> 00:07:33.040]  那些愛神認識神的人
[00:07:33.040 --> 00:07:40.040]  是會用神的愛去愛其他的弟兄
[00:07:40.040 --> 00:07:44.040]  無論這幫人是否值得我們去愛
[00:07:44.040 --> 00:07:44.840]  嘩
[00:07:44.840 --> 00:07:46.320]  很難
[00:07:46.320 --> 00:07:50.800]  怎麼能夠愛一些不值得我們去愛的人呢
[00:07:50.800 --> 00:07:53.520]  他的性格很奇怪
[00:07:53.520 --> 00:07:55.600]  他經常挑剔批評別人
[00:07:55.600 --> 00:07:57.640]  這個人經常閒言閒語
[00:07:57.640 --> 00:08:00.600]  他總是喜歡拿別人的便宜
[00:08:00.600 --> 00:08:02.400]  我相信不用我跟大家說
[00:08:02.400 --> 00:08:03.720]  大家在生活上都經歷到
[00:08:03.720 --> 00:08:04.560]  在這個世界上
[00:08:04.560 --> 00:08:06.280]  在現實上
[00:08:06.280 --> 00:08:08.520]  真的不是每一個人都可愛
[00:08:08.520 --> 00:08:10.960]  不是每一個人都喜歡我們
[00:08:10.960 --> 00:08:12.280]  但是當我們有這樣的立場的時候
[00:08:12.280 --> 00:08:13.240]  我們要提醒自己
[00:08:13.240 --> 00:08:14.400]  給錢互相提醒
[00:08:14.400 --> 00:08:17.000]  就是說在別人眼中
[00:08:17.000 --> 00:08:19.840]  那些不可愛的人
[00:08:19.840 --> 00:08:23.320]  可能都是我們其中一個
[00:08:23.320 --> 00:08:24.720]  你可能會說
[00:08:24.720 --> 00:08:27.680]  耶穌曾經這樣說
[00:08:27.680 --> 00:08:28.840]  耶穌在馬大夫那裡說
[00:08:28.840 --> 00:08:31.760]  你們若單愛那愛你們的人
[00:08:31.760 --> 00:08:33.720]  有什麼賞賜呢
[00:08:33.720 --> 00:08:35.240]  所以你們不是都是這樣的嗎
[00:08:35.240 --> 00:08:37.440]  如果你們單請弟兄的安
[00:08:37.440 --> 00:08:39.280]  給人有什麼長處呢
[00:08:39.280 --> 00:08:41.320]  外幫人都是這樣的
[00:08:41.320 --> 00:08:46.240]  所以你們要完全像天父上帝完全一樣
[00:08:46.240 --> 00:08:46.640]  嘩
[00:08:46.640 --> 00:08:47.560]  讀完這段經文之後
[00:08:47.560 --> 00:08:48.760]  你可能會說
[00:08:48.760 --> 00:08:49.960]  哇 牧師
[00:08:49.960 --> 00:08:52.520]  聖經的教導太難了
[00:08:52.520 --> 00:08:54.520]  我做不到
[00:08:54.520 --> 00:08:56.480]  你做不到嗎
[00:08:56.480 --> 00:08:58.960]  你同不同意聖經在這個教導上
[00:08:58.960 --> 00:09:01.080]  真的很難
[00:09:01.080 --> 00:09:02.760]  我同意的
[00:09:02.760 --> 00:09:04.440]  我同意的
[00:09:04.440 --> 00:09:06.400]  對人來說
[00:09:06.400 --> 00:09:09.760]  這個要求實在是一個很難的事情
[00:09:09.760 --> 00:09:11.760]  簡直是不可能
[00:09:11.760 --> 00:09:12.440]  為什麼
[00:09:12.440 --> 00:09:15.120]  因為如果我們能夠靠自己的能力
[00:09:15.120 --> 00:09:19.360]  可以達到神要求我們標準的時候
[00:09:19.360 --> 00:09:20.600]  不單止是難
[00:09:20.600 --> 00:09:23.560]  簡直是不可能
[00:09:23.560 --> 00:09:24.960]  如果人可以靠自己的能力
[00:09:24.960 --> 00:09:26.800]  達到神要求的時候
[00:09:26.800 --> 00:09:31.520]  好像天父上帝一樣完全的時候
[00:09:31.520 --> 00:09:34.200]  耶穌基督也不需要從天
[00:09:34.200 --> 00:09:35.760]  來到我們當中
[00:09:35.760 --> 00:09:38.280]  為世人而死
[00:09:38.280 --> 00:09:38.840]  那你說
[00:09:38.840 --> 00:09:42.680]  我們怎樣才能夠勝過自己的軟弱
[00:09:42.680 --> 00:09:46.800]  去愛一些不可愛的人呢
[00:09:46.800 --> 00:09:50.920]  約翰跟我們說
[00:09:50.920 --> 00:09:54.840]  你們認識那從起初原有的
[00:09:54.840 --> 00:09:56.040]  你們要剛強
[00:09:56.040 --> 00:09:58.120]  神一度就會存在你們心裡
[00:09:58.120 --> 00:10:02.160]  你們也勝過那惡者
[00:10:02.160 --> 00:10:03.080]  從這段經文裡面
[00:10:03.080 --> 00:10:05.000]  大家看不看到
[00:10:05.000 --> 00:10:06.640]  我們能夠變得堅強
[00:10:06.640 --> 00:10:08.400]  能夠勝過那惡者
[00:10:08.400 --> 00:10:12.200]  以致我們可以遵守神誡命的原因是什麼
[00:10:12.200 --> 00:10:14.560]  什麼原因
[00:10:14.560 --> 00:10:20.560]  原因就是認識那從起初原有的
[00:10:20.560 --> 00:10:22.320]  那一位
[00:10:22.320 --> 00:10:25.280]  這位也是我們天上的父神
[00:10:25.280 --> 00:10:26.960]  真正認識神
[00:10:26.960 --> 00:10:28.880]  總是會帶來生命的改變
[00:10:28.880 --> 00:10:30.240]  和生命的力量
[00:10:30.240 --> 00:10:32.920]  這一個神所賜的力量
[00:10:32.920 --> 00:10:35.600]  能夠容讓我們可以順服祂的主意
[00:10:35.600 --> 00:10:38.760]  和遵行神的命令
[00:10:38.760 --> 00:10:41.200]  如果我們對神的認識
[00:10:41.200 --> 00:10:42.920]  只不過是來自知識
[00:10:42.920 --> 00:10:44.040]  而不是從相交
[00:10:44.040 --> 00:10:46.280]  或者關係裡面所產生的話
[00:10:46.280 --> 00:10:47.560]  我們只能夠什麼
[00:10:47.560 --> 00:10:49.400]  靠自己的能力
[00:10:49.400 --> 00:10:51.800]  去過基督徒的生活
[00:10:51.800 --> 00:10:52.800]  在這樣的情況下
[00:10:52.800 --> 00:10:57.280]  要麼我們不能夠長久
[00:10:57.280 --> 00:11:03.080]  要麼就是我們建築在沙土上的信心
[00:11:03.080 --> 00:11:03.960]  我告訴大家
[00:11:03.960 --> 00:11:04.800]  總會有一天
[00:11:04.800 --> 00:11:08.560]  很快當人面對生命的風暴的時候
[00:11:08.560 --> 00:11:12.080]  這個信心就會崩潰
[00:11:12.080 --> 00:11:12.760]  不過很有趣
[00:11:12.760 --> 00:11:14.000]  這個情況並不一定是
[00:11:14.000 --> 00:11:15.800]  每個人都有心這樣做的
[00:11:15.800 --> 00:11:17.000]  我相信有基督徒
[00:11:17.000 --> 00:11:20.200]  是真心以為自己認識神
[00:11:20.200 --> 00:11:22.360]  但是事實上
[00:11:22.360 --> 00:11:25.200]  他們認識的只不過是書本上的神
[00:11:25.200 --> 00:11:28.000]  從來沒有跟神建立一個真正的關係
[00:11:28.000 --> 00:11:29.760]  所以他們只能夠靠自己的意志
[00:11:29.760 --> 00:11:33.240]  和努力來活出基督徒的外表
[00:11:33.240 --> 00:11:35.600]  這就是剛才我們所說的自欺欺人
[00:11:35.600 --> 00:11:37.000]  你說這樣很難的
[00:11:37.000 --> 00:11:38.040]  那我怎樣才知道
[00:11:38.040 --> 00:11:40.840]  我現在沒有自己在騙自己
[00:11:40.840 --> 00:11:42.920]  怎樣才知道
[00:11:42.920 --> 00:11:44.800]  或者我這樣問大家
[00:11:44.800 --> 00:11:48.440]  你有沒有為了你的信仰
[00:11:48.440 --> 00:11:54.000]  為了耶穌基督做過任何形式的犧牲
[00:11:54.000 --> 00:11:57.600]  這個犧牲可以是事業的機會
[00:11:57.600 --> 00:12:00.120]  娛樂的時間
[00:12:00.120 --> 00:12:02.680]  沒有了追求自己的野心
[00:12:02.680 --> 00:12:05.520]  或者是忍受別人的誤解等等
[00:12:05.520 --> 00:12:08.560]  但重要的其實不是我們犧牲了什麼
[00:12:08.560 --> 00:12:10.720]  問題是在我們整個信仰的歷程裡面
[00:12:10.720 --> 00:12:13.040]  我們有沒有曾經為神
[00:12:13.040 --> 00:12:18.120]  做過任何類型的犧牲
[00:12:18.120 --> 00:12:18.800]  有人這樣說
[00:12:18.800 --> 00:12:22.120]  人若說他住在主裡面
[00:12:22.120 --> 00:12:26.720]  就該自己照主所行的去行
[00:12:26.720 --> 00:12:28.160]  這個意思就是說
[00:12:28.160 --> 00:12:31.920]  當從神建立了一個真實的關係的時候
[00:12:31.920 --> 00:12:34.320]  那就意味著我們就住在耶穌基督裡面
[00:12:34.320 --> 00:12:39.480]  這個關係就讓我們很想效法
[00:12:39.480 --> 00:12:41.960]  耶穌基督的榜樣
[00:12:41.960 --> 00:12:45.600]  照祂所行的去行
[00:12:45.600 --> 00:12:48.160]  那是行什麼呢
[00:12:48.160 --> 00:12:49.840]  第二章告訴我們
[00:12:49.840 --> 00:12:55.680]  耶穌基督為所有的罪人作了挽回祭
[00:12:55.680 --> 00:12:56.960]  那是不是說我們要效法
[00:12:56.960 --> 00:12:59.680]  耶穌基督死在十字架上呢
[00:12:59.680 --> 00:13:00.960]  當然不是
[00:13:00.960 --> 00:13:05.200]  雖然教會歷史上有不少的信徒是為主殉道的
[00:13:05.200 --> 00:13:07.600]  但是死在十字架上
[00:13:07.600 --> 00:13:11.400]  並不是會發生在每一個信徒的身上
[00:13:11.400 --> 00:13:13.920]  在《菲勒比書》
[00:13:13.920 --> 00:13:15.720]  斯盧普羅告訴我們
[00:13:15.720 --> 00:13:18.440]  耶穌基督曾經謙卑自己
[00:13:18.440 --> 00:13:20.640]  取了盧卜的形象
[00:13:20.640 --> 00:13:24.760]  將自己好像祭物一樣獻在十字架上
[00:13:24.760 --> 00:13:28.640]  耶穌基督在十字架上的死
[00:13:28.640 --> 00:13:34.920]  很完美地說了耶穌基督對天父上帝的信服
[00:13:34.920 --> 00:13:37.960]  甘願接受十字架的苦難
[00:13:37.960 --> 00:13:44.240]  信復就是我們需要向耶穌基督學習的榜樣
[00:13:44.240 --> 00:13:45.520]  不知道大家有沒有看過這部電影
[00:13:45.520 --> 00:13:46.840]  我相信很多人都看過
[00:13:46.840 --> 00:13:47.520]  如果還沒看的話
[00:13:47.520 --> 00:13:51.880]  我建議大家去看《耶穌受難記》
[00:13:51.880 --> 00:13:53.040]  如果有看過的時候
[00:13:53.040 --> 00:13:55.840]  我們相信大家都很
[00:13:55.840 --> 00:14:00.000]  耶穌基督那種受到極度痛苦的死亡
[00:14:00.000 --> 00:14:01.720]  大家都仍然歷歷在目的
[00:14:01.720 --> 00:14:05.160]  不過我很相信任何一個人
[00:14:05.160 --> 00:14:07.680]  如果能夠選擇的話
[00:14:07.680 --> 00:14:12.440]  沒有一個人會選擇這部電影裡的死亡方式
[00:14:12.440 --> 00:14:14.760]  我相信耶穌基督都不會
[00:14:14.760 --> 00:14:20.960]  耶穌基督都不會選擇這種極度痛苦的方法去死
[00:14:20.960 --> 00:14:22.760]  雖然耶穌基督是百分百的神
[00:14:22.760 --> 00:14:24.520]  祂也是百分百的人
[00:14:24.520 --> 00:14:26.600]  但是面對十字架的痛苦
[00:14:26.600 --> 00:14:29.880]  耶穌基督都有很大的掙扎
[00:14:29.880 --> 00:14:31.160]  馬太在一個封印裡面
[00:14:31.160 --> 00:14:34.120]  很老實地記載了耶穌基督的掙扎
[00:14:34.120 --> 00:14:37.520]  在馬太封的二十六章裡說到
[00:14:37.520 --> 00:14:40.960]  當面對十字架的痛苦的時候
[00:14:40.960 --> 00:14:41.960]  耶穌基督跟祂的門徒說
[00:14:41.960 --> 00:14:44.920]  我心裡甚是憂傷
[00:14:44.920 --> 00:14:47.720]  憂傷到那個地步我幾乎要死
[00:14:47.720 --> 00:14:48.720]  然後祂就跟神說
[00:14:48.720 --> 00:14:52.280]  我的神啊 父啊 堂若可恆
[00:14:52.280 --> 00:14:54.560]  求祢叫這杯離開我
[00:14:54.560 --> 00:14:56.560]  不需要我面對十字架的痛苦
[00:14:56.560 --> 00:14:59.840]  然而
[00:14:59.840 --> 00:15:01.920]  不要照我的意思
[00:15:01.920 --> 00:15:04.720]  要照祢的意思
[00:15:04.720 --> 00:15:06.840]  從這幾次的經文
[00:15:06.840 --> 00:15:09.320]  大家對信復有什麼理解
[00:15:09.320 --> 00:15:12.000]  什麼叫信復
[00:15:12.000 --> 00:15:14.320]  信復很簡單
[00:15:14.320 --> 00:15:16.280]  意思就是說
[00:15:16.280 --> 00:15:17.200]  喜不喜歡也好
[00:15:17.200 --> 00:15:18.440]  就算我們不喜歡
[00:15:18.440 --> 00:15:21.720]  就算這個信復代表著我們需要作出犧牲
[00:15:21.720 --> 00:15:24.920]  我們仍然的遵從神的意思
[00:15:24.920 --> 00:15:29.160]  仍然的做祂要我們做的事情
[00:15:29.160 --> 00:15:32.680]  大家有沒有曾經為我們所信的神
[00:15:32.680 --> 00:15:35.960]  做出任何類型的犧牲
[00:15:35.960 --> 00:15:38.360]  那些只是有外表
[00:15:38.360 --> 00:15:43.720]  沒有跟神有真實關係的外表基督徒來說
[00:15:43.720 --> 00:15:46.600]  他們說祂可以做出一些微不足道的犧牲
[00:15:46.600 --> 00:15:49.160]  或者偶然做出一兩次的犧牲
[00:15:49.160 --> 00:15:50.400]  但是如果你叫祂
[00:15:50.400 --> 00:15:53.920]  你要長久愛一些所有的人
[00:15:53.920 --> 00:15:55.440]  包括你不喜歡的人
[00:15:55.440 --> 00:15:56.920]  太難了
[00:15:56.920 --> 00:15:58.480]  不用了 謝謝
[00:15:58.480 --> 00:16:00.560]  我做不到
[00:16:00.560 --> 00:16:02.960]  人做不到的事
[00:16:02.960 --> 00:16:06.000]  耶穌基督卻可以
[00:16:06.000 --> 00:16:08.480]  保羅說
[00:16:08.480 --> 00:16:13.440]  基督在我們還作罪人的時候
[00:16:13.440 --> 00:16:15.120]  為我們死
[00:16:15.120 --> 00:16:19.440]  神的愛就在此向我們顯明了
[00:16:19.440 --> 00:16:20.920]  大家看到嗎
[00:16:20.920 --> 00:16:25.160]  神的愛從來都沒有選擇性的
[00:16:25.160 --> 00:16:27.560]  祂是為所有的罪人而死
[00:16:27.560 --> 00:16:32.240]  不單單是為了祂所喜歡的人而死
[00:16:32.240 --> 00:16:34.600]  這就是耶穌留給我們的榜樣
[00:16:34.600 --> 00:16:36.200]  神愛每一個人
[00:16:36.200 --> 00:16:40.520]  所以祂都期望我們愛每一個人
[00:16:40.520 --> 00:16:41.520]  不過這麼說的時候
[00:16:41.520 --> 00:16:43.120]  我希望大家留意
[00:16:43.120 --> 00:16:47.560]  如果我們想愛一些我們真的愛不下的人
[00:16:47.560 --> 00:16:49.960]  怎麼辦
[00:16:49.960 --> 00:16:52.680]  不要強迫自己
[00:16:52.680 --> 00:16:55.320]  當我們要做一些神要我們做的事情
[00:16:55.320 --> 00:16:58.560]  而做不到的時候
[00:16:58.560 --> 00:17:00.200]  不要假裝
[00:17:00.200 --> 00:17:02.440]  也不要放棄 即是怎樣
[00:17:02.440 --> 00:17:04.240]  將我們做不到的事情
[00:17:04.240 --> 00:17:05.560]  帶到神面前
[00:17:05.560 --> 00:17:06.920]  求神幫助
[00:17:06.920 --> 00:17:08.920]  在這個相交的過程裡面
[00:17:08.920 --> 00:17:10.760]  在這個建立關係的過程裡面
[00:17:10.760 --> 00:17:12.600]  我們更加可以在關係裡面
[00:17:12.600 --> 00:17:14.120]  在相交裡面
[00:17:14.120 --> 00:17:17.800]  真實地認識耶穌基督
[00:17:17.800 --> 00:17:19.920]  這就是跟神建立關係的過程
[00:17:19.920 --> 00:17:21.640]  而我亦都告訴大家
[00:17:21.640 --> 00:17:24.360]  神是很喜悅我們
[00:17:24.360 --> 00:17:26.120]  將我們解決不了的事情
[00:17:26.120 --> 00:17:27.600]  問題
[00:17:27.600 --> 00:17:29.360]  帶到神的面前
[00:17:29.360 --> 00:17:30.680]  求祂幫助
[00:17:30.680 --> 00:17:32.640]  在這個親密的相交裡面
[00:17:32.640 --> 00:17:38.000]  慢慢地真實地認識這個神
[00:17:38.000 --> 00:17:39.800]  約翰繼續告訴我們
[00:17:39.800 --> 00:17:43.760]  當我們真正認識神之後
[00:17:43.760 --> 00:17:46.520]  我們應該如何在一個沒有愛的地方
[00:17:46.520 --> 00:17:48.400]  會出神的愛
[00:17:48.400 --> 00:17:49.680]  在耶穌基督的描述裡面
[00:17:49.680 --> 00:17:51.120]  這個世界充滿了什麼
[00:17:51.120 --> 00:17:53.000]  眼目肉體的情慾
[00:17:53.000 --> 00:17:54.120]  眼目的情慾
[00:17:54.120 --> 00:17:55.640]  今生的驕傲
[00:17:55.640 --> 00:17:57.120]  這些東西都不是來自神
[00:17:57.120 --> 00:18:00.000]  是來自西街的
[00:18:00.000 --> 00:18:04.640]  大家認真地看的時候
[00:18:04.640 --> 00:18:06.200]  都看得到
[00:18:06.200 --> 00:18:08.840]  約翰告訴我們
[00:18:08.840 --> 00:18:11.440]  這些所有的東西
[00:18:11.440 --> 00:18:13.960]  都是感官上面的慾望
[00:18:13.960 --> 00:18:16.560]  不過人就是感官的動物
[00:18:16.560 --> 00:18:19.200]  所以我相信在座沒有一個人
[00:18:19.200 --> 00:18:21.760]  不喜歡吃喝玩樂的
[00:18:21.760 --> 00:18:23.800]  有誰不喜歡吃喝玩樂的
