
[00:00:00.000 --> 00:00:03.920]  各位誠惠的弟兄姊妹和朋友早晨
[00:01:20.800 --> 00:01:22.640]  放假都嚟咗多倫多
[00:01:22.640 --> 00:01:25.840]  咁我哋一齊都食咗一餐好豐富嘅午餐
[00:01:25.840 --> 00:01:28.400]  加拿大有間嘅銀行
[00:01:28.400 --> 00:01:32.400]  嗰間銀行嘅標語真係好貼切嘅
[00:01:32.400 --> 00:01:34.800]  佢嘅slogan就係
[00:01:34.800 --> 00:01:36.880]  You are richer than you think
[00:01:36.880 --> 00:01:38.880]  你比你想像中更富有
[00:01:38.880 --> 00:01:39.600]  嘩幾好喎
[00:01:39.600 --> 00:01:41.200]  你比你想像中更富有
[00:01:41.200 --> 00:01:43.760]  人人都鍾意豐富
[00:01:43.760 --> 00:01:46.080]  人人嘅定義都係好唔同嘅喎
[00:01:46.080 --> 00:01:47.600]  例如頭先講到喺北美
[00:01:47.600 --> 00:01:48.880]  嗰種嘅豐富
[00:01:48.880 --> 00:01:51.440]  好多時候都係講選擇上面
[00:01:51.440 --> 00:01:54.640]  我哋點樣可以選擇一個更加好嘅就叫豐富
[00:01:54.640 --> 00:01:57.200]  但係對比起第三世界國家
[00:01:57.200 --> 00:02:00.400]  佢哋嘅豐富可能就係只係有一餐飯食
[00:02:00.400 --> 00:02:02.080]  所以豐富嘅定義
[00:02:02.080 --> 00:02:03.600]  人人都唔同
[00:02:03.600 --> 00:02:06.720]  但係既然今日我哋嚟到去相聚一齊嘅時候
[00:02:06.720 --> 00:02:08.080]  一齊敬拜嘅時候
[00:02:08.080 --> 00:02:10.640]  我哋就問聖經嘅豐富
[00:02:10.640 --> 00:02:13.520]  係有乜嘢意思喺裏面呢
[00:02:13.520 --> 00:02:15.120]  喺新嘅一年我想藉住
[00:02:15.120 --> 00:02:18.960]  耶穌以水變酒一個咁熟悉嘅神蹟
[00:02:18.960 --> 00:02:21.520]  同大家睇下呢乜嘢係豐富
[00:02:21.520 --> 00:02:24.720]  第三日喺加利利嘅加拿有一個婚宴
[00:02:24.720 --> 00:02:26.400]  耶穌嘅母親喺嗰度
[00:02:26.400 --> 00:02:30.240]  耶穌和佢嘅門徒也被請去赴宴
[00:02:30.240 --> 00:02:33.040]  喺呢個嘅故事嘅裏面呢我哋見到
[00:02:33.040 --> 00:02:35.360]  由頭到尾都有一個嘅婚宴
[00:02:35.360 --> 00:02:37.680]  根據當時猶太人嘅傳統
[00:02:37.680 --> 00:02:39.840]  或者啲九一聖經嘅記載
[00:02:39.840 --> 00:02:41.760]  我哋都睇到猶太人嘅婚宴
[00:02:41.760 --> 00:02:43.840]  就唔係只係慶祝一日嘅
[00:02:43.840 --> 00:02:46.640]  而係呢一個星期大飲大食
[00:02:46.640 --> 00:02:48.320]  其實都唔係好難明嘅啫
[00:02:48.320 --> 00:02:51.760]  雖然我哋今日唔會話有七日嘅慶祝
[00:02:51.760 --> 00:02:54.320]  但其實我哋好多人都分開幾日
[00:02:54.320 --> 00:02:56.080]  喺唔同嘅地方慶祝
[00:02:56.080 --> 00:02:58.000]  好似我識得有啲嘅弟兄姊妹
[00:02:58.000 --> 00:03:00.240]  佢哋喺呢一度已經帶走
[00:03:00.240 --> 00:03:02.000]  然後佢哋喺中國嚟嘅
[00:03:02.000 --> 00:03:03.760]  跟住去中國又慶祝幾日
[00:03:03.760 --> 00:03:05.200]  跟住後嚟去到香港
[00:03:05.200 --> 00:03:07.680]  又要同啲喺香港嘅親戚朋友
[00:03:07.680 --> 00:03:08.880]  又要食一餐
[00:03:08.880 --> 00:03:11.600]  咁所以你話猶太人七日嘅慶祝
[00:03:11.600 --> 00:03:13.040]  係咪好過分呢都唔係喇
[00:03:13.040 --> 00:03:14.560]  我哋都已經去咗三四日喇
[00:03:14.560 --> 00:03:18.000]  不過喺唔同嘅地方唔同嘅時間
[00:03:18.000 --> 00:03:19.200]  以後我方面裏面
[00:03:19.200 --> 00:03:22.880]  加拿嘅婚禮係一個真係好特別嘅記載
[00:03:22.880 --> 00:03:25.520]  因為一方面其他嘅福音書
[00:03:25.520 --> 00:03:28.080]  馬太福音 馬可福音 盧家福音
[00:03:28.080 --> 00:03:29.520]  我哋搵唔到
[00:03:29.520 --> 00:03:30.480]  咁好特別喇
[00:03:30.480 --> 00:03:32.480]  淨係約翰福音先至有
[00:03:32.480 --> 00:03:33.680]  而另外呢
[00:03:33.680 --> 00:03:35.040]  呢個神蹟又係好特別嘅
[00:03:35.040 --> 00:03:36.240]  就係呢
[00:03:36.240 --> 00:03:38.720]  令到我哋好多人都唔係好明白
[00:03:38.720 --> 00:03:40.880]  耶穌嘅第一個嘅神蹟
[00:03:40.880 --> 00:03:43.360]  約翰話呢個係耶穌第一個嘅神蹟
[00:03:43.360 --> 00:03:44.800]  耶穌第一個嘅神蹟
[00:03:44.800 --> 00:03:46.960]  唔係醫病趕鬼
[00:03:46.960 --> 00:03:48.480]  唔係叫死人復活
[00:03:48.480 --> 00:03:51.040]  可能你同我嚟到去
[00:03:51.040 --> 00:03:52.080]  係耶穌嘅話呢
[00:03:52.080 --> 00:03:53.280]  我哋第一個嘅神蹟
[00:03:53.280 --> 00:03:55.120]  梗係想滾天動地
[00:03:55.120 --> 00:03:56.800]  係咪想多啲人認識你嘛
[00:03:56.800 --> 00:03:58.960]  但係呢個神蹟又唔係咁樣
[00:03:58.960 --> 00:04:00.240]  而且呢個神蹟呢
[00:04:00.240 --> 00:04:01.520]  再諗真啲呢
[00:04:01.520 --> 00:04:02.800]  其實都幾奇怪嘅
[00:04:02.800 --> 00:04:04.720]  只不過係可以繼續開party
[00:04:04.720 --> 00:04:05.520]  冇曬酒喇
[00:04:05.520 --> 00:04:07.120]  耶穌 變啲酒出嚟啦
[00:04:07.120 --> 00:04:09.200]  咁咪大家嘰呀呀好開心心
[00:04:09.200 --> 00:04:10.720]  咁又可以繼續
[00:04:10.720 --> 00:04:11.520]  咁所以
[00:04:11.520 --> 00:04:13.680]  究竟我哋應該點樣嘅嚟到去
[00:04:13.680 --> 00:04:17.920]  理解呢一個嘅故事呢
[00:04:17.920 --> 00:04:20.320]  約翰福音嘅作者約翰
[00:04:20.320 --> 00:04:21.040]  其實呢
[00:04:21.040 --> 00:04:22.000]  係一位
[00:04:22.000 --> 00:04:26.080]  滿有豐富嘅情感嘅一位嘅文學家
[00:04:26.080 --> 00:04:26.880]  點解我咁講呢
[00:04:26.880 --> 00:04:27.600]  因為呢
[00:04:27.600 --> 00:04:29.280]  佢寫嘅故事
[00:04:29.280 --> 00:04:30.880]  有好多嘅比喻啦
[00:04:30.880 --> 00:04:32.480]  有好多嘅隱喻啦
[00:04:32.480 --> 00:04:33.200]  對比啦
[00:04:33.200 --> 00:04:34.800]  等等呢啲嘅手法
[00:04:34.800 --> 00:04:36.240]  我舉幾個例子一下
[00:04:36.240 --> 00:04:37.760]  第一張
[00:04:37.760 --> 00:04:39.040]  約翰福音大家都好熟嘅
[00:04:39.040 --> 00:04:40.640]  我哋記得就係
[00:04:40.640 --> 00:04:43.120]  一個光明同埋黑暗嘅對比
[00:04:43.120 --> 00:04:43.920]  哩
[00:04:43.920 --> 00:04:44.880]  記唔記得大家
[00:04:44.880 --> 00:04:46.640]  光照在黑暗裏
[00:04:46.640 --> 00:04:49.120]  黑暗卻不接受光
[00:04:49.120 --> 00:04:51.920]  一個光明同埋黑暗嘅主題
[00:04:51.920 --> 00:04:53.920]  其實呢個主題喺第一張之後
[00:04:53.920 --> 00:04:55.280]  稍後嗰幾張
[00:04:55.280 --> 00:04:57.040]  都有嚟到佢出現
[00:04:57.040 --> 00:04:57.680]  好似
[00:04:57.680 --> 00:04:59.200]  尼哥底姆嘅故事
[00:04:59.200 --> 00:05:00.080]  大家記唔記得
[00:05:00.080 --> 00:05:02.480]  尼哥底姆係幾時搵耶穌嘅
[00:05:02.480 --> 00:05:03.680]  係夜晚
[00:05:03.680 --> 00:05:05.600]  尼哥底姆係夜晚
[00:05:05.600 --> 00:05:06.480]  搵耶穌
[00:05:06.480 --> 00:05:07.200]  而最後
[00:05:07.200 --> 00:05:09.120]  佢係唔認識耶穌嘅
[00:05:09.120 --> 00:05:10.720]  聖經冇畀到嗰個結論
[00:05:10.720 --> 00:05:11.840]  佢唔認識耶穌嘅
[00:05:11.840 --> 00:05:12.720]  但係到
[00:05:12.720 --> 00:05:13.280]  井旁
[00:05:13.280 --> 00:05:14.560]  跟住嗰張第四張
[00:05:14.560 --> 00:05:15.680]  井旁嘅
[00:05:15.680 --> 00:05:16.640]  撒瑪利亞婦人
[00:05:16.640 --> 00:05:18.000]  大家又記唔記得
[00:05:18.000 --> 00:05:21.040]  撒瑪利亞婦人係幾時遇見耶穌嘅
[00:05:21.040 --> 00:05:24.000]  係正午太陽最猛烈嘅時候
[00:05:24.000 --> 00:05:25.760]  最光嘅時候
[00:05:25.760 --> 00:05:27.280]  遇見耶穌
[00:05:27.280 --> 00:05:28.160]  所以
[00:05:28.160 --> 00:05:29.120]  我哋就好快
[00:05:29.120 --> 00:05:30.000]  你都睇得到啦
[00:05:30.000 --> 00:05:30.480]  係咪
[00:05:30.480 --> 00:05:31.920]  佢有光就認識神
[00:05:31.920 --> 00:05:33.520]  佢喺夜晚搵耶穌
[00:05:33.520 --> 00:05:35.600]  佢係唔認識耶穌
[00:05:35.600 --> 00:05:37.440]  然之後第九張呢個光明
[00:05:37.440 --> 00:05:39.520]  同埋黑暗嘅主題都喺當中
[00:05:39.520 --> 00:05:40.960]  大家記唔記得
[00:05:40.960 --> 00:05:42.320]  嗰個第九張嗰個
[00:05:42.320 --> 00:05:44.800]  天生嘅萬人
[00:05:44.800 --> 00:05:46.080]  佢喺整個故事裏面
[00:05:46.080 --> 00:05:47.600]  當然佢係唯一一個
[00:05:47.600 --> 00:05:49.360]  佢係白眼嘅
[00:05:49.360 --> 00:05:51.920]  但係個故事好諷刺嘅地方
[00:05:51.920 --> 00:05:52.960]  佢係黑眼嘅
[00:05:52.960 --> 00:05:54.720]  但係佢認識住喎
[00:05:54.720 --> 00:05:55.520]  相反
[00:05:55.520 --> 00:05:58.000]  嗰啲有眼睛嘅人
[00:05:58.000 --> 00:05:59.280]  嗰班法利塞人
[00:05:59.280 --> 00:06:01.040]  佢哋佢係黑眼嘅
[00:06:01.040 --> 00:06:02.000]  佢哋睇唔到
[00:06:02.000 --> 00:06:03.520]  唔認識住
[00:06:03.520 --> 00:06:06.480]  所以我哋見到呢個光明同埋黑暗
[00:06:06.480 --> 00:06:08.000]  喺楊福音句裏面
[00:06:08.000 --> 00:06:08.960]  呢度嗰度
[00:06:08.960 --> 00:06:10.080]  嚟到用唔同嘅故事
[00:06:10.080 --> 00:06:11.360]  去表達出嚟
[00:06:11.360 --> 00:06:14.480]  另外楊福音嘅第六章
[00:06:14.480 --> 00:06:17.360]  耶穌做完五餅二魚嘅神蹟
[00:06:17.360 --> 00:06:18.560]  然後同門徒講話
[00:06:18.560 --> 00:06:20.880]  佢話我嘅肉係可以食㗎
[00:06:20.880 --> 00:06:23.280]  我嘅血係可以飲㗎
[00:06:23.280 --> 00:06:24.080]  嚇死人係咪
[00:06:24.080 --> 00:06:24.960]  即係嚇親人啲人
[00:06:24.960 --> 00:06:26.480]  所以啲人就走啦
[00:06:26.480 --> 00:06:29.040]  我哋讀楊福音嘅故事嘅時候
[00:06:29.040 --> 00:06:31.280]  我哋唔可以只係睇表面
[00:06:31.280 --> 00:06:32.720]  就咁睇表面嘅時候
[00:06:32.720 --> 00:06:33.920]  我哋就走步啦
[00:06:33.920 --> 00:06:35.200]  我哋呢應該嚟睇下
[00:06:35.200 --> 00:06:37.200]  佢背後嘅意思
[00:06:37.200 --> 00:06:39.520]  所以喺聖經嘅裏面
[00:06:39.520 --> 00:06:41.920]  當講到有婚宴嘅時候
[00:06:41.920 --> 00:06:44.480]  其實婚宴賢席
[00:06:44.480 --> 00:06:47.440]  就係代表咗神嘅國嘅降臨
[00:06:47.440 --> 00:06:48.960]  有婚宴有賢席
[00:06:48.960 --> 00:06:51.200]  就係因為神嘅國已經嚟到啦
[00:06:51.200 --> 00:06:53.600]  呢個就係聖經嗰個賢席嘅意思
[00:06:53.600 --> 00:06:55.760]  而嗰班嘅信徒
[00:06:55.760 --> 00:06:57.040]  神嘅子民
[00:06:57.040 --> 00:06:58.800]  因為神嘅國嘅降臨
[00:06:58.800 --> 00:06:59.840]  佢哋就要起落
[00:06:59.840 --> 00:07:00.960]  就要慶祝
[00:07:00.960 --> 00:07:02.480]  就要食飯飲酒
[00:07:02.480 --> 00:07:03.760]  Celebrate
[00:07:03.760 --> 00:07:06.000]  好似二塞亞書二十五章
[00:07:06.000 --> 00:07:07.440]  第六節第九節
[00:07:07.440 --> 00:07:08.640]  萬鈞嘅耶和華
[00:07:08.640 --> 00:07:11.520]  必為萬民擺設賢席
[00:07:11.520 --> 00:07:13.840]  有肥金與美酒
[00:07:13.840 --> 00:07:15.600]  到那日人必說
[00:07:15.600 --> 00:07:17.520]  看吶 這是我們的神
[00:07:17.520 --> 00:07:19.760]  我們向來等候他
[00:07:19.760 --> 00:07:21.280]  他必拯救我們
[00:07:21.280 --> 00:07:22.480]  這是耶和華
[00:07:22.480 --> 00:07:24.160]  我們向來等候他
[00:07:24.160 --> 00:07:26.400]  我們必因他的救恩
[00:07:26.400 --> 00:07:27.920]  歡喜快樂
[00:07:27.920 --> 00:07:29.040]  神嚟到啦
[00:07:29.040 --> 00:07:30.000]  神嘅國到啦
[00:07:30.000 --> 00:07:32.800]  所以我哋要嚟到去擺設賢席
[00:07:32.800 --> 00:07:33.600]  然之後
[00:07:33.600 --> 00:07:35.680]  喺另外一啲嘅聖經裏面
[00:07:35.680 --> 00:07:37.760]  我哋都見到有呢個例子
[00:07:37.760 --> 00:07:38.640]  大家好熟識嘅
[00:07:38.640 --> 00:07:39.840]  耶穌另一個嘅比喻
[00:07:39.840 --> 00:07:41.520]  馬太福音二十二章
[00:07:41.520 --> 00:07:43.520]  天國好比一個王
[00:07:43.520 --> 00:07:47.360]  為佢嘅兒子擺設娶親嘅賢席
[00:07:47.360 --> 00:07:48.480]  然之後睇事錄
[00:07:48.480 --> 00:07:50.080]  我哋要歡喜快樂
[00:07:50.080 --> 00:07:52.000]  將榮耀歸給他
[00:07:52.000 --> 00:07:54.400]  因為高揚嘅婚期到啦
[00:07:54.400 --> 00:07:56.640]  佢嘅新娘亦都預備好啦
[00:07:56.640 --> 00:07:57.520]  天使對我說
[00:07:57.520 --> 00:07:59.040]  你要寫下來
[00:07:59.040 --> 00:08:02.560]  凡畀請赴高揚婚宴嘅人
[00:08:02.560 --> 00:08:05.200]  有福了
[00:08:05.200 --> 00:08:07.360]  所以作者約翰
[00:08:07.360 --> 00:08:08.800]  用咗婚宴
[00:08:08.800 --> 00:08:11.280]  嚟到去做七個神蹟嘅開始
[00:08:11.280 --> 00:08:14.480]  唔係隨便 隨便
[00:08:14.480 --> 00:08:16.080]  諗到啲咩嘢
[00:08:16.080 --> 00:08:17.040]  就寫落去啦
[00:08:17.040 --> 00:08:18.960]  唔係發意嘅
[00:08:18.960 --> 00:08:21.200]  係有目的嘅
[00:08:21.200 --> 00:08:22.800]  就係想話畀我哋聽下
[00:08:22.800 --> 00:08:24.240]  高揚裏面
[00:08:24.240 --> 00:08:26.880]  一路應許緊神嘅國
[00:08:26.880 --> 00:08:27.600]  嚟咗啦
[00:08:27.600 --> 00:08:30.880]  真正嘅新郎到咗啦
[00:08:30.880 --> 00:08:31.600]  一路諗嘅時候
[00:08:31.600 --> 00:08:34.240]  我諗有啲似乜嘢呢
[00:08:34.240 --> 00:08:38.480]  我諗大家都睇過呢個奧運會
[00:08:38.480 --> 00:08:40.720]  每一場嘅比賽
[00:08:40.720 --> 00:08:41.680]  都係好精彩嘅
[00:08:41.680 --> 00:08:43.280]  唔知你鍾意睇咩比賽啦
[00:08:43.280 --> 00:08:46.080]  有人鍾意睇游水
[00:08:46.080 --> 00:08:47.760]  有人鍾意睇跑步
[00:08:47.760 --> 00:08:49.360]  我都好鍾意睇跑步
[00:08:49.360 --> 00:08:51.600]  我細佬呢就鍾意睇gymnastic
[00:08:51.600 --> 00:08:53.280]  我唔知大家鍾意睇啲咩嘢
[00:08:53.280 --> 00:08:55.520]  但係無論咩比賽
[00:08:55.520 --> 00:08:56.960]  邊場比賽咩都好
[00:08:56.960 --> 00:08:58.960]  總係呢一樣嘢呢
[00:08:58.960 --> 00:09:00.800]  喺奧運會裏面呢
[00:09:00.800 --> 00:09:02.320]  係最吸引人
[00:09:02.320 --> 00:09:03.520]  最多人睇
[00:09:03.520 --> 00:09:05.440]  大家都係拭目以待嘅
[00:09:05.440 --> 00:09:06.320]  嗰個係咩
[00:09:06.320 --> 00:09:09.040]  嗰個就係開幕禮
[00:09:09.040 --> 00:09:13.440]  嗰個開幕禮將所有人嘅attention
[00:09:13.440 --> 00:09:14.480]  個個都期待住
[00:09:14.480 --> 00:09:17.040]  個個都想睇
[00:09:17.040 --> 00:09:19.440]  當然好多個開幕禮都好精彩
[00:09:19.440 --> 00:09:21.280]  但係我唔知大家仲記唔記得
[00:09:21.280 --> 00:09:23.360]  當年呢一個嘅開幕禮
[00:09:23.360 --> 00:09:24.400]  簡直係犀利
[00:09:24.400 --> 00:09:27.280]  就係2008年8月8日
[00:09:27.280 --> 00:09:31.440]  北京所舉辦嗰個嘅奧運會
[00:09:31.440 --> 00:09:33.200]  一流喺鳥巢舉行
[00:09:33.200 --> 00:09:34.480]  之前好耐以前
[00:09:34.480 --> 00:09:35.920]  去過北京旅行
[00:09:35.920 --> 00:09:38.080]  我哋都要特登嚟到參觀
[00:09:38.080 --> 00:09:40.080]  呢一個嘅鳥巢
[00:09:40.080 --> 00:09:42.560]  嗰日嘅奧運會
[00:09:42.560 --> 00:09:45.280]  中國嘅民房四寶功夫
[00:09:45.280 --> 00:09:48.000]  真係好靚好好睇
[00:09:48.000 --> 00:09:50.240]  當時其他嘅
[00:09:50.240 --> 00:09:52.720]  其他國家嘅總理呀
[00:09:52.720 --> 00:09:54.400]  總統呀
[00:09:54.400 --> 00:09:56.080]  嗰啲嘅傳媒呀等等等等
[00:09:56.080 --> 00:10:00.480]  個個都讚嗰場嘅奧運會嘅開幕禮
[00:10:00.480 --> 00:10:01.440]  只係開幕嘅啫
[00:10:01.440 --> 00:10:04.000]  但係好重要好精彩
[00:10:04.000 --> 00:10:05.280]  所以喺佣方裏面
[00:10:05.280 --> 00:10:07.120]  七個神蹟裏面嘅第一個
[00:10:07.120 --> 00:10:09.280]  用婚宴嚟到去表達
[00:10:09.280 --> 00:10:11.760]  就係一個嘅開幕禮
[00:10:11.760 --> 00:10:13.120]  我哋話畀我哋聽
[00:10:13.120 --> 00:10:14.080]  話畀神嘅子民聽
[00:10:14.080 --> 00:10:15.440]  我哋要歡喜快樂
[00:10:15.440 --> 00:10:17.840]  因為呢神嘅國嚟咗喇
[00:10:17.840 --> 00:10:20.160]  神嘅時代新嘅時代開始喇
[00:10:20.160 --> 00:10:23.040]  尼塞亞已經嚟臨喇
[00:10:23.040 --> 00:10:25.120]  經文呢跟住一路嚟到去講
[00:10:25.120 --> 00:10:27.200]  呢一個嘅神蹟
[00:10:27.200 --> 00:10:29.680]  喺五節嘅第八節
[00:10:29.680 --> 00:10:31.360]  佢母親對佣人說
[00:10:31.360 --> 00:10:32.960]  佢告訴你哋乜嘢
[00:10:32.960 --> 00:10:34.480]  你哋就做吧
[00:10:34.480 --> 00:10:37.120]  照猶太人決定禮的規矩
[00:10:37.120 --> 00:10:39.440]  有六口石缸擺喺嗰裏
[00:10:39.440 --> 00:10:42.080]  每口可以成兩三桶水
[00:10:42.080 --> 00:10:44.320]  耶穌對佣人說
[00:10:44.320 --> 00:10:46.320]  把缸倒滿水
[00:10:46.320 --> 00:10:47.920]  佢哋就倒滿咗
[00:10:47.920 --> 00:10:50.000]  直至缸後
[00:10:50.000 --> 00:10:50.960]  耶穌又說
[00:10:50.960 --> 00:10:52.400]  現在逃出嚟
[00:10:52.400 --> 00:10:54.080]  送給燕回總管
[00:10:54.080 --> 00:10:57.200]  佢哋就送咗佢
[00:10:57.200 --> 00:10:59.840]  當佢哋嚟到發現冇晒酒之後
[00:10:59.840 --> 00:11:03.440]  故事裏面就講到有六口嘅石缸
[00:11:03.440 --> 00:11:07.280]  我搵到一啲最接近當時石缸嘅相片
[00:11:07.280 --> 00:11:10.400]  相信都係當時有可能用到嘅石缸
[00:11:10.400 --> 00:11:12.880]  我知道馬sir五月帶隊去以色列
[00:11:12.880 --> 00:11:14.640]  睇下馬sir有冇機會
[00:11:14.640 --> 00:11:18.320]  畀大家睇到呢啲當時嘅石缸
[00:11:18.320 --> 00:11:20.080]  當時猶太人嘅屋企裏面
[00:11:20.080 --> 00:11:22.880]  都係有石缸去做潔淨禮儀嘅
[00:11:22.880 --> 00:11:25.920]  主要係潔淨一啲嘅食具同埋洗手
[00:11:25.920 --> 00:11:28.000]  今時今日你去猶太人嘅餐館
[00:11:28.000 --> 00:11:29.840]  當然你唔會見到石缸
[00:11:29.840 --> 00:11:32.000]  但係你會見到一個嘅洗手盤
[00:11:32.000 --> 00:11:37.120]  就係專登用嚟畀猶太人做潔淨禮嘅
[00:11:37.120 --> 00:11:40.480]  經文跟住繼續嚟到仔細講嗰個嘅神蹟
[00:11:40.480 --> 00:11:43.280]  唔係淨係話耶穌祈個禱
[00:11:43.280 --> 00:11:45.200]  跟住佢哋就有好多酒啦
[00:11:45.200 --> 00:11:46.640]  唔係咁樣
[00:11:46.640 --> 00:11:47.920]  經文好仔細
[00:11:47.920 --> 00:11:50.400]  耶穌吩咐一班分宴嘅工人
[00:11:50.400 --> 00:11:53.600]  將嗰六口嘅石缸裝滿咗水
[00:11:53.600 --> 00:11:55.360]  照猶太人潔淨禮嘅規矩
[00:11:55.360 --> 00:11:57.360]  有六口石缸擺喺嗰裏
[00:11:57.360 --> 00:12:00.160]  每口可以食兩三桶水
[00:12:00.160 --> 00:12:01.680]  裝滿咗之後
[00:12:01.680 --> 00:12:04.800]  跟住又話倒裝到好悶
[00:12:04.800 --> 00:12:06.480]  甚至去到江口
[00:12:06.480 --> 00:12:08.400]  跟住經文繼續講
[00:12:08.400 --> 00:12:11.680]  就係當啲工人出去畀啲賓客嘅時候
[00:12:11.680 --> 00:12:15.920]  拎啲水 拎啲酒畀賓客嘅時候
[00:12:15.920 --> 00:12:18.400]  燕梅嘅總管就同新郎講話
[00:12:18.400 --> 00:12:21.200]  人哋都係先擺上好酒
[00:12:21.200 --> 00:12:23.360]  但係你竟然留到而家
[00:12:23.360 --> 00:12:27.040]  竟然而家先至拎啲好酒出嚟
[00:12:27.040 --> 00:12:29.280]  我哋今日講呢一個豐富
[00:12:29.280 --> 00:12:31.040]  聖經裏面嘅豐富
[00:12:31.040 --> 00:12:34.800]  我話如果作者約翰要表達神嘅豐富
[00:12:34.800 --> 00:12:37.120]  佢會點樣嘅嚟到去表達呢
[00:12:37.120 --> 00:12:40.480]  約翰用咗分宴嚟到去形容神嘅豐富
[00:12:40.480 --> 00:12:43.520]  就係神嘅國嚟到啦
[00:12:43.520 --> 00:12:45.680]  所以神嘅子民要開心
[00:12:45.680 --> 00:12:46.640]  要慶祝
[00:12:46.640 --> 00:12:48.720]  神嚟到我哋嘅生命裏面
[00:12:48.720 --> 00:12:51.440]  帶畀我哋一個真正生命嘅豐富
[00:12:51.440 --> 00:12:53.760]  跟住約翰就藉住嗰個嘅神蹟
[00:12:53.760 --> 00:12:57.680]  嚟到佢講到神自己嘅豐富係好多嘅
[00:12:57.680 --> 00:12:58.880]  係滿捨嘅
[00:12:58.880 --> 00:13:00.320]  係好過以前嘅
[00:13:00.320 --> 00:13:01.600]  神蹟裏面講到就係
[00:13:01.600 --> 00:13:04.880]  嗰六個石缸可以裝好多水
[00:13:04.880 --> 00:13:05.920]  水係滿嘅
[00:13:05.920 --> 00:13:08.080]  甚至係滿捨嘅去到缸口
[00:13:08.080 --> 00:13:10.800]  就係其實表達好好嘅豐富
[00:13:10.800 --> 00:13:12.160]  負責宴會嘅人話
[00:13:12.160 --> 00:13:14.400]  你將好酒留到而家
[00:13:14.400 --> 00:13:17.680]  新嘅酒取替咗舊有嘅酒
[00:13:17.680 --> 00:13:20.080]  而新嘅酒係更加好嘅
[00:13:20.080 --> 00:13:21.280]  負責宴會嘅人話
[00:13:21.280 --> 00:13:25.760]  你倒把好酒留到現在
[00:13:25.760 --> 00:13:27.040]  所以約翰講嘅
[00:13:27.040 --> 00:13:29.200]  呢啲就係神要豐富啦
[00:13:29.200 --> 00:13:30.480]  一路睇嘅時候
[00:13:30.480 --> 00:13:34.320]  你會發現豐富唔係只係多
[00:13:34.320 --> 00:13:35.600]  quantity
[00:13:35.600 --> 00:13:38.160]  我哋會話好多好多酒
[00:13:38.160 --> 00:13:39.680]  就係豐富啦
[00:13:39.680 --> 00:13:41.760]  飲不完嘅酒就係豐富啦
[00:13:41.760 --> 00:13:42.640]  可能對我哋嚟講
[00:13:42.640 --> 00:13:44.560]  我諗起係以利亞先知
[00:13:44.560 --> 00:13:45.360]  大家記唔記得
[00:13:45.360 --> 00:13:46.880]  佢幫一個窮寡婦
[00:13:46.880 --> 00:13:48.400]  有佢桶油
[00:13:48.400 --> 00:13:49.920]  嗰啲桶油好少
[00:13:49.920 --> 00:13:51.840]  但係可以不停用
[00:13:51.840 --> 00:13:53.280]  不停用不停都有㗎嘛
[00:13:53.280 --> 00:13:54.000]  但係呢度唔係
