
[00:00:00.000 --> 00:00:04.000]  各位姐妹好 我們一起有個禱告
[00:03:05.000 --> 00:03:07.000]  耶穌基督說人要跟隨我
[00:03:07.000 --> 00:03:10.000]  就背起十字架來跟隨我
[00:03:10.000 --> 00:03:13.000]  捨掉生命的就得著生命
[00:03:13.000 --> 00:03:17.000]  大家有沒有做過?
[00:03:17.000 --> 00:03:20.000]  一些很內在的生命很奇特
[00:03:20.000 --> 00:03:22.000]  一些思想很怪
[00:03:22.000 --> 00:03:26.000]  我們經常和這位神去聽他講話
[00:03:26.000 --> 00:03:30.000]  看聖經 但是見不到他
[00:03:30.000 --> 00:03:34.000]  你說你繼續 你又這樣做 為什麼?
[00:03:34.000 --> 00:03:38.000]  這就是很奇特的信心
[00:03:38.000 --> 00:03:44.000]  AW2就說世人很難超乎常理去理解
[00:03:44.000 --> 00:03:47.000]  其實我們也經歷過 是不是?
[00:03:47.000 --> 00:03:49.000]  但是換句話來說
[00:03:49.000 --> 00:03:51.000]  一些基督教的聚會
[00:03:51.000 --> 00:03:55.000]  你甚至參加很多的聚會 很多的祈禱會
[00:03:55.000 --> 00:03:58.000]  甚至你去神學院讀書
[00:03:58.000 --> 00:04:00.000]  或者甚至神學院的教授
[00:04:00.000 --> 00:04:03.000]  不一定代表你是一個真基督徒
[00:04:03.000 --> 00:04:07.000]  怎樣才算真 怎樣才算假?
[00:04:07.000 --> 00:04:12.000]  就是我們和耶穌基督有沒有生命的結連
[00:04:12.000 --> 00:04:14.000]  我們有沒有認識祂
[00:04:14.000 --> 00:04:16.000]  認識就是我們能夠相交
[00:04:16.000 --> 00:04:19.000]  我們相信耶穌基督是一個起步點
[00:04:19.000 --> 00:04:22.000]  但是我們越來越加深這個認識
[00:04:22.000 --> 00:04:24.000]  這個是很內心的
[00:04:24.000 --> 00:04:27.000]  我們要經歷 我們看不到的
[00:04:27.000 --> 00:04:30.000]  也不能夠憑我們外表的行為
[00:04:30.000 --> 00:04:34.000]  就決定是不是真的信徒 當然神知道
[00:04:34.000 --> 00:04:36.000]  所以我們有沒有真是基督徒
[00:04:36.000 --> 00:04:40.000]  有沒有我們認識神是很真實的呢?
[00:04:40.000 --> 00:04:42.000]  還是我們都好像
[00:04:42.000 --> 00:04:45.000]  不如參加聚會 我就是一個基督徒
[00:04:45.000 --> 00:04:47.000]  或者我也是一個不錯的基督徒
[00:04:47.000 --> 00:04:50.000]  我想今天這段經文提醒我們
[00:04:50.000 --> 00:04:52.000]  你是不是一個真正認識
[00:04:52.000 --> 00:04:54.000]  認識意思是繼續盡心
[00:04:54.000 --> 00:04:58.000]  和神建立一個關係的信徒
[00:04:58.000 --> 00:05:01.000]  或者我們看這段經文之前
[00:05:01.000 --> 00:05:06.000]  耶穌基督和那些猶太人 敵對他的猶太人說
[00:05:06.000 --> 00:05:10.000]  我要給你們自由 為什麼要自由?
[00:05:10.000 --> 00:05:13.000]  因為有真理 我的說話就是真理
[00:05:13.000 --> 00:05:15.000]  一直辯論的時候
[00:05:15.000 --> 00:05:17.000]  那些猶太人就說
[00:05:17.000 --> 00:05:21.000]  我也是阿伯拉罕的子孫 我有自由的
[00:05:21.000 --> 00:05:23.000]  但是耶穌基督就說
[00:05:23.000 --> 00:05:26.000]  你是被罪惡捆綁的 就是沒有自由的
[00:05:26.000 --> 00:05:28.000]  然後說來說去
[00:05:28.000 --> 00:05:30.000]  那些猶太人就說
[00:05:30.000 --> 00:05:33.000]  我是阿伯拉罕的子孫
[00:05:33.000 --> 00:05:35.000]  我是神的兒女
[00:05:35.000 --> 00:05:37.000]  但是耶穌基督說
[00:05:37.000 --> 00:05:39.000]  你們這麼奇怪
[00:05:39.000 --> 00:05:41.000]  我把我的說話都是從神那裡來的
[00:05:41.000 --> 00:05:43.000]  但是你們又不聽
[00:05:43.000 --> 00:05:45.000]  你們是不是來自神的呢?
[00:05:45.000 --> 00:05:46.000]  所以47節就說
[00:05:46.000 --> 00:05:48.000]  出於神的必聽神的話
[00:05:48.000 --> 00:05:51.000]  你們不聽 因為你們不是出於神
[00:05:51.000 --> 00:05:55.000]  奇怪 為什麼會有這樣的落差呢?
[00:05:55.000 --> 00:05:57.000]  我明明是神的兒女
[00:05:57.000 --> 00:05:59.000]  但是這位耶穌基督說不是
[00:05:59.000 --> 00:06:03.000]  究竟什麼是真正認識神呢?
[00:06:03.000 --> 00:06:05.000]  所以這段經文我們會看到
[00:06:05.000 --> 00:06:07.000]  耶穌基督說到
[00:06:07.000 --> 00:06:09.000]  其實誰是真正認識祂呢?
[00:06:09.000 --> 00:06:12.000]  怎樣可以繼續進深這個認識呢?
[00:06:12.000 --> 00:06:16.000]  或者我們首先看看48節到50節
[00:06:16.000 --> 00:06:18.000]  我們讀一讀這段經文
[00:06:18.000 --> 00:06:20.000]  我們首先看看耶穌基督
[00:06:20.000 --> 00:06:23.000]  祂是神的兒子
[00:06:23.000 --> 00:06:25.000]  我們敬重
[00:06:25.000 --> 00:06:27.000]  祂是尊重父神的
[00:06:27.000 --> 00:06:29.000]  我們一起讀
[00:06:29.000 --> 00:06:31.000]  猶太人回答他
[00:06:31.000 --> 00:06:34.000]  我們說你是撒瑪利亞人
[00:06:34.000 --> 00:06:36.000]  並且是被鬼附的
[00:06:36.000 --> 00:06:38.000]  這話不是很對嗎?
[00:06:38.000 --> 00:06:40.000]  耶穌回答
[00:06:40.000 --> 00:06:42.000]  我沒有被鬼附
[00:06:42.000 --> 00:06:43.000]  我尊敬我的父
[00:06:43.000 --> 00:06:45.000]  你們卻不尊敬我
[00:06:45.000 --> 00:06:47.000]  我不求自己的榮耀
[00:06:47.000 --> 00:06:50.000]  但有一位為我求榮耀
[00:06:50.000 --> 00:06:52.000]  判斷是非
[00:06:52.000 --> 00:06:54.000]  這裏我們會看到
[00:06:54.000 --> 00:06:55.000]  首先
[00:06:55.000 --> 00:06:57.000]  接著我們再看下一段
[00:06:57.000 --> 00:06:59.000]  就是說到
[00:06:59.000 --> 00:07:00.000]  耶穌基督聲稱
[00:07:00.000 --> 00:07:02.000]  祂能夠給人有永生
[00:07:02.000 --> 00:07:04.000]  首先祂說到
[00:07:04.000 --> 00:07:06.000]  當人被人誹謗的時候
[00:07:06.000 --> 00:07:08.000]  祂說我是尊重神的
[00:07:08.000 --> 00:07:10.000]  或者我們先看這一段
[00:07:10.000 --> 00:07:12.000]  這位尼塞亞的生命是怎樣
[00:07:12.000 --> 00:07:15.000]  這也可以反映我們的生命是怎樣
[00:07:15.000 --> 00:07:17.000]  如果我們這樣看的時候
[00:07:17.000 --> 00:07:18.000]  就是說
[00:07:18.000 --> 00:07:19.000]  開頭說了這些說話
[00:07:19.000 --> 00:07:21.000]  很頂撞那些猶太人
[00:07:21.000 --> 00:07:23.000]  他們就說
[00:07:23.000 --> 00:07:25.000]  我們說你是撒瑪利亞人
[00:07:25.000 --> 00:07:26.000]  撒瑪利亞人
[00:07:26.000 --> 00:07:28.000]  我們知道是一些異族
[00:07:28.000 --> 00:07:31.000]  或者混血的猶太人
[00:07:31.000 --> 00:07:33.000]  就是說你是撒瑪利亞人
[00:07:33.000 --> 00:07:35.000]  你的信仰不得純正
[00:07:35.000 --> 00:07:37.000]  你的種族有混雜
[00:07:37.000 --> 00:07:40.000]  你都不是屬於以色列的群體
[00:07:40.000 --> 00:07:42.000]  不是以色列民
[00:07:42.000 --> 00:07:47.000]  這是一個很大的說法
[00:07:47.000 --> 00:07:50.000]  還有是被鬼附的
[00:07:50.000 --> 00:07:52.000]  被鬼附就好像癲一樣
[00:07:52.000 --> 00:07:58.000]  我們知道耶穌基督是靠著聖靈能力去趕鬼
[00:07:58.000 --> 00:08:02.000]  但是被人說你是被鬼王的能力去趕鬼
[00:08:02.000 --> 00:08:04.000]  就是任他定的
[00:08:04.000 --> 00:08:05.000]  耶穌基督這樣的時候
[00:08:05.000 --> 00:08:08.000]  他竟然說耶穌基督是一個被鬼附
[00:08:08.000 --> 00:08:12.000]  就是說是一個很癲狂
[00:08:12.000 --> 00:08:14.000]  很沒有理性
[00:08:14.000 --> 00:08:16.000]  又是一些信仰很雜亂
[00:08:16.000 --> 00:08:19.000]  如果我們今天說這些是異圈邪說
[00:08:19.000 --> 00:08:22.000]  就是耶穌基督是一些為禍人間的人
[00:08:22.000 --> 00:08:23.000]  很不要得
[00:08:23.000 --> 00:08:26.000]  我們看看耶穌基督怎樣去回應
[00:08:26.000 --> 00:08:30.000]  他沒有回應我不是撒瑪利亞人
[00:08:30.000 --> 00:08:31.000]  他沒有
[00:08:31.000 --> 00:08:34.000]  這個說法耶穌基督沒有怎樣去分
[00:08:34.000 --> 00:08:36.000]  因為這個根本都不是什麼大不了
[00:08:36.000 --> 00:08:38.000]  猶太人是一種種族歧視
[00:08:38.000 --> 00:08:41.000]  但是耶穌基督絕對沒有這個問題
[00:08:41.000 --> 00:08:42.000]  所以他只是說
[00:08:42.000 --> 00:08:44.000]  但是你們說我被鬼附
[00:08:44.000 --> 00:08:45.000]  這個我要回應
[00:08:45.000 --> 00:08:47.000]  他說我沒有被鬼附
[00:08:47.000 --> 00:08:49.000]  我尊敬我的父
[00:08:49.000 --> 00:08:52.000]  你們卻不尊敬他
[00:08:52.000 --> 00:08:56.000]  他用什麼邏輯去辯駁呢?
[00:08:56.000 --> 00:09:03.000]  因為耶穌基督是尊重父神的
[00:09:03.000 --> 00:09:05.000]  尊敬這個意思就是看得很重
[00:09:05.000 --> 00:09:07.000]  很重視
[00:09:07.000 --> 00:09:10.000]  你想想如果看重重視
[00:09:10.000 --> 00:09:12.000]  撒旦是剛剛跟神打對台的
[00:09:12.000 --> 00:09:15.000]  怎會這麼矛盾呢?
[00:09:15.000 --> 00:09:16.000]  我尊重神
[00:09:16.000 --> 00:09:24.000]  耶穌基督在這裏說到
[00:09:24.000 --> 00:09:27.000]  他很信服神
[00:09:27.000 --> 00:09:29.000]  第四章34節說
[00:09:29.000 --> 00:09:32.000]  我以什麼為我的食物呢?
[00:09:32.000 --> 00:09:34.000]  我以遵行我父的旨意
[00:09:34.000 --> 00:09:36.000]  作成他的功
[00:09:36.000 --> 00:09:37.000]  是為我的食物
[00:09:37.000 --> 00:09:39.000]  一個這麼尊敬神
[00:09:39.000 --> 00:09:40.000]  這麼看重神
[00:09:40.000 --> 00:09:42.000]  又說我所說的話
[00:09:42.000 --> 00:09:46.000]  我要看到父神才會說
[00:09:46.000 --> 00:09:47.000]  我所做的事
[00:09:47.000 --> 00:09:49.000]  是不能靠自己的
[00:09:49.000 --> 00:09:51.000]  是要看到父神去做
[00:09:51.000 --> 00:09:52.000]  我才做的
[00:09:52.000 --> 00:09:54.000]  一個這麼尊敬父神的
[00:09:54.000 --> 00:09:58.000]  怎會是一個被鬼附的呢?
[00:09:58.000 --> 00:10:00.000]  根本完全不合邏輯
[00:10:00.000 --> 00:10:02.000]  還有他說
[00:10:02.000 --> 00:10:04.000]  我不是尋求自己的榮耀
[00:10:04.000 --> 00:10:06.000]  但是有一位為我尋求榮耀
[00:10:06.000 --> 00:10:08.000]  判斷是非
[00:10:08.000 --> 00:10:10.000]  最重要的這些誹謗
[00:10:10.000 --> 00:10:11.000]  對我來說都不是很重要
[00:10:11.000 --> 00:10:14.000]  因為我不是在求自己的榮耀
[00:10:14.000 --> 00:10:18.000]  我這樣說不是為了挽回自己的榮耀
[00:10:18.000 --> 00:10:20.000]  我不介意
[00:10:20.000 --> 00:10:23.000]  這句話大家可以好好學習
[00:10:23.000 --> 00:10:25.000]  我覺得這句話很大提醒
[00:10:25.000 --> 00:10:29.000]  若然你不是為了榮耀自己
[00:10:29.000 --> 00:10:30.000]  所有的事
[00:10:30.000 --> 00:10:33.000]  是給神榮耀你的時候
[00:10:33.000 --> 00:10:36.000]  你不會那麼介意別人怎麼跟你說什麼
[00:10:36.000 --> 00:10:38.000]  一些或者不對的批評的話
[00:10:38.000 --> 00:10:40.000]  如果你覺得自己的榮耀很重要
[00:10:40.000 --> 00:10:42.000]  自己的面子很重要
[00:10:42.000 --> 00:10:44.000]  當然人家要面子
[00:10:44.000 --> 00:10:46.000]  我們也有自尊
[00:10:46.000 --> 00:10:49.000]  但是我們就不會那麼介懷
[00:10:49.000 --> 00:10:50.000]  我算得了什麼
[00:10:50.000 --> 00:10:51.000]  別人說這些
[00:10:51.000 --> 00:10:53.000]  神給我的判斷才是真的
[00:10:53.000 --> 00:10:57.000]  神給我的榮耀才是真正的榮耀
[00:10:57.000 --> 00:10:58.000]  我們看到耶穌基督
[00:10:58.000 --> 00:11:00.000]  祂看重神的榮耀
[00:11:00.000 --> 00:11:02.000]  然後祂說
[00:11:02.000 --> 00:11:05.000]  是神為他判斷是非
[00:11:05.000 --> 00:11:07.000]  看得很明顯
[00:11:07.000 --> 00:11:10.000]  我們看看猶太人是怎樣的心態
[00:11:10.000 --> 00:11:12.000]  猶太人在第五章的時候
[00:11:12.000 --> 00:11:13.000]  耶穌基督說
[00:11:13.000 --> 00:11:15.000]  你們說他們互相受榮耀
[00:11:15.000 --> 00:11:18.000]  卻不求獨一之神來的榮耀
[00:11:18.000 --> 00:11:20.000]  你們怎麼會相信我呢
[00:11:20.000 --> 00:11:22.000]  當一個人求榮耀的時候
[00:11:22.000 --> 00:11:24.000]  我只是希望別人吹捧我
[00:11:24.000 --> 00:11:27.000]  我自己覺得自己很了不起
[00:11:27.000 --> 00:11:28.000]  有權有勢
[00:11:28.000 --> 00:11:32.000]  又或者我們覺得很有學問
[00:11:32.000 --> 00:11:33.000]  或者我們很高的身價
[00:11:33.000 --> 00:11:35.000]  很多財富等等
[00:11:35.000 --> 00:11:38.000]  若然我們當這些是贊取自己的榮耀
[00:11:38.000 --> 00:11:40.000]  這些都是虛浮
[00:11:40.000 --> 00:11:43.000]  如果我們要贊神的榮耀
[00:11:43.000 --> 00:11:46.000]  是以神的榮耀為我們的榮耀
[00:11:46.000 --> 00:11:49.000]  你可能得罪很多人
[00:11:49.000 --> 00:11:51.000]  你可能不跟別人投其所好
[00:11:51.000 --> 00:11:53.000]  被別人說你
[00:11:53.000 --> 00:11:54.000]  藐視你
[00:11:54.000 --> 00:11:57.000]  甚至耶穌基督這裡被詆毀
[00:11:57.000 --> 00:11:59.000]  你的生命是怎樣的生命呢
[00:11:59.000 --> 00:12:01.000]  是不是一個追求神的榮耀
[00:12:01.000 --> 00:12:06.000]  這個才是真正的有價值的東西呢
[00:12:06.000 --> 00:12:09.000]  或者別人對我們有很多無理的要求
[00:12:09.000 --> 00:12:12.000]  我要逼自己成為一個Superman
[00:12:12.000 --> 00:12:17.000]  其實我們是要討人的喜歡
[00:12:17.000 --> 00:12:18.000]  保羅說如果我是討人的喜歡
[00:12:18.000 --> 00:12:21.000]  我就不是神的僕人
[00:12:21.000 --> 00:12:23.000]  所以這個很重要
[00:12:23.000 --> 00:12:26.000]  我最近因為我母親的事情
[00:12:26.000 --> 00:12:29.000]  我媽媽過世了
[00:12:29.000 --> 00:12:31.000]  我要去巴尼桑尼亞
[00:12:31.000 --> 00:12:35.000]  之前我有幾個星期去了美國探望她
[00:12:35.000 --> 00:12:37.000]  我遇到一位朋友
[00:12:37.000 --> 00:12:41.000]  這位朋友跟我說了很多心底話
[00:12:41.000 --> 00:12:46.000]  他說我在一間公司裡做了三十年左右
[00:12:46.000 --> 00:12:48.000]  我老闆很賞識我
[00:12:48.000 --> 00:12:50.000]  我和我老闆很友好
[00:12:50.000 --> 00:12:51.000]  但突然有些事情出來了
[00:12:51.000 --> 00:12:53.000]  我說什麼事情
[00:12:53.000 --> 00:12:54.000]  因為其實三十年裡
[00:12:54.000 --> 00:12:56.000]  我也覺得那盤數
[00:12:56.000 --> 00:12:58.000]  我有些事情覺得不太對
[00:12:58.000 --> 00:13:01.000]  我自己整天都想去處理它
[00:13:01.000 --> 00:13:03.000]  但一直都沒有勇氣
[00:13:03.000 --> 00:13:07.000]  但他說我應該要有些底線
[00:13:07.000 --> 00:13:12.000]  於是有一天就和老闆聊天
[00:13:12.000 --> 00:13:14.000]  老闆坐下來
[00:13:14.000 --> 00:13:15.000]  我很尊重你
[00:13:15.000 --> 00:13:17.000]  老闆說是的你也尊重我
[00:13:17.000 --> 00:13:19.000]  但我更加尊重另外一位
[00:13:19.000 --> 00:13:21.000]  這個老闆就說
[00:13:21.000 --> 00:13:23.000]  我知道你是神
[00:13:23.000 --> 00:13:27.000]  因為之前我這位弟兄
[00:13:27.000 --> 00:13:31.000]  和這個老闆分享過福音
[00:13:31.000 --> 00:13:33.000]  那怎樣啊
[00:13:33.000 --> 00:13:35.000]  你尊重神又怎樣
[00:13:35.000 --> 00:13:37.000]  他說其實這麼多年
[00:13:37.000 --> 00:13:39.000]  有些賬目
[00:13:39.000 --> 00:13:41.000]  我自己是有底線
[00:13:41.000 --> 00:13:45.000]  我不想再做一些不合手續的事情
[00:13:45.000 --> 00:13:47.000]  這個老闆聽到
[00:13:47.000 --> 00:13:49.000]  真是三十多年
[00:13:49.000 --> 00:13:51.000]  他說不要緊
[00:13:51.000 --> 00:13:53.000]  你是一個好同事
[00:13:53.000 --> 00:13:55.000]  所有這些如果要簽字的
[00:13:55.000 --> 00:13:57.000]  不關你的事
[00:13:57.000 --> 00:13:59.000]  不要緊
[00:13:59.000 --> 00:14:01.000]  他公司怎樣做
[00:14:01.000 --> 00:14:03.000]  你也無所謂
[00:14:03.000 --> 00:14:05.000]  總之自己沒有參與
[00:14:05.000 --> 00:14:07.000]  OK
[00:14:07.000 --> 00:14:09.000]  後來這個老闆說
[00:14:09.000 --> 00:14:11.000]  我現在要有一個核數的人
[00:14:11.000 --> 00:14:13.000]  回來檢查這些賬目
[00:14:13.000 --> 00:14:15.000]  這個弟兄就說
[00:14:15.000 --> 00:14:17.000]  這麼多年都沒有找核數師
[00:14:17.000 --> 00:14:19.000]  現在找一個核數師
[00:14:19.000 --> 00:14:21.000]  大整一番
[00:14:21.000 --> 00:14:23.000]  你先想一想老闆
[00:14:23.000 --> 00:14:25.000]  你覺得有些心好像很不舒服
[00:14:25.000 --> 00:14:27.000]  要大測數
[00:14:27.000 --> 00:14:29.000]  其實他在神裡面慢慢去
[00:14:29.000 --> 00:14:31.000]  思想想想的時候
[00:14:31.000 --> 00:14:33.000]  其實他害怕一件事
[00:14:33.000 --> 00:14:35.000]  被人抄的那盤數
[00:14:35.000 --> 00:14:37.000]  因為整盤數都是他自己建立的
[00:14:37.000 --> 00:14:39.000]  他害怕這裡不對
[00:14:39.000 --> 00:14:41.000]  那裡不對
[00:14:41.000 --> 00:14:43.000]  我這麼多年的功績
[00:14:43.000 --> 00:14:45.000]  好像被人踩到沒有了
[00:14:45.000 --> 00:14:47.000]  自己其實擔心
[00:14:47.000 --> 00:14:49.000]  但經歷這些思想的時候
[00:14:49.000 --> 00:14:51.000]  他消化了
[00:14:51.000 --> 00:14:53.000]  其實也是這樣
[00:14:53.000 --> 00:14:55.000]  結果有一次
[00:14:55.000 --> 00:14:57.000]  這個核數師
[00:14:57.000 --> 00:14:59.000]  跟他很老友
[00:14:59.000 --> 00:15:01.000]  跟他合作
[00:15:01.000 --> 00:15:03.000]  大家都很欣賞他
[00:15:03.000 --> 00:15:05.000]  做得多好
[00:15:05.000 --> 00:15:07.000]  這個人很能幹
[00:15:07.000 --> 00:15:09.000]  好像沒什麼事
[00:15:09.000 --> 00:15:11.000]  但有一次他下屬就跟這位弟兄說
[00:15:11.000 --> 00:15:13.000]  這個核數師跟我說
[00:15:13.000 --> 00:15:15.000]  這盤數很亂
[00:15:15.000 --> 00:15:17.000]  做過這麼多人
[00:15:17.000 --> 00:15:19.000]  這是最亂的
[00:15:19.000 --> 00:15:21.000]  最差的一盤章
[00:15:21.000 --> 00:15:23.000]  我這位弟兄一聽到的時候
[00:15:23.000 --> 00:15:25.000]  就想一想
[00:15:25.000 --> 00:15:27.000]  他說
[00:15:27.000 --> 00:15:29.000]  我們可以正面一點看
[00:15:29.000 --> 00:15:31.000]  他為什麼可以這麼豁達
[00:15:31.000 --> 00:15:33.000]  其實他已經消化了
[00:15:33.000 --> 00:15:35.000]  究竟爭取什麼呢
[00:15:35.000 --> 00:15:37.000]  如果這些東西能夠使公司
[00:15:37.000 --> 00:15:39.000]  運作得好
[00:15:39.000 --> 00:15:41.000]  又適合正當的手續
[00:15:41.000 --> 00:15:43.000]  好啊
[00:15:43.000 --> 00:15:45.000]  放下自己
[00:15:45.000 --> 00:15:47.000]  他能夠釋放
[00:15:47.000 --> 00:15:49.000]  所以
[00:15:49.000 --> 00:15:51.000]  像耶穌基督這樣的生命
[00:15:51.000 --> 00:15:53.000]  如果我們為了神的榮耀
[00:15:53.000 --> 00:15:55.000]  我相信我們可以做很多
[00:15:55.000 --> 00:15:57.000]  有益榮神益人的事
[00:15:57.000 --> 00:15:59.000]  我們不需要這麼多的忌諱
[00:15:59.000 --> 00:16:01.000]  我們一直看到這個
[00:16:01.000 --> 00:16:03.000]  接著我們再看
[00:16:03.000 --> 00:16:05.000]  耶穌基督為了榮耀神
[00:16:05.000 --> 00:16:07.000]  就算這些猶太人
[00:16:07.000 --> 00:16:09.000]  去誣衊他
[00:16:09.000 --> 00:16:11.000]  或者詆毀他
[00:16:11.000 --> 00:16:13.000]  他仍然很想告訴他一個大好訊息
[00:16:13.000 --> 00:16:15.000]  就是我能夠給你永生
[00:16:15.000 --> 00:16:17.000]  或者我們看看這段經文
[00:16:17.000 --> 00:16:19.000]  也不容易耶穌基督跟這些人
[00:16:19.000 --> 00:16:21.000]  去講的時候
[00:16:21.000 --> 00:16:23.000]  我們一起看51至59節
[00:16:23.000 --> 00:16:25.000]  請我們一起讀
[00:16:25.000 --> 00:16:27.000]  我實實在在地
[00:16:27.000 --> 00:16:29.000]  告訴你們
[00:16:29.000 --> 00:16:31.000]  人若遵守我的道
[00:16:31.000 --> 00:16:33.000]  就永遠不經歷死亡
[00:16:33.000 --> 00:16:35.000]  於是猶太人對他說
[00:16:35.000 --> 00:16:37.000]  現在我們知道你是被鬼附了
[00:16:37.000 --> 00:16:39.000]  阿伯拉罕死了
[00:16:39.000 --> 00:16:41.000]  眾仙之也死了
[00:16:41.000 --> 00:16:43.000]  你還說人若遵守我的道
[00:16:43.000 --> 00:16:45.000]  就永遠不經歷死亡
[00:16:45.000 --> 00:16:47.000]  難道你比我們的祖宗
[00:16:47.000 --> 00:16:49.000]  阿伯拉罕還大嗎
[00:16:49.000 --> 00:16:51.000]  他死了 眾仙之也死了
[00:16:51.000 --> 00:16:53.000]  你把自己當作什麼人呢
[00:16:53.000 --> 00:16:55.000]  耶穌回答
[00:16:55.000 --> 00:16:57.000]  我若榮耀自己
[00:16:57.000 --> 00:16:59.000]  我的榮耀就算不得了什麼
[00:16:59.000 --> 00:17:01.000]  榮耀我的
[00:17:01.000 --> 00:17:03.000]  是我的福
[00:17:03.000 --> 00:17:05.000]  就是你們所說的你們的神
[00:17:05.000 --> 00:17:07.000]  你們不認識他
[00:17:07.000 --> 00:17:09.000]  我認識他
[00:17:09.000 --> 00:17:11.000]  我若說不認識他
[00:17:11.000 --> 00:17:13.000]  我是說謊的
[00:17:13.000 --> 00:17:15.000]  像你一樣
[00:17:15.000 --> 00:17:17.000]  但我認識他
[00:17:17.000 --> 00:17:19.000]  也遵守他的道
[00:17:19.000 --> 00:17:21.000]  你們的祖宗阿伯拉罕
[00:17:21.000 --> 00:17:23.000]  歡歡喜喜地仰望我的日子
[00:17:23.000 --> 00:17:25.000]  我看見他很快樂
[00:17:25.000 --> 00:17:27.000]  猶太人對他說
[00:17:27.000 --> 00:17:29.000]  你還沒有五十歲
[00:17:29.000 --> 00:17:31.000]  難道見過阿伯拉罕嗎
[00:17:31.000 --> 00:17:33.000]  耶穌對他們說
[00:17:33.000 --> 00:17:35.000]  我實實在在地告訴你們
[00:17:35.000 --> 00:17:37.000]  還沒有阿伯拉罕
[00:17:37.000 --> 00:17:39.000]  我就存在了
[00:17:39.000 --> 00:17:41.000]  於是他們拿石頭
[00:17:41.000 --> 00:17:43.000]  要打他
[00:17:43.000 --> 00:17:45.000]  耶穌卻躲開
[00:17:45.000 --> 00:17:47.000]  走出了聖殿
[00:17:47.000 --> 00:17:49.000]  這裡我們看到
