
[00:00:00.000 --> 00:00:06.000]  今天我們來到我們的講道系列Live Church的講道系列最後一堂了
[00:01:55.000 --> 00:01:58.000]  但是我們要對付的不是旁邊的人
[00:01:58.000 --> 00:02:03.000]  我們從小到大從出生開始其實我們遇到很多的戰場
[00:02:03.000 --> 00:02:06.000]  從你上學開始其實學校是一個戰場
[00:02:06.000 --> 00:02:10.000]  有時候學校是你開始學習怎麼樣去跟人家打架的地方
[00:02:10.000 --> 00:02:12.000]  讀書的時候你要爭
[00:02:12.000 --> 00:02:15.000]  有時候缺一分高中就不收你
[00:02:15.000 --> 00:02:16.000]  有時候高考缺一分
[00:02:16.000 --> 00:02:19.000]  有時候考大學的時候缺那麼幾分
[00:02:19.000 --> 00:02:21.000]  就考不上你要的大學
[00:02:21.000 --> 00:02:23.000]  所以學校像個戰場
[00:02:23.000 --> 00:02:27.000]  有時候到工作到職業你要爭上位
[00:02:27.000 --> 00:02:29.000]  你要做主管
[00:02:29.000 --> 00:02:33.000]  你要跟整個team裡面的人拼誰的表現比較好
[00:02:33.000 --> 00:02:35.000]  也是個戰場
[00:02:35.000 --> 00:02:37.000]  我們昨天打球也是個戰場
[00:02:37.000 --> 00:02:39.000]  昨天打球本來只是玩玩而已
[00:02:39.000 --> 00:02:41.000]  可是大家越玩越認真
[00:02:41.000 --> 00:02:43.000]  後來就有點火氣有點爆了
[00:02:43.000 --> 00:02:46.000]  我們昨天那個比分非常的接近
[00:02:46.000 --> 00:02:48.000]  所以打著打著本來只是娛樂
[00:02:48.000 --> 00:02:50.000]  後來這個娛樂變成戰場
[00:02:50.000 --> 00:02:52.000]  有時候當你談戀愛的時候
[00:02:52.000 --> 00:02:55.000]  情場本身也是個戰場
[00:02:55.000 --> 00:02:57.000]  有時候你會遇到情敵
[00:02:57.000 --> 00:02:59.000]  我以前也遇過情敵
[00:02:59.000 --> 00:03:01.000]  就把我的女朋友搶走了
[00:03:01.000 --> 00:03:03.000]  當然現在要感謝她了
[00:03:03.000 --> 00:03:05.000]  因為舊的不去
[00:03:05.000 --> 00:03:07.000]  新的救不來
[00:03:07.000 --> 00:03:11.000]  這就是新陳代謝的真理
[00:03:11.000 --> 00:03:12.000]  有時候要謝謝她
[00:03:12.000 --> 00:03:15.000]  因為舊的不去就找不到更好的
[00:03:15.000 --> 00:03:17.000]  所以我們人生很多的地方
[00:03:17.000 --> 00:03:19.000]  你發現其實就是個戰場
[00:03:19.000 --> 00:03:21.000]  可是保羅今天提醒我們說
[00:03:21.000 --> 00:03:25.000]  原來這些不是真正你需要對付的戰場
[00:03:25.000 --> 00:03:26.000]  我們有時候以為是
[00:03:26.000 --> 00:03:28.000]  我們一生要對付的就是那個情敵
[00:03:28.000 --> 00:03:30.000]  我一生對付的就是我那個討厭的老闆
[00:03:30.000 --> 00:03:33.000]  如果那個討厭的老闆被我搞定了
[00:03:33.000 --> 00:03:34.000]  我就沒戰場了
[00:03:34.000 --> 00:03:35.000]  就勝利了
[00:03:35.000 --> 00:03:38.000]  有時候我以前是練體育的時候
[00:03:38.000 --> 00:03:40.000]  我的體育隊很多的朋友
[00:03:40.000 --> 00:03:43.000]  他們當作奧運就是他最大的戰場
[00:03:43.000 --> 00:03:45.000]  可是保羅今天告訴我們說
[00:03:45.000 --> 00:03:48.000]  還有一個戰場是你肉眼看不見的
[00:03:48.000 --> 00:03:50.000]  這個戰場比較少人知道
[00:03:50.000 --> 00:03:53.000]  原來我們要對付的不是說你的情敵
[00:03:53.000 --> 00:03:55.000]  也不是你的那個很討厭的老闆
[00:03:55.000 --> 00:03:58.000]  也不是那個經常搞你的那個同事
[00:03:58.000 --> 00:04:01.000]  也不是你身邊覺得很討厭你小組裡面的人
[00:04:01.000 --> 00:04:02.000]  都不是
[00:04:02.000 --> 00:04:04.000]  我們都弄錯了
[00:04:04.000 --> 00:04:06.000]  我們要對付的不是那些人
[00:04:06.000 --> 00:04:08.000]  甚至你覺得那個很討厭的同學
[00:04:08.000 --> 00:04:09.000]  都不是
[00:04:09.000 --> 00:04:10.000]  無論你是同行也好什麼都好
[00:04:10.000 --> 00:04:11.000]  不是你
[00:04:11.000 --> 00:04:14.000]  你要對付的不是你看見的人
[00:04:14.000 --> 00:04:19.000]  而是說我們的戰場是與一些我們看不見的
[00:04:19.000 --> 00:04:21.000]  可是又確實存在的
[00:04:21.000 --> 00:04:25.000]  在不斷攪擾我們的一些屬靈的能力
[00:04:25.000 --> 00:04:28.000]  一些屬靈的我們說邪靈魔鬼
[00:04:28.000 --> 00:04:30.000]  與他們在爭戰
[00:04:30.000 --> 00:04:32.000]  那這些就更恐怖
[00:04:32.000 --> 00:04:35.000]  因為有時候我們戰場如果錯了你就打錯人
[00:04:35.000 --> 00:04:37.000]  你以為說我的戰場就是他
[00:04:37.000 --> 00:04:38.000]  其實不是
[00:04:38.000 --> 00:04:42.000]  所以保羅第一個提醒是原來我們的戰場要弄對
[00:04:42.000 --> 00:04:45.000]  我們要面對的不是說對付我們身邊的人
[00:04:45.000 --> 00:04:48.000]  有時候我們覺得我一生就是被那個情敵毀了
[00:04:48.000 --> 00:04:50.000]  我一生就是被我老闆毀了
[00:04:50.000 --> 00:04:51.000]  我一生被我父母毀了
[00:04:51.000 --> 00:04:53.000]  他逼我做這行我又不喜歡
[00:04:53.000 --> 00:04:57.000]  有時候我們覺得我們人生的戰場其實是人
[00:04:57.000 --> 00:04:58.000]  但你發現
[00:04:58.000 --> 00:04:59.000]  但你慢慢越來越成熟
[00:04:59.000 --> 00:05:04.000]  你發現原來你的人生戰場不是你看得見的人
[00:05:04.000 --> 00:05:07.000]  是你看不見的背後有一股勢力
[00:05:07.000 --> 00:05:10.000]  在不斷地攪擾你的人生
[00:05:10.000 --> 00:05:15.000]  使你沒有辦法能夠真的活出一個能夠見證神的一個人生
[00:05:15.000 --> 00:05:18.000]  所以保羅第一個提醒墨寮的話就是
[00:05:18.000 --> 00:05:20.000]  你們不是跟那些看得見的人打架
[00:05:20.000 --> 00:05:23.000]  你是跟那些看不見的人打架
[00:05:23.000 --> 00:05:25.000]  這個很重要
[00:05:25.000 --> 00:05:26.000]  你可以想像保羅
[00:05:26.000 --> 00:05:28.000]  比方說如果你讀以夫所述
[00:05:28.000 --> 00:05:31.000]  我們之前有講第五章的時候
[00:05:31.000 --> 00:05:34.000]  不是講到保羅提不同的人際關係嗎
[00:05:34.000 --> 00:05:35.000]  提到夫妻
[00:05:35.000 --> 00:05:37.000]  然後提到你跟兒女
[00:05:37.000 --> 00:05:39.000]  又提到主人跟奴僕對不對
[00:05:39.000 --> 00:05:41.000]  你想像你是一個奴僕
[00:05:41.000 --> 00:05:44.000]  就當年在羅馬帝國你是一個奴隸
[00:05:44.000 --> 00:05:45.000]  你有serve你的主人
[00:05:45.000 --> 00:05:47.000]  你覺得你人生只有一個戰場
[00:05:47.000 --> 00:05:49.000]  就是你那個討厭的主人
[00:05:49.000 --> 00:05:51.000]  每天都剝削你對不對
[00:05:51.000 --> 00:05:53.000]  以前奴隸制度是很殘忍的
[00:05:53.000 --> 00:05:55.000]  這對你來講
[00:05:55.000 --> 00:05:56.000]  作為一個奴隸
[00:05:56.000 --> 00:05:58.000]  你覺得人生其實沒什麼方向
[00:05:58.000 --> 00:05:59.000]  你覺得人生就是
[00:05:59.000 --> 00:06:01.000]  我出生就是個奴隸
[00:06:01.000 --> 00:06:03.000]  我大概一輩子就是serve這個主人
[00:06:03.000 --> 00:06:05.000]  我大概一輩子大概就這樣子
[00:06:05.000 --> 00:06:07.000]  可是當他讀到保羅的時候
[00:06:07.000 --> 00:06:08.000]  書信的時候
[00:06:08.000 --> 00:06:11.000]  他發現原來保羅說
[00:06:11.000 --> 00:06:13.000]  我不是一個奴隸的身分
[00:06:13.000 --> 00:06:15.000]  我是神
[00:06:15.000 --> 00:06:18.000]  從還沒有創造這個宇宙萬物之前
[00:06:18.000 --> 00:06:19.000]  就認識我
[00:06:19.000 --> 00:06:21.000]  並且揀選了我
[00:06:21.000 --> 00:06:22.000]  他說要愛我的
[00:06:22.000 --> 00:06:25.000]  並且他給我一個很grand的計畫
[00:06:25.000 --> 00:06:28.000]  而這個計畫會改變我的一生
[00:06:28.000 --> 00:06:30.000]  你發現作為一個奴僕
[00:06:30.000 --> 00:06:32.000]  你知道對他的挑戰是多大
[00:06:32.000 --> 00:06:34.000]  他一直以為我人生只有一個戰場
[00:06:34.000 --> 00:06:36.000]  就是我搞定我那個討厭的主人
[00:06:36.000 --> 00:06:38.000]  我一生就很好過
[00:06:38.000 --> 00:06:39.000]  可是現在保羅接著
[00:06:39.000 --> 00:06:40.000]  以夫所助提醒他說
[00:06:40.000 --> 00:06:41.000]  不是
[00:06:41.000 --> 00:06:44.000]  你的戰場是serve那一位
[00:06:44.000 --> 00:06:46.000]  真正創造你的神
[00:06:46.000 --> 00:06:49.000]  他有一個很偉大的計畫在你身上
[00:06:49.000 --> 00:06:51.000]  就是把這個真正福音
[00:06:51.000 --> 00:06:55.000]  把這位神介紹給你的主人
[00:06:55.000 --> 00:06:57.000]  他發現整個戰場就變了
[00:06:57.000 --> 00:06:58.000]  我現在人生活著
[00:06:58.000 --> 00:07:00.000]  不是為了怎麼樣對付我的老闆
[00:07:00.000 --> 00:07:02.000]  對付好了我就搞定
[00:07:02.000 --> 00:07:03.000]  現在人生的戰場變成說
[00:07:03.000 --> 00:07:06.000]  我要對付那個我看不見的
[00:07:06.000 --> 00:07:08.000]  撒旦魔鬼那些邪靈
[00:07:08.000 --> 00:07:10.000]  讓他們不能夠再攻擊我
[00:07:10.000 --> 00:07:11.000]  繳納我
[00:07:11.000 --> 00:07:12.000]  以至於我可以把這個
[00:07:12.000 --> 00:07:14.000]  真正福音的信息活出來
[00:07:14.000 --> 00:07:15.000]  不但只活出來
[00:07:15.000 --> 00:07:19.000]  還可以把這個信息傳給我家主人
[00:07:19.000 --> 00:07:21.000]  所有的人
[00:07:21.000 --> 00:07:23.000]  以前他們之所以能夠
[00:07:23.000 --> 00:07:24.000]  很短的時間
[00:07:24.000 --> 00:07:27.000]  真的改變整個羅馬帝國
[00:07:27.000 --> 00:07:28.000]  後來整個羅馬帝國
[00:07:28.000 --> 00:07:29.000]  本來是逼迫基督教的
[00:07:29.000 --> 00:07:31.000]  後來變成整個羅馬帝國
[00:07:31.000 --> 00:07:32.000]  都是變基督教
[00:07:32.000 --> 00:07:34.000]  就是因為所有的人
[00:07:34.000 --> 00:07:36.000]  一起領受這個使命
[00:07:36.000 --> 00:07:38.000]  無論你是奴僕也好
[00:07:38.000 --> 00:07:39.000]  你作為父親也好
[00:07:39.000 --> 00:07:41.000]  你作為兒子的身份也好
[00:07:41.000 --> 00:07:42.000]  你作為太太的身份
[00:07:42.000 --> 00:07:43.000]  你作為
[00:07:43.000 --> 00:07:45.000]  就像我們那天禮拜四晚上
[00:07:45.000 --> 00:07:46.000]  忠神說
[00:07:46.000 --> 00:07:48.000]  你說我是一個家庭主婦
[00:07:48.000 --> 00:07:50.000]  可是家庭主婦也可以
[00:07:50.000 --> 00:07:52.000]  做得很像樣的家庭主婦
[00:07:52.000 --> 00:07:55.000]  也能夠見證神的福音
[00:07:55.000 --> 00:07:56.000]  在香港
[00:07:56.000 --> 00:07:58.000]  因為香港人的文化不一樣
[00:07:58.000 --> 00:07:59.000]  香港人文化就很多家庭
[00:07:59.000 --> 00:08:03.000]  都會請一些所謂的菲律賓工人
[00:08:03.000 --> 00:08:04.000]  就幫你煮飯
[00:08:04.000 --> 00:08:05.000]  打掃衛生
[00:08:05.000 --> 00:08:07.000]  香港其實很多教會
[00:08:07.000 --> 00:08:09.000]  到很多年前就開始推動說
[00:08:09.000 --> 00:08:11.000]  其實你們不應該
[00:08:11.000 --> 00:08:12.000]  作為基督徒
[00:08:12.000 --> 00:08:15.000]  不應該對你的工人太不好
[00:08:15.000 --> 00:08:16.000]  因為需要把福音
[00:08:16.000 --> 00:08:17.000]  傳給你的工人
[00:08:17.000 --> 00:08:18.000]  所以很多基督徒
[00:08:18.000 --> 00:08:19.000]  就領受這個意義上
[00:08:19.000 --> 00:08:21.000]  就開始這樣做
[00:08:21.000 --> 00:08:23.000]  他們還真的帶了很多
[00:08:23.000 --> 00:08:25.000]  他們的菲律賓的工人
[00:08:25.000 --> 00:08:26.000]  來到教會信主
[00:08:26.000 --> 00:08:27.000]  因為那些菲律賓的工人
[00:08:27.000 --> 00:08:28.000]  他們知道說
[00:08:28.000 --> 00:08:31.000]  為什麼有些主人這麼刻薄
[00:08:31.000 --> 00:08:32.000]  為什麼有些主人
[00:08:32.000 --> 00:08:34.000]  真的懂得尊重你
[00:08:34.000 --> 00:08:35.000]  懂得愛你
[00:08:35.000 --> 00:08:36.000]  那些主人不一樣
[00:08:36.000 --> 00:08:38.000]  原來他們是基督徒
[00:08:38.000 --> 00:08:40.000]  因此他們就信主
[00:08:40.000 --> 00:08:43.000]  有些甚至是菲律賓的工人
[00:08:43.000 --> 00:08:45.000]  影響了他的主人
[00:08:45.000 --> 00:08:46.000]  把主人帶回教會
[00:08:46.000 --> 00:08:47.000]  信主也有的
[00:08:47.000 --> 00:08:48.000]  因為有些主人覺得
[00:08:48.000 --> 00:08:49.000]  很難得請到一個
[00:08:49.000 --> 00:08:51.000]  這麼忠心的工人
[00:08:51.000 --> 00:08:53.000]  一切都很負責任
[00:08:53.000 --> 00:08:54.000]  做得又好
[00:08:54.000 --> 00:08:56.000]  後來發現原來是個基督徒
[00:08:56.000 --> 00:08:58.000]  你就影響了
[00:08:58.000 --> 00:08:59.000]  以前你不認識的時候
[00:08:59.000 --> 00:09:00.000]  你以為
[00:09:00.000 --> 00:09:01.000]  對 我人生只有一個戰場
[00:09:01.000 --> 00:09:03.000]  就是我那個討厭的老闆
[00:09:03.000 --> 00:09:05.000]  我搞定他就搞定了一切
[00:09:05.000 --> 00:09:07.000]  現在你知道不是
[00:09:07.000 --> 00:09:09.000]  你要對付的不是你的老闆
[00:09:09.000 --> 00:09:10.000]  你要對付的
[00:09:10.000 --> 00:09:12.000]  是你看不見 驕傲你
[00:09:12.000 --> 00:09:14.000]  那你沒有辦法
[00:09:14.000 --> 00:09:16.000]  把神的使命活出來的
[00:09:16.000 --> 00:09:18.000]  撒旦魔鬼
[00:09:18.000 --> 00:09:19.000]  他們領受了之後就發現
[00:09:19.000 --> 00:09:21.000]  他整個戰場就變了
[00:09:21.000 --> 00:09:22.000]  整個人生方向就變了
[00:09:22.000 --> 00:09:24.000]  我不再考慮說
[00:09:24.000 --> 00:09:26.000]  怎麼樣對付的老闆這麼刻薄
[00:09:26.000 --> 00:09:27.000]  你要考慮的是
[00:09:27.000 --> 00:09:30.000]  怎麼樣在你現在的位置上
[00:09:30.000 --> 00:09:33.000]  能夠活出神應該給你的使命
[00:09:33.000 --> 00:09:35.000]  然後你可以影響你的老闆
[00:09:35.000 --> 00:09:37.000]  作為老闆你可以影響你的下屬
[00:09:37.000 --> 00:09:39.000]  作為先生影響你的太太
[00:09:39.000 --> 00:09:41.000]  太太影響你的先生
[00:09:41.000 --> 00:09:43.000]  作為父親影響你的孩子
[00:09:43.000 --> 00:09:45.000]  作為孩子你就影響你的父親
[00:09:45.000 --> 00:09:46.000]  影響你的同學
[00:09:46.000 --> 00:09:47.000]  各個層面
[00:09:47.000 --> 00:09:49.000]  神說現在你要知道
[00:09:49.000 --> 00:09:52.000]  無論你哪一個人際關係層面
[00:09:52.000 --> 00:09:55.000]  你的敵人已經不再是人了
[00:09:55.000 --> 00:09:57.000]  已經變了一個方向
[00:09:57.000 --> 00:09:59.000]  所以當初對那些盧浦來講
[00:09:59.000 --> 00:10:00.000]  他本來覺得
[00:10:00.000 --> 00:10:02.000]  我人生大概就這樣子
[00:10:02.000 --> 00:10:04.000]  突然間發現不一樣的時候
[00:10:04.000 --> 00:10:07.000]  當初看初期教會的歷史
[00:10:07.000 --> 00:10:09.000]  發現整個羅馬帝國被影響
[00:10:09.000 --> 00:10:11.000]  是因為所有人
[00:10:11.000 --> 00:10:13.000]  一起出動領受這個意象
[00:10:13.000 --> 00:10:16.000]  商人去到任何地方做生意
[00:10:16.000 --> 00:10:18.000]  他們不是只是賺錢
[00:10:18.000 --> 00:10:20.000]  他想到怎麼樣透過這個生意
[00:10:20.000 --> 00:10:22.000]  把神的福音能夠帶到那個地方
[00:10:22.000 --> 00:10:25.000]  做老師的不只是教學生
[00:10:25.000 --> 00:10:27.000]  他在想教學生的同時
[00:10:27.000 --> 00:10:29.000]  我怎麼樣讓這些學生能夠認識說
[00:10:29.000 --> 00:10:31.000]  有一位神是愛他們的
[00:10:31.000 --> 00:10:33.000]  他們不是孤兒
[00:10:33.000 --> 00:10:34.000]  他們不是宇宙的孤兒
[00:10:34.000 --> 00:10:36.000]  只是偶爾出現偶爾就消失
[00:10:36.000 --> 00:10:38.000]  他們的出現有個計畫
[00:10:38.000 --> 00:10:40.000]  作為一個奴隸
[00:10:40.000 --> 00:10:42.000]  就算菲律賓的工人也要想說
[00:10:42.000 --> 00:10:44.000]  我怎麼樣可以讓我的主人知道
[00:10:44.000 --> 00:10:45.000]  有一位神愛他
[00:10:45.000 --> 00:10:47.000]  作為主人就要想
[00:10:47.000 --> 00:10:49.000]  我怎麼樣使我的工人也能夠知道說
[00:10:49.000 --> 00:10:51.000]  有一位神也愛他
[00:10:51.000 --> 00:10:53.000]  所以整個畫面就變了
[00:10:53.000 --> 00:10:54.000]  當他們一起出動的時候
[00:10:54.000 --> 00:10:56.000]  你發現那個power是很powerful
[00:10:56.000 --> 00:10:58.000]  為什麼他們很短的時間
[00:10:58.000 --> 00:11:01.000]  可以把影響當初整個羅馬帝國
[00:11:01.000 --> 00:11:04.000]  是因為全民一起出動
[00:11:04.000 --> 00:11:05.000]  對我們來講
[00:11:05.000 --> 00:11:07.000]  保羅給我們的挑戰也是一樣
[00:11:07.000 --> 00:11:11.000]  我在前陣子聽到一個見證
[00:11:11.000 --> 00:11:13.000]  我有一次跟大家分享過
[00:11:13.000 --> 00:11:14.000]  這是別人跟我分享的
[00:11:14.000 --> 00:11:17.000]  說有一個讀英文的在中國大陸
[00:11:17.000 --> 00:11:19.000]  他讀英文系
[00:11:19.000 --> 00:11:20.000]  但是你知道美聯中國大陸
[00:11:20.000 --> 00:11:22.000]  幾百萬的人畢業
[00:11:22.000 --> 00:11:23.000]  不一定大學生
[00:11:23.000 --> 00:11:25.000]  現在其實已經不吃香了
[00:11:25.000 --> 00:11:26.000]  滿街都是大學生
[00:11:26.000 --> 00:11:28.000]  所以找工作很難
[00:11:28.000 --> 00:11:29.000]  他讀英文系
[00:11:29.000 --> 00:11:31.000]  結果當時一出來
[00:11:31.000 --> 00:11:33.000]  也找不到任何工作
[00:11:33.000 --> 00:11:35.000]  那結果找到什麼工作呢
[00:11:35.000 --> 00:11:38.000]  找到一份在酒店裡面做janitor
[00:11:38.000 --> 00:11:40.000]  清潔工
[00:11:40.000 --> 00:11:41.000]  他本來是很沮喪的
[00:11:41.000 --> 00:11:43.000]  可是有個導師就鼓勵他說
[00:11:43.000 --> 00:11:44.000]  不要小看
[00:11:44.000 --> 00:11:46.000]  神給你任何一個位置
[00:11:46.000 --> 00:11:47.000]  只要你好好的做
[00:11:47.000 --> 00:11:49.000]  發揮你的影響力
[00:11:49.000 --> 00:11:51.000]  你的戰場不是這個環境
[00:11:51.000 --> 00:11:53.000]  不是說不要怨天尤人
[00:11:53.000 --> 00:11:54.000]  怎麼這個環境這麼差
[00:11:54.000 --> 00:11:56.000]  我這麼辛苦讀完英文出來
[00:11:56.000 --> 00:11:57.000]  只是清潔而已
[00:11:57.000 --> 00:12:00.000]  他說你只要真的信得過神
[00:12:00.000 --> 00:12:02.000]  你好好的做這份工
[00:12:02.000 --> 00:12:04.000]  你能夠發揮你的影響力
[00:12:04.000 --> 00:12:05.000]  他也真的聽
[00:12:05.000 --> 00:12:07.000]  所以他非常的認真
[00:12:07.000 --> 00:12:09.000]  他不單只是說清潔工
[00:12:09.000 --> 00:12:11.000]  他在做清潔工的同時
[00:12:11.000 --> 00:12:13.000]  只要遇到任何外國的客人
[00:12:13.000 --> 00:12:16.000]  他一定上去打招呼順便練他的英文
[00:12:16.000 --> 00:12:18.000]  說How are you
[00:12:18.000 --> 00:12:20.000]  What can I do for you
[00:12:20.000 --> 00:12:21.000]  非常的認真
[00:12:21.000 --> 00:12:23.000]  後來做了幾個月之後
[00:12:23.000 --> 00:12:25.000]  被他的經理看中說
[00:12:25.000 --> 00:12:28.000]  因為每個客人都跟他們講說
[00:12:28.000 --> 00:12:30.000]  你們的清潔工英文這麼棒啊
[00:12:30.000 --> 00:12:33.000]  而且又這麼賣力又負責任
[00:12:33.000 --> 00:12:34.000]  非常的棒
[00:12:34.000 --> 00:12:35.000]  很多人推薦
[00:12:35.000 --> 00:12:37.000]  所以後來經理看到這個人不錯
[00:12:37.000 --> 00:12:41.000]  很快就把他從清潔工升為大堂的經理
[00:12:41.000 --> 00:12:42.000]  有時候人生就是這樣子
[00:12:42.000 --> 00:12:46.000]  有時候你以為你的戰場是這個環境
[00:12:46.000 --> 00:12:47.000]  是人
[00:12:47.000 --> 00:12:51.000]  但是你發現無論你在哪一個位置
[00:12:51.000 --> 00:12:54.000]  只要你願意領受神給你這個意向
[00:12:54.000 --> 00:12:57.000]  你會發現你的使命完全不一樣
[00:12:57.000 --> 00:12:59.000]  你不只是一個清潔工
[00:12:59.000 --> 00:13:03.000]  你不只是一個菲律賓工人幫你煮飯
[00:13:03.000 --> 00:13:04.000]  你有更大的使命
[00:13:04.000 --> 00:13:08.000]  就是把這個福音能夠見證出來
[00:13:08.000 --> 00:13:13.000]  但是我們需要面對的就是非常非常可怕的敵人
[00:13:13.000 --> 00:13:17.000]  那個敵人會讓你沒有勇氣見證福音的
[00:13:17.000 --> 00:13:18.000]  那就是撒旦魔鬼
[00:13:18.000 --> 00:13:20.000]  所以首先你要了解你的敵人是誰
[00:13:20.000 --> 00:13:22.000]  聽清楚不是人
[00:13:22.000 --> 00:13:23.000]  真的不是人
[00:13:23.000 --> 00:13:25.000]  我聽過太多人以為人是他的敵人
[00:13:25.000 --> 00:13:27.000]  我們前陣子去retreat的時候
[00:13:27.000 --> 00:13:28.000]  也有人分享說
[00:13:28.000 --> 00:13:30.000]  我很喜歡侍奉神
[00:13:30.000 --> 00:13:33.000]  可是我一想到小主那些頭痛的人
[00:13:33.000 --> 00:13:35.000]  我就覺得我不想侍奉
[00:13:35.000 --> 00:13:38.000]  有時候我們覺得我們面對最大的敵人是人
[00:13:38.000 --> 00:13:40.000]  但是告訴你不是
[00:13:40.000 --> 00:13:41.000]  保羅說不是
[00:13:41.000 --> 00:13:43.000]  讓你沒有辦法侍奉的
[00:13:43.000 --> 00:13:45.000]  是你看不見的一股力量
[00:13:45.000 --> 00:13:46.000]  所以要清楚
[00:13:46.000 --> 00:13:51.000]  第二個我們要學習一下對付這個敵人的方法是什麼
[00:13:51.000 --> 00:13:53.000]  那麼保羅也告訴我們方法
[00:13:53.000 --> 00:13:56.000]  所以在以父所述繼續讀下去的時候
[00:13:56.000 --> 00:14:00.000]  我們看到六章十四十七節那邊告訴我們方法了
[00:14:00.000 --> 00:14:02.000]  他說所以要站穩了
[00:14:02.000 --> 00:14:05.000]  就是受到敵人攻擊的時候要站穩
[00:14:05.000 --> 00:14:07.000]  他說用什麼方式站穩呢
[00:14:07.000 --> 00:14:11.000]  他說是用真理當作帶子束腰
[00:14:11.000 --> 00:14:15.000]  用公義當作呼吸經遮胸
[00:14:15.000 --> 00:14:19.000]  又用平安的福音當作預備走路的鞋穿在腳上
[00:14:19.000 --> 00:14:23.000]  此外又拿著信德當盾牌
[00:14:23.000 --> 00:14:26.000]  可以滅盡那惡者一切的火箭
[00:14:26.000 --> 00:14:28.000]  並戴上救恩的頭盔
[00:14:28.000 --> 00:14:35.000]  拿著聖靈的寶劍就是上帝的道
[00:14:35.000 --> 00:14:39.000]  這裡保羅告訴我們說戰勝這位仇敵的方式
[00:14:39.000 --> 00:14:43.000]  用的武器裝備跟我們想像的不一樣
[00:14:43.000 --> 00:14:45.000]  因為如果你要對付人
[00:14:45.000 --> 00:14:48.000]  你就要想很多人的方式
[00:14:48.000 --> 00:14:51.000]  我記得第一個是你打錯敵人
[00:14:51.000 --> 00:14:53.000]  第二個就算認清那個敵人
[00:14:53.000 --> 00:14:55.000]  你要用對裝備
[00:14:55.000 --> 00:14:58.000]  在第二次世界大戰的時候
[00:14:58.000 --> 00:15:00.000]  希特勒當時的野心上台之後
[00:15:00.000 --> 00:15:02.000]  他野心越來越大
[00:15:02.000 --> 00:15:05.000]  後來他就覺得我要統一整個世界
[00:15:05.000 --> 00:15:09.000]  所以他就開始去侵佔隔壁的那些國家
[00:15:09.000 --> 00:15:11.000]  當時在歐洲的時候
