
[00:00:00.000 --> 00:00:02.240]  在這裏我們一起再次透過禱告
[00:04:07.760 --> 00:04:10.260]  還沒到慈善家這麼重要
[00:04:10.260 --> 00:04:11.960]  所以有些牧者就說
[00:04:11.960 --> 00:04:13.340]  不做慈善家
[00:04:13.340 --> 00:04:16.020]  你都要至少學會
[00:04:16.020 --> 00:04:17.420]  當你去施捨
[00:04:17.420 --> 00:04:19.880]  不要張揚
[00:04:19.880 --> 00:04:23.420]  究竟耶穌講這番話
[00:04:23.420 --> 00:04:25.840]  在這段講道裡面
[00:04:25.840 --> 00:04:29.640]  是不是真的為了這個目的而去講呢?
[00:04:29.640 --> 00:04:32.840]  而《馬太福音》的作者馬太
[00:04:32.840 --> 00:04:37.460]  當他記錄第六章第一至第四節的經文的時候
[00:04:37.460 --> 00:04:40.260]  亦都好像這些傳道人
[00:04:40.260 --> 00:04:45.260]  他們所原本以為寫這段聖經的目的呢?
[00:04:45.260 --> 00:04:48.580]  今天我們就來探究一下這個問題
[00:04:48.580 --> 00:04:50.880]  亦都在這個探究的過程當中
[00:04:50.880 --> 00:04:52.140]  我們會發現到
[00:04:52.140 --> 00:04:55.420]  原來耶穌要講的主旨
[00:04:55.420 --> 00:05:02.260]  是更深過這個所談論到的所謂《論施捨》的題目
[00:05:02.260 --> 00:05:05.640]  今天所以和大家一起去講這段經文的
[00:05:05.640 --> 00:05:07.180]  我們要給它一個題目
[00:05:07.180 --> 00:05:11.920]  叫做「我的屬靈生命向著誰?」
[00:05:11.920 --> 00:05:16.460]  Who am I spiritual life pondering?
[00:05:16.460 --> 00:05:20.420]  我們會透過《馬太福音》第六章第一至第四節
[00:05:20.420 --> 00:05:22.380]  一起去思想這段經文
[00:05:22.380 --> 00:05:24.880]  我們會分為兩個部份一起去看
[00:05:24.880 --> 00:05:26.880]  第一個部份我們會去看的
[00:05:26.880 --> 00:05:30.300]  就是第六章的第一節
[00:05:30.300 --> 00:05:31.800]  為了方便大家
[00:05:31.800 --> 00:05:35.020]  我將這部份給了它一個副題
[00:05:35.020 --> 00:05:38.680]  叫做「要得誰加許?」
[00:05:38.680 --> 00:05:41.520]  Whose acknowledgement?
[00:05:41.520 --> 00:05:44.480]  讓我們再去讀多一次這段經文好不好?
[00:05:44.480 --> 00:05:46.340]  第六章的第一節
[00:05:46.340 --> 00:05:49.260]  讓我們去看一下這段經文講些什麼
[00:05:49.260 --> 00:05:50.920]  這段經文是這樣講的
[00:05:50.920 --> 00:05:53.180]  「你們要小心
[00:05:53.180 --> 00:05:57.340]  不可將善行行在人的面前
[00:05:57.340 --> 00:06:00.560]  故意叫他們看見
[00:06:00.560 --> 00:06:07.840]  若是這樣就不能得你們天賦的賞賜了」
[00:06:07.840 --> 00:06:09.140]  在一開始的時候
[00:06:09.140 --> 00:06:10.640]  我已經講過給大家知道
[00:06:10.640 --> 00:06:15.020]  猶太人有三大宗教活動
[00:06:15.020 --> 00:06:19.300]  在他們平日的生活裏面是經常發現的
[00:06:19.300 --> 00:06:21.480]  第一個就是施捨
[00:06:21.480 --> 00:06:23.880]  第二就是禱告
[00:06:23.880 --> 00:06:26.060]  第三就是禁食
[00:06:26.060 --> 00:06:27.300]  而這三個的題目
[00:06:27.300 --> 00:06:31.720]  就在接下來的第六章裏面開始介紹給我們看
[00:06:31.720 --> 00:06:34.380]  而我們首先要明白的就是
[00:06:34.380 --> 00:06:41.100]  原來論施捨、禱告和禁食三個題目
[00:06:41.100 --> 00:06:46.520]  雖然看上去好像三個完全沒什麼關係的題目
[00:06:46.520 --> 00:06:49.560]  其實在它的要旨上
[00:06:49.560 --> 00:06:52.060]  其實是互相的緊扣
[00:06:52.060 --> 00:06:58.300]  這也是正式耶穌要在他向著這班門徒教導
[00:06:58.300 --> 00:07:01.300]  去預備猜他們出去傳道的時候
[00:07:01.300 --> 00:07:05.180]  一個很重要的討論的部分
[00:07:05.180 --> 00:07:09.560]  因為當他經過了這三個的題目去討論的時候
[00:07:09.560 --> 00:07:14.300]  所有這些門徒應該他們已經有一個更深的了解
[00:07:14.300 --> 00:07:18.300]  帶著一個什麼樣的心態或者心智
[00:07:18.300 --> 00:07:22.720]  是在他們將來的侍奉的路程上
[00:07:22.720 --> 00:07:25.420]  怎樣一路與上帝同行
[00:07:25.420 --> 00:07:28.420]  我們看回剛才第六章的第一節
[00:07:28.420 --> 00:07:32.100]  第六章第一節是在希臘文裏面
[00:07:32.100 --> 00:07:36.920]  以一種命令式或者勸導式的一個說話
[00:07:36.920 --> 00:07:42.140]  向當時的群眾作出一連串的講論
[00:07:42.140 --> 00:07:44.020]  所以在這段聖經裏面
[00:07:44.020 --> 00:07:46.680]  就很特別的去介紹到
[00:07:46.680 --> 00:07:49.180]  他說你們要小心
[00:07:49.180 --> 00:07:53.180]  這是一個很大的警醒來的
[00:07:53.180 --> 00:07:57.180]  是一個很重要作為一個好像一個導師
[00:07:57.180 --> 00:08:01.180]  向他的學生一個很清楚的提醒
[00:08:01.180 --> 00:08:04.680]  這件事是非常之重要的
[00:08:04.680 --> 00:08:05.680]  是什麼呢?
[00:08:05.680 --> 00:08:10.680]  不可將善行行在人的面前
[00:08:10.680 --> 00:08:12.180]  為什麼呢?
[00:08:12.180 --> 00:08:14.180]  我們如果就這樣讀下去
[00:08:14.180 --> 00:08:18.180]  我們覺得很奇怪,做善行被人不知道為什麼
[00:08:18.180 --> 00:08:21.180]  不知道,那人家怎麼知道我做了善行
[00:08:21.180 --> 00:08:23.180]  如果我不做給他知道
[00:08:23.180 --> 00:08:27.180]  他又怎麼去拿這些我向他作出的善行
[00:08:27.180 --> 00:08:29.180]  我們看看在這裏
[00:08:29.180 --> 00:08:31.180]  耶穌當講完這句說話
[00:08:31.180 --> 00:08:37.180]  原來他提出了有些人有個原因去做善行
[00:08:37.180 --> 00:08:42.180]  原來有些人去做善行是故意叫他們漢奸
[00:08:42.180 --> 00:08:44.180]  什麼叫他們漢奸
[00:08:44.180 --> 00:08:48.180]  是叫其他的人去看到
[00:08:48.180 --> 00:08:52.180]  耶穌這樣講其實是很清楚界定到
[00:08:52.180 --> 00:08:55.180]  原來耶穌叫人去行善
[00:08:55.180 --> 00:08:58.180]  不要讓人看得到他行善
[00:08:58.180 --> 00:09:02.180]  因為這樣會造成一個局面
[00:09:02.180 --> 00:09:03.180]  這是什麼局面呢?
[00:09:03.180 --> 00:09:05.180]  我們會繼續去看的
[00:09:05.180 --> 00:09:09.180]  他更加詳細講如果不這樣做會有什麼後果
[00:09:09.180 --> 00:09:11.180]  所以他馬上說若是這樣
[00:09:11.180 --> 00:09:14.180]  即是如果你不照這樣做
[00:09:14.180 --> 00:09:17.180]  你仍然去做一些善行
[00:09:17.180 --> 00:09:20.180]  要是被人看到你行了善行的話
[00:09:20.180 --> 00:09:22.180]  你就會怎樣?
[00:09:22.180 --> 00:09:27.180]  就不能得你們天父的賞賜
[00:09:27.180 --> 00:09:29.180]  嘩!很嚴重
[00:09:29.180 --> 00:09:34.180]  這裏講到原來當我們行善行的時候
[00:09:34.180 --> 00:09:37.180]  是被人看到我們行
[00:09:37.180 --> 00:09:40.180]  我們就得不到天父的賞賜
[00:09:40.180 --> 00:09:45.180]  兩者的邏輯是怎樣連結起來?
[00:09:45.180 --> 00:09:49.180]  一方面要做好一些好事
[00:09:49.180 --> 00:09:53.180]  但同時間我們又要很謹慎地
[00:09:53.180 --> 00:09:57.180]  要知道如果我們做了出來被人看到的話
[00:09:57.180 --> 00:10:01.180]  我們會得不到上帝的賞賜
[00:10:01.180 --> 00:10:04.180]  首先我們去了解清楚
[00:10:04.180 --> 00:10:08.180]  這裏所談論到的善行這個字眼是什麼?
[00:10:08.180 --> 00:10:12.180]  如果我們再仔細看看善行這個字眼的時候
[00:10:12.180 --> 00:10:16.180]  如果深水清的弟兄姐妹就會去探索一下
[00:10:16.180 --> 00:10:20.180]  看看原本這個字眼的意思是什麼
[00:10:20.180 --> 00:10:24.180]  我讀希臘文,所以我會知道這個字眼
[00:10:24.180 --> 00:10:28.180]  原來這個字眼是指到人的義行
[00:10:28.180 --> 00:10:31.180]  很熟悉了,馬上這樣說
[00:10:31.180 --> 00:10:34.180]  英文叫righteousness,義
[00:10:34.180 --> 00:10:36.180]  耶穌在這裏說的義
[00:10:36.180 --> 00:10:39.180]  和我們一直在登山補訓裏面
[00:10:39.180 --> 00:10:42.180]  說到天國子民要有的
[00:10:42.180 --> 00:10:45.180]  他的屬靈的生命特質
[00:10:45.180 --> 00:10:50.180]  以及他能夠配合在上帝在天國子民的身份
[00:10:50.180 --> 00:10:54.180]  都是維繫在這個義這個題目的上面
[00:10:54.180 --> 00:10:57.180]  所以換言之,耶穌在這裏說
[00:10:57.180 --> 00:11:00.180]  你做所有義的事情
[00:11:00.180 --> 00:11:05.180]  都不要被人察覺到你在這裏做的
[00:11:05.180 --> 00:11:07.180]  因為如果你做了的話
[00:11:07.180 --> 00:11:12.180]  你就得不到上帝賦神賜給你的恩賜
[00:11:12.180 --> 00:11:15.180]  我們第二個要問的問題
[00:11:15.180 --> 00:11:19.180]  哇,恩賜,賦神的恩賜當然是很重要
[00:11:19.180 --> 00:11:23.180]  什麼恩賜,或者什麼賞賜
[00:11:23.180 --> 00:11:25.180]  按和合本這裏聖經所說
[00:11:25.180 --> 00:11:29.180]  如果我們查考這個字眼賞賜的時候
[00:11:29.180 --> 00:11:36.180]  在我們單單這段聖經裏面
[00:11:36.180 --> 00:11:39.180]  我們就要見到用這個賞賜的字眼
[00:11:39.180 --> 00:11:41.180]  用了三次最多
[00:11:41.180 --> 00:11:43.180]  第一節我們已經看見一次
[00:11:43.180 --> 00:11:47.180]  然後第二節又再次用到賞賜這個題目
[00:11:47.180 --> 00:11:49.180]  如果你們讀到最後
[00:11:49.180 --> 00:11:51.180]  我實在告訴你們
[00:11:51.180 --> 00:11:53.180]  你們已經得了他們的賞賜
[00:11:53.180 --> 00:11:55.180]  又說賞賜
[00:11:55.180 --> 00:11:59.180]  不過這次的賞賜是說他們
[00:11:59.180 --> 00:12:00.180]  不是從天父而來的
[00:12:00.180 --> 00:12:04.180]  是從其他人而來的賞賜
[00:12:04.180 --> 00:12:09.180]  而去到第四節又再次說到賞賜的問題
[00:12:09.180 --> 00:12:10.180]  所以我們去看
[00:12:10.180 --> 00:12:12.180]  不過這裏和合本的翻譯
[00:12:12.180 --> 00:12:15.180]  就不用賞賜同一個字眼翻譯
[00:12:15.180 --> 00:12:20.180]  就用了報答這個字眼來翻譯
[00:12:20.180 --> 00:12:25.180]  如果我們去看整個聖經的時候
[00:12:25.180 --> 00:12:30.180]  去嘗試了解到賞賜是甚麼意思
[00:12:30.180 --> 00:12:34.180]  賞賜基本上有兩重的意思
[00:12:34.180 --> 00:12:36.180]  第一重意思就是說
[00:12:36.180 --> 00:12:39.180]  說到一個人他做完一份工作
[00:12:39.180 --> 00:12:40.180]  做完一份工作了
[00:12:40.180 --> 00:12:42.180]  然後怎樣呢?
[00:12:42.180 --> 00:12:45.180]  做完工作就有糧出
[00:12:45.180 --> 00:12:48.180]  糧出糧這個行動
[00:12:48.180 --> 00:12:51.180]  也可以說是賞賜
[00:12:51.180 --> 00:12:54.180]  在原文聖經裏面也是這個意思
[00:12:54.180 --> 00:12:58.180]  所以我們曾經在路加福音裏面
[00:12:58.180 --> 00:13:01.180]  我們也曾經讀過一段經文
[00:13:01.180 --> 00:13:02.180]  大家很熟悉的
[00:13:02.180 --> 00:13:07.180]  就是「工人得工價是應當的」
[00:13:07.180 --> 00:13:10.180]  那裏說工人得工價
[00:13:10.180 --> 00:13:14.180]  工價也是用賞賜這個詞彙來陳述
[00:13:14.180 --> 00:13:17.180]  在路加福音第十章第七節
[00:13:17.180 --> 00:13:19.180]  就是這樣記載
[00:13:19.180 --> 00:13:21.180]  所以當我們去看
[00:13:21.180 --> 00:13:23.180]  其中一個解釋賞賜就是說
[00:13:23.180 --> 00:13:25.180]  你做了一些事
[00:13:25.180 --> 00:13:26.180]  而你做了這些事
[00:13:26.180 --> 00:13:27.180]  做完之後
[00:13:27.180 --> 00:13:29.180]  你應份得到的
[00:13:29.180 --> 00:13:32.180]  這個就是你的人工
[00:13:32.180 --> 00:13:35.180]  所以賞賜可以說是指到人工
[00:13:35.180 --> 00:13:38.180]  第二個第二重的意思
[00:13:38.180 --> 00:13:40.180]  指到賞賜是甚麼呢?
[00:13:40.180 --> 00:13:43.180]  就是指到對於一種
[00:13:43.180 --> 00:13:48.180]  有道義上好行為的一種確認
[00:13:48.180 --> 00:13:50.180]  我再重複說一次
[00:13:50.180 --> 00:13:53.180]  是對於一種在道義上的
[00:13:53.180 --> 00:13:56.180]  好行為的確認
[00:13:56.180 --> 00:13:59.180]  往往這個行動
[00:13:59.180 --> 00:14:03.180]  就是由神向人所發出的
[00:14:03.180 --> 00:14:07.180]  所以在這兩重的意思裏面
[00:14:07.180 --> 00:14:10.180]  究竟賞賜是甚麼的運用呢?
[00:14:10.180 --> 00:14:12.180]  耶穌在這裏所指到
[00:14:12.180 --> 00:14:14.180]  護神的賞賜是指甚麼呢?
[00:14:14.180 --> 00:14:17.180]  似乎應該是指到後者
[00:14:17.180 --> 00:14:22.180]  上帝看見人在他的道義上
[00:14:22.180 --> 00:14:25.180]  或者在義的標準上
[00:14:25.180 --> 00:14:28.180]  他做了一些好的行為
[00:14:28.180 --> 00:14:31.180]  就像這裏所說的善行
[00:14:31.180 --> 00:14:34.180]  上帝就確認他
[00:14:34.180 --> 00:14:38.180]  就是上帝承認了他
[00:14:38.180 --> 00:14:42.180]  耶穌在這裏對於門徒
[00:14:42.180 --> 00:14:44.180]  很清楚明白地說到
[00:14:44.180 --> 00:14:49.180]  他對於信徒如果做了義行之後的結果
[00:14:49.180 --> 00:14:52.180]  他最關心的事情是甚麼呢?
[00:14:52.180 --> 00:14:56.180]  原來上帝是會有賞賜
[00:14:56.180 --> 00:14:59.180]  不過那個來源是非常重要的
[00:14:59.180 --> 00:15:03.180]  要從上帝 從父神而來的
[00:15:03.180 --> 00:15:08.180]  如果我們循著這個思路去推想的話
[00:15:08.180 --> 00:15:13.180]  信徒的行為是否得到父神的確認
[00:15:13.180 --> 00:15:16.180]  其實應該是我們每一個信徒
[00:15:16.180 --> 00:15:19.180]  每一天我們的生命生活
[00:15:19.180 --> 00:15:22.180]  最關心的事情
[00:15:22.180 --> 00:15:25.180]  我們最關心的就是我們所做的事
[00:15:25.180 --> 00:15:29.180]  究竟是否得到上帝的確認
[00:15:29.180 --> 00:15:33.180]  或者上帝認為是對的
[00:15:33.180 --> 00:15:34.180]  這樣的情況
[00:15:34.180 --> 00:15:36.180]  用英文來說就是
[00:15:36.180 --> 00:15:39.180]  The affirmation from the Lord
[00:15:39.180 --> 00:15:41.180]  我們所做的事
[00:15:41.180 --> 00:15:45.180]  是否能夠得到神的肯定呢?
[00:15:45.180 --> 00:15:49.180]  但是當我們去查考這個字眼的時候
[00:15:49.180 --> 00:15:50.180]  賞賜
[00:15:50.180 --> 00:15:52.180]  原來這個字眼
[00:15:52.180 --> 00:15:55.180]  有一個很獨特的使用
[00:15:55.180 --> 00:16:00.180]  我們去按照這個70字譯本
[00:16:00.180 --> 00:16:02.180]  就是希臘文的版本
[00:16:02.180 --> 00:16:07.180]  同樣查這個賞賜字眼
[00:16:07.180 --> 00:16:08.180]  無獨有偶
[00:16:08.180 --> 00:16:10.180]  這個字眼第一次使用
[00:16:10.180 --> 00:16:16.180]  竟然是在我們一路所談及到的創世紀
[00:16:16.180 --> 00:16:17.180]  我在這裡說
[00:16:17.180 --> 00:16:19.180]  解釋馬太福音
[00:16:19.180 --> 00:16:23.180]  你一定要有創世紀作為你的座底
[00:16:23.180 --> 00:16:25.180]  如果你沒有創世紀的理解
[00:16:25.180 --> 00:16:28.180]  其實你會很多東西都誤解了
[00:16:28.180 --> 00:16:31.180]  原來在聖經裏面
[00:16:31.180 --> 00:16:35.180]  第一次談論到賞賜這個字眼
[00:16:35.180 --> 00:16:37.180]  Miss Rose這個字
[00:16:37.180 --> 00:16:43.180]  是在創世紀第十五章第一節裏面
[00:16:43.180 --> 00:16:47.180]  是聖經第一次用上賞賜
[00:16:47.180 --> 00:16:54.180]  指出上帝對亞伯蘭將會有豐富的賞賜
[00:16:54.180 --> 00:16:57.180]  當我們如果要去明白
[00:16:57.180 --> 00:16:59.180]  究竟馬太福音說什麼?
[00:16:59.180 --> 00:17:01.180]  我們又說需要了解創世紀
[00:17:01.180 --> 00:17:02.180]  現在我們知道
[00:17:02.180 --> 00:17:05.180]  創世紀原來都用這個字眼
[00:17:05.180 --> 00:17:09.180]  究竟這個賞賜在創世紀裏面
[00:17:09.180 --> 00:17:12.180]  其實是想帶一個什麼訊息呢?
[00:17:12.180 --> 00:17:18.180]  我們就要回憶創世紀第十四章裏面的經文
[00:17:18.180 --> 00:17:20.180]  我們剛才說
[00:17:20.180 --> 00:17:22.180]  第一次用就是十五章第一節
[00:17:22.180 --> 00:17:24.180]  十四章裏面的經文
[00:17:24.180 --> 00:17:27.180]  就成為一個很重要的背景
[00:17:27.180 --> 00:17:28.180]  讓我們明白
[00:17:28.180 --> 00:17:31.180]  為什麼上帝要去到第十五章的時候
[00:17:31.180 --> 00:17:33.180]  要向亞伯蘭顯現
[00:17:33.180 --> 00:17:35.180]  直接告訴她
[00:17:35.180 --> 00:17:39.180]  上帝會有豐富的賞賜給她呢?
[00:17:39.180 --> 00:17:41.180]  原來在第十四章裏面
[00:17:41.180 --> 00:17:46.180]  有很詳細的啟示告訴她
[00:17:46.180 --> 00:17:49.180]  當我們去看創世紀的第十四章
[00:17:49.180 --> 00:17:53.180]  從第十七節至到第二十節裏面
[00:17:53.180 --> 00:17:55.180]  我們就會發現到
[00:17:55.180 --> 00:17:58.180]  這段經文正好就是介紹到亞伯蘭
[00:17:58.180 --> 00:18:04.180]  剛剛經過了一場營救她的侄兒的聖像
[00:18:04.180 --> 00:18:07.180]  並且歸回的時候的一個記載
[00:18:07.180 --> 00:18:09.180]  如果我們記得
[00:18:09.180 --> 00:18:13.180]  亞伯蘭和她的侄兒羅德
[00:18:13.180 --> 00:18:18.180]  其實後來去到一旦河地區的時候
[00:18:18.180 --> 00:18:20.180]  就分地
[00:18:20.180 --> 00:18:22.180]  大家各道分道揚鑣
[00:18:22.180 --> 00:18:26.180]  因為羅德的職員
[00:18:26.180 --> 00:18:28.180]  就是那些同族的人
[00:18:28.180 --> 00:18:30.180]  就走來投訴說
[00:18:30.180 --> 00:18:32.180]  很煩啊
[00:18:32.180 --> 00:18:34.180]  在這個和亞伯蘭的交往裏面
[00:18:34.180 --> 00:18:35.180]  她的族裔
[00:18:35.180 --> 00:18:37.180]  於是亞伯蘭就說
[00:18:37.180 --> 00:18:39.180]  你選擇一個地
[00:18:39.180 --> 00:18:41.180]  她就選擇了
[00:18:41.180 --> 00:18:43.180]  靠近這個
[00:18:43.180 --> 00:18:45.180]  俄摩拉城地區的地方
[00:18:45.180 --> 00:18:47.180]  因為她看到那裏
[00:18:47.180 --> 00:18:49.180]  很豐富又平坦
[00:18:49.180 --> 00:18:51.180]  又有大城市
[00:18:51.180 --> 00:18:53.180]  俄摩拉當時可以這樣說
[00:18:53.180 --> 00:18:56.180]  是屬於巴勒斯坦地區上的
[00:18:56.180 --> 00:18:59.180]  其中一個首屈一指的一個
[00:18:59.180 --> 00:19:01.180]  就是大城市
[00:19:01.180 --> 00:19:03.180]  過大城市生活
[00:19:03.180 --> 00:19:06.180]  可以媲美當時的古埃及
[00:19:06.180 --> 00:19:08.180]  用今天說的
[00:19:08.180 --> 00:19:09.180]  去到紐約啊
[00:19:09.180 --> 00:19:10.180]  多倫多啊
[00:19:10.180 --> 00:19:11.180]  溫哥華啊
[00:19:11.180 --> 00:19:13.180]  這些大城市
[00:19:13.180 --> 00:19:14.180]  過大城市生活
[00:19:14.180 --> 00:19:15.180]  羅德就選擇了那裏
[00:19:15.180 --> 00:19:17.180]  但後來因為
[00:19:17.180 --> 00:19:19.180]  有些王去打仗
[00:19:19.180 --> 00:19:21.180]  就將羅德
[00:19:21.180 --> 00:19:23.180]  連同他的人啊
[00:19:23.180 --> 00:19:25.180]  資產啊
[00:19:25.180 --> 00:19:27.180]  連同所有索多瑪
[00:19:27.180 --> 00:19:29.180]  俄摩拉等等地區的東西
[00:19:29.180 --> 00:19:31.180]  全部擄掠了
[00:19:31.180 --> 00:19:34.180]  亞伯蘭作為叔叔
[00:19:34.180 --> 00:19:36.180]  那他當然
[00:19:36.180 --> 00:19:39.180]  一定要去營救他
[00:19:39.180 --> 00:19:41.180]  十四章十七節至二十節
[00:19:41.180 --> 00:19:44.180]  在創世紀裏面就說到這件事了
[00:19:44.180 --> 00:19:46.180]  亞伯蘭打贏仗啊
[00:19:46.180 --> 00:19:48.180]  四個王對五個王
[00:19:48.180 --> 00:19:50.180]  那四個王都不夠打
[00:19:50.180 --> 00:19:52.180]  亞伯蘭帶隊就跟著
[00:19:52.180 --> 00:19:54.180]  打贏了
[00:19:54.180 --> 00:19:56.180]  營救了羅德出來之後
[00:19:56.180 --> 00:19:58.180]  就回來的過程當中呢
[00:19:58.180 --> 00:20:01.180]  就遇見墨基西德
[00:20:01.180 --> 00:20:03.180]  於是乎墨基西德就在這個時候
[00:20:03.180 --> 00:20:05.180]  向亞伯蘭送上
[00:20:05.180 --> 00:20:08.180]  至高神的祝福
[00:20:08.180 --> 00:20:11.180]  按照在這條聖經裏面的記載呢
[00:20:11.180 --> 00:20:15.180]  當亞伯蘭接受了這個祝福的時候
[00:20:15.180 --> 00:20:19.180]  亞伯蘭就向墨基西德
[00:20:19.180 --> 00:20:21.180]  或者在原文聖經說
[00:20:21.180 --> 00:20:23.180]  可以甚至指到可能是
[00:20:23.180 --> 00:20:25.180]  借著墨基西德向上帝
[00:20:25.180 --> 00:20:29.180]  獻上他自己全部的十分之一
[00:20:29.180 --> 00:20:31.180]  作為一個回應
[00:20:31.180 --> 00:20:36.180]  去接收上帝這個至高神的祝福
[00:20:36.180 --> 00:20:38.180]  但是在這個時候又怎樣呢?
[00:20:38.180 --> 00:20:42.180]  當同時出現一個王
[00:20:42.180 --> 00:20:44.180]  叫做所多瑪王
[00:20:44.180 --> 00:20:47.180]  在這個時候所多瑪王就進場
