
[00:00:00.000 --> 00:00:03.000]  好多謝青少年的群體為我們獻唱
[00:02:35.000 --> 00:02:39.000]  但是如果你就算過了都不要緊
[00:02:39.000 --> 00:02:43.000]  因為你知道我們的生理年齡
[00:02:43.000 --> 00:02:45.000]  和我們實際的年齡是可以有差別的
[00:02:45.000 --> 00:02:46.000]  剛剛世界盃打完
[00:02:46.000 --> 00:02:48.000]  Cristiano Ronaldo
[00:02:48.000 --> 00:02:49.000]  他四十一歲
[00:02:49.000 --> 00:02:51.000]  但是他的生理年齡是多少歲
[00:02:51.000 --> 00:02:53.000]  二十九點八歲
[00:02:53.000 --> 00:02:57.000]  所以即使你過了少少
[00:02:57.000 --> 00:02:59.000]  你仍然都可以是青少年
[00:02:59.000 --> 00:03:02.000]  而且我們也有上帝的應許
[00:03:02.000 --> 00:03:05.000]  詩篇一百零三篇那裏這樣講
[00:03:05.000 --> 00:03:07.000]  就是上帝應許我們
[00:03:07.000 --> 00:03:10.000]  我們可以如嬰返老還童
[00:03:10.000 --> 00:03:15.000]  你的心理年齡其實是可以很年輕的
[00:03:15.000 --> 00:03:19.000]  今天我們崇拜完之後
[00:03:19.000 --> 00:03:21.000]  我們有一對U30對U60
[00:03:21.000 --> 00:03:25.000]  你要知道U60其實都可以很年輕的
[00:03:25.000 --> 00:03:27.000]  有機會你們可以去看一下
[00:03:27.000 --> 00:03:29.000]  很精彩的
[00:03:29.000 --> 00:03:33.000]  今天我們講到的主角
[00:03:33.000 --> 00:03:36.000]  施洗約翰
[00:03:36.000 --> 00:03:39.000]  施洗約翰如果從這個框架底下
[00:03:39.000 --> 00:03:42.000]  他絕對不是十一歲至十九歲
[00:03:42.000 --> 00:03:44.000]  但他絕對是一個青少年
[00:03:44.000 --> 00:03:48.000]  或者叫一個很年壯的青年
[00:03:48.000 --> 00:03:50.000]  因為他幾多歲呢
[00:03:50.000 --> 00:03:53.000]  剛剛讀的經文講到的時間
[00:03:53.000 --> 00:03:58.000]  他應該就是大概三十多歲
[00:03:58.000 --> 00:03:59.000]  為什麼
[00:03:59.000 --> 00:04:05.000]  因為施洗約翰就是耶穌的表哥
[00:04:05.000 --> 00:04:07.000]  他帶他六個月
[00:04:07.000 --> 00:04:09.000]  你看看老加福音這樣講
[00:04:09.000 --> 00:04:13.000]  而老加福音講耶穌出來傳道的時間
[00:04:13.000 --> 00:04:15.000]  年約三十歲
[00:04:15.000 --> 00:04:18.000]  所以施洗約翰正正那段時間
[00:04:18.000 --> 00:04:21.000]  就是一個青少年
[00:04:21.000 --> 00:04:24.000]  他可以說是青少年的典範
[00:04:24.000 --> 00:04:26.000]  如果你是青少年的
[00:04:26.000 --> 00:04:28.000]  希望他成為你的榜樣
[00:04:28.000 --> 00:04:31.000]  如果我們心境都是一個青少年
[00:04:31.000 --> 00:04:35.000]  或者我們都想追求達至完美
[00:04:35.000 --> 00:04:37.000]  完善 完全
[00:04:37.000 --> 00:04:40.000]  我們都覺得我們未是完全的時間
[00:04:40.000 --> 00:04:44.000]  他都可以成為我們的榜樣
[00:04:44.000 --> 00:04:49.000]  究竟他是我們一個什麼樣的榜樣呢
[00:04:49.000 --> 00:04:54.000]  看一下我們的PowerPoint
[00:04:54.000 --> 00:04:56.000]  我們今天會讀兩段經文
[00:04:56.000 --> 00:05:01.000]  剛才都讀了
[00:05:01.000 --> 00:05:02.000]  不好意思
[00:05:02.000 --> 00:05:06.000]  我有少少handicap
[00:05:06.000 --> 00:05:08.000]  千萬不要告訴我兒子
[00:05:08.000 --> 00:05:12.000]  因為他真的覺得我是老人家
[00:05:12.000 --> 00:05:15.000]  剛才我們讀了兩段經文
[00:05:15.000 --> 00:05:17.000]  都是介紹施洗約翰
[00:05:17.000 --> 00:05:19.000]  施洗約翰是一個什麼人呢
[00:05:19.000 --> 00:05:21.000]  他是一個大好青年
[00:05:21.000 --> 00:05:23.000]  同時間他在聖經裏面
[00:05:23.000 --> 00:05:28.000]  是一個大配角
[00:05:28.000 --> 00:05:29.000]  你會發覺
[00:05:29.000 --> 00:05:32.000]  如果你看《讓福音》《馬太福音》
[00:05:32.000 --> 00:05:34.000]  《路加福音》《馬號福音》
[00:05:34.000 --> 00:05:36.000]  第一個出現的人
[00:05:36.000 --> 00:05:39.000]  就是施洗約翰
[00:05:39.000 --> 00:05:41.000]  他才出現的
[00:05:41.000 --> 00:05:42.000]  你可以這樣說
[00:05:42.000 --> 00:05:45.000]  很多人都會以為他是主角
[00:05:45.000 --> 00:05:47.000]  但是你再看下去
[00:05:47.000 --> 00:05:51.000]  你會發覺原來他出現頭兩章就沒有了
[00:05:51.000 --> 00:05:52.000]  他就完了
[00:05:52.000 --> 00:05:55.000]  今天我們讀的經文就是
[00:05:55.000 --> 00:05:58.000]  《讓福音》第三章
[00:05:58.000 --> 00:06:14.000]  二十二至到第三十節
[00:06:14.000 --> 00:06:15.000]  剛才我們讀了
[00:06:15.000 --> 00:06:18.000]  請看我再讀多一點
[00:06:18.000 --> 00:06:20.000]  解釋一下背景
[00:06:20.000 --> 00:06:36.000]  這時以後耶穌和門徒到了猶太地,在那裡居住施洗,約翰在靠近撒冷的哀戀也施洗,因為那裡水多,眾人都去受洗,那時約翰還沒有下載監女。
[00:06:36.000 --> 00:06:37.000]  這個是我們的背景
[00:06:37.000 --> 00:06:40.000]  可以了解施洗約翰是一個什麼處境
[00:06:40.000 --> 00:06:43.000]  他在說施洗約翰是施洗
[00:06:43.000 --> 00:06:45.000]  然後耶穌也去施洗
[00:06:45.000 --> 00:06:47.000]  你會發覺沒什麼所謂
[00:06:47.000 --> 00:06:49.000]  兩班人一起施洗
[00:06:49.000 --> 00:06:51.000]  大把地方
[00:06:51.000 --> 00:06:56.000]  但當時就發現一個處境就是
[00:06:56.000 --> 00:07:01.000]  眾人都去受洗
[00:07:01.000 --> 00:07:03.000]  接著就下載監女
[00:07:03.000 --> 00:07:06.000]  接著就去
[00:07:06.000 --> 00:07:08.000]  請下一章
[00:07:08.000 --> 00:07:15.000]  接著第25節那裡就是約翰的門徒和一個猶太人辯論結證的禮
[00:07:15.000 --> 00:07:16.000]  就來見約翰說
[00:07:16.000 --> 00:07:19.000]  拉比從前和你再約旦河外
[00:07:19.000 --> 00:07:21.000]  你所見證的那一位
[00:07:21.000 --> 00:07:23.000]  現在施洗
[00:07:23.000 --> 00:07:26.000]  眾人都往他那裡去了
[00:07:26.000 --> 00:07:31.000]  如果你沒有看過剛才我們馬可福音
[00:07:31.000 --> 00:07:34.000]  你會發覺這句話不是什麼
[00:07:34.000 --> 00:07:39.000]  但你記不記得剛才我們讀過馬可福音的時間
[00:07:39.000 --> 00:07:42.000]  你再看回這段經文
[00:07:42.000 --> 00:07:49.000]  其實對約翰來說是一個很不尋常的事
[00:07:49.000 --> 00:07:51.000]  馬可福音那裡怎麼說的呢
[00:07:51.000 --> 00:07:54.000]  一會兒我們會再看一看
[00:07:54.000 --> 00:07:56.000]  但現在我們不會再看
[00:07:56.000 --> 00:07:58.000]  請聽我多讀一次馬可福音
[00:07:58.000 --> 00:08:01.000]  馬可福音那裡這樣介紹施洗約翰
[00:08:01.000 --> 00:08:05.000]  他說耶穌福音的起頭就有一個人
[00:08:05.000 --> 00:08:11.000]  那個人出現就在馬可福音第一章第五節這樣介紹約翰
[00:08:11.000 --> 00:08:17.000]  猶太傳地和耶路撒冷的人都出去約翰那裡
[00:08:17.000 --> 00:08:19.000]  承認他們的罪
[00:08:19.000 --> 00:08:23.000]  再約旦河裡受他的洗
[00:08:23.000 --> 00:08:28.000]  施洗約翰出來的時候是呼風喚雨的
[00:08:28.000 --> 00:08:31.000]  他說他出來的時候
[00:08:31.000 --> 00:08:33.000]  不單止是耶路撒冷
[00:08:33.000 --> 00:08:37.000]  是猶太傳地的人都去他那裡
[00:08:37.000 --> 00:08:46.000]  簡單來說他是一個所有今天報紙或者是網絡
[00:08:46.000 --> 00:08:49.000]  都是點擊率最高的人
[00:08:49.000 --> 00:08:51.000]  一個年輕人
[00:08:51.000 --> 00:08:58.000]  一出來所有的人都出來去聽他講道
[00:08:58.000 --> 00:09:01.000]  沒有哪幾個做到的
[00:09:01.000 --> 00:09:05.000]  你想一下你現在當代我們最關注的年輕人
[00:09:05.000 --> 00:09:07.000]  是哪一個
[00:09:07.000 --> 00:09:10.000]  Mr.Beast你知不知道是哪一個
[00:09:10.000 --> 00:09:11.000]  都知道吧
[00:09:11.000 --> 00:09:15.000]  講個比較出名的
[00:09:15.000 --> 00:09:18.000]  楊植綸大家知不知道是誰
[00:09:18.000 --> 00:09:21.000]  月之暗面的創辦人
[00:09:21.000 --> 00:09:23.000]  他今年34歲
[00:09:23.000 --> 00:09:25.000]  大家原來不知道的
[00:09:25.000 --> 00:09:31.000]  他一出來他可以拿到所有人的attention
[00:09:31.000 --> 00:09:34.000]  人人都覺得他應該是主角
[00:09:34.000 --> 00:09:39.000]  猶太傳地耶路撒冷的人
[00:09:39.000 --> 00:09:42.000]  都出去承認他們的罪
[00:09:42.000 --> 00:09:46.000]  受他的洗
[00:09:46.000 --> 00:09:51.000]  但是去到第三張鏡頭一轉
[00:09:51.000 --> 00:09:57.000]  你會發覺現在的人不再去他那裡
[00:09:57.000 --> 00:09:59.000]  去耶穌那裡
[00:09:59.000 --> 00:10:07.000]  這一種我們可以說是他事業裡的最高峰
[00:10:07.000 --> 00:10:11.000]  人人都以為他是主角的時間
[00:10:11.000 --> 00:10:15.000]  他要將這個主角的位置讓出來
[00:10:15.000 --> 00:10:19.000]  他跟隨他的門徒開始發覺不對勁
[00:10:19.000 --> 00:10:21.000]  你看到他在第25節那裡
[00:10:21.000 --> 00:10:23.000]  拉比從前和你再約旦河
[00:10:23.000 --> 00:10:27.000]  你所見證的那位現在施濟眾人都往他那裡去了
[00:10:27.000 --> 00:10:29.000]  聖經沒有寫出來
[00:10:29.000 --> 00:10:30.000]  其實簡單來說
[00:10:30.000 --> 00:10:32.000]  為什麼他的門徒這樣說呢
[00:10:32.000 --> 00:10:35.000]  其實後面那句是這樣的意思
[00:10:35.000 --> 00:10:38.000]  我們還有沒有掟棋
[00:10:38.000 --> 00:10:40.000]  你不吃飯不要緊
[00:10:40.000 --> 00:10:42.000]  我跟你的我怎麼辦
[00:10:42.000 --> 00:10:46.000]  施濟若翰在這裡
[00:10:46.000 --> 00:10:50.000]  他這樣做一個回應
[00:10:50.000 --> 00:10:53.000]  請下一張
[00:10:53.000 --> 00:10:58.000]  下一張
[00:10:58.000 --> 00:11:03.000]  施濟若翰這樣做一個回應
[00:11:03.000 --> 00:11:08.000]  他說若翰說若不是從天上賜的
[00:11:08.000 --> 00:11:11.000]  人就不能得什麼
[00:11:11.000 --> 00:11:14.000]  跟著他說了兩個的身份
[00:11:14.000 --> 00:11:19.000]  這兩個身份就是我們今天去思考的重點
[00:11:19.000 --> 00:11:26.000]  所以我想請大家跟我一起讀第28節和第29、30節
[00:11:26.000 --> 00:11:28.000]  這三節經文
[00:11:28.000 --> 00:11:30.000]  28節在螢光幕
[00:11:30.000 --> 00:11:33.000]  一會兒如果你看不方便
[00:11:33.000 --> 00:11:36.000]  你都可以看你的長康
[00:11:36.000 --> 00:11:38.000]  第28、29、30節
[00:11:38.000 --> 00:11:39.000]  預備起
[00:11:39.000 --> 00:11:42.000]  我曾說我不是基督
[00:11:42.000 --> 00:11:46.000]  是奉差遣在他前面的
[00:11:46.000 --> 00:11:50.000]  你們自己可以給我作見證
[00:11:50.000 --> 00:11:53.000]  請下一張
[00:11:53.000 --> 00:11:57.000]  取辛苦的就是新郎
[00:11:57.000 --> 00:12:04.000]  新郎的朋友聽見新郎的聲音就甚喜樂
[00:12:04.000 --> 00:12:07.000]  故此我這喜樂滿足了
[00:12:07.000 --> 00:12:11.000]  他必興旺我必衰微
[00:12:11.000 --> 00:12:13.000]  請下一張
[00:12:13.000 --> 00:12:18.000]  斯蒂翰這裡說了兩個的身份
[00:12:18.000 --> 00:12:20.000]  第28節他說什麼呢
[00:12:20.000 --> 00:12:24.000]  我是奉差遣在他前面
[00:12:24.000 --> 00:12:27.000]  跟著另外一個是什麼
[00:12:27.000 --> 00:12:30.000]  就是新郎的朋友
[00:12:30.000 --> 00:12:32.000]  他說我不是什麼
[00:12:32.000 --> 00:12:33.000]  我是什麼
[00:12:33.000 --> 00:12:34.000]  我不是什麼
[00:12:34.000 --> 00:12:35.000]  我是什麼
[00:12:35.000 --> 00:12:38.000]  這兩節經文都是這樣重複的
[00:12:38.000 --> 00:12:40.000]  你可以體會
[00:12:40.000 --> 00:12:43.000]  簡單來說就是我不是主角
[00:12:43.000 --> 00:12:47.000]  我是一個配角
[00:12:47.000 --> 00:12:52.000]  希望今天斯蒂翰是一個大好青年
[00:12:52.000 --> 00:12:54.000]  但是在他最高峰的時間
[00:12:54.000 --> 00:12:56.000]  他表白心聲
[00:12:56.000 --> 00:12:59.000]  其實他人生追求的是什麼呢
[00:12:59.000 --> 00:13:00.000]  可能很多人追求的
[00:13:00.000 --> 00:13:05.000]  他在鎂光燈下成為眾人的仰慕的地方
[00:13:05.000 --> 00:13:06.000]  仰慕的人
[00:13:06.000 --> 00:13:13.000]  但是他追求的是做一個配角的人生
[00:13:13.000 --> 00:13:18.000]  首先我想和大家去思想
[00:13:18.000 --> 00:13:20.000]  第一點
[00:13:20.000 --> 00:13:23.000]  究竟我不是基督
[00:13:23.000 --> 00:13:26.000]  是奉差遣在他前面的
[00:13:26.000 --> 00:13:28.000]  是什麼意思呢
[00:13:28.000 --> 00:13:31.000]  剛才我們也讀過
[00:13:31.000 --> 00:13:32.000]  我不是基督
[00:13:32.000 --> 00:13:35.000]  我是奉差遣在他前面
[00:13:35.000 --> 00:13:38.000]  什麼叫奉差遣在他前面呢
[00:13:38.000 --> 00:13:40.000]  其實這個有個典故
[00:13:40.000 --> 00:13:42.000]  剛才我們已經讀了馬可福音
[00:13:42.000 --> 00:13:43.000]  請下一張
[00:13:43.000 --> 00:13:45.000]  就是馬可福音第一章
[00:13:45.000 --> 00:13:48.000]  第一至到第四節那裡
[00:13:48.000 --> 00:13:49.000]  都說了
[00:13:49.000 --> 00:13:52.000]  請你看我再提多一次
[00:13:52.000 --> 00:13:53.000]  那裡這樣說
[00:13:53.000 --> 00:13:55.000]  神的兒子耶穌基督福音的起頭
[00:13:55.000 --> 00:13:57.000]  正如先知以賽亞書上記著說
[00:13:57.000 --> 00:13:59.000]  看那我要差遣我使者在你前面
[00:13:59.000 --> 00:14:01.000]  預備道路再看也
[00:14:01.000 --> 00:14:02.000]  有人聲喊著說
[00:14:02.000 --> 00:14:03.000]  預備住的道
[00:14:03.000 --> 00:14:04.000]  修植他的路
[00:14:04.000 --> 00:14:06.000]  召者說約翰來了
[00:14:06.000 --> 00:14:07.000]  再看也
[00:14:07.000 --> 00:14:09.000]  使者全悔改的勢力
[00:14:09.000 --> 00:14:10.000]  使罪得赦
[00:14:10.000 --> 00:14:13.000]  使者約翰正正就是這個人
[00:14:13.000 --> 00:14:18.000]  他就是先知以賽亞書上所說的
[00:14:18.000 --> 00:14:20.000]  先知以賽亞書上所說的
[00:14:20.000 --> 00:14:24.000]  究竟是什麼意思呢
[00:14:24.000 --> 00:14:27.000]  為了要明白這段經文
[00:14:27.000 --> 00:14:28.000]  請不厭其煩
[00:14:28.000 --> 00:14:32.000]  和我再讀多一段經文
[00:14:32.000 --> 00:14:37.000]  就是先知以賽亞書第40章的這段經文
[00:14:37.000 --> 00:14:38.000]  請下一章
[00:14:38.000 --> 00:14:42.000]  就是40章第一至到第四節
[00:14:42.000 --> 00:14:45.000]  這個正正就是施洗約翰的典故
[00:14:45.000 --> 00:14:48.000]  預備起
[00:14:48.000 --> 00:14:49.000]  你們的神說
[00:14:49.000 --> 00:14:53.000]  你們要安慰安慰我的百姓
[00:14:53.000 --> 00:14:57.000]  要對耶路撒冷說安慰的話
[00:14:57.000 --> 00:14:59.000]  又向他宣告說
[00:14:59.000 --> 00:15:02.000]  他真正的日子已滿了
[00:15:02.000 --> 00:15:05.000]  他的罪孽赦免了
[00:15:05.000 --> 00:15:08.000]  他為自己的一切罪
[00:15:08.000 --> 00:15:12.000]  在耶和華手中加倍受罰
[00:15:12.000 --> 00:15:13.000]  接著第三節
[00:15:13.000 --> 00:15:16.000]  有人聲喊著說
[00:15:16.000 --> 00:15:20.000]  在曠野預備耶和華的路
[00:15:20.000 --> 00:15:24.000]  在沙漠地修平我們神的道
[00:15:24.000 --> 00:15:27.000]  一切山蛙都要填滿
[00:15:27.000 --> 00:15:30.000]  大小山崗都要削平
[00:15:30.000 --> 00:15:34.000]  高高低低的要改為平坦
[00:15:34.000 --> 00:15:38.000]  崎嶇區區的必成為平原
[00:15:38.000 --> 00:15:41.000]  施洗約翰他知道自己
[00:15:41.000 --> 00:15:44.000]  就是那個在曠野有人聲喊著說
[00:15:44.000 --> 00:15:46.000]  預備著的路
[00:15:46.000 --> 00:15:51.000]  修直他的路的那個人
[00:15:51.000 --> 00:15:55.000]  如果我們看回以賽亞書的處境
[00:15:55.000 --> 00:15:58.000]  你就會明白這一條是什麼路
[00:15:58.000 --> 00:16:00.000]  因為路有很多種
[00:16:00.000 --> 00:16:04.000]  你外面走那條都是路
[00:16:04.000 --> 00:16:08.000]  我們這裡走廊教堂都是一條路
[00:16:08.000 --> 00:16:13.000]  原來在以賽亞書說的是一條什麼路呢
[00:16:13.000 --> 00:16:19.000]  原來的意思是一條高速公路
[00:16:19.000 --> 00:16:22.000]  是一條highway
[00:16:22.000 --> 00:16:27.000]  高速公路對一個國家來說是很重要
[00:16:27.000 --> 00:16:31.000]  小弟之前有幾年在德國住
[00:16:31.000 --> 00:16:35.000]  德國有很多東西是引以自豪的
[00:16:35.000 --> 00:16:37.000]  如果你去過德國
[00:16:37.000 --> 00:16:40.000]  他們最引以自豪的是什麼呢
[00:16:40.000 --> 00:16:43.000]  在我年代最引以自豪的是踢球
[00:16:43.000 --> 00:16:44.000]  但今年不要說了
[00:16:44.000 --> 00:16:47.000]  世界盃不知道進了多少強都走了
[00:16:47.000 --> 00:16:48.000]  最引以自豪的是什麼呢
[00:16:48.000 --> 00:16:50.000]  他們的啤酒
[00:16:50.000 --> 00:16:52.000]  鹹豬手
[00:16:52.000 --> 00:16:54.000]  但其實他們不吃的
[00:16:54.000 --> 00:16:56.000]  只招呼遊客
[00:16:56.000 --> 00:16:59.000]  但還有一樣東西他們很引以自豪的
[00:16:59.000 --> 00:17:02.000]  就是他們那條路
[00:17:02.000 --> 00:17:06.000]  他們那條路的車速限制是很特別的
[00:17:06.000 --> 00:17:09.000]  他們的車速限制就是沒有車速限制
[00:17:09.000 --> 00:17:11.000]  所以如果你在
[00:17:11.000 --> 00:17:13.000]  我在德國都開車的
[00:17:13.000 --> 00:17:15.000]  但我的車叫什麼呢
[00:17:15.000 --> 00:17:16.000]  叫老爺車
[00:17:16.000 --> 00:17:19.000]  我一上到去高速公路
[00:17:19.000 --> 00:17:23.000]  五秒鐘我就非常之安全
[00:17:23.000 --> 00:17:26.000]  因為所有車都在我前面
[00:17:26.000 --> 00:17:29.000]  他們開的是150 180
[00:17:29.000 --> 00:17:32.000]  我有一次嘗試
[00:17:32.000 --> 00:17:34.000]  我不是開80
[00:17:34.000 --> 00:17:36.000]  我開120
[00:17:36.000 --> 00:17:38.000]  開始我嘗試開130
[00:17:38.000 --> 00:17:39.000]  我叫我極限
[00:17:39.000 --> 00:17:41.000]  我隔壁那個想哭
[00:17:41.000 --> 00:17:44.000]  所以我知道我還是開100
[00:17:44.000 --> 00:17:48.000]  他們那條路是很重要的
[00:17:48.000 --> 00:17:50.000]  對一個國家來說是很重要
[00:17:50.000 --> 00:17:53.000]  但為什麼在以塞雅書那裡
[00:17:53.000 --> 00:17:56.000]  他要說是一條高速公路
[00:17:56.000 --> 00:17:58.000]  為什麼要修一條路呢
[00:17:58.000 --> 00:18:01.000]  要明白以塞雅書的背景
[00:18:01.000 --> 00:18:03.000]  那時候去到第40章
[00:18:03.000 --> 00:18:06.000]  我們可以說第1章至第39章
[00:18:06.000 --> 00:18:08.000]  那個叫做第一個以塞雅
[00:18:08.000 --> 00:18:11.000]  那裡是在說審判的訊息
[00:18:11.000 --> 00:18:13.000]  就是以色列人得罪上帝
[00:18:13.000 --> 00:18:14.000]  你們要受罰
[00:18:14.000 --> 00:18:16.000]  但去到第40章才聽到
[00:18:16.000 --> 00:18:20.000]  你們要安慰安慰我的百姓
[00:18:20.000 --> 00:18:22.000]  轉了的
[00:18:22.000 --> 00:18:25.000]  因為當時候的以色列人
[00:18:25.000 --> 00:18:28.000]  已經被擄了
[00:18:28.000 --> 00:18:31.000]  他們成為了階下囚
[00:18:31.000 --> 00:18:33.000]  他們不再在耶路撒冷
[00:18:33.000 --> 00:18:35.000]  他們那時候在什麼呢
[00:18:35.000 --> 00:18:40.000]  他們在巴比倫被擄
[00:18:40.000 --> 00:18:44.000]  上帝允許他們不用怕
[00:18:44.000 --> 00:18:49.000]  因為你們會得到拯救
[00:18:49.000 --> 00:18:52.000]  我會為你們預備一條路
[00:18:52.000 --> 00:18:54.000]  這條路是做什麼
[00:18:54.000 --> 00:18:56.000]  你看看第3至第4節那裡說
[00:18:56.000 --> 00:18:59.000]  一切山窪都要填滿
[00:18:59.000 --> 00:19:01.000]  大小山崗都要削平
[00:19:01.000 --> 00:19:05.000]  如果你看看巴比倫在哪裡呢
[00:19:05.000 --> 00:19:07.000]  巴比倫就大概現在的
[00:19:07.000 --> 00:19:10.000]  伊拉克的巴格達附近
[00:19:10.000 --> 00:19:13.000]  你如果看一下去到耶路撒冷
[00:19:13.000 --> 00:19:15.000]  你拉一條線
[00:19:15.000 --> 00:19:17.000]  當然不要現在看
[00:19:17.000 --> 00:19:18.000]  給點面子
[00:19:18.000 --> 00:19:19.000]  你這樣看
[00:19:19.000 --> 00:19:20.000]  你就會發覺
[00:19:20.000 --> 00:19:25.000]  那裡全部的地勢都是不平坦
[00:19:25.000 --> 00:19:28.000]  如果你沒有一條路的話
[00:19:28.000 --> 00:19:33.000]  你是回不去的
[00:19:33.000 --> 00:19:36.000]  施洗若翰他很明白
[00:19:36.000 --> 00:19:38.000]  他是一個什麼人
[00:19:38.000 --> 00:19:45.000]  他是一個為上帝築路的人
[00:19:45.000 --> 00:19:48.000]  他是一個築路者
[00:19:48.000 --> 00:19:53.000]  築路是一個什麼概念呢
[00:19:53.000 --> 00:19:58.000]  由巴比倫去耶路撒冷那裡
[00:19:58.000 --> 00:20:01.000]  大概就是一千公里
[00:20:01.000 --> 00:20:05.000]  一千公里大概
[00:20:05.000 --> 00:20:08.000]  我嘗試去量
[00:20:08.000 --> 00:20:09.000]  不是我量
[00:20:09.000 --> 00:20:11.000]  你網上很快的
[00:20:11.000 --> 00:20:14.000]  由香港去杭州
[00:20:14.000 --> 00:20:18.000]  大概就是一千公里
[00:20:18.000 --> 00:20:20.000]  我最記得就是
[00:20:20.000 --> 00:20:23.000]  不知道你見到一些修路的地方
[00:20:23.000 --> 00:20:24.000]  你生氣不生氣
[00:20:24.000 --> 00:20:26.000]  因為我住沙田附近
[00:20:26.000 --> 00:20:28.000]  我最記得我回來的時候
[00:20:28.000 --> 00:20:32.000]  沙田路段有一段路是修了很久
[00:20:32.000 --> 00:20:35.000]  因為修路很塞車
[00:20:35.000 --> 00:20:36.000]  修了很久
[00:20:36.000 --> 00:20:37.000]  修了多久呢
[00:20:37.000 --> 00:20:39.000]  我記得是修了五年
[00:20:39.000 --> 00:20:42.000]  後來我看看那段路有多長
[00:20:42.000 --> 00:20:45.000]  原來是3.5公里
[00:20:45.000 --> 00:20:46.000]  用現在
[00:20:46.000 --> 00:20:47.000]  他不是晚上修
[00:20:47.000 --> 00:20:48.000]  他日間修
[00:20:48.000 --> 00:20:50.000]  晚上又修
[00:20:50.000 --> 00:20:51.000]  修了五年
[00:20:51.000 --> 00:20:53.000]  用現代的科技
[00:20:53.000 --> 00:20:57.000]  3.5公里修了五年
[00:20:57.000 --> 00:21:03.000]  一千公里要修多久
[00:21:03.000 --> 00:21:07.000]  施洗約翰他明白一個道理
[00:21:07.000 --> 00:21:09.000]  我不是主角
[00:21:09.000 --> 00:21:12.000]  我是一個捉弄者
[00:21:12.000 --> 00:21:14.000]  就是說
[00:21:14.000 --> 00:21:16.000]  我未必會看到成果的
[00:21:16.000 --> 00:21:19.000]  通常捉弄的人看不到
[00:21:19.000 --> 00:21:22.000]  你真正享受的人
[00:21:22.000 --> 00:21:26.000]  他是一個付出的人
[00:21:26.000 --> 00:21:31.000]  他是一個成就上帝國度的人
[00:21:31.000 --> 00:21:37.000]  他未必是見得到成果的人
[00:21:37.000 --> 00:21:38.000]  頂姐妹
[00:21:38.000 --> 00:21:42.000]  今天是青少年主日
[00:21:42.000 --> 00:21:43.000]  我們在座
