
[00:00:00.000 --> 00:00:02.000]  一起用同心的禱告
[00:07:01.000 --> 00:07:03.000]  耶和華如此說以東三番四次犯罪
[00:07:03.000 --> 00:07:04.000]  十三節
[00:07:04.000 --> 00:07:07.000]  耶和華如此說阿摩人三番四次犯罪
[00:07:07.000 --> 00:07:08.000]  二章一節
[00:07:08.000 --> 00:07:11.000]  耶和華如此說摩亞三番四次犯罪
[00:07:11.000 --> 00:07:13.000]  如果你是以色列民
[00:07:13.000 --> 00:07:16.000]  聽見阿姆斯連珠炮發
[00:07:16.000 --> 00:07:18.000]  罵他鄰近的六個鄰國
[00:07:18.000 --> 00:07:20.000]  你的感受是怎樣?
[00:07:20.000 --> 00:07:21.000]  正呀
[00:07:21.000 --> 00:07:22.000]  拍手掌
[00:07:22.000 --> 00:07:23.000]  是嗎?
[00:07:23.000 --> 00:07:24.000]  西貢亭
[00:07:24.000 --> 00:07:28.000]  阿姆斯的鋪排是有層次的
[00:07:28.000 --> 00:07:29.000]  頭三個國家
[00:07:29.000 --> 00:07:31.000]  阿蘭、菲利士、推羅
[00:07:31.000 --> 00:07:35.000]  是以色列在政治上的鄰國
[00:07:35.000 --> 00:07:36.000]  接著那三個
[00:07:36.000 --> 00:07:37.000]  以東、阿滿、摩亞
[00:07:37.000 --> 00:07:39.000]  如果從聖經來看
[00:07:39.000 --> 00:07:42.000]  好像以色列的一些表親
[00:07:42.000 --> 00:07:46.000]  以東人是以素的後代
[00:07:46.000 --> 00:07:48.000]  阿滿人和摩亞人
[00:07:48.000 --> 00:07:51.000]  是阿伯拉罕的姪子
[00:07:51.000 --> 00:07:56.000]  羅德和他兩個女兒所生的後代
[00:07:56.000 --> 00:07:57.000]  即是說
[00:07:57.000 --> 00:07:58.000]  阿姆斯的鋪排是這樣
[00:07:58.000 --> 00:08:02.000]  罵完那三個鄰近的政治國
[00:08:02.000 --> 00:08:04.000]  走近一點
[00:08:04.000 --> 00:08:08.000]  罵他們的表親
[00:08:08.000 --> 00:08:10.000]  現在阿姆斯怎樣呢?
[00:08:10.000 --> 00:08:11.000]  再走近一點
[00:08:11.000 --> 00:08:12.000]  罵誰呢?
[00:08:12.000 --> 00:08:13.000]  罵猶大
[00:08:13.000 --> 00:08:16.000]  猶大就嫌他的親兄弟一樣
[00:08:16.000 --> 00:08:18.000]  我們進入今天的經文
[00:08:18.000 --> 00:08:20.000]  二章四至五節
[00:08:20.000 --> 00:08:25.000]  神對猶大的審判
[00:08:25.000 --> 00:08:28.000]  回看第四節
[00:08:28.000 --> 00:08:32.000]  阿姆斯用同一個格式開始
[00:08:32.000 --> 00:08:33.000]  他怎樣說呢?
[00:08:33.000 --> 00:08:35.000]  耶和華如此說
[00:08:35.000 --> 00:08:38.000]  猶大三番四次犯罪
[00:08:38.000 --> 00:08:39.000]  犯什麼罪呢?
[00:08:39.000 --> 00:08:41.000]  我們看看第四節
[00:08:41.000 --> 00:08:44.000]  以耶和華的分配不遵守他的律例
[00:08:44.000 --> 00:08:47.000]  他們祖先所隨從虛假的偶像
[00:08:47.000 --> 00:08:48.000]  使他們走迷
[00:08:48.000 --> 00:08:51.000]  我必不撤銷對他們的懲罰
[00:08:51.000 --> 00:08:53.000]  之前譴責六個國家
[00:08:53.000 --> 00:08:56.000]  愛邦國通常是說一些他們愛譴的惡行
[00:08:56.000 --> 00:08:58.000]  例如手斷胸殘
[00:08:58.000 --> 00:08:59.000]  背信棄義
[00:08:59.000 --> 00:09:01.000]  濫殺無辜
[00:09:01.000 --> 00:09:02.000]  到了猶大
[00:09:02.000 --> 00:09:05.000]  現在針對的是上帝國的子民
[00:09:05.000 --> 00:09:08.000]  先知的矛頭開始有些轉變
[00:09:08.000 --> 00:09:12.000]  他指向這些人犯罪的根源是什麼?
[00:09:12.000 --> 00:09:14.000]  如果我們看第四節
[00:09:14.000 --> 00:09:18.000]  我們看到猶大犯罪的根源有兩個層面
[00:09:18.000 --> 00:09:19.000]  第一個層面
[00:09:19.000 --> 00:09:22.000]  他們效忠的對象偏離了
[00:09:22.000 --> 00:09:25.000]  他們隨從他們祖先拜的假神偶像
[00:09:25.000 --> 00:09:29.000]  我想多數是迦南的假神
[00:09:29.000 --> 00:09:32.000]  當他們效忠的對象偏離了
[00:09:32.000 --> 00:09:34.000]  以至第二個情況出現
[00:09:34.000 --> 00:09:37.000]  他們生命的導引自然都偏差
[00:09:37.000 --> 00:09:41.000]  他們可能會追從他們祖先留下的很多敗壞的風俗
[00:09:41.000 --> 00:09:44.000]  去掩蓋耶和華的憤悔
[00:09:44.000 --> 00:09:46.000]  所以我們都要小心
[00:09:46.000 --> 00:09:49.000]  如果一旦我們用真理以外的教導
[00:09:49.000 --> 00:09:52.000]  成為我們生活一個很基礎的指引
[00:09:52.000 --> 00:09:56.000]  比真理更加成為我們一個權威的時候
[00:09:56.000 --> 00:09:58.000]  很容易就被皺眉
[00:09:58.000 --> 00:10:00.000]  在第五節
[00:10:00.000 --> 00:10:01.000]  先知發出警告
[00:10:01.000 --> 00:10:03.000]  神會有審判
[00:10:03.000 --> 00:10:07.000]  要降火在猶大吞滅耶路撒冷的宮殿
[00:10:07.000 --> 00:10:10.000]  要降火在城
[00:10:10.000 --> 00:10:12.000]  要吞滅他們的宮殿
[00:10:12.000 --> 00:10:14.000]  這個審判的宣告
[00:10:14.000 --> 00:10:17.000]  在之前六個國家同樣出現過
[00:10:17.000 --> 00:10:22.000]  現在猶大國明明領受了上主的訓誨
[00:10:22.000 --> 00:10:25.000]  但是掩蓋這個珍貴的口禮
[00:10:25.000 --> 00:10:27.000]  就算是我自己的子民
[00:10:27.000 --> 00:10:28.000]  幫理不幫親
[00:10:28.000 --> 00:10:30.000]  一樣要受到懲罰
[00:10:30.000 --> 00:10:33.000]  我們看到阿摩斯的鋪排是這樣的
[00:10:33.000 --> 00:10:35.000]  他用了兩節經文
[00:10:35.000 --> 00:10:37.000]  去描述猶大的審判
[00:10:37.000 --> 00:10:38.000]  他的開始
[00:10:38.000 --> 00:10:39.000]  他的結束
[00:10:39.000 --> 00:10:42.000]  和其他六個國家完全一樣
[00:10:42.000 --> 00:10:44.000]  我們很明顯看到
[00:10:44.000 --> 00:10:48.000]  猶大國的審判只不過是一個前奏
[00:10:48.000 --> 00:10:52.000]  這麼長的前奏完結後
[00:10:52.000 --> 00:10:57.000]  正式進入阿摩斯最終要講的東西
[00:10:57.000 --> 00:11:00.000]  想想你們這些以色列人
[00:11:00.000 --> 00:11:03.000]  連我們的鄰國猶大都被譴責
[00:11:03.000 --> 00:11:04.000]  說他歷經背道
[00:11:04.000 --> 00:11:06.000]  可能還是尖尖刺刺的時候
[00:11:06.000 --> 00:11:08.000]  你的措手不及
[00:11:08.000 --> 00:11:11.000]  原來才知道現在才出來罵你
[00:11:11.000 --> 00:11:15.000]  我們進入審判以色列的段落
[00:11:15.000 --> 00:11:17.000]  二章六至十六節
[00:11:17.000 --> 00:11:20.000]  最主要的一個主題
[00:11:20.000 --> 00:11:22.000]  我們看看第六節
[00:11:22.000 --> 00:11:24.000]  先知用什麼格式開始
[00:11:24.000 --> 00:11:26.000]  一樣的格式
[00:11:26.000 --> 00:11:31.000]  如此說以色列三番四次犯罪
[00:11:31.000 --> 00:11:34.000]  但明顯用了很長的篇幅
[00:11:34.000 --> 00:11:36.000]  去描述他們的指控
[00:11:36.000 --> 00:11:39.000]  我們先看六至八節
[00:11:39.000 --> 00:11:42.000]  先知列出以色列外遣的罪行
[00:11:42.000 --> 00:11:46.000]  六至八節以色列的罪行
[00:11:46.000 --> 00:11:47.000]  第六節
[00:11:47.000 --> 00:11:49.000]  以色列三番四次犯罪
[00:11:49.000 --> 00:11:51.000]  為銀紙買了二人
[00:11:51.000 --> 00:11:54.000]  為一雙鞋買了窮人
[00:11:54.000 --> 00:11:56.000]  我必不撤銷對他們的懲罰
[00:11:56.000 --> 00:11:58.000]  他將貧寒人的頭
[00:11:58.000 --> 00:12:00.000]  踐踏在地的塵土上
[00:12:00.000 --> 00:12:03.000]  又阻礙困苦人的道路
[00:12:03.000 --> 00:12:06.000]  父子與同一個女子行淫
[00:12:06.000 --> 00:12:08.000]  褻瀆我的姓名
[00:12:08.000 --> 00:12:10.000]  他們在各個祭壇旁邊
[00:12:10.000 --> 00:12:13.000]  躺在個人所典當的衣服上
[00:12:13.000 --> 00:12:17.000]  在他們的神殿裡喝受罰人的酒
[00:12:17.000 --> 00:12:20.000]  我們稍稍看一看他們的罪行清單
[00:12:20.000 --> 00:12:22.000]  在第六節
[00:12:22.000 --> 00:12:24.000]  為銀紙買了二人
[00:12:24.000 --> 00:12:26.000]  二人即無辜的人
[00:12:26.000 --> 00:12:30.000]  估計當時是奸商與貪官去勾結
[00:12:30.000 --> 00:12:32.000]  宣判無辜的人有罪
[00:12:32.000 --> 00:12:34.000]  從中獲利
[00:12:34.000 --> 00:12:37.000]  為一雙鞋買了窮人
[00:12:37.000 --> 00:12:40.000]  那個窮人只是欠你多少債項
[00:12:40.000 --> 00:12:42.000]  一雙鞋這麼少的債項
[00:12:42.000 --> 00:12:46.000]  卻要他買了你給你當奴隸還債
[00:12:46.000 --> 00:12:48.000]  七節的上
[00:12:48.000 --> 00:12:51.000]  將貧寒人的頭踐踏在地的塵土上
[00:12:51.000 --> 00:12:55.000]  有權勢的人欺壓窮人侮辱他們
[00:12:55.000 --> 00:12:57.000]  阻礙困苦人的道路
[00:12:57.000 --> 00:12:59.000]  歪曲公義
[00:12:59.000 --> 00:13:01.000]  誤為窮人伸冤
[00:13:01.000 --> 00:13:03.000]  七節的下
[00:13:03.000 --> 00:13:06.000]  父子與同一個女子行淫
[00:13:06.000 --> 00:13:09.000]  這個詮釋有很多不同的理解
[00:13:09.000 --> 00:13:11.000]  有人估計可能是父子一起
[00:13:11.000 --> 00:13:15.000]  與愛邦的妙妓行淫
[00:13:15.000 --> 00:13:17.000]  又或者父子一起
[00:13:17.000 --> 00:13:19.000]  向無辜的少女
[00:13:19.000 --> 00:13:22.000]  特別是一些女性的奴隸
[00:13:22.000 --> 00:13:25.000]  施予一些暴行
[00:13:25.000 --> 00:13:27.000]  如果按上下文說
[00:13:27.000 --> 00:13:29.000]  去壓迫窮困人
[00:13:29.000 --> 00:13:32.000]  我覺得是私暴的理解比較合理
[00:13:32.000 --> 00:13:34.000]  這些行徑
[00:13:34.000 --> 00:13:37.000]  去違背基本的道德觀念
[00:13:37.000 --> 00:13:40.000]  但現在發生在上帝的子民中間
[00:13:40.000 --> 00:13:42.000]  更大的惡果
[00:13:42.000 --> 00:13:44.000]  在七節中說
[00:13:44.000 --> 00:13:46.000]  不單止道德的問題
[00:13:46.000 --> 00:13:49.000]  也要讀上主的聖名
[00:13:49.000 --> 00:13:50.000]  第八節
[00:13:50.000 --> 00:13:53.000]  阿摩斯開始在他們的宗教場景
[00:13:53.000 --> 00:13:56.000]  去看他們在做什麼
[00:13:56.000 --> 00:13:58.000]  第八節的上
[00:13:58.000 --> 00:14:00.000]  他們在各個祭壇旁邊
[00:14:00.000 --> 00:14:03.000]  躺在人們所典當的衣服上
[00:14:03.000 --> 00:14:04.000]  按當時的律法
[00:14:04.000 --> 00:14:05.000]  如果一個窮人
[00:14:05.000 --> 00:14:08.000]  他要將他的衣服作抵押品
[00:14:08.000 --> 00:14:10.000]  晚上要還給他
[00:14:10.000 --> 00:14:12.000]  因為外衣晚上要鋪開來
[00:14:12.000 --> 00:14:14.000]  當被擒
[00:14:14.000 --> 00:14:17.000]  但有錢人毫無憐憫
[00:14:17.000 --> 00:14:19.000]  將衣服拿走
[00:14:19.000 --> 00:14:20.000]  沒有還給他
[00:14:20.000 --> 00:14:23.000]  還帶到祭壇旁邊
[00:14:23.000 --> 00:14:24.000]  站在那裏
[00:14:24.000 --> 00:14:27.000]  當一個箭床
[00:14:27.000 --> 00:14:29.000]  第八節的下
[00:14:29.000 --> 00:14:30.000]  在他們的神殿裏
[00:14:30.000 --> 00:14:32.000]  喝受罰人的酒
[00:14:32.000 --> 00:14:35.000]  當人們因為違反律法
[00:14:35.000 --> 00:14:36.000]  要受罰的時候
[00:14:36.000 --> 00:14:39.000]  所罰的應該是給受害者
[00:14:39.000 --> 00:14:41.000]  或者是政府
[00:14:41.000 --> 00:14:44.000]  但官員當中斂財
[00:14:44.000 --> 00:14:45.000]  公物私用
[00:14:45.000 --> 00:14:49.000]  在神殿裏大吃大喝
[00:14:49.000 --> 00:14:51.000]  第八節提到有祭壇
[00:14:51.000 --> 00:14:54.000]  留意那殿是誰人的殿
[00:14:54.000 --> 00:14:56.000]  他們神的殿
[00:14:56.000 --> 00:14:59.000]  當時這個是北國
[00:14:59.000 --> 00:15:03.000]  耶路撒冷的聖殿在南國還是北國
[00:15:03.000 --> 00:15:04.000]  在南國
[00:15:04.000 --> 00:15:07.000]  於是北國他們在哪裡敬拜神呢
[00:15:07.000 --> 00:15:08.000]  他們在伯特利
[00:15:08.000 --> 00:15:09.000]  吉甲
[00:15:09.000 --> 00:15:12.000]  但這些地方設立了神殿
[00:15:12.000 --> 00:15:14.000]  他們在當中敬拜耶和華神
[00:15:14.000 --> 00:15:16.000]  但也是在同一個地方
[00:15:16.000 --> 00:15:18.000]  去供奉迦納的假神
[00:15:18.000 --> 00:15:20.000]  攝讀上帝的名
[00:15:20.000 --> 00:15:21.000]  總括來說
[00:15:21.000 --> 00:15:24.000]  我們看到一群有權勢的人
[00:15:24.000 --> 00:15:26.000]  一群領袖
[00:15:26.000 --> 00:15:28.000]  他們帶頭做壞事
[00:15:28.000 --> 00:15:29.000]  在日常生活裏
[00:15:29.000 --> 00:15:31.000]  他們欺壓這些窮婦
[00:15:31.000 --> 00:15:33.000]  甚至在神的殿裏
[00:15:33.000 --> 00:15:36.000]  同樣行惡
[00:15:36.000 --> 00:15:37.000]  表面上他們做的事
[00:15:37.000 --> 00:15:40.000]  和這群愛邦的人沒什麼分別
[00:15:40.000 --> 00:15:42.000]  但當這些同樣的事
[00:15:42.000 --> 00:15:45.000]  發生在上帝國的子民裏
[00:15:45.000 --> 00:15:48.000]  其實就更大的問題
[00:15:48.000 --> 00:15:49.000]  首先
[00:15:49.000 --> 00:15:50.000]  這群以色列民
[00:15:50.000 --> 00:15:52.000]  他們殘害的是哪一個
[00:15:52.000 --> 00:15:54.000]  是自己的同胞
[00:15:54.000 --> 00:15:56.000]  是上帝的子民
[00:15:56.000 --> 00:15:58.000]  其次
[00:15:58.000 --> 00:15:59.000]  他們失職
[00:15:59.000 --> 00:16:00.000]  你想想
[00:16:00.000 --> 00:16:03.000]  這群信徒是被上主
[00:16:03.000 --> 00:16:06.000]  從埃及地釋放出來
[00:16:06.000 --> 00:16:08.000]  從罪釋放出來
[00:16:08.000 --> 00:16:10.000]  他們被託付
[00:16:10.000 --> 00:16:12.000]  成為一個施恩者
[00:16:12.000 --> 00:16:13.000]  但現在施恩者
[00:16:13.000 --> 00:16:15.000]  反而成為了什麼
[00:16:15.000 --> 00:16:17.000]  施壓者
[00:16:17.000 --> 00:16:19.000]  這是很重要
[00:16:19.000 --> 00:16:20.000]  神愛你
[00:16:20.000 --> 00:16:21.000]  疼你
[00:16:21.000 --> 00:16:22.000]  救你
[00:16:22.000 --> 00:16:23.000]  所以你經歷了他的恩典
[00:16:23.000 --> 00:16:25.000]  你成為一個施恩者
[00:16:25.000 --> 00:16:26.000]  現在施恩者
[00:16:26.000 --> 00:16:29.000]  反而成為了施壓者
[00:16:29.000 --> 00:16:31.000]  就好像我們在街上
[00:16:31.000 --> 00:16:33.000]  如果看到大的欺負小的
[00:16:33.000 --> 00:16:35.000]  當然不好
[00:16:35.000 --> 00:16:37.000]  如果在自己的家裏
[00:16:37.000 --> 00:16:40.000]  爸爸悉心去愛錫哥哥
[00:16:40.000 --> 00:16:43.000]  希望哥哥領受了爸爸的愛
[00:16:43.000 --> 00:16:44.000]  用同樣的方法
[00:16:44.000 --> 00:16:46.000]  愛他的弟弟
[00:16:46.000 --> 00:16:48.000]  但哥哥現在怎樣
[00:16:48.000 --> 00:16:51.000]  不單止沒有被受託付
[00:16:51.000 --> 00:16:52.000]  去愛弟弟
[00:16:52.000 --> 00:16:54.000]  反而欺負弟弟
[00:16:54.000 --> 00:16:56.000]  這樣就最加等了
[00:16:56.000 --> 00:16:59.000]  我們看看第八節
[00:16:59.000 --> 00:17:01.000]  他們在祭壇旁邊
[00:17:01.000 --> 00:17:05.000]  躺臥在有人典當的衣服上
[00:17:05.000 --> 00:17:07.000]  祭壇是什麼地方
[00:17:07.000 --> 00:17:09.000]  祭壇是一個施恩座
[00:17:09.000 --> 00:17:11.000]  藉著獻祭
[00:17:11.000 --> 00:17:13.000]  神向人施予憐憫
[00:17:13.000 --> 00:17:15.000]  赦免人的罪
[00:17:15.000 --> 00:17:17.000]  很諷刺地
[00:17:17.000 --> 00:17:20.000]  他們扣留了一個窮人的抵押品
[00:17:20.000 --> 00:17:23.000]  完全沒有憐憫的心
[00:17:23.000 --> 00:17:27.000]  然後在祭壇去參與一個儀式
[00:17:27.000 --> 00:17:29.000]  說神請你憐憫我
[00:17:29.000 --> 00:17:32.000]  我拿著你典當的衣服
[00:17:32.000 --> 00:17:34.000]  我不還給你
[00:17:34.000 --> 00:17:36.000]  我完全沒有憐憫的心
[00:17:36.000 --> 00:17:38.000]  唐爺王之冠冕
[00:17:38.000 --> 00:17:42.000]  唐皇帝來到參與一個獻祭的儀式
[00:17:42.000 --> 00:17:45.000]  我盼望神你去憐憫我
[00:17:45.000 --> 00:17:47.000]  很大的諷刺
[00:17:47.000 --> 00:17:49.000]  上帝要執行公義
[00:17:49.000 --> 00:17:53.000]  上帝要為受壓的人發聲
[00:17:53.000 --> 00:17:56.000]  但現在施壓者是誰
[00:17:56.000 --> 00:17:58.000]  是他自己的子民
[00:17:58.000 --> 00:18:03.000]  你明不明白上帝當中的心情
[00:18:03.000 --> 00:18:05.000]  上帝的慈愛
[00:18:05.000 --> 00:18:08.000]  上帝的公義的並行裏
[00:18:08.000 --> 00:18:10.000]  一方面他要秉公辦理
[00:18:10.000 --> 00:18:14.000]  他要仍然繼續幫理不幫親
[00:18:14.000 --> 00:18:16.000]  施予懲治
[00:18:16.000 --> 00:18:19.000]  但也同時是他自己的子民
[00:18:19.000 --> 00:18:23.000]  他又要竭力去找先知宣告
[00:18:23.000 --> 00:18:25.000]  去挽回他們
[00:18:25.000 --> 00:18:28.000]  先知書上上在一個神的慈愛
[00:18:28.000 --> 00:18:33.000]  神的公義的章歷裏描述
[00:18:33.000 --> 00:18:36.000]  阿摩斯書的五章二十四節
[00:18:36.000 --> 00:18:38.000]  為願公平如大水滾滾
[00:18:38.000 --> 00:18:40.000]  使公義如江河滔滔
[00:18:40.000 --> 00:18:42.000]  是阿摩斯書的約節
[00:18:42.000 --> 00:18:45.000]  以後有機會我們會詳細看下去
[00:18:45.000 --> 00:18:47.000]  如果我們看看
[00:18:47.000 --> 00:18:51.000]  阿摩斯書其中一個提醒和挑戰就是
[00:18:51.000 --> 00:18:55.000]  剛才那群以色列人被譴責的罪行
[00:18:55.000 --> 00:18:57.000]  當然有些很明顯是惡行
[00:18:57.000 --> 00:19:01.000]  有些表面看來好像沒有違反法律
[00:19:01.000 --> 00:19:05.000]  你想想那個窮人欠債還不到
[00:19:05.000 --> 00:19:07.000]  欠債還錢對不對
[00:19:07.000 --> 00:19:08.000]  合理的
[00:19:08.000 --> 00:19:10.000]  他還不到那你怎樣
[00:19:10.000 --> 00:19:12.000]  你就用你的身價做奴隸
[00:19:12.000 --> 00:19:14.000]  賣給我來還債
[00:19:14.000 --> 00:19:16.000]  表面上好像沒有違反
[00:19:16.000 --> 00:19:20.000]  當時欠債還錢的法律
[00:19:20.000 --> 00:19:22.000]  公物私用
[00:19:22.000 --> 00:19:24.000]  苦心自問
[00:19:24.000 --> 00:19:26.000]  一時一個不經意
[00:19:26.000 --> 00:19:28.000]  我們自己做了都不知道
[00:19:28.000 --> 00:19:30.000]  或者有時你說
[00:19:30.000 --> 00:19:33.000]  拿著貧窮人的典當的衣服
[00:19:33.000 --> 00:19:34.000]  他都忘記了
[00:19:34.000 --> 00:19:37.000]  拿去電壇墊著坐
[00:19:37.000 --> 00:19:40.000]  有時我們一個不經意做了都不知道
[00:19:40.000 --> 00:19:43.000]  大奸大惡我們不容易犯
[00:19:43.000 --> 00:19:45.000]  反而貪小便宜
[00:19:45.000 --> 00:19:47.000]  或者有時我們不遵守
