
[00:00:00.000 --> 00:00:13.400]  題目是面對我們人生中許多不能預料的事情
[00:03:26.600 --> 00:03:31.200]  也增加了許許多多我們很難預料的事情
[00:03:31.200 --> 00:03:33.400]  這也是我自己慢慢發現
[00:03:33.400 --> 00:03:36.600]  我們我聽弟兄姐妹的禱告
[00:03:36.600 --> 00:03:39.200]  聽弟兄姐妹的描述
[00:03:39.200 --> 00:03:40.600]  真的是好像
[00:03:40.600 --> 00:03:44.000]  好像有許許多多的未知數在那個地方
[00:03:44.000 --> 00:03:45.000]  所以我們禱告
[00:03:45.000 --> 00:03:47.000]  我們也不知道該怎麼辦
[00:03:47.000 --> 00:03:48.600]  也不知道該怎麼辦
[00:03:48.600 --> 00:03:50.200]  那麼有些事情這樣子做
[00:03:50.200 --> 00:03:54.000]  可是就會想到其他的事情
[00:03:54.000 --> 00:03:55.400]  好多的事情
[00:03:55.400 --> 00:03:58.200]  不再是我們可以完全掌控的
[00:03:58.200 --> 00:04:01.000]  那我們怎麼辦呢
[00:04:01.000 --> 00:04:05.800]  真的是有人把人生和投資來比較
[00:04:05.800 --> 00:04:08.000]  人生就好像投資
[00:04:08.000 --> 00:04:10.000]  有許許多多的風險
[00:04:10.000 --> 00:04:11.800]  我們要怎麼去處理它
[00:04:11.800 --> 00:04:13.000]  怎麼去投資
[00:04:13.000 --> 00:04:14.800]  對不對
[00:04:14.800 --> 00:04:16.200]  你有了小孩
[00:04:16.200 --> 00:04:18.200]  小孩也會有很多
[00:04:18.200 --> 00:04:20.800]  你沒有辦法預料的事情對不對
[00:04:20.800 --> 00:04:22.000]  常常有的時候
[00:04:22.000 --> 00:04:23.800]  我記得有一個好朋友
[00:04:23.800 --> 00:04:28.600]  他在這個印第安納州
[00:04:28.600 --> 00:04:31.200]  他有一次他就打電話告訴我
[00:04:31.200 --> 00:04:33.400]  他說你知道我的小孩很小
[00:04:33.400 --> 00:04:35.200]  我就開始叫他背聖經
[00:04:35.200 --> 00:04:37.600]  很小我就開始叫他讀聖經
[00:04:37.600 --> 00:04:38.800]  他到了幾歲的時候
[00:04:38.800 --> 00:04:41.200]  他已經把聖經讀完了幾遍
[00:04:41.200 --> 00:04:44.600]  然後在很多事情上表現上真的是很好
[00:04:44.600 --> 00:04:48.800]  他說就是奇奇怪怪的到了13歲的時候
[00:04:48.800 --> 00:04:52.200]  莫名其妙的
[00:04:52.200 --> 00:04:54.400]  這小孩就變了
[00:04:54.400 --> 00:04:58.200]  他說完全是出乎我們預料之外
[00:04:58.200 --> 00:05:00.200]  我說那現在怎麼辦呢
[00:05:00.200 --> 00:05:02.800]  他說我後面還有兩個
[00:05:02.800 --> 00:05:05.200]  那麼他說我的老二呢
[00:05:05.200 --> 00:05:07.600]  也如法炮製的出現
[00:05:07.600 --> 00:05:10.200]  所以他說我們就開始警覺了
[00:05:10.200 --> 00:05:12.200]  然後我們就看到老三
[00:05:12.200 --> 00:05:15.600]  我們想說怎麼樣去引導他
[00:05:15.600 --> 00:05:17.800]  真的是有的時候小孩子
[00:05:17.800 --> 00:05:21.200]  也讓我們真的是沒有辦法預料
[00:05:21.200 --> 00:05:22.000]  對不對
[00:05:22.000 --> 00:05:24.000]  12歲以前好好的乖乖的
[00:05:24.000 --> 00:05:25.400]  你叫他做什麼他就做什麼
[00:05:25.400 --> 00:05:26.400]  叫他六點鐘起床
[00:05:26.400 --> 00:05:27.400]  他就六點鐘起床
[00:05:27.400 --> 00:05:28.600]  你叫他九點鐘睡覺
[00:05:28.600 --> 00:05:30.200]  他就九點鐘睡覺
[00:05:30.200 --> 00:05:33.600]  到了12歲那一天忽然
[00:05:33.600 --> 00:05:35.000]  莫名其妙的
[00:05:35.000 --> 00:05:38.000]  你叫他去六點鐘起床
[00:05:38.000 --> 00:05:39.600]  他就是起不來
[00:05:39.600 --> 00:05:41.200]  你叫他早點睡覺
[00:05:41.200 --> 00:05:42.600]  他就是到十二點以後
[00:05:42.600 --> 00:05:45.600]  還在電腦上面
[00:05:45.600 --> 00:05:47.200]  很多事情我們沒辦法預料
[00:05:47.200 --> 00:05:53.200]  小孩子我們也沒辦法預料
[00:05:53.200 --> 00:05:55.800]  我們一路都在讀傳道書
[00:05:55.800 --> 00:05:58.600]  那麼傳道書的作者呢
[00:05:58.600 --> 00:06:01.400]  是個是索羅門
[00:06:01.400 --> 00:06:04.200]  那麼他是猶太人的
[00:06:04.200 --> 00:06:05.800]  以色列人的王
[00:06:05.800 --> 00:06:06.600]  那麼索羅門呢
[00:06:06.600 --> 00:06:08.000]  他也我們也跟著他
[00:06:08.000 --> 00:06:11.200]  一直在追尋人生的爭議
[00:06:11.200 --> 00:06:13.600]  他是以色列的王
[00:06:13.600 --> 00:06:15.200]  在傳道書裡面
[00:06:15.200 --> 00:06:18.400]  他就寫出了在他的一生之中
[00:06:18.400 --> 00:06:20.400]  他所做的投資
[00:06:20.400 --> 00:06:23.000]  和他所得到的回報
[00:06:23.000 --> 00:06:24.400]  他雖然是個王
[00:06:24.400 --> 00:06:28.600]  但是我想他自己也想說
[00:06:28.600 --> 00:06:31.000]  我可以掌控所有一切的事情
[00:06:31.000 --> 00:06:31.600]  對不對
[00:06:31.600 --> 00:06:32.400]  我是王嘛
[00:06:32.400 --> 00:06:33.800]  所以我愛幹什麼就幹什麼
[00:06:33.800 --> 00:06:34.800]  我要什麼就有什麼
[00:06:34.800 --> 00:06:36.400]  我想吃什麼就吃什麼
[00:06:36.400 --> 00:06:37.600]  我今天想要做什麼
[00:06:37.600 --> 00:06:38.800]  其他人你就不要去想
[00:06:38.800 --> 00:06:40.200]  你要做的事情
[00:06:40.200 --> 00:06:42.200]  你就全部都來伺候我就行了
[00:06:42.200 --> 00:06:43.000]  對不對
[00:06:43.000 --> 00:06:43.400]  但是呢
[00:06:43.400 --> 00:06:45.600]  我也想他自己一定是個王
[00:06:45.600 --> 00:06:47.000]  他想一定可以
[00:06:47.000 --> 00:06:49.000]  掌控這些所有的事情
[00:06:49.000 --> 00:06:51.200]  可是當我讀了傳道書之後
[00:06:51.200 --> 00:06:52.600]  我就發現了
[00:06:52.600 --> 00:06:53.800]  他也有好多事情
[00:06:53.800 --> 00:06:56.600]  他覺得無法掌控
[00:06:56.600 --> 00:07:00.200]  他覺得他沒有辦法掌控
[00:07:00.200 --> 00:07:01.400]  我們以前讀過了
[00:07:01.400 --> 00:07:03.400]  所以我們就不再去
[00:07:03.400 --> 00:07:05.400]  那麼那些即使他可以
[00:07:05.400 --> 00:07:07.000]  可以掌控的事情
[00:07:07.000 --> 00:07:08.000]  或是他覺得他自己
[00:07:08.000 --> 00:07:09.600]  可以掌控的事情
[00:07:09.600 --> 00:07:10.800]  然後我們發現
[00:07:10.800 --> 00:07:13.000]  他的講法是什麼
[00:07:13.000 --> 00:07:14.200]  那些事情也不能夠
[00:07:14.200 --> 00:07:16.400]  滿足他自己的心
[00:07:16.400 --> 00:07:17.800]  所以他真誠地
[00:07:17.800 --> 00:07:18.800]  在傳道書裡面
[00:07:18.800 --> 00:07:21.000]  他發出了他的嘆息
[00:07:21.000 --> 00:07:25.800]  他說人生真的是虛空
[00:07:25.800 --> 00:07:31.000]  他堂堂一位一國之君
[00:07:31.000 --> 00:07:34.000]  他仍然和在外面的
[00:07:34.000 --> 00:07:36.200]  這些販夫走卒
[00:07:36.200 --> 00:07:40.400]  完全沒有什麼差別
[00:07:40.400 --> 00:07:41.000]  真的
[00:07:41.000 --> 00:07:42.200]  當我在讀這
[00:07:42.200 --> 00:07:44.400]  我記得我以前也跟你們講過
[00:07:44.400 --> 00:07:46.200]  當我們繼續跟著他走的時候
[00:07:46.200 --> 00:07:47.600]  當我們走到了第九章
[00:07:47.600 --> 00:07:49.200]  第十章的時候
[00:07:49.200 --> 00:07:51.200]  特別是到第十章的前半段
[00:07:51.200 --> 00:07:53.200]  你真的是會想
[00:07:53.200 --> 00:07:54.600]  所羅門
[00:07:54.600 --> 00:07:58.400]  他是不是真的到最後自殺了
[00:07:58.400 --> 00:07:59.400]  那麼他真的是
[00:07:59.400 --> 00:08:01.200]  你真的就會想說
[00:08:01.200 --> 00:08:07.600]  這一趟人生值不值得走
[00:08:07.600 --> 00:08:09.600]  我們從黑暗裡面出來
[00:08:09.600 --> 00:08:11.800]  這是我們在詩篇裡面所學到的
[00:08:11.800 --> 00:08:13.800]  其實我們人的的確確也是這樣的
[00:08:13.800 --> 00:08:14.600]  對不對
[00:08:14.600 --> 00:08:16.400]  我們從黑暗裡面出來
[00:08:16.400 --> 00:08:17.800]  但是我們最後
[00:08:17.800 --> 00:08:23.800]  仍然回到黑暗裡面
[00:08:23.800 --> 00:08:25.200]  照他寫的
[00:08:25.200 --> 00:08:27.400]  如果我們從傳道書去看
[00:08:27.400 --> 00:08:29.200]  第十章以前
[00:08:29.200 --> 00:08:29.800]  照他寫的
[00:08:29.800 --> 00:08:32.000]  人生真的是一個
[00:08:32.000 --> 00:08:34.600]  所謂的Hopeless
[00:08:34.600 --> 00:08:37.600]  沒有希望
[00:08:37.600 --> 00:08:40.600]  但是當我們在看到十一章的時候
[00:08:40.600 --> 00:08:43.400]  我們就發現他有了一個轉風
[00:08:43.400 --> 00:08:45.400]  有了一個好像
[00:08:45.400 --> 00:08:47.400]  好像有一點點的光
[00:08:47.400 --> 00:08:50.600]  讓我們看見
[00:08:50.600 --> 00:08:53.000]  所羅門在他的追尋當中
[00:08:53.000 --> 00:08:54.800]  他雖然真的是有很多
[00:08:54.800 --> 00:08:56.000]  仍然是未知
[00:08:56.000 --> 00:08:57.000]  而且給他帶來的
[00:08:57.000 --> 00:08:59.000]  就是他所說的虛空
[00:08:59.000 --> 00:09:01.000]  是捕風
[00:09:01.000 --> 00:09:03.800]  但是我們從整個傳道書裡面
[00:09:03.800 --> 00:09:07.600]  我們就會在一個階段
[00:09:07.600 --> 00:09:10.800]  我們就會看到有一絲絲的光
[00:09:10.800 --> 00:09:12.800]  透露出來
[00:09:12.800 --> 00:09:14.400]  讓他看見
[00:09:14.400 --> 00:09:16.000]  這個人生
[00:09:16.000 --> 00:09:19.600]  還是值得過的
[00:09:19.600 --> 00:09:21.000]  我們一起讀傳道書
[00:09:21.000 --> 00:09:22.000]  第十一章
[00:09:22.000 --> 00:09:23.000]  好不好
[00:09:23.000 --> 00:09:24.600]  請你翻到你的聖經
[00:09:24.600 --> 00:09:26.600]  或者是電子版的聖經
[00:09:26.600 --> 00:09:30.200]  請你翻到傳道書第十一章
[00:09:30.200 --> 00:09:32.600]  第一節到第十節
[00:09:32.600 --> 00:09:33.800]  我們一起來讀
[00:09:33.800 --> 00:09:36.200]  傳道書第十一章
[00:09:36.200 --> 00:09:39.000]  第一節到第十節
[00:09:39.000 --> 00:09:40.600]  我們一起來
[00:09:40.600 --> 00:09:44.000]  當將你的糧食撒在水面
[00:09:44.000 --> 00:09:46.800]  因為日久必
[00:09:46.800 --> 00:09:48.600]  你要分給七人
[00:09:48.600 --> 00:09:50.400]  或分給八人
[00:09:50.400 --> 00:09:51.800]  因為你不知道
[00:09:51.800 --> 00:09:55.200]  將來有什麼災禍臨到地上
[00:09:55.200 --> 00:09:57.000]  雲若滿了雨
[00:09:57.000 --> 00:09:59.400]  就必傾倒在地上
[00:09:59.400 --> 00:10:01.000]  樹若向南倒
[00:10:01.000 --> 00:10:02.600]  或向北倒
[00:10:02.600 --> 00:10:04.200]  樹倒在何處
[00:10:04.200 --> 00:10:06.200]  就存在何處
[00:10:06.200 --> 00:10:08.400]  看風的
[00:10:08.400 --> 00:10:09.400]  望雲的
[00:10:09.400 --> 00:10:11.200]  必不收割
[00:10:11.200 --> 00:10:13.000]  風從何道來
[00:10:13.000 --> 00:10:15.600]  骨頭在懷孕婦人的臺中
[00:10:15.600 --> 00:10:17.200]  如何長成
[00:10:17.200 --> 00:10:19.400]  你尚且不得知道
[00:10:19.400 --> 00:10:22.400]  這樣行萬事之神的作為
[00:10:22.400 --> 00:10:24.200]  你更不得知道
[00:10:24.200 --> 00:10:26.600]  早晨要撒你的種
[00:10:26.600 --> 00:10:29.200]  晚上也要歇你的手
[00:10:29.200 --> 00:10:32.200]  因為你不知道哪一樣發旺
[00:10:32.200 --> 00:10:33.800]  或是早撒的
[00:10:33.800 --> 00:10:35.400]  或是晚撒的
[00:10:35.400 --> 00:10:37.400]  或是兩樣都好
[00:10:37.400 --> 00:10:39.800]  光本是加美的
[00:10:39.800 --> 00:10:42.600]  眼見日光也是可悅的
[00:10:42.600 --> 00:10:44.000]  人活多年
[00:10:44.000 --> 00:10:46.200]  就當快樂多年
[00:10:46.200 --> 00:10:49.400]  然而也當想到黑暗的日子
[00:10:49.400 --> 00:10:51.600]  因為這日子必多
[00:10:51.600 --> 00:10:54.400]  所要來的都是虛空
[00:10:54.400 --> 00:10:55.800]  少年人啊
[00:10:55.800 --> 00:10:58.600]  你在幼年時當快樂
[00:10:58.600 --> 00:11:02.200]  在幼年的日子使你的心歡暢
[00:11:02.200 --> 00:11:04.400]  行你所
[00:11:04.400 --> 00:11:06.600]  看你眼所愛看的
[00:11:06.600 --> 00:11:09.800]  卻要知道為這一切的事
[00:11:09.800 --> 00:11:11.600]  神必審問你
[00:11:11.600 --> 00:11:15.400]  所以你當從心裡除掉愁煩
[00:11:15.400 --> 00:11:18.000]  從肉體剋去邪惡
[00:11:18.000 --> 00:11:21.600]  因為一生的開端和幼年之時
[00:11:21.600 --> 00:11:23.200]  都是虛空
[00:11:23.200 --> 00:11:25.600]  我們一起禱告
[00:11:25.600 --> 00:11:27.400]  我們在天上的父神
[00:11:27.400 --> 00:11:28.800]  我們來到你面前
[00:11:28.800 --> 00:11:31.600]  讓我們存著一個謙卑
[00:11:31.600 --> 00:11:34.000]  讓我們存著一個謹慎的心
[00:11:34.000 --> 00:11:37.400]  讓我們曉得你是坐在你的寶座上面
[00:11:37.400 --> 00:11:39.200]  我們是在地上
[00:11:39.200 --> 00:11:40.600]  讓我們曉得
[00:11:40.600 --> 00:11:43.400]  你曾經接著你獨生的愛子
[00:11:43.400 --> 00:11:46.200]  離開了這個寶座來到人間
[00:11:46.200 --> 00:11:48.000]  為我們的罪
[00:11:48.000 --> 00:11:50.000]  為我們所有人的罪
[00:11:50.000 --> 00:11:51.800]  釘死在十字架上
[00:11:51.800 --> 00:11:53.600]  為我們捨身流血
[00:11:53.600 --> 00:11:56.800]  所以我們的罪可以洗乾淨
[00:11:56.800 --> 00:11:59.200]  在神的面前成為義
[00:11:59.200 --> 00:12:01.000]  主我們要感謝你
[00:12:01.000 --> 00:12:03.800]  主雖然你做了這些事情
[00:12:03.800 --> 00:12:06.600]  很多時候我們仍然在這個世界上
[00:12:06.600 --> 00:12:09.400]  我們聽我們自己要聽的
[00:12:09.400 --> 00:12:12.000]  我們眼看我們自己要看的
[00:12:12.000 --> 00:12:14.200]  我們耳朵聽
[00:12:14.200 --> 00:12:16.600]  也是聽我們想要聽的
[00:12:16.600 --> 00:12:20.800]  主我們嘴巴也是說我們想要說的
[00:12:20.800 --> 00:12:23.000]  主當我們來到你面前的時候
[00:12:23.000 --> 00:12:25.400]  主你讓我們把我們的眼目
[00:12:25.400 --> 00:12:27.200]  看在你自己的身上
[00:12:27.200 --> 00:12:29.200]  主若不是你自己的憐憫
[00:12:29.200 --> 00:12:31.000]  我們每一個人真的是
[00:12:31.000 --> 00:12:32.800]  就像聖經上所說的
[00:12:32.800 --> 00:12:34.800]  我們是從黑暗裡面出來
[00:12:34.800 --> 00:12:37.400]  我們要回到黑暗裡面去
[00:12:37.400 --> 00:12:38.800]  但是你救了我們
[00:12:38.800 --> 00:12:40.800]  你讓我們看見這個光
[00:12:40.800 --> 00:12:42.400]  雖然我們活在這個世界上
[00:12:42.400 --> 00:12:44.200]  有很多不定的事情
[00:12:44.200 --> 00:12:45.800]  但是我們曉得
[00:12:45.800 --> 00:12:50.200]  你在基督裡所有的事情都是是
[00:12:50.200 --> 00:12:51.600]  都是Yes
[00:12:51.600 --> 00:12:52.800]  我們謝謝你
[00:12:52.800 --> 00:12:53.600]  感謝你
[00:12:53.600 --> 00:12:56.200]  我們把下面時間都仰望在你的手中
[00:12:56.200 --> 00:12:59.000]  祢開我們心裡面的眼睛
[00:12:59.000 --> 00:13:00.600]  主祢把祢的光
[00:13:00.600 --> 00:13:04.000]  照在我們心裡面最黑暗的那一個部分
[00:13:04.000 --> 00:13:05.200]  我們感謝禱告
[00:13:05.200 --> 00:13:07.400]  主公主耶穌基督的聖名
[00:13:07.400 --> 00:13:10.400]  阿門
[00:13:10.400 --> 00:13:13.400]  今天我們會著重在第一節到第六節
[00:13:13.400 --> 00:13:15.600]  那麼十一章第一節到第六節
[00:13:15.600 --> 00:13:18.400]  我們可以把這個經文分成三個部分
[00:13:18.400 --> 00:13:19.800]  第一節到第二節
[00:13:19.800 --> 00:13:21.200]  第三節到第四節
[00:13:21.200 --> 00:13:25.600]  然後第五節到第六節
[00:13:25.600 --> 00:13:27.200]  那麼第一節到第二節
[00:13:27.200 --> 00:13:28.600]  這是一段
[00:13:28.600 --> 00:13:30.200]  這兩節經文
[00:13:30.200 --> 00:13:32.400]  特別是第一節很難解釋
[00:13:32.400 --> 00:13:34.400]  如果我們再回過去看的話
[00:13:34.400 --> 00:13:36.000]  他說當將你的糧食
[00:13:36.000 --> 00:13:37.200]  這個糧食Lahem
[00:13:37.200 --> 00:13:40.000]  其實希伯來文的意思就是麵包的意思
[00:13:40.000 --> 00:13:42.600]  他說當將你的麵包撒在水面
[00:13:42.600 --> 00:13:44.600]  因為日久必能得著
[00:13:44.600 --> 00:13:45.600]  你想想看
[00:13:45.600 --> 00:13:47.200]  連一個小孩子你都會想
[00:13:47.200 --> 00:13:52.600]  麵包撒在水裡面會變成什麼東西
[00:13:52.600 --> 00:13:54.000]  你們都知道
[00:13:54.000 --> 00:13:55.800]  但是另外還有一種不同的
[00:13:55.800 --> 00:13:58.000]  他也有另一種不同的解釋
[00:13:58.000 --> 00:14:01.400]  他就是講到說在海上面的貿易
[00:14:01.400 --> 00:14:02.400]  在海上面的
[00:14:02.400 --> 00:14:04.200]  就是靠海做生意的
[00:14:04.200 --> 00:14:06.200]  換句話講就是做船的
[00:14:06.200 --> 00:14:08.000]  船運的這些人
[00:14:08.000 --> 00:14:09.400]  那麼當時的海運
[00:14:09.400 --> 00:14:11.000]  並不是那麼保險
[00:14:11.000 --> 00:14:11.400]  對不對
[00:14:11.400 --> 00:14:13.000]  不像現在的船
[00:14:13.000 --> 00:14:14.600]  那麼風險很多
[00:14:14.600 --> 00:14:15.600]  船一出航
[00:14:15.600 --> 00:14:17.800]  就不知道能不能回來
[00:14:17.800 --> 00:14:19.000]  能不能成功
[00:14:19.000 --> 00:14:19.800]  對不對
[00:14:19.800 --> 00:14:21.200]  所以他們這些船主
[00:14:21.200 --> 00:14:23.000]  常常船出去做生意
[00:14:23.000 --> 00:14:24.800]  你就看見他成天在那邊盼望
[00:14:24.800 --> 00:14:25.200]  為什麼
[00:14:25.200 --> 00:14:26.600]  因為也沒有什麼電報
[00:14:26.600 --> 00:14:27.600]  什麼都沒有
[00:14:27.600 --> 00:14:29.000]  就不知道船去了哪裡
[00:14:29.000 --> 00:14:31.600]  也不知道船碰到了什麼風暴風
[00:14:31.600 --> 00:14:34.000]  所以他就是成天盼望巴望著
[00:14:34.000 --> 00:14:36.000]  有一天忽然看到這個船回來
[00:14:36.000 --> 00:14:38.400]  高興得很
[00:14:38.400 --> 00:14:40.200]  我自己覺得是
[00:14:40.200 --> 00:14:43.000]  我比較喜歡採用第一節到第二節
[00:14:43.000 --> 00:14:44.400]  是說做生意的
[00:14:44.400 --> 00:14:46.000]  在船上面做生意的
[00:14:46.000 --> 00:14:47.400]  那麼第三節到第四節
[00:14:47.400 --> 00:14:49.000]  他就講到說農方面的
[00:14:49.000 --> 00:14:50.200]  就是耕種方面
[00:14:50.200 --> 00:14:53.000]  所以我覺得這個比較能夠
[00:14:53.000 --> 00:14:54.600]  把它連在一起
[00:14:54.600 --> 00:14:57.000]  但是當我們在看這個經文
[00:14:57.000 --> 00:14:58.600]  其實兩種解釋
[00:14:58.600 --> 00:15:00.200]  都有它的用處
[00:15:00.200 --> 00:15:02.200]  不過我們就想說
[00:15:02.200 --> 00:15:04.000]  就好像航行
[00:15:04.000 --> 00:15:06.800]  這個在海上面做生意的
[00:15:06.800 --> 00:15:08.000]  那麼一出航
[00:15:08.000 --> 00:15:11.400]  就不知道能不能帶回來收穫
[00:15:11.400 --> 00:15:13.400]  這是第一節讓我們看見
[00:15:13.400 --> 00:15:14.800]  第二節讓我們看見
[00:15:14.800 --> 00:15:18.400]  就是說他讓我們知道
[00:15:18.400 --> 00:15:20.600]  不要只出一隻船
[00:15:20.600 --> 00:15:21.400]  你要做生意
[00:15:21.400 --> 00:15:23.000]  你要做海上面的生意
[00:15:23.000 --> 00:15:24.000]  在那個時候
[00:15:24.000 --> 00:15:26.400]  你一定要出七隻或八隻船
[00:15:26.400 --> 00:15:27.800]  當然這是希伯來文
[00:15:27.800 --> 00:15:29.000]  他們的用法
[00:15:29.000 --> 00:15:32.200]  七或八三或四四或五
[00:15:32.200 --> 00:15:34.000]  那麼三番五次
[00:15:34.000 --> 00:15:38.400]  那麼我們在這個先知書裡面
[00:15:38.400 --> 00:15:39.400]  我們也看到了
[00:15:39.400 --> 00:15:40.800]  所以這是他們的說法
[00:15:40.800 --> 00:15:43.800]  但是他就是要告訴讀者
[00:15:43.800 --> 00:15:47.400]  他說如果你每次出航的時候
[00:15:47.400 --> 00:15:50.400]  你有三隻四隻五隻六隻七隻八隻
[00:15:50.400 --> 00:15:52.200]  在這裡他講說七隻八隻船
[00:15:52.200 --> 00:15:53.600]  一起出去對不對
[00:15:53.600 --> 00:15:55.400]  那麼你要把你所有的貨物
[00:15:55.400 --> 00:15:56.800]  都分開裝
[00:15:56.800 --> 00:15:59.200]  分頭裝在不同的船上面
[00:15:59.200 --> 00:16:00.800]  萬一有一條船沉了
[00:16:00.800 --> 00:16:02.800]  你還有另外幾隻對不對
[00:16:02.800 --> 00:16:04.200]  萬一有兩隻船了
[00:16:04.200 --> 00:16:05.600]  你還有其他的
[00:16:05.600 --> 00:16:08.000]  所以這是他第二節讓我們看見
[00:16:08.000 --> 00:16:10.000]  那麼在第一節
[00:16:10.000 --> 00:16:14.200]  他是一個命令句
[00:16:14.200 --> 00:16:18.200]  所以他就是要指示聽的人
[00:16:18.200 --> 00:16:19.200]  就告訴他們
[00:16:19.200 --> 00:16:21.400]  你要敢冒險
[00:16:21.400 --> 00:16:23.400]  你要敢把你的東西丟下去
[00:16:23.400 --> 00:16:25.000]  你要敢出航
[00:16:25.000 --> 00:16:27.200]  你要敢去做這個生意
[00:16:27.200 --> 00:16:29.200]  但是第二節告訴我們
[00:16:29.200 --> 00:16:32.200]  他說你一定要有智慧
[00:16:32.200 --> 00:16:35.200]  不是就是一隻船出去
[00:16:35.200 --> 00:16:37.400]  把你所有的東西通通放在上面
[00:16:37.400 --> 00:16:38.800]  然後那隻船沉了之後
[00:16:38.800 --> 00:16:40.400]  你就什麼都沒有
[00:16:40.400 --> 00:16:42.200]  所以第一節他告訴我們
