
[00:00:00.000 --> 00:00:02.740]  二零二五年御府祈靈修四十天
[00:02:54.680 --> 00:02:58.720]  這次文氏和法利塞人有禍了
[00:02:58.720 --> 00:03:02.080]  因為主耶穌直接開講
[00:03:02.080 --> 00:03:04.160]  就說他們了
[00:03:04.160 --> 00:03:06.560]  不過是教他們的
[00:03:06.560 --> 00:03:10.320]  千萬不要學他們這樣
[00:03:10.320 --> 00:03:12.640]  這個講論就是講解
[00:03:12.640 --> 00:03:14.920]  不要學他們這樣
[00:03:14.920 --> 00:03:16.800]  文氏和法利塞人
[00:03:16.800 --> 00:03:20.920]  坐在摩西的位上
[00:03:20.920 --> 00:03:22.480]  摩西是什麼?
[00:03:22.480 --> 00:03:24.720]  摩西的位是什麼?
[00:03:24.720 --> 00:03:28.360]  摩西就是律法的代表
[00:03:28.360 --> 00:03:33.000]  有機會上一集是講聖約
[00:03:33.000 --> 00:03:34.400]  聖約神學裏面
[00:03:34.400 --> 00:03:36.120]  講聖約裏面其中一個約
[00:03:36.120 --> 00:03:37.520]  就是摩西的約
[00:03:37.520 --> 00:03:39.840]  或者叫做律法的約
[00:03:39.840 --> 00:03:42.680]  律法的約就是上帝透過摩西
[00:03:42.680 --> 00:03:44.280]  拿著兩塊法板下來
[00:03:44.280 --> 00:03:48.960]  並且在那四十天跟摩西講了很多很多
[00:03:48.960 --> 00:03:52.760]  關於要守的律法
[00:03:52.760 --> 00:03:55.240]  上帝單方面給他們
[00:03:55.240 --> 00:03:56.280]  他們可以不要
[00:03:56.280 --> 00:03:58.360]  不過全部的百姓都說
[00:03:58.360 --> 00:03:59.640]  神給我們的誡命
[00:03:59.640 --> 00:04:01.160]  我們都要遵守
[00:04:01.160 --> 00:04:02.120]  你自己說的
[00:04:02.120 --> 00:04:03.960]  你自己說了要遵守的
[00:04:03.960 --> 00:04:08.200]  摩西是拿律法下來的人
[00:04:08.200 --> 00:04:09.840]  和解釋
[00:04:09.840 --> 00:04:12.760]  因為只有他聽過神跟他說
[00:04:12.760 --> 00:04:15.160]  這樣那樣是什麼意思
[00:04:15.160 --> 00:04:16.880]  為什麼這樣做
[00:04:16.880 --> 00:04:19.760]  所以他是講解出來的
[00:04:19.760 --> 00:04:22.720]  你見到摩西的位上
[00:04:22.720 --> 00:04:27.760]  就是說拿著法板和做講解
[00:04:27.760 --> 00:04:32.520]  而文氏和花里賽人是坐在摩西的位上
[00:04:32.520 --> 00:04:35.040]  就是當時對於眾以色列人
[00:04:35.040 --> 00:04:38.480]  講解摩西的律法
[00:04:38.480 --> 00:04:42.000]  講解誡命語典章律例的時候
[00:04:42.000 --> 00:04:42.880]  誰來講呢?
[00:04:42.880 --> 00:04:45.160]  就是文氏講的主要
[00:04:45.160 --> 00:04:48.360]  而文氏多數都是花里賽派
[00:04:48.360 --> 00:04:51.480]  就是文氏和花里賽人
[00:04:51.480 --> 00:04:53.960]  文氏因為他們抄寫聖經
[00:04:53.960 --> 00:04:56.440]  而很多時候是會做講解
[00:04:56.440 --> 00:04:58.960]  所以講道的人就是文氏多
[00:04:58.960 --> 00:05:01.280]  耶穌為什麼你會走來講解
[00:05:01.280 --> 00:05:02.760]  真的很奇怪
[00:05:02.760 --> 00:05:06.160]  文氏就做解釋
[00:05:06.160 --> 00:05:10.400]  一般人在當時來說
[00:05:10.400 --> 00:05:14.000]  不要說沒有見過律法書
[00:05:14.000 --> 00:05:15.160]  見到也沒用
[00:05:15.160 --> 00:05:17.480]  不懂得字
[00:05:17.480 --> 00:05:19.000]  很多當時真的不懂字
[00:05:19.000 --> 00:05:20.400]  無學的小民
[00:05:20.400 --> 00:05:21.800]  不過也不是完全不懂
[00:05:21.800 --> 00:05:23.760]  因為他們也算厲害
[00:05:23.760 --> 00:05:24.800]  因為他們家庭教育
[00:05:24.800 --> 00:05:26.760]  他們沒有讀書
[00:05:26.760 --> 00:05:28.360]  也沒有去補習班
[00:05:28.360 --> 00:05:31.240]  但是全部小朋友都是在家裡
[00:05:31.240 --> 00:05:32.560]  是誰教他們的?
[00:05:32.560 --> 00:05:34.120]  爸爸教他們的
[00:05:34.120 --> 00:05:34.960]  教什麼?
[00:05:34.960 --> 00:05:36.960]  教摩西五經
[00:05:36.960 --> 00:05:38.440]  教詩篇律法
[00:05:38.440 --> 00:05:40.480]  教詩篇和歷史書
[00:05:40.480 --> 00:05:42.480]  由爸爸講解
[00:05:42.480 --> 00:05:43.640]  有些爸爸講多一點
[00:05:43.640 --> 00:05:44.960]  有些爸爸講少一點
[00:05:44.960 --> 00:05:46.840]  所以他們也懂一點
[00:05:46.840 --> 00:05:47.720]  聽過
[00:05:47.720 --> 00:05:50.360]  但是字就未必懂得很多
[00:05:50.360 --> 00:05:53.280]  文氏和花里賽人
[00:05:53.280 --> 00:05:55.640]  就做了這個講解
[00:05:55.640 --> 00:05:57.520]  譬如到後面的時候
[00:05:57.520 --> 00:06:00.360]  在西方教會歷史裡面
[00:06:00.360 --> 00:06:01.720]  你會見到很多人
[00:06:01.720 --> 00:06:03.960]  教會用拉丁文
[00:06:03.960 --> 00:06:06.600]  大部分歐洲人都不懂拉丁文
[00:06:06.600 --> 00:06:09.360]  甚至馬丁路德時代
[00:06:09.360 --> 00:06:14.920]  德國人都是聽拉丁文
[00:06:14.920 --> 00:06:15.800]  他們懂得德文
[00:06:15.800 --> 00:06:18.600]  但是他們不懂得看拉丁文
[00:06:18.600 --> 00:06:21.600]  所以聖經、拉丁文
[00:06:21.600 --> 00:06:23.200]  他們不明白
[00:06:23.200 --> 00:06:26.120]  是要神父去講解的
[00:06:26.120 --> 00:06:28.600]  所以神父就坐在摩西的位上
[00:06:28.600 --> 00:06:30.080]  講解聖經
[00:06:30.080 --> 00:06:31.600]  當時耶穌時代
[00:06:31.600 --> 00:06:33.600]  文氏和花里賽人
[00:06:33.600 --> 00:06:41.320]  坐在講解《律法條例典章》的位上
[00:06:41.320 --> 00:06:44.000]  那麼主耶穌是沒有說
[00:06:44.000 --> 00:06:45.600]  他們說話你不要聽
[00:06:45.600 --> 00:06:46.800]  不是的
[00:06:46.800 --> 00:06:49.120]  「凡他們所吩咐你們的
[00:06:49.120 --> 00:06:51.720]  你們都要謹守遵行」
[00:06:51.720 --> 00:06:53.200]  留意這幾個字
[00:06:53.200 --> 00:06:56.280]  「要謹守遵行」
[00:06:56.280 --> 00:06:58.920]  他們講關於律法的事
[00:06:58.920 --> 00:07:00.720]  你們要謹守遵行
[00:07:00.720 --> 00:07:02.760]  要記得
[00:07:02.760 --> 00:07:05.760]  「但不要效法他們的行為」
[00:07:05.760 --> 00:07:09.600]  你聽他們講律法就好了
[00:07:09.600 --> 00:07:10.800]  其他事不用聽了
[00:07:10.800 --> 00:07:13.600]  更加不要學他們
[00:07:13.600 --> 00:07:14.400]  為甚麼?
[00:07:14.400 --> 00:07:18.600]  因為他們「能說不能行」
[00:07:18.600 --> 00:07:21.200]  不要學他們只會說
[00:07:21.200 --> 00:07:23.000]  但他們做不到
[00:07:23.000 --> 00:07:25.600]  這個講得很清楚
[00:07:25.600 --> 00:07:29.000]  「能說不能行」
[00:07:29.000 --> 00:07:30.800]  留意一下
[00:07:30.800 --> 00:07:32.600]  他們教訓聖經的事
[00:07:32.600 --> 00:07:34.200]  教訓律法的事
[00:07:34.200 --> 00:07:35.600]  條例典章的事
[00:07:35.600 --> 00:07:37.800]  「謹守遵行」
[00:07:37.800 --> 00:07:40.600]  「行為你們不要跟他們」
[00:07:40.600 --> 00:07:42.000]  他們只會說
[00:07:42.000 --> 00:07:44.400]  「行為很差」
[00:07:44.400 --> 00:07:46.200]  你跟他們就糟了
[00:07:46.200 --> 00:07:51.600]  他們是將難擔的重擔捆起來
[00:07:51.600 --> 00:07:57.600]  難擔的重擔已經很難擔了
[00:07:57.600 --> 00:08:01.200]  他們還將很多重的重擔綁在一起
[00:08:01.200 --> 00:08:04.200]  然後割在人的肩上
[00:08:04.200 --> 00:08:05.800]  放在你的肩上
[00:08:05.800 --> 00:08:07.200]  你擔起它
[00:08:07.200 --> 00:08:09.400]  一個擔子已經很重
[00:08:09.400 --> 00:08:11.000]  一堆東西已經很重了
[00:08:11.000 --> 00:08:12.400]  它還綁在一起
[00:08:12.400 --> 00:08:13.200]  一大堆東西
[00:08:13.200 --> 00:08:15.600]  然後很重的放在你的肩上
[00:08:15.600 --> 00:08:17.600]  你揹吧
[00:08:17.600 --> 00:08:20.000]  你揹吧 你做吧
[00:08:20.000 --> 00:08:24.600]  自己一個指頭也不肯動
[00:08:24.600 --> 00:08:26.400]  自己一個指頭也不肯動
[00:08:26.400 --> 00:08:27.400]  自己不動
[00:08:27.400 --> 00:08:29.200]  一隻手指也不動
[00:08:29.200 --> 00:08:31.200]  很重的東西你擔
[00:08:31.200 --> 00:08:34.200]  其實有什麼擔給別人擔?
[00:08:34.200 --> 00:08:35.600]  給別人擔磚頭、起屋?
[00:08:35.600 --> 00:08:36.000]  不是
[00:08:36.000 --> 00:08:37.400]  這裡說的是
[00:08:37.400 --> 00:08:40.800]  「立法是不可以這樣的」
[00:08:40.800 --> 00:08:45.600]  「你不守安息日」
[00:08:45.600 --> 00:08:47.800]  安息日有很多條例
[00:08:47.800 --> 00:08:51.000]  有二十多樣東西是不可以做的
[00:08:51.000 --> 00:08:52.400]  「縫針」
[00:08:52.400 --> 00:08:55.200]  衣服破了可以縫針嗎?
[00:08:55.200 --> 00:08:58.000]  可以縫一針
[00:08:58.000 --> 00:09:00.600]  縫兩針就是工作
[00:09:00.600 --> 00:09:02.600]  安息日是不可以工作的
[00:09:02.600 --> 00:09:04.600]  所以你看到主耶穌時寫安息日
[00:09:04.600 --> 00:09:07.600]  是故意主耶穌在安息日治病的
[00:09:07.600 --> 00:09:09.400]  治病是不行的
[00:09:09.400 --> 00:09:11.800]  安息日如果要救人
[00:09:11.800 --> 00:09:14.400]  只能夠是致命的才可以救
[00:09:14.400 --> 00:09:17.600]  如果要治病
[00:09:17.600 --> 00:09:20.600]  要等安息日過了才治病
[00:09:20.600 --> 00:09:22.200]  否則是工作
[00:09:22.200 --> 00:09:25.200]  很多行路不可以遠過多少
[00:09:25.200 --> 00:09:28.000]  不可以生火、不可以什麼…
[00:09:28.000 --> 00:09:30.000]  哇!九千多樣
[00:09:30.000 --> 00:09:32.800]  你一做它就說你了
[00:09:32.800 --> 00:09:35.800]  將很多難擔的重擔
[00:09:35.800 --> 00:09:38.400]  綁在一起扔在別人的肩上
[00:09:38.400 --> 00:09:40.800]  自己就不做
[00:09:40.800 --> 00:09:42.000]  因為它指責你
[00:09:42.000 --> 00:09:43.800]  它自己縫兩針都不行
[00:09:43.800 --> 00:09:45.600]  沒有人說它
[00:09:45.600 --> 00:09:47.600]  自己縫你一件衣服都可以
[00:09:47.600 --> 00:09:49.400]  又沒有人說它
[00:09:49.400 --> 00:09:52.400]  將難擔的重擔指在別人身上
[00:09:52.400 --> 00:09:54.200]  你不可以做
[00:09:54.200 --> 00:09:57.600]  這段經文就讀完了
[00:09:57.600 --> 00:09:59.400]  不過還沒完
[00:09:59.400 --> 00:10:01.400]  1至36節
[00:10:01.400 --> 00:10:03.600]  《馬太福音》23章1至36節
[00:10:03.600 --> 00:10:05.200]  哇!36節這麼長
[00:10:05.200 --> 00:10:06.600]  我當然不讀了
[00:10:06.600 --> 00:10:08.200]  所以我只跟大家說
[00:10:08.200 --> 00:10:11.200]  是主耶穌數算他們的不是
[00:10:11.200 --> 00:10:13.400]  和他們的結果
[00:10:13.400 --> 00:10:17.200]  主耶穌用36節經文來數他們
[00:10:17.200 --> 00:10:19.800]  當然36節
[00:10:19.800 --> 00:10:22.600]  其實當日馬太寫經文的時候
[00:10:22.600 --> 00:10:24.000]  是沒有節數的
[00:10:24.000 --> 00:10:25.800]  不過就為了
[00:10:25.800 --> 00:10:32.000]  聖經是世界上極少數有章節的書
[00:10:32.000 --> 00:10:32.800]  多數都沒有
[00:10:32.800 --> 00:10:35.000]  有第幾章就有一大段
[00:10:35.000 --> 00:10:37.400]  chapter幾就說了
[00:10:37.400 --> 00:10:39.200]  有些書chapter都沒有
[00:10:39.200 --> 00:10:41.400]  由頭一直下去
[00:10:41.400 --> 00:10:42.800]  譬如別人寫一封信給你
[00:10:42.800 --> 00:10:44.400]  有沒有第一章第幾節呢?
[00:10:44.400 --> 00:10:45.800]  沒有的
[00:10:45.800 --> 00:10:49.200]  不過聖經編輯的時候
[00:10:49.200 --> 00:10:51.600]  編輯不是著作
[00:10:51.600 --> 00:10:52.800]  編輯的時候
[00:10:52.800 --> 00:10:56.800]  就是為了幫助我們容易找回
[00:10:56.800 --> 00:10:59.600]  所以加了一些章節
[00:10:59.600 --> 00:11:02.800]  主耶穌用了36節來數那些
[00:11:02.800 --> 00:11:05.000]  法理塞人文士的不是
[00:11:05.000 --> 00:11:09.600]  和說他們是有什麼結局
[00:11:09.600 --> 00:11:12.200]  特別最重要的一到第33節就說
[00:11:12.200 --> 00:11:15.200]  你們這些蛇類
[00:11:15.200 --> 00:11:17.400]  簡直是毒蛇之種
[00:11:17.400 --> 00:11:19.000]  不是普通蛇
[00:11:19.000 --> 00:11:21.000]  不是普通蛇
[00:11:21.000 --> 00:11:23.800]  是毒蛇之種
[00:11:23.800 --> 00:11:27.600]  怎樣能夠逃脫地獄的刑罰呢?
[00:11:27.600 --> 00:11:29.600]  你們毒到這樣
[00:11:29.600 --> 00:11:30.400]  差到這樣
[00:11:30.400 --> 00:11:31.800]  壞到這樣
[00:11:31.800 --> 00:11:38.200]  你逃離不了地獄的刑罰
[00:11:38.200 --> 00:11:41.400]  以36節聖經來說
[00:11:41.400 --> 00:11:46.200]  就歸納了大概有七個責備給他們
[00:11:46.200 --> 00:11:48.200]  所以說法理塞人有七個和
[00:11:48.200 --> 00:11:51.200]  又不是他的和,不過有七個責備
[00:11:51.200 --> 00:11:53.200]  第一,他關閉天國的門
[00:11:53.200 --> 00:11:55.200]  第二,他吞吃寡婦的家產
[00:11:55.200 --> 00:11:57.000]  第三,誤導人們歸信
[00:11:57.000 --> 00:11:59.400]  就是信他而不是信神
[00:11:59.400 --> 00:12:02.600]  顛倒了誓言的輕重
[00:12:02.600 --> 00:12:06.000]  很多東西,詳情不說了
[00:12:06.000 --> 00:12:09.000]  忽略公義憐憫與信實
[00:12:09.000 --> 00:12:11.200]  外面潔淨內裡污穢
[00:12:11.200 --> 00:12:13.600]  你們簡直是粉色的墳墓
[00:12:13.600 --> 00:12:15.400]  但是外面潔淨內裡污穢
[00:12:15.400 --> 00:12:19.000]  就是表示他們外面做到身光頸靚
[00:12:19.000 --> 00:12:22.800]  道貌岸然,穿著衣著很整齊華麗
[00:12:22.800 --> 00:12:25.200]  很漂亮,但是內裡很污穢
[00:12:25.200 --> 00:12:28.400]  他們的實際行為很差
[00:12:28.400 --> 00:12:31.400]  粉色的墳墓就是你們全部總括來說
[00:12:31.400 --> 00:12:36.000]  外面很漂亮,不過內裡的墳墓都是死人的骨頭,臭的
[00:12:36.000 --> 00:12:39.600]  說起他們七樣的責備
[00:12:39.600 --> 00:12:41.600]  都挺嚴重的
[00:12:41.600 --> 00:12:46.400]  然後第33節就甚至說你們這班毒蛇的種
[00:12:46.400 --> 00:12:48.600]  一定在地獄裡受苦
[00:12:48.600 --> 00:12:51.000]  哇,罵得很重
[00:12:51.000 --> 00:12:52.600]  我們在靈心默想的時候
[00:12:52.600 --> 00:12:54.600]  我就想到幾件事
[00:12:54.600 --> 00:12:57.600]  問斯同法,你出人有禍了
[00:12:57.600 --> 00:12:59.800]  我想,我就馬上想起
[00:12:59.800 --> 00:13:04.600]  我是不是在信仰裡自異呢?
[00:13:04.600 --> 00:13:07.200]  Self-justify
[00:13:07.200 --> 00:13:09.400]  Self-justify
[00:13:09.400 --> 00:13:12.200]  什麼叫自異呢?
[00:13:12.200 --> 00:13:15.800]  其實如果你問我
[00:13:15.800 --> 00:13:18.000]  最大的罪是什麼呢?
[00:13:18.000 --> 00:13:21.600]  最大的罪當然你可以說
[00:13:21.600 --> 00:13:24.200]  最大的罪就是不信
[00:13:24.200 --> 00:13:28.000]  不信就導致我們會被定罪而落地獄
[00:13:28.000 --> 00:13:30.400]  因為不信就是你自己
[00:13:30.400 --> 00:13:34.200]  承擔了這個不信而落地獄的後果
[00:13:34.200 --> 00:13:38.800]  另外一個我覺得除了那個就是自異
[00:13:38.800 --> 00:13:41.000]  你看到主耶穌在新約裡面
[00:13:41.000 --> 00:13:42.800]  很多在聖經裡面
[00:13:42.800 --> 00:13:45.000]  主耶穌時代的同道的人
[00:13:45.000 --> 00:13:48.200]  主耶穌是很憐憫的
[00:13:48.200 --> 00:13:49.600]  很憐憫的
[00:13:49.600 --> 00:13:53.200]  而且甚至舉個例子
[00:13:53.200 --> 00:13:55.600]  當然主耶穌很多次
[00:13:55.600 --> 00:14:00.400]  是特別去為一個人而出動的
[00:14:00.400 --> 00:14:03.600]  特別帶著一群梅頭一起到海裡去找誰?
[00:14:03.600 --> 00:14:05.600]  格拉森被鬼附的人
[00:14:05.600 --> 00:14:07.600]  那個是外邦人的地方
[00:14:07.600 --> 00:14:08.800]  所以他養豬的
[00:14:08.800 --> 00:14:11.000]  意思就是豬跳進海裡
[00:14:11.000 --> 00:14:16.800]  你看到他為了去幫一個被鬼附的人
[00:14:16.800 --> 00:14:19.200]  漂洋過海
[00:14:19.200 --> 00:14:25.400]  他去到推羅西頓那邊找一個寡婦幫助他
[00:14:25.400 --> 00:14:28.400]  他特意要日本自己猶太人
[00:14:28.400 --> 00:14:31.400]  不經過薩馬利亞地的繞路過去的
[00:14:31.400 --> 00:14:33.400]  他特意穿過薩馬利亞
[00:14:33.400 --> 00:14:37.000]  和一個井邊的婦人談道
[00:14:37.000 --> 00:14:39.000]  見到很多這樣的
[00:14:39.000 --> 00:14:42.000]  特別停下來
[00:14:42.000 --> 00:14:45.000]  誰摸我 我身上有能力出去
[00:14:45.000 --> 00:14:47.600]  他沒有責備那些人
[00:14:47.600 --> 00:14:52.000]  甚至那個行淫時被抓的婦人
[00:14:52.000 --> 00:14:53.400]  拉到耶穌面前
[00:14:53.400 --> 00:14:55.000]  個個手裡拿著石頭
[00:14:55.000 --> 00:14:56.600]  想扔這個婦人
[00:14:56.600 --> 00:14:59.000]  不過先考考耶穌
[00:14:59.000 --> 00:15:02.000]  這個是他犯罪的時候我們抓到他的
[00:15:02.000 --> 00:15:03.000]  你覺得怎樣?
[00:15:03.000 --> 00:15:05.000]  我們怎樣對付他?
[00:15:05.000 --> 00:15:07.000]  主耶穌就說你誰沒有罪的
[00:15:07.000 --> 00:15:09.000]  先找石頭扔他
[00:15:09.000 --> 00:15:12.000]  從老到小扔下一塊石頭走了
[00:15:12.000 --> 00:15:13.000]  老的罪多
[00:15:13.000 --> 00:15:15.000]  沒有罪的你先扔他
[00:15:15.000 --> 00:15:17.000]  那些老的想著想著
[00:15:17.000 --> 00:15:18.000]  自己真是很多罪的
[00:15:18.000 --> 00:15:19.000]  扔什麼鬼?
[00:15:19.000 --> 00:15:21.000]  先走小孩子
[00:15:21.000 --> 00:15:25.000]  走光了 走光了
[00:15:25.000 --> 00:15:27.000]  接著主耶穌說
[00:15:27.000 --> 00:15:28.000]  沒有人了嗎?走光了嗎?
[00:15:28.000 --> 00:15:30.000]  沒有人扔你的罪嗎?
[00:15:30.000 --> 00:15:31.000]  那個婦人說沒有
[00:15:31.000 --> 00:15:32.000]  主耶穌說好吧
[00:15:32.000 --> 00:15:34.000]  我也不扔你的罪
[00:15:34.000 --> 00:15:36.000]  多憐憫啊
[00:15:36.000 --> 00:15:38.000]  不過從今之後不要再犯了
[00:15:38.000 --> 00:15:39.000]  叫他走吧
[00:15:39.000 --> 00:15:44.000]  其實最大的罪不是那些殺人放火奸淫擄掠
[00:15:44.000 --> 00:15:46.000]  是很大的罪來的
[00:15:46.000 --> 00:15:47.000]  致命的
[00:15:47.000 --> 00:15:49.000]  不過似乎主耶穌
[00:15:49.000 --> 00:15:53.000]  責備得最多最多最多的罪就是
[00:15:53.000 --> 00:15:54.000]  自以為義
[00:15:54.000 --> 00:15:56.000]  就是文少和花里賽人
[00:15:56.000 --> 00:15:59.000]  自以為義
[00:15:59.000 --> 00:16:01.000]  這些自以為義就慘了
[00:16:01.000 --> 00:16:03.000]  是最大的罪之一
[00:16:03.000 --> 00:16:05.000]  是輕看別人的軟弱
[00:16:05.000 --> 00:16:07.000]  但看不到自己的問題
[00:16:07.000 --> 00:16:10.000]  我有沒有自義呢?
[00:16:10.000 --> 00:16:11.000]  哎呀
[00:16:11.000 --> 00:16:12.000]  看完這段聖經
[00:16:12.000 --> 00:16:13.000]  我都怕自己
[00:16:13.000 --> 00:16:15.000]  穿上牧師的衣服
[00:16:15.000 --> 00:16:17.000]  真是文少和花里賽人
[00:16:17.000 --> 00:16:18.000]  真是有禍了
[00:16:18.000 --> 00:16:21.000]  反而更害怕
[00:16:21.000 --> 00:16:23.000]  下次還是不要穿這些衣服
[00:16:23.000 --> 00:16:24.000]  先脫下它
[00:16:24.000 --> 00:16:27.000]  我是否有信仰裏面的自義呢?
[00:16:27.000 --> 00:16:29.000]  輕看別人的軟弱
[00:16:29.000 --> 00:16:31.000]  哎呀 你怎麼這麼差的?
[00:16:31.000 --> 00:16:34.000]  這樣也有的
[00:16:34.000 --> 00:16:37.000]  我被人陷害過
[00:16:37.000 --> 00:16:41.000]  無緣無故無緣無故陷害我
[00:16:41.000 --> 00:16:42.000]  報警的
[00:16:42.000 --> 00:16:44.000]  嘩 這麼嚴重
[00:16:44.000 --> 00:16:47.000]  當然我有不在場證人
[00:16:47.000 --> 00:16:48.000]  真是厲害
[00:16:48.000 --> 00:16:49.000]  還有兩個
[00:16:49.000 --> 00:16:52.000]  還有錄影帶做證據
[00:16:52.000 --> 00:16:54.000]  當然控告不了我
[00:16:54.000 --> 00:17:02.000]  不過你這樣妄作見證
[00:17:02.000 --> 00:17:06.000]  不要做假見證
[00:17:06.000 --> 00:17:08.000]  十屆你都未守
[00:17:08.000 --> 00:17:12.000]  你得救了沒有?
[00:17:12.000 --> 00:17:14.000]  你有沒有生命呢?
[00:17:14.000 --> 00:17:15.000]  嘩
[00:17:15.000 --> 00:17:18.000]  有些牧師傳代做這樣的事
[00:17:18.000 --> 00:17:20.000]  真是壞到極點
[00:17:20.000 --> 00:17:22.000]  竟然有人比我更壞
[00:17:22.000 --> 00:17:24.000]  真是這樣
[00:17:24.000 --> 00:17:26.000]  是呀 這麼厲害
[00:17:26.000 --> 00:17:29.000]  爭權、爭名、爭利各樣東西
[00:17:29.000 --> 00:17:31.000]  哎呀 這麼難看
[00:17:31.000 --> 00:17:33.000]  我看到別人很多軟弱
[00:17:33.000 --> 00:17:34.000]  然後我就覺得
[00:17:34.000 --> 00:17:37.000]  而且很多人喜歡指出別人的軟弱
[00:17:37.000 --> 00:17:38.000]  為什麼呢?
[00:17:38.000 --> 00:17:39.000]  因為指出別人的軟弱
[00:17:39.000 --> 00:17:42.000]  是會覺得自己比較好
[00:17:42.000 --> 00:17:44.000]  哎呀 她這樣這樣這樣
[00:17:44.000 --> 00:17:45.000]  她這樣這樣這樣
[00:17:45.000 --> 00:17:46.000]  哎呀
[00:17:46.000 --> 00:17:48.000]  其實我沒有說
[00:17:48.000 --> 00:17:51.000]  因為我內心覺得我比她好
[00:17:51.000 --> 00:17:53.000]  自以為意
[00:17:53.000 --> 00:17:56.000]  是看不到自己的問題
[00:17:56.000 --> 00:17:59.000]  我們很多時候在信仰裏會自以為意
[00:17:59.000 --> 00:18:02.000]  第二就是注重宗教形式
[00:18:02.000 --> 00:18:07.000]  忽略了真正的公義與憐憫
[00:18:07.000 --> 00:18:09.000]  咦
