
[00:00:00.000 --> 00:00:04.220]  過去幾十年,剛才我說,整個香港社會都有很大的變遷
[00:02:53.580 --> 00:02:57.940]  他們聽到自己的朋友約伯面對這麼大的苦難
[00:02:57.940 --> 00:03:02.040]  於是他們千里迢迢就去到約伯的旁邊
[00:03:02.040 --> 00:03:05.100]  他們遠遠看著約伯,他說這是約伯來的嗎?
[00:03:05.100 --> 00:03:06.380]  樣子都變了
[00:03:06.380 --> 00:03:11.000]  以致到當他看著約伯,能夠和他一起坐在那裏
[00:03:11.000 --> 00:03:13.820]  不理會環境的乾淨與不乾淨
[00:03:13.820 --> 00:03:17.140]  就和約伯身體不理會臭與不臭
[00:03:17.140 --> 00:03:21.240]  就和他一起坐了七天七夜
[00:03:21.240 --> 00:03:22.520]  然後去到第三章
[00:03:22.520 --> 00:03:26.880]  上星期我所說的,就是約伯經過三天七天七夜之後
[00:03:26.880 --> 00:03:31.480]  他就開始去表白他自己的內心世界
[00:03:31.480 --> 00:03:34.300]  他開始去奏助他自己的出生
[00:03:34.300 --> 00:03:37.120]  他說最好我可以不用出世
[00:03:37.120 --> 00:03:39.420]  就算出世最好都是夭折
[00:03:39.420 --> 00:03:43.000]  就算不要折,最好我現在想死
[00:03:43.000 --> 00:03:48.120]  上帝呀,為何我求生不得,我求死亦都好似不能
[00:03:48.120 --> 00:03:50.680]  這個就是約伯去到第三章的時候
[00:03:50.680 --> 00:03:53.240]  他忽然之間說了這番話
[00:03:53.240 --> 00:03:55.800]  弟兄姊妹,我們會即時這樣
[00:03:55.800 --> 00:03:58.100]  為何約伯的第一章第二章
[00:03:58.100 --> 00:04:01.440]  我們所看到的約伯的信心是這麼厲害
[00:04:01.440 --> 00:04:03.740]  他可以說賞賜的是耶和華
[00:04:03.740 --> 00:04:05.540]  收取的是耶和華
[00:04:05.540 --> 00:04:07.060]  為何去到第三章的時候
[00:04:07.060 --> 00:04:09.620]  好似整個約伯是換了一個約伯
[00:04:09.620 --> 00:04:10.900]  為何他忽然之間
[00:04:10.900 --> 00:04:13.460]  他會去將自己的生日
[00:04:13.460 --> 00:04:14.740]  擺在上帝的面前
[00:04:14.740 --> 00:04:16.780]  不如我死了他
[00:04:16.780 --> 00:04:17.820]  弟兄姊妹
[00:04:17.820 --> 00:04:20.380]  為何約伯會有這麼大的一個轉變
[00:04:20.380 --> 00:04:22.420]  而當他說完第三章之後
[00:04:22.420 --> 00:04:24.460]  他面對那三位朋友
[00:04:24.460 --> 00:04:27.020]  我稱之為三位的好朋友
[00:04:27.020 --> 00:04:29.340]  我深信這三位真是約伯的好朋友
[00:04:29.340 --> 00:04:32.400]  能夠和他共度那七天七夜
[00:04:32.400 --> 00:04:33.940]  然後開始和他傾談
[00:04:33.940 --> 00:04:36.760]  絕對是有心的三位朋友
[00:04:36.760 --> 00:04:41.620]  亦都是願意去安慰約伯的三位朋友
[00:04:41.620 --> 00:04:43.160]  從第四章開始
[00:04:43.160 --> 00:04:45.980]  我們一直看到第36章的時候
[00:04:45.980 --> 00:04:47.520]  我們發覺這三位朋友
[00:04:47.520 --> 00:04:51.100]  就輪流去和約伯說話
[00:04:51.100 --> 00:04:52.380]  而今天我們所看的
[00:04:52.380 --> 00:04:53.660]  就是第一個人
[00:04:53.660 --> 00:04:54.940]  就是提孟人
[00:04:54.940 --> 00:04:58.260]  以利法開始和約伯傾談
[00:04:58.260 --> 00:05:02.620]  特別當他聽完約伯對自己生日的奏助之後
[00:05:02.620 --> 00:05:05.180]  以利法就開始出聲
[00:05:05.180 --> 00:05:06.960]  他是第一個出聲
[00:05:06.960 --> 00:05:09.780]  而今天的出聲加上約伯的回應
[00:05:09.780 --> 00:05:11.580]  總共有四章的聖經
[00:05:11.580 --> 00:05:13.380]  所以今天我會和大家看完
[00:05:13.380 --> 00:05:16.440]  由第四章到第七章
[00:05:16.440 --> 00:05:17.460]  所以大家放心
[00:05:17.460 --> 00:05:19.780]  我一定會在接下來的三十分鐘講完
[00:05:19.780 --> 00:05:20.540]  大家放心
[00:05:20.540 --> 00:05:22.840]  剛才那些不計算的還有三十分鐘
[00:05:22.840 --> 00:05:24.380]  所以我們有三十分鐘
[00:05:24.380 --> 00:05:26.940]  去看完這四章的聖經
[00:05:26.940 --> 00:05:28.480]  而在這四章的聖經裏面
[00:05:28.480 --> 00:05:29.500]  我們會想想
[00:05:29.500 --> 00:05:32.580]  究竟在過程當中
[00:05:32.580 --> 00:05:35.900]  如何藉著以利法的一些反面教材
[00:05:35.900 --> 00:05:37.440]  來幫助我們
[00:05:37.440 --> 00:05:38.460]  今天如果我們
[00:05:38.460 --> 00:05:49.480]  我們要去幫助
[00:05:49.480 --> 00:05:51.260]  一些面對困難的
[00:05:51.260 --> 00:05:52.540]  一些肢體
[00:05:52.540 --> 00:05:53.580]  一些朋友
[00:05:53.580 --> 00:05:55.100]  一些同事
[00:05:55.100 --> 00:05:56.140]  我們應該
[00:05:56.140 --> 00:05:57.660]  如何和他們
[00:05:57.660 --> 00:05:58.940]  說話
[00:05:58.940 --> 00:05:59.980]  第一節會
[00:05:59.980 --> 00:06:02.020]  由第四章到第七章
[00:06:02.020 --> 00:06:03.040]  其實很簡單
[00:06:03.040 --> 00:06:04.580]  可以分成三部份
[00:06:04.580 --> 00:06:05.600]  第一部份就是
[00:06:05.600 --> 00:06:06.380]  以利法
[00:06:06.380 --> 00:06:09.180]  直接和約伯
[00:06:09.180 --> 00:06:09.960]  說話
[00:06:09.960 --> 00:06:10.980]  是以利法
[00:06:10.980 --> 00:06:13.020]  提醒約伯一些說話
[00:06:13.020 --> 00:06:15.080]  第四章第五章
[00:06:15.080 --> 00:06:17.120]  所以以利法用了兩章聖經
[00:06:17.120 --> 00:06:18.920]  和約伯說話
[00:06:18.920 --> 00:06:19.940]  第六章
[00:06:19.940 --> 00:06:22.240]  開始約伯回應
[00:06:22.240 --> 00:06:23.020]  以利法
[00:06:23.020 --> 00:06:24.040]  聽完之後
[00:06:24.040 --> 00:06:27.880]  約伯直接回應以利法所說的一番說話
[00:06:27.880 --> 00:06:28.900]  第七章
[00:06:28.900 --> 00:06:29.920]  約伯
[00:06:29.920 --> 00:06:32.220]  回到神那裡
[00:06:32.220 --> 00:06:33.760]  向神求助
[00:06:33.760 --> 00:06:35.560]  當他回應了約伯之後
[00:06:35.560 --> 00:06:38.120]  他就向上帝求助
[00:06:38.120 --> 00:06:40.920]  所以四章聖經分成三部份
[00:06:40.920 --> 00:06:41.960]  第一部份就是
[00:06:41.960 --> 00:06:43.240]  以利法說話
[00:06:43.240 --> 00:06:46.040]  第二部份就是約伯對以利法的回應
[00:06:46.040 --> 00:06:47.080]  第三部份
[00:06:47.080 --> 00:06:49.120]  約伯和上帝的
[00:06:49.120 --> 00:06:50.400]  一番說話
[00:06:50.400 --> 00:06:51.160]  今天
[00:06:51.160 --> 00:06:52.960]  我們就會從這三方面
[00:06:52.960 --> 00:06:54.240]  和大家分析
[00:06:54.240 --> 00:06:56.040]  我們第一部份仍然是說
[00:06:56.040 --> 00:06:57.060]  《釋經》的部份
[00:06:57.060 --> 00:07:00.140]  第二部份就是《釋經》之後
[00:07:00.140 --> 00:07:01.660]  我們怎樣應用在
[00:07:01.660 --> 00:07:02.940]  我們的生命當中
[00:07:02.940 --> 00:07:06.020]  應用部份已經放在程序表內頁
[00:07:06.020 --> 00:07:07.820]  所以今天如果不夠時間說
[00:07:07.820 --> 00:07:09.100]  大家自己回去看
[00:07:09.100 --> 00:07:10.120]  我會很快說完
[00:07:10.120 --> 00:07:11.400]  然後自己回去看
[00:07:11.400 --> 00:07:12.160]  講義
[00:07:12.160 --> 00:07:13.180]  這個也是
[00:07:13.180 --> 00:07:14.460]  我用講義的原因
[00:07:14.460 --> 00:07:16.000]  知道自己一定說不完
[00:07:16.000 --> 00:07:17.540]  所以放在講義當中
[00:07:17.540 --> 00:07:19.580]  大家可以回去自己再看
[00:07:19.580 --> 00:07:21.640]  第一部份我們說《釋經》
[00:07:21.640 --> 00:07:22.920]  《釋經》的第一部份就是
[00:07:22.920 --> 00:07:25.740]  看回以利法對約伯的提醒
[00:07:25.740 --> 00:07:28.560]  今天當我們面對人與人之間的關係
[00:07:28.560 --> 00:07:30.340]  當有人問我們問題的時候
[00:07:30.340 --> 00:07:33.160]  我們一定會即時回應
[00:07:33.160 --> 00:07:35.720]  一定有意見給對方
[00:07:35.720 --> 00:07:38.280]  有時我們對對方的提醒
[00:07:38.280 --> 00:07:41.100]  我們應該採取什麼態度呢
[00:07:41.100 --> 00:07:42.900]  今天我們作為一個輔導員
[00:07:42.900 --> 00:07:44.180]  或者作為一個目者
[00:07:44.180 --> 00:07:45.460]  或者作為一個組長
[00:07:45.460 --> 00:07:46.980]  有時我們或多或少
[00:07:46.980 --> 00:07:49.040]  我們都會給意見
[00:07:49.040 --> 00:07:50.580]  給某些弟兄姊妹
[00:07:50.580 --> 00:07:52.620]  如果弟兄姊妹面對苦難的時候
[00:07:52.620 --> 00:07:54.420]  如果今天你一個朋友
[00:07:54.420 --> 00:07:58.780]  只是經歷過10月1號那場海難的家庭裏面
[00:07:58.780 --> 00:08:00.060]  剛好是你的朋友
[00:08:00.060 --> 00:08:02.100]  如果你真的要去探望他的時候
[00:08:02.100 --> 00:08:03.900]  你應該怎樣去跟他說話呢
[00:08:03.900 --> 00:08:06.960]  這個也是很多時候我們要問我們自己
[00:08:06.960 --> 00:08:09.260]  原來當我們看回以利法的時候
[00:08:09.260 --> 00:08:13.880]  在以利法對約伯開始提醒的時候
[00:08:13.880 --> 00:08:14.900]  我們發覺
[00:08:14.900 --> 00:08:16.440]  第四章第五章
[00:08:16.440 --> 00:08:17.460]  我們看到
[00:08:17.460 --> 00:08:19.000]  這個以利法
[00:08:19.000 --> 00:08:20.280]  它的背後
[00:08:20.280 --> 00:08:22.060]  它的提醒的背後
[00:08:22.060 --> 00:08:23.860]  是有兩個假設
[00:08:23.860 --> 00:08:27.180]  就是說當他給意見給約伯的時候
[00:08:27.180 --> 00:08:29.500]  在以利法的思想裏面
[00:08:29.500 --> 00:08:30.780]  他有兩個假設
[00:08:30.780 --> 00:08:33.840]  以致到今天我們做輔導的時候
[00:08:33.840 --> 00:08:35.380]  我們千萬要小心
[00:08:35.380 --> 00:08:36.660]  千萬不要
[00:08:36.660 --> 00:08:38.700]  很快就有個假設
[00:08:38.700 --> 00:08:39.980]  對方是什麼
[00:08:39.980 --> 00:08:40.760]  當然
[00:08:40.760 --> 00:08:43.320]  以利法一聽完約伯講完第三章
[00:08:43.320 --> 00:08:44.600]  他馬上有兩個假設
[00:08:44.600 --> 00:08:46.640]  出現在他的思想裏面
[00:08:46.640 --> 00:08:49.460]  第一個假設就是
[00:08:49.460 --> 00:08:51.500]  苦難的原因
[00:08:51.500 --> 00:08:52.540]  一定是罪
[00:08:52.540 --> 00:08:55.100]  約伯的苦難
[00:08:55.100 --> 00:08:56.380]  約伯面對苦難
[00:08:56.380 --> 00:08:57.400]  而這個以利法
[00:08:57.400 --> 00:08:59.960]  第一個假設
[00:08:59.960 --> 00:09:02.780]  他說約伯你今日之面對苦難
[00:09:02.780 --> 00:09:04.580]  就是因為你有罪
[00:09:04.580 --> 00:09:07.380]  罪就帶來苦難
[00:09:07.380 --> 00:09:09.700]  這個是約伯的裏面
[00:09:09.700 --> 00:09:11.480]  以利法的回應當中
[00:09:11.480 --> 00:09:13.020]  第一個假設
[00:09:13.020 --> 00:09:15.060]  苦難的原因就是罪
[00:09:15.060 --> 00:09:17.120]  這個約伯和以利法
[00:09:17.120 --> 00:09:19.420]  三個朋友坐了七天七夜
[00:09:19.420 --> 00:09:21.220]  當他們聽完約伯講完之後
[00:09:21.220 --> 00:09:24.300]  這個以利法就急不及待說了句說話
[00:09:24.300 --> 00:09:26.340]  他說人若想與你說話
[00:09:26.340 --> 00:09:27.880]  你就厭煩麼
[00:09:27.880 --> 00:09:31.200]  但誰能忍住不說呢
[00:09:31.200 --> 00:09:32.740]  就是說我怎麼忍呢
[00:09:32.740 --> 00:09:34.780]  我一定要講我要講的說話
[00:09:34.780 --> 00:09:35.820]  我已經聽完他說了
[00:09:35.820 --> 00:09:37.600]  我已經沒辦法再忍了
[00:09:37.600 --> 00:09:39.660]  而當他講完這句說話之後
[00:09:39.660 --> 00:09:40.680]  他就開始說了
[00:09:40.680 --> 00:09:41.960]  他說你知不知道約伯
[00:09:41.960 --> 00:09:42.980]  昔日的你
[00:09:42.980 --> 00:09:44.000]  昔日的你
[00:09:44.000 --> 00:09:46.060]  上帝親自的稱讚你
[00:09:46.060 --> 00:09:47.840]  世人親自稱讚你
[00:09:47.840 --> 00:09:48.620]  你是敬畏神
[00:09:48.620 --> 00:09:49.900]  你是與你惡事
[00:09:49.900 --> 00:09:52.460]  這個時刻是上帝的僕人
[00:09:52.460 --> 00:09:54.260]  這是上帝親自對他的稱讚
[00:09:54.260 --> 00:09:56.300]  他說昔日的約伯
[00:09:56.300 --> 00:09:58.860]  一定面對過某些人的苦難
[00:09:58.860 --> 00:10:01.940]  你一定曾經幫過某些人的苦難
[00:10:01.940 --> 00:10:04.500]  以致到當你幫助人的時候
[00:10:04.500 --> 00:10:07.060]  為什麼能醫不治醫
[00:10:07.060 --> 00:10:09.360]  就是說你昔日做輔導幫人
[00:10:09.360 --> 00:10:11.660]  今天到你自己面對苦難的時候
[00:10:11.660 --> 00:10:14.220]  為什麼你反而幫助不到自己
[00:10:14.220 --> 00:10:16.520]  我們讀一讀第五節第六節很有意思的
[00:10:16.520 --> 00:10:18.320]  很有趣的準備一二三
[00:10:18.320 --> 00:10:20.880]  但現在禍患臨到你
[00:10:20.880 --> 00:10:22.160]  你就昏迷
[00:10:22.160 --> 00:10:23.180]  靠近你
[00:10:23.180 --> 00:10:24.460]  你便驚惶
[00:10:24.460 --> 00:10:25.480]  你的倚靠
[00:10:25.480 --> 00:10:27.800]  不是在你敬畏神嗎
[00:10:27.800 --> 00:10:28.820]  你的盼望
[00:10:28.820 --> 00:10:31.380]  不是在你行事純正嗎
[00:10:31.380 --> 00:10:32.920]  伊利法說得對
[00:10:32.920 --> 00:10:34.200]  他說你敬畏神
[00:10:34.200 --> 00:10:36.240]  你行事純正
[00:10:36.240 --> 00:10:39.060]  為什麼昔日你可以幫人
[00:10:39.060 --> 00:10:41.620]  為什麼今天當你面對苦難的時候
[00:10:41.620 --> 00:10:43.160]  面對困難的時候
[00:10:43.160 --> 00:10:45.200]  你就失去了忍耐
[00:10:45.200 --> 00:10:48.780]  換句話說伊利法從來沒有挑戰
[00:10:48.780 --> 00:10:50.320]  這個約法的誠信
[00:10:50.320 --> 00:10:51.860]  他反而挑戰他
[00:10:51.860 --> 00:10:53.140]  為什麼
[00:10:53.140 --> 00:10:54.680]  失去了忍耐
[00:10:54.680 --> 00:10:56.720]  他說以前你叫人忍耐
[00:10:56.720 --> 00:10:58.760]  為什麼今天你自己
[00:10:58.760 --> 00:10:59.800]  反而
[00:10:59.800 --> 00:11:00.560]  不忍耐
[00:11:00.560 --> 00:11:02.360]  究竟我所認識的約法
[00:11:02.360 --> 00:11:03.880]  是不是你
[00:11:03.880 --> 00:11:06.200]  他說我所認識的你不是這樣的
[00:11:06.200 --> 00:11:09.000]  為什麼你以前好像很有忍耐叫人忍耐
[00:11:09.000 --> 00:11:11.320]  但是為什麼今天你忍耐不了
[00:11:11.320 --> 00:11:12.840]  當他說完之後他就開始
[00:11:12.840 --> 00:11:14.120]  馬上轉個話題
[00:11:14.120 --> 00:11:16.160]  轉個話題就是下面那節聖經
[00:11:16.160 --> 00:11:16.940]  我們讀一讀好不好
[00:11:16.940 --> 00:11:18.480]  準備123
[00:11:18.480 --> 00:11:20.000]  你追賞
[00:11:20.000 --> 00:11:21.280]  無辜的人
[00:11:21.280 --> 00:11:22.560]  有誰滅亡
[00:11:22.560 --> 00:11:23.600]  正直的人
[00:11:23.600 --> 00:11:25.120]  在何處剪除
[00:11:25.120 --> 00:11:26.400]  按我所見
[00:11:26.400 --> 00:11:27.680]  奸罪孽
[00:11:27.680 --> 00:11:28.960]  中毒害的人
[00:11:28.960 --> 00:11:30.760]  都照樣收割
[00:11:30.760 --> 00:11:32.040]  他馬上轉個話題
[00:11:32.040 --> 00:11:32.800]  他就說
[00:11:32.800 --> 00:11:33.840]  你知不知道
[00:11:33.840 --> 00:11:35.360]  無辜的人
[00:11:35.360 --> 00:11:37.420]  誰會被滅亡呢
[00:11:37.420 --> 00:11:38.440]  正直的人
[00:11:38.440 --> 00:11:40.740]  怎麼可能被剪除呢
[00:11:40.740 --> 00:11:42.020]  中什麼
[00:11:42.020 --> 00:11:43.040]  就一定是什麼
[00:11:43.040 --> 00:11:45.340]  收什麼
[00:11:45.340 --> 00:11:46.120]  他馬上
[00:11:46.120 --> 00:11:47.640]  將約白
[00:11:47.640 --> 00:11:48.920]  對約白的提醒
[00:11:48.920 --> 00:11:50.460]  由昔日
[00:11:50.460 --> 00:11:51.480]  到現在
[00:11:51.480 --> 00:11:52.520]  他馬上
[00:11:52.520 --> 00:11:53.800]  有個定案
[00:11:53.800 --> 00:11:56.360]  他說你一定有罪
[00:11:56.360 --> 00:11:58.140]  你今天面對苦難
[00:11:58.140 --> 00:12:00.200]  的原因就是罪
[00:12:00.200 --> 00:12:01.220]  中是什麼
[00:12:01.220 --> 00:12:03.260]  收就是什麼
[00:12:03.260 --> 00:12:04.540]  弟兄姊妹
[00:12:04.540 --> 00:12:05.320]  依據法
[00:12:05.320 --> 00:12:06.840]  有第一個假設
[00:12:06.840 --> 00:12:08.640]  罪大其苦難
[00:12:08.640 --> 00:12:10.180]  某個情況不是錯的
[00:12:10.180 --> 00:12:11.460]  如果我們看回聖經
[00:12:11.460 --> 00:12:13.500]  特別最近現在看回
[00:12:13.500 --> 00:12:15.300]  TWA我們靈修的時候
[00:12:15.300 --> 00:12:16.840]  我們看回
[00:12:16.840 --> 00:12:18.120]  耶利米蘇那邊
[00:12:18.120 --> 00:12:19.400]  我們看到的
[00:12:19.400 --> 00:12:20.940]  耶和華神經常都說
[00:12:20.940 --> 00:12:23.740]  如果今天你犯罪
[00:12:23.740 --> 00:12:25.280]  今天你去拜偶像
[00:12:25.280 --> 00:12:27.840]  當你犯罪的時候我就會興起敵人
[00:12:27.840 --> 00:12:29.120]  來將你消滅
[00:12:29.120 --> 00:12:30.660]  將他們擄到巴比倫
[00:12:30.660 --> 00:12:31.420]  七十年
[00:12:31.420 --> 00:12:33.740]  直到他們認罪悔改
[00:12:33.740 --> 00:12:36.040]  上帝又會重建耶路撒冷
[00:12:36.040 --> 00:12:37.580]  昔日的榮耀又會回來
[00:12:37.580 --> 00:12:38.860]  上帝就說
[00:12:38.860 --> 00:12:39.620]  很清楚的
[00:12:39.620 --> 00:12:41.660]  罪一定帶來
[00:12:41.660 --> 00:12:43.200]  上帝的管教
[00:12:43.200 --> 00:12:44.740]  帶來上帝的懲罰
[00:12:44.740 --> 00:12:45.760]  這個是對的
[00:12:45.760 --> 00:12:48.840]  所以以利法有這樣的假設
[00:12:48.840 --> 00:12:50.620]  某個情況都是對的
[00:12:50.620 --> 00:12:51.900]  不過問題就是說
[00:12:51.900 --> 00:12:53.440]  如果我們仔細看聖經
[00:12:53.440 --> 00:12:54.460]  我們看聖經
[00:12:54.460 --> 00:12:55.240]  其實
[00:12:55.240 --> 00:12:56.780]  苦難的成因
[00:12:56.780 --> 00:12:58.560]  除了罪之外
[00:12:58.560 --> 00:13:00.860]  可能有其他的原因
[00:13:00.860 --> 00:13:01.640]  很簡單
[00:13:01.640 --> 00:13:02.920]  我們看回耶穌
[00:13:02.920 --> 00:13:04.460]  耶穌在地上
[00:13:04.460 --> 00:13:05.980]  侍奉那三面那邊
[00:13:05.980 --> 00:13:07.260]  我們發覺耶穌
[00:13:07.260 --> 00:13:08.800]  一定面對
[00:13:08.800 --> 00:13:10.340]  很多的苦難
[00:13:10.340 --> 00:13:12.900]  最單純到最後一個星期
[00:13:12.900 --> 00:13:14.700]  我們很多時候在英文來說
[00:13:14.700 --> 00:13:16.740]  The Passion Week of Jesus
[00:13:16.740 --> 00:13:17.760]  最後一個星期
[00:13:17.760 --> 00:13:19.560]  是一個苦難的一個星期
[00:13:19.560 --> 00:13:21.860]  一個受苦的星期
[00:13:21.860 --> 00:13:23.400]  幾年前有齣電影
[00:13:23.400 --> 00:13:24.420]  大家可能看過的
[00:13:24.420 --> 00:13:25.700]  叫做受難曲
[00:13:25.700 --> 00:13:26.980]  不知道大家看過沒有
[00:13:26.980 --> 00:13:27.740]  這齣戲
[00:13:27.740 --> 00:13:29.280]  居然是三級片來的
[00:13:29.280 --> 00:13:30.300]  嘩
[00:13:30.300 --> 00:13:31.340]  剛才我都不明白為什麼
[00:13:31.340 --> 00:13:33.380]  耶穌生平是三級
[00:13:33.380 --> 00:13:35.680]  我入現在戲院都要小心一點
[00:13:35.680 --> 00:13:37.980]  我沒有看過三級片
[00:13:37.980 --> 00:13:40.280]  當時最初是三級
[00:13:40.280 --> 00:13:41.300]  因為他殘忍
[00:13:41.300 --> 00:13:43.360]  他殘忍的程度
[00:13:43.360 --> 00:13:44.380]  特別是到最後
[00:13:44.380 --> 00:13:45.660]  耶穌被捉之後
[00:13:45.660 --> 00:13:48.480]  那些軍人鞭打他的時候
[00:13:48.480 --> 00:13:49.760]  他的描述
[00:13:49.760 --> 00:13:51.800]  正正是聖經那邊的描述
[00:13:51.800 --> 00:13:53.860]  昔日的羅馬鞭那些鞭
[00:13:53.860 --> 00:13:54.880]  是有倒勾的
[00:13:54.880 --> 00:13:56.420]  大家知道那條鞭有倒勾
[00:13:56.420 --> 00:13:57.940]  他一鞭下去的時候
[00:13:57.940 --> 00:14:00.500]  那些勾就進到他的皮膚那邊
[00:14:00.500 --> 00:14:02.300]  然後一抽出來的時候
[00:14:02.300 --> 00:14:04.100]  就連肉都抽出來
[00:14:04.100 --> 00:14:06.400]  所以看到電影那邊的主角
[00:14:06.400 --> 00:14:08.700]  全身都是血肉模糊的時候
[00:14:08.700 --> 00:14:09.980]  其實是真的
[00:14:09.980 --> 00:14:11.260]  是真的一件事
[00:14:11.260 --> 00:14:12.540]  所以耶穌
[00:14:12.540 --> 00:14:13.820]  最後那個星期
[00:14:13.820 --> 00:14:15.100]  他被鞭打
[00:14:15.100 --> 00:14:17.400]  他帶著荊棘的冠冕
[00:14:17.400 --> 00:14:18.680]  我去以色列
[00:14:18.680 --> 00:14:20.740]  的時候都買了一個冠冕回來
[00:14:20.740 --> 00:14:21.760]  那個荊棘冠冕
[00:14:21.760 --> 00:14:23.540]  嘩你摸一摸
[00:14:23.540 --> 00:14:24.320]  你都頂不住了
[00:14:24.320 --> 00:14:25.860]  何況帶在頭上
[00:14:25.860 --> 00:14:27.380]  壓下去的那種痛苦
[00:14:27.380 --> 00:14:29.440]  甚至去到釘十字架的時候
[00:14:29.440 --> 00:14:30.720]  嘩那種的痛
[00:14:30.720 --> 00:14:31.740]  不單止是肉身的痛
[00:14:31.740 --> 00:14:33.780]  甚至是心靈的痛
[00:14:33.780 --> 00:14:35.840]  因為下面很多人走來走去的時候
[00:14:35.840 --> 00:14:37.120]  跟耶穌說
[00:14:37.120 --> 00:14:38.400]  如果你是神的兒子
[00:14:38.400 --> 00:14:40.460]  你就可以在十字架上面下來
[00:14:40.460 --> 00:14:41.980]  當你在十字架上面下來
[00:14:41.980 --> 00:14:44.040]  我就會信你是神的兒子
[00:14:44.040 --> 00:14:44.540]  當然
[00:14:44.540 --> 00:14:47.100]  以前我都說過如果我是耶穌就大件事
[00:14:47.100 --> 00:14:48.640]  如果我是耶穌我一定下去
[00:14:48.640 --> 00:14:50.700]  一定下去之後再上去繼續釘
[00:14:50.700 --> 00:14:55.300]  這個就是win win situation
[00:14:55.300 --> 00:14:57.100]  我要證明給你看
