
[00:00:00.000 --> 00:00:04.540]  今天的講題我用了聖誕崇拜的其中一個主題
[00:01:27.740 --> 00:01:37.880]  我們記得這個家應該是帶來安慰、保護、鼓勵、力量
[00:01:37.880 --> 00:01:39.080]  Amen
[00:01:39.080 --> 00:01:42.120]  主我們感謝祢
[00:01:42.120 --> 00:01:43.720]  我們讚美祢
[00:01:43.720 --> 00:01:44.920]  因為祢的愛的緣故
[00:01:44.920 --> 00:01:46.860]  因為祢的拯救的緣故
[00:01:46.860 --> 00:01:49.620]  祢讓我們得稱為神的兒女
[00:01:49.620 --> 00:01:51.760]  以致我們每一個認識祢的人
[00:01:51.760 --> 00:01:53.560]  我們能夠成為弟兄姊妹
[00:01:53.560 --> 00:01:54.860]  我們成為一家人
[00:01:54.860 --> 00:01:56.140]  盼望在這個家裡面
[00:01:56.140 --> 00:01:58.140]  主祢的愛繼續去臨在
[00:01:58.140 --> 00:02:00.940]  祢幫助我們學習如何彼此去相顧
[00:02:00.940 --> 00:02:03.900]  我們如何來對彼此去代求
[00:02:03.900 --> 00:02:05.540]  彼此來去接納
[00:02:05.540 --> 00:02:08.280]  願祢親自在當中臨在我們裡面
[00:02:08.280 --> 00:02:10.380]  我們願意同樣親愛的聖靈
[00:02:10.380 --> 00:02:12.040]  祢來到我們的裡面
[00:02:12.040 --> 00:02:13.680]  祢都會教導我們
[00:02:13.680 --> 00:02:14.920]  對我們說話
[00:02:14.920 --> 00:02:16.260]  親自去提醒我們
[00:02:16.260 --> 00:02:18.680]  讓這個家成為一個馨香的祭
[00:02:18.680 --> 00:02:19.720]  來到你的面前
[00:02:19.720 --> 00:02:20.720]  夢你的月臨
[00:02:20.720 --> 00:02:21.520]  多謝讚美你
[00:02:21.520 --> 00:02:22.560]  聽我們禱告
[00:02:22.560 --> 00:02:24.800]  奉耶穌基督得聖的名球
[00:02:24.800 --> 00:02:26.460]  Amen 各位請坐
[00:02:26.460 --> 00:02:33.400]  羅馬書來到結尾
[00:02:33.400 --> 00:02:35.080]  我不知道大家會不會覺得
[00:02:35.080 --> 00:02:37.400]  鬆了一口氣
[00:02:37.400 --> 00:02:38.180]  我們經常說
[00:02:38.180 --> 00:02:39.480]  「恩順清義」
[00:02:39.480 --> 00:02:40.740]  「清義」這四個字
[00:02:40.740 --> 00:02:42.740]  好像很艱深 很難
[00:02:42.740 --> 00:02:44.580]  很難明白
[00:02:44.580 --> 00:02:46.280]  很不容易
[00:02:46.280 --> 00:02:47.280]  或者你會覺得
[00:02:47.280 --> 00:02:49.480]  為什麼一個
[00:02:49.480 --> 00:02:53.460]  很神學的書卷
[00:02:53.460 --> 00:02:54.420]  羅馬書
[00:02:54.420 --> 00:02:55.960]  今天我給了一個題目
[00:02:55.960 --> 00:02:57.300]  跟家有關係
[00:02:57.300 --> 00:02:59.900]  其實有什麼關係呢
[00:02:59.900 --> 00:03:01.600]  其實羅馬書很特別的
[00:03:01.600 --> 00:03:03.340]  我自己覺得
[00:03:03.340 --> 00:03:06.840]  保羅寫這封信給羅馬教會
[00:03:06.840 --> 00:03:09.100]  其實他沒有去過羅馬
[00:03:09.100 --> 00:03:11.500]  但是他寫這封信給這群信徒的時候
[00:03:11.500 --> 00:03:12.380]  其實
[00:03:12.380 --> 00:03:14.480]  他有一個很重要的目的
[00:03:14.480 --> 00:03:16.780]  他很想說的就是
[00:03:16.780 --> 00:03:17.880]  其實信徒之間
[00:03:17.880 --> 00:03:18.680]  教會之間
[00:03:18.680 --> 00:03:21.080]  需要一個合一
[00:03:21.080 --> 00:03:22.480]  為什麼這麼說呢
[00:03:22.480 --> 00:03:24.380]  如果你會留意到
[00:03:24.380 --> 00:03:25.660]  保羅經常說的就是
[00:03:25.660 --> 00:03:27.660]  當他說「恩順清義」的時候
[00:03:27.660 --> 00:03:28.620]  他說
[00:03:28.620 --> 00:03:31.020]  猶太人和愛邦人
[00:03:31.020 --> 00:03:32.100]  什麼叫愛邦人呢
[00:03:32.100 --> 00:03:35.440]  就是不是猶太人的愛邦人
[00:03:35.440 --> 00:03:36.360]  這兩者
[00:03:36.360 --> 00:03:40.000]  中間似乎有一道牆
[00:03:40.000 --> 00:03:41.440]  原因就是猶太人覺得
[00:03:41.440 --> 00:03:43.140]  他們是以色列民
[00:03:43.140 --> 00:03:44.880]  是神的子民
[00:03:44.880 --> 00:03:46.300]  他們受過割禮
[00:03:46.300 --> 00:03:47.980]  那有什麼叫割禮呢
[00:03:47.980 --> 00:03:49.540]  就是藍丁
[00:03:49.540 --> 00:03:51.540]  藍丁滿了七天第八天
[00:03:51.540 --> 00:03:52.920]  就要割包皮
[00:03:52.920 --> 00:03:56.080]  這是神給他們納的藥
[00:03:56.080 --> 00:03:58.820]  證明他們是神的子民
[00:03:58.820 --> 00:03:59.880]  所以他們覺得
[00:03:59.880 --> 00:04:02.020]  是他們的專利
[00:04:02.020 --> 00:04:03.220]  不是猶太人
[00:04:03.220 --> 00:04:04.820]  他們沒有行過割禮
[00:04:04.820 --> 00:04:06.220]  他們就不是神的子民
[00:04:06.220 --> 00:04:08.260]  所以他們不太能接納到
[00:04:08.260 --> 00:04:10.260]  愛邦人得救
[00:04:10.260 --> 00:04:12.460]  但羅馬書保羅很清楚地說
[00:04:12.460 --> 00:04:14.500]  無論是怎麼樣
[00:04:14.500 --> 00:04:15.800]  愛邦人
[00:04:15.800 --> 00:04:16.940]  或者猶太人
[00:04:16.940 --> 00:04:19.100]  都能夠因為信
[00:04:19.100 --> 00:04:21.480]  因著信福音而得救
[00:04:21.480 --> 00:04:23.280]  這是第一
[00:04:23.280 --> 00:04:25.640]  同時保羅在結尾的時候
[00:04:25.640 --> 00:04:27.480]  他刻意提到
[00:04:27.480 --> 00:04:28.680]  他很想
[00:04:28.680 --> 00:04:30.380]  就算有很多困難
[00:04:30.380 --> 00:04:32.380]  或者甚至有危險
[00:04:32.380 --> 00:04:33.320]  為什麼有危險
[00:04:33.320 --> 00:04:34.520]  因為猶太人
[00:04:34.520 --> 00:04:37.820]  不滿保羅向愛邦人傳福音
[00:04:37.820 --> 00:04:39.820]  以致
[00:04:39.820 --> 00:04:44.600]  他們很迫害一些猶太人
[00:04:44.600 --> 00:04:45.600]  迫害一些信徒
[00:04:45.600 --> 00:04:47.260]  所以保羅想耶路撒冷
[00:04:47.260 --> 00:04:48.240]  其實很危險
[00:04:48.240 --> 00:04:49.700]  但他說就算是這樣
[00:04:49.700 --> 00:04:51.540]  他也很想將一些
[00:04:51.540 --> 00:04:54.040]  奉獻是愛邦人的奉獻
[00:04:54.040 --> 00:04:55.340]  帶到給耶路撒冷
[00:04:55.340 --> 00:04:56.980]  一些窮困的信徒
[00:04:56.980 --> 00:04:58.020]  原因是什麼呢
[00:04:58.020 --> 00:04:59.240]  不是為了福音
[00:04:59.240 --> 00:05:02.580]  原因是為了合一
[00:05:02.580 --> 00:05:06.820]  是愛邦人和猶太人的合一
[00:05:06.820 --> 00:05:10.100]  所以這是保羅很想的心意
[00:05:10.100 --> 00:05:12.360]  就是讓兩者合而為一
[00:05:12.360 --> 00:05:15.960]  去見證這個福音
[00:05:15.960 --> 00:05:21.240]  他不是為了寫一個神學論文
[00:05:21.240 --> 00:05:23.400]  或者不是很想
[00:05:23.400 --> 00:05:24.840]  只是要給一些
[00:05:24.840 --> 00:05:27.040]  很抽象的教導
[00:05:27.040 --> 00:05:29.880]  給這些愛邦信徒
[00:05:29.880 --> 00:05:31.880]  羅馬信徒
[00:05:31.880 --> 00:05:33.680]  上一個星期
[00:05:33.680 --> 00:05:34.680]  伍博士說
[00:05:34.680 --> 00:05:36.680]  他說其實有時我們每個人
[00:05:36.680 --> 00:05:39.020]  有自己的框框
[00:05:39.020 --> 00:05:41.020]  我不知道你同不同意
[00:05:41.020 --> 00:05:43.020]  他說我們不要為了
[00:05:43.020 --> 00:05:45.020]  去建立自己的王國
[00:05:45.020 --> 00:05:46.860]  去設立這些框框
[00:05:46.860 --> 00:05:48.160]  或者自己的夢想
[00:05:48.160 --> 00:05:49.660]  去加在別人的身上
[00:05:49.660 --> 00:05:54.160]  成為別人的壓力
[00:05:54.160 --> 00:05:56.040]  巴拿巴
[00:05:56.040 --> 00:05:58.680]  是保羅的師父
[00:05:58.680 --> 00:06:00.180]  當很多人仍然懷疑
[00:06:00.180 --> 00:06:03.340]  保羅是否真的信耶穌的時候
[00:06:03.340 --> 00:06:05.540]  他接納他
[00:06:05.540 --> 00:06:08.220]  以至巴拿巴仍然沒有寫過
[00:06:08.220 --> 00:06:11.220]  一卷新約的書卷
[00:06:11.220 --> 00:06:14.820]  大家知道新約書卷有27卷
[00:06:14.820 --> 00:06:18.960]  保羅書信有13卷
[00:06:18.960 --> 00:06:20.260]  巴拿巴一卷都沒有寫
[00:06:20.260 --> 00:06:22.260]  但因著他接納保羅
[00:06:22.260 --> 00:06:24.560]  以至保羅能夠
[00:06:24.560 --> 00:06:29.240]  去完成上帝在他生命裏的一些計劃
[00:06:29.240 --> 00:06:31.140]  甚至寫了13卷書
[00:06:31.140 --> 00:06:34.640]  成為我們今天的幫助
[00:06:34.640 --> 00:06:37.480]  保羅他同樣有他自己宣教的理想
[00:06:37.480 --> 00:06:39.180]  或者夢想
[00:06:39.180 --> 00:06:42.480]  所以他會覺得馬可是一個
[00:06:42.480 --> 00:06:47.680]  俗語說是阻礙他發達的一個人
[00:06:47.680 --> 00:06:50.080]  覺得跟他一起拍不到
[00:06:50.080 --> 00:06:53.060]  所以就堅決不帶馬可
[00:06:53.060 --> 00:06:55.300]  因此就跟巴拿巴分開了
[00:06:55.300 --> 00:06:58.200]  本來是師徒關係分開了
[00:06:58.200 --> 00:07:01.460]  但也因著最後保羅
[00:07:01.460 --> 00:07:03.800]  他稱馬可為他的同工
[00:07:03.800 --> 00:07:06.840]  代表保羅去接納馬可這個人
[00:07:06.840 --> 00:07:10.080]  所以有時我們有個人的框框
[00:07:10.080 --> 00:07:13.580]  但更重要的是我們群體的合一
[00:07:13.580 --> 00:07:17.940]  在上帝的心意裏是更加明顯
[00:07:17.940 --> 00:07:20.480]  要我們走出來
[00:07:20.480 --> 00:07:25.580]  合一的見證是福音最好的見證
[00:07:25.580 --> 00:07:28.960]  有時我們會說一個家能否令人留下
[00:07:28.960 --> 00:07:32.700]  其實很視乎這個家是怎樣
[00:07:32.700 --> 00:07:35.500]  我相信大家都同意
[00:07:35.500 --> 00:07:37.900]  所以今天我想跟大家分享三方面
[00:07:37.900 --> 00:07:43.600]  究竟這個家需要甚麼元素
[00:07:43.600 --> 00:07:48.640]  第一個其實也是羅馬書很重要的提醒
[00:07:48.640 --> 00:07:52.420]  這個家是彼此合一的地方
[00:07:52.420 --> 00:07:56.420]  我會先跳一跳承接上一段
[00:07:56.420 --> 00:07:58.420]  全部都是敏安的經文
[00:07:58.420 --> 00:08:00.760]  我跳一跳到21至24節
[00:08:00.760 --> 00:08:03.420]  這裏講另一段敏安經文
[00:08:03.420 --> 00:08:06.100]  這兩段經文有甚麼不同呢
[00:08:06.100 --> 00:08:08.100]  其實昨天Pastor Ronald也講了
[00:08:08.100 --> 00:08:10.500]  前一段的敏安經文你會發現
[00:08:10.500 --> 00:08:14.500]  保羅是向一些羅馬信徒提名去問案
[00:08:14.500 --> 00:08:17.540]  所以他去問伯記拉 阿居拉的案
[00:08:17.540 --> 00:08:20.040]  問很多很多人的案
[00:08:20.040 --> 00:08:23.140]  但來到這一段
[00:08:23.140 --> 00:08:25.140]  是保羅自己
[00:08:25.140 --> 00:08:27.140]  或者他代表一些同工
[00:08:27.140 --> 00:08:30.560]  向一些羅馬的信徒去問案
[00:08:30.560 --> 00:08:33.960]  角色和方向有些不同
[00:08:33.960 --> 00:08:36.660]  但那個訊息是一樣的
[00:08:36.660 --> 00:08:39.020]  一樣是代表甚麼呢
[00:08:39.020 --> 00:08:43.940]  如果你留意兩段的敏安經文
[00:08:43.940 --> 00:08:46.640]  是有男有女
[00:08:46.640 --> 00:08:49.440]  雖然在這一段主要是男性
[00:08:49.440 --> 00:08:50.940]  但有男有女
[00:08:50.940 --> 00:08:52.440]  有不同的種族
[00:08:52.440 --> 00:08:54.440]  你會發覺有猶太人
[00:08:54.440 --> 00:08:57.180]  亦有些是混合的
[00:08:57.180 --> 00:09:00.680]  提摩泰是因為他一方面是猶太人
[00:09:00.680 --> 00:09:05.120]  另一方面是外邦人 混血兒
[00:09:05.120 --> 00:09:07.860]  亦有一些外邦人的名字
[00:09:07.860 --> 00:09:10.300]  包括希臘人的名字 德雕
[00:09:10.300 --> 00:09:14.560]  拉丁的名字 爾拉多和闊圖
[00:09:14.560 --> 00:09:16.560]  同時亦有不同職份的人
[00:09:16.560 --> 00:09:19.740]  他提到有些是負責接待的
[00:09:19.740 --> 00:09:21.940]  就像我們延伸的弟兄姊妹
[00:09:21.940 --> 00:09:23.140]  該遊
[00:09:23.140 --> 00:09:27.080]  有些是負責管銀庫
[00:09:27.080 --> 00:09:28.880]  亦有不同的階層
[00:09:28.880 --> 00:09:32.480]  因為我們經常聽到阿居拉這個名字
[00:09:32.480 --> 00:09:34.980]  但阿居拉以前是一個奴隸
[00:09:34.980 --> 00:09:38.220]  在裏面有自主 有慰勞
[00:09:38.220 --> 00:09:40.760]  其實這些敏安是否沒有意思呢
[00:09:40.760 --> 00:09:42.320]  保羅很想帶出的就是
[00:09:42.320 --> 00:09:44.560]  其實這個國家 這個群體
[00:09:44.560 --> 00:09:45.660]  正正就是這樣
[00:09:45.660 --> 00:09:48.500]  有不同的性別 固然是
[00:09:48.500 --> 00:09:50.460]  無論男也好 女也好
[00:09:50.460 --> 00:09:53.840]  有不同的背景 有不同的文化
[00:09:53.840 --> 00:09:56.240]  我們有不同的經歷
[00:09:56.240 --> 00:10:00.440]  甚至我們有不同的崗位 不同的角色
[00:10:00.440 --> 00:10:02.840]  我們要一起侍奉去建立這個家
[00:10:02.840 --> 00:10:05.280]  如果不是要竭力去保守神
[00:10:05.280 --> 00:10:07.080]  給我們俠義威的心
[00:10:07.080 --> 00:10:08.080]  我想我們很難
[00:10:08.080 --> 00:10:10.880]  因為你會發覺一起侍奉
[00:10:10.880 --> 00:10:13.220]  有時不容易的 是吧
[00:10:13.220 --> 00:10:14.620]  大家想的東西很不同
[00:10:14.620 --> 00:10:17.460]  大家步伐很不同
[00:10:17.460 --> 00:10:20.060]  如果當我們有比較的時候
[00:10:20.060 --> 00:10:22.900]  有排斥就會有紛爭
[00:10:22.900 --> 00:10:24.440]  不過我們要承認的就是
[00:10:24.440 --> 00:10:29.200]  我們每個人都有自己的框框
[00:10:29.200 --> 00:10:30.740]  你想想 是吧
[00:10:30.740 --> 00:10:34.480]  我們每個人都有自己的框框
[00:10:34.480 --> 00:10:36.480]  這些框框是因為
[00:10:36.480 --> 00:10:38.280]  在我們的成長背景
[00:10:38.280 --> 00:10:39.220]  我剛才也提過
[00:10:39.220 --> 00:10:41.820]  我們的經歷
[00:10:41.820 --> 00:10:43.220]  我們所學習
[00:10:43.220 --> 00:10:46.380]  帶給我們有不同的生活習慣
[00:10:46.380 --> 00:10:47.720]  如果夫婦就會知道
[00:10:47.720 --> 00:10:48.960]  兩個人走在一起
[00:10:48.960 --> 00:10:50.560]  很多不同的習慣
[00:10:50.560 --> 00:10:52.820]  經常是你碰我 我碰你
[00:10:52.820 --> 00:10:57.400]  我們有不同的文化處事方式
[00:10:57.400 --> 00:10:59.140]  其實這些是不是問題呢
[00:10:59.140 --> 00:11:00.560]  其實也不是問題
[00:11:00.560 --> 00:11:04.440]  問題在於這個框框有多寬
[00:11:04.440 --> 00:11:08.740]  或者說這個框框能否有彈性
[00:11:08.740 --> 00:11:10.380]  如果框框太窄
[00:11:10.380 --> 00:11:12.220]  我們會說很rigid
[00:11:12.220 --> 00:11:13.280]  即是很死板板
[00:11:13.280 --> 00:11:14.480]  好像動一點也不行
[00:11:14.480 --> 00:11:17.860]  動一點也不行
[00:11:17.860 --> 00:11:20.520]  當然這個框框不能超越我們的道德底線
[00:11:20.520 --> 00:11:22.220]  或者我們違反真理
[00:11:22.220 --> 00:11:25.320]  這個框框我們就要很死板
[00:11:25.320 --> 00:11:28.500]  甚至有時我想框框窄一點也不是問題
[00:11:28.500 --> 00:11:32.600]  即是我自己有我自己的界線
[00:11:32.600 --> 00:11:35.600]  不過我們能否容得下別人
[00:11:35.600 --> 00:11:36.940]  和我們不同的地方
[00:11:36.940 --> 00:11:40.640]  這就是我們需要思想的
[00:11:40.640 --> 00:11:44.320]  這些框框其實是我們的安書區
[00:11:44.320 --> 00:11:47.620]  模型中我們好像動了一個牌
[00:11:47.620 --> 00:11:50.020]  告訴別人No Entry
[00:11:50.020 --> 00:11:51.920]  閒人免盡
[00:11:51.920 --> 00:11:53.320]  其實底下的一層就是說
[00:11:53.320 --> 00:11:55.020]  你不要踩我地盤
[00:11:55.020 --> 00:11:56.520]  你不要搞我
[00:11:56.520 --> 00:12:01.420]  你不要搞亂我檔攤
[00:12:01.420 --> 00:12:04.200]  如果你是從小到大
[00:12:04.200 --> 00:12:06.740]  你家裏或者你爸爸媽媽教你
[00:12:06.740 --> 00:12:10.440]  出完街 放工放學回來
[00:12:10.440 --> 00:12:13.840]  要換了衣服 洗了澡 才好上床
[00:12:13.840 --> 00:12:15.740]  是不是 會不會的
[00:12:15.740 --> 00:12:18.080]  應該也不少 我也聽到不少
[00:12:18.080 --> 00:12:19.580]  我家裏就沒有這樣教
[00:12:19.580 --> 00:12:21.240]  因為哪有空
[00:12:21.240 --> 00:12:22.680]  家裏有這麼多兄弟姐妹
[00:12:22.680 --> 00:12:24.480]  每個都要換衣服 每個都要洗澡
[00:12:24.480 --> 00:12:26.160]  真的不行
[00:12:26.160 --> 00:12:28.860]  如果你想想你是這樣的時候
[00:12:28.860 --> 00:12:30.760]  你就會很難忍受
[00:12:30.760 --> 00:12:33.400]  你的子女一放學回來
[00:12:33.400 --> 00:12:35.300]  甚麼都不理 放下書包
[00:12:35.300 --> 00:12:36.660]  可能襪子也不脫
[00:12:36.660 --> 00:12:40.560]  就坐在床上打遊戲機
[00:12:40.560 --> 00:12:44.380]  又或者當你邀請弟兄姐妹到你家裏的時候
[00:12:44.380 --> 00:12:46.680]  他們說參觀一下你的睡房
[00:12:46.680 --> 00:12:48.240]  很漂亮 很大
[00:12:48.240 --> 00:12:50.340]  然後不經意坐在你的床上
[00:12:50.340 --> 00:12:53.420]  彈呀彈呀 蠻舒服的 躺下了
[00:12:53.420 --> 00:12:56.640]  那你就會滴汗 是不是
[00:12:56.640 --> 00:12:58.380]  我待會又要再換床單
[00:12:58.380 --> 00:13:00.280]  剛剛才換完
[00:13:00.280 --> 00:13:03.320]  或者我是不是要再噴一些
[00:13:03.320 --> 00:13:08.220]  空氣清新劑 消毒那些
[00:13:08.220 --> 00:13:10.960]  再不然 下次還是不要叫他們來
[00:13:10.960 --> 00:13:14.000]  這個可能有時候是我們的框框
[00:13:14.000 --> 00:13:17.000]  又或者你生在一個很嚴肅的家庭
[00:13:17.000 --> 00:13:20.000]  你覺得要認真的
[00:13:20.000 --> 00:13:21.880]  有規有矩的
[00:13:21.880 --> 00:13:24.000]  回家就要
[00:13:24.000 --> 00:13:25.540]  爸爸我回來了 媽媽我回來了
[00:13:25.540 --> 00:13:27.480]  姐姐我回來了 哥哥我回來了
[00:13:27.480 --> 00:13:29.880]  吃飯固然要 是不是
[00:13:29.880 --> 00:13:32.380]  那你會覺得 有些人會覺得
[00:13:32.380 --> 00:13:34.920]  其實說笑那些真的不太好
[00:13:34.920 --> 00:13:36.620]  不要嬉笑太多
[00:13:36.620 --> 00:13:39.520]  太輕佻了 不認真了
[00:13:39.520 --> 00:13:41.300]  我們有時候會有這些框
[00:13:41.300 --> 00:13:44.540]  但我不是 我很喜歡跟
[00:13:44.540 --> 00:13:46.160]  俗一點說 頑皮的人玩
[00:13:46.160 --> 00:13:47.140]  因為我覺得很開心
[00:13:47.140 --> 00:13:48.360]  我全家人都是這樣的
[00:13:48.360 --> 00:13:52.340]  我的哥哥姐姐經常都是說笑
[00:13:52.340 --> 00:13:54.300]  我想我們會有這些
[00:13:54.300 --> 00:13:56.540]  模型的框框
[00:13:56.540 --> 00:13:59.640]  以示我們究竟去接納
[00:13:59.640 --> 00:14:01.580]  哪一類型的人
[00:14:01.580 --> 00:14:03.880]  在我們的生命當中
[00:14:03.880 --> 00:14:07.260]  其實在我們的信仰裡都一樣
[00:14:07.260 --> 00:14:10.280]  我們會發現有些人是很喜歡
[00:14:10.280 --> 00:14:12.400]  安靜祈禱的
[00:14:12.400 --> 00:14:14.900]  所以有些人會突然間
[00:14:14.900 --> 00:14:17.360]  退隱到某一些離島
[00:14:17.360 --> 00:14:19.560]  住三天 甚至我認識有些
[00:14:19.560 --> 00:14:22.160]  會住三十天的 如果去休息的時間
[00:14:22.160 --> 00:14:24.440]  就是放假的時間
[00:14:24.440 --> 00:14:26.240]  但有時候我們又會覺得
[00:14:26.240 --> 00:14:29.580]  我們很想去大聲呼求神
[00:14:29.580 --> 00:14:31.680]  覺得很迫切
[00:14:31.680 --> 00:14:33.780]  其實兩者有沒有衝突呢 沒有
[00:14:33.780 --> 00:14:35.180]  不過是我們
[00:14:35.180 --> 00:14:37.820]  有時候是我們的性格
[00:14:37.820 --> 00:14:40.760]  或者是我們的取向等等
[00:14:40.760 --> 00:14:43.020]  甚至敬拜都一樣
[00:14:43.020 --> 00:14:45.320]  我們同福同下弟之妹很雀躍
[00:14:45.320 --> 00:14:48.700]  因為我們覺得敬拜神是很喜樂的
[00:14:48.700 --> 00:14:51.660]  很想將這個榮耀歸給神
[00:14:51.660 --> 00:14:53.340]  所以你會發覺
[00:14:53.340 --> 00:14:54.440]  新來的朋友 不好意思
[00:14:54.440 --> 00:14:57.300]  你會發覺為什麼四個字都不能坐
[00:14:57.300 --> 00:15:00.080]  其實你隨時都可以坐的 不要介意
[00:15:00.080 --> 00:15:01.440]  特別是你身體不舒服
[00:15:01.440 --> 00:15:06.220]  千萬不要死定 坐可以的
[00:15:06.220 --> 00:15:07.420]  那麼
[00:15:07.420 --> 00:15:08.520]  你知不知道有一次
[00:15:08.520 --> 00:15:10.080]  我習慣了來同福之後
[00:15:10.080 --> 00:15:12.760]  我就去外面聚會
[00:15:12.760 --> 00:15:14.680]  第一首通常敬拜歌的起身
[00:15:14.680 --> 00:15:15.960]  接著就坐下
[00:15:15.960 --> 00:15:17.360]  坐下怎麼敬拜呢
[00:15:17.360 --> 00:15:19.560]  你就好像覺得被人綁住了
[00:15:19.560 --> 00:15:22.400]  在椅子上舉手不行
[00:15:22.400 --> 00:15:23.360]  動也不行
[00:15:23.360 --> 00:15:25.140]  像剛才我們這樣跳舞也不行
[00:15:25.140 --> 00:15:28.100]  你好像覺得不自在
[00:15:28.100 --> 00:15:30.740]  其實在我們信仰的方式
[00:15:30.740 --> 00:15:32.940]  或者我們的模式都是一樣
[00:15:32.940 --> 00:15:34.340]  我們有不同的框框
[00:15:34.340 --> 00:15:39.580]  有不同的想法
[00:15:39.580 --> 00:15:41.020]  不過呢
[00:15:41.020 --> 00:15:42.380]  我想我們要去思想的就是
[00:15:42.380 --> 00:15:43.720]  原來當我們明白
[00:15:43.720 --> 00:15:46.960]  每個人都有自己的取向
[00:15:46.960 --> 00:15:48.820]  框架的時候
[00:15:48.820 --> 00:15:52.800]  可能我們不要批評得太快
[00:15:52.800 --> 00:15:57.560]  我們不要接納得太慢
[00:15:57.560 --> 00:16:00.140]  讓我們多一點去包容 去接納
[00:16:00.140 --> 00:16:02.500]  記得上一次我講到的時候
[00:16:02.500 --> 00:16:04.340]  我正正都提到這一點
[00:16:04.340 --> 00:16:08.640]  合一不代表同一
[00:16:08.640 --> 00:16:13.420]  Uniformity 不是 是Unity
[00:16:13.420 --> 00:16:15.120]  所以當我們說要合一的時候
[00:16:15.120 --> 00:16:19.120]  我們先放下我們的框框
[00:16:19.120 --> 00:16:21.620]  在我們彼此不同的裏面
[00:16:21.620 --> 00:16:24.600]  我們學會去接納
[00:16:24.600 --> 00:16:29.100]  這是一個國家很需要的一件事
[00:16:29.100 --> 00:16:32.440]  其實像什麼呢
[00:16:32.440 --> 00:16:36.280]  這幅圖漂亮嗎
[00:16:36.280 --> 00:16:37.740]  是一幅Puzzle
[00:16:37.740 --> 00:16:41.140]  不能買的
[00:16:41.140 --> 00:16:42.180]  我想講的就是
[00:16:42.180 --> 00:16:48.680]  其實這是我們聖誕崇拜的一幅照片
[00:16:48.680 --> 00:16:52.060]  其實我們每一個人就像那塊Puzzle
[00:16:52.060 --> 00:16:53.860]  每個人都不同
[00:16:53.860 --> 00:16:56.420]  可能形狀差不多
[00:16:56.420 --> 00:16:58.500]  但其實你要發覺圖案是不同的
[00:16:58.500 --> 00:17:02.060]  你不可以將兩張Puzzle放在同一個位置
[00:17:02.060 --> 00:17:04.560]  我們是彼此去接納
[00:17:04.560 --> 00:17:06.800]  彼此去配搭
[00:17:06.800 --> 00:17:11.840]  這就是一個家
[00:17:11.840 --> 00:17:13.920]  今年的聖誕崇拜
[00:17:13.920 --> 00:17:16.140]  我們不用穿得很荒蕪
[00:17:16.140 --> 00:17:17.680]  就穿T恤
[00:17:17.680 --> 00:17:21.920]  因為我們設計了新的同福T
[00:17:21.920 --> 00:17:23.320]  又漂亮嗎
[00:17:23.320 --> 00:17:24.220]  當然漂亮
[00:17:24.220 --> 00:17:25.520]  你有沒有呢
[00:17:25.520 --> 00:17:26.820]  想不想要呢
[00:17:26.820 --> 00:17:29.160]  首先在這裏我們是一家人
[00:17:29.160 --> 00:17:31.700]  所以這些照片我是沒有問他們的
[00:17:31.700 --> 00:17:34.100]  如果你發覺我的樣子在上面
[00:17:34.100 --> 00:17:37.740]  你來找我 我跟你私了就可以了
