
[00:00:00.000 --> 00:00:06.000]  各位弟兄姊妹,平安,我們開始的時候,我們先來一個禱告。
[00:05:13.000 --> 00:05:18.000]  當進入迦南的時候,摩西曾經吩咐這個以色列人,
[00:05:19.000 --> 00:05:22.000]  在《生命記》第四章的時候已經提到,
[00:05:22.000 --> 00:05:27.000]  他們說你們在那裡是必尋求耶路華,你的神。
[00:05:27.000 --> 00:05:33.000]  你盡心盡性,尋求祂的時候,就必尋見。
[00:05:33.000 --> 00:05:39.000]  在這個基礎上,就加上了盡力,strength,
[00:05:39.000 --> 00:05:42.000]  就是說我們人是需要行動。
[00:05:42.000 --> 00:05:46.000]  不只是行動這麼簡單,是要全力以赴。
[00:05:47.000 --> 00:05:52.000]  人是要以人的身體和靈魂的力量,
[00:05:52.000 --> 00:05:57.000]  當然是包括理性和情感,去愛我們的神。
[00:05:57.000 --> 00:06:00.000]  但是大家有沒有留意到?
[00:06:00.000 --> 00:06:04.000]  耶穌引用《生命記》第六章第五節的時候,
[00:06:04.000 --> 00:06:06.000]  祂是沒有逐字來引用的。
[00:06:06.000 --> 00:06:09.000]  那留下了些什麼?
[00:06:09.000 --> 00:06:14.000]  大家有沒有發覺?
[00:06:15.000 --> 00:06:17.000]  其實原因是有幾方面的。
[00:06:17.000 --> 00:06:22.000]  首先,希臘人他們對人的看法,就不像希伯來人。
[00:06:22.000 --> 00:06:26.000]  如果大家讀過《希臘哲學》,都應該知道。
[00:06:26.000 --> 00:06:29.000]  他們分開靈魂看,是這樣的。
[00:06:29.000 --> 00:06:34.000]  所以最先翻譯成為《希臘文七十事》,
[00:06:34.000 --> 00:06:42.000]  《日本》的時候,就把希伯來文的心字翻譯成為意義。
[00:06:43.000 --> 00:06:47.000]  大家應該都想到,理性和情感其實不是在心裡,
[00:06:47.000 --> 00:06:49.000]  而是在你的頭腦裡。
[00:06:49.000 --> 00:06:53.000]  到了馬可和馬這個老家的時候,
[00:06:53.000 --> 00:06:59.000]  為了要保持希伯來文和希臘文的關係,
[00:06:59.000 --> 00:07:04.000]  所以你會看到四個字都列出來了。
[00:07:07.000 --> 00:07:17.000]  但是在這裡,馬太只是記錄了耶穌對法利塞人所說的話。
[00:07:17.000 --> 00:07:25.000]  耶穌是用了心和聲和意,沒有了力量。
[00:07:27.000 --> 00:07:37.000]  所以神樂家就認為,耶穌在這裡是在強調這些心術不正的宗教領袖,
[00:07:37.000 --> 00:07:44.000]  要他們在理性和情感上多下功夫去愛神。
[00:07:44.000 --> 00:07:49.000]  無論是馬太是三個還是四個都好,
[00:07:49.000 --> 00:07:52.000]  其實他是一句重複的句子。
[00:07:53.000 --> 00:07:59.000]  在希伯來文來說,重複的句子其實是有強調的意思。
[00:07:59.000 --> 00:08:02.000]  大家都知道什麼是Holy, Holy, Holy,
[00:08:02.000 --> 00:08:05.000]  代表的是聖節。
[00:08:05.000 --> 00:08:12.000]  所以其實他在這裡是在強調我們人是需要整個人全力去愛神,
[00:08:12.000 --> 00:08:21.000]  並且以此來回應神對以色列人的無條件的愛。
[00:08:22.000 --> 00:08:24.000]  因為百姓他們一定要記得,
[00:08:24.000 --> 00:08:31.000]  神是先將他們從埃及圍爐之地那裡拯救出來。
[00:08:31.000 --> 00:08:38.000]  其次,耶穌更加引用《利未記》第十九章第十八節那裡,
[00:08:38.000 --> 00:08:41.000]  是要哀論如己了。
[00:08:41.000 --> 00:08:46.000]  論人其實不只是指你隔壁家裡的人,
[00:08:46.000 --> 00:08:49.000]  更加不是指你的朋友。
[00:08:50.000 --> 00:08:53.000]  因為在《利未記》第十九章三十四節那裡,
[00:08:53.000 --> 00:08:56.000]  很清楚地說到是指其他的人。
[00:08:56.000 --> 00:09:01.000]  所以耶穌的回答用意是非常清楚的,
[00:09:01.000 --> 00:09:04.000]  愛神在先。
[00:09:04.000 --> 00:09:10.000]  但是與此同時,人不但不可能愛神,
[00:09:10.000 --> 00:09:12.000]  但不愛人。
[00:09:12.000 --> 00:09:16.000]  加上人是有神的形象。
[00:09:17.000 --> 00:09:21.000]  因此其次也相仿不是指愛人是次一等,
[00:09:21.000 --> 00:09:26.000]  而是在形容與愛神的位置是相等的。
[00:09:26.000 --> 00:09:30.000]  所以其實兩條皆命即是一條,
[00:09:30.000 --> 00:09:34.000]  就好像硬幣的兩個面一樣。
[00:09:34.000 --> 00:09:39.000]  我們不能夠要一個面不要另外一個面。
[00:09:39.000 --> 00:09:45.000]  而相反我們更加不能夠愛人是多過愛神,
[00:09:46.000 --> 00:09:49.000]  而高舉人是多過高舉神。
[00:09:49.000 --> 00:09:59.000]  耶穌更進一步解釋這兩條皆命是先知和律法道理的總綱。
[00:09:59.000 --> 00:10:05.000]  什麼是先知和律法道理的總綱呢?
[00:10:06.000 --> 00:10:16.000]  原來是指在舊約時,神是藉著這些東西來跟百姓說話。
[00:10:16.000 --> 00:10:23.000]  而這個總綱更加是有懸掛或是吊著的意思。
[00:10:23.000 --> 00:10:32.000]  可以直譯全部的律法和先知的教導其實是懸掛在這兩條皆命之上,
[00:10:33.000 --> 00:10:36.000]  就像一串菩提籽一樣,
[00:10:36.000 --> 00:10:43.000]  我們拿著釘子就可以將整串菩提籽拿起來。
[00:10:43.000 --> 00:10:50.000]  我們說全部的律法教導的綱領就是愛神和愛人。
[00:10:50.000 --> 00:10:55.000]  因此耶穌所說的這條愛的大皆命,
[00:10:55.000 --> 00:11:02.000]  其實是包含了十界裡面前四界的愛人和後六界的愛人。
[00:11:03.000 --> 00:11:09.000]  這也是耶穌對法系菜人的回答,
[00:11:09.000 --> 00:11:16.000]  愛神和愛人其實是任何一條律法裡面需要有的精神,
[00:11:16.000 --> 00:11:23.000]  也就是整個聖經的核心,而不是說哪一條是最大。
[00:11:23.000 --> 00:11:29.000]  在聖經裡面其實我們也可以找到其他有關於愛的教導,
[00:11:30.000 --> 00:11:34.000]  就像這張圖一樣,黃色的那些字可能大家現在看不到,
[00:11:34.000 --> 00:11:39.000]  是指到裡面的不同的對人有關於愛的教導,
[00:11:39.000 --> 00:11:44.000]  這個也是基督徒生活的基石。
[00:11:44.000 --> 00:11:52.000]  但反過來說,如果人是不了解愛神、愛人的綱領的時候,
[00:11:52.000 --> 00:11:58.000]  他可能對律法的理解是可能有偏差,或者是有限制的。
[00:11:59.000 --> 00:12:04.000]  而另一方面,耶穌對律法師的回答,
[00:12:04.000 --> 00:12:11.000]  更加是完全地活現出祂在登山寶墳裡面對律法的那種態度。
[00:12:11.000 --> 00:12:13.000]  耶穌說什麼呢?
[00:12:13.000 --> 00:12:18.000]  祂說:我不是要廢掉律法,而是要成全律法。
[00:12:18.000 --> 00:12:24.000]  並且耶穌要求門徒行律法而得的義,
[00:12:25.000 --> 00:12:29.000]  要比民事和法理賽人的義更加高。
[00:12:29.000 --> 00:12:37.000]  不僅如此,耶穌更加對門徒說,要他們愛仇敵,
[00:12:37.000 --> 00:12:41.000]  正如馬太福音第六章第四十四節所說的。
[00:12:41.000 --> 00:12:49.000]  這個其實更加挑戰人對愛的理解,可以說是另一個高度。
[00:12:50.000 --> 00:12:56.000]  愛仇敵,其實是提醒我們,愛是無條件的。
[00:12:56.000 --> 00:13:00.000]  因為神也是這樣來愛我們。
[00:13:00.000 --> 00:13:03.000]  正如羅馬書第五章第八節所說的,
[00:13:03.000 --> 00:13:07.000]  祂說:唯有基督在我們還作罪人的時候,為我們死,
[00:13:07.000 --> 00:13:11.000]  神的愛就此向我們顯明了。
[00:13:12.000 --> 00:13:21.000]  祂說:我們應該要以神的愛來去愛人,不應該有前提,有差別。
[00:13:21.000 --> 00:13:27.000]  但很可惜,人與人之間的愛,很多時候講求是有條件的。
[00:13:27.000 --> 00:13:32.000]  俗語說:你敬我一尺,我敬你一丈。
[00:13:32.000 --> 00:13:35.000]  意思就是說,別人要先對你好,
[00:13:36.000 --> 00:13:42.000]  這種可能是一種交易,一種對等,或者是一種互相遷就的模式。
[00:13:42.000 --> 00:13:50.000]  正因為這樣,人才很難找到先對人好的理由。
[00:13:50.000 --> 00:14:01.000]  很多時候人更加是在別人身上找不到取得的東西,
[00:14:01.000 --> 00:14:05.000]  於是就要在這裡論斷,來憎恨其他人。
[00:14:06.000 --> 00:14:09.000]  所以耶穌更教導我們要怎樣做。
[00:14:09.000 --> 00:14:17.000]  馬蹄福音第七章十二節說:你願意人怎樣待你們,你們也要怎樣待人。
[00:14:17.000 --> 00:14:21.000]  這句可以說是聖經裡的一句金律。
[00:14:21.000 --> 00:14:28.000]  如果你想得到其他人的愛,你首先要去愛人。
[00:14:28.000 --> 00:14:34.000]  當我們越積極去愛人的時候,愛就好像回音一樣,
[00:14:35.000 --> 00:14:37.000]  終於是會回到我們自己的身上。
[00:14:37.000 --> 00:14:44.000]  人只能夠去感動人去愛你,不能夠去叫人去愛你。
[00:14:44.000 --> 00:14:48.000]  大家有沒有去過天壇的回音壁?
[00:14:48.000 --> 00:14:53.000]  你的聲音越大,你的回音就越大,
[00:14:53.000 --> 00:15:00.000]  就是說你愛人越多,你得到人的愛也會越多。
[00:15:03.000 --> 00:15:10.000]  而作為門徒,耶穌更教導我們要彼此相愛。
[00:15:10.000 --> 00:15:15.000]  因為這樣,眾人才可以認得出他們是耶穌的門徒。
[00:15:15.000 --> 00:15:21.000]  正如約翰福音第十三章三十四至三十五節所說的。
[00:15:21.000 --> 00:15:26.000]  所以通過信徒的彼此相愛,
[00:15:26.000 --> 00:15:32.000]  神的形象和神的愛就可以充分地反映出來。
[00:15:33.000 --> 00:15:37.000]  所以愛是信徒信仰的基礎,
[00:15:37.000 --> 00:15:41.000]  也是我們待人接物的指南。
[00:15:41.000 --> 00:15:44.000]  那怎樣去實踐呢?
[00:15:44.000 --> 00:15:48.000]  大家可能都會問,這是同樣的問題。
[00:15:48.000 --> 00:15:50.000]  所以,各位親愛的頂子妹,
[00:15:50.000 --> 00:15:56.000]  首先我們要懂得神是怎樣去愛我們的。
[00:15:56.000 --> 00:15:59.000]  因為這樣我們才懂得去愛人。
[00:16:00.000 --> 00:16:03.000]  保羅是說什麼呢?
[00:16:03.000 --> 00:16:07.000]  他說:「他是愛我,為我寫記。」
[00:16:07.000 --> 00:16:11.000]  這是在《迦太書》第二章第二十節所說的。
[00:16:11.000 --> 00:16:17.000]  你能否感受到神對你的愛的強烈呢?
[00:16:17.000 --> 00:16:21.000]  或者你只不過是覺得神是愛世人,
[00:16:21.000 --> 00:16:25.000]  我只不過是其中的一個呢?
[00:16:26.000 --> 00:16:31.000]  其次就是,愛不僅僅是口頭上所說的,
[00:16:31.000 --> 00:16:35.000]  愛更加是需要行動。
[00:16:35.000 --> 00:16:38.000]  因為愛不是頭腦上的知識,
[00:16:38.000 --> 00:16:41.000]  愛更加不是口甜舌滑,
[00:16:41.000 --> 00:16:44.000]  以為說了就等於做了。
[00:16:44.000 --> 00:16:50.000]  換句話說,我們愛是需要犧牲我們自己的利益。
[00:16:51.000 --> 00:16:56.000]  所以保羅在《羅馬書》第十三章更加清楚地說道,
[00:16:56.000 --> 00:16:59.000]  凡事都不可虧欠人,
[00:16:59.000 --> 00:17:03.000]  唯有彼此相愛,要常以為虧欠,
[00:17:03.000 --> 00:17:07.000]  因為愛人的就完全了律法。
[00:17:07.000 --> 00:17:13.000]  第二點就是耶穌和基督。
[00:17:13.000 --> 00:17:16.000]  每次耶穌對問題的回答,
[00:17:16.000 --> 00:17:18.000]  大家都看到是非常巧妙,
[00:17:19.000 --> 00:17:22.000]  這些宗教領袖根本找不到耶穌的把柄,
[00:17:22.000 --> 00:17:25.000]  耶穌的聲明因此大躁,
[00:17:25.000 --> 00:17:30.000]  而宗教領袖的名聲因此受損。
[00:17:30.000 --> 00:17:34.000]  接下來,耶穌問他們一個問題。
[00:17:34.000 --> 00:17:37.000]  論基督,你們的意見是怎樣呢?
[00:17:37.000 --> 00:17:40.000]  他是誰的子孫呢?
[00:17:40.000 --> 00:17:44.000]  基督,大家都知道,就是尼塞亞。
[00:17:47.000 --> 00:17:51.000]  在一孩政策之下出生的小孩,
[00:17:51.000 --> 00:17:56.000]  大家都知道,每一個都是寶,
[00:17:56.000 --> 00:17:59.000]  他可能是你的兒子,你的孫子,
[00:17:59.000 --> 00:18:02.000]  更加是你家的皇帝。
[00:18:02.000 --> 00:18:05.000]  如果大家明白這一點,
[00:18:05.000 --> 00:18:09.000]  大家可能對基督的身份了解多一點。
[00:18:10.000 --> 00:18:18.000]  耶穌回答耶穌,他是大衛的子孫。
[00:18:18.000 --> 00:18:21.000]  會不會是說他是人呢?
[00:18:21.000 --> 00:18:24.000]  回答得很爽快。
[00:18:24.000 --> 00:18:30.000]  但耶穌隨即引用了第一十篇大衛的詩,
[00:18:30.000 --> 00:18:37.000]  來指出,其實尼塞亞這個主,
[00:18:38.000 --> 00:18:40.000]  他又是大衛的後裔,
[00:18:40.000 --> 00:18:43.000]  但卻又是神來的。
[00:18:43.000 --> 00:18:46.000]  那怎樣去理解呢?
[00:18:46.000 --> 00:18:52.000]  原來一般猶太人不會直接稱呼神的名字,
[00:18:52.000 --> 00:18:55.000]  所以常常是用主來代替。
[00:18:55.000 --> 00:19:00.000]  所以主尼塞亞不只是大衛的後裔,
[00:19:00.000 --> 00:19:02.000]  也是神的化身,
[00:19:02.000 --> 00:19:05.000]  其實是神人合一的存在。
[00:19:06.000 --> 00:19:09.000]  而大衛所寫的這首詩,
[00:19:09.000 --> 00:19:12.000]  裡面都寫得很明白,
[00:19:12.000 --> 00:19:17.000]  是受到聖靈的啟示而寫下來的。
[00:19:17.000 --> 00:19:21.000]  而有關尼塞亞的身份,
[00:19:21.000 --> 00:19:27.000]  在《薩姆爾記》第七章,
[00:19:27.000 --> 00:19:30.000]  當神和大衛納約的時候,
[00:19:30.000 --> 00:19:34.000]  其實是更加有明確的表述的。
[00:19:35.000 --> 00:19:37.000]  他在那裡說到什麼呢?
[00:19:37.000 --> 00:19:42.000]  他說神是應該為大衛建立一個以色列國,
[00:19:42.000 --> 00:19:47.000]  他的後裔將會坐在他的寶座上,
[00:19:47.000 --> 00:19:53.000]  並且在神的面前建立直到永遠。
[00:19:53.000 --> 00:19:59.000]  而尼塞亞書更加有一段預言,
[00:19:59.000 --> 00:20:01.000]  我想大家也非常熟悉的,
[00:20:01.000 --> 00:20:03.000]  就是尼塞亞書第九章第六節,
[00:20:04.000 --> 00:20:06.000]  說因有一嬰孩為我們而生,
[00:20:06.000 --> 00:20:09.000]  他名稱為奇妙策士,
[00:20:09.000 --> 00:20:12.000]  全能的神,永載的父,
[00:20:12.000 --> 00:20:14.000]  以及全能的君。
[00:20:14.000 --> 00:20:16.000]  這個預言其實是很重要的,
[00:20:16.000 --> 00:20:19.000]  因為凸顯了耶穌基督的神性,
[00:20:19.000 --> 00:20:21.000]  和人性的結合。
[00:20:21.000 --> 00:20:23.000]  耶穌不只是神的兒子,
[00:20:23.000 --> 00:20:26.000]  同時他也是人類的代表,
[00:20:26.000 --> 00:20:30.000]  正如硬幣的一體的兩面。
[00:20:31.000 --> 00:20:35.000]  雖然耶穌基督神人的身份,
[00:20:35.000 --> 00:20:40.000]  對我們來說是有點難以理解,
[00:20:40.000 --> 00:20:42.000]  但是聖經裡面,
[00:20:42.000 --> 00:20:44.000]  祂對耶穌基督的描寫,
[00:20:44.000 --> 00:20:47.000]  是可以讓我們清楚地認識,
[00:20:47.000 --> 00:20:49.000]  耶穌基督是完全的神,
[00:20:49.000 --> 00:20:51.000]  以及是完全的人。
[00:20:51.000 --> 00:20:53.000]  作為完全的神,
[00:20:53.000 --> 00:20:56.000]  耶穌基督是擁有神的屬性,
[00:20:56.000 --> 00:20:58.000]  權柄和能力。
[00:20:59.000 --> 00:21:01.000]  在耶穌基督的生命中,
[00:21:01.000 --> 00:21:05.000]  我們看到祂行使很多神職歧視,
[00:21:05.000 --> 00:21:09.000]  赦罪、審判、治病、趕鬼,
[00:21:09.000 --> 00:21:11.000]  行走在水面上。
[00:21:11.000 --> 00:21:16.000]  同時祂更加受到人的敬拜、禱告,
[00:21:16.000 --> 00:21:18.000]  祂更加有神的稱號。
[00:21:18.000 --> 00:21:20.000]  因此耶穌祂是神,
[00:21:20.000 --> 00:21:26.000]  祂的死是足夠拯救所有的罪人。
[00:21:26.000 --> 00:21:28.000]  而作為完全的人,
[00:21:29.000 --> 00:21:32.000]  耶穌基督是經歷過人的一切,
[00:21:32.000 --> 00:21:41.000]  包括生老病死、疲乏、飢渴、痛苦、誘惑等等。
[00:21:41.000 --> 00:21:45.000]  祂在人性上跟我們是一樣的。
[00:21:45.000 --> 00:21:47.000]  同時,
[00:21:47.000 --> 00:21:49.000]  耶穌基督在世上的時候,
[00:21:49.000 --> 00:21:51.000]  更加是與人互動,
[00:21:51.000 --> 00:21:53.000]  祂了解到人的需要,
[00:21:53.000 --> 00:21:55.000]  祂有人的感情和情感。
[00:21:56.000 --> 00:22:00.000]  這些完全是表達出祂是完全的人。
[00:22:00.000 --> 00:22:04.000]  但是,耶穌基督有一樣東西是很不同的,
[00:22:04.000 --> 00:22:07.000]  祂沒有犯罪,
[00:22:07.000 --> 00:22:12.000]  所以祂可以以人的身份來成為贖罪祭,
[00:22:12.000 --> 00:22:14.000]  來代替人的死。
[00:22:14.000 --> 00:22:16.000]  因此,
[00:22:16.000 --> 00:22:18.000]  耶穌基督的神、人意性,
[00:22:18.000 --> 00:22:21.000]  其實是有祂的必要。
[00:22:21.000 --> 00:22:23.000]  正如使徒約翰說,
[00:22:24.000 --> 00:22:27.000]  耶穌基督是聽得見、看得見,
[00:22:27.000 --> 00:22:30.000]  以及摸得到的生命之道。
[00:22:30.000 --> 00:22:36.000]  耶穌基督引用第一十篇詩篇來說,
[00:22:36.000 --> 00:22:42.000]  其實是在挑戰宗教領袖對尼塞亞的認知,
[00:22:42.000 --> 00:22:45.000]  以及他們對尼塞亞的期待。
[00:22:45.000 --> 00:22:47.000]  在這裡,
[00:22:47.000 --> 00:22:49.000]  其實耶穌基督是提醒他們,
[00:22:49.000 --> 00:22:51.000]  尼塞亞是神的化身,
[00:22:51.000 --> 00:22:53.000]  是先於大衛而出,
[00:22:54.000 --> 00:22:58.000]  但同時也是後於大衛而來的。
[00:22:58.000 --> 00:23:00.000]  結果怎樣呢?
[00:23:00.000 --> 00:23:03.000]  沒有一個人能夠回答。
[00:23:03.000 --> 00:23:07.000]  可以說說,
[00:23:07.000 --> 00:23:09.000]  在這次的討論中,
[00:23:09.000 --> 00:23:12.000]  宗教領袖是完敗,
[00:23:12.000 --> 00:23:14.000]  他們的聲明是掃地,
[00:23:14.000 --> 00:23:17.000]  所以他們要想另一個辦法,
[00:23:17.000 --> 00:23:19.000]  就是要除滅耶穌。
[00:23:19.000 --> 00:23:22.000]  因為耶穌對大界命,
[00:23:23.000 --> 00:23:24.000]  尼塞亞的詮釋,
[00:23:24.000 --> 00:23:28.000]  正正是刺中他們的要害。
[00:23:28.000 --> 00:23:32.000]  那些自以為他們是嚴守律法的宗教領袖,
[00:23:32.000 --> 00:23:36.000]  他們既不明白律法的精髓,
[00:23:36.000 --> 00:23:39.000]  也沒有聽從摩西的吩咐,
[00:23:39.000 --> 00:23:44.000]  去愛那一位正正是站在他們前面,
[00:23:44.000 --> 00:23:46.000]  既是神,
[00:23:46.000 --> 00:23:49.000]  又是人的耶穌基督。
[00:23:49.000 --> 00:23:51.000]  可以說說,
[00:23:52.000 --> 00:23:54.000]  他們犯了所有的誡命。
[00:23:54.000 --> 00:23:56.000]  他們說,
[00:23:56.000 --> 00:23:58.000]  這中間有人是明白的,
[00:23:58.000 --> 00:24:00.000]  但是他們不作聲,
[00:24:00.000 --> 00:24:02.000]  不作聲代表什麼呢?
[00:24:02.000 --> 00:24:04.000]  罪加一等。
[00:24:04.000 --> 00:24:08.000]  第三就是律法與基督。
[00:24:08.000 --> 00:24:11.000]  律法在舊約是被描寫為,
[00:24:11.000 --> 00:24:15.000]  是神對以色列人的訓誨。
[00:24:15.000 --> 00:24:18.000]  但是現在透過耶穌基督,
[00:24:18.000 --> 00:24:21.000]  我們更加可以明白到律法的真諦,
[00:24:22.000 --> 00:24:23.000]  以及祂的目的。
[00:24:23.000 --> 00:24:26.000]  在《羅馬書》第十章第四節講到,
[00:24:26.000 --> 00:24:28.000]  律法的總結就是基督,
[00:24:28.000 --> 00:24:31.000]  使凡信他的人都得著意。
[00:24:31.000 --> 00:24:33.000]  首先,
[00:24:33.000 --> 00:24:35.000]  耶穌的生平和教導,
[00:24:35.000 --> 00:24:37.000]  是完全符合了律法的要求。
[00:24:37.000 --> 00:24:40.000]  耶穌祂遵守神的誡命,
[00:24:40.000 --> 00:24:43.000]  在祂一生裡面是沒有犯罪,
[00:24:43.000 --> 00:24:46.000]  因此祂是律法的完成者。
[00:24:46.000 --> 00:24:48.000]  而且在祂的行為裡面,
[00:24:48.000 --> 00:24:50.000]  祂是展示到祂對神,
[00:24:51.000 --> 00:24:52.000]  祂對人的那種愛。
[00:24:52.000 --> 00:24:57.000]  祂更加是成為了挽回祭,
[00:24:57.000 --> 00:25:04.000]  是代表了神對人的最高愛的體現。
[00:25:04.000 --> 00:25:08.000]  而在這個登山補粉裡面,
[00:25:08.000 --> 00:25:15.000]  祂更加是令律法升到另一個更高的層面。
[00:25:15.000 --> 00:25:19.000]  其次,對人來說,
[00:25:21.000 --> 00:25:24.000]  其實律法就好像一面鏡子一樣,
[00:25:24.000 --> 00:25:27.000]  祂引導我們認識我們自己的罪,
[00:25:27.000 --> 00:25:30.000]  並且向我們顯示,
[00:25:30.000 --> 00:25:32.000]  我們根本是軟弱無能,
[00:25:32.000 --> 00:25:36.000]  我們根本無法靠我們自己,
[00:25:36.000 --> 00:25:38.000]  來達到神的要求,
[00:25:38.000 --> 00:25:41.000]  我們是需要神來救贖我們。
[00:25:41.000 --> 00:25:48.000]  就以這個罪大誡命為例,
[00:25:49.000 --> 00:25:51.000]  愛神、愛人,
[00:25:51.000 --> 00:25:53.000]  說起來好像很簡單,
[00:25:53.000 --> 00:25:55.000]  但是做起來,
[00:25:55.000 --> 00:25:57.000]  的確是一點都不容易的。
[00:25:57.000 --> 00:26:01.000]  更加上我們人,
[00:26:01.000 --> 00:26:04.000]  常常是以自我為中心,
[00:26:04.000 --> 00:26:06.000]  只會從自己來出發,
[00:26:06.000 --> 00:26:09.000]  我們愛自己是多一點,
[00:26:09.000 --> 00:26:11.000]  愛人總是會少一點的。
[00:26:11.000 --> 00:26:14.000]  所以保羅說我們,
[00:26:14.000 --> 00:26:16.000]  內心裡面會有兩個律,
[00:26:16.000 --> 00:26:18.000]  一個是喜歡行善,
[00:26:19.000 --> 00:26:20.000]  一個是喜歡行惡,
[00:26:20.000 --> 00:26:23.000]  正如羅馬書第七章,
[00:26:23.000 --> 00:26:26.000]  第十八至十九節所說的,
[00:26:26.000 --> 00:26:28.000]  「我肉體之中沒有良善,
[00:26:28.000 --> 00:26:31.000]  因為立志為善,由得我,
[00:26:31.000 --> 00:26:34.000]  只是行出來,由不得我。」
[00:26:34.000 --> 00:26:37.000]  所以保羅最後感嘆,
[00:26:37.000 --> 00:26:42.000]  他說誰能夠我脫離這個水池式身體呢?
[00:26:42.000 --> 00:26:46.000]  雖然律法不能夠救人,
[00:26:47.000 --> 00:26:50.000]  但是他卻是間接地告訴我們,
[00:26:50.000 --> 00:26:54.000]  行律法的這條路是不通的,
[00:26:54.000 --> 00:26:58.000]  相反把我們指向神的兒子,
[00:26:58.000 --> 00:27:00.000]  耶穌基督。
[00:27:00.000 --> 00:27:05.000]  因此當我們相信耶穌基督的時候,
