
[00:00:00.000 --> 00:00:03.000]  4. 馬可福音
[00:07:21.000 --> 00:07:23.000]  求神幫助我們
[00:07:23.000 --> 00:07:27.000]  讓我們愛馬可福音這本書
[00:07:27.000 --> 00:07:28.000]  我們讀的時候
[00:07:28.000 --> 00:07:30.000]  可以差不多一口氣
[00:07:30.000 --> 00:07:36.000]  就可以將耶穌的生平讀了
[00:07:36.000 --> 00:07:40.000]  而且這本書是描寫
[00:07:40.000 --> 00:07:42.000]  耶穌是很活潑的
[00:07:42.000 --> 00:07:44.000]  不停的動
[00:07:44.000 --> 00:07:46.000]  去完這裡又去那裡
[00:07:46.000 --> 00:07:48.000]  去完這裡又繼續去哪裡
[00:07:48.000 --> 00:07:53.000]  讓我們今天都效法耶穌這個榜樣
[00:07:53.000 --> 00:07:57.000]  讓我們很樂意去幫助人
[00:07:57.000 --> 00:07:59.000]  很樂意去服侍人
[00:07:59.000 --> 00:08:03.000]  將耶穌的愛在我們的生命當中
[00:08:03.000 --> 00:08:06.000]  在我們工作的職場當中
[00:08:06.000 --> 00:08:08.000]  在我們的家庭當中
[00:08:08.000 --> 00:08:09.000]  我們都顯明
[00:08:09.000 --> 00:08:12.000]  我們是神的兒女
[00:08:12.000 --> 00:08:15.000]  我們樂意去服侍人
[00:08:15.000 --> 00:08:17.000]  叫神得著榮耀
[00:08:17.000 --> 00:08:19.000]  願天父賜福給你
