
[00:00:00.000 --> 00:00:02.600]  今天是一年一度的母親節
[00:06:47.000 --> 00:06:50.000]  它說到有一半這些在管理階層的女士
[00:06:50.000 --> 00:06:53.000]  她有20至30年的工作經驗
[00:06:53.000 --> 00:06:57.000]  而有43.6%的這些女性
[00:06:57.000 --> 00:06:59.000]  她的收入和丈夫一樣
[00:06:59.000 --> 00:07:02.000]  其中也有32%的比例
[00:07:02.000 --> 00:07:04.000]  是收入比丈夫高
[00:07:04.000 --> 00:07:07.000]  但這些有能力的女性
[00:07:07.000 --> 00:07:09.000]  仍然有一半以上
[00:07:09.000 --> 00:07:12.000]  她說願意分擔家庭裡一半的開支
[00:07:12.000 --> 00:07:14.000]  她們享受到這種權利
[00:07:14.000 --> 00:07:17.000]  但她仍然心裡能夠看到
[00:07:17.000 --> 00:07:19.000]  她們有很多的壓力
[00:07:19.000 --> 00:07:20.000]  或者這些壓力
[00:07:20.000 --> 00:07:23.000]  都是在職的姐妹有些困難
[00:07:23.000 --> 00:07:26.000]  有72.1%其實是一個很高的百分比
[00:07:26.000 --> 00:07:27.000]  她們經驗到的是
[00:07:27.000 --> 00:07:29.000]  沒有足夠的時間和子女相處
[00:07:29.000 --> 00:07:31.000]  另外有一半以上的
[00:07:31.000 --> 00:07:33.000]  感到事業上有和丈夫的競爭
[00:07:33.000 --> 00:07:34.000]  可能他們崗位上
[00:07:34.000 --> 00:07:36.000]  或者未必同一個行業
[00:07:36.000 --> 00:07:41.000]  不過在收入和階級職位上
[00:07:41.000 --> 00:07:43.000]  可能有一些競爭性
[00:07:43.000 --> 00:07:46.000]  而一半以上的女性
[00:07:46.000 --> 00:07:48.000]  會感覺到她在家庭的角色
[00:07:48.000 --> 00:07:51.000]  做媽媽 做妻子 做媳婦等等
[00:07:51.000 --> 00:07:53.000]  她的角色和她在事業上
[00:07:53.000 --> 00:07:56.000]  不同的工作角色裡有很多衝突
[00:07:56.000 --> 00:07:59.000]  可能在分配資源 時間等等的事上
[00:07:59.000 --> 00:08:00.000]  有一些衝突
[00:08:00.000 --> 00:08:02.000]  而53.5%
[00:08:02.000 --> 00:08:03.000]  你知道的
[00:08:03.000 --> 00:08:05.000]  我們姐妹很喜歡朋友
[00:08:05.000 --> 00:08:06.000]  但是都會發現
[00:08:06.000 --> 00:08:09.000]  她沒有足夠的時間和朋友相處
[00:08:09.000 --> 00:08:11.000]  另外一個統計
[00:08:11.000 --> 00:08:14.000]  在福建大學2004年有一個研究
[00:08:14.000 --> 00:08:15.000]  研究當中
[00:08:15.000 --> 00:08:18.000]  有17000個女性參與研究
[00:08:18.000 --> 00:08:20.000]  在那些機構當中我們發現
[00:08:20.000 --> 00:08:22.000]  有37.7%的百分比
[00:08:22.000 --> 00:08:23.000]  是女性來的
[00:08:23.000 --> 00:08:24.000]  在高層裡面
[00:08:24.000 --> 00:08:26.000]  而15個百分比
[00:08:26.000 --> 00:08:29.000]  更加是新居高級的職位
[00:08:29.000 --> 00:08:30.000]  但他們有一個表示
[00:08:30.000 --> 00:08:31.000]  他們說我們不獲晉升
[00:08:31.000 --> 00:08:33.000]  是因為要照顧家庭
[00:08:33.000 --> 00:08:34.000]  我就想
[00:08:34.000 --> 00:08:36.000]  是她的上司覺得她要照顧家庭
[00:08:36.000 --> 00:08:37.000]  不升她
[00:08:37.000 --> 00:08:39.000]  還是她自己說我要照顧家庭
[00:08:39.000 --> 00:08:40.000]  你不要升我呢
[00:08:40.000 --> 00:08:41.000]  無論如何
[00:08:41.000 --> 00:08:43.000]  很大部分女性在這裡表達
[00:08:43.000 --> 00:08:46.000]  她說男人事業好 是好事
[00:08:46.000 --> 00:08:48.000]  但是女人事業成功
[00:08:48.000 --> 00:08:52.000]  就會被人說她忽略了家庭
[00:08:52.000 --> 00:08:53.000]  我們看到
[00:08:53.000 --> 00:08:55.000]  在香港另一個研究裡
[00:08:55.000 --> 00:08:57.000]  在中文大學的一個研究
[00:08:57.000 --> 00:08:58.000]  更加可以看到
[00:08:58.000 --> 00:09:00.000]  當女性說到自己的壓力
[00:09:00.000 --> 00:09:01.000]  或者她的心裡面
[00:09:01.000 --> 00:09:03.000]  原來有大部分的女性
[00:09:03.000 --> 00:09:04.000]  在職的女性
[00:09:04.000 --> 00:09:06.000]  都會覺得她是一個
[00:09:06.000 --> 00:09:08.000]  很需要負擔家庭
[00:09:08.000 --> 00:09:11.000]  照顧家庭的一個很重要的角色
[00:09:11.000 --> 00:09:14.000]  並且她們用了很多的收入
[00:09:14.000 --> 00:09:18.000]  去買好衣服和做美容的產品
[00:09:18.000 --> 00:09:20.000]  原來我們在這個統計裡面
[00:09:20.000 --> 00:09:23.000]  我們發現一個狀況
[00:09:23.000 --> 00:09:24.000]  這個狀況某程度上
[00:09:24.000 --> 00:09:26.000]  反映了女性的一些特質
[00:09:26.000 --> 00:09:27.000]  一些的狀況
[00:09:27.000 --> 00:09:29.000]  這些的本質
[00:09:29.000 --> 00:09:31.000]  其實沒有分好與壞
[00:09:31.000 --> 00:09:33.000]  也不是對與錯的問題
[00:09:33.000 --> 00:09:35.000]  但是你會認識女性更加多
[00:09:35.000 --> 00:09:37.000]  女性其實很傾向
[00:09:37.000 --> 00:09:39.000]  以人為基礎來定義自己
[00:09:39.000 --> 00:09:40.000]  真的
[00:09:40.000 --> 00:09:42.000]  所以我們有時候會說
[00:09:42.000 --> 00:09:44.000]  我們認識男與女的分別的時候
[00:09:44.000 --> 00:09:45.000]  經常都會說
[00:09:45.000 --> 00:09:47.000]  女性是喜歡被人稱讚的
[00:09:47.000 --> 00:09:50.000]  女性會喜歡被人肯定
[00:09:50.000 --> 00:09:51.000]  是真的
[00:09:51.000 --> 00:09:52.000]  因為我們的心
[00:09:52.000 --> 00:09:54.000]  可能因為我們在環的社會裡面
[00:09:54.000 --> 00:09:55.000]  我們的觀念
[00:09:55.000 --> 00:09:57.000]  雖然我們現代有很多的西方思想
[00:09:57.000 --> 00:10:00.000]  或者不同的成就
[00:10:00.000 --> 00:10:01.000]  但是呢
[00:10:01.000 --> 00:10:04.000]  有些觀念仍然都會在我們當中
[00:10:04.000 --> 00:10:05.000]  很深入在根子裡面
[00:10:05.000 --> 00:10:06.000]  就是什麼呢
[00:10:06.000 --> 00:10:08.000]  三從四德的觀念
[00:10:08.000 --> 00:10:09.000]  或者以和為貴
[00:10:09.000 --> 00:10:11.000]  以大局著想等等這些觀念
[00:10:11.000 --> 00:10:13.000]  都會影響女性
[00:10:13.000 --> 00:10:15.000]  有時候會扮演一個陪襯的角色
[00:10:15.000 --> 00:10:18.000]  犧牲的角色等等
[00:10:18.000 --> 00:10:19.000]  所以在當中
[00:10:19.000 --> 00:10:21.000]  在研究裡面去發現
[00:10:21.000 --> 00:10:24.000]  原來女性在當中容易的
[00:10:24.000 --> 00:10:25.000]  就是會自覺不足
[00:10:25.000 --> 00:10:26.000]  較少去照顧自己
[00:10:26.000 --> 00:10:28.000]  因為她很想先照顧別人
[00:10:28.000 --> 00:10:31.000]  甚至有時候在一個極端的位置
[00:10:31.000 --> 00:10:32.000]  她為了要得到那種
[00:10:32.000 --> 00:10:34.000]  得人肯定的安全感
[00:10:34.000 --> 00:10:36.000]  她就不惜運用一些手段
[00:10:36.000 --> 00:10:37.000]  要得到一個高位
[00:10:37.000 --> 00:10:39.000]  以致其實她背後想要的
[00:10:39.000 --> 00:10:40.000]  未必是高位
[00:10:40.000 --> 00:10:41.000]  是高位後面
[00:10:41.000 --> 00:10:42.000]  她覺得能夠得到的
[00:10:42.000 --> 00:10:46.000]  一些安全感和滿足感
[00:10:46.000 --> 00:10:49.000]  從這裡當中我們看見
[00:10:49.000 --> 00:10:50.000]  我再說
[00:10:50.000 --> 00:10:51.000]  女性的特質
[00:10:51.000 --> 00:10:52.000]  本質
[00:10:52.000 --> 00:10:53.000]  是以人
[00:10:53.000 --> 00:10:55.000]  需要人的肯定
[00:10:55.000 --> 00:10:59.000]  上帝也知道我們是這樣
[00:10:59.000 --> 00:11:01.000]  上帝了解我們
[00:11:01.000 --> 00:11:03.000]  因為祂創造我們
[00:11:03.000 --> 00:11:05.000]  神給我們今天在聖經裡面
[00:11:05.000 --> 00:11:07.000]  今天我很想和大家分享的就是
[00:11:07.000 --> 00:11:09.000]  上帝今天要給姐妹一個
[00:11:09.000 --> 00:11:12.000]  很清楚很真實的肯定
[00:11:12.000 --> 00:11:14.000]  用我們看針研三十一章第十節
[00:11:14.000 --> 00:11:17.000]  頂姐妹用我們一同讀出這段經文
[00:11:17.000 --> 00:11:18.000]  這裡說
[00:11:18.000 --> 00:11:20.000]  才德的婦人誰能得著呢
[00:11:20.000 --> 00:11:23.000]  她的價值遠勝過珍珠
[00:11:23.000 --> 00:11:25.000]  遠勝過珍珠
[00:11:25.000 --> 00:11:27.000]  珍珠是很貴重的寶石
[00:11:27.000 --> 00:11:29.000]  這裡說到她的價值
[00:11:29.000 --> 00:11:31.000]  她的價值真的很高
[00:11:31.000 --> 00:11:34.000]  好像珍珠那麼有價值
[00:11:34.000 --> 00:11:37.000]  今天上帝要給姐妹一個肯定
[00:11:37.000 --> 00:11:40.000]  我們的價值是遠勝過珍珠的
[00:11:40.000 --> 00:11:42.000]  所以頂姐妹不要吝嗇
[00:11:42.000 --> 00:11:43.000]  在這一刻
[00:11:43.000 --> 00:11:45.000]  向你旁邊的姐妹說
[00:11:45.000 --> 00:11:49.000]  你的價值遠勝過珍珠
[00:11:54.000 --> 00:11:56.000]  沒錯
[00:11:56.000 --> 00:11:57.000]  姐妹們
[00:11:57.000 --> 00:12:00.000]  我們的價值遠勝過珍珠
[00:12:00.000 --> 00:12:03.000]  神給我們今天要很清楚知道
[00:12:03.000 --> 00:12:06.000]  雖然我們在女性的圈子裡
[00:12:06.000 --> 00:12:08.000]  我們不斷向外去找
[00:12:08.000 --> 00:12:10.000]  很多令我們肯定的東西
[00:12:10.000 --> 00:12:12.000]  但是今天上帝要讓我們知道
[00:12:12.000 --> 00:12:14.000]  原來在神的話語裡
[00:12:14.000 --> 00:12:16.000]  更加能夠準確知道
[00:12:16.000 --> 00:12:18.000]  上帝給我們的價值
[00:12:18.000 --> 00:12:20.000]  祂給我們尊貴的身份那種肯定
[00:12:20.000 --> 00:12:22.000]  是從上帝的話語而來的
[00:12:22.000 --> 00:12:24.000]  我們用三段聖經來看
[00:12:24.000 --> 00:12:27.000]  上帝如何肯定我們這個尊貴的身份
[00:12:27.000 --> 00:12:28.000]  第一件事
[00:12:28.000 --> 00:12:30.000]  聖經說尊貴的你
[00:12:30.000 --> 00:12:32.000]  是擁有神的形象的
[00:12:32.000 --> 00:12:34.000]  我們看《創世紀》第一章27節的經文
[00:12:34.000 --> 00:12:36.000]  頂姐妹我們一同讀出這段經文
[00:12:36.000 --> 00:12:37.000]  請讀
[00:12:37.000 --> 00:12:38.000]  神說
[00:12:38.000 --> 00:12:40.000]  我們要照著我們的形象
[00:12:40.000 --> 00:12:42.000]  按著我們的樣式做人
[00:12:42.000 --> 00:12:45.000]  使他們管理海裡的魚
[00:12:45.000 --> 00:12:46.000]  空中的鳥
[00:12:46.000 --> 00:12:48.000]  地上的生畜和泉地
[00:12:48.000 --> 00:12:51.000]  並地上所爬的一切昆蟲
[00:12:51.000 --> 00:12:54.000]  神就照著自己的形象做人
[00:12:54.000 --> 00:12:56.000]  乃是照著祂的形象
[00:12:56.000 --> 00:12:58.000]  做男做女
[00:12:58.000 --> 00:12:59.000]  聖經這裡很清楚
[00:12:59.000 --> 00:13:01.000]  上帝在創造之宮的時候
[00:13:01.000 --> 00:13:02.000]  說的是我們
[00:13:02.000 --> 00:13:05.000]  神說的是聖父、聖子、聖靈
[00:13:05.000 --> 00:13:06.000]  這三位一體的神
[00:13:06.000 --> 00:13:07.000]  祂自己在商議
[00:13:07.000 --> 00:13:08.000]  然後祂就說
[00:13:08.000 --> 00:13:10.000]  我們要按著我們的形象
[00:13:10.000 --> 00:13:11.000]  我們的image
[00:13:11.000 --> 00:13:12.000]  我們的nature
[00:13:12.000 --> 00:13:14.000]  我們的樣式
[00:13:14.000 --> 00:13:17.000]  將祂裡面那種形象
[00:13:17.000 --> 00:13:19.000]  祂那種生命的性情
[00:13:19.000 --> 00:13:21.000]  能夠跟人去分享
[00:13:21.000 --> 00:13:23.000]  所以上帝在創造的時候
[00:13:23.000 --> 00:13:24.000]  祂說
[00:13:24.000 --> 00:13:28.000]  他們就按著上帝的形象去做男性
[00:13:28.000 --> 00:13:29.000]  所以男性有
[00:13:29.000 --> 00:13:31.000]  按著上帝的形象
[00:13:31.000 --> 00:13:33.000]  上帝做了男性的特質
[00:13:33.000 --> 00:13:35.000]  上帝按著他的形象
[00:13:35.000 --> 00:13:38.000]  做了男性的功能
[00:13:38.000 --> 00:13:40.000]  而上帝又按著他的形象
[00:13:40.000 --> 00:13:42.000]  去做了女性
[00:13:42.000 --> 00:13:44.000]  所以女性有女性的特質
[00:13:44.000 --> 00:13:46.000]  女性有女性的功能
[00:13:46.000 --> 00:13:48.000]  很清楚地看得到
[00:13:48.000 --> 00:13:50.000]  上帝給我們有男有女的分別
[00:13:50.000 --> 00:13:52.000]  所以不能夠搞亂
[00:13:52.000 --> 00:13:54.000]  也不能夠代替
[00:13:54.000 --> 00:13:58.000]  上帝給我們有男也有女
[00:13:58.000 --> 00:14:00.000]  上帝在創造的裡面
[00:14:00.000 --> 00:14:03.000]  上帝讓我們每一個擁有
[00:14:03.000 --> 00:14:06.000]  是上帝自己生命那種的本質
[00:14:06.000 --> 00:14:08.000]  但是最使我們失落了上帝的形象
[00:14:08.000 --> 00:14:10.000]  那種的全面性
[00:14:10.000 --> 00:14:11.000]  所以有時候我們都會發現
[00:14:11.000 --> 00:14:13.000]  我們未信耶穌之前
[00:14:13.000 --> 00:14:15.000]  我們都會有良善的
[00:14:15.000 --> 00:14:16.000]  有忍耐的
[00:14:16.000 --> 00:14:18.000]  有信實的 有愛的
[00:14:18.000 --> 00:14:19.000]  不過
[00:14:19.000 --> 00:14:21.000]  你會看到那種不全面性
[00:14:21.000 --> 00:14:22.000]  就是去到一個位置
[00:14:22.000 --> 00:14:24.000]  你覺得我愛不下了
[00:14:24.000 --> 00:14:25.000]  你這樣對我
[00:14:25.000 --> 00:14:27.000]  我要報復
[00:14:27.000 --> 00:14:28.000]  或者良善到一個位置
[00:14:28.000 --> 00:14:29.000]  你覺得被人欺負
[00:14:29.000 --> 00:14:30.000]  或者你覺得不公義
[00:14:30.000 --> 00:14:32.000]  你裡面就會反轉
[00:14:32.000 --> 00:14:34.000]  就說我不再做一個良性的人了
[00:14:34.000 --> 00:14:36.000]  因為我會吃虧
[00:14:36.000 --> 00:14:37.000]  是的
[00:14:37.000 --> 00:14:38.000]  我們有神的形象
[00:14:38.000 --> 00:14:39.000]  所以我們看到我們心靈裡面
[00:14:39.000 --> 00:14:41.000]  有一些癌癌殘殘的位置
[00:14:41.000 --> 00:14:42.000]  也都因為這樣
[00:14:42.000 --> 00:14:43.000]  有時候我們會進入舊因果裡面
[00:14:43.000 --> 00:14:46.000]  更加去找一個更真實的我
[00:14:46.000 --> 00:14:47.000]  是的
[00:14:47.000 --> 00:14:48.000]  上帝的救恩就是這樣
[00:14:48.000 --> 00:14:49.000]  耶穌基督來到世間
[00:14:49.000 --> 00:14:51.000]  祂藉著祂的兒子
[00:14:51.000 --> 00:14:52.000]  藉著耶穌基督自己
[00:14:52.000 --> 00:14:54.000]  祂誕生在十字架上面
[00:14:54.000 --> 00:14:55.000]  祂的寶血流出
[00:14:55.000 --> 00:14:56.000]  祂買贖我們
[00:14:56.000 --> 00:15:00.000]  說要恢復我們擁有神的本質
[00:15:00.000 --> 00:15:02.000]  所以保羅在《綱吾德後書》裡面
[00:15:02.000 --> 00:15:03.000]  很清楚地說
[00:15:03.000 --> 00:15:04.000]  他說每一個信主的人
[00:15:04.000 --> 00:15:06.000]  他說從今以後
[00:15:06.000 --> 00:15:07.000]  什麼叫從今以後
[00:15:07.000 --> 00:15:08.000]  信了耶穌之後
[00:15:08.000 --> 00:15:09.000]  他有一個新的發言
[00:15:09.000 --> 00:15:12.000]  就是我們不再憑著外貌認人了
[00:15:12.000 --> 00:15:15.000]  這個真是好
[00:15:15.000 --> 00:15:17.000]  所以我們不需要憑著外貌
[00:15:17.000 --> 00:15:18.000]  我們擁有些什麼
[00:15:18.000 --> 00:15:21.000]  而去認自己是不是尊貴
[00:15:21.000 --> 00:15:23.000]  他說若有人在基督裡
[00:15:23.000 --> 00:15:25.000]  他就是一個新造的人
[00:15:25.000 --> 00:15:28.000]  是一個新的創造之物
[00:15:28.000 --> 00:15:30.000]  我們每一個進入基督舊因果裡面
[00:15:30.000 --> 00:15:32.000]  我們就恢復回神的形象
[00:15:32.000 --> 00:15:33.000]  所以你會看到
[00:15:33.000 --> 00:15:35.000]  你一路信主
[00:15:35.000 --> 00:15:37.000]  越來越好的
[00:15:37.000 --> 00:15:38.000]  在外的功課
[00:15:38.000 --> 00:15:39.000]  譬如初信的時候
[00:15:39.000 --> 00:15:42.000]  也有些事情不想跟祂鬥
[00:15:42.000 --> 00:15:44.000]  但是神幫助你
[00:15:44.000 --> 00:15:45.000]  越認識上帝
[00:15:45.000 --> 00:15:46.000]  越明白
[00:15:46.000 --> 00:15:48.000]  真的你心靈裡有一些改變
[00:15:48.000 --> 00:15:51.000]  越被聖靈在裡面掌權作王
[00:15:51.000 --> 00:15:53.000]  你就發現你自己有進步了
[00:15:53.000 --> 00:15:54.000]  是真的
[00:15:54.000 --> 00:15:55.000]  神的形象在我們心靈裡面
[00:15:55.000 --> 00:15:56.000]  不斷恢復
[00:15:56.000 --> 00:15:57.000]  不斷恢復
[00:15:57.000 --> 00:15:59.000]  直到我們回到天界那一天
[00:15:59.000 --> 00:16:00.000]  就完全了
[00:16:00.000 --> 00:16:02.000]  這個舊因何等寶貴
[00:16:02.000 --> 00:16:05.000]  所以今天我們能夠去見到
[00:16:05.000 --> 00:16:06.000]  我們生命裡面
[00:16:06.000 --> 00:16:08.000]  是一點一滴有神的形象
[00:16:08.000 --> 00:16:13.000]  因為神是我們的爸爸
