
[00:00:00.000 --> 00:00:05.500]  好,今天我們要繼續我們的旅程,我們會進入另外一本書。
[00:04:20.600 --> 00:04:24.400]  一個好的君王,一個能帶領我們順服上帝的君王。
[00:04:24.400 --> 00:04:29.500]  那個君王是誰?那個君王不是掃羅,而是大衛。
[00:04:29.500 --> 00:04:33.200]  所以路德紀也是爲大衛賣廣告。
[00:04:33.200 --> 00:04:37.500]  說到這裏,我們就進入一本新的書了。
[00:04:37.500 --> 00:04:42.800]  這本書其實也是繼續着四世紀跟路德紀前面的一些故事,
[00:04:42.800 --> 00:04:46.200]  講到掃羅跟大衛的故事。
[00:04:46.200 --> 00:04:53.200]  我們今天所看的,按照我們的讀經表,是《撒末爾紀》十五章十六章。
[00:04:53.200 --> 00:04:56.800]  所以今天我會跟大家看《撒末爾紀》第十五章,
[00:04:56.800 --> 00:05:01.700]  下個禮拜我們會回來繼續看《撒末爾紀》第三十章。
[00:05:01.700 --> 00:05:06.200]  原來十五章跟三十章是有一些相同的地方,
[00:05:06.200 --> 00:05:09.700]  這兩章一個是講到掃羅,
[00:05:09.700 --> 00:05:14.700]  另外一個講到大衛,兩個都跟亞瑪利人有關係,
[00:05:14.700 --> 00:05:17.200]  所以很妙的,剛好是這樣。
[00:05:17.200 --> 00:05:22.200]  好,我們如果要用一句話來總結《撒末爾紀》,
[00:05:22.200 --> 00:05:24.700]  那會怎麼說呢?
[00:05:24.700 --> 00:05:26.200]  那我就這樣說,
[00:05:26.200 --> 00:05:30.200]  我說《撒末爾紀》是關於上主的永約,
[00:05:30.200 --> 00:05:34.700]  永約是永遠的盟約,三君王。
[00:05:34.700 --> 00:05:36.700]  它是關於什麼東西呢?
[00:05:36.700 --> 00:05:40.200]  在整本《撒末爾紀》的中心,
[00:05:40.200 --> 00:05:47.700]  是上帝跟大衛所立的永遠的盟約,永遠的約。
[00:05:47.700 --> 00:05:54.700]  這個約最後引我們超越了《撒末爾紀》《盡道新約》。
[00:05:54.700 --> 00:05:56.700]  《撒末爾紀》在舊約有上與下,
[00:05:56.700 --> 00:05:59.200]  在我們的中文聖經或者英文聖經,
[00:05:59.200 --> 00:06:02.700]  但是其實應該是一本書來的,只是太長,
[00:06:02.700 --> 00:06:05.700]  所以我們把它分爲上卷、下卷。
[00:06:05.700 --> 00:06:09.200]  所以我想你要用整個圖畫去看,
[00:06:09.200 --> 00:06:13.700]  在這個《撒末爾紀》裏面,最中心的是上帝的永約。
[00:06:13.700 --> 00:06:16.700]  《撒末爾紀》裏面所要講的,
[00:06:16.700 --> 00:06:23.700]  從平面的內容是講到三個君王的故事。
[00:06:23.700 --> 00:06:27.200]  是哪三個呢?我們再想一想。
[00:06:27.200 --> 00:06:29.200]  《撒末爾紀》一開始的時候,
[00:06:29.200 --> 00:06:33.200]  還沒有君王的時候,有一個人的出現,
[00:06:33.200 --> 00:06:35.700]  那個是撒末爾,他是一個先知。
[00:06:35.700 --> 00:06:39.200]  他也是最重要的,他是一個造王者,
[00:06:39.200 --> 00:06:46.200]  是通過撒末爾上帝去高麗以色列的君王。
[00:06:46.200 --> 00:06:49.200]  第一個君王大家要記得是掃羅,
[00:06:49.200 --> 00:06:54.200]  不是一個好的君王,他被選了很快就選上了,
[00:06:54.200 --> 00:06:58.200]  但是他也很快地就被上帝廢了。
[00:06:58.200 --> 00:07:02.200]  原來真正的君王不是這樣的樣子,
[00:07:02.200 --> 00:07:04.700]  而是好像大衛一樣的。
[00:07:04.700 --> 00:07:08.700]  大衛是《撒末爾紀》裏面第二個君王,
[00:07:08.700 --> 00:07:13.700]  也是上帝最後與他立約的君王。
[00:07:13.700 --> 00:07:15.200]  下個禮拜我們回來的時候,
[00:07:15.200 --> 00:07:22.200]  我們會去看大衛怎麼樣擊殺亞瑪利人。
[00:07:22.200 --> 00:07:29.700]  這個故事會跟今天的故事有一個相對的效應。
[00:07:29.700 --> 00:07:32.700]  還沒有今天去看《撒末爾紀》第十五章,
[00:07:32.700 --> 00:07:36.200]  第十五章的時候我想帶大家去思想一下
[00:07:36.200 --> 00:07:39.700]  《撒末爾紀》的架構。
[00:07:39.700 --> 00:07:44.200]  很多時候我們讀《撒末爾紀》的時候有一個挑戰,
[00:07:44.200 --> 00:07:48.200]  那個挑戰就是當中有太多的故事我們非常熟悉,
[00:07:48.200 --> 00:07:51.200]  然後都是我們祖學裏面最喜歡的故事,
[00:07:51.200 --> 00:07:54.700]  比如說大衛打贏了哥利亞,
[00:07:54.700 --> 00:07:58.200]  比如說大衛放走了掃羅,
[00:07:58.200 --> 00:08:03.200]  比如說大衛把約貴帶進去大衛之城等等。
[00:08:03.200 --> 00:08:08.200]  但是我們忘記這些故事其實背後都放在一本書裏面,
[00:08:08.200 --> 00:08:10.200]  那本書叫做《撒末爾紀》。
[00:08:10.200 --> 00:08:17.200]  你要明白這個故事到底是怎麼樣去明白這個故事,
[00:08:17.200 --> 00:08:21.200]  必須要明白《撒末爾紀》到底是講什麼的。
[00:08:21.200 --> 00:08:23.200]  其實《撒末爾紀》不難,
[00:08:23.200 --> 00:08:30.200]  《撒末爾紀》整本書是關於兩個君王上升墜落的故事,
[00:08:30.200 --> 00:08:32.200]  不是一個君王的上與下,
[00:08:32.200 --> 00:08:34.700]  是兩個君王的上與下。
[00:08:34.700 --> 00:08:36.700]  如果你只是看《撒末爾紀》上,
[00:08:36.700 --> 00:08:39.700]  你就覺得大衛很好,大衛很好,大衛很好。
[00:08:39.700 --> 00:08:43.200]  但是如果你把《撒末爾紀》的上下加起來的時候,
[00:08:43.200 --> 00:08:48.200]  你發覺這是講到兩個君王上升墜落的故事。
[00:08:48.200 --> 00:08:50.700]  第一個君王當然不好的君王是掃羅,
[00:08:50.700 --> 00:08:54.200]  他升得很快,他也降得很快。
[00:08:54.200 --> 00:09:00.200]  大衛在掃羅降下來的時候,他在上升,
[00:09:00.200 --> 00:09:02.700]  然後就完了這個《撒末爾紀》上。
[00:09:02.700 --> 00:09:05.700]  但是如果你繼續看《撒末爾紀》下的時候,
[00:09:05.700 --> 00:09:08.200]  你發覺到《撒末爾紀》下的時候,
[00:09:08.200 --> 00:09:14.200]  大衛在別斯巴的事情下面他就向下墜落。
[00:09:14.200 --> 00:09:19.700]  所以到最後你發覺大衛還不是《撒末爾紀》裏面的主角。
[00:09:19.700 --> 00:09:24.200]  當然大衛跟掃羅有一個分別,就是大衛真的有悔改,
[00:09:24.200 --> 00:09:28.700]  這是看到上帝怎麼樣去評價大衛的人生。
[00:09:28.700 --> 00:09:35.200]  但是在掃羅裏面,他的所謂悔改完全是爲了自己的利益,
[00:09:35.200 --> 00:09:40.700]  他害怕上帝的處罰,他又想得到上帝這個地上的祝福,
[00:09:40.700 --> 00:09:42.700]  所以他纔好像表面上悔改。
[00:09:42.700 --> 00:09:47.200]  我錯了,我錯了,其實不是真正的悔改。
[00:09:47.200 --> 00:09:51.200]  但是無論如何,在整個故事的最後你發覺,
[00:09:51.200 --> 00:09:54.200]  大衛也不是真正的君王。
[00:09:54.200 --> 00:09:59.200]  那到底是什麼東西可以讓《撒末爾紀》可以撐得住呢?
[00:09:59.200 --> 00:10:04.200]  原來整本書撐得住《撒末爾紀》的不是大衛,
[00:10:04.200 --> 00:10:09.700]  而是三個音訊,這個三個音訊在開始的時候,
[00:10:09.700 --> 00:10:13.200]  《撒末爾紀》上開始,《撒末爾紀》下結束的時候,
[00:10:13.200 --> 00:10:18.200]  還有中間大衛之約,上帝與大衛立君王的約,
[00:10:18.200 --> 00:10:21.200]  擁約的時候,這個三個音訊出現。
[00:10:21.200 --> 00:10:24.200]  這個三個音訊是一個君王的音訊,
[00:10:24.200 --> 00:10:27.700]  這個三個音訊指向另外一個君王,
[00:10:27.700 --> 00:10:31.200]  所以我說三君王,上帝擁約三君王,
[00:10:31.200 --> 00:10:34.200]  不是兩個君王,不是掃羅與大衛,
[00:10:34.200 --> 00:10:37.200]  還有第三個君王是大衛的兒子,
[00:10:37.200 --> 00:10:40.200]  是指向大衛的兒子耶穌基督,
[00:10:40.200 --> 00:10:44.200]  他纔是最後《撒末爾紀》的主角。
[00:10:44.200 --> 00:10:47.200]  好,講了那麼多,我們現在可以花一點時間
[00:10:47.200 --> 00:10:51.200]  進入《撒末爾紀》上裏面讀這個故事。
[00:10:51.200 --> 00:10:54.700]  好,《撒末爾紀》上第一節,第十五章第一節,
[00:10:54.700 --> 00:10:56.700]  撒末爾對掃羅說:
[00:10:56.700 --> 00:11:02.700]  耶和華差遣我,告你爲王,治理他的百姓及勢力,
[00:11:02.700 --> 00:11:06.700]  現在你要聽從耶和華的話。
[00:11:06.700 --> 00:11:10.700]  這一節非常重要,也非常特別。
[00:11:10.700 --> 00:11:16.200]  這裏講到上帝高掃羅爲王,
[00:11:16.200 --> 00:11:21.700]  在他做王了之後,作爲一國的君王的掃羅,
[00:11:21.700 --> 00:11:26.700]  他最重要的工作是什麼呢?
[00:11:26.700 --> 00:11:31.200]  他的工作原來是要聽從耶和華的話,
[00:11:31.200 --> 00:11:33.700]  你有沒有看見?聽從耶和華的話,
[00:11:33.700 --> 00:11:36.200]  他的工作是聽從耶和華的話,
[00:11:36.200 --> 00:11:39.700]  然後你留意,耶和華差告你做王,
[00:11:39.700 --> 00:11:42.700]  治理不是你的百姓哦,
[00:11:42.700 --> 00:11:45.700]  是治理他的百姓以色列。
[00:11:45.700 --> 00:11:50.200]  原來掃羅從頭到尾都是幫人家打工的。
[00:11:50.200 --> 00:11:53.200]  有時候我們覺得你一個人做王,
[00:11:53.200 --> 00:11:55.200]  你就擁有這個王國,
[00:11:55.200 --> 00:11:59.200]  但是你發覺以色列王跟外面的王不一樣,
[00:11:59.200 --> 00:12:03.700]  上帝不是把一個百姓給他,
[00:12:03.700 --> 00:12:07.200]  而是上帝選他去治理他的百姓,
[00:12:07.200 --> 00:12:13.200]  然後治理的過程裏面最重要的工作原來就是要聽從他的話。
[00:12:13.200 --> 00:12:15.200]  很有意思,很有意思。
[00:12:15.200 --> 00:12:21.700]  這句話也讓我們想起在《創世紀》裏面伊甸園的故事,
[00:12:21.700 --> 00:12:26.200]  上帝把伊甸園給了亞當·夏娃,
[00:12:26.200 --> 00:12:29.200]  但是他們不是伊甸園的君王,
[00:12:29.200 --> 00:12:32.200]  他們是管理伊甸園的servant,
[00:12:32.200 --> 00:12:33.700]  他們是僕人,
[00:12:33.700 --> 00:12:35.700]  然後他們最重要的工作是什麼?
[00:12:35.700 --> 00:12:37.700]  聽從耶和華的話。
[00:12:37.700 --> 00:12:39.700]  耶和華說,所有的食物你都能喫,
[00:12:39.700 --> 00:12:41.700]  但是那一個你不能喫。
[00:12:41.700 --> 00:12:44.700]  他們這個job description就是這麼簡單的。
[00:12:44.700 --> 00:12:47.700]  OK,好,然後故事開始了。
[00:12:47.700 --> 00:12:49.700]  萬君之耶和華主子說,
[00:12:49.700 --> 00:12:51.700]  以色列人從埃及上來的時候,
[00:12:51.700 --> 00:12:55.700]  在路上亞馬里人怎麼對待他們,
[00:12:55.700 --> 00:12:58.700]  怎麼樣抵擋他們,我都要懲罰。
[00:12:58.700 --> 00:13:01.700]  這裏一開始說上帝給自己一個名號,
[00:13:01.700 --> 00:13:03.700]  叫萬君之耶和華,
[00:13:03.700 --> 00:13:05.700]  英文是The Lord of Hosts,
[00:13:05.700 --> 00:13:07.700]  The Lord of Armies,
[00:13:07.700 --> 00:13:09.700]  所以上帝要打仗,
[00:13:09.700 --> 00:13:11.700]  所以叫自己做萬君之耶和華。
[00:13:11.700 --> 00:13:13.700]  他要跟誰打仗?要亞馬里人。
[00:13:13.700 --> 00:13:17.700]  下個禮拜我們會看多一點這個舊約的典故,
[00:13:17.700 --> 00:13:19.700]  在《出埃及記》裏面。
[00:13:19.700 --> 00:13:22.700]  反正這樣來說,好久以前上帝已經說,
[00:13:22.700 --> 00:13:26.700]  他要世世代代與亞馬里人爲敵,
[00:13:26.700 --> 00:13:29.700]  現在要處罰他們的時候到了。
[00:13:29.700 --> 00:13:31.700]  你要去攻打亞馬里人,
[00:13:31.700 --> 00:13:35.700]  滅盡他們將男女孩童喫奶的,
[00:13:35.700 --> 00:13:40.700]  以及牛羊駱駝盧全都殺死。
[00:13:40.700 --> 00:13:43.700]  其實說到這裏,我必須要花一點時間,
[00:13:43.700 --> 00:13:47.700]  去跟大家討論一下這個滅絕的問題。
[00:13:47.700 --> 00:13:52.700]  因爲雖然其實這個不是故事的中心,
[00:13:52.700 --> 00:13:54.700]  這是故事的背景,
[00:13:54.700 --> 00:13:57.700]  但是現代人好像我們一看到的時候,
[00:13:57.700 --> 00:14:00.700]  一定會想,哇,上帝怎麼那麼殘忍,
[00:14:00.700 --> 00:14:04.700]  怎麼樣要把亞馬里人殺掉,
[00:14:04.700 --> 00:14:06.700]  要把男女,還有誰?
[00:14:06.700 --> 00:14:09.700]  還有孩童跟喫奶的都殺。
[00:14:09.700 --> 00:14:12.700]  我們覺得很困擾這個問題。
[00:14:12.700 --> 00:14:14.700]  當我們想到這個問題的時候,
[00:14:14.700 --> 00:14:19.700]  我們通常聖經學家就比較相信上帝,
[00:14:19.700 --> 00:14:23.700]  相信耶穌的聖經學家有幾個取向去解釋。
[00:14:23.700 --> 00:14:25.700]  第一個會告訴你,
[00:14:25.700 --> 00:14:29.700]  這個滅絕可能是一些古代人寫歷史的寫法,
[00:14:29.700 --> 00:14:32.700]  它不一定是真的完全滅絕的。
[00:14:32.700 --> 00:14:34.700]  很多時候有一些故事裏面你說,
[00:14:34.700 --> 00:14:37.700]  滅絕了後來那些人還有一些羽種,
[00:14:37.700 --> 00:14:38.700]  所以不一定是滅絕。
[00:14:38.700 --> 00:14:39.700]  這是其中一個,
[00:14:39.700 --> 00:14:43.700]  把這個東西讓他不會覺得那麼痛苦,
[00:14:43.700 --> 00:14:45.700]  那麼難接受的。
[00:14:45.700 --> 00:14:47.700]  另外一個他們會強調,
[00:14:47.700 --> 00:14:49.700]  亞馬里人不是什麼好人,
[00:14:49.700 --> 00:14:54.700]  他們是當時代非常暴力的一羣人。
[00:14:54.700 --> 00:14:57.700]  然後又是把這個故事,
[00:14:57.700 --> 00:15:00.700]  好像說起來沒有那麼難聽。
[00:15:00.700 --> 00:15:06.700]  我們覺得一看到這個滅絕的形容的時候,
[00:15:06.700 --> 00:15:11.700]  我們覺得特別爲孩子喫奶的心痛,
[00:15:11.700 --> 00:15:15.700]  通常是因爲我們覺得孩子無罪啊,
[00:15:15.700 --> 00:15:17.700]  baby無罪啊,對不對?
[00:15:17.700 --> 00:15:21.700]  所以我們覺得你殺baby殺孩子真的無罪,
[00:15:21.700 --> 00:15:22.700]  大人你就算了,
[00:15:22.700 --> 00:15:24.700]  算那邊男女都是壞蛋,
[00:15:24.700 --> 00:15:27.700]  但是下面孩子是無辜的,
[00:15:27.700 --> 00:15:28.700]  那這個問題就來了。
[00:15:28.700 --> 00:15:32.700]  如果你去思想整個系統神學的時候,
[00:15:32.700 --> 00:15:36.700]  到底有沒有人生下來是無罪的呢?
[00:15:36.700 --> 00:15:39.700]  或者是我換另外一個角度來,
[00:15:39.700 --> 00:15:41.700]  來去跟你談一談。
[00:15:41.700 --> 00:15:43.700]  我們在人類歷史裏面,
[00:15:43.700 --> 00:15:47.700]  有好幾億、幾十億、幾百億的人誕生過,
[00:15:47.700 --> 00:15:51.700]  有好幾百億個孩子喫奶的還是怎麼樣?
[00:15:51.700 --> 00:15:54.700]  有沒有一個長大之後不壞的?
[00:15:54.700 --> 00:15:57.700]  如果你說孩子是無罪、是無辜的,
[00:15:57.700 --> 00:16:00.700]  生出來本來都是清潔的、乾淨的,
[00:16:00.700 --> 00:16:02.700]  只是後來變壞的,
[00:16:02.700 --> 00:16:05.700]  那有沒有一個不變壞的呢?
[00:16:05.700 --> 00:16:06.700]  答案是沒有嘛。
[00:16:06.700 --> 00:16:10.700]  那如果沒有一個人是不變壞除了耶穌之外,
[00:16:10.700 --> 00:16:14.700]  那到底孩子生出來是不是無辜、
[00:16:14.700 --> 00:16:16.700]  是不是乾淨呢?
[00:16:16.700 --> 00:16:23.700]  還是其實他生下來,他已經帶着罪惡來到這個世界?
[00:16:23.700 --> 00:16:26.700]  所以我們從整個這樣的角度來說,
[00:16:26.700 --> 00:16:28.700]  我們去看,我們開覺,
[00:16:28.700 --> 00:16:32.700]  其實上帝要處罰這些在孩子喫奶的時候,
[00:16:32.700 --> 00:16:35.700]  只是把那個審判提前地發生。
[00:16:35.700 --> 00:16:36.700]  對於你跟我,
[00:16:36.700 --> 00:16:39.700]  可能如果你正常,你到七、八十歲,
[00:16:39.700 --> 00:16:41.700]  你就面對那個審判,
[00:16:41.700 --> 00:16:44.700]  但是這些孩子審判提早了。
[00:16:44.700 --> 00:16:48.700]  當然我們今天如果我們年輕的時候,
[00:16:48.700 --> 00:16:52.700]  二十、三十、四十、五十歲突然間死掉,
[00:16:52.700 --> 00:16:53.700]  要面對上帝審判,
[00:16:53.700 --> 00:16:55.700]  我們也無話可說啊,
[00:16:55.700 --> 00:16:56.700]  我們不會說,
[00:16:56.700 --> 00:17:00.700]  我十萬沒有到,你要再給我都已經沒有這樣。
[00:17:00.700 --> 00:17:02.700]  所有東西控制在上帝的時間,
[00:17:02.700 --> 00:17:06.700]  二十歲也好、三十歲也好、四十歲、五十歲、六十歲,
[00:17:06.700 --> 00:17:09.700]  十歲、零歲都是上帝的控制,
[00:17:09.700 --> 00:17:12.700]  上帝把審判帶到罪惡的世界裏面。
[00:17:12.700 --> 00:17:14.700]  所以我是告訴你,
[00:17:14.700 --> 00:17:16.700]  其實這個完全不是一個問題,
[00:17:16.700 --> 00:17:18.700]  完全是上帝的主權。
[00:17:18.700 --> 00:17:22.700]  那是不是亞馬里人特別去暴力呢?
[00:17:22.700 --> 00:17:24.700]  那也是對的,
[00:17:24.700 --> 00:17:26.700]  但是我不想你這樣去想,
[00:17:26.700 --> 00:17:30.700]  因爲那如果上帝審判一些
[00:17:30.700 --> 00:17:33.700]  不是很暴力的、很文明的、
[00:17:33.700 --> 00:17:36.700]  彼此都尊重的一個民族,
[00:17:36.700 --> 00:17:39.700]  是不是這樣上帝就不對呢?
[00:17:39.700 --> 00:17:44.700]  到底什麼叫罪?到底什麼叫做該死?
[00:17:44.700 --> 00:17:48.700]  是道德上非常敗壞,
[00:17:48.700 --> 00:17:50.700]  希特拉纔可以該死,
[00:17:50.700 --> 00:17:51.700]  才被上帝審判?
[00:17:51.700 --> 00:17:54.700]  還是所有的不相信上帝的人,
[00:17:54.700 --> 00:17:56.700]  自以爲意的人,
[00:17:56.700 --> 00:18:00.700]  都是值得上帝去審判、去擊殺的?
[00:18:00.700 --> 00:18:03.700]  當然當然是,所有的人都是這樣。
[00:18:03.700 --> 00:18:05.700]  好,我們就說到這裏,
[00:18:05.700 --> 00:18:06.700]  我只是告訴你,
[00:18:06.700 --> 00:18:08.700]  這個是一個小小的背景,
[00:18:08.700 --> 00:18:14.700]  回來這裏,上帝要掃羅把他們全部擊殺。
[00:18:14.700 --> 00:18:16.700]  掃羅攻打亞馬里人,
[00:18:16.700 --> 00:18:19.700]  用刀殺盡了亞馬裏的衆百姓。
[00:18:19.700 --> 00:18:21.700]  有沒有做?好像都做了。
[00:18:21.700 --> 00:18:24.700]  掃羅和百姓卻連襲鴉甲,
[00:18:24.700 --> 00:18:27.700]  鴉甲是亞馬里人的一個領袖,
[00:18:27.700 --> 00:18:28.700]  可能他們的王,
[00:18:28.700 --> 00:18:33.700]  收可愛惜上好的牛羊牛竹、
[00:18:33.700 --> 00:18:35.700]  羔羊以及一切的美物,
[00:18:35.700 --> 00:18:37.700]  不肯滅絕。
[00:18:37.700 --> 00:18:39.700]  但是凡看不上眼的、
[00:18:39.700 --> 00:18:44.700]  沒有價值的他盡都殺死了。
[00:18:44.700 --> 00:18:46.700]  所以他打贏了,
[00:18:46.700 --> 00:18:48.700]  他殺盡了百姓,
[00:18:48.700 --> 00:18:49.700]  但是他留了鴉甲。
[00:18:49.700 --> 00:18:51.700]  我忘記他爲什麼要留鴉甲,
[00:18:51.700 --> 00:18:52.700]  到底有什麼好處,
[00:18:52.700 --> 00:18:54.700]  反正可能是有一些好處。
[00:18:54.700 --> 00:18:56.700]  但是這裏很強調一個東西,
[00:18:56.700 --> 00:18:59.700]  他看到一些牛羊,
[00:18:59.700 --> 00:19:02.700]  這裏說上好的牛羊美物,
[00:19:02.700 --> 00:19:04.700]  這上好的是在誰眼中?
[00:19:04.700 --> 00:19:05.700]  在他自己眼中,
[00:19:05.700 --> 00:19:06.700]  這非常重要。
[00:19:06.700 --> 00:19:08.700]  他看到自己眼中覺得,
[00:19:08.700 --> 00:19:09.700]  覺得什麼?
[00:19:09.700 --> 00:19:10.700]  覺得好的東西,
[00:19:10.700 --> 00:19:12.700]  他就不殺。
[00:19:12.700 --> 00:19:14.700]  然後他把好的東西留着,
[00:19:14.700 --> 00:19:16.700]  壞的東西全部滅絕。
[00:19:16.700 --> 00:19:18.700]  其實如果你熟就業生經歷,
[00:19:18.700 --> 00:19:19.700]  馬上你想到,
[00:19:19.700 --> 00:19:21.700]  這故事很像另外一個故事,
[00:19:21.700 --> 00:19:22.700]  約束亞基裏面,
[00:19:22.700 --> 00:19:25.700]  他們打完了耶利哥城之後,
[00:19:25.700 --> 00:19:27.700]  他們要打一個艾城,
[00:19:27.700 --> 00:19:29.700]  在這個艾城裏面他就打輸了,
[00:19:29.700 --> 00:19:33.700]  因爲裏面有一個人叫做亞甘,
[00:19:33.700 --> 00:19:35.700]  亞甘就是看到好東西,
[00:19:35.700 --> 00:19:36.700]  就收起來,
[00:19:36.700 --> 00:19:37.700]  收了一些銀子,
[00:19:37.700 --> 00:19:39.700]  你記得那個故事嗎?
[00:19:39.700 --> 00:19:42.700]  於是整個以色列人沒有辦法打贏,
[00:19:42.700 --> 00:19:45.700]  然後直到亞甘被除掉。
[00:19:45.700 --> 00:19:47.700]  這故事很像那個,
[00:19:47.700 --> 00:19:51.700]  只是現在掃羅不是一個普通的士兵將軍,
[00:19:51.700 --> 00:19:53.700]  他是一個他們以色列人的官員,
[00:19:53.700 --> 00:19:54.700]  這是一個大罪。
[00:19:54.700 --> 00:19:56.700]  他看到一些美物,
[00:19:56.700 --> 00:19:59.700]  他不是保留給上帝,
[00:19:59.700 --> 00:20:00.700]  他是保留給自己。
[00:20:00.700 --> 00:20:05.700]  當然後來當薩木耳問他的時候,
[00:20:05.700 --> 00:20:07.700]  他說我是保留來獻祭,
[00:20:07.700 --> 00:20:08.700]  這是騙人,
[00:20:08.700 --> 00:20:09.700]  完全是騙人。
[00:20:09.700 --> 00:20:11.700]  耶和華的話,
[00:20:11.700 --> 00:20:13.700]  領導薩木耳說,
[00:20:13.700 --> 00:20:15.700]  我立掃羅爲王,
[00:20:15.700 --> 00:20:16.700]  我感到遺憾,
[00:20:16.700 --> 00:20:18.700]  因爲他轉眼,
[00:20:18.700 --> 00:20:20.700]  轉去不跟從我,
[00:20:20.700 --> 00:20:22.700]  不遵守我的命令。
[00:20:22.700 --> 00:20:24.700]  這裏有講到遺憾,
[00:20:24.700 --> 00:20:26.700]  從人的角度來說我們遺憾是,
[00:20:26.700 --> 00:20:27.700]  哎呀,
[00:20:27.700 --> 00:20:28.700]  沒想到這個事情發生,
