
[00:00:00.000 --> 00:00:04.040]  戴燕姊妹們,讓我們先同心低頭禱告
[00:02:44.960 --> 00:02:48.320]  譬如大家可能都有用過福音橋
[00:02:48.320 --> 00:02:51.200]  可能有用過,或者五色珠
[00:02:51.200 --> 00:02:53.160]  都應該見過了
[00:02:53.720 --> 00:02:58.160]  又或者在教會之前舉辦過的啟發課程Alpha
[00:02:58.160 --> 00:03:02.200]  大家都聽過,這些都是不同的材料
[00:03:02.200 --> 00:03:05.600]  幫助我們跟身邊的人去全福音
[00:03:05.600 --> 00:03:09.640]  不過如果按照我們今天講題的比喻
[00:03:09.640 --> 00:03:13.840]  這些不同的材料,這些不同的方法
[00:03:13.840 --> 00:03:17.200]  可以說是全福音的一些外在的招式
[00:03:17.200 --> 00:03:19.920]  一些外功,是一些技巧
[00:03:19.920 --> 00:03:21.640]  不過我們今天講的
[00:03:21.640 --> 00:03:23.520]  是這些技巧,這些招式
[00:03:24.080 --> 00:03:27.760]  它底下,我們要的內功心法
[00:03:27.760 --> 00:03:30.960]  因為招式技巧往往是隨著時間
[00:03:30.960 --> 00:03:34.200]  可以千變萬化,可以永遠有繼續的創新
[00:03:34.200 --> 00:03:36.640]  但是我們今天,讓我們一起看看
[00:03:36.640 --> 00:03:41.120]  我們全福音羅馬書教導我們有什麼心態
[00:03:41.120 --> 00:03:44.760]  今天的經文出自羅馬書一章一至六節
[00:03:44.760 --> 00:03:48.120]  羅馬書這本書是用書信來算的
[00:03:48.120 --> 00:03:50.000]  算是一封很長的信
[00:03:50.000 --> 00:03:52.600]  像十六章那麼長,對不對
[00:03:53.360 --> 00:03:55.320]  如果你不知道的話,可能你會以為
[00:03:55.320 --> 00:03:58.160]  保羅應該跟羅馬教會很熟悉
[00:03:58.160 --> 00:03:59.040]  寫這麼多東西
[00:03:59.040 --> 00:04:00.640]  但其實實情是
[00:04:00.640 --> 00:04:02.960]  保羅跟羅馬教會是一點都不熟悉的
[00:04:02.960 --> 00:04:06.280]  首先,羅馬教會不像其他教會一樣
[00:04:06.280 --> 00:04:08.080]  它不是保羅所創立的
[00:04:08.080 --> 00:04:12.280]  第二,保羅甚至跟這個教會是素未謀面
[00:04:12.280 --> 00:04:15.520]  保羅寫這封羅馬書,它有幾個目的
[00:04:15.520 --> 00:04:18.480]  第一個目的,是保羅想展明
[00:04:18.480 --> 00:04:21.760]  他對福音、對罪、對神的公義、對律法
[00:04:21.760 --> 00:04:24.000]  對恩信、清義等等這些事情的理解
[00:04:24.000 --> 00:04:25.720]  第二個目的是
[00:04:25.720 --> 00:04:27.920]  在這些事情的背景之下
[00:04:27.920 --> 00:04:29.280]  他提醒羅馬教會
[00:04:29.280 --> 00:04:31.800]  不可以對猶太人去自誇
[00:04:31.800 --> 00:04:34.200]  因為當時羅馬教會
[00:04:34.200 --> 00:04:36.720]  它有很多的信徒都不是猶太人
[00:04:36.720 --> 00:04:37.760]  他們是叫外邦人
[00:04:37.760 --> 00:04:39.640]  所以他們在這個教會裡面
[00:04:39.640 --> 00:04:40.920]  很容易出現一種思想
[00:04:40.920 --> 00:04:41.680]  就是覺得
[00:04:41.680 --> 00:04:44.320]  猶太人已經神拋棄了他們
[00:04:44.320 --> 00:04:46.400]  神選了我們,去取代他們
[00:04:46.400 --> 00:04:48.000]  所以保羅警告他們
[00:04:48.000 --> 00:04:50.440]  不可以對猶太人至高至大
[00:04:51.360 --> 00:04:53.080]  而羅馬書的第三個目的
[00:04:53.080 --> 00:04:56.640]  就是保羅為了他將來要計劃
[00:04:56.640 --> 00:04:58.520]  去西班牙的一個宣教事工
[00:04:58.520 --> 00:04:59.920]  他去做準備
[00:04:59.920 --> 00:05:02.520]  在這封信裡面,他強調
[00:05:02.520 --> 00:05:05.840]  傳福音,他自己是一個這樣的使者
[00:05:05.840 --> 00:05:08.920]  在保羅表明他對福音的理解之後
[00:05:08.920 --> 00:05:10.400]  他呼籲羅馬教會
[00:05:10.400 --> 00:05:12.560]  支持他之後的宣教事工
[00:05:12.560 --> 00:05:16.840]  羅馬書是保羅一封很後期的書信
[00:05:16.840 --> 00:05:19.000]  保羅寫這封信的時候
[00:05:19.440 --> 00:05:22.600]  已經有起碼二十年的傳福音的經驗
[00:05:22.600 --> 00:05:25.240]  而這封信,正如剛才所說
[00:05:25.240 --> 00:05:26.400]  一個主要的目的
[00:05:26.400 --> 00:05:29.440]  是呼籲羅馬教會去支持他的宣教事工
[00:05:29.440 --> 00:05:31.320]  所以我們想像到
[00:05:31.320 --> 00:05:34.000]  當保羅寫這封信的時候
[00:05:34.000 --> 00:05:37.600]  傳福音這件事,多少是圍繞在他的腦邊
[00:05:37.600 --> 00:05:40.800]  就好像我們今天經文,一章一節六節
[00:05:40.800 --> 00:05:42.760]  我們都可以多少看到這個影響
[00:05:42.760 --> 00:05:45.560]  今天藉著這六節短短的經文
[00:05:45.560 --> 00:05:46.800]  我們一起去學習
[00:05:46.800 --> 00:05:48.880]  剛才說的傳福音內功的心法
[00:05:49.640 --> 00:05:51.360]  這個心法我們分成三個層面
[00:05:51.360 --> 00:05:53.760]  第一個層面就是我們對自己
[00:05:53.760 --> 00:05:55.360]  作為傳福音使者
[00:05:55.360 --> 00:05:57.400]  我們這個身份有多掌握
[00:05:57.400 --> 00:05:59.240]  第二個層面
[00:05:59.240 --> 00:06:03.480]  是我們對主耶穌的福音又有多掌握
[00:06:03.480 --> 00:06:07.680]  第三個層面就是我們對於廣大的微信者
[00:06:07.680 --> 00:06:09.840]  或者有時候我們會叫這個禍場
[00:06:09.840 --> 00:06:11.360]  有多掌握
[00:06:11.360 --> 00:06:14.440]  讓我們跟著經文,我們逐個去思考
[00:06:14.440 --> 00:06:16.320]  經文第一節說到
[00:06:16.320 --> 00:06:18.720]  基督耶穌的僕人保羅
[00:06:19.280 --> 00:06:21.520]  是奉孟趙為使徒
[00:06:21.520 --> 00:06:24.080]  奉拜傳上帝的福音
[00:06:24.080 --> 00:06:27.120]  這一句看起來平平無奇的說話
[00:06:27.120 --> 00:06:30.760]  其實足以教導我們傳福音應該有的態度
[00:06:30.760 --> 00:06:33.120]  首先僕人這個字
[00:06:33.120 --> 00:06:36.840]  我們一般會理解為主人辦事的人
[00:06:36.840 --> 00:06:41.400]  但其實僕人這個字的希臘文如果翻譯得直白一點
[00:06:41.400 --> 00:06:43.680]  是應該譯成奴隸
[00:06:43.680 --> 00:06:47.760]  說到奴隸,立刻感覺就很身不由己
[00:06:47.760 --> 00:06:48.960]  不像你僕人那樣
[00:06:49.280 --> 00:06:50.720]  東家不打就打西家
[00:06:50.720 --> 00:06:54.120]  而是無論你喜不喜歡主人要求你做的事
[00:06:54.120 --> 00:06:55.160]  你就要去做
[00:06:55.160 --> 00:06:58.800]  第二,孟趙為使徒
[00:06:58.800 --> 00:07:03.600]  意思就是你被召去做一個信差
[00:07:03.600 --> 00:07:05.760]  一個郵差
[00:07:05.760 --> 00:07:07.920]  就是一個傳信息的人
[00:07:07.920 --> 00:07:12.160]  最後第三,奉拜是在原文之中
[00:07:12.160 --> 00:07:13.920]  是在說分別出來的意思
[00:07:13.920 --> 00:07:15.400]  就好像在舊日裡面說到
[00:07:15.600 --> 00:07:19.600]  神將以色列人從地上那麼多人之中分別出來的感覺
[00:07:19.600 --> 00:07:22.000]  如果將這些理解我們放在一起
[00:07:22.000 --> 00:07:23.720]  我們見到我們基督徒
[00:07:23.720 --> 00:07:26.840]  是在世界裡面那麼多人之中
[00:07:26.840 --> 00:07:29.200]  被神特別分出來的
[00:07:29.200 --> 00:07:31.240]  我們是被祂所召
[00:07:31.240 --> 00:07:33.560]  去成為一個福音的信差
[00:07:33.560 --> 00:07:37.440]  去將這個消息帶到我們身邊不同的角落
[00:07:37.440 --> 00:07:41.760]  而我們基督徒更加是主耶穌基督的奴隸
[00:07:41.760 --> 00:07:45.200]  我們傳福音不是我們想做就做的事
[00:07:45.320 --> 00:07:46.760]  不想做就不做的事
[00:07:46.760 --> 00:07:49.240]  而是已經托付了給我們的責任
[00:07:49.240 --> 00:07:53.680]  說到奴隸大家可能會覺得有點隱疑
[00:07:53.680 --> 00:07:56.840]  但事實正如保羅所說
[00:07:56.840 --> 00:07:59.600]  我們要麼是罪的奴隸
[00:07:59.600 --> 00:08:01.840]  要麼是做神的奴隸
[00:08:01.840 --> 00:08:04.320]  沒有人可以完全的自由身
[00:08:04.320 --> 00:08:06.720]  只有你選擇誰做你的主人
[00:08:06.720 --> 00:08:10.240]  但怎會不知道你有多重視
[00:08:10.240 --> 00:08:12.840]  我們基督徒是一群被神分別出來的人呢
[00:08:14.320 --> 00:08:15.480]  當我們說分別出來
[00:08:15.480 --> 00:08:17.200]  也就是代表我們一定有些東西
[00:08:17.200 --> 00:08:18.880]  是跟其他人不一樣
[00:08:18.880 --> 00:08:21.400]  當然跟其他人不一樣
[00:08:21.400 --> 00:08:22.720]  從來不是一件容易的事
[00:08:22.720 --> 00:08:26.840]  我們往往都是想一群人是很一樣的
[00:08:26.840 --> 00:08:28.200]  我們不想跟別人不同
[00:08:28.200 --> 00:08:30.680]  因為這樣很容易給人的感覺
[00:08:30.680 --> 00:08:32.040]  就好像標其立異
[00:08:32.040 --> 00:08:33.000]  不合群
[00:08:33.000 --> 00:08:35.080]  大丁姊妹
[00:08:35.080 --> 00:08:37.000]  我們會不會有時為了迎合其他人
[00:08:37.000 --> 00:08:40.320]  我們寧願讓我們身邊的人去同化
[00:08:40.320 --> 00:08:41.840]  我們想跟其他人
[00:08:41.840 --> 00:08:43.640]  想跟我們的同事
[00:08:43.760 --> 00:08:45.040]  想跟我們的朋友
[00:08:45.040 --> 00:08:46.240]  我們想跟我們的親戚
[00:08:46.240 --> 00:08:47.600]  我們有相同的興趣
[00:08:47.600 --> 00:08:49.920]  有相同的嘴形
[00:08:49.920 --> 00:08:51.800]  有相同的話題
[00:08:51.800 --> 00:08:56.000]  我們漸漸失去了我們自己的獨特性呢
[00:08:56.000 --> 00:08:58.520]  就說回傳福音
[00:08:58.520 --> 00:09:00.400]  當我們身邊有微信的朋友
[00:09:00.400 --> 00:09:04.240]  我想正常不會好易衝於講信仰的話題的
[00:09:04.240 --> 00:09:07.200]  但當我們跟這些朋友相處的時候
[00:09:07.200 --> 00:09:08.480]  去到一些位置
[00:09:08.480 --> 00:09:10.040]  擺明你見到
[00:09:10.040 --> 00:09:12.080]  是神預備了一個機會
[00:09:12.360 --> 00:09:15.120]  預備了一個缺口給你去引入信仰的話題
[00:09:15.120 --> 00:09:16.440]  教會的話題
[00:09:16.440 --> 00:09:18.760]  你會不會為了避免尷尬
[00:09:18.760 --> 00:09:20.360]  為了遷就對方
[00:09:20.360 --> 00:09:21.600]  未必想講耶穌
[00:09:21.600 --> 00:09:23.000]  我們就退縮
[00:09:23.000 --> 00:09:25.560]  有了這個機會白白地溜走呢
[00:09:25.560 --> 00:09:28.720]  如果你覺得這個好像在形容你
[00:09:28.720 --> 00:09:30.240]  那你可能要重視
[00:09:30.240 --> 00:09:33.920]  你自己是被神分別出來的一個人
[00:09:33.920 --> 00:09:36.680]  你被神安排在你的朋友身邊
[00:09:36.680 --> 00:09:38.760]  你和你朋友最大的一個不同
[00:09:38.760 --> 00:09:41.120]  就是你是一個帶著福音的人
[00:09:41.840 --> 00:09:44.000]  而也是被神去差派
[00:09:44.000 --> 00:09:46.160]  去將這個福音傳開的人
[00:09:46.160 --> 00:09:49.680]  這個是我們基督徒其中一個最標誌性的特質
[00:09:49.680 --> 00:09:51.520]  因為我們每一個
[00:09:51.520 --> 00:09:53.240]  都是被神分別出來
[00:09:53.240 --> 00:09:55.280]  福音的使者
[00:09:55.280 --> 00:09:59.120]  講完這個第一層的內功心法
[00:09:59.120 --> 00:10:00.720]  我們就講下第二個層面
[00:10:00.720 --> 00:10:04.080]  就是我們對福音這件事有的掌握
[00:10:04.080 --> 00:10:06.320]  你或者會覺得
[00:10:06.320 --> 00:10:08.800]  對福音的掌握是應該不用講的
[00:10:08.800 --> 00:10:09.720]  因為我們坐在這裡
[00:10:09.720 --> 00:10:11.960]  我們很多都是已經基督徒
[00:10:11.960 --> 00:10:12.840]  我們已經信了
[00:10:12.840 --> 00:10:14.680]  基督徒就是知道福音是什麼
[00:10:14.680 --> 00:10:16.400]  這樣才會信的
[00:10:16.400 --> 00:10:17.880]  所以我們一定掌握
[00:10:17.880 --> 00:10:20.240]  不過和大家分享一件事
[00:10:20.240 --> 00:10:22.600]  我記得有一次和一位
[00:10:22.600 --> 00:10:25.280]  從小到大回教會的基督徒聊天
[00:10:25.280 --> 00:10:26.520]  他跟我說
[00:10:26.520 --> 00:10:28.760]  他沒有信心和他自己的朋友
[00:10:28.760 --> 00:10:31.920]  很完整地分享他的福音
[00:10:31.920 --> 00:10:32.720]  他的信仰
[00:10:32.720 --> 00:10:36.360]  大家覺得可能會有些難以置信
[00:10:37.320 --> 00:10:40.000]  但這未必是一個很特別的例子
[00:10:40.000 --> 00:10:42.640]  因為有時候我們會可能習慣
[00:10:42.640 --> 00:10:44.400]  我們的信仰
[00:10:44.400 --> 00:10:47.640]  其實是建基於一些很簡單的口號上
[00:10:47.640 --> 00:10:49.560]  譬如可能我們說神愛我
[00:10:49.560 --> 00:10:51.880]  或者那些神為你
[00:10:51.880 --> 00:10:54.400]  關了門會為你開了一扇窗
[00:10:54.400 --> 00:10:56.160]  我們有時候會有很多這些口號
[00:10:56.160 --> 00:10:59.360]  但如果我們將我們的信仰
[00:10:59.360 --> 00:11:02.680]  建立在這些簡單的口號上的時候
[00:11:02.680 --> 00:11:03.920]  我們的信仰會很淺薄
[00:11:03.920 --> 00:11:06.640]  我們對福音的理解也會很淺薄
[00:11:07.440 --> 00:11:09.160]  我們可能可以信了很久
[00:11:09.160 --> 00:11:10.800]  也沒有真的花功夫
[00:11:10.800 --> 00:11:13.960]  去認真地考究我們所信的內容
[00:11:13.960 --> 00:11:17.760]  而如果我們對福音沒有一個實在的掌握
[00:11:17.760 --> 00:11:20.320]  我們傳福音很容易不知所措
[00:11:20.320 --> 00:11:22.560]  因為我們怕被人多問一兩句
[00:11:22.560 --> 00:11:23.760]  就口啊口啊
[00:11:23.760 --> 00:11:24.520]  不知道怎樣回答
[00:11:24.520 --> 00:11:27.880]  所以我想我們每一個都值得檢視一下
[00:11:27.880 --> 00:11:31.040]  究竟我們對於我們所信的
[00:11:31.040 --> 00:11:33.160]  所傳的這個好消息
[00:11:33.160 --> 00:11:35.400]  有多實在的掌握
[00:11:36.680 --> 00:11:38.480]  保羅在今天經文第二節說到
[00:11:38.480 --> 00:11:41.360]  福音是上帝以前藉著一群先知
[00:11:41.360 --> 00:11:43.160]  在聖經上已經應許了
[00:11:43.160 --> 00:11:44.640]  一說到福音
[00:11:44.640 --> 00:11:45.880]  保羅第一句不是說
[00:11:45.880 --> 00:11:48.360]  我們信了人生會多麼美好
[00:11:48.360 --> 00:11:50.640]  我們信了內心會多麼平安
[00:11:50.640 --> 00:11:52.120]  一說到福音
[00:11:52.120 --> 00:11:54.960]  保羅強調的是神的工作
[00:11:54.960 --> 00:11:56.960]  保羅表達的意思是
[00:11:56.960 --> 00:11:59.680]  福音不是等到耶穌來到出生的時候
[00:11:59.680 --> 00:12:00.840]  才突然間爆出來
[00:12:00.840 --> 00:12:03.000]  不是我們聖誕節我們就有福音了
[00:12:03.000 --> 00:12:03.480]  不是
[00:12:03.480 --> 00:12:05.440]  保羅要表達的意思
[00:12:06.040 --> 00:12:07.480]  是神在很早以前
[00:12:07.480 --> 00:12:09.800]  已經藉著聖經
[00:12:09.800 --> 00:12:13.600]  去應許福音會彌臨
[00:12:13.600 --> 00:12:16.920]  當然保羅這裡說的聖經
[00:12:16.920 --> 00:12:18.720]  是說我們今天的舊約聖經
[00:12:18.720 --> 00:12:21.120]  四弟兄姊妹我們相信
[00:12:21.120 --> 00:12:24.880]  我們相信福音是建基於這本舊約聖經
[00:12:24.880 --> 00:12:26.040]  我們不能夠走捷徑
[00:12:26.040 --> 00:12:29.200]  以為我們不努力學習舊約聖經
[00:12:29.200 --> 00:12:31.160]  都能夠完全的掌握我們福音
[00:12:31.160 --> 00:12:32.840]  另一方面
[00:12:32.840 --> 00:12:35.320]  我們舊約聖經亦都連同新約聖經
[00:12:35.320 --> 00:12:37.360]  成為一個整傳的整本的聖經
[00:12:37.360 --> 00:12:40.160]  這個信仰的根基弟兄姊妹
[00:12:40.160 --> 00:12:42.320]  我們又有沒有用心的好好學習呢
[00:12:42.320 --> 00:12:46.760]  如果我們對福音要有所掌握
[00:12:46.760 --> 00:12:50.320]  我們都要對整本的聖經的內容有所掌握
[00:12:50.320 --> 00:12:53.160]  因為我們所信仰的主耶穌
[00:12:53.160 --> 00:12:54.880]  正正就是這個舊約
[00:12:54.880 --> 00:12:56.600]  和新約聖經的交匯點
[00:12:56.600 --> 00:12:58.960]  就好像第三四節說
[00:12:58.960 --> 00:12:59.800]  按肉體
[00:12:59.800 --> 00:13:02.600]  耶穌是大衛的後裔
[00:13:02.600 --> 00:13:04.480]  按神聖的靈講
[00:13:05.040 --> 00:13:07.240]  耶穌是從死人中復活
[00:13:07.240 --> 00:13:09.120]  用大能顯明他是上帝兒子
[00:13:09.120 --> 00:13:11.160]  按肉體講大衛的後裔
[00:13:11.160 --> 00:13:14.000]  正正就是舊約的先知一直應許的
[00:13:14.000 --> 00:13:14.840]  這個救主
[00:13:14.840 --> 00:13:17.920]  而後面死人中復活
[00:13:17.920 --> 00:13:19.600]  正正就是我們新約裡面
[00:13:19.600 --> 00:13:22.080]  對耶穌是神的兒子的見證
[00:13:22.080 --> 00:13:25.760]  所以傳福音內功心法的第二個層面
[00:13:25.760 --> 00:13:29.000]  就是我們要脫離那種淺層的信仰
[00:13:29.000 --> 00:13:31.520]  我們都要用心的去學習聖經
[00:13:31.520 --> 00:13:33.760]  有深度的掌握
[00:13:33.760 --> 00:13:35.200]  我們所信的福音
[00:13:35.200 --> 00:13:39.080]  今天的最後一個層面就是
[00:13:39.080 --> 00:13:41.320]  我們對於廣大的美信者
[00:13:41.320 --> 00:13:43.280]  這個和祥的掌握
[00:13:43.280 --> 00:13:46.360]  今天最後五六節的經文
[00:13:46.360 --> 00:13:49.000]  保祿說他為了主耶穌的名
[00:13:49.000 --> 00:13:49.960]  在萬國之中
[00:13:49.960 --> 00:13:52.680]  死人因信而信復
[00:13:52.680 --> 00:13:55.080]  其中也有羅馬教會
[00:13:55.080 --> 00:13:57.320]  這班蒙照屬耶穌基督的人
[00:13:57.320 --> 00:13:59.960]  保祿這裡提到三件事
[00:13:59.960 --> 00:14:03.200]  他幫助我們學習和祥的這個課題
[00:14:04.160 --> 00:14:05.400]  首先我們見到
[00:14:05.400 --> 00:14:07.800]  萬國都是福音的和祥
[00:14:07.800 --> 00:14:10.400]  意思是我們身邊所有不同的人
[00:14:10.400 --> 00:14:11.600]  世界不同的國家
[00:14:11.600 --> 00:14:13.280]  不同的地方不同的角落
[00:14:13.280 --> 00:14:14.560]  都是福音的和祥
[00:14:14.560 --> 00:14:16.080]  這個我想大家都掌握
[00:14:16.080 --> 00:14:16.880]  不需要多說
[00:14:16.880 --> 00:14:19.040]  第二保祿提到
[00:14:19.040 --> 00:14:25.040]  傳福音是要使人因信而信復
[00:14:25.040 --> 00:14:27.800]  對保祿來說
[00:14:27.800 --> 00:14:30.440]  傳福音不是單單的說服人去信耶穌
[00:14:30.440 --> 00:14:32.280]  對保祿來說
[00:14:32.840 --> 00:14:35.600]  傳福音是要帶來信心
[00:14:35.600 --> 00:14:40.120]  而這份信心是會伴隨著我們生命的改變
[00:14:40.120 --> 00:14:41.960]  那種對神的信服
[00:14:41.960 --> 00:14:43.960]  我們內心對神的信服
[00:14:43.960 --> 00:14:47.200]  這裡的意思就好像羅馬書後面說到
[00:14:47.200 --> 00:14:49.440]  那些在耶穌基督裡面的人的生命
[00:14:49.440 --> 00:14:51.960]  不應該順從肉體的私慾
[00:14:51.960 --> 00:14:53.920]  而是應該順從聖靈而活
[00:14:53.920 --> 00:14:57.440]  所以這裡說的因信而信復
[00:14:57.440 --> 00:14:58.600]  保祿就要教導我們
[00:14:58.600 --> 00:15:01.760]  傳福音不是單單跟人說完耶穌就夠
[00:15:01.760 --> 00:15:04.040]  甚至不是令到對方說
[00:15:04.040 --> 00:15:04.880]  我肯信耶穌了
[00:15:04.880 --> 00:15:06.560]  我肯穩定回教會了
[00:15:06.560 --> 00:15:07.400]  就完事
[00:15:07.400 --> 00:15:09.240]  不是
[00:15:09.240 --> 00:15:11.320]  傳福音的終點遠遠不是這樣
[00:15:11.320 --> 00:15:13.400]  保祿提醒我們
[00:15:13.400 --> 00:15:17.400]  我們傳福音是要帶來對方生命
[00:15:17.400 --> 00:15:18.640]  對聖靈的信服
[00:15:18.640 --> 00:15:21.640]  導致我們太習慣想
[00:15:21.640 --> 00:15:24.200]  傳福音就是要令到多一個人信耶穌
[00:15:24.200 --> 00:15:27.880]  但保祿提醒我們不要停在這裡
[00:15:28.640 --> 00:15:32.760]  傳福音是要讓人因信而信復
[00:15:32.760 --> 00:15:35.880]  最後第三點
[00:15:35.880 --> 00:15:37.600]  正如羅馬教會的信徒
[00:15:37.600 --> 00:15:40.200]  我們每一個認耶穌為主的人
[00:15:40.200 --> 00:15:42.520]  都是蒙神所照的人
[00:15:42.520 --> 00:15:46.000]  丁兄姊妹不知道說到傳福音
[00:15:46.000 --> 00:15:47.000]  你會不會立即想
[00:15:47.000 --> 00:15:48.720]  我怕吃檸檬
[00:15:48.720 --> 00:15:49.840]  所以有些是怕怕的
[00:15:49.840 --> 00:15:53.200]  我們有時太習慣用人的眼光去看事情
[00:15:53.200 --> 00:15:54.840]  我們太習慣
[00:15:54.840 --> 00:15:55.600]  我們會想
[00:15:55.600 --> 00:15:57.960]  是我們選擇了相信這個神
[00:15:58.800 --> 00:16:00.720]  是我們選擇了這個信仰
[00:16:00.720 --> 00:16:03.560]  但保祿糾正我們
[00:16:03.560 --> 00:16:05.560]  他說不是我們選擇了神
[00:16:05.560 --> 00:16:07.840]  是神選擇了我們
[00:16:07.840 --> 00:16:13.200]  我們每一個基督徒都是被神所照的人
[00:16:13.200 --> 00:16:16.120]  事實上如果我們懂得這樣想
[00:16:16.120 --> 00:16:18.840]  我們傳福音我們跟別人分享信仰的時候
[00:16:18.840 --> 00:16:20.720]  我們不會那麼怕吃檸檬
[00:16:20.720 --> 00:16:22.280]  因為我們知道
[00:16:22.280 --> 00:16:25.960]  我們傳福音不是我們的技巧
[00:16:25.960 --> 00:16:26.840]  做得夠不夠好
[00:16:26.840 --> 00:16:28.920]  左右到對方他信不信
[00:16:28.920 --> 00:16:32.000]  而是我們知道我們傳福音我們的職責
[00:16:32.000 --> 00:16:34.960]  只是在未信者的和場裡面
[00:16:34.960 --> 00:16:37.360]  我們去找那些聽到神呼喚他的人
[00:16:37.360 --> 00:16:39.320]  如果我們這樣想
[00:16:39.320 --> 00:16:41.240]  我們對傳福音有很不同的心態
[00:16:41.240 --> 00:16:44.920]  因為神往往安排人去經歷不同的事
[00:16:44.920 --> 00:16:47.880]  讓人有時聽得清楚他的呼喚
[00:16:47.880 --> 00:16:48.880]  有時沒那麼清楚
[00:16:48.880 --> 00:16:51.920]  所以我們作為福音事職的責任
[00:16:51.920 --> 00:16:56.800]  只是在未信者清楚聽到神呼喚的時候
[00:16:56.800 --> 00:16:58.320]  我們成為神的信差
[00:16:58.320 --> 00:17:02.800]  我們把福音的這封邀請信交到對方的手上
[00:17:02.800 --> 00:17:04.800]  所以保羅提醒我們
[00:17:04.800 --> 00:17:07.480]  我們傳福音不是要鴨苗助長
[00:17:07.480 --> 00:17:09.400]  令到誰去信耶穌
[00:17:09.400 --> 00:17:12.760]  而是反過來我們傳福音
[00:17:12.760 --> 00:17:14.880]  只是要在人海之中
