
[00:00:00.000 --> 00:00:03.600]  不經不覺已經用了差不多一年的時間去宣講約翰福音
[00:01:35.400 --> 00:01:37.300]  瑪大、瑪利亞和拉撒路
[00:01:37.300 --> 00:01:39.600]  如果按照那個敘事的次序呢
[00:01:39.600 --> 00:01:41.600]  如果按照那個敘事的次序呢
[00:01:41.600 --> 00:01:45.200]  約翰十一章是講耶穌叫拉撒路從死裏復活
[00:01:45.200 --> 00:01:48.700]  約翰十一章是講耶穌叫拉撒路從死裏復活
[00:01:48.700 --> 00:01:51.000]  我想順理成章的家人就樂意留款待耶穌多住幾天
[00:01:51.000 --> 00:01:55.000]  我想順理成章的家人就樂意留款待耶穌多住幾天
[00:01:55.000 --> 00:01:56.400]  如果這樣的話
[00:01:56.400 --> 00:02:01.000]  順理成章的家人就很願意留下耶穌
[00:02:01.000 --> 00:02:02.700]  款待祂多留幾天
[00:02:02.700 --> 00:02:04.000]  以表達那個心意
[00:02:04.000 --> 00:02:05.100]  以表達那個心意
[00:02:05.100 --> 00:02:08.800]  原來余節前六天不是提醒人那個節祭快到
[00:02:08.800 --> 00:02:12.300]  原來余月節的前六天並不是要提醒人節祭快到
[00:02:12.300 --> 00:02:14.300]  至少你讀經文的時候
[00:02:14.300 --> 00:02:15.900]  至少你讀經文的時候
[00:02:15.900 --> 00:02:19.200]  當時的門徒仍然好像在夢中裏面一樣
[00:02:19.200 --> 00:02:22.200]  當時的門徒好像仍然在夢中裏面一樣
[00:02:22.200 --> 00:02:23.700]  他沒有察覺到他的主
[00:02:23.700 --> 00:02:26.400]  正一步一步邁向十字架
[00:02:26.400 --> 00:02:30.000]  並沒有察覺他們的主一步一步的邁向十字架
[00:02:30.000 --> 00:02:31.200]  準備邁向死亡
[00:02:31.200 --> 00:02:32.700]  準備邁向死亡
[00:02:32.700 --> 00:02:33.900]  或者門徒覺得
[00:02:33.900 --> 00:02:35.800]  只不過是平常的一天而已
[00:02:35.800 --> 00:02:39.200]  可能門徒會覺得這不就是平常的一天而已
[00:02:39.200 --> 00:02:41.600]  或者是另一個余節的節祭而已
[00:02:41.600 --> 00:02:44.000]  或者是另外一個余月節的節祭而已
[00:02:44.000 --> 00:02:46.400]  可以預計可以計算的一天
[00:02:46.400 --> 00:02:49.200]  是可以預算可以預計的一天
[00:02:49.200 --> 00:02:50.900]  甚至無料無新意
[00:02:50.900 --> 00:02:52.200]  甚至是了無新意
[00:02:52.200 --> 00:02:53.600]  重複又重複的一天
[00:02:53.600 --> 00:02:55.600]  重複又重複的一天
[00:02:55.600 --> 00:02:59.100]  但是距離耶穌離世的日子不太遠
[00:02:59.100 --> 00:03:02.100]  但是距離耶穌離世的日子不太遠
[00:03:02.100 --> 00:03:04.900]  所以剩下來的時間每一天都是獨特
[00:03:04.900 --> 00:03:06.100]  是無可取代的
[00:03:06.100 --> 00:03:09.000]  所以每一天剩下來的日子都是獨特的
[00:03:09.000 --> 00:03:09.600]  是無可取代的
[00:03:09.600 --> 00:03:12.800]  或者面對一個這樣不能夠重複的機遇
[00:03:12.800 --> 00:03:15.600]  或者面對一個這樣不能夠重複的機遇
[00:03:15.600 --> 00:03:17.800]  我們平時的計算
[00:03:17.800 --> 00:03:20.400]  就沒有辦法可以套用在這些日子裡面
[00:03:20.400 --> 00:03:25.200]  我們平常的計算就不能套用在這個日子裡面
[00:03:25.200 --> 00:03:27.000]  可能每天勞碌奔波
[00:03:27.000 --> 00:03:28.800]  可能每天勞碌奔波
[00:03:28.800 --> 00:03:31.100]  我們忙過不停的生活
[00:03:31.100 --> 00:03:32.600]  我們忙過不停的生活
[00:03:32.600 --> 00:03:35.100]  可能只能套用在黑板的生活
[00:03:35.100 --> 00:03:38.000]  可能只能套用在黑板的生活
[00:03:38.000 --> 00:03:40.400]  早上七點我們匆匆起來
[00:03:40.400 --> 00:03:42.700]  早上七點我們匆匆起床
[00:03:42.700 --> 00:03:46.300]  刷牙洗臉之後就要趕上班的人潮
[00:03:46.300 --> 00:03:49.400]  刷牙洗臉之後就要趕上班的人潮
[00:03:49.400 --> 00:03:51.200]  一整天的工作
[00:03:51.200 --> 00:03:52.500]  一整天的工作
[00:03:52.500 --> 00:03:54.500]  累得半條人命回到家裡
[00:03:54.500 --> 00:03:57.000]  累得只剩半條人命回到家裡
[00:03:57.000 --> 00:03:58.000]  吃飯之後
[00:03:58.000 --> 00:03:58.900]  吃飯之後
[00:03:58.900 --> 00:04:00.500]  看看電視可能就休息了
[00:04:00.500 --> 00:04:02.400]  看看電視然後就休息了
[00:04:02.400 --> 00:04:02.800]  重複
[00:04:02.800 --> 00:04:03.500]  又重複
[00:04:03.500 --> 00:04:04.600]  重複又重複
[00:04:04.600 --> 00:04:07.300]  但是對於這個家庭瑪麗亞
[00:04:07.300 --> 00:04:10.100]  可是對於這個家庭瑪麗亞
[00:04:10.100 --> 00:04:13.400]  她剛剛經歷了弟弟拉撒路從死裡復活
[00:04:13.400 --> 00:04:16.800]  她剛剛經歷了弟弟拉撒路從死裡復活
[00:04:16.800 --> 00:04:20.000]  她對生和死有一種徹底的體驗
[00:04:20.000 --> 00:04:22.900]  她對生和死有一種徹底的體驗
[00:04:22.900 --> 00:04:27.900]  所以她對耶穌對生命的體驗是截然不同的
[00:04:27.900 --> 00:04:31.400]  所以她對耶穌對生命的體驗是截然不同的
[00:04:31.400 --> 00:04:33.500]  所以她只能夠完全的投入
[00:04:33.500 --> 00:04:33.500]  所以她只能夠完全的投入
[00:04:33.500 --> 00:04:34.600]  完全的傾倒
[00:04:34.600 --> 00:04:36.900]  所以她只能完全的投入
[00:04:36.900 --> 00:04:37.700]  完全的傾倒
[00:04:37.700 --> 00:04:39.000]  對瑪麗亞來說
[00:04:39.000 --> 00:04:54.000]  他親眼看見自己的弟弟拉撒路,因為耶穌的呼喚從墳墓裡出來。
[00:04:54.000 --> 00:05:07.000]  你想想,如果任何人有這樣的經歷,任何人有瑪利亞這個經歷,整個人生觀應該截然不同。
[00:05:07.000 --> 00:05:16.000]  瑪利亞的心裡面只有感激和敬虔之情。
[00:05:16.000 --> 00:05:27.000]  他對耶穌的回應,不可以像一般尋常那種社交的禮儀,
[00:05:27.000 --> 00:05:41.000]  以禮相待,而是他義無反顧的完全的擺上。他永遠都不會覺得為主獻上太多,
[00:05:41.000 --> 00:05:47.000]  他只會覺得獻得太少,太多的虧欠。
[00:05:47.000 --> 00:06:01.000]  對於這位曾經扭轉生命的主宰,經文裡面記載瑪利亞用了一般人不會用的方法,
[00:06:01.000 --> 00:06:16.000]  他用了一整瓶香膏,好像高立君王的方式,留意這瓶香膏是他出價之用,
[00:06:16.000 --> 00:06:25.000]  甚至他不太合而體同,用頭髮去擦耶穌的腳。
[00:06:25.000 --> 00:06:27.000]  為什麼他這樣做?
[00:06:27.000 --> 00:06:37.000]  因為他就是經歷這位生命的主,他只能全然的投入,全然的傾倒,
[00:06:37.000 --> 00:06:45.000]  甚至他不會理會身邊的人怎麼評價他的行為。
[00:06:45.000 --> 00:06:51.000]  不能領悟的猶大和種的門徒呢?
[00:06:51.000 --> 00:06:55.000]  因為他看不見瑪利亞那種體貼,
[00:06:55.000 --> 00:07:03.000]  所以他只能用常人的眼光去審視這個行動,
[00:07:03.000 --> 00:07:05.000]  他就發出一個問題,
[00:07:05.000 --> 00:07:16.000]  為什麼不把香膏賣掉換三十兩的銀子去收集窮人呢?
[00:07:16.000 --> 00:07:19.000]  聽起來好像有道理,
[00:07:19.000 --> 00:07:29.000]  三十兩銀子是當時一個人一年的工資,
[00:07:29.000 --> 00:07:39.000]  假如平均二萬元一個月,一年的薪水就有二十四萬,
[00:07:39.000 --> 00:07:42.000]  如果二十四萬買一瓶香水,
[00:07:42.000 --> 00:07:46.000]  就像噴蟑螂一樣,整瓶倒下去。
[00:07:46.000 --> 00:07:50.000]  你會好像殺蟑螂一樣噴這瓶香水嗎?
[00:07:50.000 --> 00:07:53.000]  沒有人會這樣做,你多有錢都不會這樣做。
[00:07:53.000 --> 00:07:56.000]  沒有人會這樣做,不管你多有錢都不會這樣做。
[00:07:56.000 --> 00:08:00.000]  這裡就出現一個問題了,
[00:08:00.000 --> 00:08:07.000]  瑪利亞願意破費,門徒卻認為浪費,
[00:08:07.000 --> 00:08:10.000]  甚至是枉費,
[00:08:10.000 --> 00:08:16.000]  同是跟從耶穌,同是耶穌的門徒,
[00:08:16.000 --> 00:08:21.000]  為什麼價值觀的落差這麼大呢?
[00:08:21.000 --> 00:08:27.000]  原來門徒並不知道他們不常有耶穌,
[00:08:27.000 --> 00:08:34.000]  這個感覺不是說耶穌不同的門徒同在,
[00:08:34.000 --> 00:08:40.000]  因為他們沒有瑪利亞那種洞見,
[00:08:40.000 --> 00:08:48.000]  他們不知道我們的主只有六天就要離開這個世界,
[00:08:48.000 --> 00:08:54.000]  所以瑪利亞就把握了唯一一次的機會,
[00:08:54.000 --> 00:08:58.000]  去做她能做的事情。
[00:08:58.000 --> 00:09:05.000]  難怪門徒當時為什麼會這樣斤斤計較,
[00:09:05.000 --> 00:09:09.000]  或者我們從門徒的身上,
[00:09:09.000 --> 00:09:13.000]  會不會看到自己的返照呢?
[00:09:13.000 --> 00:09:19.000]  我侍奉已經三十多年了,接近尾聲了,
[00:09:19.000 --> 00:09:27.000]  其實我真的見不少太多的斤斤計較的基督徒,
[00:09:27.000 --> 00:09:36.000]  彷彿為耶穌為教會為弟兄姊妹多付出一點,
[00:09:36.000 --> 00:09:38.000]  都是一種浪費,
[00:09:38.000 --> 00:09:41.000]  我以前在美國的教會,
[00:09:41.000 --> 00:09:44.000]  每次談到錢的時候,
[00:09:44.000 --> 00:09:48.000]  因為這個華僑他們比較節省慣,
[00:09:48.000 --> 00:09:51.000]  因為那些老華僑他們比較節省,
[00:09:51.000 --> 00:09:53.000]  都有類似的聲音,
[00:09:53.000 --> 00:09:56.000]  為何這樣枉費呢?
[00:09:56.000 --> 00:09:59.000]  為什麼不省一點呢?
[00:09:59.000 --> 00:10:04.000]  然而我們可以想像得到,
[00:10:04.000 --> 00:10:13.000]  當幾天之後,耶穌被捕受審受折磨受死,
[00:10:13.000 --> 00:10:16.000]  被埋在墳墓那天,
[00:10:16.000 --> 00:10:20.000]  門徒一同聚集的時候,
[00:10:20.000 --> 00:10:25.000]  祂一定會帶著一個歉意這樣對瑪利亞說,
[00:10:25.000 --> 00:10:28.000]  說瑪利亞你是對的,
[00:10:28.000 --> 00:10:36.000]  現在無論我們用多少的香膏或禮物,
[00:10:36.000 --> 00:10:42.000]  就像那個狄哥迪努用一百斤的香膏,
[00:10:42.000 --> 00:10:48.000]  都不能向主表達我們對祂懷念之情,
[00:10:48.000 --> 00:10:53.000]  你把握了唯一一次的機會,
[00:10:53.000 --> 00:10:57.000]  難怪耶穌復活之後,
[00:10:57.000 --> 00:11:00.000]  門徒聚集的時候,
[00:11:00.000 --> 00:11:04.000]  祂們一定帶著羨慕的口吻,
[00:11:04.000 --> 00:11:07.000]  祂說瑪利亞你是對的,
[00:11:07.000 --> 00:11:09.000]  我們早就應該學來一樣,
[00:11:09.000 --> 00:11:14.000]  把最珍貴的獻給耶穌,
[00:11:14.000 --> 00:11:17.000]  難怪當早期的軍徒聚集的時候,
[00:11:17.000 --> 00:11:21.000]  難怪在早期那些基督徒聚集的時候,
[00:11:21.000 --> 00:11:26.000]  都會紀念瑪利亞這位真正的屬靈人,
[00:11:26.000 --> 00:11:30.000]  耶穌也吩咐門徒這樣說,
[00:11:30.000 --> 00:11:35.000]  祂說無論傳到世界上什麼地方,
[00:11:35.000 --> 00:11:41.000]  都要傳講這位女士所做的一切,
[00:11:41.000 --> 00:11:53.000]  難道耶穌因為貪圖這位瑪利亞的香膏來高興嗎?
[00:11:53.000 --> 00:11:57.000]  祂是一個既得受益者?
[00:11:57.000 --> 00:11:58.000]  其實不是,
[00:11:58.000 --> 00:12:06.000]  因為瑪利亞做了一個先知性的行動,
[00:12:06.000 --> 00:12:08.000]  在耶穌死之前,
[00:12:08.000 --> 00:12:11.000]  用香膏高煮,
[00:12:11.000 --> 00:12:14.000]  作為慰主埋葬之肉,
[00:12:14.000 --> 00:12:22.000]  我想這就是真正一種對屬靈的體驗,
[00:12:22.000 --> 00:12:27.000]  我們看到生命的恩典和根源,
[00:12:27.000 --> 00:12:31.000]  我們心裡面只有感激之情,
[00:12:31.000 --> 00:12:36.000]  無時無刻義無反顧的擺上,
[00:12:36.000 --> 00:12:43.000]  所以當我們再讀這段我們熟悉到不得了的經文的時候,
[00:12:43.000 --> 00:12:51.000]  我們一定要把自己投放在伯大利的餐桌旁邊,
[00:12:51.000 --> 00:12:54.000]  當我們看到瑪利亞用她畢生的積蓄,
[00:12:54.000 --> 00:13:07.000]  準備出嫁用這瓶香膏去高耶穌的時候,
[00:13:07.000 --> 00:13:15.000]  她更匪夷所思地用自己的頭髮去擦耶穌,
[00:13:15.000 --> 00:13:21.000]  在這個時候,我們會否好像猶大一樣,
[00:13:21.000 --> 00:13:27.000]  我們會偷偷捕捉地說,
[00:13:27.000 --> 00:13:36.000]  為什麼不用香膏賣三十兩銀子去周濟窮人呢?
[00:13:36.000 --> 00:13:39.000]  還是我們好像瑪利亞一樣,
[00:13:39.000 --> 00:13:42.000]  我們經歷這位生命的主,
[00:13:42.000 --> 00:13:45.000]  義無反顧的擺上,
[00:13:45.000 --> 00:13:50.000]  當我們再次讀這段經文的時候,
[00:13:50.000 --> 00:13:57.000]  我們可能不能像第三者一樣冷眼旁觀,
[00:13:57.000 --> 00:14:01.000]  或像看電影的心情,
[00:14:01.000 --> 00:14:03.000]  我們要問自己,
[00:14:03.000 --> 00:14:10.000]  我們到底如何面對別人和自己的生命呢?
[00:14:10.000 --> 00:14:13.000]  我們如何回應上帝藉著耶穌,
[00:14:13.000 --> 00:14:21.000]  在我們生命所傾流的這份恩典呢?
[00:14:21.000 --> 00:14:26.000]  為什麼我們對侍奉總是斤斤計較呢?
[00:14:26.000 --> 00:14:29.000]  想起年輕的時候,
[00:14:29.000 --> 00:14:37.000]  我們甘願犧牲睡眠的時間,
[00:14:37.000 --> 00:14:42.000]  半夜排身來看足球比賽,
[00:14:42.000 --> 00:14:46.000]  蘋果手機早期推出的時候,
[00:14:46.000 --> 00:14:54.000]  有人請假通宵輪候去買這些手機,
[00:14:54.000 --> 00:15:02.000]  近期如果搶購到一個Mirror演唱會的票,
[00:15:02.000 --> 00:15:05.000]  就好像中了六合彩一樣,
[00:15:05.000 --> 00:15:11.000]  但是我們都不面對這位我們生命的主呢?
[00:15:11.000 --> 00:15:14.000]  我們總是有很多的保留,
[00:15:14.000 --> 00:15:20.000]  甚至乎近乎吝嗇、斤斤計較,
[00:15:20.000 --> 00:15:25.000]  喜歡讀宣教傳奇的弟兄姊妹呢?
[00:15:25.000 --> 00:15:33.000]  可能聽過早期內華宣教有一個叫做《劍橋七節》,
[00:15:33.000 --> 00:15:42.000]  他們七位都是在英國劍橋大學的高材生,
[00:15:42.000 --> 00:15:47.000]  其中一個叫做斯達德,
[00:15:47.000 --> 00:15:52.000]  他是當時劍橋大學板球隊的隊長,
[00:15:52.000 --> 00:15:58.000]  他是創世界紀錄的一流好手,
[00:15:58.000 --> 00:16:03.000]  他出身富裕,
[00:16:03.000 --> 00:16:06.000]  本來可以當律師,
[00:16:06.000 --> 00:16:11.000]  但是他回應了上帝的呼召之後,
[00:16:11.000 --> 00:16:16.000]  決心去到中國傳福音,
[00:16:16.000 --> 00:16:20.000]  你知道那個年代來中國要多久嗎?
[00:16:20.000 --> 00:16:25.000]  坐船要坐九個月,
[00:16:25.000 --> 00:16:37.000]  他在所謂《劍橋七節》在華北的地區做了十年,
[00:16:37.000 --> 00:16:49.000]  斯達德他的戀愛結婚和四個兒女都在江西省出生,
[00:16:49.000 --> 00:16:53.000]  他承受了家裏豐富的遺產,
[00:16:53.000 --> 00:16:59.000]  他全數把這些遺產都奉獻在中國的福音師工上,
[00:16:59.000 --> 00:17:10.000]  50歲的時候他再孤身出發到非洲做開荒的工作,
[00:17:10.000 --> 00:17:13.000]  他70歲死在非洲,
[00:17:13.000 --> 00:17:19.000]  在非洲已經有數百個福音工作站和不少的宣教士,
[00:17:19.000 --> 00:17:23.000]  數千萬黑人的紀錄圖,
[00:17:23.000 --> 00:17:26.000]  他後來出了一本書,
[00:17:26.000 --> 00:17:31.000]  書的封面有兩張照片,
[00:17:31.000 --> 00:17:38.000]  一張是他在英國皇宮一樣漂亮的大房子,
[00:17:38.000 --> 00:17:45.000]  另一張是他在非洲茅草的一個簡陋的住所,
[00:17:45.000 --> 00:17:51.000]  另一張是他在非洲住在一個茅草的屋頂,
[00:17:51.000 --> 00:17:57.000]  然後他在自傳裏面寫了一句這樣的說話,
[00:17:57.000 --> 00:18:03.000]  他捍衛基督受的凌辱,
[00:18:03.000 --> 00:18:08.000]  比埃及的財富更寶貴,
[00:18:08.000 --> 00:18:13.000]  另一位牛津大學的高材生,
[00:18:13.000 --> 00:18:17.000]  他在非洲內地傳福音,
[00:18:17.000 --> 00:18:23.000]  不到一年就感染了若疾身亡,
[00:18:23.000 --> 00:18:27.000]  臨死之前他這樣說,
[00:18:27.000 --> 00:18:32.000]  他說我想在非洲步道的侍宮,
[00:18:32.000 --> 00:18:35.000]  好像建一座橋一樣,
[00:18:35.000 --> 00:18:39.000]  如果要建一座橋,
[00:18:39.000 --> 00:18:46.000]  我們要把很多大的石頭投在這些水底裏面,
[00:18:46.000 --> 00:18:48.000]  埋在水底裏面,
[00:18:48.000 --> 00:18:51.000]  作為橋的根基,
[00:18:51.000 --> 00:18:57.000]  誰願意做這些埋在水底裏面的石頭呢?
[00:18:57.000 --> 00:19:00.000]  永遠都沒有人看得見,
[00:19:00.000 --> 00:19:07.000]  如果你要我做一塊這樣的石頭,
[00:19:07.000 --> 00:19:09.000]  埋在非洲,
[00:19:09.000 --> 00:19:14.000]  讓非洲人得聞福音,
[00:19:14.000 --> 00:19:16.000]  我也願意,
[00:19:16.000 --> 00:19:25.000]  可能大家覺得說這些宣教歷史太遙遠了,
[00:19:25.000 --> 00:19:27.000]  但是大家想一想,
[00:19:27.000 --> 00:19:32.000]  我們現在坐在這個舒適的禮拜堂,
[00:19:32.000 --> 00:19:35.000]  是當年好多的弟兄姐妹,
[00:19:35.000 --> 00:19:37.000]  為了上帝的國度,
[00:19:37.000 --> 00:19:39.000]  無私的奉獻,
[00:19:39.000 --> 00:19:41.000]  我們可以享用,
[00:19:41.000 --> 00:19:45.000]  或者你覺得這些東西都還是太遙遠,
[00:19:45.000 --> 00:19:47.000]  大家想一想,
[00:19:47.000 --> 00:19:51.000]  在這兩年多疫情嚴重的期間,
[00:19:51.000 --> 00:19:57.000]  我們幾次停止實體的聚會,
[00:19:57.000 --> 00:20:09.000]  都是幾位執事每個星期回來,去維持轉播,
[00:20:09.000 --> 00:20:14.000]  如果你認為這些事還是太遙遠,
[00:20:14.000 --> 00:20:17.000]  想一想每個星期的崇拜,
[00:20:17.000 --> 00:20:24.000]  其實都是好多的弟兄姐妹無私的擺上,
[00:20:24.000 --> 00:20:26.000]  年復年,
[00:20:26.000 --> 00:20:28.000]  日復日,
[00:20:28.000 --> 00:20:30.000]  去參與這個事奉,
[00:20:30.000 --> 00:20:36.000]  大家知不知道阮明曾經去過南非宣教,
[00:20:36.000 --> 00:20:41.000]  大家知道阮明曾經去過南非宣教嗎,
[00:20:41.000 --> 00:20:46.000]  你知道南非是全世界其中一個最惡最嚴重的國家,
[00:20:46.000 --> 00:20:52.000]  你知道南非是一個世界最惡最多最惡的國家嗎,
[00:20:52.000 --> 00:20:58.000]  所以你以為這些很遙遠的事情,
[00:20:58.000 --> 00:21:02.000]  其實都在我們身邊出現,
[00:21:02.000 --> 00:21:08.000]  我們可能會這樣想,
[00:21:08.000 --> 00:21:12.000]  這些人太閒了,
[00:21:12.000 --> 00:21:16.000]  沒什麼工作沒什麼家庭負擔,
[00:21:16.000 --> 00:21:20.000]  甚至他們是不甘寂寞而已,
[00:21:20.000 --> 00:21:24.000]  他們需要多一些的掌聲,
[00:21:24.000 --> 00:21:29.000]  大家知道在教會參與事奉嗎,
[00:21:29.000 --> 00:21:32.000]  從來都沒有太多的掌聲,
[00:21:32.000 --> 00:21:34.000]  只有批評,
[00:21:34.000 --> 00:21:37.000]  其實值得與不值得,
[00:21:37.000 --> 00:21:42.000]  為信仰願意擺上多少呢,
[00:21:42.000 --> 00:21:47.000]  你想想是不是我們每天都在計算中,
[00:21:47.000 --> 00:21:51.000]  你想想我們信主多年,
[00:21:51.000 --> 00:21:54.000]  上教會參與事奉,
[00:21:54.000 --> 00:22:03.000]  這麼多年來教會為我們帶來了一個穩定或均衡的生活,
[00:22:03.000 --> 00:22:05.000]  可循的規則,
[00:22:05.000 --> 00:22:11.000]  每個星期天穿著整齊回到教會,
[00:22:11.000 --> 00:22:17.000]  大家客氣的打個招呼,
[00:22:17.000 --> 00:22:20.000]  按自己的喜好參與或不參與事奉,
[00:22:20.000 --> 00:22:27.000]  把我們能力範圍有合宜的奉獻,
[00:22:27.000 --> 00:22:32.000]  又讓我們的能力適切去回應信仰,
[00:22:32.000 --> 00:22:38.000]  簡單來說一切盡在自己掌握之中,
[00:22:38.000 --> 00:22:41.000]  一切都在我們預計之內,
[00:22:41.000 --> 00:22:43.000]  沒有太多的驚喜,
[00:22:43.000 --> 00:22:46.000]  總之平穩過渡,
[00:22:46.000 --> 00:22:49.000]  直到我們遇到瑪利亞,
[00:22:49.000 --> 00:22:52.000]  直到我們遇到斯達德,
[00:22:52.000 --> 00:23:00.000]  直到我們遇到一群我們看為異類的基督徒,
[00:23:00.000 --> 00:23:03.000]  我們開始感到不安,
[00:23:03.000 --> 00:23:06.000]  他們的付出和擺上,
[00:23:06.000 --> 00:23:08.000]  是超越了常規,
[00:23:08.000 --> 00:23:13.000]  打破我們慣常教會的生活,
[00:23:13.000 --> 00:23:15.000]  因為他們所做,
[00:23:15.000 --> 00:23:21.000]  實在在人的眼光中是不合宜的,
[00:23:21.000 --> 00:23:23.000]  他們的出現,
[00:23:23.000 --> 00:23:26.000]  好像一面鏡子一樣,
[00:23:26.000 --> 00:23:32.000]  把我們這些計算過的信仰反照出來,
[00:23:32.000 --> 00:23:37.000]  沒錯,計算過的信仰是安全的,
[00:23:37.000 --> 00:23:42.000]  因為一切都盡在自己掌握之內,
[00:23:42.000 --> 00:23:48.000]  我們按照自己的時間表來調節和參與,
[00:23:48.000 --> 00:23:51.000]  是不是錯?當然不是錯,
[00:23:51.000 --> 00:23:54.000]  基督教又不是邪教,
[00:23:54.000 --> 00:23:57.000]  不需要你賣房賣房賣田地,
[00:23:57.000 --> 00:24:02.000]  不需要你賣房子賣房賣田地來交換,
[00:24:02.000 --> 00:24:06.000]  但是請問信仰是不是真的可以計算呢?
[00:24:06.000 --> 00:24:08.000]  但是請問信仰是不是真的可以計算呢?
[00:24:08.000 --> 00:24:11.000]  你問一問自己信仰是不是真的可以計算呢?
[00:24:11.000 --> 00:24:13.000]  你問一下自己信仰是不是真的可以計算呢?
[00:24:13.000 --> 00:24:15.000]  如果信仰可以計算,
[00:24:15.000 --> 00:24:19.000]  我想昔日羅雅不會這麼笨在山上做方舟,
[00:24:19.000 --> 00:24:23.000]  我想昔日羅雅不會這麼笨在山上做方舟,
[00:24:23.000 --> 00:24:25.000]  如果信仰可以計算,
[00:24:25.000 --> 00:24:27.000]  我想昔日羅雅不會這麼笨在山上做方舟,
[00:24:27.000 --> 00:24:29.000]  我想昔日羅雅不會這麼笨在山上做方舟,
[00:24:29.000 --> 00:24:31.000]  如果信仰可以計算,
[00:24:31.000 --> 00:24:33.000]  我想昔日羅雅不會這麼笨在山上做方舟,
[00:24:33.000 --> 00:24:35.000]  如果信仰可以計算,
[00:24:35.000 --> 00:24:38.000]  我想昔日羅雅不會這麼笨在山上做方舟,
[00:24:38.000 --> 00:24:40.000]  如果信仰可以計算,
[00:24:40.000 --> 00:24:42.000]  我想昔日羅雅不會這麼笨在山上做方舟,
[00:24:42.000 --> 00:24:44.000]  如果信仰可以計算,
[00:24:44.000 --> 00:24:46.000]  我想昔日羅雅不會這麼笨在山上做方舟,
[00:24:46.000 --> 00:24:48.000]  如果信仰可以計算,
[00:24:48.000 --> 00:24:50.000]  我想昔日羅雅不會這麼笨在山上做方舟,
[00:24:50.000 --> 00:24:52.000]  如果信仰可以計算,
[00:24:52.000 --> 00:24:55.000]  我想昔日羅雅不會這麼笨在山上做方舟,
[00:24:55.000 --> 00:24:57.000]  如果信仰可以計算,
[00:24:57.000 --> 00:24:59.000]  我想昔日羅雅不會這麼笨在山上做方舟,
[00:24:59.000 --> 00:25:01.000]  如果信仰可以計算,
[00:25:01.000 --> 00:25:03.000]  我想昔日羅雅不會這麼笨在山上做方舟,
[00:25:03.000 --> 00:25:05.000]  如果信仰可以計算,
[00:25:05.000 --> 00:25:07.000]  我想昔日羅雅不會這麼笨在山上做方舟,
[00:25:07.000 --> 00:25:09.000]  如果信仰可以計算,
[00:25:09.000 --> 00:25:11.000]  我想昔日羅雅不會這麼笨在山上做方舟,
[00:25:11.000 --> 00:25:13.000]  如果信仰可以計算,
[00:25:13.000 --> 00:25:15.000]  我想昔日羅雅不會這麼笨在山上做方舟,
[00:25:15.000 --> 00:25:17.000]  如果信仰可以計算,
[00:25:17.000 --> 00:25:19.000]  我想昔日羅雅不會這麼笨在山上做方舟,
[00:25:19.000 --> 00:25:21.000]  如果信仰可以計算,
