
[00:00:00.000 --> 00:00:02.380]  在過去大半年
[00:01:48.260 --> 00:01:49.900]  我們信靠主
[00:01:49.900 --> 00:01:56.180]  我們相信上帝正是要我們人重歸於好
[00:01:56.180 --> 00:01:59.660]  甚至首先與主同歸於一
[00:01:59.660 --> 00:02:04.020]  我們今天看一個先例成為我們的鼓舞、安慰
[00:02:04.020 --> 00:02:06.740]  和其中的關鍵
[00:02:06.740 --> 00:02:08.740]  我們要留意些甚麼
[00:02:08.740 --> 00:02:11.060]  以致我們靠著主的恩典
[00:02:11.060 --> 00:02:14.300]  向這個目標去邁進
[00:02:14.300 --> 00:02:18.900]  當大家讀這節聖經士堂傳第十章第九節的時候
[00:02:18.900 --> 00:02:21.780]  一讀你就會覺得無頭無尾
[00:02:21.780 --> 00:02:24.980]  不知前不知後
[00:02:24.980 --> 00:02:26.980]  零零丁丁的一句
[00:02:26.980 --> 00:02:33.260]  實際這段經文的訊息是在它的前因和後果
[00:02:33.260 --> 00:02:35.020]  前因就是背景
[00:02:35.020 --> 00:02:37.580]  後果就是接著發生的事
[00:02:37.580 --> 00:02:41.380]  經文很長的,所以我不想大家讀了
[00:02:41.380 --> 00:02:43.380]  你留心聽我說
[00:02:43.380 --> 00:02:47.700]  整件事的焦點、關鍵的轉捩點
[00:02:47.700 --> 00:02:50.700]  其實是從這句中描述出來的
[00:02:50.700 --> 00:02:55.260]  所以我選這句請大家留意讀
[00:02:55.260 --> 00:02:58.100]  這裡是第二天,即是前一天
[00:02:58.100 --> 00:03:01.180]  有些人要做些事,現在來到第二天
[00:03:01.180 --> 00:03:05.740]  甚麼人呢?他們,他們究竟是甚麼人呢?
[00:03:05.740 --> 00:03:07.940]  原來是有三個人的
[00:03:07.940 --> 00:03:12.460]  這三個人有兩個人是其中一個人的家丁
[00:03:12.460 --> 00:03:14.860]  然後再加一個兵
[00:03:14.860 --> 00:03:17.580]  三個這樣的人的組合
[00:03:17.580 --> 00:03:20.460]  他們走路就是他們出發
[00:03:20.460 --> 00:03:24.460]  原來在昨天有三個這樣的人
[00:03:24.460 --> 00:03:27.700]  有兩個工人加一個兵出發
[00:03:27.700 --> 00:03:29.700]  來這個城市
[00:03:29.700 --> 00:03:32.540]  當他們來這個城市,今天
[00:03:32.540 --> 00:03:34.740]  第二天,即是當天
[00:03:34.740 --> 00:03:38.740]  來到約莫正午12點的時候
[00:03:38.740 --> 00:03:42.420]  來到這個地方,其實他們是來找彼得的
[00:03:42.420 --> 00:03:44.420]  當時彼得在做甚麼呢?
[00:03:44.420 --> 00:03:48.700]  彼得正在祈禱,祈禱其實在哪裡都可以的
[00:03:48.700 --> 00:03:52.300]  不過這裡特別好,很有趣
[00:03:52.300 --> 00:03:55.980]  特別強調描述,他在屋頂祈禱
[00:03:55.980 --> 00:03:59.580]  經文表面是這樣,沒有甚麼特別的
[00:03:59.580 --> 00:04:04.060]  不過當我們留意一下他的前因後果
[00:04:04.060 --> 00:04:07.060]  透露了一件很難得的
[00:04:07.060 --> 00:04:14.940]  簡直是神跡性的從撕裂到融合的現象
[00:04:14.940 --> 00:04:18.660]  我剛才說他們走路這三個人
[00:04:18.660 --> 00:04:22.300]  原來他們並非這件事情的主角
[00:04:22.300 --> 00:04:24.860]  後面是真正有一個主角的
[00:04:24.860 --> 00:04:26.500]  他們為甚麼來呢?
[00:04:26.500 --> 00:04:30.340]  原來是他們的主人派他們來的
[00:04:30.340 --> 00:04:33.540]  原本他是派兩個工人來的
[00:04:33.540 --> 00:04:37.100]  不過為了保證路途安全
[00:04:37.100 --> 00:04:42.340]  於是就多派一個兵,讓他們能夠安全到達
[00:04:42.340 --> 00:04:46.580]  不過由此你就知道,其實你可以猜想到
[00:04:46.580 --> 00:04:50.540]  這個是誰的主人呢?可以派一個兵來的
[00:04:50.540 --> 00:04:54.980]  是一個軍官,這個是一個軍官來的
[00:04:54.980 --> 00:04:59.220]  他派三個人來找彼得
[00:04:59.220 --> 00:05:05.460]  一聽到軍官,我們看聖經
[00:05:05.460 --> 00:05:09.860]  今天就舉一個例子讓大家去感受一下
[00:05:09.860 --> 00:05:12.220]  看聖經有很多方式的
[00:05:12.220 --> 00:05:18.020]  其中一個方式,我們要細膩些了解一下進入處境
[00:05:18.020 --> 00:05:22.060]  軍官?猶太人已經亡國了六百年了
[00:05:22.060 --> 00:05:24.620]  去哪裏找軍官?
[00:05:24.620 --> 00:05:27.020]  但實際他們有軍官
[00:05:27.020 --> 00:05:28.620]  甚麼是軍官呢?
[00:05:28.620 --> 00:05:33.060]  就是一個在征服他們,在統治他們的外族
[00:05:33.060 --> 00:05:36.060]  他們已經國破家亡六百年了
[00:05:36.060 --> 00:05:39.660]  在這六百年之中,列強興起
[00:05:39.660 --> 00:05:42.300]  不過列強興起,有興有衰
[00:05:42.300 --> 00:05:45.660]  怎樣興衰,他們都是被人管治著的
[00:05:45.660 --> 00:05:47.660]  沒法子復國的
[00:05:47.660 --> 00:05:52.060]  來到這個年代,他們被羅馬帝國統治著
[00:05:52.060 --> 00:05:56.060]  作為一個外族,征服了這個弱小的民族
[00:05:56.060 --> 00:06:00.460]  是要派駐軍隊在那裏壓陣,盯著他們
[00:06:00.460 --> 00:06:02.860]  不讓他們搞革命,不讓他們復國
[00:06:02.860 --> 00:06:06.260]  不讓他們任何風吹草動的
[00:06:06.260 --> 00:06:10.660]  所以在這個地方,是有軍隊駐守的
[00:06:10.660 --> 00:06:15.460]  這個人,派三個人來找彼得
[00:06:15.460 --> 00:06:17.460]  他是一個軍官
[00:06:17.460 --> 00:06:22.060]  你想像一下,如果你是一個強大的國家
[00:06:22.060 --> 00:06:24.460]  征服了一個弱小的國家
[00:06:24.460 --> 00:06:28.260]  而你還是派駐在這裏的駐軍
[00:06:28.260 --> 00:06:33.060]  其實在社會上,他是一個上層的統治階級
[00:06:33.060 --> 00:06:37.060]  這個上層的統治階級,是一個異族
[00:06:37.060 --> 00:06:40.860]  而他的責任,就是要盯著這班民眾
[00:06:40.860 --> 00:06:45.860]  盯著他們,沒有一個人沒有任何風吹草動的
[00:06:45.860 --> 00:06:48.860]  在這些統治者的心目中
[00:06:48.860 --> 00:06:51.860]  殖民侵略統治者的心目中
[00:06:51.860 --> 00:06:55.460]  我們都不是這類人,所以你很少這樣想的
[00:06:55.460 --> 00:06:59.860]  在這類人的心目中,市面上每一個人都是可疑的
[00:06:59.860 --> 00:07:03.860]  每一個人都有可能,不知道背後想搞什麼
[00:07:03.860 --> 00:07:07.060]  想推翻我們,想搞事的
[00:07:07.060 --> 00:07:10.860]  這是他的職責,這是他的角色
[00:07:10.860 --> 00:07:14.260]  再加上他是一個強大的民族
[00:07:14.260 --> 00:07:17.060]  征服這個弱小的民族
[00:07:17.060 --> 00:07:21.460]  根本是完全不相干的
[00:07:21.460 --> 00:07:25.860]  在這個軍官的人生中,在他的生活中
[00:07:25.860 --> 00:07:29.860]  永遠不會有彼得這個人存在的
[00:07:29.860 --> 00:07:34.860]  不入流,不配和他有任何交往的
[00:07:34.860 --> 00:07:39.460]  我們來看看彼得,彼得我們熟悉一點
[00:07:39.460 --> 00:07:43.060]  這個猶太人,他是什麼人呢?
[00:07:43.060 --> 00:07:47.460]  對教會來說,他就叫做教會領袖
[00:07:47.460 --> 00:07:51.460]  不過對一般人來說,誰認識他呢?
[00:07:51.460 --> 00:07:56.060]  走在街上,路人甲路人乙
[00:07:56.060 --> 00:07:58.460]  一個普通的老百姓
[00:07:58.460 --> 00:08:01.660]  原本足矣的,很基層的
[00:08:01.660 --> 00:08:05.660]  很低下的一個平民老百姓
[00:08:05.660 --> 00:08:08.860]  兩個人的人生是完全沒有交點的
[00:08:08.860 --> 00:08:15.660]  再何況他是一個被征服的弱小的民族
[00:08:15.660 --> 00:08:20.260]  然後我們又了解一下,彼得是猶太人
[00:08:20.260 --> 00:08:24.660]  他們至少遵守摩西的律法
[00:08:24.660 --> 00:08:32.260]  摩西的律法就是民族蒙上帝選召和上帝納約的時候
[00:08:32.260 --> 00:08:37.860]  在初階為了引導他們要專一、單一
[00:08:37.860 --> 00:08:40.260]  敬畏獨一的真神
[00:08:40.260 --> 00:08:42.860]  給很多律例、典章、憲制
[00:08:42.860 --> 00:08:45.860]  這些我們今天覺得繁文縟節的東西
[00:08:45.860 --> 00:08:50.860]  在當日是他們學習的進階
[00:08:50.860 --> 00:08:54.460]  但是他們至少都守
[00:08:54.460 --> 00:08:57.460]  他們至少守這些律法
[00:08:57.460 --> 00:09:00.260]  其中一個觀點,我們是屬於上帝的
[00:09:00.260 --> 00:09:03.860]  因為我們敬畏上帝,其他民族不是的
[00:09:03.860 --> 00:09:07.460]  所以我們是聖潔的子民
[00:09:07.460 --> 00:09:10.860]  其他異族、外族是什麼?
[00:09:10.860 --> 00:09:12.860]  髒兮兮的
[00:09:12.860 --> 00:09:18.460]  所以那些敬虔的猶太人一輩子都不會和外國人交往的
[00:09:18.460 --> 00:09:21.660]  一輩子都不會和外族人相處的
[00:09:21.660 --> 00:09:28.460]  彼得一輩子都沒有和外國人握過手、吃過飯、進過他家的
[00:09:28.460 --> 00:09:34.860]  這個軍官的人生之中、生活圈之中
[00:09:34.860 --> 00:09:37.460]  永遠不會有彼得這類人存在的
[00:09:37.460 --> 00:09:39.860]  是因為他的政治角色
[00:09:39.860 --> 00:09:42.260]  因為他的社會地位
[00:09:42.260 --> 00:09:45.660]  在彼得的人生之中、生活圈子之中
[00:09:45.660 --> 00:09:48.260]  永遠不會有這個軍官出現的
[00:09:48.260 --> 00:09:51.860]  是宗教操守的原因
[00:09:51.860 --> 00:09:56.460]  反過來的,看不起他們的
[00:09:56.460 --> 00:09:58.860]  如果不經意碰到你
[00:09:58.860 --> 00:10:03.860]  因為惹我不潔,要回去找滴露洗手
[00:10:03.860 --> 00:10:05.860]  他們是這樣的
[00:10:05.860 --> 00:10:08.860]  你就可以知道這個軍官
[00:10:08.860 --> 00:10:10.860]  你看前面就知道,叫戈尼劉
[00:10:10.860 --> 00:10:14.860]  其實我們教他久一點,就知道他是誰
[00:10:14.860 --> 00:10:18.860]  這個戈尼劉和彼得原本是怎樣的?
[00:10:18.860 --> 00:10:22.860]  同一個社會生活
[00:10:22.860 --> 00:10:24.860]  同一個地方生活
[00:10:24.860 --> 00:10:26.860]  不過兩個個體戶
[00:10:26.860 --> 00:10:28.860]  不單止是個體戶
[00:10:28.860 --> 00:10:30.860]  你有你我有我
[00:10:30.860 --> 00:10:32.860]  敵視的
[00:10:32.860 --> 00:10:35.860]  在猶太人的心目中
[00:10:35.860 --> 00:10:38.860]  你想想,士頓傳第一章第八節
[00:10:38.860 --> 00:10:40.860]  我們很多人都會念的
[00:10:40.860 --> 00:10:42.860]  耶穌的大使命
[00:10:42.860 --> 00:10:44.860]  等候聖靈給你們能力
[00:10:44.860 --> 00:10:47.860]  其實當耶穌說這個大使命的時候
[00:10:47.860 --> 00:10:50.860]  是在回答他們一個問題
[00:10:50.860 --> 00:10:52.860]  他們問什麼?
[00:10:52.860 --> 00:10:56.860]  你復興以色列國就在這時候
[00:10:56.860 --> 00:10:59.860]  心是要復國的
[00:10:59.860 --> 00:11:03.860]  而這個軍官的責任是不讓他復國的
[00:11:03.860 --> 00:11:06.860]  完全心態的撕裂
[00:11:06.860 --> 00:11:08.860]  人生目標的撕裂
[00:11:08.860 --> 00:11:10.860]  人生責任的撕裂
[00:11:10.860 --> 00:11:14.860]  而你留意到這種撕裂完全是人為的
[00:11:14.860 --> 00:11:16.860]  因為歷史原因
[00:11:16.860 --> 00:11:17.860]  因為種族原因
[00:11:17.860 --> 00:11:19.860]  因為所有其他原因
[00:11:19.860 --> 00:11:21.860]  其實我們歷世歷代
[00:11:21.860 --> 00:11:23.860]  包括我們到現在
[00:11:23.860 --> 00:11:26.860]  如果我們說我們的社會撕裂的話
[00:11:26.860 --> 00:11:30.860]  背後不外乎是這些原因
[00:11:30.860 --> 00:11:34.860]  真是古來有之
[00:11:34.860 --> 00:11:39.860]  在哥尼留這個軍官的人生之中
[00:11:39.860 --> 00:11:41.860]  你不入流
[00:11:41.860 --> 00:11:44.860]  根本提都不涉提
[00:11:44.860 --> 00:11:48.860]  這麼渣弱小的民族
[00:11:48.860 --> 00:11:51.860]  我們征服你
[00:11:51.860 --> 00:11:55.860]  在彼得這類猶太人的心目中
[00:11:55.860 --> 00:11:58.860]  你是不潔的民族
[00:11:58.860 --> 00:12:00.860]  我們是清潔的
[00:12:00.860 --> 00:12:02.860]  你認衰我們
[00:12:02.860 --> 00:12:05.860]  很多這些人為的因素
[00:12:05.860 --> 00:12:10.860]  令到人與人之間很多這些割離
[00:12:10.860 --> 00:12:13.860]  所以你知道這個背景
[00:12:13.860 --> 00:12:16.860]  這個奇怪的現象出現
[00:12:16.860 --> 00:12:21.860]  這個軍官竟然派人去找彼得
[00:12:21.860 --> 00:12:24.860]  其實他原本派兩個工人
[00:12:24.860 --> 00:12:26.860]  不是派兵的
[00:12:26.860 --> 00:12:29.860]  如果現在你一會兒回家
[00:12:29.860 --> 00:12:32.860]  有三個軍裝警員去你家拍門
[00:12:32.860 --> 00:12:33.860]  嘩!什麼事?
[00:12:33.860 --> 00:12:35.860]  當然抓你
[00:12:35.860 --> 00:12:37.860]  你會這麼想嗎?
[00:12:37.860 --> 00:12:40.860]  他派工人去
[00:12:40.860 --> 00:12:43.860]  當他是賓客
[00:12:43.860 --> 00:12:45.860]  邀請他進去
[00:12:45.860 --> 00:12:47.860]  請你來我家
[00:12:47.860 --> 00:12:49.860]  你傻了嗎?哥尼留
[00:12:49.860 --> 00:12:50.860]  這個軍官
[00:12:50.860 --> 00:12:52.860]  不顧自己身份
[00:12:52.860 --> 00:12:55.860]  被他的行家取笑
[00:12:55.860 --> 00:12:57.860]  我相信他做這一步
[00:12:57.860 --> 00:13:00.860]  他承受了很大的壓力
[00:13:00.860 --> 00:13:03.860]  竟然派人
[00:13:03.860 --> 00:13:06.860]  去對一個他征服了的弱小民族
[00:13:06.860 --> 00:13:08.860]  一個小平民
[00:13:08.860 --> 00:13:10.860]  一個低下層的人
[00:13:10.860 --> 00:13:12.860]  當他是上賓
[00:13:12.860 --> 00:13:16.860]  邀請你來我家
[00:13:16.860 --> 00:13:19.860]  你當他作為一個統治者
[00:13:19.860 --> 00:13:21.860]  不了解一下民情
[00:13:21.860 --> 00:13:23.860]  你當他不知道他們的習俗
[00:13:23.860 --> 00:13:25.860]  他們的習俗是不理你的
[00:13:25.860 --> 00:13:27.860]  他們的習俗是自鳴清高
[00:13:27.860 --> 00:13:29.860]  說自己是聖潔的
[00:13:29.860 --> 00:13:32.860]  當他派人去邀請彼得的時候
[00:13:32.860 --> 00:13:34.860]  碰了面灰
[00:13:34.860 --> 00:13:36.860]  自討沒趣
[00:13:36.860 --> 00:13:42.860]  他是冒著一個險的
[00:13:42.860 --> 00:13:44.860]  很認低位
[00:13:44.860 --> 00:13:46.860]  很不計自己的面子
[00:13:46.860 --> 00:13:49.860]  很不計自己的身份這樣做
[00:13:49.860 --> 00:13:51.860]  他為什麼這樣做呢?
[00:13:51.860 --> 00:13:54.860]  什麼動力令他這樣做呢?
[00:13:54.860 --> 00:13:58.860]  然後彼得
[00:13:58.860 --> 00:14:02.860]  現在有三個這樣的人
[00:14:02.860 --> 00:14:04.860]  外國人來的
[00:14:04.860 --> 00:14:05.860]  羅馬人來的
[00:14:05.860 --> 00:14:07.860]  神高神大
[00:14:07.860 --> 00:14:10.860]  這些羅馬兵
[00:14:10.860 --> 00:14:12.860]  派駐外地
[00:14:12.860 --> 00:14:15.860]  中東正西套
[00:14:15.860 --> 00:14:18.860]  神高神大來找他
[00:14:18.860 --> 00:14:20.860]  邀請他去我家
[00:14:20.860 --> 00:14:22.860]  你想一下
[00:14:22.860 --> 00:14:24.860]  軍官邀請你去他家
[00:14:24.860 --> 00:14:26.860]  他家在哪裡呢?
[00:14:26.860 --> 00:14:29.860]  他家就是軍營
[00:14:29.860 --> 00:14:32.860]  一個被統治的
[00:14:32.860 --> 00:14:33.860]  小民
[00:14:33.860 --> 00:14:34.860]  小平民
[00:14:34.860 --> 00:14:36.860]  被邀請進軍營
[00:14:36.860 --> 00:14:37.860]  死了
[00:14:37.860 --> 00:14:39.860]  骨頭都沒剩出來
[00:14:39.860 --> 00:14:41.860]  還有剩的
[00:14:41.860 --> 00:14:43.860]  這些以前
[00:14:43.860 --> 00:14:45.860]  二千年前
[00:14:45.860 --> 00:14:47.860]  沒什麼人權
[00:14:47.860 --> 00:14:48.860]  沒什麼文化的年代
[00:14:48.860 --> 00:14:51.860]  進去還有剩的
[00:14:51.860 --> 00:14:54.860]  再何況這個外族人
[00:14:54.860 --> 00:14:55.860]  不過我們看下去
[00:14:55.860 --> 00:14:59.860]  知道彼得跟他去
[00:14:59.860 --> 00:15:01.860]  可能無奈
[00:15:01.860 --> 00:15:03.860]  還有個兵在那裡
[00:15:03.860 --> 00:15:05.860]  原來擺在面前是工人
[00:15:05.860 --> 00:15:07.860]  後面有個兵
[00:15:07.860 --> 00:15:10.860]  你想不去都不行
[00:15:10.860 --> 00:15:11.860]  所以他們兩個人
[00:15:11.860 --> 00:15:13.860]  都是在做一樣
[00:15:13.860 --> 00:15:16.860]  顛覆他們原本
[00:15:16.860 --> 00:15:20.860]  那種撕裂狀況的事情
[00:15:20.860 --> 00:15:22.860]  這個軍官
[00:15:22.860 --> 00:15:23.860]  不顧身世
[00:15:23.860 --> 00:15:24.860]  不顧身份
[00:15:24.860 --> 00:15:26.860]  竟然派工人
[00:15:26.860 --> 00:15:27.860]  當上賓那樣
[00:15:27.860 --> 00:15:30.860]  邀請這些死對頭
[00:15:30.860 --> 00:15:32.860]  每一個在他們心目中
[00:15:32.860 --> 00:15:33.860]  都是可疑的
[00:15:33.860 --> 00:15:35.860]  叛逆的人
[00:15:35.860 --> 00:15:39.860]  邀請他自己家
[00:15:39.860 --> 00:15:42.860]  說要聽他說話
[00:15:42.860 --> 00:15:44.860]  後面又告訴我們
[00:15:44.860 --> 00:15:46.860]  原來邀請他來之前
[00:15:46.860 --> 00:15:48.860]  這個軍官這個哥尼劉
[00:15:48.860 --> 00:15:50.860]  邀請了自己的親朋戚友
[00:15:50.860 --> 00:15:53.860]  整個家族坐在家裡
[00:15:53.860 --> 00:15:55.860]  軍官家裡夠大的
[00:15:55.860 --> 00:15:57.860]  邀請了整個族來
[00:15:57.860 --> 00:15:59.860]  留意他在那裡聽話
[00:15:59.860 --> 00:16:00.860]  我請一個人來
[00:16:00.860 --> 00:16:01.860]  說話給我們聽
[00:16:01.860 --> 00:16:03.860]  你瘋了
[00:16:03.860 --> 00:16:05.860]  瘋得很昏昏沉沉
[00:16:05.860 --> 00:16:06.860]  你瘋就瘋吧
[00:16:06.860 --> 00:16:09.860]  要搞埋街坊
[00:16:09.860 --> 00:16:11.860]  要整個家族都跟他做
[00:16:11.860 --> 00:16:15.860]  你們這樣
[00:16:15.860 --> 00:16:17.860]  放下自己身份
[00:16:17.860 --> 00:16:21.860]  這樣的事情
[00:16:21.860 --> 00:16:24.860]  阿彼得跟他
[00:16:24.860 --> 00:16:27.860]  你要知道當阿彼得這樣做的時候
[00:16:27.860 --> 00:16:31.860]  顛覆他一生的宗教操守
[00:16:31.860 --> 00:16:35.860]  他一生就要和他們一起
[00:16:35.860 --> 00:16:37.860]  守護我的聖潔
[00:16:37.860 --> 00:16:39.860]  不要誇張
[00:16:39.860 --> 00:16:41.860]  碰到他們就不潔
[00:16:41.860 --> 00:16:43.860]  他要做一堆禮儀
[00:16:43.860 --> 00:16:46.860]  讓自己潔淨
[00:16:46.860 --> 00:16:49.860]  瘋了竟然肯跟他去
[00:16:49.860 --> 00:16:50.860]  跟他去
[00:16:50.860 --> 00:16:52.860]  你知道他背後還承受了
[00:16:52.860 --> 00:16:54.860]  很多群眾的壓力
[00:16:54.860 --> 00:16:56.860]  阿彼得你轉軚
[00:16:56.860 --> 00:16:58.860]  諸如此類
[00:16:58.860 --> 00:17:00.860]  很多你很難忍受
[00:17:00.860 --> 00:17:03.860]  很難招架的評論
[00:17:03.860 --> 00:17:05.860]  事實上
[00:17:05.860 --> 00:17:07.860]  你回家看經文
[00:17:07.860 --> 00:17:09.860]  在第十一章
[00:17:09.860 --> 00:17:11.860]  這件事完結之後
[00:17:11.860 --> 00:17:12.860]  第十一章
[00:17:12.860 --> 00:17:14.860]  阿彼得回到耶路撒冷
[00:17:14.860 --> 00:17:18.860]  就被耶路撒冷的一些信徒質問
[00:17:18.860 --> 00:17:23.860]  阿彼得是教會領袖
[00:17:23.860 --> 00:17:26.860]  耶穌的大弟子
[00:17:26.860 --> 00:17:29.860]  都有些信徒質問他
[00:17:29.860 --> 00:17:31.860]  你搞什麼?
[00:17:31.860 --> 00:17:36.860]  你是教會領袖大哂?亂來
[00:17:36.860 --> 00:17:38.860]  破壞我們的規矩
[00:17:38.860 --> 00:17:40.860]  竟然做這種事
[00:17:40.860 --> 00:17:42.860]  去外邦人家裡
[00:17:42.860 --> 00:17:45.860]  其實他要承受很大壓力
[00:17:45.860 --> 00:17:48.860]  我說他正在顛覆自己一生
[00:17:48.860 --> 00:17:52.860]  阿彼得他幾歲?
[00:17:52.860 --> 00:17:53.860]  不是瘦仔
[00:17:53.860 --> 00:17:55.860]  我們不知道他幾歲
[00:17:55.860 --> 00:17:58.860]  四十?三十?五十?
[00:17:58.860 --> 00:18:01.860]  不過這是他一生的操守
[00:18:01.860 --> 00:18:03.860]  他正在顛覆
[00:18:03.860 --> 00:18:04.860]  誰給他膽子
[00:18:04.860 --> 00:18:06.860]  為什麼要這樣做?又傻了?
[00:18:06.860 --> 00:18:10.860]  這兩個人好像鬥傻似的
[00:18:10.860 --> 00:18:14.860]  阿彼得跟著這三個人去
[00:18:14.860 --> 00:18:16.860]  這個哥尼勒請他來
[00:18:16.860 --> 00:18:19.860]  兩個人鬥傻
[00:18:19.860 --> 00:18:23.860]  當阿彼得去到哥尼勒家門口
[00:18:23.860 --> 00:18:25.860]  其實他們不認識
[00:18:25.860 --> 00:18:28.860]  不過看他們的服裝都知道
[00:18:28.860 --> 00:18:30.860]  這個哥尼勒軍官
[00:18:30.860 --> 00:18:32.860]  站在他家門口等
[00:18:32.860 --> 00:18:34.860]  很心急地等
[00:18:34.860 --> 00:18:37.860]  一見到自己派那三個人來到
[00:18:37.860 --> 00:18:39.860]  阿彼得來到前面
[00:18:39.860 --> 00:18:41.860]  你猜他怎樣?
[00:18:41.860 --> 00:18:44.860]  你回去細節點看經文
[00:18:44.860 --> 00:18:48.860]  這個哥尼勒就趴在那裡
[00:18:48.860 --> 00:18:51.860]  神仙你救我吧
[00:18:51.860 --> 00:18:53.860]  你教教我吧
[00:18:53.860 --> 00:18:57.860]  他真的瘋得很暈眩
[00:18:57.860 --> 00:19:00.860]  然後這個阿彼得又怎樣呢?
[00:19:00.860 --> 00:19:02.860]  這個是他一世人第一次
[00:19:02.860 --> 00:19:06.860]  走進外邦人家裡
[00:19:06.860 --> 00:19:08.860]  他一見到這個哥尼勒
[00:19:08.860 --> 00:19:10.860]  趴下地拜他
[00:19:10.860 --> 00:19:11.860]  說他是神仙
[00:19:11.860 --> 00:19:13.860]  伸手說我是人
[00:19:13.860 --> 00:19:15.860]  你不可以拜我
[00:19:15.860 --> 00:19:17.860]  我想你想像一下
[00:19:17.860 --> 00:19:21.860]  當阿彼得伸手去扶這個哥尼勒的時候
[00:19:21.860 --> 00:19:25.860]  兩個人的手一接觸
[00:19:25.860 --> 00:19:28.860]  嘩!像觸電似的
[00:19:28.860 --> 00:19:31.860]  不是愛情那種觸電
[00:19:31.860 --> 00:19:34.860]  你猜是哪種觸電呢?
[00:19:34.860 --> 00:19:37.860]  他一世沒做過這樣的事
[00:19:37.860 --> 00:19:40.860]  兩個人就在做這樣
[00:19:40.860 --> 00:19:44.860]  在顛覆他們當時的文化
[00:19:44.860 --> 00:19:50.860]  社會上那種人為的撕裂的狀況
[00:19:50.860 --> 00:19:54.860]  然後歧視一件一件地出現
[00:19:54.860 --> 00:19:57.860]  這兩個背後是死對頭
[00:19:57.860 --> 00:19:59.860]  表面是你不理我,我不理你
[00:19:59.860 --> 00:20:01.860]  原本是這樣的
[00:20:01.860 --> 00:20:05.860]  牽著手走進去
[00:20:05.860 --> 00:20:11.860]  然後阿彼得就見到他一群親戚在那裡
[00:20:11.860 --> 00:20:14.860]  就向他們講道
[00:20:14.860 --> 00:20:16.860]  講耶穌基督的救恩
[00:20:16.860 --> 00:20:19.860]  這群人津津有味地聽
[00:20:19.860 --> 00:20:22.860]  第十章在後面記載
[00:20:22.860 --> 00:20:25.860]  他們竟然說信耶穌
[00:20:25.860 --> 00:20:31.860]  然後阿彼得就幫他們施洗
[00:20:31.860 --> 00:20:33.860]  施洗之後
[00:20:33.860 --> 00:20:38.860]  這群信主的外邦人變成了什麼身份呢?
[00:20:38.860 --> 00:20:39.860]  信徒吧
[00:20:39.860 --> 00:20:42.860]  信徒怎麼稱呼呢?
[00:20:42.860 --> 00:20:45.860]  兄弟姐妹
[00:20:45.860 --> 00:20:48.860]  一群原本是敵對的
[00:20:48.860 --> 00:20:51.860]  你不信我,我不信你
[00:20:51.860 --> 00:20:54.860]  原本絕對撕裂的
[00:20:54.860 --> 00:20:56.860]  這樣關係的人
[00:20:56.860 --> 00:21:02.860]  現在會稱呼大家是兄弟姐妹
[00:21:02.860 --> 00:21:04.860]  我就想你留意
[00:21:04.860 --> 00:21:06.860]  其實整個第十章
[00:21:06.860 --> 00:21:10.860]  是講一個從撕裂到融和
[00:21:10.860 --> 00:21:12.860]  其實是一個神跡
[00:21:12.860 --> 00:21:14.860]  怎麼會發生呢?
