
[00:00:00.000 --> 00:00:10.700]  各位弟兄姊妹平安,在講到之前,好不好,請我們同心,我們一同來禱告。
[00:06:49.300 --> 00:07:05.300]  那些使徒就大有能力跑到耶路撒冷的街上面,用不同的方言來傳掌耶穌的道理。
[00:07:05.300 --> 00:07:18.300]  結果就有很多人信主。所以初期教會被神大大使用,成爲今天全世界。
[00:07:18.300 --> 00:07:34.300]  每一間教會我們都很想去效法初期教會,想找爲什麼初期教會那麼成功,那麼大大的被神使用。
[00:07:34.300 --> 00:07:40.300]  他們的祕訣,他們的方法到底在哪裏?
[00:07:40.300 --> 00:07:55.300]  當我安靜去讀經的時候,神就給我看見,教會成長應該有五個相相度。
[00:07:55.300 --> 00:07:59.300]  麻煩張弟兄幫我打出來。
[00:07:59.300 --> 00:08:11.300]  首先我們來看第一個相度,就是他們是上上的生命。
[00:08:11.300 --> 00:08:20.300]  是因爲這間教會有活潑的敬拜,有活潑的敬拜。
[00:08:20.300 --> 00:08:28.300]  剛纔大家讀過使徒行傳第二章,那你怎麼說呢?
[00:08:28.300 --> 00:08:38.300]  他們天天同心合意的在家裏,在店裏禱告。
[00:08:38.300 --> 00:08:55.300]  他們都恆心遵守使徒的教訓,彼此薄餅,然後他們就交接彼此薄餅。
[00:08:55.300 --> 00:09:00.300]  什麼叫做活潑的敬拜呢?
[00:09:00.300 --> 00:09:08.300]  第一就是他們遵守主道,他們守主的道。
[00:09:08.300 --> 00:09:17.300]  我不曉得你們今天來崇拜的時候,我常常聽見很多弟兄姊妹說,
[00:09:17.300 --> 00:09:29.300]  看看今天牧師長什麼道,看看今天長的道好不好,好像來崇拜就是爲了聽道。
[00:09:29.300 --> 00:09:36.300]  只要你今天聽得到,能夠幫助你,你就很感謝神。
[00:09:36.300 --> 00:09:45.300]  有時候我們牧師可能長道也不一定那麼好,你就覺得今天好像沒有得着一樣。
[00:09:45.300 --> 00:09:50.300]  爲什麼你來不可以透過詩歌親近神呢?
[00:09:50.300 --> 00:09:56.300]  你來爲什麼不可以透過禱告來親近神呢?
[00:09:56.300 --> 00:10:03.300]  當我們一同守主餐的時候,你也可以感到神就在我們當中。
[00:10:03.300 --> 00:10:13.300]  透過主餐,我們就曉得原來我們弟兄姊妹,我們是連在一起的。
[00:10:13.300 --> 00:10:24.300]  其實敬拜是一個整體,講道只不過是崇拜裏面的一項而已。
[00:10:24.300 --> 00:10:30.300]  整個崇拜都是帶我們來到神面前的。
[00:10:30.300 --> 00:10:39.300]  所以各位弟兄姊妹,不要只着重崇拜裏面的講道。
[00:10:39.300 --> 00:10:48.300]  往往敬拜,就我們的心打開,我們就得到神與我們同在。
[00:10:48.300 --> 00:10:54.300]  我們有很多人也在敬拜裏面得到神的意志,神的觸摸。
[00:10:54.300 --> 00:11:07.300]  所以原來我們整個崇拜是一個程序來的,是一條我們走到神面前的路來的。
[00:11:07.300 --> 00:11:14.300]  所以講道只不過是其中的一碗而已。
[00:11:14.300 --> 00:11:22.300]  第二,我們不光有崇拜,我們有團契相交。
[00:11:22.300 --> 00:11:28.300]  在聖經裏面就用了交結這個字。
[00:11:28.300 --> 00:11:37.300]  交結這個字就是彼此有交通,彼此有來往。
[00:11:37.300 --> 00:11:49.300]  對於一些還沒有信主的人,有時候來到禮拜堂,聽到一些名詞就會覺得很奇怪。
[00:11:49.300 --> 00:12:00.300]  各位來來來,我們彼此交通交通。什麼是交通嗎?我還沒有開車子,爲什麼說我們來交通交通?
[00:12:00.300 --> 00:12:08.300]  我們用了很多名詞,如果你不瞭解的話,你不知道什麼是交通。
[00:12:08.300 --> 00:12:25.300]  原來這是弟兄姊妹有好的相交,我們把我們的心打開,我們彼此來勸勉,我們彼此來提醒,我們彼此來帶導。
[00:12:25.300 --> 00:12:30.300]  這個就是團契相交。
[00:12:30.300 --> 00:12:38.300]  還有第三,就是前手煮餐。
[00:12:38.300 --> 00:12:51.300]  有很多教會大概都是每個月一次手煮餐,但是也有一些教會是每個禮拜都手煮餐。
[00:12:51.300 --> 00:13:01.300]  可能每一個教會的規定不一樣,但是主餐對我們信徒的生命裏面是很重要的。
[00:13:01.300 --> 00:13:19.300]  這是紀念我們是一羣已經蒙恩神的生命在我們裏頭,我們是與耶穌一起連結在一起的一個羣體。
[00:13:19.300 --> 00:13:25.300]  還有第四,就是同心禱告。
[00:13:25.300 --> 00:13:30.300]  教會應該是一個禱告的殿。
[00:13:30.300 --> 00:13:52.300]  記得耶穌十二歲跟祂的父母到耶路撒冷去的時候,祂怎麼說呢?起不至我應當以我父的事爲念。神的殿應該被稱爲禱告的殿。
[00:13:52.300 --> 00:13:58.300]  教會應該是信徒來親近神。
[00:13:58.300 --> 00:14:22.300]  過去一個禮拜,你可能有很多重擔,你可能有很多煩惱的事,但是當你來到禮拜堂,當你的心靠近神的時候,就讓我們把我們的重擔都卸下,因爲神垂聽我們的禱告。
[00:14:22.300 --> 00:14:29.300]  所以敬拜對我們的生命來講是太重要了。
[00:14:29.300 --> 00:14:54.300]  所以初期教會,第一個向度就是他們是向上的,當他們來禮拜堂的時候是朝上的,大家都一同向上仰望的時候,他們的生命就與神結連。
[00:14:54.300 --> 00:15:00.300]  他們的生命就能與神結連起來了。
[00:15:00.300 --> 00:15:14.300]  所以我很希望幫助各位來明白,當你來禮拜堂,你有一個目標,就是今天我來,我是要親近神。
[00:15:14.300 --> 00:15:27.300]  我希望跟神更靠近一點,經過今天的敬拜以後,我與神的關係好像靠近了一點。
[00:15:27.300 --> 00:15:38.300]  這個禮拜天敬拜的經歷也可以幫助你從明天開始,你每一天都靠近神一點。
[00:15:38.300 --> 00:15:52.300]  然後你就期待下個禮拜天你再來,因爲你來到教會里面,你感受到神與你同在,你感受到神就在我們當中。
[00:15:52.300 --> 00:16:13.300]  所以成爲我們一個力量的泉源,我們就繼續不斷地來,期待下一次的敬拜。所以我很希望邱恩堂的弟兄姊妹,你每個禮拜天來,你是預備好你的心的。
[00:16:13.300 --> 00:16:35.300]  禮拜六晚上早點睡覺,不然今天會遲到。然後你就預備好自己,帶着一個敬前的心,等候的心來到這裏,我們一同仰望神,我們就能夠在這裏與我們的神相遇。
[00:16:35.300 --> 00:17:00.300]  這是第一點。第二點就是一個向下的折耕。向下的折耕。原來來到教會,不光是往上,我們要與神結連,還有我們要往下,往下要紮根。
[00:17:00.300 --> 00:17:24.300]  什麼是往下紮根呢?就是認真的去學道。什麼是認真的學道呢?在《使徒行傳》第二章裏面有這樣記載,說他們都恆心遵守使徒的教訓。
[00:17:24.300 --> 00:17:47.300]  麻煩張弟兄把三個都打出來吧。都恆心遵守。我很想思考這三個詞。第一個詞叫做都。什麼叫做都呢?就是全部,沒有例外的。
[00:17:47.300 --> 00:18:10.300]  每一個人都,那個是很齊一的,很合一的。有時候我們說一間教會,同心不同心,就看教會主要舉行一些整體活動的時候,參加的人多不多。
[00:18:10.300 --> 00:18:38.300]  有時候一些比較熱心一點的人就會多參與,有些只是禮拜天來來崇拜。什麼叫做都呢?就是教會里面沒有跟不上的人,所有的人都一起的,都一致的,都齊心的。
[00:18:38.300 --> 00:19:03.300]  是怎麼樣呢?恆心。什麼叫做恆心呢?就是很迫切,不懶惰的,是不放棄的,是願意去遵守的。恆心就是心裏面有這個迫切感。
[00:19:03.300 --> 00:19:28.300]  常常我們都教我們的孩子們,你念書不要多懶,不要考試以前纔去溫習,應該平常也關心你學習的東西,不能夠你放鬆自己,不能夠你鬆懈下來了。
[00:19:28.300 --> 00:19:33.300]  所以我們都應該恆心的。
[00:19:33.300 --> 00:19:38.300]  第三,就是遵守神的話。
[00:19:38.300 --> 00:19:46.300]  今天我們都有聖經,我不知道聖經你念了多少。
[00:19:46.300 --> 00:20:09.300]  有一次我跟一個信徒說,你念聖經唸了多少?他說,牧師啊,聖經那麼厚,很難唸啊,特別舊約啊,我看不懂啊,怎麼念66卷書啊,太深奧了,看不完啊。
[00:20:09.300 --> 00:20:23.300]  都恆心去遵守,不光是看,而且是你看了以後,你還要醒出來。
[00:20:23.300 --> 00:20:44.300]  我做牧師已經超過40年了,所以我常常在教會里面都要講道,那我知道完了崇拜以後,很多信徒很喜歡跟一些相熟的就一塊去喫午餐。
[00:20:44.300 --> 00:20:53.300]  那在喫午餐的時候,總有一道菜,就叫做紅燒牧師。
[00:20:53.300 --> 00:21:03.300]  就是把牧師今天長得怎麼樣,牧師今天的表現怎麼樣,就你一句我一句在那裏紅燒牧師。
[00:21:03.300 --> 00:21:10.300]  因爲我們都成爲評道專家,很會評。
[00:21:10.300 --> 00:21:18.300]  今天的道,那個傳導員講的怎麼樣,我們很會給分數。
[00:21:18.300 --> 00:21:23.300]  今天這個傳導員,不行,不行,不行,下次我來講。
[00:21:23.300 --> 00:21:39.300]  常常我們會批評,我們有很多意見,但是各位弟兄姊妹,我很盼望的是我們去守道。
[00:21:39.300 --> 00:21:56.300]  遵行神的道,不要光是評論,因爲神的道不是你聽了就算的,最主要是你實行出來。
[00:21:56.300 --> 00:22:10.300]  有時候我們信主也很多年了,但是爲什麼一些真理我們好像還比較難去做到呢?
[00:22:10.300 --> 00:22:29.300]  是我們決心的問題,我們不光要吸收神的道,把神的道融化在我們生命裏頭,我們還要在我們的行爲上要遵行出來。
[00:22:29.300 --> 00:22:40.300]  主主幫助我們,我們這間教會是一間往下紮根的教會。
[00:22:40.300 --> 00:22:54.300]  我們認真的學道,願意去學習真理,願意去聽真理,願意去查考聖經,願意去實行聖經。
[00:22:54.300 --> 00:23:08.300]  今天早上當我來了以後,就看看你們的程序表,就知道等一下十一點崇拜結束以後,你們就有主日學。
[00:23:08.300 --> 00:23:15.300]  我不曉得有多少人你們會留下來參加主日學的。
[00:23:15.300 --> 00:23:32.300]  因爲我以往所服侍的教會是進信會,進信會就有一個口號,所有信徒都應該是主日學的學生,
[00:23:32.300 --> 00:23:44.300]  就是你應該去學聖經的,光來崇拜還不夠,還要留下來去唸主日學,去上上課。
[00:23:44.300 --> 00:23:56.300]  另外一句口號就是,假如你不是主日學的學生,你就應該是主日學的老師。
[00:23:56.300 --> 00:24:06.300]  因爲你不去學嘛,那你來教嘛,所以假如你不是學生,你就當老師好了,教教我們聖經。
[00:24:06.300 --> 00:24:21.300]  所以我們常常說,不光是小孩要念主日學,我們成年人也要念主日學,我們老人家也要念主日學。
[00:24:21.300 --> 00:24:36.300]  所以進信會的主日學是從嬰孩一直到你離開世界以前,你都應該是學生。
[00:24:36.300 --> 00:24:51.300]  我的母親以前是幫忙專門去探訪一些懷孕的姊妹,當她開始懷孕以後,教會就關心她,
[00:24:51.300 --> 00:25:01.300]  你在懷孕期間有什麼要注意的地方,你怎麼樣準備小孩的出生,小孩出生以後怎麼樣去幫忙他們。
[00:25:01.300 --> 00:25:11.300]  所以她常常就帶一些材料去探訪這些懷孕的姊妹,然後就給他們一個邀請,
[00:25:11.300 --> 00:25:21.300]  當你的孩子出生以後,請你就帶你的孩子來教會,我們有嬰兒班爲他們預備,
[00:25:21.300 --> 00:25:31.300]  我們有一個班房,裏面放了很多嬰兒牀,就是等媽媽可以抱小孩來,
[00:25:31.300 --> 00:25:39.300]  然後有些阿姨就幫他們看,然後那個父母就可以去做崇拜,
[00:25:39.300 --> 00:25:54.300]  做完了崇拜以後,再來接他們的孩子回家。所以原來我們的主義學是從幼兒開始,一直到老人家都有的。
[00:25:54.300 --> 00:26:12.300]  所以各位,你願不願意去學道呢?他們都一起的,沒有不來的,都恆心,很齊意的,
[00:26:12.300 --> 00:26:23.300]  都是用功的,都是下功夫的,不光學,而且去遵行神的道。
[00:26:23.300 --> 00:26:38.300]  我多麼渴望諸恩堂的信徒,你們都是一羣愛神的話,聽神的話,也是願意去遵行神的話。
[00:26:38.300 --> 00:26:53.300]  好,第三,第三個向度,就是向外的服事,就是他們有發揮的恩賜。
[00:26:53.300 --> 00:27:01.300]  剛纔在《使徒行傳》第二章裏面就描寫,他們是怎麼樣呢?
[00:27:01.300 --> 00:27:11.300]  他說衆人都懼怕,因爲他們又行了許多歧視神蹟,
[00:27:11.300 --> 00:27:32.300]  信的人他們都在一處凡物公用,有人賣了他們的田產,家業,按個人所需用的分給個人。
[00:27:32.300 --> 00:27:43.300]  這裏有好幾樣的東西,第一,就是他們行歧視神蹟,
[00:27:43.300 --> 00:27:51.300]  因爲神的靈與他們同在,他們可以去治好一些病人,
[00:27:51.300 --> 00:27:59.300]  他們可以把一些鬼趕走,他們就去行很多歧視神蹟。
[00:27:59.300 --> 00:28:14.300]  第二,有些人賣了他們的田產,家業,就把那個錢拿來,按照個人所需用的分給他們。
[00:28:14.300 --> 00:28:27.300]  那是一個很大的願意,很慷慨的來捐獻,很願意把我的房子也賣掉了,
[00:28:27.300 --> 00:28:38.300]  拿到一筆錢就奉獻給教會,讓教會按照個人所需用的分給個人。
[00:28:38.300 --> 00:28:58.300]  然後第三,就是他們彼此在一起很密切的生活,他們凡物公用,照個人所需用的分給個人。
[00:28:58.300 --> 00:29:11.300]  大概大家都聽過,我們每一個信徒都有恩賜,請問你有什麼恩賜呢?
[00:29:11.300 --> 00:29:19.300]  你說我沒有,我什麼都不懂,教會里面有很多很難乾的,讓他們來做吧。
[00:29:19.300 --> 00:29:34.300]  不對啊,每個信徒都有恩賜,那是聖經裏面講的,聖靈按個人把恩賜分配給我們每一個。
[00:29:34.300 --> 00:29:43.300]  你至少有一個,我們每一個重生得救的人,你最少有一個恩賜。
[00:29:43.300 --> 00:29:50.300]  有些人有兩個,有些人還有三個恩賜,神把恩賜給我們。
[00:29:50.300 --> 00:29:58.300]  恩賜跟你的本事是不一樣的,跟你的才幹是不一樣的。
[00:29:58.300 --> 00:30:10.300]  有些人天生很會畫畫,很會作畫,有些人很有藝術細胞,有些人很有音樂的細胞,
[00:30:10.300 --> 00:30:17.300]  那個是天分,那個是才幹,這是神給我們的恩賜。
[00:30:17.300 --> 00:30:34.300]  有些是勸勉,有些是輔導,有些是行政,有些是招待人,你很喜歡請客的,你很喜歡去接待遠人的。
[00:30:34.300 --> 00:30:43.300]  所以我們每一個人的恩賜都不一樣,有些是很有教導恩賜的,有些是很會禱告的。
[00:30:43.300 --> 00:30:50.300]  我們每一個人的恩賜都不一樣,原來我們需要運用我們的恩賜。
[00:30:50.300 --> 00:30:57.300]  當教會里面每一個信徒都運用我們的恩賜的時候,
[00:30:57.300 --> 00:31:05.300]  我們就能夠彼此建造,將我們的身體強壯起來。
[00:31:05.300 --> 00:31:14.300]  因爲恩賜是可以互相補充,恩賜是可以彼此的配搭,
[00:31:14.300 --> 00:31:19.300]  然後我們就一同來爲主做功。
[00:31:19.300 --> 00:31:32.300]  所以我很願意我們教會里面,我們都鼓勵我們彼此要發揮我們的恩賜。
[00:31:32.300 --> 00:31:40.300]  鼓勵每一個信徒都參與,你可以在不同的崗位上,
[00:31:40.300 --> 00:31:50.300]  不同的侍奉上,你參加,你參與,一同來建造神的教會。
[00:31:50.300 --> 00:32:03.300]  所以第三,就是我們的生命是一個互相服侍的生命,彼此來服侍。
[00:32:03.300 --> 00:32:17.300]  好,第四,還有第四個向道,就是向外的拓展,使他們喜樂的外展。
[00:32:17.300 --> 00:32:31.300]  教會要向上,教會要往下,教會要往內彼此服侍,教會還要往外,有好的見證。
[00:32:31.300 --> 00:32:46.300]  這個見證是怎麼樣呢?就是他們歡喜快樂誠實的用飯,他們帶着歡喜快樂的心去用飯。
[00:32:46.300 --> 00:32:52.300]  讚美神得衆民的喜愛。
[00:32:52.300 --> 00:33:04.300]  他們有三個很特別的地方,就是他們每天的生活都充滿了喜樂。
[00:33:04.300 --> 00:33:19.300]  今天是禮拜天,明天是禮拜一,大概我看你們的年紀,你們當中很多位明天都要上班。
[00:33:19.300 --> 00:33:39.300]  我不曉得你喜歡不喜歡上班,有些人最怕禮拜一,因爲又要上班,因爲我的老闆對我很不好,因爲我的上司是很多批評的,
[00:33:39.300 --> 00:33:54.300]  常常要我教什麼,教什麼給他,很多deadline,很多deadline,我們有時候很討厭上班,因爲你上班的經驗很不愉快。
[00:33:54.300 --> 00:34:13.300]  爲什麼不是帶着喜樂的心,禮拜天我來了教會,我領受了神恩典,禮拜一我帶着神的喜樂,神的榮耀去到我的辦公室,我成爲耶穌的見證人。
[00:34:13.300 --> 00:34:21.300]  在我辦公的地方,在我的職場上,我爲主做見證。
[00:34:21.300 --> 00:34:38.300]  所以他們是帶着歡喜快樂的心用飯,用飯每天都要,你帶着歡喜快樂的心,就是你的人生充滿喜樂,你的人生裏面有那股生命力。
[00:34:38.300 --> 00:34:52.300]  所以你說明天,明天我要帶耶穌上班,其實我們每天上班都應該帶着耶穌去,讓身邊的人知道你代表耶穌。
[00:34:52.300 --> 00:35:03.300]  你講的話,你跟別人的交往,你都有耶穌的形象,你像耶穌。
[00:35:03.300 --> 00:35:19.300]  你講話溫柔,你對人有愛心,你與人和好,當你的辦公室裏面有些人彼此勾心鬥角的時候,你做和睦的工作。
[00:35:19.300 --> 00:35:38.300]  求主幫助我們,讓我們真的每天都歡喜快樂地去過我們每天的生活,讚美神,然後我們就得衆民的喜愛。
[00:35:38.300 --> 00:36:01.300]  你的同事很喜歡你,因爲你充滿了喜樂,周圍的人很愛你,因爲你是一個好好先生,好好太太,你是一個很可愛,很喜樂,很有神恩典的人。
[00:36:01.300 --> 00:36:15.300]  求主教我們真的有這個向外的拓展,我們喜樂地爲主做美好的見證。
[00:36:15.300 --> 00:36:33.300]  我們的生命因爲有神,是不一樣的,不一樣的生命,我們可以常常彼此勉勵,讓我們這樣向外做美好的見證。
[00:36:33.300 --> 00:36:50.300]  還有第五個,第五個深度,就是向四周的不道老,只是他們很樂意地去傳福音。
[00:36:50.300 --> 00:37:03.300]  我很想問一問各位,你家裏面還有家人還沒有信主嗎?可能有啊。
[00:37:03.300 --> 00:37:10.300]  你的親友當中有人還沒有信主嗎?也有啊。
[00:37:10.300 --> 00:37:17.300]  你的同事當中還有人沒有信主嗎?有啊。
[00:37:17.300 --> 00:37:25.300]  你的鄰社,你的社區裏面,我們也有很多人還沒有信主。
[00:37:25.300 --> 00:37:36.300]  所以各位親愛的弟兄姊妹,我們領人歸主的使命是何等重要?
[00:37:36.300 --> 00:37:49.300]  都領人歸主,都爲耶穌做見證,因爲他們將來是要永久滅亡。
[00:37:49.300 --> 00:38:13.300]  我們就已經得到這個救恩,因此我們應該有一個很迫切的心盼望我的家人,盼望我的親友,盼望我的同事,盼望我的舊同學,他們也跟我一樣得到耶穌的恩典。
[00:38:13.300 --> 00:38:24.300]  所以這個就是有一個動力在催促我們,我們應該好好把福音傳開。
[00:38:24.300 --> 00:38:48.300]  我們看看初期教會他們是怎麼樣做?他們是在他們的身邊到處都有,到處都有沒有信主的人,主奏章得救的人,是天天加添給他們。
[00:38:48.300 --> 00:39:06.300]  我不曉得,有時候可能你們教會也會有佈道會,有時候也有一些的主日,可能定爲福音主日,講佈道的信息,請你們帶親友來。
[00:39:06.300 --> 00:39:16.300]  那你說,可能教會開佈道會就有人信主呢?怎麼可能天天有人得救呢?
[00:39:16.300 --> 00:39:28.300]  你知道嗎,我們做牧師的,我們常常說,一個人的得救是按照神的時間的。
[00:39:28.300 --> 00:39:41.300]  有些人聽了福音,聽了很多遍,在一些基督教的學校長大的,但是他們抗拒,他們不接受這個救恩。
[00:39:41.300 --> 00:39:54.300]  但是很奇妙,當他們在社會上面工作,或是自己碰到什麼困難的時候,突然間他們就轉過來信了主。
[00:39:54.300 --> 00:40:08.300]  有些人很抗拒的,常常跟你在辯論的,討論信仰的,討論到臉也紅紅的,他是很反抗的。
[00:40:08.300 --> 00:40:21.300]  但是有時候聖靈工作也很奇妙的,他就聖服了,他就一百八十度的轉過來,歸向了主。
[00:40:21.300 --> 00:40:30.300]  誰得救,誰不得救,不是我們自己說的,是聖靈的工作。
[00:40:30.300 --> 00:40:42.300]  當我起初出來做牧師的時候,有時候有些教會就說,柳牧師,可不可以請你來我們禮拜堂講佈道會。
[00:40:42.300 --> 00:40:55.300]  我最怕就是去講佈道會,因爲我講了道以後,請他們,有誰信主舉手,結果沒人舉手,那我就不是很難下臺嗎?
[00:40:55.300 --> 00:41:04.300]  怎麼我講了道以後,沒有人舉手,所以我就很怕,我說不要請我了,請他好一點。
[00:41:04.300 --> 00:41:22.300]  但是後來慢慢神教導我,假如那次我講道,沒人信主,也不關我的事,只要我好好的講了以後,是聖靈在工作。
[00:41:22.300 --> 00:41:29.300]  有時候我覺得我講的很不好,怎麼一呼叫的時候就有很多人舉手。
[00:41:29.300 --> 00:41:37.300]  其實不是我講的好跟不好的問題,是神的靈在工作。
[00:41:37.300 --> 00:41:53.300]  我只是一個僕人,我就按神給我的感動,很清楚地說了出來,舉手不舉手,完全是神在工作。
[00:41:53.300 --> 00:42:07.300]  有些人已經來了禮拜堂很多次,從來不覺智了,他可能就在那次覺智,也有些是頭一次來禮拜堂的,結果他就覺智了。
[00:42:07.300 --> 00:42:12.300]  所以原來爲什麼叫天天有人得救呢?
[00:42:12.300 --> 00:42:25.300]  就是假如我做牧師,信徒就打電話給我,哎,你牧師,今天我在辦公室就帶了我的同事信主,那我心裏面很感謝主。
[00:42:25.300 --> 00:42:40.300]  禮拜二又有一個姊妹打電話給我,哎,我到街市上面去買菜,旁邊跟我一塊買菜的那個女士,我就領了她歸主,那我也感謝主。
[00:42:40.300 --> 00:42:51.300]  原來每一天都可以有信徒打電話告訴我,牧師,我今天領了一個人歸主。
[00:42:51.300 --> 00:42:59.300]  那就是主張得救的人,天天都加天給教會。
[00:42:59.300 --> 00:43:15.300]  因爲教會里面每一個人都做不到的工作,每一個信徒都動起來,我們都爲耶穌做見證。
[00:43:15.300 --> 00:43:18.300]  你願意這樣做嗎?
[00:43:18.300 --> 00:43:27.300]  我們不光要在本地爲主做見證,我們還要做宣教的工作。
[00:43:27.300 --> 00:43:49.300]  因爲最近我們奧克蘭的華人教睦領導會曾經來過救恩堂,我就看見你們貼了一個公告,就是你們有宣教訪的講座,下個禮拜就是最後一堂。
[00:43:49.300 --> 00:43:54.300]  我很感謝神,因爲你們重視宣教。
[00:43:54.300 --> 00:44:12.300]  宣教是神給教會的一個大使命,所以你們要往普天下去,傳福音給萬民聽,直到世界的末了。
[00:44:12.300 --> 00:44:29.300]  今天這個世界上還有很多未得之民,未得的地方,就是福音從來沒有傳過到那個國家,那個地區,那個民族裏面去。
[00:44:29.300 --> 00:44:38.300]  所以我們基督徒還有很大的責任,把神的福音,神的道要傳開。
[00:44:38.300 --> 00:44:52.300]  我希望救恩堂時間長長去傳福音,不光在本地,也在海外去爲主做見證。
[00:44:52.300 --> 00:45:14.300]  這五個上度,我做一點的歸納,就是我們是向上的生命,我們要有活潑的敬拜,那就叫我們的生命與神結聯。
[00:45:14.300 --> 00:45:23.300]  我們是往下紮根,我們是認真地學道,所以我們的生命與道結聯。
[00:45:23.300 --> 00:45:35.300]  第三,我們是向內的福祉,我們的恩賜能夠得到發揮,所以我們的生命彼此福祉。
[00:45:35.300 --> 00:45:48.300]  第四,我們是向外的拓展,所以我們是喜樂的外展,我們的生命就可以向外的擴展了。
[00:45:48.300 --> 00:46:02.300]  第五,向四周去佈道,那是我們美好的見證,我們的生命是一個見證福音的生命。
[00:46:02.300 --> 00:46:18.300]  1904年跟1905年,在教會的歷史上,有一次的大復興,叫做威爾斯的大復興。
