
[00:00:00.000 --> 00:00:04.000]  各位長姐妹早安, 居內平安
[00:02:50.000 --> 00:02:55.000]  納粹德國將猶太人輸送到焚化爐
[00:02:55.000 --> 00:02:57.000]  焚化爐其實就是吞噬人的
[00:02:57.000 --> 00:03:00.000]  現代的一隻機器
[00:03:00.000 --> 00:03:03.000]  一隻吃人的大怪獸
[00:03:03.000 --> 00:03:06.000]  當時有個大屠殺的主要負責人
[00:03:06.000 --> 00:03:08.000]  叫做艾希曼
[00:03:08.000 --> 00:03:11.000]  他在耶路撒冷受審的時候
[00:03:11.000 --> 00:03:13.000]  很令人奇怪的是
[00:03:13.000 --> 00:03:15.000]  他殺了這麼多人
[00:03:15.000 --> 00:03:20.000]  但是他毫不覺得自己有罪
[00:03:20.000 --> 00:03:23.000]  他很理直氣壯地說
[00:03:23.000 --> 00:03:28.000]  他只不過是一個執行命令的人而已
[00:03:28.000 --> 00:03:31.000]  他變成了怪獸的一部分
[00:03:31.000 --> 00:03:35.000]  故此他看不到有什麼怪獸在
[00:03:35.000 --> 00:03:36.000]  怪獸無處不在
[00:03:36.000 --> 00:03:38.000]  不斷變身
[00:03:38.000 --> 00:03:42.000]  人類和怪獸的戰鬥歷久常新
[00:03:42.000 --> 00:03:45.000]  此就是人類打怪獸的紀錄
[00:04:12.000 --> 00:04:18.000]  我將這段經文分為兩段
[00:04:18.000 --> 00:04:20.000]  我們首先看第一段
[00:04:20.000 --> 00:04:23.000]  就是第一節至第十節
[00:04:23.000 --> 00:04:25.000]  經文這樣記載
[00:04:42.000 --> 00:04:47.000]  (文字)
[00:05:12.000 --> 00:05:15.000]  (文字)
[00:05:43.000 --> 00:06:07.000]  (文字)
[00:06:07.000 --> 00:06:09.000]  這段經文提到
[00:06:09.000 --> 00:06:11.000]  有一隻怪獸
[00:06:11.000 --> 00:06:14.000]  一隻由海而來的獸
[00:06:14.000 --> 00:06:16.000]  我們稱之為海獸
[00:06:16.000 --> 00:06:18.000]  它背後有一種力量的根源
[00:06:18.000 --> 00:06:20.000]  就是來自龍
[00:06:20.000 --> 00:06:22.000]  在聖經的文學裡
[00:06:22.000 --> 00:06:26.000]  龍就是邪惡的終極力量
[00:06:26.000 --> 00:06:28.000]  這個邪惡的終極力量
[00:06:28.000 --> 00:06:31.000]  其實是需要透過一個具體的怪獸
[00:06:31.000 --> 00:06:35.000]  將那種邪惡表現出來
[00:06:35.000 --> 00:06:36.000]  譬如說
[00:06:36.000 --> 00:06:38.000]  龍是暴力
[00:06:38.000 --> 00:06:40.000]  這種邪惡的根源
[00:06:40.000 --> 00:06:42.000]  如果沒有暴力的人
[00:06:42.000 --> 00:06:44.000]  或者沒有暴力的政權
[00:06:44.000 --> 00:06:48.000]  龍的這種暴力仍然是看不到的
[00:06:48.000 --> 00:06:49.000]  又譬如說
[00:06:49.000 --> 00:06:51.000]  龍是驕傲的根源
[00:06:51.000 --> 00:06:53.000]  但是如果沒有
[00:06:53.000 --> 00:06:56.000]  如果沒有那些目空一切的驕傲的人
[00:06:56.000 --> 00:06:58.000]  這種驕傲的本性
[00:06:58.000 --> 00:07:00.000]  我們都是看不到的
[00:07:00.000 --> 00:07:01.000]  在啟示錄裡
[00:07:01.000 --> 00:07:02.000]  這個邪惡的龍
[00:07:02.000 --> 00:07:04.000]  就透過一隻怪獸
[00:07:04.000 --> 00:07:07.000]  將它的邪惡表現出來
[00:07:07.000 --> 00:07:10.000]  今天任何食人的制度
[00:07:10.000 --> 00:07:12.000]  泯滅人性的思想
[00:07:12.000 --> 00:07:14.000]  都是怪獸
[00:07:14.000 --> 00:07:18.000]  都是來自邪惡的龍
[00:07:18.000 --> 00:07:21.000]  這隻是一隻海獸
[00:07:21.000 --> 00:07:24.000]  其實它的意念來自舊約
[00:07:24.000 --> 00:07:25.000]  在舊約裡
[00:07:25.000 --> 00:07:27.000]  其實有兩隻海獸
[00:07:27.000 --> 00:07:31.000]  一隻叫拉哈伯
[00:07:31.000 --> 00:07:34.000]  一隻叫利維坦
[00:07:34.000 --> 00:07:37.000]  在《耳塞亞書》第51章裡說
[00:07:37.000 --> 00:07:39.000]  就是將這隻拉哈伯
[00:07:39.000 --> 00:07:40.000]  這隻海獸
[00:07:40.000 --> 00:07:42.000]  將它等同為埃及
[00:07:42.000 --> 00:07:45.000]  埃及在當時來說
[00:07:45.000 --> 00:07:47.000]  就是一個奴役人的帝國
[00:07:47.000 --> 00:07:49.000]  在耳塞亞先知的眼中
[00:07:49.000 --> 00:07:52.000]  它就是一隻怪獸
[00:07:52.000 --> 00:07:55.000]  當日以色列人被解放
[00:07:55.000 --> 00:07:57.000]  不再做奴隸了
[00:07:57.000 --> 00:07:59.000]  他們離開埃及的時候
[00:07:59.000 --> 00:08:02.000]  他們經過這個紅海
[00:08:02.000 --> 00:08:06.000]  那個時候紅海分開
[00:08:06.000 --> 00:08:11.000]  先知耳塞亞將這種紅海分開的現象
[00:08:11.000 --> 00:08:17.000]  視為是將這個海獸拉哈伯斬開了
[00:08:17.000 --> 00:08:19.000]  你要殺死這隻怪獸
[00:08:19.000 --> 00:08:22.000]  人性才會得到解放
[00:08:22.000 --> 00:08:24.000]  人性的解放
[00:08:24.000 --> 00:08:25.000]  生命的自由
[00:08:25.000 --> 00:08:29.000]  很多時候就是要和這隻怪獸對抗
[00:08:29.000 --> 00:08:32.000]  另外一隻怪獸就叫利維坦
[00:08:32.000 --> 00:08:40.000]  後來成為了英國一本政治哲學書的書名
[00:08:40.000 --> 00:08:41.000]  Leviathan
[00:08:41.000 --> 00:08:44.000]  他的作者就是霍布斯
[00:08:44.000 --> 00:08:49.000]  他說權力越集中在威權的國家
[00:08:49.000 --> 00:08:52.000]  力量就是最強大
[00:08:52.000 --> 00:08:55.000]  最能夠保護他的人民
[00:08:55.000 --> 00:08:58.000]  當然為了要統一意志
[00:08:58.000 --> 00:09:00.000]  集中力量
[00:09:00.000 --> 00:09:01.000]  這個國家的權力
[00:09:01.000 --> 00:09:06.000]  是不能夠容讓他的人民質疑或挑戰的
[00:09:06.000 --> 00:09:10.000]  於是就成就了一隻大的怪獸
[00:09:10.000 --> 00:09:11.000]  利維坦
[00:09:11.000 --> 00:09:14.000]  到今天我們都見到
[00:09:14.000 --> 00:09:16.000]  這些權力集中的怪獸
[00:09:16.000 --> 00:09:18.000]  都是吃人的
[00:09:18.000 --> 00:09:19.000]  科技的力量
[00:09:19.000 --> 00:09:20.000]  人心的驕傲
[00:09:20.000 --> 00:09:22.000]  引來一隻又一隻的怪獸
[00:09:22.000 --> 00:09:24.000]  而神的救贖
[00:09:24.000 --> 00:09:27.000]  就是克服一隻又一隻的怪獸
[00:09:27.000 --> 00:09:31.000]  回到啟示錄第十三章一至五節的經文
[00:09:57.000 --> 00:10:01.000]  羅馬是奴役人的一個新的埃及
[00:10:01.000 --> 00:10:03.000]  它有十隻角
[00:10:03.000 --> 00:10:05.000]  角代表武力
[00:10:05.000 --> 00:10:08.000]  這隻海的怪獸具備十足的武力
[00:10:08.000 --> 00:10:11.000]  它形象狀
[00:10:11.000 --> 00:10:12.000]  好像一隻炮
[00:10:12.000 --> 00:10:15.000]  腳好像紅的腳
[00:10:15.000 --> 00:10:17.000]  口好像獅子的口
[00:10:17.000 --> 00:10:19.000]  這些具體的描述
[00:10:19.000 --> 00:10:22.000]  都是表達到怪獸的暴力
[00:10:22.000 --> 00:10:26.000]  舊約的怪獸是指奴役人的埃及
[00:10:26.000 --> 00:10:29.000]  這隻啟示錄的海獸
[00:10:29.000 --> 00:10:32.000]  指向以暴力欺壓人的羅馬
[00:10:32.000 --> 00:10:35.000]  所有這些帝國都是邪惡的化身
[00:10:35.000 --> 00:10:37.000]  都是奴役人的力量
[00:10:37.000 --> 00:10:40.000]  都是扭曲人的生命的暴力
[00:10:40.000 --> 00:10:42.000]  這隻怪獸
[00:10:42.000 --> 00:10:46.000]  甚至有起死回生的表面力量
[00:10:46.000 --> 00:10:48.000]  有逆境求存的能力
[00:10:48.000 --> 00:10:51.000]  好像死了又回到生命一樣
[00:10:51.000 --> 00:10:54.000]  暴力能夠清除反對者
[00:10:54.000 --> 00:10:56.000]  異見者
[00:10:56.000 --> 00:10:58.000]  帶來表面的和諧
[00:10:58.000 --> 00:11:00.000]  有一時的繁榮
[00:11:00.000 --> 00:11:02.000]  但這些我們都知道
[00:11:02.000 --> 00:11:05.000]  只不過是表面的安好
[00:11:05.000 --> 00:11:08.000]  第十三章第五至六節這樣說
[00:11:08.000 --> 00:11:12.000]  又賜給他說誇大褻瀆華的口
[00:11:12.000 --> 00:11:16.000]  有權柄賜給他可以任意而行四十二個月
[00:11:16.000 --> 00:11:18.000]  我們聽到很多次啟示錄的講道
[00:11:18.000 --> 00:11:19.000]  都知道四十二個月
[00:11:19.000 --> 00:11:24.000]  是一種上帝行事的時間
[00:11:24.000 --> 00:11:28.000]  要我們等一等上主的作為就會臨到
[00:11:28.000 --> 00:11:29.000]  第六節
[00:11:29.000 --> 00:11:33.000]  獸開口向神說褻瀆華
[00:11:33.000 --> 00:11:34.000]  褻瀆神的名
[00:11:34.000 --> 00:11:35.000]  並祂的帳幕
[00:11:35.000 --> 00:11:38.000]  以及那些住在天上的
[00:11:38.000 --> 00:11:41.000]  大家留意短短的兩節經文
[00:11:41.000 --> 00:11:45.000]  出現了三次褻瀆這個字眼
[00:11:45.000 --> 00:11:48.000]  褻瀆就是看不起神明
[00:11:48.000 --> 00:11:51.000]  對神明不敬
[00:11:51.000 --> 00:11:52.000]  膽敢如此行的人
[00:11:52.000 --> 00:11:55.000]  一定是自視為神
[00:11:55.000 --> 00:11:58.000]  暴力的政權很容易有造神的運動
[00:11:58.000 --> 00:11:59.000]  一個人變了神
[00:11:59.000 --> 00:12:02.000]  他能夠做的就變得合法
[00:12:02.000 --> 00:12:05.000]  他的意志就變成絕對
[00:12:05.000 --> 00:12:06.000]  第八節
[00:12:06.000 --> 00:12:07.000]  凡住在地上
[00:12:07.000 --> 00:12:09.000]  明自從創世以來
[00:12:09.000 --> 00:12:13.000]  沒有記載被殺之高揚生命冊上的人
[00:12:13.000 --> 00:12:17.000]  都要拜他
[00:12:17.000 --> 00:12:20.000]  當政治變成宗教
[00:12:20.000 --> 00:12:23.000]  當政治者變成神明
[00:12:23.000 --> 00:12:26.000]  社會的生活就變得謹慎恐懼
[00:12:26.000 --> 00:12:30.000]  只怕得罪了神明一樣的統治者
[00:12:30.000 --> 00:12:32.000]  這些神明不能夠錯的
[00:12:32.000 --> 00:12:33.000]  錯了的話
[00:12:33.000 --> 00:12:36.000]  他就用謊話來掩蓋
[00:12:36.000 --> 00:12:38.000]  就因為這樣
[00:12:38.000 --> 00:12:39.000]  弄虛作假
[00:12:39.000 --> 00:12:43.000]  變成生活的常態
[00:12:43.000 --> 00:12:47.000]  曾經在一個獨裁政體裡面生活過的
[00:12:47.000 --> 00:12:50.000]  前捷克總統哈維爾
[00:12:50.000 --> 00:12:52.000]  他寫了一篇很長的文章
[00:12:52.000 --> 00:12:56.000]  文章的名字叫《無權力者的權力》
[00:12:56.000 --> 00:13:02.000]  他描述在捷克極權時期的那種生活
[00:13:02.000 --> 00:13:06.000]  他講到有一個蔬果店的經理
[00:13:06.000 --> 00:13:10.000]  他每天就在他的櫥窗貼上一個標語
[00:13:10.000 --> 00:13:15.000]  標語說全世界的工人們聯合起來
[00:13:15.000 --> 00:13:17.000]  他每天都這樣做
[00:13:17.000 --> 00:13:20.000]  他這樣做的目的在哪裡呢?
[00:13:20.000 --> 00:13:22.000]  哈維爾這樣寫
[00:13:22.000 --> 00:13:24.000]  我敢斷言
[00:13:24.000 --> 00:13:27.000]  大多數商店經理們
[00:13:27.000 --> 00:13:30.000]  對於櫥窗上標語的意義
[00:13:30.000 --> 00:13:33.000]  是從來不會過問的
[00:13:33.000 --> 00:13:37.000]  他們也不會用那些標語
[00:13:37.000 --> 00:13:41.000]  來表達自己真實的意見
[00:13:41.000 --> 00:13:44.000]  但為什麼要貼呢?
[00:13:44.000 --> 00:13:48.000]  他說要事不貼就會有麻煩
[00:13:48.000 --> 00:13:52.000]  上面會指責他不按規定佈置櫥窗
[00:13:52.000 --> 00:13:55.000]  有人甚至會控告他叛亂
[00:13:55.000 --> 00:13:57.000]  為了要過得下去
[00:13:57.000 --> 00:14:00.000]  他非照章辦事不可
[00:14:00.000 --> 00:14:03.000]  這樣的小事千千萬萬
[00:14:03.000 --> 00:14:07.000]  做了才能保障能過
[00:14:07.000 --> 00:14:09.000]  如他們所說的
[00:14:09.000 --> 00:14:15.000]  與社會和諧的相對平靜的生活
[00:14:15.000 --> 00:14:16.000]  這些標語
[00:14:16.000 --> 00:14:17.000]  哈維爾這樣繼續說
[00:14:17.000 --> 00:14:20.000]  他說這些標語確實是一個符號
[00:14:20.000 --> 00:14:25.000]  並且它本身包含著一個說不出口
[00:14:25.000 --> 00:14:28.000]  卻是十分明確的訊息
[00:14:28.000 --> 00:14:33.000]  這些標語字面上看起來是這樣表達的
[00:14:33.000 --> 00:14:37.000]  我水果商某某住在這裡
[00:14:37.000 --> 00:14:41.000]  並且清楚地知道自己應該做些什麼
[00:14:41.000 --> 00:14:43.000]  我是一個靠得住的人
[00:14:43.000 --> 00:14:44.000]  無可挑剔
[00:14:44.000 --> 00:14:45.000]  我肯聽話
[00:14:45.000 --> 00:14:51.000]  所以我有權利過平安的日子
[00:14:51.000 --> 00:14:53.000]  哈維爾繼續這樣說
[00:14:53.000 --> 00:14:55.000]  因此之故
[00:14:55.000 --> 00:14:58.000]  他們必須活在謊言裡面
[00:14:58.000 --> 00:15:01.000]  人們不必去接受謊言
[00:15:01.000 --> 00:15:05.000]  他們只是去接受與謊言為伍
[00:15:05.000 --> 00:15:08.000]  活在謊言中的生活
[00:15:08.000 --> 00:15:10.000]  這就夠了
[00:15:10.000 --> 00:15:11.000]  就是這樣
[00:15:11.000 --> 00:15:14.000]  人們確認了這個體制
[00:15:14.000 --> 00:15:16.000]  完善了這個體制
[00:15:16.000 --> 00:15:19.000]  製造了這個體制
[00:15:19.000 --> 00:15:27.000]  人們就是這個體制
[00:15:27.000 --> 00:15:29.000]  被好好教育的人
[00:15:29.000 --> 00:15:33.000]  做一些無意義的、虛假的行動
[00:15:33.000 --> 00:15:35.000]  每天都這樣做
[00:15:35.000 --> 00:15:37.000]  生活上每個細節都這樣做
[00:15:37.000 --> 00:15:39.000]  就是為了自保
[00:15:39.000 --> 00:15:41.000]  然而這個自保
[00:15:41.000 --> 00:15:45.000]  就將自己變成這隻怪獸體制的一部分
[00:15:45.000 --> 00:15:47.000]  所有的人
[00:15:47.000 --> 00:15:48.000]  不認識神的
[00:15:48.000 --> 00:15:50.000]  不明白被殺羔羊的
[00:15:50.000 --> 00:15:53.000]  不明白永生之道的
[00:15:53.000 --> 00:15:56.000]  全部都要拜這隻怪獸
[00:15:56.000 --> 00:15:59.000]  全部都變成這個體制的一部分
[00:15:59.000 --> 00:16:01.000]  在這個暴力虛假
[00:16:01.000 --> 00:16:05.000]  統治者神化自己怪獸的體制裡面
[00:16:05.000 --> 00:16:09.000]  教徒因為自己對真神的敬拜
[00:16:09.000 --> 00:16:12.000]  就會反對將人神化
[00:16:12.000 --> 00:16:13.000]  反對虛假
[00:16:13.000 --> 00:16:16.000]  反對暴力
[00:16:16.000 --> 00:16:19.000]  第十三章九節第十節這樣說
[00:16:19.000 --> 00:16:23.000]  凡有耳聽的就應當聽
[00:16:23.000 --> 00:16:25.000]  第十節
[00:16:25.000 --> 00:16:29.000]  擄掠人的必被擄掠
[00:16:29.000 --> 00:16:32.000]  用刀殺人的必被刀殺
[00:16:32.000 --> 00:16:36.000]  這個經文正式的意思就是說
[00:16:36.000 --> 00:16:37.000]  要被擄掠的
[00:16:37.000 --> 00:16:39.000]  你一定是會被擄掠的
[00:16:39.000 --> 00:16:41.000]  要被刀殺的話
[00:16:41.000 --> 00:16:44.000]  你一定是會被刀殺的
[00:16:44.000 --> 00:16:49.000]  這是一個怪獸的生活下的狀態
[00:16:49.000 --> 00:16:52.000]  然後啟示錄的作者呼喚我們
[00:16:52.000 --> 00:16:54.000]  聖徒的忍耐和信心
[00:16:54.000 --> 00:16:58.000]  就是在此
[00:16:58.000 --> 00:17:01.000]  這個經文說到基督徒的命運
[00:17:01.000 --> 00:17:02.000]  簡單的說就是
[00:17:02.000 --> 00:17:04.000]  要被抓去坐牢的話
[00:17:04.000 --> 00:17:06.000]  你真的會坐牢的
[00:17:06.000 --> 00:17:07.000]  要被迫害的話
[00:17:07.000 --> 00:17:10.000]  你真的會被迫害的
[00:17:10.000 --> 00:17:11.000]  在這個時候
[00:17:11.000 --> 00:17:13.000]  我們每一個人都會問
[00:17:13.000 --> 00:17:19.000]  神在哪裡呢?
[00:17:19.000 --> 00:17:23.000]  神就在堅持真理的信徒的受苦裡面
[00:17:23.000 --> 00:17:28.000]  神在認信真理的信徒的見證當中
[00:17:28.000 --> 00:17:36.000]  神在為真理而受苦的十字架上面
[00:17:36.000 --> 00:17:38.000]  我再引用哈維爾的說話
[00:17:38.000 --> 00:17:43.000]  這個曾經因為顛覆國家罪名而坐牢的人
[00:17:43.000 --> 00:17:45.000]  他這樣說
[00:17:45.000 --> 00:17:48.000]  在謊言中生活的人
[00:17:48.000 --> 00:17:54.000]  只要不遇到在真實中生活的人
[00:17:54.000 --> 00:17:59.000]  只要他不遇到那些揭露他虛偽的觀點
[00:17:59.000 --> 00:18:02.000]  他其實是沒有問題的
[00:18:02.000 --> 00:18:04.000]  但是只要一有一個選擇
[00:18:04.000 --> 00:18:06.000]  一個不同的選擇
[00:18:06.000 --> 00:18:08.000]  不同的說話
[00:18:08.000 --> 00:18:09.000]  不同的說法
[00:18:09.000 --> 00:18:13.000]  表象和在謊言中生活的本質
[00:18:13.000 --> 00:18:15.000]  和所有的一切
[00:18:15.000 --> 00:18:17.000]  就會受到威脅
[00:18:17.000 --> 00:18:20.000]  同時這兩個選擇
[00:18:20.000 --> 00:18:22.000]  這個說真話
[00:18:22.000 --> 00:18:25.000]  不同選擇所佔據的空間
[00:18:25.000 --> 00:18:28.000]  究竟有多大
[00:18:28.000 --> 00:18:29.000]  其實不重要
[00:18:29.000 --> 00:18:30.000]  用另一個說法來說
[00:18:30.000 --> 00:18:32.000]  有多少人
[00:18:32.000 --> 00:18:33.000]  只要你說真話
[00:18:33.000 --> 00:18:36.000]  其實人數有多少不重要
[00:18:36.000 --> 00:18:37.000]  為什麼呢?
[00:18:37.000 --> 00:18:41.000]  因為這個不同選擇的力量
[00:18:41.000 --> 00:18:44.000]  並不在其物理的屬性
[00:18:44.000 --> 00:18:47.000]  而在其揭露體制之柱
[00:18:47.000 --> 00:18:49.000]  和不穩定基礎
[00:18:49.000 --> 00:18:53.000]  所投射出來的光明
[00:18:53.000 --> 00:18:56.000]  他的意思就是說
[00:18:56.000 --> 00:18:59.000]  當全部人都說假話的時候
[00:18:59.000 --> 00:19:01.000]  只要一個人說真話
[00:19:01.000 --> 00:19:02.000]  說真話的人不用多
[00:19:02.000 --> 00:19:04.000]  一個就夠了
[00:19:04.000 --> 00:19:08.000]  他就足以揭露假話的虛假
[00:19:08.000 --> 00:19:11.000]  微小的火光可以驅散黑暗
[00:19:11.000 --> 00:19:13.000]  所以啟示錄說
[00:19:13.000 --> 00:19:16.000]  聖徒的忍耐和信心
[00:19:16.000 --> 00:19:18.000]  就是在這裡
[00:19:18.000 --> 00:19:23.000]  這是一種生死的抉擇
[00:19:23.000 --> 00:19:25.000]  經文的第二段
[00:19:25.000 --> 00:19:27.000]  第十一節至第十八節
[00:19:27.000 --> 00:19:29.000]  我又看見另外一個的獸
[00:19:29.000 --> 00:19:30.000]  在地上鍾來
[00:19:30.000 --> 00:19:32.000]  他有兩隻角
[00:19:32.000 --> 00:19:34.000]  如同羊羔
[00:19:34.000 --> 00:19:36.000]  他說話好像龍
[00:19:36.000 --> 00:19:39.000]  他在頭一個獸的面前
[00:19:39.000 --> 00:19:42.000]  施行頭一個獸所有的權柄
[00:19:42.000 --> 00:19:44.000]  並且叫地和住在地上的人
[00:19:44.000 --> 00:19:49.000]  都拜那個死傷醫好的頭一個獸
[00:19:49.000 --> 00:19:50.000]  第十三節
[00:19:50.000 --> 00:19:51.000]  又行大歧視
[00:19:51.000 --> 00:19:55.000]  甚至在人面前叫火從天降在地上
[00:19:55.000 --> 00:19:57.000]  他因賜給他的權柄
[00:19:57.000 --> 00:19:59.000]  在獸的面前能行歧視
[00:19:59.000 --> 00:20:02.000]  就迷惑住在地上的人說
[00:20:02.000 --> 00:20:07.000]  要給那受刀傷還活著的獸作個像
[00:20:07.000 --> 00:20:09.000]  又有權柄賜給他
[00:20:09.000 --> 00:20:12.000]  叫獸像有生氣能夠說話
[00:20:12.000 --> 00:20:17.000]  又叫所有不拜獸像的人都被殺害
[00:20:17.000 --> 00:20:18.000]  他又叫眾人
[00:20:18.000 --> 00:20:20.000]  無論大小貧富自主的為奴的
[00:20:20.000 --> 00:20:24.000]  都在右手上或額頭上受一個印記
[00:20:24.000 --> 00:20:27.000]  除了那受印記有獸的名字
[00:20:27.000 --> 00:20:30.000]  或獸的數目屬於獸的
[00:20:30.000 --> 00:20:33.000]  除了這些人都不得作買賣
[00:20:33.000 --> 00:20:36.000]  這類有智慧凡有聰明的
[00:20:36.000 --> 00:20:39.000]  可以計算獸的數目
[00:20:39.000 --> 00:20:41.000]  因為這就是人的數目
[00:20:41.000 --> 00:20:46.000]  他的數目就是六百六十六
[00:20:46.000 --> 00:20:48.000]  這裡有另外一隻怪獸
[00:20:48.000 --> 00:20:49.000]  他是一隻地獸
[00:20:49.000 --> 00:20:52.000]  他有兩隻角
[00:20:52.000 --> 00:20:55.000]  如同羊羔
[00:20:55.000 --> 00:20:59.000]  早一陣子香港歷史博物館有一個展覽
[00:20:59.000 --> 00:21:02.000]  主題叫車華世代
[00:21:02.000 --> 00:21:05.000]  從亞述到亞歷山大
[00:21:05.000 --> 00:21:08.000]  其中有一個很小的展品
[00:21:08.000 --> 00:21:09.000]  是一個銀
[00:21:09.000 --> 00:21:11.000]  一個錢幣
[00:21:11.000 --> 00:21:14.000]  上面刻著亞歷山大大帝的肖像
[00:21:14.000 --> 00:21:16.000]  是一個錢幣
[00:21:16.000 --> 00:21:17.000]  如果你留心
[00:21:17.000 --> 00:21:20.000]  這個亞歷山大大帝的頭
[00:21:20.000 --> 00:21:23.000]  他那裡掌握兩隻角
[00:21:23.000 --> 00:21:25.000]  有兩隻羊角
[00:21:25.000 --> 00:21:28.000]  原來頭上有兩隻羊角
[00:21:28.000 --> 00:21:33.000]  其實是當時羅馬皇帝的形象
[00:21:33.000 --> 00:21:35.000]  代表著力量
[00:21:35.000 --> 00:21:38.000]  這隻地獸的主要工作
[00:21:38.000 --> 00:21:41.000]  是推行極端的君王崇拜
[00:21:41.000 --> 00:21:44.000]  靠的是迷惑人的謊言
[00:21:44.000 --> 00:21:48.000]  對那些不願意向統治者低頭的人
[00:21:48.000 --> 00:21:51.000]  地獸可以封鎖他的經濟生活
[00:21:51.000 --> 00:21:53.000]  甚至可以殺了他
[00:21:53.000 --> 00:21:56.000]  這是一個全面的強權
[00:21:56.000 --> 00:21:59.000]  政治、經濟、社會的生活
[00:21:59.000 --> 00:22:01.000]  全受影響
[00:22:01.000 --> 00:22:04.000]  地獸是統治者的打手
[00:22:04.000 --> 00:22:08.000]  而通常拍那些統治者馬屁的人
[00:22:08.000 --> 00:22:10.000]  他們會駕冒辯色
[00:22:10.000 --> 00:22:11.000]  為了討好主人
[00:22:11.000 --> 00:22:14.000]  他們很多時候會用上極端的手段
[00:22:14.000 --> 00:22:16.000]  地獸有個數目
[00:22:16.000 --> 00:22:18.000]  聖經說他是人的數目
[00:22:18.000 --> 00:22:21.000]  他的數目是666
[00:22:21.000 --> 00:22:25.000]  希伯來文或者希臘文
[00:22:25.000 --> 00:22:27.000]  每一個字母都有一個數值
[00:22:27.000 --> 00:22:30.000]  故此希伯來的人名
[00:22:30.000 --> 00:22:32.000]  或者希臘的人名
[00:22:32.000 --> 00:22:34.000]  都可以按他的字母
[00:22:34.000 --> 00:22:38.000]  來算一個數值出來
[00:22:38.000 --> 00:22:41.000]  666到底是指哪一個呢?
[00:22:41.000 --> 00:22:44.000]  最多人同意的說法
[00:22:44.000 --> 00:22:47.000]  就是指當時殺害基督徒的尼祿皇帝
[00:22:47.000 --> 00:22:53.000]  但是後來歷史上所有的大壞蛋
[00:22:53.000 --> 00:22:56.000]  人們都會說他就是666
[00:22:56.000 --> 00:23:02.000]  不過我想666不是指某一個特定的人
[00:23:02.000 --> 00:23:06.000]  聖經說這是人的數目
