
[00:00:00.000 --> 00:00:08.000]  今天我繼續跟大家講 以利亞先知的經歷
[00:05:46.000 --> 00:05:50.000]  就是逃命
[00:05:50.000 --> 00:05:54.000]  你一聽到有人追殺你
[00:05:54.000 --> 00:05:56.000]  你當然會逃走
[00:05:56.000 --> 00:06:00.000]  很簡單自然 你也未必想到要去抵抗
[00:06:00.000 --> 00:06:08.000]  她不單止是逃命
[00:06:08.000 --> 00:06:11.000]  其實她是逃避現實
[00:06:11.000 --> 00:06:15.000]  因為現實和她所想像中的不符
[00:06:15.000 --> 00:06:19.000]  我們很多時人都是這樣
[00:06:19.000 --> 00:06:23.000]  當事情發生很失敗很不理想的時候
[00:06:23.000 --> 00:06:25.000]  我們不想去想
[00:06:25.000 --> 00:06:27.000]  我們要逃避現實
[00:06:27.000 --> 00:06:31.000]  我們看第四節
[00:06:31.000 --> 00:06:37.000]  自己在曠野走了一日路程
[00:06:37.000 --> 00:06:39.000]  來到一果羅藤樹下
[00:06:39.000 --> 00:06:42.000]  就坐在那裡求死說
[00:06:42.000 --> 00:06:45.000]  耶和華說 罷了 求你取我的姓名
[00:06:45.000 --> 00:06:49.000]  因為我不姓於我的列祖
[00:06:49.000 --> 00:06:52.000]  從這句話我們可以看到
[00:06:52.000 --> 00:06:56.000]  以利亞她是非常自負
[00:06:56.000 --> 00:07:03.000]  她想著自己會比以前的列祖厲害
[00:07:03.000 --> 00:07:07.000]  比以前的先知厲害
[00:07:07.000 --> 00:07:10.000]  我們想起先知之中
[00:07:10.000 --> 00:07:13.000]  當然是以摩西為首
[00:07:13.000 --> 00:07:18.000]  我猜以利亞也想著自己會比摩西厲害
[00:07:18.000 --> 00:07:21.000]  但結果是怎樣
[00:07:21.000 --> 00:07:26.000]  結果和她所期待的不符
[00:07:26.000 --> 00:07:29.000]  令她非常失望
[00:07:29.000 --> 00:07:33.000]  失望到要求死
[00:07:33.000 --> 00:07:37.000]  要逃避現實
[00:07:37.000 --> 00:07:44.000]  很失敗 挫敗的一個現實
[00:07:44.000 --> 00:07:47.000]  以利亞這個時候的表現
[00:07:47.000 --> 00:07:50.000]  是表示她的身心靈
[00:07:50.000 --> 00:07:54.000]  耗盡了所謂burn out
[00:07:54.000 --> 00:07:59.000]  和產生抑鬱
[00:07:59.000 --> 00:08:04.000]  以利亞這個時候的表現
[00:08:04.000 --> 00:08:07.000]  她的身心靈很疲累
[00:08:07.000 --> 00:08:09.000]  所以她睡完又要睡
[00:08:09.000 --> 00:08:12.000]  睡多久都睡不夠
[00:08:12.000 --> 00:08:15.000]  情緒失控 亂說話
[00:08:15.000 --> 00:08:17.000]  自怨自艾
[00:08:17.000 --> 00:08:20.000]  很沮喪 自憐
[00:08:20.000 --> 00:08:24.000]  失望 挫折感
[00:08:24.000 --> 00:08:28.000]  要離群 獨自一人 離開人
[00:08:28.000 --> 00:08:30.000]  其實她走到南邊
[00:08:30.000 --> 00:08:32.000]  已經進入猶太國
[00:08:32.000 --> 00:08:36.000]  以色列的耶齊別已經追殺不了她
[00:08:36.000 --> 00:08:37.000]  安全了
[00:08:37.000 --> 00:08:39.000]  但她還要走入曠野
[00:08:39.000 --> 00:08:41.000]  不想見人
[00:08:41.000 --> 00:08:44.000]  厭世 求死
[00:08:44.000 --> 00:08:49.000]  這些是不是我們現代人說的抑鬱
[00:08:49.000 --> 00:08:53.000]  抑鬱就全部有這些情緒表現
[00:08:53.000 --> 00:08:58.000]  不知道大家有沒有試過
[00:08:58.000 --> 00:09:03.000]  以利亞這種情緒忽高忽低的經歷
[00:09:03.000 --> 00:09:07.000]  我當然不希望大家會有
[00:09:07.000 --> 00:09:11.000]  這些情緒忽高忽低的經歷
[00:09:11.000 --> 00:09:18.000]  比如我們曾經滿懷大志出來做事
[00:09:18.000 --> 00:09:20.000]  無論你打工也好
[00:09:20.000 --> 00:09:22.000]  做生意也好
[00:09:22.000 --> 00:09:25.000]  或者是侍奉在教會工作也好
[00:09:25.000 --> 00:09:30.000]  本想大展拳腳
[00:09:30.000 --> 00:09:32.000]  想有一番作為
[00:09:32.000 --> 00:09:35.000]  誰知做完一輪之後
[00:09:35.000 --> 00:09:40.000]  發覺自己原來不是自己想像中那麼有實力
[00:09:40.000 --> 00:09:42.000]  那麼厲害
[00:09:42.000 --> 00:09:45.000]  不是真的比其他人厲害
[00:09:45.000 --> 00:09:47.000]  不是真的自己是專家
[00:09:47.000 --> 00:09:48.000]  或者是企業家
[00:09:48.000 --> 00:09:53.000]  或者是某種事工的發展專家
[00:09:53.000 --> 00:09:57.000]  發覺自己原來都是很有限
[00:09:57.000 --> 00:10:00.000]  於是很失望
[00:10:00.000 --> 00:10:03.000]  很沮喪地退出來
[00:10:03.000 --> 00:10:07.000]  從此就一蹶不振
[00:10:07.000 --> 00:10:11.000]  在這裡自怨自艾
[00:10:11.000 --> 00:10:13.000]  有沒有試過這樣
[00:10:13.000 --> 00:10:18.000]  又或者我們曾經滿腔熱誠地出來工作
[00:10:18.000 --> 00:10:21.000]  特別是在侍奉方面
[00:10:21.000 --> 00:10:24.000]  很努力很用心地去做
[00:10:24.000 --> 00:10:26.000]  做完一大輪之後
[00:10:26.000 --> 00:10:29.000]  自己也覺得不錯
[00:10:29.000 --> 00:10:31.000]  很有成績很有表現
[00:10:31.000 --> 00:10:35.000]  滿以為可以得到其他人的稱讚
[00:10:35.000 --> 00:10:38.000]  誰知結果不是
[00:10:38.000 --> 00:10:40.000]  結果沒有人來感謝自己
[00:10:40.000 --> 00:10:43.000]  也沒有人來欣賞自己
[00:10:43.000 --> 00:10:47.000]  反而聽到別人說不用自己再做了
[00:10:47.000 --> 00:10:48.000]  是不用我們了
[00:10:48.000 --> 00:10:50.000]  不用自己了
[00:10:50.000 --> 00:10:52.000]  那會怎樣
[00:10:52.000 --> 00:10:55.000]  當然會令到很失望
[00:10:55.000 --> 00:10:56.000]  會很激氣
[00:10:56.000 --> 00:11:00.000]  甚至可能會很生氣
[00:11:00.000 --> 00:11:02.000]  會不想再侍奉
[00:11:02.000 --> 00:11:06.000]  甚至要離開教會
[00:11:06.000 --> 00:11:10.000]  離開人群
[00:11:10.000 --> 00:11:15.000]  有沒有這樣的經歷
[00:11:15.000 --> 00:11:17.000]  如果你真的有這樣的經歷
[00:11:17.000 --> 00:11:20.000]  大家需要留意今天聖經所說
[00:11:20.000 --> 00:11:22.000]  在以利亞身上學習
[00:11:22.000 --> 00:11:24.000]  怎樣可以走出來
[00:11:24.000 --> 00:11:27.000]  怎樣可以重新得力
[00:11:27.000 --> 00:11:34.000]  怎樣可以得到復興
[00:11:34.000 --> 00:11:36.000]  從經文裏面看來
[00:11:36.000 --> 00:11:39.000]  上下文再看
[00:11:39.000 --> 00:11:43.000]  我相信以利亞不是真的想求死
[00:11:43.000 --> 00:11:45.000]  想求死很簡單
[00:11:45.000 --> 00:11:48.000]  不用走就行了
[00:11:48.000 --> 00:11:57.000]  他只是在自怨自艾
[00:11:57.000 --> 00:11:59.000]  在自憐
[00:11:59.000 --> 00:12:00.000]  扮可憐
[00:12:00.000 --> 00:12:02.000]  博同情
[00:12:02.000 --> 00:12:06.000]  我們上一章說巴黎先知在自刺自割
[00:12:06.000 --> 00:12:07.000]  流血
[00:12:07.000 --> 00:12:08.000]  在哭喊
[00:12:08.000 --> 00:12:12.000]  博他們所拜的神可憐他們
[00:12:12.000 --> 00:12:20.000]  基督徒有時會做一些苦肉計
[00:12:20.000 --> 00:12:22.000]  不需要的
[00:12:22.000 --> 00:12:23.000]  我們說過
[00:12:23.000 --> 00:12:27.000]  基督徒不需要對神行苦肉計
[00:12:27.000 --> 00:12:30.000]  神知道我們的需要
[00:12:30.000 --> 00:12:37.000]  我們只要向神說出我們的需要
[00:12:37.000 --> 00:12:40.000]  說出我們的痛苦
[00:12:40.000 --> 00:12:41.000]  雖然神知道
[00:12:41.000 --> 00:12:44.000]  但我們向神說出來是對的
[00:12:44.000 --> 00:12:47.000]  神會賜恩典能力
[00:12:47.000 --> 00:12:48.000]  會安慰
[00:12:48.000 --> 00:12:55.000]  會幫助我們
[00:12:55.000 --> 00:12:58.000]  繼續說第四節
[00:12:58.000 --> 00:13:02.000]  因為我不勝於我的列祖
[00:13:02.000 --> 00:13:06.000]  這句話顯示他的侍奉心態不是很正確
[00:13:06.000 --> 00:13:09.000]  我們很容易看到
[00:13:09.000 --> 00:13:13.000]  因為我們知道侍奉神是謙卑
[00:13:13.000 --> 00:13:14.000]  是要謙卑
[00:13:14.000 --> 00:13:16.000]  不是為了表現自己
[00:13:16.000 --> 00:13:19.000]  也不是為了要比誰厲害
[00:13:19.000 --> 00:13:23.000]  也不是為了得到別人的稱讚
[00:13:23.000 --> 00:13:30.000]  侍奉神是神給我們很大的恩典和榮耀
[00:13:30.000 --> 00:13:33.000]  記住這一點
[00:13:33.000 --> 00:13:37.000]  我們跳去看第七節
[00:13:37.000 --> 00:13:41.000]  耶和華的使者第二次來拍他說
[00:13:41.000 --> 00:13:42.000]  起來吃吧
[00:13:42.000 --> 00:13:45.000]  因為你當走的路甚遠
[00:13:45.000 --> 00:13:46.000]  第八節
[00:13:46.000 --> 00:13:48.000]  他就起來吃了喝了
[00:13:48.000 --> 00:13:50.000]  長著這飲食的力
[00:13:50.000 --> 00:13:52.000]  走了四十晝夜
[00:13:52.000 --> 00:13:53.000]  到了神的山
[00:13:53.000 --> 00:14:00.000]  就是何列山
[00:14:00.000 --> 00:14:03.000]  看到何列山這個字
[00:14:03.000 --> 00:14:14.000]  何列山其實也是西乃山的另一個名稱
[00:14:14.000 --> 00:14:19.000]  看到何列山我們就會想起摩西
[00:14:19.000 --> 00:14:25.000]  當年摩西在西乃山非常輝煌的一個表現
[00:14:25.000 --> 00:14:31.000]  我相信神是刻意在這裡安慰以利亞
[00:14:31.000 --> 00:14:33.000]  讓他知道
[00:14:33.000 --> 00:14:36.000]  就算他不比列祖厲害
[00:14:36.000 --> 00:14:39.000]  或者不比摩西厲害
[00:14:39.000 --> 00:14:42.000]  他起碼和摩西看齊
[00:14:42.000 --> 00:14:46.000]  各有千秋
[00:14:46.000 --> 00:14:52.000]  摩西和以利亞都行過很多神蹟
[00:14:52.000 --> 00:14:56.000]  不過是各有不同的神蹟
[00:14:56.000 --> 00:15:01.000]  摩西當年在何列山上與神相會
[00:15:01.000 --> 00:15:04.000]  四十晝夜不吃不喝
[00:15:04.000 --> 00:15:10.000]  以利亞現在走了四十天不吃不喝
[00:15:10.000 --> 00:15:16.000]  去到何列山與神相會
[00:15:16.000 --> 00:15:19.000]  神在何列山上
[00:15:19.000 --> 00:15:22.000]  在摩西面前經過
[00:15:22.000 --> 00:15:26.000]  這是一個很特別的說話
[00:15:26.000 --> 00:15:29.000]  神在摩西面前經過
[00:15:29.000 --> 00:15:32.000]  神現在也會在何列山上
[00:15:32.000 --> 00:15:37.000]  在以利亞面前經過
[00:15:37.000 --> 00:15:42.000]  神在有風、烈火、地震
[00:15:42.000 --> 00:15:48.000]  加上高而又高的各星宗與摩西見面
[00:15:48.000 --> 00:15:51.000]  在那裡頒布十誡
[00:15:51.000 --> 00:16:01.000]  神也在烈風、火、地震裡與以利亞相見
[00:16:01.000 --> 00:16:11.000]  卻是用微星的說話與以利亞說話
[00:16:11.000 --> 00:16:14.000]  耶穌在登山變相的時候
[00:16:14.000 --> 00:16:19.000]  會見了摩西與以利亞
[00:16:19.000 --> 00:16:21.000]  足以證明在神的眼中
[00:16:21.000 --> 00:16:32.000]  以利亞與摩西都在很高的位置上
[00:16:32.000 --> 00:16:36.000]  我相信以利亞坐定之後
[00:16:36.000 --> 00:16:40.000]  稍後他就會明白
[00:16:40.000 --> 00:16:42.000]  他不是不勝過列祖
[00:16:42.000 --> 00:16:49.000]  不過是不同的處境
[00:16:49.000 --> 00:16:53.000]  我們看第十一節
[00:16:53.000 --> 00:16:56.000]  耶和華說:你出來站在山上
[00:16:56.000 --> 00:16:58.000]  在我面前
[00:16:58.000 --> 00:17:02.000]  那時耶和華從那裡經過
[00:17:02.000 --> 00:17:04.000]  大家留意這句說話
[00:17:04.000 --> 00:17:07.000]  耶和華在那裡經過
[00:17:07.000 --> 00:17:10.000]  這句說話很有深意
[00:17:10.000 --> 00:17:17.000]  神也與摩西說過同樣的說話
[00:17:17.000 --> 00:17:23.000]  我們看出埃及記三十三章十九節
[00:17:23.000 --> 00:17:27.000]  耶和華說:我要顯我一切的恩慈
[00:17:27.000 --> 00:17:29.000]  在你面前經過
[00:17:29.000 --> 00:17:31.000]  宣告我的名
[00:17:31.000 --> 00:17:33.000]  我要恩待誰就恩待誰
[00:17:33.000 --> 00:17:36.000]  要憐憫誰就憐憫誰
[00:17:36.000 --> 00:17:42.000]  如果神在以利亞面前經過
[00:17:42.000 --> 00:17:48.000]  神要向以利亞彰顯他一切的恩慈
[00:17:48.000 --> 00:17:50.000]  要恩待他
[00:17:50.000 --> 00:17:52.000]  要憐憫他
[00:17:52.000 --> 00:17:58.000]  那神會做什麼呢?
[00:17:58.000 --> 00:18:05.000]  神要安慰和醫治以利亞的心靈創傷
[00:18:05.000 --> 00:18:11.000]  令他能夠從沮喪和抑鬱的深谷裡走出來
[00:18:11.000 --> 00:18:15.000]  神復興了以利亞
[00:18:15.000 --> 00:18:22.000]  這就是神對以利亞的恩慈、恩代和憐憫
[00:18:22.000 --> 00:18:26.000]  各位弟兄姊妹
[00:18:26.000 --> 00:18:34.000]  我們很多時候都會求神對我們恩慈
[00:18:34.000 --> 00:18:42.000]  我們很多時候都會求神恩代我們、憐憫我們
[00:18:42.000 --> 00:18:46.000]  這些說話我們常常掛在祈禱的裡面
[00:18:46.000 --> 00:18:52.000]  我們知不知道我們自己在求什麼呢?
[00:18:52.000 --> 00:18:57.000]  當我們說神對我彰顯你的恩慈
[00:18:57.000 --> 00:18:59.000]  求神你恩代我們
[00:18:59.000 --> 00:19:01.000]  求神你憐憫我們
[00:19:01.000 --> 00:19:03.000]  我們在求什麼呢?
[00:19:03.000 --> 00:19:13.000]  我們是求神復興我們
[00:19:13.000 --> 00:19:16.000]  如果我們求神去憐憫我們、恩代我們
[00:19:16.000 --> 00:19:17.000]  是為其他事情
[00:19:17.000 --> 00:19:18.000]  或者也好
[00:19:18.000 --> 00:19:20.000]  但是最重要的是什麼呢?
[00:19:20.000 --> 00:19:22.000]  就是復興我們
[00:19:22.000 --> 00:19:24.000]  當我們靈性復興的時候
[00:19:24.000 --> 00:19:31.000]  所有的事情都會順利
[00:19:31.000 --> 00:19:38.000]  如果我們能夠從失敗氣餒的深谷裡站起來
[00:19:38.000 --> 00:19:44.000]  能夠從頹喪抑鬱之中再次復興
[00:19:44.000 --> 00:19:54.000]  這就是神最大的恩代和憐憫
[00:19:54.000 --> 00:20:01.000]  我們看聶皇紀上十九章十一節
[00:20:01.000 --> 00:20:05.000]  在他面前有烈風大作
[00:20:05.000 --> 00:20:06.000]  崩山碎石
[00:20:06.000 --> 00:20:08.000]  也或說卻不在風中
[00:20:08.000 --> 00:20:09.000]  風後地震
[00:20:09.000 --> 00:20:12.000]  也或說卻不在其中
[00:20:12.000 --> 00:20:13.000]  十二節
[00:20:13.000 --> 00:20:14.000]  地震後有火
[00:20:14.000 --> 00:20:16.000]  也或說也不在火中
[00:20:16.000 --> 00:20:19.000]  火後有微小的聲音
[00:20:19.000 --> 00:20:20.000]  十三節
[00:20:20.000 --> 00:20:28.000]  伊利亞聽見就用愛依夢想念出來站在洞口
[00:20:28.000 --> 00:20:32.000]  這幾節的經文提醒我們
[00:20:32.000 --> 00:20:36.000]  就算我們遇到非常震撼的事情
[00:20:36.000 --> 00:20:41.000]  也或說我們做了非常輝煌的事情
[00:20:41.000 --> 00:20:46.000]  我們未必從那些輝煌震撼的事情裡
[00:20:46.000 --> 00:20:52.000]  環境裡找到神的旨意
[00:20:52.000 --> 00:20:54.000]  也或說會找到
[00:20:54.000 --> 00:20:57.000]  但未必會有
[00:20:57.000 --> 00:21:04.000]  反而我們要留心神細微的聲音
[00:21:04.000 --> 00:21:06.000]  不容易的
[00:21:06.000 --> 00:21:09.000]  在非常輝煌非常震撼的事情裡
[00:21:09.000 --> 00:21:17.000]  我們很難聽到神微小的聲音
[00:21:17.000 --> 00:21:19.000]  神微小的聲音
[00:21:19.000 --> 00:21:21.000]  不是指某些人
[00:21:21.000 --> 00:21:24.000]  他常常覺得耳邊好像有聲音
[00:21:24.000 --> 00:21:26.000]  有人跟他說話
[00:21:26.000 --> 00:21:27.000]  他就以為
[00:21:27.000 --> 00:21:29.000]  這就是神的聲音
[00:21:29.000 --> 00:21:30.000]  不是
[00:21:30.000 --> 00:21:31.000]  我不是指那些
[00:21:31.000 --> 00:21:33.000]  那些很可能
[00:21:33.000 --> 00:21:38.000]  很可能他自己的耳朵有毛病
[00:21:38.000 --> 00:21:40.000]  神的聲音大多數是指
[00:21:40.000 --> 00:21:41.000]  從靈修之中
[00:21:41.000 --> 00:21:43.000]  從聖經之中
[00:21:43.000 --> 00:21:45.000]  從聽道之中
[00:21:45.000 --> 00:21:48.000]  聽到神的教導和指引
[00:21:48.000 --> 00:21:55.000]  這就是神的聲音
[00:21:55.000 --> 00:21:58.000]  繼續看十三節
[00:21:58.000 --> 00:21:59.000]  有聲音
[00:21:59.000 --> 00:22:00.000]  就是神的聲音
[00:22:00.000 --> 00:22:01.000]  向他說
[00:22:01.000 --> 00:22:07.000]  「伊利亞,你在這裡做什麼?」
[00:22:07.000 --> 00:22:08.000]  十四節
[00:22:08.000 --> 00:22:12.000]  「我為耶和華萬軍之神大發熱心」
[00:22:12.000 --> 00:22:14.000]  「用刀殺了你的先知」
[00:22:14.000 --> 00:22:16.000]  「只剩下我一個人」
[00:22:16.000 --> 00:22:19.000]  「他們還要尋索我的命」
[00:22:19.000 --> 00:22:23.000]  這裡已經是第二次
[00:22:23.000 --> 00:22:27.000]  神第二次問伊利亞同樣的問題
[00:22:27.000 --> 00:22:29.000]  問他你在這裡做什麼
[00:22:29.000 --> 00:22:34.000]  伊利亞他也同樣回答同一個答案
[00:22:34.000 --> 00:22:37.000]  我們叫他「碌死了」
[00:22:37.000 --> 00:22:39.000]  他覺得自己很可憐
[00:22:39.000 --> 00:22:44.000]  覺得全世界的人都欠了他
[00:22:44.000 --> 00:22:48.000]  其實背後他覺得神欠了他
[00:22:48.000 --> 00:22:50.000]  神欠了他的意思是
[00:22:50.000 --> 00:22:53.000]  神為什麼不特別憐憫他幫助他
[00:22:53.000 --> 00:22:58.000]  他就在等神特別憐憫他幫助他
[00:22:58.000 --> 00:23:00.000]  其實這一刻正正就是
[00:23:00.000 --> 00:23:06.000]  神憐憫他幫助他
[00:23:06.000 --> 00:23:10.000]  我們有沒有被一些東西碌死了
[00:23:10.000 --> 00:23:16.000]  特別是被一些傷痛碌死了我們
[00:23:16.000 --> 00:23:22.000]  令我們總以為別人欠了我們
[00:23:22.000 --> 00:23:24.000]  我們受別人的傷害
[00:23:24.000 --> 00:23:28.000]  很容易就會碌死了那個人
[00:23:28.000 --> 00:23:29.000]  欠了我
[00:23:29.000 --> 00:23:38.000]  一生一世在想著那個人欠了我
[00:23:38.000 --> 00:23:44.000]  跟大家分享一個真實的故事
[00:23:44.000 --> 00:23:46.000]  我認識一位基督徒
[00:23:46.000 --> 00:23:48.000]  他很有恩賜
[00:23:48.000 --> 00:23:54.000]  他年輕的時候就開始很積極很熱心的去參與侍奉
[00:23:54.000 --> 00:23:56.000]  也都侍奉得很好
[00:23:56.000 --> 00:24:00.000]  有一些人很欣賞他稱讚他
[00:24:00.000 --> 00:24:03.000]  但是也都有一些人不懂得欣賞他
[00:24:03.000 --> 00:24:08.000]  還批評了他幾句
[00:24:08.000 --> 00:24:12.000]  當然批評他的人是不對的
[00:24:12.000 --> 00:24:15.000]  應該不能夠直接去批評人
[00:24:15.000 --> 00:24:18.000]  否則的確會有很大的傷害
[00:24:18.000 --> 00:24:26.000]  但是這位基督徒他就受不住這幾句批評的說話
[00:24:26.000 --> 00:24:30.000]  他很傷心失望很憤怒
[00:24:30.000 --> 00:24:33.000]  從此就不再參加團契
[00:24:33.000 --> 00:24:36.000]  不再參加教會的侍奉
[00:24:36.000 --> 00:24:40.000]  每次有人邀請他再出來侍奉的時候
[00:24:40.000 --> 00:24:44.000]  他就重複自己那個冤屈
[00:24:44.000 --> 00:24:47.000]  不肯出來
[00:24:47.000 --> 00:24:51.000]  十年如是 二十年如是
[00:24:51.000 --> 00:24:56.000]  無法止 所謂無法自拔
[00:24:56.000 --> 00:25:01.000]  眾人都看到他教會的生活很不開心
[00:25:01.000 --> 00:25:04.000]  其實他很可憐
[00:25:04.000 --> 00:25:07.000]  希望他現在已經看通了
[00:25:07.000 --> 00:25:13.000]  已經可以走出來
[00:25:13.000 --> 00:25:15.000]  這個故事就講完了
[00:25:15.000 --> 00:25:17.000]  各位大姐妹
[00:25:17.000 --> 00:25:21.000]  如果你有類似這些問題
[00:25:21.000 --> 00:25:25.000]  怎樣可以解救得到呢
[00:25:25.000 --> 00:25:28.000]  解救的方法就是要學以利亞
[00:25:28.000 --> 00:25:32.000]  去尋找神的聲音
[00:25:32.000 --> 00:25:37.000]  但是不只是尋找一個聲音就夠
[00:25:37.000 --> 00:25:43.000]  能不能夠成功地復興
[00:25:43.000 --> 00:25:49.000]  還要做最關鍵最重要的一步
[00:25:49.000 --> 00:25:56.000]  就是接下來十五十六節給我們的啟示
[00:25:56.000 --> 00:25:59.000]  我們看十五十六節
[00:26:13.000 --> 00:26:30.000]  這兩節的經文給了我們什麼啟示呢
[00:26:30.000 --> 00:26:32.000]  最大的啟示
[00:26:32.000 --> 00:26:35.000]  不只是叫誰誰做事
[00:26:35.000 --> 00:26:38.000]  最大的啟示
[00:26:38.000 --> 00:26:47.000]  留意一下 神有沒有直接處理以利亞的投訴
[00:26:47.000 --> 00:26:52.000]  沒有 沒理會他
[00:26:52.000 --> 00:26:56.000]  神有沒有為他所受的冤屈去平反
[00:26:56.000 --> 00:27:01.000]  直接來說 沒有
[00:27:01.000 --> 00:27:03.000]  神有沒有理會他的投訴 沒有
[00:27:03.000 --> 00:27:05.000]  沒有為他平反
[00:27:05.000 --> 00:27:07.000]  沒有解釋什麼原因
[00:27:07.000 --> 00:27:10.000]  沒有解釋為何要受苦 忍耐一下
[00:27:10.000 --> 00:27:12.000]  神什麼都沒有說
[00:27:12.000 --> 00:27:15.000]  什麼都沒有回應他的自怨自艾
[00:27:15.000 --> 00:27:17.000]  神有什麼反應
