
[00:00:00.000 --> 00:00:02.400]  很多時候當我們看聖經的時候
[00:06:19.840 --> 00:06:22.120]  know it all
[00:06:22.120 --> 00:06:24.640]  我們知道這些know it all的話
[00:06:24.640 --> 00:06:25.840]  你們問問自己
[00:06:25.840 --> 00:06:29.640]  你是不是屬於這種聰明通達的人
[00:06:29.640 --> 00:06:31.680]  你是不是know it all
[00:06:31.680 --> 00:06:33.960]  以致你有一個驕傲的心
[00:06:33.960 --> 00:06:36.120]  當你有一個驕傲的心的時候
[00:06:36.120 --> 00:06:37.400]  聖經說什麼
[00:06:37.400 --> 00:06:40.800]  他要藏起來
[00:06:40.800 --> 00:06:42.920]  你不能夠
[00:06:42.920 --> 00:06:45.160]  或者你不容易去明白
[00:06:45.160 --> 00:06:49.160]  去認識這位神
[00:06:49.160 --> 00:06:52.280]  我們有一個好朋友他最近去世了
[00:06:52.280 --> 00:06:54.400]  他去世之前兩個星期
[00:06:54.400 --> 00:06:57.640]  他說了一件很重要的事情
[00:06:57.640 --> 00:07:02.240]  他生命之中他做自己一個總結
[00:07:02.240 --> 00:07:04.880]  這個人他真是know it all
[00:07:04.880 --> 00:07:06.760]  我跟他說醫學他知道
[00:07:06.760 --> 00:07:11.400]  我跟他說心理上有時候情緒不好
[00:07:11.400 --> 00:07:13.720]  師母都會情緒不好的
[00:07:13.720 --> 00:07:14.920]  你跟他說一下
[00:07:14.920 --> 00:07:19.000]  或者我遇到什麼有精神困擾的大兄姊妹
[00:07:19.000 --> 00:07:21.680]  我去找這個朋友跟他談的時候
[00:07:21.680 --> 00:07:24.680]  他可以幫我知道怎樣去解答
[00:07:24.680 --> 00:07:27.920]  但當他生命走到最後
[00:07:27.920 --> 00:07:32.040]  兩個星期之前他跟我說一件事
[00:07:32.040 --> 00:07:35.600]  他說我真是很蠢
[00:07:35.600 --> 00:07:40.080]  因為我很多時候我有很多的知識
[00:07:40.080 --> 00:07:42.360]  我用很多的時間
[00:07:42.360 --> 00:07:44.520]  用我的理性
[00:07:44.520 --> 00:07:47.560]  理性我想的東西
[00:07:47.560 --> 00:07:50.840]  去想神性的東西
[00:07:50.840 --> 00:07:52.520]  再說一次
[00:07:52.520 --> 00:07:54.560]  他說我用我的理性
[00:07:54.560 --> 00:07:56.800]  去想神性的東西的時候
[00:07:56.800 --> 00:07:59.360]  我想來想去我想不通
[00:07:59.360 --> 00:08:05.760]  但當他走到人生最後那一刻的時候
[00:08:05.760 --> 00:08:07.120]  那兩個星期之後
[00:08:07.120 --> 00:08:08.600]  他明白了
[00:08:08.600 --> 00:08:11.720]  他知道我不可以用理性
[00:08:11.720 --> 00:08:14.720]  我的聰明通德來理解神
[00:08:14.720 --> 00:08:16.400]  來認識神
[00:08:16.400 --> 00:08:18.120]  所以最後感謝神
[00:08:18.120 --> 00:08:20.360]  他可以受洗
[00:08:20.360 --> 00:08:21.840]  他可以承認
[00:08:21.840 --> 00:08:24.720]  他可以用他生命之中最後的時刻
[00:08:24.720 --> 00:08:26.760]  聽神的詩歌
[00:08:26.760 --> 00:08:28.760]  聽神的聖經
[00:08:28.760 --> 00:08:30.320]  聽神的說話
[00:08:30.320 --> 00:08:31.320]  他祈禱
[00:08:31.320 --> 00:08:33.600]  他來到神的面前的時候
[00:08:33.600 --> 00:08:35.760]  他謙卑下來
[00:08:35.760 --> 00:08:37.240]  所以這段經文他說
[00:08:37.240 --> 00:08:41.640]  「向鷹鞋就顯出你的意思」
[00:08:41.640 --> 00:08:43.000]  這個不是說
[00:08:43.000 --> 00:08:46.960]  比較一個聰明或者愚蠢的人
[00:08:46.960 --> 00:08:49.480]  不是的
[00:08:49.480 --> 00:08:52.880]  這裡是說一個聰明的人
[00:08:52.880 --> 00:08:55.400]  和一個不懂
[00:08:55.400 --> 00:08:56.760]  什麼都不懂的人
[00:08:56.760 --> 00:08:57.760]  不是的
[00:08:57.760 --> 00:09:02.800]  這裡是說一個驕傲和謙卑
[00:09:02.800 --> 00:09:05.400]  因為我們知道
[00:09:05.400 --> 00:09:08.280]  一個鷹鞋或者一個小孩子
[00:09:08.280 --> 00:09:12.280]  他其實什麼都不知道
[00:09:12.280 --> 00:09:15.280]  他能夠的言語說話是什麼
[00:09:15.280 --> 00:09:16.440]  可能一種
[00:09:16.440 --> 00:09:18.720]  現在的人慢慢去發覺
[00:09:18.720 --> 00:09:20.840]  可能他的哭聲
[00:09:20.840 --> 00:09:22.440]  Baby的哭聲
[00:09:22.440 --> 00:09:24.480]  可能不同的節奏
[00:09:24.480 --> 00:09:26.720]  或者不同的節奏
[00:09:26.720 --> 00:09:28.600]  是不同的要求
[00:09:28.600 --> 00:09:31.400]  不過他也是一個學生
[00:09:31.400 --> 00:09:33.240]  他不能夠跟你表達什麼
[00:09:33.240 --> 00:09:36.320]  不能夠跟你說我要做什麼
[00:09:36.320 --> 00:09:40.560]  他也不能夠教訓你什麼
[00:09:40.560 --> 00:09:44.400]  但是他有一個很單純的心
[00:09:44.400 --> 00:09:47.520]  這個就是鷹鞋的心
[00:09:47.520 --> 00:09:54.120]  就要我們有一個很單純
[00:09:54.120 --> 00:09:56.960]  連自己拿著,我們知道
[00:09:56.960 --> 00:09:59.840]  Baby連自己拿著那個奶瓶
[00:09:59.840 --> 00:10:01.360]  都沒有那個能力
[00:10:01.360 --> 00:10:02.480]  那個心
[00:10:02.480 --> 00:10:05.120]  甚至我們有一個單純
[00:10:05.120 --> 00:10:07.760]  來到他面前去認識
[00:10:07.760 --> 00:10:10.640]  相信他
[00:10:10.640 --> 00:10:13.080]  所以救恩
[00:10:13.080 --> 00:10:18.320]  就要向這樣單純的人來顯示
[00:10:18.320 --> 00:10:21.840]  耶穌因為你的純順
[00:10:21.840 --> 00:10:23.760]  你單純的心
[00:10:23.760 --> 00:10:26.000]  你得到這個救恩
[00:10:26.000 --> 00:10:28.000]  而他有歡樂的心
[00:10:28.000 --> 00:10:31.000]  因為你的名字寄朗遍南
[00:10:31.000 --> 00:10:33.840]  行天草
[00:10:33.840 --> 00:10:41.040]  耶穌維持你的心順而歡樂
[00:10:41.040 --> 00:10:42.320]  大方面
[00:10:42.320 --> 00:10:46.560]  我們從這一段經文我們可以知道
[00:10:46.560 --> 00:10:49.160]  耶穌的歡樂是因什麼事呢
[00:10:49.160 --> 00:10:51.960]  是因他知道的一個歡樂
[00:10:51.960 --> 00:10:53.240]  我們一起來讀
[00:10:53.240 --> 00:10:58.520]  第十章第22節
[00:10:58.520 --> 00:11:00.880]  都是我父教父我的
[00:11:00.880 --> 00:11:04.920]  除了父沒有人知道子是誰
[00:11:04.920 --> 00:11:08.440]  除了子所願意指示的
[00:11:08.440 --> 00:11:11.800]  沒有人知道父是誰
[00:11:11.800 --> 00:11:15.240]  我這裡講到一個知道
[00:11:15.240 --> 00:11:17.600]  耶穌知道父是誰
[00:11:17.600 --> 00:11:21.320]  而父都知道耶穌是誰
[00:11:21.320 --> 00:11:24.560]  這個知道原來是這麼重要的
[00:11:24.560 --> 00:11:27.320]  因為經文裡面跟我們講
[00:11:27.320 --> 00:11:29.880]  祂知道
[00:11:29.880 --> 00:11:32.960]  所以你看到22節
[00:11:32.960 --> 00:11:35.160]  有一個帖子
[00:11:35.160 --> 00:11:37.040]  指示就是啟示
[00:11:37.040 --> 00:11:38.920]  因為耶穌知道父的心
[00:11:38.920 --> 00:11:43.040]  所以祂可以將父啟示給我們認識
[00:11:43.040 --> 00:11:46.760]  知道非常之重要
[00:11:46.760 --> 00:11:51.560]  當我差不多你們這個年紀的時候
[00:11:51.560 --> 00:11:53.120]  年輕一點的時候
[00:11:53.120 --> 00:11:58.400]  我都時時當媽媽罵的時候
[00:11:58.400 --> 00:12:01.360]  媽媽罵的時候我就會問一個問題
[00:12:01.360 --> 00:12:08.000]  誰能夠明白知道我的心呢
[00:12:08.000 --> 00:12:10.600]  我不知道你有沒有問過
[00:12:10.600 --> 00:12:12.520]  誰可以了解我呢
[00:12:12.520 --> 00:12:16.640]  誰可以知道我呢
[00:12:16.640 --> 00:12:20.480]  原來知道很重要
[00:12:20.480 --> 00:12:25.680]  特別那些年輕人
[00:12:25.680 --> 00:12:27.280]  那些姐妹來跟我講
[00:12:27.280 --> 00:12:33.320]  她說我要找一個對象
[00:12:33.320 --> 00:12:38.640]  她找來找去都很難找到她心目中想要找的
[00:12:38.640 --> 00:12:40.320]  因為有要求
[00:12:40.320 --> 00:12:43.560]  我不知道這裏姐妹你找一個對象的時候
[00:12:43.560 --> 00:12:44.640]  有沒有什麼要求呢
[00:12:44.640 --> 00:12:47.760]  她說我找來找去都找不到
[00:12:47.760 --> 00:12:48.880]  我跟她講一句
[00:12:48.880 --> 00:12:52.080]  你不需要再找了
[00:12:52.080 --> 00:12:54.040]  這麼好標準的人
[00:12:54.040 --> 00:12:57.280]  世上唯有一個
[00:12:57.280 --> 00:13:07.200]  那個就在我家裏了
[00:13:07.200 --> 00:13:10.160]  為什麼
[00:13:10.160 --> 00:13:13.960]  因為我知道這個人是最好的
[00:13:13.960 --> 00:13:19.080]  他可以知道
[00:13:19.080 --> 00:13:21.840]  如果你有夫妻關係
[00:13:21.840 --> 00:13:22.760]  你結了婚
[00:13:22.760 --> 00:13:26.200]  你仍然不知道你的先生你的太太呢
[00:13:26.200 --> 00:13:28.640]  那你希望你今天回去之後
[00:13:28.640 --> 00:13:31.080]  慢慢去想一下怎樣去知道
[00:13:31.080 --> 00:13:34.840]  我和我先生是怎樣知道的呢
[00:13:34.840 --> 00:13:38.320]  因為年紀慢慢長大了
[00:13:38.320 --> 00:13:41.640]  我自己也年紀慢慢長大了
[00:13:41.640 --> 00:13:43.720]  所以有很多時候
[00:13:43.720 --> 00:13:47.600]  我會在腦海之中
[00:13:47.600 --> 00:13:50.800]  我想的東西和我講的東西
[00:13:50.800 --> 00:13:53.000]  那個速度不同
[00:13:53.000 --> 00:13:57.000]  我不知道你有沒有發覺
[00:13:57.000 --> 00:13:58.960]  比較年長的人
[00:13:58.960 --> 00:14:00.680]  所以當你想的時候
[00:14:00.680 --> 00:14:03.120]  和你講的那個速度不同的時候
[00:14:03.120 --> 00:14:07.080]  你就會有一個大名詞
[00:14:07.080 --> 00:14:08.040]  是不是
[00:14:08.040 --> 00:14:10.560]  那個大名詞是什麼
[00:14:10.560 --> 00:14:14.640]  就是那個
[00:14:14.640 --> 00:14:19.960]  那個就是那個
[00:14:19.960 --> 00:14:21.600]  你明白嗎
[00:14:21.600 --> 00:14:25.720]  我特別是見到哪一個人
[00:14:25.720 --> 00:14:28.520]  我每次都見到那個人
[00:14:28.520 --> 00:14:32.240]  我未必能夠記得他的名字的時候
[00:14:32.240 --> 00:14:36.920]  我就會用一個大名詞
[00:14:36.920 --> 00:14:40.720]  但是那個呢 我和我兒子都是這樣的
[00:14:40.720 --> 00:14:42.360]  大名詞就是「屈」
[00:14:42.360 --> 00:14:43.600]  等於什麼
[00:14:43.600 --> 00:14:44.760]  我現在發覺
[00:14:44.760 --> 00:14:47.880]  原來我越來越多的填充題
[00:14:47.880 --> 00:14:49.480]  是不是叫填充
[00:14:49.480 --> 00:14:52.440]  Fill in the blank
[00:14:52.440 --> 00:14:55.880]  給我先生去Fill in
[00:14:55.880 --> 00:14:57.520]  他感覺到的
[00:14:57.520 --> 00:15:00.520]  因為我們一起生活很久
[00:15:00.520 --> 00:15:03.160]  他知道
[00:15:03.160 --> 00:15:09.360]  他知道我心裏面所想講的是什麼
[00:15:09.360 --> 00:15:10.560]  這個
[00:15:10.560 --> 00:15:12.480]  我說世界上唯一最好的
[00:15:12.480 --> 00:15:14.920]  他昨天跟我問我一個問題
[00:15:14.920 --> 00:15:17.520]  他說 為什麼他好呢
[00:15:17.520 --> 00:15:18.720]  其中一種
[00:15:18.720 --> 00:15:24.720]  他懂得幫我把衣服放洗衣機洗衣服
[00:15:24.720 --> 00:15:26.680]  當我要他洗的時候
[00:15:26.680 --> 00:15:32.240]  他想把他兒子的運動服放進去
[00:15:32.240 --> 00:15:33.960]  他一時之間
[00:15:33.960 --> 00:15:36.960]  說不到那樣東西
[00:15:36.960 --> 00:15:39.600]  他說 你知不知道那個
[00:15:39.600 --> 00:15:41.000]  都是那個大名詞
[00:15:41.000 --> 00:15:42.520]  那個在哪裏呢
[00:15:42.520 --> 00:15:47.280]  我說 那個已經在那個框裏面了
[00:15:47.280 --> 00:15:49.040]  他馬上轉回問我
[00:15:49.040 --> 00:15:50.880]  你怎麼知道我要講的那個
[00:15:50.880 --> 00:15:53.600]  那個是什麼呢
[00:15:53.600 --> 00:15:54.880]  弟兄姊妹
[00:15:54.880 --> 00:15:59.080]  那個是因為他認識知道你
[00:15:59.080 --> 00:16:01.000]  你一起生活之後
[00:16:01.000 --> 00:16:02.560]  你可以知道
[00:16:02.560 --> 00:16:08.600]  他不單止可以知道我心裏面所想的什麼
[00:16:08.600 --> 00:16:11.840]  他甚至乎可以幫我去翻譯
[00:16:11.840 --> 00:16:13.560]  我講普通話的
[00:16:13.560 --> 00:16:17.720]  他可以幫我用普通話去翻譯普通話
[00:16:17.720 --> 00:16:21.040]  等於就是我有很多時候我想講的東西
[00:16:21.040 --> 00:16:22.560]  不是很明白
[00:16:22.560 --> 00:16:23.640]  聽的也不是很明白
[00:16:23.640 --> 00:16:25.000]  好像今天Felix
[00:16:25.000 --> 00:16:27.120]  我想 哎呀 真是白勞失費
[00:16:27.120 --> 00:16:28.760]  好簡單的一件事
[00:16:28.760 --> 00:16:30.480]  Felix為什麼不明白
[00:16:30.480 --> 00:16:31.920]  就是我剛才問你
[00:16:31.920 --> 00:16:36.880]  我可以講到幾點完
[00:16:36.880 --> 00:16:38.680]  就是我表達得
[00:16:38.680 --> 00:16:41.880]  我不能夠去表達我想講的那樣東西
[00:16:41.880 --> 00:16:43.680]  但我那個 最好的那個
[00:16:43.680 --> 00:16:44.880]  他知道我
[00:16:44.880 --> 00:16:50.360]  他可以幫我去表達更加清楚
[00:16:50.360 --> 00:16:52.920]  耶穌和父的關係
[00:16:52.920 --> 00:16:55.560]  就是因為祂知道神
[00:16:55.560 --> 00:16:58.800]  而祂可以很清楚明白
[00:16:58.800 --> 00:17:01.600]  可以表達 啟示到
[00:17:01.600 --> 00:17:05.640]  神 天 父的那個三面
[00:17:05.640 --> 00:17:08.120]  《約翰福音》其實
[00:17:08.120 --> 00:17:11.800]  如果我們即時上去看《約翰福音》的時候
[00:17:11.800 --> 00:17:16.440]  我們就可以明白這個父和子的那個關係
[00:17:16.440 --> 00:17:19.920]  這個三一神的那個關係很密切的一個關係
[00:17:19.920 --> 00:17:22.800]  因為聖經跟我們講
[00:17:22.800 --> 00:17:25.120]  「我與父然為一」
[00:17:25.120 --> 00:17:27.280]  這個父子的關係
[00:17:27.280 --> 00:17:29.280]  是因為他有同一個性質
[00:17:29.280 --> 00:17:30.440]  同一個點
[00:17:30.440 --> 00:17:33.880]  所以我們可以看到《約翰福音》三章三十五節
[00:17:33.880 --> 00:17:37.760]  他說「父愛子 以將盟友交在他手裡」
[00:17:37.760 --> 00:17:39.920]  所以等於就是我們剛才
[00:17:39.920 --> 00:17:41.720]  《路加福音》十章二十二節
[00:17:41.720 --> 00:17:47.520]  他說「一切所有的都是我父交付我的」
[00:17:47.520 --> 00:17:49.440]  《約翰福音》十三章三節
[00:17:49.440 --> 00:17:53.120]  「耶穌知道父已將盟友交在他手裡
[00:17:53.120 --> 00:17:56.640]  且知道自己是從上帝出來的
[00:17:56.640 --> 00:17:59.120]  又要歸到上帝那裡去」
[00:17:59.120 --> 00:18:01.520]  所以都是這一段經文所指的
[00:18:01.520 --> 00:18:06.720]  「除了子和子所願意啟示的
[00:18:06.720 --> 00:18:09.920]  沒有人能夠知道父」
[00:18:09.920 --> 00:18:14.640]  耶穌將父的三一向我們顯明
[00:18:14.640 --> 00:18:16.800]  父的三一是什麼?
[00:18:16.800 --> 00:18:22.880]  父的三一就是要我們有這個救恩、這個救贖
[00:18:22.880 --> 00:18:24.800]  耶穌跟父的關係
[00:18:24.800 --> 00:18:29.760]  因為耶穌他接受了父親的這個使命
[00:18:29.760 --> 00:18:34.160]  他們之間有一個很清楚的同意
[00:18:34.160 --> 00:18:38.640]  他們彼此有一個認同
[00:18:38.640 --> 00:18:44.000]  那個知道也是一個和諧的那個關係
[00:18:44.000 --> 00:18:48.400]  耶穌他為了自己能夠知道父親的三一
[00:18:48.400 --> 00:18:51.840]  他心內歡樂
[00:18:51.840 --> 00:18:57.200]  我們明不明白我們的父的三一?
[00:18:57.200 --> 00:18:59.680]  最近要上課了
[00:18:59.680 --> 00:19:01.040]  所以我拼命在家裡
[00:19:01.040 --> 00:19:03.600]  我不知道Joey在家裡看
[00:19:03.600 --> 00:19:06.560]  看了三次都看不明白
[00:19:06.560 --> 00:19:09.200]  其中我明白一件事
[00:19:09.200 --> 00:19:14.240]  他說你要苦修
[00:19:14.240 --> 00:19:20.560]  原來靈修生活也是苦修來的
[00:19:20.560 --> 00:19:24.880]  原來當我們去明白神的時候
[00:19:24.880 --> 00:19:27.520]  我們做很多事工
[00:19:27.520 --> 00:19:31.280]  但是我們用很少的時間去靈修
[00:19:31.280 --> 00:19:33.520]  我們可以用兩個小時、三個小時
[00:19:33.520 --> 00:19:36.800]  我們知道敬畢、贊美、斯賓小組
[00:19:36.800 --> 00:19:40.160]  你們用了很多小時去練習
[00:19:40.160 --> 00:19:44.800]  那你有沒有用同樣這麼長的時間
[00:19:44.800 --> 00:19:55.920]  來到神的面前靈修、體會神的生意?
[00:19:55.920 --> 00:20:01.040]  耶穌將天父啟示給我們認識
[00:20:01.040 --> 00:20:04.080]  因為祂知道神是誰
[00:20:04.080 --> 00:20:06.880]  我們說耶穌住在我們心裡面
[00:20:06.880 --> 00:20:11.600]  我在耶穌內 耶穌在我內
[00:20:11.600 --> 00:20:15.680]  我們的生活是不是也用這個知道神的心
[00:20:15.680 --> 00:20:19.920]  來活著出來呢?
[00:20:19.920 --> 00:20:24.800]  耶穌為了人們相信而歡樂
[00:20:24.800 --> 00:20:29.920]  耶穌也為了祂知道父的生意而快樂
[00:20:29.920 --> 00:20:31.760]  第三方面
[00:20:31.760 --> 00:20:39.600]  耶穌為了門徒能看見而快樂
[00:20:39.600 --> 00:20:43.120]  這兩節經文我們一起來讀
[00:20:43.120 --> 00:20:46.800]  耶穌轉生暗暗的對門徒說
[00:20:46.800 --> 00:20:49.360]  看見你們所看見的
[00:20:49.360 --> 00:20:51.840]  那眼睛就要覆了
[00:20:51.840 --> 00:20:53.360]  我告訴你們
