
[00:00:00.000 --> 00:00:05.500]  願我們都一齊有一個禱告開始
[00:02:07.760 --> 00:02:10.360]  其實這段經文的上文
[00:02:10.360 --> 00:02:12.520]  即是十一章的一至四節
[00:02:12.520 --> 00:02:15.640]  同樣是記載了主禱文
[00:02:15.640 --> 00:02:19.740]  耶穌教完門徒祈禱的內容之後
[00:02:19.740 --> 00:02:24.520]  接著在五至十三節的這一段
[00:02:24.520 --> 00:02:27.960]  用兩個比喻告訴門徒
[00:02:27.960 --> 00:02:31.760]  應該用什麼心態來祈禱
[00:02:31.760 --> 00:02:34.000]  我們先看第一個比喻
[00:02:34.000 --> 00:02:40.000]  我請大家一起讀出第五至七節
[00:02:40.000 --> 00:02:42.000]  一 二 三
[00:02:42.000 --> 00:02:44.500]  要明白這個比喻
[00:02:44.500 --> 00:02:47.960]  其實我們要知道多一些背景
[00:02:47.960 --> 00:02:53.200]  這件事應該是發生在一個農村的小鎮裏面
[00:02:53.200 --> 00:02:55.960]  故事發生在半夜
[00:02:55.960 --> 00:02:59.680]  有一個人三更半夜去找另一個人
[00:02:59.680 --> 00:03:03.160]  向他求他給他三個餅
[00:03:03.160 --> 00:03:06.520]  在第五節你可以從稱呼那裏
[00:03:06.520 --> 00:03:10.280]  知道這兩個人的關係是朋友
[00:03:10.280 --> 00:03:14.040]  不過更加有可能他們是鄰居
[00:03:14.040 --> 00:03:20.160]  第六節那裏說這個人因為有貧致遠方來
[00:03:20.160 --> 00:03:22.880]  但他家裏沒有食物招呼他
[00:03:22.880 --> 00:03:26.240]  於是就去問人借糧
[00:03:26.240 --> 00:03:30.560]  你知道當時的社會一定不像今天的香港
[00:03:30.560 --> 00:03:34.520]  到處都有二十四小時開放的便利店
[00:03:34.520 --> 00:03:40.520]  半夜三更其實都不容易找到食物去招呼客人
[00:03:40.520 --> 00:03:45.840]  所以唯有向附近相熟的鄰居去借
[00:03:45.840 --> 00:03:51.160]  猶太人是一個很重視接待客人的民族
[00:03:51.160 --> 00:03:55.760]  在《聖經創世紀》裏曾經說過阿伯拉罕是接待客人
[00:03:55.760 --> 00:03:58.280]  這成為他們的典範
[00:03:58.280 --> 00:04:01.160]  所以猶太人一般都是很好客的
[00:04:01.160 --> 00:04:02.920]  他們會盡力接待
[00:04:02.920 --> 00:04:07.720]  有人來到他們家裏的時候他們不會推卻
[00:04:07.720 --> 00:04:13.800]  所以這個沒有糧食的人就去問鄰居借餅
[00:04:13.800 --> 00:04:16.920]  對於這個借餅的請求
[00:04:16.920 --> 00:04:21.240]  那個被求的人的反應不是那麼正面
[00:04:21.240 --> 00:04:25.200]  因為第七節那裏說他連稱呼都沒有說
[00:04:25.200 --> 00:04:26.920]  都沒有說朋友
[00:04:26.920 --> 00:04:29.640]  直接就說不要打擾我
[00:04:29.640 --> 00:04:32.440]  即時say no
[00:04:32.440 --> 00:04:34.120]  他的原因是什麼呢
[00:04:34.120 --> 00:04:36.960]  原因是門已經關了
[00:04:36.960 --> 00:04:39.960]  而他的孩子也在他的床上
[00:04:39.960 --> 00:04:42.920]  即是說小孩子睡了
[00:04:42.920 --> 00:04:46.960]  當時農民住的屋其實很小
[00:04:46.960 --> 00:04:54.320]  晚上一家人一般睡在地上的一張席當作床
[00:04:54.320 --> 00:04:57.360]  要知道當時的門
[00:04:57.360 --> 00:05:01.080]  其實不是我們今天開關的那麼方便
[00:05:01.080 --> 00:05:06.080]  通常都會有一條木造或者鐵造的棍
[00:05:06.080 --> 00:05:08.040]  作為一個門衫
[00:05:08.040 --> 00:05:10.480]  就要穿進去門環上面
[00:05:10.480 --> 00:05:12.560]  然後將門鎖緊
[00:05:12.560 --> 00:05:15.280]  所以你知道如果要開門
[00:05:15.280 --> 00:05:17.560]  都有一些勞師動眾
[00:05:17.560 --> 00:05:23.400]  一定會騷擾到睡著覺的家人
[00:05:23.400 --> 00:05:24.960]  如果你照顧過小孩子
[00:05:24.960 --> 00:05:30.000]  你也知道哄小孩子睡覺其實一點都不容易
[00:05:30.000 --> 00:05:32.520]  那麼不容易哄著他睡覺
[00:05:32.520 --> 00:05:35.280]  當然不想弄醒他們
[00:05:35.280 --> 00:05:37.560]  所以這個人就因為這個原因
[00:05:37.560 --> 00:05:43.240]  拒絕了鄰居對他的請求
[00:05:43.240 --> 00:05:45.840]  不過我們再看第八節
[00:05:45.840 --> 00:05:49.440]  第八節耶穌告訴門徒
[00:05:49.440 --> 00:05:54.200]  「雖不因他是朋友起來給他
[00:05:54.200 --> 00:05:57.640]  也會因他不顧面子地直求
[00:05:57.640 --> 00:06:01.640]  起來照他所需要的給他」
[00:06:01.640 --> 00:06:05.600]  原來這個人最後是出手相助的
[00:06:05.600 --> 00:06:07.920]  原因何在呢?
[00:06:07.920 --> 00:06:10.360]  要明白這一節的聖經
[00:06:10.360 --> 00:06:12.920]  有一個很關鍵的詞
[00:06:12.920 --> 00:06:16.960]  就是「不顧面子地」這個副詞
[00:06:16.960 --> 00:06:22.440]  「不顧面子地」代表求的人很狠切
[00:06:22.440 --> 00:06:24.040]  他不怕醜地去求
[00:06:24.040 --> 00:06:26.840]  連面子都不要地去求
[00:06:26.840 --> 00:06:31.600]  其實面子對於當時的人來說是非常重要的
[00:06:31.600 --> 00:06:35.320]  當時的社會有一種叫榮辱的文化
[00:06:35.320 --> 00:06:38.360]  即是說人很緊張自己的名字
[00:06:38.360 --> 00:06:44.240]  很緊張自己能否在人群之中得到尊重、得到尊榮
[00:06:44.240 --> 00:06:49.720]  所以這個朋友連自己的面子都不顧去求他
[00:06:49.720 --> 00:06:55.200]  他那麼有誠意、那麼狠切的態度
[00:06:55.200 --> 00:06:57.520]  就感動了他
[00:06:57.520 --> 00:07:01.000]  於是這個本來不想給的人
[00:07:01.000 --> 00:07:03.360]  最後答應了他的要求
[00:07:03.360 --> 00:07:07.240]  就按他的需要將餅給他
[00:07:07.240 --> 00:07:10.800]  不過我想你也看看另一個聖經的版本
[00:07:10.800 --> 00:07:13.000]  就是《新漢語》的譯本
[00:07:13.000 --> 00:07:16.080]  你會發覺在這個版本裡
[00:07:16.080 --> 00:07:20.080]  這個副詞有另一個解釋
[00:07:20.080 --> 00:07:25.160]  因為這個解釋令這個比喻的意思會有些不同
[00:07:25.160 --> 00:07:31.560]  我們一起看看你程序表的下面這個漢語新譯本的版本
[00:07:31.560 --> 00:07:33.240]  我們一起讀出
[00:07:33.240 --> 00:07:34.800]  1、2、3
[00:07:34.800 --> 00:07:36.480]  「我告訴你們
[00:07:36.480 --> 00:07:41.120]  乃人即使不念朋友之情而起來拿給他
[00:07:41.120 --> 00:07:44.320]  也會因為不想丟臉而起來
[00:07:44.320 --> 00:07:48.000]  把他所需要的東西拿給他」
[00:07:48.000 --> 00:07:54.520]  在這裡「不顧面子地」就譯成「不想丟臉」
[00:07:54.520 --> 00:07:58.480]  而所說的不是去求幫助的那位
[00:07:58.480 --> 00:08:01.600]  而是去施予的那位
[00:08:01.600 --> 00:08:04.520]  他為了自己的面子
[00:08:04.520 --> 00:08:08.200]  不想別人說他為何不幫人
[00:08:08.200 --> 00:08:14.240]  才迫不得已地將這個餅給門外的朋友
[00:08:14.240 --> 00:08:18.320]  其實他是不情願地去做的
[00:08:18.320 --> 00:08:22.680]  這個解釋究竟耶穌想說些什麼呢?
[00:08:22.680 --> 00:08:29.120]  難道上帝就像施予者般不情願地聽我們祈禱?
[00:08:29.120 --> 00:08:31.160]  當然不是
[00:08:31.160 --> 00:08:37.520]  這個不想丟臉的鄰舍並不是去比喻上帝
[00:08:37.520 --> 00:08:40.120]  其實他的意思是
[00:08:40.120 --> 00:08:45.360]  連一個這麼不主動、這麼不想去幫人的鄰舍
[00:08:45.360 --> 00:08:50.520]  都因為不想丟臉而去答應朋友的請求
[00:08:50.520 --> 00:08:54.400]  更何況是我們的天父呢?
[00:08:54.400 --> 00:08:59.400]  他豈不是要幫助向祂求告的人呢?
[00:08:59.400 --> 00:09:06.320]  意思是天父必然會回應祂的兒女向祂的呼求
[00:09:06.320 --> 00:09:09.400]  究竟兩個聖經的版本這麼不同
[00:09:09.400 --> 00:09:13.040]  兩個譯本 哪個比較準確呢?
[00:09:13.040 --> 00:09:16.160]  如果從《釋經》的研究來說
[00:09:16.160 --> 00:09:19.760]  其實兩個解釋都有支持者
[00:09:19.760 --> 00:09:22.680]  不過從應用的角度來說
[00:09:22.680 --> 00:09:27.360]  我相信這兩個解釋都有我們學習的地方
[00:09:27.360 --> 00:09:33.560]  首先比喻裡面求的人不顧面子地去求
[00:09:33.560 --> 00:09:37.720]  其實是展現一種很謙卑的態度
[00:09:37.720 --> 00:09:40.040]  他自己沒有能力去做到
[00:09:40.040 --> 00:09:42.760]  於是他就去求
[00:09:42.760 --> 00:09:48.160]  這是一個我們可以學習的禱告態度
[00:09:48.160 --> 00:09:51.280]  就是我們去承認自己是軟弱
[00:09:51.280 --> 00:09:53.400]  我們是不行的
[00:09:53.400 --> 00:09:54.920]  不過另一方面
[00:09:54.920 --> 00:10:00.320]  我們同樣要認定我們呼求的對象是上帝
[00:10:00.320 --> 00:10:03.960]  祂是很願意去聆聽我們的需要
[00:10:03.960 --> 00:10:05.840]  幫助我們
[00:10:05.840 --> 00:10:11.280]  神的恩慈信實其實是我們禱告的動力
[00:10:11.280 --> 00:10:14.560]  不是因為我們很努力地去求
[00:10:14.560 --> 00:10:17.560]  所以禱告會成就
[00:10:17.560 --> 00:10:20.720]  而是因為我們軟弱無力的時候
[00:10:20.720 --> 00:10:25.720]  這個恩慈的主願意去幫助我們
[00:10:25.720 --> 00:10:28.200]  所以無論哪一個解釋
[00:10:28.200 --> 00:10:34.520]  這個比喻都是鼓勵我們去求、去祈禱
[00:10:34.520 --> 00:10:38.840]  在基督教的教會歷史的早期
[00:10:38.840 --> 00:10:43.320]  有一個很偉大的教父叫做奧古斯丁
[00:10:43.320 --> 00:10:45.640]  可能你都聽過他的名字
[00:10:45.640 --> 00:10:49.280]  但你認不認識他的媽媽呢?
[00:10:49.280 --> 00:10:54.240]  奧古斯丁有一本很影響心軟的著作
[00:10:54.240 --> 00:10:56.800]  叫做《懺悔錄》
[00:10:56.800 --> 00:11:02.800]  他的媽媽Monica其實是一個敬虔的基督徒
[00:11:02.800 --> 00:11:09.560]  她曾經為了這個兒子流淚禱告31年
[00:11:09.560 --> 00:11:13.440]  奧古斯丁小時候已經認識了神
[00:11:13.440 --> 00:11:16.720]  不過在青少年期的時候就反叛
[00:11:16.720 --> 00:11:18.080]  離開信仰
[00:11:18.080 --> 00:11:23.800]  可能都是我們當中一些父母的難處
[00:11:23.800 --> 00:11:29.120]  尤其在他去到北非的學院讀書的時候
[00:11:29.120 --> 00:11:34.520]  他就更加沉醉於滿足自己一些肉體的慾望
[00:11:34.520 --> 00:11:39.680]  他也用宗教和其他的宗教哲學
[00:11:39.680 --> 00:11:42.240]  來尋找生命的意義
[00:11:42.240 --> 00:11:44.360]  後來更加誤入歧途
[00:11:44.360 --> 00:11:47.280]  信了一個叫做摩尼教
[00:11:47.280 --> 00:11:50.760]  看到兒子越來越離開神
[00:11:50.760 --> 00:11:53.360]  Monica很心碎
[00:11:53.360 --> 00:11:55.880]  但她沒有灰心放棄
[00:11:55.880 --> 00:11:59.720]  她繼續行切地為這個兒子來代禱
[00:11:59.720 --> 00:12:01.360]  她禁食
[00:12:01.360 --> 00:12:06.080]  她晝夜流淚地為這個兒子來呼求上帝
[00:12:06.080 --> 00:12:10.960]  結果奧古斯丁在32歲的時候悔改歸正
[00:12:10.960 --> 00:12:14.920]  在33歲的時候去接受洗禮
[00:12:14.920 --> 00:12:17.880]  在她這本著作《懺悔錄》之中
[00:12:17.880 --> 00:12:19.920]  她曾經這樣說
[00:12:19.920 --> 00:12:25.240]  當她在自己的錯誤、黑暗之中打滾的時候
[00:12:25.240 --> 00:12:28.760]  她知道錯 但她沒有力氣回頭
[00:12:28.760 --> 00:12:32.480]  不過她這個敬虔的母親
[00:12:32.480 --> 00:12:36.200]  就在禱告裡面仍然帶著希望的
[00:12:36.200 --> 00:12:40.280]  向上帝來痛哭哀嚎
[00:12:40.280 --> 00:12:45.960]  而她的禱告就直達到天父的面前
[00:12:45.960 --> 00:12:51.800]  今天你有沒有一些灰心喪志的事情呢?
[00:12:51.800 --> 00:12:53.800]  是自己的事?
[00:12:53.800 --> 00:12:57.320]  還是兒女、家人呢?
[00:12:57.320 --> 00:12:59.000]  為教會?
[00:12:59.000 --> 00:13:01.400]  還是為社會?
[00:13:01.400 --> 00:13:03.480]  耶穌藉著這個比喻
[00:13:03.480 --> 00:13:09.960]  叫我們去認定神是很願意聆聽我們呼求的那一位
[00:13:09.960 --> 00:13:12.480]  祂願意去幫助我們
[00:13:12.480 --> 00:13:14.840]  並且鼓勵我們不要灰心
[00:13:14.840 --> 00:13:20.240]  要繼續恆切地、謙卑地去祈禱
[00:13:20.240 --> 00:13:23.920]  接著在第九至第十節
[00:13:23.920 --> 00:13:30.720]  耶穌有一個大應許性的教導
[00:13:30.720 --> 00:13:34.200]  我們一起去讀第九至第十節
[00:13:34.200 --> 00:13:35.800]  1、2、3
[00:13:35.800 --> 00:13:41.880]  「我又告訴你們 祈求就給你們 尋找就找到
[00:13:41.880 --> 00:13:44.520]  叩門就給你們開門
[00:13:44.520 --> 00:13:52.920]  因為凡尋求的就找到 叩門的就給他開門」
[00:13:52.920 --> 00:13:56.280]  第九節有三個動詞
[00:13:56.280 --> 00:13:59.640]  祈求、尋找、叩門
[00:13:59.640 --> 00:14:03.440]  我之前在外面讀過一個英文的茶經班
[00:14:03.440 --> 00:14:07.080]  可能有些大英姐妹也有參加 叫做Bible Study Fellowship
[00:14:07.080 --> 00:14:11.200]  每次的聚會都有一段互相代討的時間
[00:14:11.200 --> 00:14:16.240]  他就拿了這三個字的英文第一個字母
[00:14:16.240 --> 00:14:19.280]  Ask、Seek、Knock
[00:14:19.280 --> 00:14:21.440]  ASK這三個字
[00:14:21.440 --> 00:14:24.760]  成為代討環節的名稱
[00:14:24.760 --> 00:14:28.080]  這三個字其實意思都相近
[00:14:28.080 --> 00:14:31.560]  祈求就是向神去請求
[00:14:31.560 --> 00:14:34.760]  尋找其實對象也是神
[00:14:34.760 --> 00:14:39.840]  在舊約往往是指我們要悔改、回轉
[00:14:39.840 --> 00:14:42.720]  回到神那裡
[00:14:42.720 --> 00:14:44.320]  至於叩門
[00:14:44.320 --> 00:14:47.960]  有請你讓我進入的意思
[00:14:47.960 --> 00:14:53.240]  有認為是指我們進入上帝的國度
[00:14:53.240 --> 00:14:55.920]  這裡用了三個不同的字
[00:14:55.920 --> 00:14:59.360]  其實都是叫我們去祈禱
[00:14:59.360 --> 00:15:01.640]  其實我們都很喜歡這句經文
[00:15:01.640 --> 00:15:04.640]  或者是你識背的金句
[00:15:04.640 --> 00:15:07.360]  我們會以為這句金句告訴我們
[00:15:07.360 --> 00:15:10.040]  你祈禱吧 一定可以的
[00:15:10.040 --> 00:15:17.440]  誤把這句經文看成有求必應的定律
[00:15:17.440 --> 00:15:21.600]  如果我們重點放在「就給」這兩個字
[00:15:21.600 --> 00:15:24.280]  我們就有這個錯覺了
[00:15:24.280 --> 00:15:30.440]  我們以為神一定會按照我們的心意來成就祈禱
[00:15:30.440 --> 00:15:32.040]  於是我們就很緊張
[00:15:32.040 --> 00:15:37.480]  我們的祈禱究竟靈不靈 行不行
[00:15:37.480 --> 00:15:39.160]  但是這樣的話
[00:15:39.160 --> 00:15:42.880]  其實我們把焦點放錯了
[00:15:42.880 --> 00:15:44.080]  因為這樣的話
[00:15:44.080 --> 00:15:47.880]  我們所信的其實不是上帝
[00:15:47.880 --> 00:15:52.240]  我們所信的是祈禱的結果
[00:15:52.240 --> 00:15:55.560]  這裡的意思不是這樣的
[00:15:55.560 --> 00:15:58.840]  楊錫昌牧師在他的一本著作
[00:15:58.840 --> 00:16:02.960]  《回歸聖賢之呼喚》裡這樣說
[00:16:02.960 --> 00:16:07.600]  他說這裡的重點其實就是
[00:16:07.600 --> 00:16:11.480]  ASK 剛才所說的那三個字
[00:16:11.480 --> 00:16:14.920]  就是說耶穌用了三個不同的字
[00:16:14.920 --> 00:16:19.640]  代表三個不同的方式來叫我們祈禱
[00:16:19.640 --> 00:16:22.960]  意思就是說我們去祈禱就可以了
[00:16:22.960 --> 00:16:24.760]  不管你用什麼方式
[00:16:24.760 --> 00:16:28.760]  你總之就是要向神祈禱
[00:16:28.760 --> 00:16:32.920]  第十節其實是第九節的重複
[00:16:32.920 --> 00:16:36.040]  不過這裡多了一個「凡」字
[00:16:36.040 --> 00:16:37.400]  「凡」是指什麼呢?
[00:16:37.400 --> 00:16:39.440]  就是指任何人
[00:16:39.440 --> 00:16:41.560]  無論你是哪一個
[00:16:41.560 --> 00:16:44.520]  總之你都要祈禱
[00:16:44.520 --> 00:16:46.560]  有時候我們做傳達人
[00:16:46.560 --> 00:16:48.840]  跟弟兄姊妹出去吃飯
[00:16:48.840 --> 00:16:51.760]  到飯前祈禱的時候
[00:16:51.760 --> 00:16:54.880]  弟兄姊妹通常看到有傳達人牧師在
[00:16:54.880 --> 00:16:58.920]  一定會說「不如傳達人牧師祈禱吧」
[00:16:58.920 --> 00:17:00.800]  其實這個也沒什麼不妥的
[00:17:00.800 --> 00:17:02.840]  我相信大家這樣做
[00:17:02.840 --> 00:17:07.040]  都是對傳達人牧師的一個尊重
[00:17:07.040 --> 00:17:11.080]  你不會覺得傳達人牧師祈禱之後
[00:17:11.080 --> 00:17:16.200]  那些飯會比較潔淨或者比較好吃
[00:17:16.200 --> 00:17:21.040]  不過有些人真的會帶著這樣的心態
[00:17:21.040 --> 00:17:25.880]  覺得找牧師祈禱會比較有效力
[00:17:25.880 --> 00:17:27.760]  會比較靈
[00:17:27.760 --> 00:17:30.400]  如果我能夠找到某某牧師
[00:17:30.400 --> 00:17:32.600]  為了這件事來祈禱
[00:17:32.600 --> 00:17:36.560]  神應該聽的機會就會大一點
[00:17:36.560 --> 00:17:37.640]  如果這樣
[00:17:37.640 --> 00:17:41.000]  你不就是說牧師有些特殊的法力
[00:17:41.000 --> 00:17:42.760]  變成了一個法師
[00:17:42.760 --> 00:17:44.720]  那是錯的
[00:17:44.720 --> 00:17:48.720]  這裡說到 人人都可以祈禱
[00:17:48.720 --> 00:17:53.440]  因為凡是祈禱的 神都會聽
[00:17:53.440 --> 00:17:54.600]  既然是這樣
[00:17:54.600 --> 00:17:59.440]  那究竟什麼叫做「神聽禱告」呢?
[00:17:59.440 --> 00:18:02.360]  既然禱告不在乎方式
[00:18:02.360 --> 00:18:04.760]  也不在乎誰去祈禱
[00:18:04.760 --> 00:18:07.880]  究竟禱告在乎什麼呢?
[00:18:07.880 --> 00:18:11.240]  如果我們要明白第九至第十節
[00:18:11.240 --> 00:18:16.280]  我們一定要連接後面第十一至第十三節
[00:18:16.280 --> 00:18:19.000]  一起來看
[00:18:19.000 --> 00:18:23.680]  在這裡第十一至第十二節
[00:18:23.680 --> 00:18:28.240]  耶穌是用另一個比喻來教導門徒祈禱
[00:18:28.240 --> 00:18:33.280]  請大家幫我先讀第十一至第十二節
[00:18:33.280 --> 00:18:45.400]  一二三
[00:18:45.400 --> 00:18:52.040]  剛才那個比喻所說的是論舍的關係
[00:18:52.040 --> 00:18:56.040]  而這裡第十一至第十二節所說的比喻
[00:18:56.040 --> 00:18:59.720]  就是用父子的關係為基礎
[00:18:59.720 --> 00:19:05.320]  父和兒子當然是一個更加親密的關係
[00:19:05.320 --> 00:19:11.960]  父親對自己的兒女有一份無條件付出的愛
[00:19:11.960 --> 00:19:14.560]  前兩個星期是父親節
[00:19:14.560 --> 00:19:18.680]  我在電視新聞上看到
[00:19:18.680 --> 00:19:22.440]  有一個記者訪問父親
[00:19:22.440 --> 00:19:25.120]  問他如何慶祝父親節
[00:19:25.120 --> 00:19:29.240]  其中有一個父親的回答我挺深刻的
[00:19:29.240 --> 00:19:36.440]  他帶著幾歲大的小孩
[00:19:36.440 --> 00:19:42.640]  去賣小孩玩具的玩具店
[00:19:42.640 --> 00:19:45.680]  讓小孩選擇想要的玩具
[00:19:45.680 --> 00:19:46.760]  然後他付錢
[00:19:46.760 --> 00:19:50.000]  他是這樣慶祝父親節的
[00:19:50.000 --> 00:19:53.760]  他說因為他看到小孩開心
[00:19:53.760 --> 00:19:55.360]  他就開心了
[00:19:55.360 --> 00:20:03.280]  這就是父親對自己的兒女那份愛的關係
[00:20:03.280 --> 00:20:04.520]  在第十一節
[00:20:04.520 --> 00:20:08.280]  耶穌用一個反問句來問門徒
[00:20:08.280 --> 00:20:10.520]  他說有哪個父親
[00:20:10.520 --> 00:20:13.600]  如果你的兒子向你求魚
[00:20:13.600 --> 00:20:16.360]  你會將蛇給他
[00:20:16.360 --> 00:20:17.520]  而第十二節
[00:20:17.520 --> 00:20:18.760]  求雞蛋
[00:20:18.760 --> 00:20:22.280]  你會將蠍子給他
[00:20:22.280 --> 00:20:28.200]  其實魚和蛋都是好的糧食
[00:20:28.200 --> 00:20:29.880]  是對人有益的
[00:20:29.880 --> 00:20:33.400]  但蛇和蠍子就是有害的東西
[00:20:33.400 --> 00:20:38.320]  如果爸爸看到兒子附近有不好的東西
[00:20:38.320 --> 00:20:39.680]  可能有害的
[00:20:39.680 --> 00:20:42.520]  就馬上將他拿走
[00:20:42.520 --> 00:20:45.480]  希望兒子不要吃了
[00:20:45.480 --> 00:20:47.040]  不要受傷害
[00:20:47.040 --> 00:20:52.000]  特別是經歷過小孩碎舌出牙的時候
[00:20:52.000 --> 00:20:54.760]  看到什麼都會放進口裡
[00:20:54.760 --> 00:20:58.200]  做父母就更加緊張
[00:20:58.200 --> 00:21:01.440]  什麼都要拿走
[00:21:01.440 --> 00:21:04.760]  第一不要吃細菌令他生病
[00:21:04.760 --> 00:21:07.640]  第二不要吞掉不應該吃的東西
[00:21:07.640 --> 00:21:09.880]  就更加嚴重
[00:21:09.880 --> 00:21:13.080]  正常的父親一定不會
[00:21:13.080 --> 00:21:16.640]  當兒子向他求好東西的時候
[00:21:16.640 --> 00:21:19.680]  他會給他一些對他有害的東西
[00:21:19.680 --> 00:21:22.600]  就像蛇和蠍子一樣
[00:21:22.600 --> 00:21:27.280]  何況我們在天上的父親呢?
[00:21:27.280 --> 00:21:29.920]  第十三節這樣說
[00:21:29.920 --> 00:21:32.560]  「你們雖然不好
[00:21:32.560 --> 00:21:36.600]  尚且知道拿好東西給兒女
[00:21:36.600 --> 00:21:38.480]  何況天父
[00:21:38.480 --> 00:21:45.480]  他豈不更要把聖靈賜給求他的人嗎?
[00:21:45.480 --> 00:21:50.120]  地上的父親雖然很愛自己的兒子
[00:21:50.120 --> 00:21:53.120]  但有時也會有限制的
[00:21:53.120 --> 00:21:55.120]  但即使如此
[00:21:55.120 --> 00:21:58.400]  地上的父親也會盡他的能力
[00:21:58.400 --> 00:22:01.920]  把好的東西給自己的子女
[00:22:01.920 --> 00:22:04.640]  所以我們更加有信心
[00:22:04.640 --> 00:22:06.520]  我們天上的父親
[00:22:06.520 --> 00:22:10.120]  是不會把不好的東西給我們
[00:22:10.120 --> 00:22:13.960]  他給我們的一定是最好的東西
[00:22:13.960 --> 00:22:17.320]  那什麼是最好的東西呢?
[00:22:17.320 --> 00:22:19.640]  這節經文就告訴你
[00:22:19.640 --> 00:22:25.040]  好的東西不單止是地上的糧食
[00:22:25.040 --> 00:22:30.600]  也不單止是讓我們今生的需要得到滿足
[00:22:30.600 --> 00:22:32.680]  因為有時我們自己求
[00:22:32.680 --> 00:22:34.680]  我們以為我們需要的
[00:22:34.680 --> 00:22:38.520]  其實未必真的對我們好的
[00:22:38.520 --> 00:22:42.640]  上帝給我們的就是最好的
[00:22:42.640 --> 00:22:45.720]  在第十三節說到
[00:22:45.720 --> 00:22:48.720]  上帝賜給我們最好的東西
[00:22:48.720 --> 00:22:52.080]  其實是屬天的聖靈
[00:22:52.080 --> 00:22:54.680]  對比起地上的糧食
[00:22:54.680 --> 00:22:57.720]  聖靈就是我們的靈糧
[00:22:57.720 --> 00:23:00.920]  祂幫助我們去認識真理
[00:23:00.920 --> 00:23:04.920]  引導我們去緊緊的跟隨神
[00:23:04.920 --> 00:23:08.360]  祂讓我們去經歷神的同在
[00:23:08.360 --> 00:23:14.360]  讓我們在生命當中結出各樣美善的果子
[00:23:14.360 --> 00:23:22.400]  包括有平安、喜樂、仁愛、良善、信心、盼望等等
[00:23:22.400 --> 00:23:26.600]  祂不單止帶給我們心靈上的安慰
[00:23:26.600 --> 00:23:31.640]  祂也幫助我們戰勝撒旦的權勢
[00:23:31.640 --> 00:23:35.640]  剛剛在第十一和第十二節的比喻之中
[00:23:35.640 --> 00:23:43.120]  耶穌用蛇和蠍子來代表不好、對人有害的東西
[00:23:43.120 --> 00:23:48.280]  其實在路加福音第十章十八至十九節
[00:23:48.280 --> 00:23:54.920]  耶穌曾經用蛇和蠍子來對比喻撒旦的勢力
