
[00:00:00.000 --> 00:00:03.640]  開始尼西米的講道系列
[00:06:58.600 --> 00:07:00.360]  平安也給了你
[00:07:00.360 --> 00:07:03.080]  但是如果你只是想追求平安
[00:07:03.080 --> 00:07:05.320]  而不想聖潔的話
[00:07:05.320 --> 00:07:07.520]  你可能兩樣都得不到
[00:07:07.520 --> 00:07:10.240]  耶穌說「先求神的國和祂的義」
[00:07:10.240 --> 00:07:12.360]  這些東西也要給你
[00:07:12.360 --> 00:07:14.000]  其實你可以奉耶穌的名
[00:07:14.000 --> 00:07:17.840]  為你的婚姻、為你的生意、為你的事工、為你的健康
[00:07:17.840 --> 00:07:19.400]  向神求平安
[00:07:19.400 --> 00:07:22.000]  但只有當你願意做一件事
[00:07:22.000 --> 00:07:23.680]  是神要你做一件事
[00:07:23.680 --> 00:07:26.640]  去重建你生命的聖潔
[00:07:26.640 --> 00:07:30.640]  你才能夠享受得到這一份平安
[00:07:30.640 --> 00:07:34.680]  這一點在尼西米的禱告就看得很清楚
[00:07:34.680 --> 00:07:39.160]  聖經記載禱告不是為了要教你怎樣去說服神
[00:07:39.160 --> 00:07:43.520]  叫神給你一些你想要的東西
[00:07:43.520 --> 00:07:48.040]  記載禱告最主要的是表白祈禱那一位
[00:07:48.040 --> 00:07:50.040]  祂是神學思想
[00:07:50.040 --> 00:07:53.160]  所以當我教神學時經常鼓勵學生
[00:07:53.160 --> 00:07:55.880]  根據他們每個星期學到的神學
[00:07:55.880 --> 00:07:58.280]  寫一篇禱文
[00:07:58.280 --> 00:08:01.320]  作為介紹尼西米的開場白
[00:08:01.320 --> 00:08:03.320]  這篇禱文讓我們明白
[00:08:03.320 --> 00:08:06.080]  神為何選擇尼西米
[00:08:06.080 --> 00:08:08.960]  任何人能夠被神使用之前
[00:08:08.960 --> 00:08:13.480]  他必須花功夫在聖經的話語當中
[00:08:13.480 --> 00:08:16.400]  潔淨他的心思意念
[00:08:16.400 --> 00:08:18.840]  認識那位叫耶和華的
[00:08:18.840 --> 00:08:21.480]  是甚麼一位神
[00:08:21.480 --> 00:08:23.800]  神不是呼召每一個人做傳道人
[00:08:23.800 --> 00:08:25.960]  或者去做神學院的老師
[00:08:25.960 --> 00:08:31.320]  但是每一個基督徒都必須成為神學人
[00:08:31.320 --> 00:08:34.200]  尼西米不是教聖經為生的
[00:08:34.200 --> 00:08:38.040]  但是他有一個很穩固的神學基礎
[00:08:38.040 --> 00:08:39.320]  不同的職業
[00:08:39.320 --> 00:08:43.160]  其實都可以是神呼召你去的地方
[00:08:43.160 --> 00:08:45.520]  但是除非你有正確的神學認識
[00:08:45.520 --> 00:08:48.600]  不是就算你去到神要呼召你去的地方
[00:08:48.600 --> 00:08:53.000]  你都不能夠成為讓神使用的事工領袖
[00:08:53.000 --> 00:08:54.800]  有些人可能錯誤地認為
[00:08:54.800 --> 00:08:56.440]  神揀選尼西米
[00:08:56.440 --> 00:08:58.600]  原因是他身居高位
[00:08:58.600 --> 00:09:02.080]  所以他們以為人必須往上爬
[00:09:02.080 --> 00:09:05.920]  到達有權勢的位置就可以被神使用
[00:09:05.920 --> 00:09:09.880]  問題是當人一天掛著向上爬的時候
[00:09:09.880 --> 00:09:12.920]  從來沒有好好研究神的話語的時候
[00:09:12.920 --> 00:09:17.720]  就算神給他一個使命他都不明白神的意思是什麼
[00:09:17.720 --> 00:09:19.400]  另外一個失準
[00:09:19.400 --> 00:09:25.520]  就是將尼西米當作為一個領導學的個案研究
[00:09:25.520 --> 00:09:28.640]  這個研究尼西米的角度
[00:09:28.640 --> 00:09:31.840]  以前在80年代90年代上個世紀
[00:09:31.840 --> 00:09:35.000]  80年代90年代是特別流行的
[00:09:35.000 --> 00:09:39.440]  曾幾何時拿到十大商學院的MBA學位
[00:09:39.440 --> 00:09:42.560]  就是爬corporate ladder的必備
[00:09:42.560 --> 00:09:46.640]  所以教人跟風去講領導學
[00:09:46.640 --> 00:09:49.600]  甚至有像John Maxwell這些明星牧師
[00:09:49.600 --> 00:09:54.120]  就索性改行去做領導學顧問
[00:09:54.120 --> 00:09:57.160]  如果你想研究領導學
[00:09:57.160 --> 00:09:58.840]  我非常贊成
[00:09:58.840 --> 00:10:01.840]  招世超牧師在這個事工領袖學院
[00:10:01.840 --> 00:10:05.680]  提供一些非常優質的課程給你去
[00:10:05.680 --> 00:10:09.760]  某些學校給幾千元看一些影片的課程
[00:10:09.760 --> 00:10:11.800]  值得多、划算得多
[00:10:11.800 --> 00:10:13.760]  你說太嚴重了
[00:10:13.760 --> 00:10:17.280]  可以邀請Shirley Simo、Irene Simo
[00:10:17.280 --> 00:10:21.440]  去你的小組分享一下上招牧師那一課學到的心得
[00:10:21.440 --> 00:10:24.400]  我都保證你有些斬獲
[00:10:24.400 --> 00:10:26.200]  但是言歸正傳
[00:10:26.200 --> 00:10:32.200]  要勉強在一個主題是重建聖潔的神學歷史當中
[00:10:32.200 --> 00:10:35.480]  要發掘一些領袖學的智慧
[00:10:35.480 --> 00:10:37.880]  其實是有些本末倒置
[00:10:37.880 --> 00:10:41.960]  就好像有些人拿一些摩西飲食的法則
[00:10:41.960 --> 00:10:47.760]  要研究一些長壽食譜、減肥菜單、瘦身規條
[00:10:47.760 --> 00:10:50.800]  暢銷書可能買到幾本
[00:10:50.800 --> 00:10:54.720]  但是否合理就見仁見智了
[00:10:54.720 --> 00:10:58.480]  我當年看到這些基督教暢銷書的時候
[00:10:58.480 --> 00:11:00.280]  最令我費解的是
[00:11:00.280 --> 00:11:04.200]  要在聖經裡面找一個領導學的個案研究
[00:11:04.200 --> 00:11:07.000]  其實有些位置更高一些
[00:11:07.000 --> 00:11:10.560]  約瑟、彈爾尼
[00:11:10.560 --> 00:11:14.440]  何苦找一個酒吧老闆呢
[00:11:14.440 --> 00:11:20.120]  反而酒吧老闆其實都可以有些深度的神學認識
[00:11:20.120 --> 00:11:25.880]  李希米第一章描述的就是李希米的神學
[00:11:25.880 --> 00:11:27.440]  我把手機放在這裡
[00:11:27.440 --> 00:11:36.360]  第五節他稱呼耶和華為
[00:11:36.360 --> 00:11:39.240]  天上大而可畏的神
[00:11:39.240 --> 00:11:42.800]  向愛祢守祢誡命的人守約
[00:11:42.800 --> 00:11:45.360]  思慈愛的神
[00:11:45.360 --> 00:11:50.160]  這個稱呼其實就已經包含了兩個重要的神學觀念
[00:11:50.160 --> 00:11:52.200]  第一神是大而可畏的
[00:11:52.200 --> 00:11:53.080]  有多偉大
[00:11:53.080 --> 00:11:56.600]  偉大到地上也就是所有物質世界
[00:11:56.600 --> 00:11:59.200]  任何的東西是沒有辦法和神比的
[00:11:59.200 --> 00:12:02.080]  耶和華是諸天之上的主宰
[00:12:02.080 --> 00:12:03.480]  神是超然的
[00:12:03.480 --> 00:12:06.920]  超然的配得萬人敬畏
[00:12:06.920 --> 00:12:09.480]  但是同一時間第二個神學觀念
[00:12:09.480 --> 00:12:11.560]  神亦都是臨在的
[00:12:11.560 --> 00:12:12.960]  immanent presence
[00:12:12.960 --> 00:12:19.320]  神透過和人結納關係表達祂的良善和完美
[00:12:19.320 --> 00:12:21.880]  所以神對那些愛祂的人
[00:12:21.880 --> 00:12:23.600]  遵守祂誡命的人
[00:12:23.600 --> 00:12:26.480]  有無盡的信實和慈愛
[00:12:26.480 --> 00:12:27.840]  因為神的臨在
[00:12:27.840 --> 00:12:30.840]  所以人可以向祂禱告
[00:12:30.840 --> 00:12:33.440]  正如第六節李希米向神懇求
[00:12:33.440 --> 00:12:34.880]  願祢側眼看
[00:12:34.880 --> 00:12:38.400]  側耳聽祢僕人今日晝夜在祢面前
[00:12:38.400 --> 00:12:42.200]  為祢眾僕人以色列人的祈禱
[00:12:42.200 --> 00:12:45.920]  承認我們以色列人向祢所犯的罪
[00:12:45.920 --> 00:12:48.400]  我與我父家都犯了罪
[00:12:48.400 --> 00:12:51.400]  我們向祢所行的非常敗壞
[00:12:51.400 --> 00:12:53.040]  沒有遵守祢吩咐
[00:12:53.040 --> 00:12:57.120]  祢僕人摩西的誡命律例典章
[00:12:57.120 --> 00:13:01.360]  第六節可以找到的是第三個神學觀念
[00:13:01.360 --> 00:13:04.720]  神關心人的思想和願望
[00:13:04.720 --> 00:13:06.560]  神給人良知和意志
[00:13:06.560 --> 00:13:10.200]  知道對錯可以願望一些好的事
[00:13:10.200 --> 00:13:14.280]  當然人亦都會看望一些壞的事
[00:13:14.280 --> 00:13:16.000]  這就是我們的罪性
[00:13:16.000 --> 00:13:19.680]  而且壞的慾望會扭曲人的良知
[00:13:19.680 --> 00:13:22.920]  所以神又再通過摩西
[00:13:22.920 --> 00:13:25.480]  去給律法的以色列人
[00:13:25.480 --> 00:13:28.720]  重建他們的道德觀念
[00:13:28.720 --> 00:13:30.440]  當時以色列人
[00:13:30.440 --> 00:13:33.760]  現在講到波斯的時代
[00:13:33.760 --> 00:13:35.520]  當時的以色列人
[00:13:35.520 --> 00:13:39.760]  無可避免將波斯的法律
[00:13:39.760 --> 00:13:42.440]  看為他們道德的基礎
[00:13:42.440 --> 00:13:44.520]  在波斯的世界裏面
[00:13:44.520 --> 00:13:48.200]  但是尼西米這一句禱告就表明
[00:13:48.200 --> 00:13:49.520]  在他的眼中
[00:13:49.520 --> 00:13:54.480]  波斯的法律不能夠取代摩西的律法
[00:13:54.480 --> 00:13:55.960]  和尼西米一樣
[00:13:55.960 --> 00:13:58.960]  基督徒不應該以為我們奉公守法
[00:13:58.960 --> 00:14:00.640]  就等於聖潔
[00:14:00.640 --> 00:14:04.120]  因為聖經有更高的道德標準
[00:14:04.120 --> 00:14:07.800]  我們必須以聖經來改造我們的思想
[00:14:07.800 --> 00:14:09.400]  和我們的願望
[00:14:09.400 --> 00:14:13.320]  知道我們生活不合乎神心意的地方
[00:14:13.320 --> 00:14:14.480]  知道又怎樣
[00:14:14.480 --> 00:14:18.480]  知道就應該在禱告裏面向神認罪
[00:14:18.480 --> 00:14:22.080]  第六節包含了第四個神學觀念
[00:14:22.080 --> 00:14:24.680]  神聽人認罪
[00:14:24.680 --> 00:14:26.120]  神給我們聖經
[00:14:26.120 --> 00:14:29.520]  就是要重新潔淨我們的思想
[00:14:29.520 --> 00:14:31.080]  知道我們錯在哪裏
[00:14:31.080 --> 00:14:33.800]  就產生願望去悔改
[00:14:33.800 --> 00:14:36.560]  尼西米不單止承認他自己的罪
[00:14:36.560 --> 00:14:41.080]  他也承認他父家的罪
[00:14:41.080 --> 00:14:42.840]  承認父家的罪
[00:14:42.840 --> 00:14:47.520]  其實是一個被老回歸時候的猶太人
[00:14:47.520 --> 00:14:50.640]  非常明白的神學觀念
[00:14:50.640 --> 00:14:52.200]  但是現代的基督徒
[00:14:52.200 --> 00:14:54.040]  反而可能有些陌生
[00:14:54.040 --> 00:14:55.840]  因為現代人的倫理
[00:14:55.840 --> 00:14:57.800]  一人做事一人當
[00:14:57.800 --> 00:15:00.480]  沒有負債子償這個概念
[00:15:00.480 --> 00:15:04.440]  所以這一點就要多些解釋
[00:15:04.440 --> 00:15:08.240]  首先尼西米當然是知道
[00:15:08.240 --> 00:15:09.600]  十誡的第五條
[00:15:09.600 --> 00:15:11.840]  當孝敬父母
[00:15:11.840 --> 00:15:16.520]  前人為我們遺留的貢獻是值得我們尊敬的
[00:15:16.520 --> 00:15:19.280]  宗教改革家加爾文說
[00:15:19.280 --> 00:15:22.520]  認為第五條誡命推而廣之
[00:15:22.520 --> 00:15:27.080]  就是提醒我們尊敬每一個我們所屬的社群
[00:15:27.080 --> 00:15:29.040]  無論是我們的教會
[00:15:29.040 --> 00:15:30.360]  我們的僱主
[00:15:30.360 --> 00:15:32.360]  或者是我們的國家
[00:15:32.360 --> 00:15:38.600]  這種尊敬是應該包括尊重服從和愛的
[00:15:38.600 --> 00:15:40.320]  但是尊敬一個社群
[00:15:40.320 --> 00:15:44.160]  不意味著對這個社群的罪惡和醜陋
[00:15:44.160 --> 00:15:46.040]  就是視而不見的
[00:15:46.040 --> 00:15:48.840]  其實有時候承認個人的罪
[00:15:48.840 --> 00:15:52.560]  比承認社群的罪反而更容易
[00:15:52.560 --> 00:15:54.960]  如果你違反了一些社群的規則
[00:15:54.960 --> 00:15:56.880]  即使你可能不留意到
[00:15:56.880 --> 00:16:00.000]  你其他的成員都可能會提醒你
[00:16:00.000 --> 00:16:02.560]  但是如果你身處一個社群裡面
[00:16:02.560 --> 00:16:06.000]  所有的人大部分都犯同樣的罪的時候
[00:16:06.000 --> 00:16:09.760]  你可能根本就看不到那個是一個罪
[00:16:09.760 --> 00:16:12.360]  美國曾經有奴隸制度
[00:16:12.360 --> 00:16:15.360]  雖然從基督教的倫理觀來看
[00:16:15.360 --> 00:16:20.360]  對黑人的奴隸的待遇是非常不合人道的
[00:16:20.360 --> 00:16:23.720]  但是當時的確是有很多的基督徒
[00:16:23.720 --> 00:16:28.520]  似乎看不到當中的道德錯誤
[00:16:28.520 --> 00:16:31.600]  為什麼以色列和尼西米要這麼強調
[00:16:31.600 --> 00:16:33.840]  禁止異族通婚呢
[00:16:33.840 --> 00:16:36.160]  就是因為當時非常普遍
[00:16:36.160 --> 00:16:38.240]  雖然摩西的律法
[00:16:38.240 --> 00:16:41.640]  明明是禁止和異族通婚的
[00:16:41.640 --> 00:16:46.000]  而且有混雜的婚姻慘痛的經歷
[00:16:46.000 --> 00:16:48.720]  好像上一個講道系列當中我們看到
[00:16:48.720 --> 00:16:52.960]  約書亞在約書亞記裡面已經提出過
[00:16:52.960 --> 00:16:57.800]  但無論是為了建立這個政治的婚姻關係
[00:16:57.800 --> 00:17:01.480]  還是純粹是迷戀異邦女子
[00:17:01.480 --> 00:17:04.840]  異族通婚在以色列的歷史當中
[00:17:04.840 --> 00:17:07.080]  一直是司空見慣的
[00:17:07.080 --> 00:17:09.200]  以色列的歷史當中
[00:17:09.200 --> 00:17:11.760]  最富強的那位索羅門
[00:17:11.760 --> 00:17:15.680]  就是犯了異族通婚最嚴重的那一位
[00:17:15.680 --> 00:17:17.960]  尼西米在第十三章裡面說
[00:17:17.960 --> 00:17:20.520]  索羅門雖然被神所愛
[00:17:20.520 --> 00:17:24.280]  但是他在異族通婚上的罪孽
[00:17:24.280 --> 00:17:29.360]  是導致以色列禍破家亡的原因
[00:17:29.360 --> 00:17:32.280]  索羅門也被看為千古罪人
[00:17:32.280 --> 00:17:36.080]  就是因為他將本來該處死的罪
[00:17:36.080 --> 00:17:38.480]  正常化了
[00:17:38.480 --> 00:17:41.240]  尼西米承認他附加的罪
[00:17:41.240 --> 00:17:46.200]  今天基督徒仍然必須按照聖經的話語
[00:17:46.200 --> 00:17:51.480]  承認社群當中已經正常化了的罪惡
[00:17:51.480 --> 00:17:53.560]  其實近年的方派基督徒
[00:17:53.560 --> 00:17:58.120]  已經越來越明白這個附加的罪的神學觀念
[00:17:58.120 --> 00:18:01.160]  有些激進派的甚至可能走得太遠
[00:18:01.160 --> 00:18:04.240]  產生了一些偏差
[00:18:04.240 --> 00:18:08.600]  其中一個激進派的偏差就是接受了取消文化
[00:18:08.600 --> 00:18:11.320]  大家都可能聽過三藩市的school board
[00:18:11.320 --> 00:18:13.040]  曾經在一月的時候提出
[00:18:13.040 --> 00:18:16.760]  要效命當中取消了華盛頓和林肯
[00:18:16.760 --> 00:18:20.400]  幸好四月的時候他們擱置了這個計劃
[00:18:20.400 --> 00:18:22.720]  你承認一些歷史人物
[00:18:22.720 --> 00:18:26.040]  對某些他們當代普遍的罪惡
[00:18:26.040 --> 00:18:27.920]  有一個盲點
[00:18:27.920 --> 00:18:31.880]  不等同就否認了他們所有的歷史貢獻
[00:18:31.880 --> 00:18:35.120]  反而如果有人故意去忘記了一些人
[00:18:35.120 --> 00:18:37.640]  忘記了一些歷史的醜事的時候
[00:18:37.640 --> 00:18:41.840]  就等於引惡揚善地去刪改歷史
[00:18:41.840 --> 00:18:45.760]  永遠不再需要為歷史去認錯
[00:18:45.760 --> 00:18:49.760]  另一個偏差就是將一個普遍的罪
[00:18:49.760 --> 00:18:52.880]  強加在社群每一個成員身上
[00:18:52.880 --> 00:18:54.640]  成為一個絕對的罪
[00:18:54.640 --> 00:18:56.760]  我們可能都承認
[00:18:56.760 --> 00:18:59.560]  中國文化不是很重視誠實的
[00:18:59.560 --> 00:19:03.120]  但是你不可能假設每一個中國人口中說的
[00:19:03.120 --> 00:19:05.680]  每一句說話都是假話
[00:19:05.680 --> 00:19:07.480]  如果有人這樣說的時候
[00:19:07.480 --> 00:19:08.680]  就是一種偏見
[00:19:08.680 --> 00:19:10.680]  就是一種種族歧視
[00:19:10.680 --> 00:19:12.000]  相反都是
[00:19:12.000 --> 00:19:13.840]  在美國有沒有種族歧視
[00:19:13.840 --> 00:19:15.040]  當然有
[00:19:15.040 --> 00:19:17.240]  但是有沒有道理接受一些CRT
[00:19:17.240 --> 00:19:19.360]  所謂Critical Race Theory的論點
[00:19:19.360 --> 00:19:22.640]  認為每一個白皮膚的人生下來
[00:19:22.640 --> 00:19:26.360]  就是一個未自我醒覺的白人至上主義者
[00:19:26.360 --> 00:19:28.160]  White Supremacist
[00:19:28.160 --> 00:19:29.560]  當然不可以
[00:19:29.560 --> 00:19:32.160]  CRT本身就是一個偏見
[00:19:32.160 --> 00:19:35.560]  變相的種族歧視
[00:19:35.560 --> 00:19:36.360]  你可能問
[00:19:36.360 --> 00:19:38.840]  社群已經正常化的罪惡
[00:19:38.840 --> 00:19:40.680]  我個人沒有什麼能力去改變
[00:19:40.680 --> 00:19:43.520]  認罪有什麼用
[00:19:43.520 --> 00:19:45.280]  讓我反問
[00:19:45.280 --> 00:19:46.720]  你個人的罪
[00:19:46.720 --> 00:19:49.240]  你是不是一定有能力改變
[00:19:49.240 --> 00:19:53.080]  如果不是你為什麼要認罪
[00:19:53.080 --> 00:19:55.760]  第五個神學觀念就是這裡
[00:19:55.760 --> 00:19:59.000]  問題不是你個人能夠做些什麼
[00:19:59.000 --> 00:20:01.240]  而是你願意為你自己
[00:20:01.240 --> 00:20:04.200]  為你的社群認罪悔改之後
[00:20:04.200 --> 00:20:05.840]  神會做些什麼
[00:20:05.840 --> 00:20:09.040]  你在第八第九節裡面這樣說
[00:20:09.040 --> 00:20:11.240]  求你紀念你所吩咐
[00:20:11.240 --> 00:20:13.320]  你僕人摩西的話說
[00:20:13.320 --> 00:20:14.440]  你若犯罪
[00:20:14.440 --> 00:20:17.120]  我就把你分散在萬民中
[00:20:17.120 --> 00:20:19.200]  但你若歸向我
[00:20:19.200 --> 00:20:21.240]  謹守遵行我的誡命
[00:20:21.240 --> 00:20:23.120]  你被趕散的人
[00:20:23.120 --> 00:20:25.800]  須在天涯我也必從那裡
[00:20:25.800 --> 00:20:27.640]  將他們召集回來
[00:20:27.640 --> 00:20:29.800]  帶到我所選擇
[00:20:29.800 --> 00:20:33.480]  納為我名居的地方
[00:20:33.480 --> 00:20:35.480]  因為神的公義信實
[00:20:35.480 --> 00:20:37.640]  祂必須把這些異色獵人
[00:20:37.640 --> 00:20:40.280]  打散到萬民當中
[00:20:40.280 --> 00:20:42.760]  如果神從不管教的
[00:20:42.760 --> 00:20:46.240]  祂就不是一位慈愛的父親
[00:20:46.240 --> 00:20:47.680]  最近說到好幾次
[00:20:47.680 --> 00:20:50.520]  我們提到教會紀律這個問題
[00:20:50.520 --> 00:20:53.880]  我們被一個唾棄聖經倫理的
[00:20:53.880 --> 00:20:55.800]  世俗文化所包圍
[00:20:55.800 --> 00:20:59.480]  所以連教會都越來越不重視
[00:20:59.480 --> 00:21:01.680]  聖經的道德要求
