
[00:00:00.000 --> 00:00:04.240]  很高興再次來到這邊分享諸多話語
[00:03:11.400 --> 00:03:13.240]  還是可以有盼望
[00:03:13.240 --> 00:03:15.880]  對方能夠改變 自己能夠改變
[00:03:15.880 --> 00:03:19.200]  所以我們發覺我們繼續下去
[00:03:19.200 --> 00:03:21.160]  繼續生活下去
[00:03:21.160 --> 00:03:23.760]  你發覺都需要有信心
[00:03:23.760 --> 00:03:25.960]  那麼如果你沒有信心的時候
[00:03:25.960 --> 00:03:28.760]  你連今天要不要活下去
[00:03:28.760 --> 00:03:30.720]  也沒有盼望 對不對
[00:03:30.720 --> 00:03:33.240]  所以信心是非常重要
[00:03:33.240 --> 00:03:35.840]  今天我想跟大家講那個信心
[00:03:35.840 --> 00:03:38.640]  不是救恩那一方面的信心
[00:03:38.640 --> 00:03:40.400]  剛纔我們讀哪段經文
[00:03:40.400 --> 00:03:44.240]  羅馬書第一章十六十七節
[00:03:44.240 --> 00:03:46.000]  我們好不好再打開
[00:03:46.000 --> 00:03:49.040]  那個羅馬書第一章
[00:03:49.040 --> 00:03:55.720]  這是十六十七節
[00:03:55.720 --> 00:03:58.400]  哪裏講到特別是十七節
[00:03:58.400 --> 00:04:00.080]  我們再念十七節好嗎
[00:04:00.080 --> 00:04:01.640]  一二三 來
[00:04:01.640 --> 00:04:06.480]  因爲神的義正在這呼音上顯明出來
[00:04:06.480 --> 00:04:10.160]  這義是本於信以至於信
[00:04:10.160 --> 00:04:15.240]  如經上所記 義人居於這福
[00:04:15.240 --> 00:04:19.440]  這裏告訴我們 它說這個呼音是the gospel
[00:04:19.440 --> 00:04:21.600]  for in the gospel
[00:04:21.600 --> 00:04:24.520]  a righteousness from God is revealed
[00:04:24.520 --> 00:04:27.000]  神的義就顯明出來了
[00:04:27.000 --> 00:04:30.000]  不過這個義怎麼顯明出來呢
[00:04:30.000 --> 00:04:33.200]  a righteousness that is by faith
[00:04:33.200 --> 00:04:36.200]  from the beginning to the end
[00:04:36.200 --> 00:04:40.120]  從開始我們是怎麼信耶穌的
[00:04:40.120 --> 00:04:44.120]  那麼我們還是需要透過信心
[00:04:44.120 --> 00:04:49.320]  一級信下去 一級聖服下去
[00:04:49.320 --> 00:04:52.440]  一級信到底
[00:04:52.440 --> 00:04:55.440]  甚至到一天我們見主的面的時候
[00:04:55.440 --> 00:04:59.040]  親愛的弟兄姐妹 那個是非常重要
[00:04:59.040 --> 00:05:04.360]  我們信耶穌的人不單只是信了耶穌受洗
[00:05:04.360 --> 00:05:07.040]  然後來到教會你們敬拜
[00:05:07.040 --> 00:05:11.400]  我們整個的信仰是整個生命的東西
[00:05:11.400 --> 00:05:13.760]  你我都會遇到困難
[00:05:13.760 --> 00:05:18.440]  你我的家庭也好 個人也好 事業也好
[00:05:18.440 --> 00:05:22.480]  多話多話少 都會遇到困難的
[00:05:22.480 --> 00:05:28.120]  但是那個信心是要我們繼續相信神的恩典
[00:05:28.120 --> 00:05:34.640]  那個信心是要我們繼續相信神能夠透過我去祝福別人
[00:05:34.640 --> 00:05:40.120]  傳福音就是 傳福音不單只是傳要人入教
[00:05:40.120 --> 00:05:42.640]  乃是我們相信這個福音
[00:05:42.640 --> 00:05:48.520]  既然對我有幫助 改變我的價值觀 改變我的生命
[00:05:48.520 --> 00:05:52.920]  我也相信當我願意順服上帝的旨意
[00:05:52.920 --> 00:05:55.640]  去跟人分享這個福音的時候
[00:05:55.640 --> 00:05:58.160]  神的話語 好像剛纔念
[00:05:58.160 --> 00:06:01.000]  神的話語不會突然返回
[00:06:01.000 --> 00:06:04.520]  一定能夠得到人的心迴歸於他
[00:06:04.520 --> 00:06:07.880]  這是我們信心 好像我們做傳道
[00:06:07.880 --> 00:06:11.680]  我十幾歲 十幾二十歲的時候奉獻給主
[00:06:11.680 --> 00:06:14.920]  我是很清楚上帝的感動在裏面
[00:06:14.920 --> 00:06:17.280]  然後來一步一步的印證
[00:06:17.280 --> 00:06:20.200]  我的侍奉也好 長者也好
[00:06:20.200 --> 00:06:24.120]  就是印證一樣是真的 我願意奉獻
[00:06:24.120 --> 00:06:26.840]  不單止我願意也有神的恩高
[00:06:26.840 --> 00:06:30.840]  讓我能夠做傳道的工作 直到如今
[00:06:30.840 --> 00:06:36.160]  我還是相信 神既然開始的工作 祂必定完成
[00:06:36.160 --> 00:06:39.240]  神開始了的工作 祂必定完成
[00:06:39.240 --> 00:06:43.560]  你也這樣相信嗎
[00:06:43.560 --> 00:06:47.000]  求主幫助 雖然我們有很多衝擊
[00:06:47.000 --> 00:06:50.600]  每個人不一樣 每個人面對的困難不一樣
[00:06:50.600 --> 00:06:53.680]  每個人面對的痛苦也不一樣
[00:06:53.680 --> 00:06:55.840]  但是我們相信一樣的事
[00:06:55.840 --> 00:06:58.560]  就是神開始了的工作
[00:06:58.560 --> 00:07:02.760]  祂會負責任 祂必定完成
[00:07:02.760 --> 00:07:06.480]  所以我們願意神今天幫助我們
[00:07:06.480 --> 00:07:09.680]  我剛纔念羅馬書是有意思的
[00:07:09.680 --> 00:07:13.080]  因爲有一個人的名字叫Martin Luther
[00:07:13.080 --> 00:07:17.200]  這是馬丁路德 他是宗教改革
[00:07:17.200 --> 00:07:19.720]  這是1517年那個時候
[00:07:19.720 --> 00:07:22.520]  宗教改革在德國的時候
[00:07:22.520 --> 00:07:26.200]  他本來是一個Augustinian的monk
[00:07:26.200 --> 00:07:28.200]  他是一個修士
[00:07:28.200 --> 00:07:30.480]  他也是想看聖經
[00:07:30.480 --> 00:07:34.040]  修道院的教導非常好
[00:07:34.040 --> 00:07:38.120]  他們有敬拜 有禱告 有看聖經
[00:07:38.120 --> 00:07:40.360]  不過他慢慢看聖經的時候
[00:07:40.360 --> 00:07:41.960]  他發覺一樣事
[00:07:41.960 --> 00:07:45.560]  他一方面看到當時的天主教
[00:07:45.560 --> 00:07:47.320]  羅馬的天主教
[00:07:47.320 --> 00:07:49.400]  很多腐敗在裏面
[00:07:49.400 --> 00:07:51.080]  很多權力 很多腐敗
[00:07:51.080 --> 00:07:54.840]  但是最要緊的 他就發現一件事
[00:07:54.840 --> 00:07:56.760]  當他念羅馬書的時候
[00:07:56.760 --> 00:07:58.800]  好像上帝要對他講話
[00:07:58.800 --> 00:08:00.760]  而且很清楚告訴他
[00:08:00.760 --> 00:08:03.120]  是因信稱義
[00:08:03.120 --> 00:08:05.320]  不是隻是教會的傳統
[00:08:05.320 --> 00:08:08.120]  教會的傳統有它寶貴的意思
[00:08:08.120 --> 00:08:10.800]  但是他說不單只是神父
[00:08:10.800 --> 00:08:13.040]  纔可能跟神接觸
[00:08:13.040 --> 00:08:16.960]  每一個信徒都可以向神禱告
[00:08:16.960 --> 00:08:20.480]  不需要有個人代表你向神禱告的
[00:08:20.480 --> 00:08:22.320]  而且最要緊一樣事
[00:08:22.320 --> 00:08:24.720]  他說不是靠行爲稱義
[00:08:24.720 --> 00:08:27.760]  是靠相信上帝的恩典稱義
[00:08:27.760 --> 00:08:30.480]  因爲我們人很多時候很腐敗
[00:08:30.480 --> 00:08:31.760]  很靠不住
[00:08:31.760 --> 00:08:33.800]  所以他念羅馬書的時候
[00:08:33.800 --> 00:08:35.280]  非常的精彩
[00:08:35.280 --> 00:08:37.840]  而且你可能不曉得
[00:08:37.840 --> 00:08:40.000]  你知道當時的德國
[00:08:40.000 --> 00:08:42.160]  德國的時候沒有這個意念的
[00:08:42.160 --> 00:08:44.280]  沒有太多所謂德國的
[00:08:44.280 --> 00:08:47.520]  那個時候是好像中國很多諸侯
[00:08:47.520 --> 00:08:52.440]  很多地方的權力一塊一塊
[00:08:52.440 --> 00:08:55.680]  那個時候還沒有德國這個觀念
[00:08:55.680 --> 00:08:58.840]  直到馬丁路德
[00:08:58.840 --> 00:09:01.160]  他將原文的聖經
[00:09:01.160 --> 00:09:02.480]  將羅馬書
[00:09:02.480 --> 00:09:05.080]  將新樂翻譯成德文
[00:09:05.080 --> 00:09:06.640]  in German
[00:09:06.640 --> 00:09:09.240]  那麼你發覺所有的全國的
[00:09:09.240 --> 00:09:15.480]  講那個German的語言的系統的人
[00:09:15.480 --> 00:09:17.200]  他們就唸聖經
[00:09:17.200 --> 00:09:20.560]  念那個德文的新樂聖經
[00:09:20.560 --> 00:09:24.200]  變成就是凝聚了當時整個的
[00:09:24.200 --> 00:09:27.840]  講德文的那個的民族
[00:09:27.840 --> 00:09:29.480]  後來就成爲德國
[00:09:29.480 --> 00:09:30.800]  這是很重要的
[00:09:30.800 --> 00:09:35.760]  所以爲什麼現在德國還是基督教的重鎮
[00:09:35.760 --> 00:09:39.840]  因爲那個時候對整個的文化的幫助
[00:09:39.840 --> 00:09:44.640]  不過馬丁路德看那個重點的時候
[00:09:44.640 --> 00:09:49.400]  他就說這個音信倡議是非常重要
[00:09:49.400 --> 00:09:51.280]  所以羅馬書是非常重要
[00:09:51.280 --> 00:09:55.320]  不過其中另外一卷書在新樂裏面
[00:09:55.320 --> 00:09:57.360]  叫雅各書
[00:09:57.360 --> 00:10:00.640]  他說這卷書不值得多看
[00:10:00.640 --> 00:10:02.760]  雖然是在正典裏面
[00:10:02.760 --> 00:10:05.880]  那本書是草木活皆
[00:10:05.880 --> 00:10:07.640]  爲什麼他這樣講呢
[00:10:07.640 --> 00:10:11.480]  因爲雅各書就是我今天要跟大家講的
[00:10:11.480 --> 00:10:14.200]  學習信心的實際功課的
[00:10:14.200 --> 00:10:16.960]  他說因爲雅各書裏面講的
[00:10:16.960 --> 00:10:19.160]  好像不是講到音信倡議
[00:10:19.160 --> 00:10:23.000]  好像是講到要靠行爲
[00:10:23.000 --> 00:10:25.480]  不過雅各不是這個意思
[00:10:25.480 --> 00:10:27.680]  雅各的意思寫書的雅各
[00:10:27.680 --> 00:10:30.440]  他說信心是要緊
[00:10:30.440 --> 00:10:35.160]  不過我怎麼曉得你我的信是真的信
[00:10:35.160 --> 00:10:37.080]  還是假的信呢
[00:10:37.080 --> 00:10:41.880]  就很在乎你的信心有沒有行爲的表現
[00:10:41.880 --> 00:10:44.520]  哦 原來是這個意思
[00:10:44.520 --> 00:10:46.360]  不是不值得看
[00:10:46.360 --> 00:10:48.560]  乃至是非常重要
[00:10:48.560 --> 00:10:50.760]  羅馬書講信心
[00:10:50.760 --> 00:10:53.720]  特別是講到我們跟神的關係
[00:10:53.720 --> 00:10:57.320]  怎麼能夠人恢復跟上帝的關係
[00:10:57.320 --> 00:11:00.160]  怎麼能夠重新有生命
[00:11:00.160 --> 00:11:02.920]  能夠從一個死人變成一個活人
[00:11:02.920 --> 00:11:05.240]  那個是非常要緊
[00:11:05.240 --> 00:11:08.720]  因爲音信耶穌基督
[00:11:08.720 --> 00:11:11.120]  所以我們被稱爲義
[00:11:11.120 --> 00:11:14.640]  不是在外加一些行爲
[00:11:14.640 --> 00:11:16.440]  以致我們得救
[00:11:16.440 --> 00:11:20.040]  我們得救完全是神的恩典
[00:11:20.040 --> 00:11:21.280]  你們
[00:11:21.280 --> 00:11:24.760]  不過就是因爲是神的恩典
[00:11:24.760 --> 00:11:28.840]  所以跟着整個的信約告訴我們
[00:11:28.840 --> 00:11:29.840]  既然是這樣
[00:11:29.840 --> 00:11:33.400]  剛纔我們是念羅馬書第一章第十七節
[00:11:33.400 --> 00:11:35.000]  我們再念一遍好嗎
[00:11:35.000 --> 00:11:37.640]  第十七節
[00:11:37.640 --> 00:11:38.800]  剛纔哪一節
[00:11:38.800 --> 00:11:41.880]  羅馬書第一章第十七節
[00:11:41.880 --> 00:11:43.320]  請念
[00:11:43.320 --> 00:11:48.080]  因神的義正在這呼應上顯明出來
[00:11:48.080 --> 00:11:51.680]  這義是本於信以致於信
[00:11:51.680 --> 00:11:53.480]  如經上所記
[00:11:53.480 --> 00:11:56.280]  義人必因信得生
[00:11:56.280 --> 00:11:57.640]  大家看到嗎
[00:11:57.640 --> 00:11:59.600]  這義就是神的義
[00:11:59.600 --> 00:12:03.440]  怎麼能夠實現在你我的生命
[00:12:03.440 --> 00:12:04.920]  怎麼是對的
[00:12:04.920 --> 00:12:06.440]  神對的事
[00:12:06.440 --> 00:12:10.280]  能夠在你我生命發生功效
[00:12:10.280 --> 00:12:13.120]  上帝認爲是好的
[00:12:13.120 --> 00:12:15.600]  怎麼在你我生命裏面
[00:12:15.600 --> 00:12:17.960]  能夠產生那個作用
[00:12:17.960 --> 00:12:20.880]  就是不單只是開始的信
[00:12:20.880 --> 00:12:23.360]  還是要怎麼樣
[00:12:23.360 --> 00:12:26.640]  繼續的去信下去
[00:12:26.640 --> 00:12:30.920]  這就是整個的我們基督徒
[00:12:30.920 --> 00:12:33.560]  能夠繼續很positive
[00:12:33.560 --> 00:12:36.560]  很積極的面對我們每天的生活
[00:12:36.560 --> 00:12:37.920]  非常重要
[00:12:37.920 --> 00:12:39.920]  因爲我們已經有神的恩典
[00:12:39.920 --> 00:12:41.800]  但是記住一件事
[00:12:41.800 --> 00:12:46.400]  我們要繼續的堅定的相信我們的上帝
[00:12:46.400 --> 00:12:49.880]  然後我今天就跟大家講雅各書了
[00:12:49.880 --> 00:12:52.080]  那麼我們看雅各書
[00:12:52.080 --> 00:12:53.960]  那麼我們先看第一點
[00:12:53.960 --> 00:12:56.360]  我有四點回到剛纔
[00:12:56.360 --> 00:12:57.840]  第一是什麼
[00:12:57.840 --> 00:13:03.080]  信心要經過試驗才能夠堅定
[00:13:03.080 --> 00:13:06.400]  信心要經過試驗才能夠堅定
[00:13:06.400 --> 00:13:11.000]  好 我們念雅各書第一章二到八節 請念
[00:13:11.000 --> 00:13:40.880]  【雅各書第二章二到八節】
[00:13:40.880 --> 00:14:03.280]  【雅各書第二章二到八節】
[00:14:03.280 --> 00:14:04.080]  很好 謝謝
[00:14:04.080 --> 00:14:05.480]  我們回到第二節
[00:14:05.480 --> 00:14:07.280]  那你告訴我們
[00:14:07.280 --> 00:14:14.080]  我的弟兄姐妹你們落在百般的試驗當中
[00:14:14.080 --> 00:14:16.960]  都要意味什麼
[00:14:16.960 --> 00:14:20.440]  爲什麼落在試驗當中要喜樂
[00:14:20.440 --> 00:14:23.520]  爲什麼困難還喜樂
[00:14:23.520 --> 00:14:27.400]  除非我們跳越過那個困難本身
[00:14:27.400 --> 00:14:32.200]  然後看到困難背後帶給你有什麼後果
[00:14:32.200 --> 00:14:33.840]  第三節告訴我們
[00:14:33.840 --> 00:14:36.320]  因爲什麼 我們一同念
[00:14:36.320 --> 00:14:42.240]  因爲你們的信心受傷忍耐
[00:14:42.240 --> 00:14:45.520]  但忍耐也當成功
[00:14:45.520 --> 00:14:49.880]  使你們成全完備毫無缺陷
[00:14:49.880 --> 00:14:53.200]  親愛的弟兄姐妹請你告訴我們
[00:14:53.200 --> 00:14:57.440]  信心是要經過試驗
[00:14:57.440 --> 00:14:59.960]  曾經有一對年輕的夫妻
[00:14:59.960 --> 00:15:05.400]  他在大學裏面做婚姻工作
[00:15:05.400 --> 00:15:08.240]  他也在大學裏面畢業
[00:15:08.240 --> 00:15:10.560]  但是他也奉獻做傳道
[00:15:10.560 --> 00:15:12.560]  然後他的姐姐就是找我
[00:15:12.560 --> 00:15:15.960]  她說請你快快跟我的妹妹談話
[00:15:15.960 --> 00:15:18.240]  她已經是very depressed
[00:15:18.240 --> 00:15:20.720]  就是情緒非常的低落
[00:15:20.720 --> 00:15:22.200]  然後我一跟她談的時候
[00:15:22.200 --> 00:15:26.080]  她夫妻兩個人一談的時候就哭哭哭
[00:15:26.080 --> 00:15:28.920]  我說幹什麼 爲什麼哭
[00:15:28.920 --> 00:15:31.920]  因爲她說我很願意幫助弟兄姐妹成長
[00:15:31.920 --> 00:15:34.280]  我每一天都輔導很多的人
[00:15:34.280 --> 00:15:37.360]  但是現在什麼人打電話給我我也怕
[00:15:37.360 --> 00:15:39.320]  我也不敢接那個電話
[00:15:39.320 --> 00:15:41.360]  因爲我覺得太多了
[00:15:41.360 --> 00:15:42.680]  我受不住
[00:15:42.680 --> 00:15:45.280]  我不能夠再接這個電話
[00:15:45.280 --> 00:15:47.360]  然後我這次瞭解她之後
[00:15:47.360 --> 00:15:50.640]  我就發覺她覺得什麼人都需要幫
[00:15:50.640 --> 00:15:52.240]  什麼人都可以幫
[00:15:52.240 --> 00:15:53.680]  什麼時間都可以
[00:15:53.680 --> 00:15:54.960]  沒有界限
[00:15:54.960 --> 00:15:57.200]  沒有看到自己的有限
[00:15:57.200 --> 00:15:59.640]  她也曾經問我一句話
[00:15:59.640 --> 00:16:03.000]  她說我怎麼能夠好像那個信心的巨人
[00:16:03.000 --> 00:16:04.480]  怎麼能夠十強呢
[00:16:04.480 --> 00:16:06.120]  都是那個蘇林的人
[00:16:06.120 --> 00:16:07.920]  十強都有那個信心
[00:16:07.920 --> 00:16:10.960]  我說請你不要做信心的偉人
[00:16:10.960 --> 00:16:13.280]  請你做一個平常的基督徒
[00:16:13.280 --> 00:16:15.320]  做一個正常的基督徒
[00:16:15.320 --> 00:16:18.280]  你就按照你的信心的大小
[00:16:18.280 --> 00:16:22.320]  做一點點 做一點點 做一點點就可以了
[00:16:22.320 --> 00:16:24.040]  那麼後來她聽話
[00:16:24.040 --> 00:16:25.080]  她聽話
[00:16:25.080 --> 00:16:28.320]  但是她的時間有跟丈夫有時間
[00:16:28.320 --> 00:16:30.080]  休息的時間
[00:16:30.080 --> 00:16:33.360]  她能夠take多少的人輔導
[00:16:33.360 --> 00:16:35.120]  就做多少
[00:16:35.120 --> 00:16:36.000]  感謝主
[00:16:36.000 --> 00:16:38.840]  我經過幾次跟他們談的時候
[00:16:38.840 --> 00:16:40.640]  發覺她生命有改變
[00:16:40.640 --> 00:16:43.480]  而且最近上帝也賜給她們一個baby
[00:16:43.480 --> 00:16:46.920]  然後她的生活開始有規律
[00:16:46.920 --> 00:16:49.120]  我要講的是什麼
[00:16:49.120 --> 00:16:52.000]  我們需要從小的世上
[00:16:52.000 --> 00:16:53.440]  遇到一些困難
[00:16:53.440 --> 00:16:55.720]  我們就是用一點點的信心
[00:16:55.720 --> 00:16:56.920]  相信神
[00:16:56.920 --> 00:16:58.280]  能夠給你力量
[00:16:58.280 --> 00:17:00.320]  然後就度過一下
[00:17:00.320 --> 00:17:02.000]  就是勝過一下
[00:17:02.000 --> 00:17:05.080]  就做好你當做的事
[00:17:05.080 --> 00:17:08.440]  那麼你就能夠成熟一點點
[00:17:08.440 --> 00:17:11.320]  不需要很大的信心 明白嗎
[00:17:11.320 --> 00:17:12.920]  這是一個小的困難
[00:17:12.920 --> 00:17:15.440]  就是用小一點的信心去做
[00:17:15.440 --> 00:17:18.280]  慢慢累積 累積 累積一點
[00:17:18.280 --> 00:17:21.080]  你的信心就能夠加強了
[00:17:21.080 --> 00:17:23.240]  你的信心就能夠剛強了
[00:17:23.240 --> 00:17:24.920]  明白那個意思嗎
[00:17:24.920 --> 00:17:25.800]  非常重要
[00:17:25.800 --> 00:17:29.440]  我還記得念大學的時候
[00:17:29.440 --> 00:17:32.000]  因爲我家庭不是很富有
[00:17:32.000 --> 00:17:33.640]  其實蠻貧窮的
[00:17:33.640 --> 00:17:35.680]  我有五兄弟姐妹
[00:17:35.680 --> 00:17:37.480]  因爲他們也要讀書
[00:17:37.480 --> 00:17:39.800]  這是我的城市不好
[00:17:39.800 --> 00:17:43.040]  在香港如果當時要進到香港大學
[00:17:43.040 --> 00:17:44.640]  中文大學很難進去的
[00:17:44.640 --> 00:17:46.280]  多半的人都進不去
[00:17:46.280 --> 00:17:47.440]  我也進不去
[00:17:47.440 --> 00:17:49.840]  所以要去美國唸書
[00:17:49.840 --> 00:17:51.760]  但是我爸爸因爲沒有什麼錢
[00:17:51.760 --> 00:17:57.360]  所以他就情願將他的退休金都拿出來
[00:17:57.360 --> 00:17:59.480]  然後就告訴我
[00:17:59.480 --> 00:18:01.920]  這是一個單程的飛機票
[00:18:01.920 --> 00:18:04.440]  一程的 我只能夠承擔這個
[00:18:04.440 --> 00:18:07.360]  回來的你自己負責
[00:18:07.360 --> 00:18:09.480]  第一個學期的學費
[00:18:09.480 --> 00:18:11.080]  That's all
[00:18:11.080 --> 00:18:13.160]  就是第一個學期的學費
[00:18:13.160 --> 00:18:14.560]  一張飛機票
[00:18:14.560 --> 00:18:15.640]  那麼就送我去了
[00:18:15.640 --> 00:18:17.640]  那麼現在年輕人很好
[00:18:17.640 --> 00:18:20.800]  都有你的家庭能夠幫助你
[00:18:20.800 --> 00:18:22.840]  但是那個時候就是這樣
[00:18:22.840 --> 00:18:24.280]  那麼我的學費怎麼樣呢
[00:18:24.280 --> 00:18:27.000]  當然好像你們這些年輕人去打工
[00:18:27.000 --> 00:18:29.680]  所有住餐館打工的
[00:18:29.680 --> 00:18:32.080]  就是打了幾年的工
[00:18:32.080 --> 00:18:35.440]  所以如果我的收入不夠
[00:18:35.440 --> 00:18:38.200]  我可以去六付
[00:18:38.200 --> 00:18:41.040]  或者什麼做captain都可以的
[00:18:41.040 --> 00:18:45.560]  就是那個時候服侍人客人要什麼酒
[00:18:45.560 --> 00:18:46.760]  要什麼菜
[00:18:46.760 --> 00:18:48.360]  我都給他點菜
[00:18:48.360 --> 00:18:51.120]  而且那個時候年輕高高大大
[00:18:51.120 --> 00:18:52.960]  也是很好的waiter
[00:18:52.960 --> 00:18:55.280]  所以我們就憑着那個tips
[00:18:55.280 --> 00:18:57.560]  美國是那個tips很重要的
[00:18:57.560 --> 00:19:00.000]  如果你不給tips他罵你的
[00:19:00.000 --> 00:19:01.360]  這裏不一樣的
[00:19:01.360 --> 00:19:03.160]  我很開心來到這裏
[00:19:03.160 --> 00:19:04.760]  不需要給tips的
[00:19:04.760 --> 00:19:06.360]  什麼地方都不需要給tips
[00:19:06.360 --> 00:19:08.480]  Australia我們真的好
[00:19:08.480 --> 00:19:09.840]  但是美國你不給tips
[00:19:09.840 --> 00:19:11.280]  他給你面試的
[00:19:11.280 --> 00:19:15.480]  那麼那個時候我也是憑着那些小費
[00:19:15.480 --> 00:19:18.520]  就是生活的很重要的
[00:19:18.520 --> 00:19:21.600]  那麼我就在學校的餐館去
[00:19:21.600 --> 00:19:22.960]  學校有個restaurant
[00:19:22.960 --> 00:19:24.400]  他們去西餐
[00:19:24.400 --> 00:19:25.600]  西餐蠻好的
[00:19:25.600 --> 00:19:27.640]  就是20塊牛扒
[00:19:27.640 --> 00:19:29.040]  然後這是一個drink
[00:19:29.040 --> 00:19:30.440]  那麼30多塊
[00:19:30.440 --> 00:19:33.640]  那麼10%有3塊多一個客人
[00:19:33.640 --> 00:19:35.160]  蠻好的那個時候
[00:19:35.160 --> 00:19:38.440]  那麼一個晚上如果有幾個不錯了
[00:19:38.440 --> 00:19:41.040]  那麼所以有一天我就接待一個客人
[00:19:41.040 --> 00:19:43.360]  他們有個conference在那裏
[00:19:43.360 --> 00:19:45.480]  那麼接待客人就是很有禮貌
[00:19:45.480 --> 00:19:47.000]  很有各方面
[00:19:47.000 --> 00:19:50.160]  那麼就是輪到結賬的時候
[00:19:50.160 --> 00:19:52.320]  就是通常我們就站開一點
[00:19:52.320 --> 00:19:55.680]  就是讓他給多少都給多少
