
[00:00:00.000 --> 00:00:06.900]  各位朋友、各位頂姐妹,歡迎你來到列室橫芳堂網絡復活節主日的講道
[00:01:55.400 --> 00:01:59.400]  他們就看見包住耶穌身體的那塊布還在那裡
[00:01:59.400 --> 00:02:03.400]  耶穌的屍體呢?耶穌的屍體不見了
[00:02:03.400 --> 00:02:06.400]  20章第7節,那裡說
[00:02:06.400 --> 00:02:12.400]  原來他們又看見原本包住耶穌那條頭的根
[00:02:12.400 --> 00:02:15.400]  又另外放在一處,就捲著
[00:02:15.400 --> 00:02:20.400]  耶穌的頭根成為了鏡頭的焦點
[00:02:20.400 --> 00:02:26.400]  你要知道,當時稍為有些錢的猶太人的墳墓
[00:02:26.400 --> 00:02:29.400]  通常都是山洞來的
[00:02:29.400 --> 00:02:32.400]  又有一個大石放在山洞的入口
[00:02:32.400 --> 00:02:35.400]  阻止一道門擋住它
[00:02:35.400 --> 00:02:38.400]  雖然下面有一條坑可以滾過去
[00:02:38.400 --> 00:02:42.400]  但至少要兩至三個大石頭才能推開,對不對?
[00:02:42.400 --> 00:02:47.400]  當時的墳墓,其實裡面的空間都不小
[00:02:47.400 --> 00:02:50.400]  每一分鐘塞了幾個人進去
[00:02:50.400 --> 00:02:53.400]  所以有一個很大的空間在裡面
[00:02:53.400 --> 00:02:57.400]  現在曾經放耶穌屍體的那條頭根
[00:02:57.400 --> 00:02:59.400]  又或者是那條小手根
[00:02:59.400 --> 00:03:02.400]  就是現在我們所說的果頭根,不是果頭近
[00:03:02.400 --> 00:03:05.400]  是果頭根,這塊的鈉拳
[00:03:05.400 --> 00:03:07.400]  我估計它應該不是很小
[00:03:07.400 --> 00:03:10.400]  因為它能夠包住耶穌的頭,摺得住,包得住
[00:03:10.400 --> 00:03:12.400]  應該大過那條餐巾吧
[00:03:12.400 --> 00:03:18.400]  現在竟然這條餐巾,這個頭巾,很神奇地放在另一處
[00:03:18.400 --> 00:03:21.400]  而且還要是捲著的
[00:03:21.400 --> 00:03:24.400]  我想大家看一個字
[00:03:24.400 --> 00:03:29.400]  這個字希臘文就是捲著的這個字
[00:03:29.400 --> 00:03:31.400]  即是intuniso這個字
[00:03:31.400 --> 00:03:36.400]  intuniso這個字捲著其實是指摺得好好的
[00:03:36.400 --> 00:03:41.400]  intuniso這個字摺得好好的有什麼特別之處?
[00:03:41.400 --> 00:03:42.400]  有兩個
[00:03:42.400 --> 00:03:45.400]  第一個就是原來有一些人
[00:03:45.400 --> 00:03:48.400]  他們認為耶穌復活哪裡是真的
[00:03:48.400 --> 00:03:51.400]  耶穌那條屍肯定是被人偷走了
[00:03:51.400 --> 00:03:53.400]  多數都是門徒做的
[00:03:53.400 --> 00:03:57.400]  因為他們作過大話,說耶穌已經復活了
[00:03:57.400 --> 00:04:01.400]  但是這樣,如果真的耶穌那條屍被人偷走的話
[00:04:01.400 --> 00:04:03.400]  一定要兩三個大隻佬才行
[00:04:03.400 --> 00:04:06.400]  才可以推開那塊石頭,是不是?
[00:04:06.400 --> 00:04:08.400]  而且不要忘記
[00:04:08.400 --> 00:04:11.400]  還有士兵守在耶穌的墳墓外,是不是?
[00:04:11.400 --> 00:04:16.400]  提起這些兵,主義學通常都給了一個錯誤的教導給我們
[00:04:16.400 --> 00:04:20.400]  就以為那些是羅馬士兵
[00:04:20.400 --> 00:04:24.400]  不是,因為根據馬太福音,那些是祭司的小孩
[00:04:24.400 --> 00:04:28.400]  是祭司的馬仔,是猶太人的兵,是祭司派去的
[00:04:28.400 --> 00:04:31.400]  肯定沒有人敢走近他們,是不是?
[00:04:31.400 --> 00:04:33.400]  所以要偷走他們,要問過他們
[00:04:33.400 --> 00:04:35.400]  他們是忠心耿耿的
[00:04:35.400 --> 00:04:37.400]  對於祭司是忠心不二的
[00:04:37.400 --> 00:04:40.400]  就算讓你不知道用什麼方法
[00:04:40.400 --> 00:04:43.400]  進去那個山洞那裡,偷到那條屍
[00:04:43.400 --> 00:04:47.400]  不過你的動作一定要有一個字,就是夠快
[00:04:47.400 --> 00:04:50.400]  因為救兵一到,你就糟糕了,是不是?
[00:04:50.400 --> 00:04:56.400]  偷的話,你還會不會弄走那些包在耶穌身上的那些細麻布
[00:04:56.400 --> 00:04:57.400]  那些頭巾那些東西
[00:04:57.400 --> 00:05:00.400]  一下子就搬走那條屍了,是不是?
[00:05:00.400 --> 00:05:04.400]  還有,就算你是想減輕一點重量
[00:05:04.400 --> 00:05:09.400]  又或者是免得左手左腳,你弄走那些果頭巾和細麻布
[00:05:09.400 --> 00:05:15.400]  你還會不會,你還會不會將它摺得好好看一看呢?請問
[00:05:15.400 --> 00:05:21.400]  我們看到果頭巾是擺得好好看一看的,摺著的
[00:05:21.400 --> 00:05:24.400]  但是那些細麻布似乎就沒有摺過
[00:05:24.400 --> 00:05:27.400]  所以如果祭司或者宗教的領袖
[00:05:27.400 --> 00:05:31.400]  他們說祭祠說耶穌那條屍是被門徒偷走的話
[00:05:31.400 --> 00:05:36.400]  你試一下偷一下東西,你還幫他慢慢摘?
[00:05:36.400 --> 00:05:42.400]  趕快吧,是不是?還要放得好好的,還要摺好它,不要玩了吧
[00:05:42.400 --> 00:05:45.400]  相比起約翰福音第11章第44節
[00:05:45.400 --> 00:05:54.400]  那裡就當時說到有其他人將埃撒路的屍身上面的果頭巾和布解開了
[00:05:54.400 --> 00:05:58.400]  但是耶穌是脫出來的,沒有其他人幫他解開
[00:05:58.400 --> 00:06:01.400]  而且也沒有亂摺一堆
[00:06:01.400 --> 00:06:07.400]  特別是那個果頭巾是包得好好看一看,摺得好好看一看
[00:06:07.400 --> 00:06:11.400]  就好像你打完球一樣,或者你打算洗衣服
[00:06:11.400 --> 00:06:14.400]  你沒理由還摺它吧,哪有這麼傻的,是不是?
[00:06:14.400 --> 00:06:18.400]  當然是趕快扔到一旁,扔到洗衣籃裡面,是不是?
[00:06:18.400 --> 00:06:21.400]  所以如果你說他偷走,哪有可能呢?
[00:06:21.400 --> 00:06:26.400]  所以耶穌基督的復活肯定是超級瘋的,肯定是超級真的
[00:06:26.400 --> 00:06:28.400]  還有第二個特別之處
[00:06:28.400 --> 00:06:36.400]  第二個特別之處就是,我們知道果頭巾,那塊布包住耶穌的頭
[00:06:36.400 --> 00:06:41.400]  那個lapkin,或者叫做我剛才說的那個字,怎麼讀呢?
[00:06:41.400 --> 00:06:45.400]  叫做intuniso這個字,捲著,摺得好好地
[00:06:45.400 --> 00:06:52.400]  原來還有另一個意思,就是代表他可能,就是代表他一定會回來
[00:06:52.400 --> 00:07:00.400]  He's coming back,我們有聽過一些對於當時猶太人的文化有這樣的理解
[00:07:00.400 --> 00:07:06.400]  就是說當時那些僕人為主人來做他的晚宴的時候
[00:07:06.400 --> 00:07:13.400]  他除了擺好飯桌上面,有很多東西吃,杯子,用具之外
[00:07:13.400 --> 00:07:15.400]  當然有這個餐巾,是不是?
[00:07:15.400 --> 00:07:19.400]  這個主人不斷吃的時候,那個僕人要一個很遠的距離
[00:07:19.400 --> 00:07:23.400]  甚至給主人看不到他,看不到你真的吃不下
[00:07:23.400 --> 00:07:27.400]  所以有一段距離,是主人看不到他的
[00:07:27.400 --> 00:07:32.400]  主人吃到差不多,如果主人認為自己吃完了,那條餐巾會怎麼樣?
[00:07:32.400 --> 00:07:37.400]  擦擦嘴,弄一弄之後,扔到桌面,還會不會接?
[00:07:37.400 --> 00:07:40.400]  吃完飯當然不會接,是不是?
[00:07:40.400 --> 00:07:46.400]  所以那個僕人後來出來的時候,他一定知道原來主人已經吃完了
[00:07:46.400 --> 00:07:52.400]  就幫他收拾東西,但是如果那個餐桌上面那個Lapkin
[00:07:52.400 --> 00:08:00.400]  那個餐巾本身也是接住了,就是說就代表主人還沒吃完
[00:08:00.400 --> 00:08:04.400]  還沒吃完就代表什麼?他會回來的
[00:08:04.400 --> 00:08:08.400]  他會回來的,我還沒吃完,你不要碰我的東西
[00:08:08.400 --> 00:08:13.400]  所以來到復活節,這麼重要的日子,就好像在提醒我們
[00:08:13.400 --> 00:08:17.400]  如果這個文化真的是一個真的講法的話
[00:08:17.400 --> 00:08:22.400]  那耶穌基督是會再回來的,He's coming back
[00:08:22.400 --> 00:08:26.400]  那就是在傳遞一個訊息,我還會回來的
[00:08:26.400 --> 00:08:30.400]  耶穌基督不是簡簡單單復活了就走了就算了
[00:08:30.400 --> 00:08:34.400]  他還會回來接我們,這個訊息肯定是真的,是不是?
[00:08:34.400 --> 00:08:37.400]  無論你認不認同這個餐巾的文化也好
[00:08:37.400 --> 00:08:40.400]  但是耶穌基督會再回來接我們,肯定是真的
[00:08:40.400 --> 00:08:43.400]  他會帶我們去到一個真正能夠滿足我們的地方
[00:08:43.400 --> 00:08:46.400]  帶我們去到一個最完美最好的地方
[00:08:46.400 --> 00:08:50.400]  就是有耶穌永遠和我們同在一起的地方
[00:08:50.400 --> 00:08:54.400]  而我們在等耶穌回來的時候,我們要做些什麼?
[00:08:54.400 --> 00:08:56.400]  基本上你要做三樣東西
[00:08:56.400 --> 00:09:00.400]  第一樣東西就是你必須要信耶穌
[00:09:00.400 --> 00:09:03.400]  你必須要相信耶穌
[00:09:03.400 --> 00:09:09.400]  就好像你知道耶穌回來是要帶我們回家
[00:09:09.400 --> 00:09:13.400]  帶我們回家的時候,家裡有什麼人才能去到?
[00:09:13.400 --> 00:09:15.400]  當然是家人才能去到,是不是?
[00:09:15.400 --> 00:09:18.400]  除了家人之外,還有誰能夠去到你家裡?
[00:09:18.400 --> 00:09:21.400]  所以我們必須要成為耶穌的家人
[00:09:21.400 --> 00:09:26.400]  我們必須要有耶穌的生命成為了他的家人
[00:09:26.400 --> 00:09:33.400]  我們才能夠可以耶穌帶我們回去這個天家裡
[00:09:33.400 --> 00:09:37.400]  第二樣東西就是你準備好了沒有?
[00:09:37.400 --> 00:09:40.400]  你準備好了沒有?你必須要準備好你自己
[00:09:40.400 --> 00:09:43.400]  你必須要準備好自己
[00:09:43.400 --> 00:09:46.400]  就好像你明天去旅行了,你是不是要收拾好你的衣服
[00:09:46.400 --> 00:09:48.400]  收拾好你的東西,帶齊那些什麼充電器
[00:09:48.400 --> 00:09:51.400]  帶齊那些電話裡面要用的東西
[00:09:51.400 --> 00:09:55.400]  或者要用的一些充電器,又或者是尿袋等等的東西
[00:09:55.400 --> 00:09:58.400]  野餐、餅乾、公仔麵,那些都要帶過去
[00:09:58.400 --> 00:10:00.400]  因為你要去旅行嘛
[00:10:00.400 --> 00:10:03.400]  除了這些衣服之外,你都要準備好
[00:10:03.400 --> 00:10:05.400]  你準備好你自己沒有?
[00:10:05.400 --> 00:10:08.400]  你準備好了沒有?耶穌再回來了
[00:10:08.400 --> 00:10:10.400]  朋友,你準備好你自己的生命
[00:10:10.400 --> 00:10:12.400]  我到底準備好了沒有?
[00:10:12.400 --> 00:10:15.400]  就好像明天你要考試,你要比賽
[00:10:15.400 --> 00:10:17.400]  你準備好了沒有?
[00:10:17.400 --> 00:10:20.400]  你的生命準備好了沒有?
[00:10:20.400 --> 00:10:23.400]  除了你是不是信耶穌之外
[00:10:23.400 --> 00:10:29.400]  你必須你的生命要因為信了耶穌而有改變
[00:10:29.400 --> 00:10:31.400]  例如你必須對人有愛心
[00:10:31.400 --> 00:10:34.400]  就好像耶穌曾經說過
[00:10:34.400 --> 00:10:37.400]  有人給他一杯涼水
[00:10:37.400 --> 00:10:41.400]  在小紙裡面有人給他一杯涼水
[00:10:41.400 --> 00:10:43.400]  這個就是一個愛心的表現
[00:10:43.400 --> 00:10:45.400]  特別是人在需要的時候
[00:10:45.400 --> 00:10:49.400]  用你的信仰,用你的行動反映你的信仰出來
[00:10:49.400 --> 00:10:51.400]  這個是第二件事
[00:10:51.400 --> 00:10:53.400]  你必須要準備好自己
[00:10:53.400 --> 00:10:57.400]  最後第三件事,你必須要向人傳福音
[00:10:57.400 --> 00:11:00.400]  好的東西介紹給人當然重要
[00:11:00.400 --> 00:11:03.400]  特別是你最愛的人
[00:11:03.400 --> 00:11:06.400]  如果信耶穌是那麼好
[00:11:06.400 --> 00:11:11.400]  如果耶穌基督為我們傳了一個天國是那麼好的話
[00:11:11.400 --> 00:11:13.400]  你不單止你自己信
[00:11:13.400 --> 00:11:15.400]  你也希望介紹給你的朋友
[00:11:15.400 --> 00:11:18.400]  你的親人,你最愛的人
[00:11:18.400 --> 00:11:20.400]  你也希望在耶穌再回來的時候
[00:11:20.400 --> 00:11:22.400]  你的好朋友,你的親友跟你一起
[00:11:22.400 --> 00:11:24.400]  在那個地方裡面
[00:11:24.400 --> 00:11:26.400]  我們永遠在一起
[00:11:26.400 --> 00:11:28.400]  所以有三件事你必須要做
[00:11:28.400 --> 00:11:30.400]  第一,你必須要相信耶穌基督
[00:11:30.400 --> 00:11:32.400]  第二,你必須要準備好自己
[00:11:32.400 --> 00:11:35.400]  你必須要向人傳揚這個好的信息
[00:11:35.400 --> 00:11:39.400]  第二件物件就是兩條鑰匙
[00:11:39.400 --> 00:11:41.400]  中國人真的很不喜歡說死
[00:11:41.400 --> 00:11:43.400]  好一點就跟別人說
[00:11:43.400 --> 00:11:45.400]  他與世長辭了
[00:11:45.400 --> 00:11:47.400]  又或者是世世
[00:11:47.400 --> 00:11:51.400]  更加圓的,你可以說是先由
[00:11:51.400 --> 00:11:53.400]  又或者是上了西天
[00:11:53.400 --> 00:11:55.400]  俗一點的就說他去了
[00:11:55.400 --> 00:11:57.400]  買鹹鴨蛋
[00:11:57.400 --> 00:11:59.400]  香了,死了
[00:11:59.400 --> 00:12:02.400]  拘捕了,回到那裡了
[00:12:02.400 --> 00:12:06.400]  但是,約翰福音告訴我們
[00:12:06.400 --> 00:12:08.400]  耶穌說我是復活
[00:12:08.400 --> 00:12:10.400]  我是生命
[00:12:10.400 --> 00:12:13.400]  你說這個是多麼大的應許呢
[00:12:13.400 --> 00:12:15.400]  我們知道,沒錯
[00:12:15.400 --> 00:12:17.400]  死真的很可怕
[00:12:17.400 --> 00:12:19.400]  死不單止把美好的關係分開了
[00:12:19.400 --> 00:12:22.400]  死更加把生命突然之間殺平了
[00:12:22.400 --> 00:12:24.400]  但是,相信耶穌基督的人
[00:12:24.400 --> 00:12:27.400]  明白到主耶穌就是復活的主
[00:12:27.400 --> 00:12:29.400]  所以有幾樣東西值得我們留意
[00:12:29.400 --> 00:12:31.400]  看到復活的主
[00:12:31.400 --> 00:12:33.400]  有幾樣東西值得我們留意
[00:12:33.400 --> 00:12:35.400]  第一,根據哥倫多前書
[00:12:35.400 --> 00:12:37.400]  第十五章,五十五節
[00:12:37.400 --> 00:12:40.400]  他說死,你得勝的權勢在哪裡呢
[00:12:40.400 --> 00:12:43.400]  死,你的獨勾在哪裡呢
[00:12:43.400 --> 00:12:45.400]  你有沒有留意
[00:12:45.400 --> 00:12:46.400]  保羅這樣說的時候
[00:12:46.400 --> 00:12:47.400]  是突出了一樣東西
[00:12:47.400 --> 00:12:50.400]  就是死,死亡
[00:12:50.400 --> 00:12:52.400]  不能夠把我們的主耶穌困住
[00:12:52.400 --> 00:12:55.400]  主耶穌得勝了死亡的權勢
[00:12:55.400 --> 00:12:57.400]  主耶穌挑死忘記
[00:12:57.400 --> 00:12:59.400]  他說你勾不住我的
[00:12:59.400 --> 00:13:01.400]  因為他最後也活過來
[00:13:01.400 --> 00:13:04.400]  死,你的獨勾在哪裡呢
[00:13:04.400 --> 00:13:06.400]  還有第二,我們要留意
[00:13:06.400 --> 00:13:08.400]  啟示錄的第一章,第十七到第十八節
[00:13:08.400 --> 00:13:11.400]  說我看見了他
[00:13:11.400 --> 00:13:13.400]  就跌倒在他腳前像死人一樣
[00:13:13.400 --> 00:13:15.400]  他用右手按著我說
[00:13:15.400 --> 00:13:17.400]  不要怕,我是首先的
[00:13:17.400 --> 00:13:19.400]  是沒後的,尤其是永活的
[00:13:19.400 --> 00:13:20.400]  我曾死過
[00:13:20.400 --> 00:13:22.400]  看,我是活著的
[00:13:22.400 --> 00:13:25.400]  直到永永遠遠
[00:13:25.400 --> 00:13:28.400]  並且我拿著死亡和陰間的藥匙
[00:13:28.400 --> 00:13:31.400]  約翰在這裡驚到像死一樣
[00:13:31.400 --> 00:13:33.400]  但是主耶穌就去安慰約翰
[00:13:33.400 --> 00:13:34.400]  讓他不用怕
[00:13:34.400 --> 00:13:37.400]  然後主又說
[00:13:37.400 --> 00:13:39.400]  他說我曾經死過
[00:13:39.400 --> 00:13:41.400]  但是又活到永遠
[00:13:41.400 --> 00:13:44.400]  不單止是復活勝過死亡
[00:13:44.400 --> 00:13:46.400]  更重要更特別的是什麼
[00:13:46.400 --> 00:13:47.400]  啟示錄在這裡提到
[00:13:47.400 --> 00:13:49.400]  因為主耶穌曾經死過
[00:13:49.400 --> 00:13:50.400]  因為主耶穌又復活
[00:13:50.400 --> 00:13:54.400]  所以祂能夠擁有兩條鑰匙
[00:13:54.400 --> 00:13:55.400]  這是複數
[00:13:55.400 --> 00:13:56.400]  不是一條
[00:13:56.400 --> 00:13:59.400]  Key這個字是Key鑰匙
[00:13:59.400 --> 00:14:01.400]  這段文就是Kind這個字
[00:14:01.400 --> 00:14:04.400]  Kind這個字是一個複數的字眼的表達
[00:14:04.400 --> 00:14:07.400]  在這裡講到祂擁有將死亡
[00:14:07.400 --> 00:14:10.400]  祂擁有死亡和陰間的鑰匙
[00:14:10.400 --> 00:14:13.400]  陰間的鑰匙,死亡的鑰匙
[00:14:13.400 --> 00:14:15.400]  現在在耶穌的手上
[00:14:15.400 --> 00:14:16.400]  我相信
[00:14:16.400 --> 00:14:20.400]  我相信你也不會隨便給你的
[00:14:20.400 --> 00:14:23.400]  我相信你不會給你家裡任何人
[00:14:23.400 --> 00:14:24.400]  可以進入到吧
[00:14:24.400 --> 00:14:26.400]  一定是你所熟悉的人
[00:14:26.400 --> 00:14:29.400]  你才會給他們一條鑰匙
[00:14:29.400 --> 00:14:31.400]  進入你的房子
[00:14:31.400 --> 00:14:34.400]  我知道我們沒有人會這麼傻
[00:14:34.400 --> 00:14:35.400]  會這樣
[00:14:35.400 --> 00:14:38.400]  將一條鑰匙給了一個
[00:14:38.400 --> 00:14:39.400]  隨便陌生的人
[00:14:39.400 --> 00:14:42.400]  現在耶穌拿著的這條鑰匙
[00:14:42.400 --> 00:14:43.400]  是非常之重要
[00:14:43.400 --> 00:14:46.400]  因為這條鑰匙是死亡的鑰匙
[00:14:46.400 --> 00:14:48.400]  陰間的鑰匙
[00:14:48.400 --> 00:14:50.400]  證明了一件事
[00:14:50.400 --> 00:14:54.400]  就是真正能夠開啟死亡和陰間的鑰匙
[00:14:54.400 --> 00:14:56.400]  這個人就是主耶穌
[00:14:56.400 --> 00:14:58.400]  誰能夠控制我們生命
[00:14:58.400 --> 00:14:59.400]  不是醫生
[00:14:59.400 --> 00:15:01.400]  不是你自己可以定奪
[00:15:01.400 --> 00:15:02.400]  是主耶穌
[00:15:02.400 --> 00:15:05.400]  因為祂拿著這條鑰匙
[00:15:05.400 --> 00:15:10.400]  還有希伯來書的第二章的第14節
[00:15:10.400 --> 00:15:12.400]  到第15節這樣講
[00:15:12.400 --> 00:15:14.400]  子女既同有血肉之體
[00:15:14.400 --> 00:15:18.400]  卻都照樣親自成了血肉之體
[00:15:18.400 --> 00:15:22.400]  特要藉著敗壞那掌死權的就是魔鬼
[00:15:22.400 --> 00:15:28.400]  並要釋放那些一生因怕死而為奴僕的人
[00:15:28.400 --> 00:15:31.400]  主耶穌親自成為血肉之體
[00:15:31.400 --> 00:15:33.400]  主耶穌更加從死裡復活
[00:15:33.400 --> 00:15:37.400]  要釋放那些一生怕死而為奴僕的人
[00:15:37.400 --> 00:15:38.400]  怕死
[00:15:38.400 --> 00:15:40.400]  不想這麼早死
[00:15:40.400 --> 00:15:42.400]  我們個個都是這樣的
[00:15:42.400 --> 00:15:44.400]  有誰想早點死
[00:15:44.400 --> 00:15:47.400]  我們經常都覺得健康的身體很重要
[00:15:47.400 --> 00:15:48.400]  我們很注重營養
[00:15:48.400 --> 00:15:49.400]  我們又很怕老
[00:15:49.400 --> 00:15:50.400]  一看到白頭髮
[00:15:50.400 --> 00:15:52.400]  我們就真的害怕了
[00:15:52.400 --> 00:15:53.400]  大叫出來
[00:15:53.400 --> 00:15:55.400]  我們都學會保養自己
[00:15:55.400 --> 00:15:58.400]  因為我們真的坦白講
[00:15:58.400 --> 00:16:01.400]  我們很大部分人都是怕死
[00:16:01.400 --> 00:16:02.400]  人真的很脆弱
[00:16:02.400 --> 00:16:04.400]  我不知道你同不同意
[00:16:04.400 --> 00:16:07.400]  隨便一張紙戒一戒我們
[00:16:07.400 --> 00:16:10.400]  我們就選 我們就扭斷
[00:16:10.400 --> 00:16:12.400]  人真的皮包骨
[00:16:12.400 --> 00:16:16.400]  人其實敵不過死亡
[00:16:16.400 --> 00:16:19.400]  但是主耶穌藉著他的死
[00:16:19.400 --> 00:16:21.400]  他明白人的脆弱
[00:16:21.400 --> 00:16:23.400]  所以他都經歷死
[00:16:23.400 --> 00:16:26.400]  藉著他自己的戰勝死亡
[00:16:26.400 --> 00:16:28.400]  他會敗壞了
[00:16:28.500 --> 00:16:30.220]  死亡的威力
[00:16:30.220 --> 00:16:34.700]  他敗壞了掌死拳的這個殺膽
[00:16:34.700 --> 00:16:38.180]  所以這個就讓我們看到
[00:16:38.180 --> 00:16:41.740]  耶穌基督他不單止是復活的主
[00:16:41.740 --> 00:16:44.060]  他更加透過他的死亡
[00:16:44.060 --> 00:16:46.700]  給我們一個很重要的出路
[00:16:46.700 --> 00:16:48.500]  就是原來我們在他裡面
[00:16:48.500 --> 00:16:51.940]  我們同樣都可以戰勝死亡
[00:16:51.940 --> 00:16:54.420]  也都可以得到復活
[00:16:54.420 --> 00:16:55.820]  看到復活的時候
[00:16:55.820 --> 00:16:58.460]  我必須跟大家說第三樣的物品
[00:16:58.460 --> 00:17:00.340]  就是種子
[00:17:00.340 --> 00:17:02.500]  猶太古史的作者約瑟夫
[00:17:02.500 --> 00:17:04.580]  他是一個不信主的歷史學家
[00:17:04.580 --> 00:17:07.300]  在他編寫的《猶太古史》裡面有記載到
[00:17:07.300 --> 00:17:09.940]  就說到耶穌確實存在過
[00:17:09.940 --> 00:17:11.900]  他的確行過神蹟
[00:17:11.900 --> 00:17:13.820]  耶穌基督沒錯他死過
[00:17:13.820 --> 00:17:15.180]  但是他也寫得很清楚
[00:17:15.180 --> 00:17:16.820]  耶穌基督復活過
[00:17:16.820 --> 00:17:21.060]  在1945年希伯來大學考古學家蘇嘉力
[00:17:21.060 --> 00:17:23.220]  他就發掘出兩副的鞋骨
[00:17:23.220 --> 00:17:26.380]  證實了是主後50年在耶路撒冷的地方
[00:17:26.380 --> 00:17:29.340]  裡面發現有悲聞的禱告就寫著
[00:17:29.340 --> 00:17:31.220]  求耶穌賜永生
[00:17:31.220 --> 00:17:33.500]  因為主耶穌是復活的主
[00:17:33.500 --> 00:17:35.820]  這些都是無法假的東西
[00:17:35.820 --> 00:17:38.860]  在《福音》第11章25節
[00:17:38.860 --> 00:17:40.540]  那裡耶穌說
[00:17:40.540 --> 00:17:43.340]  復活在我 生命也在我
[00:17:43.340 --> 00:17:46.620]  信我的人雖然死了也必復活
[00:17:46.620 --> 00:17:49.020]  復活在我 生命也在我
[00:17:49.020 --> 00:17:50.180]  用了文聖經的翻譯
[00:17:50.180 --> 00:17:52.740]  是讀不出這句話的神髓出來
[00:17:52.740 --> 00:17:55.260]  希臘文這句話應該是這樣的
[00:17:55.260 --> 00:17:58.500]  他說 我是復活和生命
[00:17:58.500 --> 00:18:00.580]  我是英文就是I am
[00:18:00.580 --> 00:18:02.220]  希臘文原文所用的就是
[00:18:02.220 --> 00:18:03.740]  At God and me
[00:18:03.740 --> 00:18:06.860]  這個字跟希臘文舊約聖經七十四頁本
[00:18:06.860 --> 00:18:09.180]  初一及第三章第十四節裡面
[00:18:09.180 --> 00:18:12.660]  耶和華神向摩世親自介紹他自己的時候
[00:18:12.660 --> 00:18:15.500]  他說他自己是自有永有的
[00:18:15.500 --> 00:18:17.340]  我是就是我是
[00:18:17.340 --> 00:18:19.340]  At God and me
[00:18:19.340 --> 00:18:22.900]  耶穌用的這個字是用同樣的演繹
[00:18:22.900 --> 00:18:25.940]  去表達出他就是那個自有永有的神
[00:18:25.940 --> 00:18:27.780]  他就是神
[00:18:27.780 --> 00:18:29.300]  他就是神
[00:18:29.300 --> 00:18:32.380]  耶穌基督可以從死亡裡面復活
[00:18:32.380 --> 00:18:34.300]  沒錯 你說他是神
[00:18:34.300 --> 00:18:35.860]  什麼鬼都可以
[00:18:35.860 --> 00:18:39.460]  但是耶穌第11章25節他怎麼說
[00:18:39.460 --> 00:18:47.300]  他說 信我的人雖然死了也必復活
[00:18:47.300 --> 00:18:50.540]  信我的人雖然死了
[00:18:50.540 --> 00:18:53.380]  最後那四個字你聽不聽得清楚
[00:18:53.380 --> 00:18:57.060]  也必復活
[00:18:57.060 --> 00:19:01.900]  死亡當然是非常之不開心的
[00:19:01.900 --> 00:19:05.700]  有誰認為死亡是一件開心的事
[00:19:05.700 --> 00:19:07.900]  事實上我們知道
[00:19:07.900 --> 00:19:12.500]  死亡是令到人除了是分離之外
[00:19:12.500 --> 00:19:16.140]  就更加是令到在生的人都非常傷痛
[00:19:16.140 --> 00:19:18.380]  事實上我們看到疫情的時候
