
[00:00:00.000 --> 00:00:07.000]  今天當你們看到這個講題的時候, 不知道你們有什麼思想呢?
[00:10:18.000 --> 00:10:22.000]  寶萊道說, 我這樣說並不是由於我缺乏什麼
[00:10:22.000 --> 00:10:27.000]  因為我已經學會了在什麼情況下都可以知足
[00:10:27.000 --> 00:10:30.000]  丙姐這麼說, 我並不是缺乏什麼
[00:10:30.000 --> 00:10:34.000]  因為我已經學會在什麼情況下都可以知足
[00:10:34.000 --> 00:10:38.000]  我知道怎麼處悲墊, 也都怎麼知道處豐富
[00:10:38.000 --> 00:10:47.000]  就無論在任何情況下, 飽足也好, 飢餓也好, 豐富也好, 缺乏也好, 我都得到秘訣
[00:10:47.000 --> 00:10:50.000]  我知道怎麼去悲墊, 也知道怎麼去豐富
[00:10:50.000 --> 00:10:59.000]  無論在任何情況下, 飽足也好, 飢餓也好, 豐富也好, 缺乏也好, 我都得了秘訣
[00:10:59.000 --> 00:11:03.000]  中國人有一句名言就是「知足常樂」
[00:11:03.000 --> 00:11:05.000]  中國有句名言叫「知足常樂」
[00:11:05.000 --> 00:11:08.000]  說就容易, 講就容易
[00:11:08.000 --> 00:11:13.000]  從古到今, 人類都有一個問題就是不滿足, 就是不知足
[00:11:13.000 --> 00:11:18.000]  中國人都有一個問題就是不滿足, 不知足
[00:11:18.000 --> 00:11:22.000]  我們這一代是最缺乏知足的一個意念
[00:11:22.000 --> 00:11:26.000]  我們這一代最缺乏知足的意念
[00:11:26.000 --> 00:11:29.000]  人充滿各種的不足感
[00:11:29.000 --> 00:11:31.000]  人充滿各種的不足感
[00:11:31.000 --> 00:11:40.000]  時間不夠用, 錢不夠多, 地位不夠高, 成就不夠大, 幾乎所有的東西都覺得不足夠
[00:11:40.000 --> 00:11:47.000]  時間不夠用, 錢不夠多, 地位不夠高, 成就不夠大, 幾乎所有的事都覺得不足
[00:11:47.000 --> 00:11:53.000]  雖然一些不足感可以激發我們向好的方面去發展
[00:11:53.000 --> 00:11:57.000]  這些不足感可以阻礙我們向好的方面發展
[00:11:57.000 --> 00:12:04.000]  但是很多時候, 這些會讓我們生命的品質越來越差
[00:12:04.000 --> 00:12:07.000]  但是很多時候, 這些會讓我們生命的品質越來越差
[00:12:07.000 --> 00:12:13.000]  或者暫時滿足了, 但是下一次的需求更加的大
[00:12:13.000 --> 00:12:17.000]  或者暫時滿足了, 下一次需求更大
[00:12:17.000 --> 00:12:22.000]  我們說男士很喜歡看電視, 看運動的, 是不是?
[00:12:22.000 --> 00:12:25.000]  男士喜歡看電視, 喜歡運動
[00:12:25.000 --> 00:12:28.000]  可能女士喜歡看電視劇
[00:12:28.000 --> 00:12:30.000]  女士可能喜歡看電視劇
[00:12:30.000 --> 00:12:34.000]  當你坐在電視面前的時候, 很多時候薯片就在你身邊
[00:12:34.000 --> 00:12:38.000]  有時候看電視劇的時候, 薯片可能就在你身邊
[00:12:38.000 --> 00:12:42.000]  當你一吃第一塊薯片的時候, 越吃就越想吃
[00:12:42.000 --> 00:12:45.000]  就是你吃第一塊的時候, 越吃就越想吃
[00:12:45.000 --> 00:12:47.000]  你口渴的時候, 又喝多兩杯水
[00:12:47.000 --> 00:12:50.000]  渴的時候, 多飲兩杯水
[00:12:50.000 --> 00:12:51.000]  又繼續來吃薯片
[00:12:51.000 --> 00:12:53.000]  又繼續吃薯片
[00:12:53.000 --> 00:12:57.000]  這個就好像我們覺得樣樣都不足夠
[00:12:57.000 --> 00:13:00.000]  就是我們覺得樣樣都不足夠
[00:13:00.000 --> 00:13:04.000]  如果我告訴你不要吃薯片, 不要喝水, 你覺得很痛苦, 是不是?
[00:13:04.000 --> 00:13:09.000]  我是說不要吃薯片, 不要喝水, 可能就很痛苦
[00:13:09.000 --> 00:13:14.000]  很多時候我們將一些需要和想要的東西搞錯了
[00:13:14.000 --> 00:13:18.000]  我們有時候將人的需求和想要弄錯了
[00:13:18.000 --> 00:13:21.000]  以致令到我們不滿足, 我們又不知足
[00:13:21.000 --> 00:13:24.000]  我們不滿足, 也不知足
[00:13:24.000 --> 00:13:29.000]  一個人本學家, 心理學家叫馬斯洛
[00:13:29.000 --> 00:13:32.000]  有一個生理學家叫馬斯洛
[00:13:32.000 --> 00:13:35.000]  他將人分成五個層面
[00:13:35.000 --> 00:13:40.000]  他說這五個層面需要得到滿足之後, 人格才會成熟
[00:13:40.000 --> 00:13:46.000]  他把這五個層面得到滿足以後, 人格才會成熟
[00:13:46.000 --> 00:13:56.000]  第一是生理需求, 第二是安全需求, 第三是感情需求, 第四是尊重的需求, 第五是自我實現的需求
[00:13:56.000 --> 00:14:05.000]  所以第一是生理需求, 第二是安全需求, 第三是情感需求, 第四是真正的需求, 第五是自我實現的需求
[00:14:05.000 --> 00:14:15.000]  但是他沒有告訴我們, 究竟每一個層面去到哪個程度你才會滿足, 人才能夠達到成熟的地步
[00:14:15.000 --> 00:14:23.000]  他沒有告訴我們, 要怎樣才能夠在這個層面得到滿足而達到成熟的程度
[00:14:23.000 --> 00:14:28.000]  其實我們國家的古人, 觀眾也都講過一句話
[00:14:28.000 --> 00:14:32.000]  而我國的古文館眾也說過這兩句話
[00:14:32.000 --> 00:14:35.000]  他說「衣食足而後知榮辱」
[00:14:35.000 --> 00:14:38.000]  衣食足而後知榮辱
[00:14:38.000 --> 00:14:50.000]  意思就是說, 人需要滿足基本的衣食足後的生存的時候, 才可以達到榮辱
[00:14:50.000 --> 00:14:53.000]  詳細我不跟大家講了
[00:14:53.000 --> 00:14:59.000]  人必須得到基本生活具體的生存需求之後, 才知道榮辱
[00:14:59.000 --> 00:15:02.000]  詳細我就不和大家講了
[00:15:02.000 --> 00:15:08.000]  其實古今中外的思想家一直都認為滿足是很重要
[00:15:08.000 --> 00:15:12.000]  如果人得不到滿足就會產生問題
[00:15:12.000 --> 00:15:17.000]  就是說古今中外的人都說, 都知道滿足很重要
[00:15:17.000 --> 00:15:21.000]  如果得不到滿足就會產生很多問題
[00:15:21.000 --> 00:15:26.000]  弟兄姊妹朋友, 你知不知道知足是要學的?
[00:15:26.000 --> 00:15:31.000]  弟兄姊妹朋友們, 你們是否知道知足是要學習的?
[00:15:31.000 --> 00:15:35.000]  知足在原文裏面是形容一個形容詞
[00:15:35.000 --> 00:15:43.000]  是描寫一個人經過自律之後, 不受環境來左右, 成為一個獨立的人
[00:15:43.000 --> 00:15:50.000]  知足在原文裏是形容一個人經過自律之後, 不受環境所左右, 而成為一個獨立的人
[00:15:50.000 --> 00:15:56.000]  從他內在來發出力量, 足夠應付發生任何的情況
[00:15:56.000 --> 00:16:01.000]  保羅在他內心發出的力量是靠主來有的
[00:16:01.000 --> 00:16:06.000]  他內心發出力量足夠應付任何可能發生的狀況
[00:16:06.000 --> 00:16:09.000]  保羅內心發出力量是靠主來有的
[00:16:09.000 --> 00:16:13.000]  知足的意思不是人有, 我有, 應有盡有
[00:16:13.000 --> 00:16:17.000]  知足的意思不是人有, 我有, 應有盡有
[00:16:17.000 --> 00:16:20.000]  而是學習一個簡樸的生活
[00:16:20.000 --> 00:16:22.000]  而是學習簡樸的生活
[00:16:22.000 --> 00:16:27.000]  你想一想, 有些東西其實沒有也無所謂
[00:16:27.000 --> 00:16:30.000]  有些東西沒有也無所謂
[00:16:30.000 --> 00:16:32.000]  你一樣可以生存的, 是不是?
[00:16:32.000 --> 00:16:34.000]  一樣可以生存的
[00:16:34.000 --> 00:16:38.000]  廣東話來講是不用死的
[00:16:38.000 --> 00:16:42.000]  用廣東話是不需要用的, 不需要去花費的
[00:16:42.000 --> 00:16:46.000]  所以保羅說, 我明白了, 我學會了
[00:16:46.000 --> 00:16:50.000]  我都學習到在不同的情況裏學到知足
[00:16:50.000 --> 00:16:53.000]  就是說保羅說, 我學會了
[00:16:53.000 --> 00:16:56.000]  在不同的情況之下, 我知道怎麼去知足
[00:16:56.000 --> 00:17:00.000]  學會的意思就是領悟, 是經歷
[00:17:00.000 --> 00:17:05.000]  學會了就是說, 領悟, 而經歷
[00:17:05.000 --> 00:17:10.000]  難怪他說, 我知道怎麼處悲墊, 也都怎麼處豐富
[00:17:10.000 --> 00:17:16.000]  無論在任何情況下, 飽足也好, 飢餓也好, 豐富也好, 缺乏也好
[00:17:16.000 --> 00:17:20.000]  就是說我知道怎麼去悲墊, 也都怎麼去豐富
[00:17:20.000 --> 00:17:25.000]  在任何情況下, 飽足也好, 飢餓也好, 豐富也好, 缺乏也好
[00:17:25.000 --> 00:17:29.000]  保羅先生那個豐富人生的經歷
[00:17:29.000 --> 00:17:31.000]  保羅先生豐富的人生經歷
[00:17:31.000 --> 00:17:33.000]  這個也是他屬靈的經歷
[00:17:33.000 --> 00:17:35.000]  也是他屬靈的經歷
[00:17:35.000 --> 00:17:42.000]  他經歷過貧窮, 富足, 艱苦, 喜樂, 被尊敬, 卑微, 有榮耀
[00:17:42.000 --> 00:17:50.000]  他經歷過貧窮, 富足, 艱苦, 喜樂, 被尊敬, 卑微, 有榮耀
[00:17:50.000 --> 00:17:54.000]  就算他被羞辱, 他都覺得No Problem, 沒問題
[00:17:54.000 --> 00:17:58.000]  他就是覺得即使被羞辱, 也覺得沒有問題
[00:17:58.000 --> 00:18:03.000]  他不會自怨自艾, 因為他從主裡面的恩典, 來到學到知足
[00:18:03.000 --> 00:18:07.000]  他不被自怨自艾, 在神的恩典, 來學會知足
[00:18:07.000 --> 00:18:12.000]  我們可以透過知足的態度, 來檢視一下今天我們和神的關係
[00:18:12.000 --> 00:18:17.000]  我們可以透過知足的態度, 來解釋一下自己與神的關係
[00:18:17.000 --> 00:18:21.000]  第一種就是當缺乏, 或者飢餓的時候
[00:18:21.000 --> 00:18:26.000]  不知足的態度, 表面上出現的就是抱怨連連
[00:18:26.000 --> 00:18:30.000]  似乎全世界都來虧欠了我
[00:18:30.000 --> 00:18:37.000]  第一種缺乏, 或者飢餓的時候, 不知足的態度表現出來的是抱怨連連
[00:18:37.000 --> 00:18:39.000]  似乎全世界都虧欠了我
[00:18:39.000 --> 00:18:43.000]  看這個人不順眼, 見到那個人覺得討厭
[00:18:43.000 --> 00:18:46.000]  看這個不順眼, 看那個人覺得討厭
[00:18:46.000 --> 00:18:50.000]  但當他有豐富有餘的時候, 他可能不滿足
[00:18:50.000 --> 00:18:53.000]  他又表現出來他不想來付出
[00:18:53.000 --> 00:18:57.000]  他豐富其有餘的時候, 可能會表現出不滿
[00:18:57.000 --> 00:19:00.000]  甚至表現出不願意付出
[00:19:00.000 --> 00:19:04.000]  他怕當我付了出來, 我會減少
[00:19:04.000 --> 00:19:08.000]  所以我不肯奉獻, 也不肯幫助有需要的人
[00:19:08.000 --> 00:19:14.000]  就是不怕得到的會減少, 不肯奉獻, 不肯幫助, 需要幫助的人
[00:19:14.000 --> 00:19:18.000]  但是第二種知足的人的內涵, 就是與神有好的關係
[00:19:18.000 --> 00:19:21.000]  第二種知足的內涵, 是與神有好的關係
[00:19:21.000 --> 00:19:28.000]  他的靈敏健康的基督徒, 就可以來處悲戰, 可以來處豐富
[00:19:28.000 --> 00:19:32.000]  靈敏健康的基督徒, 就可以來處悲戰, 也可以來處豐富
[00:19:32.000 --> 00:19:35.000]  富士德博士曾經說過一句
[00:19:35.000 --> 00:19:42.000]  誰人能夠有能力去購買一本書, 他就已經是世界上富有的一族
[00:19:42.000 --> 00:19:46.000]  其實今天你和我都是一個很幸福的一群人
[00:19:46.000 --> 00:19:53.000]  富士德博士曾經說過, 誰有能力用錢去購買一本書, 已經是世界上富有的一族了
[00:19:53.000 --> 00:19:56.000]  其實今天你和我都是富有的一族
[00:19:56.000 --> 00:20:02.000]  《針研》三十章的七到九節, 記載了一個禱告
[00:20:02.000 --> 00:20:06.000]  《針研》三十章七到九節, 記載了一個禱告
[00:20:06.000 --> 00:20:29.000]  我有兩件事求你, 在我死去以前, 求你答應我, 求你使虛假和謊言遠離我, 不要使我貧窮, 也不要讓我富裕, 只要給我需用的食物, 免得我吃飽了, 就不認你說, 惹禍說是誰, 又恐怕我貧窮, 就偷竊污濁了神的名
[00:20:29.000 --> 00:20:50.000]  我有兩件事求你, 在我死去以前, 求你答應我, 求你使虛假和謊言遠離我, 不要使我貧窮, 也不要讓我富裕, 只要給我需用的食物, 免得我吃飽了, 就不認你說, 惹禍說是誰, 又恐怕我貧窮, 就偷竊污濁了神的名
[00:20:50.000 --> 00:21:19.000]  這個禱告, 其實是實際上向神一個信心的禱告, 這個禱告是向神悉心禱告, 《真言》的作者是一個智慧人, 經歷很多人生歷練的人, 他寫下《真言》的內容, 他知道生活真的不是那麼容易, 他知道總會有缺乏的日子
[00:21:19.000 --> 00:21:28.000]  但他知道靠著自己的能力, 沒有辦法避開各樣的隱憂, 只要存著敬畏神的態度來過每一天
[00:21:28.000 --> 00:21:38.000]  但他也知道, 憑著自己的能力, 沒有辦法避開各樣的誘惑, 只要承受敬畏神的態度過每一天的生活
[00:21:38.000 --> 00:21:57.000]  有個統計說, 如果今天你有食物在你的雪櫃裏面, 有衣服在你的衣櫃裏面, 今天晚上你睡覺的時候有瓦遮頭, 其實你已經比世界上75%的人更加富有
[00:21:57.000 --> 00:22:09.000]  如果說在冰箱裏面有食物, 在衣櫃裏面有衣服, 在睡覺的時候能夠蓋上被子, 那麼你已經在世界上比75%的人更加富有
[00:22:09.000 --> 00:22:30.000]  如果今天你的口袋裏面, 你有錢放在銀行裏面, 你的口袋裏面有些稅銀的時候, 你已經是全球8%最富有的一個
[00:22:30.000 --> 00:22:51.000]  保羅先生學到要知足, 你學到了沒有? 學習一個簡樸的生活, 不亂花, 不強求, 時時都檢視你每一天都是神的恩, 神的供應, 你一定會有一個知足的心
[00:22:51.000 --> 00:23:07.000]  每天檢視每一天神的供應, 你就一定有知足的心, 追求神和你在一起, 不單是喜樂的心從神來, 知足常樂靠主恩, 更加在結尾的時候就是不離拳頭在於主
[00:23:07.000 --> 00:23:23.000]  和神在一起, 喜樂心從神來, 知足常樂靠主恩, 第三屆結尾的時候, 得力的來源於主, 貪心和不知足是常於將來的憂慮
[00:23:23.000 --> 00:23:35.000]  貪心和不知足是精神上會出現的憂慮, 保羅不憂慮有人說他是樂天主義, 保羅不憂慮說他是樂天主義
[00:23:35.000 --> 00:23:45.000]  當然不是, 當時保羅的時代流行一個叫斯多瓦的教導, 就是今朝有酒今朝醉, 這個就是叫樂天主義
[00:23:45.000 --> 00:23:52.000]  當時有一個叫斯多瓦的教導, 就是今朝有酒今朝醉, 這才是樂天主義
[00:23:52.000 --> 00:24:19.000]  保羅不是這類的人, 他知道他認識主而得的力量, 他信靠的是那位全能的主, 滿足他的一切, 他為神的國度有所而為, 從神而來得到這個力量
[00:24:19.000 --> 00:24:26.000]  丙姐妹朋友, 經濟的事情會不會令你煩躁, 困倦, 疲倦呢?
[00:24:26.000 --> 00:24:33.000]  丙姐妹朋友, 經濟的事情會不會令你煩躁, 困倦, 疲倦呢?
[00:24:33.000 --> 00:24:38.000]  如果是的話, 可能你和神的關係出現了問題
[00:24:38.000 --> 00:24:41.000]  如果是的話, 你和神的關係可能出現了問題
[00:24:41.000 --> 00:24:47.000]  如果你覺得你禱告沒什麼力量的時候, 可能你的焦點是移了位
[00:24:47.000 --> 00:24:54.000]  如果你覺得你禱告沒什麼力量的時候, 可能你的焦點是移了位
[00:24:54.000 --> 00:24:57.000]  以上亞書四十章三十一節說得好
[00:24:57.000 --> 00:25:00.000]  以上亞書四十章三十一節說得好
[00:25:00.000 --> 00:25:10.000]  提醒我們在安靜的當中和神相交, 因為得力在乎平靜安穩, 得力在乎歸回安息
[00:25:10.000 --> 00:25:18.000]  提醒我們在安靜的當中和神相交, 因為得力在乎平靜安穩, 得力在乎歸回安息
