
[00:00:00.000 --> 00:00:03.640]  下星期將會是聖誕崇拜
[00:03:37.480 --> 00:03:39.480]  這樣都幾開心 幾奇妙
[00:03:39.480 --> 00:03:42.480]  不單止這樣 我們的鐘樓復活了
[00:03:42.480 --> 00:03:44.480]  很多年都沒有響了
[00:03:44.480 --> 00:03:47.480]  有沒有人以往去鐘樓聽鐘聲
[00:03:47.480 --> 00:03:50.480]  有沒有人舉手 你聰明了 靈頭了
[00:03:50.480 --> 00:03:53.480]  知道舉手 你的年歲就差不多了
[00:03:53.480 --> 00:03:55.480]  Brian叔叔你沒理由不舉手
[00:03:55.480 --> 00:03:58.480]  復活了 鐘樓可以聽回了
[00:03:58.480 --> 00:03:59.480]  我們可以聽回
[00:03:59.480 --> 00:04:03.480]  不單止這樣 我們附近D2有市集
[00:04:03.480 --> 00:04:04.480]  你上去找到了
[00:04:04.480 --> 00:04:08.480]  當然 這些這麼奇妙的香港 12月
[00:04:08.480 --> 00:04:12.480]  當然不可以少得當紅的男團MIRROR
[00:04:12.480 --> 00:04:15.480]  12月31號 有沒有人已經拿了門票
[00:04:15.480 --> 00:04:19.480]  在九龍文化中心那裡 大草
[00:04:19.480 --> 00:04:21.480]  大草不知道有沒有拿門票
[00:04:21.480 --> 00:04:24.480]  大草堆 大草坪那裡倒數跨年
[00:04:24.480 --> 00:04:26.480]  那裡有倒數 這裡也有
[00:04:26.480 --> 00:04:28.480]  聖誕有什麼奇妙
[00:04:28.480 --> 00:04:30.480]  無論過去在疫情還是今天
[00:04:30.480 --> 00:04:33.480]  主角都不見了
[00:04:33.480 --> 00:04:37.480]  聖誕的主角 生日派對的主角
[00:04:37.480 --> 00:04:39.480]  是生日的本身
[00:04:39.480 --> 00:04:41.480]  那個的主角是誰
[00:04:41.480 --> 00:04:42.480]  耶穌
[00:04:42.480 --> 00:04:47.480]  但今天有了嘉賓 有了食物 就沒有了誰
[00:04:47.480 --> 00:04:48.480]  是的 很有趣
[00:04:48.480 --> 00:04:51.480]  我們今天回來 我們有耶穌
[00:04:51.480 --> 00:04:54.480]  更加需要去講 我們更加要知道 記得
[00:04:54.480 --> 00:04:57.480]  那些活動都開心的 本身都沒有錯
[00:04:57.480 --> 00:05:01.480]  不過不要忘記 聖誕的主角是誰
[00:05:01.480 --> 00:05:03.480]  耶穌
[00:05:03.480 --> 00:05:04.480]  Robert Webber這樣說
[00:05:04.480 --> 00:05:09.480]  他說 將臨時是上帝介入我們的時候
[00:05:09.480 --> 00:05:12.480]  帶來新的什麼 驚奇
[00:05:12.480 --> 00:05:13.480]  最新的驚奇
[00:05:13.480 --> 00:05:16.480]  我們的生命遇見主裡面
[00:05:16.480 --> 00:05:20.480]  有一種超然不能解答的奇妙
[00:05:20.480 --> 00:05:24.480]  不僅是外來那種短暫的刺激
[00:05:24.480 --> 00:05:27.480]  是從內到外的那種更新轉化
[00:05:27.480 --> 00:05:30.480]  那個更新和恢復的力量
[00:05:30.480 --> 00:05:33.480]  不斷的觸摸我們
[00:05:33.480 --> 00:05:36.480]  我們這裡有誰經歷過這種力量
[00:05:36.480 --> 00:05:37.480]  舉手
[00:05:37.480 --> 00:05:38.480]  一定有
[00:05:38.480 --> 00:05:40.480]  給你旁邊的一個掌聲
[00:05:40.480 --> 00:05:42.480]  大家給主掌聲
[00:05:42.480 --> 00:05:44.480]  今天我將會講一個故事
[00:05:44.480 --> 00:05:46.480]  這個故事是很會講的
[00:05:46.480 --> 00:05:48.480]  我們一般是講博士
[00:05:48.480 --> 00:05:50.480]  很棒的
[00:05:50.480 --> 00:05:51.480]  講牧羊人
[00:05:51.480 --> 00:05:52.480]  很棒的
[00:05:52.480 --> 00:05:53.480]  講瑪利亞
[00:05:53.480 --> 00:05:53.480]  很棒的
[00:05:53.480 --> 00:05:55.480]  今天我們講一個很少人講
[00:05:55.480 --> 00:05:56.480]  我都沒有聽人講
[00:05:56.480 --> 00:05:57.480]  我自己沒有講過
[00:05:57.480 --> 00:05:58.480]  是弱失
[00:05:58.480 --> 00:06:00.480]  究竟他的生命是怎樣
[00:06:00.480 --> 00:06:03.480]  他的生命是一個大配角
[00:06:03.480 --> 00:06:06.480]  但是我們都迎接耶穌基督來的時候
[00:06:06.480 --> 00:06:07.480]  迎接上帝
[00:06:07.480 --> 00:06:10.480]  並且完成上帝的旨意
[00:06:10.480 --> 00:06:12.480]  的一個重要環節
[00:06:12.480 --> 00:06:13.480]  所以你也是
[00:06:13.480 --> 00:06:14.480]  你也是
[00:06:14.480 --> 00:06:15.480]  跟旁邊的人說
[00:06:15.480 --> 00:06:16.480]  你也是
[00:06:16.480 --> 00:06:17.480]  你也是
[00:06:17.480 --> 00:06:18.480]  我們先看一看
[00:06:18.480 --> 00:06:21.480]  馬達邦一章第十八節
[00:06:21.480 --> 00:06:22.480]  記載第一句
[00:06:22.480 --> 00:06:23.480]  我們讀第一句
[00:06:23.480 --> 00:06:24.480]  一二三
[00:06:24.480 --> 00:06:26.480]  耶穌基督降生的事
[00:06:26.480 --> 00:06:28.480]  記載下面
[00:06:28.480 --> 00:06:30.480]  耶穌基督降生的事
[00:06:30.480 --> 00:06:32.480]  我們每個人都有降生
[00:06:32.480 --> 00:06:34.480]  你知不知道你都有降生過
[00:06:34.480 --> 00:06:35.480]  知
[00:06:35.480 --> 00:06:36.480]  當然了
[00:06:36.480 --> 00:06:37.480]  難道你石頭爆出來的嗎
[00:06:37.480 --> 00:06:39.480]  我們每個故事都特別的
[00:06:39.480 --> 00:06:41.480]  是不是
[00:06:41.480 --> 00:06:44.480]  不過都很難特別得過他
[00:06:44.480 --> 00:06:45.480]  因為我們知道的
[00:06:45.480 --> 00:06:46.480]  他繼續講下去
[00:06:46.480 --> 00:06:48.480]  我們今天將會在
[00:06:48.480 --> 00:06:52.480]  約瑟面對這個奇妙的降生
[00:06:52.480 --> 00:06:54.480]  三樣東西我們學得到
[00:06:54.480 --> 00:06:55.480]  好不好
[00:06:55.480 --> 00:06:56.480]  所以我們一起學三樣東西
[00:06:56.480 --> 00:06:57.480]  好不好
[00:06:57.480 --> 00:06:58.480]  都跟教徒們說
[00:06:58.480 --> 00:06:59.480]  三樣東西
[00:06:59.480 --> 00:07:00.480]  第一樣我們馬上看
[00:07:00.480 --> 00:07:01.480]  讀下去
[00:07:01.480 --> 00:07:02.480]  究竟是怎樣呢
[00:07:02.480 --> 00:07:03.480]  我們繼續讀下去
[00:07:03.480 --> 00:07:04.480]  預備起
[00:07:04.480 --> 00:07:09.480]  他母親瑪利亞已經許配了約瑟
[00:07:09.480 --> 00:07:16.480]  還會有凝聚瑪利亞流送聖靈懷了人
[00:07:16.480 --> 00:07:18.480]  他讓每日實至過癮
[00:07:18.480 --> 00:07:20.480]  體面以命地受辱他
[00:07:20.480 --> 00:07:23.480]  想要陷害他太多天
[00:07:23.480 --> 00:07:25.480]  我們從這個降生
[00:07:25.480 --> 00:07:27.480]  看趙命和趙命
[00:07:27.480 --> 00:07:29.480]  今天會看張臨奇
[00:07:29.480 --> 00:07:31.480]  這個背景很清楚
[00:07:31.480 --> 00:07:33.480]  他母親的媽媽
[00:07:33.480 --> 00:07:35.480]  即是耶穌的母親的媽媽
[00:07:35.480 --> 00:07:36.480]  已經許配了給誰
[00:07:36.480 --> 00:07:37.480]  約瑟
[00:07:37.480 --> 00:07:38.480]  許配是甚麼
[00:07:38.480 --> 00:07:40.480]  訂婚
[00:07:40.480 --> 00:07:41.480]  訂婚未過門
[00:07:41.480 --> 00:07:44.480]  當日和中國都很相似
[00:07:44.480 --> 00:07:46.480]  結婚前差不多不見的
[00:07:46.480 --> 00:07:51.480]  而這個許配的古希臘文
[00:07:51.480 --> 00:07:52.480]  其實代表一樣東西
[00:07:52.480 --> 00:07:54.480]  沒有發生性交
[00:07:54.480 --> 00:07:58.480]  所以他的懷孕不是有發生性交出現
[00:07:58.480 --> 00:07:59.480]  很清楚
[00:07:59.480 --> 00:08:01.480]  而且他的懷孕很特別
[00:08:01.480 --> 00:08:03.480]  當日去到這一節的記載
[00:08:03.480 --> 00:08:06.480]  天使還未同約瑟講
[00:08:06.480 --> 00:08:10.480]  瑪麗亞又沒有找過未婚夫約瑟
[00:08:10.480 --> 00:08:13.480]  所以估計約瑟聽到
[00:08:13.480 --> 00:08:16.480]  有人見到瑪麗亞
[00:08:16.480 --> 00:08:18.480]  見肚
[00:08:18.480 --> 00:08:20.480]  瑪麗亞懷孕時
[00:08:20.480 --> 00:08:22.480]  去了找誰
[00:08:22.480 --> 00:08:24.480]  Isabella
[00:08:24.480 --> 00:08:26.480]  伊麗莎白
[00:08:26.480 --> 00:08:27.480]  住了幾個月
[00:08:27.480 --> 00:08:28.480]  慢慢見肚
[00:08:28.480 --> 00:08:34.480]  然後將這件事傳了去約瑟的耳中
[00:08:34.480 --> 00:08:36.480]  知道了
[00:08:36.480 --> 00:08:38.480]  知道他懷孕了
[00:08:38.480 --> 00:08:41.480]  但當時未告訴他甚麼事
[00:08:41.480 --> 00:08:44.480]  他丈夫約瑟是一個甚麼人
[00:08:44.480 --> 00:08:46.480]  二人
[00:08:46.480 --> 00:08:48.480]  二人代表甚麼呢
[00:08:48.480 --> 00:08:51.480]  二人其實面對一個未婚妻懷孕
[00:08:51.480 --> 00:08:52.480]  我都說了
[00:08:52.480 --> 00:08:53.480]  好像中國人
[00:08:53.480 --> 00:08:54.480]  一百年前都是這樣
[00:08:54.480 --> 00:08:55.480]  不要說一千年前
[00:08:55.480 --> 00:08:56.480]  未結婚懷孕
[00:08:56.480 --> 00:08:58.480]  就會拿石頭
[00:08:58.480 --> 00:08:59.480]  當時會浸甚麼
[00:08:59.480 --> 00:09:01.480]  浸豬籠
[00:09:01.480 --> 00:09:02.480]  猶太人就拿石頭
[00:09:02.480 --> 00:09:04.480]  打死的
[00:09:04.480 --> 00:09:05.480]  有這樣的背景
[00:09:05.480 --> 00:09:08.480]  所以一個二人知道這件事
[00:09:08.480 --> 00:09:10.480]  他不可以問心無愧
[00:09:10.480 --> 00:09:14.480]  娶一個不忠的瑪麗亞
[00:09:14.480 --> 00:09:17.480]  所以一個二人是要休妻的
[00:09:17.480 --> 00:09:18.480]  意思是這樣
[00:09:18.480 --> 00:09:21.480]  應該是公開寫休書的
[00:09:21.480 --> 00:09:24.480]  因為他訂婚是公開的
[00:09:24.480 --> 00:09:25.480]  是知道的
[00:09:25.480 --> 00:09:26.480]  有這個背景
[00:09:26.480 --> 00:09:27.480]  不過我相信
[00:09:27.480 --> 00:09:28.480]  因為他老交戰
[00:09:28.480 --> 00:09:32.480]  他不想明明羞辱瑪麗亞
[00:09:32.480 --> 00:09:35.480]  所以他暗暗地寫休書
[00:09:35.480 --> 00:09:36.480]  休了她
[00:09:36.480 --> 00:09:40.480]  一方面完成了上帝給他很重要的律法的持守
[00:09:40.480 --> 00:09:44.480]  同時也可以暗暗地不羞辱她所愛
[00:09:44.480 --> 00:09:45.480]  當然我們知道
[00:09:45.480 --> 00:09:47.480]  後來一會兒會說到
[00:09:47.480 --> 00:09:48.480]  他為甚麼懷孕
[00:09:48.480 --> 00:09:50.480]  第一件事我們看的照命是甚麼呢
[00:09:50.480 --> 00:09:51.480]  我們學到
[00:09:51.480 --> 00:09:55.480]  照命不需要在遠方
[00:09:55.480 --> 00:09:57.480]  就在當前的處境
[00:09:57.480 --> 00:09:59.480]  當前危急的處境
[00:09:59.480 --> 00:10:01.480]  當前他不預見的處境
[00:10:01.480 --> 00:10:02.480]  就發生了
[00:10:02.480 --> 00:10:04.480]  很多時候我們聽到
[00:10:04.480 --> 00:10:05.480]  我們生命的照命
[00:10:05.480 --> 00:10:06.480]  我們的呼召
[00:10:06.480 --> 00:10:07.480]  甚麼叫呼召
[00:10:07.480 --> 00:10:08.480]  上帝叫我們做事
[00:10:08.480 --> 00:10:10.480]  我們每個人都有
[00:10:10.480 --> 00:10:12.480]  而且呼召是很刺激
[00:10:12.480 --> 00:10:15.480]  很棒的
[00:10:15.480 --> 00:10:18.480]  我們每個人都要吃東西
[00:10:18.480 --> 00:10:19.480]  你要不要吃東西
[00:10:19.480 --> 00:10:21.480]  吃吧
[00:10:21.480 --> 00:10:22.480]  我沒有陰你
[00:10:22.480 --> 00:10:23.480]  不陰你
[00:10:23.480 --> 00:10:25.480]  你要不要吃東西
[00:10:25.480 --> 00:10:26.480]  很重要
[00:10:26.480 --> 00:10:27.480]  不過我們知道
[00:10:27.480 --> 00:10:29.480]  我們每個人在內心裏面
[00:10:29.480 --> 00:10:32.480]  都很想完成一些比自己更重要的事
[00:10:32.480 --> 00:10:34.480]  這個要放進去
[00:10:34.480 --> 00:10:35.480]  你會知道
[00:10:35.480 --> 00:10:36.480]  所以你有使命感
[00:10:36.480 --> 00:10:38.480]  你有義氣感
[00:10:38.480 --> 00:10:39.480]  可以嗎
[00:10:39.480 --> 00:10:40.480]  解釋不了
[00:10:40.480 --> 00:10:43.480]  所以為甚麼消防員救火會犧牲自己
[00:10:43.480 --> 00:10:44.480]  解釋不了
[00:10:44.480 --> 00:10:45.480]  這個要放進去
[00:10:45.480 --> 00:10:47.480]  我想說一件事
[00:10:47.480 --> 00:10:49.480]  照命不需要在遠方
[00:10:49.480 --> 00:10:52.480]  我們知道照命的確很轟烈
[00:10:52.480 --> 00:10:53.480]  我們呼召在黎巴嫩
[00:10:53.480 --> 00:10:54.480]  在敘利亞
[00:10:54.480 --> 00:10:57.480]  去救貧民
[00:10:57.480 --> 00:10:58.480]  傳福音
[00:10:58.480 --> 00:10:59.480]  或者會死了
[00:10:59.480 --> 00:11:00.480]  真的
[00:11:00.480 --> 00:11:01.480]  很轟烈
[00:11:01.480 --> 00:11:02.480]  真的有的
[00:11:02.480 --> 00:11:03.480]  一件大事
[00:11:03.480 --> 00:11:05.480]  不過更多我們知道
[00:11:05.480 --> 00:11:07.480]  我們呼召的起點
[00:11:07.480 --> 00:11:10.480]  往往都是和我們正面對的處境
[00:11:10.480 --> 00:11:13.480]  和生活的地方息息相關
[00:11:13.480 --> 00:11:15.480]  所以未必需要遠
[00:11:15.480 --> 00:11:16.480]  就是很近
[00:11:16.480 --> 00:11:18.480]  我們看看回想一下
[00:11:18.480 --> 00:11:20.480]  以往舊弱新弱
[00:11:20.480 --> 00:11:21.480]  很多的角色
[00:11:21.480 --> 00:11:22.480]  他甚麼時候得到照命呢
[00:11:22.480 --> 00:11:24.480]  例如弱質
[00:11:24.480 --> 00:11:25.480]  在哪裏
[00:11:25.480 --> 00:11:26.480]  被賣的埃及地
[00:11:26.480 --> 00:11:28.480]  在監倉
[00:11:28.480 --> 00:11:29.480]  在饑荒
[00:11:29.480 --> 00:11:30.480]  第二點
[00:11:30.480 --> 00:11:32.480]  摩西面對同胞
[00:11:32.480 --> 00:11:34.480]  在埃及被壓
[00:11:34.480 --> 00:11:36.480]  被欺壓的時刻
[00:11:36.480 --> 00:11:37.480]  事先在哪裏
[00:11:37.480 --> 00:11:38.480]  事先在罪中
[00:11:38.480 --> 00:11:40.480]  在困苦中
[00:11:40.480 --> 00:11:42.480]  那裏被呼召
[00:11:42.480 --> 00:11:43.480]  大衛怎樣
[00:11:43.480 --> 00:11:44.480]  大衛在哪裏
[00:11:44.480 --> 00:11:45.480]  在放羊
[00:11:45.480 --> 00:11:47.480]  他老爸叫他做甚麼
[00:11:47.480 --> 00:11:49.480]  你做些食物給你的哥
[00:11:49.480 --> 00:11:50.480]  就遇見哪個哥
[00:11:50.480 --> 00:11:52.480]  就在日常生活裏
[00:11:52.480 --> 00:11:54.480]  但以你怎樣
[00:11:54.480 --> 00:11:57.480]  在巴比倫被囚
[00:11:57.480 --> 00:11:59.480]  國家淪亡的時候
[00:11:59.480 --> 00:12:01.480]  新弱的弱質
[00:12:01.480 --> 00:12:02.480]  在哪裏
[00:12:02.480 --> 00:12:04.480]  就在婚約中
[00:12:04.480 --> 00:12:06.480]  拿撒勒的婚約
[00:12:06.480 --> 00:12:08.480]  耶穌在哪裏
[00:12:08.480 --> 00:12:10.480]  就在一個困苦與洩裂
[00:12:10.480 --> 00:12:12.480]  貧困的家庭中
[00:12:12.480 --> 00:12:15.480]  其實我不知道耶穌何時知道他是神的兒子
[00:12:15.480 --> 00:12:18.480]  他出生要賴屎
[00:12:18.480 --> 00:12:20.480]  知不知道
[00:12:20.480 --> 00:12:22.480]  有沒有嬰兒出生不用賴屎
[00:12:22.480 --> 00:12:23.480]  沒有吧
[00:12:23.480 --> 00:12:25.480]  要餵奶
[00:12:25.480 --> 00:12:26.480]  有人相信
[00:12:26.480 --> 00:12:27.480]  當他受浸的時候
[00:12:27.480 --> 00:12:28.480]  他真正知道
[00:12:28.480 --> 00:12:29.480]  聖靈來到
[00:12:29.480 --> 00:12:30.480]  告訴你
[00:12:30.480 --> 00:12:31.480]  這就是我的兒子
[00:12:31.480 --> 00:12:32.480]  我們不知道
[00:12:32.480 --> 00:12:34.480]  不過他都要在中間
[00:12:34.480 --> 00:12:36.480]  慢慢知道自己的身份是甚麼
[00:12:36.480 --> 00:12:38.480]  彼得打語
[00:12:38.480 --> 00:12:41.480]  保羅逼伯的信號中
[00:12:41.480 --> 00:12:43.480]  這些人都是
[00:12:43.480 --> 00:12:44.480]  就是他的場景
[00:12:44.480 --> 00:12:45.480]  就是他旁邊
[00:12:45.480 --> 00:12:46.480]  不需要很遠
[00:12:46.480 --> 00:12:50.480]  我們知道弱質為何被呼召
[00:12:50.480 --> 00:12:51.480]  有幾個原因
[00:12:51.480 --> 00:12:52.480]  第一
[00:12:52.480 --> 00:12:55.480]  他夠窮
[00:12:55.480 --> 00:12:56.480]  為甚麼
[00:12:56.480 --> 00:12:57.480]  因為耶穌是君王
[00:12:57.480 --> 00:13:00.480]  他不要來到有錢的地方出生
[00:13:00.480 --> 00:13:04.480]  他要明白新羅人的苦況
[00:13:04.480 --> 00:13:07.480]  所以他選擇貧乏人
[00:13:07.480 --> 00:13:09.480]  這裏誰是窮的
[00:13:09.480 --> 00:13:11.480]  不用舉手
[00:13:11.480 --> 00:13:12.480]  神一定在這裏
[00:13:12.480 --> 00:13:13.480]  神講到明
[00:13:13.480 --> 00:13:15.480]  福音就去到貧乏人身上
[00:13:15.480 --> 00:13:16.480]  Amen
[00:13:16.480 --> 00:13:17.480]  Amen
[00:13:17.480 --> 00:13:18.480]  真的
[00:13:18.480 --> 00:13:19.480]  很清晰
[00:13:19.480 --> 00:13:20.480]  為甚麼選弱質
[00:13:20.480 --> 00:13:21.480]  還有他一個甚麼人
[00:13:21.480 --> 00:13:22.480]  剛才說
[00:13:22.480 --> 00:13:24.480]  二人
[00:13:24.480 --> 00:13:25.480]  第三
[00:13:25.480 --> 00:13:26.480]  為甚麼選他
[00:13:26.480 --> 00:13:28.480]  因為他是猶大族
[00:13:28.480 --> 00:13:29.480]  猶大族
[00:13:29.480 --> 00:13:31.480]  因為君王和大衛來了
[00:13:31.480 --> 00:13:32.480]  很有趣
[00:13:32.480 --> 00:13:33.480]  就是他的生命
[00:13:33.480 --> 00:13:34.480]  他的生命就是這樣
[00:13:34.480 --> 00:13:35.480]  他不知道
[00:13:35.480 --> 00:13:36.480]  我做木匠
[00:13:36.480 --> 00:13:37.480]  我就是窮
[00:13:37.480 --> 00:13:38.480]  是不是
[00:13:38.480 --> 00:13:40.480]  就出現這個
[00:13:40.480 --> 00:13:42.480]  的照明
[00:13:42.480 --> 00:13:43.480]  很有趣
[00:13:43.480 --> 00:13:44.480]  我們知道
[00:13:44.480 --> 00:13:45.480]  耶穌基督來
[00:13:45.480 --> 00:13:46.480]  或者我們上帝來
[00:13:46.480 --> 00:13:48.480]  怎樣對付
[00:13:48.480 --> 00:13:50.480]  對付困難
[00:13:50.480 --> 00:13:53.480]  怎樣對付苦難
[00:13:53.480 --> 00:13:57.480]  不是令到苦難沒有了
[00:13:57.480 --> 00:13:58.480]  我們不要搞錯
[00:13:58.480 --> 00:14:00.480]  他盡到苦難
[00:14:00.480 --> 00:14:03.480]  和你一起經歷
[00:14:03.480 --> 00:14:05.480]  並且加力你渡過難
[00:14:05.480 --> 00:14:06.480]  這個是福音
[00:14:06.480 --> 00:14:07.480]  所以他就選擇
[00:14:07.480 --> 00:14:08.480]  就是這樣
[00:14:08.480 --> 00:14:10.480]  所以我們很清楚
[00:14:10.480 --> 00:14:11.480]  我師父
[00:14:11.480 --> 00:14:12.480]  尤錫昌牧師
[00:14:12.480 --> 00:14:13.480]  楊依
[00:14:13.480 --> 00:14:14.480]  他講得很清楚
[00:14:14.480 --> 00:14:15.480]  我們被造的處境
[00:14:15.480 --> 00:14:16.480]  往往
[00:14:16.480 --> 00:14:17.480]  和我們的照明
[00:14:17.480 --> 00:14:20.480]  有著不可分割的關係
[00:14:20.480 --> 00:14:22.480]  講到照明
[00:14:22.480 --> 00:14:23.480]  真的很難明白
[00:14:23.480 --> 00:14:25.480]  照明大概有幾個方向
[00:14:25.480 --> 00:14:26.480]  第一
[00:14:26.480 --> 00:14:27.480]  很簡單
[00:14:27.480 --> 00:14:28.480]  你聽你就明白
[00:14:28.480 --> 00:14:29.480]  你也有
[00:14:29.480 --> 00:14:30.480]  你聽你就明白
[00:14:30.480 --> 00:14:31.480]  第一
[00:14:31.480 --> 00:14:32.480]  我們有沒有看過《創世紀》
[00:14:32.480 --> 00:14:33.480]  有
[00:14:33.480 --> 00:14:35.480]  《創世紀》是聖經第幾卷書
[00:14:35.480 --> 00:14:36.480]  你懂
[00:14:36.480 --> 00:14:37.480]  我和旁邊的人說
[00:14:37.480 --> 00:14:38.480]  說得好
[00:14:38.480 --> 00:14:40.480]  第一卷
[00:14:40.480 --> 00:14:43.480]  聖經的第一卷書
[00:14:43.480 --> 00:14:45.480]  《創世紀》的第一章
[00:14:45.480 --> 00:14:46.480]  第二章有什麼
[00:14:46.480 --> 00:14:48.480]  上帝怎樣
[00:14:48.480 --> 00:14:50.480]  創造天地
[00:14:50.480 --> 00:14:51.480]  廢話
[00:14:51.480 --> 00:14:52.480]  尤錫昌牧師
[00:14:52.480 --> 00:14:54.480]  頭三個字創造什麼
[00:14:54.480 --> 00:14:56.480]  天
[00:14:56.480 --> 00:14:57.480]  地
[00:14:57.480 --> 00:14:58.480]  海
[00:14:58.480 --> 00:15:00.480]  第四五六又創造什麼
[00:15:00.480 --> 00:15:02.480]  當然還有
[00:15:02.480 --> 00:15:03.480]  就有耶
[00:15:03.480 --> 00:15:05.480]  第四五六又創造什麼
[00:15:05.480 --> 00:15:07.480]  有什麼
[00:15:07.480 --> 00:15:09.480]  今早你吃了什麼早餐
[00:15:09.480 --> 00:15:11.480]  有沒有吃雞蛋
[00:15:11.480 --> 00:15:13.480]  即是創造動物
[00:15:13.480 --> 00:15:14.480]  還有呢
[00:15:14.480 --> 00:15:15.480]  海裡的魚
[00:15:15.480 --> 00:15:17.480]  昨晚有沒有人吃魚
[00:15:17.480 --> 00:15:19.480]  這裡有沒有人很魚
[00:15:19.480 --> 00:15:21.480]  還有創造誰
[00:15:21.480 --> 00:15:22.480]  有魚有動物
[00:15:22.480 --> 00:15:23.480]  還有呢
[00:15:23.480 --> 00:15:24.480]  植物
