
[00:00:00.000 --> 00:00:03.120]  好 今天我們會讀《雅各書》
[00:01:35.000 --> 00:01:37.200]  你要有一個commitment
[00:01:37.200 --> 00:01:41.560]  因為你這一生都是要忍耐的
[00:01:41.560 --> 00:01:47.760]  剛才他說什麼 忍耐直到主來 是不是
[00:01:47.760 --> 00:01:50.440]  弟兄姊妹 今天第一件事
[00:01:50.440 --> 00:01:57.000]  我想大家記得的就是我們這一生人就是要忍耐
[00:01:57.000 --> 00:01:59.760]  所以我設計了今天我們的主題是一齊讀
[00:01:59.760 --> 00:02:02.480]  白忍 誠誠
[00:02:02.480 --> 00:02:05.200]  如果我們可以在我們一生人的裏面
[00:02:05.200 --> 00:02:08.200]  commit去忍耐 為了主的緣故
[00:02:08.200 --> 00:02:11.680]  在忍耐的當中 我們可以在神那裏支取力量
[00:02:11.680 --> 00:02:14.320]  我們靠著祂補血 得勝的時候
[00:02:14.320 --> 00:02:17.520]  我們都可以在這個誠誠的道路上有份
[00:02:17.520 --> 00:02:19.960]  我們都得勝有餘 Amen
[00:02:19.960 --> 00:02:22.720]  我不知道你現在是不是在忍耐
[00:02:22.720 --> 00:02:25.520]  你有沒有在忍耐 有沒有什麼難關
[00:02:25.520 --> 00:02:29.040]  有沒有人最近入過油 是不是
[00:02:29.040 --> 00:02:30.840]  七國這麼亂 油費很貴
[00:02:30.840 --> 00:02:34.920]  我昨天入油 肉赤到我七十多元
[00:02:34.920 --> 00:02:37.320]  七十多元一缸油 OK
[00:02:37.320 --> 00:02:39.960]  我去吃飯 我計算我現在用了多少錢
[00:02:39.960 --> 00:02:43.280]  為什麼 因為七國這麼亂
[00:02:43.280 --> 00:02:45.240]  我去光顧那個打邊爐
[00:02:45.240 --> 00:02:47.560]  我說最近生意怎麼樣 不就挺好
[00:02:47.560 --> 00:02:50.520]  是不是 為什麼 信不信
[00:02:50.520 --> 00:02:53.920]  我馬上信了 因為那個打邊爐那裏
[00:02:53.920 --> 00:02:56.400]  平時四塊肉 它少了塊肉
[00:02:56.400 --> 00:02:58.560]  真的生意不好 是不是
[00:02:58.560 --> 00:03:00.840]  很多時候我們都是少了塊肉
[00:03:00.840 --> 00:03:02.960]  為什麼 不是你們的錯
[00:03:02.960 --> 00:03:05.120]  是因為這個世界很亂
[00:03:05.120 --> 00:03:07.680]  我看這個世界很多新聞
[00:03:07.680 --> 00:03:09.720]  它說什麼打仗的原因
[00:03:09.720 --> 00:03:11.560]  我只見到一樣東西
[00:03:11.560 --> 00:03:13.800]  受苦的都是平民百姓
[00:03:13.800 --> 00:03:15.720]  其實我們都是平民百姓
[00:03:15.720 --> 00:03:18.000]  我們這一世很多時候
[00:03:18.000 --> 00:03:22.040]  我們都需要有很多的忍耐
[00:03:22.040 --> 00:03:26.640]  我講這篇道 我就在想用什麼例子好呢
[00:03:26.640 --> 00:03:30.880]  當然網上有很多例子是要我們學習忍耐
[00:03:30.880 --> 00:03:34.120]  我在想的時候 我表姐就打電話給我
[00:03:34.120 --> 00:03:36.120]  三四天之前打電話給我
[00:03:36.120 --> 00:03:38.720]  我相信有人都聽過我表姐的故事
[00:03:38.720 --> 00:03:41.760]  是不是 有些人未聽過我講多次
[00:03:41.760 --> 00:03:48.400]  三四年前 我表姐有BB 很健康的
[00:03:48.400 --> 00:03:52.680]  她生了出來之後 還是很健康的
[00:03:52.680 --> 00:03:55.560]  後來臉上有些青 是不是
[00:03:55.560 --> 00:04:02.040]  長話短說 魯莽艷 然後就殘廢了
[00:04:02.040 --> 00:04:03.720]  怎麼忍呢 是不是
[00:04:03.720 --> 00:04:10.080]  我表姐在那個時候就好像晴天霹靂一樣
[00:04:10.080 --> 00:04:12.080]  我自己有個女兒
[00:04:12.080 --> 00:04:15.080]  如果我見到這件事發生在我身上
[00:04:15.080 --> 00:04:17.600]  她不是一早已經知道有事
[00:04:17.600 --> 00:04:21.200]  她本來沒事 因為疏忽而導致
[00:04:21.200 --> 00:04:27.680]  她魯莽艷毀壞了腦 是完全癱瘓
[00:04:27.680 --> 00:04:31.360]  很感恩 在那個時候
[00:04:31.360 --> 00:04:35.600]  我跟她談電話 跟她祈禱 她相信了
[00:04:35.600 --> 00:04:41.520]  今天她都跟我說 你當時講的那些經文 令我很大改變
[00:04:41.520 --> 00:04:44.080]  很老實跟你說 我忘記了講什麼經文
[00:04:44.080 --> 00:04:46.640]  但我只知道那是經文
[00:04:46.640 --> 00:04:50.840]  陳健華語很有力量 讓我們可以前進
[00:04:50.840 --> 00:04:54.160]  我表姐很值得感恩
[00:04:54.160 --> 00:04:57.080]  因為我跟她談話的時候 到今天
[00:04:57.080 --> 00:05:00.000]  她打電話給我的時候 她有件事改變了
[00:05:00.000 --> 00:05:02.160]  那時候跟她談話的時候
[00:05:02.160 --> 00:05:04.600]  她都說不要緊啦 我OK啦 是不是
[00:05:04.600 --> 00:05:07.120]  我頂到的 我相信了
[00:05:07.120 --> 00:05:10.960]  我發覺我上一次跟她談話 即是四天前的談話
[00:05:10.960 --> 00:05:14.920]  她每兩句就一句講耶穌
[00:05:14.920 --> 00:05:17.120]  她很感恩
[00:05:17.120 --> 00:05:21.840]  她這個忍耐功課做得很好
[00:05:21.840 --> 00:05:25.160]  為什麼我講這個例子呢 因為她跟我說了一句話
[00:05:25.160 --> 00:05:26.960]  她說我去看醫生的時候
[00:05:26.960 --> 00:05:29.840]  那個護士跟我說 那個姑娘跟我說
[00:05:29.840 --> 00:05:35.200]  她說你遇到這一輩子都是這樣 你遇到這一輩子都是這麼辛苦
[00:05:35.200 --> 00:05:37.920]  她說我無所謂啦 我很愛我女兒
[00:05:37.920 --> 00:05:43.120]  因為呢 雖然她最近才知道 原來她女兒不是很懂得痛
[00:05:43.120 --> 00:05:46.200]  所以她裏面有發炎 她自己都不知道
[00:05:46.200 --> 00:05:49.120]  但是她跟她女兒的交流不是用言語
[00:05:49.120 --> 00:05:52.880]  她看不到東西 她吃不到東西 她走不到路
[00:05:52.880 --> 00:05:56.320]  但她懂得笑和懂得憤怒樣子 是不是
[00:05:56.320 --> 00:05:59.360]  她說她很有趣的 她出去見三寶的人她不憤怒
[00:05:59.360 --> 00:06:01.160]  不憤怒是回家才憤怒的
[00:06:01.160 --> 00:06:05.960]  我說你知不知道這個正正就是愛
[00:06:05.960 --> 00:06:08.520]  她說是有享受到和她的愛
[00:06:08.520 --> 00:06:10.640]  她說我很愛我女兒
[00:06:10.640 --> 00:06:14.040]  她說我都知道當耶穌再回來的時候
[00:06:14.040 --> 00:06:17.680]  主再回來的時候 將會得到一個新的身體
[00:06:17.680 --> 00:06:21.080]  我和我女兒可以抱著一起去聊天
[00:06:21.080 --> 00:06:25.560]  弟兄姊妹 這個是不是好像火鍊的忍耐一樣
[00:06:25.560 --> 00:06:28.480]  我不知道你今天在忍什麼
[00:06:28.480 --> 00:06:34.400]  但是聖經沒有堂醫抱著人生裏面的苦況
[00:06:34.400 --> 00:06:36.360]  正如耶穌基督也說過
[00:06:36.360 --> 00:06:38.160]  這個世界是有苦難的
[00:06:38.160 --> 00:06:40.040]  但是你要記得最後那句是什麼
[00:06:40.040 --> 00:06:42.000]  我已經戰勝世界
[00:06:42.000 --> 00:06:44.680]  所以希望我們可以用戰勝的心態
[00:06:44.680 --> 00:06:47.680]  來面對現在我們百般的磨難
[00:06:47.680 --> 00:06:52.040]  以致我們忍耐的功課不是被動的
[00:06:52.040 --> 00:06:56.360]  而是相當的積極
[00:06:56.360 --> 00:06:57.840]  一起讀highlight那句好不好
[00:06:57.840 --> 00:07:01.080]  一二三 堅固你們的心
[00:07:01.080 --> 00:07:04.520]  所以弟兄們 我們要堅固我們的心
[00:07:04.520 --> 00:07:07.280]  堅固這個字其實都是用剛才那個時態
[00:07:07.280 --> 00:07:12.320]  都是用conservative errors imperative
[00:07:12.320 --> 00:07:15.600]  都是說你一輩子都要忍耐
[00:07:15.600 --> 00:07:18.560]  而你一輩子一句到尾
[00:07:18.560 --> 00:07:22.040]  我們要一起學習堅固我們的心
[00:07:22.040 --> 00:07:23.480]  今天你準備好了沒有
[00:07:23.480 --> 00:07:25.400]  堅不堅固到我們的心
[00:07:25.400 --> 00:07:27.880]  如果堅固到 你可不可以給我一個amen
[00:07:27.880 --> 00:07:28.920]  Amen 感謝主
[00:07:28.920 --> 00:07:30.240]  我們來這裡敬拜
[00:07:30.240 --> 00:07:32.720]  我們不只是聽道 涼冷氣 聊聊天
[00:07:32.720 --> 00:07:34.960]  我們要讓神改變我們
[00:07:34.960 --> 00:07:38.720]  以致我們雖然在這個痛苦的世界裡面
[00:07:38.720 --> 00:07:40.200]  我們都可以得勝有餘
[00:07:40.200 --> 00:07:41.320]  大家一起讀好不好
[00:07:41.320 --> 00:07:44.600]  一二三 留守你的信
[00:07:44.600 --> 00:07:47.160]  在下文裡是這麼說的
[00:07:47.160 --> 00:07:48.360]  我們一起讀
[00:07:48.360 --> 00:07:54.120]  弟兄們 你們要把那先前奉主名說話的眾先知
[00:07:54.120 --> 00:07:59.120]  當作能受苦能忍耐的榜樣
[00:07:59.120 --> 00:08:01.640]  那先前忍耐的人
[00:08:01.640 --> 00:08:04.200]  我們稱他們是有福的
[00:08:04.200 --> 00:08:07.080]  你們聽見過若白的忍耐
[00:08:07.080 --> 00:08:09.720]  也知道主給他的結局
[00:08:09.720 --> 00:08:14.160]  明顯主是滿心憐憫大有慈悲
[00:08:14.160 --> 00:08:16.720]  剛才說了一種東西
[00:08:16.720 --> 00:08:19.040]  大概就是這樣一個比喻
[00:08:19.040 --> 00:08:22.640]  之後他給一個例子給我們
[00:08:22.640 --> 00:08:25.880]  你看到他的忍耐好像不太一樣
[00:08:25.880 --> 00:08:28.040]  看和合本的時候就忍耐忍耐
[00:08:28.040 --> 00:08:28.960]  什麼叫忍耐呢
[00:08:28.960 --> 00:08:33.560]  原來他在說忍耐的結果就是step fast
[00:08:33.560 --> 00:08:34.600]  行不行
[00:08:34.600 --> 00:08:37.600]  他還給一個例子給我們
[00:08:37.600 --> 00:08:40.240]  就好像看方太與理
[00:08:40.240 --> 00:08:42.080]  我小時候看方太與理
[00:08:42.080 --> 00:08:44.840]  他就很快地醃完雞
[00:08:44.840 --> 00:08:52.720]  丟一點蔥下去就搞定了 但因為時間的關係我已經一早預備了一碟出來
[00:08:52.720 --> 00:08:55.560]  很美 魔法 我很喜歡看方太與理
[00:08:55.560 --> 00:08:56.960]  雖然我現在都不會煮東西吃
[00:08:56.960 --> 00:08:58.280]  但我喜歡吃東西
[00:08:58.280 --> 00:09:04.120]  我覺得很美 煮得煮再耐就快了
[00:09:04.120 --> 00:09:06.680]  人生有幾十年 剛才我們查經的時候
[00:09:06.680 --> 00:09:10.600]  人生有幾十年 煮再耐就快了
[00:09:10.600 --> 00:09:12.440]  在煮再耐之前
[00:09:12.440 --> 00:09:13.960]  因為時間的關係
[00:09:13.960 --> 00:09:20.040]  神擺了很多如同雲彩的忍耐的見證在我們身邊
[00:09:20.040 --> 00:09:22.080]  讓我們可以堅重我們自己
[00:09:22.080 --> 00:09:24.760]  就算在這個火煉的世界裡面
[00:09:24.760 --> 00:09:27.240]  我們都可以得勝有餘
[00:09:27.240 --> 00:09:32.880]  而step fast這個字在希臘文裡叫做hupomone
[00:09:32.880 --> 00:09:34.200]  為什麼
[00:09:34.200 --> 00:09:35.560]  有個加號
[00:09:35.560 --> 00:09:36.760]  哪兩個字加起來
[00:09:36.760 --> 00:09:38.440]  under什麼
[00:09:38.440 --> 00:09:39.680]  回兵
[00:09:39.680 --> 00:09:40.200]  bye
[00:09:40.200 --> 00:09:40.760]  為什麼
[00:09:40.760 --> 00:09:43.440]  我就解作留守
[00:09:43.440 --> 00:09:47.680]  姐妹我們要在我們的信心裡面留守
[00:09:47.680 --> 00:09:50.040]  我們很多時候未必留守到
[00:09:50.040 --> 00:09:53.280]  因為這個世界的痛苦太真實
[00:09:53.280 --> 00:09:54.800]  我們留守不到的時候
[00:09:54.800 --> 00:09:57.840]  我們沒有辦法掌握到神的timing
[00:09:57.840 --> 00:09:59.560]  我們有時候走得快過神
[00:09:59.560 --> 00:10:00.800]  所以剛才我祈禱的時候
[00:10:00.800 --> 00:10:02.320]  我們要靠著什麼
[00:10:02.320 --> 00:10:04.360]  我們要靠著我們的耶穌基督
[00:10:04.360 --> 00:10:06.920]  我們要跟著這個主去走
[00:10:06.920 --> 00:10:08.280]  那道經文說什麼
[00:10:08.280 --> 00:10:16.040]  他說直到得了什麼 秋雨春雨
[00:10:16.040 --> 00:10:17.880]  我們要等神的timing
[00:10:17.880 --> 00:10:19.520]  什麼叫秋雨
[00:10:19.520 --> 00:10:21.800]  秋來也秋去
[00:10:21.800 --> 00:10:23.760]  所以唱這首歌
[00:10:23.760 --> 00:10:24.960]  什麼叫春雨
[00:10:24.960 --> 00:10:27.000]  遲來的春雨
[00:10:27.000 --> 00:10:30.200]  以前以色列人種東西
[00:10:30.200 --> 00:10:32.360]  他就是要等兩個季節
[00:10:32.360 --> 00:10:35.320]  夏天之後地是乾的
[00:10:35.320 --> 00:10:37.640]  他要下種子
[00:10:37.640 --> 00:10:39.040]  下種子之前
[00:10:39.040 --> 00:10:44.280]  他需要秋雨去sprinkle那些泥
[00:10:44.280 --> 00:10:45.920]  以致可以搓爛它
[00:10:45.920 --> 00:10:48.800]  放粒種子進去就生長了
[00:10:48.800 --> 00:10:52.720]  這個大概是9月至10月
[00:10:52.720 --> 00:10:54.040]  但都未得過
[00:10:54.040 --> 00:10:57.120]  你長了出來它會曬焦的
[00:10:57.120 --> 00:11:00.400]  所以他要等到3月至4月
[00:11:00.400 --> 00:11:03.000]  他要等個春雨
[00:11:03.000 --> 00:11:05.680]  因為他在秋成之前
[00:11:05.680 --> 00:11:07.840]  他要多一陣雨季之後
[00:11:07.840 --> 00:11:08.960]  他才可以發芽
[00:11:08.960 --> 00:11:09.880]  才可以生長
[00:11:09.880 --> 00:11:13.520]  剛才說的precious的一個出產
[00:11:13.520 --> 00:11:15.400]  一個豐富的出產
[00:11:15.400 --> 00:11:18.080]  所以農夫在當時候
[00:11:18.080 --> 00:11:20.240]  他不單止有秋雨
[00:11:20.240 --> 00:11:24.120]  他還要等春雨
[00:11:24.120 --> 00:11:28.000]  但很多時等待的過程
[00:11:28.000 --> 00:11:30.600]  令我們沒有了忍耐
[00:11:30.600 --> 00:11:33.520]  你知不知道當時的外邦人
[00:11:33.520 --> 00:11:36.640]  他在等春雨的時候
[00:11:36.640 --> 00:11:38.640]  他們去做些什麼?
[00:11:38.640 --> 00:11:39.640]  拜偶像
[00:11:39.640 --> 00:11:40.760]  為什麼?
[00:11:40.760 --> 00:11:43.840]  覺得漂亮
[00:11:43.840 --> 00:11:45.360]  等於姊妹
[00:11:45.360 --> 00:11:48.800]  我們很多時信了主之後
[00:11:48.800 --> 00:11:51.720]  我們都好像得到了秋雨一樣
[00:11:51.720 --> 00:11:54.880]  很多神蹟令我們信
[00:11:54.880 --> 00:11:57.480]  本來心靈好像很乾
[00:11:57.480 --> 00:11:59.480]  然後春滿雲雜
[00:11:59.480 --> 00:12:02.000]  然後我們得以改變
[00:12:02.000 --> 00:12:04.920]  但不要忘記我們要等什麼?
[00:12:04.920 --> 00:12:06.760]  春雨
[00:12:06.760 --> 00:12:08.880]  我們等春雨的當中
[00:12:08.880 --> 00:12:11.040]  我們有很多試探
[00:12:11.040 --> 00:12:13.320]  世界會試我們
[00:12:13.320 --> 00:12:15.040]  我們有時會忍耐不到
[00:12:15.040 --> 00:12:17.920]  今日的經文就正正告訴我們
[00:12:17.920 --> 00:12:20.960]  我們需要在主裡面學習
[00:12:20.960 --> 00:12:23.040]  忍耐的功夫
[00:12:23.040 --> 00:12:26.360]  Amen
[00:12:26.360 --> 00:12:28.480]  其實生命記那裡
[00:12:28.480 --> 00:12:29.440]  他講得很清楚
[00:12:29.440 --> 00:12:33.040]  看到嗎? 秋雨、春雨
[00:12:33.040 --> 00:12:34.880]  我很快讀給你們聽
[00:12:34.880 --> 00:12:36.720]  在生命記11章
[00:12:36.720 --> 00:12:42.480]  「是也,你神所眷顧的從歲首到年終」
[00:12:42.480 --> 00:12:47.120]  「歲首到年終也,你的神的眼目時常看管那地」
[00:12:47.120 --> 00:12:50.160]  「你們若留意聽從我今日所吩咐的誡明」
[00:12:50.160 --> 00:12:53.920]  「愛也,你們的神盡心盡性侍奉他」
[00:12:53.920 --> 00:12:56.640]  「他必按時幹什麼」
[00:12:56.640 --> 00:13:01.680]  「秋雨、春雨在你們的地上使你們可以收藏五穀」
[00:13:01.680 --> 00:13:03.040]  「生、酒、和、尤」
[00:13:03.040 --> 00:13:06.960]  其實當時神已經告訴以色列人
[00:13:06.960 --> 00:13:07.760]  你不用怕
[00:13:07.760 --> 00:13:09.360]  從歲首到年終
[00:13:09.360 --> 00:13:11.120]  祂都在
[00:13:11.120 --> 00:13:14.160]  你只是要跟著我
[00:13:14.160 --> 00:13:15.920]  你學習去愛我
[00:13:15.920 --> 00:13:17.440]  你看清楚舊約
[00:13:17.440 --> 00:13:18.640]  好像很早Demanding
[00:13:18.640 --> 00:13:19.680]  但是你要知道
[00:13:19.680 --> 00:13:22.320]  神已經一早愛了以色列人
[00:13:22.320 --> 00:13:23.760]  已經預備了道路
[00:13:23.760 --> 00:13:26.640]  在格欖地得地為業之後
[00:13:26.640 --> 00:13:27.600]  神告訴你
[00:13:27.600 --> 00:13:29.200]  你學習愛我
[00:13:29.200 --> 00:13:31.200]  當我們學習愛神的時候
[00:13:31.200 --> 00:13:32.480]  之前
[00:13:32.480 --> 00:13:34.800]  其實神一早已經施愛我們
[00:13:34.800 --> 00:13:37.520]  所以我們剛才要義愛
[00:13:37.520 --> 00:13:38.000]  還愛
[00:13:38.000 --> 00:13:39.680]  弟兄姊妹
[00:13:39.680 --> 00:13:42.000]  在等待春雨的時候
[00:13:42.000 --> 00:13:44.720]  我們要做些什麼?
[00:13:44.720 --> 00:13:47.360]  我們要學習怎樣愛神
[00:13:47.360 --> 00:13:50.080]  我們要學習聽從神的吩咐
[00:13:50.080 --> 00:13:53.440]  在聖經裏面
[00:13:53.440 --> 00:13:54.320]  弟兄姊妹
[00:13:54.320 --> 00:13:56.080]  我們要留守我們的信
[00:13:56.080 --> 00:13:59.440]  我們要充滿忍耐的功夫
[00:13:59.440 --> 00:14:01.760]  很多時候我們留守我們的信心
[00:14:01.760 --> 00:14:02.800]  我們的忍耐
[00:14:02.800 --> 00:14:04.800]  不是依靠神蹟
[00:14:04.800 --> 00:14:07.520]  不是依靠這個環境
[00:14:07.520 --> 00:14:08.640]  當你看聖經的時候
[00:14:08.640 --> 00:14:12.080]  你看五餅二魚很開心
[00:14:12.080 --> 00:14:15.200]  Napa的酒很貴
[00:14:15.200 --> 00:14:16.400]  有個我忘記什麼名字
[00:14:16.400 --> 00:14:17.760]  兩百多元一瓶
[00:14:17.760 --> 00:14:20.000]  可以試六十元一杯
[00:14:20.000 --> 00:14:22.240]  我試過一次之後很後悔
[00:14:22.240 --> 00:14:23.040]  很貴
[00:14:23.040 --> 00:14:24.320]  跟我叔叔的事
[00:14:24.320 --> 00:14:25.600]  但耶穌不用
[00:14:25.600 --> 00:14:27.360]  祂沒有酒
[00:14:27.360 --> 00:14:29.040]  隨便酒
[00:14:29.040 --> 00:14:31.040]  一講就行了
[00:14:31.040 --> 00:14:33.200]  很棒
[00:14:33.200 --> 00:14:34.560]  五餅二魚
[00:14:34.560 --> 00:14:36.720]  大家都聽過五餅二魚
[00:14:36.720 --> 00:14:37.760]  耶穌憐憫他們
[00:14:37.760 --> 00:14:40.320]  覺得他們沒有東西吃很慘
[00:14:40.320 --> 00:14:44.000]  拿五餅二魚餵飽五千人
[00:14:44.000 --> 00:14:45.440]  肚子餓就有東西吃
[00:14:45.440 --> 00:14:46.800]  很棒
[00:14:46.800 --> 00:14:48.320]  你信不信
[00:14:48.320 --> 00:14:49.680]  都信
[00:14:49.680 --> 00:14:51.440]  但之後那些人走了
[00:14:51.440 --> 00:14:54.800]  耶穌說這些人是來吃東西的
[00:14:54.800 --> 00:14:56.400]  弟兄姊妹我們不要做那些人
[00:14:56.400 --> 00:14:59.520]  我們要留守我們的信
[00:14:59.520 --> 00:15:02.560]  我們要像約伯一樣
[00:15:02.560 --> 00:15:03.920]  我們一起讀
[00:15:03.920 --> 00:15:05.200]  一二三
[00:15:05.200 --> 00:15:07.280]  他的妻子對他說
[00:15:07.280 --> 00:15:10.000]  你仍然持守你的純淨嗎
[00:15:10.000 --> 00:15:11.120]  你欺騙了神
[00:15:11.120 --> 00:15:12.160]  死了吧
[00:15:12.160 --> 00:15:14.400]  約伯卻對他說
[00:15:14.400 --> 00:15:17.600]  你說話像愚頑的婦人一樣
[00:15:17.600 --> 00:15:18.880]  唉
[00:15:18.880 --> 00:15:21.360]  難道我們從神手裡得福
[00:15:21.360 --> 00:15:22.480]  不也受禍嗎
[00:15:22.480 --> 00:15:23.840]  在這一切事上
[00:15:23.840 --> 00:15:26.240]  約伯並不以口犯罪
[00:15:26.240 --> 00:15:27.760]  弟兄姊妹
[00:15:27.760 --> 00:15:29.520]  二人第一次罵老婆就在這裡
[00:15:29.520 --> 00:15:30.800]  所以你不要罵老婆
[00:15:30.800 --> 00:15:32.000]  你不是二人
[00:15:32.000 --> 00:15:35.200]  但你要知道約伯那時很慘
[00:15:35.200 --> 00:15:37.200]  但他又沒有錢
[00:15:37.200 --> 00:15:38.800]  又死了兒女
[00:15:38.800 --> 00:15:40.240]  又滿身毒瘡
[00:15:40.240 --> 00:15:41.840]  總之很慘
[00:15:41.840 --> 00:15:44.320]  在當時他都沒有放棄神
[00:15:44.320 --> 00:15:45.680]  他留守他的信
[00:15:45.680 --> 00:15:47.760]  他很忍耐
[00:15:47.760 --> 00:15:49.360]  但他都不敢嘆氣
[00:15:49.360 --> 00:15:51.040]  一起讀好嗎
[00:15:51.040 --> 00:15:52.720]  唉
[00:15:52.720 --> 00:15:53.920]  一起讀
[00:15:53.920 --> 00:15:54.640]  唉
[00:15:54.640 --> 00:15:56.240]  你可以相信神的面子
[00:15:56.240 --> 00:15:58.000]  原文沒有這個字
[00:15:58.000 --> 00:16:00.960]  但他翻譯了感嘆的意思
[00:16:00.960 --> 00:16:01.920]  有時真是令我們
[00:16:01.920 --> 00:16:02.880]  唉
[00:16:02.880 --> 00:16:04.240]  為什麼又是這樣的時候
[00:16:04.240 --> 00:16:05.120]  弟兄姊妹
[00:16:05.120 --> 00:16:07.040]  我們會祈禱
[00:16:07.040 --> 00:16:08.000]  我們祈禱的時候
[00:16:08.000 --> 00:16:09.600]  希望神立即出手
[00:16:09.600 --> 00:16:11.280]  有時神是立即出手的
[00:16:11.280 --> 00:16:12.560]  我們開這個教會
[00:16:12.560 --> 00:16:14.160]  神是立即出手的
[00:16:14.160 --> 00:16:15.680]  立即有地方
[00:16:15.680 --> 00:16:17.600]  一個月就搞定了
[00:16:17.600 --> 00:16:19.040]  這是神蹟
[00:16:19.040 --> 00:16:21.360]  但弟兄姊妹
[00:16:21.360 --> 00:16:24.160]  我們要等這個春雨
[00:16:24.160 --> 00:16:26.320]  很多時我們會有很多的挑戰
[00:16:26.320 --> 00:16:27.680]  很多的挑戰
[00:16:27.680 --> 00:16:28.960]  裏面有很多的阻瀾
[00:16:28.960 --> 00:16:31.920]  神又未在裏面
[00:16:31.920 --> 00:16:34.960]  神由歲守到年終
[00:16:34.960 --> 00:16:36.960]  都在這裏
[00:16:36.960 --> 00:16:38.480]  我們面對挑戰的時候
[00:16:38.480 --> 00:16:39.520]  都在這裏
[00:16:39.520 --> 00:16:40.480]  或者我們突然有一天
[00:16:40.480 --> 00:16:41.760]  喇叭不響的時候
[00:16:41.760 --> 00:16:42.480]  都在這裏
[00:16:42.480 --> 00:16:43.520]  我們要怎樣
[00:16:43.520 --> 00:16:44.160]  忍耐
[00:16:44.160 --> 00:16:46.080]  我們要留守我們的信
[00:16:46.080 --> 00:16:47.600]  我們可以
[00:16:47.600 --> 00:16:49.840]  一齊讀一次
[00:16:49.840 --> 00:16:51.840]  人生就是這樣
[00:16:51.840 --> 00:16:52.880]  氣虛嘆息
[00:16:52.880 --> 00:16:54.640]  但當你嘆息的時候
[00:16:54.640 --> 00:16:55.440]  你要知道
[00:16:55.440 --> 00:16:56.640]  耶穌已經成了
[00:16:56.640 --> 00:16:59.280]  耶穌知道各樣的事已經成了
[00:16:59.280 --> 00:17:00.800]  為要使經上的話
[00:17:00.800 --> 00:17:02.080]  應驗就說我可了
[00:17:02.080 --> 00:17:04.560]  然後耶穌償了那一套
[00:17:04.560 --> 00:17:05.360]  就說
[00:17:05.360 --> 00:17:06.800]  成了
[00:17:06.800 --> 00:17:07.440]  便低下頭
[00:17:07.440 --> 00:17:10.000]  將靈魂交付給神了
[00:17:10.000 --> 00:17:11.760]  弟兄姊妹
[00:17:11.760 --> 00:17:15.280]  耶穌基督的死
[00:17:15.280 --> 00:17:17.280]  是不簡單的事
[00:17:17.280 --> 00:17:19.280]  耶穌基督
[00:17:19.280 --> 00:17:21.280]  他應該在世上的時候
[00:17:21.280 --> 00:17:23.280]  受很多苦難的時候
[00:17:23.280 --> 00:17:25.280]  他都
[00:17:25.280 --> 00:17:27.280]  但他留守他的信
[00:17:27.280 --> 00:17:29.280]  他忍耐到最終
[00:17:29.280 --> 00:17:31.280]  耶穌基督的死
[00:17:31.280 --> 00:17:33.280]  告訴我們
[00:17:33.280 --> 00:17:35.280]  我們的春雨未必在今生裏可以得到
[00:17:35.280 --> 00:17:37.280]  我們需要用
[00:17:37.280 --> 00:17:39.280]  永生的眼光
[00:17:39.280 --> 00:17:41.280]  去看這個春雨
[00:17:41.280 --> 00:17:43.280]  有很多時候
