
[00:00:00.000 --> 00:00:03.320]  今天的講題是「堅定呼召,結伴同行」
[00:02:06.940 --> 00:02:08.580]  Twitter用一些不同的東西
[00:02:08.580 --> 00:02:11.060]  好,說一下潮流走勢的題目
[00:02:11.060 --> 00:02:13.260]  在2025年
[00:02:13.260 --> 00:02:15.020]  有新興的潮流
[00:02:15.020 --> 00:02:16.580]  一直在上來
[00:02:16.580 --> 00:02:18.340]  包括我們剛才說了
[00:02:18.340 --> 00:02:20.940]  我們知道TrapGPT是一個比較多人用
[00:02:20.940 --> 00:02:21.860]  但是
[00:02:21.860 --> 00:02:22.820]  絕地叛擊
[00:02:22.820 --> 00:02:25.100]  現在有一個新的AI
[00:02:25.100 --> 00:02:26.380]  升得很快
[00:02:26.380 --> 00:02:27.300]  就是
[00:02:27.300 --> 00:02:29.580]  已經有聲音很厲害
[00:02:29.580 --> 00:02:31.020]  就是Germany
[00:02:31.020 --> 00:02:32.820]  已經是一致好評
[00:02:32.820 --> 00:02:34.100]  很厲害
[00:02:34.100 --> 00:02:35.300]  不單止這樣
[00:02:35.300 --> 00:02:36.260]  接下來這個
[00:02:36.260 --> 00:02:37.220]  可能你還沒用AI
[00:02:37.220 --> 00:02:38.500]  這個你一定用過了
[00:02:38.500 --> 00:02:39.740]  你一定見過了
[00:02:39.740 --> 00:02:40.580]  不知道你家裡有沒有
[00:02:40.580 --> 00:02:41.780]  就是
[00:02:41.780 --> 00:02:42.740]  Laboum
[00:02:42.740 --> 00:02:44.860]  看到嗎
[00:02:44.860 --> 00:02:45.460]  看到嗎
[00:02:45.460 --> 00:02:47.340]  誰家裡有的舉手
[00:02:47.340 --> 00:02:48.660]  很多
[00:02:48.660 --> 00:02:50.420]  我家裡有三個
[00:02:50.420 --> 00:02:51.900]  看到嗎
[00:02:51.900 --> 00:02:53.380]  它用的是
[00:02:53.380 --> 00:02:54.860]  ViralToy
[00:02:54.860 --> 00:02:55.860]  就是好像
[00:02:55.860 --> 00:02:57.860]  是感染式的傳播很厲害
[00:02:57.860 --> 00:03:00.180]  因為它突然間這兩年很快速地
[00:03:00.180 --> 00:03:01.780]  就這樣去了
[00:03:01.780 --> 00:03:02.660]  很厲害
[00:03:02.660 --> 00:03:03.860]  當然還有一個
[00:03:03.860 --> 00:03:05.180]  有三個突出來的
[00:03:05.180 --> 00:03:06.580]  就是
[00:03:06.580 --> 00:03:10.180]  誰今天在用iPhone17的舉手
[00:03:10.180 --> 00:03:10.740]  不用怕
[00:03:10.740 --> 00:03:11.860]  真的有
[00:03:11.860 --> 00:03:12.460]  真的是時代
[00:03:12.460 --> 00:03:13.580]  只不過
[00:03:13.580 --> 00:03:15.580]  iPhone17行不行
[00:03:15.580 --> 00:03:17.300]  我是比較舊時代
[00:03:17.300 --> 00:03:18.380]  還沒有
[00:03:18.380 --> 00:03:20.300]  好了,看看其他的新的東西
[00:03:20.300 --> 00:03:21.220]  就是
[00:03:21.220 --> 00:03:22.580]  最多的keywords
[00:03:22.580 --> 00:03:24.300]  就是很多人用的字是什麼呢
[00:03:24.300 --> 00:03:25.660]  一次過開了
[00:03:25.660 --> 00:03:26.980]  最多的四個
[00:03:26.980 --> 00:03:28.220]  一百個圍數
[00:03:28.220 --> 00:03:31.020]  YouTube、Amazon、Facebook和Gmail
[00:03:31.020 --> 00:03:32.100]  接下來
[00:03:32.100 --> 00:03:32.860]  這個很有趣
[00:03:32.860 --> 00:03:34.740]  最多人用
[00:03:34.740 --> 00:03:36.300]  搜查的名字
[00:03:36.300 --> 00:03:38.180]  最多人搜查的名字
[00:03:38.180 --> 00:03:38.980]  最後四個而已
[00:03:38.980 --> 00:03:40.460]  不然的話要說很久了
[00:03:40.460 --> 00:03:42.380]  第四位是誰呢
[00:03:42.380 --> 00:03:44.140]  你也認識的
[00:03:44.140 --> 00:03:45.500]  上一堂有人猜陳全華
[00:03:45.500 --> 00:03:47.180]  可以嗎
[00:03:47.180 --> 00:03:48.140]  陳全華對了
[00:03:48.140 --> 00:03:48.900]  也是我認識的
[00:03:48.900 --> 00:03:49.540]  Ian Lamas
[00:03:49.540 --> 00:03:49.980]  可以嗎
[00:03:49.980 --> 00:03:50.860]  他不認識的
[00:03:50.860 --> 00:03:51.300]  好了
[00:03:51.300 --> 00:03:53.380]  第三位
[00:03:53.380 --> 00:03:55.180]  還沒有
[00:03:55.180 --> 00:03:56.540]  是什麼呢
[00:03:56.540 --> 00:03:57.500]  是Drake
[00:03:57.500 --> 00:03:58.740]  是一位歌手
[00:03:58.740 --> 00:03:59.460]  第二位
[00:03:59.460 --> 00:04:01.860]  是我女兒小時候很喜歡的歌手
[00:04:01.860 --> 00:04:03.580]  大家猜不猜到是女士
[00:04:03.580 --> 00:04:06.820]  全球這個搜尋
[00:04:06.820 --> 00:04:07.780]  四個
[00:04:07.780 --> 00:04:08.540]  OK
[00:04:08.540 --> 00:04:10.020]  你們很行
[00:04:10.020 --> 00:04:11.300]  第一位
[00:04:11.300 --> 00:04:12.140]  是誰
[00:04:12.140 --> 00:04:12.820]  特朗普
[00:04:12.820 --> 00:04:13.540]  特朗普
[00:04:13.540 --> 00:04:14.140]  Trump Trump
[00:04:14.140 --> 00:04:15.740]  贏了整條街
[00:04:15.740 --> 00:04:16.620]  Good or Bad
[00:04:16.620 --> 00:04:18.260]  我不知道
[00:04:18.260 --> 00:04:18.900]  我不知道
[00:04:18.900 --> 00:04:20.860]  2025年在你人生中
[00:04:20.860 --> 00:04:22.820]  常常出的名字是誰
[00:04:22.820 --> 00:04:24.900]  誰對你的影響是最深
[00:04:24.900 --> 00:04:27.380]  我相信未必是他們
[00:04:27.380 --> 00:04:30.580]  又或者在裡面常常在搜查的是什麼
[00:04:30.580 --> 00:04:32.620]  你2025年怎麼去度過
[00:04:32.620 --> 00:04:33.580]  或者各樣事情
[00:04:33.580 --> 00:04:35.980]  在你的處境中怎麼樣
[00:04:35.980 --> 00:04:38.900]  而2026年你又怎麼開始呢
[00:04:38.900 --> 00:04:40.860]  有一個統計
[00:04:40.860 --> 00:04:42.140]  新年願望清單
[00:04:42.140 --> 00:04:43.900]  訪問了二萬個人
[00:04:43.900 --> 00:04:44.820]  二萬個人
[00:04:44.820 --> 00:04:46.220]  做了一個研究
[00:04:46.220 --> 00:04:48.020]  五個新年的願望
[00:04:48.020 --> 00:04:49.300]  最多人許的
[00:04:49.300 --> 00:04:49.900]  可以嗎
[00:04:49.900 --> 00:04:51.620]  你現在只是想你一個而已
[00:04:51.620 --> 00:04:52.620]  你想你一個
[00:04:52.620 --> 00:04:53.500]  看出不出現
[00:04:53.500 --> 00:04:54.340]  你想一個
[00:04:54.340 --> 00:04:56.180]  看看五個裡面包不包你一個
[00:04:56.180 --> 00:04:56.780]  1
[00:04:56.780 --> 00:04:57.060]  2
[00:04:57.060 --> 00:04:57.380]  3
[00:04:57.380 --> 00:04:58.700]  出了
[00:04:58.700 --> 00:04:59.580]  OK
[00:04:59.580 --> 00:05:00.500]  改善身體
[00:05:00.500 --> 00:05:02.100]  我們馬上有講座
[00:05:02.100 --> 00:05:03.540]  食得健康
[00:05:03.540 --> 00:05:04.700]  我都
[00:05:04.700 --> 00:05:07.700]  過去十年都是想著改善身體健康
[00:05:07.700 --> 00:05:10.980]  更加的財務管理
[00:05:10.980 --> 00:05:12.860]  花更多時間給家人和朋友
[00:05:12.860 --> 00:05:13.420]  可以嗎
[00:05:13.420 --> 00:05:15.860]  你看看你旁邊那個是你家人和朋友
[00:05:15.860 --> 00:05:16.820]  現在看看他
[00:05:16.820 --> 00:05:19.180]  你信不信花更多時間給他
[00:05:19.180 --> 00:05:21.220]  想你淋下頭
[00:05:21.220 --> 00:05:23.220]  不是很多人淋頭了嗎
[00:05:23.220 --> 00:05:24.780]  好了改善情緒
[00:05:24.780 --> 00:05:27.620]  全球的情緒都是很困難的
[00:05:27.620 --> 00:05:30.900]  多點旅遊不是對香港人很陌生的了
[00:05:30.900 --> 00:05:32.300]  當然
[00:05:32.300 --> 00:05:35.180]  可能我們都有2026年
[00:05:35.180 --> 00:05:38.220]  在身體財務情緒的清單
[00:05:38.220 --> 00:05:38.900]  當然
[00:05:38.900 --> 00:05:40.020]  那個也重要
[00:05:40.020 --> 00:05:41.060]  而我們今天
[00:05:41.060 --> 00:05:42.180]  最想講的
[00:05:42.180 --> 00:05:47.780]  是2026年有什麼屬靈生命的清單
[00:05:47.780 --> 00:05:50.100]  有些什麼你很想
[00:05:50.100 --> 00:05:52.020]  是決意去行
[00:05:52.020 --> 00:05:54.980]  這種屬靈生命的願望又是什麼
[00:05:54.980 --> 00:05:56.980]  今天我藉著這段經文
[00:05:56.980 --> 00:06:00.420]  是《馬達福音》四章十二到二十五節
[00:06:00.420 --> 00:06:01.500]  剛剛
[00:06:01.500 --> 00:06:02.860]  正正是耶穌
[00:06:02.860 --> 00:06:05.260]  剛剛出來
[00:06:05.260 --> 00:06:07.980]  有祂開展去事公的開始
[00:06:07.980 --> 00:06:09.900]  究竟耶穌著重些什麼
[00:06:09.900 --> 00:06:12.780]  我們2026年又是剛剛開始
[00:06:12.780 --> 00:06:17.380]  究竟我們在耶穌《馬達福音》四章十二到二十五節
[00:06:17.380 --> 00:06:20.420]  見到什麼啟發
[00:06:20.420 --> 00:06:21.860]  對我們的說話
[00:06:21.860 --> 00:06:23.220]  在講一些背景的事情
[00:06:23.220 --> 00:06:24.460]  耶穌出來的時候
[00:06:24.460 --> 00:06:30.540]  當然祂面向的環境都是相當大挑戰的
[00:06:30.540 --> 00:06:32.220]  我們一起進入去
[00:06:32.220 --> 00:06:32.780]  好了
[00:06:32.780 --> 00:06:33.540]  大家
[00:06:33.540 --> 00:06:35.340]  你猜我今天會講幾點?
[00:06:35.340 --> 00:06:36.740]  講三點
[00:06:36.740 --> 00:06:37.860]  講幾點?
[00:06:37.860 --> 00:06:38.860]  講三點
[00:06:38.860 --> 00:06:39.540]  跟家裡說
[00:06:39.540 --> 00:06:41.220]  就講三點
[00:06:41.220 --> 00:06:42.140]  講三點
[00:06:42.140 --> 00:06:43.300]  我們看第一點
[00:06:43.300 --> 00:06:46.540]  先看頭六字的經文
[00:06:46.540 --> 00:06:47.420]  我們來讀一讀
[00:06:47.420 --> 00:06:48.300]  一二三
[00:06:48.300 --> 00:06:50.860]  耶穌聖見約翰夏了加
[00:06:50.860 --> 00:06:53.060]  就去到加利利去
[00:06:53.060 --> 00:06:55.100]  後來離開納西蘭
[00:06:55.100 --> 00:06:56.660]  我加盟去
[00:06:56.660 --> 00:06:58.140]  就住在那裡
[00:06:58.140 --> 00:06:59.900]  南丹的黃河海外
[00:06:59.900 --> 00:07:03.500]  在西湖和納蘇哈利的邊界上
[00:07:03.500 --> 00:07:24.180]  就是沿海的流約旦河外內邦人的加利利地
[00:07:24.180 --> 00:07:30.940]  從那時候
[00:07:30.940 --> 00:07:32.340]  我必須講一點背景
[00:07:32.340 --> 00:07:37.780]  當日耶穌聖見誰坐牢?
[00:07:37.780 --> 00:07:39.340]  約翰是誰約翰?
[00:07:39.340 --> 00:07:40.340]  施洗約翰
[00:07:40.340 --> 00:07:42.580]  當日一定是十大新聞
[00:07:42.580 --> 00:07:44.700]  施洗約翰是非常出名的人
[00:07:44.700 --> 00:07:45.900]  所有人都認識
[00:07:45.900 --> 00:07:46.980]  突然下監
[00:07:46.980 --> 00:07:49.500]  當時是一個黑暗的時代
[00:07:49.500 --> 00:07:55.820]  希律王是不可以容許和他有反對聲音
[00:07:55.820 --> 00:07:57.420]  而當時收監
[00:07:57.420 --> 00:07:58.940]  收監的時候
[00:07:58.940 --> 00:08:00.620]  等於耶穌什麼呢?
[00:08:00.620 --> 00:08:02.540]  是不是立刻停止工作呢?
[00:08:02.540 --> 00:08:03.820]  是不是退縮呢?
[00:08:03.820 --> 00:08:04.300]  不是
[00:08:04.300 --> 00:08:05.820]  如果說他就去不同的地方
[00:08:05.820 --> 00:08:06.660]  加利利
[00:08:06.660 --> 00:08:07.500]  拿撒勒
[00:08:07.500 --> 00:08:09.260]  加伯隆等等等等
[00:08:09.260 --> 00:08:10.300]  這裡我們看到一件事
[00:08:10.300 --> 00:08:13.460]  在混亂黑暗的時刻
[00:08:13.460 --> 00:08:16.820]  更加要堅定我們的呼召
[00:08:16.820 --> 00:08:17.780]  我再講一次
[00:08:17.780 --> 00:08:19.460]  在混亂黑暗的時候
[00:08:19.460 --> 00:08:22.820]  我們更加要堅定我們的呼召
[00:08:22.820 --> 00:08:24.700]  裡面講到一件很有趣的事情
[00:08:24.700 --> 00:08:30.580]  你見到十四節要應驗先知以賽亞的話
[00:08:30.580 --> 00:08:31.540]  見不見到?
[00:08:31.540 --> 00:08:32.900]  見到是吧?
[00:08:32.900 --> 00:08:36.540]  以賽亞是耶穌時代早800年
[00:08:36.540 --> 00:08:38.020]  祂有預言的
[00:08:38.020 --> 00:08:40.260]  而耶穌時代發生的事情
[00:08:40.260 --> 00:08:41.500]  是困難的
[00:08:41.500 --> 00:08:42.540]  但是
[00:08:42.540 --> 00:08:45.340]  已經在以賽亞
[00:08:45.340 --> 00:08:47.380]  或者神直載以賽亞的先知
[00:08:47.380 --> 00:08:49.500]  已經宣佈了會發生
[00:08:49.500 --> 00:08:50.420]  我想講什麼呢?
[00:08:50.420 --> 00:08:51.540]  就是說
[00:08:51.540 --> 00:08:54.940]  再多困難迷失也好
[00:08:54.940 --> 00:08:56.420]  神也早知道
[00:08:56.420 --> 00:08:58.860]  並且祂是在掌控著
[00:08:58.860 --> 00:09:02.380]  所以你看到這裡講以賽亞先知的話
[00:09:02.380 --> 00:09:04.980]  特別十六節講到那個大光
[00:09:04.980 --> 00:09:08.140]  我們看看以賽亞書九章二節
[00:09:08.140 --> 00:09:09.020]  怎麼講好嗎?
[00:09:09.020 --> 00:09:09.620]  我們一起讀
[00:09:09.620 --> 00:09:10.540]  一二三
[00:09:10.540 --> 00:09:14.660]  「在黑暗中行走的百姓看見了大光」
[00:09:14.660 --> 00:09:18.460]  「在黑暗中行走的百姓看見了大光」
[00:09:18.460 --> 00:09:21.300]  祂說黑暗中行走的百姓要看見什麼?
[00:09:21.300 --> 00:09:22.100]  「大光」
[00:09:22.100 --> 00:09:22.940]  「大光」
[00:09:22.940 --> 00:09:23.780]  行不行?
[00:09:23.780 --> 00:09:27.100]  「在死淫之地的人有光」
[00:09:27.100 --> 00:09:28.300]  「照耀他們」
[00:09:28.300 --> 00:09:29.140]  很清楚
[00:09:29.140 --> 00:09:30.980]  第一件我們知道的
[00:09:30.980 --> 00:09:35.260]  在困境裡面絕對不是難阻我們繼續前行的
[00:09:35.260 --> 00:09:36.980]  在那裡更加告訴我們
[00:09:36.980 --> 00:09:37.940]  我們要屬靈生命
[00:09:37.940 --> 00:09:39.100]  要鞏固的話
[00:09:39.100 --> 00:09:43.580]  往往不是在安逸中開始
[00:09:43.580 --> 00:09:44.540]  在黑暗
[00:09:44.540 --> 00:09:49.380]  在動盪裡面就被煉成了
[00:09:49.380 --> 00:09:51.980]  我們知道全球新聞真的很困難
[00:09:51.980 --> 00:09:53.180]  無論過去的打仗
[00:09:53.180 --> 00:09:54.220]  無論關稅戰
[00:09:54.220 --> 00:09:55.740]  無論環保
[00:09:55.740 --> 00:09:56.980]  天氣惡劣
[00:09:56.980 --> 00:09:59.020]  地震
[00:09:59.020 --> 00:10:00.740]  但是大家不用怕
[00:10:00.740 --> 00:10:04.220]  一切都是神掌管的
[00:10:04.220 --> 00:10:06.020]  是不是?
[00:10:06.020 --> 00:10:07.540]  會發生的
[00:10:07.540 --> 00:10:08.900]  就算不信主也知道
[00:10:08.900 --> 00:10:10.100]  科學家都說
[00:10:10.100 --> 00:10:12.020]  距離世間末日
[00:10:12.020 --> 00:10:12.940]  打仗也好
[00:10:12.940 --> 00:10:15.220]  沒有核戰也好
[00:10:15.220 --> 00:10:16.300]  很近的了
[00:10:16.300 --> 00:10:17.900]  不過
[00:10:17.900 --> 00:10:19.380]  不用怕
[00:10:19.380 --> 00:10:20.380]  你跟他旁邊說
[00:10:20.380 --> 00:10:21.620]  不用怕
[00:10:21.620 --> 00:10:23.180]  神早就知道了
[00:10:23.180 --> 00:10:24.100]  我們知道的
[00:10:24.100 --> 00:10:30.180]  耶穌當日更加堅定他的呼召
[00:10:30.180 --> 00:10:32.060]  而耶穌堅定的呼召
[00:10:32.060 --> 00:10:34.020]  不是因為環境的變化
[00:10:34.020 --> 00:10:35.940]  是因為祂是誰
[00:10:35.940 --> 00:10:37.620]  今天第一件我們要知道
[00:10:37.620 --> 00:10:38.580]  我們是誰
[00:10:38.580 --> 00:10:39.980]  我講一講
[00:10:39.980 --> 00:10:41.900]  多一點在馬太
[00:10:41.900 --> 00:10:43.820]  他怎樣描述那個狀況
[00:10:43.820 --> 00:10:47.100]  剛才我們讀的是馬太福音第幾章?
[00:10:47.100 --> 00:10:49.340]  不用怕 我沒有欺負你
[00:10:49.340 --> 00:10:50.180]  通常問這個問題
[00:10:50.180 --> 00:10:51.860]  有這麼淺的你都不會欺負我
[00:10:51.860 --> 00:10:53.180]  第幾章?
[00:10:53.180 --> 00:10:53.660]  對
[00:10:53.660 --> 00:10:54.940]  沒事
[00:10:54.940 --> 00:10:57.460]  第四章前一章是第幾章?
[00:10:57.460 --> 00:10:57.860]  哎呀
[00:10:57.860 --> 00:10:58.820]  真的很堅定
[00:10:58.820 --> 00:11:00.060]  知道我不欺負你了
[00:11:00.060 --> 00:11:01.780]  再之前一章呢?
[00:11:01.780 --> 00:11:03.660]  再之前一章呢?
[00:11:03.660 --> 00:11:05.340]  再之前呢?
[00:11:05.340 --> 00:11:05.940]  沒有了
[00:11:05.940 --> 00:11:07.540]  馬拉基
[00:11:07.540 --> 00:11:08.780]  我講一講
[00:11:08.780 --> 00:11:12.500]  其實馬太編排了一些很有趣的東西
[00:11:12.500 --> 00:11:13.900]  第一章
[00:11:13.900 --> 00:11:16.100]  他講耶穌是誰
[00:11:16.100 --> 00:11:17.380]  耶穌的家譜
[00:11:17.380 --> 00:11:19.820]  我將會講第一和第四有五個角度
[00:11:19.820 --> 00:11:20.940]  看清楚祂是誰
[00:11:20.940 --> 00:11:22.180]  耶穌的家譜是
[00:11:22.180 --> 00:11:24.420]  亞伯拉罕後裔大王的子孫
[00:11:24.420 --> 00:11:26.780]  或者約瑟瑪利亞生
[00:11:26.780 --> 00:11:27.020]  明白嗎?
[00:11:27.020 --> 00:11:27.540]  行不行?
[00:11:27.540 --> 00:11:28.020]  是
[00:11:28.020 --> 00:11:28.980]  祂是誰?
[00:11:28.980 --> 00:11:30.060]  是這個
[00:11:30.060 --> 00:11:31.700]  接著有描述到
[00:11:31.700 --> 00:11:34.460]  同女懷孕生子
[00:11:34.460 --> 00:11:35.300]  祂的名叫
[00:11:35.300 --> 00:11:36.460]  爾瑪什麼?
[00:11:36.460 --> 00:11:37.140]  萊尼
[00:11:37.140 --> 00:11:38.420]  就是神與你什麼?
[00:11:38.420 --> 00:11:40.020]  同在
[00:11:40.020 --> 00:11:41.260]  知道的
[00:11:41.260 --> 00:11:42.500]  祂出來
[00:11:42.500 --> 00:11:45.820]  是知道祂為什麼出來的
[00:11:45.820 --> 00:11:46.740]  我不知道你知不知道
[00:11:46.740 --> 00:11:49.180]  為什麼你今天坐在這裡
[00:11:49.180 --> 00:11:50.260]  你問一問你旁邊的人
[00:11:50.260 --> 00:11:52.180]  你為什麼坐在這裡?
[00:11:52.180 --> 00:11:53.020]  未講完
[00:11:53.020 --> 00:11:54.660]  第二章更有趣
[00:11:54.660 --> 00:11:57.420]  當時東方博士是誰呢?
[00:11:57.420 --> 00:11:58.500]  其實是波斯
[00:11:58.500 --> 00:11:59.660]  就是一千公里
[00:11:59.660 --> 00:12:00.940]  就是今天的伊朗
[00:12:00.940 --> 00:12:02.380]  他不是信耶和華的
[00:12:02.380 --> 00:12:03.500]  他知道有一個神
[00:12:03.500 --> 00:12:08.500]  所以他走了一千公里
[00:12:08.500 --> 00:12:09.900]  就找耶穌
[00:12:09.900 --> 00:12:11.540]  這個王
[00:12:11.540 --> 00:12:13.740]  第二個介紹祂是誰呢?
[00:12:13.740 --> 00:12:14.820]  啊
[00:12:14.820 --> 00:12:16.020]  很遠走來
[00:12:16.020 --> 00:12:17.580]  走了很多個星期
[00:12:17.580 --> 00:12:19.300]  接著送了三個禮物
[00:12:19.300 --> 00:12:19.820]  我們都聽過
[00:12:19.820 --> 00:12:21.660]  第一個禮物是什麼?
[00:12:21.660 --> 00:12:21.980]  沒錯
[00:12:21.980 --> 00:12:23.500]  第二個禮物是什麼?
[00:12:23.500 --> 00:12:25.380]  第三個禮物是什麼?
[00:12:25.380 --> 00:12:26.300]  沒錯
[00:12:26.300 --> 00:12:27.540]  黃金
[00:12:27.540 --> 00:12:28.700]  一看就知道貴了
[00:12:28.700 --> 00:12:29.140]  大家知不知道
[00:12:29.140 --> 00:12:31.100]  今天黃金多少錢兩?
[00:12:31.100 --> 00:12:32.300]  四萬多
[00:12:32.300 --> 00:12:32.580]  是啊
[00:12:32.580 --> 00:12:34.100]  四萬多和很貴
[00:12:34.100 --> 00:12:36.060]  這個人很貴
[00:12:36.060 --> 00:12:37.580]  四萬多
[00:12:37.580 --> 00:12:40.820]  你家裡有多少黃金?
[00:12:40.820 --> 00:12:44.300]  你地板下面有沒有鋪了?
[00:12:44.300 --> 00:12:46.300]  很貴的
[00:12:46.300 --> 00:12:46.980]  很可愛
[00:12:46.980 --> 00:12:49.420]  東方博士知道他的身份是尊貴的
[00:12:49.420 --> 00:12:49.980]  這是第一
[00:12:49.980 --> 00:12:50.620]  第二
[00:12:50.620 --> 00:12:51.940]  他送什麼禮物呢?
[00:12:51.940 --> 00:12:52.940]  乳香
[00:12:52.940 --> 00:12:54.420]  乳香代表什麼?
[00:12:54.420 --> 00:12:56.140]  代表一個敬拜神
[00:12:56.140 --> 00:12:59.660]  為神侍奉的一個尊貴身份
[00:12:59.660 --> 00:13:00.860]  乳香
[00:13:00.860 --> 00:13:01.900]  第三
[00:13:01.900 --> 00:13:03.260]  是什麼?
[00:13:03.260 --> 00:13:03.780]  末藥
[00:13:03.780 --> 00:13:05.900]  末藥就很奇怪
[00:13:05.900 --> 00:13:07.420]  我解釋一下末藥怎麼奇怪
[00:13:07.420 --> 00:13:09.420]  末藥什麼時候用?
[00:13:09.420 --> 00:13:11.100]  死的時候用
[00:13:11.100 --> 00:13:11.980]  那有什麼奇怪?
[00:13:11.980 --> 00:13:13.380]  當然奇怪了
[00:13:13.380 --> 00:13:15.660]  你上年或者對上三年
[00:13:15.660 --> 00:13:18.340]  你有沒有親友生了嬰兒?
[00:13:18.340 --> 00:13:20.380]  或者有沒有教會突然間生了嬰兒?
[00:13:20.380 --> 00:13:20.780]  有
[00:13:20.780 --> 00:13:22.420]  我先舉手
[00:13:22.420 --> 00:13:22.700]  有
[00:13:22.700 --> 00:13:23.900]  沒那麼少
[00:13:23.900 --> 00:13:24.500]  是不是?
[00:13:24.500 --> 00:13:26.300]  就是你認識的人有沒有人生過嬰兒?
[00:13:26.300 --> 00:13:26.900]  過去三年
[00:13:26.900 --> 00:13:28.380]  真的多很多
[00:13:28.380 --> 00:13:29.060]  有人生嬰兒
[00:13:29.060 --> 00:13:30.500]  你會送什麼給他?
[00:13:30.500 --> 00:13:30.980]  送
[00:13:30.980 --> 00:13:32.700]  你送什麼給他?
[00:13:32.700 --> 00:13:33.380]  生吧
[00:13:33.380 --> 00:13:34.060]  奶片
[00:13:34.060 --> 00:13:34.580]  不是
[00:13:34.580 --> 00:13:35.460]  奶粉
[00:13:35.460 --> 00:13:36.100]  奶粉
[00:13:36.100 --> 00:13:37.060]  尿片
[00:13:37.060 --> 00:13:37.980]  床褥
[00:13:37.980 --> 00:13:39.860]  是不是?
[00:13:39.860 --> 00:13:43.300]  你有沒有送獸醫給他?
[00:13:43.300 --> 00:13:44.660]  大吉利是
[00:13:44.660 --> 00:13:46.260]  對了
[00:13:46.260 --> 00:13:48.460]  東方博士送什麼給耶穌?
[00:13:48.460 --> 00:13:49.660]  獸醫
