
[00:00:00.000 --> 00:00:02.660]  我今天要跟各位分享的訊息是
[00:10:17.960 --> 00:10:20.040]  拉班說
[00:10:20.040 --> 00:10:22.320]  照你這麼講
[00:10:22.320 --> 00:10:25.160]  我也不能跟你好說歹說了
[00:10:25.160 --> 00:10:26.400]  是不是
[00:10:26.400 --> 00:10:27.840]  這個神的意識
[00:10:27.840 --> 00:10:31.320]  當然我們也尊敬尊重
[00:10:31.320 --> 00:10:32.720]  是不是
[00:10:32.720 --> 00:10:35.280]  所以他就把金銀財寶
[00:10:35.280 --> 00:10:39.120]  鑄子耳環鼻環給立百佳戴上
[00:10:39.120 --> 00:10:41.120]  打扮得漂漂亮亮
[00:10:41.120 --> 00:10:42.480]  他說
[00:10:43.160 --> 00:10:49.040]  我的主人他的兒子以煞
[00:10:49.040 --> 00:10:52.640]  需要有一個妻子
[00:10:52.640 --> 00:10:56.360]  而他特別差遣我來要找他的一個同族的
[00:10:56.360 --> 00:10:58.520]  他更有意思的是
[00:10:58.520 --> 00:11:03.520]  那天晚上
[00:11:03.520 --> 00:11:05.640]  聖經沒有講
[00:11:05.640 --> 00:11:08.840]  其實我認為那個以煞每天晚上
[00:11:08.840 --> 00:11:11.560]  都走出銀房外面
[00:11:11.560 --> 00:11:14.160]  然後引起期盼
[00:11:14.160 --> 00:11:16.040]  這太太什麼時候來
[00:11:16.040 --> 00:11:18.360]  你知道嗎
[00:11:18.360 --> 00:11:19.600]  但是不管怎麼樣
[00:11:19.600 --> 00:11:24.680]  那天晚上當他仍然看到滿天星斗
[00:11:24.680 --> 00:11:28.520]  他心裡想
[00:11:28.520 --> 00:11:30.120]  我記得我爸跟我說
[00:11:30.120 --> 00:11:32.280]  我們的只是要多如天上的星
[00:11:32.280 --> 00:11:34.360]  海邊的煞
[00:11:34.360 --> 00:11:35.840]  他這滿天的星
[00:11:35.840 --> 00:11:37.760]  我數不來
[00:11:37.760 --> 00:11:41.720]  所以誰一定會給我預備了
[00:11:41.720 --> 00:11:43.120]  我如果沒有太太
[00:11:43.120 --> 00:11:46.720]  我這個孩子從哪邊來呢
[00:11:46.720 --> 00:11:47.840]  是不是
[00:11:47.840 --> 00:11:48.680]  就在這個時候
[00:11:48.680 --> 00:11:51.040]  他就聽到叮叮咚咚的
[00:11:51.040 --> 00:11:54.120]  駱駝隊回來了
[00:11:54.120 --> 00:11:56.120]  那麼以煞聖經上面說
[00:11:56.120 --> 00:11:57.800]  他看了立百佳
[00:11:57.800 --> 00:12:01.760]  他的心就得到安慰
[00:12:01.760 --> 00:12:03.920]  哈拉律亞贊成
[00:12:03.920 --> 00:12:06.680]  請你給我水喝
[00:12:06.680 --> 00:12:09.640]  其實呢
[00:12:09.640 --> 00:12:11.720]  我們心裡面想的是
[00:12:11.720 --> 00:12:14.800]  就是喝點水嘛
[00:12:14.800 --> 00:12:18.080]  但是神所要給的這個水
[00:12:18.080 --> 00:12:21.400]  是源源流長的
[00:12:21.400 --> 00:12:23.200]  讓這個亞伯拉罕
[00:12:23.200 --> 00:12:26.560]  他的應許就透過這個老僕人
[00:12:26.560 --> 00:12:28.680]  請你給我水喝
[00:12:28.680 --> 00:12:30.880]  這個事情就成就了
[00:12:30.880 --> 00:12:32.440]  是不是
[00:12:32.440 --> 00:12:34.920]  所以你今天你如果想說
[00:12:34.920 --> 00:12:36.640]  神我心裡面有這個負擔
[00:12:36.640 --> 00:12:37.800]  神我要做這個事情
[00:12:37.800 --> 00:12:39.920]  神我求你來幫助我
[00:12:39.920 --> 00:12:43.040]  你就講同樣的話
[00:12:43.040 --> 00:12:46.200]  請你給我水喝
[00:12:46.200 --> 00:12:48.960]  相似的東西
[00:12:48.960 --> 00:12:50.680]  如果你需要這個
[00:12:50.680 --> 00:12:52.720]  你就說請你給我這個
[00:12:52.720 --> 00:12:54.840]  請你給我那個
[00:12:54.840 --> 00:12:58.600]  但是沒有比請給我水喝
[00:12:58.600 --> 00:13:01.520]  這句話來得最實在
[00:13:01.520 --> 00:13:04.280]  因為這是生命所必需的
[00:13:04.280 --> 00:13:05.560]  換句話說
[00:13:05.560 --> 00:13:07.600]  你如果說請你給我發財
[00:13:07.600 --> 00:13:10.200]  請你給我中樂透券
[00:13:10.200 --> 00:13:12.760]  請你給我什麼什麼
[00:13:12.760 --> 00:13:15.400]  那還是請你給我水喝
[00:13:15.400 --> 00:13:18.000]  來得最重要
[00:13:18.000 --> 00:13:20.160]  老僕人到了兩河流域
[00:13:20.160 --> 00:13:24.280]  又發拉底河 一個里斯河
[00:13:24.280 --> 00:13:28.480]  那麼按照我們的做法
[00:13:28.480 --> 00:13:32.840]  一定是要打算要怎麼辦
[00:13:32.840 --> 00:13:34.560]  但是他第一件事情
[00:13:34.560 --> 00:13:38.280]  卻不是說駱駝為寶貨的什麼
[00:13:38.280 --> 00:13:41.320]  而是把他的需要交給神
[00:13:41.320 --> 00:13:45.440]  求神的印證
[00:13:45.440 --> 00:13:46.920]  而很奇怪的是
[00:13:46.920 --> 00:13:49.120]  這麼多的婦女
[00:13:49.120 --> 00:13:51.080]  是不是
[00:13:51.080 --> 00:13:52.560]  來來去去的
[00:13:52.560 --> 00:13:56.120]  但是只有這個立百家
[00:13:56.120 --> 00:13:59.360]  他又是拿合成的人
[00:13:59.360 --> 00:14:00.480]  他又是
[00:14:00.480 --> 00:14:03.640]  其實這個拉班
[00:14:03.640 --> 00:14:05.960]  跟他們還是親戚關係的
[00:14:05.960 --> 00:14:08.640]  那麼大大小小的事情
[00:14:08.640 --> 00:14:11.720]  都一再的連接在一起
[00:14:11.720 --> 00:14:13.000]  是不是
[00:14:13.000 --> 00:14:16.280]  而這是一個有聰明才智
[00:14:16.280 --> 00:14:18.320]  美麗
[00:14:18.320 --> 00:14:21.440]  而且是有恩典慈愛
[00:14:21.440 --> 00:14:24.000]  有愛心的
[00:14:24.000 --> 00:14:25.320]  是不是
[00:14:25.320 --> 00:14:28.840]  神就讓他發生
[00:14:28.840 --> 00:14:32.360]  所以讓我們每一位弟兄姊妹
[00:14:32.360 --> 00:14:34.720]  你跟神說
[00:14:34.720 --> 00:14:36.520]  請你給我水喝
[00:14:36.520 --> 00:14:37.960]  要不要
[00:14:37.960 --> 00:14:40.400]  請你給我水喝
[00:14:40.400 --> 00:14:41.240]  哈利路亞
[00:14:41.240 --> 00:14:46.520]  神他會把屬天的水降下來給你
[00:14:46.520 --> 00:14:48.160]  這個事情
[00:14:48.160 --> 00:14:52.000]  不只是這麼簡簡單單的
[00:14:52.000 --> 00:14:55.080]  駱駝喝水
[00:14:55.080 --> 00:14:56.720]  老僕人喝水
[00:14:56.720 --> 00:14:59.240]  而是神的心意
[00:14:59.240 --> 00:15:00.720]  神的旨意
[00:15:00.720 --> 00:15:02.840]  在那個地方彰顯
[00:15:02.840 --> 00:15:06.240]  成就出來了
[00:15:06.240 --> 00:15:10.320]  同時我們來看第二個例子
[00:15:10.320 --> 00:15:14.800]  我們非得講以利亞不可
[00:15:14.800 --> 00:15:16.440]  你知道
[00:15:16.440 --> 00:15:20.040]  以利亞在荒涼的時候
[00:15:20.040 --> 00:15:20.440]  是不是
[00:15:20.440 --> 00:15:22.240]  乾旱的時候
[00:15:22.240 --> 00:15:24.120]  神差遣
[00:15:24.120 --> 00:15:26.400]  差派她到基利西旁
[00:15:26.400 --> 00:15:29.440]  說那邊去烏鴉來餵羊
[00:15:29.440 --> 00:15:34.520]  所以她就在喝基利西的水
[00:15:34.520 --> 00:15:37.000]  烏鴉雕肉給她吃
[00:15:37.000 --> 00:15:38.000]  好得不得了
[00:15:38.000 --> 00:15:39.640]  是不是
[00:15:39.640 --> 00:15:42.840]  這個先知就是神差她去
[00:15:42.840 --> 00:15:45.720]  當然以利亞不是說是
[00:15:45.720 --> 00:15:47.960]  我去那邊吃肉喝水
[00:15:47.960 --> 00:15:51.160]  而是她要揣摩神的心意
[00:15:51.160 --> 00:15:54.000]  你叫我到基利西去
[00:15:54.000 --> 00:15:55.200]  去幹什麼
[00:15:55.200 --> 00:15:57.080]  但是神我不知道
[00:15:57.080 --> 00:15:58.640]  我就去
[00:15:58.640 --> 00:16:01.320]  結果去到那邊的時候
[00:16:01.320 --> 00:16:03.480]  忽然間
[00:16:03.480 --> 00:16:04.600]  水也差不多
[00:16:04.600 --> 00:16:06.880]  烏鴉也不來了
[00:16:06.880 --> 00:16:09.760]  她心裡面可能會納悶
[00:16:09.760 --> 00:16:12.720]  但神又再一次跟她說
[00:16:12.720 --> 00:16:15.320]  你到沙拉法去
[00:16:15.320 --> 00:16:18.480]  去找一位寡婦去
[00:16:18.480 --> 00:16:20.880]  這個就不太容易了
[00:16:20.880 --> 00:16:22.920]  是不是
[00:16:22.920 --> 00:16:25.240]  好在那個時候人不多
[00:16:25.240 --> 00:16:26.480]  她就過去了
[00:16:26.480 --> 00:16:29.600]  就正好碰到一個寡婦
[00:16:29.600 --> 00:16:31.880]  那麼大概也是聖靈催逼她
[00:16:31.880 --> 00:16:33.280]  她就說
[00:16:33.280 --> 00:16:34.880]  怎麼樣
[00:16:34.880 --> 00:16:38.560]  請你給我水喝
[00:16:38.560 --> 00:16:39.480]  然後又說
[00:16:39.480 --> 00:16:43.520]  請你給我餅吃
[00:16:43.520 --> 00:16:44.240]  這寡婦
[00:16:44.240 --> 00:16:49.000]  沙拉法的寡婦說呢
[00:16:49.000 --> 00:16:51.080]  我沒餅
[00:16:51.080 --> 00:16:52.960]  我就剩這麼一點麵
[00:16:52.960 --> 00:16:55.040]  一點油
[00:16:55.040 --> 00:16:56.160]  好了吃
[00:16:56.160 --> 00:16:58.280]  吃了就死了就算了吧
[00:16:58.280 --> 00:17:00.360]  因為那個時候在荒涼的時候
[00:17:00.360 --> 00:17:03.560]  鬧饑荒的時候
[00:17:03.560 --> 00:17:07.000]  但是以利亞說了一句話
[00:17:07.000 --> 00:17:08.160]  你水給我喝
[00:17:08.160 --> 00:17:10.480]  餅給我吃
[00:17:10.480 --> 00:17:11.920]  然後我們交給神
[00:17:11.920 --> 00:17:14.840]  你看神怎麼為你做
[00:17:14.840 --> 00:17:16.640]  事情就發生了
[00:17:16.640 --> 00:17:18.440]  聖經上面說
[00:17:18.440 --> 00:17:20.880]  壇內的麵不解
[00:17:20.880 --> 00:17:23.640]  亭裡的油也不解
[00:17:23.640 --> 00:17:24.800]  是不是
[00:17:24.800 --> 00:17:26.080]  哇
[00:17:26.080 --> 00:17:27.960]  這個神
[00:17:27.960 --> 00:17:29.840]  真的是太厲害了
[00:17:29.840 --> 00:17:31.120]  是不是
[00:17:31.120 --> 00:17:32.920]  當我們看到
[00:17:32.920 --> 00:17:34.360]  我們或許
[00:17:34.360 --> 00:17:36.920]  有的只有那麼一點點
[00:17:36.920 --> 00:17:38.640]  而這個寡婦
[00:17:38.640 --> 00:17:42.400]  有的是她的獨生的兒子
[00:17:42.400 --> 00:17:43.680]  她卻願意
[00:17:43.680 --> 00:17:48.440]  在少少不足的一點的根基上
[00:17:48.440 --> 00:17:51.160]  願意按照感動
[00:17:51.160 --> 00:17:52.960]  願意與人分享
[00:17:52.960 --> 00:17:56.280]  甚至在環境最不好的時候
[00:17:56.280 --> 00:17:58.200]  我有的時候想
[00:17:58.200 --> 00:17:59.560]  如果我自己都不夠
[00:17:59.560 --> 00:18:02.160]  我怎麼可能分給你呢
[00:18:02.160 --> 00:18:04.360]  是不是
[00:18:04.360 --> 00:18:06.960]  而更有意思的是
[00:18:06.960 --> 00:18:09.640]  以利亞是神所重用的先機
[00:18:09.640 --> 00:18:10.840]  不是嗎
[00:18:10.840 --> 00:18:13.080]  她應該是保護人
[00:18:13.080 --> 00:18:14.640]  幫助人的
[00:18:14.640 --> 00:18:16.960]  結果她現在像一個
[00:18:16.960 --> 00:18:20.080]  弱勢的群體一個
[00:18:20.080 --> 00:18:22.360]  什麼都沒有的一個寡婦
[00:18:22.360 --> 00:18:25.240]  只剩一點面一點油
[00:18:25.240 --> 00:18:28.600]  要水喝要餅吃
[00:18:28.600 --> 00:18:31.480]  這是一個很奇怪的事情
[00:18:31.480 --> 00:18:34.080]  而神做事情
[00:18:34.080 --> 00:18:36.640]  有的時候不是我們認為的
[00:18:36.640 --> 00:18:38.640]  什麼合理的
[00:18:38.640 --> 00:18:41.040]  或者是應該這樣子的
[00:18:41.040 --> 00:18:42.920]  或者是做得來的
[00:18:42.920 --> 00:18:44.960]  或者是什麼的
[00:18:44.960 --> 00:18:48.200]  但是神勸世把這個事情
[00:18:48.200 --> 00:18:50.160]  放在她心裡面
[00:18:50.160 --> 00:18:54.400]  那麼她勸世要以利亞
[00:18:54.400 --> 00:18:56.560]  透過這個寡婦
[00:18:56.560 --> 00:19:00.720]  那麼唯一的一點面一點油
[00:19:00.720 --> 00:19:02.760]  有限的資源
[00:19:02.760 --> 00:19:06.760]  用這句話請你給我水喝
[00:19:06.760 --> 00:19:09.160]  把舊恩帶下來
[00:19:09.160 --> 00:19:11.400]  因為這個寡婦
[00:19:11.400 --> 00:19:14.520]  她就經歷到
[00:19:14.520 --> 00:19:17.000]  她內的面不少
[00:19:17.000 --> 00:19:18.520]  瓶裡的油不少
[00:19:18.520 --> 00:19:23.120]  一直吃到什麼時候
[00:19:23.120 --> 00:19:24.920]  饑荒過去了
[00:19:24.920 --> 00:19:26.840]  乾旱過去了
[00:19:26.840 --> 00:19:29.200]  所以你看到神的時間
[00:19:29.200 --> 00:19:34.000]  神的安排是遠遠超過我們的
[00:19:34.000 --> 00:19:38.280]  自己的要來做這樣的事情
[00:19:38.280 --> 00:19:42.080]  往往超過我們的計劃
[00:19:42.080 --> 00:19:43.400]  是不是
[00:19:43.400 --> 00:19:44.640]  我自己想
[00:19:44.640 --> 00:19:47.720]  我說很有意思的很奇怪的一件事情
[00:19:47.720 --> 00:19:56.800]  剛才我們James做一個見證是
[00:19:56.800 --> 00:20:00.600]  人的盡頭是神的起頭
[00:20:00.600 --> 00:20:03.600]  我就想到我以前也有一個見證叫做
[00:20:03.600 --> 00:20:07.760]  淘金不成反德自保的見證
[00:20:07.760 --> 00:20:11.360]  完全不是我自己所規劃的
[00:20:11.360 --> 00:20:14.440]  我以前都是很驕傲的說
[00:20:14.440 --> 00:20:16.800]  我是做網路通訊的
[00:20:16.800 --> 00:20:19.680]  我是電機系畢業
[00:20:19.680 --> 00:20:23.160]  國立大學 美國也是好大學
[00:20:23.160 --> 00:20:24.600]  研究所出來了
[00:20:24.600 --> 00:20:26.160]  我做的都是網路通訊
[00:20:26.160 --> 00:20:28.280]  走在時代的尖端了
[00:20:28.280 --> 00:20:30.720]  以前做過光圈通訊
[00:20:30.720 --> 00:20:33.200]  以前後來又做到網路通訊
[00:20:33.200 --> 00:20:35.680]  還做過什麼北方電器
[00:20:35.680 --> 00:20:38.280]  還做過Cisco 司科
[00:20:38.280 --> 00:20:40.000]  這些公司我都做過
[00:20:40.000 --> 00:20:42.320]  還有股票這邊 還有股票那邊
[00:20:42.320 --> 00:20:46.200]  還做過AT&T Wireless
[00:20:46.200 --> 00:20:48.240]  我對我自己很得意
[00:20:48.240 --> 00:20:50.040]  你知道嗎
[00:20:50.040 --> 00:20:52.280]  那麼我那個時候
[00:20:52.280 --> 00:20:55.280]  正在2000年左右的時候
[00:20:55.280 --> 00:20:59.000]  我到關區
[00:20:59.000 --> 00:21:00.800]  我看到那邊Cisco
[00:21:00.800 --> 00:21:04.640]  司科那個股票衝上去就分兩分
[00:21:04.640 --> 00:21:07.240]  然後又衝上去又分兩分
[00:21:07.240 --> 00:21:10.200]  我說我也要去沾
[00:21:10.200 --> 00:21:13.320]  我那個時候在AT&T Wireless
[00:21:13.320 --> 00:21:16.200]  給我的股票五年也滿了
[00:21:16.200 --> 00:21:19.240]  通通都invest
[00:21:19.240 --> 00:21:22.160]  就是通通兌現了
