
[00:00:00.000 --> 00:00:03.460]  今天我們來到哥倫多的總結篇
[00:04:14.320 --> 00:04:15.280]  第一重天
[00:04:15.280 --> 00:04:16.280]  我們大家都知道
[00:04:16.280 --> 00:04:17.800]  就是當你完了崇拜
[00:04:17.800 --> 00:04:19.480]  待會去吃早餐
[00:04:19.480 --> 00:04:22.480]  一到樓下出門一看天
[00:04:22.480 --> 00:04:23.920]  就是第一重天
[00:04:23.920 --> 00:04:26.040]  就是在地球裡的天空
[00:04:26.040 --> 00:04:27.560]  第一重天
[00:04:27.560 --> 00:04:28.840]  第二重天
[00:04:28.840 --> 00:04:30.080]  沒有很多人去過
[00:04:30.080 --> 00:04:31.080]  看是看得多
[00:04:31.080 --> 00:04:33.920]  就是地球以外的太空
[00:04:33.920 --> 00:04:35.400]  遲些你也可以去
[00:04:35.400 --> 00:04:37.240]  因為現在商用的
[00:04:37.240 --> 00:04:39.560]  上太空的太空船
[00:04:39.560 --> 00:04:41.120]  幾十萬可以上去
[00:04:41.120 --> 00:04:42.640]  幾十萬美金還是港幣
[00:04:42.640 --> 00:04:43.480]  我也不知道
[00:04:43.480 --> 00:04:44.600]  有沒有人知道?
[00:04:44.600 --> 00:04:46.440]  因為我沒想過可以去
[00:04:46.440 --> 00:04:47.400]  如果你想請我去
[00:04:47.400 --> 00:04:48.320]  我也想試試
[00:04:48.320 --> 00:04:49.600]  幾十秒而已
[00:04:49.600 --> 00:04:50.320]  哦~
[00:04:50.320 --> 00:04:50.920]  第二重天
[00:04:50.920 --> 00:04:52.200]  我下來了
[00:04:52.200 --> 00:04:53.480]  第三重天
[00:04:53.480 --> 00:04:55.440]  就是太空以外
[00:04:55.440 --> 00:04:57.120]  沒有人去過
[00:04:57.120 --> 00:05:00.000]  就是在描述這個樂園
[00:05:00.000 --> 00:05:01.280]  這個樂園
[00:05:01.280 --> 00:05:02.200]  很有趣
[00:05:02.200 --> 00:05:04.200]  保羅突然間說到一個
[00:05:04.200 --> 00:05:05.280]  我自誇博文博
[00:05:05.280 --> 00:05:10.240]  我要說一個去到樂園的奧秘地方
[00:05:10.240 --> 00:05:11.840]  而這個地方他說到
[00:05:11.840 --> 00:05:13.680]  他說的語言不明白
[00:05:13.680 --> 00:05:15.160]  就是說你去到一個地方
[00:05:15.160 --> 00:05:16.880]  可能是非洲
[00:05:16.880 --> 00:05:17.960]  去到南美
[00:05:17.960 --> 00:05:20.240]  有些地方你根本不明白土話
[00:05:20.240 --> 00:05:21.520]  就是一個新的世紀
[00:05:21.520 --> 00:05:22.920]  當然我們看看去到樂園
[00:05:22.920 --> 00:05:23.600]  我們會明白的
[00:05:23.600 --> 00:05:26.280]  因為我們已經更新了我們的生命
[00:05:26.280 --> 00:05:27.200]  改變了
[00:05:27.200 --> 00:05:28.760]  改形體
[00:05:28.760 --> 00:05:30.400]  他在說這件事
[00:05:30.400 --> 00:05:32.440]  他身內身外都分不清
[00:05:32.440 --> 00:05:34.200]  總之去到那個地方
[00:05:34.200 --> 00:05:35.520]  只有神知道
[00:05:35.520 --> 00:05:37.400]  不過有趣的事情就是
[00:05:37.400 --> 00:05:38.720]  有趣是什麼呢?
[00:05:38.720 --> 00:05:42.120]  他說他多久之前被提去的?
[00:05:42.120 --> 00:05:44.480]  多久?
[00:05:44.480 --> 00:05:46.600]  好像很害怕
[00:05:46.600 --> 00:05:49.120]  是不是十四年?
[00:05:49.120 --> 00:05:50.080]  跟隔壁說小聲一點
[00:05:50.080 --> 00:05:51.720]  十四年
[00:05:51.720 --> 00:05:53.280]  真的十四年
[00:05:53.280 --> 00:05:57.640]  問題是為什麼他現在才說呢?
[00:05:57.640 --> 00:05:58.680]  是不是?
[00:05:58.680 --> 00:06:00.840]  為什麼覺得不說呢?
[00:06:00.840 --> 00:06:01.960]  好了
[00:06:01.960 --> 00:06:03.800]  當然如果我們很記得
[00:06:03.800 --> 00:06:04.920]  重溫你也知道
[00:06:04.920 --> 00:06:05.720]  因為在哥倫多
[00:06:05.720 --> 00:06:08.520]  他面對一群假教師
[00:06:08.520 --> 00:06:10.320]  一群超級信徒
[00:06:10.320 --> 00:06:11.400]  超級使徒
[00:06:11.400 --> 00:06:12.600]  叫Super Apostles
[00:06:12.600 --> 00:06:13.960]  或者最大的信徒
[00:06:13.960 --> 00:06:15.120]  最大的使徒
[00:06:15.120 --> 00:06:20.080]  他們不停地在誇耀他們的屬靈經驗
[00:06:20.080 --> 00:06:21.200]  屬靈權柄
[00:06:21.200 --> 00:06:23.480]  並且引誘他們的會眾
[00:06:23.480 --> 00:06:25.760]  去棄控攻擊保羅
[00:06:25.760 --> 00:06:31.920]  並且很想教唆他們削弱保羅在教會的影響力
[00:06:31.920 --> 00:06:33.920]  這一群超級使徒
[00:06:33.920 --> 00:06:34.960]  自命不凡
[00:06:34.960 --> 00:06:35.800]  很厲害
[00:06:35.800 --> 00:06:37.320]  自吹自擂
[00:06:37.320 --> 00:06:38.880]  認為自己不得了
[00:06:38.880 --> 00:06:40.160]  貶低保羅的地位
[00:06:40.160 --> 00:06:41.120]  質疑保羅的身份
[00:06:41.120 --> 00:06:42.520]  所以保羅在這裡
[00:06:42.520 --> 00:06:43.560]  他要出絕招
[00:06:43.560 --> 00:06:45.240]  我告訴你
[00:06:45.240 --> 00:06:46.480]  我的權柄
[00:06:46.480 --> 00:06:47.720]  以及我的經驗
[00:06:47.720 --> 00:06:48.800]  以及我經歷的事
[00:06:48.800 --> 00:06:50.320]  所以決定在最後這一刻
[00:06:50.320 --> 00:06:51.920]  對付這一群人
[00:06:51.920 --> 00:06:53.680]  向他自己的攻擊
[00:06:53.680 --> 00:06:56.880]  所以我找他盡地一搏
[00:06:56.880 --> 00:06:57.560]  好了
[00:06:57.560 --> 00:06:58.280]  也說了
[00:06:58.280 --> 00:07:00.000]  但是在這個過程
[00:07:00.000 --> 00:07:05.480]  我不用很多篇幅說他的超級屬靈經驗
[00:07:05.480 --> 00:07:07.920]  不過在這個過程裡面
[00:07:07.920 --> 00:07:12.760]  我們看到保羅當他講經人的見證
[00:07:12.760 --> 00:07:16.240]  有八樣東西提醒我們
[00:07:16.240 --> 00:07:17.680]  見證是要說的
[00:07:17.680 --> 00:07:20.360]  有八樣東西提醒我們要注意什麼
[00:07:20.360 --> 00:07:21.480]  而注意的東西
[00:07:21.480 --> 00:07:26.160]  第一方面絕對不是要叫人專注自己
[00:07:26.160 --> 00:07:30.360]  他怕別人看到他好像神一樣
[00:07:30.360 --> 00:07:32.280]  但是這一刻他要用了
[00:07:32.280 --> 00:07:34.200]  所以當有人說
[00:07:34.200 --> 00:07:36.080]  有些特別經驗不要說出來
[00:07:36.080 --> 00:07:36.920]  當然是錯的
[00:07:36.920 --> 00:07:38.080]  為什麼
[00:07:38.080 --> 00:07:39.640]  因為你看到耶穌基督來的時候
[00:07:39.640 --> 00:07:41.640]  去到格拉森
[00:07:41.640 --> 00:07:42.800]  例如
[00:07:42.800 --> 00:07:45.880]  耶穌去到格拉森說什麼
[00:07:45.880 --> 00:07:47.040]  說什麼
[00:07:47.040 --> 00:07:47.920]  不是說豬
[00:07:47.920 --> 00:07:48.960]  是說鬼
[00:07:48.960 --> 00:07:51.080]  說完鬼之後
[00:07:51.080 --> 00:07:54.160]  接著那個格拉森那個被趕鬼
[00:07:54.160 --> 00:07:56.960]  他經歷了一個非常厲害的屬靈經驗
[00:07:56.960 --> 00:07:57.800]  接著他跟耶穌說
[00:07:57.800 --> 00:07:58.840]  我跟你好不好
[00:07:58.840 --> 00:07:59.600]  耶穌說
[00:07:59.600 --> 00:08:01.040]  你回到家鄉
[00:08:01.040 --> 00:08:02.280]  跟別人說
[00:08:02.280 --> 00:08:03.960]  神跟你做了什麼
[00:08:03.960 --> 00:08:04.560]  行不行
[00:08:04.560 --> 00:08:05.920]  你要跟別人說
[00:08:05.920 --> 00:08:06.920]  什麼叫做講見證
[00:08:06.920 --> 00:08:07.720]  傳福音就是
[00:08:07.720 --> 00:08:10.840]  跟別人說神在你生命做了什麼
[00:08:10.840 --> 00:08:14.200]  如果你發現我也沒有跟別人講見證
[00:08:14.200 --> 00:08:16.000]  有兩個可能性
[00:08:16.000 --> 00:08:17.800]  一個是你不知道有沒有經歷過神
[00:08:17.800 --> 00:08:18.840]  第二就是
[00:08:18.840 --> 00:08:20.880]  你可能有些誤解
[00:08:20.880 --> 00:08:22.120]  為什麼不說
[00:08:22.120 --> 00:08:22.840]  是不是
[00:08:22.840 --> 00:08:23.800]  為什麼呢
[00:08:23.800 --> 00:08:24.920]  又例如
[00:08:24.920 --> 00:08:26.040]  那個核子
[00:08:26.040 --> 00:08:27.640]  如果在耶穌的時代
[00:08:27.640 --> 00:08:29.480]  當人們跟核子說
[00:08:29.480 --> 00:08:30.840]  拿撒蘭耶穌經過核子
[00:08:30.840 --> 00:08:33.120]  說不是大衛的子孫
[00:08:33.120 --> 00:08:35.240]  你記得那個故事嗎
[00:08:35.240 --> 00:08:37.080]  當核子一醫好
[00:08:37.080 --> 00:08:38.200]  他馬上
[00:08:38.200 --> 00:08:39.840]  周圍歸榮耀彼神
[00:08:39.840 --> 00:08:41.560]  人們聽到核子說之後
[00:08:41.560 --> 00:08:43.240]  又歸榮耀彼神
[00:08:43.240 --> 00:08:45.960]  那些是超級厲害的屬靈經驗
[00:08:45.960 --> 00:08:47.320]  是不是
[00:08:47.320 --> 00:08:47.880]  好了
[00:08:47.880 --> 00:08:49.160]  多說一點
[00:08:49.160 --> 00:08:50.520]  井旁的婦人
[00:08:50.520 --> 00:08:51.800]  你記得嗎
[00:08:51.800 --> 00:08:52.560]  是吧
[00:08:52.560 --> 00:08:53.880]  五個老公
[00:08:53.880 --> 00:08:55.040]  那個不是你老公
[00:08:55.040 --> 00:08:56.520]  現在那個也不是
[00:08:56.520 --> 00:08:58.160]  當她遇見彌在雅
[00:08:58.160 --> 00:08:59.000]  就周圍說
[00:08:59.000 --> 00:09:00.720]  這個是不是神的意志
[00:09:00.720 --> 00:09:01.640]  人們就去了
[00:09:01.640 --> 00:09:04.000]  人們去完見到耶穌之後說什麼
[00:09:04.000 --> 00:09:05.360]  不是你講了
[00:09:05.360 --> 00:09:06.120]  現在的婦人
[00:09:06.120 --> 00:09:09.760]  是我親眼見到彌在雅
[00:09:09.960 --> 00:09:10.440]  好了
[00:09:10.440 --> 00:09:14.640]  所以我們現在可以拿到很多原則
[00:09:14.640 --> 00:09:17.400]  當我們去講見證的時候
[00:09:17.400 --> 00:09:19.200]  怎樣叫人尊注神
[00:09:19.200 --> 00:09:22.240]  怎樣分享我們的經歷
[00:09:22.240 --> 00:09:25.440]  而叫人可以得益呢
[00:09:25.440 --> 00:09:26.720]  我們繼續看下去
[00:09:26.720 --> 00:09:28.320]  第五節到第八節
[00:09:28.320 --> 00:09:29.040]  我們一起讀
[00:09:29.040 --> 00:09:30.000]  一二三
[00:09:30.000 --> 00:09:32.200]  為這人我要誇口
[00:09:32.200 --> 00:09:33.760]  但是為我自己
[00:09:33.760 --> 00:09:35.520]  除了我軟弱之外
[00:09:35.520 --> 00:09:37.240]  我並不誇口
[00:09:37.240 --> 00:09:39.200]  我就是願意誇口
[00:09:39.200 --> 00:09:40.680]  也不算誇
[00:09:40.680 --> 00:09:42.920]  因為我必說實話
[00:09:42.920 --> 00:09:45.080]  只是我禁止不說
[00:09:45.080 --> 00:09:47.800]  恐怕有人把我看高了
[00:10:10.080 --> 00:10:11.160]  開始有些原則出來了
[00:10:11.160 --> 00:10:11.880]  第一
[00:10:11.880 --> 00:10:13.200]  他不想自誇
[00:10:13.200 --> 00:10:15.440]  怕自誇怕自高
[00:10:15.440 --> 00:10:18.960]  又或者他怕別人看他高過他自己
[00:10:18.960 --> 00:10:20.240]  其實他未夠班
[00:10:20.240 --> 00:10:21.520]  所以他要小心
[00:10:21.520 --> 00:10:24.000]  又或者說的必須是真話
[00:10:24.000 --> 00:10:25.120]  如果我們仔細
[00:10:25.120 --> 00:10:26.880]  先拿頭三個原則
[00:10:26.880 --> 00:10:27.680]  你記住
[00:10:27.680 --> 00:10:29.040]  我們有熟齡經驗
[00:10:29.040 --> 00:10:30.240]  或者我們有經歷
[00:10:30.240 --> 00:10:32.760]  是要講的
[00:10:32.760 --> 00:10:34.280]  同意嗎
[00:10:34.280 --> 00:10:35.280]  不過怎樣講呢
[00:10:35.280 --> 00:10:36.320]  他講了一些原則
[00:10:36.320 --> 00:10:37.160]  第一
[00:10:37.160 --> 00:10:39.120]  千萬不要自誇自高
[00:10:39.120 --> 00:10:41.720]  你自己才知道你的心
[00:10:41.720 --> 00:10:43.360]  別人看不出來
[00:10:43.360 --> 00:10:44.760]  還有最佳的演員
[00:10:44.760 --> 00:10:46.600]  有人說是基督徒
[00:10:46.600 --> 00:10:47.120]  為什麼
[00:10:47.120 --> 00:10:49.440]  因為有些在教會裡面
[00:10:49.440 --> 00:10:51.000]  非常神聖
[00:10:51.000 --> 00:10:52.680]  一離開教會
[00:10:52.680 --> 00:10:54.920]  就非常野性
[00:10:54.920 --> 00:10:56.880]  你可以騙到別人
[00:10:56.880 --> 00:11:00.840]  但保羅是表裡一致
[00:11:00.840 --> 00:11:02.480]  就是說當我們分享的時候
[00:11:02.480 --> 00:11:04.360]  我們要小心
[00:11:04.360 --> 00:11:07.520]  究竟是高舉主還是高舉自己
[00:11:07.520 --> 00:11:09.760]  他說這個人的熟齡經驗可以誇口
[00:11:09.760 --> 00:11:11.400]  但是自己呢
[00:11:11.400 --> 00:11:13.480]  我們要誇原因才講
[00:11:13.480 --> 00:11:14.200]  第二
[00:11:14.200 --> 00:11:19.240]  不要讓別人看自己高過自己應該
[00:11:19.240 --> 00:11:19.960]  第三
[00:11:19.960 --> 00:11:22.840]  就是講的句句都要實話
[00:11:22.840 --> 00:11:26.320]  他說因為我必說實話
[00:11:26.320 --> 00:11:26.880]  好了
[00:11:26.880 --> 00:11:28.440]  這個我們講一點點
[00:11:28.440 --> 00:11:30.080]  特別我們講見證的時候
[00:11:30.080 --> 00:11:30.840]  我們要小心
[00:11:30.840 --> 00:11:34.080]  因為有時候講對方真的很興奮
[00:11:34.080 --> 00:11:35.680]  你講就講
[00:11:35.680 --> 00:11:37.840]  不如講大一點
[00:11:37.840 --> 00:11:39.480]  所以我每一次講完道
[00:11:39.480 --> 00:11:40.680]  我都問我老婆
[00:11:40.680 --> 00:11:42.000]  我有沒有講錯話
[00:11:42.000 --> 00:11:43.160]  有沒有講大了
[00:11:43.160 --> 00:11:46.320]  我老婆今天就坐在那裡
[00:11:46.320 --> 00:11:48.520]  譬如我瘦了18磅就18磅
[00:11:48.520 --> 00:11:50.200]  不是28磅
[00:11:50.200 --> 00:11:51.720]  真的要小心
[00:11:51.720 --> 00:11:55.400]  不過有一部份就不敢講
[00:11:55.400 --> 00:11:56.600]  我都看到很多
[00:11:56.600 --> 00:11:58.200]  嘩!我經歷了很多事
[00:11:58.200 --> 00:12:00.760]  有時候我記得有一次
[00:12:00.760 --> 00:12:02.760]  有一個小朋友沒有骨頭
[00:12:02.760 --> 00:12:04.880]  來祈願土生骨頭出來
[00:12:04.880 --> 00:12:06.760]  那真是奇妙
[00:12:06.760 --> 00:12:10.200]  你就不要去祈願祂平安了
[00:12:10.200 --> 00:12:13.600]  或者祂之前照X光錯了
[00:12:13.600 --> 00:12:17.200]  那你就要把神的工作讓別人知道
[00:12:17.200 --> 00:12:18.640]  肯定不是人做的
[00:12:18.640 --> 00:12:20.160]  有一部份就很害怕
[00:12:20.160 --> 00:12:20.880]  就減低祂
[00:12:20.880 --> 00:12:21.440]  不要講
[00:12:21.440 --> 00:12:22.880]  講少一點
[00:12:22.880 --> 00:12:24.600]  那就很奇怪
[00:12:24.600 --> 00:12:27.680]  所以我們要知道說的是真話
[00:12:27.680 --> 00:12:30.560]  看下去我們會列出八個
[00:12:30.560 --> 00:12:31.920]  不過都是第一點
[00:12:31.920 --> 00:12:32.600]  好了
[00:12:32.600 --> 00:12:33.480]  第九第十
[00:12:33.480 --> 00:12:34.120]  我們繼續讀
[00:12:34.120 --> 00:12:34.920]  一二三
[00:12:34.920 --> 00:12:38.720]  「他對我說:我的恩典夠你用的」
[00:12:38.720 --> 00:12:43.080]  「因為我的恩典是在人的軟弱上面的」
[00:12:43.080 --> 00:12:46.520]  「所以我更喜歡誇自己的軟弱」
[00:12:46.520 --> 00:12:49.640]  「好叫基督的能力護備我」
[00:12:49.640 --> 00:12:51.440]  「我為基督的軟弱」
[00:12:51.440 --> 00:13:04.880]  「所以軟弱凌辱急難」
[00:13:04.880 --> 00:13:10.920]  「他知道軟弱凌辱急難」
[00:13:10.920 --> 00:13:14.400]  「都是為可喜樂」
[00:13:14.400 --> 00:13:17.120]  他走到他說的話
[00:13:17.120 --> 00:13:19.400]  他經驗過那種根深的
[00:13:19.400 --> 00:13:21.760]  即是他說的話不是假的
[00:13:21.760 --> 00:13:25.960]  又或者他誇的軟弱裏面
[00:13:25.960 --> 00:13:29.160]  可以叫人感受到神的大能
[00:13:29.160 --> 00:13:30.920]  「而且恩典夠用」
[00:13:30.920 --> 00:13:32.160]  我們經常都背的
[00:13:32.160 --> 00:13:33.280]  其實在這裏出現
[00:13:33.280 --> 00:13:34.960]  恩典夠用是甚麼呢
[00:13:34.960 --> 00:13:37.320]  就是三重天的時候
[00:13:37.320 --> 00:13:40.160]  上帝就有撒旦的差異
[00:13:40.160 --> 00:13:43.320]  令到他有一個拿不開的字
[00:13:43.320 --> 00:13:45.480]  有人說寶羅甚麼拿不開的字
[00:13:45.480 --> 00:13:47.120]  那是不知道的
[00:13:47.120 --> 00:13:50.400]  大概很多人都猜測
[00:13:50.400 --> 00:13:52.120]  會不會是他的眼疾
[00:13:52.120 --> 00:13:53.840]  他不停被人攻擊
[00:13:53.840 --> 00:13:55.280]  或者傳福音的時候
[00:13:55.280 --> 00:13:57.520]  很多人不知道會掉進海裏
[00:13:57.520 --> 00:14:00.400]  不過又有三個原則開始出現
[00:14:00.400 --> 00:14:03.920]  所說的經驗是甚麼呢
[00:14:03.920 --> 00:14:04.920]  是行得通的
[00:14:04.920 --> 00:14:06.160]  我們記住
[00:14:06.160 --> 00:14:10.360]  屬靈的經驗不等於屬靈成熟
[00:14:10.360 --> 00:14:11.720]  明白嗎
[00:14:11.720 --> 00:14:13.720]  神的恩典在這裏發生了
[00:14:13.720 --> 00:14:15.760]  不等於你得是神的恩典
[00:14:15.760 --> 00:14:17.600]  甚麼叫得呢 就是你生命更新改變
[00:14:17.600 --> 00:14:18.480]  品格改變
[00:14:18.480 --> 00:14:19.880]  這個就是你了
[00:14:19.880 --> 00:14:21.880]  寶羅在這裏明顯說了
[00:14:21.880 --> 00:14:24.040]  碧白困苦可喜樂
[00:14:24.040 --> 00:14:25.400]  誇的軟弱
[00:14:25.400 --> 00:14:27.800]  因為我們在軟弱中相遇
[00:14:27.800 --> 00:14:29.760]  Eugene Peterson 有本書提到
[00:14:29.760 --> 00:14:30.520]  我覺得很棒
[00:14:30.520 --> 00:14:32.240]  我講一個例子
[00:14:32.240 --> 00:14:35.080]  上個星期在一個報道會
[00:14:35.080 --> 00:14:38.600]  岑醫講他的經驗
[00:14:38.600 --> 00:14:41.120]  我覺得醫生不會怕COVID
[00:14:41.120 --> 00:14:41.600]  為甚麼呢
[00:14:41.600 --> 00:14:44.000]  口罩應該是儲存豐富
[00:14:44.000 --> 00:14:47.040]  但他說上年搶口罩的時候
[00:14:47.040 --> 00:14:48.320]  他也會害怕
[00:14:48.320 --> 00:14:50.000]  我立即在裏面覺得
[00:14:50.000 --> 00:14:51.840]  I am not alone
[00:14:51.840 --> 00:14:55.080]  梁牧師經常在YouTube說
[00:14:55.080 --> 00:14:57.360]  You will never walk alone
[00:14:57.360 --> 00:14:58.640]  在軟弱裏面
[00:14:58.640 --> 00:15:01.400]  我感受到原來大家很共鳴
[00:15:01.400 --> 00:15:07.120]  當岑醫說他選擇去高風險的團隊
[00:15:07.120 --> 00:15:08.680]  專門發燒的找他
[00:15:08.680 --> 00:15:09.840]  專門咳嗽的找他
[00:15:09.840 --> 00:15:11.080]  也會害怕
[00:15:11.080 --> 00:15:12.000]  害不害怕
[00:15:12.000 --> 00:15:14.080]  他相信也會害怕
[00:15:14.080 --> 00:15:15.120]  但他分享了一件事
[00:15:15.120 --> 00:15:17.400]  他很害怕的時候
[00:15:17.400 --> 00:15:20.000]  他說當他禱告
[00:15:20.000 --> 00:15:21.400]  岑跟他說
[00:15:21.400 --> 00:15:23.160]  你是醫生
[00:15:23.160 --> 00:15:25.640]  可以選擇病人嗎
[00:15:25.640 --> 00:15:29.360]  我聽到上帝說話的真實
[00:15:29.360 --> 00:15:31.760]  你有沒有聽過神的說話
[00:15:31.760 --> 00:15:32.920]  你在困難的時候
[00:15:32.920 --> 00:15:35.600]  有沒有問神怎樣走
[00:15:35.600 --> 00:15:37.000]  跟著他老公的分享
[00:15:37.000 --> 00:15:38.320]  又很觸動我
[00:15:38.320 --> 00:15:40.600]  因為其實我很喜歡哭的男人
[00:15:40.600 --> 00:15:42.960]  大家知道我每次看影片都會哭
[00:15:42.960 --> 00:15:44.600]  感動一點也會哭
[00:15:44.600 --> 00:15:46.040]  一秒拳王也會哭
[00:15:46.040 --> 00:15:46.960]  看show也會哭
[00:15:46.960 --> 00:15:48.800]  Inside Out也會哭
[00:15:48.800 --> 00:15:52.440]  他的老公分享我覺得很好
