
[00:00:00.000 --> 00:00:04.280]  祈禱的力量是你很多時候意想不到的
[00:02:16.520 --> 00:02:18.840]  做手術,這隻狗還要做手術
[00:02:18.840 --> 00:02:20.320]  還要很乖
[00:02:20.320 --> 00:02:22.640]  先祈禱,主人和牠祈禱
[00:02:22.640 --> 00:02:24.040]  牠們真的祈禱
[00:02:24.040 --> 00:02:27.560]  牠們的樣子已經很沮喪
[00:02:27.560 --> 00:02:30.560]  第三,有病前祈禱
[00:02:30.560 --> 00:02:32.520]  第三就是睡前,睡前又祈禱
[00:02:32.520 --> 00:02:38.080]  小朋友和小狗一起祈禱
[00:02:38.080 --> 00:02:41.200]  我們看這些相片,有一個問題就是
[00:02:41.200 --> 00:02:44.880]  先不要說我們是否教牠們祈禱
[00:02:44.880 --> 00:02:49.280]  如果小狗真的懂得去祈禱
[00:02:49.280 --> 00:02:52.400]  今天我們做門徒
[00:02:52.400 --> 00:02:54.880]  當然我們是萬物之靈,尊貴的人
[00:02:54.880 --> 00:02:56.880]  我們甚至是主人門徒的時候
[00:02:56.880 --> 00:02:59.600]  我們會不會一起去祈禱?
[00:02:59.600 --> 00:03:02.200]  我們懂不懂得祈禱?
[00:03:02.200 --> 00:03:07.400]  過去有很多信了耶穌很久的弟兄姊妹
[00:03:07.400 --> 00:03:08.720]  他們都會和我分享
[00:03:08.720 --> 00:03:11.800]  在祈禱上有很多掙扎
[00:03:11.800 --> 00:03:14.160]  縱然他們信了很久
[00:03:14.160 --> 00:03:18.800]  但祈禱是被困住的
[00:03:18.800 --> 00:03:29.200]  自己不能自然流露和神交流
[00:03:29.200 --> 00:03:35.880]  當一個信徒長期在禱告上掙扎的時候
[00:03:35.880 --> 00:03:42.200]  我們就說這個信徒是一個呼吸有困難的信徒
[00:03:42.200 --> 00:03:45.360]  因為我們說祈禱就是信徒的呼吸
[00:03:45.360 --> 00:03:48.640]  呼吸有困難的時候很容易會老缺氧
[00:03:48.640 --> 00:03:53.040]  老缺氧的信徒很難面對他的生命
[00:03:53.040 --> 00:03:57.440]  所以為什麼我們經常說這個祈禱的題目
[00:03:57.440 --> 00:03:59.600]  其實這個不是第一次說
[00:03:59.600 --> 00:04:02.680]  每年我們都說
[00:04:02.680 --> 00:04:06.640]  我們希望大家弟兄姊妹去愛上禱告
[00:04:06.640 --> 00:04:08.640]  去愛上這件事
[00:04:08.640 --> 00:04:16.640]  這件事成為你不僅是一個信徒的責任
[00:04:16.640 --> 00:04:18.640]  是你很喜歡去做的
[00:04:18.640 --> 00:04:21.920]  因為這件事會幫助你很大
[00:04:21.920 --> 00:04:26.480]  我的觀察就是當信徒在祈禱上掙扎的時候
[00:04:26.480 --> 00:04:30.560]  他生命會有很多的問題
[00:04:30.560 --> 00:04:34.000]  而他就去用祈禱希望解決的問題
[00:04:34.000 --> 00:04:37.160]  但往往其實是不行的
[00:04:37.160 --> 00:04:42.080]  我又觀察到當一個信徒喜愛禱告的信徒
[00:04:42.080 --> 00:04:44.080]  他生命都是有問題的
[00:04:44.080 --> 00:04:49.480]  但他好像是沒有問題的
[00:04:49.480 --> 00:04:53.160]  很奇怪的一件事情
[00:04:53.160 --> 00:04:56.560]  不祈禱的信徒很大問題
[00:04:56.560 --> 00:05:00.280]  他生命當中會出很大的事
[00:05:00.280 --> 00:05:07.480]  一個教會如果不懂得祈禱的教會
[00:05:07.480 --> 00:05:13.440]  這個教會會出很大的事
[00:05:13.440 --> 00:05:20.000]  聖經有一個教會在祈禱上出現了問題
[00:05:20.000 --> 00:05:26.800]  以至神藉著雅各去寫了這幾句話
[00:05:26.800 --> 00:05:31.400]  他這個教會在祈禱上出現了問題
[00:05:31.400 --> 00:05:33.800]  以至他另外有很多問題出現
[00:05:33.800 --> 00:05:35.640]  我們一起看看這節聖經
[00:05:35.640 --> 00:05:38.360]  雅各書第四章一至三節
[00:05:38.360 --> 00:05:42.560]  他說你們中間的爭執和鬥毆是從哪裡來的呢?
[00:05:42.560 --> 00:05:45.760]  不是在你們白體中、肢體中
[00:05:45.760 --> 00:05:48.520]  好鬥的私慾那裡來嗎?
[00:05:48.520 --> 00:05:50.360]  你們放縱貪慾
[00:05:50.360 --> 00:05:53.400]  得不到的時候就殺人
[00:05:53.400 --> 00:05:55.200]  你們嫉妒
[00:05:55.200 --> 00:05:59.120]  如果一無所得的時候就鬥毆爭執
[00:05:59.120 --> 00:06:02.680]  你們得不到因為你們不求
[00:06:02.680 --> 00:06:04.480]  你們求都不行了
[00:06:04.480 --> 00:06:07.000]  為什麼?因為你們的動機不良
[00:06:07.000 --> 00:06:09.800]  要浪費在你們的言諾中
[00:06:09.800 --> 00:06:15.080]  這個教會讓我們看到他在祈禱上出現了問題
[00:06:15.080 --> 00:06:18.320]  他不是有不和的問題
[00:06:18.320 --> 00:06:23.080]  是最終這個教會在祈禱上出現了很大的問題
[00:06:23.080 --> 00:06:27.680]  家庭一樣,夫婦一樣,小組一樣
[00:06:27.680 --> 00:06:34.000]  祈禱不行,其他事情都很難
[00:06:34.000 --> 00:06:35.720]  這個教會,我想問問弟子妹
[00:06:35.720 --> 00:06:40.440]  你猜他們有沒有祈禱會呢?
[00:06:40.440 --> 00:06:42.280]  這個教會沒有祈禱會
[00:06:42.280 --> 00:06:46.240]  弟子妹說,你們得不到因為你們不求
[00:06:46.240 --> 00:06:50.240]  所以這個教會可能沒有祈禱會
[00:06:50.240 --> 00:06:52.720]  有些人說有,都沒有用
[00:06:52.720 --> 00:06:58.440]  因為他們的動機不良
[00:06:58.440 --> 00:07:04.840]  祈禱是我們接下來要進入一個未來的家
[00:07:04.840 --> 00:07:10.480]  的一個非常之重要去準備的一件事情
[00:07:10.480 --> 00:07:12.480]  當我們接下來的日子
[00:07:12.480 --> 00:07:16.880]  我們要進入一個新的屬於我們的家之前
[00:07:16.880 --> 00:07:19.520]  我們要預備的是什麼?
[00:07:19.520 --> 00:07:23.840]  我們要預備的是我們教會的祈禱
[00:07:23.840 --> 00:07:29.600]  教會一起的祈禱,不是個人祈禱
[00:07:29.600 --> 00:07:33.720]  因為一起禱告和個人的禱告
[00:07:33.720 --> 00:07:39.800]  是有一個很核心的不同
[00:07:39.800 --> 00:07:42.400]  不同在於什麼呢?
[00:07:42.400 --> 00:07:50.360]  不同在於你可以互相的禱告,互相的代求
[00:07:50.360 --> 00:07:54.960]  不同在於你可以彼此在禱告上去分擔
[00:07:54.960 --> 00:07:59.280]  不同在於一起祈禱是會開心一點的
[00:07:59.280 --> 00:08:04.200]  一起祈禱的力量是會很不同
[00:08:04.200 --> 00:08:06.480]  那其實祈禱是否需要學的呢?
[00:08:06.480 --> 00:08:09.560]  我不知道你覺得祈禱是否需要學的
[00:08:09.560 --> 00:08:14.640]  我們中國人都會說「精誠所至」
[00:08:14.640 --> 00:08:17.920]  就是你祈禱嘛,是不是叫精誠所至?
[00:08:17.920 --> 00:08:20.520]  接著就是「金石為開」
[00:08:20.520 --> 00:08:25.440]  我們只要有這個誠心,祈禱其實不用學的
[00:08:25.440 --> 00:08:30.960]  但我相信在我們耶穌基督的教導來說
[00:08:30.960 --> 00:08:33.800]  祈禱其實需要去學習
[00:08:33.800 --> 00:08:38.040]  除了叫救命那句,大家通常都是叫救命的時候
[00:08:38.040 --> 00:08:40.160]  是不能學的,這是自然本能
[00:08:40.160 --> 00:08:42.240]  但你不是經常叫救命的
[00:08:42.240 --> 00:08:43.840]  我們需要去學習
[00:08:43.840 --> 00:08:47.120]  我們要學習主教導我們的祈禱
[00:08:47.120 --> 00:08:49.120]  去一起仰望神
[00:08:49.120 --> 00:08:52.880]  所以今天我們會嘗試在主禱文上
[00:08:52.880 --> 00:08:56.560]  怎樣成為一個教會、一個祈禱的基礎
[00:08:56.560 --> 00:09:00.920]  過去教會歷史有很多不同的祈禱文
[00:09:00.920 --> 00:09:05.480]  有《司徒信經》、有很多天主教的經文
[00:09:05.480 --> 00:09:11.160]  基督教也有,但唯有主耶穌親自教導是這個禱告
[00:09:11.160 --> 00:09:13.480]  這個禱告其實也很熟悉
[00:09:13.480 --> 00:09:15.880]  我們今天就在敬拜這個時刻
[00:09:15.880 --> 00:09:18.280]  我們一起去讀這個祈禱,好嗎?
[00:09:18.280 --> 00:09:20.760]  一起,一二三
[00:09:20.760 --> 00:09:25.560]  「我們在天上的父,願人都尊祢的名為聖
[00:09:25.560 --> 00:09:32.680]  願祢的國降臨,願祢的旨意行在地上如同行在天上
[00:09:32.680 --> 00:09:36.360]  我們日用的飲食,今日賜給我們
[00:09:36.360 --> 00:09:40.520]  免我們的債,如同我們免了人的債
[00:09:40.520 --> 00:09:45.800]  不叫我們遇見試探,救我們脫離凶惡
[00:09:45.800 --> 00:09:52.360]  因為國度權柄榮耀,全是祢的,直到永遠」
[00:09:52.360 --> 00:09:57.880]  這個禱文、這個經文很熟悉,是嗎?
[00:09:57.880 --> 00:10:05.320]  有沒有人每一天都會讀這個禱文,或者你會曉背,有沒有?
[00:10:05.320 --> 00:10:11.720]  我相信在座都會有一些曉背的,每一天都常讀的,是嗎?
[00:10:11.720 --> 00:10:20.440]  你在學校、你在宣教工場,你經常都會聽到這個祈禱
[00:10:20.440 --> 00:10:23.960]  這個祈禱是一個很熟悉的禱告
[00:10:23.960 --> 00:10:33.560]  在你很不知道怎麼祈禱的時候
[00:10:33.560 --> 00:10:40.040]  這個是你的祈禱,當你很不知道的時候
[00:10:40.040 --> 00:10:44.280]  但當你很知道怎麼祈禱的時候
[00:10:44.280 --> 00:10:49.240]  這個禱告亦是你要祈禱的事情
[00:10:49.240 --> 00:10:55.160]  所以耶穌教的這個禱告是一個非常特別的一個祈禱
[00:10:55.160 --> 00:10:59.960]  什麼意思呢?就是我記得有一次有一個live group的姊妹
[00:10:59.960 --> 00:11:05.000]  很逆境,很逆境
[00:11:05.000 --> 00:11:11.000]  無論是婚姻、身體狀況、子女,什麼都好,很逆境
[00:11:11.000 --> 00:11:13.400]  這些姊妹當然說要祈禱,是嗎?
[00:11:13.400 --> 00:11:18.040]  還要是那些連鎖禱告,排著隊那種
[00:11:18.040 --> 00:11:20.760]  即是大家sign up哪段時間,哪段時間去祈禱
[00:11:20.760 --> 00:11:24.040]  那些情況是很嚴重的,是嗎?
[00:11:24.040 --> 00:11:25.720]  但一直在祈禱,一直在祈禱
[00:11:25.720 --> 00:11:33.400]  祈禱到最後,都是以這個祈禱為一個結束
[00:11:33.400 --> 00:11:41.560]  都是以主禱文去做所有禱告的一個終站
[00:11:41.560 --> 00:11:47.640]  所以這個禱告就是在你最不知道怎麼祈禱的時候
[00:11:47.640 --> 00:11:49.960]  的一個禱告
[00:11:49.960 --> 00:11:54.360]  而當我們在祈禱會,我們有很多祈禱事項的時候
[00:11:54.360 --> 00:11:56.840]  其實今天這個主禱文
[00:11:56.840 --> 00:12:05.080]  都是我們的開始,也是我們的結束
[00:12:05.080 --> 00:12:13.080]  這個禱告其實不是耶穌主動要教我們的
[00:12:13.080 --> 00:12:15.320]  在福音書裡面有一天
[00:12:15.320 --> 00:12:18.200]  一群門徒就去到耶穌面前
[00:12:18.200 --> 00:12:23.400]  就說:耶穌基督,不如你教我們怎麼祈禱
[00:12:23.400 --> 00:12:25.480]  耶穌基督本來沒有教他們
[00:12:25.480 --> 00:12:29.240]  是門徒去了這個學母的心去問
[00:12:29.240 --> 00:12:32.600]  我們今天也要去神面前問神
[00:12:32.600 --> 00:12:35.560]  我們應該怎麼去禱告
[00:12:35.560 --> 00:12:37.960]  當然如果你看回《馬太福音》的時候
[00:12:37.960 --> 00:12:40.280]  剛才這段主禱文在《馬太福音》
[00:12:40.280 --> 00:12:41.960]  《馬太福音》的時候
[00:12:41.960 --> 00:12:45.800]  最初耶穌其實是在說
[00:12:45.800 --> 00:12:52.760]  叫那些門徒不要去學習法利賽人和文士那種的祈禱
[00:12:52.760 --> 00:12:55.560]  有很多的,但是祈禱是其中一件事
[00:12:55.560 --> 00:12:57.400]  不要學的其中一件事
[00:12:57.400 --> 00:13:00.120]  他在《馬太福音》第六章的五至八節是這麼說的
[00:13:00.120 --> 00:13:03.560]  他說你們祈禱的時候不要像那些偽君子那樣
[00:13:03.560 --> 00:13:07.800]  很喜歡在會堂和路口當中在那裡祈禱
[00:13:07.800 --> 00:13:09.960]  就是人來人往的地方
[00:13:09.960 --> 00:13:11.960]  很讓人看到,不要
[00:13:11.960 --> 00:13:16.360]  他說你祈禱的時候也不要重重複複地說你的代禱事項
[00:13:16.360 --> 00:13:18.520]  這次好像不是法利賽人了
[00:13:18.520 --> 00:13:20.360]  他說是教外人一樣
[00:13:20.360 --> 00:13:25.000]  因為教外人以為以淫淫,以淫淫說多神就會垂聽
[00:13:25.000 --> 00:13:27.400]  叫不要學,不要學這些
[00:13:27.400 --> 00:13:30.440]  耶穌說因為你們未祈禱之前
[00:13:30.440 --> 00:13:34.040]  天父已經知道你的需要了
[00:13:34.040 --> 00:13:36.680]  知道你的祈禱事項了
[00:13:36.680 --> 00:13:39.240]  當然了,今天我們的現代人就會馬上去問
[00:13:39.240 --> 00:13:42.760]  如果你神真的知道了我們要祈禱什麼
[00:13:42.760 --> 00:13:44.760]  那你還要我禱告?
[00:13:44.760 --> 00:13:47.240]  我們會有很多問題
[00:13:47.240 --> 00:13:50.120]  之前你都知道了,那你還要我祈禱做什麼呢?
[00:13:50.120 --> 00:13:53.160]  在這個背景下
[00:13:53.160 --> 00:13:55.160]  門徒就開始問
[00:13:55.160 --> 00:13:58.120]  好吧,我不學法利賽人,我不學這些外邦人
[00:13:58.120 --> 00:14:00.120]  那我應該怎麼祈禱呢?
[00:14:00.120 --> 00:14:02.920]  耶穌就說這個主禱文
[00:14:02.920 --> 00:14:13.000]  這個主禱文我們相信就是我們一直背誦、閱讀的聖經裡的一篇祈禱
[00:14:13.000 --> 00:14:17.320]  但如果你是耶穌基督
[00:14:17.320 --> 00:14:20.280]  當一群門徒去到你面前
[00:14:20.280 --> 00:14:22.920]  問你怎麼禱告的時候
[00:14:22.920 --> 00:14:27.400]  你是懷著什麼心態去教這群門徒呢?
[00:14:27.400 --> 00:14:39.720]  耶穌基督是不是在褲袋裡拿出這個經,你去讀吧
[00:14:39.720 --> 00:14:41.720]  全部都很正確
[00:14:41.720 --> 00:14:46.680]  耶穌基督當時用什麼心態去帶領這些門徒呢?
[00:14:46.680 --> 00:14:48.680]  你有沒有想過這件事呢?
[00:14:48.680 --> 00:14:52.520]  當耶穌基督說每一句話的時候
[00:14:52.520 --> 00:14:55.240]  祂的由來是怎樣的呢?
[00:14:55.240 --> 00:15:01.960]  我們相信當天耶穌基督希望門徒不是去背誦一段經文
[00:15:01.960 --> 00:15:05.240]  在座很多人都會背誦這段經文
[00:15:05.240 --> 00:15:07.240]  中文的也會
[00:15:07.240 --> 00:15:12.600]  英文有沒有人會背誦這段土文的英文呢?
[00:15:12.600 --> 00:15:14.600]  Our Father in Heaven
[00:15:14.600 --> 00:15:18.600]  如果你是天主教,讀書小時候一定會懂的
[00:15:18.600 --> 00:15:20.600]  一直長大的那些
[00:15:20.600 --> 00:15:28.120]  今天我們會看一看文言文
[00:15:28.120 --> 00:15:31.080]  如果你很喜歡背誦聖經的弟兄姊妹
[00:15:31.080 --> 00:15:33.080]  那你可以挑戰一下自己
[00:15:33.080 --> 00:15:35.080]  一會兒也背誦這個文言文
[00:15:35.080 --> 00:15:37.080]  好不好,我們完了之後
[00:15:37.080 --> 00:15:41.640]  但我仍然相信當天耶穌基督教導門徒不是背經文
[00:15:41.640 --> 00:15:43.640]  不是背土文
[00:15:43.640 --> 00:15:49.160]  我相信耶穌基督當天教導主土文這件事情的時候
[00:15:49.160 --> 00:15:52.680]  祂希望你經歷這一段祈禱
[00:15:52.680 --> 00:15:54.680]  是經歷這段禱告
[00:15:54.680 --> 00:15:56.680]  不是背這段禱告
[00:15:56.680 --> 00:15:58.680]  怎樣經歷呢?
[00:15:58.680 --> 00:16:00.680]  我們一路下去看一看
[00:16:00.680 --> 00:16:02.680]  我們是怎樣經歷這一段禱告
[00:16:02.680 --> 00:16:04.680]  好不好
[00:16:04.680 --> 00:16:06.680]  第一句
[00:16:06.680 --> 00:16:08.680]  很簡單
[00:16:08.680 --> 00:16:11.800]  我們在天上的父
[00:16:11.800 --> 00:16:13.800]  文言文就是
[00:16:13.800 --> 00:16:15.800]  我父在天
[00:16:15.800 --> 00:16:17.800]  我父在天
[00:16:17.800 --> 00:16:19.800]  我們在天上的父
[00:16:19.800 --> 00:16:21.800]  一開始耶穌基督教導你
[00:16:21.800 --> 00:16:23.800]  你要說我們在天上的父
[00:16:23.800 --> 00:16:25.800]  這個很明顯我們會知道
[00:16:25.800 --> 00:16:29.800]  其實就是回答剛才的問題
[00:16:29.800 --> 00:16:31.800]  耶穌基督既然知道我禱告
[00:16:31.800 --> 00:16:33.800]  為什麼還要我祈禱
[00:16:33.800 --> 00:16:35.800]  這個問題
[00:16:35.800 --> 00:16:37.800]  這個問題很容易解答
[00:16:37.800 --> 00:16:39.800]  神早就知道
[00:16:39.800 --> 00:16:41.800]  祂怎會不知道你想祈禱什麼
[00:16:41.800 --> 00:16:43.800]  祂怎會不知道你的動機呢
[00:16:43.800 --> 00:16:45.800]  祂一定知道
[00:16:45.800 --> 00:16:47.800]  為什麼你還要祈禱呢
[00:16:47.800 --> 00:16:49.800]  耶穌基督教導你第一句
[00:16:49.800 --> 00:16:51.800]  我們在天上的父
[00:16:51.800 --> 00:16:53.800]  就解答了你的問題
[00:16:53.800 --> 00:16:55.800]  是不是
[00:16:55.800 --> 00:16:57.800]  什麼意思
[00:16:57.800 --> 00:16:59.800]  是一個關係
[00:16:59.800 --> 00:17:01.800]  是關係
[00:17:01.800 --> 00:17:03.800]  不是要求得到什麼
[00:17:03.800 --> 00:17:05.800]  是我們在天上的父
[00:17:05.800 --> 00:17:09.800]  是你現在和天父的關係的基礎上
[00:17:09.800 --> 00:17:11.800]  去說話
[00:17:13.800 --> 00:17:15.800]  做爸爸的你會知道
[00:17:15.800 --> 00:17:17.800]  做媽媽的你會知道
[00:17:17.800 --> 00:17:19.800]  小朋友來問你拿東西的時候
[00:17:19.800 --> 00:17:23.800]  你會知道有時候想拿什麼
[00:17:23.800 --> 00:17:27.800]  這個是一個轉移
[00:17:27.800 --> 00:17:29.800]  有時候
[00:17:29.800 --> 00:17:31.800]  弟兄姊妹有很多問題
[00:17:31.800 --> 00:17:33.800]  很多事項
[00:17:33.800 --> 00:17:35.800]  工作有問題,身體有問題,家庭有問題
[00:17:35.800 --> 00:17:37.800]  當你一開始
[00:17:37.800 --> 00:17:39.800]  開口你的心裏面
[00:17:39.800 --> 00:17:41.800]  去說我們在天上的父
[00:17:41.800 --> 00:17:43.800]  這是一個注意力的轉移
[00:17:43.800 --> 00:17:45.800]  耶穌基督說
[00:17:45.800 --> 00:17:47.800]  你的注意力不要再在這個問題上
[00:17:47.800 --> 00:17:49.800]  你去看一看
[00:17:49.800 --> 00:17:51.800]  你在天上
[00:17:51.800 --> 00:17:53.800]  這個和你有關係的父親
[00:17:53.800 --> 00:17:57.800]  當你一直這樣的時候
[00:17:57.800 --> 00:17:59.800]  你會發覺很多時候
[00:17:59.800 --> 00:18:01.800]  你自己的問題
[00:18:01.800 --> 00:18:03.800]  就不是一個問題
[00:18:03.800 --> 00:18:05.800]  問題還在
[00:18:05.800 --> 00:18:07.800]  但當你轉移的時候
[00:18:07.800 --> 00:18:09.800]  你會發覺問題好像很不同了
[00:18:11.800 --> 00:18:13.800]  有一個神學家
[00:18:13.800 --> 00:18:15.800]  他說當你去面對一個
[00:18:15.800 --> 00:18:17.800]  比你更清楚
[00:18:17.800 --> 00:18:19.800]  你自己需要的神的時候
[00:18:19.800 --> 00:18:21.800]  其實你是不需要
[00:18:21.800 --> 00:18:23.800]  很多言語
[00:18:23.800 --> 00:18:25.800]  簡直是很少
[00:18:25.800 --> 00:18:27.800]  很安靜,很簡單
[00:18:27.800 --> 00:18:29.800]  很誠實在神面前
[00:18:29.800 --> 00:18:31.800]  他說你就會將注意力
[00:18:31.800 --> 00:18:33.800]  傾注在自己的問題
[00:18:33.800 --> 00:18:35.800]  轉移到天父那裏
[00:18:35.800 --> 00:18:37.800]  而當你
[00:18:37.800 --> 00:18:39.800]  向了天父的時候
[00:18:39.800 --> 00:18:41.800]  你會再發覺
[00:18:41.800 --> 00:18:43.800]  你開始不是在祈禱
[00:18:43.800 --> 00:18:45.800]  即是你是在祈禱
[00:18:45.800 --> 00:18:47.800]  但你開始不是去品神
[00:18:47.800 --> 00:18:49.800]  你開始發覺這個神
[00:18:49.800 --> 00:18:51.800]  是在聽
[00:18:51.800 --> 00:18:53.800]  是神在聽你
[00:18:53.800 --> 00:18:55.800]  而祂又會說話給你聽
[00:18:55.800 --> 00:18:57.800]  這樣的一個祈禱
[00:18:57.800 --> 00:18:59.800]  我們在天上的父
[00:18:59.800 --> 00:19:01.800]  一個轉移
[00:19:01.800 --> 00:19:03.800]  轉移之後
[00:19:03.800 --> 00:19:05.800]  神就在這裏
[00:19:05.800 --> 00:19:07.800]  和你一起
[00:19:07.800 --> 00:19:09.800]  願人都尊你的名為聖
[00:19:09.800 --> 00:19:11.800]  人民語言就是
[00:19:11.800 --> 00:19:13.800]  願以名聖
[00:19:13.800 --> 00:19:15.800]  簡單一點
[00:19:15.800 --> 00:19:17.800]  願以名聖
[00:19:17.800 --> 00:19:19.800]  當我們去到神面前的時候
[00:19:19.800 --> 00:19:21.800]  我們就說
[00:19:21.800 --> 00:19:23.800]  要尊神的名為聖
[00:19:23.800 --> 00:19:25.800]  那到底
[00:19:25.800 --> 00:19:27.800]  神的名
[00:19:27.800 --> 00:19:29.800]  這句是甚麼意思呢?
[00:19:29.800 --> 00:19:31.800]  你從今叫神
[00:19:31.800 --> 00:19:33.800]  做聖
[00:19:33.800 --> 00:19:35.800]  是甚麼意思呢?
[00:19:35.800 --> 00:19:37.800]  首先我們就
[00:19:37.800 --> 00:19:39.800]  看看你的名字
[00:19:39.800 --> 00:19:41.800]  尊你的名
[00:19:41.800 --> 00:19:43.800]  你的名
[00:19:43.800 --> 00:19:45.800]  我相信沒有人不知道
[00:19:45.800 --> 00:19:47.800]  自己的父親的名字
[00:19:47.800 --> 00:19:49.800]  可能會有
[00:19:49.800 --> 00:19:51.800]  你有父親的
[00:19:51.800 --> 00:19:53.800]  你不會忘記他的名字
[00:19:53.800 --> 00:19:55.800]  我們的天父的名字
[00:19:55.800 --> 00:19:57.800]  我想你也不會忘記
[00:19:57.800 --> 00:19:59.800]  我們天父
[00:19:59.800 --> 00:20:01.800]  我們信神的名字
[00:20:01.800 --> 00:20:03.800]  叫甚麼名字?
[00:20:03.800 --> 00:20:05.800]  有人知道它叫甚麼名字嗎?
[00:20:05.800 --> 00:20:09.800]  這個問題也蠻困難的
[00:20:09.800 --> 00:20:11.800]  我們信神的名字
[00:20:11.800 --> 00:20:13.800]  其實叫甚麼名字呢?
[00:20:13.800 --> 00:20:15.800]  你說甚麼耶和華
[00:20:15.800 --> 00:20:17.800]  以納 尼西
[00:20:17.800 --> 00:20:19.800]  那些只是稱號
[00:20:19.800 --> 00:20:21.800]  那些不是祂的名字
[00:20:21.800 --> 00:20:25.800]  神的名字
[00:20:25.800 --> 00:20:27.800]  有些人說是耶和華
[00:20:27.800 --> 00:20:29.800]  做hover
[00:20:29.800 --> 00:20:31.800]  做hover這個字
[00:20:31.800 --> 00:20:33.800]  是一個很歷史性的字
[00:20:33.800 --> 00:20:35.800]  不是最初
[00:20:35.800 --> 00:20:37.800]  神告訴我們叫做hover
[00:20:37.800 --> 00:20:39.800]  這是一路翻譯
[00:20:39.800 --> 00:20:41.800]  又加些東西又減些東西
[00:20:41.800 --> 00:20:43.800]  原文又搞來搞去
[00:20:43.800 --> 00:20:45.800]  做hover出來
[00:20:45.800 --> 00:20:47.800]  我們信的神叫甚麼名字呢?
[00:20:47.800 --> 00:20:49.800]  有人知道祂叫甚麼名字嗎?
[00:20:49.800 --> 00:20:53.800]  我也不知道神叫甚麼名字
[00:20:53.800 --> 00:20:55.800]  三位一體
[00:20:55.800 --> 00:20:57.800]  那是甚麼意思呢?
[00:20:57.800 --> 00:20:59.800]  三位一體的名字不是叫三位一體
[00:20:59.800 --> 00:21:01.800]  奶茶也有自己的品牌
[00:21:01.800 --> 00:21:03.800]  三合一
[00:21:03.800 --> 00:21:05.800]  你怎樣三合一體
