
[00:00:00.000 --> 00:00:02.000]  讓您在聆聽主的說話
[00:02:15.000 --> 00:02:17.000]  還是短暫的
[00:02:17.000 --> 00:02:19.000]  以及是合法的
[00:02:19.000 --> 00:02:21.000]  還是不合法的
[00:02:21.000 --> 00:02:23.000]  道德的不道德的
[00:02:23.000 --> 00:02:25.000]  現在的人一概不理
[00:02:25.000 --> 00:02:27.000]  所以
[00:02:27.000 --> 00:02:29.000]  當我們去看回
[00:02:29.000 --> 00:02:31.000]  人如果是追求
[00:02:31.000 --> 00:02:33.000]  只是快樂的話
[00:02:33.000 --> 00:02:35.000]  在信仰
[00:02:35.000 --> 00:02:37.000]  上面可以很扭曲的
[00:02:37.000 --> 00:02:39.000]  今天的
[00:02:39.000 --> 00:02:41.000]  基督教會裏面
[00:02:41.000 --> 00:02:43.000]  亦都有各式各樣
[00:02:43.000 --> 00:02:45.000]  的這類
[00:02:45.000 --> 00:02:47.000]  另類的信仰在傳遞
[00:02:47.000 --> 00:02:49.000]  吸引了很多
[00:02:49.000 --> 00:02:51.000]  不同的信徒
[00:02:51.000 --> 00:02:53.000]  或者教徒
[00:02:53.000 --> 00:02:55.000]  進入這些教的裏面
[00:02:55.000 --> 00:02:57.000]  來到去
[00:02:57.000 --> 00:02:59.000]  務求找到一些
[00:02:59.000 --> 00:03:01.000]  自我滿足的一些地方
[00:03:01.000 --> 00:03:03.000]  其中一個比較
[00:03:03.000 --> 00:03:05.000]  流行的就稱之為
[00:03:05.000 --> 00:03:07.000]  成功福音
[00:03:07.000 --> 00:03:09.000]  或者豐盛福音
[00:03:09.000 --> 00:03:11.000]  英文叫Prosperity Gospel
[00:03:11.000 --> 00:03:13.000]  它打著
[00:03:13.000 --> 00:03:15.000]  一個旗號就是說
[00:03:15.000 --> 00:03:17.000]  當信徒相信了耶穌
[00:03:17.000 --> 00:03:19.000]  之後就可以
[00:03:19.000 --> 00:03:21.000]  得到上帝的
[00:03:21.000 --> 00:03:23.000]  眷顧使得你
[00:03:23.000 --> 00:03:25.000]  得到很多的開心快樂
[00:03:25.000 --> 00:03:27.000]  的源頭或者
[00:03:27.000 --> 00:03:29.000]  一些的供應
[00:03:29.000 --> 00:03:31.000]  所以他相信的只需要信了一個教
[00:03:31.000 --> 00:03:33.000]  你就會
[00:03:33.000 --> 00:03:35.000]  很自自然然地
[00:03:35.000 --> 00:03:37.000]  可以得到很多好處
[00:03:37.000 --> 00:03:39.000]  去滿足你那個
[00:03:39.000 --> 00:03:41.000]  情慾或者你那個
[00:03:41.000 --> 00:03:43.000]  思想上面的需要
[00:03:45.000 --> 00:03:47.000]  而耶穌就成為了
[00:03:47.000 --> 00:03:49.000]  他們利用的對象
[00:03:49.000 --> 00:03:51.000]  他以為只需要
[00:03:51.000 --> 00:03:53.000]  相信了耶穌之後就可以
[00:03:53.000 --> 00:03:55.000]  獲取天父的
[00:03:55.000 --> 00:03:57.000]  照顧
[00:03:57.000 --> 00:03:59.000]  逢凶化吉
[00:03:59.000 --> 00:04:01.000]  而天主教更加
[00:04:01.000 --> 00:04:03.000]  進一步的去
[00:04:03.000 --> 00:04:05.000]  連瑪利亞
[00:04:05.000 --> 00:04:07.000]  就是耶穌基督在地上的
[00:04:07.000 --> 00:04:09.000]  肉身母親
[00:04:09.000 --> 00:04:11.000]  都拿出來
[00:04:11.000 --> 00:04:13.000]  去說利用瑪利亞
[00:04:13.000 --> 00:04:15.000]  媽媽對
[00:04:15.000 --> 00:04:17.000]  兒子的權柄
[00:04:17.000 --> 00:04:19.000]  來去搞定
[00:04:19.000 --> 00:04:21.000]  聖母你就能夠搞定
[00:04:21.000 --> 00:04:23.000]  耶穌 搞定
[00:04:23.000 --> 00:04:25.000]  耶穌你就搞定了父神
[00:04:25.000 --> 00:04:27.000]  這些全部
[00:04:27.000 --> 00:04:29.000]  都是人為思想
[00:04:29.000 --> 00:04:31.000]  究竟上帝是不是用這樣的方式
[00:04:31.000 --> 00:04:33.000]  來去滿足人呢
[00:04:33.000 --> 00:04:35.000]  天主教用了這種方法
[00:04:35.000 --> 00:04:37.000]  而不少的基督徒
[00:04:37.000 --> 00:04:39.000]  今天也都在這種
[00:04:39.000 --> 00:04:41.000]  思想上面不多不少
[00:04:41.000 --> 00:04:43.000]  作出不同類型的演繹
[00:04:43.000 --> 00:04:45.000]  利用
[00:04:45.000 --> 00:04:47.000]  挾天子利以
[00:04:47.000 --> 00:04:49.000]  令諸侯這種的
[00:04:49.000 --> 00:04:51.000]  做法或者倒轉過來
[00:04:51.000 --> 00:04:53.000]  以群眾的壓力去
[00:04:53.000 --> 00:04:55.000]  要脅上帝來滿足
[00:04:55.000 --> 00:04:57.000]  自己的慾望
[00:04:57.000 --> 00:04:59.000]  所以
[00:04:59.000 --> 00:05:01.000]  當我們看見今天這麼各式各樣的
[00:05:01.000 --> 00:05:03.000]  信仰模式
[00:05:03.000 --> 00:05:05.000]  活在教會裏面
[00:05:05.000 --> 00:05:07.000]  我們真的需要打醒十二分精神
[00:05:07.000 --> 00:05:09.000]  免得我們
[00:05:09.000 --> 00:05:11.000]  有一種要脅上帝的
[00:05:11.000 --> 00:05:13.000]  信仰狀態
[00:05:13.000 --> 00:05:15.000]  而那種所謂
[00:05:15.000 --> 00:05:17.000]  要以耶穌或者以聖母
[00:05:17.000 --> 00:05:19.000]  來去
[00:05:19.000 --> 00:05:21.000]  逼上帝來照顧
[00:05:21.000 --> 00:05:23.000]  我們的看法呢
[00:05:23.000 --> 00:05:25.000]  而聖經也都很清楚地
[00:05:25.000 --> 00:05:27.000]  去將它否定
[00:05:27.000 --> 00:05:29.000]  如果大家還記得在
[00:05:29.000 --> 00:05:31.000]  馬太福音第20章20-28節裏面
[00:05:31.000 --> 00:05:33.000]  有一個
[00:05:33.000 --> 00:05:35.000]  的媽媽叫
[00:05:35.000 --> 00:05:37.000]  西比太兩個兒子的母親
[00:05:37.000 --> 00:05:39.000]  來去請求
[00:05:39.000 --> 00:05:41.000]  耶穌將
[00:05:41.000 --> 00:05:43.000]  將來在
[00:05:43.000 --> 00:05:45.000]  這個新天新地
[00:05:45.000 --> 00:05:47.000]  耶穌基督的
[00:05:47.000 --> 00:05:49.000]  王國建立的時候
[00:05:49.000 --> 00:05:51.000]  要將她兩個兒子立在左右
[00:05:51.000 --> 00:05:53.000]  耶穌一句
[00:05:53.000 --> 00:05:55.000]  就已經指明
[00:05:55.000 --> 00:05:57.000]  決定權不在我
[00:05:57.000 --> 00:05:59.000]  而只在於上帝父神
[00:05:59.000 --> 00:06:01.000]  他的決定
[00:06:01.000 --> 00:06:03.000]  將今天很多這些所謂成功福音
[00:06:03.000 --> 00:06:05.000]  要脅耶穌
[00:06:05.000 --> 00:06:07.000]  要脅上帝的做法
[00:06:07.000 --> 00:06:09.000]  全部打斷
[00:06:09.000 --> 00:06:11.000]  而來到今天
[00:06:11.000 --> 00:06:13.000]  我們看這段的經文
[00:06:13.000 --> 00:06:15.000]  但以理書
[00:06:15.000 --> 00:06:17.000]  第六章第十九至二十八節
[00:06:17.000 --> 00:06:19.000]  就要更加
[00:06:19.000 --> 00:06:21.000]  進一步地去告訴我們
[00:06:21.000 --> 00:06:23.000]  作為一個
[00:06:23.000 --> 00:06:25.000]  相信上帝的人
[00:06:25.000 --> 00:06:27.000]  是應該
[00:06:27.000 --> 00:06:29.000]  怎樣來到
[00:06:29.000 --> 00:06:31.000]  真正獲得所謂
[00:06:31.000 --> 00:06:33.000]  在上帝裏面的
[00:06:33.000 --> 00:06:35.000]  祝福
[00:06:35.000 --> 00:06:37.000]  這個題目
[00:06:37.000 --> 00:06:39.000]  成為了很多信徒
[00:06:39.000 --> 00:06:41.000]  重新調整準確
[00:06:41.000 --> 00:06:43.000]  我們信仰的焦點
[00:06:43.000 --> 00:06:45.000]  沒錯 我們是要在
[00:06:45.000 --> 00:06:47.000]  上帝裏面直接相信他得到
[00:06:47.000 --> 00:06:49.000]  上帝的祝福 但這個祝福
[00:06:49.000 --> 00:06:51.000]  是指甚麼祝福 怎樣的
[00:06:51.000 --> 00:06:53.000]  祝福 怎樣得到呢
[00:06:53.000 --> 00:06:55.000]  今天這段聖經給我們
[00:06:55.000 --> 00:06:57.000]  一個不錯的
[00:06:57.000 --> 00:06:59.000]  方向介紹 所以今天
[00:06:59.000 --> 00:07:01.000]  我想透過這段經文
[00:07:01.000 --> 00:07:03.000]  第六章十九至二十八節
[00:07:03.000 --> 00:07:05.000]  和大家一起思想一個題目
[00:07:05.000 --> 00:07:07.000]  就是怎樣才
[00:07:07.000 --> 00:07:09.000]  得到真正在
[00:07:09.000 --> 00:07:11.000]  上帝所定義的
[00:07:11.000 --> 00:07:13.000]  所謂豐盛的人生
[00:07:13.000 --> 00:07:15.000]  所以我給一個題目叫
[00:07:15.000 --> 00:07:17.000]  今生享受
[00:07:17.000 --> 00:07:19.000]  亨通的王道
[00:07:19.000 --> 00:07:21.000]  是怎樣在這個世
[00:07:21.000 --> 00:07:23.000]  現在我們這個時代
[00:07:23.000 --> 00:07:25.000]  真正去對
[00:07:25.000 --> 00:07:27.000]  所謂享受在上帝裏面
[00:07:27.000 --> 00:07:29.000]  的理解
[00:07:29.000 --> 00:07:31.000]  我們一起打開這段聖經
[00:07:31.000 --> 00:07:33.000]  一起去讀多一次
[00:07:33.000 --> 00:07:35.000]  因為這段聖經雖然是經過
[00:07:35.000 --> 00:07:37.000]  很多信徒甚至很多的
[00:07:37.000 --> 00:07:39.000]  電影來介紹
[00:07:39.000 --> 00:07:41.000]  但很多細節的上面
[00:07:41.000 --> 00:07:43.000]  我們是很容易漏了
[00:07:43.000 --> 00:07:45.000]  讓我們一起再次打開
[00:07:45.000 --> 00:07:47.000]  但以理書第六章
[00:07:47.000 --> 00:07:49.000]  第
[00:07:49.000 --> 00:07:51.000]  十九至二十八節
[00:07:51.000 --> 00:07:53.000]  讓我們一起去
[00:07:53.000 --> 00:07:55.000]  再讀一下這段經文
[00:07:55.000 --> 00:07:57.000]  看看這段經文裏面
[00:07:57.000 --> 00:07:59.000]  所講的是甚麼
[00:07:59.000 --> 00:08:01.000]  讓我們一起打開之後一起讀
[00:08:01.000 --> 00:08:03.000]  從第十九節
[00:08:03.000 --> 00:08:05.000]  開始讀
[00:08:05.000 --> 00:08:07.000]  次日黎明
[00:08:07.000 --> 00:08:09.000]  王就起來
[00:08:09.000 --> 00:08:11.000]  急忙往獅子坑那裏去
[00:08:11.000 --> 00:08:13.000]  臨近坑邊
[00:08:13.000 --> 00:08:15.000]  哀聲呼叫
[00:08:15.000 --> 00:08:17.000]  但以利
[00:08:17.000 --> 00:08:19.000]  對但以利說
[00:08:19.000 --> 00:08:21.000]  永生神的
[00:08:21.000 --> 00:08:23.000]  僕人但以利
[00:08:23.000 --> 00:08:25.000]  你所常
[00:08:25.000 --> 00:08:27.000]  侍奉的神
[00:08:27.000 --> 00:08:29.000]  能救你脫離
[00:08:29.000 --> 00:08:31.000]  獅子嗎
[00:08:31.000 --> 00:08:33.000]  但以利對王說
[00:08:33.000 --> 00:08:35.000]  願王萬歲
[00:08:35.000 --> 00:08:37.000]  我的神
[00:08:37.000 --> 00:08:39.000]  差遣使者
[00:08:39.000 --> 00:08:41.000]  封住獅子的口
[00:08:41.000 --> 00:08:43.000]  叫獅子不傷我
[00:08:43.000 --> 00:08:45.000]  因我在
[00:08:45.000 --> 00:08:47.000]  神面前無辜
[00:08:47.000 --> 00:08:49.000]  我在王面前
[00:08:49.000 --> 00:08:51.000]  也沒有行過
[00:08:51.000 --> 00:08:53.000]  虧損的事
[00:08:53.000 --> 00:08:55.000]  王就甚喜樂
[00:08:55.000 --> 00:08:57.000]  吩咐人將
[00:08:57.000 --> 00:08:59.000]  但以利從坑裏
[00:08:59.000 --> 00:09:01.000]  繫上來
[00:09:01.000 --> 00:09:03.000]  於是但以利從坑裏
[00:09:03.000 --> 00:09:05.000]  被繫上來
[00:09:05.000 --> 00:09:07.000]  身上毫無損傷
[00:09:07.000 --> 00:09:09.000]  因為信靠
[00:09:09.000 --> 00:09:11.000]  他的神
[00:09:11.000 --> 00:09:13.000]  王下令人就把
[00:09:13.000 --> 00:09:15.000]  那空高但以利的人
[00:09:15.000 --> 00:09:17.000]  連他們的妻子
[00:09:17.000 --> 00:09:19.000]  兒女都帶來
[00:09:19.000 --> 00:09:21.000]  困在
[00:09:21.000 --> 00:09:23.000]  獅子坑中
[00:09:23.000 --> 00:09:25.000]  他們還沒有到坑底
[00:09:25.000 --> 00:09:27.000]  獅子就
[00:09:27.000 --> 00:09:29.000]  抓住他們
[00:09:29.000 --> 00:09:31.000]  咬碎他們的骨頭
[00:09:31.000 --> 00:09:33.000]  那時大樓士王
[00:09:33.000 --> 00:09:35.000]  傳旨
[00:09:35.000 --> 00:09:37.000]  曉遇住在
[00:09:37.000 --> 00:09:39.000]  全地各方
[00:09:39.000 --> 00:09:41.000]  各國
[00:09:41.000 --> 00:09:43.000]  各族的人說
[00:09:43.000 --> 00:09:45.000]  願你們大享平安
[00:09:45.000 --> 00:09:47.000]  現在我降旨
[00:09:47.000 --> 00:09:49.000]  曉遇我所
[00:09:49.000 --> 00:09:51.000]  統合的全國
[00:09:51.000 --> 00:09:53.000]  人民要在
[00:09:53.000 --> 00:09:55.000]  但以利的神面前
[00:09:55.000 --> 00:09:57.000]  戰敬恐懼
[00:09:57.000 --> 00:09:59.000]  因為他是
[00:09:59.000 --> 00:10:01.000]  永遠長存的活神
[00:10:01.000 --> 00:10:03.000]  他的國
[00:10:03.000 --> 00:10:05.000]  永不敗壞
[00:10:05.000 --> 00:10:07.000]  他的權柄
[00:10:07.000 --> 00:10:09.000]  永存無極
[00:10:09.000 --> 00:10:11.000]  他護任人
[00:10:11.000 --> 00:10:13.000]  答救人
[00:10:13.000 --> 00:10:15.000]  在天上地下
[00:10:15.000 --> 00:10:17.000]  施行神蹟
[00:10:17.000 --> 00:10:19.000]  救了但以利脫離
[00:10:19.000 --> 00:10:21.000]  獅子的口
[00:10:21.000 --> 00:10:23.000]  如此,且但以利
[00:10:23.000 --> 00:10:25.000]  當大樓士王
[00:10:25.000 --> 00:10:27.000]  在位的時候
[00:10:27.000 --> 00:10:29.000]  和波斯王蔡老
[00:10:29.000 --> 00:10:31.000]  士在位的時候
[00:10:31.000 --> 00:10:33.000]  大享亨通
[00:10:33.000 --> 00:10:35.000]  上文講什麼呢?
[00:10:35.000 --> 00:10:37.000]  上文我已經看過
[00:10:37.000 --> 00:10:39.000]  但以利沒有
[00:10:39.000 --> 00:10:41.000]  因為
[00:10:41.000 --> 00:10:43.000]  他的情況而向
[00:10:43.000 --> 00:10:45.000]  罪妥協
[00:10:45.000 --> 00:10:47.000]  當時我們知道但以利一群
[00:10:47.000 --> 00:10:49.000]  所謂同事
[00:10:49.000 --> 00:10:51.000]  來去竊謀
[00:10:51.000 --> 00:10:53.000]  來去陷害但以利
[00:10:53.000 --> 00:10:55.000]  但是但以利
[00:10:55.000 --> 00:10:57.000]  雖然已經明知
[00:10:57.000 --> 00:10:59.000]  這群人的陷害,但是他沒有脫離
[00:10:59.000 --> 00:11:01.000]  依靠上帝的事
[00:11:01.000 --> 00:11:03.000]  仍然是
[00:11:03.000 --> 00:11:05.000]  每一天向上帝
[00:11:05.000 --> 00:11:07.000]  來去
[00:11:07.000 --> 00:11:09.000]  圍拜,禱告
[00:11:09.000 --> 00:11:11.000]  獻上感恩
[00:11:11.000 --> 00:11:13.000]  而我們在上文也都
[00:11:13.000 --> 00:11:15.000]  見到這位
[00:11:15.000 --> 00:11:17.000]  波斯馬代的王大樓士
[00:11:17.000 --> 00:11:19.000]  和世界的
[00:11:19.000 --> 00:11:21.000]  價值觀捆綁在一起
[00:11:21.000 --> 00:11:23.000]  之後結局怎麼樣呢?
[00:11:23.000 --> 00:11:25.000]  反過來被這群
[00:11:25.000 --> 00:11:27.000]  利用這群
[00:11:27.000 --> 00:11:29.000]  原本想來攻擊
[00:11:29.000 --> 00:11:31.000]  但以利的群臣同事
[00:11:31.000 --> 00:11:33.000]  來去捆綁在一起
[00:11:33.000 --> 00:11:35.000]  利用了這個君王
[00:11:35.000 --> 00:11:37.000]  的權柄來去
[00:11:37.000 --> 00:11:39.000]  謀害
[00:11:39.000 --> 00:11:41.000]  但以利,促使
[00:11:41.000 --> 00:11:43.000]  這個王大樓士
[00:11:43.000 --> 00:11:45.000]  夜晚都睡不著
[00:11:45.000 --> 00:11:47.000]  吃又吃不下
[00:11:47.000 --> 00:11:49.000]  連玩都沒有興致
[00:11:49.000 --> 00:11:51.000]  只是在那裡
[00:11:51.000 --> 00:11:53.000]  自怨自艾的感覺
[00:11:53.000 --> 00:11:55.000]  這個在上文第
[00:11:55.000 --> 00:11:57.000]  六章十八節的最後
[00:11:57.000 --> 00:11:59.000]  講得非常清楚
[00:11:59.000 --> 00:12:01.000]  讓我們知道,所以換言之
[00:12:01.000 --> 00:12:03.000]  如果當一個人他只是
[00:12:03.000 --> 00:12:05.000]  糾纏在
[00:12:05.000 --> 00:12:07.000]  和這個世界打交道
[00:12:07.000 --> 00:12:09.000]  用這個世界的人
[00:12:09.000 --> 00:12:11.000]  的觀念
[00:12:11.000 --> 00:12:13.000]  順應著這個世界的人的喜好
[00:12:13.000 --> 00:12:15.000]  來去活,你以為
[00:12:15.000 --> 00:12:17.000]  可以得到亨通
[00:12:17.000 --> 00:12:19.000]  其實結局只是為自己
[00:12:19.000 --> 00:12:21.000]  帶來更大的矛盾
[00:12:21.000 --> 00:12:23.000]  和內裡的
[00:12:23.000 --> 00:12:25.000]  苦澀,這個是
[00:12:25.000 --> 00:12:27.000]  上文我們所看到的現象
[00:12:27.000 --> 00:12:29.000]  《聖經》沒有記載過
[00:12:29.000 --> 00:12:31.000]  但以利因為被這群人
[00:12:31.000 --> 00:12:33.000]  謀害,被扔進
[00:12:33.000 --> 00:12:35.000]  獅子坑裡面
[00:12:35.000 --> 00:12:37.000]  於是乎就說到
[00:12:37.000 --> 00:12:39.000]  但以利因此而
[00:12:39.000 --> 00:12:41.000]  睡不睹覺
[00:12:41.000 --> 00:12:43.000]  吃不下飯
[00:12:43.000 --> 00:12:45.000]  或者對上帝
[00:12:45.000 --> 00:12:47.000]  因此而埋怨,他沒有
[00:12:47.000 --> 00:12:49.000]  《聖經》的作者完全沒有
[00:12:49.000 --> 00:12:51.000]  記載這件事,我們反而
[00:12:51.000 --> 00:12:53.000]  在這裡我們就要問
[00:12:53.000 --> 00:12:55.000]  原來當一個人
[00:12:55.000 --> 00:12:57.000]  對上帝有委身
[00:12:57.000 --> 00:12:59.000]  和一個人和世界
[00:12:59.000 --> 00:13:01.000]  的價值觀
[00:13:01.000 --> 00:13:03.000]  為憑,有這麼大的
[00:13:03.000 --> 00:13:05.000]  分別
[00:13:05.000 --> 00:13:07.000]  但以利和
[00:13:07.000 --> 00:13:09.000]  這位君王大劉氏
[00:13:09.000 --> 00:13:11.000]  雖然大家都知道
[00:13:11.000 --> 00:13:13.000]  有同一位的神
[00:13:13.000 --> 00:13:15.000]  存在,但是他們對
[00:13:15.000 --> 00:13:17.000]  他不同的信賴就顯出
[00:13:17.000 --> 00:13:19.000]  有一個不同的人生
[00:13:19.000 --> 00:13:21.000]  方向,這個就是
[00:13:21.000 --> 00:13:23.000]  我們上文所看到的
[00:13:23.000 --> 00:13:27.000]  但我們有一條問題,我們要在這個時候
[00:13:27.000 --> 00:13:29.000]  問的
[00:13:29.000 --> 00:13:31.000]  為什麼這位
[00:13:31.000 --> 00:13:33.000]  大劉氏王是這麼
[00:13:33.000 --> 00:13:35.000]  關懷但以利呢?
[00:13:35.000 --> 00:13:41.000]  是為什麼這麼關懷
[00:13:41.000 --> 00:13:43.000]  但以利呢?
[00:13:43.000 --> 00:13:45.000]  他又不是相信這位上帝
[00:13:45.000 --> 00:13:51.000]  馬代波斯的年代,他們信
[00:13:51.000 --> 00:13:53.000]  各樣的神,不會只是尊一個神
[00:13:53.000 --> 00:13:57.000]  他為什麼要這麼關懷但以利呢?
[00:13:57.000 --> 00:14:01.000]  如果我們有他們神官的背景
[00:14:01.000 --> 00:14:03.000]  我們就會明白一件事
[00:14:03.000 --> 00:14:05.000]  因為這位大劉氏王
[00:14:05.000 --> 00:14:07.000]  在前文第六章已經
[00:14:07.000 --> 00:14:09.000]  說了給我們知道,但以利
[00:14:09.000 --> 00:14:11.000]  是與眾不同的,因為他有
[00:14:11.000 --> 00:14:13.000]  上帝的靈在他裡面,他做任何事
[00:14:13.000 --> 00:14:15.000]  不會有任何錯誤
[00:14:15.000 --> 00:14:17.000]  換言之,這位
[00:14:17.000 --> 00:14:19.000]  大劉氏王這麼關心
[00:14:19.000 --> 00:14:21.000]  但以利,其中一個最主要
[00:14:21.000 --> 00:14:23.000]  的因素就是,他不想損失
[00:14:23.000 --> 00:14:25.000]  一個可以依靠
[00:14:25.000 --> 00:14:27.000]  這個神而使自己亨通
[00:14:27.000 --> 00:14:29.000]  的機會
[00:14:29.000 --> 00:14:31.000]  簡單直白一點的說
[00:14:31.000 --> 00:14:33.000]  就是說,大劉氏王
[00:14:33.000 --> 00:14:35.000]  其實是想
[00:14:35.000 --> 00:14:37.000]  利用但以利
[00:14:37.000 --> 00:14:39.000]  來利用
[00:14:39.000 --> 00:14:41.000]  他的神的能力
[00:14:41.000 --> 00:14:45.000]  他不想錯過任何一個
[00:14:45.000 --> 00:14:47.000]  使自己得到好處
[00:14:47.000 --> 00:14:49.000]  的機會
[00:14:49.000 --> 00:14:51.000]  他不是相信上帝
[00:14:51.000 --> 00:14:53.000]  他只是想要上帝的好處
[00:14:53.000 --> 00:14:57.000]  今天很多信徒,為什麼要回教會呢?
[00:14:57.000 --> 00:14:59.000]  因為他想要上帝的好處
[00:14:59.000 --> 00:15:01.000]  他不是想相信上帝
[00:15:01.000 --> 00:15:05.000]  這個就是大劉氏王的背景
[00:15:05.000 --> 00:15:07.000]  所以為什麼他這麼緊張
[00:15:07.000 --> 00:15:09.000]  甚至原本想將納但以利
[00:15:09.000 --> 00:15:11.000]  為三個總督
[00:15:11.000 --> 00:15:13.000]  之中的之首
[00:15:13.000 --> 00:15:15.000]  其實就是為了自己
[00:15:15.000 --> 00:15:17.000]  亨通而著想
[00:15:17.000 --> 00:15:19.000]  所以這個
[00:15:19.000 --> 00:15:21.000]  說法也給我們看見,為什麼
[00:15:21.000 --> 00:15:23.000]  他要設計一個納120
[00:15:23.000 --> 00:15:25.000]  個的總督,也在
[00:15:25.000 --> 00:15:27.000]  總督之上納三個的總長
[00:15:27.000 --> 00:15:29.000]  其中一個最主要的因素
[00:15:29.000 --> 00:15:31.000]  在經文講了給你知道
[00:15:31.000 --> 00:15:33.000]  就是不會使得王
[00:15:33.000 --> 00:15:35.000]  有任何虧損
[00:15:35.000 --> 00:15:37.000]  他為了自己的利益
[00:15:37.000 --> 00:15:39.000]  而去做的
[00:15:39.000 --> 00:15:41.000]  如果你信耶穌,為了
[00:15:41.000 --> 00:15:43.000]  自己的利益而去做的話
[00:15:43.000 --> 00:15:45.000]  這個起始點已經有些問題
[00:15:45.000 --> 00:15:51.000]  接著來到今天我們所看的這段經文
[00:15:51.000 --> 00:15:53.000]  但以利
[00:15:53.000 --> 00:15:55.000]  被扔進了獅子坑
[00:15:55.000 --> 00:15:57.000]  這個君王
[00:15:57.000 --> 00:15:59.000]  很矛盾,很困厄
[00:15:59.000 --> 00:16:01.000]  為什麼呢?因為如果
[00:16:01.000 --> 00:16:03.000]  但以利真的因此
[00:16:03.000 --> 00:16:05.000]  而玩完的話
[00:16:05.000 --> 00:16:07.000]  他就再沒有
[00:16:07.000 --> 00:16:09.000]  一個機會去利用
[00:16:09.000 --> 00:16:11.000]  但以利的神來使自己
[00:16:11.000 --> 00:16:13.000]  得到興旺
[00:16:13.000 --> 00:16:15.000]  這是一個很大的危機
[00:16:15.000 --> 00:16:17.000]  對於一個君王來講
