
[00:00:00.000 --> 00:00:15.000]  各位朋友大家好,我是劉少康牧師,是劉牧師陪你讀經這個節目的主持人。
[00:07:23.000 --> 00:07:36.000]  有時候我做牧師也有感嘆,就是很多基督徒好像不太像樣,在辦公室裏面是一副的臉孔,回到教會又是另一副的臉孔。
[00:07:36.000 --> 00:08:01.000]  我小的時候,參加兒童的主義時,就有一首歌,禮拜天回到教會,像一頭羊,但是回到家裏,把羊皮脫下來,原來我是一頭豺狼,我是一頭狼來的,我的兇猛,我的殘暴就表現出來了,配着羊皮的狼。
[00:08:01.000 --> 00:08:14.000]  我希望各位信徒,你不是這樣的一頭狼,去到教會,啊,牧師好,弟兄姊妹好,大家平安,神愛你,我也愛你。
[00:08:14.000 --> 00:08:35.000]  這些都是很虛假,是口頭的話,讓我們真的表裏如一,禮拜天是怎樣,禮拜一上班也是這樣,禮拜一到禮拜六上班都是一個樣子的,你是一個忠忠實實,將神所給你的,能夠活出來的。
[00:08:35.000 --> 00:08:57.000]  所以羅馬書十二章第一節,就一個很簡單的要求,就是你活出神的樣子來,我們都是神按照祂的形象造的,都是神很愛我們的,神從來不虧待我們,祂對每一個人都那麼好。
[00:08:57.000 --> 00:09:09.000]  有時候我們會有一個妒忌的心,啊,爲什麼我的同事升級就是他,不是我,爲什麼他那麼好,一步一步的高升,我呢,我什麼都沒有了。
[00:09:09.000 --> 00:09:20.000]  我們就會很妒忌,我們心裏面就懷不平,我們就覺得,哎呀,神虧欠了我,神對我不夠好,我們就埋怨神。
[00:09:20.000 --> 00:09:30.000]  各位弟兄姊妹,神很愛我們每一個,祂將很豐富的恩典都示了給我們,也將恩賜賜了給我們。
[00:09:30.000 --> 00:09:45.000]  我們只要將神所給我們的,充充分分的活出來,我們就是一個很有活力,有活潑生命的基督徒,我們的生命就能夠被神所使用。
[00:09:45.000 --> 00:09:59.000]  我心裏面有一個禱告,願每一位信徒在這個地上,我們是活出神的樣子來,你是公務員就在政府的機關裏面,你活出神的樣子。
[00:09:59.000 --> 00:10:09.000]  你是做生意的,你就好好地爲主做生意,賺更多的錢,奉獻更多的錢,爲主去奔跑。
[00:10:09.000 --> 00:10:27.000]  所以你是老師的,是神差你到學校裏面,好好地教導學生,培養出一羣有好的分辨能力,能夠在這個時代,能夠站得穩的一羣年輕人出來。
[00:10:27.000 --> 00:10:38.000]  所以你是義務人員,好好地教導那些病人,關心他們,不但抑制他們的身體,也關心他們心靈的需要。
[00:10:38.000 --> 00:10:53.000]  所以你是做其他工作的,甚至你是一個家庭主婦,你要看你的孫女兒、孫孩子的,也要在你的崗位上,好好爲神而活。
[00:10:53.000 --> 00:11:08.000]  所以羅馬蘇要求我們,將你的身體獻上當作活祭,是應該的,是你所當然的,是神所願納的,是能夠討神喜悅的。
[00:11:08.000 --> 00:11:31.000]  羅馬蘇學章第二節就開始有一點的轉換了,聖經說不要效仿這個世界,只要心意更新而變化,叫你們去查驗什麼是神成全可喜悅的旨意,
[00:11:31.000 --> 00:11:39.000]  然後你按照祂的旨意去行,這就是討神的喜悅。
[00:11:39.000 --> 00:11:44.000]  這節聖經真的太重要了,也是太寶貴了。
[00:11:44.000 --> 00:12:07.000]  今天有很多人都是被這個世界所同化了,我們說世界就好像一個大的染缸一樣,你活在這個社會里面,活在這個世界當中,我們都被這個世界的文化,這個世界的喜好所包圍着了。
[00:12:07.000 --> 00:12:21.000]  我們身不由己,這個時代流行什麼,我們就喜歡什麼,這個時代講什麼話題,我們就說什麼話題,我們好像沒有選擇的餘地一樣。
[00:12:21.000 --> 00:12:37.000]  但是聖經告訴我們說,不要去效仿這個世界,有很多不同的翻譯,我也是比較喜歡的,這是Eugene Peterson的翻譯,我也來練一練。
[00:12:37.000 --> 00:13:05.000]  Don't be so well-adjusted to your culture, that you fit into it without even thinking,你想也不想就融入在這個文化當中,你被這個當代的文化把你喫掉了,你完全投入在其中,你沒有分辨的能力,你也沒有逃脫的能力。
[00:13:05.000 --> 00:13:29.000]  你要put your attention to God, you will be changed from the inside out,只要你將你的注意力放在神的身上,你就可以脫胎換骨,從你之外的煥然一新。
[00:13:29.000 --> 00:13:56.000]  這節聖經真的太寶貴了,原來我們是可以不一樣的,不要被這個世界這樣我們撐掉,反而我們是從裏到外的,重新改變過來,不被這個世界所同化,而我們去感染他們,去改變我們的社會。
[00:13:56.000 --> 00:14:20.000]  我們通常都說,世界的潮流太厲害了,我們是被潮流衝去的,在西伯來書也是這樣說,我們不要水流失去了,那個潮流好像一道的洪流一樣,它一衝上來那個力量非常的大,就我們衝去了。
[00:14:20.000 --> 00:14:32.000]  但是聖經告訴我們說,我們是能夠從裏到外的去更新變化的,脫胎換骨。
[00:14:32.000 --> 00:14:58.000]  我記得這個字,最好的形容是什麼呢?大家都看過了,那個蠶蟲會吐絲,然後用那個絲就纏住自己,變成繭,然後有一隻飛蛾就把繭咬破了,它就變成一隻飛蛾飛出來。
[00:14:58.000 --> 00:15:07.000]  蝴蝶,那個蠶蟲也是一頭蟲來的,你永遠不會發現,原來它是美麗的蝴蝶。
[00:15:07.000 --> 00:15:30.000]  直到有一天,它變成繭,後來它慢慢慢慢咬開那個繭,然後它將它的翅膀慢慢慢慢地伸展,然後它往天空一飛,就變成一隻彩色的非常漂亮的蝴蝶。
[00:15:30.000 --> 00:15:49.000]  我聽過一個故事,有一個人他看見那個繭,正要破繭,他覺得爲什麼那麼慢呢?他就用一把小剪刀把那個口再剪大一點,然後那隻蛾就跑出來了。
[00:15:49.000 --> 00:16:05.000]  但是怎麼曉得,那隻蛾的翅膀張不開啊,原來它一直咬那個洞,越咬越開,慢慢它的翅膀慢慢從裏頭轉啊轉啊轉出來,是有原因的。
[00:16:05.000 --> 00:16:19.000]  因爲它這樣一轉出來,它的力量就出來了,然後它就變成一只可以在天空飛翔,七彩繽紛的蝴蝶。
[00:16:19.000 --> 00:16:40.000]  各位弟兄姊妹,這個世界,社會很多的風氣,當大家一窩蜂地都纏同性戀,你是不是也受同性戀的影響?當世界喜歡什麼潮流,我們也跟着潮流去跑,我們完全想也不想。
[00:16:40.000 --> 00:16:51.000]  求主給我們能力,從裏到外,我們煥然一新,新意更新而變化。
[00:16:51.000 --> 00:17:05.000]  這個字是對變,這是一個突然變了另外一個物種,本來是蟲,現在變成美麗的蝴蝶,這就是對變。
[00:17:05.000 --> 00:17:30.000]  求主給我們有這份的能力,從被文化包圍,被文化好像一個大的眼綱要把我們拉下去的時候,我們卻靠神有一股的能力,從裏頭出來的,能夠將我們從裏往外的,全然更新過來。
[00:17:30.000 --> 00:17:51.000]  這就是羅馬書學章第二節讓你告訴我們的,不要效法這個世界,只要新意更新而變化,叫你們去查驗何爲神的善良,純全可喜悅的旨意。
[00:17:51.000 --> 00:18:12.000]  羅馬書學章第二節最後的一段,只是說我們要查驗何爲神純全而且可喜悅的旨意,我們就照着祂的旨意去行,那就是遵行神的新意去行。
[00:18:12.000 --> 00:18:35.000]  這是一個很重要的課題,我發現很多的信徒他們很願意去遵神的旨意行,但是我們的力量卻是不夠的,我們沒有能力去遵行,我們遵行的時候也好像感覺到力不從心,這是我們很大的一個問題。
[00:18:35.000 --> 00:18:47.000]  但是原來這節聖經給我們一個很好的提示,原來我們是可以做得到的,靠着神的恩典,我們是可以做得到的。
[00:18:47.000 --> 00:19:05.000]  讓我再一次念一念Eugene Peterson,學章第二節最後的一段,他也有一個非常寶貴的翻譯,他把那個精神翻得非常的出色,我念一念。
[00:19:17.000 --> 00:19:37.000]  God wants you to do what He wants from you, and quickly respond to it, unlike the culture always dragging you down on the level of immaturity.
[00:19:37.000 --> 00:19:59.000]  God brings the best out of you, develop well formed maturity in you,原來周圍的文化是叫我們拉下去,拉到一個什麼程度呢?
[00:19:59.000 --> 00:20:23.000]  原來我們是很不成熟的,拉到一個不成熟的程度,但是神卻要將我們裏頭最好的能夠提醒出來,發現出來,提拔出來,要叫我們長成變爲成熟。
[00:20:23.000 --> 00:20:50.000]  這個翻譯太精彩了,原來世界只會把我們拉下去,拉到它們一樣的程度裏面,是這個世界實在是敗壞的,裏面很多的東西都是不正式的,但是唯有神將我們裏面最好的都能夠提醒出來,運用出來。
[00:20:50.000 --> 00:21:08.000]  所以假如我們能夠爲神而活,那麼我們的生命就越來越豐盛,越來越寶貴,記得嗎?耶穌說我來了是要叫人得生命,而且得的是更豐盛的生命。
[00:21:08.000 --> 00:21:20.000]  我們的生命是越來越豐盛的,是越過越體會神給我們的,實在是遠超過我們所求所想的。
[00:21:20.000 --> 00:21:44.000]  我認識一位長者,他信主已經幾十年了,他心裏面只有感恩,他說我的工作,我的退休,我的孩子,我的孫子的成長,完全是我不配得的,都是神純然是他的恩典,豐豐富富厚實給我的。
[00:21:44.000 --> 00:22:07.000]  所以他帶着一個喜樂的心,安度他的晚年。我每一次看見他,我心裏面都很受感動,因爲他是一個很高貴的人,他對弟兄姊妹非常的有愛心,他也有時候支持一些有需要經濟上比較有困難的弟兄姊妹。
[00:22:07.000 --> 00:22:35.000]  他是一個多麼喜樂,多麼愛主的弟兄,他的一生就是爲主而活,他不被這個世界的文化把他拉下來到一個不成熟的程度,他自己卻越來越成熟,成爲神,把他裏面好的東西都建立起來,
[00:22:35.000 --> 00:22:49.000]  讓他成爲一個討神喜悅的。各位親愛的朋友弟兄姊妹,聖經實在是很寶貴,羅馬書學章第一第二節,我們應該把它背下來。
[00:22:49.000 --> 00:23:16.000]  所以弟兄們,我與神的慈悲勸你們將身體獻上,當做活祭,是聖潔的,是神所喜悅的,也是你所當然的。不要效仿這個世界,只要心意更新而變化,叫你們查驗何爲神存全可喜悅的旨意。
[00:23:16.000 --> 00:23:36.000]  讓我們就照着這個旨意去行。常常有人問,你人生有什麼目標呢?我常常都這樣回答,根據一個信條的一個信義問答第一題,人生最重要的目的是什麼?
[00:23:36.000 --> 00:24:05.000]  我們活着的目的只是爲榮耀神而活,人生只是要我們的生命能夠歸榮耀給我們的神。求主賜福給各位,讓我們每一次讀聖經,我們都要寶貴的得着,讓我們從神的話裏面,我們得到提醒,得到慰養,得到鼓勵,願神的恩典與你同在。再見!
[00:24:06.000 --> 00:24:08.080]  (字幕製作/時間軸:秋月AutumnMoon)
