
[00:00:00.000 --> 00:00:04.840]  好 我們繼續講我們這個跨越的系列
[00:03:03.800 --> 00:03:05.720]  所以記載了很多這樣的東西
[00:03:05.720 --> 00:03:06.800]  我們就想
[00:03:06.800 --> 00:03:08.440]  如果你是寫《使徒行傳》
[00:03:08.440 --> 00:03:09.720]  好像陸家那樣
[00:03:09.720 --> 00:03:11.640]  到底你記什麼故事呢
[00:03:11.640 --> 00:03:13.760]  有很多嘛 是不是
[00:03:13.760 --> 00:03:15.560]  陸家在這裏就很有趣了
[00:03:15.560 --> 00:03:17.760]  他就記載了這個
[00:03:17.760 --> 00:03:20.640]  生下來是渠腿的人
[00:03:20.640 --> 00:03:22.280]  得醫治的故事
[00:03:22.280 --> 00:03:24.360]  這個就是第三章
[00:03:24.360 --> 00:03:25.640]  所以不妨大家看第三章
[00:03:25.640 --> 00:03:28.680]  因爲我大概有兩點我想點出的
[00:03:28.680 --> 00:03:29.600]  第一個重點就是
[00:03:29.600 --> 00:03:33.400]  這個故事到底爲什麼要寫出來
[00:03:33.400 --> 00:03:35.960]  和第一個記載的神蹟的故事
[00:03:35.960 --> 00:03:37.720]  是初期的教會
[00:03:37.720 --> 00:03:41.400]  我相信這裏有兩點值得我們去留意的
[00:03:41.400 --> 00:03:43.720]  今時今日怎麼對我們說話呢
[00:03:43.720 --> 00:03:44.760]  就是第一樣這個故事
[00:03:44.760 --> 00:03:48.400]  去挑戰我們排外的心態
[00:03:48.400 --> 00:03:51.000]  教會很多時候有排外的心態
[00:03:51.000 --> 00:03:53.600]  這個故事是挑戰我們這一點
[00:03:53.600 --> 00:03:54.640]  第二樣
[00:03:54.640 --> 00:03:57.440]  就是去建立一個融會的文化
[00:03:57.440 --> 00:03:59.080]  教會應該是一個inclusive
[00:03:59.080 --> 00:04:01.440]  一個welcoming的社羣
[00:04:01.440 --> 00:04:04.120]  我們看看這個故事想講些什麼
[00:04:04.120 --> 00:04:06.560]  他說下午三點鐘的時間
[00:04:06.560 --> 00:04:10.040]  彼得和約翰上聖殿去
[00:04:10.040 --> 00:04:12.320]  一個從母腹裏面就渠腿的人
[00:04:12.320 --> 00:04:14.720]  正被人抬來
[00:04:14.720 --> 00:04:17.720]  他們天天把他放在聖殿的一個門口
[00:04:17.720 --> 00:04:19.200]  叫做尾門
[00:04:19.200 --> 00:04:23.360]  求進殿裏面的人去給詩寫給他
[00:04:23.360 --> 00:04:25.600]  這個大概三點鐘下午的時間
[00:04:25.600 --> 00:04:30.560]  或者英文的翻譯就是deny hour
[00:04:30.560 --> 00:04:31.320]  第九個鐘頭
[00:04:31.320 --> 00:04:32.320]  就是早上六點鐘
[00:04:32.320 --> 00:04:35.000]  你算九個鐘頭就是幾點
[00:04:35.000 --> 00:04:37.240]  就是下午三點三點
[00:04:37.240 --> 00:04:38.480]  大概這個時間
[00:04:38.480 --> 00:04:42.560]  當時我們知道猶太人是有定時去到聖殿
[00:04:42.560 --> 00:04:44.320]  去到禱告和去敬拜的
[00:04:44.320 --> 00:04:47.120]  其中一個時間就是deny hour
[00:04:47.120 --> 00:04:48.640]  下午三點的時候
[00:04:48.640 --> 00:04:50.160]  你就可以想象去聖殿的時候
[00:04:50.160 --> 00:04:51.800]  就是很多人
[00:04:51.800 --> 00:04:53.120]  很多人就會上去聖殿
[00:04:53.120 --> 00:04:54.960]  這個時間他們就去到禱告
[00:04:54.960 --> 00:05:00.120]  和獻上他們的祭物、繁祭等等
[00:05:00.120 --> 00:05:05.120]  這裏就說到一個從母腹生下來的
[00:05:05.120 --> 00:05:06.720]  就是渠腿的人
[00:05:06.720 --> 00:05:09.240]  他就被人抬到什麼地方
[00:05:09.240 --> 00:05:11.600]  一個聖殿的門口
[00:05:11.600 --> 00:05:12.840]  尾門
[00:05:12.840 --> 00:05:14.880]  然後叫人去詩寫給他
[00:05:14.880 --> 00:05:18.040]  Arms giving
[00:05:18.040 --> 00:05:21.680]  這些都是當時的聽衆
[00:05:21.680 --> 00:05:22.600]  他們聽見的時候
[00:05:22.600 --> 00:05:24.200]  就會明白是什麼事
[00:05:24.200 --> 00:05:27.400]  因爲一個母腹生下來的渠腿的人
[00:05:27.400 --> 00:05:29.320]  他又不能進聖殿嗎
[00:05:29.320 --> 00:05:30.080]  不行的
[00:05:30.080 --> 00:05:30.640]  是吧
[00:05:30.640 --> 00:05:33.120]  比如在《五經》裏面說什麼
[00:05:33.120 --> 00:05:34.360]  《曆尾記》二十一章
[00:05:34.360 --> 00:05:35.280]  拿來不詳細讀
[00:05:35.280 --> 00:05:36.400]  這裏說是
[00:05:36.400 --> 00:05:37.680]  說給亞倫
[00:05:37.680 --> 00:05:40.240]  亞倫就是祭司的家族
[00:05:40.240 --> 00:05:42.400]  和他的後代是什麼呢
[00:05:42.400 --> 00:05:44.280]  他說凡是殘疾的
[00:05:44.280 --> 00:05:48.120]  你都不可以去獻上帝的食物
[00:05:48.120 --> 00:05:49.080]  凡是有殘疾的
[00:05:49.080 --> 00:05:52.360]  失明、渠腿、五官不正等等
[00:05:52.360 --> 00:05:53.440]  如果你五官不正
[00:05:53.440 --> 00:05:55.720]  你就不可以去獻祭
[00:05:55.720 --> 00:05:57.840]  就是你咬嘴咬舌
[00:05:57.840 --> 00:05:59.320]  斷手斷腳
[00:05:59.320 --> 00:06:00.600]  託背
[00:06:00.600 --> 00:06:02.000]  坐得不好等等等等
[00:06:02.000 --> 00:06:04.280]  有很多這些技術
[00:06:04.280 --> 00:06:06.640]  就不可近前來
[00:06:06.640 --> 00:06:08.440]  所以記住渠腿的人
[00:06:08.440 --> 00:06:10.240]  是不能夠進聖殿的
[00:06:10.240 --> 00:06:12.760]  所以他什麼時候開始渠腿呢
[00:06:12.760 --> 00:06:14.600]  他什麼時候開始跛
[00:06:14.600 --> 00:06:16.880]  出生到現在
[00:06:16.880 --> 00:06:17.720]  所以你就可以想象
[00:06:17.720 --> 00:06:19.280]  這個人是一個猶太人
[00:06:19.280 --> 00:06:21.360]  他從出生到現在
[00:06:21.360 --> 00:06:22.400]  去到乞食的時候
[00:06:22.400 --> 00:06:25.600]  他都不能夠進聖殿的
[00:06:25.600 --> 00:06:27.600]  聽就聽見很多故事
[00:06:27.600 --> 00:06:28.920]  聽見他自己民族
[00:06:28.920 --> 00:06:30.440]  或者他自己百姓家人
[00:06:30.440 --> 00:06:31.800]  他們去到聖殿那裏
[00:06:31.800 --> 00:06:33.720]  然後多麼宏偉
[00:06:33.720 --> 00:06:34.680]  去到獻祭
[00:06:34.680 --> 00:06:36.800]  那種氣氛等等
[00:06:36.800 --> 00:06:38.160]  他是沒有份的
[00:06:38.160 --> 00:06:39.440]  因爲從小到大
[00:06:39.440 --> 00:06:40.720]  出生到現在
[00:06:40.720 --> 00:06:45.960]  他都是一個被咒咒的一個人
[00:06:45.960 --> 00:06:47.200]  三章第二節說到
[00:06:47.200 --> 00:06:49.160]  這個生下來被
[00:06:49.160 --> 00:06:51.720]  渠腿的人被拿去聖殿的門口
[00:06:51.720 --> 00:06:52.240]  叫做什麼呢
[00:06:52.240 --> 00:06:54.640]  叫做Beautiful Gate
[00:06:54.640 --> 00:06:56.960]  一道門叫做尾門
[00:06:56.960 --> 00:06:58.880]  這道尾門是哪道門呢
[00:06:58.880 --> 00:06:59.720]  正如你去教會
[00:06:59.720 --> 00:07:01.760]  有不同門進來
[00:07:01.760 --> 00:07:04.480]  聖殿當時
[00:07:04.480 --> 00:07:05.640]  Josephus其中一個
[00:07:05.640 --> 00:07:09.800]  第一世紀的猶太人的歷史學家
[00:07:09.800 --> 00:07:12.320]  他提到聖殿有十道門
[00:07:12.320 --> 00:07:14.720]  十道很宏偉的門
[00:07:14.720 --> 00:07:17.480]  他說其中有九道是什麼
[00:07:17.480 --> 00:07:19.880]  周圍包上金與銀
[00:07:19.880 --> 00:07:23.280]  門框門尾也是如此
[00:07:23.280 --> 00:07:24.400]  有一道門
[00:07:24.400 --> 00:07:28.800]  位於聖殿的內院之內
[00:07:28.800 --> 00:07:31.480]  他說到第十道門有什麼了不起
[00:07:31.480 --> 00:07:33.480]  Josephus專門說這件事
[00:07:33.480 --> 00:07:35.880]  就是他們建築多麼宏偉等等
[00:07:35.880 --> 00:07:37.000]  是怎麼宏偉的
[00:07:37.000 --> 00:07:39.880]  有Corythian Brass
[00:07:39.880 --> 00:07:41.800]  如果你逛我們的市中心
[00:07:41.800 --> 00:07:43.400]  很多時候一些古代的建築
[00:07:43.400 --> 00:07:46.040]  或者一些很有格調的建築
[00:07:46.040 --> 00:07:48.320]  不是有Corythian Columns的嗎
[00:07:48.320 --> 00:07:49.600]  有沒有留意
[00:07:49.600 --> 00:07:51.080]  留意一下
[00:07:51.080 --> 00:07:52.880]  我們的資格高很多
[00:07:52.880 --> 00:07:54.720]  例如Field Museum等等
[00:07:54.720 --> 00:07:55.600]  你看到上面
[00:07:55.600 --> 00:07:58.000]  那些Columns的頭頂
[00:07:58.000 --> 00:07:59.160]  柱頭
[00:07:59.160 --> 00:08:00.200]  是特別不同的
[00:08:00.200 --> 00:08:03.240]  是華美遠勝於Josephus
[00:08:03.240 --> 00:08:07.480]  甚至說金銀包覆的門
[00:08:07.480 --> 00:08:08.240]  此外
[00:08:08.240 --> 00:08:12.080]  聖殿內院的東門是用銅所做的
[00:08:12.080 --> 00:08:13.200]  極爲沉重
[00:08:13.200 --> 00:08:16.120]  要多少人才能夠將它關上
[00:08:16.120 --> 00:08:19.400]  要二十個男人才能夠推到那個門
[00:08:19.400 --> 00:08:22.040]  重到一個這樣的地步
[00:08:22.040 --> 00:08:24.960]  你看到這樣的背景
[00:08:24.960 --> 00:08:28.880]  或者這樣的資料的時候
[00:08:28.880 --> 00:08:30.520]  你就發現這個尾門
[00:08:30.520 --> 00:08:35.000]  少林尊說的尾門是有點諷刺的
[00:08:35.000 --> 00:08:37.360]  聖殿有沒有錢
[00:08:37.360 --> 00:08:39.880]  大把錢
[00:08:39.880 --> 00:08:44.440]  連門重到一個地步
[00:08:44.440 --> 00:08:47.320]  二十個男人才能夠推得動
[00:08:47.320 --> 00:08:50.120]  就是每天早上你開門
[00:08:50.120 --> 00:08:52.880]  餐館開門辦事的時候
[00:08:52.880 --> 00:08:55.880]  要二十個男人才能夠推得開
[00:08:55.880 --> 00:08:59.800]  起碼有二十個人是負責推門的
[00:08:59.800 --> 00:09:01.360]  聖殿很有錢
[00:09:01.360 --> 00:09:03.560]  收入也是最高的
[00:09:03.560 --> 00:09:05.160]  但是天天門口
[00:09:05.160 --> 00:09:08.320]  就有一個生下來是渠腿的
[00:09:08.320 --> 00:09:11.920]  求別人來施捨給他
[00:09:11.920 --> 00:09:13.800]  你看到這個諷刺的地方在哪裏
[00:09:13.800 --> 00:09:18.520]  起碼間接地想諷刺當時的耶路撒的聖殿
[00:09:18.520 --> 00:09:21.640]  就是在一個神聖的地方
[00:09:21.640 --> 00:09:22.840]  但是這個神聖的地方
[00:09:22.840 --> 00:09:29.240]  卻是殘缺的人要被捨棄在門外
[00:09:29.240 --> 00:09:33.080]  你可以靠近但卻被禁止進來
[00:09:33.080 --> 00:09:36.960]  是有一種你和我是不同的
[00:09:36.960 --> 00:09:39.000]  是一種排外的建設
[00:09:39.000 --> 00:09:41.720]  或者是一種排外的制度
[00:09:41.720 --> 00:09:43.280]  當時耶路撒的聖殿
[00:09:43.280 --> 00:09:45.800]  沒錯是金碧輝煌
[00:09:45.800 --> 00:09:49.680]  不過也有很多老舊東西在裏面
[00:09:49.680 --> 00:09:54.360]  無論是一些官僚的東西
[00:09:54.360 --> 00:09:57.520]  或者裏面一些power play等等
[00:09:57.520 --> 00:10:01.600]  起碼這個故事間接地發出了一個
[00:10:01.600 --> 00:10:04.160]  你可以叫它做批判
[00:10:04.160 --> 00:10:06.640]  這個故事是一個很Ironic的地方
[00:10:06.640 --> 00:10:08.160]  是一個很諷刺的地方
[00:10:08.160 --> 00:10:10.240]  明明聖殿是很有錢的
[00:10:10.240 --> 00:10:11.280]  並且當時的聖殿
[00:10:11.280 --> 00:10:13.720]  不僅是宗教場所
[00:10:13.720 --> 00:10:14.920]  是銀行
[00:10:14.920 --> 00:10:17.680]  也是當時的社區中心
[00:10:17.680 --> 00:10:20.680]  是當時的social welfare的地方
[00:10:20.680 --> 00:10:24.760]  居然一個地方搞成這樣
[00:10:24.760 --> 00:10:27.840]  一個排外的文化
[00:10:27.840 --> 00:10:29.520]  可能是建築的排外
[00:10:29.520 --> 00:10:31.520]  可能是制度上的排外
[00:10:31.520 --> 00:10:34.280]  可能是規矩上的排外
[00:10:34.280 --> 00:10:38.200]  剛纔我們說殘疾的人不能夠禁禁來
[00:10:38.200 --> 00:10:40.960]  那是說什麼人不可以
[00:10:40.960 --> 00:10:43.560]  祭司
[00:10:43.560 --> 00:10:45.600]  但是到了大概耶穌的時代
[00:10:45.600 --> 00:10:48.320]  他們不僅是應用在祭司身上
[00:10:48.320 --> 00:10:50.400]  是應用在平民百姓身上
[00:10:50.400 --> 00:10:52.000]  你比如看《四海古卷》等等
[00:10:52.000 --> 00:10:53.960]  其他猶太人的著作
[00:10:53.960 --> 00:10:56.520]  你會知道這件事明明只是給神職人員
[00:10:56.520 --> 00:10:57.760]  給祭司
[00:10:57.760 --> 00:10:58.760]  他們不能夠有殘疾
[00:10:58.760 --> 00:11:00.160]  不能夠去牽制
[00:11:00.160 --> 00:11:01.560]  但是他們將這件事
[00:11:01.560 --> 00:11:03.760]  去到應用在所有階級
[00:11:03.760 --> 00:11:06.520]  或者所有人的身上
[00:11:06.520 --> 00:11:09.400]  所以起碼這裏有一些間接的
[00:11:09.400 --> 00:11:12.400]  讓我們想一想反省一下
[00:11:12.400 --> 00:11:14.280]  當然我們今天不需要聖殿
[00:11:14.280 --> 00:11:16.520]  因爲耶穌就是我們的聖殿
[00:11:16.520 --> 00:11:18.280]  基督就是我們的聖殿
[00:11:18.280 --> 00:11:20.040]  但是教會作爲一個神的羣體
[00:11:20.040 --> 00:11:22.480]  是不是一個排他的羣體
[00:11:22.480 --> 00:11:25.560]  一個獨立的一個羣體
[00:11:25.560 --> 00:11:28.520]  很多時候有意無意我們會這麼做
[00:11:28.520 --> 00:11:29.880]  因爲我們來了教會
[00:11:29.880 --> 00:11:31.960]  我們就會自然覺得這個地方
[00:11:31.960 --> 00:11:33.960]  是我們感覺舒服
[00:11:33.960 --> 00:11:35.200]  感覺安全的
[00:11:35.200 --> 00:11:36.520]  是不是
[00:11:36.520 --> 00:11:37.280]  我們坐那個位置
[00:11:37.280 --> 00:11:39.440]  我們永遠都是坐那個位置的
[00:11:39.440 --> 00:11:40.160]  我們做那樣東西
[00:11:40.160 --> 00:11:42.920]  永遠都是做那樣東西
[00:11:42.920 --> 00:11:43.720]  我們見開那幫人
[00:11:43.720 --> 00:11:46.800]  我們永遠都是想見回那幫人
[00:11:46.800 --> 00:11:48.000]  這個很多時候就有意無意
[00:11:48.000 --> 00:11:50.800]  我們會有一個的
[00:11:50.800 --> 00:11:52.600]  因爲身份 因爲語言
[00:11:52.600 --> 00:11:53.600]  因爲過去
[00:11:53.600 --> 00:11:56.400]  或者因爲不同的因素
[00:11:56.400 --> 00:11:59.640]  我們就會將門關上
[00:11:59.640 --> 00:12:01.440]  所以這一年我們希望做些什麼
[00:12:01.440 --> 00:12:03.520]  就是要跨越
[00:12:03.520 --> 00:12:05.320]  就是我們不要在那個有形無形之下
[00:12:05.320 --> 00:12:08.200]  我們自己畫了線
[00:12:08.200 --> 00:12:11.600]  有一些隔離或者有一些距離
[00:12:11.600 --> 00:12:14.360]  有一些界線
[00:12:14.360 --> 00:12:15.800]  我們需要跨越的
[00:12:15.800 --> 00:12:19.640]  以致我們教會不是一個排斥的地方
[00:12:19.640 --> 00:12:21.000]  是不是
[00:12:21.000 --> 00:12:22.720]  不同語言的人
[00:12:22.720 --> 00:12:25.680]  我們應該在基督裏面是同一個羣體
[00:12:25.680 --> 00:12:26.800]  無論講英文也好
[00:12:26.800 --> 00:12:27.760]  講普通話也好
[00:12:27.760 --> 00:12:29.880]  講西班牙語也好
[00:12:29.880 --> 00:12:31.400]  都應當是在基督裏面
[00:12:31.400 --> 00:12:32.760]  in Christ
[00:12:32.760 --> 00:12:35.080]  我們就是一起
[00:12:35.080 --> 00:12:35.960]  otherwise
[00:12:35.960 --> 00:12:39.520]  這個教會就不能夠發揮它應該有的功能
[00:12:39.520 --> 00:12:42.680]  正如當時聖殿沒有發揮它的功能一樣
[00:12:42.680 --> 00:12:47.120]  所以記住這個故事有一些這樣的挑戰
[00:12:47.120 --> 00:12:50.040]  挑戰一些排外的心態
[00:12:50.040 --> 00:12:52.440]  然後告訴我們應該要做些什麼
[00:12:52.440 --> 00:12:55.080]  融會的文化是什麼意思
[00:12:55.080 --> 00:12:56.800]  第三節
[00:12:56.800 --> 00:12:59.040]  他看見彼得和約翰
[00:12:59.040 --> 00:13:00.520]  這個「他」是誰
[00:13:00.520 --> 00:13:03.320]  那個生下來的他的腿的人
[00:13:03.320 --> 00:13:06.680]  他看見彼得和約翰將要入聖殿
[00:13:06.680 --> 00:13:08.240]  就求他們施捨
[00:13:08.240 --> 00:13:10.320]  彼得和約翰定聲看他
[00:13:10.320 --> 00:13:12.600]  彼得說看着我們
[00:13:12.600 --> 00:13:14.360]  那人就注目的看他們
[00:13:14.360 --> 00:13:16.760]  指望從他們得着什麼
[00:13:16.760 --> 00:13:17.960]  彼得卻說
[00:13:17.960 --> 00:13:20.120]  金和銀我都沒有
[00:13:20.120 --> 00:13:23.080]  但我把我所有的給你
[00:13:23.080 --> 00:13:25.320]  就是奉垃圾人
[00:13:25.320 --> 00:13:26.560]  耶穌基督的名
[00:13:26.560 --> 00:13:28.280]  起來行走
[00:13:28.280 --> 00:13:31.200]  於是彼得就拉着他的手
[00:13:31.200 --> 00:13:33.000]  扶他起來
[00:13:33.000 --> 00:13:37.880]  他的骨頭和他的果骨立刻壯健了
[00:13:37.880 --> 00:13:39.000]  就跳起來了
[00:13:39.000 --> 00:13:41.120]  他就站起又開始行走了
[00:13:41.120 --> 00:13:44.400]  他就跟彼得和約翰盡了聖殿
[00:13:44.400 --> 00:13:46.640]  這個應該是第一次了
[00:13:46.640 --> 00:13:48.080]  從小到大第一次
[00:13:48.080 --> 00:13:49.520]  他能夠進入這個聖殿
[00:13:49.520 --> 00:13:51.840]  邊走邊跳讚美上帝
[00:13:51.840 --> 00:13:54.040]  百姓看見的時候又讚美上帝
[00:13:54.040 --> 00:13:56.880]  認得他就是掃尚在美門的門口
[00:13:56.880 --> 00:13:58.800]  求人施捨的那一位
[00:13:58.800 --> 00:14:00.560]  又因爲他現在得到的遭遇
[00:14:00.560 --> 00:14:04.040]  就滿心驚訝和詫異
[00:14:04.040 --> 00:14:07.480]  這裏說到金和銀都沒有
[00:14:07.480 --> 00:14:10.000]  是吧 從小長大的
[00:14:10.000 --> 00:14:12.480]  就是唱這首金句歌 是吧
[00:14:12.480 --> 00:14:14.640]  這個是有道理的
[00:14:14.640 --> 00:14:18.360]  這個故事是最出名的一句句子
[00:14:18.360 --> 00:14:19.720]  就是金和銀都沒有
[00:14:19.720 --> 00:14:22.400]  奉拿撒冷耶穌的名叫你起來
[00:14:22.400 --> 00:14:25.480]  所以我們從小就唱這首歌
[00:14:25.480 --> 00:14:28.880]  但我想你留意象夏文
[00:14:28.880 --> 00:14:31.520]  夏文是彼得講第二篇道
[00:14:31.520 --> 00:14:33.200]  第一篇道什麼時候講
[00:14:33.200 --> 00:14:35.200]  五秦節的時候講 是吧
[00:14:35.200 --> 00:14:36.960]  第二篇道就是第三章
[00:14:36.960 --> 00:14:40.200]  這個神蹟故事之後他有的講道
[00:14:40.200 --> 00:14:44.560]  貫川整個第三章有一個主題
[00:14:44.560 --> 00:14:46.960]  就是基督已經從死裏面復活
[00:14:46.960 --> 00:14:48.680]  已經得勝 已經昇天
[00:14:48.680 --> 00:14:50.560]  聖靈並且已經降臨
[00:14:50.560 --> 00:14:52.040]  就發生什麼事
[00:14:52.040 --> 00:14:55.120]  天國的工程 Kingdom Project
[00:14:55.120 --> 00:14:56.800]  就開始了
[00:14:56.800 --> 00:14:59.720]  開始建立教會 開始建立神的子民
[00:14:59.720 --> 00:15:01.320]  大家記得我講過《少林傳》
[00:15:01.320 --> 00:15:03.640]  和《滇本舊約》的書
[00:15:03.640 --> 00:15:07.400]  是很有關係的
[00:15:07.400 --> 00:15:09.120]  就是《以塞亞書》 是吧
[00:15:09.120 --> 00:15:10.440]  《以塞亞書》
[00:15:10.440 --> 00:15:11.680]  《以塞亞書》當然很長
[00:15:11.680 --> 00:15:14.680]  你叫我回去看 看着臉都青 是吧
[00:15:14.680 --> 00:15:15.840]  但我想告訴你
[00:15:15.840 --> 00:15:16.880]  最主要講的是什麼
[00:15:16.880 --> 00:15:18.400]  就是上帝的國度來到的時候
[00:15:18.400 --> 00:15:20.040]  是發生什麼事 是吧
[00:15:20.040 --> 00:15:22.360]  就是十二支派會歸爲
[00:15:22.360 --> 00:15:24.720]  然後上帝的子民會變成一個新的子民
[00:15:24.720 --> 00:15:26.280]  有聖靈同在 有能力
[00:15:26.280 --> 00:15:29.400]  然後將救恩傳到去地極
[00:15:29.400 --> 00:15:30.720]  《以塞亞書》主要是想講
[00:15:30.720 --> 00:15:33.360]  有人有這樣的盼望和有這樣的應許
[00:15:33.360 --> 00:15:35.520]  結果耶穌基督來到 聖靈降臨的時候
[00:15:35.520 --> 00:15:39.000]  就知道神的國度已經彰顯了
[00:15:39.000 --> 00:15:42.120]  並且這個國度 這個神的子民
[00:15:42.120 --> 00:15:43.600]  不僅僅是猶太人
[00:15:43.600 --> 00:15:46.240]  是包括了improve
[00:15:46.240 --> 00:15:48.960]  去welcome那些奉耶穌基督名
[00:15:48.960 --> 00:15:51.960]  進入來的外邦人 是吧
[00:15:51.960 --> 00:15:53.760]  所以《以塞亞書》第35章第6節
[00:15:53.760 --> 00:15:55.160]  這裏講什麼
[00:15:55.160 --> 00:15:56.160]  它說那時
[00:15:56.160 --> 00:15:59.200]  它提到一些以前被exclude的人
[00:15:59.200 --> 00:16:01.280]  以前被排外的人
[00:16:01.280 --> 00:16:03.000]  那些渠褪的人
[00:16:03.000 --> 00:16:04.960]  或者有殘疾的人
[00:16:04.960 --> 00:16:07.240]  或者不關我們事的外邦人
[00:16:07.240 --> 00:16:08.480]  那些人會怎麼樣
[00:16:08.480 --> 00:16:10.040]  "跳躍如鹿"
[00:16:10.040 --> 00:16:12.800]  in fact 跳躍這個字是同一個字
[00:16:12.800 --> 00:16:14.320]  在《少林寺》第3章
